gene	mean_high	mean_low	delta_high_minus_low	welch_t	welch_p	n_high	n_low	fdr_bh	cohort
ZZEF1	-0.8127255813953489	0.6444348837209302	-1.457160465116279	-8.120954361674219	3.5206425191617504e-12	43	43	1.2557648640406157e-09	OncoSG_LUAD
CD84	-0.876953488372093	0.7408023255813954	-1.6177558139534884	-8.125701642780493	3.435559795868249e-12	43	43	1.2557648640406157e-09	OncoSG_LUAD
TLR4	-0.8578023255813957	0.7173279069767443	-1.57513023255814	-8.1623698880212	4.629161276981937e-12	43	43	1.4518805653375589e-09	OncoSG_LUAD
WDFY4	-0.8266953488372091	0.756667441860465	-1.5833627906976742	-8.219316323207234	3.901635597427157e-12	43	43	1.3143454287555076e-09	OncoSG_LUAD
CD200R1	-0.7945651162790699	0.7332418604651163	-1.5278069767441862	-8.274053783085094	2.085208728152312e-12	43	43	8.246093907351893e-10	OncoSG_LUAD
GRAP2	-0.8830139534883721	0.6591837209302328	-1.5421976744186048	-8.277148817344534	2.7725076773523677e-12	43	43	1.0730784501854664e-09	OncoSG_LUAD
ARHGEF6	-0.8230837209302326	0.6615697674418605	-1.4846534883720932	-8.300310485913187	1.6805187171101476e-12	43	43	7.278646662607308e-10	OncoSG_LUAD
RAB8B	-0.7529418604651165	0.6570093023255816	-1.4099511627906982	-8.320928988096652	1.653977774014437e-12	43	43	7.278646662607308e-10	OncoSG_LUAD
ARHGAP30	-0.9055697674418606	0.6626953488372093	-1.5682651162790697	-8.330373877554214	1.3455413277028612e-12	43	43	6.27608776724173e-10	OncoSG_LUAD
BCL2	-0.8131139534883723	0.7716488372093022	-1.5847627906976745	-8.350195238320191	1.7478735093527039e-12	43	43	7.394317908984893e-10	OncoSG_LUAD
GAB2	-0.8026581395348839	0.6595325581395349	-1.4621906976744188	-8.384499188157104	2.054822344012493e-12	43	43	8.246093907351893e-10	OncoSG_LUAD
TLN1	-0.8022813953488372	0.7478976744186046	-1.5501790697674418	-8.494183852222488	6.247107327725427e-13	43	43	3.7880376466217747e-10	OncoSG_LUAD
SETX	-0.7584883720930234	0.6936162790697675	-1.452104651162791	-8.519854388377015	9.057719827343598e-13	43	43	4.522869686901951e-10	OncoSG_LUAD
FMNL3	-0.8557604651162792	0.725153488372093	-1.5809139534883723	-8.579638664808424	4.996841673794052e-13	43	43	3.366575810666207e-10	OncoSG_LUAD
ABCB1	-0.8471209302325579	0.7089953488372094	-1.5561162790697671	-8.648931425299455	3.0880790180565376e-13	43	43	2.333860530108912e-10	OncoSG_LUAD
GNG2	-0.881106976744186	0.6880162790697676	-1.5691232558139536	-8.649687724244288	3.778153231495983e-13	43	43	2.6433994397747474e-10	OncoSG_LUAD
ZNF366	-0.8991627906976742	0.6577232558139536	-1.5568860465116279	-8.66309762905106	3.207438472471156e-13	43	43	2.333860530108912e-10	OncoSG_LUAD
CD226	-0.9483093023255812	0.6445837209302324	-1.5928930232558136	-8.698534497609973	5.899273415294297e-13	43	43	3.7004718171592603e-10	OncoSG_LUAD
KCNA6	-0.7750069767441862	0.7145534883720932	-1.4895604651162793	-8.766647538640203	1.7806896090335992e-13	43	43	1.596546028390006e-10	OncoSG_LUAD
PCNX1	-0.7737604651162792	0.6827116279069768	-1.456472093023256	-8.801796434827864	1.7056249931325514e-13	43	43	1.596546028390006e-10	OncoSG_LUAD
WDR81	-0.8860348837209304	0.6911069767441858	-1.5771418604651162	-8.901224261753047	9.800992766939455e-14	43	43	1.0777609381000849e-10	OncoSG_LUAD
PIK3CG	-0.9374325581395346	0.7082883720930232	-1.645720930232558	-9.02035235655775	1.6447777532952012e-13	43	43	1.596546028390006e-10	OncoSG_LUAD
SSH2	-0.7603023255813951	0.7745697674418607	-1.5348720930232558	-9.053040677736588	4.763497154046273e-14	43	43	6.665598209942751e-11	OncoSG_LUAD
GIMAP6	-0.8358372093023259	0.6887023255813957	-1.5245395348837216	-9.213787153628786	2.929663714710645e-14	43	43	5.329351263430135e-11	OncoSG_LUAD
MYCBP2	-0.8664255813953491	0.6963976744186045	-1.5628232558139534	-9.233435601864736	2.011348956098109e-14	43	43	4.0653832067089665e-11	OncoSG_LUAD
MARCH8	-0.8583999999999994	0.7696441860465115	-1.628044186046511	-9.354258297313478	4.37494851780368e-14	43	43	6.632057373947229e-11	OncoSG_LUAD
RAPGEF1	-0.8972488372093026	0.772658139534884	-1.6699069767441865	-9.610565811345525	3.7633992994599384e-15	43	43	1.3691999331295148e-11	OncoSG_LUAD
TACSTD2	23375.646228070178	10728.299070175442	12647.347157894736	22.942885220938702	9.22338866327764e-41	57	57	2.0065482036960507e-36	GSE31210_LUAD
CAPN2	19445.03845614035	14220.802649122808	5224.235807017543	9.487045184015258	5.061247846003202e-16	57	57	5.505372344489983e-12	GSE31210_LUAD
MACC1	1243.4144994736844	414.6683163157894	828.746183157895	8.673824371570488	2.8746195992507944e-13	57	57	1.5634337345425257e-09	GSE31210_LUAD
KIAA1522	1687.3945175438596	900.7733771929824	786.6211403508772	8.416982889301332	1.4798786719585326e-13	57	57	1.0731586836152625e-09	GSE31210_LUAD
CLDN4	1292.3186473684207	588.143536842105	704.1751105263156	8.255815167979936	4.0897078921169106e-13	57	57	1.7794319038600678e-09	GSE31210_LUAD
CDH1	19399.770403508774	12538.33198245614	6861.438421052633	8.070631069132025	1.5643672467461925e-12	57	57	5.672134908827237e-09	GSE31210_LUAD
LOC101927668	193.80464892982457	69.46678484210527	124.3378640877193	7.936072092095578	1.4409263802859531e-11	57	57	4.478193343302987e-08	GSE31210_LUAD
GRHL1	2675.65597368421	1069.1034701754388	1606.5525035087712	7.322878787011944	1.4267291101627092e-10	57	57	2.872140811643822e-07	GSE31210_LUAD
MUC20	1353.0779607017544	408.35883754385964	944.7191231578947	7.228052522571837	5.412774464492828e-10	57	57	6.926759322061263e-07	GSE31210_LUAD
MET	12445.606566666673	7218.546201754384	5227.060364912289	7.192288454266995	9.001284828300255e-11	57	57	2.4477868929959006e-07	GSE31210_LUAD
PTPRF	8392.508157894736	5064.532438596492	3327.9757192982433	7.118846169138285	1.23182846101268e-10	57	57	2.872140811643822e-07	GSE31210_LUAD
CEACAM6	28810.8372122807	17803.30827017544	11007.528942105262	7.0865382678814886	1.679799298579539e-10	57	57	3.0453361450498227e-07	GSE31210_LUAD
MAL2	15431.087982456134	9551.877473684212	5879.210508771923	7.066897088784514	1.452243113219124e-10	57	57	2.872140811643822e-07	GSE31210_LUAD
TAX1BP1	10045.501491228075	7516.177508771929	2529.323982456146	6.947045803892852	3.132794382730145e-10	57	57	5.242610907407254e-07	GSE31210_LUAD
CD47	17911.957245614034	12854.054526315786	5057.9027192982485	6.905141711693333	4.87453690053788e-10	57	57	6.926759322061263e-07	GSE31210_LUAD
PPL	2564.25072631579	1496.9389473684207	1067.3117789473692	6.8105126259367825	5.305328045084592e-10	57	57	6.926759322061263e-07	GSE31210_LUAD
GRHL3	82.81395508771931	31.10640519298246	51.70754989473684	6.798947412287528	1.0456289508094485e-09	57	57	1.2637587680477528e-06	GSE31210_LUAD
SRI	10087.862263157895	7012.128105263158	3075.734157894736	6.730936178792081	1.1252960151198212e-09	57	57	1.2884639373121954e-06	GSE31210_LUAD
PUM1	9903.834754385965	8630.14654385965	1273.6882105263157	6.625599028714082	1.293164993045498e-09	57	57	1.4066402211852405e-06	GSE31210_LUAD
ARHGEF5	842.9317596491227	575.3255824561405	267.60617719298216	6.595115988480114	1.4702143723907104e-09	57	57	1.5230720795885671e-06	GSE31210_LUAD
DOCK3	78.60990226315792	17.707603245614035	60.90229901754388	6.547887222323162	1.0208903929926e-08	57	57	6.002559594474058e-06	GSE31210_LUAD
CGN	1619.3678263157888	794.9458508771929	824.4219754385958	6.543361619946182	4.287565452093245e-09	57	57	4.0554776700125455e-06	GSE31210_LUAD
LGR4	2394.169975438597	1066.672550877193	1327.4974245614037	6.471541128377405	7.193367501067694e-09	57	57	4.955270928405322e-06	GSE31210_LUAD
UBE2H	6713.102859649123	5154.84957894737	1558.2532807017533	6.376987214246807	5.497097468848627e-09	57	57	4.599590593646226e-06	GSE31210_LUAD
KDF1	272.5061970175439	176.79807157894732	95.7081254385966	6.374319453123494	5.086696166243387e-09	57	57	4.599590593646226e-06	GSE31210_LUAD
PRRG4	2337.8750877192983	1357.30588245614	980.5692052631584	6.363617401305042	6.2652417775460776e-09	57	57	4.8678691025183905e-06	GSE31210_LUAD
AMIGO2	10802.709421052632	6728.94889473684	4073.760526315792	6.332772361122827	5.453667953263789e-09	57	57	4.599590593646226e-06	GSE31210_LUAD
CCDC6	6395.21803508772	4806.906052631582	1588.3119824561381	6.314085859259374	8.158550618539688e-09	57	57	5.220272609009733e-06	GSE31210_LUAD
PLS3	16962.433228070175	13285.835701754386	3676.597526315789	6.281631766463594	6.7423558572398696e-09	57	57	4.889331722475112e-06	GSE31210_LUAD
MROH6	234.95786280701753	148.4258640350877	86.53199877192984	6.280836123658178	7.288837954905552e-09	57	57	4.955270928405322e-06	GSE31210_LUAD
ABCC3	6763.820785964913	3571.6190491228067	3192.201736842106	6.2505570997905	7.755926207668048e-09	57	57	5.113035595388436e-06	GSE31210_LUAD
CNNM4	479.37092631578946	291.9493385964913	187.42158771929815	6.212109320623875	1.5141157151781624e-08	57	57	8.4460480471028e-06	GSE31210_LUAD
ALCAM	9805.867596491225	7276.948578947368	2528.919017543857	6.209385594306159	9.263533241381827e-09	57	57	5.757947590464619e-06	GSE31210_LUAD
EPHA1	273.5484280701754	195.72209385964914	77.82633421052628	6.196178016566809	9.873464821013072e-09	57	57	5.966589643920538e-06	GSE31210_LUAD
SLC52A3	154.8760706491228	62.24008240350878	92.63598824561402	6.192283240313829	2.032474983292693e-08	57	57	1.040157705643908e-05	GSE31210_LUAD
SDC4	9304.62594736842	5805.727315789473	3498.898631578947	6.09572401053665	1.5899419405191267e-08	57	57	8.6472967289984e-06	GSE31210_LUAD
ADSS	2864.680263157894	2247.5037894736834	617.1764736842106	6.075912791800587	1.75875753698417e-08	57	57	9.332139077339177e-06	GSE31210_LUAD
F11R	15594.585298245613	12683.08887719298	2911.4964210526323	6.057889534049874	2.055931112051852e-08	57	57	1.040157705643908e-05	GSE31210_LUAD
LMO7	5743.629822807018	3359.3809087719296	2384.2489140350885	6.05037315692222	2.8137365112259586e-08	57	57	1.3602852844826828e-05	GSE31210_LUAD
MFSD4A	4685.0072121052635	1601.8935489473683	3083.113663157895	6.035349418143416	4.204433025203852e-08	57	57	1.7934792247707804e-05	GSE31210_LUAD
RAB27B	8062.686770175437	4144.544729824562	3918.1420403508755	6.0182409885591355	3.716038836076167e-08	57	57	1.6581147205038208e-05	GSE31210_LUAD
ABHD11	648.3546912280704	379.1263245614036	269.2283666666668	5.903386871533613	6.069251079591771e-08	57	57	2.200609287275316e-05	GSE31210_LUAD
TRIP6	2588.961068421054	1751.8359614035085	837.1251070175454	5.902809432296211	5.015118529682907e-08	57	57	2.0204426595046602e-05	GSE31210_LUAD
PTTG1IP	16419.28894736842	13735.446315789472	2683.8426315789475	5.893632670112276	4.585386274334784e-08	57	57	1.9183668922721775e-05	GSE31210_LUAD
DDAH1	12679.748350877191	8841.637543859651	3838.1108070175396	5.891306494019534	4.130408172232922e-08	57	57	1.7934792247707804e-05	GSE31210_LUAD
CD46	15615.503684210531	12897.803824561408	2717.699859649123	5.889241037915716	4.8113802698993776e-08	57	57	1.9749354296539803e-05	GSE31210_LUAD
FBXO34	2783.4850877192985	2051.694578947368	731.7905087719305	5.878653769197533	5.61623017525617e-08	57	57	2.1414383600560515e-05	GSE31210_LUAD
IKZF2	1150.5195614035088	803.1136350877193	347.40592631578943	5.847510093011997	8.289636220407475e-08	57	57	2.86255612658674e-05	GSE31210_LUAD
MUC15	2033.0416241403511	710.8650126842105	1322.1766114561406	5.732930463728003	1.7402880988068038e-07	57	57	4.879409209566523e-05	GSE31210_LUAD
RCC1	504.47140350877174	344.1114280701754	160.35997543859634	5.724406582571659	8.83709030776881e-08	57	57	3.0039203069611008e-05	GSE31210_LUAD
PPP1R9A	2279.859416315789	1347.0021931578951	932.8572231578939	5.663596738375148	1.3974110189066258e-07	57	57	4.164476262508719e-05	GSE31210_LUAD
OMA1	2158.6920999999998	1548.4443543859652	610.2477456140346	5.60481601938582	2.207304112381938e-07	57	57	5.546678699334763e-05	GSE31210_LUAD
MUC1	17857.218210526313	12759.330719298248	5097.887491228064	5.596463680204786	1.8585778546847723e-07	57	57	4.975709117618515e-05	GSE31210_LUAD
PON3	5164.119545614036	2097.3801508771926	3066.739394736843	5.594476788832599	2.7385903047981046e-07	57	57	6.406240008697073e-05	GSE31210_LUAD
ZDHHC7	3241.0523157894727	2178.3243438596483	1062.7279719298244	5.591887303939492	2.1520640508589506e-07	57	57	5.5080180501689964e-05	GSE31210_LUAD
LPAR2	632.0338385964914	387.8943052631579	244.13953333333347	5.587779042194751	2.0842063807785495e-07	57	57	5.3978464064092076e-05	GSE31210_LUAD
OCLN	6451.339582456139	3704.6404947368433	2746.699087719296	5.57774395126857	2.601156118939281e-07	57	57	6.218478172255392e-05	GSE31210_LUAD
ACSF2	785.678752631579	505.32491929824585	280.3538333333331	5.5670644880486115	1.9060154525961924e-07	57	57	4.9958272495458034e-05	GSE31210_LUAD
ILDR1	754.2889864912285	474.0240115789474	280.26497491228105	5.520008707856807	2.2181615575367704e-07	57	57	5.546678699334763e-05	GSE31210_LUAD
EPS8L2	1203.2179280701755	780.6161877192981	422.60174035087744	5.512220628388974	2.302093869218193e-07	57	57	5.691142286913839e-05	GSE31210_LUAD
MYO6	5345.566894736843	3606.544175438597	1739.022719298246	5.511344837773893	2.4484287311750703e-07	57	57	5.918396338523739e-05	GSE31210_LUAD
PHLDA3	388.45850000000013	287.0573157894737	101.40118421052642	5.500638584716734	3.417318422822306e-07	57	57	7.430094723240989e-05	GSE31210_LUAD
KRT19	8347.970898245616	4349.146650877193	3998.824247368423	5.482133367271751	3.37522839953454e-07	57	57	7.41697917493676e-05	GSE31210_LUAD
APLP2	12202.83305263158	8978.26442105263	3224.56863157895	5.479858433893228	3.0417667423961013e-07	57	57	6.893087029252832e-05	GSE31210_LUAD
TSPAN6	4516.5121228070175	2957.6960877192987	1558.8160350877188	5.479333205294924	3.452770048707342e-07	57	57	7.430094723240989e-05	GSE31210_LUAD
EZR	4297.104999999999	3071.164508771929	1225.9404912280697	5.478549547306242	2.8173919370247636e-07	57	57	6.520463998933375e-05	GSE31210_LUAD
EPHA10	168.41695384210522	93.6310498245614	74.78590401754381	5.472792159931199	2.97586498958901e-07	57	57	6.814730826158833e-05	GSE31210_LUAD
TMEM54	669.2539789473684	394.4437403508772	274.8102385964912	5.471066219335669	3.297799087970583e-07	57	57	7.320777465183676e-05	GSE31210_LUAD
RIPK4	2876.5007105263157	1682.4910596491231	1194.0096508771926	5.447428429763332	4.839089200889753e-07	57	57	8.99781073208176e-05	GSE31210_LUAD
SDC1	6930.076140350879	4116.296087719298	2813.7800526315805	5.4319313173104575	4.6183138151416576e-07	57	57	8.742099770940939e-05	GSE31210_LUAD
CLDN3	932.8839800000001	420.8377152631579	512.0462647368422	5.430830770229619	5.163045186269763e-07	57	57	9.28473812550436e-05	GSE31210_LUAD
KCNS3	3509.1522350877194	2494.5325105263155	1014.6197245614039	5.397929024945023	4.0247268105822506e-07	57	57	8.128116135470527e-05	GSE31210_LUAD
ATP9A	5797.606701754384	3723.9518771929816	2073.654824561402	5.392470866416904	5.067426078010547e-07	57	57	9.28473812550436e-05	GSE31210_LUAD
LGALS3	21696.7300877193	18212.14066666666	3484.589421052642	5.389043909391628	4.0351024712977105e-07	57	57	8.128116135470527e-05	GSE31210_LUAD
EVPL	279.0137657894736	169.24033298245615	109.77343280701746	5.3812211808795976	5.113497731646168e-07	57	57	9.28473812550436e-05	GSE31210_LUAD
FLJ23867	939.5983754385965	529.6002122807018	409.9981631578946	5.380454005801385	4.6787648237339714e-07	57	57	8.774700753476944e-05	GSE31210_LUAD
MIR6773	1427.7552543859651	948.6155105263159	479.13974385964923	5.373130215814607	4.293750946522326e-07	57	57	8.491868349235745e-05	GSE31210_LUAD
PRDX5	9294.952736842108	6949.9957368421055	2344.957000000002	5.365049807211055	4.518093062297373e-07	57	57	8.742099770940939e-05	GSE31210_LUAD
PERP	15853.3633508772	10970.596333333331	4882.767017543869	5.362381126507065	4.5509949101102e-07	57	57	8.742099770940939e-05	GSE31210_LUAD
LYPLA2	1115.8102508771929	846.9704087719299	268.83984210526296	5.361183753626176	5.173644216700766e-07	57	57	9.28473812550436e-05	GSE31210_LUAD
KPNA6	1670.8707456140355	1329.8809210526317	340.9898245614038	5.358294625175567	7.763842678633517e-07	57	57	0.00011703023720154158	GSE31210_LUAD
LIPH	1274.0464938596492	580.5698919298244	693.4766019298248	5.340178349090144	7.736222715896537e-07	57	57	0.00011703023720154158	GSE31210_LUAD
ADPRHL2	2890.404666666666	1946.0777719298246	944.3268947368413	5.328107038356212	6.611809422547746e-07	57	57	0.00010743184844337015	GSE31210_LUAD
GET4	624.8752578947368	446.44741578947355	178.42784210526327	5.327136284906907	5.817803680110963e-07	57	57	0.0001012530552486512	GSE31210_LUAD
RAB25	2392.691047368422	1413.2574017543861	979.4336456140359	5.32504022180228	5.298882298305533e-07	57	57	9.372128812978607e-05	GSE31210_LUAD
DBNDD1	147.53760719298245	92.08762233333336	55.44998485964909	5.316154900039998	6.479936168836159e-07	57	57	0.00010743184844337015	GSE31210_LUAD
USP54	1653.4455438596492	933.4977210526316	719.9478228070176	5.307477296012157	8.419065120113958e-07	57	57	0.0001237545687081616	GSE31210_LUAD
WLS	6255.7995456140325	3984.9950842105272	2270.8044614035052	5.305140892772722	7.06343432299656e-07	57	57	0.0001112219795028814	GSE31210_LUAD
KARS	15246.588368421053	12943.944315789477	2302.6440526315764	5.304058092607956	6.01377218426718e-07	57	57	0.00010341161745172712	GSE31210_LUAD
SLC39A11	1124.9304438596491	740.864443859649	384.06600000000014	5.300533025744114	6.617268532020961e-07	57	57	0.00010743184844337015	GSE31210_LUAD
PPP2R3A	1774.3687771929826	1155.831140350877	618.5376368421057	5.290665731988898	8.077999654178501e-07	57	57	0.00011954889964398183	GSE31210_LUAD
GTF2IRD1	592.8422526315785	422.5545052631579	170.28774736842058	5.283334109284056	6.358590272936698e-07	57	57	0.00010723343518429291	GSE31210_LUAD
CTTN	9918.790000000003	7477.266894736843	2441.52310526316	5.270643652887027	6.888247808902659e-07	57	57	0.00011100283783902025	GSE31210_LUAD
CLDN1	5005.172377192983	2728.0403105263167	2277.132066666666	5.258278105521011	7.052773876794448e-07	57	57	0.0001112219795028814	GSE31210_LUAD
PLEKHA7	509.4927157894738	353.32517192982465	156.16754385964913	5.2511357839823685	9.239615585928606e-07	57	57	0.00013137767128880838	GSE31210_LUAD
CAPN8	3806.56006	1884.5009231578938	1922.059136842106	5.250446752954012	8.595420517993253e-07	57	57	0.00012533101386956794	GSE31210_LUAD
DNAL4	339.27577333333346	262.13247	77.14330333333345	5.230092668874447	8.699141849829812e-07	57	57	0.00012533101386956794	GSE31210_LUAD
KRT7	3077.6922929824555	1631.1325017543857	1446.5597912280698	5.22858901246775	9.821596484938825e-07	57	57	0.00013403046930127963	GSE31210_LUAD
LOC102725292	172.68203719298245	109.05670947368421	63.62532771929824	5.214151122994317	1.0650126079254579e-06	57	57	0.00014042029869950509	GSE31210_LUAD
NECTIN4	261.50253403508776	157.67525684210526	103.8272771929825	5.211080289514729	1.0001763591409442e-06	57	57	0.00013514805399447976	GSE31210_LUAD
ELMO1	103.45564561403508	142.29272771929828	-38.83708210526321	-4.992872548382496	2.983177198635184e-06	57	57	0.00027154401655359175	GSE31210_LUAD
AFAP1L1	243.72773491228065	449.30729508771924	-205.5795601754386	-4.99612241213835	4.200720973864113e-06	57	57	0.00035284434280468644	GSE31210_LUAD
LOC100131043	138.10967333333332	351.0740892982456	-212.9644159649123	-5.000696596374269	3.9509372064931276e-06	57	57	0.0003331497632839457	GSE31210_LUAD
SH2D3C	324.78608421052644	527.7112708771929	-202.92518666666643	-5.000713075418485	3.5722566156220813e-06	57	57	0.0003083906455272158	GSE31210_LUAD
AKNA	413.4673350877194	591.8337315789474	-178.36639649122804	-5.002547853574224	2.6876372659637065e-06	57	57	0.00025871481734973645	GSE31210_LUAD
SNRK	3464.356140350877	4775.269315789473	-1310.9131754385958	-5.007573086586748	2.865139971622447e-06	57	57	0.0002652388088623248	GSE31210_LUAD
COL6A6	476.0083300701753	1760.0007417192978	-1283.9924116491225	-5.007925711881898	5.016604430094642e-06	57	57	0.00039761008663339773	GSE31210_LUAD
ANKRD12	1503.3428210526313	1988.4308912280703	-485.08807017543904	-5.009013710310618	2.3869179179131333e-06	57	57	0.00023711141234794618	GSE31210_LUAD
MPEG1	1401.995285964912	2217.3145421052636	-815.3192561403516	-5.013680310192061	2.610248704029911e-06	57	57	0.000253508752482905	GSE31210_LUAD
CYYR1	1135.6885754385967	2139.5528543859646	-1003.8642789473679	-5.014835422365901	3.433627216094809e-06	57	57	0.000301203871315091	GSE31210_LUAD
PRSS35	88.00200912280701	193.77100333333334	-105.76899421052633	-5.016081686930103	3.7959447557596303e-06	57	57	0.0003225811646935576	GSE31210_LUAD
LIX1L	3643.529356140351	5072.564835087721	-1429.03547894737	-5.016458903685877	2.3526062313201043e-06	57	57	0.00023585690581736808	GSE31210_LUAD
CLASP2	1013.1535421052632	1228.8889245614039	-215.73538245614066	-5.04124720030638	1.999889183449947e-06	57	57	0.000214754921383874	GSE31210_LUAD
NID1	1691.433650877193	2665.372050877194	-973.9384000000009	-5.042680231607112	2.4790585658452415e-06	57	57	0.00024293657252235688	GSE31210_LUAD
TLR4	251.70621666666668	405.06085877192976	-153.35464210526308	-5.049864467001312	2.2338017200209946e-06	57	57	0.00022793789270009567	GSE31210_LUAD
PPP1R27	83.80820947368424	114.50697175438599	-30.698762280701743	-5.0562070621079185	1.6834874434268395e-06	57	57	0.0001927593122723731	GSE31210_LUAD
MFNG	289.21775894736834	426.92149140350875	-137.70373245614041	-5.0610188126826845	2.3370863979038415e-06	57	57	0.00023585690581736808	GSE31210_LUAD
RGS5	4011.791801754386	6947.09388596491	-2935.3020842105243	-5.075543816552601	1.8142248857279387e-06	57	57	0.00020034752481731626	GSE31210_LUAD
WNT2	413.2042443859648	875.376969649123	-462.1727252631582	-5.0781830993072745	2.9161071770593325e-06	57	57	0.0002688131849022279	GSE31210_LUAD
ROR2	68.93732352631581	130.3105255614035	-61.37320203508769	-5.085052804721397	1.9118806134146105e-06	57	57	0.0002090098630393711	GSE31210_LUAD
PSIP1	2762.142157894737	3809.3379298245613	-1047.1957719298243	-5.094729323080142	1.7738273313382645e-06	57	57	0.00019688578363910177	GSE31210_LUAD
LRRC2	39.71277300175439	67.43965643859647	-27.72688343684208	-5.095591259850232	2.2129091617080722e-06	57	57	0.00022708414534414675	GSE31210_LUAD
HECA	1918.416278947369	2526.367905263158	-607.9516263157889	-5.10457891966668	1.502653774558229e-06	57	57	0.00017766430905170798	GSE31210_LUAD
SLC43A1	189.9235085964912	280.0947219298245	-90.17121333333333	-5.123798231825839	1.4982032048708006e-06	57	57	0.00017766430905170798	GSE31210_LUAD
CLEC1A	179.47734771929828	322.1665656140351	-142.68921789473683	-5.126278367075303	2.384408862100148e-06	57	57	0.00023711141234794618	GSE31210_LUAD
CMKLR1	259.88930017543856	462.8615577192982	-202.97225754385966	-5.1426886666912335	1.7577049214546651e-06	57	57	0.00019688578363910177	GSE31210_LUAD
SFMBT2	309.85298754385957	531.2645510526315	-221.41156350877196	-5.152871641508019	1.1478876792942655e-06	57	57	0.00014553177232079771	GSE31210_LUAD
EXOSC8	743.4584421052631	916.1204298245615	-172.6619877192984	-5.158318146707467	1.0904506786675547e-06	57	57	0.00014205242224199193	GSE31210_LUAD
UBE2J1	2597.6394210526314	3425.7037719298246	-828.0643508771932	-5.170409927702466	1.3281595483463567e-06	57	57	0.00016141961438142453	GSE31210_LUAD
CNRIP1	1044.3329824561404	1767.856259649123	-723.5232771929827	-5.173588291354629	2.0466149736489213e-06	57	57	0.00021615760202539365	GSE31210_LUAD
GIMAP8	1001.4388982456138	1907.6480877192982	-906.2091894736844	-5.185058384500876	1.9029282718720943e-06	57	57	0.0002090098630393711	GSE31210_LUAD
LRCH1	804.9865947368421	1112.4940438596493	-307.5074491228072	-5.229659787702032	1.1485679742755508e-06	57	57	0.00014553177232079771	GSE31210_LUAD
LOC284939	127.14259736842105	164.82331228070174	-37.68071491228069	-5.23144449996296	8.01246565466675e-07	57	57	0.00011939122624470901	GSE31210_LUAD
FMOD	1253.5023754385966	2177.3703491228066	-923.86797368421	-5.235434576921327	1.6044062714771695e-06	57	57	0.0001866516493902985	GSE31210_LUAD
FOXO1	1086.7762982456143	1610.4716947368418	-523.6953964912275	-5.23772425916601	1.438186354636921e-06	57	57	0.0001719106821160781	GSE31210_LUAD
PLVAP	224.3721531578948	339.6212294736841	-115.2490763157893	-5.240047876847807	1.2767713513278258e-06	57	57	0.00015781909515986847	GSE31210_LUAD
PALM2-AKAP2	5039.126333333334	7113.067263157892	-2073.940929824558	-5.240748493519769	1.1518350612427742e-06	57	57	0.00014553177232079771	GSE31210_LUAD
GPR4	143.5006721052632	209.3128791228071	-65.8122070175439	-5.248471638209664	1.0149221973968328e-06	57	57	0.0001354578675114607	GSE31210_LUAD
IL10RA	1474.0657157894734	2401.617663157895	-927.5519473684217	-5.248870734374351	9.370299943026452e-07	57	57	0.00013140366836059694	GSE31210_LUAD
IL16	375.05418596491234	616.7677649122804	-241.7135789473681	-5.253671677427589	1.1052442375395537e-06	57	57	0.00014312254992662494	GSE31210_LUAD
GIMAP1	710.2300210526315	1172.261198245614	-462.03117719298245	-5.259994644698415	1.127899541052994e-06	57	57	0.0001451920385538928	GSE31210_LUAD
LOC101928361	779.2484561403511	1235.6172456140348	-456.3687894736837	-5.2636592492016705	9.813639228102222e-07	57	57	0.00013403046930127963	GSE31210_LUAD
RB1	2754.483438596491	3427.6817192982453	-673.1982807017544	-5.293991378292699	6.036899754708961e-07	57	57	0.00010341161745172712	GSE31210_LUAD
APLNR	236.2905484210527	458.89773666666656	-222.60718824561386	-5.303451376907277	9.483050302281647e-07	57	57	0.00013140366836059694	GSE31210_LUAD
PPP3CC	410.09312456140344	550.4441719298245	-140.35104736842106	-5.311452901167865	7.067402782003996e-07	57	57	0.0001112219795028814	GSE31210_LUAD
ARHGAP25	639.9404385964912	1042.4739789473683	-402.53354035087716	-5.3172039405378415	7.157470526501217e-07	57	57	0.0001112219795028814	GSE31210_LUAD
RASSF1	703.7062701754385	914.9315157894737	-211.2252456140352	-5.31991344281395	7.157331103968075e-07	57	57	0.0001112219795028814	GSE31210_LUAD
MAST3	406.5058368421052	541.7664842105262	-135.26064736842096	-5.327006490810102	7.305068712351497e-07	57	57	0.00011191673932197664	GSE31210_LUAD
CALHM2	405.7102087719298	639.326463157895	-233.6162543859652	-5.333064386805214	8.882352439780241e-07	57	57	0.0001271286692943547	GSE31210_LUAD
MMRN2	437.06131052631576	822.2425666666668	-385.181256140351	-5.3357079658832705	1.013119017274718e-06	57	57	0.0001354578675114607	GSE31210_LUAD
NOTCH1	586.8927614035088	825.5820807017544	-238.68931929824566	-5.344806614029853	6.165736592207353e-07	57	57	0.0001047934371589617	GSE31210_LUAD
ANKDD1A	249.90267578947362	440.49295070175447	-190.59027491228085	-5.371613247597948	7.800222658801899e-07	57	57	0.00011703023720154158	GSE31210_LUAD
ST6GALNAC3	89.75620894736844	161.38843491228073	-71.6322259649123	-5.383649679244836	7.232321060818471e-07	57	57	0.00011158804587099704	GSE31210_LUAD
