accession	bioproject	title	organization	is_controlled	access	openaccess_data_type	release_time_string	url	lung	ici	neoadjuvant	mpr_keyword	gene_keyword	why
HRA015547	PRJCA053970	A Phase II Study and Multiomics Analysis of Lenvatinib Combined with Pembrolizumab as Neoadjuvant Therapy for Mucosal Melanoma	Peking University Cancer Hospital	1	Controlled	0	2026-07-29	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA015547	False	True	True	False	False	ici+neoadjuvant
HRA008505	PRJCA028850	Comprehensive multi-omics landscape of pulmonary sarcomatoid carcinoma	Shanghai Pulmonary Hospital Tongji University	1	Controlled	0	2026-08-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008505	True	False	False	False	False	lung
HRA009284	PRJCA028829	Dynamics multi-omics landscape of gastric cancer during neoadjuvant immunotherapy	Sun Yat-sen University Cancer Center	1	Controlled	0	2026-07-02	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA009284	False	True	True	False	False	ici+neoadjuvant
HRA014922	PRJCA051946	Double-dose Firmonertinib as First-line Treatment in Patients with Locally Advanced or Metastatic Non-Small-Cell Lung Cancer harboring EGFR L858R Mutation	Jiangsu Simcere Diagnostics Co., Ltd.	1	Controlled	0	2025-12-22	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014922	True	False	False	False	False	lung
HRA012741	PRJCA031182	Lung single-cell eQTL atlas in China	Nanjing Medical University	1	Controlled	0	2026-08-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA012741	True	False	False	False	False	lung
HRA007670	PRJCA026973	SIX1 drives endothelial dysfunction via MAST4/MAPK1/3 axis to promote pulmonary artery hypertension	Zhejiang Provincial People's Hospital	0	Open	0	2025-12-16	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007670	True	False	False	False	False	lung
HRA007671	PRJCA026995	SIX1 drives endothelial dysfunction via MAST4/MAPK1/3 to promote pulmonary artery hypertension	Zhejiang Provincial People's Hospital	0	Open	0	2025-12-16	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007671	True	False	False	False	False	lung
HRA013942	PRJCA047980	Gut microbiota of immunotherapy-based total neoadjuvant therapy in patients with rectal cancer	Fudan University Shanghai Cancer Center	1	Controlled	0	2025-12-15	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA013942	False	True	True	False	False	ici+neoadjuvant
HRA013579	PRJCA047222	PRC2 loss impairs small cell lung cancer tumorigenesis and enhances sensitivity to G9a/GLP inhibition	The Netherlands Cancer institute	0	Open	0	2025-12-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA013579	True	False	False	False	False	lung
HRA015375	PRJCA053031	Spatial Transcriptomics Reveals Molecular Heterogeneity and Subtype-Specific Therapeutic Targets in Small Cell Lung Cancer	National Cancer Center/Cancer Hospital, Chinese Academy of Medical Sciences	1	Controlled	0	2025-12-15	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA015375	True	False	False	False	False	lung
HRA006299	PRJCA022019	The biomarker study of immunotherapy in lung cancer patients	First Affiliated Hospital, Zhejiang University	1	Controlled	0	2023-12-21	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA006299	True	True	False	False	False	lung+ici
HRA015357	PRJCA053170	Deep learning framework for precision lung cancer therapy: Integration of genomic sequencing and patient-derived organoids	Southeast University	1	Controlled	0	2026-07-02	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA015357	True	False	False	False	False	lung
HRA015063	PRJCA052356	Comparison of the diagnostic potential, tumor microenvironment and cancer stemness in multifocal lung cancer identified by panel-based and whole-exome sequencing	Nanfang Hospital, Southern Medical University	1	Controlled	0	2025-12-09	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA015063	True	False	False	False	False	lung
HRA015266	PRJCA051792	HRD score and response to neoadjuvant toripalimab plus chemotherapy in locally advanced esophageal squamous cell carcinoma	Daping Hospital, Army Medical University	1	Controlled	0	2026-08-15	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA015266	False	True	True	False	False	ici+neoadjuvant
HRA014290	PRJCA049175	ScRNA-seq reveals the immune microenvironment in lesion of PD-1 inhibitors related bullous pemphigoid	Peking Union Medical College	1	Controlled	0	2026-05-08	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014290	False	True	False	False	False	ici
HRA013397	PRJCA046742	dalpicilib with cetuximab in patients with HPV-negative, anti-PD-1-resistant recurrent or metastatic head and neck squamous cell carcinoma	Shanghai Ninth People's Hospital, Shanghai Jiao Tong University School of Medicine	1	Controlled	0	2026-06-15	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA013397	False	True	False	False	False	ici
HRA010083	PRJCA032900	Spatiotemporal dissection of tumor microenvironment dynamics in microsatellite-stable rectal cancer response to neoadjuvant radiotherapy and PD-1 blockade	Fudan University	1	Controlled	0	2026-03-26	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA010083	False	True	True	False	False	ici+neoadjuvant
HRA006155	PRJCA021707	Contribution of crosstalk of mesothelial and tumoral epithelial cells in pleural metastasis of lung cancer	Sichuan University	1	Controlled	0	2026-08-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA006155	True	False	False	False	False	lung
HRA006222	PRJCA021695	Type V Collagen Promotes Lung Adenocarcinoma Metastasis by Regulating Tumor Mechanical Stress and the Implication for Prognosis and Therapeutic Strategies	Tianjin Medical University General Hospital	1	Controlled	0	2026-08-05	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA006222	True	False	False	False	False	lung
HRA014692	PRJCA050720	A Single-Cell Transcriptomic Atlas of the Tumor Microenvironment in Clear Cell Renal Cell Carcinoma with Lung Metastasis	Ruijin Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai, China	1	Controlled	0	2025-11-24	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014692	True	False	False	False	False	lung
HRA014481	PRJCA029349	PD-1/ PD-L1 Bispecific Antibody IBI318 Combined with Lenvatinib in Advanced Non-Small Cell Lung Cancer with Acquired Resistance to Immune Checkpoint Inhibitors	Hunan Cancer Hospital	1	Controlled	0	2026-07-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014481	True	True	False	False	False	lung+ici
HRA014880	PRJCA050452	RNA sequencing following RASA4 knockdown in small cell lung cancer cells	Hefei Institutes of Physical Science, Chinese Academy of Sciences	0	Open	0	2026-01-22	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014880	True	False	False	False	False	lung
HRA009412	PRJCA031472	Spatial transcriptomics elucidate the spatial niche in lung adenocarcinoma	Dalian Medical University	1	Controlled	0	2025-12-22	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA009412	True	False	False	False	False	lung
HRA006072	PRJCA021391	Epitope-engineering in Hematopoietic Stem and Progenitor Cells enables CD123 CAR-T cell immunotherapy for acute myeloid leukemia	Wuhan University	1	Controlled	0	2025-01-29	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA006072	False	True	False	False	False	ici
HRA014533	PRJCA050452	Methylome profiling of tumor tissue and plasma cell-free DNA identifies a novel epigenetic silenced tumor suppressor RASA4 in small cell lung cancer	Hefei Institutes of Physical Science, Chinese Academy of Sciences	0	Open	0	2026-01-22	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014533	True	False	False	False	False	lung
HRA014782	PRJCA051539	mRNA half-life profiling of METTL3 inhibitor STM2457-treated human large cell lung carcinoma cell line	Peking University Health Science Center	0	Open	0	2025-12-12	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014782	True	False	False	False	False	lung
HRA014697	PRJCA037834	Molecular and immune correlates of response to first-line de-escalated chemotherapy plus penpulimab and anlotinib in advanced cervical cancer	West China Second University Hospital	1	Controlled	0	2026-08-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014697	False	True	False	False	False	ici
HRA014574	PRJCA050333	Transcriptional Profiles of circulating CD8T cells in patients receiving neoadjuvant immunotherapy	Shanghai Pulmonary Hospital, School of Medicine, Tongji University	1	Controlled	0	2026-07-31	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014574	False	True	True	False	False	ici+neoadjuvant
HRA014488	PRJCA050456	A case of pulmonary nodular lesion caused by Tropheryma whipplei infection: a case report and literature review	The Second Affiliated Hospital of Nanjing Medical University, Nanjing City, Jiangsu Province, China	0	Open	0	2025-12-08	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014488	True	False	False	False	False	lung
HRA005959	PRJCA021022	Single-cell transcriptomics unveils tumor microenvironment of cervical cancer treated with neoadjuvant chemotherapy combined with PD-1 blockade	Qilu Hospital of Shandong University	1	Controlled	0	2026-06-29	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005959	False	True	True	False	False	ici+neoadjuvant
HRA011985	PRJCA041862	A translational study on the survival outcome and molecular mechanism of PD-L1 expression status in EGFR-mutant lung adenocarcinoma treated with osimertinib	Hunan Cancer Hospital	1	Controlled	0	2026-07-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA011985	True	True	False	False	False	lung+ici
HRA005952	PRJCA020942	WES of different histological subtypes in lung adenocarcinoma	The First Affiliated Hospital of Guangzhou Medical University	1	Controlled	0	2025-10-27	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005952	True	False	False	False	False	lung
HRA014267	PRJCA049462	Bulk RNA-seq profiling of CAFs differentiated from fibroblasts isolated from human lung cancer and adjacent normal lung tissue	Peking University	1	Controlled	0	2026-06-26	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014267	True	False	False	False	False	lung
HRA014210	PRJCA049293	Osimertinib with or without savolitinib as first-line treatment for MET-aberrant, EGFR-mutant NSCLC: randomized phase 2 trial (FLOWERS)	Guangdong Lung Cancer Institute, Guangdong Provincial People's Hospital, Guangdong Academy of Medical Sciences, Guangzhou, 510080, China	0	Open	0	2026-08-10	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014210	True	False	False	False	False	lung
HRA013276	PRJCA045948	Single-cell sequencing data of cerebrospinal fluid from lung adenocarcinoma patients with leptomeningeal metastasis before and after intrathecal Pemetrexed treatment	Beijing Chest Hospital	1	Controlled	0	2025-10-28	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA013276	True	False	False	False	False	lung
HRA010868	PRJCA037426	Time-course RNA-seq data from NSCLC cells treated with alectinib	Sun Yat-sen University Cancer Center	0	Open	0	2026-07-20	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA010868	True	False	False	False	False	lung
HRA008063	PRJCA028293	Single-cell transcriptome in patients with locally advanced cervical cancer treated with concurrent chemoradiotherapy sequencial with PD-1 inhibitor	Renji Hospital, School of Medicine, Shanghai Jiao Tong University	1	Controlled	0	2026-03-27	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008063	False	True	False	False	False	ici
HRA005869	PRJCA019400	single-cell RNA sequencing of Cerebrospinal fluid from CNS metastases in NSCLC	Guangdong Provincial People’s Hospital (Guangdong Academy of Medical Sciences), Southern Medical University	1	Controlled	0	2026-07-08	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005869	True	False	False	False	False	lung
HRA013418	PRJCA045081	PKUPH small cell lung cancer single-cell RNA seq (GEM-X)	Peking University People's Hospital	1	Controlled	0	2026-03-20	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA013418	True	False	False	False	False	lung
HRA013880	PRJCA013277	Transcriptome Profiling of Tumor-Infiltrating Lymphocyte-Mediated Cytotoxicity against Patient-Derived Lung Cancer Organoids	Peking University Shenzhen Hospital	0	Open	0	2026-03-09	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA013880	True	False	False	False	False	lung
HRA013886	PRJCA048403	Application of genetic features and serial ctDNA in estimating response and prognosis of immunotherapy-based total neoadjuvant therapy (iTNT) for microsatellite stable locally advanced rectal cancer	Fudan University Shanghai Cancer Center	1	Controlled	0	2025-12-15	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA013886	False	True	True	False	False	ici+neoadjuvant
HRA013662	PRJCA047333	lung cancer brain metastasis	Cancer Hospital Chinese Academy of Medical Sciences	1	Controlled	0	2026-07-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA013662	True	False	False	False	False	lung
HRA005948	PRJCA020608	High throughput single cell transcriptome sequencing of PBMC and epithelial cells of lung cancer patients	Fudan University	1	Controlled	0	2026-08-07	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005948	True	False	False	False	False	lung
HRA006703	PRJCA022734	peripheral blood T-cell receptor profiling improves diagnosis for indeterminate lung nodules	University of Electronic Science and Technology of China	1	Controlled	0	2026-06-02	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA006703	True	False	False	False	False	lung
HRA005812	PRJCA020495	Spatiotemporal Profiling Unveiling the Cellular Organization Patterns and Local Protumoral Immune Microenvironment Remodeling in Early Lung Adenocarcinoma Progression	Shanghai Institute of Nutrition and Health, Chinese Academy of Sciences	1	Controlled	0	2026-06-27	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005812	True	False	False	False	False	lung
HRA013769	PRJCA047722	Locoregional gemcitabine plus surufatinib and camrelizumab in FGFR2 non-altered intrahepatic cholangiocarcinoma	Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology	1	Controlled	0	2026-08-11	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA013769	False	True	False	False	False	ici
HRA013513	PRJCA047067	PRMT3 Drives IDO1-Dependent Radioresistance and Immunosuppression by Promoting Kynurenine Metabolism in Non-Small Cell Lung Cancer	Harbin Medical University Cancer Hospital	1	Controlled	0	2025-10-09	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA013513	True	False	False	False	False	lung
HRA005731	PRJCA020321	Identification of cellular transcriptional effects of L3MBTL1 in non-small cell lung cancer with acquired resistance to Osimertinib	Tianjin Medical University General Hospital	1	Controlled	0	2023-10-12	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005731	True	False	False	False	False	lung
HRA005732	PRJCA020323	The CHIP-sequence of L3MBTL1 in non-small cell lung cancer with acquired resistance to Osimertinib	Tianjin Medical University General Hospital	1	Controlled	0	2023-10-12	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005732	True	False	False	False	False	lung
HRA012938	PRJCA042751	Efficiency and safety of sintilimab-based induction therapy in potentially resectable stage III non-small cell lung cancer (LungMate-009): A phase 2 trial	Shanghai Pulmonary Hospital Tongji University	1	Controlled	0	2026-08-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA012938	True	True	True	False	False	lung+ici+neoadjuvant
HRA013501	PRJCA046025	Vitamin B6 epigenetically reprograms neutrophils to overcome immunotherapy resistance in microsatellite stable tumors	Fudan University Shanghai Cancer Center	1	Controlled	0	2025-11-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA013501	False	True	False	False	False	ici
HRA011870	PRJCA041518	Matrix Stiffness-Encoded Mechanical Memory Maintains Proliferative Dominance in Hepatocellular Carcinoma Lung Metastasis	The Seven Affiliated Hospital of Sun Yat-sen University	1	Controlled	0	2026-08-11	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA011870	True	False	False	False	False	lung
HRA007677	PRJCA026542	Construction of Lung Cancer T-cell Receptor Repertoire Database - Lung Cancer Tissue Samples	HaploX Biotechnology Co., Ltd	1	Controlled	0	2026-04-28	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007677	True	False	False	False	False	lung
HRA008198	PRJCA026542	Construction of Lung Cancer T-cell Receptor Repertoire Database - Lung Cancer Blood Samples	HaploX Biotechnology Co., Ltd	1	Controlled	0	2026-04-28	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008198	True	False	False	False	False	lung
HRA007853	PRJCA026542	Construction of Lung Cancer T-cell Receptor Repertoire Database - Healthy Blood Samples	HaploX Biotechnology Co., Ltd	1	Controlled	0	2026-04-28	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007853	True	False	False	False	False	lung
HRA004386	PRJCA016273	Whole exome sequencing of esophageal squamous cell carcinoma treated by ICB and chemotherapy	WESTLAKE UNIVERSITY	1	Controlled	0	2026-08-07	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA004386	False	True	False	False	False	ici
HRA004396	PRJCA016272	Tumor microenvironmental determinants of immunotherapy response in esophageal squamous cell carcinoma	WESTLAKE UNIVERSITY	1	Controlled	0	2026-08-07	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA004396	False	True	False	False	False	ici
HRA009302	PRJCA026561	LUAD HR Cohort	Peking University Cancer Hospital & Institute	1	Controlled	0	2025-09-23	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA009302	True	False	False	False	False	lung
HRA005635	PRJCA019953	transcriptomics of early-stage LUAD	Shanghai jiaotong University	1	Controlled	0	2026-06-04	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005635	True	False	False	False	False	lung
HRA013308	PRJCA046392	SPP1 drives CRLM and immunotherapy resistance	Beijing Institute of Genomics, Chinese Academy of Sciences	1	Controlled	0	2026-07-27	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA013308	False	True	False	False	False	ici
HRA012875	PRJCA037418	scRNA-seq and scTCR-seq Profiling of ESCC TME  Following ICB treatment	Sun Yat-sen University	1	Controlled	0	2026-07-06	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA012875	False	True	False	False	False	ici
HRA010481	PRJCA036186	PKUPH small cell lung cancer bulk RNA-seq	Peking University People's Hospital	1	Controlled	0	2026-03-20	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA010481	True	False	False	False	False	lung
HRA013151	PRJCA045783	An Exploratory Clinical Study for Neoadjuvant Treatment of HER2-low Expressing, Stage II-III Breast Cancer with Vedolizumab in Combination with Pembrolizumab	West China Hospital, Sichuan University, China	1	Controlled	0	2025-09-18	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA013151	False	True	True	False	False	ici+neoadjuvant
HRA012744	PRJCA044039	Circulating tumor DNA refines consolidation immunotherapy for limited-stage small cell lung cancer patients	Cancer Hospital, Chinese Academy of Medical Sciences	1	Controlled	0	2026-08-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA012744	True	True	False	False	False	lung+ici
HRA013141	PRJCA045802	ATAC-Seq Analysis of Chromatin Accessibility in NCI-H1688 Small Cell Lung Cancer (SCLC) Cells with XPO1 Knockdow	Tianjin Medical University Cancer Institute and Hospital	0	Open	0	2026-07-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA013141	True	False	False	False	False	lung
HRA011725	PRJCA040966	Spatially molecular and immunological hallmarks of lung cancer	The First Affiliated Hospital of Soochow University	1	Controlled	0	2026-07-12	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA011725	True	False	False	False	False	lung
HRA011029	PRJCA038343	Enhancer Reprogramming Reveals the tumorigenic role of PTPRZ1  in Lung Squamous Cell Carcinoma	Northwest University	0	Open	0	2026-06-29	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA011029	True	False	False	False	False	lung
HRA005432	PRJCA019434	Prediction for pCR After Neoadjuvant Immunotherapy in Locally Advanced ESCC	Zhongshan Hospital, Fudan University (Xiamen Branch)	1	Controlled	0	2023-09-01	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005432	False	True	True	True	False	ici+neoadjuvant+mpr_keyword
HRA008382	PRJCA023428	Single-cell sequencing and spatial transcriptomic sequencing of lung adenocarcinoma brain metastasis	Shanghai General Hospital	1	Controlled	0	2026-07-15	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008382	True	False	False	False	False	lung
HRA010434	PRJCA036108	Deciphering genomic evolution of paired primary lung cancers and metastases	Shenzhen Institute of Advanced Technology, Chinese Academy of Sciences 	1	Controlled	0	2026-06-30	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA010434	True	False	False	False	False	lung
HRA012872	PRJCA044537	CTLA-4 Haploinsufficiency (CHAI syndrome) presenting as Colchicine-Resistant Familial Mediterranean Fever: expanding the differential diagnosis in autoinflammatory syndromes	Tehran University of Medical Sciences	0	Open	0	2025-08-26	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA012872	False	True	False	False	False	ici
HRA012808	PRJCA043885	scRNA-seq of PBMCs from NSCLC patients undergoing immune-related pulmonary toxicity	Nanfang Hospital, Southern Medical University	1	Controlled	0	2026-05-24	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA012808	True	False	False	False	False	lung
HRA005374	PRJCA018190	CENPF facilitated the proliferation ability of LUAD cells	The Fourth Military Medical University	1	Controlled	0	2026-03-23	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005374	True	False	False	False	False	lung
HRA012793	PRJCA040920	Sintilimab combined with chemotherapy for first line treatment of locally advanced or metastatic pulmonary lymphoepithelioma-like carcinomaRunning head: Sintilimab Combined Chemotherapy for Untreated PLELC	First Affiliated Hospital of Guangzhou Medical University	1	Controlled	0	2026-05-25	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA012793	True	True	False	False	False	lung+ici
HRA012626	PRJCA044096	Preoperative pembrolizumab combined with chemoradiotherapy for esophageal squamous cell carcinoma	Ruijin Hospital, Shanghai jiaotong University School of Medicine	1	Controlled	0	2026-03-23	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA012626	False	True	False	False	False	ici
HRA012795	PRJCA044380	Single-cell transcriptome sequencing of tumor and adjacent non-tumor tissues from NSCLC patients	International School of Medicine, Zhejiang University	1	Controlled	0	2026-03-22	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA012795	True	False	False	False	False	lung
HRA012813	PRJCA044496	Tertiary lymphoid structures correlate with the therapeutic efficacy and prognosis of resectable esophageal squamous cell carcinoma undergoing neoadjuvant chemoradiotherapy plus immunotherapy	Shandong First Medical University and Shandong Academy of Medical Sciences	1	Controlled	0	2025-08-18	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA012813	False	True	True	False	False	ici+neoadjuvant
HRA012781	PRJCA043715	Single-cell RNA sequencing for human idiopathic pulmonary fibrosis	Harbin Medical University	1	Controlled	0	2026-06-22	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA012781	True	False	False	False	False	lung
HRA005283	PRJCA016884	IL-10 Down-regulates CD44 Expression and Negatively Regulates BCG-induced Pulmonary Memory CD4+T Cells	Wuhan University	1	Controlled	0	2023-08-16	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005283	True	False	False	False	False	lung
HRA012578	PRJCA043918	Research on Plasma in Lung Adenocarcinoma	Hefei Institutes of Physical Sciences, Chinese Academy of Science	0	Open	0	2026-05-16	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA012578	True	False	False	False	False	lung
HRA004798	PRJCA016881	The role of gut microbiota on the treatment efficacy of combination of chemotherapy and immunotherapy in non-small cell lung cancer	Zhongshan Hospital, Fudan University	1	Controlled	0	2025-08-10	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA004798	True	True	False	False	False	lung+ici
HRA012569	PRJCA043946	Bulk RNA-seq of GGO-associated and purely solid LUAD	The First Affiliated Hospital, Zhejiang University School of Medicine	1	Controlled	0	2026-06-22	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA012569	True	False	False	False	False	lung
HRA011372	PRJCA034890	International multicohort development and validation of ML-driven host response-based diagnosis for pulmonary tuberculosis	The First Affiliated Hospital, Zhejiang University School of Medicine	1	Controlled	0	2026-07-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA011372	True	False	False	False	False	lung
HRA012178	PRJCA041890	Molecular and Immune Determinants of Response in Locally Advanced Deficient DNA Mismatch Repair/Microsatellite Instability-High Gastric or Gastroesophageal Junction Adenocarcinoma Treated with Neoadjuvant Chemoimmunotherapy	Zhejiang Cancer Hospital	1	Controlled	0	2026-08-03	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA012178	False	True	True	False	False	ici+neoadjuvant
HRA005161	PRJCA018604	Developing A Tumor Microenvironment Immunotyping for Uncovering Molecular Heterogeneity in Clinical Cancer Immunotherapy	Nanfang Hospital, Southern Medical University	1	Controlled	0	2026-08-15	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005161	False	True	False	False	False	ici
HRA009113	PRJCA031877	T7-PCR for integation sites mapping in mamalian cells	Sun Yat-sen University	0	Open	0	2025-07-25	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA009113	False	False	False	True	False	mpr_keyword
HRA012240	PRJCA042770	Spatial transcriptomes data from cervical cancer patients before and after neoadjuvant immunotherapy	Shanghai East Hospital	1	Controlled	0	2026-05-21	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA012240	False	True	True	False	False	ici+neoadjuvant
HRA007492	PRJCA026141	Single-cell RNA and TCR sequencing data from cervical cancer patients before and after neoadjuvant immunotherapy	Shanghai East Hospital	1	Controlled	0	2026-05-21	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007492	False	True	True	False	False	ici+neoadjuvant
HRA012453	PRJCA042820	BALF T cell acorss different lung diseases	The First Affiliated Hospital, Zhejiang University School of Medicine	1	Controlled	0	2026-07-01	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA012453	True	False	False	False	False	lung
HRA005107	PRJCA018409	Eosinophils promote lung emphysema via CTSL	Capital Medical University	1	Controlled	0	2023-07-18	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005107	True	False	False	False	False	lung
HRA012323	PRJCA041925	WEE1 inhibitor exerts synergistic effect with KRAS G12C inhibitor in KRASG12C-mutant lung cancer	Shanghai Chest Hospital of Shanghai Jiao Tong University School of Medicine	0	Open	0	2025-07-17	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA012323	True	False	False	False	False	lung
HRA012291	PRJCA030984	Epithelial plasticity shapes intratumoral heterogeneity and cell lineages in early-stage lung cancer	Shanghai Institute of Nutrition and Health, Chinese Academy of Sciences	1	Controlled	0	2026-07-01	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA012291	True	False	False	False	False	lung
HRA012282	PRJCA031414	Targeting necrotic lipid release in tumors enhances immunosurveillance and cancer immunotherapy of glioblastoma	The First Affiliated Hospital of Zhengzhou University	1	Controlled	0	2026-08-15	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA012282	False	True	False	False	False	ici
HRA012156	PRJCA042434	Antiangiogenic therapy combined with immune checkpoint blockade mediates CCR7+CD8+ T-cell entry into HCC through high endothelial venules	Sun Yat-sen University Cancer Center	1	Controlled	0	2026-06-24	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA012156	False	True	False	False	False	ici
HRA011511	PRJCA039952	RNA-seq analysis of Patient-derived LUAD organoids	Peking University Cancer Hospital and institute	1	Controlled	0	2025-06-25	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA011511	True	False	False	False	False	lung
HRA011531	PRJCA039952	16S rRNA gene sequencing of human lung cancer	Peking University Cancer Hospital and institute	1	Controlled	0	2025-06-25	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA011531	True	False	False	False	False	lung
HRA010558	PRJCA036193	scRNA-seq of DC from NSCLC patients	Xinqiao Hospital, Third Military Medical University	1	Controlled	0	2026-04-28	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA010558	True	False	False	False	False	lung
HRA011066	PRJCA038410	Multi-region sequencing data of lung adenocarcinoma (WES, RNA-seq, scRNA-seq)	Institute of Zoology, Chinese Academy of Sciences	1	Controlled	0	2026-08-12	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA011066	True	False	False	False	False	lung
HRA011567	PRJCA038410	Spatial transcriptomic data (Stereo-seq) of lung adenocarcinoma	Institute of Zoology, Chinese Academy of Sciences	1	Controlled	0	2026-08-12	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA011567	True	False	False	False	False	lung
