accession	bioproject	title	organization	is_controlled	access	openaccess_data_type	release_time_string	url	lung	ici	neoadjuvant	mpr_keyword	gene_keyword	why
HRA003685	PRJCA014027	Single-cell profiling reveals the trajectory of FOLR2-expressing tumor-associated macrophages to regulatory T cells in the progression of lung adenocarcinoma	Shanghai Chest Hospital, Shanghai Jiao Tong University	1	Controlled	0	2025-11-08	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003685	True	False	False	False	False	lung
HRA003679	PRJCA013760	Genomic and Transcriptomic Profiling of Combined Small Cell Lung Cancer Reveals different evolution process of different subtypes	Sun Yat-sen University Cancer Center	1	Controlled	0	2026-07-20	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003679	True	False	False	False	False	lung
HRA009324	PRJCA032479	Single cell sequencing of immune cells from HBV-HCC patients with anti-PD-1 plus lenvatinib combination therapy	Westlake University	1	Controlled	0	2026-03-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA009324	False	True	False	False	False	ici
HRA004572	PRJCA016939	Elevated Mast Cell Abundance is Associated with Enrichment of CCR2+ Cytotoxic T cells and Favorable Prognosis in Lung Adenocarcinoma	Fudan University	1	Controlled	0	2026-06-30	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA004572	True	False	False	False	False	lung
HRA009533	PRJCA026454	Comprehensive Characterization of Early-Onset Lung Cancer in Chinese Young Adults	The Fourth Affiliated Hospital of China Medical University	1	Controlled	0	2025-04-22	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA009533	True	False	False	False	False	lung
HRA009397	PRJCA020532	Spatial transcriptomics analysis in head and neck squamous cell carcinoma with neoadjuvant Immunotherapy non-responders	Wuhan University	1	Controlled	0	2026-06-08	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA009397	False	True	True	False	False	ici+neoadjuvant
HRA009398	PRJCA020532	PERK+ macrophages drive immunotherapy resistance in lymph node metastases of oral squamous cell carcinoma	Wuhan University	1	Controlled	0	2026-06-08	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA009398	False	True	False	False	False	ici
HRA003666	PRJCA013498	Whole-genome characterization of large-cell lung carcinoma: a comparative analysis based on the histological classification	Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology	1	Controlled	0	2023-02-03	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003666	True	False	False	False	False	lung
HRA008346	PRJCA028939	Study of Acalabrutinib (ACP-196) in Combination With Venetoclax (ABT-199), With and Without Obinutuzumab (GA101) Versus Chemoimmunotherapy for Previously Untreated CLL (AMPLIFY)	The First Affiliated Hospital of Nanjing Medical University, Jiangsu Province Hospital	1	Controlled	0	2025-03-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008346	False	True	False	False	False	ici
HRA009437	PRJCA032806	Long-term survival after local immunotherapy for high grade gliomas	Sun Yat-sen University Cancer Center	1	Controlled	0	2026-07-22	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA009437	False	True	False	False	False	ici
HRA008879	PRJCA030984	Single-cell dissection of intratumoral heterogeneity and developmental lineages in early-stage lung adenocarcinoma	Shanghai Institute of Nutrition and Health, Chinese Academy of Sciences	1	Controlled	0	2026-07-01	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008879	True	False	False	False	False	lung
HRA008220	PRJCA028527	Long-term survival after local immunotherapy for high grade gliomas: a retrospective study with 20 years follow-up	Sun Yat-sen University Cancer Center	1	Controlled	0	2026-07-22	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008220	False	True	False	False	False	ici
HRA003500	PRJCA013412	Genetic factors affecting metastasis and prognosis in patients with metastatic lung adenocarcinoma	Shandong First Medical University & Shandong Academy of Medical Sciences	1	Controlled	0	2024-09-06	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003500	True	False	False	False	False	lung
HRA004548	PRJCA016558	Effective production of highly functional macrophages from human pluripotent stem cells for cancer immunotherapy	Shenzhen Campus of Sun Yat-sen University	0	Open	0	2026-04-16	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA004548	False	True	False	False	False	ici
HRA009254	PRJCA032112	scRNA-seq profiling of mouse breast carcinoma treated with 3-MPA, anti-PD-1, and combination(human cell line)	Zhejiang University School of Medicine	1	Controlled	0	2026-07-21	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA009254	False	True	False	False	False	ici
HRA007834	PRJCA027458	Single-cell and spatial RNA sequencing of lung adenocarcinoma	Frontiers Science Center for Disease-related Molecular Networks, West China Hospital, Sichuan University, Chengdu, Sichuan, China	1	Controlled	0	2026-07-23	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007834	True	False	False	False	False	lung
HRA003362	PRJCA011163	Deciphering the Genomic,Transcriptomic and Epigenomic Landscape of Recurrent Stage-I Non-Small Cell Lung Cancer	Frontiers Science Center for Disease-related Molecular Networks, West China Hospital, Sichuan University, Chengdu, Sichuan, China	1	Controlled	0	2026-07-23	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003362	True	False	False	False	False	lung
HRA009204	PRJCA031432	Efficacy, safety, and circulating tumor DNA analysis of toripalimab plus anlotinib for recurrent or metastatic nasopharyngeal carcinoma: a multicenter, phase 2 trial (TORAL)	Sun Yat-sen University Cancer Center	1	Controlled	0	2026-06-21	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA009204	False	True	False	False	False	ici
HRA003466	PRJCA013064	Multitomic retrospective study of brain metastases in non-small cell lung cancer	Cancer Hospital, Chinese Academy of Medical Sciences	1	Controlled	0	2024-09-11	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003466	True	False	False	False	False	lung
HRA003399	PRJCA013040	Primary resistance to first- and second-generation ALK inhibitors in a non-small cell lung cancer patient with coexisting ALK rearrangement and an ALK F1174L-cis-S1189C de novo mutation: A case report	The Affiliated Cancer Hospital of Zhengzhou University, Henan Cancer Hospital	1	Controlled	0	2026-08-15	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003399	True	False	False	False	False	lung
HRA009151	PRJCA031866	Regulatory Mechanism of Immune Checkpoint Molecule LAG-3 in Suppressing Bone Loss of Periapical lesions	Wuhan University	1	Controlled	0	2024-11-05	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA009151	False	True	False	False	False	ici
HRA009064	PRJCA031633	Single-cell transcriptome profiling elucidates the cellular determinants of immunotherapy response in gastric cancer peritoneal metastasis	Sun Yat-sen University Cancer Center	1	Controlled	0	2026-03-24	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA009064	False	True	False	False	False	ici
HRA009053	PRJCA031033	Single-Cell Analysis of Paired Hepatocellular Carcinoma Tissues Reveals Personalized Immunological Features with Different Responses to Immunotherapy	Chongqing International Institute for Immunology	1	Controlled	0	2024-10-29	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA009053	False	True	False	False	False	ici
HRA004740	PRJCA016745	Single-cell profiling revealed tumor heterogeneity and microenvironment in surgically resectable esophageal squamous cell carcinoma with neoadjuvant chemoimmunotherapy	Air Force Medical University	1	Controlled	0	2025-03-19	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA004740	False	True	True	False	False	ici+neoadjuvant
HRA003337	PRJCA012672	Immunotherapy for Hodgkin's lymphoma	the First Medical Center, Chinese PLA General Hospital	1	Controlled	0	2026-05-23	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003337	False	True	False	False	False	ici
HRA003329	PRJCA012721	Early-stage lung adenocarcinoma developmental molecular mechanism	Affiliated Hospital of Nantong University	1	Controlled	0	2023-06-20	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003329	True	False	False	False	False	lung
HRA007114	PRJCA024500	Molecular typing of lung adenocarcinoma based on gene expression	The Fourth Military Medical University	1	Controlled	0	2026-03-23	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007114	True	False	False	False	False	lung
HRA005169	PRJCA018190	Investigation on molecular mechanism underlying the dynamic evolution from preneoplasia to invasive lung adenocarcinoma	The Fourth Military Medical University	1	Controlled	0	2026-03-23	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005169	True	False	False	False	False	lung
HRA003365	PRJCA012670	Extracellular vesicle long RNA markers of early-stage lung adenocarcinoma	Center for Excellence in Molecular Cell Science, CAS	1	Controlled	0	2025-12-01	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003365	True	False	False	False	False	lung
HRA003253	PRJCA012276	Human umbilical cord mesenchymal stromal cell small extracellular vesicle transfer of microRNA-223-3p to lung epithelial cells attenuates inflammation in acute lung injury in mice	Xiangya Hospital Central South University	1	Controlled	0	2023-01-30	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003253	True	False	False	False	False	lung
HRA003133	PRJCA011952	Spatial transcriptomics sequencing reveals tissue architecture in lung adenocarcinomas	Nantong University	1	Controlled	0	2024-06-11	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003133	True	False	False	False	False	lung
HRA001334	PRJCA006408	transcriptomics in LUAD	Shanghai jiaotong University	1	Controlled	0	2026-06-04	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA001334	True	False	False	False	False	lung
HRA003074	PRJCA011940	Neoadjuvant immunotherapy of the bladder cancer	Xiangya Hospital Central South University	1	Controlled	0	2025-12-21	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003074	False	True	True	False	False	ici+neoadjuvant
HRA003068	PRJCA011887	Neoadjuvant immunotherapy of bladder cancer	Xiangya Hospital Central South University	1	Controlled	0	2025-12-21	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003068	False	True	True	False	False	ici+neoadjuvant
HRA003308	PRJCA012531	A Deep Learning Model Based on Multi-omics for Distinguishing Benign From Malignant Pulmonary Nodules	Shanghai Pulmonary Hospital, School of Medicine, Tongji University	1	Controlled	0	2026-07-31	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003308	True	False	False	False	False	lung
HRA007190	PRJCA012531	Multi-dimensional Epigenomics model for diagnosing early-stage of lung cancer	Shanghai Pulmonary Hospital, School of Medicine, Tongji University	1	Controlled	0	2026-07-31	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007190	True	False	False	False	False	lung
HRA005483	PRJCA019608	Pembrolizumab Combined with Chemotherapy for Resectable Esophageal Squamous Cell Carcinoma (Keystone-001)	Tianjin Medical University Cancer Institute and Hospital	0	Open	0	2026-04-06	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005483	False	True	True	False	False	ici+neoadjuvant
HRA000325	PRJCA003395	B cell and T cell repertoire profiling from NSCLC patients	CapitalBio Corporation National Engineering Research Center for Beijing Biochip Technology	1	Controlled	0	2024-07-16	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000325	True	False	False	False	False	lung
HRA008517	PRJCA029962	Exploration of the mechanism and construction of prediction model for small cell transformation in EGFR-mutant lung adenocarcinomas	Cancer Hospital, Chinese Academy of Medical Sciences	1	Controlled	0	2024-09-11	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008517	True	False	False	False	False	lung
HRA003705	PRJCA011799	The effect of intratumoral heterogeneity of genome and immune microenvironment on relapse in patients with localized small cell lung cancer	The Cancer Hospital of the University of Chinese Academy of Sciences (Zhejiang Cancer Hospital)	0	Open	0	2024-11-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003705	True	False	False	False	False	lung
HRA006560	PRJCA023079	Inhibiting RNA m6A Causes an Interferon Response in Cancer and Sustain T cell Function to Improve Cancer Immunotherapy	Guangzhou Institutes of Biomedicine and Health, Chinese Academy of Sciences	0	Open	0	2026-03-27	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA006560	False	True	False	False	False	ici
HRA005546	PRJCA018173	Single-cell analysis of the tumor microenvironment in colorectal cancer following immune checkpoint blockade	Peking University	1	Controlled	0	2026-06-26	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005546	False	True	False	False	False	ici
HRA007804	PRJCA027147	A clinically effective model based on cell-free DNA methylation and low-dose CT for risk stratification of pulmonary nodules	Anchordx Medical Co. Ltd.	1	Controlled	0	2024-11-02	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007804	True	False	False	False	False	lung
HRA003166	PRJCA011315	An EGFR L858R mutation identified in 1862 Chinese NSCLC patients can be a promising neoantigen vaccine therapeutic strategy	geneplus	1	Controlled	0	2026-07-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003166	True	False	False	False	False	lung
HRA002882	PRJCA011324	Expression and diagnostic significance of platelet and exosome differential expressed miRNAs in patients with indeterminate lung nodule	University of Electronic Science and Technology of China	1	Controlled	0	2026-06-02	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002882	True	False	False	False	False	lung
HRA008082	PRJCA028273	CDK4/6 inhibition priming improves PD-1 blockade through interferon-stimulated neutrophils-mediated CD8+ T cell exhaustion reversion	The Affiliated Stomatological Hospital of Nanjing Medical University	1	Controlled	0	2026-02-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008082	False	True	False	False	False	ici
HRA008255	PRJCA028866	Sintilimab Combined with Anlotinib and Chemotherapy as Second-Line or Later Therapy in Extensive-Stage Small Cell Lung Cancer: A Phase II Clinical Trial	Shandong Cancer Hospital and Institute, Shandong First Medical University and Shandong Academy of Medical Sciences	1	Controlled	0	2024-08-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008255	True	True	False	False	False	lung+ici
HRA008113	PRJCA028113	A Pivotal, Synthetic-controlled, Phase 2 Trial in Advanced NSCLC Patients	Sun Yat-sen University Cancer Center	1	Controlled	0	2026-07-20	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008113	True	False	False	False	False	lung
HRA008226	PRJCA028676	NOTCH1 mutation predicts better clinical survival benefit of tislelizumab in second-line esophageal squamous cell carcinoma: a RATIONALE-302 study biomarker analysis	Peking University Cancer Hospital	1	Controlled	0	2026-08-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008226	False	True	False	False	False	ici
HRA008205	PRJCA028296	Dynamic balance of lung microbiome in health and respiratory diseases	Frontiers Science Center for Disease-related Molecular Networks, West China Hospital, Sichuan University, Chengdu, Sichuan, China	1	Controlled	0	2026-07-23	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008205	True	False	False	False	False	lung
HRA005462	PRJCA009109	Combined anti-PD-1, HDAC inhibitor and anti-VEGF for MSS/pMMR colorectal cancer	Sun Yat-sen University	1	Controlled	0	2026-07-06	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005462	False	True	False	False	False	ici
HRA006086	PRJCA021467	Neoadjuvant gemcitabine/cisplatin plus tislelizumab in resectable muscle-invasive bladder cancer (BGB-A317-2002)	Sun Yat-sen Memorial Hospital, Sun Yat-sen University	1	Controlled	0	2025-11-05	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA006086	False	True	True	False	False	ici+neoadjuvant
HRA008073	PRJCA028385	Efficacy of Cadonilimab and Anlotinib Combination in Treating Multiple Drug-Resistant Pulmonary Large Cell Neuroendocrine Carcinoma: Insights from a Case Report and Literature Review	GuiLin Medical University	1	Controlled	0	2024-10-23	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008073	True	True	False	False	False	lung+ici
HRA002739	PRJCA010302	Camrelizumab Combined With FOLFOX Neoadjuvant Therapy for Resectable Gastric and Gastroesophageal Junctional Adenocarcinoma	The Affiliated Cancer Hospital of Zhengzhou University, Henan Cancer Hospital	1	Controlled	0	2026-03-03	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002739	False	True	True	False	False	ici+neoadjuvant
HRA002728	PRJCA010777	Real-World clinical treatment outcomes in non-small cell lung Cancer (NSCLC) with EGFR exon 20 insertion mutations(ex20ins)	The Affiliated Cancer Hospital of Zhengzhou University, Henan Cancer Hospital	1	Controlled	0	2025-02-25	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002728	True	False	False	False	False	lung
HRA005842	PRJCA020461	Transcriptomics of ESCC after Neoadjuvant Immunotherapy	Shanghai jiaotong University	1	Controlled	0	2026-06-04	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005842	False	True	True	False	False	ici+neoadjuvant
HRA008054	PRJCA028072	Phase II Trial of Neoadjuvant Camrelizumab and Apatinib in Patients with Resectable Non-Small-Cell Lung Cancer: Survival and Dynamic Circulating Tumor DNA Analyses	National Cancer Center/National Clinical Research Center for Cancer/Cancer Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College	1	Controlled	0	2026-01-22	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008054	True	True	True	False	False	lung+ici+neoadjuvant
HRA007985	PRJCA027943	Noninvasive early identification of durable clinical benefit from immune checkpoint inhibition: a prospective multicenter study (NCT04566432)	Shanghai Jiaotong University School of Medicine	1	Controlled	0	2024-08-07	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007985	False	True	False	False	False	ici
HRA002687	PRJCA010644	Whole exome sequencing of Chinese mucinous pulmonary adenocarcinoma	Shandong Cancer Hospital and Institute, Shandong First Medical University and Shandong Academy of Medical Sciences	1	Controlled	0	2023-11-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002687	True	False	False	False	False	lung
HRA005684	PRJCA020207	Genomic and immune heterogeneity of multiple synchronous lung adenocarcinoma of different developmental stages	Fudan University Shanghai Cancer Center	1	Controlled	0	2026-08-05	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005684	True	False	False	False	False	lung
HRA005685	PRJCA020209	Genomic and immune heterogeneity of multiple synchronous lung adenocarcinoma of different developmental stages(WES)	Fudan University Shanghai Cancer Center	1	Controlled	0	2026-08-05	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005685	True	False	False	False	False	lung
HRA005697	PRJCA020232	Genomic and immune heterogeneity of multiple synchronous lung adenocarcinoma of different developmental stages(scTCR-seq)	Fudan University Shanghai Cancer Center	1	Controlled	0	2026-08-05	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005697	True	False	False	False	False	lung
HRA007966	PRJCA027651	Gefitinib plus anlotinib for untreated, EGFR-mutated, advanced NSCLC (FL-ALTER): A multicenter phase III trial	Sun Yat-sen University Cancer Center	1	Controlled	0	2026-07-20	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007966	True	False	False	False	False	lung
HRA002509	PRJCA009862	Microenvironment compartmentalization of NSCLC after immunotherapy revealed by single-cell and spatial transcriptomic analyses	Shanghai Pulmonary Hospital Tongji University	1	Controlled	0	2026-08-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002509	True	True	False	False	False	lung+ici
HRA007996	PRJCA027369	WES for super multiple primary lung cancers	Peking Union Medical College Hospital	1	Controlled	0	2025-07-07	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007996	True	False	False	False	False	lung
HRA002659	PRJCA010391	Single-cell analyses reveal the necessity of dual blockade of PD-1 and LAG-3 in Epstein-Barr virus-associated gastric cancer	Sun Yat-sen University	1	Controlled	0	2026-07-06	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002659	False	True	False	False	False	ici
HRA006885	PRJCA009213	Single-Cell and Spatial Analyses Reveal Tertiary Lymphoid Structures Linked to Tumour Progression and Immunotherapy Response in Nasopharyngeal Carcinoma	Sun Yat-sen University Cancer Center	1	Controlled	0	2026-08-10	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA006885	False	True	False	False	False	ici
HRA002626	PRJCA010402	Genomic Profiling Reveals Novel Predictive Biomarkers for Chemo-Radiotherapy Efficacy and Thoracic Toxicity in Non- Small-Cell Lung Cancer	Shandong Cancer Hospital	1	Controlled	0	2025-11-03	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002626	True	False	False	False	False	lung
HRA002845	PRJCA010302	Camrelizumab Combined With FOLFOX Neoadjuvant Therapy for Resectable Gastric and Gastroesophageal Junctional Adenocarcinoma 3	The Affiliated Cancer Hospital of Zhengzhou University, Henan Cancer Hospital	1	Controlled	0	2026-03-03	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002845	False	True	True	False	False	ici+neoadjuvant
HRA003425	PRJCA013162	Next Generation Sequencing Quantitative Analysis of altered expression of circRNAs in Non-small Cell Lung Cancer	Peking Union Medical College Hospital, Chinese Academy of Medical Sciences & Peking Union Medical College	1	Controlled	0	2025-10-29	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003425	True	False	False	False	False	lung
HRA006357	PRJCA022014	Loss of CD6-ALCAM communication impairs CD8+ T-cell antitumor immunity in small cell lung cancer.	The Third Affiliated Hospital of Kunming Medical University	1	Controlled	0	2024-04-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA006357	True	False	False	False	False	lung
HRA002904	PRJCA010298	Neoadjuvant therapy with immune checkpoint blockade and chemotherapy for NSCLC	The Fifth Medical Center of Chinese PLA General Hospital	1	Controlled	0	2023-07-18	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002904	True	True	True	False	False	lung+ici+neoadjuvant
HRA002829	PRJCA010302	Camrelizumab Combined With FOLFOX Neoadjuvant Therapy for Resectable Gastric and Gastroesophageal Junctional Adenocarcinoma 2	The Affiliated Cancer Hospital of Zhengzhou University, Henan Cancer Hospital	1	Controlled	0	2026-03-03	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002829	False	True	True	False	False	ici+neoadjuvant
HRA007707	PRJCA026884	Effect of neoadjuvant chemoradiotherapy with or without PD-1 antibody Sintilimab in pMMR locally advanced rectal cancer: A randomized clinical trial	Sun Yat-sen University Cancer Center	1	Controlled	0	2026-07-21	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007707	False	True	True	False	False	ici+neoadjuvant
HRA007637	PRJCA026552	Deciphering the Interplay of HPV Infection, MHC-II Expression, and CXCL13+ CD4+ T Cell Activation in Oropharyngeal Cancer: Implications for Immunotherapy	Sun Yat-sen University Cancer Center	1	Controlled	0	2026-05-08	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007637	False	True	False	False	False	ici
HRA002603	PRJCA010074	NSUN2-mediated m5C hypermethylation promotes intrinsic resistance of gefitinib in NSCLC by regulating QSOX1	The First Affiliated Hospital of Zhengzhou University	1	Controlled	0	2026-07-06	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002603	True	False	False	False	False	lung
HRA004142	PRJCA015093	A single-cell transcriptomic atlas of the lungs of patients with pulmonary tuberculosis	Institute of Zoology, Chinese Academy of Sciences	1	Controlled	0	2026-08-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA004142	True	False	False	False	False	lung
HRA007778	PRJCA027358	CITE-seq of small cell lung cancer	Cancer Hospital, Chinese Academy of Medical Sciences	1	Controlled	0	2026-06-30	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007778	True	False	False	False	False	lung
HRA007573	PRJCA026108	Immunotherapies targeting the oncogenic fusion gene CLDN18-ARHGAP in gastric cancer	Nanjing Drum Tower Hospital, Affiliated Hospital of Medical School, Nanjing University	1	Controlled	0	2026-08-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007573	False	True	False	False	False	ici
HRA007706	PRJCA027104	Integrative analysis of cisplatin resistance-related transcriptome and methylome identified PCDHB4 as a novel prognostic biomarker in small cell lung cancer	Hefei Institutes of Physical Science, Chinese Academy of Sciences	1	Controlled	0	2026-01-22	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007706	True	False	False	False	False	lung
HRA007382	PRJCA023692	Single cell RNA-seq of 5 patients with small cell lung cancer	Cancer Hospital, Chinese Academy of Medical Sciences	1	Controlled	0	2026-06-30	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007382	True	False	False	False	False	lung
HRA004218	PRJCA010105	Tumor-adjacent immune contexture in stage I LUSC	Zhejiang Cancer Hoapital	1	Controlled	0	2025-07-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA004218	True	False	False	False	False	lung
HRA007658	PRJCA026933	Convergence on interferon signaling linked to immunotherapy response in Hepatocellular Carcinoma	Harbin Medical University	1	Controlled	0	2026-04-24	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007658	False	True	False	False	False	ici
HRA006603	PRJCA022534	Preclinical study and phase II trial of adapting low-dose radiotherapy to immunotherapy in small cell lung cancer	West China Hospital of Sichuan University	1	Controlled	0	2026-08-10	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA006603	True	True	False	False	False	lung+ici
HRA002505	PRJCA009947	Genome-wide DNA methylation signature predict clinical benefit of bevacizumab in non-small cell lung cancer	Shandong First Medical University & Shandong Academy of Medical Sciences	1	Controlled	0	2022-07-19	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002505	True	False	False	False	False	lung
HRA003748	PRJCA009346	Tumor microenvironment assessment-based signatures for predicting response to immunotherapy in non-small cell lung cancer	Nanfang Hospital, Southern Medical University	0	Open	0	2026-08-15	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003748	True	True	False	False	False	lung+ici
HRA007579	PRJCA026454	Late-onset and early onset lung adenocarcinoma	The Fourth Affiliated Hospital of China Medical University	1	Controlled	0	2025-04-22	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007579	True	False	False	False	False	lung
HRA003656	PRJCA013908	GSDME determines the release of reduced HMGB1 and Pyroptotic fate of A549 lung adenocarcinoma cells on vesicular stomatitis virus infection	Shanghai Jiaotong University School of Medicine	1	Controlled	0	2023-09-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003656	True	False	False	False	False	lung
HRA005098	PRJCA018240	Tislelizumab plus cetuximab and irinotecan in patients with previously treated MSS and RAS wild-type advanced colorectal cancer	Company Name: Genecast Biotechnology Co., Ltd 	1	Controlled	0	2026-07-29	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005098	False	True	False	False	False	ici
HRA006987	PRJCA024273	Induction chemoimmunotherapy for hypopharyngeal carcinoma	Fudan University	1	Controlled	0	2026-08-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA006987	False	True	False	False	False	ici
HRA007421	PRJCA026191	Cuproptosis improves immunotherapy outcomes by upregulating HLA-DRA expression which promotes the aggregation of CD4+ and CD8+T lymphocytes in clear cell renal cell carcinoma	The First Affiliated Hospital of Harbin Medical University	0	Open	0	2024-05-16	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007421	False	True	False	False	False	ici
HRA007245	PRJCA025487	Mechanisms of resistance to 5-Fluorouracil and reversal strategies in lung cancer and breast cancer treatment.	Northeastern University	0	Open	0	2026-06-24	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007245	True	False	False	False	False	lung
HRA002670	PRJCA010518	Genetic landscapes and curative effect of Car T-cell immunotherapy in relapse and refractory DLBCL patients	Beijing Gobroad Boren Hospital	1	Controlled	0	2023-07-10	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002670	False	True	False	False	False	ici
HRA004384	PRJCA016303	Biological Effects of Electronic Cigarettes on Lung Bronchial Epithelial Cells	Zhejiang University	0	Open	0	2023-12-12	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA004384	True	False	False	False	False	lung
HRA007131	PRJCA023692	Single cell RNA-seq of small cell lung cancer	Cancer Hospital, Chinese Academy of Medical Sciences	1	Controlled	0	2026-06-30	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007131	True	False	False	False	False	lung
HRA007128	PRJCA025105	Hypomethylation-enhanced CRTC2 expression drives malignant phenotypes and primary resistance to immunotherapy in hepatocellular carcinoma	The First Affiliated Hospital of Nanjing Medical University	1	Controlled	0	2026-08-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007128	False	True	False	False	False	ici
HRA002303	PRJCA009221	Co-expression of immune checkpoints and heterogeneity of glioblastoma revealed by single-nucleus RNA sequencing and spatial transcriptomics	China Pharmaceutical University	1	Controlled	0	2022-06-09	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002303	False	True	False	False	False	ici
