perturbation	cell_line	normalization	estimand	thesis_estimand	family	set	n	median_effect	mean_effect	n_up	n_down	sign_p_up	wilcoxon_stat	wilcoxon_p_up	sample_delta	sample_p_up	mw_p_gt_background	bg_median	thesis_aligned_median	q_wilcoxon_thesis_IFN_APM	q_wilcoxon_untreated_IFN_APM
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_fpkm_p0.01	interaction	True	IFN_APM	APM	18	1.1515375653198903	1.1861350668579498	16	2	0.0006561279296875	155.0	0.000644683837890625	1.1861350668579496	2.2304786990423203e-05	0.01704969366952887	0.3668836748215385	True	0.0021274566650390622	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_fpkm_p1	KD_on_DDP	True	IFN_APM	H_IFNG	134	0.18842308103467764	0.20070132603594895	80	54	0.015207402349759909	5959.0	0.000710909467047578	0.20070132603594804	0.004440239701669949	0.00434879977405545	0.04070045299264721	True	0.002317038262969884	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	rank_within_sample	interaction	True	IFN_APM	APM	18	0.03160263985928341	0.03723706247391459	17	1	7.2479248046875e-05	154.0	0.000789642333984375	0.037237062473914506	0.0051196480587345945	0.02179817248513775	-0.0007569646688273535	True	0.002542263124047256	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_uq_p1	interaction	True	IFN_APM	APM_noHLA	17	0.5201237447848932	0.6038628771240436	15	2	0.0011749267578125	139.0	0.0008392333984375	0.6038628771240435	5.99115921188275e-09	1.3858501813797162e-05	0.060281043266526446	True	0.0026693688817771084	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	clr_p1	interaction	True	IFN_APM	APM	18	0.5619569074435162	0.5601724921242934	16	2	0.0006561279296875	153.0	0.000965118408203125	0.5601724921242932	1.3599786125573063e-07	7.633999424469089e-05	0.052503178582388926	True	0.003033229282924107	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	rank_within_sample	KD_on_DDP	True	IFN_APM	H_IFNA_IFNG_core	57	0.01534658927982857	0.01933052459384731	40	17	0.0016007718837251906	1214.0	0.0010392919335644136	0.01933052459384721	0.006072001094469908	0.0014099606385504504	-0.0007399979371776055	True	0.003171723464439655	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_fpkm_p0.1	interaction	True	IFN_APM	APM_noHLA	17	1.1556258954914413	1.1036738367031416	15	2	0.0011749267578125	138.0	0.00104522705078125	1.1036738367031411	3.923932660991746e-07	0.008533866761447672	0.3359348427479919	True	0.003171723464439655	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_fpkm_p0.01	interaction	True	IFN_APM	APM_noHLA	17	1.1884474865586079	1.190341385844819	15	2	0.0011749267578125	138.0	0.00104522705078125	1.190341385844819	3.694506939489288e-06	0.020705738000252636	0.36718948959433095	True	0.003171723464439655	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_fpkm_p1	interaction	True	IFN_APM	APM_noHLA	17	0.9091517028271208	0.8627134237410696	15	2	0.0011749267578125	137.0	0.00128936767578125	0.8627134237410701	1.231495882043999e-07	0.00023137177715152086	0.19691167227393336	True	0.003824641195575843	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	rank_within_sample	interaction	True	IFN_APM	APM_noHLA	17	0.03636732495060668	0.03905647434927745	16	1	0.0001373291015625	137.0	0.00128936767578125	0.03905647434927745	0.0006427959996133826	0.020627327224724275	-0.0007569442110511027	True	0.003824641195575843	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_p1_minus_HK	KD_on_DDP	True	IFN_APM	APM_noHLA	17	0.5237345153357602	0.5558533296360345	14	3	0.0063629150390625	136.0	0.00157928466796875	0.555853329636034	0.005339445627698711	0.0029710143323758154	0.16771834043721956	True	0.004632568359375	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	clr_p1	interaction	True	IFN_APM	APM_noHLA	17	0.5462322730298746	0.5140437108113225	15	2	0.0011749267578125	135.0	0.001922607421875	0.514043710811322	1.6607051507120984e-07	0.00023137177715152086	0.052545103970003545	True	0.005577674278846153	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_fpkm_positive	interaction	True	IFN_APM	APM	16	1.113832637047553	1.093583470971478	14	2	0.0020904541015625	121.0	0.0020904541015625	1.0935834709714776	1.1479579782734977e-06	0.009658402051520987	0.28499441096899436	True	0.005809261924342105	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_fpkm_positive	interaction	True	IFN_APM	APM_noHLA	16	1.113832637047553	1.093583470971478	14	2	0.0020904541015625	121.0	0.0020904541015625	1.0935834709714776	1.1479579782734977e-06	0.009658402051520987	0.28499441096899436	True	0.005809261924342105	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_fpkm_positive	KD_on_DDP	True	IFN_APM	APM	16	0.6140328916508846	0.6121761897349287	14	2	0.0020904541015625	121.0	0.0020904541015625	0.6121761897349294	0.009038692370136742	0.003971278178029845	0.062048529426447896	True	0.005809261924342105	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_fpkm_positive	KD_on_DDP	True	IFN_APM	APM_noHLA	16	0.6140328916508846	0.6121761897349287	14	2	0.0020904541015625	121.0	0.0020904541015625	0.6121761897349294	0.009038692370136742	0.003971278178029845	0.062048529426447896	True	0.005809261924342105	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	clr_p1	KD_on_DDP	True	IFN_APM	H_IFNG	134	0.10834411039851999	0.11685474130337514	79	55	0.02326409797576231	5732.0	0.0036149810825630902	0.11685474130337492	0.0035393167151822097	0.00434879977405545	0.005950587266280838	True	0.009941197977048498	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_uq_p1	KD_on_DDP	True	IFN_APM	H_IFNA_IFNG_core	57	0.09513493947773322	0.13053007737034641	38	19	0.008174051948688072	1163.0	0.0037525142526795906	0.1305300773703466	0.0013794574710809498	8.096048852824878e-05	-0.007315276344616636	True	0.01021302848151971	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_uq_p1	KD_on_DDP	True	IFN_APM	APM_noHLA	17	0.2742527853672794	0.2398777692878384	14	3	0.0063629150390625	129.0	0.0054931640625	0.239877769287838	0.0035061739318823486	0.0005633453314304017	-0.007122099438245044	True	0.014797911352040817	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_fpkm_p1	KD_on_DDP	True	IFN_APM	APM_noHLA	17	0.3971370090505557	0.4292558233508293	14	3	0.0063629150390625	128.0	0.00643157958984375	0.4292558233508301	0.007048799527287274	0.0029710143323758154	0.041120834152015284	True	0.01715087890625	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	rank_within_sample	KD_on_DDP	True	IFN_APM	H_IFNG	134	0.008402488625820714	0.011295615852905921	82	52	0.005975771944965542	5572.0	0.00988370518102944	0.011295615852905838	0.00716321971654037	0.011670108932077572	-0.0007500856167917958	True	0.02609298167791772	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	clr_p1	KD_on_DDP	True	IFN_APM	APM_noHLA	17	0.253013581146317	0.27527664672148006	14	3	0.0063629150390625	124.0	0.0116119384765625	0.27527664672148	0.006352209582165409	0.0029710143323758154	0.006241973281657431	True	0.030351997602103963	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_p1_minus_HK	KD_on_DDP	True	IFN_APM	APM	18	0.5236207062958825	0.4150314658219074	14	4	0.01544189453125	136.0	0.013423919677734375	0.41503146582190764	0.010890390377458006	0.011719598868415856	0.16777309691726972	True	0.0347442626953125	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_p1_minus_HK	interaction	True	IFN_APM	APM_peptide_loading	10	1.0259646684099224	1.0866672182690522	9	1	0.0107421875	49.0	0.013671875	1.0866672182690529	2.3217977663925798e-07	0.026334443784312937	0.5658433443194846	True	0.03504247572815534	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_uq_p1	interaction	True	IFN_APM	C4_panel	6	0.59397504864347	0.8184343837374298	6	0	0.015625	21.0	0.015625	0.8184343837374299	1.0979105785576759e-09	0.007791818864457914	0.06033536689901943	True	0.0375	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_p1_minus_HK	interaction	True	IFN_APM	C4_panel	6	1.2965423017000095	1.8874780235044082	6	0	0.015625	21.0	0.015625	1.8874780235044102	1.809079061059517e-08	0.0028231005476819305	0.5658433443194846	True	0.0375	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_fpkm_p1	interaction	True	IFN_APM	C4_panel	6	0.9280665584019315	1.5190022802063303	6	0	0.015625	21.0	0.015625	1.51900228020633	2.435460820791576e-08	0.0028231005476819305	0.19736760102140716	True	0.0375	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	clr_p1	interaction	True	IFN_APM	C4_panel	6	0.5593430518422535	0.9689484813031285	6	0	0.015625	21.0	0.015625	0.9689484813031288	2.4401726029268593e-08	0.0028231005476819305	0.052861129695850995	True	0.0375	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_fpkm_p0.1	interaction	True	IFN_APM	C4_panel	6	2.1065685043550104	2.537746093775026	6	0	0.015625	21.0	0.015625	2.5377460937750267	8.384396765235371e-07	0.0008540047729203298	0.33625455278268235	True	0.0375	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_fpkm_p0.01	interaction	True	IFN_APM	C4_panel	6	3.4795426066803397	3.2171904875146744	6	0	0.015625	21.0	0.015625	3.217190487514676	6.657826596768014e-05	0.0016297626413692787	0.36842087541271384	True	0.0375	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	rank_within_sample	interaction	True	IFN_APM	C4_panel	6	0.16549252951764232	0.15857641036144582	6	0	0.015625	21.0	0.015625	0.1585764103614457	0.0003606359723580938	0.004007973283880361	-0.0007321007365415078	True	0.0375	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_fpkm_p0.1	KD_on_DDP	True	IFN_APM	APM_noHLA	17	0.4471946189904523	0.43385443553280906	14	3	0.0063629150390625	121.0	0.01739501953125	0.4338544355328082	0.0107610608062936	0.018760467423065284	0.060283709567836796	True	0.041002546037946425	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_fpkm_p0.01	KD_on_DDP	True	IFN_APM	APM_noHLA	17	0.4475717077200798	0.36686409334636855	14	3	0.0063629150390625	121.0	0.01739501953125	0.3668640933463685	0.012993111592683347	0.025710684766085876	0.06185622902842702	True	0.041002546037946425	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_p1_minus_HK	KD_on_DDP	True	IFN_APM	APM_peptide_loading	10	0.5468953472835125	0.5576360878195945	9	1	0.0107421875	48.0	0.0185546875	0.557636087819595	0.003278329868836261	0.009217851007774227	0.16792147832716253	True	0.04334900442477876	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_uq_p1	KD_on_DDP	True	IFN_APM	APM	18	0.2707151334180766	0.1951828634580618	14	4	0.01544189453125	133.0	0.019245147705078125	0.19518286345806213	0.006599376146451998	0.0026098788019929607	-0.0071172053311763656	True	0.04456771047491776	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_uq_p1	interaction	True	IFN_APM	APM_peptide_loading	10	0.5114113693368578	0.5584911269355793	8	2	0.0546875	47.0	0.0244140625	0.5584911269355797	1.1212630918679142e-08	0.003414875391228222	0.06033536689901943	True	0.05462129237288136	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_uq_p1	KD_on_DDP	True	IFN_APM	APM_peptide_loading	10	0.2707151334180766	0.214745073673308	9	1	0.0107421875	47.0	0.0244140625	0.21474507367330897	0.004898914183864083	0.0017954885108006832	-0.007099589053293373	True	0.05462129237288136	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_fpkm_p0.01	KD_on_DDP	True	IFN_APM	APM_peptide_loading	10	0.4258183960819788	0.5112245384385775	9	1	0.0107421875	47.0	0.0244140625	0.5112245384385776	0.005628189027750416	0.056673226574889206	0.06193951032695022	True	0.05462129237288136	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_fpkm_positive	KD_on_DDP	True	IFN_APM	APM_peptide_loading	10	0.42587497683537023	0.5123616495697466	9	1	0.0107421875	47.0	0.0244140625	0.5123616495697476	0.005643456202369901	0.042256993933830825	0.06226073110913877	True	0.05462129237288136	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	rank_within_sample	KD_on_DDP	True	IFN_APM	APM_noHLA	17	0.009611443039031164	0.006196176282413681	14	3	0.0063629150390625	117.0	0.0284423828125	0.006196176282413757	0.19324912586505652	0.06639927627539213	-0.0007234313795916325	True	0.058674568965517246	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_uq_p1	interaction	True	IFN_APM	APM_HLA	5	1.203500763063889	0.9390642019983277	5	0	0.03125	15.0	0.03125	0.9390642019983283	2.318618985308458e-09	0.0007752990964608129	0.060350786327719126	True	0.058674568965517246	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_p1_minus_HK	interaction	True	IFN_APM	APM_HLA	5	1.682823635230653	1.618117299369095	5	0	0.03125	15.0	0.03125	1.6181172993690964	3.0621179392358854e-09	0.0022594840111858547	0.5658775801547116	True	0.058674568965517246	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_uq_p1	interaction	True	IFN_APM	C4_noHLA	5	0.12642985285596234	0.7126582521566002	5	0	0.03125	15.0	0.03125	0.7126582521566004	3.2720900312806906e-09	0.028549090434199686	0.060350786327719126	True	0.058674568965517246	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_fpkm_p1	interaction	True	IFN_APM	APM_HLA	5	1.3143478919325755	1.2496415560710168	5	0	0.03125	15.0	0.03125	1.2496415560710172	1.2481976721740392e-08	0.0022594840111858547	0.19740183685663384	True	0.058674568965517246	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_p1_minus_HK	interaction	True	IFN_APM	C4_noHLA	5	1.1037028679227436	1.7791566442445514	5	0	0.03125	15.0	0.03125	1.7791566442445534	1.8832405765399233e-08	0.010617245528173343	0.5658775801547116	True	0.058674568965517246	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_fpkm_p1	interaction	True	IFN_APM	C4_noHLA	5	0.7352271246246651	1.4106809009464734	5	0	0.03125	15.0	0.03125	1.4106809009464736	2.2112368380522442e-08	0.010617245528173343	0.19740183685663384	True	0.058674568965517246	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	clr_p1	interaction	True	IFN_APM	C4_noHLA	5	0.42567694201876505	0.8938658226747943	5	0	0.03125	15.0	0.03125	0.8938658226747943	2.2120765142512583e-08	0.010617245528173343	0.052884860168512626	True	0.058674568965517246	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	clr_p1	interaction	True	IFN_APM	APM_HLA	5	0.8270928690819543	0.7822418548151506	5	0	0.03125	15.0	0.03125	0.7822418548151506	3.745218626272136e-08	0.0022594840111858547	0.052884860168512626	True	0.058674568965517246	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_uq_p1	interaction	True	IFN_APM	APM_immunoproteasome	5	0.2901893279022683	0.5770288956002466	5	0	0.03125	15.0	0.03125	0.5770288956002467	1.1540876618878405e-07	0.014667921562894747	0.060350786327719126	True	0.058674568965517246	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_p1_minus_HK	interaction	True	IFN_APM	APM_immunoproteasome	5	1.4223768676868342	1.3588413626752762	5	0	0.03125	15.0	0.03125	1.3588413626752773	1.730071161190801e-07	0.01796450561385461	0.5659936380814723	True	0.058674568965517246	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_fpkm_p0.1	interaction	True	IFN_APM	APM_HLA	5	1.3604813567491245	1.5439242724019813	5	0	0.03125	15.0	0.03125	1.5439242724019813	2.934251870762887e-07	0.01863060612654365	0.33639679743015616	True	0.058674568965517246	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_fpkm_p1	interaction	True	IFN_APM	APM_immunoproteasome	5	1.0539011243887564	0.9903656193771972	5	0	0.03125	15.0	0.03125	0.9903656193771977	4.371002553265595e-07	0.01796450561385461	0.19751789478339338	True	0.058674568965517246	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_fpkm_p0.1	interaction	True	IFN_APM	C4_noHLA	5	2.251586817604171	2.652985274308861	5	0	0.03125	15.0	0.03125	2.652985274308862	5.295305054190785e-07	0.0018922087955877257	0.33639679743015616	True	0.058674568965517246	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_fpkm_p0.1	interaction	True	IFN_APM	APM_immunoproteasome	5	1.7904752956494505	1.3515314462571646	5	0	0.03125	15.0	0.03125	1.351531446257166	4.163997443322813e-06	0.04574133367656399	0.33674028266153244	True	0.058674568965517246	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_fpkm_p0.01	interaction	True	IFN_APM	C4_noHLA	5	4.105340351625817	3.6377030562013744	5	0	0.03125	15.0	0.03125	3.637703056201376	1.9752990954176487e-05	0.0015224018064098647	0.3684471790541535	True	0.058674568965517246	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	rank_within_sample	interaction	True	IFN_APM	C4_noHLA	5	0.21781952376148866	0.18903028031518576	5	0	0.03125	15.0	0.03125	0.18903028031518565	8.691638841336966e-05	0.0022623414065206927	-0.000731387708190756	True	0.058674568965517246	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_fpkm_p0.01	interaction	True	IFN_APM	APM_HLA	5	1.3458291367575281	1.4931427339146488	5	0	0.03125	15.0	0.03125	1.4931427339146501	9.972631297982373e-05	0.052663423112792276	0.3684471790541535	True	0.058674568965517246	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_fpkm_p0.01	interaction	True	IFN_APM	APM_immunoproteasome	5	1.794533139896127	1.5091002925495336	5	0	0.03125	15.0	0.03125	1.509100292549535	0.0005602611987917637	0.06687547970274463	0.3687677720684926	True	0.058674568965517246	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	rank_within_sample	interaction	True	IFN_APM	APM_HLA	5	0.026837954767960137	0.042590146383093774	5	0	0.03125	15.0	0.03125	0.04259014638309369	0.021466300760136788	0.1109989486779317	-0.000731387708190756	True	0.058674568965517246	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	rank_within_sample	interaction	True	IFN_APM	APM_immunoproteasome	5	0.05540877999180627	0.05475168245301457	5	0	0.03125	15.0	0.03125	0.054751682453014594	0.031417540068532986	0.0649017704966267	-0.000731387708190756	True	0.058674568965517246	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_fpkm_p1	interaction	True	IFN_APM	APM_peptide_loading	10	0.657488925111843	0.7181914749709735	8	2	0.0546875	46.0	0.0322265625	0.7181914749709719	3.1960518538506625e-07	0.026334443784312937	0.19736760102140716	True	0.058674568965517246	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	rank_within_sample	interaction	True	IFN_APM	APM_peptide_loading	10	0.020982265446090775	0.023237322227187808	9	1	0.0107421875	46.0	0.0322265625	0.023237322227187607	2.191263652202726e-05	0.15343475228268572	-0.000738810138724566	True	0.058674568965517246	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	clr_p1	KD_on_DDP	True	IFN_APM	APM_peptide_loading	10	0.269067446510324	0.27651236053003486	9	1	0.0107421875	46.0	0.0322265625	0.2765123605300346	0.004696669728330284	0.009217851007774227	0.00638277773733556	True	0.058674568965517246	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_fpkm_p1	KD_on_DDP	True	IFN_APM	APM_peptide_loading	10	0.4202978409983076	0.4310385815343893	9	1	0.0107421875	46.0	0.0322265625	0.43103858153438956	0.004804924504972108	0.009217851007774227	0.041323972041957424	True	0.058674568965517246	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	rank_within_sample	KD_on_DDP	True	IFN_APM	APM_peptide_loading	10	0.010504602858966094	0.01725957707147995	9	1	0.0107421875	46.0	0.0322265625	0.017259577071479848	0.005198618446784209	0.10343019093726857	-0.0007120614714225537	True	0.058674568965517246	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_fpkm_p0.1	KD_on_DDP	True	IFN_APM	APM_peptide_loading	10	0.42530991561431497	0.5014030414896876	9	1	0.0107421875	46.0	0.0322265625	0.5014030414896871	0.005500856347927537	0.043568890161914633	0.06030190321139469	True	0.058674568965517246	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_fpkm_p1	KD_on_DDP	True	IFN_APM	APM	18	0.39702320001067815	0.2884339595367022	14	4	0.01544189453125	128.0	0.033267974853515625	0.2884339595367029	0.017330735981396353	0.011719598868415856	0.04117559063206522	True	0.060155790146083056	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_fpkm_p0.1	interaction	True	IFN_APM	APM_peptide_loading	10	0.7501837653564951	0.7976101311864057	8	2	0.0546875	45.0	0.0419921875	0.7976101311864052	9.49196138187358e-07	0.14701917205267795	0.33625455278268235	True	0.07440226510067113	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_fpkm_p0.01	interaction	True	IFN_APM	APM_peptide_loading	10	0.7520941117241038	0.8079502555375353	8	2	0.0546875	45.0	0.0419921875	0.8079502555375349	1.104715134017592e-06	0.20971291610747145	0.36842087541271384	True	0.07440226510067113	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_fpkm_positive	interaction	True	IFN_APM	APM_peptide_loading	10	0.7523074399695431	0.8091368198957379	8	2	0.0546875	45.0	0.0419921875	0.8091368198957372	1.1242771095799394e-06	0.1222288063532661	0.28529163420956927	True	0.07440226510067113	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	clr_p1	KD_on_DDP	True	IFN_APM	APM	18	0.252934694731203	0.17766636885752124	14	4	0.01544189453125	124.0	0.04936981201171875	0.17766636885752107	0.017394147021315875	0.011719598868415856	0.0062799275814213185	True	0.086890869140625	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	clr_p1	interaction	True	IFN_APM	APM_peptide_loading	10	0.37179292820464527	0.4138687294923014	8	2	0.0546875	44.0	0.052734375	0.4138687294923008	6.016909070095808e-07	0.026334443784312937	0.052861129695850995	True	0.0921978476821192	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	clr_p1	interaction	True	IFN_APM	APM_immunoproteasome	5	0.6465649264730053	0.6025254703087909	4	1	0.1875	14.0	0.0625	0.602525470308791	5.853678797443708e-07	0.01796450561385461	0.052965305393227746	True	0.10855263157894736	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_fpkm_p0.1	KD_on_DDP	True	IFN_APM	APM	18	0.42530991561431497	0.14986513952368455	14	4	0.01544189453125	121.0	0.06486892700195312	0.1498651395236834	0.09179098579348274	0.0533238589940611	0.060286229267239144	True	0.11120387486049106	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_fpkm_p0.01	KD_on_DDP	True	IFN_APM	APM	18	0.4258183960819788	-0.015174929622323018	14	4	0.01544189453125	121.0	0.06486892700195312	-0.015174929622322697	0.5392371256616049	0.06864399764173533	0.061872610306034526	True	0.11120387486049106	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_uq_p1	KD_on_DDP	True	IFN_APM	H_IFNG	134	0.05470938410802735	0.04661943637145119	75	59	0.09742832975353756	5168.0	0.07585337711020494	0.04661943637145116	0.004355548756306785	0.004398818354862754	-0.007306858188626107	True	0.12919542940060713	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	rank_within_sample	KD_on_DDP	True	IFN_APM	APM	18	0.009561384107761917	-0.018362902499567006	14	4	0.01544189453125	117.0	0.09073257446289062	-0.01836290249956707	0.9096921466233339	0.14580349571451678	-0.0007177580889344837	True	0.1535474337064303	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_uq_p1	KD_on_DDP	True	IFN_APM	APM_immunoproteasome	5	0.10544955697385294	0.2564985269947845	4	1	0.1875	13.0	0.09375	0.25649852699478437	0.001001904135705211	0.04784329535041612	-0.006886550411510095	True	0.15764331210191082	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	clr_p1	KD_on_DDP	True	IFN_APM	APM_immunoproteasome	5	0.13254569623731438	0.23186767922197687	4	1	0.1875	12.0	0.15625	0.2318676792219767	0.0036178673207926666	0.13288086686898382	0.006469992031257199	True	0.2578125	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_p1_minus_HK	KD_on_DDP	True	IFN_APM	APM_immunoproteasome	5	0.3499360951911603	0.4932274274943911	4	1	0.1875	12.0	0.15625	0.4932274274943902	0.003885050425226529	0.13288086686898382	0.16804730195649809	True	0.2578125	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_fpkm_p1	KD_on_DDP	True	IFN_APM	APM_immunoproteasome	5	0.22333858890595515	0.3666299212091858	4	1	0.1875	12.0	0.15625	0.3666299212091859	0.0043931624471630765	0.13288086686898382	0.04144979567129292	True	0.2578125	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_uq_p1	KD_on_DDP	True	IFN_APM	APM_HLA	5	0.03245136679460223	0.1642922799559347	3	2	0.5	10.0	0.3125	0.16429227995593498	0.007371387985754815	0.30621685794764586	-0.006885774196397326	True	0.5030487804878049	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_fpkm_p0.1	KD_on_DDP	True	IFN_APM	APM_immunoproteasome	5	0.2290488625305418	0.12264962453433947	4	1	0.1875	10.0	0.3125	0.12264962453433981	0.18488357056500407	0.2728801819313795	0.06051170468530287	True	0.5030487804878049	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_fpkm_p0.01	KD_on_DDP	True	IFN_APM	APM_immunoproteasome	5	0.22963603408523614	-0.17785875316619187	4	1	0.1875	10.0	0.3125	-0.1778587531661917	0.7245422647217692	0.30194884201565253	0.062137692886818474	True	0.5030487804878049	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	rank_within_sample	KD_on_DDP	True	IFN_APM	APM_HLA	5	0.009511325176492669	-0.06855099514697437	4	1	0.1875	10.0	0.3125	-0.06855099514697427	0.9788559715541265	0.3847290996276342	-0.0007022698058523069	True	0.5030487804878049	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_p1_minus_HK	KD_on_DDP	True	IFN_APM	APM_HLA	5	0.3421086200272967	0.1049534487553994	3	2	0.5	9.0	0.40625	0.10495344875539958	0.1021482425828974	0.2755427169680271	0.16815957614595334	True	0.6308823529411764	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	log2_fpkm_p1	KD_on_DDP	True	IFN_APM	APM_HLA	5	0.21551111374209206	-0.021644057529805565	3	2	0.5	9.0	0.40625	-0.021644057529806027	0.648205649035642	0.2755427169680271	0.0415620698607474	True	0.6308823529411764	
TACSTD2/TROP2 shRNA, not CLDN4 KD	SKOV3	clr_p1	KD_on_DDP	True	IFN_APM	APM_HLA	5	0.12712010389657968	-0.03726333442574732	3	2	0.5	9.0	0.40625	-0.03726333442574736	0.8200304960293758	0.2755427169680271	0.0065478145691272305	True	0.6308823529411764	
