cohort_id	source	organism	material	n_nominated	n_runs_lung_rnaseq	single_cell_frac	median_spots	study_title	url	selected_runs
SRP081599	sra	human	tissue	84	84	0.0	28448667	DNA methylation in lung cells is a key modulator of asthma endotypes and genetic risk [RNA-seq]	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/99/SRP081599/sra.gene_sums.SRP081599.G026.gz	SRR4026627,SRR4026628,SRR4026629,SRR4026630,SRR4026631,SRR4026632,SRR4026633,SRR4026634,SRR4026635,SRR4026636,SRR4026637,SRR4026638,SRR4026639,SRR4026640,SRR4026641,SRR4026642,SRR4026643,SRR4026644,SRR4026645,SRR4026646,SRR4026647,SRR4026648,SRR4026649,SRR4026650,SRR4026651,SRR4026652,SRR4026653,SRR4026654,SRR4026655,SRR4026656,SRR4026657,SRR4026658,SRR4026659,SRR4026660,SRR4026661,SRR4026662,SRR4026663,SRR4026664,SRR4026665,SRR4026666,SRR4026667,SRR4026668,SRR4026669,SRR4026670,SRR4026671,SRR4026672,SRR4026673,SRR4026674,SRR4026675,SRR4026676,SRR4026677,SRR4026678,SRR4026679,SRR4026680,SRR4026681,SRR4026682,SRR4026683,SRR4026684,SRR4026685,SRR4026686,SRR4026687,SRR4026688,SRR4026689,SRR4026690,SRR4026691,SRR4026692,SRR4026693,SRR4026694,SRR4026695,SRR4026696,SRR4026697,SRR4026698,SRR4026699,SRR4026700,SRR4026701,SRR4026703,SRR4026704,SRR4026705,SRR4026706,SRR4026707,SRR4026708,SRR4026709,SRR4026710,SRR4026711
SRP082973	sra	human	tissue	77	77	0.0	50263373	Mandatory Role of HMGA1 in Human Airway Epithelial Normal Differentiation and Post-injury Regeneration	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/73/SRP082973/sra.gene_sums.SRP082973.G026.gz	SRR4064971,SRR4064972,SRR4064973,SRR4064974,SRR4064975,SRR4064976,SRR4064977,SRR4064978,SRR4064979,SRR4064980,SRR4064981,SRR4064982,SRR4064983,SRR4064984,SRR4064985,SRR4064986,SRR4064987,SRR4064988,SRR4064989,SRR4064990,SRR4064991,SRR4064992,SRR4064993,SRR4064994,SRR4064995,SRR4064996,SRR4064997,SRR4064998,SRR4064999,SRR4065000,SRR4065001,SRR4065002,SRR4065003,SRR4065004,SRR4065005,SRR4065006,SRR4065007,SRR4065008,SRR4065009,SRR4065010,SRR4065011,SRR4065012,SRR4065013,SRR4065014,SRR4065015,SRR4065016,SRR4065017,SRR4065018,SRR4065019,SRR4065020,SRR4065021,SRR4065023,SRR4065024,SRR4065025,SRR4065026,SRR5445518,SRR5445519,SRR5445520,SRR5445521,SRR5445522,SRR5445523,SRR5445524,SRR5445525,SRR5445526,SRR5643321,SRR5643322,SRR5643323,SRR5643324,SRR5643325,SRR5643326,SRR5643327,SRR5643328,SRR5643329,SRR5643330,SRR5643331,SRR5643332,SRR5643333
SRP083960	sra	human	cell_line	24	24	0.0	4000000	The effect on p53-induced gene transactivation by LIMA1 knockdown.	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/60/SRP083960/sra.gene_sums.SRP083960.G026.gz	SRR4114606,SRR4114607,SRR4114608,SRR4114609,SRR4114610,SRR4114611,SRR4114612,SRR4114613,SRR4114614,SRR4114615,SRR4114616,SRR4114617,SRR4114618,SRR4114619,SRR4114620,SRR4114621,SRR4114622,SRR4114623,SRR4114624,SRR4114625,SRR4114626,SRR4114627,SRR4114628,SRR4114629
SRP086078	sra	human	tissue	135	135	0.0	30458067	Airway epithelial cells from smokers treated with myo-inositol or placebo	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/78/SRP086078/sra.gene_sums.SRP086078.G026.gz	SRR4163007,SRR4163008,SRR4163009,SRR4163010,SRR4163011,SRR4163012,SRR4163013,SRR4163014,SRR4163015,SRR4163016,SRR4163017,SRR4163019,SRR4163021,SRR4163023,SRR4163027,SRR4163028,SRR4163029,SRR4163030,SRR4163031,SRR4163032,SRR4163033,SRR4163034,SRR4163035,SRR4163036,SRR4163037,SRR4163038,SRR4163039,SRR4163040,SRR4163041,SRR4163042,SRR4163043,SRR4163044,SRR4163045,SRR4163046,SRR4163047,SRR4163048,SRR4163049,SRR4163050,SRR4163051,SRR4163052,SRR4163053,SRR4163054,SRR4163055,SRR4163056,SRR4163057,SRR4163058,SRR4163059,SRR4163060,SRR4163061,SRR4163062,SRR4163063,SRR4163064,SRR4163065,SRR4163066,SRR4163067,SRR4163068,SRR4163069,SRR4163070,SRR4163071,SRR4163072,SRR4163073,SRR4163074,SRR4163075,SRR4163076,SRR4163077,SRR4163078,SRR4163079,SRR4163080,SRR4163081,SRR4163082,SRR4163083,SRR4163084,SRR4163085,SRR4163086,SRR4163087,SRR4163088,SRR4163089,SRR4163091,SRR4163092,SRR4163093,SRR4163094,SRR4163095,SRR4163096,SRR4163097,SRR4163098,SRR4163099,SRR4163100,SRR4163101,SRR4163102,SRR4163103,SRR4163104,SRR4163105,SRR4163106,SRR4163107,SRR4163108,SRR4163109,SRR4163110,SRR4163111,SRR4163113,SRR4163114,SRR4163115,SRR4163116,SRR4163117,SRR4163118,SRR4163119,SRR4163120,SRR4163121,SRR4163122,SRR4163123,SRR4163124,SRR4163125,SRR4163126,SRR4163127,SRR4163128,SRR4163129,SRR4163130,SRR4163131,SRR4163132,SRR4163134,SRR4163135,SRR4163136,SRR4163137,SRR4163138,SRR4163139,SRR4163140,SRR4163141,SRR4163142,SRR4163143,SRR4163144,SRR4163145,SRR4204739,SRR4204740,SRR4204741,SRR4204742,SRR4204744
SRP089923	sra	human	tissue	12	12	0.0	30767920	Transcriptome of invasive mucinous adnocarcinoma of the lung and adjacent normal lung tissues from 6 patients based on RNA-seq method	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/23/SRP089923/sra.gene_sums.SRP089923.G026.gz	SRR4244296,SRR4244297,SRR4244298,SRR4244299,SRR4244300,SRR4244301,SRR4244302,SRR4244303,SRR4244304,SRR4244305,SRR4244306,SRR4244307
SRP090460	sra	human	tissue	54	54	0.0	81689134	Conserved recurrent gene mutations correlate with pathway deregulation and clinical outcomes of lung adenocarcinoma in never-smokers	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/60/SRP090460/sra.gene_sums.SRP090460.G026.gz	SRR4296062,SRR4296063,SRR4296064,SRR4296065,SRR4296066,SRR4296067,SRR4296068,SRR4296069,SRR4296070,SRR4296071,SRR4296072,SRR4296073,SRR4296074,SRR4296075,SRR4296076,SRR4296077,SRR4296078,SRR4296079,SRR4296080,SRR4296081,SRR4296082,SRR4296083,SRR4296084,SRR4296085,SRR4296086,SRR4296087,SRR4296088,SRR4296089,SRR4296090,SRR4296091,SRR4296092,SRR4296093,SRR4296094,SRR4296095,SRR4296096,SRR4296097,SRR4296098,SRR4296099,SRR4296100,SRR4296101,SRR4296102,SRR4296103,SRR4296104,SRR4296105,SRR4296106,SRR4296107,SRR4296108,SRR4296109,SRR4296110,SRR4296111,SRR4296112,SRR4296113,SRR4296114,SRR4296115
SRP091771	sra	human	cell_line	15	15	0.0	25497866	Gene expression profiling associated with knockdown of RNF20 in human normal and malignant lung epithelial cell lines	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/71/SRP091771/sra.gene_sums.SRP091771.G026.gz	SRR4432886,SRR4432887,SRR4432888,SRR4432889,SRR4432890,SRR4432891,SRR4432892,SRR4432893,SRR4432894,SRR4432895,SRR4432896,SRR4432897,SRR4432898,SRR4432899,SRR4432900
SRP092004	sra	human	cell_line	46	46	0.0	15772352	Suppression of adaptive responses to targeted cancer therapy by transcriptional repression [RNA-seq]	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/04/SRP092004/sra.gene_sums.SRP092004.G026.gz	SRR4448093,SRR4448094,SRR4448095,SRR4448096,SRR4448097,SRR4448098,SRR4448099,SRR4448100,SRR4448101,SRR4448102,SRR4448103,SRR4448104,SRR4448105,SRR4448106,SRR4448107,SRR4448108,SRR4448109,SRR4448110,SRR4448111,SRR4448112,SRR4448113,SRR4448114,SRR4448115,SRR4448116,SRR4448117,SRR4448118,SRR4448119,SRR4448120,SRR4448121,SRR4448122,SRR4448123,SRR4448139,SRR4448140,SRR4448141,SRR4448142,SRR4448143,SRR4448144,SRR4448145,SRR4448146,SRR4448147,SRR4448148,SRR4448149,SRR4448150,SRR4448151,SRR4448152,SRR4448153
SRP093372	sra	human	culture_or_organoid	43	43	0.0	59501381	Differential gene expression of cigarettes and next generation products	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/72/SRP093372/sra.gene_sums.SRP093372.G026.gz	SRR5022911,SRR5022912,SRR5022913,SRR5022915,SRR5022923,SRR5022927,SRR5022988,SRR5022989,SRR5022990,SRR5044722,SRR5044723,SRR5044724,SRR5044725,SRR5044726,SRR5044727,SRR5044728,SRR5044729,SRR5044730,SRR5057307,SRR5057308,SRR5057309,SRR5057310,SRR5057311,SRR5057312,SRR5057313,SRR5057314,SRR5057315,SRR5060530,SRR5060531,SRR5060532,SRR5060533,SRR5060534,SRR5060535,SRR5060536,SRR5060537,SRR5060538,SRR5060539,SRR5060540,SRR5060541,SRR5060542,SRR5060543,SRR5060544,SRR5060545
SRP095361	sra	human	tissue	39	39	0.0	48148673	mRNA Sequencing of Ideopathic Pulmonary Fibrosis (IPF) and Control Samples from the Lung Tissue Research Consortium (LTRC)	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/61/SRP095361/sra.gene_sums.SRP095361.G026.gz	SRR5120902,SRR5120903,SRR5120904,SRR5120905,SRR5120906,SRR5120907,SRR5120908,SRR5120909,SRR5120910,SRR5120911,SRR5120912,SRR5120913,SRR5120914,SRR5120915,SRR5120916,SRR5120917,SRR5120918,SRR5120919,SRR5120920,SRR5120921,SRR5120922,SRR5120923,SRR5120924,SRR5120925,SRR5120926,SRR5120927,SRR5120928,SRR5120929,SRR5120930,SRR5120931,SRR5120932,SRR5120933,SRR5120934,SRR5120935,SRR5120936,SRR5120937,SRR5120938,SRR5120939,SRR5120940
SRP096589	sra	human	culture_or_organoid	44	44	0.0	33498176	Gene signature profiles in respiratory epithelium infected with nontuberculous mycobacteria	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/89/SRP096589/sra.gene_sums.SRP096589.G026.gz	SRR5168557,SRR5168558,SRR5168559,SRR5168560,SRR5168561,SRR5168562,SRR5168563,SRR5168564,SRR5168565,SRR5168566,SRR5168567,SRR5168568,SRR5168569,SRR5168570,SRR5168571,SRR5168572,SRR5168573,SRR5168574,SRR5168575,SRR5168576,SRR5168577,SRR5168578,SRR5168579,SRR5168580,SRR5168581,SRR5168582,SRR5168583,SRR5168584,SRR5168585,SRR5168586,SRR5168587,SRR5168588,SRR5168589,SRR5168590,SRR5168591,SRR5168592,SRR5168593,SRR5168594,SRR5168595,SRR5168596,SRR5168597,SRR5168598,SRR5168599,SRR5168600
SRP096736	sra	human	cell_line	32	32	0.0	7444169	Flura-Seq Identifies In Situ Transcriptomes of Micrometastases	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/36/SRP096736/sra.gene_sums.SRP096736.G026.gz	SRR5176010,SRR5176011,SRR5176012,SRR5176013,SRR5176014,SRR5176015,SRR5176016,SRR5176017,SRR5176018,SRR5176019,SRR5176020,SRR5176021,SRR5176022,SRR5176023,SRR5176024,SRR5176025,SRR5176026,SRR5176027,SRR5176028,SRR5176029,SRR5176030,SRR5176031,SRR5176032,SRR5176033,SRR5176034,SRR5176035,SRR5176036,SRR5176037,SRR5176038,SRR5176039,SRR5176040,SRR5176041
SRP098649	sra	human	tissue	30	30	0.0	62986450	Fatal Asthma and Non-Asthma Donor-Derived Airway Smooth Muscle Transcriptome Response to Glucocorticoid Treatment	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/49/SRP098649/sra.gene_sums.SRP098649.G026.gz	SRR5219986,SRR5219987,SRR5219988,SRR5219989,SRR5219990,SRR5219991,SRR5219992,SRR5219993,SRR5219994,SRR5219995,SRR5219996,SRR5219997,SRR5219998,SRR5219999,SRR5220000,SRR5220001,SRR5220002,SRR5220003,SRR5220004,SRR5220005,SRR5220006,SRR5220007,SRR5220008,SRR5220009,SRR5220010,SRR5220012,SRR5220013,SRR5220014,SRR5220015,SRR5220016
SRP098865	sra	human	tissue	12	12	0.0	48840092	Hypertonic saline attenuates the cytokine-induced pro-inflammatory signature in primary human lung epithelia	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/65/SRP098865/sra.gene_sums.SRP098865.G026.gz	SRR5229887,SRR5229888,SRR5229889,SRR5229890,SRR5229891,SRR5229892,SRR5229893,SRR5229894,SRR5229895,SRR5229896,SRR5229897,SRR5229898
SRP100509	sra	human	cell_line	26	26	0.0	25558849	Nickel exposure induces persistent mesenchymal phenotype in human lung epithelial cells through epigenetic activation of ZEB1	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/09/SRP100509/sra.gene_sums.SRP100509.G026.gz	SRR5277834,SRR5277835,SRR5277836,SRR5277837,SRR5277838,SRR5277839,SRR5277840,SRR5277841,SRR5277842,SRR5277843,SRR5277844,SRR5277845,SRR5277846,SRR5277847,SRR5277848,SRR5277849,SRR5277850,SRR5277851,SRR5277852,SRR5277853,SRR5277854,SRR5277855,SRR5277856,SRR5277857,SRR5277858,SRR5277859
SRP101626	sra	human	culture_or_organoid	16	16	0.0	48316486	Expression data from fresh human embryonic lung epithelial tip and stalk cells and cultured organoids derived from tip and stalk.	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/26/SRP101626/sra.gene_sums.SRP101626.G026.gz	SRR5329187,SRR5329188,SRR5329189,SRR5329190,SRR5329191,SRR5329192,SRR5329193,SRR5329194,SRR5329195,SRR5329196,SRR5329197,SRR5329198,SRR5329199,SRR5329200,SRR5329201,SRR5329202
SRP102483	sra	human	tissue	48	48	0.0	15115902	Effects of arsenic and Pseudomonas aeruginosa infection on gene expression in human airway epithelial cells	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/83/SRP102483/sra.gene_sums.SRP102483.G026.gz	SRR5377797,SRR5377798,SRR5377799,SRR5377800,SRR5377801,SRR5377802,SRR5377803,SRR5377804,SRR5377805,SRR5377806,SRR5377807,SRR5377808,SRR5377809,SRR5377810,SRR5377811,SRR5377812,SRR5377813,SRR5377814,SRR5377815,SRR5377816,SRR5377817,SRR5377818,SRR5377819,SRR5377820,SRR5377821,SRR5377822,SRR5377823,SRR5377824,SRR5377825,SRR5377826,SRR5377827,SRR5377828,SRR5377829,SRR5377830,SRR5377831,SRR5377832,SRR5377833,SRR5377834,SRR5377835,SRR5377836,SRR5377837,SRR5377838,SRR5377839,SRR5377840,SRR5377841,SRR5377842,SRR5377843,SRR5377844
SRP103819	sra	human	tissue	33	33	0.0	29344079	Rhinovirus infection results in stronger and more persistent genomic dysregulation: evidence for altered innate immune response in asthmatics at baseline, early in infection, and during convalescence	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/19/SRP103819/sra.gene_sums.SRP103819.G026.gz	SRR5444546,SRR5444547,SRR5444548,SRR5444549,SRR5444550,SRR5444551,SRR5444552,SRR5444553,SRR5444554,SRR5444555,SRR5444556,SRR5444557,SRR5444558,SRR5444559,SRR5444560,SRR5444561,SRR5444562,SRR5444563,SRR5444564,SRR5444565,SRR5444566,SRR5444567,SRR5444568,SRR5444569,SRR5444570,SRR5444571,SRR5444572,SRR5444573,SRR5444574,SRR5444575,SRR5444576,SRR5444577,SRR5444578
SRP106050	sra	human	culture_or_organoid	48	48	0.0	24001596	RNA-seq of TRRAP knock-down HBEC ALI cultures	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/50/SRP106050/sra.gene_sums.SRP106050.G026.gz	SRR5495051,SRR5495052,SRR5495053,SRR5495054,SRR5495055,SRR5495056,SRR5495057,SRR5495058,SRR5495059,SRR5495060,SRR5495061,SRR5495062,SRR5495063,SRR5495064,SRR5495065,SRR5495066,SRR5495067,SRR5495068,SRR5495069,SRR5495070,SRR5495071,SRR5495072,SRR5495073,SRR5495074,SRR5495075,SRR5495076,SRR5495077,SRR5495078,SRR5495079,SRR5495080,SRR5495081,SRR5495082,SRR5495083,SRR5495084,SRR5495085,SRR5495086,SRR5495087,SRR5495088,SRR5495089,SRR5495090,SRR5495091,SRR5495092,SRR5495093,SRR5495094,SRR5495095,SRR5495096,SRR5495097,SRR5495098
SRP107198	sra	human	cell_line	198	198	0.0	9652332	Synergistic activity and heterogeneous acquired resistance of combined MDM2 and MEK inhibition in KRAS mutant cancers	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/98/SRP107198/sra.gene_sums.SRP107198.G026.gz	SRR5572815,SRR5572816,SRR5572817,SRR5572818,SRR5572819,SRR5572820,SRR5572821,SRR5572822,SRR5572823,SRR5572824,SRR5572825,SRR5572826,SRR5572827,SRR5572828,SRR5572829,SRR5572830,SRR5572831,SRR5572832,SRR5572833,SRR5572834,SRR5572835,SRR5572836,SRR5572837,SRR5572838,SRR5572839,SRR5572840,SRR5572841,SRR5572842,SRR5572843,SRR5572844,SRR5572845,SRR5572846,SRR5572847,SRR5572848,SRR5572849,SRR5572850,SRR5572851,SRR5572852,SRR5572853,SRR5572854,SRR5572855,SRR5572856,SRR5572857,SRR5572858,SRR5572859,SRR5572860,SRR5572861,SRR5572862,SRR5572863,SRR5572864,SRR5572865,SRR5572866,SRR5572867,SRR5572868,SRR5572869,SRR5572870,SRR5572871,SRR5572872,SRR5572873,SRR5572874,SRR5572875,SRR5572876,SRR5572877,SRR5572878,SRR5572879,SRR5572880,SRR5572881,SRR5572882,SRR5572883,SRR5572884,SRR5572885,SRR5572886,SRR5572887,SRR5572888,SRR5572889,SRR5572890,SRR5572891,SRR5572892,SRR5572893,SRR5572894,SRR5572895,SRR5572896,SRR5572897,SRR5572898,SRR5572899,SRR5572900,SRR5572901,SRR5572902,SRR5572903,SRR5572904,SRR5572905,SRR5572906,SRR5572907,SRR5572908,SRR5572909,SRR5572910,SRR5572911,SRR5572912,SRR5572913,SRR5572914,SRR5572915,SRR5572916,SRR5572917,SRR5572918,SRR5572919,SRR5572920,SRR5572921,SRR5572922,SRR5572923,SRR5572924,SRR5572925,SRR5572926,SRR5572927,SRR5572928,SRR5572929,SRR5572930,SRR5572931,SRR5572932,SRR5572933,SRR5572934,SRR5572935,SRR5572936,SRR5572937,SRR5572938,SRR5572939,SRR5572940,SRR5572941,SRR5572942,SRR5572943,SRR5572944,SRR5572945,SRR5572946,SRR5572947,SRR5572948,SRR5572949,SRR5572950,SRR5572951,SRR5572952,SRR5572953,SRR5572954,SRR5572955,SRR5572956,SRR5572957,SRR5572958,SRR5572959,SRR5572960,SRR5572961,SRR5572962,SRR5572963,SRR5572964,SRR5572965,SRR5572966,SRR5572967,SRR5572968,SRR5572969,SRR5572970,SRR5572971,SRR5572972,SRR5572973,SRR5572974,SRR5572975,SRR5572976,SRR5572977,SRR5572978,SRR5572979,SRR5572980,SRR5572981,SRR5572982,SRR5572983,SRR5572984,SRR5572985,SRR5572986,SRR5572987,SRR5572988,SRR5572989,SRR5572990,SRR5572991,SRR5572992,SRR5572993,SRR5572994,SRR5572995,SRR5572996,SRR5572997,SRR5572998,SRR5572999,SRR5573000,SRR5573001,SRR5573002,SRR5573003,SRR5573004,SRR5573005,SRR5573006,SRR5573007,SRR5573008,SRR5573009,SRR5573010,SRR5573011,SRR5573012
SRP107867	sra	human	cell_line	52	52	0.0	23395471	MDA5 effect during HRV and RSV infection in respiratory epithelial cells.	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/67/SRP107867/sra.gene_sums.SRP107867.G026.gz	SRR5588473,SRR5588474,SRR5588475,SRR5588476,SRR5588477,SRR5588478,SRR5588479,SRR5588480,SRR5588481,SRR5588482,SRR5588483,SRR5588484,SRR5588485,SRR5588486,SRR5588487,SRR5588488,SRR5588489,SRR5588490,SRR5588491,SRR5588492,SRR5588493,SRR5588494,SRR5588495,SRR5588496,SRR5588497,SRR5588498,SRR5588499,SRR5588500,SRR5588501,SRR5588502,SRR5588503,SRR5588504,SRR5588505,SRR5588506,SRR5588507,SRR5588508,SRR5588509,SRR5588510,SRR5588511,SRR5588512,SRR5588513,SRR5588514,SRR5588515,SRR5588516,SRR5588517,SRR5588518,SRR5588519,SRR5588520,SRR5588521,SRR5588522,SRR5588523,SRR5588524
SRP108292	sra	human	cell_line	24	24	0.0	13564762	Cellular responses to human cytomegalovirus infection.	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/92/SRP108292/sra.gene_sums.SRP108292.G026.gz	SRR5629571,SRR5629572,SRR5629573,SRR5629574,SRR5629575,SRR5629576,SRR5629577,SRR5629578,SRR5629587,SRR5629588,SRR5629589,SRR5629590,SRR5629591,SRR5629592,SRR5629593,SRR5629594,SRR5629601,SRR5629602,SRR5629603,SRR5629604,SRR5629605,SRR5629606,SRR5629607,SRR5629608
SRP108496	sra	human	culture_or_organoid	18	18	0.0	22068058	Comparative Transcriptomic Profiling of Normal-Appearing and Scarred Areas of the Lungs Reveals Pathobiological Clues to Idiopathic Pulmonary Fibrosis	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/96/SRP108496/sra.gene_sums.SRP108496.G026.gz	SRR5642414,SRR5642415,SRR5642416,SRR5642417,SRR5642418,SRR5642419,SRR5642420,SRR5642421,SRR5642425,SRR5642426,SRR5642429,SRR5642430,SRR5642433,SRR5642434,SRR5642435,SRR5642437,SRR5642438,SRR5642439
SRP108785	sra	human	culture_or_organoid	20	20	0.0	79137855	Persistence of stem cell metabolism in cancers as a failure of differentiation	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/85/SRP108785/sra.gene_sums.SRP108785.G026.gz	SRR5657103,SRR5657104,SRR5657105,SRR5657106,SRR5657107,SRR5657108,SRR5657109,SRR5657110,SRR5657111,SRR5657112,SRR5657113,SRR5657114,SRR5657115,SRR5657116,SRR5657117,SRR5657118,SRR5657119,SRR5657120,SRR5657121,SRR5657122
SRP110620	sra	human	tissue	34	34	0.0	20726009	Global transcriptomic analyses of bronchial epithelial cells exposed to 5 ng/mL TGF-ß1 and 10 nM Estrogen individually and in combination	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/20/SRP110620/sra.gene_sums.SRP110620.G026.gz	SRR5762121,SRR5762122,SRR5762123,SRR5762124,SRR5762125,SRR5762126,SRR5762127,SRR5762128,SRR5762129,SRR5762130,SRR5762131,SRR5762132,SRR5762133,SRR5762134,SRR5762135,SRR5762136,SRR5762137,SRR5762138,SRR5762139,SRR5762140,SRR5762141,SRR5762142,SRR5762143,SRR5762144,SRR5762145,SRR5762146,SRR5762147,SRR5762148,SRR5762149,SRR5762150,SRR5762151,SRR5762152,SRR5762153,SRR5762154
SRP114315	sra	human	tissue	202	202	0.0	57738627	GMI_LUSC_2017	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/15/SRP114315/sra.gene_sums.SRP114315.G026.gz	SRR5882130,SRR5882131,SRR5882132,SRR5882133,SRR5882134,SRR5882135,SRR5882156,SRR5882157,SRR5882158,SRR5882159,SRR5882160,SRR5882161,SRR5882162,SRR5882163,SRR5882164,SRR5882165,SRR5882166,SRR5882167,SRR5882168,SRR5882169,SRR5882180,SRR5882181,SRR5882182,SRR5882183,SRR5882194,SRR5882195,SRR5882196,SRR5882197,SRR5882198,SRR5882199,SRR5882200,SRR5882201,SRR5882202,SRR5882203,SRR5882204,SRR5882205,SRR5882206,SRR5882207,SRR5882208,SRR5882209,SRR5882210,SRR5882211,SRR5882212,SRR5882213,SRR5882234,SRR5882235,SRR5882236,SRR5882237,SRR5882238,SRR5882239,SRR5882240,SRR5882241,SRR5882242,SRR5882243,SRR5882244,SRR5882245,SRR5882246,SRR5882247,SRR5882248,SRR5882249,SRR5882260,SRR5882261,SRR5882262,SRR5882263,SRR5882264,SRR5882265,SRR5882266,SRR5882267,SRR5882268,SRR5882269,SRR5882270,SRR5882271,SRR5882282,SRR5882283,SRR5882284,SRR5882285,SRR5882286,SRR5882287,SRR5882288,SRR5882289,SRR5882290,SRR5882291,SRR5882302,SRR5882303,SRR5882304,SRR5882305,SRR5882306,SRR5882307,SRR5882308,SRR5882309,SRR5882310,SRR5882311,SRR5882312,SRR5882313,SRR5882314,SRR5882315,SRR5882316,SRR5882317,SRR5882318,SRR5882319,SRR5882320,SRR5882321,SRR5882352,SRR5882353,SRR5882354,SRR5882355,SRR5882356,SRR5882357,SRR5882358,SRR5882359,SRR5882360,SRR5882361,SRR5882372,SRR5882373,SRR5882374,SRR5882375,SRR5882376,SRR5882377,SRR5882378,SRR5882379,SRR5882380,SRR5882381,SRR5882382,SRR5882383,SRR5882384,SRR5882385,SRR5882386,SRR5882387,SRR5882388,SRR5882389,SRR5882400,SRR5882401,SRR5882402,SRR5882403,SRR5882404,SRR5882405,SRR5882406,SRR5882407,SRR5882408,SRR5882409,SRR5882410,SRR5882411,SRR5882422,SRR5882423,SRR5882424,SRR5882425,SRR5882426,SRR5882427,SRR5882428,SRR5882429,SRR5882430,SRR5882431,SRR5882432,SRR5882433,SRR5882434,SRR5882435,SRR5882436,SRR5882437,SRR5882438,SRR5882439,SRR5882440,SRR5882441,SRR5882442,SRR5882443,SRR5882444,SRR5882445,SRR5882456,SRR5882457,SRR5882458,SRR5882459,SRR5882460,SRR5882461,SRR5882464,SRR5882465,SRR5882496,SRR5882497,SRR5882498,SRR5882499,SRR5882500,SRR5882501,SRR5882502,SRR5882503,SRR5882504,SRR5882505,SRR5882506,SRR5882507,SRR5882508,SRR5882509,SRR5882510,SRR5882511,SRR5882512,SRR5882513,SRR5882524,SRR5882525,SRR5882526,SRR5882527,SRR5882528,SRR5882529,SRR5882530,SRR5882531,SRR5882532,SRR5882533
SRP115192	sra	human	tissue	27	27	0.0	8649377	Temporal alterations in the HSAEC transcriptome following infection by virulent and attenuated strains of Rift Valley Fever Virus	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/92/SRP115192/sra.gene_sums.SRP115192.G026.gz	SRR5924399,SRR5924400,SRR5924401,SRR5924402,SRR5924403,SRR5924404,SRR5924405,SRR5924406,SRR5924407,SRR5924408,SRR5924409,SRR5924410,SRR5924411,SRR5924412,SRR5924413,SRR5924414,SRR5924415,SRR5924416,SRR5924417,SRR5924418,SRR5924419,SRR5924420,SRR5924421,SRR5924422,SRR5924423,SRR5924424,SRR5924425
