cohort_id	source	organism	material	n_nominated	n_runs_lung_rnaseq	single_cell_frac	median_spots	study_title	url	selected_runs
SRP028868	sra	mouse	tissue	46	46	0.0	4000000	RNA-Seq global gene expression in lung tissue at ten time points during a 7-day time course of infection	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/68/SRP028868/sra.gene_sums.SRP028868.M023.gz	SRR953179,SRR953180,SRR953181,SRR953182,SRR953183,SRR953184,SRR953185,SRR953186,SRR953187,SRR953188,SRR953189,SRR953190,SRR953191,SRR953192,SRR953193,SRR953194,SRR953195,SRR953196,SRR953197,SRR953198,SRR953199,SRR953200,SRR953201,SRR953202,SRR953203,SRR953204,SRR953205,SRR953206,SRR953207,SRR953208,SRR953209,SRR953210,SRR953211,SRR953213,SRR953219,SRR953220,SRR953221,SRR953222,SRR953223,SRR953224,SRR953212,SRR953214,SRR953215,SRR953216,SRR953217,SRR953218
SRP030409	sra	mouse	tissue	16	16	0.0	17533990	Characterization of the genetic mouse model of non-small cells lung cancer p53R172H?g/KrasG12D	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/09/SRP030409/sra.gene_sums.SRP030409.M023.gz	SRR1002634,SRR1002635,SRR1002636,SRR1002637,SRR1002638,SRR1002639,SRR1002640,SRR1002641,SRR1002642,SRR1002643,SRR1002644,SRR1002645,SRR1002646,SRR1002647,SRR1002648,SRR1002649
SRP033021	sra	mouse	tissue	181	181	0.0	38585964	RNA-Seq based characterization of long non-coding RNA involved in respiratory viruses pathogenesis	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/21/SRP033021/sra.gene_sums.SRP033021.M023.gz	SRR1030107,SRR1030108,SRR1030109,SRR1030110,SRR1030111,SRR1030112,SRR1030113,SRR1030135,SRR1030136,SRR1030137,SRR1030138,SRR1030139,SRR1030140,SRR1030141,SRR1030143,SRR1030144,SRR1030145,SRR1030146,SRR1030148,SRR1030053,SRR1030054,SRR1030055,SRR1030056,SRR1030057,SRR1030058,SRR1030059,SRR1030060,SRR1030061,SRR1030062,SRR1030063,SRR1030064,SRR1030065,SRR1030066,SRR1030067,SRR1030068,SRR1030069,SRR1030070,SRR1030071,SRR1030072,SRR1030073,SRR1030074,SRR1030075,SRR1030076,SRR1030077,SRR1030078,SRR1030079,SRR1030080,SRR1030081,SRR1030082,SRR1030083,SRR1030084,SRR1030085,SRR1030086,SRR1030087,SRR1030088,SRR1030089,SRR1030090,SRR1030091,SRR1030092,SRR1030093,SRR1030094,SRR1030095,SRR1030096,SRR1030097,SRR1030098,SRR1030099,SRR1030100,SRR1030101,SRR1030102,SRR1030103,SRR1030104,SRR1030105,SRR1030106,SRR1030114,SRR1030115,SRR1030116,SRR1030117,SRR1030118,SRR1030119,SRR1030120,SRR1030121,SRR1030122,SRR1030123,SRR1030124,SRR1030125,SRR1030126,SRR1030127,SRR1030128,SRR1030129,SRR1030130,SRR1030131,SRR1030132,SRR1030133,SRR1030134,SRR1030142,SRR1030147,SRR1030149,SRR1030150,SRR1030151,SRR1030152,SRR1030153,SRR1030154,SRR1030155,SRR1030156,SRR1030157,SRR1030158,SRR1030159,SRR1030160,SRR1030161,SRR1030162,SRR1030163,SRR1030164,SRR1030165,SRR1030166,SRR1030167,SRR1030168,SRR1030169,SRR1030170,SRR1030171,SRR1030172,SRR1030173,SRR1030174,SRR1030175,SRR1030176,SRR1030177,SRR1030178,SRR1030179,SRR1030180,SRR1030181,SRR1030182,SRR1030183,SRR1030184,SRR1030185,SRR1030186,SRR1030187,SRR1030188,SRR1030189,SRR1030190,SRR1030191,SRR1030192,SRR1030193,SRR1030194,SRR1030195,SRR1030196,SRR1030197,SRR1030198,SRR1030199,SRR1030200,SRR1030201,SRR1030202,SRR1030203,SRR1030204,SRR1030205,SRR1030206,SRR1030207,SRR1030208,SRR1030209,SRR1030210,SRR1030211,SRR1030212,SRR1030213,SRR1030214,SRR1030215,SRR1030216,SRR1030217,SRR1030218,SRR1030219,SRR1030220,SRR1030221,SRR1030222,SRR1030223,SRR1030224,SRR1030225,SRR1030226,SRR1030227,SRR1030228,SRR1030229,SRR1030230,SRR1030231,SRR1030232,SRR1030233
SRP033220	sra	mouse	tissue	30	30	0.0	31662715	Antioxidants Accelerate Lung Cancer Progression in Mice	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/20/SRP033220/sra.gene_sums.SRP033220.M023.gz	SRR1034788,SRR1034789,SRR1034790,SRR1034791,SRR1034792,SRR1034794,SRR1034795,SRR1034796,SRR1034797,SRR1034798,SRR1034799,SRR1034800,SRR1034801,SRR1034802,SRR1034803,SRR1034804,SRR1034805,SRR1034806,SRR1034807,SRR1034808,SRR1034809,SRR1034810,SRR1034811,SRR1034812,SRR1034813,SRR1034814,SRR1034815,SRR1034816,SRR1034817,SRR1034793
SRP033407	sra	mouse	tissue	20	20	0.0	30730331	Inhibition of MEK and PI3K alone or in combination alters the transcriptome of the lung during TGFa-induced pulmonary fibrosis	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/07/SRP033407/sra.gene_sums.SRP033407.M023.gz	SRR1041124,SRR1041125,SRR1041128,SRR1041129,SRR1041130,SRR1041131,SRR1041132,SRR1041133,SRR1041134,SRR1041135,SRR1041136,SRR1041137,SRR1041138,SRR1041139,SRR1041140,SRR1041141,SRR1041142,SRR1041143,SRR1041126,SRR1041127
SRP039089	sra	mouse	tissue	12	12	0.0	36179023	RNA-seq based characterization of long non-coding RNA involved in respiratory viruses pathogenesis	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/89/SRP039089/sra.gene_sums.SRP039089.M023.gz	SRR1179943,SRR1179944,SRR1179945,SRR1179946,SRR1179947,SRR1179948,SRR1179949,SRR1179950,SRR1179951,SRR1179952,SRR1179953,SRR1179954
SRP040656	sra	mouse	tissue	15	15	0.0	16124417	Expression profiling by high throughput sequencing	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/56/SRP040656/sra.gene_sums.SRP040656.M023.gz	SRR1206329,SRR1206330,SRR1206331,SRR1206332,SRR1206333,SRR1206334,SRR1206335,SRR1206336,SRR1206337,SRR1206338,SRR1206339,SRR1206340,SRR1206341,SRR1206342,SRR1206343
SRP041749	sra	mouse	tissue	12	12	0.0	28382131	RNA-seq profiling of gene expression in Ezh2-deficient and control murine lung epithelial and stromal cell populations at day E16.5	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/49/SRP041749/sra.gene_sums.SRP041749.M023.gz	SRR1274134,SRR1274135,SRR1274136,SRR1274137,SRR1274138,SRR1274139,SRR1274140,SRR1274141,SRR1274142,SRR1274143,SRR1274144,SRR1274145
SRP041929	sra	mouse	tissue	34	34	0.0	31800345	RNAseq analysis of mouse lung transcriptome from allergic and non-allergic mice prior to and following lung Klebsiella pneumoniae infection	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/29/SRP041929/sra.gene_sums.SRP041929.M023.gz	SRR1284453,SRR1284455,SRR1284456,SRR1284457,SRR1284458,SRR1284459,SRR1284450,SRR1284451,SRR1284452,SRR1284454,SRR1284460,SRR1284461,SRR1284462,SRR1284463,SRR1284464,SRR1284465,SRR1284466,SRR1284467,SRR1284468,SRR1284469,SRR1284470,SRR1284471,SRR1284472,SRR1284473,SRR1284474,SRR1284475,SRR1284476,SRR1284477,SRR1284478,SRR1284479,SRR1284480,SRR1284481,SRR1284482,SRR1284483
SRP044940	sra	mouse	tissue	27	27	0.0	45916315	Transcriptome analysis of isolated stormal cells and tumor epithelial cells in mouse lung cancer by RNA-Seq	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/40/SRP044940/sra.gene_sums.SRP044940.M023.gz	SRR1528711,SRR1528712,SRR1528713,SRR1528714,SRR1528715,SRR1528716,SRR1528717,SRR1528718,SRR1528719,SRR1528720,SRR1528721,SRR1528722,SRR1528723,SRR1528724,SRR1528725,SRR1528726,SRR1528727,SRR1528728,SRR1528729,SRR1528730,SRR1528731,SRR1528732,SRR1528733,SRR1528734,SRR1528735,SRR1528736,SRR1528737
SRP046087	sra	mouse	tissue	36	36	0.0	9010924	Effect of in utero vitamin D deficiency on lung structure and function	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/87/SRP046087/sra.gene_sums.SRP046087.M023.gz	SRR1958795,SRR1958825,SRR1958826,SRR1958827,SRR1958828,SRR1958829,SRR1958830,SRR1958831,SRR1958832,SRR1958833,SRR1958834,SRR1958835,SRR1958838,SRR1958839,SRR1958841,SRR1958843,SRR1958844,SRR1958846,SRR1958848,SRR1958849,SRR1958850,SRR1958853,SRR1958854,SRR1958856,SRR1958858,SRR1958860,SRR1958861,SRR1958864,SRR1958866,SRR1958868,SRR1958870,SRR1958871,SRR1958873,SRR1958875,SRR1958876,SRR1958878
SRP051004	sra	mouse	tissue	21	21	0.0	20238484	RNA-Seq studies identify cancer-related genes differentially regulated during inflammation-driven lung tumorigenesis and modulated by chemopreventive agents	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/04/SRP051004/sra.gene_sums.SRP051004.M023.gz	SRR1700948,SRR1700949,SRR1700950,SRR1700951,SRR1700952,SRR1700953,SRR1700954,SRR1700955,SRR1700956,SRR1700957,SRR1700958,SRR1700959,SRR1700960,SRR1700961,SRR1700962,SRR1700965,SRR1700966,SRR1700963,SRR1700964,SRR1700967,SRR1700968
SRP058503	sra	mouse	tissue	28	28	0.0	44252843	KOMP Mouse Mutant Transcriptome Pilot	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/03/SRP058503/sra.gene_sums.SRP058503.M023.gz	SRR2033352,SRR2033357,SRR2033361,SRR2033366,SRR2033371,SRR2033373,SRR2033385,SRR2033406,SRR2033341,SRR2033390,SRR2033433,SRR2033446,SRR2033455,SRR2033472,SRR2033479,SRR2033485,SRR2033489,SRR2033495,SRR2033501,SRR2033511,SRR2033520,SRR2033527,SRR2033530,SRR2033533,SRR2033538,SRR2033544,SRR2033548,SRR2033551
SRP062213	sra	mouse	tissue	18	18	0.0	27848995	The mir-143-145 cluster plays a pro-tumorigenic role in lung adenocarcinoma by promoting neoangiogenesis	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/13/SRP062213/sra.gene_sums.SRP062213.M023.gz	SRR2153357,SRR2153358,SRR2153359,SRR2153360,SRR2153361,SRR2153362,SRR2153363,SRR2153364,SRR2153365,SRR2153366,SRR2153367,SRR2153368,SRR2153369,SRR2153370,SRR2153371,SRR2153372,SRR2153373,SRR2153374
SRP062249	sra	mouse	tissue	12	12	0.0	35920859	RNA-seq analysis of acute Rb1 deletion in adult mouse tissues	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/49/SRP062249/sra.gene_sums.SRP062249.M023.gz	SRR2154106,SRR2154107,SRR2154108,SRR2154109,SRR2154110,SRR2154111,SRR3178579,SRR3178580,SRR3178581,SRR3178582,SRR3178583,SRR3178584
SRP064420	sra	mouse	tissue	12	12	0.0	2994068	Engineered mammalian RNAi can elicit antiviral protection that negates the requirement for the interferon response	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/20/SRP064420/sra.gene_sums.SRP064420.M023.gz	SRR2550650,SRR2550651,SRR2550652,SRR2550653,SRR2550654,SRR2550655,SRR2550656,SRR2550657,SRR2550658,SRR2550659,SRR2550660,SRR2550661
SRP067636	sra	mouse	tissue	248	248	0.0	11405912	Integration of RNA-seq transcriptomics with metabolomics in mouse model of cigarette smoke exposure	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/36/SRP067636/sra.gene_sums.SRP067636.M023.gz	SRR3037679,SRR3037680,SRR3037681,SRR3037682,SRR3037683,SRR3037684,SRR3037685,SRR3037686,SRR3037687,SRR3037688,SRR3037689,SRR3037690,SRR3037691,SRR3037692,SRR3037693,SRR3037694,SRR3037695,SRR3037696,SRR3037697,SRR3037698,SRR3037701,SRR3037702,SRR3037703,SRR3037704,SRR3037705,SRR3037631,SRR3037632,SRR3037633,SRR3037634,SRR3037635,SRR3037636,SRR3037637,SRR3037639,SRR3037640,SRR3037655,SRR3037656,SRR3037657,SRR3037658,SRR3037659,SRR3037660,SRR3037661,SRR3037662,SRR3037663,SRR3037668,SRR3037669,SRR3037670,SRR3037671,SRR3037672,SRR3037673,SRR3037674,SRR3037675,SRR3037676,SRR3037677,SRR3037678,SRR3037699,SRR3037700,SRR3037706,SRR3037707,SRR3037708,SRR3037709,SRR3037711,SRR3037712,SRR3037714,SRR3037715,SRR3037717,SRR3037718,SRR3037720,SRR3037721,SRR3037723,SRR3037724,SRR3037726,SRR3037727,SRR3037729,SRR3037730,SRR3037732,SRR3037735,SRR3037736,SRR3037738,SRR3037739,SRR3037741,SRR3037742,SRR3037744,SRR3037754,SRR3037756,SRR3037757,SRR3037759,SRR3037760,SRR3037762,SRR3037763,SRR3037765,SRR3037766,SRR3037768,SRR3037769,SRR3037771,SRR3037772,SRR3037774,SRR3037775,SRR3037776,SRR3037777,SRR3037778,SRR3037779,SRR3037781,SRR3037782,SRR3037783,SRR3037784,SRR3037785,SRR3037786,SRR3037787,SRR3037788,SRR3037811,SRR3037812,SRR3037813,SRR3037814,SRR3037815,SRR3037826,SRR3037829,SRR3037830,SRR3037833,SRR3037834,SRR3037841,SRR3037844,SRR3037845,SRR3037846,SRR3037847,SRR3037848,SRR3037849,SRR3037850,SRR3037851,SRR3037852,SRR3037853,SRR3037854,SRR3037855,SRR3037856,SRR3037857,SRR3037858,SRR3037859,SRR3037860,SRR3037861,SRR3037862,SRR3037863,SRR3037864,SRR3037865,SRR3037866,SRR3037867,SRR3037868,SRR3037869,SRR3037870,SRR3037871,SRR3037872,SRR3037873,SRR3037874,SRR3037875,SRR3037876,SRR3037877,SRR3037878,SRR3037879,SRR3037880,SRR3037881,SRR3037882,SRR3037883,SRR3037884,SRR3037885,SRR3037886,SRR3037887,SRR3037888,SRR3037889,SRR3037890,SRR3037891,SRR3037892,SRR3037893,SRR3037894,SRR3037638,SRR3037641,SRR3037642,SRR3037643,SRR3037644,SRR3037645,SRR3037646,SRR3037647,SRR3037648,SRR3037649,SRR3037650,SRR3037651,SRR3037652,SRR3037653,SRR3037654,SRR3037664,SRR3037665,SRR3037666,SRR3037667,SRR3037733,SRR3037745,SRR3037747,SRR3037748,SRR3037750,SRR3037751,SRR3037753,SRR3037780,SRR3037789,SRR3037790,SRR3037791,SRR3037792,SRR3037793,SRR3037794,SRR3037795,SRR3037796,SRR3037797,SRR3037798,SRR3037799,SRR3037800,SRR3037801,SRR3037802,SRR3037803,SRR3037804,SRR3037805,SRR3037806,SRR3037807,SRR3037808,SRR3037809,SRR3037810,SRR3037816,SRR3037817,SRR3037818,SRR3037819,SRR3037820,SRR3037821,SRR3037822,SRR3037823,SRR3037824,SRR3037825,SRR3037827,SRR3037828,SRR3037831,SRR3037832,SRR3037835,SRR3037836,SRR3037837,SRR3037838,SRR3037839,SRR3037840,SRR3037842,SRR3037843,SRR3037895,SRR3037896,SRR3037897,SRR3037898,SRR3037899,SRR3037900
SRP069826	sra	mouse	tissue	24	24	0.0	5680358	Club cells surviving influenza A virus infection induce temporary non-specific anti-viral immunity	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/26/SRP069826/sra.gene_sums.SRP069826.M023.gz	SRR3157739,SRR3157740,SRR3157741,SRR3157742,SRR3157743,SRR3157755,SRR3157756,SRR3157757,SRR3157758,SRR3157713,SRR3157714,SRR3157715,SRR3157716,SRR3157744,SRR3157745,SRR3157746,SRR3157747,SRR3157748,SRR3157749,SRR3157750,SRR3157751,SRR3157752,SRR3157753,SRR3157754
SRP070847	sra	mouse	tissue	36	36	0.0	13983019	Comparing sorted immune cell populations of PD1-treated (resistant) and untreated tumors from EGFR and KRAS models of mouse tumors	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/47/SRP070847/sra.gene_sums.SRP070847.M023.gz	SRR3193134,SRR3193136,SRR3193138,SRR3193139,SRR3193140,SRR3193141,SRR3193267,SRR3193268,SRR3193269,SRR3193270,SRR3193271,SRR3193272,SRR3193273,SRR3193274,SRR3193275,SRR3193276,SRR3193277,SRR3193278,SRR3193279,SRR3193280,SRR3193281,SRR3193282,SRR3193142,SRR3193143,SRR3193203,SRR3193204,SRR3193205,SRR3193206,SRR3193207,SRR3193208,SRR3193209,SRR3193210,SRR3193212,SRR3194826,SRR3194827,SRR3193843
SRP071214	sra	mouse	tissue	20	20	0.0	35259346	Sox2 is the determining oncogenic switch in promoting lung squamous cell carcinoma from different cells-of-origin	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/14/SRP071214/sra.gene_sums.SRP071214.M023.gz	SRR3746167,SRR3746168,SRR3746169,SRR3746170,SRR3746171,SRR3746172,SRR3746173,SRR3207360,SRR3746160,SRR3746161,SRR3746162,SRR3746163,SRR3746164,SRR3746165,SRR3746166,SRR3207357,SRR3207358,SRR3207359,SRR3207361,SRR3207362
SRP073062	sra	mouse	tissue	19	19	0.0	26447014	Etv5 target genes in AT2 cells and mouse lung	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/62/SRP073062/sra.gene_sums.SRP073062.M023.gz	SRR3353499,SRR3353500,SRR3353501,SRR3353502,SRR3353503,SRR3353494,SRR3353495,SRR3353496,SRR3353497,SRR3353498,SRR3353504,SRR3353505,SRR3353506,SRR3353507,SRR3353508,SRR3353509,SRR3353510,SRR3353511,SRR3353512
SRP073063	sra	mouse	tissue	12	12	0.0	24079069	Etv target genes in mouse alveolar type II cells	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/63/SRP073063/sra.gene_sums.SRP073063.M023.gz	SRR3353515,SRR3353516,SRR3353517,SRR3353518,SRR3353520,SRR3353521,SRR3353522,SRR3353523,SRR3353524,SRR3353525,SRR3353526,SRR3353527
SRP076940	sra	mouse	tissue	12	12	0.0	37453288	Transcriptional profiling of mouse embryonic tissues with Firre deletion	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/40/SRP076940/sra.gene_sums.SRP076940.M023.gz	SRR3710851,SRR3710855,SRR3710844,SRR3710845,SRR3710846,SRR3710847,SRR3710848,SRR3710849,SRR3710850,SRR3710852,SRR3710853,SRR3710854
SRP077873	sra	mouse	tissue	12	12	0.0	15998565	Transcriptome analysis of mouse lung epithelial cells	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/73/SRP077873/sra.gene_sums.SRP077873.M023.gz	SRR3742605,SRR3742606,SRR3742607,SRR3742608,SRR3742609,SRR3742610,SRR3742611,SRR3742612,SRR3742613,SRR3742614,SRR3742615,SRR3742616
SRP078563	sra	mouse	tissue	19	19	0.0	36629662	Unbiased genomic analysis of multiple stages of lung cancer development	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/63/SRP078563/sra.gene_sums.SRP078563.M023.gz	SRR3924347,SRR3924354,SRR3924369,SRR3924370,SRR3924319,SRR3924320,SRR3924324,SRR3924325,SRR3924327,SRR3924328,SRR3924331,SRR3924334,SRR3924335,SRR3924338,SRR3924339,SRR3924342,SRR3924343,SRR3924349,SRR3924353
SRP083956	sra	mouse	tissue	12	12	0.0	39487154	Profiling of gene expression in lung tissue in C57Bl/6 and DBA/2 mouse strains following exposure to carbon nanotubes	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/56/SRP083956/sra.gene_sums.SRP083956.M023.gz	SRR4114354,SRR4114355,SRR4114356,SRR4114357,SRR4114358,SRR4114359,SRR4114360,SRR4114361,SRR4114362,SRR4114363,SRR4114364,SRR4114365
SRP087741	sra	mouse	tissue	24	24	0.0	40951913	Mouse strain-specific chromatin and transcriptional states modulate the DNA-damage response to an inhalational carcinogen	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/41/SRP087741/sra.gene_sums.SRP087741.M023.gz	SRR4216951,SRR4216952,SRR4216953,SRR4216954,SRR4216955,SRR4216956,SRR4216964,SRR4216966,SRR4216968,SRR4216970,SRR4216971,SRR4216972,SRR4216973,SRR4216957,SRR4216958,SRR4216959,SRR4216960,SRR4216961,SRR4216962,SRR4216963,SRR4216965,SRR4216967,SRR4216969,SRR4216974
SRP092906	sra	mouse	tissue	14	14	0.0	21109904	Comparison of gene expression patterns of two SCLC genetically-engineered mouse models; Rb1 floxed, Trp53 floxed, LSL-Myc T58A-IRES-Luc vs. Rb1 floxed, Trp53 floxed, Rbl2 (p130) floxed	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/06/SRP092906/sra.gene_sums.SRP092906.M023.gz	SRR5004933,SRR5004934,SRR5004935,SRR5004936,SRR5004937,SRR5004938,SRR5004939,SRR5004940,SRR5004941,SRR5004942,SRR5004943,SRR5004944,SRR5004945,SRR5004946
SRP093731	sra	mouse	tissue	15	15	0.0	26275268	Transmural pressure is a master regulator of airway branching morphogenesis	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/31/SRP093731/sra.gene_sums.SRP093731.M023.gz	SRR5044703,SRR5044704,SRR5044705,SRR5044706,SRR5044707,SRR5044708,SRR5044709,SRR5044710,SRR5044711,SRR5044712,SRR5044713,SRR5044714,SRR5044715,SRR5044716,SRR5044717
SRP094963	sra	mouse	tissue	12	12	0.0	28925105	Genetic disruption of oncogenic Kras sensitizes lung cancer cells to Fas receptor-mediated apoptosis	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/63/SRP094963/sra.gene_sums.SRP094963.M023.gz	SRR5099550,SRR5099551,SRR5099552,SRR5099553,SRR5099554,SRR5099555,SRR5099556,SRR5099557,SRR5099558,SRR5099559,SRR5099560,SRR5099561
SRP094984	sra	mouse	tissue	22	22	0.0	16039160	The NANCI-Nkx2.1 gene duplex buffers Nkx2.1 expression to maintain lung development and homeostasis	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/84/SRP094984/sra.gene_sums.SRP094984.M023.gz	SRR5100213,SRR5100215,SRR5100216,SRR5100217,SRR5100218,SRR5100198,SRR5100199,SRR5100200,SRR5100201,SRR5100202,SRR5100203,SRR5100204,SRR5100205,SRR5100206,SRR5100207,SRR5100208,SRR5100209,SRR5100210,SRR5100211,SRR5100212,SRR5100214,SRR5100219
SRP095617	sra	mouse	tissue	188	188	0.0	2186691	Impact of control interventions on lung gene expression in post-natal lung development	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/17/SRP095617/sra.gene_sums.SRP095617.M023.gz	SRR5129743,SRR5129744,SRR5129745,SRR5129746,SRR5129747,SRR5129748,SRR5129749,SRR5129750,SRR5129751,SRR5129752,SRR5129753,SRR5129754,SRR5129755,SRR5129756,SRR5129757,SRR5129758,SRR5129761,SRR5129762,SRR5129763,SRR5129764,SRR5129765,SRR5129766,SRR5129767,SRR5129768,SRR5129769,SRR5129770,SRR5129773,SRR5129774,SRR5129776,SRR5129777,SRR5129778,SRR5129779,SRR5129895,SRR5129896,SRR5129732,SRR5129733,SRR5129734,SRR5129735,SRR5129736,SRR5129737,SRR5129738,SRR5129739,SRR5129740,SRR5129741,SRR5129742,SRR5129759,SRR5129760,SRR5129771,SRR5129772,SRR5129775,SRR5129780,SRR5129781,SRR5129782,SRR5129783,SRR5129784,SRR5129785,SRR5129786,SRR5129787,SRR5129788,SRR5129789,SRR5129790,SRR5129791,SRR5129792,SRR5129793,SRR5129794,SRR5129795,SRR5129796,SRR5129797,SRR5129798,SRR5129799,SRR5129800,SRR5129801,SRR5129802,SRR5129803,SRR5129804,SRR5129805,SRR5129806,SRR5129807,SRR5129808,SRR5129809,SRR5129810,SRR5129811,SRR5129812,SRR5129813,SRR5129814,SRR5129815,SRR5129816,SRR5129817,SRR5129818,SRR5129819,SRR5129820,SRR5129821,SRR5129822,SRR5129823,SRR5129824,SRR5129825,SRR5129826,SRR5129827,SRR5129828,SRR5129829,SRR5129830,SRR5129831,SRR5129832,SRR5129833,SRR5129834,SRR5129835,SRR5129836,SRR5129837,SRR5129838,SRR5129839,SRR5129840,SRR5129841,SRR5129842,SRR5129843,SRR5129844,SRR5129845,SRR5129846,SRR5129847,SRR5129848,SRR5129849,SRR5129850,SRR5129851,SRR5129852,SRR5129853,SRR5129854,SRR5129855,SRR5129856,SRR5129857,SRR5129858,SRR5129859,SRR5129860,SRR5129861,SRR5129862,SRR5129863,SRR5129864,SRR5129865,SRR5129866,SRR5129867,SRR5129868,SRR5129869,SRR5129870,SRR5129871,SRR5129872,SRR5129873,SRR5129874,SRR5129875,SRR5129876,SRR5129877,SRR5129878,SRR5129879,SRR5129880,SRR5129881,SRR5129882,SRR5129883,SRR5129884,SRR5129885,SRR5129886,SRR5129887,SRR5129888,SRR5129889,SRR5129890,SRR5129891,SRR5129892,SRR5129893,SRR5129894,SRR5129897,SRR5129898,SRR5129899,SRR5129900,SRR5129901,SRR5129902,SRR5129903,SRR5129904,SRR5129905,SRR5129906,SRR5129907,SRR5129908,SRR5129909,SRR5129910,SRR5129911,SRR5129912,SRR5129913,SRR5129914,SRR5129915,SRR5129916,SRR5129917,SRR5129918,SRR5129919
SRP098606	sra	mouse	tissue	24	24	0.0	6049140	Sin3a regulates epithelial progenitor cell fate during lung development	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/06/SRP098606/sra.gene_sums.SRP098606.M023.gz	SRR5219022,SRR5219025,SRR5219026,SRR5219023,SRR5219024,SRR5219027,SRR5219028,SRR5219029,SRR5219030,SRR5219031,SRR5219032,SRR5219033,SRR5219034,SRR5219035,SRR5219036,SRR5219037,SRR5219038,SRR5219039,SRR5219040,SRR5219041,SRR5219042,SRR5219043,SRR5219044,SRR5219045
SRP103831	sra	mouse	tissue	14	14	0.0	39237920	A versatile drug delivery system targeting senescent cells	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/31/SRP103831/sra.gene_sums.SRP103831.M023.gz	SRR5444929,SRR5444930,SRR5444931,SRR5444932,SRR5444933,SRR5444934,SRR5444935,SRR5444936,SRR5444937,SRR5444938,SRR5444939,SRR5444940,SRR5444941,SRR5444942
SRP103932	sra	mouse	tissue	22	22	0.0	19065129	Sex-specific differences in the pulmonary transcriptome in neonatal hyperoxic lung injury	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/32/SRP103932/sra.gene_sums.SRP103932.M023.gz	SRR5448477,SRR5448478,SRR5448479,SRR5448480,SRR5448481,SRR5448482,SRR5448483,SRR5448484,SRR5448485,SRR5448486,SRR5448487,SRR5448488,SRR5448489,SRR5448490,SRR5448491,SRR5448492,SRR5448493,SRR5448494,SRR5448495,SRR5448496,SRR5448498,SRR5448497
SRP106312	sra	mouse	tissue	14	14	0.0	48063739	Transcriptional profile of TL1A transgenic mice	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/12/SRP106312/sra.gene_sums.SRP106312.M023.gz	SRR5500816,SRR5500817,SRR5500818,SRR5500819,SRR5500820,SRR5500821,SRR5500822,SRR5500823,SRR5500824,SRR5500825,SRR5500826,SRR5500827,SRR5500828,SRR5500829
