project	organism	n_runs_total	n_runs_lung_selected	n_runs_lung_rnaseq	selection_basis	lung_run_frac	study_level_lung	n_tissue	n_cell_line	n_culture_organoid	n_sorted_or_fluid	single_cell_frac	median_spots	study_title	selected_runs
SRP188525	mouse	6	6	6	run_level	1.0	True	6	0	0	0	0.0	63492262	Comparative transcription profiling of mRNA and lncRNA related to C75 effect on pulmonary arterial hypertension	SRR8733161,SRR8733166,SRR8733162,SRR8733163,SRR8733164,SRR8733165
SRP188673	mouse	29	29	29	run_level	1.0	True	29	0	0	0	0.0	18586122	A time course study by mRNA Sequencing to identify transcriptional changes in mice lung development	SRR8741863,SRR8741864,SRR8741865,SRR8741866,SRR8741867,SRR8741868,SRR8741869,SRR8741870,SRR8741871,SRR8741872,SRR8741873,SRR8741874,SRR8741875,SRR8741876,SRR8741877,SRR8741878,SRR8741879,SRR8741880,SRR8741881,SRR8741882,SRR8741883,SRR8741884,SRR8741885,SRR8741886,SRR8741887,SRR8741888,SRR8741889,SRR8741890,SRR8741891
SRP188801	mouse	8	8	8	run_level	1.0	True	0	8	0	0	0.0	18769240	RB constrains lineage fidelity and multiple stages of tumour progression and metastasis	SRR8749658,SRR8749659,SRR8749660,SRR8749661,SRR8749662,SRR8749663,SRR8749664,SRR8749665
SRP189776	mouse	8	8	8	run_level	1.0	True	8	0	0	0	0.0	30682797	Lack of whey acidic protein (WAP) four-disulfide core domain protease inhibitor 2 (WFDC2) causes neonatal death from respiratory failure in mice	SRR8799873,SRR8799874,SRR8799875,SRR8799876,SRR8799877,SRR8799878,SRR8799879,SRR8799880
SRP189897	mouse	11	11	11	run_level	1.0	True	11	0	0	0	0.0	35322733	Microbiota-driven transcription signatures in lung stroma cells	SRR8816181,SRR8816182,SRR8816183,SRR8816184,SRR8816185,SRR8816186,SRR8816187,SRR8816188,SRR8816189,SRR8816190,SRR8816191
SRP189956	mouse	12	12	12	run_level	1.0	True	0	0	0	12	0.0	43894784	IL-21/type I interferon interplay regulates neutrophil-dependent innate immune responses to Staphylococcus aureus	SRR8820585,SRR8820588,SRR8820589,SRR8820581,SRR8820582,SRR8820583,SRR8820584,SRR8820586,SRR8820587,SRR8820590,SRR8820591,SRR8820592
SRP190841	mouse	15	6	6	run_level	0.4	True	0	0	0	6	0.0	61804634	Immune homeostasis and regulation of the Interferon pathway require myeloid-derived Regnase-3	SRR8890956,SRR8890957,SRR8890958,SRR8890959,SRR8890960,SRR8890961
SRP190891	mouse	8	8	8	run_level	1.0	True	0	0	8	0	0.0	41360049	Cooperative adaptation to therapy (CAT) confers resistance in heterogeneous non-small cell lung cancer	SRR8856369,SRR8856370,SRR8856371,SRR8856372,SRR8856373,SRR8856374,SRR8856375,SRR8856376
SRP191041	mouse	12	12	12	study_level	0.0	True	0	12	0	0	0.0	8160621	An evolutionarily conserved function of polycomb silences the MHC class I antigen presentation pathway and enables immune evasion in cancer [RNA-Seq]	SRR8858601,SRR8858602,SRR8858603,SRR8858604,SRR8858605,SRR8858606,SRR8858607,SRR8858608,SRR8858609,SRR8858610,SRR8858611,SRR8858612
SRP191356	mouse	6	6	6	run_level	1.0	True	6	0	0	0	0.0	50881710	Bronchioalveolar stem cells are a main source for regeneration of distal lung epithelia	SRR8863812,SRR8863813,SRR8863814,SRR8863815,SRR8863816,SRR8863817
SRP191445	mouse	10	10	10	run_level	1.0	True	10	0	0	0	0.0	32486510	RNAseq of NTCU-induced mouse lung squamous cell carcinoma	SRR8867294,SRR8867295,SRR8867296,SRR8867297,SRR8867298,SRR8867299,SRR8867300,SRR8867301,SRR8867302,SRR8867303
