gate	site	denom	min_mal	predictor	outcome	test	n_patients	rho	p	n_q1	n_q4	median_q1	median_q4	delta_q4_minus_q1	reference_only	eligible
epi	no_mBrain	all_tumor_in_site	20	tac_pct	T_frac	spearman	22	-0.24223602484472054	0.27741495432256286						False	True
epi	no_mBrain	all_tumor_in_site	20	tac_pct	T_frac	q4q1_mannwhitney	22	-0.2222222222222222	0.5887445887445888	6.0	6.0	0.38494160846531433	0.30557981546189045	-0.07936179300342389	False	True
epi	no_mBrain	all_tumor_in_site	20	tac_pct	T_of_immune	spearman	22	-0.03896103896103897	0.8633265562067404						False	True
epi	no_mBrain	all_tumor_in_site	20	tac_pct	T_of_immune	q4q1_mannwhitney	22	0.05555555555555558	0.9372294372294373	6.0	6.0	0.4383919175331231	0.43397483753026866	-0.0044170800028544566	False	True
epi	no_mBrain	all_tumor_in_site	20	tac_pct	CD8_frac	spearman	22	-0.17560700169395824	0.4343942806229535						False	True
epi	no_mBrain	all_tumor_in_site	20	tac_pct	CD8_frac	q4q1_mannwhitney	22	-0.16666666666666663	0.6991341991341992	6.0	6.0	0.098059015487446	0.08445574637355147	-0.013603269113894534	False	True
epi	no_mBrain	all_tumor_in_site	20	tac_pct	CD8_of_immune	spearman	22	-0.051383399209486175	0.8203531110821479						False	True
epi	no_mBrain	all_tumor_in_site	20	tac_pct	CD8_of_immune	q4q1_mannwhitney	22	0.0	1.0	6.0	6.0	0.11723773486843564	0.11563083240014932	-0.0016069024682863198	False	True
epi	no_mBrain	all_tumor_in_site	20	tac_pct	cyto_frac	spearman	22	-0.34161490683229817	0.11970214821095865						False	True
epi	no_mBrain	all_tumor_in_site	20	tac_pct	cyto_frac	q4q1_mannwhitney	22	-0.38888888888888884	0.30952380952380953	6.0	6.0	0.008816562241827943	0.006596240184376155	-0.0022203220574517884	False	True
epi	no_mBrain	all_tumor_in_site	20	tac_pct	exh_frac	spearman	22	0.18577075098814233	0.4078283225303841						False	False
epi	no_mBrain	all_tumor_in_site	20	tac_pct	exh_frac	q4q1_mannwhitney	22	0.5555555555555556	0.13203463203463203	6.0	6.0	0.010972800038819805	0.048389001349527665	0.03741620131070786	False	False
epi	no_mBrain	all_tumor_in_site	20	tac_pct	TNK_frac	spearman	22	-0.29531338226990406	0.1821131852004085						True	False
epi	no_mBrain	all_tumor_in_site	20	tac_pct	TNK_frac	q4q1_mannwhitney	22	-0.33333333333333337	0.3939393939393939	6.0	6.0	0.4419503807454642	0.3377219429078979	-0.1042284378375663	True	False
epi	no_mBrain	all_tumor_in_site	20	tac_pct2	T_frac	spearman	22	-0.1202710333145116	0.5939407703391391						False	True
epi	no_mBrain	all_tumor_in_site	20	tac_pct2	T_frac	q4q1_mannwhitney	22	0.11111111111111116	0.8181818181818182	6.0	6.0	0.38494160846531433	0.4405769973915563	0.05563538892624198	False	False
epi	no_mBrain	all_tumor_in_site	20	tac_pct2	T_of_immune	spearman	22	0.015245623941276118	0.9463127607520941						False	False
epi	no_mBrain	all_tumor_in_site	20	tac_pct2	T_of_immune	q4q1_mannwhitney	22	0.2777777777777777	0.48484848484848486	6.0	6.0	0.4383919175331231	0.5260722993934952	0.08768038186037208	False	False
epi	no_mBrain	all_tumor_in_site	20	tac_pct2	CD8_frac	spearman	22	-0.1326933935629588	0.5560825858858706						False	True
epi	no_mBrain	all_tumor_in_site	20	tac_pct2	CD8_frac	q4q1_mannwhitney	22	-0.05555555555555558	0.9372294372294373	6.0	6.0	0.098059015487446	0.08445574637355147	-0.013603269113894534	False	True
epi	no_mBrain	all_tumor_in_site	20	tac_pct2	CD8_of_immune	spearman	22	-0.07171089779785433	0.7511458887213621						False	True
epi	no_mBrain	all_tumor_in_site	20	tac_pct2	CD8_of_immune	q4q1_mannwhitney	22	0.0	1.0	6.0	6.0	0.11723773486843564	0.11563083240014932	-0.0016069024682863198	False	True
epi	no_mBrain	all_tumor_in_site	20	tac_pct2	cyto_frac	spearman	22	-0.313382269904009	0.15556075193656094						False	True
epi	no_mBrain	all_tumor_in_site	20	tac_pct2	cyto_frac	q4q1_mannwhitney	22	-0.38888888888888884	0.30952380952380953	6.0	6.0	0.008816562241827943	0.006596240184376155	-0.0022203220574517884	False	True
epi	no_mBrain	all_tumor_in_site	20	tac_pct2	exh_frac	spearman	22	0.21964991530208924	0.32601325111651935						False	False
epi	no_mBrain	all_tumor_in_site	20	tac_pct2	exh_frac	q4q1_mannwhitney	22	0.7222222222222223	0.04112554112554113	6.0	6.0	0.010972800038819805	0.048389001349527665	0.03741620131070786	False	False
epi	no_mBrain	all_tumor_in_site	20	tac_pct2	TNK_frac	spearman	22	-0.16205533596837948	0.47120361330902377						True	False
epi	no_mBrain	all_tumor_in_site	20	tac_pct2	TNK_frac	q4q1_mannwhitney	22	-0.05555555555555558	0.9372294372294373	6.0	6.0	0.4419503807454642	0.45592917031837227	0.013978789572908046	True	False
epi	no_mBrain	all_tumor_in_site	20	tac_mean	T_frac	spearman	22	-0.025409373235460195	0.9106320314075295						False	True
epi	no_mBrain	all_tumor_in_site	20	tac_mean	T_frac	q4q1_mannwhitney	22	0.05555555555555558	0.9372294372294373	6.0	6.0	0.4320682204647588	0.4388183332898774	0.006750112825118615	False	False
epi	no_mBrain	all_tumor_in_site	20	tac_mean	T_of_immune	spearman	22	0.11914172783738003	0.5974355927153715						False	False
epi	no_mBrain	all_tumor_in_site	20	tac_mean	T_of_immune	q4q1_mannwhitney	22	0.38888888888888884	0.30952380952380953	6.0	6.0	0.4733758336756243	0.5514310088513645	0.07805517517574023	False	False
epi	no_mBrain	all_tumor_in_site	20	tac_mean	CD8_frac	spearman	22	-0.16205533596837948	0.47120361330902377						False	True
epi	no_mBrain	all_tumor_in_site	20	tac_mean	CD8_frac	q4q1_mannwhitney	22	-0.38888888888888884	0.30952380952380953	6.0	6.0	0.15338474284621756	0.08777154509523659	-0.06561319775098097	False	True
epi	no_mBrain	all_tumor_in_site	20	tac_mean	CD8_of_immune	spearman	22	-0.1485036702428007	0.509537703044494						False	True
epi	no_mBrain	all_tumor_in_site	20	tac_mean	CD8_of_immune	q4q1_mannwhitney	22	-0.33333333333333337	0.3939393939393939	6.0	6.0	0.1815821823323699	0.11658480376181386	-0.06499737857055603	False	True
epi	no_mBrain	all_tumor_in_site	20	tac_mean	cyto_frac	spearman	22	-0.2603049124788256	0.24201079068326722						False	True
epi	no_mBrain	all_tumor_in_site	20	tac_mean	cyto_frac	q4q1_mannwhitney	22	-0.4444444444444444	0.24025974025974026	6.0	6.0	0.01668379094510701	0.008777139993778677	-0.007906650951328333	False	True
epi	no_mBrain	all_tumor_in_site	20	tac_mean	exh_frac	spearman	22	0.18125352907961606	0.41952329103344255						False	False
epi	no_mBrain	all_tumor_in_site	20	tac_mean	exh_frac	q4q1_mannwhitney	22	0.33333333333333326	0.3939393939393939	6.0	6.0	0.01846148555746355	0.025978100986806384	0.007516615429342833	False	False
epi	no_mBrain	all_tumor_in_site	20	tac_mean	TNK_frac	spearman	22	-0.10897797854319595	0.6292681723906856						True	False
epi	no_mBrain	all_tumor_in_site	20	tac_mean	TNK_frac	q4q1_mannwhitney	22	-0.05555555555555558	0.9372294372294373	6.0	6.0	0.48315100763083374	0.49620745717908166	0.013056449548247917	True	False
epi	no_mBrain	all_tumor_in_site	50	tac_pct	T_frac	spearman	21	-0.3246753246753247	0.15100567594389835						False	True
epi	no_mBrain	all_tumor_in_site	50	tac_pct	T_frac	q4q1_mannwhitney	21	-0.06666666666666665	0.9307359307359306	6.0	5.0	0.38494160846531433	0.3243358129649309	-0.06060579550038342	False	True
epi	no_mBrain	all_tumor_in_site	50	tac_pct	T_of_immune	spearman	21	-0.0935064935064935	0.6868397848627376						False	True
epi	no_mBrain	all_tumor_in_site	50	tac_pct	T_of_immune	q4q1_mannwhitney	21	0.1333333333333333	0.7922077922077921	6.0	5.0	0.4383919175331231	0.4509456264775414	0.012553708944418263	False	False
epi	no_mBrain	all_tumor_in_site	50	tac_pct	CD8_frac	spearman	21	-0.18441558441558442	0.42356621430502056						False	True
epi	no_mBrain	all_tumor_in_site	50	tac_pct	CD8_frac	q4q1_mannwhitney	21	-0.1333333333333333	0.7922077922077921	6.0	5.0	0.098059015487446	0.09819341126461212	0.0001343957771661186	False	False
epi	no_mBrain	all_tumor_in_site	50	tac_pct	CD8_of_immune	spearman	21	-0.044155844155844164	0.8492705803407119						False	True
epi	no_mBrain	all_tumor_in_site	50	tac_pct	CD8_of_immune	q4q1_mannwhitney	21	0.06666666666666665	0.9307359307359306	6.0	5.0	0.11723773486843564	0.13652482269503546	0.019287087826599825	False	False
epi	no_mBrain	all_tumor_in_site	50	tac_pct	cyto_frac	spearman	21	-0.3194805194805195	0.15803468713885824						False	True
epi	no_mBrain	all_tumor_in_site	50	tac_pct	cyto_frac	q4q1_mannwhitney	21	-0.33333333333333337	0.42857142857142855	6.0	5.0	0.008816562241827943	0.0067147475752300425	-0.0021018146665979006	False	True
epi	no_mBrain	all_tumor_in_site	50	tac_pct	exh_frac	spearman	21	0.1922077922077922	0.4038885272768977						False	False
epi	no_mBrain	all_tumor_in_site	50	tac_pct	exh_frac	q4q1_mannwhitney	21	0.46666666666666656	0.24675324675324672	6.0	5.0	0.010972800038819805	0.0625	0.051527199961180194	False	False
epi	no_mBrain	all_tumor_in_site	50	tac_pct	TNK_frac	spearman	21	-0.36883116883116884	0.09990670544494931						True	False
epi	no_mBrain	all_tumor_in_site	50	tac_pct	TNK_frac	q4q1_mannwhitney	21	-0.19999999999999996	0.6623376623376623	6.0	5.0	0.4419503807454642	0.3466524973432519	-0.09529788340221235	True	False
epi	no_mBrain	all_tumor_in_site	50	tac_pct2	T_frac	spearman	21	-0.24285714285714283	0.28880425437585355						False	True
epi	no_mBrain	all_tumor_in_site	50	tac_pct2	T_frac	q4q1_mannwhitney	21	-0.06666666666666665	0.9307359307359306	6.0	5.0	0.38494160846531433	0.3243358129649309	-0.06060579550038342	False	True
epi	no_mBrain	all_tumor_in_site	50	tac_pct2	T_of_immune	spearman	21	-0.07012987012987014	0.7625997832797398						False	True
epi	no_mBrain	all_tumor_in_site	50	tac_pct2	T_of_immune	q4q1_mannwhitney	21	0.1333333333333333	0.7922077922077921	6.0	5.0	0.4383919175331231	0.4509456264775414	0.012553708944418263	False	False
epi	no_mBrain	all_tumor_in_site	50	tac_pct2	CD8_frac	spearman	21	-0.125974025974026	0.5863643592427876						False	True
epi	no_mBrain	all_tumor_in_site	50	tac_pct2	CD8_frac	q4q1_mannwhitney	21	0.0	1.0	6.0	5.0	0.098059015487446	0.09819341126461212	0.0001343957771661186	False	False
epi	no_mBrain	all_tumor_in_site	50	tac_pct2	CD8_of_immune	spearman	21	-0.029870129870129873	0.8977307350801783						False	True
epi	no_mBrain	all_tumor_in_site	50	tac_pct2	CD8_of_immune	q4q1_mannwhitney	21	0.06666666666666665	0.9307359307359306	6.0	5.0	0.11723773486843564	0.13652482269503546	0.019287087826599825	False	False
epi	no_mBrain	all_tumor_in_site	50	tac_pct2	cyto_frac	spearman	21	-0.2506493506493506	0.2731235283481196						False	True
epi	no_mBrain	all_tumor_in_site	50	tac_pct2	cyto_frac	q4q1_mannwhitney	21	-0.2666666666666667	0.5367965367965368	6.0	5.0	0.008816562241827943	0.0067147475752300425	-0.0021018146665979006	False	True
epi	no_mBrain	all_tumor_in_site	50	tac_pct2	exh_frac	spearman	21	0.24415584415584415	0.286152904374841						False	False
epi	no_mBrain	all_tumor_in_site	50	tac_pct2	exh_frac	q4q1_mannwhitney	21	0.8	0.030303030303030304	6.0	5.0	0.010972800038819805	0.0625	0.051527199961180194	False	False
epi	no_mBrain	all_tumor_in_site	50	tac_pct2	TNK_frac	spearman	21	-0.2714285714285714	0.23397427165138135						True	False
epi	no_mBrain	all_tumor_in_site	50	tac_pct2	TNK_frac	q4q1_mannwhitney	21	-0.19999999999999996	0.6623376623376623	6.0	5.0	0.4419503807454642	0.3466524973432519	-0.09529788340221235	True	False
epi	no_mBrain	all_tumor_in_site	50	tac_mean	T_frac	spearman	21	-0.14155844155844155	0.5404880300232261						False	True
epi	no_mBrain	all_tumor_in_site	50	tac_mean	T_frac	q4q1_mannwhitney	21	-0.1333333333333333	0.7922077922077921	6.0	5.0	0.4320682204647588	0.43753648569760656	0.005468265232847769	False	False
epi	no_mBrain	all_tumor_in_site	50	tac_mean	T_of_immune	spearman	21	0.04935064935064935	0.8317685534433151						False	False
epi	no_mBrain	all_tumor_in_site	50	tac_mean	T_of_immune	q4q1_mannwhitney	21	0.2666666666666666	0.5367965367965368	6.0	5.0	0.4733758336756243	0.5466812545587163	0.073305420883092	False	False
epi	no_mBrain	all_tumor_in_site	50	tac_mean	CD8_frac	spearman	21	-0.15714285714285717	0.4963338454232182						False	True
epi	no_mBrain	all_tumor_in_site	50	tac_mean	CD8_frac	q4q1_mannwhitney	21	-0.33333333333333337	0.42857142857142855	6.0	5.0	0.15338474284621756	0.09819341126461212	-0.05519133158160544	False	True
epi	no_mBrain	all_tumor_in_site	50	tac_mean	CD8_of_immune	spearman	21	-0.10389610389610389	0.6540274583163918						False	True
epi	no_mBrain	all_tumor_in_site	50	tac_mean	CD8_of_immune	q4q1_mannwhitney	21	-0.2666666666666667	0.5367965367965368	6.0	5.0	0.1815821823323699	0.13652482269503546	-0.045057359637334427	False	True
epi	no_mBrain	all_tumor_in_site	50	tac_mean	cyto_frac	spearman	21	-0.17792207792207793	0.4403496824576795						False	True
epi	no_mBrain	all_tumor_in_site	50	tac_mean	cyto_frac	q4q1_mannwhitney	21	-0.33333333333333337	0.42857142857142855	6.0	5.0	0.01668379094510701	0.010839532412327312	-0.005844258532779699	False	True
epi	no_mBrain	all_tumor_in_site	50	tac_mean	exh_frac	spearman	21	0.1935064935064935	0.40065858838070295						False	False
epi	no_mBrain	all_tumor_in_site	50	tac_mean	exh_frac	q4q1_mannwhitney	21	0.3999999999999999	0.32900432900432897	6.0	5.0	0.01846148555746355	0.026854042020314457	0.008392556462850906	False	False
epi	no_mBrain	all_tumor_in_site	50	tac_mean	TNK_frac	spearman	21	-0.20519480519480518	0.37223736385432643						True	False
epi	no_mBrain	all_tumor_in_site	50	tac_mean	TNK_frac	q4q1_mannwhitney	21	-0.19999999999999996	0.6623376623376623	6.0	5.0	0.48315100763083374	0.44921190893169877	-0.03393909869913497	True	False
epi	tLung	gate_samples	20	tac_pct	T_frac	spearman	11	-0.26363636363636367	0.43344073761161456						False	True
epi	tLung	gate_samples	20	tac_pct	T_of_immune	spearman	11	0.10000000000000002	0.7698749998921367						False	False
epi	tLung	gate_samples	20	tac_pct	CD8_frac	spearman	11	0.3090909090909091	0.35502843970150694						False	False
epi	tLung	gate_samples	20	tac_pct	CD8_of_immune	spearman	11	0.6000000000000001	0.05100326070695074						False	False
epi	tLung	gate_samples	20	tac_pct	cyto_frac	spearman	11	-0.20909090909090913	0.5372209352113227						False	True
epi	tLung	gate_samples	20	tac_pct	exh_frac	spearman	11	0.28181818181818186	0.40114489796047825						False	False
epi	tLung	gate_samples	20	tac_pct	TNK_frac	spearman	11	-0.26363636363636367	0.43344073761161456						True	False
epi	tLung	gate_samples	20	tac_pct2	T_frac	spearman	11	0.0	1.0						False	False
epi	tLung	gate_samples	20	tac_pct2	T_of_immune	spearman	11	0.29090909090909095	0.3854569696913654						False	False
epi	tLung	gate_samples	20	tac_pct2	CD8_frac	spearman	11	0.41818181818181827	0.20057021703405048						False	False
epi	tLung	gate_samples	20	tac_pct2	CD8_of_immune	spearman	11	0.5363636363636364	0.08895341813596268						False	False
epi	tLung	gate_samples	20	tac_pct2	cyto_frac	spearman	11	-0.3090909090909091	0.35502843970150694						False	True
epi	tLung	gate_samples	20	tac_pct2	exh_frac	spearman	11	0.39090909090909093	0.23454006709519437						False	False
epi	tLung	gate_samples	20	tac_pct2	TNK_frac	spearman	11	0.0	1.0						True	False
epi	tLung	gate_samples	20	tac_mean	T_frac	spearman	11	0.05454545454545456	0.8734465775233149						False	False
epi	tLung	gate_samples	20	tac_mean	T_of_immune	spearman	11	0.33636363636363636	0.31182431390038634						False	False
epi	tLung	gate_samples	20	tac_mean	CD8_frac	spearman	11	0.3272727272727273	0.3258949410128415						False	False
epi	tLung	gate_samples	20	tac_mean	CD8_of_immune	spearman	11	0.38181818181818183	0.2465595757789701						False	False
epi	tLung	gate_samples	20	tac_mean	cyto_frac	spearman	11	-0.27272727272727276	0.4171414371425311						False	True
epi	tLung	gate_samples	20	tac_mean	exh_frac	spearman	11	0.28181818181818186	0.40114489796047825						False	False
epi	tLung	gate_samples	20	tac_mean	TNK_frac	spearman	11	0.05454545454545456	0.8734465775233149						True	False
epi	tLung	gate_samples	50	tac_pct	T_frac	spearman	10	-0.32121212121212117	0.36546831043867045						False	True
epi	tLung	gate_samples	50	tac_pct	T_of_immune	spearman	10	0.09090909090909088	0.8027717312071619						False	False
epi	tLung	gate_samples	50	tac_pct	CD8_frac	spearman	10	0.28484848484848485	0.4250381548921454						False	False
epi	tLung	gate_samples	50	tac_pct	CD8_of_immune	spearman	10	0.5878787878787878	0.07387770688865808						False	False
epi	tLung	gate_samples	50	tac_pct	cyto_frac	spearman	10	-0.16363636363636364	0.6514773427962428						False	True
epi	tLung	gate_samples	50	tac_pct	exh_frac	spearman	10	0.23636363636363633	0.5108853175152003						False	False
epi	tLung	gate_samples	50	tac_pct	TNK_frac	spearman	10	-0.32121212121212117	0.36546831043867045						True	False
epi	tLung	gate_samples	50	tac_pct2	T_frac	spearman	10	-0.2121212121212121	0.5563057751029299						False	True
epi	tLung	gate_samples	50	tac_pct2	T_of_immune	spearman	10	0.17575757575757575	0.6271883447764846						False	False
epi	tLung	gate_samples	50	tac_pct2	CD8_frac	spearman	10	0.4424242424242424	0.20042268671194213						False	False
epi	tLung	gate_samples	50	tac_pct2	CD8_of_immune	spearman	10	0.6484848484848483	0.04254012768448949						False	False
epi	tLung	gate_samples	50	tac_pct2	cyto_frac	spearman	10	-0.07878787878787878	0.8287173946974606						False	True
epi	tLung	gate_samples	50	tac_pct2	exh_frac	spearman	10	0.406060606060606	0.24428229408662647						False	False
epi	tLung	gate_samples	50	tac_pct2	TNK_frac	spearman	10	-0.2121212121212121	0.5563057751029299						True	False
epi	tLung	gate_samples	50	tac_mean	T_frac	spearman	10	-0.16363636363636364	0.6514773427962428						False	True
epi	tLung	gate_samples	50	tac_mean	T_of_immune	spearman	10	0.2121212121212121	0.5563057751029299						False	False
epi	tLung	gate_samples	50	tac_mean	CD8_frac	spearman	10	0.29696969696969694	0.40470167127015705						False	False
epi	tLung	gate_samples	50	tac_mean	CD8_of_immune	spearman	10	0.41818181818181815	0.22911284098281892						False	False
epi	tLung	gate_samples	50	tac_mean	cyto_frac	spearman	10	-0.09090909090909088	0.8027717312071619						False	True
epi	tLung	gate_samples	50	tac_mean	exh_frac	spearman	10	0.23636363636363633	0.5108853175152003						False	False
epi	tLung	gate_samples	50	tac_mean	TNK_frac	spearman	10	-0.16363636363636364	0.6514773427962428						True	False
epi	tLung	all_tumor_in_site	20	tac_pct	T_frac	spearman	11	-0.26363636363636367	0.43344073761161456						False	True
epi	tLung	all_tumor_in_site	20	tac_pct	T_of_immune	spearman	11	0.10000000000000002	0.7698749998921367						False	False
epi	tLung	all_tumor_in_site	20	tac_pct	CD8_frac	spearman	11	0.3090909090909091	0.35502843970150694						False	False
epi	tLung	all_tumor_in_site	20	tac_pct	CD8_of_immune	spearman	11	0.6000000000000001	0.05100326070695074						False	False
epi	tLung	all_tumor_in_site	20	tac_pct	cyto_frac	spearman	11	-0.20909090909090913	0.5372209352113227						False	True
epi	tLung	all_tumor_in_site	20	tac_pct	exh_frac	spearman	11	0.28181818181818186	0.40114489796047825						False	False
epi	tLung	all_tumor_in_site	20	tac_pct	TNK_frac	spearman	11	-0.26363636363636367	0.43344073761161456						True	False
epi	tLung	all_tumor_in_site	20	tac_pct2	T_frac	spearman	11	0.0	1.0						False	False
epi	tLung	all_tumor_in_site	20	tac_pct2	T_of_immune	spearman	11	0.29090909090909095	0.3854569696913654						False	False
epi	tLung	all_tumor_in_site	20	tac_pct2	CD8_frac	spearman	11	0.41818181818181827	0.20057021703405048						False	False
epi	tLung	all_tumor_in_site	20	tac_pct2	CD8_of_immune	spearman	11	0.5363636363636364	0.08895341813596268						False	False
epi	tLung	all_tumor_in_site	20	tac_pct2	cyto_frac	spearman	11	-0.3090909090909091	0.35502843970150694						False	True
epi	tLung	all_tumor_in_site	20	tac_pct2	exh_frac	spearman	11	0.39090909090909093	0.23454006709519437						False	False
epi	tLung	all_tumor_in_site	20	tac_pct2	TNK_frac	spearman	11	0.0	1.0						True	False
epi	tLung	all_tumor_in_site	20	tac_mean	T_frac	spearman	11	0.05454545454545456	0.8734465775233149						False	False
epi	tLung	all_tumor_in_site	20	tac_mean	T_of_immune	spearman	11	0.33636363636363636	0.31182431390038634						False	False
epi	tLung	all_tumor_in_site	20	tac_mean	CD8_frac	spearman	11	0.3272727272727273	0.3258949410128415						False	False
epi	tLung	all_tumor_in_site	20	tac_mean	CD8_of_immune	spearman	11	0.38181818181818183	0.2465595757789701						False	False
epi	tLung	all_tumor_in_site	20	tac_mean	cyto_frac	spearman	11	-0.27272727272727276	0.4171414371425311						False	True
epi	tLung	all_tumor_in_site	20	tac_mean	exh_frac	spearman	11	0.28181818181818186	0.40114489796047825						False	False
epi	tLung	all_tumor_in_site	20	tac_mean	TNK_frac	spearman	11	0.05454545454545456	0.8734465775233149						True	False
epi	tLung	all_tumor_in_site	50	tac_pct	T_frac	spearman	10	-0.32121212121212117	0.36546831043867045						False	True
epi	tLung	all_tumor_in_site	50	tac_pct	T_of_immune	spearman	10	0.09090909090909088	0.8027717312071619						False	False
epi	tLung	all_tumor_in_site	50	tac_pct	CD8_frac	spearman	10	0.28484848484848485	0.4250381548921454						False	False
epi	tLung	all_tumor_in_site	50	tac_pct	CD8_of_immune	spearman	10	0.5878787878787878	0.07387770688865808						False	False
epi	tLung	all_tumor_in_site	50	tac_pct	cyto_frac	spearman	10	-0.16363636363636364	0.6514773427962428						False	True
epi	tLung	all_tumor_in_site	50	tac_pct	exh_frac	spearman	10	0.23636363636363633	0.5108853175152003						False	False
epi	tLung	all_tumor_in_site	50	tac_pct	TNK_frac	spearman	10	-0.32121212121212117	0.36546831043867045						True	False
epi	tLung	all_tumor_in_site	50	tac_pct2	T_frac	spearman	10	-0.2121212121212121	0.5563057751029299						False	True
epi	tLung	all_tumor_in_site	50	tac_pct2	T_of_immune	spearman	10	0.17575757575757575	0.6271883447764846						False	False
epi	tLung	all_tumor_in_site	50	tac_pct2	CD8_frac	spearman	10	0.4424242424242424	0.20042268671194213						False	False
epi	tLung	all_tumor_in_site	50	tac_pct2	CD8_of_immune	spearman	10	0.6484848484848483	0.04254012768448949						False	False
epi	tLung	all_tumor_in_site	50	tac_pct2	cyto_frac	spearman	10	-0.07878787878787878	0.8287173946974606						False	True
epi	tLung	all_tumor_in_site	50	tac_pct2	exh_frac	spearman	10	0.406060606060606	0.24428229408662647						False	False
epi	tLung	all_tumor_in_site	50	tac_pct2	TNK_frac	spearman	10	-0.2121212121212121	0.5563057751029299						True	False
epi	tLung	all_tumor_in_site	50	tac_mean	T_frac	spearman	10	-0.16363636363636364	0.6514773427962428						False	True
epi	tLung	all_tumor_in_site	50	tac_mean	T_of_immune	spearman	10	0.2121212121212121	0.5563057751029299						False	False
epi	tLung	all_tumor_in_site	50	tac_mean	CD8_frac	spearman	10	0.29696969696969694	0.40470167127015705						False	False
epi	tLung	all_tumor_in_site	50	tac_mean	CD8_of_immune	spearman	10	0.41818181818181815	0.22911284098281892						False	False
epi	tLung	all_tumor_in_site	50	tac_mean	cyto_frac	spearman	10	-0.09090909090909088	0.8027717312071619						False	True
epi	tLung	all_tumor_in_site	50	tac_mean	exh_frac	spearman	10	0.23636363636363633	0.5108853175152003						False	False
epi	tLung	all_tumor_in_site	50	tac_mean	TNK_frac	spearman	10	-0.16363636363636364	0.6514773427962428						True	False
epi	met_lung	gate_samples	20	tac_pct	T_frac	spearman	11	-0.41818181818181827	0.20057021703405048						False	True
epi	met_lung	gate_samples	20	tac_pct	T_of_immune	spearman	11	-0.08181818181818183	0.8109903943000459						False	True
epi	met_lung	gate_samples	20	tac_pct	CD8_frac	spearman	11	-0.41818181818181827	0.20057021703405048						False	True
epi	met_lung	gate_samples	20	tac_pct	CD8_of_immune	spearman	11	-0.3181818181818182	0.34029761418190335						False	True
epi	met_lung	gate_samples	20	tac_pct	cyto_frac	spearman	11	-0.4000000000000001	0.22286835013352						False	True
epi	met_lung	gate_samples	20	tac_pct	exh_frac	spearman	11	0.045454545454545456	0.8944269969053026						False	False
epi	met_lung	gate_samples	20	tac_pct	TNK_frac	spearman	11	-0.3454545454545455	0.2980892209030385						True	False
epi	met_lung	gate_samples	20	tac_pct2	T_frac	spearman	11	-0.36363636363636365	0.27163754099382253						False	True
epi	met_lung	gate_samples	20	tac_pct2	T_of_immune	spearman	11	-0.05454545454545456	0.8734465775233149						False	True
epi	met_lung	gate_samples	20	tac_pct2	CD8_frac	spearman	11	-0.36363636363636365	0.27163754099382253						False	True
epi	met_lung	gate_samples	20	tac_pct2	CD8_of_immune	spearman	11	-0.27272727272727276	0.4171414371425311						False	True
epi	met_lung	gate_samples	20	tac_pct2	cyto_frac	spearman	11	-0.3181818181818182	0.34029761418190335						False	True
epi	met_lung	gate_samples	20	tac_pct2	exh_frac	spearman	11	0.08181818181818183	0.8109903943000459						False	False
epi	met_lung	gate_samples	20	tac_pct2	TNK_frac	spearman	11	-0.2545454545454546	0.45003657688882837						True	False
epi	met_lung	gate_samples	20	tac_mean	T_frac	spearman	11	-0.24545454545454545	0.4669223669820161						False	True
epi	met_lung	gate_samples	20	tac_mean	T_of_immune	spearman	11	0.10909090909090911	0.7495085962341481						False	False
epi	met_lung	gate_samples	20	tac_mean	CD8_frac	spearman	11	-0.2545454545454546	0.45003657688882837						False	True
epi	met_lung	gate_samples	20	tac_mean	CD8_of_immune	spearman	11	-0.10909090909090911	0.7495085962341481						False	True
epi	met_lung	gate_samples	20	tac_mean	cyto_frac	spearman	11	-0.22727272727272727	0.501535667604937						False	True
epi	met_lung	gate_samples	20	tac_mean	exh_frac	spearman	11	0.18181818181818182	0.5926152128455						False	False
epi	met_lung	gate_samples	20	tac_mean	TNK_frac	spearman	11	-0.1272727272727273	0.709214625773305						True	False
epi	met_lung	gate_samples	50	tac_pct	T_frac	spearman	11	-0.41818181818181827	0.20057021703405048						False	True
epi	met_lung	gate_samples	50	tac_pct	T_of_immune	spearman	11	-0.08181818181818183	0.8109903943000459						False	True
epi	met_lung	gate_samples	50	tac_pct	CD8_frac	spearman	11	-0.41818181818181827	0.20057021703405048						False	True
epi	met_lung	gate_samples	50	tac_pct	CD8_of_immune	spearman	11	-0.3181818181818182	0.34029761418190335						False	True
epi	met_lung	gate_samples	50	tac_pct	cyto_frac	spearman	11	-0.4000000000000001	0.22286835013352						False	True
epi	met_lung	gate_samples	50	tac_pct	exh_frac	spearman	11	0.045454545454545456	0.8944269969053026						False	False
epi	met_lung	gate_samples	50	tac_pct	TNK_frac	spearman	11	-0.3454545454545455	0.2980892209030385						True	False
epi	met_lung	gate_samples	50	tac_pct2	T_frac	spearman	11	-0.36363636363636365	0.27163754099382253						False	True
epi	met_lung	gate_samples	50	tac_pct2	T_of_immune	spearman	11	-0.05454545454545456	0.8734465775233149						False	True
epi	met_lung	gate_samples	50	tac_pct2	CD8_frac	spearman	11	-0.36363636363636365	0.27163754099382253						False	True
epi	met_lung	gate_samples	50	tac_pct2	CD8_of_immune	spearman	11	-0.27272727272727276	0.4171414371425311						False	True
