symbol	dropped_ensg	kept_ensg
DEAF1	ENSG00000282712	ENSG00000177030
DECR2	ENSG00000274296	ENSG00000242612
DEFA1	ENSG00000284983	ENSG00000206047
DEFA10P	ENSG00000285475	ENSG00000233531
DEFA11P	ENSG00000285439	ENSG00000234178
DEFA1B	ENSG00000285176	ENSG00000240247
DEFA3	ENSG00000284835	ENSG00000239839
DEFA4	ENSG00000285318	ENSG00000164821
DEFA5	ENSG00000285251	ENSG00000164816
DEFA6	ENSG00000285136	ENSG00000164822
DEFA7P	ENSG00000285113	ENSG00000206042
DEFA8P	ENSG00000284863	ENSG00000223629
DEFA9P	ENSG00000284789	ENSG00000233238
DEFB1	ENSG00000284881	ENSG00000164825
DEFB103A	ENSG00000284978	ENSG00000176797
DEFB103B	ENSG00000273641	ENSG00000177243
DEFB103B	ENSG00000285376	ENSG00000177243
DEFB104A	ENSG00000285356	ENSG00000176782
DEFB104B	ENSG00000277006	ENSG00000177023
DEFB104B	ENSG00000285034	ENSG00000177023
DEFB105A	ENSG00000285411	ENSG00000186562
DEFB105B	ENSG00000274729	ENSG00000186599
DEFB105B	ENSG00000285015	ENSG00000186599
DEFB106A	ENSG00000284937	ENSG00000186579
DEFB106B	ENSG00000275794	ENSG00000187082
DEFB106B	ENSG00000285617	ENSG00000187082
DEFB107A	ENSG00000285432	ENSG00000186572
DEFB107B	ENSG00000277530	ENSG00000198129
DEFB107B	ENSG00000284979	ENSG00000198129
DEFB108A	ENSG00000284907	ENSG00000229907
DEFB108C	ENSG00000276378	ENSG00000215371
DEFB108C	ENSG00000284958	ENSG00000215371
DEFB108D	ENSG00000284778	ENSG00000255544
DEFB109B	ENSG00000284851	ENSG00000206034
DEFB109C	ENSG00000205989	ENSG00000285038
DEFB109D	ENSG00000284926	ENSG00000254866
DEFB130B	ENSG00000285249	ENSG00000233050
DEFB131C	ENSG00000284782	ENSG00000254700
DEFB131E	ENSG00000254507	ENSG00000285431
DEFB134	ENSG00000284754	ENSG00000205882
DEFB135	ENSG00000285365	ENSG00000205883
DEFB136	ENSG00000285087	ENSG00000205884
DEFB4A	ENSG00000285181	ENSG00000171711
DEFB4B	ENSG00000177257	ENSG00000275444
DEFB4B	ENSG00000285433	ENSG00000275444
DEFT1P	ENSG00000284913	ENSG00000215378
DEFT1P2	ENSG00000284924	ENSG00000232039
DENND11	ENSG00000262599	ENSG00000257093
DERL3	ENSG00000274437	ENSG00000099958
DGAT1	ENSG00000285482	ENSG00000185000
DHFRP2	ENSG00000228432	ENSG00000230016
DHFRP2	ENSG00000233161	ENSG00000230016
DHFRP2	ENSG00000233604	ENSG00000230016
DHFRP2	ENSG00000236851	ENSG00000230016
DHRS1	ENSG00000284868	ENSG00000157379
DHRS11	ENSG00000275397	ENSG00000278535
DHRS4	ENSG00000157326	ENSG00000284807
DHRS4L1	ENSG00000285036	ENSG00000225766
DHRS4L2	ENSG00000292270	ENSG00000187630
DHRSX	ENSG00000292338	ENSG00000169084
DHX16	ENSG00000206486	ENSG00000204560
DHX16	ENSG00000226171	ENSG00000204560
DHX16	ENSG00000227222	ENSG00000204560
DHX16	ENSG00000231377	ENSG00000204560
DHX16	ENSG00000233049	ENSG00000204560
DHX16	ENSG00000233418	ENSG00000204560
DHX16	ENSG00000233561	ENSG00000204560
DHX36	ENSG00000281763	ENSG00000174953
DLC1	ENSG00000288673	ENSG00000164741
DLG5	ENSG00000151208	ENSG00000274429
DLGAP2	ENSG00000198010	ENSG00000282318
DLGAP2	ENSG00000274161	ENSG00000282318
DLGAP2	ENSG00000282152	ENSG00000282318
DLL1	ENSG00000275555	ENSG00000198719
DLX1	ENSG00000292098	ENSG00000144355
DNAH10	ENSG00000281935	ENSG00000197653
DNAJA3	ENSG00000276726	ENSG00000103423
DNAJC19P2	ENSG00000281505	ENSG00000269266
DNAJC19P3	ENSG00000281659	ENSG00000268997
DNAJC28	ENSG00000262911	ENSG00000177692
DND1P1	ENSG00000282614	ENSG00000264070
DNM1P28	ENSG00000282324	ENSG00000261792
DNM1P30	ENSG00000282400	ENSG00000260897
DNM1P38	ENSG00000282596	ENSG00000259637
DNM1P50	ENSG00000282701	ENSG00000259890
DNM1P51	ENSG00000291636	ENSG00000235370
DOC2B	ENSG00000272670	ENSG00000272636
DPH3P2	ENSG00000292365	ENSG00000237040
DPPA2P2	ENSG00000281316	ENSG00000224129
DPRXP4	ENSG00000291714	ENSG00000264743
DPY19L2P2	ENSG00000170629	ENSG00000282026
DRD4	ENSG00000276825	ENSG00000069696
DSCAM	ENSG00000171587	ENSG00000291561
DSEL	ENSG00000262102	ENSG00000171451
DTX2	ENSG00000282379	ENSG00000091073
DUS4L	ENSG00000284103	ENSG00000105865
DUSP11	ENSG00000291483	ENSG00000144048
DUSP13B	ENSG00000293542	ENSG00000079393
DUSP14	ENSG00000276023	ENSG00000275932
DUSP16	ENSG00000280962	ENSG00000111266
DUSP29	ENSG00000281660	ENSG00000188716
DUSP5P1	ENSG00000285311	ENSG00000183929
DUSP8	ENSG00000273793	ENSG00000184545
DUSP8	ENSG00000278165	ENSG00000184545
DUSP8	ENSG00000291431	ENSG00000184545
DUX4	ENSG00000283949	ENSG00000260596
DUX4L2	ENSG00000283834	ENSG00000280457
DUX4L8	ENSG00000283363	ENSG00000281720
DUX4L8	ENSG00000283570	ENSG00000281720
DUX4L9	ENSG00000276616	ENSG00000224807
DUX4L9	ENSG00000283181	ENSG00000224807
DUX4L9	ENSG00000283184	ENSG00000224807
DXO	ENSG00000206346	ENSG00000204348
DXO	ENSG00000224313	ENSG00000204348
DXO	ENSG00000225682	ENSG00000204348
DXO	ENSG00000234798	ENSG00000204348
DXO	ENSG00000236765	ENSG00000204348
DYNC1I2	ENSG00000077380	ENSG00000292102
DYNLT2	ENSG00000275368	ENSG00000184786
DYRK1B	ENSG00000281320	ENSG00000105204
E2F2	ENSG00000282899	ENSG00000007968
ECH1	ENSG00000282853	ENSG00000104823
ECM2	ENSG00000291357	ENSG00000106823
ECSCR	ENSG00000288297	ENSG00000249751
EEF1B2	ENSG00000114942	ENSG00000283391
EEF1D	ENSG00000104529	ENSG00000273594
EEF1DP1	ENSG00000288278	ENSG00000228887
EEF2K	ENSG00000284161	ENSG00000103319
EEFSEC	ENSG00000284869	ENSG00000132394
EFL1P1	ENSG00000291640	ENSG00000259404
EGFL8	ENSG00000239974	ENSG00000242038
EGFL8	ENSG00000240389	ENSG00000242038
EGFL8	ENSG00000240592	ENSG00000242038
EGFL8	ENSG00000241404	ENSG00000242038
EGFL8	ENSG00000243897	ENSG00000242038
EGFL8	ENSG00000244444	ENSG00000242038
EGLN1P1	ENSG00000254779	ENSG00000291628
EHMT2	ENSG00000204371	ENSG00000206376
EHMT2	ENSG00000224143	ENSG00000206376
EHMT2	ENSG00000227333	ENSG00000206376
EHMT2	ENSG00000232045	ENSG00000206376
EHMT2	ENSG00000236759	ENSG00000206376
EHMT2	ENSG00000238134	ENSG00000206376
EI24P3	ENSG00000280781	ENSG00000214825
EIF1AXP1	ENSG00000236698	ENSG00000291398
EIF1P4	ENSG00000282845	ENSG00000262154
EIF2S2P1	ENSG00000284819	ENSG00000258778
EIF3K	ENSG00000282986	ENSG00000178982
EIF4A3	ENSG00000141543	ENSG00000291508
EIF5A	ENSG00000132507	ENSG00000288145
ELANE	ENSG00000277571	ENSG00000197561
ELK2AP	ENSG00000282360	ENSG00000213140
ELK2BP	ENSG00000282219	ENSG00000234402
ELMO2P1	ENSG00000276172	ENSG00000280500
ELMO2P1	ENSG00000281725	ENSG00000280500
ELOCP24	ENSG00000292367	ENSG00000228410
ELOCP4	ENSG00000291450	ENSG00000232924
ELOCP5	ENSG00000285019	ENSG00000271123
ELP5	ENSG00000288485	ENSG00000170291
EMC9	ENSG00000285377	ENSG00000100908
ENPP7P1	ENSG00000292312	ENSG00000249188
ENPP7P12	ENSG00000285452	ENSG00000254527
ENPP7P2	ENSG00000288471	ENSG00000239959
ENTREP2	ENSG00000273564	ENSG00000104059
ENTREP3	ENSG00000160767	ENSG00000262666
EP400P1	ENSG00000288400	ENSG00000185684
EPCIP	ENSG00000262938	ENSG00000205929
EPHA1	ENSG00000284816	ENSG00000146904
EPHB6	ENSG00000275482	ENSG00000106123
EPOP	ENSG00000277303	ENSG00000273604
ERI1	ENSG00000292301	ENSG00000104626
ERICH1	ENSG00000282665	ENSG00000104714
ERMARD	ENSG00000276187	ENSG00000130023
ETF1P1	ENSG00000223996	ENSG00000232516
ETF1P1	ENSG00000224108	ENSG00000232516
ETF1P1	ENSG00000228765	ENSG00000232516
ETF1P1	ENSG00000232141	ENSG00000232516
ETF1P1	ENSG00000232757	ENSG00000232516
ETF1P1	ENSG00000235372	ENSG00000232516
ETF1P1	ENSG00000235764	ENSG00000232516
EVA1CP5	ENSG00000288418	ENSG00000244699
EVI2B	ENSG00000291721	ENSG00000185862
EVPLL	ENSG00000284166	ENSG00000214860
F13B	ENSG00000291998	ENSG00000143278
FABP5P13	ENSG00000280877	ENSG00000234958
FABP5P13	ENSG00000280935	ENSG00000234958
FABP5P13	ENSG00000292352	ENSG00000234958
FABP7P2	ENSG00000292085	ENSG00000235129
FAHD2A	ENSG00000292086	ENSG00000115042
FAHD2B	ENSG00000291581	ENSG00000144199
FAM120B	ENSG00000275333	ENSG00000112584
FAM167A	ENSG00000292288	ENSG00000154319
FAM174C	ENSG00000228300	ENSG00000310576
FAM180B	ENSG00000196666	ENSG00000284938
FAM181A	ENSG00000140067	ENSG00000273533
FAM197Y2	ENSG00000291460	ENSG00000234803
FAM197Y4	ENSG00000291461	ENSG00000274196
FAM197Y8	ENSG00000291454	ENSG00000225560
FAM20C	ENSG00000281429	ENSG00000177706
FAM20C	ENSG00000282147	ENSG00000177706
FAM20C	ENSG00000288499	ENSG00000177706
FAM210CP	ENSG00000273681	ENSG00000213770
FAM25C	ENSG00000288481	ENSG00000276430
FAM83H	ENSG00000273889	ENSG00000180921
FAM86B1	ENSG00000285316	ENSG00000186523
FAM86B2	ENSG00000145002	ENSG00000285397
FAM86B3P	ENSG00000173295	ENSG00000285119
FAM8A2P	ENSG00000281773	ENSG00000254722
FAM8A2P	ENSG00000291843	ENSG00000254722
FAM90A10	ENSG00000292276	ENSG00000285950
FAM90A12	ENSG00000292438	ENSG00000254229
FAM90A16	ENSG00000285620	ENSG00000292322
FAM90A17	ENSG00000285720	ENSG00000292321
FAM90A19	ENSG00000292275	ENSG00000285657
FAM90A20	ENSG00000284799	ENSG00000233295
FAM90A21P	ENSG00000281150	ENSG00000234749
FAM90A22	ENSG00000285687	ENSG00000281407
FAM90A23	ENSG00000285765	ENSG00000281862
FAM90A23	ENSG00000285795	ENSG00000281862
FAM90A3	ENSG00000285074	ENSG00000233132
FAM90A6P	ENSG00000280471	ENSG00000248944
FAM90A7	ENSG00000281040	ENSG00000292325
FAM90A7	ENSG00000285832	ENSG00000292325
FAM90A7	ENSG00000285975	ENSG00000292325
FAM90A9	ENSG00000285607	ENSG00000285962
FAN1	ENSG00000276787	ENSG00000198690
FAR2P1	ENSG00000180178	ENSG00000292146
FBL	ENSG00000280548	ENSG00000105202
FBXL6	ENSG00000285442	ENSG00000182325
FBXO17	ENSG00000282954	ENSG00000269190
FBXO42	ENSG00000291375	ENSG00000037637
FCAR	ENSG00000273738	ENSG00000186431
FCAR	ENSG00000274580	ENSG00000186431
FCAR	ENSG00000275136	ENSG00000186431
FCAR	ENSG00000275269	ENSG00000186431
FCAR	ENSG00000275564	ENSG00000186431
FCAR	ENSG00000275970	ENSG00000186431
FCAR	ENSG00000276858	ENSG00000186431
FCAR	ENSG00000276985	ENSG00000186431
FCAR	ENSG00000278415	ENSG00000186431
FCAR	ENSG00000283750	ENSG00000186431
FCAR	ENSG00000284061	ENSG00000186431
FCER1A	ENSG00000291905	ENSG00000179639
FCGBP	ENSG00000281123	ENSG00000275395
FDFT1	ENSG00000079459	ENSG00000284967
FGF11	ENSG00000283903	ENSG00000161958
FITM1	ENSG00000285321	ENSG00000139914
FKBPL	ENSG00000223666	ENSG00000204315
FKBPL	ENSG00000224200	ENSG00000204315
FKBPL	ENSG00000230907	ENSG00000204315
FLII	ENSG00000284571	ENSG00000177731
FLOT1	ENSG00000206379	ENSG00000137312
FLOT1	ENSG00000206480	ENSG00000137312
FLOT1	ENSG00000223654	ENSG00000137312
FLOT1	ENSG00000224740	ENSG00000137312
FLOT1	ENSG00000230143	ENSG00000137312
FLOT1	ENSG00000232280	ENSG00000137312
FLOT1	ENSG00000236271	ENSG00000137312
FNBP4	ENSG00000285182	ENSG00000109920
FOXO6	ENSG00000204060	ENSG00000281518
FRG1	ENSG00000275145	ENSG00000109536
FRG1	ENSG00000283153	ENSG00000109536
FRG1	ENSG00000283630	ENSG00000109536
FRG2	ENSG00000205097	ENSG00000285063
FRG2	ENSG00000274972	ENSG00000285063
FRG2	ENSG00000285202	ENSG00000285063
FTCD	ENSG00000281775	ENSG00000160282
FTH1P2	ENSG00000285319	ENSG00000234975
FUT3	ENSG00000292063	ENSG00000171124
FYTTD1P1	ENSG00000282345	ENSG00000234502
G6PC2	ENSG00000278373	ENSG00000152254
GAA	ENSG00000291507	ENSG00000171298
GABBR1	ENSG00000206466	ENSG00000204681
GABBR1	ENSG00000206511	ENSG00000204681
GABBR1	ENSG00000232569	ENSG00000204681
GABBR1	ENSG00000232632	ENSG00000204681
GABBR1	ENSG00000237051	ENSG00000204681
GABBR1	ENSG00000237112	ENSG00000204681
GAL3ST2	ENSG00000154252	ENSG00000276126
GALNT9	ENSG00000288490	ENSG00000182870
GAPDHP14	ENSG00000291529	ENSG00000236056
GAPDHP26	ENSG00000282008	ENSG00000229541
GARRE1	ENSG00000279389	ENSG00000166398
GARRE1	ENSG00000282735	ENSG00000166398
GART	ENSG00000262473	ENSG00000159131
GATA4	ENSG00000285109	ENSG00000136574
GATAD2B	ENSG00000261992	ENSG00000143614
GBA1	ENSG00000262446	ENSG00000177628
GBA3	ENSG00000291927	ENSG00000249948
GCGR	ENSG00000288269	ENSG00000215644
GCNT2	ENSG00000111846	ENSG00000285222
GCNT2P1	ENSG00000284885	ENSG00000205318
GCSAM	ENSG00000284925	ENSG00000174500
GCSH	ENSG00000291958	ENSG00000140905
GCSHP3	ENSG00000283168	ENSG00000237580
GEMIN2P1	ENSG00000262767	ENSG00000235015
GFER	ENSG00000291944	ENSG00000127554
GFUS	ENSG00000278243	ENSG00000104522
GGNBP2	ENSG00000275099	ENSG00000278311
GGT4P	ENSG00000281616	ENSG00000280208
GHRH	ENSG00000291972	ENSG00000118702
GJA10	ENSG00000288435	ENSG00000135355
GLIS2	ENSG00000274636	ENSG00000126603
GLRX5P1	ENSG00000288226	ENSG00000181511
GLUD2	ENSG00000288118	ENSG00000182890
GMFG	ENSG00000291873	ENSG00000130755
GMPR2	ENSG00000284752	ENSG00000100938
GNG5P1	ENSG00000280557	ENSG00000213536
GNL1	ENSG00000206412	ENSG00000204590
GNL1	ENSG00000206492	ENSG00000204590
GNL1	ENSG00000226882	ENSG00000204590
GNL1	ENSG00000228581	ENSG00000204590
GNL1	ENSG00000229470	ENSG00000204590
GNL1	ENSG00000232143	ENSG00000204590
GNL1	ENSG00000235986	ENSG00000204590
GOLGA2P10	ENSG00000255769	ENSG00000282183
GOLGA2P7	ENSG00000291635	ENSG00000225151
GOLGA6L1	ENSG00000273976	ENSG00000275009
GOLGA6L1	ENSG00000278247	ENSG00000275009
GOLGA6L1	ENSG00000288214	ENSG00000275009
GOLGA6L10	ENSG00000274042	ENSG00000278662
GOLGA6L10	ENSG00000274166	ENSG00000278662
GOLGA6L17P	ENSG00000282209	ENSG00000277741
GOLGA6L2	ENSG00000288517	ENSG00000174450
GOLGA6L22	ENSG00000277865	ENSG00000274404
GOLGA6L24	ENSG00000276455	ENSG00000237850
GOLGA6L24	ENSG00000282475	ENSG00000237850
GOLGA6L25	ENSG00000276485	ENSG00000227717
GOLGA6L25	ENSG00000282444	ENSG00000227717
GOLGA6L5P	ENSG00000291637	ENSG00000230373
GOLGA6L6	ENSG00000277322	ENSG00000292284
GOLGA6L9	ENSG00000274320	ENSG00000197978
GOLGA8A	ENSG00000175265	ENSG00000291995
GOLGA8DP	ENSG00000175676	ENSG00000288344
GOLGA8DP	ENSG00000278070	ENSG00000288344
GOLGA8DP	ENSG00000278508	ENSG00000288344
GOLGA8EP	ENSG00000278429	ENSG00000185182
GOLGA8F	ENSG00000276896	ENSG00000153684
GOLGA8F	ENSG00000278310	ENSG00000153684
GOLGA8G	ENSG00000273651	ENSG00000183629
GOLGA8G	ENSG00000277090	ENSG00000183629
GOLGA8IP	ENSG00000281356	ENSG00000277561
GOLGA8J	ENSG00000278119	ENSG00000179938
GOLGA8M	ENSG00000278186	ENSG00000188626
GOLGA8N	ENSG00000283589	ENSG00000232653
GOLGA8Q	ENSG00000282773	ENSG00000178115
GOLGA8T	ENSG00000284076	ENSG00000261247
GON7	ENSG00000275619	ENSG00000170270
GP6	ENSG00000274050	ENSG00000088053
GP6	ENSG00000274566	ENSG00000088053
GP6	ENSG00000275633	ENSG00000088053
GP6	ENSG00000275931	ENSG00000088053
GP6	ENSG00000276065	ENSG00000088053
GP6	ENSG00000276211	ENSG00000088053
GP6	ENSG00000277439	ENSG00000088053
GP6	ENSG00000278316	ENSG00000088053
GP6	ENSG00000278670	ENSG00000088053
GPANK1	ENSG00000204438	ENSG00000206408
GPANK1	ENSG00000223932	ENSG00000206408
GPANK1	ENSG00000228605	ENSG00000206408
GPANK1	ENSG00000232312	ENSG00000206408
GPANK1	ENSG00000233210	ENSG00000206408
GPANK1	ENSG00000236011	ENSG00000206408
GPAT2P2	ENSG00000291579	ENSG00000188383
GPATCH4	ENSG00000160818	ENSG00000292251
GPI	ENSG00000282019	ENSG00000105220
GPKOW	ENSG00000292204	ENSG00000068394
GPR179	ENSG00000276469	ENSG00000277399
GPR20	ENSG00000275181	ENSG00000204882
GPR20	ENSG00000291465	ENSG00000204882
GPR22	ENSG00000283812	ENSG00000172209
GPR53P	ENSG00000225274	ENSG00000224894
GPR53P	ENSG00000227576	ENSG00000224894
GPR53P	ENSG00000228993	ENSG00000224894
GPR53P	ENSG00000229281	ENSG00000224894
GPR53P	ENSG00000234992	ENSG00000224894
GPR53P	ENSG00000237698	ENSG00000224894
GPR53P	ENSG00000237811	ENSG00000224894
GPRC5C	ENSG00000291917	ENSG00000170412
GPS2	ENSG00000288325	ENSG00000132522
GPSM3	ENSG00000206314	ENSG00000213654
GPSM3	ENSG00000233490	ENSG00000213654
GPSM3	ENSG00000234243	ENSG00000213654
GPSM3	ENSG00000234508	ENSG00000213654
GPSM3	ENSG00000236697	ENSG00000213654
GPSM3	ENSG00000237052	ENSG00000213654
GPX5	ENSG00000224586	ENSG00000257770
GPX6	ENSG00000281185	ENSG00000198704
GRAMD4P6	ENSG00000281718	ENSG00000258848
GREM1	ENSG00000276886	ENSG00000166923
GREM1	ENSG00000282046	ENSG00000166923
GRIPAP1	ENSG00000068400	ENSG00000292219
GRK1	ENSG00000281988	ENSG00000185974
GRK1	ENSG00000288263	ENSG00000185974
GRM5P1	ENSG00000285164	ENSG00000205035
GSDMC	ENSG00000285114	ENSG00000147697
GSDMD	ENSG00000278718	ENSG00000104518
GSTT2	ENSG00000277897	ENSG00000099984
GSTT2B	ENSG00000278695	ENSG00000133433
GSTT3P	ENSG00000281276	ENSG00000224205
GSTT4	ENSG00000281748	ENSG00000276950
GTF2H1	ENSG00000288114	ENSG00000110768
GTF2H2	ENSG00000275045	ENSG00000145736
GTF2H2	ENSG00000276910	ENSG00000145736
GTF2H4	ENSG00000221974	ENSG00000213780
GTF2H4	ENSG00000226384	ENSG00000213780
GTF2H4	ENSG00000233149	ENSG00000213780
GTF2H4	ENSG00000234370	ENSG00000213780
GTF2H4	ENSG00000236895	ENSG00000213780
GTF2IP22	ENSG00000291776	ENSG00000259095
GTPBP6	ENSG00000292358	ENSG00000178605
GXYLT1P1	ENSG00000282037	ENSG00000230931
H2AC25	ENSG00000284841	ENSG00000181218
H2AZP4	ENSG00000288378	ENSG00000255329
H2BC26	ENSG00000285449	ENSG00000196890
H2BC27P	ENSG00000181201	ENSG00000285234
H3-4	ENSG00000168148	ENSG00000285435
H3P46	ENSG00000288412	ENSG00000278317
HAPLN2	ENSG00000291756	ENSG00000132702
HAT1	ENSG00000128708	ENSG00000292096
HBP1	ENSG00000283847	ENSG00000105856
HCG19P	ENSG00000227100	ENSG00000224486
HCG19P	ENSG00000229149	ENSG00000224486
HCG19P	ENSG00000234417	ENSG00000224486
HCG19P	ENSG00000235561	ENSG00000224486
HCG19P	ENSG00000235877	ENSG00000224486
HCG19P	ENSG00000236422	ENSG00000224486
HCG4	ENSG00000224564	ENSG00000176998
HCG4	ENSG00000225346	ENSG00000176998
HCG4	ENSG00000226379	ENSG00000176998
HCG4	ENSG00000228706	ENSG00000176998
HCG4	ENSG00000235317	ENSG00000176998
HCG4	ENSG00000236225	ENSG00000176998
HCG4	ENSG00000237905	ENSG00000176998
HCG4B	ENSG00000226563	ENSG00000220391
HCG4B	ENSG00000227262	ENSG00000220391
HCG4B	ENSG00000227956	ENSG00000220391
HCG4B	ENSG00000231287	ENSG00000220391
HCG4B	ENSG00000231941	ENSG00000220391
HCG4B	ENSG00000236033	ENSG00000220391
HCG4P8	ENSG00000225023	ENSG00000224801
HCG4P8	ENSG00000229142	ENSG00000224801
HCG4P8	ENSG00000230504	ENSG00000224801
HCG4P8	ENSG00000231430	ENSG00000224801
HCG4P8	ENSG00000232122	ENSG00000224801
HCG4P8	ENSG00000234681	ENSG00000224801
HCG4P8	ENSG00000277480	ENSG00000224801
HCG9P5	ENSG00000226267	ENSG00000224253
HCG9P5	ENSG00000227758	ENSG00000224253
HCG9P5	ENSG00000228202	ENSG00000224253
HCG9P5	ENSG00000228900	ENSG00000224253
HCG9P5	ENSG00000235458	ENSG00000224253
HCG9P5	ENSG00000236619	ENSG00000224253
HCN3	ENSG00000263324	ENSG00000143630
HEATR9	ENSG00000270379	ENSG00000276986
HERC2	ENSG00000276802	ENSG00000128731
HERC2	ENSG00000277278	ENSG00000128731
HERC2P1	ENSG00000282567	ENSG00000261401
HERC2P11	ENSG00000282090	ENSG00000261581
HERC2P2	ENSG00000280787	ENSG00000276550
HERC2P7	ENSG00000281909	ENSG00000281828
HERC2P9	ENSG00000282417	ENSG00000206149
HERC3	ENSG00000287542	ENSG00000138641
HES5	ENSG00000197921	ENSG00000273529
HHAT	ENSG00000280680	ENSG00000054392
HLA-A	ENSG00000206503	ENSG00000227715
HLA-A	ENSG00000206505	ENSG00000227715
HLA-A	ENSG00000223980	ENSG00000227715
HLA-A	ENSG00000224320	ENSG00000227715
HLA-A	ENSG00000229215	ENSG00000227715
HLA-A	ENSG00000231834	ENSG00000227715
HLA-A	ENSG00000235657	ENSG00000227715
HLA-B	ENSG00000223532	ENSG00000206450
HLA-B	ENSG00000224608	ENSG00000206450
HLA-B	ENSG00000228964	ENSG00000206450
HLA-B	ENSG00000232126	ENSG00000206450
HLA-B	ENSG00000234745	ENSG00000206450
HLA-C	ENSG00000204525	ENSG00000206435
HLA-C	ENSG00000206452	ENSG00000206435
HLA-C	ENSG00000225691	ENSG00000206435
HLA-C	ENSG00000228299	ENSG00000206435
HLA-C	ENSG00000233841	ENSG00000206435
HLA-C	ENSG00000237022	ENSG00000206435
HLA-DMA	ENSG00000239463	ENSG00000204257
HLA-DMA	ENSG00000241394	ENSG00000204257
HLA-DMA	ENSG00000242361	ENSG00000204257
HLA-DMA	ENSG00000242685	ENSG00000204257
HLA-DMA	ENSG00000243189	ENSG00000204257
HLA-DMA	ENSG00000243215	ENSG00000204257
HLA-DMA	ENSG00000243719	ENSG00000204257
HLA-DMB	ENSG00000226264	ENSG00000242574
HLA-DMB	ENSG00000234154	ENSG00000242574
HLA-DMB	ENSG00000239329	ENSG00000242574
HLA-DMB	ENSG00000241296	ENSG00000242574
HLA-DMB	ENSG00000241674	ENSG00000242574
HLA-DMB	ENSG00000242092	ENSG00000242574
HLA-DMB	ENSG00000242386	ENSG00000242574
HLA-DOA	ENSG00000206292	ENSG00000204252
HLA-DOA	ENSG00000230141	ENSG00000204252
HLA-DOA	ENSG00000231558	ENSG00000204252
HLA-DOA	ENSG00000232957	ENSG00000204252
HLA-DOA	ENSG00000232962	ENSG00000204252
HLA-DOA	ENSG00000235744	ENSG00000204252
HLA-DOB	ENSG00000239457	ENSG00000241106
HLA-DOB	ENSG00000241386	ENSG00000241106
HLA-DOB	ENSG00000241910	ENSG00000241106
HLA-DOB	ENSG00000243496	ENSG00000241106
HLA-DOB	ENSG00000243612	ENSG00000241106
HLA-DPA1	ENSG00000168384	ENSG00000231389
HLA-DPA1	ENSG00000206291	ENSG00000231389
HLA-DPA1	ENSG00000224103	ENSG00000231389
HLA-DPA1	ENSG00000228163	ENSG00000231389
HLA-DPA1	ENSG00000229685	ENSG00000231389
HLA-DPA1	ENSG00000235844	ENSG00000231389
HLA-DPA1	ENSG00000236177	ENSG00000231389
HLA-DPA2	ENSG00000223990	ENSG00000223894
HLA-DPA2	ENSG00000227286	ENSG00000223894
HLA-DPA2	ENSG00000230878	ENSG00000223894
HLA-DPA2	ENSG00000231461	ENSG00000223894
HLA-DPA2	ENSG00000234260	ENSG00000223894
HLA-DPA2	ENSG00000235528	ENSG00000223894
HLA-DPA2	ENSG00000236898	ENSG00000223894
HLA-DPA3	ENSG00000223696	ENSG00000223447
HLA-DPA3	ENSG00000224929	ENSG00000223447
HLA-DPA3	ENSG00000227936	ENSG00000223447
HLA-DPA3	ENSG00000231895	ENSG00000223447
HLA-DPA3	ENSG00000234372	ENSG00000223447
HLA-DPA3	ENSG00000237398	ENSG00000223447
HLA-DPB1	ENSG00000215048	ENSG00000223865
HLA-DPB1	ENSG00000226826	ENSG00000223865
HLA-DPB1	ENSG00000229295	ENSG00000223865
HLA-DPB1	ENSG00000230708	ENSG00000223865
HLA-DPB1	ENSG00000230763	ENSG00000223865
HLA-DPB1	ENSG00000236693	ENSG00000223865
HLA-DPB1	ENSG00000237710	ENSG00000223865
HLA-DPB2	ENSG00000223372	ENSG00000168379
HLA-DPB2	ENSG00000224557	ENSG00000168379
HLA-DPB2	ENSG00000225132	ENSG00000168379
HLA-DPB2	ENSG00000225429	ENSG00000168379
HLA-DPB2	ENSG00000226071	ENSG00000168379
HLA-DPB2	ENSG00000233584	ENSG00000168379
HLA-DPB2	ENSG00000234834	ENSG00000168379
HLA-DQA1	ENSG00000196735	ENSG00000236418
HLA-DQA1	ENSG00000206305	ENSG00000236418
HLA-DQA1	ENSG00000225890	ENSG00000236418
HLA-DQA1	ENSG00000228284	ENSG00000236418
HLA-DQA1	ENSG00000232062	ENSG00000236418
HLA-DQA2	ENSG00000223793	ENSG00000206301
HLA-DQA2	ENSG00000225103	ENSG00000206301
HLA-DQA2	ENSG00000231526	ENSG00000206301
HLA-DQA2	ENSG00000231823	ENSG00000206301
HLA-DQA2	ENSG00000233192	ENSG00000206301
HLA-DQA2	ENSG00000237541	ENSG00000206301
HLA-DQA2	ENSG00000257473	ENSG00000206301
HLA-DQB1	ENSG00000206237	ENSG00000179344
HLA-DQB1	ENSG00000206302	ENSG00000179344
HLA-DQB1	ENSG00000225824	ENSG00000179344
HLA-DQB1	ENSG00000231286	ENSG00000179344
HLA-DQB1	ENSG00000231939	ENSG00000179344
HLA-DQB1	ENSG00000233209	ENSG00000179344
HLA-DQB2	ENSG00000196610	ENSG00000226165
HLA-DQB2	ENSG00000224305	ENSG00000226165
HLA-DQB2	ENSG00000228254	ENSG00000226165
HLA-DQB2	ENSG00000228813	ENSG00000226165
HLA-DQB2	ENSG00000229493	ENSG00000226165
