dataset	accession	column	gsm	group	model_family	setting	Tacstd2	Cldn4	CD8_T_cell	IFNg_response	IFN_I_response	MHC_I_antigen_presentation	MHC_II	T_cell_inhibitory	Myeloid_suppressive	Leukocyte_general	Neuroendocrine	Non_NE_SCLC
GSE274352_KP_KL_STING	GSE274352	KP2_STINGV154M	nan	STING_V154M	KL	cultured_cells	4.38306	8.32536		-0.02973	0.16565	0.22006		-0.58341	-0.16456		0.64441	-0.20044
GSE274352_KP_KL_STING	GSE274352	KP3_empty2	nan	empty_vector	KL	cultured_cells	4.01336	6.55084		-0.05124	-0.61036	-0.61687		0.09096	0.12146		0.18802	0.73716
GSE274352_KP_KL_STING	GSE274352	KP3_STINGV154M	nan	STING_V154M	KL	cultured_cells	3.76192	6.56545		0.04638	0.11363	-0.65463		0.40904	-0.07176		-0.08976	0.55030
GSE274352_KP_KL_STING	GSE274352	KL2_empty2	nan	empty_vector	KL	cultured_cells	2.13868	5.87164		-0.81876	-0.28915	-0.44612		0.75058	-0.03313		-0.23265	-0.64417
GSE274352_KP_KL_STING	GSE274352	KL2_STINGV154M	nan	STING_V154M	KL	cultured_cells	3.32914	6.92575		0.76762	0.91868	0.63975		0.84664	0.14139		-0.13049	-0.10567
GSE274352_KP_KL_STING	GSE274352	KL1_empty2	nan	empty_vector	KL	cultured_cells	2.37502	6.60453		-0.00054	-0.39567	0.00796		-0.56438	-0.00483		-1.24424	-0.23194
GSE274352_KP_KL_STING	GSE274352	KL1_STINGV154M	nan	STING_V154M	KL	cultured_cells	3.42783	6.77386		-0.00863	0.82268	0.44827		0.00162	-0.14312		0.10415	-0.16201
GSE295685_KL_TNG260	GSE295685	KLCon1	nan	DMSO	KL	cultured_cells	3.94392	10.45422	-0.50000	-0.36686	-0.79396	-0.72311	-0.68564	0.70215	-0.63552	-0.84541	0.27907	-0.59669
GSE295685_KL_TNG260	GSE295685	KLCon2	nan	DMSO	KL	cultured_cells	3.75702	10.36203	0.50000	-0.10320	-0.77339	-0.57448	-0.24662	-0.29530	-0.68727	-0.68082	-0.08869	-0.49672
GSE295685_KL_TNG260	GSE295685	KLTNG75_1	nan	TNG260	KL	cultured_cells	5.05007	10.76087	0.50000	0.15548	0.95589	0.36906	-0.16617	0.18976	0.79184	0.95680	-0.27606	0.64626
GSE295685_KL_TNG260	GSE295685	KLTNG75_2	nan	TNG260	KL	cultured_cells	5.09001	10.77920	-0.50000	0.31459	0.61146	0.92853	1.09843	-0.59661	0.53096	0.56942	0.08568	0.44716
GSE236258_CMT167_trametinib	GSE236258	GSM7521161_CSC1_S120.counts.txt.gz	GSM7521161	CMT167_control	CMT167	cultured_cells	0.00000	0.11084	-0.35987	-0.41844	-0.50030	-0.93463	-0.58651	-0.42349	0.51580	0.41778	-0.29016	-0.18132
GSE236258_CMT167_trametinib	GSE236258	GSM7521162_CSC2_S121.counts.txt.gz	GSM7521162	CMT167_control	CMT167	cultured_cells	0.00000	0.51278	-0.35987	-0.52962	-0.36143	-0.83205	-0.58651	0.20581	0.43136	-0.21582	0.07217	-0.44280
GSE236258_CMT167_trametinib	GSE236258	GSM7521163_CSC3_S122.counts.txt.gz	GSM7521163	CMT167_control	CMT167	cultured_cells	0.00000	0.40552	-0.35987	-0.57596	0.55782	-0.66430	-0.38507	-0.41339	0.55191	0.16704	-0.01352	-0.35776
GSE236258_CMT167_trametinib	GSE236258	GSM7521164_CT1_S126.counts.txt.gz	GSM7521164	CMT167_trametinib	CMT167	cultured_cells	0.00000	0.00000	0.15394	-0.32823	0.82923	-0.02908	0.08053	-0.00938	-0.32099	-0.06521	-0.04566	0.06932
GSE236258_CMT167_trametinib	GSE236258	GSM7521165_CT2_S127.counts.txt.gz	GSM7521165	CMT167_trametinib	CMT167	cultured_cells	0.00000	0.27869	-0.35987	-0.42250	0.30692	-0.32068	0.15944	-0.39317	-0.46731	-0.05673	-0.05564	0.14034
GSE236258_CMT167_trametinib	GSE236258	GSM7521167_CT3_S128.counts.txt.gz	GSM7521167	CMT167_trametinib	CMT167	cultured_cells	0.00000	0.00000	-0.35987	-0.28387	0.93503	0.00909	0.30922	-0.07848	-0.33535	0.09704	0.52459	0.08757
GSE236258_CMT167_trametinib	GSE236258	GSM7521168_CTR1_S129.counts.txt.gz	GSM7521168	CMT167_trametinib_resistant	CMT167	cultured_cells	0.00000	0.09788	-0.35987	0.80624	-0.07347	-0.09983	0.04190	0.48553	-0.27814	-0.48625	0.36793	-0.63118
GSE236258_CMT167_trametinib	GSE236258	GSM7521169_CTR2_S130.counts.txt.gz	GSM7521169	CMT167_trametinib_resistant	CMT167	cultured_cells	0.00000	0.00000	3.01787	0.73126	-0.37501	-0.29319	1.05710	0.40244	-0.34508	-0.65459	0.00785	-0.79870
GSE236258_CMT167_trametinib	GSE236258	GSM7521170_CTR3_S131.counts.txt.gz	GSM7521170	CMT167_trametinib_resistant	CMT167	cultured_cells	0.00000	0.09812	0.19335	0.48653	-0.22897	-0.04072	0.04312	0.77395	-0.43398	-0.13536	0.77731	-0.47716
GSE236258_CMT167_trametinib	GSE236258	GSM7521171_KSC1_S111.counts.txt.gz	GSM7521171	KLA_control	CMT167	cultured_cells	0.00000	2.65673	-0.35987	0.54454	-0.55743	0.86168	-0.51529	0.57965	0.53805	1.17951	0.04454	0.40487
GSE236258_CMT167_trametinib	GSE236258	GSM7521172_KSC2_S112.counts.txt.gz	GSM7521172	KLA_control	CMT167	cultured_cells	0.00000	2.71678	-0.35987	0.48403	-0.33505	1.19581	0.13890	0.52448	0.57968	0.75529	-0.11669	0.58471
GSE236258_CMT167_trametinib	GSE236258	GSM7521173_KSC3_S113.counts.txt.gz	GSM7521173	KLA_control	CMT167	cultured_cells	0.00000	2.73705	0.59335	0.04230	-0.39153	0.52071	0.85394	0.20055	0.53695	0.53264	-0.43300	0.61053
GSE236258_CMT167_trametinib	GSE236258	GSM7521174_KT1_S117.counts.txt.gz	GSM7521174	KLA_trametinib	CMT167	cultured_cells	0.00000	9.42098	-0.35987	0.01135	0.00642	-0.02847	0.48692	-0.53471	-0.37870	-0.50148	-0.04540	0.29157
GSE236258_CMT167_trametinib	GSE236258	GSM7521175_KT2_S118.counts.txt.gz	GSM7521175	KLA_trametinib	CMT167	cultured_cells	0.00000	9.46341	-0.35987	-0.23685	-0.10865	0.30537	-0.51116	-0.69213	-0.39419	-0.67915	-0.43306	-0.07559
GSE236258_CMT167_trametinib	GSE236258	GSM7521176_KT3_S119.counts.txt.gz	GSM7521176	KLA_trametinib	CMT167	cultured_cells	0.09805	9.36178	-0.35987	-0.31078	0.29642	0.35030	-0.58651	-0.62765	-0.20001	-0.35471	-0.36127	0.77560
GSE241978_CMT167_AhR	GSE241978	CMT Control 1	nan	cas9_control	CMT167	cultured_cells	4.55600	4.55600	0.14969	0.18257	0.00012	-0.48787	-0.33779	0.83699	0.08214	0.17193	0.57504	0.05821
GSE241978_CMT167_AhR	GSE241978	CMT Control 2	nan	cas9_control	CMT167	cultured_cells	4.55600	5.46433	-0.08966	0.42528	-0.05217	0.23844	0.30207	-0.02500	0.18764	0.42166	0.06540	0.33619
GSE241978_CMT167_AhR	GSE241978	CMT Control 3	nan	cas9_control	CMT167	cultured_cells	4.55600	5.42998	1.32801	0.24580	-0.12485	-0.02212	0.45332	0.49396	0.30317	-0.25994	0.26115	0.04904
GSE241978_CMT167_AhR	GSE241978	CMT AHR KO 1	nan	AhR_KO	CMT167	cultured_cells	4.55600	4.55600	-0.46268	-0.03307	0.18167	0.10493	0.50260	-0.80095	-0.26598	-0.31190	-0.44507	-0.41477
GSE241978_CMT167_AhR	GSE241978	CMT AHR KO 2	nan	AhR_KO	CMT167	cultured_cells	4.55600	4.55600	-0.46268	-0.26634	0.26921	-0.19359	-0.08807	-0.02338	-0.29938	-0.07228	-0.40377	-0.11467
GSE241978_CMT167_AhR	GSE241978	CMT AHR KO 3	nan	AhR_KO	CMT167	cultured_cells	4.55600	4.55600	-0.46268	-0.55425	-0.27398	0.36021	-0.83213	-0.48163	-0.00759	0.05053	-0.05275	0.08599
GSE217405_EGFR_osimertinib	GSE217405	mEGFR del19.1 DMSO 1Day	GSM6716885	DMSO	EGFR	cultured_cells	0.00000	4.32193	-0.20412	-0.33420	-0.64670	-0.63237	-0.58589	0.64879	0.20195	0.46696	-0.53386	1.25901
GSE217405_EGFR_osimertinib	GSE217405	mEGFR del19.1 DMSO 2Day	GSM6716887	DMSO	EGFR	cultured_cells	0.00000	7.02237	-0.20412	-0.58001	-0.83262	-0.39890	-0.10107	0.05117	0.21214	-0.24355	-0.67180	-0.39975
GSE217405_EGFR_osimertinib	GSE217405	mEGFR del19.1 DMSO 4Day	GSM6716889	DMSO	EGFR	cultured_cells	0.00000	7.91886	-0.20412	0.26769	-0.18131	0.25327	-0.32725	1.05147	0.54910	0.09972	-0.13578	0.64273
GSE217405_EGFR_osimertinib	GSE217405	mEGFR del19.1 DMSO 6Day	GSM6716891	DMSO	EGFR	cultured_cells	0.00000	6.95420	-0.20412	0.24681	-0.21419	0.01438	-0.37047	0.45962	0.69307	0.15068	-0.38733	0.03579
GSE217405_EGFR_osimertinib	GSE217405	mEGFR del19.1 100nM Osimertinib 1Day	GSM6716886	osimertinib	EGFR	cultured_cells	0.00000	6.00000	-0.20412	-0.25601	-0.39339	-0.45992	-0.51616	-0.50186	-0.63825	-0.24535	-0.76637	-0.38575
GSE217405_EGFR_osimertinib	GSE217405	mEGFR del19.1 100nM Osimertinib 2Day	GSM6716888	osimertinib	EGFR	cultured_cells	0.00000	6.67243	1.42887	-0.67435	-0.82140	-0.53259	-0.06270	-0.49587	-0.38250	0.57324	-0.76107	0.07093
GSE217405_EGFR_osimertinib	GSE217405	mEGFR del19.1 100nM Osimertinib 4Day	GSM6716890	osimertinib	EGFR	cultured_cells	0.00000	6.61471	-0.20412	-1.10996	-0.89813	-1.07124	-0.51616	-0.45773	-0.68795	0.01824	-0.50297	-0.44818
GSE217405_EGFR_osimertinib	GSE217405	mEGFR del19.1 100nM Osimertinib 6Day	GSM6716892	osimertinib	EGFR	cultured_cells	0.00000	7.04439	-0.20412	-0.59065	-0.64715	-0.16860	-0.46669	-0.05415	0.11213	-0.22828	-0.76555	0.34370
GSE217405_EGFR_osimertinib	GSE217405	mEGFR del19.2 DMSO 1Day	GSM6716893	DMSO	EGFR	cultured_cells	0.00000	2.00000	-0.20412	-0.13964	-0.55777	-1.34979	-0.58589	0.32349	-0.12763	0.14518	0.54833	0.39474
GSE217405_EGFR_osimertinib	GSE217405	mEGFR del19.2 DMSO 2Day	GSM6716895	DMSO	EGFR	cultured_cells	0.00000	4.32193	-0.20412	-0.26385	-0.70691	-0.94872	0.18936	-0.12219	0.17588	-0.42600	-0.08839	-0.06690
GSE217405_EGFR_osimertinib	GSE217405	mEGFR del19.2 DMSO 4Day	GSM6716897	DMSO	EGFR	cultured_cells	0.00000	4.80735	-0.20412	-0.33361	-0.07075	-0.72257	-0.27778	-0.19497	0.20244	-0.60164	-0.18288	0.03781
GSE217405_EGFR_osimertinib	GSE217405	mEGFR del19.2 DMSO 6Day	GSM6716899	DMSO	EGFR	cultured_cells	0.00000	5.16993	-0.20412	-0.05569	0.08860	-0.18962	-0.16591	0.23042	0.50134	0.43355	-0.04360	-0.38212
GSE217405_EGFR_osimertinib	GSE217405	mEGFR del19.2 100nM Osimertinib 1Day	GSM6716894	osimertinib	EGFR	cultured_cells	0.00000	2.00000	-0.20412	0.04964	0.33146	-0.45072	0.71578	-0.38133	-0.16592	0.08378	0.68406	0.17719
GSE217405_EGFR_osimertinib	GSE217405	mEGFR del19.2 100nM Osimertinib 2Day	GSM6716896	osimertinib	EGFR	cultured_cells	0.00000	3.45943	-0.20412	0.30950	0.03389	-0.36397	0.20432	-0.33902	-0.45701	-0.80496	0.07715	-0.24653
GSE217405_EGFR_osimertinib	GSE217405	mEGFR del19.2 100nM Osimertinib 4Day	GSM6716898	osimertinib	EGFR	cultured_cells	0.00000	3.70044	-0.20412	-0.22031	-0.21845	-0.40811	0.14773	-0.48949	-0.82784	-0.60164	0.33158	-1.11826
GSE217405_EGFR_osimertinib	GSE217405	mEGFR del19.2 100nM Osimertinib 6Day	GSM6716900	osimertinib	EGFR	cultured_cells	0.00000	4.00000	-0.20412	-0.05051	0.01032	-0.16691	0.49533	0.05889	0.03646	-0.39833	0.36244	-0.04260
GSE217405_EGFR_osimertinib	GSE217405	mEGFR L860R.1 DMSO 1Day	GSM6716901	DMSO	EGFR	cultured_cells	8.63300	12.02929	-0.20412	-0.07881	-0.57487	-0.21134	0.46363	-0.05807	-0.22791	-0.16827	-0.07722	0.05878
GSE217405_EGFR_osimertinib	GSE217405	mEGFR L860R.1 DMSO 2Day	GSM6716903	DMSO	EGFR	cultured_cells	8.01681	12.56677	-0.20412	0.12571	-0.16643	0.19364	0.26421	0.02989	0.22114	0.04931	0.71110	0.28521
GSE217405_EGFR_osimertinib	GSE217405	mEGFR L860R.1 DMSO 4Day	GSM6716905	DMSO	EGFR	cultured_cells	8.24317	13.25960	1.42887	0.13408	0.09918	0.47553	0.36752	0.31294	0.30537	0.03043	0.91149	-0.06127
GSE217405_EGFR_osimertinib	GSE217405	mEGFR L860R.1 DMSO 6Day	GSM6716907	DMSO	EGFR	cultured_cells	8.85487	13.65710	-0.20412	0.39752	0.53143	1.13974	0.53859	0.01976	0.43286	0.85980	0.09088	-0.05290
GSE217405_EGFR_osimertinib	GSE217405	mEGFR L860R.1 100nM Osimertinib 1Day	GSM6716902	osimertinib	EGFR	cultured_cells	9.60177	13.09787	1.42887	0.90130	1.48050	1.15507	-0.20806	-0.20900	-0.38241	-0.48271	-0.04389	0.23416
GSE217405_EGFR_osimertinib	GSE217405	mEGFR L860R.1 100nM Osimertinib 2Day	GSM6716904	osimertinib	EGFR	cultured_cells	9.14720	13.06575	-0.20412	1.09382	2.12617	1.76253	0.07617	-0.30441	0.14975	0.20841	0.54585	0.31852
GSE217405_EGFR_osimertinib	GSE217405	mEGFR L860R.1 100nM Osimertinib 4Day	GSM6716906	osimertinib	EGFR	cultured_cells	9.62571	13.22747	-0.20412	0.79222	1.35546	1.75058	0.08508	0.34505	0.11268	0.60427	0.44226	-0.03528
GSE217405_EGFR_osimertinib	GSE217405	mEGFR L860R.1 100nM Osimertinib 6Day	GSM6716908	osimertinib	EGFR	cultured_cells	9.03067	12.82575	-0.20412	0.36932	0.87306	1.33063	0.63632	0.07660	-0.00890	0.47718	0.25556	-0.61906
GSE330658_EGFR_invivo	GSE330658	GSM9729952_Control-no1_S1_L001.xlsx	GSM9729952	control	EGFR	in_vivo_tumor	2.95735	4.79142	-0.76891	-0.76655	-0.86050	-0.94522	-1.28911	-0.95130	-0.55269	-0.98410	-0.13411	-1.28252
GSE330658_EGFR_invivo	GSE330658	GSM9729953_Control-no2_S1_L001.xlsx	GSM9729953	control	EGFR	in_vivo_tumor	3.14135	4.88632	-0.84584	-0.97237	-1.33790	-1.04474	-0.93201	-0.91633	-0.49471	-0.72034	-0.65403	-0.88163
GSE330658_EGFR_invivo	GSE330658	GSM9729954_PTX-no1_S1_L001.xlsx	GSM9729954	PTX	EGFR	in_vivo_tumor	3.51356	4.87960	0.78149	1.08723	0.81487	1.34405	0.46820	0.35033	-0.27279	0.32277	-0.16845	0.30880
GSE330658_EGFR_invivo	GSE330658	GSM9729955_PTX-no2_S1_L001.xlsx	GSM9729955	PTX	EGFR	in_vivo_tumor	3.52352	4.99604	0.06390	0.06859	0.21816	0.21635	0.22043	0.22779	0.23144	0.48574	0.23766	0.59487
GSE330658_EGFR_invivo	GSE330658	GSM9729956_anti-VEGF-no1_S1_L001.xlsx	GSM9729956	aVEGF	EGFR	in_vivo_tumor	2.92759	4.92239	-0.68145	-0.47654	-0.55701	-0.35534	-0.32454	-0.68594	-0.20593	-0.89887	-0.25933	-0.09025
GSE330658_EGFR_invivo	GSE330658	GSM9729957_anti-VEGF-no2_S1_L001.xlsx	GSM9729957	aVEGF	EGFR	in_vivo_tumor	2.96865	4.92486	-0.80465	-0.53373	-0.62225	-0.59703	-0.53566	-0.59656	0.02027	-0.79632	-0.29894	0.19565
GSE330658_EGFR_invivo	GSE330658	GSM9729958_PTX-anti-VEGF-no1.xlsx	GSM9729958	PTX_aVEGF	EGFR	in_vivo_tumor	3.19728	5.02322	1.47640	0.93631	1.00550	1.09352	1.37848	1.50067	0.78942	1.37269	0.09943	0.82397
GSE330658_EGFR_invivo	GSE330658	GSM9729959_PTX-anti-VEGF-no2.xlsx	GSM9729959	PTX_aVEGF	EGFR	in_vivo_tumor	2.76898	4.71355	0.77905	0.65706	1.33915	0.28840	1.01421	1.07133	0.48500	1.21843	1.17776	0.33111
