sample	CD274	CLDN4	CD8A	CD8B	ImmuneScore	CD8_score	quartile	tacstd2_gate	tj7_used
TCGA-64-5781-01	6.1776	12.9169	10.4882	8.6451	1368.25	9.56665	Q2	none	no
TCGA-64-5815-01	6.2105	13.4496	7.1617	4.5233	1464.83	5.842499999999999	Q3	none	no
TCGA-67-3770-01	5.4044	13.0756	7.6114	6.2155	1238.99	6.913449999999999	Q2	none	no
TCGA-67-3771-01	5.8336	12.5918	8.5329	6.4643	1066.71	7.4986	Q2	none	no
TCGA-67-3772-01	3.9554	13.9398	7.3361	5.8839	1171.82	6.609999999999999	Q4	none	no
TCGA-67-3773-01	6.6089	13.3417	8.7083	6.9817	1548.55	7.845	Q3	none	no
TCGA-67-3774-01	5.703	11.7095	7.9773	5.6118	1124.26	6.794549999999999	Q1	none	no
TCGA-67-4679-01	6.1614	13.4536	8.0275	6.0903	1172.87	7.0588999999999995	Q3	none	no
TCGA-67-6215-01	4.8359	12.5587	5.9031	3.2006	693.22	4.55185	Q2	none	no
TCGA-67-6216-01	6.7662	13.0958	8.1905	6.3215	1315.55	7.256	Q2	none	no
TCGA-67-6217-01	5.8963	13.1887	9.129	6.9783	1251.38	8.05365	Q3	none	no
TCGA-69-7760-01	4.7673	13.4997	5.312	2.0437	-457.5	3.6778500000000003	Q3	none	no
TCGA-69-7761-01	6.7384	12.3437	9.9294	7.1149	1822.97	8.52215	Q1	none	no
TCGA-69-7763-01	5.4052	12.0187	7.1645	4.7234	558.97	5.94395	Q1	none	no
TCGA-69-7764-01	5.2531	12.682	8.6253	6.1286	330.91	7.376949999999999	Q2	none	no
TCGA-69-7765-01	6.015	13.0924	8.0837	5.5021	1079.11	6.7929	Q2	none	no
TCGA-69-7973-01	5.2538	12.5765	7.5688	8.1499	-142.75	7.859350000000001	Q2	none	no
TCGA-69-7974-01	8.6475	13.4729	8.1152	5.9017	1577.74	7.00845	Q3	none	no
TCGA-69-7978-01	9.4672	13.366	9.773	7.4774	2205.25	8.6252	Q3	none	no
TCGA-69-7979-01	5.8171	14.1813	6.222	4.0327	-181.52	5.12735	Q4	none	no
TCGA-69-7980-01	6.72	13.7292	8.8397	6.6021	1096.91	7.7209	Q4	none	no
TCGA-69-8253-01	4.6438	13.1877	6.4477	4.7851	379.46	5.6164000000000005	Q3	none	no
TCGA-69-8254-01	6.501	13.6928	7.9095	5.1377	1026.02	6.5236	Q4	none	no
TCGA-69-8255-01	6.2031	11.5661	10.5609	8.1381	1350.23	9.349499999999999	Q1	none	no
TCGA-69-8453-01	6.5558	13.4106	8.6337	6.3122	2188.01	7.472949999999999	Q3	none	no
TCGA-69-A59K-01	9.6668	12.3452	8.7898	6.0486	761.1	7.4192	Q1	none	no
TCGA-71-6725-01	4.4736	14.4992	2.8561	1.3562	141.19	2.10615	Q4	none	no
TCGA-71-8520-01	5.9193	13.7887	6.0734	4.3377	309.91	5.205550000000001	Q4	none	no
TCGA-73-4658-01	9.0617	13.6656	8.4664	6.0194	1917.98	7.242900000000001	Q4	none	no
TCGA-73-4659-01	6.0065	12.9723	6.2933	4.6099	698.1	5.4516	Q2	none	no
TCGA-73-4662-01	7.3794	14.4697	8.5477	6.5266	1359.37	7.5371500000000005	Q4	none	no
TCGA-73-4666-01	9.4287	14.6697	10.1458	8.24	1814.71	9.1929	Q4	none	no
TCGA-73-4668-01	5.7119	14.1461	7.3968	4.8105	191.44	6.10365	Q4	none	no
TCGA-73-4670-01	5.5605	13.3303	6.4401	4.2301	182.59	5.335100000000001	Q3	none	no
TCGA-73-4675-01	3.4884	12.6741	6.1437	4.7561	381.76	5.4498999999999995	Q2	none	no
TCGA-73-4676-01	7.4172	13.5947	7.9386	5.4683	537.66	6.70345	Q3	none	no
TCGA-73-4677-01	5.1101	12.4689	8.1632	5.7982	605.39	6.9807	Q1	none	no
TCGA-73-7498-01	4.643	13.2693	7.0778	4.9533	685.92	6.015549999999999	Q3	none	no
TCGA-73-7499-01	5.8653	13.5325	10.438	8.6894	1678.33	9.5637	Q3	none	no
TCGA-73-A9RS-01	6.7949	12.1329	7.9665	5.213	-104.38	6.58975	Q1	none	no
TCGA-75-5122-01	8.9641	11.4644	12.1906	9.9797	3286.67	11.085149999999999	Q1	none	no
TCGA-75-5125-01	10.1127	13.3007	8.9893	6.0545	1493.59	7.5219000000000005	Q3	none	no
TCGA-75-5126-01	10.0323	13.7678	9.5542	7.3312	2175.77	8.4427	Q4	none	no
TCGA-75-5146-01	4.1127	13.118	7.9807	6.647	1050.63	7.31385	Q2	none	no
TCGA-75-5147-01	5.9958	13.4697	7.9549	6.0091	1108.3	6.982	Q3	none	no
TCGA-75-6203-01	6.4984	11.6967	8.091	5.6975	2188.81	6.8942499999999995	Q1	none	no
TCGA-75-6205-01	7.8654	12.0092	9.7921	6.9528	2536.32	8.37245	Q1	none	no
TCGA-75-6206-01	4.9638	12.5753	6.6501	4.0646	649.07	5.35735	Q2	none	no
TCGA-75-6207-01	9.2922	14.5601	7.0102	4.654	241.76	5.8321000000000005	Q4	none	no
TCGA-75-6211-01	4.3267	12.5362	7.9167	5.2903	-73.49	6.6035	Q2	none	no
TCGA-75-6212-01	5.6692	12.5559	6.2594	3.833	1540.49	5.046200000000001	Q2	none	no
TCGA-75-6214-01	6.5395	12.9645	6.657	5.3283	-91.39	5.992649999999999	Q2	none	no
TCGA-75-7025-01	5.0672	12.2662	8.5539	6.1568	1211.78	7.35535	Q1	none	no
TCGA-75-7027-01	4.5772	12.7511	7.0076	4.7579	-73.13	5.88275	Q2	none	no
TCGA-75-7030-01	5.6123	12.5374	8.9043	6.2479	1186.74	7.576099999999999	Q2	none	no
TCGA-75-7031-01	5.3114	12.7458	9.3213	6.4785	883.23	7.899900000000001	Q2	none	no
TCGA-78-7143-01	5.9528	14.0954	6.7614	5.0717	728.44	5.91655	Q4	none	no
TCGA-78-7145-01	5.9966	14.0899	5.1897	2.343	431.58	3.76635	Q4	none	no
TCGA-78-7146-01	6.8508	13.3372	7.8162	4.8757	239.26	6.34595	Q3	none	no
TCGA-78-7147-01	4.091	13.6936	8.2209	6.7576	401.51	7.48925	Q4	none	no
TCGA-78-7148-01	4.6703	13.4157	8.8928	6.4629	420.29	7.677849999999999	Q3	none	no
TCGA-78-7149-01	2.576	12.5215	6.702	4.7504	-147.69	5.7262	Q1	none	no
TCGA-78-7150-01	4.358	12.0061	7.0977	4.973	-407.19	6.035349999999999	Q1	none	no
TCGA-78-7152-01	4.5977	13.2431	8.7102	6.2163	980.35	7.46325	Q3	none	no
TCGA-78-7153-01	2.4056	12.5995	7.9462	5.5934	31.06	6.7698	Q2	none	no
TCGA-78-7154-01	4.8271	12.6142	7.2889	4.7006	-166.77	5.99475	Q2	none	no
TCGA-78-7155-01	4.694	10.4799	7.6855	5.5459	-639.02	6.6157	Q1	none	no
TCGA-78-7156-01	3.0811	12.3403	6.5778	4.3855	-228.36	5.48165	Q1	none	no
TCGA-78-7158-01	5.1303	13.264	5.7015	4.2673	69.42	4.9844	Q3	none	no
TCGA-78-7159-01	5.1131	12.4767	7.5781	7.743	104.02	7.660550000000001	Q1	none	no
TCGA-78-7160-01	6.3195	13.0426	9.8597	7.3994	1564.1	8.62955	Q2	none	no
TCGA-78-7161-01	3.7143	12.2616	6.8396	4.5492	-559.96	5.6944	Q1	none	no
TCGA-78-7162-01	5.3534	12.3719	8.6246	6.531	1047.91	7.5778	Q1	none	no
TCGA-78-7163-01	5.7749	13.5808	7.6334	5.3835	-204.63	6.50845	Q3	none	no
TCGA-78-7166-01	4.6223	12.6705	6.8966	4.5959	187.51	5.74625	Q2	none	no
TCGA-78-7167-01	2.191	12.835	6.6561	4.7942	-380.76	5.72515	Q2	none	no
TCGA-78-7220-01	5.2887	12.2959	8.0585	7.0016	-429.82	7.53005	Q1	none	no
TCGA-78-7535-01	4.8078	13.239	6.4312	4.0868	1204.4	5.259	Q3	none	no
TCGA-78-7536-01	5.0213	13.2286	7.8977	5.3992	653.59	6.64845	Q3	none	no
TCGA-78-7537-01	4.0299	12.2184	7.898	5.7961	243.82	6.847049999999999	Q1	none	no
TCGA-78-7539-01	6.1155	13.2402	9.4463	7.5436	1514.13	8.49495	Q3	none	no
TCGA-78-7540-01	4.9147	14.5673	6.4995	4.2651	401.41	5.382300000000001	Q4	none	no
TCGA-78-7542-01	9.1497	12.8545	7.7211	5.6382	335.17	6.6796500000000005	Q2	none	no
TCGA-78-7633-01	4.3221	12.593	4.9649	2.8746	-337.96	3.91975	Q2	none	no
TCGA-78-8640-01	4.8291	14.0946	7.9667	5.4267	495.31	6.6967	Q4	none	no
TCGA-78-8648-01	6.7846	11.7257	10.1817	8.0137	2471.95	9.0977	Q1	none	no
TCGA-78-8655-01	5.6733	13.7552	8.6665	6.8052	1264.9	7.735849999999999	Q4	none	no
TCGA-78-8660-01	7.0723	13.2234	9.2443	6.9068	1661.9	8.07555	Q3	none	no
TCGA-78-8662-01	3.3597	13.9595	6.6092	4.5135	-446.71	5.56135	Q4	none	no
TCGA-80-5607-01	6.1158	13.845	9.412	6.9239	1154.88	8.167950000000001	Q4	none	no
TCGA-80-5608-01	5.8337	13.6778	7.9449	6.8917	284.49	7.4183	Q4	none	no
TCGA-80-5611-01	5.6129	12.4841	7.0922	5.261	1564.17	6.1766000000000005	Q1	none	no
TCGA-83-5908-01	10.2316	13.1045	10.6927	8.759	1830.63	9.725850000000001	Q2	none	no
TCGA-86-6562-01	6.1863	14.4829	6.1432	3.9007	577.68	5.02195	Q4	none	no
TCGA-86-6851-01	7.329	13.2668	9.8722	7.4793	2246.5	8.67575	Q3	none	no
TCGA-86-7701-01	6.284	12.3385	9.3304	6.4145	1485.1	7.87245	Q1	none	no
TCGA-86-7711-01	5.9727	11.1622	7.9031	5.8082	1246.27	6.855650000000001	Q1	none	no
TCGA-86-7713-01	5.1354	12.6879	5.5525	4.4701	-568.26	5.0113	Q2	none	no
TCGA-86-7714-01	4.6688	12.7505	6.4507	4.237	860.95	5.34385	Q2	none	no
TCGA-86-7953-01	5.5299	13.6516	7.8545	5.5663	1306.8	6.7104	Q3	none	no
TCGA-86-7954-01	6.8521	13.2073	8.5377	7.1769	1723.88	7.8572999999999995	Q3	none	no
TCGA-86-7955-01	4.4651	13.05	6.6057	3.4908	-934.73	5.0482499999999995	Q2	none	no
TCGA-86-8054-01	5.0137	12.8096	6.391	4.5837	-621.28	5.48735	Q2	none	no
TCGA-86-8055-01	6.395	12.8991	7.0368	5.1928	898.35	6.114800000000001	Q2	none	no
TCGA-86-8056-01	6.0167	12.8386	7.1603	5.3272	817.3	6.24375	Q2	none	no
TCGA-86-8073-01	4.6473	13.8745	7.4015	5.1995	529.26	6.3004999999999995	Q4	none	no
TCGA-86-8074-01	6.3152	12.9824	7.3542	4.6612	867.19	6.0077	Q2	none	no
TCGA-86-8075-01	6.718	14.2683	5.7042	4.1113	912.49	4.90775	Q4	none	no
TCGA-86-8076-01	6.1291	12.4861	10.0969	8.2022	1860.0	9.14955	Q1	none	no
TCGA-86-8278-01	6.5756	12.5008	6.7491	4.8321	731.87	5.7905999999999995	Q1	none	no
TCGA-86-8279-01	4.231	14.4039	5.2605	3.3058	74.03	4.28315	Q4	none	no
TCGA-86-8280-01	6.5273	13.4181	8.2895	6.2036	1600.49	7.24655	Q3	none	no
TCGA-86-8281-01	3.8659	12.7703	6.7157	4.6453	159.13	5.6805	Q2	none	no
TCGA-86-8358-01	4.9154	11.9182	7.8811	6.9886	-263.38	7.43485	Q1	none	no
TCGA-86-8359-01	4.9716	13.6241	10.5685	8.1534	1166.42	9.360949999999999	Q3	none	no
TCGA-86-8585-01	5.9461	11.735	9.2124	7.1625	1648.05	8.18745	Q1	none	no
TCGA-86-8668-01	5.8835	14.7916	7.383	5.2556	1089.62	6.3193	Q4	none	no
TCGA-86-8669-01	5.8664	12.8296	7.7624	5.4544	744.53	6.6084	Q2	none	no
TCGA-86-8671-01	6.8463	12.2985	10.2771	8.2742	2905.3	9.27565	Q1	none	no
TCGA-86-8672-01	6.6651	13.3592	9.4884	7.2747	1380.47	8.38155	Q3	none	no
TCGA-86-8673-01	4.0735	13.1412	8.5033	6.4368	521.22	7.47005	Q2	none	no
TCGA-86-8674-01	4.2891	13.1878	5.689	3.8	-506.36	4.7445	Q3	none	no
TCGA-86-A456-01	6.7156	13.1409	8.0095	5.0417	1206.48	6.525599999999999	Q2	none	no
TCGA-86-A4D0-01	4.758	11.9008	7.2501	4.3606	-279.35	5.80535	Q1	none	no
TCGA-86-A4JF-01	8.0353	14.0192	8.1811	6.0175	1148.44	7.0993	Q4	none	no
TCGA-86-A4P7-01	5.7329	13.33	9.0276	6.936	1483.82	7.9818	Q3	none	no
TCGA-86-A4P8-01	6.4826	11.8368	9.6005	7.2893	2466.21	8.4449	Q1	none	no
TCGA-91-6828-01	6.4955	12.5842	8.9467	6.2935	1559.91	7.6201	Q2	none	no
TCGA-91-6829-01	6.284	12.8931	7.7464	5.4201	334.11	6.58325	Q2	none	no
TCGA-91-6830-01	6.3344	13.2094	8.8622	6.562	1121.7	7.7120999999999995	Q3	none	no
TCGA-91-6831-01	6.0064	12.0528	6.8579	7.9982	675.8	7.42805	Q1	none	no
TCGA-91-6835-01	7.3534	13.8149	10.3606	8.3864	2383.01	9.3735	Q4	none	no
TCGA-91-6836-01	7.7359	13.8929	7.7654	5.2666	-40.84	6.516	Q4	none	no
TCGA-91-6840-01	4.8332	13.0328	8.9322	6.9455	644.69	7.93885	Q2	none	no
TCGA-91-6847-01	5.0236	13.385	7.4937	3.035	-975.56	5.26435	Q3	none	no
TCGA-91-6848-01	8.9854	7.0946	9.1729	6.5149	1540.41	7.8439	Q1	none	no
TCGA-91-6849-01	4.6708	12.3254	8.4011	5.9584	1208.09	7.17975	Q1	none	no
TCGA-91-7771-01	5.9968	13.116	9.5143	6.8774	1633.44	8.19585	Q2	none	no
TCGA-91-8496-01	6.7737	13.2592	7.7095	6.0455	1772.54	6.8774999999999995	Q3	none	no
TCGA-91-8497-01	6.0559	12.6068	7.636	5.6623	1619.55	6.649150000000001	Q2	none	no
TCGA-91-8499-01	5.1157	12.0507	7.8468	5.4827	399.84	6.66475	Q1	none	no
TCGA-91-A4BC-01	5.4187	11.4798	11.6524	9.7272	2279.43	10.6898	Q1	none	no
TCGA-91-A4BD-01	3.8228	13.2195	6.7543	4.8606	1485.39	5.807449999999999	Q3	none	no
TCGA-93-7347-01	6.016	13.2093	10.0839	7.9319	2212.91	9.0079	Q3	none	no
TCGA-93-7348-01	4.9718	13.8334	7.8299	4.9411	737.06	6.3855	Q4	none	no
TCGA-93-8067-01	4.9763	12.7653	6.2837	3.93	45.21	5.10685	Q2	none	no
TCGA-93-A4JN-01	5.7267	12.635	6.6957	4.445	727.37	5.57035	Q2	none	no
TCGA-93-A4JO-01	6.3587	13.485	9.2272	7.3219	1898.74	8.27455	Q3	none	no
TCGA-93-A4JP-01	6.4667	12.758	7.0287	4.3276	1175.01	5.6781500000000005	Q2	none	no
TCGA-93-A4JQ-01	7.2587	13.6969	8.2785	6.0623	1754.53	7.170399999999999	Q4	none	no
TCGA-95-7039-01	6.4142	14.7622	8.0745	5.9805	326.9	7.0275	Q4	none	no
TCGA-95-7043-01	3.2664	13.2802	7.4642	4.2501	-624.74	5.85715	Q3	none	no
TCGA-95-7562-01	5.6286	14.0595	7.935	5.3074	681.77	6.6212	Q4	none	no
TCGA-95-7567-01	6.4765	14.1207	8.4446	6.0065	754.17	7.22555	Q4	none	no
TCGA-95-7944-01	7.8804	7.7218	10.8339	8.2448	1836.14	9.539349999999999	Q1	none	no
TCGA-95-7947-01	6.2338	14.0832	8.0649	5.9498	621.22	7.00735	Q4	none	no
TCGA-95-7948-01	3.5675	14.0887	6.8182	5.1909	138.89	6.00455	Q4	none	no
TCGA-95-8039-01	6.6106	13.4214	7.361	4.9022	1382.0	6.1316	Q3	none	no
TCGA-95-8494-01	6.9469	13.6873	5.7351	3.781	867.64	4.75805	Q4	none	no
TCGA-95-A4VK-01	5.0105	13.7725	8.4828	6.175	707.03	7.328899999999999	Q4	none	no
TCGA-95-A4VN-01	10.368	12.9753	9.6505	7.5662	1743.76	8.60835	Q2	none	no
TCGA-95-A4VP-01	5.216	11.6863	8.634	7.1065	984.41	7.87025	Q1	none	no
TCGA-97-7546-01	7.3423	12.8738	8.776	6.3649	1221.68	7.570449999999999	Q2	none	no
TCGA-97-7547-01	5.8771	13.6659	6.9075	5.0423	616.86	5.9749	Q4	none	no
TCGA-97-7552-01	6.8563	12.5684	10.9796	7.8817	2267.1	9.43065	Q2	none	no
TCGA-97-7553-01	7.3921	13.1758	9.4124	7.3806	2375.74	8.3965	Q3	none	no
TCGA-97-7554-01	8.9894	14.0828	7.9549	5.9196	837.9	6.937250000000001	Q4	none	no
TCGA-97-7937-01	4.127	14.0225	5.3063	3.1756	-38.36	4.24095	Q4	none	no
TCGA-97-7938-01	6.8404	13.319	8.1363	6.0889	385.76	7.1126000000000005	Q3	none	no
TCGA-97-7941-01	4.7656	13.0764	7.7404	5.4061	697.48	6.57325	Q2	none	no
TCGA-97-8171-01	3.193	13.4194	3.7696	2.2176	-404.22	2.9936	Q3	none	no
TCGA-97-8172-01	5.6653	13.4365	8.6733	6.6811	1642.24	7.677199999999999	Q3	none	no
TCGA-97-8174-01	5.503	10.8368	7.7284	5.4039	1072.77	6.56615	Q1	none	no
TCGA-97-8175-01	7.5449	14.1758	6.1898	4.356	1120.1	5.2729	Q4	none	no
TCGA-97-8176-01	3.6203	13.2358	7.0227	4.8553	528.15	5.939	Q3	none	no
TCGA-97-8177-01	5.5864	14.0347	8.3033	6.1509	1682.16	7.2271	Q4	none	no
TCGA-97-8179-01	5.2279	13.6446	6.7354	4.9486	238.11	5.8420000000000005	Q3	none	no
TCGA-97-8547-01	5.751	12.809	5.2965	3.1144	816.0	4.20545	Q2	none	no
TCGA-97-8552-01	5.4287	13.4122	7.5037	4.9485	1425.01	6.226100000000001	Q3	none	no
TCGA-97-A4LX-01	7.8848	12.1535	9.6727	7.088	2312.56	8.38035	Q1	none	no
TCGA-97-A4M0-01	6.1641	12.9874	9.2011	7.0436	1550.94	8.12235	Q2	none	no
TCGA-97-A4M1-01	5.292	11.7771	7.5355	5.9471	1148.37	6.7413	Q1	none	no
TCGA-97-A4M2-01	6.478	12.6453	9.1893	6.9799	2085.83	8.0846	Q2	none	no
TCGA-97-A4M3-01	4.3012	13.2097	6.3384	3.7703	-49.79	5.05435	Q3	none	no
TCGA-97-A4M5-01	6.0696	12.0125	7.1122	4.9417	1140.02	6.026949999999999	Q1	none	no
TCGA-97-A4M6-01	5.9163	12.3803	7.842	6.3792	1743.83	7.1106	Q1	none	no
TCGA-97-A4M7-01	6.0039	13.0836	8.2559	6.0974	1686.79	7.17665	Q2	none	no
TCGA-99-7458-01	8.352	13.0088	9.575	7.327	1603.9	8.451	Q2	none	no
TCGA-99-8025-01	5.1695	14.0076	6.3394	3.9382	124.59	5.1388	Q4	none	no
TCGA-99-8028-01	8.2074	12.9398	10.6883	8.1841	2756.73	9.4362	Q2	none	no
TCGA-99-8032-01	5.1304	12.4488	7.2177	5.6293	341.74	6.4235	Q1	none	no
TCGA-99-8033-01	7.3838	12.1027	9.3404	7.1219	1082.74	8.23115	Q1	none	no
TCGA-99-AA5R-01	7.0836	12.6327	9.6293	7.7068	2313.11	8.668050000000001	Q2	none	no
TCGA-J2-8192-01	7.0156	13.3771	7.5743	5.4894	1558.13	6.53185	Q3	none	no
TCGA-J2-8194-01	5.3771	12.2557	6.1273	3.5732	630.25	4.85025	Q1	none	no
TCGA-J2-A4AD-01	4.569	14.5143	6.6507	4.4401	-399.89	5.5454	Q4	none	no
TCGA-J2-A4AE-01	6.0186	12.8326	8.3411	6.0829	1057.3	7.212000000000001	Q2	none	no
TCGA-J2-A4AG-01	5.6908	14.3633	8.3625	5.5764	1381.48	6.96945	Q4	none	no
TCGA-L4-A4E5-01	6.7295	14.1803	7.5159	4.9768	26.44	6.24635	Q4	none	no
TCGA-L4-A4E6-01	6.2067	11.6867	7.7528	5.5425	2309.16	6.6476500000000005	Q1	none	no
TCGA-L9-A443-01	4.4815	13.0695	8.6529	5.8082	473.85	7.230550000000001	Q2	none	no
TCGA-L9-A444-01	8.3043	13.5689	10.9855	8.7147	2247.22	9.850100000000001	Q3	none	no
TCGA-L9-A50W-01	3.8585	13.5969	6.0827	3.8953	673.3	4.989	Q3	none	no
TCGA-L9-A5IP-01	6.638	13.1341	7.95	5.7672	503.8	6.8586	Q2	none	no
TCGA-L9-A743-01	7.1705	13.3234	9.2166	7.2754	1926.79	8.246	Q3	none	no
TCGA-L9-A7SV-01	4.5856	13.6164	7.0799	4.6081	-241.17	5.844	Q3	none	no
TCGA-L9-A8F4-01	5.8758	13.3988	9.4918	7.4303	1507.06	8.46105	Q3	none	no
TCGA-MN-A4N1-01	4.6255	13.8564	4.9695	2.8545	-248.15	3.912	Q4	none	no
TCGA-MN-A4N4-01	4.9216	12.384	7.7501	5.6715	502.62	6.7108	Q1	none	no
TCGA-MN-A4N5-01	7.8239	13.8016	9.329	6.9384	911.88	8.133700000000001	Q4	none	no
TCGA-MP-A4SV-01	7.111	13.4504	9.3126	7.0094	1142.36	8.161	Q3	none	no
TCGA-MP-A4SW-01	5.7005	13.5644	7.4089	5.3278	1282.55	6.3683499999999995	Q3	none	no
TCGA-MP-A4SY-01	7.1815	12.9527	5.7028	3.3351	460.25	4.51895	Q2	none	no
TCGA-MP-A4T4-01	9.1072	13.5897	10.1841	7.7062	1941.73	8.94515	Q3	none	no
TCGA-MP-A4T6-01	5.2325	14.0766	7.7512	5.4534	843.52	6.6023	Q4	none	no
TCGA-MP-A4T7-01	5.0722	13.4278	7.2508	4.9945	760.09	6.12265	Q3	none	no
TCGA-MP-A4T8-01	4.0839	13.2144	5.4119	2.6914	-250.01	4.05165	Q3	none	no
TCGA-MP-A4T9-01	6.9409	13.4617	7.7868	5.6775	1080.11	6.732150000000001	Q3	none	no
TCGA-MP-A4TA-01	5.3572	13.3887	8.8286	6.824	584.79	7.8263	Q3	none	no
TCGA-MP-A4TC-01	8.37	13.5378	8.0955	5.5808	1139.87	6.83815	Q3	none	no
TCGA-MP-A4TD-01	4.3022	12.926	7.1392	5.0884	764.72	6.1137999999999995	Q2	none	no
TCGA-MP-A4TE-01	4.4399	13.4219	5.8537	3.4184	-792.11	4.63605	Q3	none	no
TCGA-MP-A4TF-01	7.8105	12.1428	7.449	5.467	188.26	6.458	Q1	none	no
TCGA-MP-A4TH-01	5.8164	12.2356	8.8597	6.956	1736.31	7.90785	Q1	none	no
TCGA-MP-A4TI-01	8.4408	12.4394	9.6733	7.3798	2588.41	8.52655	Q1	none	no
TCGA-MP-A4TJ-01	8.0674	12.2312	10.1335	8.0197	2446.84	9.0766	Q1	none	no
TCGA-MP-A4TK-01	5.4945	13.477	7.8782	6.2903	1478.45	7.08425	Q3	none	no
TCGA-MP-A5C7-01	3.6093	12.4509	4.6478	2.4763	-553.01	3.56205	Q1	none	no
TCGA-NJ-A4YF-01	3.1535	12.5822	6.3963	4.3099	-168.6	5.3530999999999995	Q2	none	no
TCGA-NJ-A4YG-01	5.6626	13.5031	7.1426	5.1787	1076.06	6.16065	Q3	none	no
TCGA-NJ-A4YI-01	7.19	13.6556	5.0831	3.3784	936.15	4.2307500000000005	Q3	none	no
TCGA-NJ-A4YP-01	4.9998	12.4169	8.0175	6.1727	594.12	7.0951	Q1	none	no
TCGA-NJ-A4YQ-01	6.3791	12.7894	10.1734	8.3299	2022.22	9.251650000000001	Q2	none	no
TCGA-NJ-A55A-01	5.9383	13.0022	8.5977	6.2514	1419.34	7.42455	Q2	none	no
TCGA-NJ-A55O-01	6.8859	12.9395	6.8426	4.6393	922.95	5.74095	Q2	none	no
TCGA-NJ-A55R-01	4.8396	12.5318	6.0417	3.3407	-189.12	4.6912	Q2	none	no
TCGA-NJ-A7XG-01	3.9256	13.4233	5.3025	2.8897	-282.7	4.0961	Q3	none	no
TCGA-O1-A52J-01	5.719	13.2514	6.6306	4.6394	1265.87	5.635	Q3	none	no
TCGA-S2-AA1A-01	6.0698	12.4345	8.7748	6.585	1916.74	7.6799	Q1	none	no
