cohort	tier	in_immune_set	in_keratin_funnel	family	role	x	y	covariates	n	n_marginal	rho_marginal	p_marginal	rho_partial	p_partial	ci_low	ci_high	q_partial	q_cytotoxic_family	q_comparator
PAAD	keratin_funnel	True	True	immune	secondary	CLDN4	cytotoxic_score	KRT8+KRT18+KRT19	178	178	-0.22028791536382003	0.00312988714116696	-0.13566396820795434	0.07343954517791815	-0.2784042588210426	0.012939563527479608		0.13558069879000273	
PAAD	keratin_funnel	True	True	immune	secondary	CLDN4	T_score	KRT8+KRT18+KRT19	178	178	-0.24031283213944885	0.0012332907540821834	-0.13074213310259503	0.08460473253087662	-0.27377546637050576	0.017949109824263447			
PAAD	keratin_funnel	True	True	immune	primary	CLDN7	CD8_score	KRT8+KRT18+KRT19	178	178	-0.3259831327685388	8.97837563905159e-06	-0.2487763820603008	0.000900927288897837	-0.3829857012400619	-0.10428169613032519	0.004324450986709617		
PAAD	keratin_funnel	True	True	immune	secondary	CLDN7	cytotoxic_score	KRT8+KRT18+KRT19	178	178	-0.3059284265088107	3.283623675957193e-05	-0.26834762433608067	0.0003299824539566925	-0.4007383478100927	-0.1249796286778935		0.0015839157789921238	
PAAD	keratin_funnel	True	True	immune	secondary	CLDN7	T_score	KRT8+KRT18+KRT19	178	178	-0.30469216291868856	3.546155276172461e-05	-0.23780047754700204	0.00153046938138853	-0.37298611992854697	-0.09272844698136937			
PAAD	keratin_funnel	True	True	immune	secondary	EPCAM	CD8_score	KRT8+KRT18+KRT19	178	178	-0.3203656871955221	1.3032491441172846e-05	-0.2702062697287315	0.00029874975666813734	-0.4024191314620927	-0.1269517834710574			0.0006828565866700282
PAAD	keratin_funnel	True	True	immune	secondary	EPCAM	cytotoxic_score	KRT8+KRT18+KRT19	178	178	-0.3475017793897198	2.0087347128170883e-06	-0.3270564775355064	9.977957389399024e-06	-0.4534020843972508	-0.18782602870701345			
PAAD	keratin_funnel	True	True	immune	secondary	EPCAM	T_score	KRT8+KRT18+KRT19	178	178	-0.33127076619617	6.2792658287391865e-06	-0.29250085722266667	8.567371729003403e-05	-0.42251102177845706	-0.15069652823922244			
PAAD	keratin_funnel	True	True	immune	secondary	MUC1	CD8_score	KRT8+KRT18+KRT19	178	178	-0.3295982994460219	7.036213516844196e-06	-0.253739803937473	0.0007034489825376682	-0.38749731510898927	-0.10951903590559824			0.0014068979650753363
PAAD	keratin_funnel	True	True	immune	secondary	MUC1	cytotoxic_score	KRT8+KRT18+KRT19	178	178	-0.32081891291789055	1.264998378343086e-05	-0.2714829296012352	0.0002789116304540141	-0.40357310611438213	-0.12830706676144843			
PAAD	keratin_funnel	True	True	immune	secondary	MUC1	T_score	KRT8+KRT18+KRT19	178	178	-0.29460203909018656	6.558917289320587e-05	-0.2148405139317757	0.004302033444638488	-0.35196642933901606	-0.06868643294486629			
PAAD	keratin_funnel	True	True	immune	primary_mean	barrier_CLDN4_CLDN7	CD8_score	KRT8+KRT18+KRT19	178	178	-0.3217700485887764	1.1881510385115461e-05	-0.23175173726393816	0.002029092198807808	-0.3674619695368503	-0.08637818835392652			
