cohort	tier	in_immune_set	in_keratin_funnel	family	role	x	y	covariates	n	n_marginal	rho_marginal	p_marginal	rho_partial	p_partial	ci_low	ci_high	q_partial
LUSC	lung	True	False	coexpression	epithelial_comparator	TACSTD2	EPCAM	KRT8+KRT18+KRT19	501	501	-0.12384435909058376	0.0055069307031623774	-0.18141296726426243	4.659930504939397e-05	-0.2650546075038185	-0.09506161323639743	0.00012232317575465917
LUSC	lung	True	False	coexpression	epithelial_comparator	TACSTD2	MUC1	KRT8+KRT18+KRT19	501	501	0.16143683946847343	0.0002853538759295889	0.14620328974538463	0.0010676701617205301	0.05909580735149272	0.23110112418193016	0.0017936858716904908
LUSC	lung	True	False	coexpression	primary_mean	TACSTD2	barrier_CLDN4_CLDN7	KRT8+KRT18+KRT19	501	501	0.42943779373523866	6.719705670566034e-24	0.4365485996548472	1.3745549924580536e-24	0.3625902073568846	0.5050427869063252	
OV	extended_epithelial	False	False	coexpression	primary	TACSTD2	CLDN4	KRT8+KRT18+KRT19	421	421	0.3236606590041764	1.0087394128133762e-11	0.27903982671569244	6.491702465802648e-09	0.18816070020376882	0.365181155059075	1.6038323739041836e-08
OV	extended_epithelial	False	False	coexpression	primary	TACSTD2	CLDN7	KRT8+KRT18+KRT19	421	421	0.28021765246045055	4.912735268287096e-09	0.22963789499199805	2.0907425853739015e-06	0.13673448938112168	0.3185369668830718	3.991417662986539e-06
OV	extended_epithelial	False	False	coexpression	barrier_internal	CLDN4	CLDN7	KRT8+KRT18+KRT19	421	421	0.24907328040243354	2.252696562156268e-07	0.2075721604443052	1.8875361373958902e-05	0.11392524889435184	0.29756297324147435	
OV	extended_epithelial	False	False	coexpression	context	TACSTD2	CLDN1	KRT8+KRT18+KRT19	421	421	0.29200986785501204	1.0130423450092388e-09	0.24735508645923118	3.025541857018787e-07	0.15512024360218696	0.33531479840232215	
OV	extended_epithelial	False	False	coexpression	context	TACSTD2	CLDN3	KRT8+KRT18+KRT19	421	421	0.2361193084138902	9.592864413638594e-07	0.18319608479058513	0.00016577954074014682	0.08884206893887546	0.27429151869821944	
OV	extended_epithelial	False	False	coexpression	context	TACSTD2	F11R	KRT8+KRT18+KRT19	421	421	0.20286499082527493	2.7437813010348455e-05	0.18270860068537942	0.00017267622979206935	0.08834166144150862	0.27382503456926305	
OV	extended_epithelial	False	False	coexpression	epithelial_comparator	TACSTD2	EPCAM	KRT8+KRT18+KRT19	421	421	0.11071746188991291	0.023088491671774028	0.15699571745546714	0.0012811724138165515	0.06201446357216078	0.24915890221624917	0.0020695862069344292
OV	extended_epithelial	False	False	coexpression	epithelial_comparator	TACSTD2	MUC1	KRT8+KRT18+KRT19	421	421	0.24047621727936028	5.946562119989991e-07	0.13384541514310058	0.006132283043764463	0.03842360585050533	0.22684826741067915	0.008881237511658879
OV	extended_epithelial	False	False	coexpression	primary_mean	TACSTD2	barrier_CLDN4_CLDN7	KRT8+KRT18+KRT19	421	421	0.3825603031116871	4.0264715788533426e-16	0.3236451336546013	1.197848300759418e-11	0.23502582753285078	0.40692816989777364	
PAAD	keratin_funnel	True	True	coexpression	primary	TACSTD2	CLDN4	KRT8+KRT18+KRT19	178	178	0.7087631087028916	1.8003901319045922e-28	0.5149817168213264	3.0703480370503047e-13	0.3969642795722371	0.6162472513004661	1.0746218129676066e-12
PAAD	keratin_funnel	True	True	coexpression	primary	TACSTD2	CLDN7	KRT8+KRT18+KRT19	178	178	0.4831822403607081	8.425428535744057e-12	0.1670864087682056	0.027100640614626574	0.01921966428849526	0.30780035753062046	0.03252076873755189
PAAD	keratin_funnel	True	True	coexpression	barrier_internal	CLDN4	CLDN7	KRT8+KRT18+KRT19	178	178	0.7220470907909001	5.744058974345507e-30	0.5071328674859877	7.970980671526297e-13	0.3879771357545633	0.6096148649799549	
PAAD	keratin_funnel	True	True	coexpression	context	TACSTD2	CLDN1	KRT8+KRT18+KRT19	178	178	0.5466402249531614	2.9414159078596783e-15	0.3671923218882925	5.780606673224043e-07	0.23145675144683475	0.4889045909492838	
PAAD	keratin_funnel	True	True	coexpression	context	TACSTD2	CLDN3	KRT8+KRT18+KRT19	178	178	0.1384072626762234	0.06540916743461817	0.2193504890854612	0.0035393309844379862	0.07339559296101614	0.35610622518657864	
PAAD	keratin_funnel	True	True	coexpression	context	TACSTD2	F11R	KRT8+KRT18+KRT19	178	178	0.6127430901695765	9.930785741388825e-20	0.3246347553169477	1.1703478945126595e-05	0.1852108927943279	0.45124702682056095	
PAAD	keratin_funnel	True	True	coexpression	epithelial_comparator	TACSTD2	EPCAM	KRT8+KRT18+KRT19	178	178	0.4407088194959406	7.441605647299036e-10	0.26990833542902054	0.00030356416427344655	0.1266355777716316	0.4021497677477702	0.0006071283285468931
PAAD	keratin_funnel	True	True	coexpression	epithelial_comparator	TACSTD2	MUC1	KRT8+KRT18+KRT19	178	178	0.5346031455567389	1.5161940949286997e-14	0.27260766492627286	0.0002624553577074444	0.12950151245854818	0.404589407869519	0.0005511562511856332
PAAD	keratin_funnel	True	True	coexpression	primary_mean	TACSTD2	barrier_CLDN4_CLDN7	KRT8+KRT18+KRT19	178	178	0.6535270217218537	4.690161770092663e-23	0.4168415871902393	9.573019781564988e-09	0.28619552945848414	0.5322713998110413	
PRAD	extended_epithelial	False	False	coexpression	primary	TACSTD2	CLDN4	KRT8+KRT18+KRT19	497	497	0.4419608400500164	3.5155735604258076e-25	0.33645616387300625	1.5380171533031607e-14	0.25582787821932906	0.41243588092220007	5.872429130793886e-14
PRAD	extended_epithelial	False	False	coexpression	primary	TACSTD2	CLDN7	KRT8+KRT18+KRT19	497	497	0.3324833376473376	2.7167211649647705e-14	0.2698407396174024	1.089235034423195e-09	0.1860477909721062	0.3497369236641874	2.8592419653608866e-09
PRAD	extended_epithelial	False	False	coexpression	barrier_internal	CLDN4	CLDN7	KRT8+KRT18+KRT19	497	497	0.2027764136314193	5.197960403880307e-06	0.14567862362681352	0.001166264739735668	0.05820469275918477	0.23093264504955072	
PRAD	extended_epithelial	False	False	coexpression	context	TACSTD2	CLDN1	KRT8+KRT18+KRT19	497	497	0.3134232914001694	8.636044459766387e-13	0.2790435333723851	2.7518602137268116e-10	0.19563771746120576	0.358441483094289	
PRAD	extended_epithelial	False	False	coexpression	context	TACSTD2	CLDN3	KRT8+KRT18+KRT19	497	497	0.32551332088919066	9.902372424856269e-14	0.20974362500950353	2.571449978522429e-06	0.12381267360157557	0.292552220172389	
PRAD	extended_epithelial	False	False	coexpression	context	TACSTD2	F11R	KRT8+KRT18+KRT19	497	497	0.46918531371833117	1.4284316451878886e-28	0.4065738948887388	4.349596540113431e-21	0.3301956195835932	0.47766270937087674	
PRAD	extended_epithelial	False	False	coexpression	epithelial_comparator	TACSTD2	EPCAM	KRT8+KRT18+KRT19	497	497	0.2586765247528702	4.851711193829537e-09	0.2535366627878492	1.1003291925476043e-08	0.16909695926109652	0.33428159781858185	6.966309880142936e-08
PRAD	extended_epithelial	False	False	coexpression	epithelial_comparator	TACSTD2	MUC1	KRT8+KRT18+KRT19	497	497	0.26979365505117775	9.764073289622802e-10	0.15633132765687843	0.00048792454974115764	0.0690618379335499	0.24122634865470494	0.0008909926560490705
PRAD	extended_epithelial	False	False	coexpression	primary_mean	TACSTD2	barrier_CLDN4_CLDN7	KRT8+KRT18+KRT19	497	497	0.4961195466620165	3.0648754243484013e-32	0.4017852456982097	1.373367013247244e-20	0.3250863706721382	0.47323287667095243	
READ	extended_epithelial	False	False	coexpression	primary	TACSTD2	CLDN4	KRT8+KRT18+KRT19	166	166	0.03141187504509053	0.6878645515241071	-0.04020358557716098	0.6103731293110224	-0.19273296527983733	0.11422281613561384	0.6408917857765735
READ	extended_epithelial	False	False	coexpression	primary	TACSTD2	CLDN7	KRT8+KRT18+KRT19	166	166	0.0717316735641532	0.3584104564038798	-0.0006204116485428897	0.9937287495240377	-0.15432618514328691	0.15311468247670287	0.9937287495240377
READ	extended_epithelial	False	False	coexpression	barrier_internal	CLDN4	CLDN7	KRT8+KRT18+KRT19	166	166	0.3485056174616811	4.197822197009876e-06	0.259507120157527	0.0008223390628600508	0.11018195903593293	0.3973756753173113	
READ	extended_epithelial	False	False	coexpression	context	TACSTD2	CLDN1	KRT8+KRT18+KRT19	166	166	0.07754786156055907	0.3206705391816412	0.1304931247702462	0.09685204202803545	-0.023702833013704235	0.27862455618052273	
READ	extended_epithelial	False	False	coexpression	context	TACSTD2	CLDN3	KRT8+KRT18+KRT19	166	166	0.14117701071023342	0.0696328029838926	0.07022075259365275	0.37307984138830474	-0.08441090137075351	0.22154975445952793	
READ	extended_epithelial	False	False	coexpression	context	TACSTD2	F11R	KRT8+KRT18+KRT19	166	166	0.11860222599707484	0.1280309091865601	0.1480320761911678	0.05932117258896314	-0.005820872626117679	0.2950387937588857	
READ	extended_epithelial	False	False	coexpression	epithelial_comparator	TACSTD2	EPCAM	KRT8+KRT18+KRT19	166	166	-0.1504351647198484	0.053039436647975884	-0.13428428276637178	0.08745428879413653	-0.2821799464869551	0.019845872189103893	0.10494514655296383
READ	extended_epithelial	False	False	coexpression	epithelial_comparator	TACSTD2	MUC1	KRT8+KRT18+KRT19	166	166	0.22939050704724184	0.002949970177285891	0.21686141824658173	0.005426482375774657	0.06531838314884374	0.3586267139757747	0.008139723563661985
READ	extended_epithelial	False	False	coexpression	primary_mean	TACSTD2	barrier_CLDN4_CLDN7	KRT8+KRT18+KRT19	166	166	0.06863075601261882	0.3796180344795454	-0.022909947064454036	0.7716007230910931	-0.1760105772097144	0.13127285183662996	
STAD	keratin_funnel	True	True	coexpression	primary	TACSTD2	CLDN4	KRT8+KRT18+KRT19	412	412	0.3257719880236995	1.217326520484095e-11	0.21549527253065642	1.0998728608371179e-05	0.12105913203324906	0.30606558099619063	1.9247775064649563e-05
STAD	keratin_funnel	True	True	coexpression	primary	TACSTD2	CLDN7	KRT8+KRT18+KRT19	412	412	0.16635400095712938	0.0006989033894174981	0.04119985952949797	0.40596323604306134	-0.05598956849078164	0.1376158387254536	0.437191177277143
STAD	keratin_funnel	True	True	coexpression	barrier_internal	CLDN4	CLDN7	KRT8+KRT18+KRT19	412	412	0.5488037340745108	8.864209415472735e-34	0.38920151405553977	3.04722678442485e-16	0.3036970519656977	0.46848693496982413	
STAD	keratin_funnel	True	True	coexpression	context	TACSTD2	CLDN1	KRT8+KRT18+KRT19	412	412	0.25023048836421985	2.6640715524557525e-07	0.18381678502024265	0.00018550045152443076	0.08842715357147767	0.2758655275213556	
STAD	keratin_funnel	True	True	coexpression	context	TACSTD2	CLDN3	KRT8+KRT18+KRT19	412	412	0.05408845090713665	0.2733668237679051	-0.00010732733483890633	0.9982734446398775	-0.09707206817426933	0.09685943176437913	
STAD	keratin_funnel	True	True	coexpression	context	TACSTD2	F11R	KRT8+KRT18+KRT19	412	412	0.320543295349583	2.679732169724659e-11	0.22307806409324712	5.233699141649101e-06	0.12890055209897341	0.3132675461695893	
STAD	keratin_funnel	True	True	coexpression	epithelial_comparator	TACSTD2	EPCAM	KRT8+KRT18+KRT19	412	412	0.039902584884321704	0.4192085964029889	-0.10273068432522504	0.0378257210600086	-0.19772680788852945	-0.005822937615429265	0.0467258907211871
STAD	keratin_funnel	True	True	coexpression	epithelial_comparator	TACSTD2	MUC1	KRT8+KRT18+KRT19	412	412	0.3116945669263912	9.842558912022223e-11	0.20555126362056358	2.8005022042101353e-05	0.11079379154017806	0.29660524718502035	7.841406171788379e-05
STAD	keratin_funnel	True	True	coexpression	primary_mean	TACSTD2	barrier_CLDN4_CLDN7	KRT8+KRT18+KRT19	412	412	0.2831495289080368	4.916012242870381e-09	0.1571186109847176	0.0014344766589923076	0.06108347422049112	0.2502714455237277	
THCA	extended_epithelial	False	False	coexpression	primary	TACSTD2	CLDN4	KRT8+KRT18+KRT19	505	505	0.6762893370082349	8.8725644917368e-69	0.41206148232350787	5.364432113221613e-22	0.33668745882752876	0.48218847730419684	4.5061229751061544e-21
THCA	extended_epithelial	False	False	coexpression	primary	TACSTD2	CLDN7	KRT8+KRT18+KRT19	505	505	0.5581967824111602	1.0515846973663615e-42	0.2832844352922997	1.0187073410993294e-10	0.2007457038743591	0.36182960658753743	2.8523805550781224e-10
THCA	extended_epithelial	False	False	coexpression	barrier_internal	CLDN4	CLDN7	KRT8+KRT18+KRT19	505	505	0.7235286882725538	5.30829999584197e-83	0.542302592863838	1.0068250838748695e-39	0.4774465935520445	0.601281401428414	
THCA	extended_epithelial	False	False	coexpression	context	TACSTD2	CLDN1	KRT8+KRT18+KRT19	505	505	0.5895994878991004	1.331770378662947e-48	0.2498555885773005	1.3918227836978883e-08	0.16596913317846615	0.33015197973868365	
THCA	extended_epithelial	False	False	coexpression	context	TACSTD2	CLDN3	KRT8+KRT18+KRT19	505	505	0.4602043744747143	7.772514014689832e-28	0.2087263267104455	2.3936826543402625e-06	0.12346607849503197	0.2909275881270542	
THCA	extended_epithelial	False	False	coexpression	context	TACSTD2	F11R	KRT8+KRT18+KRT19	505	505	0.4657713861239707	1.474867393258702e-28	0.3116659029080716	9.046406423807273e-13	0.23043559813097686	0.38858264852464985	
THCA	extended_epithelial	False	False	coexpression	epithelial_comparator	TACSTD2	EPCAM	KRT8+KRT18+KRT19	505	505	0.20596817445719723	3.0529716105766113e-06	0.09585856235922144	0.03176636958709104	0.00841356571366879	0.1818485921734762	0.04042992492902496
THCA	extended_epithelial	False	False	coexpression	epithelial_comparator	TACSTD2	MUC1	KRT8+KRT18+KRT19	505	505	0.5788853419503439	1.6163000386222702e-46	-0.003932213442713129	0.9299693878552752	-0.09141633338340632	0.0836121390350509	0.929969387855275
THCA	extended_epithelial	False	False	coexpression	primary_mean	TACSTD2	barrier_CLDN4_CLDN7	KRT8+KRT18+KRT19	505	505	0.6705224249132986	3.191834557960907e-67	0.3966526329238735	2.3081689845674548e-20	0.32025412660656266	0.46792499821153344	
UCEC	extended_epithelial	False	False	coexpression	primary	TACSTD2	CLDN4	KRT8+KRT18+KRT19	545	545	0.4047256305486204	6.761012069479148e-23	0.32936066808255865	3.524644101723176e-15	0.25213302297335877	0.4024194730568636	1.480350522723734e-14
UCEC	extended_epithelial	False	False	coexpression	primary	TACSTD2	CLDN7	KRT8+KRT18+KRT19	545	545	0.27945913368876135	3.09786765695661e-11	0.19471330743966814	4.9614479253131326e-06	0.11233384101426507	0.27443447366512763	9.060035341876155e-06
UCEC	extended_epithelial	False	False	coexpression	barrier_internal	CLDN4	CLDN7	KRT8+KRT18+KRT19	545	545	0.5806995486973902	1.8709243924433593e-50	0.470235061602254	3.608656156799343e-31	0.40193150629603586	0.5333345356913775	
UCEC	extended_epithelial	False	False	coexpression	context	TACSTD2	CLDN1	KRT8+KRT18+KRT19	545	545	0.22175237067303985	1.6929889191718743e-07	0.13081199350531195	0.002276926873253403	0.04710936951607897	0.21269037835793517	
UCEC	extended_epithelial	False	False	coexpression	context	TACSTD2	CLDN3	KRT8+KRT18+KRT19	545	545	0.21643377534500044	3.3663668217403e-07	0.15655430303485954	0.00025330562083488253	0.07329913380430388	0.23764256148561563	
UCEC	extended_epithelial	False	False	coexpression	context	TACSTD2	F11R	KRT8+KRT18+KRT19	545	545	0.2987302295653619	1.0702395016279676e-12	0.3084624826757937	2.0645371883177773e-13	0.23022182776987518	0.38274081399342846	
UCEC	extended_epithelial	False	False	coexpression	epithelial_comparator	TACSTD2	EPCAM	KRT8+KRT18+KRT19	545	545	0.3032955913487484	4.642725505484471e-13	0.2507057801573281	3.2598035831202767e-09	0.17007525656084155	0.3280017101699181	2.7382350098210326e-08
UCEC	extended_epithelial	False	False	coexpression	epithelial_comparator	TACSTD2	MUC1	KRT8+KRT18+KRT19	545	545	0.3361338607426034	7.32671658060679e-16	0.30234005765949334	6.409539335832587e-13	0.223817616917099	0.37696287274147555	6.730016302624216e-12
UCEC	extended_epithelial	False	False	coexpression	primary_mean	TACSTD2	barrier_CLDN4_CLDN7	KRT8+KRT18+KRT19	545	545	0.39509097216868405	8.353643010413514e-22	0.315526798192669	5.403782333411781e-14	0.2376197106555673	0.3894004368493562	
UCS	extended_epithelial	False	False	coexpression	primary	TACSTD2	CLDN4	KRT8+KRT18+KRT19	57	57	0.8347161005963185	7.152743637167192e-16	0.6371695260638596	2.2143336636657442e-07	0.4453977825222813	0.7730422233835244	5.166778548553403e-07
UCS	extended_epithelial	False	False	coexpression	primary	TACSTD2	CLDN7	KRT8+KRT18+KRT19	57	57	0.8271973036038373	2.1901032840251916e-15	0.6007450971303893	1.565957208249329e-06	0.3968144678849035	0.7481597809572217	3.1319144164986574e-06
UCS	extended_epithelial	False	False	coexpression	barrier_internal	CLDN4	CLDN7	KRT8+KRT18+KRT19	57	57	0.8623930515945036	6.777398213663085e-18	0.7057754861771529	2.5178727435155556e-09	0.5400783004576746	0.818800142834681	
UCS	extended_epithelial	False	False	coexpression	context	TACSTD2	CLDN1	KRT8+KRT18+KRT19	57	57	0.5504277936219861	9.170716114293978e-06	0.20107913942022934	0.14484393870366077	-0.07047591227177374	0.44488653004781703	
UCS	extended_epithelial	False	False	coexpression	context	TACSTD2	CLDN3	KRT8+KRT18+KRT19	57	57	0.8135856883588283	1.457293176413096e-14	0.5929830505281488	2.303823985532182e-06	0.38660697398136107	0.7428031926591182	
UCS	extended_epithelial	False	False	coexpression	context	TACSTD2	F11R	KRT8+KRT18+KRT19	57	57	0.8260305937256937	2.5928891046459813e-15	0.5828134515338765	3.763679974153934e-06	0.3733095087985616	0.7357560047736443	
UCS	extended_epithelial	False	False	coexpression	epithelial_comparator	TACSTD2	EPCAM	KRT8+KRT18+KRT19	57	57	0.7899922219341458	2.77053121632598e-13	0.4689794003779995	0.0003475320566127153	0.2301154002240135	0.6545458883458102	0.0006634702898970019
UCS	extended_epithelial	False	False	coexpression	epithelial_comparator	TACSTD2	MUC1	KRT8+KRT18+KRT19	57	57	0.7363883847549908	6.656938728126563e-11	0.5162124807327263	6.454861201743198e-05	0.2883013219364974	0.688770283197759	0.00015947304145483195
UCS	extended_epithelial	False	False	coexpression	primary_mean	TACSTD2	barrier_CLDN4_CLDN7	KRT8+KRT18+KRT19	57	57	0.8616152450090745	7.830054712129707e-18	0.6800846998305545	1.548467055268648e-08	0.5041252884188151	0.8018317986512937	
