source	target	weight	confidence
FOXP2	RBFOX2	0.3333333333333333	C
FOXP2	RIPOR1	0.3333333333333333	C
FOXP2	RORA	0.3333333333333333	C
FOXP2	RUNX1	0.3333333333333333	C
FOXP2	SLC1A5	0.3333333333333333	C
FOXP2	SLC8A2	0.3333333333333333	C
FOXP2	STAT1	0.3333333333333333	C
FOXP2	TCF4	0.3333333333333333	C
FOXP2	TFAP4	0.3333333333333333	C
FOXP2	TGIF1	0.3333333333333333	C
FOXP2	TRIO	0.3333333333333333	C
FOXP2	ZBTB4	0.3333333333333333	C
FOXP2	ZNF395	0.3333333333333333	C
GABPA	AAK1	0.3333333333333333	C
GABPA	ACTB	0.3333333333333333	C
GABPA	ARHGEF4	0.3333333333333333	C
GABPA	ARHGEF7	0.3333333333333333	C
GABPA	ARPC5L	0.3333333333333333	C
GABPA	ASPSCR1	0.3333333333333333	C
GABPA	BICRAL	0.3333333333333333	C
GABPA	CAP1	0.3333333333333333	C
GABPA	CBX8	0.3333333333333333	C
GABPA	CCDC171	0.3333333333333333	C
GABPA	DLG1	0.3333333333333333	C
GABPA	DOCK4	0.3333333333333333	C
GABPA	EFR3A	0.3333333333333333	C
GABPA	ELOVL6	0.3333333333333333	C
GABPA	ERCC1	0.3333333333333333	C
GABPA	EXOC6	0.3333333333333333	C
GABPA	FRYL	0.3333333333333333	C
GABPA	IPO11	0.3333333333333333	C
GABPA	LARP4B	0.3333333333333333	C
GABPA	LSM4	0.3333333333333333	C
GABPA	MAD2L1BP	0.3333333333333333	C
GABPA	MARK2	0.3333333333333333	C
GABPA	MBNL1	0.3333333333333333	C
GABPA	MED15	0.3333333333333333	C
GABPA	NCOA2	0.3333333333333333	C
GABPA	NEK7	0.3333333333333333	C
GABPA	NFIB	0.3333333333333333	C
GABPA	NIPBL	0.3333333333333333	C
GABPA	NSD3	0.3333333333333333	C
GABPA	OXR1	0.3333333333333333	C
GABPA	PNKP	0.3333333333333333	C
GABPA	PTK2B	0.3333333333333333	C
GABPA	PTPN12	0.3333333333333333	C
GABPA	PTTG1IP	0.3333333333333333	C
GABPA	RABGEF1	0.3333333333333333	C
GABPA	RNF38	0.3333333333333333	C
GABPA	SEC31A	0.3333333333333333	C
GABPA	STIM2	0.3333333333333333	C
GABPA	TBC1D5	0.3333333333333333	C
GABPA	TCF12	0.3333333333333333	C
GABPA	TM9SF3	0.3333333333333333	C
GABPA	TRAPPC10	0.3333333333333333	C
GABPA	TSNARE1	0.3333333333333333	C
GABPA	UBR4	0.3333333333333333	C
GABPA	VPS13B	0.3333333333333333	C
GABPA	VPS53	0.3333333333333333	C
GABPA	WDR37	0.3333333333333333	C
GABPA	ZNF280D	0.3333333333333333	C
GATA1	AMBRA1	0.3333333333333333	C
GATA1	AMOTL1	0.3333333333333333	C
GATA1	ANK1	0.3333333333333333	C
GATA1	ARHGAP21	0.3333333333333333	C
GATA1	ARID1A	0.3333333333333333	C
GATA1	ARID5B	0.3333333333333333	C
GATA1	BHLHE40	0.3333333333333333	C
GATA1	CAST	0.3333333333333333	C
GATA1	CLEC16A	0.3333333333333333	C
GATA1	DEPDC5	0.3333333333333333	C
GATA1	DST	0.3333333333333333	C
GATA1	DYRK1A	0.3333333333333333	C
GATA1	ELF1	0.3333333333333333	C
GATA1	ELMO1	0.3333333333333333	C
GATA1	FHL2	0.3333333333333333	C
GATA1	FLNB	0.3333333333333333	C
GATA1	FOXP1	0.3333333333333333	C
GATA1	FYN	0.3333333333333333	C
GATA1	GALNT2	0.3333333333333333	C
GATA1	GCLC	0.3333333333333333	C
GATA1	GNA12	0.3333333333333333	C
GATA1	HERC1	0.3333333333333333	C
GATA1	INPP5D	0.3333333333333333	C
GATA1	KAZN	0.3333333333333333	C
GATA1	MTSS1	0.3333333333333333	C
GATA1	MXI1	0.3333333333333333	C
GATA1	PACSIN2	0.3333333333333333	C
GATA1	RABGAP1L	0.3333333333333333	C
GATA1	RGS3	0.3333333333333333	C
GATA1	SCMH1	0.3333333333333333	C
GATA1	SEMA4D	0.3333333333333333	C
GATA1	SKAP1	0.3333333333333333	C
GATA1	SLC40A1	0.3333333333333333	C
GATA1	STON2	0.3333333333333333	C
GATA1	TANC2	0.3333333333333333	C
GATA1	TNR	0.3333333333333333	C
GATA1	TRPS1	0.3333333333333333	C
GATA1	UBR3	0.3333333333333333	C
GATA1	USP6NL	0.3333333333333333	C
GATA1	UVRAG	0.3333333333333333	C
GATA1	XPO7	0.3333333333333333	C
GATA2	ABCA8	0.3333333333333333	C
GATA2	ABCC1	0.3333333333333333	C
GATA2	ABCC5	0.3333333333333333	C
GATA2	ABHD4	0.3333333333333333	C
GATA2	ACRBP	0.3333333333333333	C
GATA2	ACSS2	0.3333333333333333	C
GATA2	ADAMTS18	0.3333333333333333	C
GATA2	ADORA1	0.3333333333333333	C
GATA2	AHCYL2	0.3333333333333333	C
GATA2	AICDA	0.3333333333333333	C
GATA2	ALDH1L1	0.3333333333333333	C
GATA2	AMIGO2	0.3333333333333333	C
GATA2	AP2B1	0.3333333333333333	C
GATA2	AP4E1	0.3333333333333333	C
GATA2	ARHGAP25	0.3333333333333333	C
GATA2	ARHGAP36	0.3333333333333333	C
GATA2	ARID1A	0.3333333333333333	C
GATA2	ATF3	0.3333333333333333	C
GATA2	ATP11C	0.3333333333333333	C
GATA2	ATP2C1	0.3333333333333333	C
GATA2	ATP8B2	0.3333333333333333	C
GATA2	BAALC	0.3333333333333333	C
GATA2	BABAM2	0.3333333333333333	C
GATA2	BBS9	0.3333333333333333	C
GATA2	BCAR1	0.3333333333333333	C
GATA2	BHLHE40	0.3333333333333333	C
GATA2	BMERB1	0.3333333333333333	C
GATA2	BMP10	0.3333333333333333	C
GATA2	BMP6	0.3333333333333333	C
GATA2	BPGM	0.3333333333333333	C
GATA2	BTBD3	0.3333333333333333	C
GATA2	BUD13	0.3333333333333333	C
GATA2	FIRRM	0.3333333333333333	C
GATA2	EPCIP	0.3333333333333333	C
GATA2	C5orf58	0.3333333333333333	C
GATA2	CADM2	0.3333333333333333	C
GATA2	CALML3	0.3333333333333333	C
GATA2	CAPN1	0.3333333333333333	C
GATA2	CASZ1	0.3333333333333333	C
GATA2	CBY2	0.3333333333333333	C
GATA2	CCDC80	0.3333333333333333	C
GATA2	CCIN	0.3333333333333333	C
GATA2	CCKBR	0.3333333333333333	C
GATA2	CCL1	0.3333333333333333	C
GATA2	CCL5	0.3333333333333333	C
GATA2	CELF2	0.3333333333333333	C
GATA2	CETN2	0.3333333333333333	C
GATA2	CFLAR	0.3333333333333333	C
GATA2	CHSY1	0.3333333333333333	C
GATA2	CLDN14	0.3333333333333333	C
GATA2	CLIP4	0.3333333333333333	C
GATA2	CMPK2	0.3333333333333333	C
GATA2	CNDP1	0.3333333333333333	C
GATA2	COL21A1	0.3333333333333333	C
GATA2	CPOX	0.3333333333333333	C
GATA2	CRIP1	0.3333333333333333	C
GATA2	CSRNP3	0.3333333333333333	C
GATA2	CYB561	0.3333333333333333	C
GATA2	CYTL1	0.3333333333333333	C
GATA2	DCAF8L1	0.3333333333333333	C
GATA2	DDX20	0.3333333333333333	C
GATA2	DEPDC5	0.3333333333333333	C
GATA2	DIP2A	0.3333333333333333	C
GATA2	DNAJC9	0.3333333333333333	C
GATA2	DNHD1	0.3333333333333333	C
GATA2	DNMBP	0.3333333333333333	C
GATA2	DOCK9	0.3333333333333333	C
GATA2	DUS2	0.3333333333333333	C
GATA2	ELF1	0.3333333333333333	C
GATA2	EML1	0.3333333333333333	C
GATA2	EPG5	0.3333333333333333	C
GATA2	ERV3-1	0.3333333333333333	C
GATA2	ETV1	0.3333333333333333	C
GATA2	EXT2	0.3333333333333333	C
GATA2	FAM114A2	0.3333333333333333	C
GATA2	FAM149B1	0.3333333333333333	C
GATA2	FDFT1	0.3333333333333333	C
GATA2	FFAR4	0.3333333333333333	C
GATA2	FHL2	0.3333333333333333	C
GATA2	FIGNL1	0.3333333333333333	C
GATA2	FRMD5	0.3333333333333333	C
GATA2	FSTL4	0.3333333333333333	C
GATA2	GAB1	0.3333333333333333	C
GATA2	GADL1	0.3333333333333333	C
GATA2	GAPVD1	0.3333333333333333	C
GATA2	GASK1B	0.3333333333333333	C
GATA2	GCNT2	0.3333333333333333	C
GATA2	GNA12	0.3333333333333333	C
GATA2	GP6	0.3333333333333333	C
GATA2	GPR137	0.3333333333333333	C
GATA2	GRAMD1C	0.3333333333333333	C
GATA2	GRB14	0.3333333333333333	C
GATA2	GRM8	0.3333333333333333	C
GATA2	GSR	0.3333333333333333	C
GATA2	HHAT	0.3333333333333333	C
GATA2	HINT1	0.3333333333333333	C
GATA2	HKDC1	0.3333333333333333	C
GATA2	HNRNPH3	0.3333333333333333	C
GATA2	HNRNPL	0.3333333333333333	C
GATA2	HS6ST2	0.3333333333333333	C
GATA2	ICE1	0.3333333333333333	C
GATA2	ICOS	0.3333333333333333	C
GATA2	IDS	0.3333333333333333	C
GATA2	IL16	0.3333333333333333	C
GATA2	IL6R	0.3333333333333333	C
GATA2	IPCEF1	0.3333333333333333	C
GATA2	ITGA1	0.3333333333333333	C
GATA2	ITGB6	0.3333333333333333	C
GATA2	KCNIP4	0.3333333333333333	C
GATA2	KCNN2	0.3333333333333333	C
GATA2	KCNN3	0.3333333333333333	C
GATA2	KCNS1	0.3333333333333333	C
GATA2	KIAA1328	0.3333333333333333	C
GATA2	KIAA1671	0.3333333333333333	C
GATA2	KIF21B	0.3333333333333333	C
GATA2	KIFAP3	0.3333333333333333	C
GATA2	KLF8	0.3333333333333333	C
GATA2	KLHL3	0.3333333333333333	C
GATA2	KMT2C	0.3333333333333333	C
GATA2	KTN1	0.3333333333333333	C
GATA2	LATS1	0.3333333333333333	C
GATA2	LRRC49	0.3333333333333333	C
GATA2	LRRIQ1	0.3333333333333333	C
GATA2	MAP2K6	0.3333333333333333	C
GATA2	MAP4K5	0.3333333333333333	C
GATA2	MAT2B	0.3333333333333333	C
GATA2	MBIP	0.3333333333333333	C
GATA2	MBOAT7	0.3333333333333333	C
GATA2	MCFD2	0.3333333333333333	C
GATA2	METTL15	0.3333333333333333	C
GATA2	MGAT4A	0.3333333333333333	C
GATA2	MKLN1	0.3333333333333333	C
GATA2	MPDZ	0.3333333333333333	C
GATA2	MPP4	0.3333333333333333	C
GATA2	MSN	0.3333333333333333	C
GATA2	MX2	0.3333333333333333	C
GATA2	MXI1	0.3333333333333333	C
GATA2	NHSL2	0.3333333333333333	C
GATA2	NOX5	0.3333333333333333	C
GATA2	NR1H3	0.3333333333333333	C
GATA2	NR5A2	0.3333333333333333	C
GATA2	NRDE2	0.3333333333333333	C
GATA2	NRK	0.3333333333333333	C
GATA2	NUCB2	0.3333333333333333	C
GATA2	NUDT3	0.3333333333333333	C
GATA2	OBI1	0.3333333333333333	C
GATA2	P2RY2	0.3333333333333333	C
GATA2	PEX7	0.3333333333333333	C
GATA2	PFDN1	0.3333333333333333	C
GATA2	PGAP1	0.3333333333333333	C
GATA2	PIK3CB	0.3333333333333333	C
GATA2	PISD	0.3333333333333333	C
GATA2	PKIB	0.3333333333333333	C
GATA2	PKNOX2	0.3333333333333333	C
GATA2	PLEKHA5	0.3333333333333333	C
GATA2	PLEKHA6	0.3333333333333333	C
GATA2	PPA2	0.3333333333333333	C
GATA2	PPM1L	0.3333333333333333	C
GATA2	PPP1R3A	0.3333333333333333	C
GATA2	PPP6R3	0.3333333333333333	C
GATA2	PRKCQ	0.3333333333333333	C
GATA2	PSEN1	0.3333333333333333	C
GATA2	PTPN7	0.3333333333333333	C
GATA2	RAB30	0.3333333333333333	C
GATA2	RABEP2	0.3333333333333333	C
GATA2	RABGAP1L	0.3333333333333333	C
GATA2	RGS3	0.3333333333333333	C
GATA2	RHOBTB1	0.3333333333333333	C
GATA2	RNASE4	0.3333333333333333	C
GATA2	RPS27A	0.3333333333333333	C
GATA2	RRAGC	0.3333333333333333	C
GATA2	RRP12	0.3333333333333333	C
GATA2	RTN1	0.3333333333333333	C
GATA2	RUSF1	0.3333333333333333	C
GATA2	SCN8A	0.3333333333333333	C
GATA2	SCN9A	0.3333333333333333	C
GATA2	SEC24D	0.3333333333333333	C
GATA2	SEC62	0.3333333333333333	C
GATA2	SEMA3D	0.3333333333333333	C
GATA2	SEMA4D	0.3333333333333333	C
GATA2	SEPTIN9	0.3333333333333333	C
GATA2	SERPINE2	0.3333333333333333	C
GATA2	SH3PXD2A	0.3333333333333333	C
GATA2	SH3RF2	0.3333333333333333	C
GATA2	SHANK2	0.3333333333333333	C
GATA2	SHPRH	0.3333333333333333	C
GATA2	SLC14A1	0.3333333333333333	C
GATA2	SLC14A2	0.3333333333333333	C
GATA2	SLC26A4	0.3333333333333333	C
GATA2	SLC40A1	0.3333333333333333	C
GATA2	SLC41A2	0.3333333333333333	C
GATA2	SLC9C2	0.3333333333333333	C
GATA2	SMCHD1	0.3333333333333333	C
GATA2	SNAI1	0.3333333333333333	C
GATA2	SOCS6	0.3333333333333333	C
GATA2	MTCL3	0.3333333333333333	C
GATA2	SPIDR	0.3333333333333333	C
GATA2	SPTB	0.3333333333333333	C
GATA2	STK32C	0.3333333333333333	C
GATA2	STON2	0.3333333333333333	C
GATA2	SYNE2	0.3333333333333333	C
GATA2	SYNRG	0.3333333333333333	C
GATA2	TANC2	0.3333333333333333	C
GATA2	TASP1	0.3333333333333333	C
GATA2	TBC1D22A	0.3333333333333333	C
GATA2	TLR2	0.3333333333333333	C
GATA2	TMBIM1	0.3333333333333333	C
GATA2	TMCO5A	0.3333333333333333	C
GATA2	TMEM140	0.3333333333333333	C
GATA2	TMEM87B	0.3333333333333333	C
GATA2	TMEM91	0.3333333333333333	C
GATA2	TMPRSS6	0.3333333333333333	C
GATA2	TNFSF10	0.3333333333333333	C
GATA2	TNFSF4	0.3333333333333333	C
GATA2	TNS4	0.3333333333333333	C
GATA2	TPM4	0.3333333333333333	C
GATA2	TRIQK	0.3333333333333333	C
GATA2	TSLP	0.3333333333333333	C
GATA2	TSNAX	0.3333333333333333	C
GATA2	TTN	0.3333333333333333	C
GATA2	TUBG2	0.3333333333333333	C
GATA2	TXNDC2	0.3333333333333333	C
GATA2	UCK2	0.3333333333333333	C
GATA2	BLTP3B	0.3333333333333333	C
GATA2	USP31	0.3333333333333333	C
GATA2	USP6NL	0.3333333333333333	C
GATA2	UTP25	0.3333333333333333	C
GATA2	VAMP4	0.3333333333333333	C
GATA2	WSCD1	0.3333333333333333	C
GATA3	AADACL4	0.3333333333333333	C
GATA3	ABCA5	0.3333333333333333	C
GATA3	ABCC5	0.3333333333333333	C
GATA3	ABLIM2	0.3333333333333333	C
GATA3	ACACA	0.3333333333333333	C
GATA3	ACIN1	0.3333333333333333	C
GATA3	ACTL8	0.3333333333333333	C
GATA3	AGO3	0.3333333333333333	C
GATA3	AGTR2	0.3333333333333333	C
GATA3	AKAP9	0.3333333333333333	C
GATA3	AKR1E2	0.3333333333333333	C
GATA3	ALLC	0.3333333333333333	C
GATA3	ANKRD10	0.3333333333333333	C
GATA3	AP1M1	0.3333333333333333	C
GATA3	AP4E1	0.3333333333333333	C
GATA3	APBB2	0.3333333333333333	C
GATA3	ARFGEF1	0.3333333333333333	C
GATA3	ARID1A	0.3333333333333333	C
GATA3	BMAL1	0.3333333333333333	C
GATA3	ARSD	0.3333333333333333	C
GATA3	ARSF	0.3333333333333333	C
GATA3	ASB11	0.3333333333333333	C
GATA3	ATF3	0.3333333333333333	C
GATA3	ATP11C	0.3333333333333333	C
GATA3	ATP12A	0.3333333333333333	C
GATA3	ATP8A2	0.3333333333333333	C
GATA3	AVL9	0.3333333333333333	C
GATA3	B4GALNT3	0.3333333333333333	C
GATA3	BABAM2	0.3333333333333333	C
GATA3	BARX2	0.3333333333333333	C
GATA3	BAZ1A	0.3333333333333333	C
GATA3	BBOX1	0.3333333333333333	C
GATA3	BBS9	0.3333333333333333	C
GATA3	BCL7C	0.3333333333333333	C
GATA3	BFSP1	0.3333333333333333	C
GATA3	BMF	0.3333333333333333	C
GATA3	BPIFA3	0.3333333333333333	C
GATA3	BRD4	0.3333333333333333	C
GATA3	BTBD9	0.3333333333333333	C
GATA3	BZW2	0.3333333333333333	C
GATA3	CSTPP1	0.3333333333333333	C
GATA3	C1QTNF6	0.3333333333333333	C
GATA3	C5orf47	0.3333333333333333	C
GATA3	CALML3	0.3333333333333333	C
GATA3	CAPZB	0.3333333333333333	C
GATA3	CARMIL1	0.3333333333333333	C
GATA3	CBY2	0.3333333333333333	C
GATA3	YJU2B	0.3333333333333333	C
GATA3	CCDC25	0.3333333333333333	C
GATA3	CCDC60	0.3333333333333333	C
GATA3	CCDC66	0.3333333333333333	C
GATA3	CCM2L	0.3333333333333333	C
GATA3	CDC42	0.3333333333333333	C
GATA3	CDH9	0.3333333333333333	C
GATA3	CENPP	0.3333333333333333	C
GATA3	CEP89	0.3333333333333333	C
GATA3	CERS4	0.3333333333333333	C
GATA3	CHCHD3	0.3333333333333333	C
GATA3	CHL1	0.3333333333333333	C
GATA3	CHRNA7	0.3333333333333333	C
GATA3	CLASP2	0.3333333333333333	C
GATA3	CLASRP	0.3333333333333333	C
GATA3	CLDN14	0.3333333333333333	C
GATA3	CLSTN3	0.3333333333333333	C
GATA3	CLTA	0.3333333333333333	C
GATA3	CRAMP1	0.3333333333333333	C
GATA3	CREM	0.3333333333333333	C
GATA3	CRYZL1	0.3333333333333333	C
GATA3	CTNNBL1	0.3333333333333333	C
GATA3	CTPS1	0.3333333333333333	C
GATA3	CYP2C9	0.3333333333333333	C
GATA3	DCDC2	0.3333333333333333	C
GATA3	DEDD2	0.3333333333333333	C
GATA3	DGKB	0.3333333333333333	C
GATA3	DPYS	0.3333333333333333	C
GATA3	DUSP22	0.3333333333333333	C
GATA3	DYNC1I2	0.3333333333333333	C
GATA3	DYRK1A	0.3333333333333333	C
GATA3	ELAC2	0.3333333333333333	C
GATA3	ELP1	0.3333333333333333	C
GATA3	EML1	0.3333333333333333	C
GATA3	ENOX1	0.3333333333333333	C
GATA3	ENPP4	0.3333333333333333	C
GATA3	EPB41	0.3333333333333333	C
GATA3	ETV4	0.3333333333333333	C
GATA3	EXT2	0.3333333333333333	C
GATA3	FAM114A2	0.3333333333333333	C
GATA3	FAM153A	0.3333333333333333	C
GATA3	FBXO16	0.3333333333333333	C
GATA3	FBXO43	0.3333333333333333	C
GATA3	FDFT1	0.3333333333333333	C
GATA3	FGD4	0.3333333333333333	C
GATA3	FGF13	0.3333333333333333	C
GATA3	FLT1	0.3333333333333333	C
GATA3	FREM1	0.3333333333333333	C
GATA3	FRK	0.3333333333333333	C
GATA3	FRMD5	0.3333333333333333	C
GATA3	FSCB	0.3333333333333333	C
GATA3	GALNT2	0.3333333333333333	C
GATA3	GAR1	0.3333333333333333	C
GATA3	GAREM1	0.3333333333333333	C
GATA3	GAS2	0.3333333333333333	C
GATA3	GATA4	0.3333333333333333	C
GATA3	GORASP2	0.3333333333333333	C
GATA3	GPN2	0.3333333333333333	C
GATA3	GPR107	0.3333333333333333	C
GATA3	GPR158	0.3333333333333333	C
GATA3	GRAMD1A	0.3333333333333333	C
GATA3	GRAMD1C	0.3333333333333333	C
GATA3	GRB14	0.3333333333333333	C
GATA3	H4C6	0.3333333333333333	C
GATA3	HEATR4	0.3333333333333333	C
GATA3	HINT1	0.3333333333333333	C
GATA3	HMGB1	0.3333333333333333	C
GATA3	HNRNPL	0.3333333333333333	C
GATA3	HNRNPR	0.3333333333333333	C
GATA3	HPN	0.3333333333333333	C
GATA3	IFT88	0.3333333333333333	C
GATA3	IFTAP	0.3333333333333333	C
GATA3	IL1RN	0.3333333333333333	C
GATA3	IL6R	0.3333333333333333	C
GATA3	IL7	0.3333333333333333	C
GATA3	IL9	0.3333333333333333	C
GATA3	IMPG2	0.3333333333333333	C
GATA3	INO80	0.3333333333333333	C
GATA3	IRF4	0.3333333333333333	C
GATA3	ITGAM	0.3333333333333333	C
GATA3	ITSN1	0.3333333333333333	C
GATA3	JCAD	0.3333333333333333	C
JUN	GATA3	0.3333333333333333	C
GATA3	KAZN	0.3333333333333333	C
GATA3	KCNJ6	0.3333333333333333	C
GATA3	KCNS1	0.3333333333333333	C
GATA3	KIAA0825	0.3333333333333333	C
GATA3	KIFAP3	0.3333333333333333	C
GATA3	KLK13	0.3333333333333333	C
GATA3	KMT2C	0.3333333333333333	C
GATA3	KPNA1	0.3333333333333333	C
GATA3	KRBOX1	0.3333333333333333	C
GATA3	KRT28	0.3333333333333333	C
GATA3	KTN1	0.3333333333333333	C
GATA3	LATS1	0.3333333333333333	C
GATA3	LDB2	0.3333333333333333	C
GATA3	LIPA	0.3333333333333333	C
GATA3	LMNTD1	0.3333333333333333	C
GATA3	LMO3	0.3333333333333333	C
GATA3	LOXL2	0.3333333333333333	C
GATA3	LRRIQ1	0.3333333333333333	C
GATA3	MAP3K15	0.3333333333333333	C
GATA3	MAP3K19	0.3333333333333333	C
GATA3	MBTPS2	0.3333333333333333	C
GATA3	MC2R	0.3333333333333333	C
GATA3	MEMO1	0.3333333333333333	C
GATA3	MICAL3	0.3333333333333333	C
GATA3	MIOS	0.3333333333333333	C
GATA3	MOBP	0.3333333333333333	C
GATA3	MPPED2	0.3333333333333333	C
GATA3	MRTFB	0.3333333333333333	C
GATA3	MX2	0.3333333333333333	C
GATA3	NAA60	0.3333333333333333	C
GATA3	NADK2	0.3333333333333333	C
GATA3	NAGPA	0.3333333333333333	C
GATA3	NBEA	0.3333333333333333	C
GATA3	NBL1	0.3333333333333333	C
GATA3	NCOA1	0.3333333333333333	C
GATA3	NR5A2	0.3333333333333333	C
GATA3	NRDC	0.3333333333333333	C
GATA3	NRDE2	0.3333333333333333	C
GATA3	NRL	0.3333333333333333	C
GATA3	NSD3	0.3333333333333333	C
GATA3	NUCB2	0.3333333333333333	C
GATA3	NUDT7	0.3333333333333333	C
GATA3	OFD1	0.3333333333333333	C
GATA3	OPRK1	0.3333333333333333	C
GATA3	OR10H4	0.3333333333333333	C
GATA3	OTUD7A	0.3333333333333333	C
GATA3	PAXIP1	0.3333333333333333	C
GATA3	PCLO	0.3333333333333333	C
GATA3	PCSK2	0.3333333333333333	C
GATA3	PHEX	0.3333333333333333	C
GATA3	PI16	0.3333333333333333	C
GATA3	PIK3CB	0.3333333333333333	C
GATA3	PISD	0.3333333333333333	C
GATA3	PKIG	0.3333333333333333	C
GATA3	PKNOX2	0.3333333333333333	C
GATA3	PLA2G6	0.3333333333333333	C
GATA3	PLEKHA5	0.3333333333333333	C
GATA3	PLEKHA7	0.3333333333333333	C
GATA3	PLSCR2	0.3333333333333333	C
GATA3	POLE2	0.3333333333333333	C
GATA3	PPARGC1B	0.3333333333333333	C
GATA3	PPFIA2	0.3333333333333333	C
GATA3	PPHLN1	0.3333333333333333	C
GATA3	PPP1R12A	0.3333333333333333	C
GATA3	PPP1R3A	0.3333333333333333	C
GATA3	PPP6R3	0.3333333333333333	C
GATA3	PPT1	0.3333333333333333	C
GATA3	PRL	0.3333333333333333	C
GATA3	PROM1	0.3333333333333333	C
GATA3	PSMA6	0.3333333333333333	C
GATA3	PTGER3	0.3333333333333333	C
GATA3	PTH2R	0.3333333333333333	C
GATA3	PTMS	0.3333333333333333	C
GATA3	PTPRF	0.3333333333333333	C
GATA3	RAB11FIP1	0.3333333333333333	C
GATA3	RAB30	0.3333333333333333	C
GATA3	RALGAPA2	0.3333333333333333	C
GATA3	RALGAPB	0.3333333333333333	C
GATA3	RASAL2	0.3333333333333333	C
GATA3	RBL2	0.3333333333333333	C
GATA3	RECK	0.3333333333333333	C
GATA3	RGPD1	0.3333333333333333	C
GATA3	RGS3	0.3333333333333333	C
GATA3	RHOBTB1	0.3333333333333333	C
GATA3	RMDN2	0.3333333333333333	C
GATA3	RNASE1	0.3333333333333333	C
GATA3	RNASE10	0.3333333333333333	C
GATA3	RNF182	0.3333333333333333	C
GATA3	RNF220	0.3333333333333333	C
GATA3	RPA3	0.3333333333333333	C
GATA3	RTCB	0.3333333333333333	C
GATA3	SATB2	0.3333333333333333	C
GATA3	SCGN	0.3333333333333333	C
GATA3	SCN8A	0.3333333333333333	C
GATA3	SEC24D	0.3333333333333333	C
GATA3	SEC62	0.3333333333333333	C
GATA3	SEMA3E	0.3333333333333333	C
GATA3	SEPHS1	0.3333333333333333	C
GATA3	SEPTIN12	0.3333333333333333	C
GATA3	SETD5	0.3333333333333333	C
GATA3	SHPRH	0.3333333333333333	C
GATA3	SLC12A6	0.3333333333333333	C
GATA3	SLC14A1	0.3333333333333333	C
GATA3	SLC25A24	0.3333333333333333	C
GATA3	SLC35F6	0.3333333333333333	C
GATA3	SLC41A2	0.3333333333333333	C
GATA3	SLC7A8	0.3333333333333333	C
GATA3	SMCHD1	0.3333333333333333	C
GATA3	SMIM14	0.3333333333333333	C
GATA3	SNAI2	0.3333333333333333	C
GATA3	SNRPC	0.3333333333333333	C
GATA3	SOCS6	0.3333333333333333	C
GATA3	MTCL3	0.3333333333333333	C
GATA3	SOX6	0.3333333333333333	C
GATA3	SPAM1	0.3333333333333333	C
GATA3	SPIDR	0.3333333333333333	C
GATA3	SPINK4	0.3333333333333333	C
GATA3	SPOCD1	0.3333333333333333	C
GATA3	STK40	0.3333333333333333	C
GATA3	STN1	0.3333333333333333	C
GATA3	STS	0.3333333333333333	C
GATA3	SULF2	0.3333333333333333	C
GATA3	SUSD6	0.3333333333333333	C
GATA3	SYT10	0.3333333333333333	C
GATA3	TATDN1	0.3333333333333333	C
GATA3	TCF4	0.3333333333333333	C
GATA3	TCIM	0.3333333333333333	C
GATA3	TEX101	0.3333333333333333	C
GATA3	TEX26	0.3333333333333333	C
GATA3	TGIF1	0.3333333333333333	C
GATA3	THRAP3	0.3333333333333333	C
GATA3	TMCC1	0.3333333333333333	C
GATA3	TMCO4	0.3333333333333333	C
GATA3	TMCO5A	0.3333333333333333	C
GATA3	TMEM106B	0.3333333333333333	C
GATA3	TMEM120B	0.3333333333333333	C
GATA3	TMEM51	0.3333333333333333	C
GATA3	TMEM59	0.3333333333333333	C
GATA3	TNFRSF19	0.3333333333333333	C
GATA3	TNFRSF8	0.3333333333333333	C
GATA3	TNKS	0.3333333333333333	C
GATA3	TNRC6B	0.3333333333333333	C
GATA3	TP53I11	0.3333333333333333	C
GATA3	TRIM16	0.3333333333333333	C
GATA3	TRMO	0.3333333333333333	C
GATA3	TSPAN12	0.3333333333333333	C
GATA3	TTC39B	0.3333333333333333	C
GATA3	TUBG2	0.3333333333333333	C
GATA3	UBE2G2	0.3333333333333333	C
GATA3	BLTP3B	0.3333333333333333	C
GATA3	UNC13B	0.3333333333333333	C
GATA3	UPB1	0.3333333333333333	C
GATA3	USP34	0.3333333333333333	C
GATA3	VAMP4	0.3333333333333333	C
GATA3	VIRMA	0.3333333333333333	C
GATA3	WNT4	0.3333333333333333	C
GATA3	WNT5B	0.3333333333333333	C
GATA3	WSCD1	0.3333333333333333	C
GATA3	XRCC4	0.3333333333333333	C
GATA3	ZBTB38	0.3333333333333333	C
GATA3	ZBTB9	0.3333333333333333	C
GATA3	ZC3H11A	0.3333333333333333	C
GATA3	ZFYVE26	0.3333333333333333	C
GATA3	ZNF221	0.3333333333333333	C
GATA3	ZNF280B	0.3333333333333333	C
GATA3	ZNF526	0.3333333333333333	C
GATA4	CLDN14	0.3333333333333333	C
GATA4	CLDN6	0.3333333333333333	C
GATA4	FLNB	0.3333333333333333	C
GATA4	KIAA1217	0.3333333333333333	C
GATA6	ABCC5	0.3333333333333333	C
GATA6	ARHGAP42	0.3333333333333333	C
GATA6	ATE1	0.3333333333333333	C
GATA6	ATP2B1	0.3333333333333333	C
GATA6	BARX2	0.3333333333333333	C
GATA6	BCAR3	0.3333333333333333	C
