cohort	y	krt	gene	n	rho	p	k_cov
BRCA	TNK	KRT5_6_14	CDH1	1095	-0.19417795684410977	9.926876536592823e-11	4
BRCA	TNK	none	CLDN4	1095	-0.00717300299220535	0.8125852303836117	0
BRCA	TNK	none	CLDN3	1095	-0.05125307396134244	0.09004099283538196	0
BRCA	TNK	none	CLDN7	1095	-0.208101173429275	3.5346337245603793e-12	0
BRCA	TNK	none	OCLN	1095	-0.2291145525052489	1.651082136534368e-14	0
BRCA	TNK	none	F11R	1095	-0.01812667910539842	0.5490460821890021	0
BRCA	TNK	none	CDH1	1095	-0.22464757180589073	5.410391157531839e-14	0
BRCA	CYT	KRT8_18_19	CLDN4	1095	0.019172117957343346	0.526809840738476	3
BRCA	CYT	KRT8_18_19	CLDN3	1095	0.026347975810827734	0.3843912176819576	3
BRCA	CYT	KRT8_18_19	CLDN7	1095	-0.12531336994680772	3.286184346080724e-05	3
BRCA	CYT	KRT8_18_19	OCLN	1095	-0.20167936872350306	1.741772616131946e-11	3
BRCA	CYT	KRT8_18_19	F11R	1095	-0.04673255762051861	0.12274060800272371	3
BRCA	CYT	KRT8_18_19	CDH1	1095	-0.18952575674678385	2.7352273442594693e-10	3
BRCA	CYT	KRT18_19	CLDN4	1095	0.042939898869558714	0.15600205884274268	2
BRCA	CYT	KRT18_19	CLDN3	1095	0.03598617943064483	0.23453939587869538	2
BRCA	CYT	KRT18_19	CLDN7	1095	-0.11790212351590142	9.341689198044311e-05	2
BRCA	CYT	KRT18_19	OCLN	1095	-0.19054036134313498	2.147177407932869e-10	2
BRCA	CYT	KRT18_19	F11R	1095	-0.02551859393941809	0.3993231569645108	2
BRCA	CYT	KRT18_19	CDH1	1095	-0.1845961634299901	7.807967127746652e-10	2
BRCA	CYT	KRT5_6_14	CLDN4	1095	-0.03392784811403069	0.26284830156635763	4
BRCA	CYT	KRT5_6_14	CLDN3	1095	-0.052631225702442955	0.08227494206475289	4
BRCA	CYT	KRT5_6_14	CLDN7	1095	-0.18131323819124068	1.6191661195611604e-09	4
BRCA	CYT	KRT5_6_14	OCLN	1095	-0.21061743612670142	2.0988093238417254e-12	4
BRCA	CYT	KRT5_6_14	F11R	1095	-0.02270753379453472	0.453692546884045	4
BRCA	CYT	KRT5_6_14	CDH1	1095	-0.20814180378732475	3.830919655617051e-12	4
BRCA	CYT	none	CLDN4	1095	-0.010932361974040255	0.7178318081871252	0
BRCA	CYT	none	CLDN3	1095	-0.06143331736296206	0.04210562033786835	0
BRCA	CYT	none	CLDN7	1095	-0.2048743937306452	7.677690043147657e-12	0
BRCA	CYT	none	OCLN	1095	-0.23978564264182733	8.748062593435114e-16	0
BRCA	CYT	none	F11R	1095	-0.012985328523820377	0.6677616572523101	0
BRCA	CYT	none	CDH1	1095	-0.2355099499190849	2.8886468962481782e-15	0
BRCA	CD8A	KRT8_18_19	CLDN4	1095	0.014018365473638614	0.643554320898274	3
BRCA	CD8A	KRT8_18_19	CLDN3	1095	0.014984422091782792	0.6208632777470258	3
BRCA	CD8A	KRT8_18_19	CLDN7	1095	-0.15010076575562875	6.269767275793613e-07	3
BRCA	CD8A	KRT8_18_19	OCLN	1095	-0.11574753450877875	0.00012636530631826153	3
BRCA	CD8A	KRT8_18_19	F11R	1095	-0.06475004242776998	0.03239621581114905	3
BRCA	CD8A	KRT8_18_19	CDH1	1095	-0.15357197811107098	3.4088190110299336e-07	3
BRCA	CD8A	KRT18_19	CLDN4	1095	0.03305572646091507	0.27488214471116873	2
BRCA	CD8A	KRT18_19	CLDN3	1095	0.022778864984092876	0.4518600142840359	2
BRCA	CD8A	KRT18_19	CLDN7	1095	-0.1441501778374618	1.7077984251037496e-06	2
BRCA	CD8A	KRT18_19	OCLN	1095	-0.10761961460783175	0.00036489990495234376	2
BRCA	CD8A	KRT18_19	F11R	1095	-0.04740299715269744	0.11728858852407177	2
BRCA	CD8A	KRT18_19	CDH1	1095	-0.15002524687605864	6.277897216049468e-07	2
BRCA	CD8A	KRT5_6_14	CLDN4	1095	-0.026011378998146064	0.39071374774753026	4
BRCA	CD8A	KRT5_6_14	CLDN3	1095	-0.04920509864837306	0.10429483605211567	4
BRCA	CD8A	KRT5_6_14	CLDN7	1095	-0.18683559109162168	5.003362715751394e-10	4
BRCA	CD8A	KRT5_6_14	OCLN	1095	-0.1221509072563907	5.227590501155532e-05	4
BRCA	CD8A	KRT5_6_14	F11R	1095	-0.03141597621452723	0.2998546472172804	4
BRCA	CD8A	KRT5_6_14	CDH1	1095	-0.15730744543241523	1.7652216910006572e-07	4
BRCA	CD8A	none	CLDN4	1095	-0.010093497048832594	0.738659720590816	0
BRCA	CD8A	none	CLDN3	1095	-0.05650938562450885	0.061581373495223364	0
BRCA	CD8A	none	CLDN7	1095	-0.2133851331503047	9.653940678433742e-13	0
BRCA	CD8A	none	OCLN	1095	-0.15371220225717877	3.2037128188644067e-07	0
BRCA	CD8A	none	F11R	1095	-0.036421376143921255	0.2284987974488082	0
BRCA	CD8A	none	CDH1	1095	-0.19537948398944383	6.992487411805695e-11	0
CESC	CD8	KRT8_18_19	CLDN4	304	-0.08180526224425373	0.15685256452236349	3
CESC	CD8	KRT8_18_19	CLDN3	304	0.023137590571966092	0.6892997836572943	3
CESC	CD8	KRT8_18_19	CLDN7	304	0.0004931816861257071	0.9932014820878231	3
CESC	CD8	KRT8_18_19	OCLN	304	-0.15289552628384837	0.007878277494766881	3
CESC	CD8	KRT8_18_19	F11R	304	-0.01949265970036223	0.7362602112978464	3
CESC	CD8	KRT8_18_19	CDH1	304	-0.0981407718615357	0.08918742779520196	3
CESC	CD8	KRT18_19	CLDN4	304	-0.06920433705522194	0.23049142953547264	2
CESC	CD8	KRT18_19	CLDN3	304	0.05542668424596406	0.3370769607140651	2
CESC	CD8	KRT18_19	CLDN7	304	0.01011379679636459	0.8610524011996138	2
CESC	CD8	KRT18_19	OCLN	304	-0.13157123584779906	0.02219974258020004	2
CESC	CD8	KRT18_19	F11R	304	-0.02704293836695531	0.6397181649386858	2
CESC	CD8	KRT18_19	CDH1	304	-0.07963256267974816	0.16748799443986637	2
CESC	CD8	KRT5_6_14	CLDN4	304	-0.08784629196087594	0.1289824532019326	4
CESC	CD8	KRT5_6_14	CLDN3	304	0.012841502497018662	0.8247016228521511	4
CESC	CD8	KRT5_6_14	CLDN7	304	-0.000992374007396538	0.9863435400785645	4
CESC	CD8	KRT5_6_14	OCLN	304	-0.1703023737056494	0.003085838178695873	4
CESC	CD8	KRT5_6_14	F11R	304	-0.04759131026212749	0.41145834490322936	4
CESC	CD8	KRT5_6_14	CDH1	304	-0.09010753846176595	0.11938444531025065	4
CESC	CD8	none	CLDN4	304	-0.062127645033700954	0.28022527728689006	0
CESC	CD8	none	CLDN3	304	0.055086751125500814	0.3384458437992351	0
CESC	CD8	none	CLDN7	304	0.014188144439983258	0.805394247031462	0
CESC	CD8	none	OCLN	304	-0.12778043550688115	0.025887843139961925	0
CESC	CD8	none	F11R	304	-0.030396637593008657	0.597553368699819	0
CESC	CD8	none	CDH1	304	-0.07728923021724086	0.17893432892201636	0
CESC	CD3	KRT8_18_19	CLDN4	304	-0.1439744755088064	0.012401405799288518	3
CESC	CD3	KRT8_18_19	CLDN3	304	-0.08887507935033592	0.12391286483943266	3
CESC	CD3	KRT8_18_19	CLDN7	304	-0.0071509530927407455	0.9016717622160048	3
CESC	CD3	KRT8_18_19	OCLN	304	-0.25525253334223585	7.306938066879617e-06	3
CESC	CD3	KRT8_18_19	F11R	304	-0.03599287694127037	0.5339047429821386	3
CESC	CD3	KRT8_18_19	CDH1	304	-0.1747435560045102	0.0023460928584800754	3
CESC	CD3	KRT18_19	CLDN4	304	-0.14094988205580605	0.014224605319478027	2
CESC	CD3	KRT18_19	CLDN3	304	-0.07860336619956308	0.1730637999478976	2
CESC	CD3	KRT18_19	CLDN7	304	-0.00525069083844726	0.9275962821345036	2
CESC	CD3	KRT18_19	OCLN	304	-0.24840445525173663	1.256448142288453e-05	2
CESC	CD3	KRT18_19	F11R	304	-0.03740819230974656	0.5172334096528292	2
CESC	CD3	KRT18_19	CDH1	304	-0.16958957508438277	0.0031127869917145392	2
CESC	CD3	KRT5_6_14	CLDN4	304	-0.13199657123728126	0.022212309058736435	4
CESC	CD3	KRT5_6_14	CLDN3	304	-0.08291219240673076	0.15198540378344377	4
CESC	CD3	KRT5_6_14	CLDN7	304	-0.016413163233606524	0.7770874537009124	4
CESC	CD3	KRT5_6_14	OCLN	304	-0.25154154919866556	1.0349174357836971e-05	4
CESC	CD3	KRT5_6_14	F11R	304	-0.04052339110638559	0.4844002714861496	4
CESC	CD3	KRT5_6_14	CDH1	304	-0.17923578042987443	0.001828427006796172	4
CESC	CD3	none	CLDN4	304	-0.14830042969784468	0.009614679493191693	0
CESC	CD3	none	CLDN3	304	-0.1334873867024321	0.01989761048887377	0
CESC	CD3	none	CLDN7	304	-0.049797537993661316	0.3869236562858533	0
CESC	CD3	none	OCLN	304	-0.25693325587951377	5.686168553042461e-06	0
CESC	CD3	none	F11R	304	0.022746649125654585	0.6928291311594436	0
CESC	CD3	none	CDH1	304	-0.1721648912087067	0.0025957318264904264	0
CESC	TNK	KRT8_18_19	CLDN4	304	-0.20763051428257584	0.0002868778796383645	3
CESC	TNK	KRT8_18_19	CLDN3	304	-0.1612108664360476	0.005053122215510636	3
CESC	TNK	KRT8_18_19	CLDN7	304	-0.015488400231953615	0.7889982270312786	3
CESC	TNK	KRT8_18_19	OCLN	304	-0.2727566858352489	1.5563976670575275e-06	3
CESC	TNK	KRT8_18_19	F11R	304	-0.0371714403880607	0.5205880771232373	3
CESC	TNK	KRT8_18_19	CDH1	304	-0.200139535255758	0.00047717499645075955	3
CESC	TNK	KRT18_19	CLDN4	304	-0.2072713484768775	0.00028727186942718733	2
CESC	TNK	KRT18_19	CLDN3	304	-0.15638767410167195	0.006464639348080887	2
CESC	TNK	KRT18_19	CLDN7	304	-0.016003313356846856	0.7818013244995033	2
CESC	TNK	KRT18_19	OCLN	304	-0.27041039155900704	1.852513737265977e-06	2
CESC	TNK	KRT18_19	F11R	304	-0.03663234576073025	0.5259664797286	2
CESC	TNK	KRT18_19	CDH1	304	-0.19902565595364596	0.0005028671571362096	2
CESC	TNK	KRT5_6_14	CLDN4	304	-0.1931514883870977	0.0007703299246957463	4
CESC	TNK	KRT5_6_14	CLDN3	304	-0.12721334171593338	0.027583492215201615	4
CESC	TNK	KRT5_6_14	CLDN7	304	-0.017980577179893917	0.7564410525432146	4
CESC	TNK	KRT5_6_14	OCLN	304	-0.2746339136010812	1.3644237195198508e-06	4
CESC	TNK	KRT5_6_14	F11R	304	-0.06626660929684172	0.2525249932605814	4
CESC	TNK	KRT5_6_14	CDH1	304	-0.21561458909927855	0.00016767023253818673	4
CESC	TNK	none	CLDN4	304	-0.21086546100684267	0.00021294594594994774	0
CESC	TNK	none	CLDN3	304	-0.18553122784237008	0.0011549399976679311	0
CESC	TNK	none	CLDN7	304	-0.053872833357537654	0.3492138143544996	0
CESC	TNK	none	OCLN	304	-0.2781883494647998	8.306968906989088e-07	0
CESC	TNK	none	F11R	304	0.006839286171930394	0.9054677476624653	0
CESC	TNK	none	CDH1	304	-0.20270931752364194	0.0003754089524451868	0
CESC	CYT	KRT8_18_19	CLDN4	304	-0.26613509957173687	2.8300672908950465e-06	3
CESC	CYT	KRT8_18_19	CLDN3	304	-0.211136131960462	0.00022468525711125315	3
CESC	CYT	KRT8_18_19	CLDN7	304	-0.01865814571981722	0.7471588311469812	3
CESC	CYT	KRT8_18_19	OCLN	304	-0.2579535304997024	5.796955332340312e-06	3
CESC	CYT	KRT8_18_19	F11R	304	-0.0061756025616066315	0.9150286328253073	3
CESC	CYT	KRT8_18_19	CDH1	304	-0.20824533899243453	0.00027492260301940663	3
CESC	CYT	KRT18_19	CLDN4	304	-0.2692958323574149	2.049664216990828e-06	2
CESC	CYT	KRT18_19	CLDN3	304	-0.21579085011601085	0.00015738778759370116	2
CESC	CYT	KRT18_19	CLDN7	304	-0.02254347205207157	0.6963969914734447	2
CESC	CYT	KRT18_19	OCLN	304	-0.26200238829283806	3.9289685211364244e-06	2
CESC	CYT	KRT18_19	F11R	304	-0.002968037574374381	0.959034506621651	2
CESC	CYT	KRT18_19	CDH1	304	-0.21275813156418363	0.00019551455799882028	2
CESC	CYT	KRT5_6_14	CLDN4	304	-0.25031903477229694	1.1460621962581684e-05	4
CESC	CYT	KRT5_6_14	CLDN3	304	-0.15575510181766727	0.006871449346427709	4
CESC	CYT	KRT5_6_14	CLDN7	304	-0.01237010732033841	0.8310381783809324	4
CESC	CYT	KRT5_6_14	OCLN	304	-0.2663709581324538	2.87952148767023e-06	4
CESC	CYT	KRT5_6_14	F11R	304	-0.06192009135486084	0.2850533205311595	4
CESC	CYT	KRT5_6_14	CDH1	304	-0.23447341571515934	4.103637142150419e-05	4
CESC	CYT	none	CLDN4	304	-0.2640044763751613	3.0536666865451133e-06	0
CESC	CYT	none	CLDN3	304	-0.21138528434379245	0.00020523649967730197	0
CESC	CYT	none	CLDN7	304	-0.04491239460443024	0.43524834484979996	0
CESC	CYT	none	OCLN	304	-0.26639002554267505	2.465852859080286e-06	0
CESC	CYT	none	F11R	304	0.013014804500294724	0.8212048348055936	0
CESC	CYT	none	CDH1	304	-0.21533500200753464	0.00015463396481892624	0
CESC	CD8A	KRT8_18_19	CLDN4	304	-0.11883376462811542	0.039358714998632985	3
CESC	CD8A	KRT8_18_19	CLDN3	304	-0.07633416405049315	0.1865794885608023	3
CESC	CD8A	KRT8_18_19	CLDN7	304	0.004877563529376912	0.9328409931787317	3
CESC	CD8A	KRT8_18_19	OCLN	304	-0.18654622070948765	0.001147660133501363	3
CESC	CD8A	KRT8_18_19	F11R	304	-0.020135504761875592	0.7279004822373797	3
CESC	CD8A	KRT8_18_19	CDH1	304	-0.1098840662073651	0.05687693917552407	3
CESC	CD8A	KRT18_19	CLDN4	304	-0.11294841245102473	0.04988209288002892	2
CESC	CD8A	KRT18_19	CLDN3	304	-0.058282311218253134	0.31273647261158427	2
CESC	CD8A	KRT18_19	CLDN7	304	0.009100317034286152	0.8748554734530719	2
CESC	CD8A	KRT18_19	OCLN	304	-0.17585388211301656	0.002160170164014735	2
CESC	CD8A	KRT18_19	F11R	304	-0.023472259993867955	0.684545107050958	2
CESC	CD8A	KRT18_19	CDH1	304	-0.1011681700209349	0.07920276389208442	2
CESC	CD8A	KRT5_6_14	CLDN4	304	-0.11478339409569777	0.046991490033131966	4
CESC	CD8A	KRT5_6_14	CLDN3	304	-0.07067069038831482	0.22228722872373038	4
CESC	CD8A	KRT5_6_14	CLDN7	304	-0.009130390524996954	0.8748617700664824	4
CESC	CD8A	KRT5_6_14	OCLN	304	-0.19311758091466374	0.0007720109716332944	4
CESC	CD8A	KRT5_6_14	F11R	304	-0.03849840757287222	0.5065145985718731	4
CESC	CD8A	KRT5_6_14	CDH1	304	-0.11857694569080361	0.040122501602005776	4
CESC	CD8A	none	CLDN4	304	-0.1193522070067231	0.037539859346096174	0
CESC	CD8A	none	CLDN3	304	-0.10178158022877351	0.07640851446875298	0
CESC	CD8A	none	CLDN7	304	-0.027549782588267457	0.6323236591735174	0
CESC	CD8A	none	OCLN	304	-0.1837278637268386	0.0012924932713943113	0
CESC	CD8A	none	F11R	304	0.021858208253957408	0.7042526060951042	0
CESC	CD8A	none	CDH1	304	-0.10476170136426931	0.06813995861776846	0
KIRC	CD8	KRT8_18_19	CLDN4	533	-0.06580665410824625	0.1302678751336179	3
KIRC	CD8	KRT8_18_19	CLDN3	533	-0.050262263108586266	0.24804032325281886	3
KIRC	CD8	KRT8_18_19	CLDN7	533	-0.020102091097626985	0.6442685787103508	3
KIRC	CD8	KRT8_18_19	OCLN	533	-0.05780585583752586	0.18392717975161338	3
KIRC	CD8	KRT8_18_19	F11R	533	0.04979593010680978	0.2524612037090275	3
KIRC	CD8	KRT8_18_19	CDH1	533	0.0014412307516686296	0.9735938045560322	3
KIRC	CD8	KRT18_19	CLDN4	533	-0.0964606723906132	0.02623383691555725	2
KIRC	CD8	KRT18_19	CLDN3	533	-0.062179118001209274	0.15247929316862008	2
KIRC	CD8	KRT18_19	CLDN7	533	-0.03475153705036548	0.424203957625142	2
KIRC	CD8	KRT18_19	OCLN	533	-0.0794270916361154	0.06742205907573483	2
KIRC	CD8	KRT18_19	F11R	533	0.03553916360203017	0.4137725727500178	2
KIRC	CD8	KRT18_19	CDH1	533	-0.024410155179119472	0.5746258006924703	2
KIRC	CD8	KRT5_6_14	CLDN4	533	-0.09503323325397214	0.02884910687768595	4
KIRC	CD8	KRT5_6_14	CLDN3	533	-0.06244951412452773	0.15147485835604038	4
KIRC	CD8	KRT5_6_14	CLDN7	533	-0.027036536083931757	0.5349399849710136	4
KIRC	CD8	KRT5_6_14	OCLN	533	-0.07703672512037554	0.07667970472534859	4
KIRC	CD8	KRT5_6_14	F11R	533	0.03708750819483909	0.3946095198713817	4
KIRC	CD8	KRT5_6_14	CDH1	533	0.0005402477104748246	0.9901094329572558	4
KIRC	CD8	none	CLDN4	533	-0.10805134344388069	0.012559772176592023	0
KIRC	CD8	none	CLDN3	533	-0.06878327424691966	0.11270847279140762	0
KIRC	CD8	none	CLDN7	533	-0.021276577196728357	0.6240559362423872	0
KIRC	CD8	none	OCLN	533	-0.08727467740751843	0.04400888364233194	0
KIRC	CD8	none	F11R	533	0.027206048734959454	0.5308284972964717	0
KIRC	CD8	none	CDH1	533	-0.02817833102265752	0.5162421533754463	0
KIRC	CD3	KRT8_18_19	CLDN4	533	-0.08258671871455356	0.05742697435765787	3
KIRC	CD3	KRT8_18_19	CLDN3	533	-0.06963481566507457	0.10931646359459721	3
KIRC	CD3	KRT8_18_19	CLDN7	533	0.02492392784719002	0.5669656095577106	3
KIRC	CD3	KRT8_18_19	OCLN	533	-0.02778866994469659	0.5232419400502152	3
KIRC	CD3	KRT8_18_19	F11R	533	0.08414730823063124	0.05285820751009163	3
KIRC	CD3	KRT8_18_19	CDH1	533	-0.006165565904250171	0.8873894896847176	3
KIRC	CD3	KRT18_19	CLDN4	533	-0.1327365806340121	0.0021761762841908234	2
KIRC	CD3	KRT18_19	CLDN3	533	-0.08825486935758242	0.042065552077942436	2
KIRC	CD3	KRT18_19	CLDN7	533	0.0005091505975747935	0.9906610290653257	2
KIRC	CD3	KRT18_19	OCLN	533	-0.06449433350032355	0.1377520677646596	2
KIRC	CD3	KRT18_19	F11R	533	0.06094673343579745	0.16079090863543954	2
KIRC	CD3	KRT18_19	CDH1	533	-0.04674091964604738	0.28232060618643895	2
KIRC	CD3	KRT5_6_14	CLDN4	533	-0.13801993402550936	0.001461651376552277	4
KIRC	CD3	KRT5_6_14	CLDN3	533	-0.09969643015984	0.021830178916542098	4
KIRC	CD3	KRT5_6_14	CLDN7	533	-0.0007230929543836063	0.9867622672762596	4
KIRC	CD3	KRT5_6_14	OCLN	533	-0.06728763356748234	0.12217538422179963	4
KIRC	CD3	KRT5_6_14	F11R	533	0.054621443385473555	0.20974828373395096	4
KIRC	CD3	KRT5_6_14	CDH1	533	-0.027095162333796097	0.5340544875731278	4
KIRC	CD3	none	CLDN4	533	-0.15082227777847343	0.0004761382984662809	0
KIRC	CD3	none	CLDN3	533	-0.10554727037252892	0.01477531765349998	0
KIRC	CD3	none	CLDN7	533	0.006267751086086319	0.8852130715505194	0
KIRC	CD3	none	OCLN	533	-0.07700732003713355	0.07568076267486645	0
KIRC	CD3	none	F11R	533	0.04504240854317124	0.2992839200241731	0
KIRC	CD3	none	CDH1	533	-0.055301285234504144	0.20241279784751598	0
KIRC	TNK	KRT8_18_19	CLDN4	533	-0.09741133529008872	0.024921447047231905	3
KIRC	TNK	KRT8_18_19	CLDN3	533	-0.04914163475630754	0.25875583808737745	3
KIRC	TNK	KRT8_18_19	CLDN7	533	-0.018089498689347925	0.6777742542693388	3
KIRC	TNK	KRT8_18_19	OCLN	533	-0.0713303556330923	0.10093015241401584	3
KIRC	TNK	KRT8_18_19	F11R	533	0.052483674246615875	0.22772357744110117	3
KIRC	TNK	KRT8_18_19	CDH1	533	-0.04646147472863965	0.2856672845682876	3
KIRC	TNK	KRT18_19	CLDN4	533	-0.1433194194827812	0.0009266402964156273	2
KIRC	TNK	KRT18_19	CLDN3	533	-0.06722471653648077	0.12181778986851514	2
KIRC	TNK	KRT18_19	CLDN7	533	-0.04029898052922137	0.35402251759066866	2
KIRC	TNK	KRT18_19	OCLN	533	-0.10420238619113378	0.016302819987229558	2
KIRC	TNK	KRT18_19	F11R	533	0.031076962270162743	0.474853134286263	2
KIRC	TNK	KRT18_19	CDH1	533	-0.08294866379973619	0.05610607785745199	2
KIRC	TNK	KRT5_6_14	CLDN4	533	-0.13892092393218222	0.0013592473793014581	4
KIRC	TNK	KRT5_6_14	CLDN3	533	-0.06835163935923483	0.11636727047487148	4
KIRC	TNK	KRT5_6_14	CLDN7	533	-0.03419765548619357	0.4325033574765207	4
KIRC	TNK	KRT5_6_14	OCLN	533	-0.10062788193024662	0.020621429060825185	4
KIRC	TNK	KRT5_6_14	F11R	533	0.03500665636047661	0.42168881295877786	4
KIRC	TNK	KRT5_6_14	CDH1	533	-0.05473491156729101	0.2088016761776067	4
KIRC	TNK	none	CLDN4	533	-0.1538576451458135	0.00036387171518431513	0
KIRC	TNK	none	CLDN3	533	-0.0739923992581534	0.08790078112635183	0
KIRC	TNK	none	CLDN7	533	-0.02673003101382903	0.538045078351689	0
KIRC	TNK	none	OCLN	533	-0.11193231196548616	0.009703418433024961	0
KIRC	TNK	none	F11R	533	0.02254371136929597	0.603547315643488	0
KIRC	TNK	none	CDH1	533	-0.08600516617132561	0.04718896045423124	0
KIRC	CYT	KRT8_18_19	CLDN4	533	-0.0643925927729102	0.13874906854149824	3
KIRC	CYT	KRT8_18_19	CLDN3	533	-0.016812346756159023	0.6993761478170494	3
KIRC	CYT	KRT8_18_19	CLDN7	533	-0.026557322785471047	0.5418223584829595	3
KIRC	CYT	KRT8_18_19	OCLN	533	-0.0534436335386244	0.2193201662245063	3
KIRC	CYT	KRT8_18_19	F11R	533	0.0936220676996382	0.03116277147375523	3
KIRC	CYT	KRT8_18_19	CDH1	533	-0.05203927134308425	0.23169036650962702	3
KIRC	CYT	KRT18_19	CLDN4	533	-0.10541332315856941	0.015093204767049093	2
KIRC	CYT	KRT18_19	CLDN3	533	-0.03272836592673504	0.4516912866594977	2
KIRC	CYT	KRT18_19	CLDN7	533	-0.0452759173644269	0.2976954271480541	2
KIRC	CYT	KRT18_19	OCLN	533	-0.08189381016323496	0.059317019415043686	2
KIRC	CYT	KRT18_19	F11R	533	0.07462688730678918	0.08579594446885093	2
KIRC	CYT	KRT18_19	CDH1	533	-0.0825953183879894	0.05716518247468432	2
KIRC	CYT	KRT5_6_14	CLDN4	533	-0.09453364349380822	0.02970505648720819	4
KIRC	CYT	KRT5_6_14	CLDN3	533	-0.027166281986965496	0.5329812801176097	4
KIRC	CYT	KRT5_6_14	CLDN7	533	-0.0498949763036141	0.25196755475138677	4
KIRC	CYT	KRT5_6_14	OCLN	533	-0.07642215833203567	0.07906781563288347	4
KIRC	CYT	KRT5_6_14	F11R	533	0.07889393590602742	0.06981716729422509	4
KIRC	CYT	KRT5_6_14	CDH1	533	-0.05942036958462017	0.1723657194496808	4
KIRC	CYT	none	CLDN4	533	-0.10617429908223348	0.01419049997663399	0
KIRC	CYT	none	CLDN3	533	-0.034129793991904744	0.43167612745659517	0
KIRC	CYT	none	CLDN7	533	-0.041716350027206646	0.3364244197736644	0
KIRC	CYT	none	OCLN	533	-0.08326841409445151	0.05470336642672	0
KIRC	CYT	none	F11R	533	0.07086518214790108	0.10220346285190669	0
KIRC	CYT	none	CDH1	533	-0.08304405637488962	0.05536123405376007	0
KIRC	CD8A	KRT8_18_19	CLDN4	533	-0.0673949649369771	0.12122612368470238	3
KIRC	CD8A	KRT8_18_19	CLDN3	533	-0.06013419481578511	0.16685636442293703	3
KIRC	CD8A	KRT8_18_19	CLDN7	533	-0.0211831273179623	0.6265592647863634	3
KIRC	CD8A	KRT8_18_19	OCLN	533	-0.05772475846179944	0.18454418658253002	3
KIRC	CD8A	KRT8_18_19	F11R	533	0.06060968779774429	0.1635210775068542	3
KIRC	CD8A	KRT8_18_19	CDH1	533	0.005566300670712789	0.8982721945814307	3
KIRC	CD8A	KRT18_19	CLDN4	533	-0.09716591015635308	0.025151989241773483	2
KIRC	CD8A	KRT18_19	CLDN3	533	-0.07166555406490922	0.09901441896590332	2
KIRC	CD8A	KRT18_19	CLDN7	533	-0.03551015426556944	0.41415406884615324	2
KIRC	CD8A	KRT18_19	OCLN	533	-0.07886976619049052	0.06937387329532271	2
KIRC	CD8A	KRT18_19	F11R	533	0.04647139696287113	0.28510811403027325	2
KIRC	CD8A	KRT18_19	CDH1	533	-0.019948978726826033	0.6464816683010445	2
KIRC	CD8A	KRT5_6_14	CLDN4	533	-0.09775414968275771	0.024549789155720397	4
KIRC	CD8A	KRT5_6_14	CLDN3	533	-0.07273975509139452	0.09466810456394265	4
KIRC	CD8A	KRT5_6_14	CLDN7	533	-0.030609779852635036	0.48235232774870485	4
KIRC	CD8A	KRT5_6_14	OCLN	533	-0.07773070123379644	0.07405386307942069	4
KIRC	CD8A	KRT5_6_14	F11R	533	0.04599115221560348	0.2910353686633279	4
KIRC	CD8A	KRT5_6_14	CDH1	533	0.0013746389406604654	0.9748373610097466	4
KIRC	CD8A	none	CLDN4	533	-0.10906888037709377	0.011746833586918663	0
KIRC	CD8A	none	CLDN3	533	-0.07979820167893045	0.06563682486321	0
KIRC	CD8A	none	CLDN7	533	-0.025321475553438343	0.5596828032375202	0
KIRC	CD8A	none	OCLN	533	-0.08687759528779042	0.04498357875790879	0
KIRC	CD8A	none	F11R	533	0.03691865463186768	0.3949792144408146	0
KIRC	CD8A	none	CDH1	533	-0.024791568127944613	0.5679306218268971	0
STAD	CD8	KRT8_18_19	CLDN4	412	-0.17859988517150738	0.0002832751953600466	3
STAD	CD8	KRT8_18_19	CLDN3	412	-0.3088299208199522	1.7333102935614505e-10	3
STAD	CD8	KRT8_18_19	CLDN7	412	-0.12090864417837852	0.014416092234446481	3
STAD	CD8	KRT8_18_19	OCLN	412	-0.10648866691081053	0.031308114252114716	3
STAD	CD8	KRT8_18_19	F11R	412	-0.24936299551882476	3.246549662598335e-07	3
STAD	CD8	KRT8_18_19	CDH1	412	-0.15867210511503366	0.0012839504458801428	3
STAD	CD8	KRT18_19	CLDN4	412	-0.15244915842277332	0.001964491295888281	2
STAD	CD8	KRT18_19	CLDN3	412	-0.2979056412378983	7.555621431803983e-10	2
STAD	CD8	KRT18_19	CLDN7	412	-0.09462394168710117	0.05556439426098989	2
STAD	CD8	KRT18_19	OCLN	412	-0.05616287652896314	0.2565281412362335	2
STAD	CD8	KRT18_19	F11R	412	-0.2528210735163966	2.1241673963792595e-07	2
STAD	CD8	KRT18_19	CDH1	412	-0.10712781687749454	0.030098247907215804	2
STAD	CD8	KRT5_6_14	CLDN4	412	-0.08542617816975794	0.08481951623184	4
STAD	CD8	KRT5_6_14	CLDN3	412	-0.2588316257657685	1.1408106535400352e-07	4
STAD	CD8	KRT5_6_14	CLDN7	412	-0.06488391186042514	0.1908908182053473	4
STAD	CD8	KRT5_6_14	OCLN	412	-0.04309305232317849	0.38530138795236113	4
STAD	CD8	KRT5_6_14	F11R	412	-0.199228147587763	5.0659726414692325e-05	4
STAD	CD8	KRT5_6_14	CDH1	412	-0.07633080427243162	0.12372551508908722	4
STAD	CD8	none	CLDN4	412	-0.1594735822498993	0.001162456886192799	0
STAD	CD8	none	CLDN3	412	-0.29138053307201317	1.6631037929372792e-09	0
