dataset	analysis	comparison	metric	n	stat	value	p_value	note
GSE241934	cell_mwu_exploratory	TACSTD2 cycling vs non-cycling cells	TACSTD2_log1p	3622+3622	mannwhitney_u	5271685.0	2.5093181341960958e-49	author major.cell.type==Epi; UMI≥200; CytoTRACE-like within cohort; exploratory
GSE241934	cell_mwu_exploratory	keratin cycling vs non-cycling cells	keratin	3622+3622	mannwhitney_u	6117941.5	7.019152860537884e-07	author major.cell.type==Epi; UMI≥200; CytoTRACE-like within cohort; exploratory
GSE241934	sample_spearman	TACSTD2 vs CytoTRACE-like	mean_TACSTD2~mean_cytotrace_like	35	spearman_rho	-0.015406162464985995	0.9300045930578571	GSE241934 IIT+REAL; author Epi; min 20 cells; unit=sample
GSE241934	sample_spearman	CLDN4 vs CytoTRACE-like	mean_CLDN4~mean_cytotrace_like	35	spearman_rho	0.03697478991596639	0.8329859936808328	GSE241934 IIT+REAL; author Epi; min 20 cells; unit=sample
GSE241934	sample_spearman	TACSTD2 vs cycling score	mean_TACSTD2~mean_cycle	35	spearman_rho	-0.1619047619047619	0.3527823269938828	GSE241934 IIT+REAL; author Epi; min 20 cells; unit=sample
GSE241934	sample_spearman	CLDN4 vs cycling score	mean_CLDN4~mean_cycle	35	spearman_rho	-0.2543417366946779	0.1403658070267322	GSE241934 IIT+REAL; author Epi; min 20 cells; unit=sample
GSE241934	sample_spearman	TACSTD2 vs keratin	mean_TACSTD2~mean_keratin	35	spearman_rho	0.31736694677871147	0.06320705699341514	GSE241934 IIT+REAL; author Epi; min 20 cells; unit=sample
GSE241934	sample_spearman	CLDN4 vs keratin	mean_CLDN4~mean_keratin	35	spearman_rho	0.14089635854341737	0.419481690949946	GSE241934 IIT+REAL; author Epi; min 20 cells; unit=sample
GSE241934	sample_spearman	TACSTD2 vs basal keratin	mean_TACSTD2~mean_keratin_basal	35	spearman_rho	0.35630252100840343	0.035653016865932	GSE241934 IIT+REAL; author Epi; min 20 cells; unit=sample
GSE241934	sample_spearman	TACSTD2 vs alveolar/diff	mean_TACSTD2~mean_alveolar	35	spearman_rho	-0.0319327731092437	0.8555025717677157	GSE241934 IIT+REAL; author Epi; min 20 cells; unit=sample
GSE241934	sample_spearman	TACSTD2 vs fraction cycling	mean_TACSTD2~frac_cycling	35	spearman_rho	-0.1482207959554587	0.3954652504227639	GSE241934 IIT+REAL; author Epi; min 20 cells; unit=sample
GSE241934	sample_spearman	CLDN4 vs fraction cycling	mean_CLDN4~frac_cycling	35	spearman_rho	-0.15466517838830474	0.37500575866527147	GSE241934 IIT+REAL; author Epi; min 20 cells; unit=sample
GSE241934	sample_spearman	CytoTRACE-like vs cycling score	mean_cytotrace_like~mean_cycle	35	spearman_rho	0.35602240896358545	0.03580865053545619	GSE241934 IIT+REAL; author Epi; min 20 cells; unit=sample
GSE241934	sample_spearman	CytoTRACE-like vs keratin	mean_cytotrace_like~mean_keratin	35	spearman_rho	0.021848739495798318	0.900856654120995	GSE241934 IIT+REAL; author Epi; min 20 cells; unit=sample
GSE241934	combinatorial_paired	TACSTD2 cycling vs non-cycling (paired sample means)	TACSTD2_log1p	22	wilcoxon_w	41.0	0.004151344299316406	GSE241934 IIT+REAL; author Epi; min 20 cells; unit=sample; cycling=top quartile cycle_score; non-cycling=bottom quartile
GSE241934	combinatorial_paired	CLDN4 cycling vs non-cycling (paired sample means)	CLDN4_log1p	22	wilcoxon_w	33.0	0.0014548301696777344	GSE241934 IIT+REAL; author Epi; min 20 cells; unit=sample
GSE241934	tacstd2_high_diff	keratin TACSTD2-high vs low (paired sample means)	keratin	35	wilcoxon_w	1.0	1.1641532182693481e-10	GSE241934 IIT+REAL; author Epi; min 20 cells; unit=sample; high/low = within-sample TACSTD2 quartiles
GSE241934	tacstd2_high_diff	CytoTRACE-like TACSTD2-high vs low (paired sample means)	cytotrace_like	35	wilcoxon_w	33.0	1.8702121451497078e-07	GSE241934 IIT+REAL; author Epi; min 20 cells; unit=sample; high/low = within-sample TACSTD2 quartiles
GSE241934	tacstd2_high_diff	alveolar/diff TACSTD2-high vs low (paired sample means)	alveolar_diff	35	wilcoxon_w	47.0	1.2534437701106071e-06	GSE241934 IIT+REAL; author Epi; min 20 cells; unit=sample
GSE241934	mpr_split	NMPR vs MPR malignant TACSTD2	mean_TACSTD2	25+10	mannwhitney_u	89.0	0.19488016624660764	GSE241934 IIT+REAL; author Epi; min 20 cells; unit=sample; MPR median=1.7852 (n=25); NMPR median=1.5573 (n=10); pCR counted as MPR
GSE241934	mpr_split	NMPR vs MPR malignant CLDN4	mean_CLDN4	25+10	mannwhitney_u	115.0	0.7286732435303449	GSE241934 IIT+REAL; author Epi; min 20 cells; unit=sample; MPR median=1.7197 (n=25); NMPR median=1.6037 (n=10); pCR counted as MPR
GSE241934	mpr_split	NMPR vs MPR malignant CytoTRACE-like	mean_cytotrace_like	25+10	mannwhitney_u	126.0	0.9854334968467763	GSE241934 IIT+REAL; author Epi; min 20 cells; unit=sample; MPR median=0.4261 (n=25); NMPR median=0.4384 (n=10); pCR counted as MPR
GSE241934	mpr_split	NMPR vs MPR malignant cycling score	mean_cycle	25+10	mannwhitney_u	187.0	0.024725634794028884	GSE241934 IIT+REAL; author Epi; min 20 cells; unit=sample; MPR median=0.0745 (n=25); NMPR median=0.0883 (n=10); pCR counted as MPR
GSE241934	mpr_split	NMPR vs MPR malignant fraction cycling	frac_cycling	25+10	mannwhitney_u	165.0	0.1490936552568806	GSE241934 IIT+REAL; author Epi; min 20 cells; unit=sample; MPR median=0.0344 (n=25); NMPR median=0.1270 (n=10); pCR counted as MPR
GSE241934	mpr_split	NMPR vs MPR malignant keratin	mean_keratin	25+10	mannwhitney_u	168.0	0.12069080052744556	GSE241934 IIT+REAL; author Epi; min 20 cells; unit=sample; MPR median=0.7333 (n=25); NMPR median=0.7988 (n=10); pCR counted as MPR
GSE241934	sample_spearman_by_mpr	TACSTD2 vs CytoTRACE-like within MPR	mean_TACSTD2~mean_cytotrace_like	10	spearman_rho	0.13939393939393938	0.7009318849100584	GSE241934 IIT+REAL; author Epi; min 20 cells; unit=sample
GSE241934	sample_spearman_by_mpr	TACSTD2 vs cycling score within MPR	mean_TACSTD2~mean_cycle	10	spearman_rho	-0.17575757575757575	0.6271883447764846	GSE241934 IIT+REAL; author Epi; min 20 cells; unit=sample
GSE241934	sample_spearman_by_mpr	TACSTD2 vs keratin within MPR	mean_TACSTD2~mean_keratin	10	spearman_rho	0.23636363636363633	0.5108853175152003	GSE241934 IIT+REAL; author Epi; min 20 cells; unit=sample
GSE241934	sample_spearman_by_mpr	TACSTD2 vs fraction cycling within MPR	mean_TACSTD2~frac_cycling	10	spearman_rho	0.12766016417281356	0.7252501396569363	GSE241934 IIT+REAL; author Epi; min 20 cells; unit=sample
GSE241934	sample_spearman_by_mpr	TACSTD2 vs CytoTRACE-like within NMPR	mean_TACSTD2~mean_cytotrace_like	25	spearman_rho	-0.04692307692307692	0.8237485511312271	GSE241934 IIT+REAL; author Epi; min 20 cells; unit=sample
GSE241934	sample_spearman_by_mpr	TACSTD2 vs cycling score within NMPR	mean_TACSTD2~mean_cycle	25	spearman_rho	-0.13384615384615384	0.5235721336415066	GSE241934 IIT+REAL; author Epi; min 20 cells; unit=sample
GSE241934	sample_spearman_by_mpr	TACSTD2 vs keratin within NMPR	mean_TACSTD2~mean_keratin	25	spearman_rho	0.42538461538461536	0.03401300109671606	GSE241934 IIT+REAL; author Epi; min 20 cells; unit=sample
GSE241934	sample_spearman_by_mpr	TACSTD2 vs fraction cycling within NMPR	mean_TACSTD2~frac_cycling	25	spearman_rho	-0.24769230769230768	0.23256786876481447	GSE241934 IIT+REAL; author Epi; min 20 cells; unit=sample
GSE241934_min10	sample_spearman	TACSTD2 vs CytoTRACE-like	mean_TACSTD2~mean_cytotrace_like	40	spearman_rho	0.0028142589118198874	0.9862495028206265	GSE241934 IIT+REAL; author Epi; min 10 cells; sensitivity
GSE241934_min10	sample_spearman	CLDN4 vs CytoTRACE-like	mean_CLDN4~mean_cytotrace_like	40	spearman_rho	0.011632270168855536	0.9432080234485396	GSE241934 IIT+REAL; author Epi; min 10 cells; sensitivity
GSE241934_min10	sample_spearman	TACSTD2 vs cycling score	mean_TACSTD2~mean_cycle	40	spearman_rho	-0.07654784240150095	0.638734336064506	GSE241934 IIT+REAL; author Epi; min 10 cells; sensitivity
GSE241934_min10	sample_spearman	CLDN4 vs cycling score	mean_CLDN4~mean_cycle	40	spearman_rho	-0.2840525328330206	0.07567840027765659	GSE241934 IIT+REAL; author Epi; min 10 cells; sensitivity
GSE241934_min10	sample_spearman	TACSTD2 vs keratin	mean_TACSTD2~mean_keratin	40	spearman_rho	0.4041275797373359	0.009702933482943618	GSE241934 IIT+REAL; author Epi; min 10 cells; sensitivity
GSE241934_min10	sample_spearman	CLDN4 vs keratin	mean_CLDN4~mean_keratin	40	spearman_rho	0.175797373358349	0.27789442954927873	GSE241934 IIT+REAL; author Epi; min 10 cells; sensitivity
GSE241934_min10	sample_spearman	TACSTD2 vs basal keratin	mean_TACSTD2~mean_keratin_basal	40	spearman_rho	0.3990619136960601	0.010747276962622229	GSE241934 IIT+REAL; author Epi; min 10 cells; sensitivity
GSE241934_min10	sample_spearman	TACSTD2 vs alveolar/diff	mean_TACSTD2~mean_alveolar	40	spearman_rho	-0.1328330206378987	0.4138712470194646	GSE241934 IIT+REAL; author Epi; min 10 cells; sensitivity
GSE241934_min10	sample_spearman	TACSTD2 vs fraction cycling	mean_TACSTD2~frac_cycling	40	spearman_rho	-0.1579518226566031	0.3303415251979833	GSE241934 IIT+REAL; author Epi; min 10 cells; sensitivity
GSE241934_min10	sample_spearman	CLDN4 vs fraction cycling	mean_CLDN4~frac_cycling	40	spearman_rho	-0.21338999955570825	0.18613860079970318	GSE241934 IIT+REAL; author Epi; min 10 cells; sensitivity
GSE241934_min10	sample_spearman	CytoTRACE-like vs cycling score	mean_cytotrace_like~mean_cycle	40	spearman_rho	0.39793621013133207	0.010991944943771582	GSE241934 IIT+REAL; author Epi; min 10 cells; sensitivity
GSE241934_min10	sample_spearman	CytoTRACE-like vs keratin	mean_cytotrace_like~mean_keratin	40	spearman_rho	-0.015196998123827393	0.9258465618850202	GSE241934 IIT+REAL; author Epi; min 10 cells; sensitivity
GSE241934_min10	combinatorial_paired	TACSTD2 cycling vs non-cycling (paired sample means)	TACSTD2_log1p	22	wilcoxon_w	41.0	0.004151344299316406	GSE241934 IIT+REAL; author Epi; min 10 cells; sensitivity; cycling=top quartile cycle_score; non-cycling=bottom quartile
GSE241934_min10	combinatorial_paired	CLDN4 cycling vs non-cycling (paired sample means)	CLDN4_log1p	22	wilcoxon_w	33.0	0.0014548301696777344	GSE241934 IIT+REAL; author Epi; min 10 cells; sensitivity
GSE241934_min10	tacstd2_high_diff	keratin TACSTD2-high vs low (paired sample means)	keratin	35	wilcoxon_w	1.0	1.1641532182693481e-10	GSE241934 IIT+REAL; author Epi; min 10 cells; sensitivity; high/low = within-sample TACSTD2 quartiles
GSE241934_min10	tacstd2_high_diff	CytoTRACE-like TACSTD2-high vs low (paired sample means)	cytotrace_like	35	wilcoxon_w	33.0	1.8702121451497078e-07	GSE241934 IIT+REAL; author Epi; min 10 cells; sensitivity; high/low = within-sample TACSTD2 quartiles
GSE241934_min10	tacstd2_high_diff	alveolar/diff TACSTD2-high vs low (paired sample means)	alveolar_diff	35	wilcoxon_w	47.0	1.2534437701106071e-06	GSE241934 IIT+REAL; author Epi; min 10 cells; sensitivity
GSE241934_min10	mpr_split	NMPR vs MPR malignant TACSTD2	mean_TACSTD2	26+14	mannwhitney_u	158.0	0.5051742131116077	GSE241934 IIT+REAL; author Epi; min 10 cells; sensitivity; MPR median=1.7366 (n=26); NMPR median=1.5748 (n=14); pCR counted as MPR
GSE241934_min10	mpr_split	NMPR vs MPR malignant CLDN4	mean_CLDN4	26+14	mannwhitney_u	185.0	0.9434849078915175	GSE241934 IIT+REAL; author Epi; min 10 cells; sensitivity; MPR median=1.6317 (n=26); NMPR median=1.6475 (n=14); pCR counted as MPR
GSE241934_min10	mpr_split	NMPR vs MPR malignant CytoTRACE-like	mean_cytotrace_like	26+14	mannwhitney_u	208.0	0.46962886010999527	GSE241934 IIT+REAL; author Epi; min 10 cells; sensitivity; MPR median=0.4146 (n=26); NMPR median=0.4245 (n=14); pCR counted as MPR
GSE241934_min10	mpr_split	NMPR vs MPR malignant cycling score	mean_cycle	26+14	mannwhitney_u	268.0	0.015331385646564928	GSE241934 IIT+REAL; author Epi; min 10 cells; sensitivity; MPR median=0.0745 (n=26); NMPR median=0.0870 (n=14); pCR counted as MPR
GSE241934_min10	mpr_split	NMPR vs MPR malignant fraction cycling	frac_cycling	26+14	mannwhitney_u	247.0	0.06695369499580069	GSE241934 IIT+REAL; author Epi; min 10 cells; sensitivity; MPR median=0.0344 (n=26); NMPR median=0.1074 (n=14); pCR counted as MPR
GSE241934_min10	mpr_split	NMPR vs MPR malignant keratin	mean_keratin	26+14	mannwhitney_u	235.0	0.13656627857020587	GSE241934 IIT+REAL; author Epi; min 10 cells; sensitivity; MPR median=0.7610 (n=26); NMPR median=0.8146 (n=14); pCR counted as MPR
GSE241934_min10	sample_spearman_by_mpr	TACSTD2 vs CytoTRACE-like within MPR	mean_TACSTD2~mean_cytotrace_like	14	spearman_rho	0.18681318681318684	0.5225040123791592	GSE241934 IIT+REAL; author Epi; min 10 cells; sensitivity
GSE241934_min10	sample_spearman_by_mpr	TACSTD2 vs cycling score within MPR	mean_TACSTD2~mean_cycle	14	spearman_rho	0.02857142857142857	0.9227613765698747	GSE241934 IIT+REAL; author Epi; min 10 cells; sensitivity
GSE241934_min10	sample_spearman_by_mpr	TACSTD2 vs keratin within MPR	mean_TACSTD2~mean_keratin	14	spearman_rho	0.3230769230769231	0.2598736195087899	GSE241934 IIT+REAL; author Epi; min 10 cells; sensitivity
GSE241934_min10	sample_spearman_by_mpr	TACSTD2 vs fraction cycling within MPR	mean_TACSTD2~frac_cycling	14	spearman_rho	0.25112661323237856	0.3864756609113776	GSE241934 IIT+REAL; author Epi; min 10 cells; sensitivity
GSE241934_min10	sample_spearman_by_mpr	TACSTD2 vs CytoTRACE-like within NMPR	mean_TACSTD2~mean_cytotrace_like	26	spearman_rho	-0.1288888888888889	0.5303244428479801	GSE241934 IIT+REAL; author Epi; min 10 cells; sensitivity
GSE241934_min10	sample_spearman_by_mpr	TACSTD2 vs cycling score within NMPR	mean_TACSTD2~mean_cycle	26	spearman_rho	-0.15487179487179487	0.4499899317700668	GSE241934 IIT+REAL; author Epi; min 10 cells; sensitivity
GSE241934_min10	sample_spearman_by_mpr	TACSTD2 vs keratin within NMPR	mean_TACSTD2~mean_keratin	26	spearman_rho	0.47965811965811966	0.013152370038791203	GSE241934 IIT+REAL; author Epi; min 10 cells; sensitivity
GSE241934_min10	sample_spearman_by_mpr	TACSTD2 vs fraction cycling within NMPR	mean_TACSTD2~frac_cycling	26	spearman_rho	-0.3279193072374907	0.10196175633709602	GSE241934 IIT+REAL; author Epi; min 10 cells; sensitivity
GSE241934_IIT	sample_spearman	TACSTD2 vs CytoTRACE-like	mean_TACSTD2~mean_cytotrace_like	11	spearman_rho	0.5	0.11730680301423817	GSE241934 IIT_EGFRmut only; author Epi; min 10; unit=sample
GSE241934_IIT	sample_spearman	CLDN4 vs CytoTRACE-like	mean_CLDN4~mean_cytotrace_like	11	spearman_rho	0.6181818181818182	0.04264556980532674	GSE241934 IIT_EGFRmut only; author Epi; min 10; unit=sample
GSE241934_IIT	sample_spearman	TACSTD2 vs cycling score	mean_TACSTD2~mean_cycle	11	spearman_rho	0.2545454545454546	0.45003657688882837	GSE241934 IIT_EGFRmut only; author Epi; min 10; unit=sample
GSE241934_IIT	sample_spearman	CLDN4 vs cycling score	mean_CLDN4~mean_cycle	11	spearman_rho	0.1272727272727273	0.709214625773305	GSE241934 IIT_EGFRmut only; author Epi; min 10; unit=sample
GSE241934_IIT	sample_spearman	TACSTD2 vs keratin	mean_TACSTD2~mean_keratin	11	spearman_rho	0.5636363636363637	0.07095173447637551	GSE241934 IIT_EGFRmut only; author Epi; min 10; unit=sample
GSE241934_IIT	sample_spearman	CLDN4 vs keratin	mean_CLDN4~mean_keratin	11	spearman_rho	0.43636363636363645	0.17966487658001118	GSE241934 IIT_EGFRmut only; author Epi; min 10; unit=sample
GSE241934_IIT	sample_spearman	TACSTD2 vs basal keratin	mean_TACSTD2~mean_keratin_basal	11	spearman_rho	0.27272727272727276	0.4171414371425311	GSE241934 IIT_EGFRmut only; author Epi; min 10; unit=sample
GSE241934_IIT	sample_spearman	TACSTD2 vs alveolar/diff	mean_TACSTD2~mean_alveolar	11	spearman_rho	-0.9090909090909091	0.00010559337630360879	GSE241934 IIT_EGFRmut only; author Epi; min 10; unit=sample
GSE241934_IIT	sample_spearman	TACSTD2 vs fraction cycling	mean_TACSTD2~frac_cycling	11	spearman_rho	0.3272727272727273	0.3258949410128415	GSE241934 IIT_EGFRmut only; author Epi; min 10; unit=sample
GSE241934_IIT	sample_spearman	CLDN4 vs fraction cycling	mean_CLDN4~frac_cycling	11	spearman_rho	0.30000000000000004	0.37008312228206763	GSE241934 IIT_EGFRmut only; author Epi; min 10; unit=sample
GSE241934_IIT	sample_spearman	CytoTRACE-like vs cycling score	mean_cytotrace_like~mean_cycle	11	spearman_rho	0.4090909090909091	0.21154501034209602	GSE241934 IIT_EGFRmut only; author Epi; min 10; unit=sample
GSE241934_IIT	sample_spearman	CytoTRACE-like vs keratin	mean_cytotrace_like~mean_keratin	11	spearman_rho	0.21818181818181823	0.5192482475549817	GSE241934 IIT_EGFRmut only; author Epi; min 10; unit=sample
GSE241934_IIT	combinatorial_paired	TACSTD2 cycling vs non-cycling (paired sample means)	TACSTD2_log1p	9	wilcoxon_w	3.0	0.01953125	GSE241934 IIT_EGFRmut only; author Epi; min 10; unit=sample; cycling=top quartile cycle_score; non-cycling=bottom quartile
GSE241934_IIT	combinatorial_paired	CLDN4 cycling vs non-cycling (paired sample means)	CLDN4_log1p	9	wilcoxon_w	1.0	0.0078125	GSE241934 IIT_EGFRmut only; author Epi; min 10; unit=sample
GSE241934_IIT	tacstd2_high_diff	keratin TACSTD2-high vs low (paired sample means)	keratin	11	wilcoxon_w	0.0	0.0009765625	GSE241934 IIT_EGFRmut only; author Epi; min 10; unit=sample; high/low = within-sample TACSTD2 quartiles
GSE241934_IIT	tacstd2_high_diff	CytoTRACE-like TACSTD2-high vs low (paired sample means)	cytotrace_like	11	wilcoxon_w	0.0	0.0009765625	GSE241934 IIT_EGFRmut only; author Epi; min 10; unit=sample; high/low = within-sample TACSTD2 quartiles
GSE241934_IIT	tacstd2_high_diff	alveolar/diff TACSTD2-high vs low (paired sample means)	alveolar_diff	11	wilcoxon_w	0.0	0.0009765625	GSE241934 IIT_EGFRmut only; author Epi; min 10; unit=sample
GSE241934_IIT	mpr_split	NMPR vs MPR malignant TACSTD2	mean_TACSTD2	7+4	mannwhitney_u	8.0	0.3151515151515151	GSE241934 IIT_EGFRmut only; author Epi; min 10; unit=sample; MPR median=1.8392 (n=7); NMPR median=1.6532 (n=4); pCR counted as MPR
GSE241934_IIT	mpr_split	NMPR vs MPR malignant CLDN4	mean_CLDN4	7+4	mannwhitney_u	8.0	0.3151515151515151	GSE241934 IIT_EGFRmut only; author Epi; min 10; unit=sample; MPR median=1.9511 (n=7); NMPR median=1.5167 (n=4); pCR counted as MPR
GSE241934_IIT	mpr_split	NMPR vs MPR malignant CytoTRACE-like	mean_cytotrace_like	7+4	mannwhitney_u	12.0	0.7878787878787878	GSE241934 IIT_EGFRmut only; author Epi; min 10; unit=sample; MPR median=0.4853 (n=7); NMPR median=0.4929 (n=4); pCR counted as MPR
GSE241934_IIT	mpr_split	NMPR vs MPR malignant cycling score	mean_cycle	7+4	mannwhitney_u	11.0	0.6484848484848484	GSE241934 IIT_EGFRmut only; author Epi; min 10; unit=sample; MPR median=0.0815 (n=7); NMPR median=0.0809 (n=4); pCR counted as MPR
GSE241934_IIT	mpr_split	NMPR vs MPR malignant fraction cycling	frac_cycling	7+4	mannwhitney_u	13.0	0.9272727272727272	GSE241934 IIT_EGFRmut only; author Epi; min 10; unit=sample; MPR median=0.2256 (n=7); NMPR median=0.2812 (n=4); pCR counted as MPR
GSE241934_IIT	mpr_split	NMPR vs MPR malignant keratin	mean_keratin	7+4	mannwhitney_u	16.0	0.7878787878787878	GSE241934 IIT_EGFRmut only; author Epi; min 10; unit=sample; MPR median=0.7333 (n=7); NMPR median=0.7779 (n=4); pCR counted as MPR
GSE241934_IIT	sample_spearman_by_mpr	TACSTD2 vs CytoTRACE-like within MPR	mean_TACSTD2~mean_cytotrace_like	4	spearman_rho	1.0	0.0	GSE241934 IIT_EGFRmut only; author Epi; min 10; unit=sample
GSE241934_IIT	sample_spearman_by_mpr	TACSTD2 vs cycling score within MPR	mean_TACSTD2~mean_cycle	4	spearman_rho	-0.39999999999999997	0.6	GSE241934 IIT_EGFRmut only; author Epi; min 10; unit=sample
GSE241934_IIT	sample_spearman_by_mpr	TACSTD2 vs keratin within MPR	mean_TACSTD2~mean_keratin	4	spearman_rho	-0.39999999999999997	0.6	GSE241934 IIT_EGFRmut only; author Epi; min 10; unit=sample
GSE241934_IIT	sample_spearman_by_mpr	TACSTD2 vs fraction cycling within MPR	mean_TACSTD2~frac_cycling	4	spearman_rho	-0.39999999999999997	0.6	GSE241934 IIT_EGFRmut only; author Epi; min 10; unit=sample
GSE241934_IIT	sample_spearman_by_mpr	TACSTD2 vs CytoTRACE-like within NMPR	mean_TACSTD2~mean_cytotrace_like	7	spearman_rho	0.1785714285714286	0.7016579425162727	GSE241934 IIT_EGFRmut only; author Epi; min 10; unit=sample
GSE241934_IIT	sample_spearman_by_mpr	TACSTD2 vs cycling score within NMPR	mean_TACSTD2~mean_cycle	7	spearman_rho	0.6071428571428572	0.14823116148116164	GSE241934 IIT_EGFRmut only; author Epi; min 10; unit=sample
GSE241934_IIT	sample_spearman_by_mpr	TACSTD2 vs keratin within NMPR	mean_TACSTD2~mean_keratin	7	spearman_rho	0.9285714285714288	0.0025194724037946887	GSE241934 IIT_EGFRmut only; author Epi; min 10; unit=sample
GSE241934_IIT	sample_spearman_by_mpr	TACSTD2 vs fraction cycling within NMPR	mean_TACSTD2~frac_cycling	7	spearman_rho	0.5357142857142858	0.21521745567801298	GSE241934 IIT_EGFRmut only; author Epi; min 10; unit=sample
GSE241934_REAL	sample_spearman	TACSTD2 vs CytoTRACE-like	mean_TACSTD2~mean_cytotrace_like	29	spearman_rho	-0.17438423645320195	0.3656033152619794	GSE241934 REAL_WT only; author Epi; min 10; unit=sample
GSE241934_REAL	sample_spearman	CLDN4 vs CytoTRACE-like	mean_CLDN4~mean_cytotrace_like	29	spearman_rho	-0.11428571428571425	0.5549794383993663	GSE241934 REAL_WT only; author Epi; min 10; unit=sample
GSE241934_REAL	sample_spearman	TACSTD2 vs cycling score	mean_TACSTD2~mean_cycle	29	spearman_rho	-0.19310344827586204	0.3155526922331799	GSE241934 REAL_WT only; author Epi; min 10; unit=sample
GSE241934_REAL	sample_spearman	CLDN4 vs cycling score	mean_CLDN4~mean_cycle	29	spearman_rho	-0.38472906403940876	0.03932421002115058	GSE241934 REAL_WT only; author Epi; min 10; unit=sample
GSE241934_REAL	sample_spearman	TACSTD2 vs keratin	mean_TACSTD2~mean_keratin	29	spearman_rho	0.45073891625615753	0.014131926700855887	GSE241934 REAL_WT only; author Epi; min 10; unit=sample
GSE241934_REAL	sample_spearman	CLDN4 vs keratin	mean_CLDN4~mean_keratin	29	spearman_rho	0.1926108374384236	0.3168126068271082	GSE241934 REAL_WT only; author Epi; min 10; unit=sample
GSE241934_REAL	sample_spearman	TACSTD2 vs basal keratin	mean_TACSTD2~mean_keratin_basal	29	spearman_rho	0.4261083743842364	0.021175412536788476	GSE241934 REAL_WT only; author Epi; min 10; unit=sample
GSE241934_REAL	sample_spearman	TACSTD2 vs alveolar/diff	mean_TACSTD2~mean_alveolar	29	spearman_rho	-0.05221674876847289	0.7879218626850961	GSE241934 REAL_WT only; author Epi; min 10; unit=sample
GSE241934_REAL	sample_spearman	TACSTD2 vs fraction cycling	mean_TACSTD2~frac_cycling	29	spearman_rho	-0.36908199887303517	0.048800150855124305	GSE241934 REAL_WT only; author Epi; min 10; unit=sample
GSE241934_REAL	sample_spearman	CLDN4 vs fraction cycling	mean_CLDN4~frac_cycling	29	spearman_rho	-0.36289764902596683	0.053009770993440036	GSE241934 REAL_WT only; author Epi; min 10; unit=sample
GSE241934_REAL	sample_spearman	CytoTRACE-like vs cycling score	mean_cytotrace_like~mean_cycle	29	spearman_rho	0.42019704433497523	0.023237317644193674	GSE241934 REAL_WT only; author Epi; min 10; unit=sample
GSE241934_REAL	sample_spearman	CytoTRACE-like vs keratin	mean_cytotrace_like~mean_keratin	29	spearman_rho	0.11970443349753691	0.5362437826663684	GSE241934 REAL_WT only; author Epi; min 10; unit=sample
GSE241934_REAL	combinatorial_paired	TACSTD2 cycling vs non-cycling (paired sample means)	TACSTD2_log1p	13	wilcoxon_w	22.0	0.10986328125	GSE241934 REAL_WT only; author Epi; min 10; unit=sample; cycling=top quartile cycle_score; non-cycling=bottom quartile
GSE241934_REAL	combinatorial_paired	CLDN4 cycling vs non-cycling (paired sample means)	CLDN4_log1p	13	wilcoxon_w	19.0	0.068115234375	GSE241934 REAL_WT only; author Epi; min 10; unit=sample
GSE241934_REAL	tacstd2_high_diff	keratin TACSTD2-high vs low (paired sample means)	keratin	24	wilcoxon_w	1.0	2.384185791015625e-07	GSE241934 REAL_WT only; author Epi; min 10; unit=sample; high/low = within-sample TACSTD2 quartiles
GSE241934_REAL	tacstd2_high_diff	CytoTRACE-like TACSTD2-high vs low (paired sample means)	cytotrace_like	24	wilcoxon_w	24.0	9.083747863769531e-05	GSE241934 REAL_WT only; author Epi; min 10; unit=sample; high/low = within-sample TACSTD2 quartiles
GSE241934_REAL	tacstd2_high_diff	alveolar/diff TACSTD2-high vs low (paired sample means)	alveolar_diff	24	wilcoxon_w	43.0	0.0013997554779052734	GSE241934 REAL_WT only; author Epi; min 10; unit=sample
GSE241934_REAL	mpr_split	NMPR vs MPR malignant TACSTD2	mean_TACSTD2	19+10	mannwhitney_u	92.0	0.9086766781799486	GSE241934 REAL_WT only; author Epi; min 10; unit=sample; MPR median=1.7179 (n=19); NMPR median=1.5573 (n=10); pCR counted as MPR
GSE241934_REAL	mpr_split	NMPR vs MPR malignant CLDN4	mean_CLDN4	19+10	mannwhitney_u	113.0	0.42200070503759224	GSE241934 REAL_WT only; author Epi; min 10; unit=sample; MPR median=1.5455 (n=19); NMPR median=1.7052 (n=10); pCR counted as MPR
GSE241934_REAL	mpr_split	NMPR vs MPR malignant CytoTRACE-like	mean_cytotrace_like	19+10	mannwhitney_u	124.0	0.1909853704997111	GSE241934 REAL_WT only; author Epi; min 10; unit=sample; MPR median=0.3437 (n=19); NMPR median=0.3972 (n=10); pCR counted as MPR
GSE241934_REAL	mpr_split	NMPR vs MPR malignant cycling score	mean_cycle	19+10	mannwhitney_u	160.0	0.0030817573917858174	GSE241934 REAL_WT only; author Epi; min 10; unit=sample; MPR median=0.0702 (n=19); NMPR median=0.0894 (n=10); pCR counted as MPR
GSE241934_REAL	mpr_split	NMPR vs MPR malignant fraction cycling	frac_cycling	19+10	mannwhitney_u	155.0	0.006108655101076552	GSE241934 REAL_WT only; author Epi; min 10; unit=sample; MPR median=0.0163 (n=19); NMPR median=0.0833 (n=10); pCR counted as MPR
