score,radius_um,cutoff,n_sections,sections_high_lt_low,section_median_delta,section_p,patients_high_lt_low,patient_median_delta,patient_p,n_fovs,fovs_high_lt_low,fov_median_delta,fov_p,section_mean_high,section_mean_low
mean_MX1,60,top20_vs_zero,8,0/8,0.08667941266928586,0.0078125,0/5,0.09986280240928669,0.0625,210,41/210,0.05387140225963016,3.0181274371901575e-19,0.9228347367689237,0.828976560207634
npos_MX1,60,top20_vs_zero,8,2/8,1.0586047172546387,0.078125,1/5,1.9972577095031738,0.125,210,64/210,0.5195465087890625,2.32073272514833e-12,15.547204613685608,14.21120309829712
sum_CXCL8,60,top20_vs_zero,8,3/8,1.6838409980527413,0.3125,2/5,0.16882156455991026,0.8125,210,105/210,-0.00947112494977631,0.06859789438499836,30.70101576915702,26.00856837092895
mean_CXCL8,60,top20_vs_zero,8,3/8,0.061945789523479976,0.25,2/5,0.0013145352124154658,0.625,210,92/210,0.007133057308298413,0.0011213322562376035,0.5423295089707082,0.43921900909375067
npos_CXCL8,60,top20_vs_zero,8,2/8,0.5717496871948242,0.1484375,1/5,0.12057685852050781,0.3125,210,89/210,0.08133459091186523,0.00019406430963705878,7.7515250742435455,6.656425982713699
sum_TNF,60,top20_vs_zero,8,1/8,0.627547373924557,0.0234375,1/5,0.4549497593915959,0.1875,210,81/210,0.39267468767351454,8.364259607241036e-07,13.656859571688049,12.527391473692896
mean_TNF,60,top20_vs_zero,8,1/8,0.021203181066178724,0.015625,1/5,0.017856990586767568,0.125,210,60/210,0.012243567683536377,4.77685423118282e-15,0.22867179581601077,0.20401163411655435
npos_TNF,60,top20_vs_zero,8,2/8,0.25771254301071167,0.0390625,0/5,0.22687196731567383,0.0625,210,72/210,0.17541491985321045,7.188505406487367e-10,3.997256726026535,3.587930291891098
n_immune,100,top20_vs_zero,8,4/8,-2.0314865112304688,0.640625,3/5,-4.474761962890625,0.8125,210,130/210,-1.980515956878662,0.00022099115284864794,34.27443128824234,33.71285933256149
n_cyto,100,top20_vs_zero,8,4/8,-0.13023832440376282,0.546875,3/5,-0.40787220001220703,0.4375,210,128/210,-0.17138344049453735,0.0005898281190519912,2.3674054369330406,2.548103466629982
frac_immune,100,top20_vs_zero,8,4/8,-0.015391012653708458,0.640625,3/5,-0.032795250415802,0.8125,210,139/210,-0.015545791015028954,1.7478298437227728e-05,0.20829599956050515,0.2010112227872014
sum_chemokine,100,top20_vs_zero,8,0/8,6.015215893114117,0.0078125,0/5,5.2822544540187835,0.0625,210,70/210,3.6304918254666987,2.3688979986572065e-06,218.13008660637772,206.3661578219158
mean_chemokine,100,top20_vs_zero,8,0/8,0.07019399753393013,0.0078125,0/5,0.08527107500901199,0.0625,210,46/210,0.034669039453595896,1.6288591971502093e-16,1.2949403236891956,1.2079436197185969
n_chemokine_pos,100,top20_vs_zero,8,2/8,1.3554162979125977,0.0390625,0/5,1.4116649627685547,0.0625,210,68/210,1.1387662887573242,5.595812302317782e-09,48.18929862976074,45.59371900558472
sum_chemokine_immune,100,top20_vs_zero,8,3/8,8.67433698736373,0.25,2/5,1.2964737160302473,0.625,210,130/210,-1.904135771732248,0.015139536946056418,67.7797756663239,63.36909280745095
n_chemokine_pos_immune,100,top20_vs_zero,8,3/8,0.7125400304794312,0.4609375,2/5,0.25383830070495605,1.0,210,131/210,-0.3645779490470886,0.02601479825297484,11.844222068786621,11.109223157167435
sum_isg,100,top20_vs_zero,8,3/8,29.043358529257148,0.25,1/5,55.35262969501969,0.1875,210,70/210,19.335692875892846,3.37029174266742e-08,908.0035460733261,861.836664613114
mean_isg,100,top20_vs_zero,8,1/8,0.30482508207507064,0.0390625,0/5,0.3054874349012877,0.0625,210,52/210,0.1726716335884957,3.3414742402736965e-18,5.38262361255228,5.046518236768394
sum_broad,100,top20_vs_zero,8,3/8,76.57946076127871,0.3828125,1/5,123.60248826814541,0.3125,210,69/210,49.62489051974546,1.3713501557820344e-06,2504.5311933315847,2412.524850322592
mean_broad,100,top20_vs_zero,8,3/8,0.9096232886723135,0.109375,1/5,1.154558134486658,0.125,210,50/210,0.4497637695802785,1.4396978739809126e-16,15.025017194830555,14.243961839275006
sum_IFNG,100,top20_vs_zero,8,1/8,1.1382745358946327,0.015625,0/5,1.5462321930749816,0.0625,210,78/210,0.6004279451524592,1.1208928995595838e-05,25.197513339524278,24.0447561036959
mean_IFNG,100,top20_vs_zero,8,1/8,0.008513569547654545,0.015625,1/5,0.008081870091711685,0.125,210,65/210,0.004938015013187108,1.4018923089161696e-09,0.16196342985370352,0.15058584361824132
npos_IFNG,100,top20_vs_zero,8,2/8,0.39114952087402344,0.0390625,0/5,0.7645676136016846,0.0625,210,72/210,0.2523993253707886,7.915990237395437e-08,7.428422510623932,6.9526461362838745
sum_CXCL9,100,top20_vs_zero,8,0/8,1.3117791334999769,0.0078125,0/5,1.2124480825883097,0.0625,210,92/210,0.393335595760945,0.010865742792594075,55.90564092785499,52.19652487709455
mean_CXCL9,100,top20_vs_zero,8,0/8,0.015625169093613986,0.0078125,0/5,0.016265537063881924,0.0625,210,70/210,0.005521035574523547,4.5981222286193146e-07,0.3285917361214196,0.30419404939842604
npos_CXCL9,100,top20_vs_zero,8,1/8,0.47759437561035156,0.015625,0/5,0.7122726440429688,0.0625,210,69/210,0.2914557456970215,1.4130264575834287e-07,15.496600270271301,14.331587314605713
sum_CXCL10,100,top20_vs_zero,8,0/8,1.1981750560056401,0.0078125,0/5,1.6091528611502675,0.0625,210,80/210,1.3921951028672837,1.6444696468879737e-06,76.807748183788,72.44797833764721
mean_CXCL10,100,top20_vs_zero,8,0/8,0.023769004680584974,0.0078125,0/5,0.034292069996207264,0.0625,210,72/210,0.010258080981586593,2.5474181569301296e-10,0.44480083386137814,0.4152373000156905
npos_CXCL10,100,top20_vs_zero,8,2/8,0.6891613006591797,0.078125,1/5,0.8404645919799805,0.125,210,78/210,0.5004243850708008,9.03710144638802e-09,20.220685303211212,18.794255673885345
sum_CCL5,100,top20_vs_zero,8,1/8,1.8345090774321768,0.0234375,1/5,1.4048670121841376,0.125,210,89/210,0.6875837324724188,0.018227300058705515,60.21918415521045,57.67689850347816
mean_CCL5,100,top20_vs_zero,8,0/8,0.025757831699397993,0.0078125,0/5,0.02509585862269037,0.0625,210,70/210,0.006698339821477342,4.751999069436815e-09,0.35958432385269445,0.33792642668623907
npos_CCL5,100,top20_vs_zero,8,0/8,0.5200052261352539,0.0078125,0/5,0.5203790664672852,0.0625,210,76/210,0.2848787307739258,1.498463850766485e-05,16.432705760002136,15.524955153465271
sum_CD274,100,top20_vs_zero,8,2/8,0.6887465970865829,0.0546875,1/5,0.7211078468608001,0.125,210,97/210,0.2143789439500381,0.07193836440810442,48.28196320607737,46.6468953112511
mean_CD274,100,top20_vs_zero,8,0/8,0.016062106049830632,0.0078125,0/5,0.02026787028672425,0.0625,210,78/210,0.004307771520181816,2.9109194456613814e-05,0.29740476200617083,0.28214329577451086
npos_CD274,100,top20_vs_zero,8,1/8,0.5733718872070312,0.0234375,0/5,0.5740880966186523,0.0625,210,78/210,0.1788337230682373,9.937870411224614e-06,13.939538478851318,13.194342195987701
sum_IDO1,100,top20_vs_zero,8,2/8,1.1721574813417046,0.078125,0/5,1.7073146607004652,0.0625,210,68/210,2.1382953996274097,1.2299160171889051e-11,76.72525745314617,68.81822886889152
mean_IDO1,100,top20_vs_zero,8,0/8,0.021300645951394914,0.0078125,0/5,0.03225476260097282,0.0625,210,46/210,0.019294470209171202,4.3046670983113317e-20,0.45138059103437744,0.4011091706603009
npos_IDO1,100,top20_vs_zero,8,2/8,0.6187074184417725,0.078125,1/5,0.6744937896728516,0.125,210,67/210,0.7110052108764648,9.997356217790658e-13,21.3046692609787,18.930798947811127
sum_STAT1,100,top20_vs_zero,8,2/8,6.81147679522881,0.1484375,1/5,14.356711987505662,0.1875,210,65/210,3.9047138861218684,1.1503056984490961e-09,157.79385483150182,147.87673248487738
mean_STAT1,100,top20_vs_zero,8,1/8,0.06332677862870026,0.015625,0/5,0.08139391590744816,0.0625,210,48/210,0.031062989061779345,1.8777077855536797e-16,0.9170674878709744,0.8523882180329025
npos_STAT1,100,top20_vs_zero,8,2/8,2.4563522338867188,0.1484375,1/5,4.256458282470703,0.125,210,59/210,1.1096391677856445,1.7617041658737811e-10,43.507384300231934,40.45919156074524
sum_MX1,100,top20_vs_zero,8,1/8,6.746804751457624,0.0390625,0/5,13.027475755389247,0.0625,210,64/210,4.181983252304725,5.219159932081959e-11,149.3123996091051,138.31541098559677
mean_MX1,100,top20_vs_zero,8,0/8,0.06305569221312513,0.0078125,0/5,0.08225775120508838,0.0625,210,48/210,0.036211134277919,4.643805022500284e-18,0.8826355641244732,0.8075540567404423
npos_MX1,100,top20_vs_zero,8,2/8,2.2863235473632812,0.078125,1/5,4.585840225219727,0.125,210,57/210,1.177591323852539,3.8428592746552515e-13,40.40084528923035,37.17130923271179
sum_CXCL8,100,top20_vs_zero,8,3/8,4.623271182942123,0.3125,2/5,0.5382410064439895,0.625,210,84/210,0.8487524006236953,0.0007412077092664931,83.08420183288948,70.83506408900388
mean_CXCL8,100,top20_vs_zero,8,3/8,0.054818090967675065,0.25,2/5,0.0013797701536545914,0.625,210,86/210,0.0054869332935853846,0.0005947865481191317,0.5398995942628028,0.44622844381737214
npos_CXCL8,100,top20_vs_zero,8,2/8,1.569899559020996,0.078125,1/5,0.49153709411621094,0.3125,210,77/210,0.3286008834838867,6.211647043538981e-07,20.67838752269745,17.941562473773956
sum_TNF,100,top20_vs_zero,8,1/8,1.6866534908537982,0.015625,1/5,1.2686829579841508,0.125,210,72/210,1.043345455162271,1.8510382714370926e-08,35.801406474212236,33.32921398606671
mean_TNF,100,top20_vs_zero,8,1/8,0.016753452502709855,0.015625,1/5,0.014673313930437387,0.125,210,53/210,0.00782310020571373,3.3260299517894877e-15,0.2212811955851804,0.20242267593579505
npos_TNF,100,top20_vs_zero,8,1/8,0.5806252956390381,0.0234375,0/5,0.5280847549438477,0.0625,210,65/210,0.296999454498291,3.786879892294072e-11,10.37632817029953,9.508545935153961
n_immune,150,top20_vs_zero,8,4/8,-2.0038795471191406,0.640625,3/5,-5.102325439453125,0.8125,210,126/210,-2.1396102905273438,0.011781218369246164,88.37105679512024,83.92626643180847
n_cyto,150,top20_vs_zero,8,4/8,-0.0886538028717041,0.7421875,3/5,-0.5147762298583984,0.4375,210,126/210,-0.16666829586029053,0.026628785129215557,6.159419149160385,6.263382613658905
frac_immune,150,top20_vs_zero,8,4/8,-0.010859128087759018,0.640625,3/5,-0.023496389389038086,0.8125,210,128/210,-0.006780114024877548,0.0024903474123975995,0.2406310816295445,0.22588715935125947
sum_chemokine,150,top20_vs_zero,8,0/8,14.644970370501738,0.0078125,0/5,15.297504909054055,0.0625,210,72/210,7.176803292425774,3.8696853138375494e-07,487.4474995679692,460.5854617540125
mean_chemokine,150,top20_vs_zero,8,0/8,0.07257483533353593,0.0078125,0/5,0.0690885248644788,0.0625,210,45/210,0.027948494241625432,1.6443857327373186e-16,1.299609613251488,1.2200933331506374
n_chemokine_pos,150,top20_vs_zero,8,1/8,3.0912933349609375,0.015625,0/5,3.1849098205566406,0.0625,210,69/210,1.9373950958251953,2.0559243281806783e-08,106.20453882217407,100.79104471206665
sum_chemokine_immune,150,top20_vs_zero,8,3/8,20.227268034617193,0.25,2/5,2.8662523996731366,0.625,210,122/210,-1.8878833745607668,0.27845875031510114,171.69625113929135,156.41180119171182
n_chemokine_pos_immune,150,top20_vs_zero,8,3/8,2.729281187057495,0.3125,2/5,0.557736873626709,0.8125,210,119/210,-0.3330652713775635,0.2927863507335169,30.229805052280426,27.58602023124695
sum_isg,150,top20_vs_zero,8,3/8,69.29646538591982,0.25,1/5,124.68159311373438,0.1875,210,66/210,35.86041799880263,1.1884690211332747e-08,1965.1040129588118,1875.21186981673
mean_isg,150,top20_vs_zero,8,1/8,0.2675801384968255,0.0390625,1/5,0.282595905059301,0.125,210,52/210,0.11074703426557697,1.7406564327717266e-16,5.276002040634381,5.0011071826288145
sum_broad,150,top20_vs_zero,8,3/8,177.78955302945724,0.3828125,1/5,278.2276948460649,0.1875,210,72/210,85.82746270883354,9.070977972924855e-07,5435.952548925884,5253.967723648215
mean_broad,150,top20_vs_zero,8,3/8,0.7676670475065208,0.109375,1/5,0.9218776760363347,0.125,210,54/210,0.3015713580564219,3.173138011609777e-14,14.751980565396494,14.129806185215816
sum_IFNG,150,top20_vs_zero,8,0/8,2.1520803422016037,0.0078125,0/5,2.4232811213350445,0.0625,210,74/210,1.1274879284263974,1.3252485714669304e-06,55.11972210341875,52.654532321857474
mean_IFNG,150,top20_vs_zero,8,1/8,0.006413047699486155,0.015625,1/5,0.007345245275960033,0.125,210,59/210,0.003949883746338048,5.665741554249164e-12,0.15936086141852468,0.1496027649214285
npos_IFNG,150,top20_vs_zero,8,1/8,0.7973155975341797,0.0234375,0/5,1.2657527923583984,0.0625,210,66/210,0.45740604400634766,2.1951020630616896e-09,16.107245206832886,15.156970739364624
sum_CXCL9,150,top20_vs_zero,8,0/8,2.6306657615427724,0.0078125,0/5,2.6811841039888833,0.0625,210,86/210,0.9457898008973693,0.0041905957867951,125.36451381774505,116.77240601543906
mean_CXCL9,150,top20_vs_zero,8,0/8,0.013565190216215037,0.0078125,0/5,0.014462168814225101,0.0625,210,70/210,0.0044616573430874,6.551318252413066e-08,0.3297267198549758,0.30727099968163996
npos_CXCL9,150,top20_vs_zero,8,1/8,0.9515838623046875,0.015625,0/5,1.3954448699951172,0.0625,210,69/210,0.41863059997558594,1.1487064562456629e-06,34.3502836227417,31.84557867050171
sum_CXCL10,150,top20_vs_zero,8,0/8,3.3901098889324714,0.0078125,0/5,3.7119446036010544,0.0625,210,89/210,1.9188963377982837,9.379808109681244e-06,168.084590767802,159.22223426033074
mean_CXCL10,150,top20_vs_zero,8,0/8,0.016604049223486655,0.0078125,0/5,0.02517492841130292,0.0625,210,73/210,0.006284236677639388,6.765261110882353e-09,0.4384856695804865,0.41346469586390633
npos_CXCL10,150,top20_vs_zero,8,1/8,1.3804950714111328,0.0390625,1/5,1.5682430267333984,0.125,210,79/210,0.6222419738769531,9.734989980461367e-08,43.833290576934814,41.13571286201477
sum_CCL5,150,top20_vs_zero,8,1/8,4.859647620485603,0.015625,1/5,3.2919762717480694,0.125,210,83/210,1.4196169388516182,0.005331077114527408,138.87867287900337,131.93628915638533
mean_CCL5,150,top20_vs_zero,8,0/8,0.02255212977360277,0.0078125,0/5,0.01902615411842834,0.0625,210,69/210,0.0060831071516939395,2.386271208083767e-09,0.3720363623975009,0.3497548726836627
npos_CCL5,150,top20_vs_zero,8,0/8,1.176736831665039,0.0078125,0/5,1.7294731140136719,0.0625,210,77/210,0.5844888687133789,5.2761147096298495e-06,37.29533910751343,35.14625692367554
sum_CD274,150,top20_vs_zero,8,0/8,1.6751981655551376,0.0078125,0/5,1.7073820206204857,0.0625,210,89/210,0.8837086394376428,0.0166205487736599,106.56539420891178,102.5546773479201
mean_CD274,150,top20_vs_zero,8,0/8,0.01559465721993085,0.0078125,0/5,0.0202544541493275,0.0625,210,74/210,0.003913408690919967,2.7524802097092105e-06,0.295581090467928,0.28150755862659743
npos_CD274,150,top20_vs_zero,8,1/8,1.215989112854004,0.015625,0/5,1.215989112854004,0.0625,210,77/210,0.40935325622558594,1.5061993839692097e-05,30.481151580810547,28.892099142074585
sum_IDO1,150,top20_vs_zero,8,1/8,2.7290646593391905,0.015625,0/5,3.8763785340578494,0.0625,210,64/210,3.4042888467200356,5.444289243527785e-12,163.11692418197356,149.1186562587874
mean_IDO1,150,top20_vs_zero,8,0/8,0.018026516809187473,0.0078125,0/5,0.025936957353481005,0.0625,210,48/210,0.011344773487565546,3.277106895545347e-19,0.43540296243401394,0.39623255179530903
npos_IDO1,150,top20_vs_zero,8,2/8,1.332934856414795,0.0546875,1/5,1.4336662292480469,0.125,210,66/210,0.9511518478393555,2.3586812923277287e-12,45.125415444374084,40.96852254867554
sum_STAT1,150,top20_vs_zero,8,2/8,12.638913980210475,0.109375,1/5,32.209192797012236,0.125,210,64/210,6.93592384435469,4.185382704740418e-10,340.1643308342783,320.7523816613997
mean_STAT1,150,top20_vs_zero,8,1/8,0.050198930106546524,0.0234375,0/5,0.07589517659419198,0.0625,210,55/210,0.019038602332997367,1.8072652501764765e-14,0.8937159870692242,0.8402244953225131
npos_STAT1,150,top20_vs_zero,8,2/8,4.498872756958008,0.109375,1/5,9.403800964355469,0.125,210,64/210,1.8231697082519531,5.54968482420774e-10,93.36889791488647,87.59825611114502
sum_MX1,150,top20_vs_zero,8,1/8,10.86796545321863,0.0546875,1/5,24.50952860280455,0.125,210,64/210,6.9729045286835,5.01623231647454e-10,321.3564175010074,300.4508505812857
mean_MX1,150,top20_vs_zero,8,1/8,0.0470079126143684,0.015625,0/5,0.06936115779293617,0.0625,210,54/210,0.02430870374360411,1.907550832115707e-15,0.8568568990495845,0.7970071059433333
npos_MX1,150,top20_vs_zero,8,2/8,4.041431427001953,0.078125,1/5,8.318534851074219,0.125,210,61/210,1.9665603637695312,2.871408621272924e-11,86.44714546203613,80.51559925079346
sum_CXCL8,150,top20_vs_zero,8,3/8,9.522495662574002,0.25,2/5,1.1421953305040518,0.4375,210,91/210,0.8382909085119241,0.01789548079717437,181.293755616841,157.36423544092818
mean_CXCL8,150,top20_vs_zero,8,3/8,0.04663008302058382,0.25,2/5,0.0009372651974623308,0.625,210,98/210,0.000959169820260071,0.02211567790395544,0.5297342222706003,0.44970820158533364
npos_CXCL8,150,top20_vs_zero,8,2/8,3.1731653213500977,0.078125,1/5,1.0529193878173828,0.1875,210,83/210,0.31299400329589844,0.00042940580877323957,44.7464017868042,39.523903608322144
sum_TNF,150,top20_vs_zero,8,0/8,4.022409758275462,0.0078125,0/5,2.8774518113938825,0.0625,210,75/210,1.4489860010157578,5.206406488861266e-07,77.19675724289412,72.72428971632237
mean_TNF,150,top20_vs_zero,8,1/8,0.01337231544078897,0.015625,1/5,0.012754416856620654,0.125,210,67/210,0.0050301473944186215,1.5700284275240096e-12,0.21576906425931336,0.20123387685851168
npos_TNF,150,top20_vs_zero,8,1/8,1.131505012512207,0.015625,0/5,0.9432506561279297,0.0625,210,74/210,0.4464902877807617,5.789120167512973e-09,22.198699831962585,20.673080682754517
n_immune,20,top10_vs_bot50,8,4/8,-0.05798761919140816,1.0,3/5,-0.20822405815124512,0.625,210,135/210,-0.09897128771990538,3.803955982064383e-05,0.650019021704793,0.6447584172710776
n_cyto,20,top10_vs_bot50,8,4/8,-0.007015573792159557,0.4609375,3/5,-0.024409562349319458,0.3125,210,127/210,-0.007969214115291834,4.402008280874429e-05,0.0515141140203923,0.06296765757724643
frac_immune,20,top10_vs_bot50,8,4/8,-0.004892507568001747,0.9453125,3/5,-0.028210358694195747,0.625,210,133/210,-0.017705027479678392,0.00016417345522125158,0.1036348957568407,0.09744823491200805
sum_chemokine,20,top10_vs_bot50,8,8/8,-0.3849854764298519,0.0078125,5/5,-0.24124870394407605,0.0625,210,129/210,-0.21866036683628298,0.0004962841769000377,8.13120309398974,8.589651570809227
mean_chemokine,20,top10_vs_bot50,8,3/8,0.01950655882289426,0.3828125,2/5,0.012010096649842428,1.0,210,100/210,0.007810256627654777,0.40350121496513536,1.2044203467089272,1.2064372945360882
n_chemokine_pos,20,top10_vs_bot50,8,6/8,-0.08473196625709534,0.0546875,4/5,-0.044282734394073486,0.1875,210,126/210,-0.04982706904411316,0.0010474837966892485,1.9087440446019173,2.010343059897423
sum_chemokine_immune,20,top10_vs_bot50,8,4/8,-0.10959601104399519,0.84375,3/5,-0.2965428765901781,0.4375,210,129/210,-0.11194030317646197,4.321464108062149e-05,1.1055432419700764,1.3196650286363942
n_chemokine_pos_immune,20,top10_vs_bot50,8,4/8,-0.016563452780246735,0.84375,3/5,-0.05174310691654682,0.4375,210,129/210,-0.023385819979012012,4.537752418796932e-05,0.19830629089847207,0.2255243482068181
sum_isg,20,top10_vs_bot50,8,5/8,-0.813756607188628,0.4609375,3/5,-0.7248467756069168,1.0,210,126/210,-0.9455815841689983,0.0003215195843338711,38.41789802539598,40.729744734588294
mean_isg,20,top10_vs_bot50,8,4/8,0.018685889153634783,0.7421875,2/5,0.0941068704949295,0.8125,210,111/210,-0.025107834109149296,0.9344605934043547,5.494457813275375,5.548142773597355
sum_broad,20,top10_vs_bot50,8,6/8,-2.1209253947492,0.109375,4/5,-1.676945632980079,0.4375,210,125/210,-2.596097103018124,1.663172792218779e-06,106.02964288488303,115.0711829440436
mean_broad,20,top10_vs_bot50,8,3/8,0.04365687909493943,0.7421875,1/5,0.04952280573960266,0.625,210,107/210,-0.008150683554607241,0.3444505871658545,15.220198780812566,15.627711099393242
sum_IFNG,20,top10_vs_bot50,8,6/8,-0.034586506108292836,0.109375,4/5,-0.028894974787861294,0.3125,210,131/210,-0.053331384437217855,0.004206216795042689,1.0598148979567892,1.0875877909590566
mean_IFNG,20,top10_vs_bot50,8,3/8,0.0009304865431661591,0.3828125,3/5,-5.033286498107303e-05,1.0,210,106/210,-0.0005525485702653765,0.7738734133684302,0.1681114127006187,0.15906964277130092
