sample,patient,module,gene,radius_um,mean_log_high,mean_log_low,delta_log
LUAD-13,Lung13,ifn,IFNGR1,100,0.6563707602546842,0.5776364616539038,0.0787342986007804
LUAD-13,Lung13,ifn,IFNGR2,100,1.0519415207385574,0.9372803448696339,0.11466117586892355
LUAD-13,Lung13,ifn,IFNAR1,100,0.4870234975373671,0.42396356580538075,0.06305993173198637
LUAD-13,Lung13,ifn,IFNAR2,100,0.6469561125207479,0.5492417122125659,0.09771440030818201
LUAD-13,Lung13,ifn,IFNG,100,0.13940548539961925,0.12664528682190085,0.012760198577718401
LUAD-13,Lung13,ifn,IFNB1,100,0.1842958625606679,0.1647911779238134,0.019504684636854508
LUAD-13,Lung13,ifn,IFNA1,100,0.18690221123007678,0.1802075264923587,0.006694684737718087
LUAD-13,Lung13,ifn,IFIT1,100,0.19033021093242894,0.17871224477744724,0.011617966154981701
LUAD-13,Lung13,ifn,IFITM1,100,1.1811305764069435,1.0671628139113698,0.11396776249557372
LUAD-13,Lung13,ifn,IFITM3,100,2.367847300398495,2.1823666356358373,0.18548066476265745
LUAD-13,Lung13,ifn,MX1,100,1.6514676333214826,1.467807671790828,0.18365996153065467
LUAD-13,Lung13,ifn,OAS1,100,0.32355356115038,0.29689733515522454,0.026656225995155436
LUAD-13,Lung13,ifn,OAS2,100,0.5090157081950566,0.46626558898768594,0.04275011920737065
LUAD-13,Lung13,ifn,OAS3,100,1.1844964719234279,1.082904948134988,0.10159152378843994
LUAD-13,Lung13,ifn,OASL,100,0.2692600084592477,0.24205997759901246,0.02720003086023523
LUAD-13,Lung13,ifn,CXCL9,100,0.8032260830832413,0.706521630279862,0.09670445280337925
LUAD-13,Lung13,ifn,CXCL10,100,0.827514363380043,0.7880958144127099,0.0394185489673331
LUAD-13,Lung13,ifn,CCL5,100,0.6967358254964471,0.6612903371018225,0.03544548839462458
LUAD-13,Lung13,ifn,CD274,100,0.4833465071494775,0.45295441338090586,0.03039209376857166
LUAD-13,Lung13,ifn,IDO1,100,0.38607346703848366,0.3410754632669037,0.044998003771579975
LUAD-13,Lung13,ifn,BST2,100,1.3286556444027429,1.1630237464667328,0.16563189793601008
LUAD-13,Lung13,ifn,TAP1,100,0.626160038702264,0.5522172012957458,0.07394283740651819
LUAD-13,Lung13,ifn,TAP2,100,0.5749121684300158,0.4977038931305568,0.077208275299459
LUAD-13,Lung13,sting,IRF3,50,1.3720857177056118,1.200379197621801,0.17170652008381082
LUAD-13,Lung13,sting,NFKB1,50,0.2810050142389076,0.24361877850999877,0.03738623572890884
LUAD-13,Lung13,sting,RELA,50,0.713756869731697,0.6058456462580614,0.10791122347363569
LUAD-13,Lung13,sting,NFKBIA,50,1.265563500045438,1.146861432503654,0.11870206754178403
LUAD-13,Lung13,sting,IFNB1,50,0.20374943769908443,0.1794377816013719,0.024311656097712547
LUAD-13,Lung13,sting,IFNA1,50,0.20414283970317923,0.19440484512741207,0.009737994575767156
LUAD-13,Lung13,sting,CXCL10,50,0.7953618228247236,0.7755467924311616,0.019815030393561917
LUAD-13,Lung13,sting,CCL5,50,0.6224743371621259,0.5991070037419629,0.02336733342016295
LUAD-13,Lung13,sting,TNF,50,0.14180120446145675,0.12638711429096905,0.015414090170487699
LUAD-13,Lung13,sting,IL6,50,0.2847174720485284,0.253481826825452,0.03123564522307637
LUAD-13,Lung13,sting,IRF3,100,1.218397807581381,1.1002475784524997,0.1181502291288814
LUAD-13,Lung13,sting,NFKB1,100,0.2543163836778062,0.22984324917440724,0.02447313450339894
LUAD-13,Lung13,sting,RELA,100,0.6349387364427524,0.5610177694466615,0.07392096699609096
LUAD-13,Lung13,sting,NFKBIA,100,1.163392508323053,1.075036989820819,0.088355518502234
LUAD-13,Lung13,sting,IFNB1,100,0.1842958625606679,0.1647911779238134,0.019504684636854508
LUAD-13,Lung13,sting,IFNA1,100,0.18690221123007678,0.1802075264923587,0.006694684737718087
LUAD-13,Lung13,sting,CXCL10,100,0.827514363380043,0.7880958144127099,0.0394185489673331
LUAD-13,Lung13,sting,CCL5,100,0.6967358254964471,0.6612903371018225,0.03544548839462458
LUAD-13,Lung13,sting,TNF,100,0.13641629824834986,0.12312659680186912,0.013289701446480742
LUAD-13,Lung13,sting,IL6,100,0.2628554698312763,0.2420824315762537,0.02077303825502258
