analysis_set,stratum,gene,signature,n_total,k,estimate,se,ci_low,ci_high,p,tau2,q,i2,rho,rho_ci_low,rho_ci_high
sensitivity_LUSC_plus_inferred,LUSC,RPLP0,TIS_18,60,6,-0.45301235152748154,0.3328571743362654,-1.1054124132265617,0.19938771017159862,0.17351963546899574,0.514314349820669,0.44619334834884616,78.07505370799117,-0.4243720114649969,-0.802434761964284,0.1967868123336121
sensitivity_LUSC_plus_inferred,LUSC,RPLP0,CD8_T_CELL,60,6,-0.3605775051153628,0.20106207629285902,-0.7546591746493665,0.0335041644186409,0.07291472749915928,0.09624301534883639,0.30287656038112315,39.98925710265405,-0.3457226149413955,-0.6379203285577631,0.033491633579336724
sensitivity_LUSC_plus_inferred,LUSC,RPLP0,CHECKPOINT,60,6,-0.5264394367915108,0.19327052178470494,-0.9052496594895325,-0.14762921409348917,0.006452628436550812,0.07826573776067326,0.0497774193676777,35.14482739342184,-0.48265467723691086,-0.718844421304407,-0.14656598612308241
sensitivity_LUSC_plus_inferred,LUSC,RPLP0,ANTIGEN_PRESENTATION,60,6,-0.19463510035671852,0.1589680565494587,-0.5062124911936575,0.1169422904802205,0.22081414947388855,0.00833415110824875,0.5184332205039123,5.455597287567408,-0.1922140052760978,-0.4669889078974334,0.11641210908561196
sensitivity_LUSC_plus_inferred,LUSC,RPLP0,TGFB_FTBRS,60,6,-0.046786416614649724,0.16443319766980752,-0.3690754840474724,0.275502650818173,0.7760031338203466,0.018459823585297453,0.9140752634498699,11.3327636240236,-0.046752308477237395,-0.35318278323243135,0.26873759441489087
sensitivity_LUSC_plus_inferred,LUSC,RPLP0,EPITHELIAL,60,6,0.539531109877734,0.1543033499620919,0.2370965439520339,0.8419656758034342,0.00047129633460981187,0.0,0.00636250051723246,0.0,0.4926329522270141,0.23275144536553216,0.686848810730397
sensitivity_LUSC_plus_inferred,LUSC,RPLP0,PROLIFERATION,60,6,0.30926294768938745,0.1543033499620919,0.00682838176368733,0.6116975136150875,0.045042968803554635,0.0,0.243232031539195,0.0,0.29976642459304476,0.00682827563714206,0.5453209184799338
contrast_pathology_nonLUSC,non-LUSC,TACSTD2,CYT,58,4,-0.1462776662597478,0.14744195615489714,-0.43526390032334616,0.14270856780385055,0.32114708730307384,0.0,0.45636691353594705,0.0,-0.14524321045901112,-0.4097110209290851,0.14174760700782899
contrast_pathology_nonLUSC,non-LUSC,TACSTD2,IFNG_6,58,4,0.14760272873750152,0.14744195615489714,-0.14138350532609684,0.4365889628010999,0.3167830996603187,0.0,0.45636691353594705,0.0,0.14654006961400978,-0.14044892503018674,0.41081305535281454
contrast_pathology_nonLUSC,non-LUSC,TACSTD2,TIS_18,58,4,0.07980401951973679,0.22259899537948621,-0.35649001142405623,0.5160980504635297,0.7199615051963795,0.10312564579993853,0.8585818012383097,53.049403231732825,0.07963503452956777,-0.34211860246387665,0.4746828684602979
contrast_pathology_nonLUSC,non-LUSC,TACSTD2,CD8_T_CELL,58,4,-0.09926341058589144,0.28915792149157926,-0.6660129367093868,0.46748611553760394,0.7313844973511527,0.23545332695264784,0.8585818012383097,72.06508440574098,-0.0989386688647482,-0.5823510811218944,0.43616590736221905
contrast_pathology_nonLUSC,non-LUSC,TACSTD2,CHECKPOINT,58,4,-0.061690993282977565,0.22238483893273747,-0.497565277591143,0.3741832910251879,0.7814680137063788,0.10276094664808343,0.86120964775805,52.96115516036117,-0.061612851481890864,-0.46020022233370417,0.35764536292716637
contrast_pathology_nonLUSC,non-LUSC,TACSTD2,ANTIGEN_PRESENTATION,58,4,0.25232959112674924,0.2133366091872579,-0.16581016288027622,0.6704693451337747,0.2368976190000185,0.08771580465412375,0.3997647320625312,49.007172726793044,0.24710725996835667,-0.1643071495020545,0.5852885326581347
contrast_pathology_nonLUSC,non-LUSC,TACSTD2,TGFB_FTBRS,58,4,0.4181307893425748,0.14744195615489714,0.12914455527897645,0.7071170234061732,0.004569661014311126,0.0,0.014515393810164753,0.0,0.39535455514851614,0.128431341740701,0.6088658103029111
contrast_pathology_nonLUSC,non-LUSC,TACSTD2,EPITHELIAL,58,4,1.0482933323327066,0.32536445614573456,0.4105789982870669,1.6860076663783463,0.0012734139859243536,0.3230561705575717,0.004297772202494693,77.97149137045743,0.7811419555125413,0.3889641906712309,0.9336368101163431
contrast_pathology_nonLUSC,non-LUSC,TACSTD2,PROLIFERATION,58,4,0.5684971020925227,0.2724469695611886,0.034501041752593054,1.1024931624324523,0.03692123402615682,0.1987052178971761,0.07974986549649872,68.52493399535011,0.5142546878391427,0.0344873591522521,0.8013927833896364
contrast_pathology_nonLUSC,non-LUSC,CLDN4,CYT,58,4,-0.17394248361725298,0.23044994663678212,-0.625624379025346,0.27773941179083994,0.45037195237223804,0.11676910333433799,0.5790496530500203,56.12848284560671,-0.17220919038885343,-0.555031904629693,0.27081156661864003
contrast_pathology_nonLUSC,non-LUSC,CLDN4,IFNG_6,106,5,0.09177456927566761,0.10482848367219183,-0.11368925872182838,0.2972383972731636,0.3813162722763367,0.0,0.5279763769980047,0.0,0.09151777509537994,-0.11320195735894668,0.2887833393780211
contrast_pathology_nonLUSC,non-LUSC,CLDN4,TIS_18,106,5,0.05354902076901305,0.19139423667388128,-0.3215836831117943,0.42868172464982035,0.7796433254088946,0.10835491393385084,0.86120964775805,62.72103559129676,0.053497895512202305,-0.31093819338809053,0.4042190183412363
contrast_pathology_nonLUSC,non-LUSC,CLDN4,CD8_T_CELL,106,5,-0.16798568944428155,0.20525324826942581,-0.5702820560523562,0.23431067716379306,0.4131109368404503,0.1342679892907128,0.544097331448398,67.58343432030574,-0.16642318400031494,-0.5155663912187283,0.23011479517316494
contrast_pathology_nonLUSC,non-LUSC,CLDN4,CHECKPOINT,106,5,-0.05341839501465154,0.2528123940017359,-0.5489306872580538,0.4420938972287508,0.8326558490391266,0.23928288472790238,0.8816356048649576,78.79315410797713,-0.05336764270250023,-0.4997183543333043,0.4153785654802564
contrast_pathology_nonLUSC,non-LUSC,CLDN4,ANTIGEN_PRESENTATION,106,5,0.1675021927388656,0.16015690622714163,-0.14640534346633197,0.4814097289440632,0.2956242594688827,0.05812351139543752,0.456106000323419,47.4378922906031,0.16595304075310938,-0.145368191921203,0.44737190459426385
contrast_pathology_nonLUSC,non-LUSC,CLDN4,TGFB_FTBRS,106,5,0.42939508948999916,0.10482848367219183,0.22393126149250317,0.6348589174874951,4.2004499866142456e-05,0.0,0.00022682429927716927,0.0,0.40481565220559007,0.22026181923563684,0.5613888841732542
contrast_pathology_nonLUSC,non-LUSC,CLDN4,EPITHELIAL,106,5,0.9262753340021581,0.23347645727313257,0.46866147774681827,1.383889190257498,7.268600285420407e-05,0.1936319249275122,0.00032708701284391836,75.04127172034717,0.7288526051561066,0.4371171797328577,0.8818191764513559
contrast_pathology_nonLUSC,non-LUSC,CLDN4,PROLIFERATION,106,5,0.39279799552702915,0.16995007069279364,0.05969585696915364,0.7259001340849047,0.020818759444958274,0.07261815693031651,0.048878826522945513,52.99816341562767,0.37376984622803827,0.05962504727638764,0.6205506847840628
contrast_pathology_nonLUSC,non-LUSC,ACTB,CYT,58,4,0.2914212243577082,0.20778118953011435,-0.11582990712131591,0.6986723558367323,0.16075434922342524,0.07883163564508253,0.2893578286021654,46.343886646269475,0.28344238230827035,-0.11531465883876642,0.6035243925814584
contrast_pathology_nonLUSC,non-LUSC,ACTB,IFNG_6,106,5,0.5759195888800377,0.17455044119908036,0.2338007241298402,0.9180384536302352,0.0009687619217711354,0.07982829980886802,0.003487542918376087,55.34780840015273,0.5196933798470729,0.22963178895207734,0.7249681383471636
contrast_pathology_nonLUSC,non-LUSC,ACTB,TIS_18,106,5,0.648306720963504,0.2523847841378374,0.1536325440533427,1.1429808978736653,0.010207387187463782,0.23823017958470682,0.027559945406152215,78.7193861526675,0.5705289583276089,0.15243512035557924,0.815415416701605
contrast_pathology_nonLUSC,non-LUSC,ACTB,CD8_T_CELL,106,5,0.29585652039885707,0.1531969100958769,-0.00440942338906164,0.5961224641867757,0.05345618762444892,0.04854517847545713,0.10691237524889784,42.9804330124535,0.2875162003930433,-0.004409394811789412,0.5342846548637591
contrast_pathology_nonLUSC,non-LUSC,ACTB,CHECKPOINT,106,5,0.435774182598138,0.1935585542916115,0.056399416186579454,0.8151489490096966,0.024361373622004127,0.1122582755546574,0.05481309064950929,63.54472554443331,0.41013555683497127,0.05633969198504172,0.6724208874637554
contrast_pathology_nonLUSC,non-LUSC,ACTB,ANTIGEN_PRESENTATION,106,5,0.5079616956680761,0.1891492412457432,0.1372291828264195,0.8786942085097328,0.007241976121640496,0.10436269236956154,0.020582458450978253,61.839181100622135,0.4683555305068925,0.13637419624149133,0.7057645521474772
contrast_pathology_nonLUSC,non-LUSC,ACTB,TGFB_FTBRS,106,5,0.6967140619410256,0.10482848367219183,0.4912502339435296,0.9021778899385215,3.006982079189368e-11,0.0,1.1263247540468297e-09,0.0,0.6022779193825747,0.45520816395274794,0.7173566692013059
contrast_pathology_nonLUSC,non-LUSC,ACTB,EPITHELIAL,106,5,0.5175671328970204,0.10996261876633623,0.3020404001150014,0.7330938656790393,2.5169078922821126e-06,0.0035787562645425786,1.698912827290426e-05,5.264368079827791,0.4758201377288362,0.29317874620478496,0.6249544966267028
contrast_pathology_nonLUSC,non-LUSC,ACTB,PROLIFERATION,106,5,0.5818252467700488,0.10844441447302886,0.3692741944029122,0.7943762991371853,8.086256983826344e-08,0.002481111744205835,7.277631285443709e-07,3.709624690141188,0.5239907912341747,0.3533566946324027,0.6608810599979412
contrast_pathology_nonLUSC,non-LUSC,GAPDH,CYT,58,4,0.12381545636618997,0.14744195615489714,-0.1651707776974084,0.4128016904297883,0.4010444893231384,0.0,0.5414100605862369,0.0,0.12318660426188648,-0.1636849604186347,0.39084897214958503
contrast_pathology_nonLUSC,non-LUSC,GAPDH,IFNG_6,106,5,0.3810360469225901,0.10482848367219183,0.1755722189250941,0.586499874920086,0.00027814002084710715,0.0,0.0010728257946959847,0.0,0.36360687727542784,0.17379014915353594,0.5273736130642498
contrast_pathology_nonLUSC,non-LUSC,GAPDH,TIS_18,106,5,0.2851551701658152,0.10482848367219183,0.07969134216831922,0.4906189981633112,0.006524107050209957,0.0,0.01957232115062987,0.0,0.2776695629531051,0.0795230707442886,0.45470758559022656
contrast_pathology_nonLUSC,non-LUSC,GAPDH,CD8_T_CELL,106,5,0.0015631170536751036,0.11337439518283272,-0.22065069750467703,0.22377693161202722,0.9889997432791064,0.00616698384925823,0.9889997432791064,8.738946093438203,0.0015631157806035188,-0.21713816679974976,0.22011497172021008
contrast_pathology_nonLUSC,non-LUSC,GAPDH,CHECKPOINT,106,5,0.06677403059666699,0.10482848367219183,-0.13868979740082898,0.272237858594163,0.5241354908160012,0.0,0.6582166628852107,0.0,0.06667496390519802,-0.13780735992960794,0.2657059360192723
contrast_pathology_nonLUSC,non-LUSC,GAPDH,ANTIGEN_PRESENTATION,106,5,0.4064227426290116,0.10482848367219183,0.20095891463151563,0.6118865706265076,0.00010574112072791256,0.0,0.0004392323476390214,0.0,0.3854310565464463,0.19829670373372912,0.5454537409855572
contrast_pathology_nonLUSC,non-LUSC,GAPDH,TGFB_FTBRS,106,5,0.4325966530957713,0.10482848367219183,0.2271328250982753,0.6380604810932673,3.679914737156517e-05,0.0,0.00022079488422939106,0.0,0.4074890832790745,0.22330590108878529,0.5635775099198055
contrast_pathology_nonLUSC,non-LUSC,GAPDH,EPITHELIAL,106,5,0.6916428230871432,0.10482848367219183,0.48617899508964724,0.8971066510846392,4.171573163136406e-11,0.0,1.1263247540468297e-09,0.0,0.5990363421328069,0.45117849135170274,0.714886126481346
contrast_pathology_nonLUSC,non-LUSC,GAPDH,PROLIFERATION,106,5,0.7799160332964397,0.1313310562122758,0.522507163120379,1.0373249034725003,2.87554098096302e-09,0.02255721791061833,3.881980324300077e-08,25.940001791312255,0.6526585086196033,0.4796327286203786,0.7768294970129699
contrast_pathology_nonLUSC,non-LUSC,PPIA,CYT,58,4,0.26866648730854165,0.2320927477883159,-0.1862352983565575,0.7235682729736408,0.2470344821709104,0.11969123139319067,0.40423824355239885,56.736169323699556,0.26238356368793764,-0.18411165306773122,0.6191147087913507
contrast_pathology_nonLUSC,non-LUSC,PPIA,IFNG_6,58,4,0.3480429854990409,0.17604046204659313,0.00300367988771838,0.6930822911103633,0.0480345726693916,0.03328781834184294,0.09976411246719795,26.724826434295295,0.33463882205108625,0.003003670854591348,0.5999584691353769
contrast_pathology_nonLUSC,non-LUSC,PPIA,TIS_18,58,4,0.25335597985006286,0.24714926388266864,-0.23105657735996765,0.7377685370600934,0.3053097643606053,0.14755149442662313,0.45636691353594705,61.783212959732026,0.2480707306440008,-0.22703071059962804,0.6277950710744423
contrast_pathology_nonLUSC,non-LUSC,PPIA,CD8_T_CELL,58,4,0.07522255912133713,0.2541118159633234,-0.4228366001667767,0.573281718409451,0.7672136676454294,0.16108934345946532,0.86120964775805,63.83335864405253,0.07508099890265954,-0.39931742113588414,0.5177653099347367
contrast_pathology_nonLUSC,non-LUSC,PPIA,CHECKPOINT,58,4,0.061999767490447666,0.16915470832722407,-0.2695434608309115,0.39354299581180685,0.7139718704267388,0.024593819053581534,0.8585818012383097,21.22651656691161,0.0619204476765434,-0.2631999737821475,0.37441058853028514
contrast_pathology_nonLUSC,non-LUSC,PPIA,ANTIGEN_PRESENTATION,58,4,0.43587907191502756,0.24975873530377524,-0.05364804928037187,0.9254061931104269,0.08094997272477356,0.15257697214966465,0.1561178045406347,62.5708287961821,0.4102227988432542,-0.05359664007804989,0.7284449164498681
contrast_pathology_nonLUSC,non-LUSC,PPIA,TGFB_FTBRS,58,4,0.3638133881315078,0.14744195615489714,0.07482715406790946,0.6527996221951062,0.013605929007723937,0.0,0.03498667459129012,0.0,0.34856853814814087,0.0746878111571245,0.5735516369540687
contrast_pathology_nonLUSC,non-LUSC,PPIA,EPITHELIAL,58,4,0.8958168193477214,0.14744195615489714,0.606830585284123,1.1848030534113199,1.2342856825488668e-09,0.0,2.2217142285879604e-08,0.0,0.7142548972602142,0.5418922196702762,0.8289601213483284
contrast_pathology_nonLUSC,non-LUSC,PPIA,PROLIFERATION,58,4,0.7079670707693474,0.14744195615489714,0.41898083670574904,0.9969533048329458,1.5735076078858895e-06,0.0,1.2138487260834005e-05,0.0,0.6094004533278399,0.3960714945533661,0.7603116502711499
contrast_pathology_nonLUSC,non-LUSC,RPLP0,CYT,58,4,0.022115353185569345,0.22434131745328584,-0.4175936290228709,0.4618243353940096,0.9214725073700019,0.10610749612845227,0.9569137576534635,53.75870276045666,0.022111748433258707,-0.3949012595708258,0.43156992767927266
contrast_pathology_nonLUSC,non-LUSC,RPLP0,IFNG_6,58,4,0.18681743036267198,0.14744195615489714,-0.10216880370092637,0.4758036644262703,0.20513474515118868,0.0,0.3573314915536835,0.0,0.18467399215305993,-0.10181478664350697,0.44287661985397847
contrast_pathology_nonLUSC,non-LUSC,RPLP0,TIS_18,58,4,0.16317450078427115,0.14744195615489714,-0.1258117332793272,0.4521607348478695,0.26842222419523476,0.0,0.4263176501924317,0.0,0.1617415368337513,-0.1251521018382881,0.42367351152869787
contrast_pathology_nonLUSC,non-LUSC,RPLP0,CD8_T_CELL,58,4,-0.03443099816847684,0.15157072391067739,-0.3315096170334045,0.2626476206964508,0.8202983423664558,0.004344030102069822,0.8816356048649576,4.543305317251265,-0.03441739870754645,-0.319876582046174,0.2567702697370482
contrast_pathology_nonLUSC,non-LUSC,RPLP0,CHECKPOINT,58,4,-0.0032843653972494404,0.14744195615489714,-0.2922705994608478,0.2857018686663489,0.9822280726196269,0.0,0.9889997432791064,0.0,-0.0032843535877558395,-0.2842233307686017,0.2781740341583565
contrast_pathology_nonLUSC,non-LUSC,RPLP0,ANTIGEN_PRESENTATION,58,4,0.3270818277384423,0.21297212288265494,-0.09034353311156135,0.744507188588446,0.12458831359543895,0.08712466556600929,0.2319920322121967,48.838199735699774,0.3158962371684702,-0.09009853967747103,0.6318605798015761
contrast_pathology_nonLUSC,non-LUSC,RPLP0,TGFB_FTBRS,58,4,0.6866257582638186,0.2816921489989145,0.13450914622594623,1.2387423703016909,0.014789047942292393,0.21874654771735844,0.036300390403808606,70.55967216184506,0.5958099540944521,0.13370376267562156,0.8450965320629167
contrast_pathology_nonLUSC,non-LUSC,RPLP0,EPITHELIAL,58,4,0.8242401379859718,0.14744195615489714,0.5352539039223735,1.1132263720495703,2.267186316815216e-08,0.0,2.448561222160433e-07,0.0,0.6773710991662145,0.48938694968506913,0.8051999063468368
contrast_pathology_nonLUSC,non-LUSC,RPLP0,PROLIFERATION,58,4,0.5944887915078323,0.14744195615489714,0.30550255744423394,0.8834750255714306,5.529967853399093e-05,0.0,0.00027147114916686453,0.0,0.5331163117942679,0.29634009653460563,0.7081559399296504
