method	contrast	term	thesis	direction	thesis_sign_match	test	effect	mean_log2FC	pvalue	n_set_in_test	lfc_floor	family	note	gsea_lead	de_fit	fdr_within_family	fdr_global
limma_trend	T47D	STING_AXIS	up	up	True	wilcoxon_log2FC	0.15578	0.15578	0.375	4	0	primary	two-sided Wilcoxon of gene log2FC vs 0		limma_trend	0.6875	0.65625
limma_trend	T47D	STING_AXIS	up	up	True	wilcoxon_thesis_sided	0.15578	0.15578	0.1875	4	0	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend	0.999722	0.520897
limma_trend	T47D	IFN	up	down	False	gsea	-1.44914	-0.285286	0.037962	48	0	primary	two-sided gene-set permutation	IFIH1,IRF9,IFI27,USP18,IRF1,JAK2,LY6E,IFI35,OAS3,IFI44,BST2,ISG15,IFI6	limma_trend	0.14652	0.324476
limma_trend	T47D	IFN	up	down	False	mean_stat_perm	-1.25597	-0.285286	0.0529471	48	0	primary	two-sided gene-label permutation of mean statistic		limma_trend	0.194139	0.375771
limma_trend	T47D	IFN	up	down	False	wilcoxon_log2FC	-0.285286	-0.285286	0.118442	48	0	primary	two-sided Wilcoxon of gene log2FC vs 0		limma_trend	0.260573	0.457207
limma_trend	T47D	IFN	up	down	False	wilcoxon_thesis_sided	-0.285286	-0.285286	0.941995	48	0	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend	0.999722	1
limma_trend	T47D	APM	up	down	False	gsea	-1.36169	-0.110493	0.0689311	20	0	primary	two-sided gene-set permutation	TAP2,PSMB10,TAP1,PSME1,ERAP1,TAPBP,CALR,HLA-C,PSME2,HLA-E	limma_trend	0.151648	0.394169
limma_trend	T47D	APM	up	down	False	mean_stat_perm	-1.65091	-0.110493	0.0939061	20	0	primary	two-sided gene-label permutation of mean statistic		limma_trend	0.206593	0.440762
limma_trend	T47D	APM	up	down	False	wilcoxon_log2FC	-0.110493	-0.110493	0.0120792	20	0	primary	two-sided Wilcoxon of gene log2FC vs 0		limma_trend	0.0442905	0.196167
limma_trend	T47D	APM	up	down	False	wilcoxon_thesis_sided	-0.110493	-0.110493	0.994656	20	0	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend	0.999722	1
limma_trend	T47D	REACTOME_NONHOMOLOGOUS_END_JOINING	down	down	True	gsea	0.646868	-0.0214203	0.324675	47	0	primary	two-sided gene-set permutation	PRKDC,UBE2V2,XRCC5,H2BC12,HERC2,TP53BP1,BABAM2,LRIF1,H2BC17,TDP2,H2BC4	limma_trend	0.357143	0.632328
limma_trend	T47D	REACTOME_NONHOMOLOGOUS_END_JOINING	down	down	True	mean_stat_perm	-0.0164401	-0.0214203	0.983017	47	0	primary	two-sided gene-label permutation of mean statistic		limma_trend	0.994006	1
limma_trend	T47D	REACTOME_NONHOMOLOGOUS_END_JOINING	down	down	True	wilcoxon_log2FC	-0.0214203	-0.0214203	0.912362	47	0	primary	two-sided Wilcoxon of gene log2FC vs 0		limma_trend	0.912362	1
limma_trend	T47D	REACTOME_NONHOMOLOGOUS_END_JOINING	down	down	True	wilcoxon_thesis_sided	-0.0214203	-0.0214203	0.547973	47	0	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend	0.999722	0.788573
limma_trend	T47D	REACTOME_STING_MEDIATED_INDUCTION	up	down	False	gsea	1.07577	-0.0431816	0.148851	14	0	primary	two-sided gene-set permutation	PRKDC,CGAS,DTX4,XRCC5	limma_trend	0.272894	0.514328
limma_trend	T47D	REACTOME_STING_MEDIATED_INDUCTION	up	down	False	mean_stat_perm	0.230771	-0.0431816	0.802198	14	0	primary	two-sided gene-label permutation of mean statistic		limma_trend	0.994006	0.975127
limma_trend	T47D	REACTOME_STING_MEDIATED_INDUCTION	up	down	False	wilcoxon_log2FC	-0.0431816	-0.0431816	0.625732	14	0	primary	two-sided Wilcoxon of gene log2FC vs 0		limma_trend	0.860382	0.844011
limma_trend	T47D	REACTOME_STING_MEDIATED_INDUCTION	up	down	False	wilcoxon_thesis_sided	-0.0431816	-0.0431816	0.708496	14	0	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend	0.999722	0.904558
limma_trend	T47D	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	down	False	gsea	-1.31687	-0.237132	0.0559441	54	0	primary	two-sided gene-set permutation	IRF9,IRF5,IFI27,USP18,IRF1,ISG20,HLA-C,IFI35,HLA-E,OAS3,BST2,ISG15,IFI6	limma_trend	0.151648	0.375771
limma_trend	T47D	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	down	False	mean_stat_perm	-1.07926	-0.237132	0.0909091	54	0	primary	two-sided gene-label permutation of mean statistic		limma_trend	0.206593	0.440762
limma_trend	T47D	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	down	False	wilcoxon_log2FC	-0.237132	-0.237132	0.0501333	54	0	primary	two-sided Wilcoxon of gene log2FC vs 0		limma_trend	0.137867	0.366741
limma_trend	T47D	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	down	False	wilcoxon_thesis_sided	-0.237132	-0.237132	0.974933	54	0	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend	0.999722	1
limma_trend	T47D	REACTOME_INTERFERON_GAMMA_SIGNALING	up	up	True	gsea	0.87628	0.00974022	0.234765	69	0	primary	two-sided gene-set permutation	IFI30,SUMO1,HLA-F,IRF6,GBP5,HLA-DQA1,TRIM22,TRIM2,OAS1,CAMK2B,HLA-A,MT2A,PTPN2,PTPN1	limma_trend	0.311355	0.573
limma_trend	T47D	REACTOME_INTERFERON_GAMMA_SIGNALING	up	up	True	mean_stat_perm	-0.00233185	0.00974022	0.994006	69	0	primary	two-sided gene-label permutation of mean statistic		limma_trend	0.994006	1
limma_trend	T47D	REACTOME_INTERFERON_GAMMA_SIGNALING	up	up	True	wilcoxon_log2FC	0.00974022	0.00974022	0.836577	69	0	primary	two-sided Wilcoxon of gene log2FC vs 0		limma_trend	0.912362	1
limma_trend	T47D	REACTOME_INTERFERON_GAMMA_SIGNALING	up	up	True	wilcoxon_thesis_sided	0.00974022	0.00974022	0.581711	69	0	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend	0.999722	0.812994
limma_trend	T47D	REACTOME_CLASS_I_MHC_PEPTIDE_LOADING	up	up	True	gsea	-0.868761	0.0202239	0.396603	26	0	primary	two-sided gene-set permutation	SEC14L2,ERAP1,TAPBP,SEC24C,CALR,HLA-C,HLA-E	limma_trend	0.396603	0.676559
limma_trend	T47D	REACTOME_CLASS_I_MHC_PEPTIDE_LOADING	up	up	True	mean_stat_perm	0.171982	0.0202239	0.831169	26	0	primary	two-sided gene-label permutation of mean statistic		limma_trend	0.994006	0.995441
limma_trend	T47D	REACTOME_CLASS_I_MHC_PEPTIDE_LOADING	up	up	True	wilcoxon_log2FC	0.0202239	0.0202239	0.900659	26	0	primary	two-sided Wilcoxon of gene log2FC vs 0		limma_trend	0.912362	1
limma_trend	T47D	REACTOME_CLASS_I_MHC_PEPTIDE_LOADING	up	up	True	wilcoxon_thesis_sided	0.0202239	0.0202239	0.559539	26	0	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend	0.999722	0.795732
limma_trend	T47D	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	down	False	gsea	-1.56921	-0.278571	0.00799201	84	0	primary	two-sided gene-set permutation	IRF9,IFI27,USP18,SLC25A28,IRF1,PSME1,LY6E,CMTR1,HELZ2,PARP14,OGFR,SAMD9,TRIM25,ISG20,IL4R,TMEM140,HLA-C,PSME2,IFI35,PARP9,NUB1,IFI44,LGALS3BP,BST2,ISG15	limma_trend	0.0879121	0.170777
limma_trend	T47D	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	down	False	mean_stat_perm	-1.62553	-0.278571	0.000999001	84	0	primary	two-sided gene-label permutation of mean statistic		limma_trend	0.010989	0.0492917
limma_trend	T47D	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	down	False	wilcoxon_log2FC	-0.278571	-0.278571	0.000556721	84	0	primary	two-sided Wilcoxon of gene log2FC vs 0		limma_trend	0.00333216	0.0492917
limma_trend	T47D	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	down	False	wilcoxon_thesis_sided	-0.278571	-0.278571	0.999722	84	0	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend	0.999722	1
limma_trend	T47D	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	down	False	gsea	-1.32291	-0.182566	0.03996	153	0	primary	two-sided gene-set permutation	TNFAIP2,TAP1,IL18BP,IFIH1,NOD1,IRF9,VAMP8,SSPN,IRF5,IFI27,USP18,SLC25A28,IRF1,PSME1,JAK2,LY6E,CMTR1,HELZ2,PARP14,OGFR,ARID5B,CASP4,TAPBP,CASP7,TRIM25	limma_trend	0.14652	0.327753
limma_trend	T47D	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	down	False	mean_stat_perm	-0.938142	-0.182566	0.015984	153	0	primary	two-sided gene-label permutation of mean statistic		limma_trend	0.0879121	0.219983
limma_trend	T47D	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	down	False	wilcoxon_log2FC	-0.182566	-0.182566	0.000605847	153	0	primary	two-sided Wilcoxon of gene log2FC vs 0		limma_trend	0.00333216	0.0492917
limma_trend	T47D	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	down	False	wilcoxon_thesis_sided	-0.182566	-0.182566	0.999697	153	0	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend	0.999722	1
limma_trend	T47D	NHEJ_CORE	down	zero	False	gsea				0	0.5	sensitivity	two-sided gene-set permutation		limma_trend		
limma_trend	T47D	NHEJ_CORE	down	zero	False	mean_stat_perm				0	0.5	sensitivity	two-sided gene-label permutation of mean statistic		limma_trend		
limma_trend	T47D	NHEJ_CORE	down	zero	False	wilcoxon_log2FC				0	0.5	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		limma_trend		
limma_trend	T47D	NHEJ_CORE	down	zero	False	wilcoxon_thesis_sided				0	0.5	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend		
limma_trend	T47D	STING_AXIS	up	zero	False	gsea				0	0.5	sensitivity	two-sided gene-set permutation		limma_trend		
limma_trend	T47D	STING_AXIS	up	zero	False	mean_stat_perm				0	0.5	sensitivity	two-sided gene-label permutation of mean statistic		limma_trend		
limma_trend	T47D	STING_AXIS	up	zero	False	wilcoxon_log2FC				0	0.5	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		limma_trend		
limma_trend	T47D	STING_AXIS	up	zero	False	wilcoxon_thesis_sided				0	0.5	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend		
limma_trend	T47D	IFN	up	down	False	gsea	-1.1486	-1.09657	0.184815	12	0.5	sensitivity	two-sided gene-set permutation	IFI35,OAS3,IFI44,BST2,ISG15,IFI6	limma_trend	0.273327	0.520897
limma_trend	T47D	IFN	up	down	False	mean_stat_perm	-4.56337	-1.09657	0.0979021	12	0.5	sensitivity	two-sided gene-label permutation of mean statistic		limma_trend	0.195804	0.44661
limma_trend	T47D	IFN	up	down	False	wilcoxon_log2FC	-1.09657	-1.09657	0.0209961	12	0.5	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		limma_trend	0.0366211	0.231768
limma_trend	T47D	IFN	up	down	False	wilcoxon_thesis_sided	-1.09657	-1.09657	0.991943	12	0.5	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend	0.999843	1
limma_trend	T47D	APM	up	up	True	gsea		1.34738		1	0.5	sensitivity	two-sided gene-set permutation		limma_trend		
limma_trend	T47D	APM	up	up	True	mean_stat_perm		1.34738		1	0.5	sensitivity	two-sided gene-label permutation of mean statistic		limma_trend		
limma_trend	T47D	APM	up	up	True	wilcoxon_log2FC	1.34738	1.34738		1	0.5	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		limma_trend		
limma_trend	T47D	APM	up	up	True	wilcoxon_thesis_sided	1.34738	1.34738		1	0.5	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend		
limma_trend	T47D	REACTOME_NONHOMOLOGOUS_END_JOINING	down	down	True	gsea		-0.906167		1	0.5	sensitivity	two-sided gene-set permutation		limma_trend		
limma_trend	T47D	REACTOME_NONHOMOLOGOUS_END_JOINING	down	down	True	mean_stat_perm		-0.906167		1	0.5	sensitivity	two-sided gene-label permutation of mean statistic		limma_trend		
limma_trend	T47D	REACTOME_NONHOMOLOGOUS_END_JOINING	down	down	True	wilcoxon_log2FC	-0.906167	-0.906167		1	0.5	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		limma_trend		
limma_trend	T47D	REACTOME_NONHOMOLOGOUS_END_JOINING	down	down	True	wilcoxon_thesis_sided	-0.906167	-0.906167		1	0.5	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend		
limma_trend	T47D	REACTOME_STING_MEDIATED_INDUCTION	up	down	False	gsea	0.994222	-0.160662	0.18981	3	0.5	sensitivity	two-sided gene-set permutation	DTX4,TREX1,TRIM21	limma_trend	0.273327	0.520897
limma_trend	T47D	REACTOME_STING_MEDIATED_INDUCTION	up	down	False	mean_stat_perm	0.0690785	-0.160662	0.994006	3	0.5	sensitivity	two-sided gene-label permutation of mean statistic		limma_trend	0.994006	1
limma_trend	T47D	REACTOME_STING_MEDIATED_INDUCTION	up	down	False	wilcoxon_log2FC	-0.160662	-0.160662	1	3	0.5	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		limma_trend	1	1
limma_trend	T47D	REACTOME_STING_MEDIATED_INDUCTION	up	down	False	wilcoxon_thesis_sided	-0.160662	-0.160662	0.625	3	0.5	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend	0.999843	0.844011
limma_trend	T47D	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	down	False	gsea	-1.19182	-1.03249	0.163836	11	0.5	sensitivity	two-sided gene-set permutation	BST2,ISG15,IFI6	limma_trend	0.273327	0.520897
limma_trend	T47D	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	down	False	mean_stat_perm	-5.05644	-1.03249	0.0829171	11	0.5	sensitivity	two-sided gene-label permutation of mean statistic		limma_trend	0.195804	0.440057
limma_trend	T47D	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	down	False	wilcoxon_log2FC	-1.03249	-1.03249	0.0244141	11	0.5	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		limma_trend	0.0366211	0.250939
limma_trend	T47D	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	down	False	wilcoxon_thesis_sided	-1.03249	-1.03249	0.990723	11	0.5	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend	0.999843	1
limma_trend	T47D	REACTOME_INTERFERON_GAMMA_SIGNALING	up	up	True	gsea	0.873045	0.122664	0.227772	10	0.5	sensitivity	two-sided gene-set permutation	IFI30,HLA-F,GBP5	limma_trend	0.273327	0.56908
limma_trend	T47D	REACTOME_INTERFERON_GAMMA_SIGNALING	up	up	True	mean_stat_perm	0.377906	0.122664	0.909091	10	0.5	sensitivity	two-sided gene-label permutation of mean statistic		limma_trend	0.994006	1
limma_trend	T47D	REACTOME_INTERFERON_GAMMA_SIGNALING	up	up	True	wilcoxon_log2FC	0.122664	0.122664	0.431641	10	0.5	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		limma_trend	0.517969	0.698192
limma_trend	T47D	REACTOME_INTERFERON_GAMMA_SIGNALING	up	up	True	wilcoxon_thesis_sided	0.122664	0.122664	0.21582	10	0.5	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend	0.999843	0.552827
limma_trend	T47D	REACTOME_CLASS_I_MHC_PEPTIDE_LOADING	up	up	True	gsea		1.34738		1	0.5	sensitivity	two-sided gene-set permutation		limma_trend		
limma_trend	T47D	REACTOME_CLASS_I_MHC_PEPTIDE_LOADING	up	up	True	mean_stat_perm		1.34738		1	0.5	sensitivity	two-sided gene-label permutation of mean statistic		limma_trend		
limma_trend	T47D	REACTOME_CLASS_I_MHC_PEPTIDE_LOADING	up	up	True	wilcoxon_log2FC	1.34738	1.34738		1	0.5	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		limma_trend		
limma_trend	T47D	REACTOME_CLASS_I_MHC_PEPTIDE_LOADING	up	up	True	wilcoxon_thesis_sided	1.34738	1.34738		1	0.5	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend		
limma_trend	T47D	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	down	False	gsea	-1.18213	-0.84476	0.16983	23	0.5	sensitivity	two-sided gene-set permutation	HELZ2,SAMD9,ISG20,IL4R,TMEM140,IFI35,PARP9,NUB1,IFI44,LGALS3BP,BST2,ISG15,TXNIP	limma_trend	0.273327	0.520897
limma_trend	T47D	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	down	False	mean_stat_perm	-4.22372	-0.84476	0.0629371	23	0.5	sensitivity	two-sided gene-label permutation of mean statistic		limma_trend	0.195804	0.375771
limma_trend	T47D	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	down	False	wilcoxon_log2FC	-0.84476	-0.84476	0.000551701	23	0.5	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		limma_trend	0.0016551	0.0492917
limma_trend	T47D	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	down	False	wilcoxon_thesis_sided	-0.84476	-0.84476	0.999762	23	0.5	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend	0.999843	1
limma_trend	T47D	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	down	False	gsea	-0.967748	-0.690755	0.373626	34	0.5	sensitivity	two-sided gene-set permutation	IFI44,SRI,ARL4A,LGALS3BP,BST2,ISG15,TXNIP,NAMPT	limma_trend	0.373626	0.65625
limma_trend	T47D	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	down	False	mean_stat_perm	-3.21477	-0.690755	0.13986	34	0.5	sensitivity	two-sided gene-label permutation of mean statistic		limma_trend	0.20979	0.493767
limma_trend	T47D	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	down	False	wilcoxon_log2FC	-0.690755	-0.690755	0.000340848	34	0.5	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		limma_trend	0.0016551	0.0492917
limma_trend	T47D	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	down	False	wilcoxon_thesis_sided	-0.690755	-0.690755	0.999843	34	0.5	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend	0.999843	1
limma_trend	T47D	NHEJ_CORE	down	zero	False	gsea				0	1	sensitivity	two-sided gene-set permutation		limma_trend		
limma_trend	T47D	NHEJ_CORE	down	zero	False	mean_stat_perm				0	1	sensitivity	two-sided gene-label permutation of mean statistic		limma_trend		
limma_trend	T47D	NHEJ_CORE	down	zero	False	wilcoxon_log2FC				0	1	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		limma_trend		
limma_trend	T47D	NHEJ_CORE	down	zero	False	wilcoxon_thesis_sided				0	1	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend		
limma_trend	T47D	STING_AXIS	up	zero	False	gsea				0	1	sensitivity	two-sided gene-set permutation		limma_trend		
limma_trend	T47D	STING_AXIS	up	zero	False	mean_stat_perm				0	1	sensitivity	two-sided gene-label permutation of mean statistic		limma_trend		
limma_trend	T47D	STING_AXIS	up	zero	False	wilcoxon_log2FC				0	1	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		limma_trend		
limma_trend	T47D	STING_AXIS	up	zero	False	wilcoxon_thesis_sided				0	1	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend		
limma_trend	T47D	IFN	up	down	False	gsea	-1.20044	-2.05828	0.157842	7	1	sensitivity	two-sided gene-set permutation	BST2,ISG15,IFI6	limma_trend	0.270729	0.520897
limma_trend	T47D	IFN	up	down	False	mean_stat_perm	-9.14268	-2.05828	0.0819181	7	1	sensitivity	two-sided gene-label permutation of mean statistic		limma_trend	0.155844	0.440057
limma_trend	T47D	IFN	up	down	False	wilcoxon_log2FC	-2.05828	-2.05828	0.015625	7	1	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		limma_trend	0.0208333	0.219983
limma_trend	T47D	IFN	up	down	False	wilcoxon_thesis_sided	-2.05828	-2.05828	1	7	1	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend	1	1
limma_trend	T47D	APM	up	up	True	gsea		1.34738		1	1	sensitivity	two-sided gene-set permutation		limma_trend		
limma_trend	T47D	APM	up	up	True	mean_stat_perm		1.34738		1	1	sensitivity	two-sided gene-label permutation of mean statistic		limma_trend		
limma_trend	T47D	APM	up	up	True	wilcoxon_log2FC	1.34738	1.34738		1	1	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		limma_trend		
limma_trend	T47D	APM	up	up	True	wilcoxon_thesis_sided	1.34738	1.34738		1	1	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend		
limma_trend	T47D	REACTOME_NONHOMOLOGOUS_END_JOINING	down	zero	False	gsea				0	1	sensitivity	two-sided gene-set permutation		limma_trend		
limma_trend	T47D	REACTOME_NONHOMOLOGOUS_END_JOINING	down	zero	False	mean_stat_perm				0	1	sensitivity	two-sided gene-label permutation of mean statistic		limma_trend		
limma_trend	T47D	REACTOME_NONHOMOLOGOUS_END_JOINING	down	zero	False	wilcoxon_log2FC				0	1	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		limma_trend		
limma_trend	T47D	REACTOME_NONHOMOLOGOUS_END_JOINING	down	zero	False	wilcoxon_thesis_sided				0	1	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend		
limma_trend	T47D	REACTOME_STING_MEDIATED_INDUCTION	up	zero	False	gsea				0	1	sensitivity	two-sided gene-set permutation		limma_trend		
limma_trend	T47D	REACTOME_STING_MEDIATED_INDUCTION	up	zero	False	mean_stat_perm				0	1	sensitivity	two-sided gene-label permutation of mean statistic		limma_trend		
limma_trend	T47D	REACTOME_STING_MEDIATED_INDUCTION	up	zero	False	wilcoxon_log2FC				0	1	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		limma_trend		
limma_trend	T47D	REACTOME_STING_MEDIATED_INDUCTION	up	zero	False	wilcoxon_thesis_sided				0	1	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend		
limma_trend	T47D	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	down	False	gsea	-1.24727	-1.54742	0.118881	6	1	sensitivity	two-sided gene-set permutation	BST2,ISG15,IFI6	limma_trend	0.270729	0.457207
limma_trend	T47D	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	down	False	mean_stat_perm	-7.7567	-1.54742	0.15984	6	1	sensitivity	two-sided gene-label permutation of mean statistic		limma_trend	0.15984	0.520897
limma_trend	T47D	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	down	False	wilcoxon_log2FC	-1.54742	-1.54742	0.0625	6	1	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		limma_trend	0.0625	0.375771
limma_trend	T47D	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	down	False	wilcoxon_thesis_sided	-1.54742	-1.54742	0.984375	6	1	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend	1	1
limma_trend	T47D	REACTOME_INTERFERON_GAMMA_SIGNALING	up	up	True	gsea		1.34738		1	1	sensitivity	two-sided gene-set permutation		limma_trend		
limma_trend	T47D	REACTOME_INTERFERON_GAMMA_SIGNALING	up	up	True	mean_stat_perm		1.34738		1	1	sensitivity	two-sided gene-label permutation of mean statistic		limma_trend		
limma_trend	T47D	REACTOME_INTERFERON_GAMMA_SIGNALING	up	up	True	wilcoxon_log2FC	1.34738	1.34738		1	1	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		limma_trend		
limma_trend	T47D	REACTOME_INTERFERON_GAMMA_SIGNALING	up	up	True	wilcoxon_thesis_sided	1.34738	1.34738		1	1	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend		
limma_trend	T47D	REACTOME_CLASS_I_MHC_PEPTIDE_LOADING	up	up	True	gsea		1.34738		1	1	sensitivity	two-sided gene-set permutation		limma_trend		
limma_trend	T47D	REACTOME_CLASS_I_MHC_PEPTIDE_LOADING	up	up	True	mean_stat_perm		1.34738		1	1	sensitivity	two-sided gene-label permutation of mean statistic		limma_trend		
limma_trend	T47D	REACTOME_CLASS_I_MHC_PEPTIDE_LOADING	up	up	True	wilcoxon_log2FC	1.34738	1.34738		1	1	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		limma_trend		
limma_trend	T47D	REACTOME_CLASS_I_MHC_PEPTIDE_LOADING	up	up	True	wilcoxon_thesis_sided	1.34738	1.34738		1	1	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend		
limma_trend	T47D	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	down	False	gsea	-1.10811	-1.986	0.240759	8	1	sensitivity	two-sided gene-set permutation	IFI44,LGALS3BP,BST2,ISG15	limma_trend	0.270729	0.573
limma_trend	T47D	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	down	False	mean_stat_perm	-8.03891	-1.986	0.105894	8	1	sensitivity	two-sided gene-label permutation of mean statistic		limma_trend	0.155844	0.457207
limma_trend	T47D	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	down	False	wilcoxon_log2FC	-1.986	-1.986	0.0078125	8	1	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		limma_trend	0.015625	0.170777
limma_trend	T47D	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	down	False	wilcoxon_thesis_sided	-1.986	-1.986	1	8	1	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend	1	1
limma_trend	T47D	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	down	False	gsea	-1.02788	-1.81753	0.270729	10	1	sensitivity	two-sided gene-set permutation	SSPN,IFI27,BANK1,IFI35,IFI44,LGALS3BP,BST2,ISG15	limma_trend	0.270729	0.589362
limma_trend	T47D	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	down	False	mean_stat_perm	-7.15144	-1.81753	0.116883	10	1	sensitivity	two-sided gene-label permutation of mean statistic		limma_trend	0.155844	0.457207
limma_trend	T47D	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	down	False	wilcoxon_log2FC	-1.81753	-1.81753	0.00195312	10	1	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		limma_trend	0.0078125	0.0654199
limma_trend	T47D	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	down	False	wilcoxon_thesis_sided	-1.81753	-1.81753	1	10	1	sensitivity	one-sided Wilcoxon in the thesis direction		limma_trend	1	1
DESeq2	MCF7	NHEJ_CORE	down	up	False	gsea	1.0064	0.040328	0.238761	6	0	primary	two-sided gene-set permutation	XRCC5,XRCC6,XRCC4	parametric	0.355311	0.573
DESeq2	MCF7	NHEJ_CORE	down	up	False	mean_stat_perm	0.877824	0.040328	0.434565	6	0	primary	two-sided gene-label permutation of mean statistic		parametric	0.557143	0.701525
DESeq2	MCF7	NHEJ_CORE	down	up	False	wilcoxon_log2FC	0.040328	0.040328	0.6875	6	0	primary	two-sided Wilcoxon of gene log2FC vs 0		parametric	0.6875	0.886111
DESeq2	MCF7	NHEJ_CORE	down	up	False	wilcoxon_thesis_sided	0.040328	0.040328	0.71875	6	0	sensitivity	one-sided Wilcoxon in the thesis direction		parametric	0.99163	0.911914
DESeq2	MCF7	STING_AXIS	up	up	True	gsea	1.10433	0.207654	0.174825	4	0	primary	two-sided gene-set permutation	IRF3,CGAS,TBK1,STING1	parametric	0.355311	0.520897
DESeq2	MCF7	STING_AXIS	up	up	True	mean_stat_perm	1.22617	0.207654	0.365634	4	0	primary	two-sided gene-label permutation of mean statistic		parametric	0.557143	0.65625
