gene_set	human_symbol	mouse_symbol	in_claim6	note
HALLMARK_IFNG	ISG20	Isg20	False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	ISOC1		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	ITGB7		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	JAK2		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	KLRK1		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	LAP3		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	LATS2		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	LCP2		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	LGALS3BP		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	LY6E	Ly6e	False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	LYSMD2		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	MARCHF1		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	METTL7B		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	MT2A		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	MTHFD2		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	MVP		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	MX1	Mx1	True	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	MX2	Mx2	False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	MYD88		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	NAMPT		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	NCOA3		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	NFKB1		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	NFKBIA		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	NLRC5	Nlrc5	False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	NMI		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	NOD1		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	NUP93		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	OAS2	Oas2	True	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	OAS3	Oas3	False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	OASL	Oasl1	False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	OGFR		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	P2RY14		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	PARP12		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	PARP14		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	PDE4B		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	PELI1		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	PFKP		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	PIM1		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	PLA2G4A		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	PLSCR1		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	PML		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	PNP		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	PNPT1		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	PSMA2		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	PSMA3		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	PSMB10	Psmb10	False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	PSMB2		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	PSMB8	Psmb8	False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	PSMB9	Psmb9	False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	PSME1	Psme1	False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	PSME2	Psme2	False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	PTGS2		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	PTPN1		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	PTPN2		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	PTPN6		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	RAPGEF6		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	RBCK1		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	RIGI		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	RIPK1		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	RIPK2		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	RNF213		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	RNF31		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	RSAD2	Rsad2	False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	RTP4		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	SAMD9L		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	SAMHD1		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	SECTM1		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	SELP		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	SERPING1		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	SLAMF7		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	SLC25A28		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	SOCS1		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	SOCS3		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	SOD2		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	SP110		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	SPPL2A		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	SRI		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	SSPN		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	ST3GAL5		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	ST8SIA4		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	STAT1	Stat1	False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	STAT2	Stat2	False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	STAT3		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	STAT4		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	TAP1	Tap1	False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	TAPBP	Tapbp	False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	TDRD7		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	TNFAIP2		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	TNFAIP3		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	TNFAIP6		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	TNFSF10		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	TOR1B		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	TRAFD1		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	TRIM14		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	TRIM21	Trim21	False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	TRIM25		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	TRIM26		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	TXNIP		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	UBE2L6		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	UPP1		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	USP18	Usp18	False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	VAMP5		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	VAMP8		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	VCAM1		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	WARS1		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	XAF1	Xaf1	False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	XCL1		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	ZBP1		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	ZNFX1		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
