contrast_id	gene	n_treat	n_ctrl	mean_treat	mean_ctrl	log2fc	mw_p	welch_p	series	kind	species	note
GSE237361_UWB_olaparib_96h	HIF1A	4	4	5.82777	5.82433	0.00343771	0.885714	0.978849	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	HLA-A	4	4	7.28847	6.98911	0.299364	0.0285714	0.00956783	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	HLA-B	4	4	7.70802	6.32807	1.37995	0.0285714	1.92575e-05	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	HLA-C	4	4	7.18014	6.41276	0.767385	0.0285714	8.07449e-05	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	HLA-DMA	4	4	1.16858	0.724294	0.444286	0.0285714	0.0114306	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	HLA-DQA1	4	4	0	0	0	1	1	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	HLA-DRB1	4	4	0	0	0	1	1	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	HLA-G	4	4	1.70921	0.782345	0.926863	0.0285714	0.0242607	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	ICAM1	4	4	6.38643	5.27955	1.10688	0.0285714	6.30296e-06	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	IDO1	4	4	0.0972717	0	0.0972717	0.685714	0.391002	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	IFI27	4	4	8.55439	6.57785	1.97655	0.0285714	0.000448309	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	IFI30	4	4	0.686761	0.406306	0.280455	0.485714	0.390577	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	IFI35	4	4	3.44748	1.92841	1.51908	0.0285714	0.00062138	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	IFITM1	4	4	0.907088	0.0497808	0.857307	0.2	0.0674482	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	IFITM2	4	4	6.23608	5.60319	0.632888	0.0285714	0.00279186	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	IFITM3	4	4	9.79974	8.8332	0.966537	0.0285714	0.000185704	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	IFNAR2	4	4	4.0776	3.64619	0.431411	0.0285714	0.0462977	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	IL10RA	4	4	0.245487	0.13781	0.107676	0.885714	0.475426	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	IL15	4	4	1.78171	1.33273	0.448979	0.2	0.264642	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	IL15RA	4	4	2.82075	2.65848	0.162268	1	0.725817	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	IL18BP	4	4	0.820981	0.432031	0.388949	0.342857	0.195663	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	IL2RB	4	4	0	0	0	1	1	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	IL4R	4	4	5.04643	4.35803	0.688403	0.0285714	9.83396e-05	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	IL6	4	4	1.08062	0.0548195	1.0258	0.0285714	0.0168814	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	IL7	4	4	0.710086	0.196054	0.514032	0.0285714	0.00693081	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	IRF1	4	4	5.17036	3.78241	1.38795	0.0285714	0.000254895	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	IRF2	4	4	4.73179	4.44492	0.286874	0.0571429	0.0156956	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	IRF4	4	4	0	0	0	1	1	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	IRF5	4	4	2.79756	2.00126	0.796299	0.0571429	0.0156225	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	IRF8	4	4	0	0	0	1	1	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	IRF9	4	4	4.43676	3.50145	0.935306	0.0285714	0.0012655	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	ISOC1	4	4	4.19615	4.47493	-0.27878	0.485714	0.242486	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	ITGB7	4	4	0.101716	0.0438771	0.0578393	1	0.628656	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	JAK2	4	4	2.58264	2.18663	0.396015	0.0571429	0.0693028	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	KLRK1	4	4	0	0	0	1	1	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	LAMP3	4	4	4.22293	2.39378	1.82915	0.0285714	0.0017318	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	LAP3	4	4	5.84426	5.22705	0.617209	0.0285714	0.0294587	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	LATS2	4	4	4.24132	3.91441	0.326908	0.0285714	0.0253904	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	LCP2	4	4	0	0	0	1	1	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	LGALS3BP	4	4	7.38406	6.89789	0.486166	0.0285714	0.017251	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	LPAR6	4	4	0.238575	0	0.238575	0.342857	0.19235	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	LY6E	4	4	0.593504	0	0.593504	0.0285714	0.0203268	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	LYSMD2	4	4	2.59332	2.11978	0.47354	0.342857	0.21709	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	MARCHF1	4	4	2.02154	2.29075	-0.269203	0.485714	0.377883	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	METTL7B	4	4	2.17903	2.64437	-0.465339	0.0571429	0.0669249	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	MOV10	4	4	5.10332	4.93748	0.165836	0.342857	0.271183	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	MT2A	4	4	11.3728	11.3879	-0.015179	1	0.809839	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	MTHFD2	4	4	7.41124	7.20413	0.207106	0.114286	0.0705087	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	MVB12A	4	4	5.10466	5.31814	-0.213478	0.114286	0.0970765	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	MVP	4	4	5.53227	5.50569	0.0265744	1	0.787277	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	MYD88	4	4	4.26252	3.38179	0.880727	0.0285714	0.00598666	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	NAMPT	4	4	5.83982	5.46341	0.376408	0.0285714	0.00330035	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	NCOA3	4	4	6.34967	6.34198	0.00768983	1	0.873495	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	NCOA7	4	4	6.22141	6.00333	0.218075	0.2	0.132536	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	NFKB1	4	4	5.36761	5.02749	0.340115	0.0571429	0.0634768	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	NFKBIA	4	4	8.47007	7.4663	1.00376	0.0285714	2.1029e-05	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	NLRC5	4	4	2.31508	0.833205	1.48187	0.0285714	3.67237e-05	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	NMI	4	4	7.82018	7.41429	0.405882	0.0285714	0.00355656	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	NOD1	4	4	2.25694	2.05918	0.197761	1	0.620362	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	NUB1	4	4	6.8663	6.53153	0.33477	0.114286	0.0445362	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	NUP93	4	4	7.81167	7.73503	0.0766392	0.114286	0.0958782	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	OGFR	4	4	5.34798	4.58568	0.7623	0.0285714	0.000172218	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	P2RY14	4	4	0	0.0548195	-0.0548195	0.685714	0.391002	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	PARP12	4	4	5.46972	3.97902	1.4907	0.0285714	8.00872e-06	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	PARP14	4	4	8.5126	6.5486	1.96399	0.0285714	4.20067e-06	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	PARP9	4	4	6.56316	4.41487	2.14829	0.0285714	9.35646e-06	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	PDE4B	4	4	0	0	0	1	1	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	PELI1	4	4	5.65272	5.525	0.127714	0.342857	0.426728	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	PFKP	4	4	6.46335	6.524	-0.0606573	0.485714	0.410796	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	PIM1	4	4	3.08114	3.23621	-0.155074	0.685714	0.594174	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	PLA2G4A	4	4	1.31888	1.28233	0.0365433	0.885714	0.851869	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	PLSCR1	4	4	7.16367	5.56905	1.59462	0.0285714	4.02526e-06	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	PML	4	4	6.44242	5.34868	1.09373	0.0285714	1.65812e-05	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	PNP	4	4	6.37367	6.27924	0.0944286	1	0.505332	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	PNPT1	4	4	6.28221	5.50889	0.773328	0.0285714	0.000656315	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	PROCR	4	4	2.19059	1.5613	0.629281	0.0285714	0.107491	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	PSMA2	4	4	1.17775	1.21394	-0.0361884	0.885714	0.890013	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	PSMA3	4	4	6.22532	6.34564	-0.120321	0.2	0.574338	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	PSMB10	4	4	0	0	0	1	1	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	PSMB2	4	4	7.82115	7.95047	-0.129318	0.342857	0.336693	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	PSMB8	4	4	5.12718	4.253	0.874183	0.0285714	0.00632011	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	PSMB9	4	4	3.80527	1.91366	1.89161	0.0285714	1.35609e-05	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	PSME1	4	4	7.90867	7.68315	0.225521	0.114286	0.0590309	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	PSME2	4	4	7.13532	6.84767	0.287645	0.0285714	7.01716e-05	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	PTGS2	4	4	0.562671	0.784036	-0.221364	0.885714	0.480863	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	PTPN1	4	4	8.35399	8.17074	0.183247	0.0285714	0.0464446	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	PTPN2	4	4	5.46778	5.30708	0.160705	0.114286	0.126956	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	PTPN6	4	4	3.38176	3.56722	-0.185469	0.485714	0.428	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	RAPGEF6	4	4	1.0867	1.25366	-0.166961	0.685714	0.57938	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	RBCK1	4	4	8.01566	7.63464	0.381021	0.0285714	0.0344645	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	RIPK1	4	4	4.55076	4.24439	0.306364	0.0285714	0.00855209	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	RIPK2	4	4	5.78267	5.31892	0.463751	0.0285714	0.00240471	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	RNF213	4	4	6.26542	5.85496	0.410469	0.0571429	0.036632	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	RNF31	4	4	0.107922	0	0.107922	0.342857	0.181714	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	RTP4	4	4	2.65807	0.85519	1.80288	0.0285714	0.00298971	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	SAMD9	4	4	6.10364	3.65619	2.44745	0.0285714	0.000274665	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	SAMD9L	4	4	4.66735	2.49813	2.16922	0.0285714	2.31251e-06	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	SAMHD1	4	4	6.61556	4.88161	1.73395	0.0285714	0.000573478	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	SECTM1	4	4	4.97047	4.14617	0.824292	0.0285714	0.0202208	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	SELL	4	4	2.90658	1.70996	1.19662	0.0285714	0.0117453	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	SELP	4	4	0.0972717	0.0548195	0.0424522	1	0.720259	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	SERPING1	4	4	1.1821	0.840276	0.341824	0.2	0.185513	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	SLAMF7	4	4	0	0	0	1	1	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	SLC25A28	4	4	4.2132	3.81674	0.396456	0.0285714	0.0364078	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	SOCS1	4	4	0.454667	0.227986	0.226681	0.485714	0.41886	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	SOCS3	4	4	3.76314	3.58911	0.174036	1	0.465728	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	SOD2	4	4	6.11107	5.09825	1.01282	0.0285714	0.00172661	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	SP110	4	4	6.34377	4.45475	1.88901	0.0285714	4.77664e-06	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	SPPL2A	4	4	4.26627	4.28844	-0.0221662	1	0.845922	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	SRI	4	4	6.1005	6.29151	-0.191014	0.2	0.346975	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	SSPN	4	4	5.39445	6.05782	-0.663376	0.0285714	0.00487962	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	ST3GAL5	4	4	1.297	1.19484	0.102154	0.685714	0.756969	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	ST8SIA4	4	4	0.50806	0.457749	0.0503106	0.685714	0.844573	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	STAT3	4	4	7.63613	7.32317	0.312961	0.0285714	0.0105675	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	STAT4	4	4	0.311742	0.13682	0.174922	0.342857	0.299567	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
GSE237361_UWB_olaparib_96h	TAP1	4	4	4.61141	2.77185	1.83956	0.0285714	1.74815e-06	GSE237361	acute PARPi	human	UWB1.289 BRCA1-mutant, olaparib 3.5 uM vs DMSO, 96h, n=4. Counts to CPM.
