contrast_id	gene	n_treat	n_ctrl	mean_treat	mean_ctrl	log2fc	mw_p	welch_p	series	kind	species	note
GSE233820_SBC5_PARPi_0Gy	NOD1	3	3	7.35544	7.33251	0.0229359	1	0.947088	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	NUB1	3	3	11.4524	12.1352	-0.682749	0.7	0.286604	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	NUP93	3	3	9.35614	9.67125	-0.315113	0.7	0.555239	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	OGFR	3	3	8.05092	8.57094	-0.520029	0.7	0.46492	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	P2RY14	3	3	6.36402	6.24791	0.116108	1	0.646371	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	PARP12	3	3	6.09335	5.69001	0.403336	0.7	0.392906	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	PARP14	3	3	9.30135	9.64028	-0.338936	0.7	0.54156	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	PARP9	3	3	6.40921	5.82484	0.584362	0.7	0.306078	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	PDE4B	3	3	5.4244	4.71425	0.710156	0.7	0.391411	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	PELI1	3	3	8.31057	8.99129	-0.680726	0.7	0.303976	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	PFKP	3	3	10.6632	11.4195	-0.756352	0.7	0.339285	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	PIM1	3	3	7.05214	7.70969	-0.657558	0.7	0.326033	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	PLA2G4A	3	3	5.17387	3.70976	1.46411	0.4	0.264738	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	PLSCR1	3	3	6.64278	6.72097	-0.0781879	1	0.836438	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	PML	3	3	8.19409	8.58153	-0.387448	0.4	0.147808	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	PNP	3	3	7.75247	8.6222	-0.869725	0.4	0.254151	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	PNPT1	3	3	10.5632	11.1449	-0.581707	0.7	0.340722	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	PROCR	3	3	9.82907	10.2819	-0.45283	0.7	0.49769	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	PSMA2	3	3	10.698	11.108	-0.409952	0.7	0.499865	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	PSMA3	3	3	8.91086	9.47776	-0.566901	0.7	0.276494	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	PSMB10	3	3	5.78264	6.1815	-0.39886	0.7	0.587809	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	PSMB2	3	3	9.28996	10.2458	-0.95584	0.2	0.169224	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	PSMB8	3	3	3.91556	1.76949	2.14607	0.2	0.157706	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	PSMB9	3	3	7.22975	7.13578	0.0939698	1	0.664521	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	PSME1	3	3	8.65099	9.45197	-0.800986	0.4	0.23557	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	PSME2	3	3	7.80175	8.30639	-0.504639	0.7	0.494747	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	PTGS2	3	3	5.17264	4.35894	0.8137	0.4	0.196725	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	PTPN1	3	3	8.79941	9.30495	-0.505541	0.7	0.402232	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	PTPN2	3	3	9.77203	10.2611	-0.489046	0.7	0.369113	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	PTPN6	3	3	8.9929	9.62451	-0.631612	0.7	0.371625	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	RAPGEF6	3	3	10.0682	10.611	-0.542784	0.7	0.350166	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	RBCK1	3	3	6.77172	7.35295	-0.581234	0.1	0.0703773	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	RIPK1	3	3	8.44836	8.48866	-0.0403023	1	0.864807	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	RIPK2	3	3	8.58524	9.23243	-0.647196	0.7	0.318155	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	RNF213	3	3	12.399	12.9299	-0.530868	0.7	0.358306	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	RNF31	3	3	6.90323	6.99268	-0.0894486	1	0.879724	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	RTP4	3	3	2.9443	0	2.9443	0.4	0.184097	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	SAMD9	3	3	4.54728	1.10731	3.43997	0.4	0.272153	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	SAMD9L	3	3	6.25168	3.46277	2.78891	0.1	0.0556172	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	SAMHD1	3	3	10.2077	9.23985	0.967886	0.1	0.10813	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	SECTM1	3	3	4.59651	0	4.59651	0.1	0.0457729	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	SELL	3	3	4.87036	0	4.87036	0.1	0.0422263	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	SELP	3	3	4.03943	1.60245	2.43698	0.7	0.355997	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	SERPING1	3	3	6.98579	5.63921	1.34658	0.1	0.0353833	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	SLAMF7	3	3	5.62858	4.52291	1.10567	0.7	0.394343	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	SLC25A28	3	3	5.98102	6.42316	-0.442138	0.7	0.481318	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	SOCS1	3	3	2.95679	1.44064	1.51615	0.1	0.160708	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	SOCS3	3	3	5.64239	5.36416	0.278234	1	0.47853	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	SP110	3	3	8.14389	8.42826	-0.284368	0.7	0.502719	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	SPPL2A	3	3	10.2738	10.6168	-0.342967	0.7	0.427736	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	SRI	3	3	9.0506	9.47069	-0.420096	0.7	0.507855	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	SSPN	3	3	5.65134	2.79525	2.85609	0.1	0.0748088	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	ST3GAL5	3	3	9.8899	9.67914	0.210755	0.1	0.0685815	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	ST8SIA4	3	3	5.64517	4.23888	1.40629	0.4	0.237363	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	STAT3	3	3	9.60423	9.99682	-0.392597	0.4	0.337883	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	STAT4	3	3	3.67542	2.46625	1.20917	0.7	0.58069	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	TAP1	3	3	6.76038	7.09038	-0.330001	0.4	0.445054	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	TAPBP	3	3	8.96733	9.68204	-0.714701	0.4	0.28113	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	TDRD7	3	3	8.1122	8.52931	-0.417116	0.4	0.410413	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	TENT5A	3	3	8.79504	9.23308	-0.438041	0.7	0.438264	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	TMEM140	3	3	6.4023	6.38858	0.013719	1	0.95963	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	TNFAIP2	3	3	5.12148	3.34988	1.77161	0.4	0.265402	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	TNFAIP3	3	3	6.342	6.16167	0.18033	1	0.670439	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	TNFAIP6	3	3	2.53578	0	2.53578	0.4	0.239193	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	TNFSF10	3	3	5.44219	2.56663	2.87556	0.1	0.15246	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	TOR1B	3	3	7.78656	8.26935	-0.482791	0.7	0.440108	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	TRAFD1	3	3	8.84195	9.2566	-0.414652	0.7	0.502953	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	TRIM14	3	3	8.35766	8.87935	-0.521687	0.7	0.399589	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	TRIM21	3	3	7.6986	7.92932	-0.230723	0.7	0.639782	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	TRIM25	3	3	10.3331	10.9802	-0.647086	0.7	0.364948	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	TRIM26	3	3	7.72493	7.82946	-0.104522	0.7	0.860805	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	TRIM5	3	3	8.38271	8.65769	-0.274982	0.4	0.36929	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
