cell_index_1based	gene	count
443057	TACSTD2	1
443158	CLDN4	1
443181	CLDN4	1
443229	CLDN4	1
443241	TACSTD2	1
443270	CLDN4	1
443305	TACSTD2	1
443314	TACSTD2	1
443340	CLDN4	1
443431	CLDN4	1
443476	TACSTD2	1
443524	TACSTD2	1
443608	CLDN4	1
443659	TACSTD2	1
443663	TACSTD2	1
443675	TACSTD2	1
443697	TACSTD2	1
443772	TACSTD2	1
443810	TACSTD2	2
443876	CLDN4	1
443927	TACSTD2	1
443937	TACSTD2	1
443963	TACSTD2	1
443989	TACSTD2	1
444020	TACSTD2	1
444026	TACSTD2	1
444029	TACSTD2	1
444030	TACSTD2	1
444073	TACSTD2	1
444074	CLDN4	1
444127	CLDN4	1
444172	TACSTD2	1
444215	CLDN4	1
444300	TACSTD2	1
444345	TACSTD2	1
444383	TACSTD2	1
444385	CLDN4	1
444386	TACSTD2	1
444444	CLDN4	1
444517	TACSTD2	1
444521	CLDN4	1
444658	CLDN4	1
444664	CLDN4	1
444696	TACSTD2	3
444718	TACSTD2	1
444720	CLDN4	1
444730	TACSTD2	1
444753	CLDN4	1
444785	TACSTD2	1
444787	TACSTD2	3
444854	TACSTD2	5
444869	TACSTD2	2
444900	TACSTD2	2
444912	TACSTD2	1
444917	TACSTD2	1
444950	CLDN4	1
444954	TACSTD2	6
444977	CLDN4	1
445020	TACSTD2	1
445047	TACSTD2	1
445048	TACSTD2	6
445063	TACSTD2	1
445072	TACSTD2	1
445082	TACSTD2	31
445094	TACSTD2	17
445095	CLDN4	1
445096	TACSTD2	2
445118	CLDN4	1
445154	TACSTD2	4
445170	TACSTD2	1
445188	TACSTD2	1
445219	TACSTD2	1
445220	TACSTD2	1
445245	TACSTD2	3
449447	TACSTD2	1
449460	TACSTD2	1
449472	TACSTD2	2
449478	TACSTD2	12
449482	CLDN4	1
449579	TACSTD2	13
449593	TACSTD2	1
449614	TACSTD2	21
449625	TACSTD2	1
449629	TACSTD2	6
449643	TACSTD2	1
449672	CLDN4	1
449773	TACSTD2	1
449828	TACSTD2	1
449838	CLDN4	1
449839	CLDN4	1
449917	TACSTD2	1
449961	TACSTD2	1
450095	TACSTD2	12
450118	TACSTD2	1
450175	TACSTD2	1
450301	TACSTD2	1
450392	TACSTD2	1
450500	CLDN4	1
450563	CLDN4	1
450648	CLDN4	1
450718	CLDN4	1
450817	CLDN4	1
450856	CLDN4	1
451073	CLDN4	1
451148	CLDN4	1
451167	CLDN4	1
451268	TACSTD2	1
451294	TACSTD2	1
451355	TACSTD2	1
451364	TACSTD2	1
451387	TACSTD2	4
451404	TACSTD2	1
451436	CLDN4	1
451621	CLDN4	1
451703	CLDN4	1
451759	CLDN4	1
451851	TACSTD2	1
452033	CLDN4	1
452128	TACSTD2	1
452235	TACSTD2	1
452299	TACSTD2	1
452381	CLDN4	1
452407	TACSTD2	1
452473	TACSTD2	1
452647	CLDN4	1
452660	TACSTD2	1
452725	TACSTD2	1
452731	CLDN4	1
452759	TACSTD2	1
452841	CLDN4	1
452950	TACSTD2	1
453005	TACSTD2	1
453017	CLDN4	1
453076	CLDN4	1
453141	TACSTD2	1
453245	CLDN4	1
453364	CLDN4	1
453367	CLDN4	1
453451	TACSTD2	1
453506	CLDN4	1
453527	CLDN4	1
453545	TACSTD2	2
453553	CLDN4	1
453558	CLDN4	1
453562	TACSTD2	1
453576	TACSTD2	1
453586	TACSTD2	1
453587	CLDN4	1
453595	TACSTD2	2
453598	TACSTD2	1
453619	TACSTD2	1
453627	CLDN4	1
453629	TACSTD2	5
453635	CLDN4	2
453636	TACSTD2	1
453640	TACSTD2	7
453658	CLDN4	1
453690	TACSTD2	1
453691	TACSTD2	12
453699	TACSTD2	1
453728	TACSTD2	3
453811	CLDN4	1
453815	TACSTD2	3
453818	TACSTD2	1
453828	TACSTD2	3
453842	TACSTD2	1
453846	TACSTD2	2
453881	TACSTD2	1
453890	TACSTD2	1
453912	TACSTD2	1
453927	TACSTD2	1
453949	TACSTD2	1
453971	TACSTD2	1
454005	TACSTD2	2
454026	TACSTD2	1
454048	TACSTD2	1
454063	TACSTD2	1
454085	TACSTD2	1
454092	TACSTD2	2
454764	CLDN4	1
455536	TACSTD2	1
455603	TACSTD2	1
455613	TACSTD2	1
456264	TACSTD2	1
456552	TACSTD2	1
456584	TACSTD2	1
457006	CLDN4	1
457128	TACSTD2	3
457159	TACSTD2	1
457201	CLDN4	1
457482	CLDN4	1
457569	TACSTD2	1
457672	TACSTD2	1
457705	TACSTD2	1
457753	TACSTD2	2
457986	CLDN4	1
458072	TACSTD2	1
458203	TACSTD2	1
458408	TACSTD2	1
458434	TACSTD2	1
458537	TACSTD2	1
458543	CLDN4	1
459021	TACSTD2	3
459047	TACSTD2	1
459148	TACSTD2	1
459234	TACSTD2	2
459241	TACSTD2	1
459317	TACSTD2	1
459318	TACSTD2	15
459369	TACSTD2	15
459456	TACSTD2	11
459628	TACSTD2	7
459734	TACSTD2	3
459805	TACSTD2	3
459982	TACSTD2	1
462300	TACSTD2	1
463122	CLDN4	2
463154	CLDN4	1
463331	CLDN4	1
463786	TACSTD2	1
466217	TACSTD2	1
466229	TACSTD2	6
466250	TACSTD2	2
466260	TACSTD2	6
466300	TACSTD2	7
466314	TACSTD2	3
466386	TACSTD2	24
466441	TACSTD2	22
466537	CLDN4	1
466551	TACSTD2	15
466587	TACSTD2	10
466591	TACSTD2	7
466625	TACSTD2	45
466629	TACSTD2	33
466637	TACSTD2	2
466744	TACSTD2	1
466750	CLDN4	1
466752	TACSTD2	1
466777	TACSTD2	1
466843	TACSTD2	1
466949	TACSTD2	1
466992	CLDN4	1
467072	TACSTD2	1
467072	CLDN4	1
467117	TACSTD2	1
467126	CLDN4	1
467135	CLDN4	1
467162	CLDN4	1
467239	TACSTD2	1
467295	TACSTD2	1
467370	TACSTD2	1
467389	CLDN4	1
467449	TACSTD2	1
467484	CLDN4	1
467583	TACSTD2	1
467596	CLDN4	1
467634	CLDN4	1
467642	CLDN4	1
467652	TACSTD2	1
467763	TACSTD2	1
467972	CLDN4	1
467979	TACSTD2	1
468010	CLDN4	1
468022	CLDN4	1
468030	CLDN4	1
468091	CLDN4	1
468154	CLDN4	1
468191	TACSTD2	1
468193	TACSTD2	1
468201	CLDN4	1
468375	CLDN4	1
468518	CLDN4	1
468520	CLDN4	1
468555	CLDN4	1
468582	CLDN4	1
468596	TACSTD2	1
468662	TACSTD2	1
468686	CLDN4	1
468687	CLDN4	1
468746	TACSTD2	1
468810	CLDN4	1
468900	CLDN4	1
469001	CLDN4	1
469084	TACSTD2	1
469086	CLDN4	1
469139	CLDN4	3
469167	TACSTD2	1
469237	TACSTD2	1
469252	TACSTD2	1
469256	CLDN4	1
469266	CLDN4	1
469288	CLDN4	1
469300	TACSTD2	1
469311	TACSTD2	1
469332	CLDN4	1
469350	CLDN4	1
469368	CLDN4	1
469378	TACSTD2	1
469453	CLDN4	1
469491	TACSTD2	1
469573	TACSTD2	1
469724	TACSTD2	1
469759	CLDN4	1
469815	CLDN4	1
469837	TACSTD2	1
469850	TACSTD2	1
469852	TACSTD2	1
469869	CLDN4	1
469977	TACSTD2	1
469991	TACSTD2	1
469993	CLDN4	1
470001	CLDN4	1
470126	CLDN4	1
470134	CLDN4	1
470136	CLDN4	1
470156	TACSTD2	1
470272	TACSTD2	1
470280	CLDN4	1
470315	CLDN4	1
470321	TACSTD2	1
470341	TACSTD2	1
470379	CLDN4	1
470405	CLDN4	1
470513	CLDN4	2
470544	TACSTD2	1
470584	CLDN4	1
470670	CLDN4	1
470715	CLDN4	1
470731	CLDN4	1
470757	CLDN4	1
470767	CLDN4	1
470830	TACSTD2	11
470856	CLDN4	1
470922	CLDN4	1
470951	TACSTD2	1
470955	TACSTD2	6
470966	TACSTD2	1
470968	TACSTD2	1
470971	TACSTD2	1
470993	CLDN4	1
470994	CLDN4	1
471008	TACSTD2	1
471014	CLDN4	1
471068	CLDN4	1
471086	TACSTD2	1
471110	CLDN4	1
471136	TACSTD2	22
471171	TACSTD2	1
471191	CLDN4	1
471205	CLDN4	1
471232	CLDN4	1
471245	TACSTD2	1
471294	TACSTD2	1
471309	CLDN4	1
471342	TACSTD2	1
471349	TACSTD2	4
471372	TACSTD2	1
471393	TACSTD2	1
471428	TACSTD2	26
471432	TACSTD2	38
471434	CLDN4	1
471437	TACSTD2	2
471452	CLDN4	1
471456	TACSTD2	1
471462	TACSTD2	1
471478	TACSTD2	1
471500	TACSTD2	1
471505	CLDN4	1
471545	TACSTD2	1
471550	TACSTD2	12
471564	TACSTD2	1
471568	TACSTD2	1
471576	CLDN4	1
471582	TACSTD2	1
471638	TACSTD2	1
471645	TACSTD2	1
471659	TACSTD2	1
471678	CLDN4	1
471733	TACSTD2	1
471746	TACSTD2	1
471754	TACSTD2	2
471761	TACSTD2	1
471766	TACSTD2	4
471777	CLDN4	1
471790	CLDN4	1
471795	CLDN4	1
471827	CLDN4	1
471865	CLDN4	1
471866	CLDN4	1
471872	TACSTD2	6
471886	CLDN4	1
471925	CLDN4	1
471931	TACSTD2	1
471963	TACSTD2	1
471988	TACSTD2	1
471992	CLDN4	1
471996	CLDN4	1
472003	CLDN4	1
472065	CLDN4	1
472078	CLDN4	1
472081	CLDN4	1
472084	CLDN4	1
472105	TACSTD2	1
472108	TACSTD2	2
472160	TACSTD2	1
472250	CLDN4	1
472273	CLDN4	1
472293	CLDN4	1
472332	CLDN4	1
472400	TACSTD2	1
472412	TACSTD2	1
472427	CLDN4	1
472433	TACSTD2	1
472436	CLDN4	1
472457	CLDN4	1
478544	TACSTD2	16
478545	TACSTD2	1
478546	TACSTD2	6
478582	TACSTD2	1
478626	TACSTD2	1
478665	TACSTD2	12
478781	TACSTD2	8
478812	TACSTD2	5
478850	TACSTD2	1
478857	TACSTD2	3
478873	TACSTD2	7
478934	TACSTD2	4
478939	TACSTD2	5
479009	CLDN4	2
479024	TACSTD2	10
479034	TACSTD2	3
479036	TACSTD2	2
479060	TACSTD2	1
479074	TACSTD2	1
479087	TACSTD2	9
479093	TACSTD2	1
479102	TACSTD2	12
479105	TACSTD2	9
479117	TACSTD2	1
479198	TACSTD2	1
479203	TACSTD2	1
479230	TACSTD2	1
479239	TACSTD2	1
479246	CLDN4	1
479264	TACSTD2	1
479316	CLDN4	1
479338	CLDN4	1
479353	TACSTD2	1
479354	TACSTD2	1
479356	TACSTD2	1
479356	CLDN4	1
479361	TACSTD2	1
479361	CLDN4	1
479400	TACSTD2	1
479401	TACSTD2	1
479414	TACSTD2	1
479434	TACSTD2	1
479466	TACSTD2	2
479466	CLDN4	1
479500	TACSTD2	1
479517	CLDN4	1
479524	TACSTD2	1
479534	TACSTD2	1
479570	CLDN4	1
479575	CLDN4	1
479620	CLDN4	1
479702	CLDN4	1
479751	CLDN4	1
479764	CLDN4	1
479777	CLDN4	1
479790	CLDN4	1
479815	CLDN4	1
479843	TACSTD2	1
479856	CLDN4	1
479878	TACSTD2	1
479948	TACSTD2	1
479962	TACSTD2	1
479987	CLDN4	1
480004	TACSTD2	1
480042	TACSTD2	1
480044	CLDN4	1
480058	TACSTD2	1
480100	CLDN4	1
480146	TACSTD2	1
480181	TACSTD2	1
480195	CLDN4	1
480219	CLDN4	1
480265	TACSTD2	1
480309	TACSTD2	1
480318	CLDN4	1
480407	TACSTD2	1
480409	TACSTD2	1
480444	CLDN4	1
480466	TACSTD2	1
480482	TACSTD2	1
480488	CLDN4	1
480493	CLDN4	1
480500	TACSTD2	1
480537	CLDN4	1
480575	CLDN4	1
480650	CLDN4	1
480660	TACSTD2	1
480661	TACSTD2	1
480663	CLDN4	1
480682	CLDN4	1
480753	CLDN4	1
480790	CLDN4	2
480808	CLDN4	2
480845	TACSTD2	1
480879	TACSTD2	1
480929	CLDN4	1
480963	CLDN4	1
481028	TACSTD2	1
481094	CLDN4	1
481111	CLDN4	1
481113	TACSTD2	1
481114	TACSTD2	1
481150	CLDN4	1
481192	CLDN4	1
481204	CLDN4	1
481221	CLDN4	1
481227	CLDN4	1
481233	TACSTD2	1
481234	CLDN4	1
481236	CLDN4	1
481264	CLDN4	1
481271	TACSTD2	1
481289	CLDN4	1
481294	TACSTD2	1
481376	CLDN4	1
481386	CLDN4	1
481406	TACSTD2	1
481450	TACSTD2	1
481474	CLDN4	1
481539	TACSTD2	1
481548	TACSTD2	1
481582	TACSTD2	1
481626	CLDN4	1
481674	TACSTD2	1
481697	TACSTD2	1
481716	TACSTD2	1
481717	TACSTD2	1
481719	TACSTD2	2
481732	TACSTD2	1
481770	TACSTD2	2
481771	TACSTD2	2
481771	CLDN4	1
481868	TACSTD2	1
481875	TACSTD2	1
481891	TACSTD2	1
481896	TACSTD2	1
481908	TACSTD2	1
481908	CLDN4	4
481920	TACSTD2	1
481923	TACSTD2	1
482029	TACSTD2	1
482054	CLDN4	1
482073	CLDN4	1
482074	TACSTD2	1
482097	CLDN4	2
482107	CLDN4	1
482144	CLDN4	1
482165	CLDN4	1
482192	TACSTD2	1
482231	TACSTD2	2
482263	CLDN4	1
482270	TACSTD2	1
482273	CLDN4	1
482304	CLDN4	1
482313	CLDN4	1
482358	TACSTD2	1
482367	TACSTD2	1
482369	CLDN4	1
482370	CLDN4	1
482379	TACSTD2	1
482434	TACSTD2	1
482521	CLDN4	1
482535	CLDN4	1
482550	TACSTD2	1
482556	TACSTD2	1
482599	TACSTD2	1
482612	TACSTD2	1
482630	TACSTD2	1
482669	TACSTD2	1
482689	CLDN4	1
482690	TACSTD2	5
482693	TACSTD2	1
482699	TACSTD2	4
482705	TACSTD2	2
482707	TACSTD2	2
482707	CLDN4	2
482714	TACSTD2	1
482733	TACSTD2	2
482758	TACSTD2	1
482775	TACSTD2	1
482806	CLDN4	1
482820	TACSTD2	1
482843	CLDN4	1
482845	TACSTD2	1
482860	TACSTD2	1
482861	TACSTD2	1
482915	TACSTD2	1
482942	TACSTD2	1
482943	TACSTD2	3
482948	TACSTD2	1
482953	TACSTD2	1
482999	TACSTD2	1
483058	CLDN4	1
483084	CLDN4	1
483087	TACSTD2	1
483090	CLDN4	2
483094	TACSTD2	9
483132	CLDN4	1
483142	TACSTD2	2
483151	TACSTD2	12
483158	TACSTD2	1
483165	TACSTD2	4
483174	TACSTD2	1
483196	CLDN4	1
483239	TACSTD2	1
483241	TACSTD2	1
483242	TACSTD2	10
483246	TACSTD2	1
483266	TACSTD2	1
483269	CLDN4	8
483275	CLDN4	1
483554	TACSTD2	1
483751	CLDN4	1
483876	TACSTD2	1
483990	TACSTD2	1
484011	CLDN4	1
484094	TACSTD2	1
484100	TACSTD2	1
484280	TACSTD2	1
484402	TACSTD2	1
484536	CLDN4	1
484787	TACSTD2	1
484857	TACSTD2	1
485339	TACSTD2	2
485685	TACSTD2	1
485690	CLDN4	1
485752	TACSTD2	1
485775	TACSTD2	1
485860	TACSTD2	1
485877	TACSTD2	1
485877	CLDN4	1
486138	CLDN4	1
486621	CLDN4	1
486671	TACSTD2	1
486754	TACSTD2	1
487112	TACSTD2	14
487248	TACSTD2	1
487254	TACSTD2	3
487263	TACSTD2	1
487274	TACSTD2	1
487346	CLDN4	1
487375	TACSTD2	1
487385	CLDN4	1
487401	TACSTD2	19
487424	TACSTD2	1
487451	TACSTD2	24
487464	TACSTD2	1
487484	TACSTD2	9
487531	TACSTD2	2
487570	TACSTD2	5
487585	TACSTD2	10
487613	TACSTD2	1
487648	TACSTD2	3
487718	TACSTD2	1
487732	TACSTD2	1
487822	TACSTD2	1
487823	TACSTD2	1
487876	TACSTD2	1
488529	TACSTD2	1
489660	CLDN4	1
491306	TACSTD2	1
491317	TACSTD2	2
491338	TACSTD2	4
491392	TACSTD2	1
491396	CLDN4	2
491496	TACSTD2	5
491499	TACSTD2	14
491616	TACSTD2	1
491618	CLDN4	1
491623	TACSTD2	1
491624	TACSTD2	7
491707	TACSTD2	9
491807	CLDN4	1
491816	TACSTD2	1
491856	TACSTD2	10
491873	TACSTD2	1
491934	TACSTD2	1
491936	TACSTD2	1
491948	TACSTD2	1
493562	TACSTD2	1
496944	TACSTD2	1
496999	TACSTD2	2
497035	TACSTD2	1
497059	TACSTD2	4
497110	TACSTD2	1
497123	TACSTD2	1
497142	TACSTD2	1
497153	TACSTD2	1
497211	TACSTD2	24
497450	TACSTD2	1
497986	CLDN4	1
498522	TACSTD2	1
498865	TACSTD2	1
499325	TACSTD2	1
499549	TACSTD2	1
499591	TACSTD2	1
499660	TACSTD2	1
500474	CLDN4	1
500573	TACSTD2	1
500730	CLDN4	1
501620	TACSTD2	1
501640	TACSTD2	1
501650	CLDN4	1
501699	TACSTD2	1
501709	TACSTD2	5
501720	TACSTD2	36
501746	TACSTD2	17
501813	TACSTD2	13
501830	TACSTD2	5
501848	TACSTD2	28
501858	TACSTD2	2
501861	TACSTD2	13
501897	TACSTD2	17
501907	TACSTD2	3
501917	TACSTD2	3
501947	TACSTD2	2
501950	TACSTD2	1
502007	TACSTD2	1
502054	TACSTD2	1
502072	TACSTD2	1
502082	TACSTD2	1
502090	TACSTD2	1
502093	TACSTD2	1
502187	TACSTD2	19
505697	TACSTD2	1
508078	CLDN4	1
509686	TACSTD2	32
509687	TACSTD2	3
509696	TACSTD2	1
509700	TACSTD2	1
509754	TACSTD2	2
509761	TACSTD2	1
509769	TACSTD2	1
509836	TACSTD2	1
509847	TACSTD2	2
509848	TACSTD2	1
509877	TACSTD2	1
509886	TACSTD2	1
509889	TACSTD2	6
509914	TACSTD2	17
509947	TACSTD2	1
509962	CLDN4	1
509976	TACSTD2	1
509978	CLDN4	1
510022	CLDN4	1
510028	TACSTD2	3
510048	TACSTD2	1
510049	CLDN4	1
510060	CLDN4	1
510069	TACSTD2	1
510073	TACSTD2	1
510098	TACSTD2	1
510117	TACSTD2	1
510117	CLDN4	1
510169	TACSTD2	1
510214	TACSTD2	1
510237	TACSTD2	1
510269	CLDN4	1
510273	CLDN4	1
510277	CLDN4	1
510310	TACSTD2	1
510377	CLDN4	1
510405	CLDN4	1
510477	CLDN4	1
510488	TACSTD2	1
510491	CLDN4	1
510537	CLDN4	1
510544	TACSTD2	1
510548	CLDN4	1
510591	TACSTD2	1
510597	TACSTD2	1
510617	CLDN4	1
510648	CLDN4	1
510673	TACSTD2	1
510674	TACSTD2	1
510692	TACSTD2	1
510694	TACSTD2	1
510731	TACSTD2	1
510754	TACSTD2	1
510827	TACSTD2	1
510830	CLDN4	1
510833	CLDN4	1
510849	CLDN4	1
510881	TACSTD2	1
510883	CLDN4	1
510910	TACSTD2	1
510920	TACSTD2	1
510960	TACSTD2	1
510970	TACSTD2	1
511149	CLDN4	1
511237	TACSTD2	1
511261	CLDN4	1
511268	TACSTD2	1
511303	TACSTD2	1
511365	TACSTD2	1
511379	TACSTD2	1
511385	CLDN4	1
511388	TACSTD2	1
511390	TACSTD2	1
511392	CLDN4	1
511429	TACSTD2	1
511440	TACSTD2	1
511498	TACSTD2	1
511557	CLDN4	1
511616	CLDN4	1
511618	TACSTD2	1
511646	CLDN4	1
511669	TACSTD2	1
511716	CLDN4	1
511723	CLDN4	1
511750	TACSTD2	1
511761	CLDN4	1
511799	TACSTD2	1
511804	TACSTD2	1
511856	TACSTD2	1
511874	TACSTD2	1
511911	TACSTD2	1
511913	CLDN4	1
511924	CLDN4	1
511983	CLDN4	1
511996	CLDN4	1
512002	TACSTD2	1
512012	CLDN4	1
512035	TACSTD2	1
512037	TACSTD2	1
512073	CLDN4	1
512075	TACSTD2	1
512089	TACSTD2	2
512100	TACSTD2	7
512110	TACSTD2	3
512135	TACSTD2	1
512137	TACSTD2	1
512152	TACSTD2	11
512152	CLDN4	1
512164	TACSTD2	1
512169	TACSTD2	1
512179	TACSTD2	7
512182	CLDN4	1
512194	CLDN4	1
512204	TACSTD2	1
512206	TACSTD2	1
512217	TACSTD2	3
512225	CLDN4	1
512249	CLDN4	1
512253	TACSTD2	3
512256	CLDN4	1
512287	CLDN4	1
512288	CLDN4	1
512290	CLDN4	1
512313	CLDN4	1
512322	TACSTD2	1
512431	TACSTD2	1
513730	TACSTD2	1
513836	TACSTD2	1
515721	CLDN4	1
516442	CLDN4	1
516523	TACSTD2	1
517313	CLDN4	1
517364	TACSTD2	3
517366	TACSTD2	2
517423	TACSTD2	1
517448	CLDN4	1
517652	TACSTD2	1
517664	TACSTD2	1
517700	TACSTD2	1
517903	TACSTD2	1
517938	TACSTD2	1
517981	TACSTD2	1
517995	TACSTD2	1
518047	CLDN4	1
518394	CLDN4	1
518548	CLDN4	1
518840	CLDN4	1
518981	TACSTD2	1
518986	TACSTD2	1
519162	CLDN4	1
519244	CLDN4	1
519742	TACSTD2	1
520156	TACSTD2	1
520191	TACSTD2	1
520294	TACSTD2	1
520327	TACSTD2	1
520437	TACSTD2	1
520531	CLDN4	1
520779	CLDN4	1
520894	CLDN4	1
521095	TACSTD2	1
521209	CLDN4	2
521329	TACSTD2	1
521512	TACSTD2	1
521978	TACSTD2	1
522081	TACSTD2	1
522169	CLDN4	1
522441	TACSTD2	9
522445	TACSTD2	1
522458	TACSTD2	16
522467	TACSTD2	1
522469	TACSTD2	1
522483	TACSTD2	1
522496	TACSTD2	6
522539	TACSTD2	1
522548	TACSTD2	1
522551	TACSTD2	2
522579	TACSTD2	3
522582	TACSTD2	3
522632	TACSTD2	4
522661	TACSTD2	2
522727	TACSTD2	9
522729	TACSTD2	4
522742	TACSTD2	1
522751	TACSTD2	1
522779	TACSTD2	1
522784	TACSTD2	2
522802	TACSTD2	10
522807	TACSTD2	1
522834	TACSTD2	7
522865	TACSTD2	2
522882	TACSTD2	1
522889	TACSTD2	1
522918	TACSTD2	1
522959	CLDN4	1
522966	TACSTD2	1
522971	CLDN4	1
522984	TACSTD2	1
523012	CLDN4	1
523069	CLDN4	1
523164	TACSTD2	1
523171	TACSTD2	1
523305	TACSTD2	1
523377	TACSTD2	1
523432	TACSTD2	1
523458	CLDN4	1
523569	TACSTD2	2
523634	TACSTD2	1
523648	TACSTD2	1
523710	TACSTD2	1
523719	TACSTD2	1
523719	CLDN4	1
523728	CLDN4	1
523766	CLDN4	1
523784	TACSTD2	2
523824	TACSTD2	1
523872	TACSTD2	1
523955	CLDN4	1
524130	CLDN4	1
524170	TACSTD2	1
524298	CLDN4	1
524320	TACSTD2	2
524329	CLDN4	1
524406	CLDN4	1
524426	TACSTD2	1
524459	CLDN4	1
524508	TACSTD2	1
524564	CLDN4	1
524708	TACSTD2	1
524791	TACSTD2	1
524850	TACSTD2	1
524964	CLDN4	1
524989	CLDN4	1
525005	CLDN4	1
525013	TACSTD2	1
525037	TACSTD2	1
525057	CLDN4	1
525090	TACSTD2	1
525143	CLDN4	1
525144	TACSTD2	1
525160	TACSTD2	1
525329	TACSTD2	1
525363	CLDN4	1
525369	TACSTD2	1
525407	TACSTD2	1
525408	CLDN4	1
525421	TACSTD2	1
525439	TACSTD2	1
525441	CLDN4	1
525484	TACSTD2	1
525549	TACSTD2	1
525562	TACSTD2	1
525577	TACSTD2	1
525707	CLDN4	1
525779	TACSTD2	1
525789	TACSTD2	1
525831	TACSTD2	1
525915	TACSTD2	1
525915	CLDN4	1
525985	CLDN4	1
526009	TACSTD2	1
526017	TACSTD2	23
526023	TACSTD2	1
526039	CLDN4	1
526063	TACSTD2	1
526083	TACSTD2	1
526086	TACSTD2	1
526139	TACSTD2	1
526143	TACSTD2	1
526166	TACSTD2	1
526201	TACSTD2	1
526224	TACSTD2	2
526248	TACSTD2	1
526355	TACSTD2	1
526360	TACSTD2	2
526369	TACSTD2	1
526376	CLDN4	1
526381	TACSTD2	3
526399	CLDN4	1
526412	TACSTD2	1
526437	TACSTD2	1
526446	TACSTD2	2
526533	CLDN4	1
526571	TACSTD2	1
526572	TACSTD2	2
526572	CLDN4	3
526576	TACSTD2	2
526618	CLDN4	1
526683	CLDN4	1
526694	CLDN4	1
526716	CLDN4	1
526758	TACSTD2	1
526821	CLDN4	1
526855	TACSTD2	1
526890	TACSTD2	1
526890	CLDN4	1
526904	CLDN4	1
526938	TACSTD2	1
526947	CLDN4	1
526964	TACSTD2	1
526985	CLDN4	1
526988	TACSTD2	1
527001	CLDN4	1
527003	CLDN4	1
527016	CLDN4	1
527024	TACSTD2	1
527107	CLDN4	1
527110	CLDN4	1
527120	TACSTD2	1
527145	CLDN4	1
527189	TACSTD2	1
527197	CLDN4	1
527206	TACSTD2	1
527244	TACSTD2	2
527290	CLDN4	1
527292	CLDN4	1
527316	CLDN4	1
527336	CLDN4	1
527345	CLDN4	1
527388	CLDN4	1
527389	TACSTD2	1
527469	TACSTD2	1
527482	CLDN4	1
527495	TACSTD2	1
527533	TACSTD2	1
527559	TACSTD2	1
527579	CLDN4	2
527606	TACSTD2	1
527608	TACSTD2	1
527613	TACSTD2	1
527616	TACSTD2	1
527619	CLDN4	1
527644	CLDN4	1
527663	TACSTD2	1
527703	CLDN4	1
527887	TACSTD2	1
527887	CLDN4	1
527899	CLDN4	1
527904	TACSTD2	2
527923	TACSTD2	1
527925	CLDN4	1
527972	TACSTD2	1
528003	TACSTD2	1
528004	TACSTD2	1
528010	CLDN4	1
528023	TACSTD2	1
528069	CLDN4	1
528127	TACSTD2	1
528130	TACSTD2	1
528200	CLDN4	1
528300	TACSTD2	1
528339	TACSTD2	1
528365	CLDN4	1
528432	CLDN4	1
528482	CLDN4	1
528483	TACSTD2	1
528490	CLDN4	1
528500	CLDN4	1
528584	CLDN4	1
528598	TACSTD2	1
528617	TACSTD2	1
528647	TACSTD2	1
528684	CLDN4	1
528692	CLDN4	1
528702	TACSTD2	1
528729	CLDN4	1
528734	TACSTD2	1
528815	TACSTD2	1
528840	TACSTD2	1
528901	TACSTD2	1
528905	CLDN4	1
528963	TACSTD2	1
528982	TACSTD2	1
528988	TACSTD2	1
529016	CLDN4	1
529032	CLDN4	1
529040	CLDN4	1
529054	TACSTD2	1
529057	CLDN4	1
529064	CLDN4	1
529066	CLDN4	1
529130	CLDN4	1
529159	CLDN4	1
529176	CLDN4	1
529212	CLDN4	1
529226	CLDN4	1
529237	CLDN4	1
529253	TACSTD2	1
529257	TACSTD2	1
529340	CLDN4	1
529379	TACSTD2	1
529407	CLDN4	1
529431	CLDN4	1
529502	TACSTD2	1
529510	CLDN4	1
529559	TACSTD2	1
529584	TACSTD2	1
529613	TACSTD2	1
529650	CLDN4	1
529681	CLDN4	1
529698	CLDN4	1
529717	CLDN4	1
529722	TACSTD2	1
529738	TACSTD2	1
529763	CLDN4	1
529786	TACSTD2	1
529791	TACSTD2	1
529793	CLDN4	1
529798	CLDN4	1
529807	TACSTD2	1
529838	CLDN4	1
529908	TACSTD2	1
529918	CLDN4	1
529926	TACSTD2	1
529928	CLDN4	1
529938	TACSTD2	1
529953	TACSTD2	1
529975	TACSTD2	1
529993	TACSTD2	1
530013	TACSTD2	1
530049	TACSTD2	1
530097	TACSTD2	1
530103	CLDN4	1
530104	CLDN4	1
530145	TACSTD2	1
530154	CLDN4	1
530163	CLDN4	1
530201	CLDN4	1
530203	CLDN4	1
530213	CLDN4	1
530242	TACSTD2	3
530260	TACSTD2	1
530267	TACSTD2	3
530271	TACSTD2	1
530272	TACSTD2	10
530278	TACSTD2	1
530290	TACSTD2	2
530297	TACSTD2	6
530300	TACSTD2	4
530305	TACSTD2	1
530306	TACSTD2	1
530311	TACSTD2	5
530318	CLDN4	1
530326	TACSTD2	4
530330	TACSTD2	1
530343	TACSTD2	1
530362	TACSTD2	1
530370	TACSTD2	1
530411	TACSTD2	1
530413	TACSTD2	1
530414	CLDN4	1
530422	CLDN4	1
530442	TACSTD2	3
530463	CLDN4	1
530467	CLDN4	1
530468	CLDN4	1
530481	TACSTD2	1
530482	TACSTD2	1
530486	TACSTD2	1
530495	TACSTD2	1
