gene,probe,gsm,group,log2_intensity,within_array_percentile
Cd3g,1419178_at,GSM2029466,60_Day_NT,7.1575,23.51
Krt8,1420647_a_at,GSM2029389,Normal,12.5113,92.17
Krt8,1420647_a_at,GSM2029390,Normal,12.1718,90.01
Krt8,1420647_a_at,GSM2029391,Normal,14.2678,98.08
Krt8,1420647_a_at,GSM2029392,Normal,11.2972,81.71
Krt8,1420647_a_at,GSM2029393,Normal,12.8236,93.96
Krt8,1420647_a_at,GSM2029394,Normal,11.7486,86.54
Krt8,1420647_a_at,GSM2029395,Normal,13.4726,96.12
Krt8,1420647_a_at,GSM2029396,Normal,12.2252,90.25
Krt8,1420647_a_at,GSM2029397,5_Day_DC101,8.3789,40.58
Krt8,1420647_a_at,GSM2029398,5_Day_DC101,9.0119,49.38
Krt8,1420647_a_at,GSM2029399,5_Day_DC101,9.0658,53.18
Krt8,1420647_a_at,GSM2029400,5_Day_DC101,9.3803,54.68
Krt8,1420647_a_at,GSM2029401,5_Day_DC101,9.3171,55.36
Krt8,1420647_a_at,GSM2029402,5_Day_DC101,8.9727,50.91
Krt8,1420647_a_at,GSM2029403,5_Day_DC101,9.5479,59.1
Krt8,1420647_a_at,GSM2029404,5_Day_DC101,10.8329,76.47
Krt8,1420647_a_at,GSM2029405,5_Day_G6,8.8974,48.19
Krt8,1420647_a_at,GSM2029406,5_Day_G6,8.7869,46.9
Krt8,1420647_a_at,GSM2029407,5_Day_G6,9.5969,59.69
Krt8,1420647_a_at,GSM2029408,5_Day_G6,9.5476,58.29
Krt8,1420647_a_at,GSM2029409,5_Day_G6,8.7155,46.13
Krt8,1420647_a_at,GSM2029410,5_Day_G6,8.9256,49.42
Krt8,1420647_a_at,GSM2029411,5_Day_G6,9.3725,56.72
Krt8,1420647_a_at,GSM2029412,5_Day_G6,9.1827,54.53
Krt8,1420647_a_at,GSM2029413,5_Day_NT,8.8597,49.02
Krt8,1420647_a_at,GSM2029414,5_Day_NT,8.7021,45.54
Krt8,1420647_a_at,GSM2029415,5_Day_NT,8.835,47.59
Krt8,1420647_a_at,GSM2029416,5_Day_NT,8.4663,42.56
Krt8,1420647_a_at,GSM2029417,5_Day_NT,9.1096,52.64
Krt8,1420647_a_at,GSM2029418,5_Day_NT,8.6938,44.9
Krt8,1420647_a_at,GSM2029419,5_Day_NT,9.0494,50.11
Krt8,1420647_a_at,GSM2029420,5_Day_NT,9.2299,52.4
Krt8,1420647_a_at,GSM2029421,20_Day_DC101,9.1558,50.67
Krt8,1420647_a_at,GSM2029422,20_Day_DC101,8.6173,42.92
Krt8,1420647_a_at,GSM2029423,20_Day_DC101,8.5335,41.98
Krt8,1420647_a_at,GSM2029424,20_Day_DC101,9.0432,49.17
Krt8,1420647_a_at,GSM2029425,20_Day_DC101,10.6985,74.8
Krt8,1420647_a_at,GSM2029426,20_Day_DC101,9.3166,53.39
Krt8,1420647_a_at,GSM2029427,20_Day_DC101,8.692,43.82
Krt8,1420647_a_at,GSM2029428,20_Day_DC101,8.3862,40.72
Krt8,1420647_a_at,GSM2029429,20_Day_G6,8.8444,45.64
Krt8,1420647_a_at,GSM2029430,20_Day_G6,8.7841,47.46
Krt8,1420647_a_at,GSM2029431,20_Day_G6,8.5691,42.94
Krt8,1420647_a_at,GSM2029432,20_Day_G6,8.6535,42.53
Krt8,1420647_a_at,GSM2029433,20_Day_G6,8.0913,37.36
Krt8,1420647_a_at,GSM2029434,20_Day_G6,9.0839,50.12
Krt8,1420647_a_at,GSM2029435,20_Day_G6,8.0927,36.42
Krt8,1420647_a_at,GSM2029436,20_Day_G6,8.5438,41.34
Krt8,1420647_a_at,GSM2029437,20_Day_NT,8.9968,48.83
Krt8,1420647_a_at,GSM2029438,20_Day_NT,8.309,38.04
Krt8,1420647_a_at,GSM2029439,20_Day_NT,9.0392,50.49
Krt8,1420647_a_at,GSM2029440,20_Day_NT,8.9276,47.32
Krt8,1420647_a_at,GSM2029441,20_Day_NT,10.1239,66.07
Krt8,1420647_a_at,GSM2029442,20_Day_NT,8.8818,47.5
Krt8,1420647_a_at,GSM2029443,20_Day_NT,9.0203,49.72
Krt8,1420647_a_at,GSM2029444,20_Day_NT,8.0217,31.76
Krt8,1420647_a_at,GSM2029445,60_Day_DC101,9.6222,60.58
Krt8,1420647_a_at,GSM2029446,60_Day_DC101,13.5191,96.43
Krt8,1420647_a_at,GSM2029447,60_Day_DC101,8.8375,49.34
Krt8,1420647_a_at,GSM2029448,60_Day_DC101,8.5739,41.93
Krt8,1420647_a_at,GSM2029449,60_Day_DC101,9.694,59.01
Krt8,1420647_a_at,GSM2029450,60_Day_DC101,9.7956,62.24
Krt8,1420647_a_at,GSM2029451,60_Day_G6,9.3139,54.3
Krt8,1420647_a_at,GSM2029452,60_Day_G6,9.423,56.6
Krt8,1420647_a_at,GSM2029453,60_Day_G6,9.5515,58.53
Krt8,1420647_a_at,GSM2029454,60_Day_G6,11.7071,85.98
Krt8,1420647_a_at,GSM2029455,60_Day_G6,9.4617,56.78
Krt8,1420647_a_at,GSM2029456,60_Day_G6,8.5238,42.46
Krt8,1420647_a_at,GSM2029457,60_Day_G6,9.0032,51.63
Krt8,1420647_a_at,GSM2029458,60_Day_G6,9.258,52.77
Krt8,1420647_a_at,GSM2029459,60_Day_NT,8.9702,49.59
Krt8,1420647_a_at,GSM2029460,60_Day_NT,10.8226,76.55
Krt8,1420647_a_at,GSM2029461,60_Day_NT,9.2612,54.57
Krt8,1420647_a_at,GSM2029462,60_Day_NT,8.8798,46.28
Krt8,1420647_a_at,GSM2029463,60_Day_NT,8.4176,41.83
Krt8,1420647_a_at,GSM2029464,60_Day_NT,8.917,48.4
Krt8,1420647_a_at,GSM2029465,60_Day_NT,8.3704,38.37
Krt8,1420647_a_at,GSM2029466,60_Day_NT,9.452,56.4
Ncr1,1422089_at,GSM2029389,Normal,8.3948,42.15
Ncr1,1422089_at,GSM2029390,Normal,7.7502,30.83
Ncr1,1422089_at,GSM2029391,Normal,8.4606,43.6
Ncr1,1422089_at,GSM2029392,Normal,7.9068,33.52
Ncr1,1422089_at,GSM2029393,Normal,8.6196,42.62
Ncr1,1422089_at,GSM2029394,Normal,8.3533,38.9
Ncr1,1422089_at,GSM2029395,Normal,8.1191,37.32
Ncr1,1422089_at,GSM2029396,Normal,7.3511,28.47
Ncr1,1422089_at,GSM2029397,5_Day_DC101,8.4021,40.96
Ncr1,1422089_at,GSM2029398,5_Day_DC101,8.5433,41.94
Ncr1,1422089_at,GSM2029399,5_Day_DC101,8.8111,49.59
Ncr1,1422089_at,GSM2029400,5_Day_DC101,9.3089,53.52
Ncr1,1422089_at,GSM2029401,5_Day_DC101,8.2427,39.49
Ncr1,1422089_at,GSM2029402,5_Day_DC101,7.894,35.07
Ncr1,1422089_at,GSM2029403,5_Day_DC101,8.5683,44.43
Ncr1,1422089_at,GSM2029404,5_Day_DC101,8.6213,45.03
Ncr1,1422089_at,GSM2029405,5_Day_G6,8.9973,49.82
Ncr1,1422089_at,GSM2029406,5_Day_G6,8.0775,36.13
Ncr1,1422089_at,GSM2029407,5_Day_G6,8.258,39.5
Ncr1,1422089_at,GSM2029408,5_Day_G6,9.3601,55.2
Ncr1,1422089_at,GSM2029409,5_Day_G6,8.758,46.79
Ncr1,1422089_at,GSM2029410,5_Day_G6,8.4135,41.3
Ncr1,1422089_at,GSM2029411,5_Day_G6,7.9927,35.78
Ncr1,1422089_at,GSM2029412,5_Day_G6,7.9756,35.49
Ncr1,1422089_at,GSM2029413,5_Day_NT,8.4276,42.58
Ncr1,1422089_at,GSM2029414,5_Day_NT,8.7213,45.87
Ncr1,1422089_at,GSM2029415,5_Day_NT,8.565,43.38
Ncr1,1422089_at,GSM2029416,5_Day_NT,7.8278,33.5
Ncr1,1422089_at,GSM2029417,5_Day_NT,8.4427,42.66
Ncr1,1422089_at,GSM2029418,5_Day_NT,7.9077,32.78
Ncr1,1422089_at,GSM2029419,5_Day_NT,8.7405,45.03
Ncr1,1422089_at,GSM2029420,5_Day_NT,9.1839,51.74
Ncr1,1422089_at,GSM2029421,20_Day_DC101,8.4423,39.09
Ncr1,1422089_at,GSM2029422,20_Day_DC101,8.6382,43.27
Ncr1,1422089_at,GSM2029423,20_Day_DC101,8.5569,42.39
Ncr1,1422089_at,GSM2029424,20_Day_DC101,8.4145,38.59
Ncr1,1422089_at,GSM2029425,20_Day_DC101,7.9958,34.54
Ncr1,1422089_at,GSM2029426,20_Day_DC101,7.9755,33.02
Ncr1,1422089_at,GSM2029427,20_Day_DC101,8.4254,39.55
Ncr1,1422089_at,GSM2029428,20_Day_DC101,8.6262,44.78
Ncr1,1422089_at,GSM2029429,20_Day_G6,8.1217,33.97
Ncr1,1422089_at,GSM2029430,20_Day_G6,7.5942,30.08
Ncr1,1422089_at,GSM2029431,20_Day_G6,8.3863,40.06
Ncr1,1422089_at,GSM2029432,20_Day_G6,8.7321,43.71
Ncr1,1422089_at,GSM2029433,20_Day_G6,8.2918,40.22
Ncr1,1422089_at,GSM2029434,20_Day_G6,7.6559,28.2
Ncr1,1422089_at,GSM2029435,20_Day_G6,7.5492,28.85
Ncr1,1422089_at,GSM2029436,20_Day_G6,7.963,32.42
Ncr1,1422089_at,GSM2029437,20_Day_NT,7.9491,32.94
Ncr1,1422089_at,GSM2029438,20_Day_NT,8.5881,42.21
Ncr1,1422089_at,GSM2029439,20_Day_NT,7.6665,29.66
Ncr1,1422089_at,GSM2029440,20_Day_NT,8.3812,38.24
Ncr1,1422089_at,GSM2029441,20_Day_NT,8.2993,37.6
Ncr1,1422089_at,GSM2029442,20_Day_NT,6.8902,21.0
Ncr1,1422089_at,GSM2029443,20_Day_NT,8.3515,39.97
Ncr1,1422089_at,GSM2029444,20_Day_NT,8.9034,45.35
Ncr1,1422089_at,GSM2029445,60_Day_DC101,8.0178,35.39
Ncr1,1422089_at,GSM2029446,60_Day_DC101,7.8995,32.87
Ncr1,1422089_at,GSM2029447,60_Day_DC101,8.047,36.82
Ncr1,1422089_at,GSM2029448,60_Day_DC101,7.8592,30.65
Ncr1,1422089_at,GSM2029449,60_Day_DC101,7.9576,30.75
Ncr1,1422089_at,GSM2029450,60_Day_DC101,7.9605,34.24
Ncr1,1422089_at,GSM2029451,60_Day_G6,8.0199,33.61
Ncr1,1422089_at,GSM2029452,60_Day_G6,7.3756,26.28
Ncr1,1422089_at,GSM2029453,60_Day_G6,7.5494,28.66
Ncr1,1422089_at,GSM2029454,60_Day_G6,7.6999,29.51
Ncr1,1422089_at,GSM2029455,60_Day_G6,7.8361,31.86
Ncr1,1422089_at,GSM2029456,60_Day_G6,8.0429,34.84
Ncr1,1422089_at,GSM2029457,60_Day_G6,7.4054,27.45
Ncr1,1422089_at,GSM2029458,60_Day_G6,8.1801,34.28
Ncr1,1422089_at,GSM2029459,60_Day_NT,6.9337,21.41
Ncr1,1422089_at,GSM2029460,60_Day_NT,7.8279,30.82
Ncr1,1422089_at,GSM2029461,60_Day_NT,7.9481,33.35
Ncr1,1422089_at,GSM2029462,60_Day_NT,8.1027,33.79
Ncr1,1422089_at,GSM2029463,60_Day_NT,7.9391,34.76
Ncr1,1422089_at,GSM2029464,60_Day_NT,7.9975,33.86
Ncr1,1422089_at,GSM2029465,60_Day_NT,8.744,44.43
Ncr1,1422089_at,GSM2029466,60_Day_NT,7.3639,25.74
Cd3e,1422105_at,GSM2029389,Normal,6.8143,21.26
Cd3e,1422105_at,GSM2029390,Normal,6.7011,19.03
Cd3e,1422105_at,GSM2029391,Normal,7.335,27.98
Cd3e,1422105_at,GSM2029392,Normal,7.0123,22.68
Cd3e,1422105_at,GSM2029393,Normal,6.5709,17.39
Cd3e,1422105_at,GSM2029394,Normal,6.6685,18.96
Cd3e,1422105_at,GSM2029395,Normal,6.1707,16.03
Cd3e,1422105_at,GSM2029396,Normal,6.7818,22.62
Cd3e,1422105_at,GSM2029397,5_Day_DC101,6.8736,21.2
Cd3e,1422105_at,GSM2029398,5_Day_DC101,6.1189,14.98
Cd3e,1422105_at,GSM2029399,5_Day_DC101,5.434,12.42
Cd3e,1422105_at,GSM2029400,5_Day_DC101,6.9306,18.89
Cd3e,1422105_at,GSM2029401,5_Day_DC101,6.8602,21.85
Cd3e,1422105_at,GSM2029402,5_Day_DC101,8.0285,37.04
Cd3e,1422105_at,GSM2029403,5_Day_DC101,6.6685,19.67
Cd3e,1422105_at,GSM2029404,5_Day_DC101,7.128,24.41
Cd3e,1422105_at,GSM2029405,5_Day_G6,6.1516,15.38
Cd3e,1422105_at,GSM2029406,5_Day_G6,5.7837,13.33
Cd3e,1422105_at,GSM2029407,5_Day_G6,5.9126,15.21
Cd3e,1422105_at,GSM2029408,5_Day_G6,6.1451,14.78
Cd3e,1422105_at,GSM2029409,5_Day_G6,5.6407,12.69
Cd3e,1422105_at,GSM2029410,5_Day_G6,5.975,13.71
Cd3e,1422105_at,GSM2029411,5_Day_G6,7.2841,26.26
Cd3e,1422105_at,GSM2029412,5_Day_G6,6.6964,20.04
Cd3e,1422105_at,GSM2029413,5_Day_NT,6.586,19.69
Cd3e,1422105_at,GSM2029414,5_Day_NT,6.723,19.89
Cd3e,1422105_at,GSM2029415,5_Day_NT,6.6323,19.1
Cd3e,1422105_at,GSM2029416,5_Day_NT,6.5733,19.33
Cd3e,1422105_at,GSM2029417,5_Day_NT,6.4761,18.6
Cd3e,1422105_at,GSM2029418,5_Day_NT,7.5322,27.77
Cd3e,1422105_at,GSM2029419,5_Day_NT,6.7446,18.32
Cd3e,1422105_at,GSM2029420,5_Day_NT,5.7511,12.03
Cd3e,1422105_at,GSM2029421,20_Day_DC101,7.624,27.01
Cd3e,1422105_at,GSM2029422,20_Day_DC101,5.7999,12.47
Cd3e,1422105_at,GSM2029423,20_Day_DC101,5.9966,14.07
Cd3e,1422105_at,GSM2029424,20_Day_DC101,5.9771,13.57
Cd3e,1422105_at,GSM2029425,20_Day_DC101,6.8126,20.56
Cd3e,1422105_at,GSM2029426,20_Day_DC101,6.3859,16.72
Cd3e,1422105_at,GSM2029427,20_Day_DC101,5.7527,12.16
Cd3e,1422105_at,GSM2029428,20_Day_DC101,6.6066,18.73
Cd3e,1422105_at,GSM2029429,20_Day_G6,6.7552,18.02
Cd3e,1422105_at,GSM2029430,20_Day_G6,6.5636,18.81
Cd3e,1422105_at,GSM2029431,20_Day_G6,6.0592,14.17
Cd3e,1422105_at,GSM2029432,20_Day_G6,6.3111,15.52
Cd3e,1422105_at,GSM2029433,20_Day_G6,6.8248,21.53
Cd3e,1422105_at,GSM2029434,20_Day_G6,6.0475,13.67
Cd3e,1422105_at,GSM2029435,20_Day_G6,7.5167,28.4
Cd3e,1422105_at,GSM2029436,20_Day_G6,6.8461,19.71
Cd3e,1422105_at,GSM2029437,20_Day_NT,5.5454,11.02
Cd3e,1422105_at,GSM2029438,20_Day_NT,6.3572,16.45
Cd3e,1422105_at,GSM2029439,20_Day_NT,7.2589,24.9
Cd3e,1422105_at,GSM2029440,20_Day_NT,7.2971,23.3
Cd3e,1422105_at,GSM2029441,20_Day_NT,6.0553,14.1
Cd3e,1422105_at,GSM2029442,20_Day_NT,6.1129,15.1
Cd3e,1422105_at,GSM2029443,20_Day_NT,6.5922,18.4
Cd3e,1422105_at,GSM2029444,20_Day_NT,6.9283,19.77
Cd3e,1422105_at,GSM2029445,60_Day_DC101,6.5797,18.9
Cd3e,1422105_at,GSM2029446,60_Day_DC101,6.6228,18.41
Cd3e,1422105_at,GSM2029447,60_Day_DC101,6.8459,22.02
Cd3e,1422105_at,GSM2029448,60_Day_DC101,6.5833,17.36
Cd3e,1422105_at,GSM2029449,60_Day_DC101,6.581,16.43
Cd3e,1422105_at,GSM2029450,60_Day_DC101,5.8595,14.12
Cd3e,1422105_at,GSM2029451,60_Day_G6,5.5444,10.98
Cd3e,1422105_at,GSM2029452,60_Day_G6,6.6058,18.74
Cd3e,1422105_at,GSM2029453,60_Day_G6,5.7115,12.91
Cd3e,1422105_at,GSM2029454,60_Day_G6,6.354,16.62
Cd3e,1422105_at,GSM2029455,60_Day_G6,5.6977,12.52
Cd3e,1422105_at,GSM2029456,60_Day_G6,7.3842,25.88
Cd3e,1422105_at,GSM2029457,60_Day_G6,7.1747,24.78
Cd3e,1422105_at,GSM2029458,60_Day_G6,6.8102,18.61
Cd3e,1422105_at,GSM2029459,60_Day_NT,6.8853,20.97
Cd3e,1422105_at,GSM2029460,60_Day_NT,6.7665,19.01
Cd3e,1422105_at,GSM2029461,60_Day_NT,7.4382,26.2
Cd3e,1422105_at,GSM2029462,60_Day_NT,6.9216,20.03
Cd3e,1422105_at,GSM2029463,60_Day_NT,8.69,46.03
Cd3e,1422105_at,GSM2029464,60_Day_NT,6.1671,14.35
Cd3e,1422105_at,GSM2029465,60_Day_NT,7.2876,23.98
Cd3e,1422105_at,GSM2029466,60_Day_NT,5.6977,12.34
Cd3d,1422828_at,GSM2029389,Normal,3.9231,4.07
Cd3d,1422828_at,GSM2029390,Normal,5.5632,11.21
Cd3d,1422828_at,GSM2029391,Normal,4.5534,7.91
Cd3d,1422828_at,GSM2029392,Normal,4.0018,4.22
Cd3d,1422828_at,GSM2029393,Normal,5.2098,8.71
Cd3d,1422828_at,GSM2029394,Normal,5.0849,8.53
Cd3d,1422828_at,GSM2029395,Normal,4.8339,7.81
Cd3d,1422828_at,GSM2029396,Normal,4.4269,6.33
Cd3d,1422828_at,GSM2029397,5_Day_DC101,4.7861,7.77
Cd3d,1422828_at,GSM2029398,5_Day_DC101,5.07,8.68
Cd3d,1422828_at,GSM2029399,5_Day_DC101,4.8475,9.22
Cd3d,1422828_at,GSM2029400,5_Day_DC101,7.1072,20.46
Cd3d,1422828_at,GSM2029401,5_Day_DC101,7.8242,33.29
Cd3d,1422828_at,GSM2029402,5_Day_DC101,6.9249,23.29
Cd3d,1422828_at,GSM2029403,5_Day_DC101,5.9439,14.37
Cd3d,1422828_at,GSM2029404,5_Day_DC101,3.5886,2.92
Cd3d,1422828_at,GSM2029405,5_Day_G6,5.942,13.95
Cd3d,1422828_at,GSM2029406,5_Day_G6,5.9789,14.56
Cd3d,1422828_at,GSM2029407,5_Day_G6,4.7944,8.4
Cd3d,1422828_at,GSM2029408,5_Day_G6,5.1727,8.28
Cd3d,1422828_at,GSM2029409,5_Day_G6,5.0626,9.33
Cd3d,1422828_at,GSM2029410,5_Day_G6,4.1827,4.36
Cd3d,1422828_at,GSM2029411,5_Day_G6,6.7703,20.84
Cd3d,1422828_at,GSM2029412,5_Day_G6,6.4194,17.82
Cd3d,1422828_at,GSM2029413,5_Day_NT,6.0186,15.48
Cd3d,1422828_at,GSM2029414,5_Day_NT,5.9093,14.05
Cd3d,1422828_at,GSM2029415,5_Day_NT,4.7918,7.35
Cd3d,1422828_at,GSM2029416,5_Day_NT,7.608,30.53
Cd3d,1422828_at,GSM2029417,5_Day_NT,5.3802,11.63
Cd3d,1422828_at,GSM2029418,5_Day_NT,5.503,11.1
Cd3d,1422828_at,GSM2029419,5_Day_NT,5.8968,12.4
Cd3d,1422828_at,GSM2029420,5_Day_NT,5.7756,12.17
Cd3d,1422828_at,GSM2029421,20_Day_DC101,7.8951,30.63
Cd3d,1422828_at,GSM2029422,20_Day_DC101,6.1406,14.43
Cd3d,1422828_at,GSM2029423,20_Day_DC101,3.8943,3.44
Cd3d,1422828_at,GSM2029424,20_Day_DC101,7.5823,26.82
Cd3d,1422828_at,GSM2029425,20_Day_DC101,5.0548,9.05
Cd3d,1422828_at,GSM2029426,20_Day_DC101,5.9091,13.55
Cd3d,1422828_at,GSM2029427,20_Day_DC101,4.9117,7.53
Cd3d,1422828_at,GSM2029428,20_Day_DC101,5.1926,9.37
Cd3d,1422828_at,GSM2029429,20_Day_G6,5.7949,11.67
Cd3d,1422828_at,GSM2029430,20_Day_G6,6.1359,15.52
Cd3d,1422828_at,GSM2029431,20_Day_G6,6.0633,14.2
Cd3d,1422828_at,GSM2029432,20_Day_G6,5.8691,12.85
Cd3d,1422828_at,GSM2029433,20_Day_G6,5.625,12.54
Cd3d,1422828_at,GSM2029434,20_Day_G6,5.067,7.95
Cd3d,1422828_at,GSM2029435,20_Day_G6,5.8235,12.87
Cd3d,1422828_at,GSM2029436,20_Day_G6,5.1359,8.81
Cd3d,1422828_at,GSM2029437,20_Day_NT,5.7658,12.29
Cd3d,1422828_at,GSM2029438,20_Day_NT,4.9869,8.64
Cd3d,1422828_at,GSM2029439,20_Day_NT,4.8555,8.02
Cd3d,1422828_at,GSM2029440,20_Day_NT,5.4489,9.74
Cd3d,1422828_at,GSM2029441,20_Day_NT,7.892,31.58
Cd3d,1422828_at,GSM2029442,20_Day_NT,4.373,5.41
Cd3d,1422828_at,GSM2029443,20_Day_NT,5.3947,10.67
Cd3d,1422828_at,GSM2029444,20_Day_NT,6.3482,15.56
Cd3d,1422828_at,GSM2029445,60_Day_DC101,4.7814,7.64
Cd3d,1422828_at,GSM2029446,60_Day_DC101,5.7568,12.62
Cd3d,1422828_at,GSM2029447,60_Day_DC101,4.9212,8.6
Cd3d,1422828_at,GSM2029448,60_Day_DC101,5.4165,9.84
Cd3d,1422828_at,GSM2029449,60_Day_DC101,4.9045,6.66
Cd3d,1422828_at,GSM2029450,60_Day_DC101,4.5838,6.79
Cd3d,1422828_at,GSM2029451,60_Day_G6,6.3949,16.62
Cd3d,1422828_at,GSM2029452,60_Day_G6,6.2948,16.44
Cd3d,1422828_at,GSM2029453,60_Day_G6,5.4226,11.02
Cd3d,1422828_at,GSM2029454,60_Day_G6,5.1313,9.1
Cd3d,1422828_at,GSM2029455,60_Day_G6,5.2653,10.0
Cd3d,1422828_at,GSM2029456,60_Day_G6,5.2483,9.51
Cd3d,1422828_at,GSM2029457,60_Day_G6,5.8746,13.63
Cd3d,1422828_at,GSM2029458,60_Day_G6,6.1997,14.25
Cd3d,1422828_at,GSM2029459,60_Day_NT,7.3396,25.93
Cd3d,1422828_at,GSM2029460,60_Day_NT,7.7093,29.19
Cd3d,1422828_at,GSM2029461,60_Day_NT,7.9344,33.17
Cd3d,1422828_at,GSM2029462,60_Day_NT,5.2668,8.98
Cd3d,1422828_at,GSM2029463,60_Day_NT,9.6742,60.76
Cd3d,1422828_at,GSM2029464,60_Day_NT,7.683,29.3
Cd3d,1422828_at,GSM2029465,60_Day_NT,5.6611,11.85
Cd3d,1422828_at,GSM2029466,60_Day_NT,7.2313,24.27
Tacstd2,1423323_at,GSM2029389,Normal,10.3631,70.92
Tacstd2,1423323_at,GSM2029390,Normal,10.919,77.86
Tacstd2,1423323_at,GSM2029391,Normal,11.688,85.65
Tacstd2,1423323_at,GSM2029392,Normal,12.3443,91.14
Tacstd2,1423323_at,GSM2029393,Normal,11.9849,88.61
Tacstd2,1423323_at,GSM2029394,Normal,11.7721,86.75
Tacstd2,1423323_at,GSM2029395,Normal,10.7545,76.02
Tacstd2,1423323_at,GSM2029396,Normal,10.2056,70.28
Tacstd2,1423323_at,GSM2029397,5_Day_DC101,12.3035,90.91
Tacstd2,1423323_at,GSM2029398,5_Day_DC101,12.079,89.38
Tacstd2,1423323_at,GSM2029399,5_Day_DC101,11.1567,80.35
Tacstd2,1423323_at,GSM2029400,5_Day_DC101,10.7222,75.13
Tacstd2,1423323_at,GSM2029401,5_Day_DC101,11.9363,88.04
Tacstd2,1423323_at,GSM2029402,5_Day_DC101,12.2379,90.27
Tacstd2,1423323_at,GSM2029403,5_Day_DC101,12.0775,89.23
Tacstd2,1423323_at,GSM2029404,5_Day_DC101,10.4615,71.75
Tacstd2,1423323_at,GSM2029405,5_Day_G6,12.1759,89.95
Tacstd2,1423323_at,GSM2029406,5_Day_G6,11.5808,84.73
Tacstd2,1423323_at,GSM2029407,5_Day_G6,12.5928,92.59
Tacstd2,1423323_at,GSM2029408,5_Day_G6,12.1028,89.72
Tacstd2,1423323_at,GSM2029409,5_Day_G6,11.8279,87.03
Tacstd2,1423323_at,GSM2029410,5_Day_G6,10.7144,75.07
Tacstd2,1423323_at,GSM2029411,5_Day_G6,12.9355,94.22
Tacstd2,1423323_at,GSM2029412,5_Day_G6,12.1337,89.73
Tacstd2,1423323_at,GSM2029413,5_Day_NT,11.8851,87.36
Tacstd2,1423323_at,GSM2029414,5_Day_NT,12.1782,89.88
Tacstd2,1423323_at,GSM2029415,5_Day_NT,11.5173,84.13
Tacstd2,1423323_at,GSM2029416,5_Day_NT,11.6245,84.95
Tacstd2,1423323_at,GSM2029417,5_Day_NT,11.4057,82.71
Tacstd2,1423323_at,GSM2029418,5_Day_NT,11.6705,85.55
Tacstd2,1423323_at,GSM2029419,5_Day_NT,11.1572,80.06
Tacstd2,1423323_at,GSM2029420,5_Day_NT,11.1862,80.34
Tacstd2,1423323_at,GSM2029421,20_Day_DC101,12.3399,91.37
Tacstd2,1423323_at,GSM2029422,20_Day_DC101,12.4855,92.17
Tacstd2,1423323_at,GSM2029423,20_Day_DC101,12.1885,90.27
Tacstd2,1423323_at,GSM2029424,20_Day_DC101,10.8807,77.45
Tacstd2,1423323_at,GSM2029425,20_Day_DC101,12.3432,91.29
Tacstd2,1423323_at,GSM2029426,20_Day_DC101,12.5532,92.6
Tacstd2,1423323_at,GSM2029427,20_Day_DC101,12.5091,92.31
Tacstd2,1423323_at,GSM2029428,20_Day_DC101,11.0688,80.06
Tacstd2,1423323_at,GSM2029429,20_Day_G6,12.7589,93.66
Tacstd2,1423323_at,GSM2029430,20_Day_G6,12.4607,91.85
Tacstd2,1423323_at,GSM2029431,20_Day_G6,13.1209,95.18
Tacstd2,1423323_at,GSM2029432,20_Day_G6,11.7759,86.68
Tacstd2,1423323_at,GSM2029433,20_Day_G6,13.0034,94.5
Tacstd2,1423323_at,GSM2029434,20_Day_G6,12.3214,91.22
Tacstd2,1423323_at,GSM2029435,20_Day_G6,13.1785,95.31
Tacstd2,1423323_at,GSM2029436,20_Day_G6,11.5454,84.69
Tacstd2,1423323_at,GSM2029437,20_Day_NT,12.5575,92.6
Tacstd2,1423323_at,GSM2029438,20_Day_NT,11.2576,80.69
Tacstd2,1423323_at,GSM2029439,20_Day_NT,11.0457,78.88
Tacstd2,1423323_at,GSM2029440,20_Day_NT,6.5563,16.74
Tacstd2,1423323_at,GSM2029441,20_Day_NT,11.9873,88.63
Tacstd2,1423323_at,GSM2029442,20_Day_NT,12.4153,91.75
Tacstd2,1423323_at,GSM2029443,20_Day_NT,11.6566,85.19
Tacstd2,1423323_at,GSM2029444,20_Day_NT,10.3255,68.28
Tacstd2,1423323_at,GSM2029445,60_Day_DC101,11.8582,87.47
Tacstd2,1423323_at,GSM2029446,60_Day_DC101,11.3747,82.69
Tacstd2,1423323_at,GSM2029447,60_Day_DC101,10.5031,73.01
Tacstd2,1423323_at,GSM2029448,60_Day_DC101,11.396,83.15
Tacstd2,1423323_at,GSM2029449,60_Day_DC101,12.9733,94.66
Tacstd2,1423323_at,GSM2029450,60_Day_DC101,12.3334,91.12
Tacstd2,1423323_at,GSM2029451,60_Day_G6,12.9565,94.49
Tacstd2,1423323_at,GSM2029452,60_Day_G6,13.1843,95.34
Tacstd2,1423323_at,GSM2029453,60_Day_G6,13.2583,95.6
Tacstd2,1423323_at,GSM2029454,60_Day_G6,13.0314,94.78
Tacstd2,1423323_at,GSM2029455,60_Day_G6,12.6856,93.16
Tacstd2,1423323_at,GSM2029456,60_Day_G6,13.1509,95.04
Tacstd2,1423323_at,GSM2029457,60_Day_G6,13.2457,95.28
Tacstd2,1423323_at,GSM2029458,60_Day_G6,12.3052,91.31
Tacstd2,1423323_at,GSM2029459,60_Day_NT,12.6339,92.87
Tacstd2,1423323_at,GSM2029460,60_Day_NT,11.583,85.08
Tacstd2,1423323_at,GSM2029461,60_Day_NT,11.7508,86.78
