gene,probe,gsm,group,log2_intensity,within_array_percentile
Nkg7,1450753_at,GSM2029444,20_Day_NT,8.7283,42.4
Nkg7,1450753_at,GSM2029445,60_Day_DC101,7.4,26.8
Nkg7,1450753_at,GSM2029446,60_Day_DC101,7.9226,33.19
Nkg7,1450753_at,GSM2029447,60_Day_DC101,8.0533,36.94
Nkg7,1450753_at,GSM2029448,60_Day_DC101,7.7721,29.41
Nkg7,1450753_at,GSM2029449,60_Day_DC101,8.0377,31.93
Nkg7,1450753_at,GSM2029450,60_Day_DC101,5.6276,12.69
Nkg7,1450753_at,GSM2029451,60_Day_G6,5.7304,12.05
Nkg7,1450753_at,GSM2029452,60_Day_G6,5.7279,12.84
Nkg7,1450753_at,GSM2029453,60_Day_G6,5.8169,13.61
Nkg7,1450753_at,GSM2029454,60_Day_G6,6.8014,20.08
Nkg7,1450753_at,GSM2029455,60_Day_G6,7.7017,30.04
Nkg7,1450753_at,GSM2029456,60_Day_G6,8.3666,39.86
Nkg7,1450753_at,GSM2029457,60_Day_G6,8.7333,47.45
Nkg7,1450753_at,GSM2029458,60_Day_G6,8.2049,34.7
Nkg7,1450753_at,GSM2029459,60_Day_NT,8.0366,35.27
Nkg7,1450753_at,GSM2029460,60_Day_NT,8.9793,48.88
Nkg7,1450753_at,GSM2029461,60_Day_NT,8.433,41.05
Nkg7,1450753_at,GSM2029462,60_Day_NT,6.3726,15.8
Nkg7,1450753_at,GSM2029463,60_Day_NT,9.5217,58.49
Nkg7,1450753_at,GSM2029464,60_Day_NT,8.588,43.08
Nkg7,1450753_at,GSM2029465,60_Day_NT,8.0871,34.0
Nkg7,1450753_at,GSM2029466,60_Day_NT,8.5851,42.79
Cd8a,1451673_at,GSM2029389,Normal,7.9985,36.01
Cd8a,1451673_at,GSM2029390,Normal,7.9306,33.48
Cd8a,1451673_at,GSM2029391,Normal,8.2359,40.24
Cd8a,1451673_at,GSM2029392,Normal,7.7051,30.7
Cd8a,1451673_at,GSM2029393,Normal,8.4661,40.07
Cd8a,1451673_at,GSM2029394,Normal,8.0944,35.09
Cd8a,1451673_at,GSM2029395,Normal,8.3946,41.71
Cd8a,1451673_at,GSM2029396,Normal,8.6009,46.43
Cd8a,1451673_at,GSM2029397,5_Day_DC101,7.8626,32.75
Cd8a,1451673_at,GSM2029398,5_Day_DC101,8.5109,41.43
Cd8a,1451673_at,GSM2029399,5_Day_DC101,7.5305,30.98
Cd8a,1451673_at,GSM2029400,5_Day_DC101,8.111,33.16
Cd8a,1451673_at,GSM2029401,5_Day_DC101,8.0224,36.13
Cd8a,1451673_at,GSM2029402,5_Day_DC101,8.4498,43.29
Cd8a,1451673_at,GSM2029403,5_Day_DC101,7.4866,28.2
Cd8a,1451673_at,GSM2029404,5_Day_DC101,7.8174,32.83
Cd8a,1451673_at,GSM2029405,5_Day_G6,8.0383,35.08
Cd8a,1451673_at,GSM2029406,5_Day_G6,8.5497,43.4
Cd8a,1451673_at,GSM2029407,5_Day_G6,8.1914,38.46
Cd8a,1451673_at,GSM2029408,5_Day_G6,8.8221,46.14
Cd8a,1451673_at,GSM2029409,5_Day_G6,8.313,39.97
Cd8a,1451673_at,GSM2029410,5_Day_G6,8.018,34.93
Cd8a,1451673_at,GSM2029411,5_Day_G6,7.5498,29.62
Cd8a,1451673_at,GSM2029412,5_Day_G6,7.8094,33.0
Cd8a,1451673_at,GSM2029413,5_Day_NT,7.984,36.06
Cd8a,1451673_at,GSM2029414,5_Day_NT,8.0934,36.41
Cd8a,1451673_at,GSM2029415,5_Day_NT,7.8084,32.11
Cd8a,1451673_at,GSM2029416,5_Day_NT,8.1088,37.39
Cd8a,1451673_at,GSM2029417,5_Day_NT,7.6896,31.75
Cd8a,1451673_at,GSM2029418,5_Day_NT,8.1319,36.14
Cd8a,1451673_at,GSM2029419,5_Day_NT,7.6933,28.54
Cd8a,1451673_at,GSM2029420,5_Day_NT,8.3888,39.08
Cd8a,1451673_at,GSM2029421,20_Day_DC101,7.8178,29.58
Cd8a,1451673_at,GSM2029422,20_Day_DC101,8.3985,39.56
Cd8a,1451673_at,GSM2029423,20_Day_DC101,8.5067,41.58
Cd8a,1451673_at,GSM2029424,20_Day_DC101,8.209,35.25
Cd8a,1451673_at,GSM2029425,20_Day_DC101,7.9863,34.42
Cd8a,1451673_at,GSM2029426,20_Day_DC101,7.6538,28.62
Cd8a,1451673_at,GSM2029427,20_Day_DC101,7.9962,33.01
Cd8a,1451673_at,GSM2029428,20_Day_DC101,8.1074,36.2
Cd8a,1451673_at,GSM2029429,20_Day_G6,8.3088,37.08
Cd8a,1451673_at,GSM2029430,20_Day_G6,8.1695,38.41
Cd8a,1451673_at,GSM2029431,20_Day_G6,8.2387,37.77
Cd8a,1451673_at,GSM2029432,20_Day_G6,7.9506,31.83
Cd8a,1451673_at,GSM2029433,20_Day_G6,7.7354,32.32
Cd8a,1451673_at,GSM2029434,20_Day_G6,8.24,36.69
Cd8a,1451673_at,GSM2029435,20_Day_G6,7.7863,32.02
Cd8a,1451673_at,GSM2029436,20_Day_G6,7.7134,28.92
Cd8a,1451673_at,GSM2029437,20_Day_NT,8.2247,37.07
Cd8a,1451673_at,GSM2029438,20_Day_NT,8.583,42.12
Cd8a,1451673_at,GSM2029439,20_Day_NT,6.7267,19.87
Cd8a,1451673_at,GSM2029440,20_Day_NT,8.1155,34.09
Cd8a,1451673_at,GSM2029441,20_Day_NT,8.6431,43.19
Cd8a,1451673_at,GSM2029442,20_Day_NT,8.2385,37.49
Cd8a,1451673_at,GSM2029443,20_Day_NT,7.4124,26.77
Cd8a,1451673_at,GSM2029444,20_Day_NT,8.1903,34.22
Cd8a,1451673_at,GSM2029445,60_Day_DC101,7.7708,31.83
Cd8a,1451673_at,GSM2029446,60_Day_DC101,7.9237,33.21
Cd8a,1451673_at,GSM2029447,60_Day_DC101,7.0412,23.91
Cd8a,1451673_at,GSM2029448,60_Day_DC101,7.9423,31.89
Cd8a,1451673_at,GSM2029449,60_Day_DC101,8.9254,46.35
Cd8a,1451673_at,GSM2029450,60_Day_DC101,7.7479,31.28
Cd8a,1451673_at,GSM2029451,60_Day_G6,8.8291,46.46
Cd8a,1451673_at,GSM2029452,60_Day_G6,8.373,40.02
Cd8a,1451673_at,GSM2029453,60_Day_G6,7.7615,31.36
Cd8a,1451673_at,GSM2029454,60_Day_G6,8.3004,38.42
Cd8a,1451673_at,GSM2029455,60_Day_G6,8.4946,41.46
Cd8a,1451673_at,GSM2029456,60_Day_G6,8.2686,38.31
Cd8a,1451673_at,GSM2029457,60_Day_G6,8.0468,36.53
Cd8a,1451673_at,GSM2029458,60_Day_G6,8.7999,44.62
Cd8a,1451673_at,GSM2029459,60_Day_NT,8.458,41.75
Cd8a,1451673_at,GSM2029460,60_Day_NT,7.6752,28.76
Cd8a,1451673_at,GSM2029461,60_Day_NT,7.3975,25.68
Cd8a,1451673_at,GSM2029462,60_Day_NT,8.7921,44.86
Cd8a,1451673_at,GSM2029463,60_Day_NT,7.6927,31.22
Cd8a,1451673_at,GSM2029464,60_Day_NT,8.0916,35.32
Cd8a,1451673_at,GSM2029465,60_Day_NT,8.4154,39.12
Cd8a,1451673_at,GSM2029466,60_Day_NT,8.3262,38.87
Prf1,1451862_a_at,GSM2029389,Normal,9.3118,56.28
Prf1,1451862_a_at,GSM2029390,Normal,8.7768,46.6
Prf1,1451862_a_at,GSM2029391,Normal,8.6548,46.43
Prf1,1451862_a_at,GSM2029392,Normal,8.7813,46.82
Prf1,1451862_a_at,GSM2029393,Normal,8.777,45.16
Prf1,1451862_a_at,GSM2029394,Normal,8.7455,45.26
Prf1,1451862_a_at,GSM2029395,Normal,8.6066,45.07
Prf1,1451862_a_at,GSM2029396,Normal,9.1459,54.97
Prf1,1451862_a_at,GSM2029397,5_Day_DC101,9.0376,50.96
Prf1,1451862_a_at,GSM2029398,5_Day_DC101,9.0892,50.61
Prf1,1451862_a_at,GSM2029399,5_Day_DC101,9.6577,61.44
Prf1,1451862_a_at,GSM2029400,5_Day_DC101,9.7585,61.07
Prf1,1451862_a_at,GSM2029401,5_Day_DC101,9.6015,59.48
Prf1,1451862_a_at,GSM2029402,5_Day_DC101,8.8865,49.64
Prf1,1451862_a_at,GSM2029403,5_Day_DC101,9.4626,57.89
Prf1,1451862_a_at,GSM2029404,5_Day_DC101,9.4644,57.56
Prf1,1451862_a_at,GSM2029405,5_Day_G6,9.4139,56.17
Prf1,1451862_a_at,GSM2029406,5_Day_G6,9.534,58.14
Prf1,1451862_a_at,GSM2029407,5_Day_G6,9.1296,52.72
Prf1,1451862_a_at,GSM2029408,5_Day_G6,9.8,62.36
Prf1,1451862_a_at,GSM2029409,5_Day_G6,9.311,55.13
Prf1,1451862_a_at,GSM2029410,5_Day_G6,9.2163,53.89
Prf1,1451862_a_at,GSM2029411,5_Day_G6,8.4027,41.99
Prf1,1451862_a_at,GSM2029412,5_Day_G6,8.9709,51.26
Prf1,1451862_a_at,GSM2029413,5_Day_NT,9.2734,54.88
Prf1,1451862_a_at,GSM2029414,5_Day_NT,9.0243,50.42
Prf1,1451862_a_at,GSM2029415,5_Day_NT,9.1303,52.18
Prf1,1451862_a_at,GSM2029416,5_Day_NT,8.8393,48.05
Prf1,1451862_a_at,GSM2029417,5_Day_NT,9.1736,53.56
Prf1,1451862_a_at,GSM2029418,5_Day_NT,9.905,63.12
Prf1,1451862_a_at,GSM2029419,5_Day_NT,9.2679,53.51
Prf1,1451862_a_at,GSM2029420,5_Day_NT,9.491,56.38
Prf1,1451862_a_at,GSM2029421,20_Day_DC101,9.4441,55.41
Prf1,1451862_a_at,GSM2029422,20_Day_DC101,9.1548,51.25
Prf1,1451862_a_at,GSM2029423,20_Day_DC101,8.8688,47.23
Prf1,1451862_a_at,GSM2029424,20_Day_DC101,8.9738,48.04
Prf1,1451862_a_at,GSM2029425,20_Day_DC101,8.7326,46.09
Prf1,1451862_a_at,GSM2029426,20_Day_DC101,8.6046,42.47
Prf1,1451862_a_at,GSM2029427,20_Day_DC101,8.7837,45.23
Prf1,1451862_a_at,GSM2029428,20_Day_DC101,8.5606,43.67
Prf1,1451862_a_at,GSM2029429,20_Day_G6,9.1951,51.5
Prf1,1451862_a_at,GSM2029430,20_Day_G6,8.9605,50.24
Prf1,1451862_a_at,GSM2029431,20_Day_G6,8.7378,45.51
Prf1,1451862_a_at,GSM2029432,20_Day_G6,8.8128,44.9
Prf1,1451862_a_at,GSM2029433,20_Day_G6,8.5154,43.6
Prf1,1451862_a_at,GSM2029434,20_Day_G6,9.1223,50.75
Prf1,1451862_a_at,GSM2029435,20_Day_G6,8.4701,42.26
Prf1,1451862_a_at,GSM2029436,20_Day_G6,8.8247,45.72
Prf1,1451862_a_at,GSM2029437,20_Day_NT,8.226,37.09
Prf1,1451862_a_at,GSM2029438,20_Day_NT,8.5216,41.17
Prf1,1451862_a_at,GSM2029439,20_Day_NT,8.8463,47.46
Prf1,1451862_a_at,GSM2029440,20_Day_NT,9.0446,49.34
Prf1,1451862_a_at,GSM2029441,20_Day_NT,9.0422,49.28
Prf1,1451862_a_at,GSM2029442,20_Day_NT,8.6635,43.99
Prf1,1451862_a_at,GSM2029443,20_Day_NT,8.8431,47.19
Prf1,1451862_a_at,GSM2029444,20_Day_NT,9.5251,55.44
Prf1,1451862_a_at,GSM2029445,60_Day_DC101,9.2237,54.5
Prf1,1451862_a_at,GSM2029446,60_Day_DC101,8.5195,42.59
Prf1,1451862_a_at,GSM2029447,60_Day_DC101,9.1359,53.95
Prf1,1451862_a_at,GSM2029448,60_Day_DC101,8.8177,45.99
Prf1,1451862_a_at,GSM2029449,60_Day_DC101,8.761,43.57
Prf1,1451862_a_at,GSM2029450,60_Day_DC101,8.1311,36.73
Prf1,1451862_a_at,GSM2029451,60_Day_G6,8.6238,43.17
Prf1,1451862_a_at,GSM2029452,60_Day_G6,8.6813,45.06
Prf1,1451862_a_at,GSM2029453,60_Day_G6,7.9313,33.64
Prf1,1451862_a_at,GSM2029454,60_Day_G6,8.8623,47.47
Prf1,1451862_a_at,GSM2029455,60_Day_G6,8.8896,47.74
Prf1,1451862_a_at,GSM2029456,60_Day_G6,9.0903,52.25
Prf1,1451862_a_at,GSM2029457,60_Day_G6,8.8315,48.96
Prf1,1451862_a_at,GSM2029458,60_Day_G6,9.3301,53.95
Prf1,1451862_a_at,GSM2029459,60_Day_NT,8.4427,41.51
Prf1,1451862_a_at,GSM2029460,60_Day_NT,8.8909,47.47
Prf1,1451862_a_at,GSM2029461,60_Day_NT,9.38,56.49
Prf1,1451862_a_at,GSM2029462,60_Day_NT,9.327,53.5
Prf1,1451862_a_at,GSM2029463,60_Day_NT,9.1802,53.44
Prf1,1451862_a_at,GSM2029464,60_Day_NT,8.9984,49.63
Prf1,1451862_a_at,GSM2029465,60_Day_NT,9.2515,52.91
Prf1,1451862_a_at,GSM2029466,60_Day_NT,8.6501,43.78
