accession	sample	group	Cldn4	Sting1	Cgas	Stk11	NHEJ	STING_core	STING_ISG	Actb	Aplf	Aptx	Cxcl10	Dclre1c	Gapdh	Ifit1	Ifnb1	Ikbke	Irf3	Irf7	Isg15	Lig4	Mx1	Nhej1	Pnkp	Poll	Polm	Prkdc	Rsad2	Stat1	Tbk1	Xrcc4	Xrcc5	Xrcc6	design	Paxx
GSE322570	sgNeo_1	sgNeo	6.562211693905591	5.104317348576826	0.09636802741565201	5.903059251862734	-0.7267130083338809	-1.1661348721582354	-0.46938984404093836	9.343852031159718	2.6986084848559257	3.5321969165545086	1.5865397473704699	2.9122541371168746	9.136995345939587	1.738223422426125	0.0	3.0748406565460726	5.539867483300336	3.8377056324965606	1.9766729307561746	3.3633227466039397	2.6351348046855603	2.0264463535185726	4.472952565304281	3.278566630441608	3.4750882485679826	3.9124113538558514	2.209961871036595	5.15937058356424	5.696046829828319	3.619925131933452	4.880705811583735	5.177920789743799	isogenic_sglkb1_on_KP	4.296548617291893
GSE322570	sgNeo_2	sgNeo	6.882065402330823	5.587406365302389	0.7263453396750471	5.034495207556956	0.4265644905106108	-0.20018502540397157	0.6856987817859349	9.317802308521614	3.1894749491977974	4.15567051125768	3.3827923587437394	2.922754222643341	9.096556117690266	3.0327129271197784	0.0	3.5486910134471463	5.5594141012290414	4.548747254491157	2.4904663241838905	3.8046075204524783	2.4594987901584853	2.2194566063931473	4.971490274351975	3.7186285130887122	4.048989309726614	4.257909221922975	2.72694192697737	6.888642387492201	5.868809530398813	3.6494992451783834	5.216719962280729	5.2553577462710965	isogenic_sglkb1_on_KP	4.228583729687124
GSE322570	sgNeo_3	sgNeo	7.268012587204459	5.809458342526641	1.2405258141969375	6.3144132186460045	-0.13460511465229935	0.45549836140679634	1.3242773487001274	9.669204199882115	3.3450210304085086	3.7213620952171342	4.6196954841053515	2.966104037776624	9.7176582377427	3.590965297113245	0.0	3.92205121578411	5.847896218533847	5.176682087379539	3.339636131911653	3.2677395560926055	2.034858534695386	2.2123380280891425	4.847341668651095	3.653540903603413	3.762186340586636	3.7254968981718823	2.8497035339897008	7.621663769283614	5.7849040019373	3.2062836116718674	5.013802083111851	5.368880639616948	isogenic_sglkb1_on_KP	4.33581331787712
GSE322570	sgLkb1_1	sgLkb1	6.6914142377101	4.878738997752537	0.7208016521013506	4.587645174404089	-0.6321290943454476	-0.26848312225968385	-0.9941903520739201	9.407404076728666	3.4638199741722207	3.145544043341503	1.8157309309115988	2.7876182104238425	9.805454721929552	2.0173728403853457	0.0	4.2205355076705295	5.339349224154438	3.7784099508326814	1.546111192228019	4.31924613891471	1.5221973291072028	1.9562178795483345	4.558475620077533	2.6509471791578316	3.366448406415486	4.291220211324323	1.4978803831167604	5.566784262382512	6.155477661273254	4.414883801713867	4.967747799038576	5.099852818533974	isogenic_sglkb1_on_KP	3.2620262204994037
GSE322570	sgLkb1_2	sgLkb1	7.574032918290235	5.540620964989277	0.36978047456975394	4.883463540896952	0.5406627979868481	0.0001363647427814474	-0.6116370022615308	9.918716353282123	3.7045217925214367	3.9962438616613776	2.711708043776095	2.980918478593566	10.134826282854291	1.9580388467018035	0.0	5.01692305397749	5.484299225534006	4.4636526512600545	1.6740861330415684	3.988298439452192	1.7760603624486633	2.4124866468021016	5.149895316773592	3.3916407630520395	3.9451676084578953	4.20946554548029	1.5643520794547747	5.201207815210223	5.910070976552093	4.017220180703257	5.263981194493159	5.168836545963047	isogenic_sglkb1_on_KP	3.586679321951172
GSE322570	sgLkb1_3	sgLkb1	7.184108360433887	5.790039094532795	1.0583705142203048	4.945554990490782	0.5262199288341669	1.17916829367231	0.06524106789032649	10.143488031256599	3.785336312260615	3.9710803275764497	2.9124506161881083	3.0902562836310783	10.338705147293657	2.3195219772473514	0.0	4.8585631859065534	6.016196979406003	4.984155882145218	2.7623543568605755	3.9617133427206874	2.060489071030343	2.269886980734778	5.234137166652389	3.1006490244855547	4.216601696984381	3.9834757807307013	0.936157479431316	6.5167790669209005	6.1295786563622805	3.8510726791083254	4.831391675713352	5.4557440948367	isogenic_sglkb1_on_KP	3.9772913666331666
GSE338923	C1_S1	parental	0.3719363453086859	4.26186743035827	3.570617945408479	6.083364797008288	-0.0957317360621218	0.21774497626509232	0.6617928914708688	11.903694883210026	4.784818007162426	3.801147937857928	3.070600331198863	4.721900053457262	11.463727263900642	1.216236620088456	0.0	8.123928420288678	6.025921779965686	2.4359827789691706	1.3609105121763798	3.4847916334907123	0.19792108268303368	1.565884891251353	4.97219409009582	4.21694358840751	4.9517751076934315	5.957018548733381	0.7112234076960953	2.8529725118052847	5.479719991622801	4.056211378904395	5.738680775710496	6.213892569582903	isogenic_cellline_stk11ko	4.122668109215639
GSE338923	C2_S2	parental	0.41397166612685726	4.26184816097443	3.696500414250207	6.124094295430844	-0.008149438751345004	0.23158383012836717	-0.35231158427403425	11.874002987832025	4.78347835588411	3.7686341646040886	2.783942518033578	4.5693783096161695	11.36335631212479	0.5132940785249381	0.0	8.13359214043896	5.999015284400196	2.0638657938234215	1.2775988220116676	3.4679858501707415	0.13087389800682983	1.6048163631733205	5.0381724477564855	4.293629808611178	5.0213982519911555	6.097332208181321	0.25085672449520136	2.8801179112360624	5.449002127085588	4.103508339287131	5.772164614154822	6.297826569608327	isogenic_cellline_stk11ko	3.8516372651959845
GSE338923	C3_S3	parental	0.5134647363975092	4.030475255418514	3.379126556020991	6.16723213819763	-0.12459682906757022	0.2960327212526347	0.04256936034970529	11.900829967372397	4.753868486536173	3.743811542528056	3.0962695030989487	4.769026862820387	11.472928867569998	0.8539568470638308	0.0	8.382278051401679	6.013432583777944	2.3326383237623856	1.3867573085646854	3.3592319288568837	0.1309233349950181	1.7548263851735941	4.873237174961679	4.36238725986542	5.150982885555965	5.99098278964502	0.606412422632401	2.3728820137326623	5.458936827139093	4.009355297338236	5.521436963135165	6.095891567629068	isogenic_cellline_stk11ko	4.139469429034395
GSE338923	C4_S4	parental	0.8462706908149585	4.242219484535403	3.547345825818141	6.083350285476681	-0.07966245066777909	0.2922468729690116	-0.3256959629474124	11.892199248414464	4.870059044982337	3.726140478079134	2.7650450360062124	4.561062171787383	11.406007499643076	0.564337708624992	0.0	8.19035794007724	6.0685626239629356	2.0856218178615924	1.5168443480181626	3.365723524685183	0.0	1.7168429855611598	5.05915712963435	4.321117914628128	5.002831420292388	5.879474010656886	0.45662624132183205	2.7762897419747006	5.446423623254535	4.088323179390636	5.741422996588774	6.224470659677997	isogenic_cellline_stk11ko	3.8483814563326857
GSE338923	S1_S5	STK11_KO	0.1893901921208353	3.6656356274845203	2.9158031346253925	5.103792546533929	-0.6880337085408568	-0.8462566423926589	0.6827941161785287	12.25397668960624	4.428134271895421	4.293568873499689	2.8611440726485404	3.6656356274845203	12.753847266619603	0.917202844129881	0.06593145048911073	8.313048487311203	5.641301198033811	2.4317542918234585	1.4489750026202308	3.549443027134335	0.2473711956621236	2.21639974444063	5.481374774103781	4.066804189624123	5.268610935062769	5.408596474441767	0.1893901921208353	2.9684667134906135	5.51421949299502	4.251686528307526	5.607108802235415	5.533281982911722	isogenic_cellline_stk11ko	3.6114711093964686
GSE338923	S2_S6	STK11_KO	0.06469403088461098	3.9320069711943453	3.0911158176648987	5.136192017989232	0.33551074445325885	-0.28202704575908843	0.37208601389182605	12.221667710689646	4.480675196487204	4.413956660705007	1.9595386374210584	3.9101676577874462	12.555400699487869	0.8683200739139465	0.0	8.276457044292675	5.718138546466344	2.3453443115801207	1.657898831264422	3.805216040350195	0.12661110114808907	2.539934575447126	5.7772431802715944	4.270482600417718	5.527611438365808	5.491299010856421	0.5446150391552735	3.2386052667821987	5.592128129754253	4.498348139511499	5.870668943970406	5.78446386704769	isogenic_cellline_stk11ko	3.8563636463902315
GSE338923	S3_S7	STK11_KO	0.0	3.9541488472923727	3.0912910670146916	5.112628445112876	0.5277925590183086	0.140524792307844	-1.2957237506855122	12.345680151740037	4.639924053781916	4.591765241811529	1.2413516799950002	3.825202313221597	12.417828010744083	0.39156646630832526	0.0	8.332557508782847	5.800223858901847	1.8833946380156918	0.8933596670220868	3.961386655310325	0.0	2.5150644677790055	5.724610762283666	4.306479072492156	5.764465126276283	5.7931426664991825	0.05516388941099789	3.05114970445126	5.689084047840951	4.370404771182699	5.943252632722049	5.820266399193255	isogenic_cellline_stk11ko	3.446281306094358
GSE338923	S4_S8	STK11_KO	0.06351694990922435	3.87165387125495	2.962832553810268	5.128568106305969	0.1328708596181087	-0.04984950477119012	0.21448891601602765	12.228732047323408	4.5465884656715065	4.584973606974566	2.411690366202582	3.9577546543778728	12.530035137028714	0.664602894808766	0.06351694990922435	8.41479813586112	5.632586911295832	2.483115356317732	1.3134402268364296	3.915346484900296	0.12435499349763271	2.187704907276293	5.591429396792366	4.220637760151752	5.49249168676173	5.564239152846591	0.0	3.1718162631741436	5.697842624577305	4.433937370264703	5.78167905307962	5.685277892540324	isogenic_cellline_stk11ko	3.6772441841075927
GSE175479	K-1	K	3.7220736537339048	6.017772326193384	2.3158475525803426	7.03637193568915	-0.3179293942602763	0.17321872725871226	0.49538844596070375	12.368061881445104	3.120757266709195	3.8914093107369867	2.4244432425283637	3.2378219019293732	8.28123562243563	3.358316368933259	0.0	3.4237366262245166	5.877292131447378	3.835686892941	1.8108467910153982	3.7547975449778246	1.863237001216758	1.863237001216758	5.0198139459491555	3.7408638089941615	4.3969713724342006	4.4521734667398905	2.2905634256319267	7.313194507371561	5.564390668512535	3.250989981569797	5.399750361695987	4.726507719276307	autochthonous_bulk_lung	
GSE175479	K-2	K	6.109641653361248	6.376112163515159	1.9850798685271736	6.940416131389329	-0.40264012164283564	-0.39727795371312613	0.5786709854679476	12.721558379372203	3.3700047946625507	3.310742814383889	1.579167841240414	2.4308303187993006	9.577102917098946	3.8206771210464052	0.0	3.021430452383158	5.389404683748041	4.561169152623616	2.4308303187993006	4.0433189897244	1.7867193682482476	1.5338177684858738	4.77358604057584	3.8440881234902156	3.876238129580558	4.467801689498596	2.301504844848946	6.741600417379474	5.179063427453699	2.9104846039943753	5.634658883366036	5.105414544287161	autochthonous_bulk_lung	
GSE175479	K-3	K	5.523341124384185	5.829247765065781	1.9346116857203777	7.048143697122306	-0.10718633376384216	-0.3668838386726292	-0.2927463655385755	12.435550258852537	3.1278287193794383	3.47163978659231	1.1075287056603924	2.4570011607250692	9.247670567089026	3.0254573664064264	0.0	3.0920956469728873	6.130763926078152	4.39340791224273	1.9346116857203777	3.7024449299994786	3.300589027334497	1.9506629415424446	5.129337977034894	4.054038801316992	4.626089280093301	4.27091164330165	1.5054163014296371	6.1005098304770975	5.228123482066217	3.275320214808929	5.476991246396966	5.271899824861905	autochthonous_bulk_lung	
GSE175479	K-4	K	6.439071852933969	5.945103543757667	1.7449054381161455	6.925333907994488	-0.5802388167869603	-0.7437435540785361	-1.086068552923465	12.552872627995743	3.954412964130996	3.114522757991477	1.0238482083023344	2.167345404278811	9.924781264841448	2.6410700254435757	0.0	3.624224582567169	5.314824328382144	2.8191538260724434	1.4193857112954396	3.9377367084765806	1.9044585283158928	1.2351300689291236	4.557974749740839	4.041277922726806	3.944430359950073	4.181032143131818	1.7449054381161455	6.000754048389224	5.150870572376934	2.7289863086879644	5.400077424435356	5.4759598211934915	autochthonous_bulk_lung	
GSE175479	KL-1	KL	7.422960061515134	5.082780732013455	1.7855989562196	6.0194232971222865	0.738841499923323	0.3078118973366986	-0.13213794512126958	12.609726966763404	4.13733086262108	3.935766554203178	1.2947070826811953	3.9607861777211557	9.49190388471698	2.1758271684835133	0.0	6.404564350221019	6.573972000543138	4.581736692398785	2.411852325144646	4.717951891434096	3.6495794136689956	2.2000446153013122	5.16350997550538	4.092755267009339	6.012602627456296	4.033342466535247	1.4029904902311237	6.493591425959237	6.144021942619892	3.8115945631289705	5.323626544156748	5.059806034002817	autochthonous_bulk_lung	
GSE175479	KL-2	KL	6.5745234650115	6.287992606649618	2.3125621005906027	6.3480068755653045	0.3043822804019998	1.0332721940819112	-0.09241288271419468	12.589180577332382	3.9143262802750955	3.8432453986516353	2.356213353462927	3.478714980976944	9.277611335490324	2.5844109918526748	0.0	5.347474365558239	6.696816187419856	3.9890180841144964	1.9490801112193061	4.149587826568431	3.0508034011485536	2.19728062952116	5.205531623911889	3.9324639523013705	5.856950769208232	4.002816884371897	1.717660414998001	6.1652899990343375	5.843594259312474	3.702367925529369	5.184496594227424	5.239436912106179	autochthonous_bulk_lung	
GSE175479	KL-3	KL	6.62109591931033	5.110134037602091	2.157508279384682	5.599252630545743	0.8361634328806139	0.6369032894967284	0.6599381269153338	12.180978620447176	3.7028209870197464	3.788338041690508	1.14807529930013	3.9189970251252984	9.437212146102484	3.1772003891533083	0.0	6.017981860643906	6.763925911465638	5.423290623585582	2.6520750156199666	4.745261249257827	4.707016826834337	2.2021872860277383	5.463610252861642	3.8410882989501425	5.960622443088847	4.501908227806211	1.6983323130926633	6.536388931318384	6.09503156350047	3.8029168114374508	5.416986357179601	5.3340947286814515	autochthonous_bulk_lung	
GSE175479	KL-4	KL	7.8995757667941815	5.5168891357241465	1.74218388188641	4.77154728497734	-0.47139254675201997	-0.6433007617097578	-0.13063181204647975	13.304006302831603	3.254941020432045	3.5679808562511512	1.2903075555349854	2.221165034794535	10.62386715857869	2.640855906062703	0.0	4.64201890764996	5.787475188761425	4.003272983010638	1.7696320455647654	4.511945160991364	3.5757766016131303	1.4850249501724428	5.007422616237029	3.7443513680007645	3.8477728970690075	4.77493737782982	2.4922547063589073	5.9678870294474065	5.047218738515092	3.1699416469541237	5.327872969727258	4.627090313512379	autochthonous_bulk_lung	
GSE133895	KT#1	KT	4.1613189958069485	5.0084051496488025	1.0282621064460362	6.225143359854669	0.5005490298318224	0.6310431961305695	-0.11189619564822259	11.010331602149721	2.4378016603336237	3.0937042712064096	0.6038652870224707	3.049101184212087	9.112515780663147	1.0282621064460362	0.0	1.4953064447672006	5.0084051496488025	2.042188216758432	1.8475619057855268	3.4081662459289324	1.4953064447672006	2.2923023532491684	2.8027110038392276	2.74794853972186	3.4081662459289324	5.120430369509519	0.3332994611742943	4.92446745202337	5.5783489733132345	3.3357406933833342	5.7131049510911	4.623522981772899	exvivo_sorted	
GSE133895	KT#2	KT	4.192286387681079	3.724678089948018	2.073600857022654	6.040111755396819	0.6141065214826092	0.9124495829952624	0.2988485351760804	9.861257047214783	3.9372203191106587	4.201994919480378	0.31831549523210223	4.633624480912648	8.86605503742282	1.5117482392828259	0.0	2.685093430457	4.521790208684973	2.1152985765863552	1.7421362191188676	3.5980462629181935	2.1152985765863552	1.6878958339637282	2.5698499546904072	1.4479054421335962	3.925548088610023	5.532982322764886	1.84485774978038	4.809038034303955	5.876970624695815	2.914977119295478	5.101312553789345	4.392096245152845	exvivo_sorted	
GSE133895	KT#3	KT	4.8437209109060255	4.3974250819387475	1.6991710123553248	6.274315137515322	1.1792556272192616	1.0462275171954716	0.5241570548355227	10.192063551583763	3.929024667936804	4.211613218216038	1.4048513728955792	4.515522849263094	8.903557896687278	2.0517202868069835	0.0	3.2763408838512262	4.62468045642641	2.676525521149903	0.9251314772484688	3.957127685511572	1.2316080797316462	2.2001995897362607	3.2984769820692112	2.2913230730877316	4.038294236523304	5.882063280915495	1.4048513728955792	5.46418302599373	5.7356178107773905	3.3202785597023445	5.526465550969217	5.053504661946867	exvivo_sorted	
GSE133895	KT#4	KT	4.757367467520773	3.9514247302699674	0.5678780577122632	5.178353918826825	0.019500015040274692	-0.34717843115974206	-0.2047748645339381	10.527477937189628	2.2805803593803535	3.2753275644650253	1.8690341282574643	3.624689344038897	9.185424954362858	2.0479644765666745	0.0	2.0479644765666745	4.120983742437518	0.785351817901537	1.1413374873863265	3.7592500735812835	0.0	3.3108231180191887	1.4266383248608139	1.7704944100494768	2.4171302509475634	4.53528898451167	0.5678780577122632	5.22561424378815	4.290583342117122	3.1239090602465183	5.047700821964049	3.9514247302699674	exvivo_sorted	
GSE133895	KT;Lkb1f/f#1	KL	4.0009275329114296	1.8225059952987337	0.2766902446179013	3.1753132232781627	-0.9451785883020749	-0.9161148793958105	-0.6386612214769036	10.655170901989287	2.4152061851209035	1.9463824833506844	1.181722893486713	2.7459124633875964	10.167319563506494	0.2766902446179013	0.0	2.699712840006421	3.5968347560893545	1.8225059952987337	0.39738548059187356	2.976529963870188	3.0147694581477444	1.1128795440546166	1.8649910300207213	0.8841291023847127	3.621825729662166	3.273204629382338	0.1449681823280217	4.316248716909572	4.36146375276843	2.4152061851209035	4.237591189030634	3.1920967079333487	exvivo_sorted	
GSE133895	KT;Lkb1f/f#3	KL	2.194788184006493	3.3475130898105356	0.8301537914168133	3.2328216908145566	-1.014206913391984	-0.7226330532382155	-0.20309949964613128	10.319801898831113	2.756227851870282	2.4211827061782376	1.8028961278779938	2.5026486529258274	8.65910515761024	0.9511773431180022	0.0	1.062829635710489	3.3252926503437954	2.039664651821806	0.6980405414539194	2.4211827061782376	0.6980405414539194	1.4389979082462914	2.3786570836326804	1.2631394620230403	1.7370916606753175	3.3475130898105356	0.5525983273530922	5.254836599551427	4.720208457110871	1.3537465782908156	4.745530242199764	3.208747233469781	exvivo_sorted	
GSE133895	KT;Lkb1f/f#2	KL	4.643252788629513	3.6613009928123215	1.0992004818497354	4.2773886050562835	-0.3540256918799085	-0.6037939325275372	0.33542619129359125	10.659800756286941	2.721932728334661	3.4663350475836294	3.4362005297280396	3.3897846426769815	9.076722445084894	1.4996673001506136	0.0	0.5429451628692598	3.3897846426769815	0.7531043847770528	0.29686481926423297	1.9470670150418221	1.556802577005662	1.8127818231516188	1.9036793958272573	2.2880696221389427	2.771047306642896	4.027473905441259	2.183109773206402	5.487569906299712	4.874330326373294	2.6449759656367138	5.0032502409166	3.308943697962367	exvivo_sorted	
GSE193895	KK1	KK	4.776226655097107	5.15651730844647	2.9001751535318343	6.835782783519926	0.21017618406049338	0.14490944705712744	0.9355401994437429	11.026046667405513	3.0280502672647787	4.387761724827351	4.254645262001901	3.4562176182398545	4.225471969757109	4.704058358984955	0.0	3.721473127262823	5.850663179719737	4.813071809957546	4.243513431608726	4.2080766434503	3.93625432266187	2.1879079638937347	4.788424674501882	3.906855344639429	3.961975853410478	4.510814246042239	3.6709985188908423	6.792735749942258	5.855822649337543	3.936471705640292	5.517747125789668	4.997956333074149	autochthonous_tumor_fragments	4.579314034317218
GSE193895	KK2	KK	4.842589923481061	5.438105427590109	2.6636558288321854	6.664930999748217	-0.5702157567103533	0.0011603837431746755	1.6273695557216126	11.083694410323105	2.6630021347483908	4.226424491211686	4.5861055372388835	3.2862891182722085	4.186014792586546	4.710560728973196	0.02430957280317281	3.756269875684916	5.633939862820284	5.366335329414426	4.386961081659598	4.235009539522267	3.79658311016132	2.0229278611513037	4.746270297416929	3.61054521389957	3.928992943251142	4.4075468709547625	3.9774862582211084	7.153888804211375	5.838054449859891	3.916603738469502	5.694290593781569	4.668049895135082	autochthonous_tumor_fragments	4.383104497680171
GSE193895	KK3	KK	4.539492176503173	5.088082380443264	2.3769238958613297	6.699861721052416	0.04001201607707223	-0.779123354779658	-0.08445864385309174	10.642745935206595	2.684376061558128	4.3696857087126375	3.868745935872675	3.1605280587303	4.594915827929293	3.8024502349246996	0.0	3.1747920278468538	5.759293039804	4.142547959814159	3.520426124008055	4.153220370698907	3.466287305498124	2.372307464318557	4.913206214600027	3.849172350666425	3.854034331680331	4.2767442987743145	2.9801157967488345	6.349629334223512	5.6784278870502485	4.156086196836462	5.773574750907365	4.788268727634561	autochthonous_tumor_fragments	4.544607609938086
GSE193895	KK4	KK	5.088105856104807	4.9652674074791765	2.2033888917409357	6.946892540320418	-0.0252286857550564	-1.0005510695641477	-0.8399364622858958	10.993712771740352	2.762265689480632	4.384509074647099	2.016206871116996	3.3304802302881273	4.64461742146239	3.4131217741215716	0.0	3.3116051220212013	5.976613928422501	4.041059204173249	3.021712459185945	3.843904911631266	3.4182588981876174	2.381673115593217	4.912330072066147	3.8446781144885094	4.008127215841756	4.254515920752322	2.565684762386261	5.6048763363883545	5.561570122704756	3.95748834954336	5.736348847465697	4.704267518552038	autochthonous_tumor_fragments	4.805677014232134
GSE193895	KK5	KK	4.651238134034845	5.225896918187449	2.2468408111746605	6.4603039038114245	0.0063063517697535395	-0.7743093412617177	0.11545586784233246	10.226840471150908	2.625877942675861	4.332270325708832	3.3694346069269265	3.2488371990331215	4.378817790109462	4.100424284381571	0.0	3.433721763438606	5.5107190193624875	4.282383813101838	3.453615943499714	4.251043090360576	3.812676083935108	2.3243729853106325	4.66036853386953	3.7054802208894086	3.756888298555016	4.461159667847975	3.1554453846019714	6.495899101188824	5.746697592934254	4.384956767216362	5.987224643665574	4.882333975696076	autochthonous_tumor_fragments	4.379607466582838
GSE193895	KL1	KL	6.582616635939232	5.375255171382217	2.1271597120220913	6.703717702103779	0.1371355295674264	0.639380265529794	-0.5373406548498866	12.035928320163123	3.0485432037885447	3.9775087197118513	2.6119771927804507	3.8763751816549794	5.997374662935061	3.2057393302010038	0.0	5.855722646065347	6.679338516614948	4.386895114175524	4.0378289549939765	3.7796793655310794	3.763694106944132	2.662983481780423	4.936223021646413	3.8558483867327733	5.2924735504321445	4.554490749235428	1.7137931206988586	5.5097990040679194	5.760729545389889	3.40635831613237	5.61444186532715	4.605866670834361	autochthonous_tumor_fragments	4.774641129257603
GSE193895	KL2	KL	6.859808930309118	5.6055641901231335	2.776890884153066	5.7709622355692805	0.215175760775158	0.9836007188080871	-0.865858057522882	11.176629687473554	3.446529573748606	4.110005183307188	1.4374009493427045	3.4960251240415876	4.9924732826875875	3.222795819563215	0.0	4.789158650527386	5.928944518112885	4.538307120855563	2.9296579959605378	4.260199390878384	3.6389769331167994	2.530923609122043	4.982179315062705	3.779030701627477	4.773497647463013	4.1875113028649835	2.2206156267824624	5.474355841787978	6.051012665230169	3.8603562773399633	5.791155289708955	4.922453991494906	autochthonous_tumor_fragments	4.126039513166713
GSE193895	KL3	KL	7.053136817667173	5.787613453302537	2.3819491849136574	6.163727772233589	-0.2139618450743616	0.2237864635116112	-0.5169341826448063	11.204753713621274	3.296023797593147	4.236107661737248	2.7915574771595297	3.309476720626192	4.221629945049539	3.6766207142472016	0.019522522321068356	4.406878778825268	5.648681250912272	3.888277875765942	3.234212939018643	4.237853192486255	2.431878339909746	2.3687211085978737	4.999251690504337	3.5918874207666533	3.9963987731837243	4.111162640427204	2.814367033671124	6.108776191418852	5.8504183606498055	3.7368491613069144	5.43681519187856	4.893672991854579	autochthonous_tumor_fragments	4.569521071761326
GSE193895	KL4	KL	6.566704099490014	5.770945467267507	2.3108469553227815	6.250370359395764	-0.19793950111099878	0.04282625642050605	0.397683945338845	11.184600915703111	3.2767411606862518	4.302530239348192	3.933144139461115	2.8255946776259524	4.046324738591476	4.236074814979285	0.0	4.251761759468424	5.724528227076204	4.606964668208162	4.117885866551895	4.042650747682647	3.046152159707765	2.466753372483298	5.108484978307644	3.786686737874385	4.008730473602922	4.016992113353465	3.6517003311050154	6.680927560928213	5.76875139925203	3.67190220164683	5.38765435317911	4.831247882248281	autochthonous_tumor_fragments	4.7508553865921215
GSE193895	KL5	KL	6.140782004437254	5.719765735614485	2.700073506056974	5.828935584091459	0.39853994640087087	0.5183202305352189	-0.23152156718997202	10.831684819087155	3.5515335798421948	4.291117696354968	3.268166508067427	3.131866527440847	4.289558771045483	3.946009086821897	0.0	3.9846176328226397	5.651473458684176	4.102705284436864	3.2960140010697243	4.266781463493244	3.3661023643091745	2.600710961246863	5.023888341449774	3.761949279256333	3.8971740258753327	4.123284974890385	3.0222922784714	6.290105034999489	5.985606468536821	4.254721134262395	5.76481023263664	5.074166320731189	autochthonous_tumor_fragments	4.396349295646827
GSE6135	KP_186	KP	5.761733048	7.316177822		5.2036852825	-0.1313501500624832	0.025920082541836448	0.2264222550714585	11.6220598612	3.9980789105000003	3.324166712	3.978342149		10.5700917332	3.866204499	4.177540572	4.278059391	5.48941236875	4.425055839	4.140482327		4.148331458	4.195565019	4.641754827	4.405636868	4.993657237	4.568712798	4.114530323	5.561562076666665	5.915010817500001	4.6667386215	4.953088667	5.412200734	autochthonous_primary_tumor_microarray	
GSE6135	KP_196	KP	5.713447618	7.398209051		5.420321883	0.46361761941316254	0.11834908539002545	-0.2025579610837214	10.9914739434	3.9255513795	3.593803828	4.008775781		9.9606198228	3.941171953	3.989318789	4.106361294	5.6224671079999995	4.282733192	4.407663307		3.987248406	3.576715798	4.607245508	4.895073441	4.4572098	5.284840387	3.971353548333333	5.101004896333333	6.2541899695	4.916053681499999	5.743753763	6.036387764	autochthonous_primary_tumor_microarray	
GSE6135	KP_197	KP	5.781537955	7.545866654		5.659606632	-0.3055291847186547	-0.20920143384659687	-0.284950397491604	11.6218760382	3.8500620285	3.244403487	3.967598555		10.4805764374	4.074364109	3.62835319	4.002014926	5.29643546075	4.054165592	4.288303714		4.203863093	3.831408943	4.201002155	5.091625699	5.065980451	4.478119708	4.063889585333333	5.342227398666666	6.4471958979999995	4.7065910725	5.280074232	5.404449153	autochthonous_primary_tumor_microarray	
GSE6135	KP_498	KP	6.301533556	6.911797507		5.4281295830000005	0.5685936187985052	0.4894301263847415	-0.3484623691386818	11.181573705	3.791337158	3.490057194	3.988838842		11.237009904399999	3.835569692	4.054067101	4.460535874	5.808520721250001	4.290390006	4.225559851		4.342043406	3.705421916	4.951622687	5.156003645	4.777358653	5.041589485	3.848986533666667	4.969933821333333	6.1087294445	4.892454704	5.205006376	6.29139538	autochthonous_primary_tumor_microarray	
GSE6135	KP_500	KP	5.918043151	7.183038966		5.522748652500001	-0.007457325670413917	-0.6375402118628221	-0.44021498525795	11.765209318199998	3.559415397	3.380878929	3.867066466		11.0367319498	3.721996026	3.971145933	3.994620768	5.21084298725	4.126386418	3.967286311		4.110772648	3.865000718	4.850091472	4.875938139	4.976821771	4.993657237	3.9763145239999997	5.270045404666667	6.254184219499999	4.6959985595	4.940476367	5.614395022	autochthonous_primary_tumor_microarray	
GSE6135	KL_113	KL	7.285439063	6.239574845		5.1915260665	-0.024081851144262662	-0.531212955858751	0.6827037701385085	11.776209073	3.6842121805000003	3.640873248	4.432885218		10.5943957926	4.578857429	3.914889195	4.310740491	5.11568047975	4.977341891	4.39708792		4.673679786	3.460310656	5.022633947	4.634691481	4.883069372	4.703925118	3.8516120063333332	6.0366668956666665	6.920190829	4.9058249625	5.543092176	4.877516457	autochthonous_primary_tumor_microarray	
GSE6135	KL_452	KL	7.038279575000001	6.5615948809999995		5.1360222345	0.11151912709080332	-0.4881317354034006	1.318912544491676	11.4942319122	3.626249771	3.4803763955	3.9302394234999998		10.951898106200002	6.3430351	3.8291084895000003	4.0021266845	5.268855971375	5.2495208044999995	5.6510980815		4.9851213965	3.6337245395	4.6614942785	4.42956294	4.7844078865	4.7425310145	3.9637247780000004	6.586836162500001	7.235402844	5.29592347125	5.8687302885	5.5431155425	autochthonous_primary_tumor_microarray	
GSE6135	KL_459	KL	5.409407681	7.570209148		4.8293733635	-0.2540364380993637	0.597165825744078	-0.12351590404110944	10.883253650999999	3.7370270569999997	3.509277671	3.824637985		9.5736274544	4.288483885	3.989318789	4.027492593	5.817825419	4.369296989	4.293528774		4.04631792	3.806419739	4.446696007	4.492990523	4.724178882	5.07347251	3.960898889333334	5.746401162999999	6.837586023	4.7550334215	5.267734474	5.067601805	autochthonous_primary_tumor_microarray	
