accession	design	family	contrast	endpoint	scale	unit	n_kl	n_ref	mean_kl	mean_ref	delta_kl_minus_ref	hedges_g	mannwhitney_p	n_genes_in_module	n_genes_requested	underpowered_mw_floor	note	fdr_family	fdr_bh
GSE322570	isogenic_sglkb1_on_KP	kl_vs_kp	sgLkb1_minus_sgNeo	Nhej1	log2_CPM_plus1	sorted_tumor_cells	3	3	2.2128638356950714	2.1527469960002876	0.060116839694783764	0.26382688512022434	0.7	1	1	yes	GFP+ CD45− tumor cells from KP tumors, sgLkb1 vs sgNeo. Isogenic, n=3.		
GSE322570	isogenic_sglkb1_on_KP	kl_vs_kp	sgLkb1_minus_sgNeo	Paxx	log2_CPM_plus1	sorted_tumor_cells	3	3	3.608665636361247	4.286981888285379	-0.6783162519241324	-2.118649163756249	0.1	1	1	yes	GFP+ CD45− tumor cells from KP tumors, sgLkb1 vs sgNeo. Isogenic, n=3.		
GSE322570	isogenic_sglkb1_on_KP	kl_vs_kp	sgLkb1_minus_sgNeo	Pnkp	log2_CPM_plus1	sorted_tumor_cells	3	3	4.980836034501171	4.763928169435784	0.21690786506538728	0.5447775645799313	0.4	1	1	yes	GFP+ CD45− tumor cells from KP tumors, sgLkb1 vs sgNeo. Isogenic, n=3.		
GSE322570	isogenic_sglkb1_on_KP	kl_vs_kp	sgLkb1_minus_sgNeo	Poll	log2_CPM_plus1	sorted_tumor_cells	3	3	3.047745655565142	3.550245349044578	-0.5024996934794359	-1.2852172274712108	0.2	1	1	yes	GFP+ CD45− tumor cells from KP tumors, sgLkb1 vs sgNeo. Isogenic, n=3.		
GSE322570	isogenic_sglkb1_on_KP	kl_vs_kp	sgLkb1_minus_sgNeo	Polm	log2_CPM_plus1	sorted_tumor_cells	3	3	3.842739237285921	3.7620879662937443	0.08065127099217673	0.17531220067135286	1.0	1	1	yes	GFP+ CD45− tumor cells from KP tumors, sgLkb1 vs sgNeo. Isogenic, n=3.		
GSE322570	isogenic_sglkb1_on_KP	kl_vs_kp	sgLkb1_minus_sgNeo	Prkdc	log2_CPM_plus1	sorted_tumor_cells	3	3	4.161387179178439	3.9652724913169024	0.1961146878615363	0.7074241874937658	0.4	1	1	yes	GFP+ CD45− tumor cells from KP tumors, sgLkb1 vs sgNeo. Isogenic, n=3.		
GSE322570	isogenic_sglkb1_on_KP	kl_vs_kp	sgLkb1_minus_sgNeo	Rsad2	log2_CPM_plus1	sorted_tumor_cells	3	3	1.3327966473342838	2.5955357773345553	-1.2627391300002715	-2.9510229964851558	0.1	1	1	yes	GFP+ CD45− tumor cells from KP tumors, sgLkb1 vs sgNeo. Isogenic, n=3.		
GSE322570	isogenic_sglkb1_on_KP	kl_vs_kp	sgLkb1_minus_sgNeo	Stat1	log2_CPM_plus1	sorted_tumor_cells	3	3	5.761590381504544	6.556558913446685	-0.7949685319421409	-0.6267091905459408	0.7	1	1	yes	GFP+ CD45− tumor cells from KP tumors, sgLkb1 vs sgNeo. Isogenic, n=3.		
GSE322570	isogenic_sglkb1_on_KP	kl_vs_kp	sgLkb1_minus_sgNeo	Tbk1	log2_CPM_plus1	sorted_tumor_cells	3	3	6.065042431395876	5.783253454054811	0.28178897734106556	1.9908549578944321	0.1	1	1	yes	GFP+ CD45− tumor cells from KP tumors, sgLkb1 vs sgNeo. Isogenic, n=3.		
GSE322570	isogenic_sglkb1_on_KP	kl_vs_kp	sgLkb1_minus_sgNeo	Xrcc4	log2_CPM_plus1	sorted_tumor_cells	3	3	4.0943922205084835	3.491902662927901	0.6024895575805824	1.7879786910009987	0.1	1	1	yes	GFP+ CD45− tumor cells from KP tumors, sgLkb1 vs sgNeo. Isogenic, n=3.		
GSE322570	isogenic_sglkb1_on_KP	kl_vs_kp	sgLkb1_minus_sgNeo	Xrcc5	log2_CPM_plus1	sorted_tumor_cells	3	3	5.0210402230816955	5.037075952325439	-0.01603572924374319	-0.06514988776052104	1.0	1	1	yes	GFP+ CD45− tumor cells from KP tumors, sgLkb1 vs sgNeo. Isogenic, n=3.		
GSE322570	isogenic_sglkb1_on_KP	kl_vs_kp	sgLkb1_minus_sgNeo	Xrcc6	log2_CPM_plus1	sorted_tumor_cells	3	3	5.241477819777907	5.267386391877281	-0.02590857209937436	-0.13841432722919864	0.7	1	1	yes	GFP+ CD45− tumor cells from KP tumors, sgLkb1 vs sgNeo. Isogenic, n=3.		
GSE338923	isogenic_cellline_stk11ko	isogenic_stk11	STK11_KO_minus_parental	Cldn4	log2_CPM_plus1	cell_line	4	4	0.07940029322866766	0.5364108596620027	-0.4570105664333351	-2.4531704682297937	0.02857142857142857	1	1	no	Lacun3 murine LUAD, in vitro, parental vs CRISPR Stk11 KO. Not a KP-vs-KL GEMM. C columns = parental (higher Stk11), S columns = Stk11 KO, confirmed by Stk11 expression.		
GSE338923	isogenic_cellline_stk11ko	isogenic_stk11	STK11_KO_minus_parental	Sting1	log2_CPM_plus1	cell_line	4	4	3.8558613293065473	4.199102582821654	-0.3432412535151066	-2.436129993956674	0.02857142857142857	1	1	no	Lacun3 murine LUAD, in vitro, parental vs CRISPR Stk11 KO. Not a KP-vs-KL GEMM. C columns = parental (higher Stk11), S columns = Stk11 KO, confirmed by Stk11 expression.		
GSE338923	isogenic_cellline_stk11ko	isogenic_stk11	STK11_KO_minus_parental	Cgas	log2_CPM_plus1	cell_line	4	4	3.0152606432788125	3.5483976853744545	-0.533137042095642	-4.1394521345293	0.02857142857142857	1	1	no	Lacun3 murine LUAD, in vitro, parental vs CRISPR Stk11 KO. Not a KP-vs-KL GEMM. C columns = parental (higher Stk11), S columns = Stk11 KO, confirmed by Stk11 expression.		
GSE338923	isogenic_cellline_stk11ko	isogenic_stk11	STK11_KO_minus_parental	Stk11	log2_CPM_plus1	cell_line	4	4	5.120295278985502	6.114510379028361	-0.994215100042859	-28.64672342210492	0.02857142857142857	1	1	no	Lacun3 murine LUAD, in vitro, parental vs CRISPR Stk11 KO. Not a KP-vs-KL GEMM. C columns = parental (higher Stk11), S columns = Stk11 KO, confirmed by Stk11 expression.		
GSE338923	isogenic_cellline_stk11ko	isogenic_stk11	STK11_KO_minus_parental	NHEJ	log2_CPM_plus1	cell_line	4	4	0.07703511363720483	-0.07703511363720403	0.15407022727440886	0.35268484200608735	0.34285714285714286	13	13	no	Lacun3 murine LUAD, in vitro, parental vs CRISPR Stk11 KO. Not a KP-vs-KL GEMM. C columns = parental (higher Stk11), S columns = Stk11 KO, confirmed by Stk11 expression.		
GSE338923	isogenic_cellline_stk11ko	isogenic_stk11	STK11_KO_minus_parental	STING_core	log2_CPM_plus1	cell_line	4	4	-0.25940210015377335	0.25940210015377646	-0.5188042003075498	-1.4850684625065311	0.02857142857142857	5	5	no	Lacun3 murine LUAD, in vitro, parental vs CRISPR Stk11 KO. Not a KP-vs-KL GEMM. C columns = parental (higher Stk11), S columns = Stk11 KO, confirmed by Stk11 expression.		
GSE338923	isogenic_cellline_stk11ko	isogenic_stk11	STK11_KO_minus_parental	STING_ISG	log2_CPM_plus1	cell_line	4	4	-0.006588676149782438	0.006588676149781883	-0.013177352299564321	-0.016207029406450833	0.6857142857142857	8	8	no	Lacun3 murine LUAD, in vitro, parental vs CRISPR Stk11 KO. Not a KP-vs-KL GEMM. C columns = parental (higher Stk11), S columns = Stk11 KO, confirmed by Stk11 expression.		
GSE338923	isogenic_cellline_stk11ko	isogenic_stk11	STK11_KO_minus_parental	Actb	log2_CPM_plus1	cell_line	4	4	12.26251414983983	11.892681771707228	0.36983237813260317	7.748321033829218	0.02857142857142857	1	1	no	Lacun3 murine LUAD, in vitro, parental vs CRISPR Stk11 KO. Not a KP-vs-KL GEMM. C columns = parental (higher Stk11), S columns = Stk11 KO, confirmed by Stk11 expression.		
GSE338923	isogenic_cellline_stk11ko	isogenic_stk11	STK11_KO_minus_parental	Aplf	log2_CPM_plus1	cell_line	4	4	4.523830496959012	4.798055973641262	-0.2742254766822496	-3.237974198522062	0.02857142857142857	1	1	no	Lacun3 murine LUAD, in vitro, parental vs CRISPR Stk11 KO. Not a KP-vs-KL GEMM. C columns = parental (higher Stk11), S columns = Stk11 KO, confirmed by Stk11 expression.		
GSE338923	isogenic_cellline_stk11ko	isogenic_stk11	STK11_KO_minus_parental	Aptx	log2_CPM_plus1	cell_line	4	4	4.471066095747698	3.759933530767302	0.7111325649803963	5.9190709209178145	0.02857142857142857	1	1	no	Lacun3 murine LUAD, in vitro, parental vs CRISPR Stk11 KO. Not a KP-vs-KL GEMM. C columns = parental (higher Stk11), S columns = Stk11 KO, confirmed by Stk11 expression.		
GSE338923	isogenic_cellline_stk11ko	isogenic_stk11	STK11_KO_minus_parental	Cxcl10	log2_CPM_plus1	cell_line	4	4	2.1184311890667953	2.9289643470844005	-0.8105331580176052	-1.3966060421127509	0.11428571428571428	1	1	no	Lacun3 murine LUAD, in vitro, parental vs CRISPR Stk11 KO. Not a KP-vs-KL GEMM. C columns = parental (higher Stk11), S columns = Stk11 KO, confirmed by Stk11 expression.		
GSE338923	isogenic_cellline_stk11ko	isogenic_stk11	STK11_KO_minus_parental	Dclre1c	log2_CPM_plus1	cell_line	4	4	3.839690063217859	4.6553418494203	-0.8156517862024413	-6.0287718863824855	0.02857142857142857	1	1	no	Lacun3 murine LUAD, in vitro, parental vs CRISPR Stk11 KO. Not a KP-vs-KL GEMM. C columns = parental (higher Stk11), S columns = Stk11 KO, confirmed by Stk11 expression.		
GSE338923	isogenic_cellline_stk11ko	isogenic_stk11	STK11_KO_minus_parental	Gapdh	log2_CPM_plus1	cell_line	4	4	12.564277778470066	11.426504985809625	1.1377727926604404	9.39178588223999	0.02857142857142857	1	1	no	Lacun3 murine LUAD, in vitro, parental vs CRISPR Stk11 KO. Not a KP-vs-KL GEMM. C columns = parental (higher Stk11), S columns = Stk11 KO, confirmed by Stk11 expression.		
GSE338923	isogenic_cellline_stk11ko	isogenic_stk11	STK11_KO_minus_parental	Ifit1	log2_CPM_plus1	cell_line	4	4	0.7104230697902297	0.7869563135755543	-0.07653324378532456	-0.23415356264888867	1.0	1	1	no	Lacun3 murine LUAD, in vitro, parental vs CRISPR Stk11 KO. Not a KP-vs-KL GEMM. C columns = parental (higher Stk11), S columns = Stk11 KO, confirmed by Stk11 expression.		
GSE338923	isogenic_cellline_stk11ko	isogenic_stk11	STK11_KO_minus_parental	Ifnb1	log2_CPM_plus1	cell_line	4	4	0.03236210009958377	0.0	0.03236210009958377	1.064625215816786	0.18587673236587587	1	1	no	Lacun3 murine LUAD, in vitro, parental vs CRISPR Stk11 KO. Not a KP-vs-KL GEMM. C columns = parental (higher Stk11), S columns = Stk11 KO, confirmed by Stk11 expression.		
GSE338923	isogenic_cellline_stk11ko	isogenic_stk11	STK11_KO_minus_parental	Ikbke	log2_CPM_plus1	cell_line	4	4	8.334215294061961	8.20753913805164	0.1266761560103209	1.165786978872904	0.2	1	1	no	Lacun3 murine LUAD, in vitro, parental vs CRISPR Stk11 KO. Not a KP-vs-KL GEMM. C columns = parental (higher Stk11), S columns = Stk11 KO, confirmed by Stk11 expression.		
GSE338923	isogenic_cellline_stk11ko	isogenic_stk11	STK11_KO_minus_parental	Irf3	log2_CPM_plus1	cell_line	4	4	5.6980626286744585	6.026733068026691	-0.3286704393522326	-4.825805018035955	0.02857142857142857	1	1	no	Lacun3 murine LUAD, in vitro, parental vs CRISPR Stk11 KO. Not a KP-vs-KL GEMM. C columns = parental (higher Stk11), S columns = Stk11 KO, confirmed by Stk11 expression.		
GSE338923	isogenic_cellline_stk11ko	isogenic_stk11	STK11_KO_minus_parental	Irf7	log2_CPM_plus1	cell_line	4	4	2.285902149434251	2.229527178604142	0.05637497083010867	0.20994748488562076	0.6857142857142857	1	1	no	Lacun3 murine LUAD, in vitro, parental vs CRISPR Stk11 KO. Not a KP-vs-KL GEMM. C columns = parental (higher Stk11), S columns = Stk11 KO, confirmed by Stk11 expression.		
GSE338923	isogenic_cellline_stk11ko	isogenic_stk11	STK11_KO_minus_parental	Isg15	log2_CPM_plus1	cell_line	4	4	1.3284184319357923	1.385527747692724	-0.05710931575693157	-0.2079760541940655	1.0	1	1	no	Lacun3 murine LUAD, in vitro, parental vs CRISPR Stk11 KO. Not a KP-vs-KL GEMM. C columns = parental (higher Stk11), S columns = Stk11 KO, confirmed by Stk11 expression.		
GSE338923	isogenic_cellline_stk11ko	isogenic_stk11	STK11_KO_minus_parental	Lig4	log2_CPM_plus1	cell_line	4	4	3.8078480519237874	3.41943323430088	0.3884148176229072	2.439123753021182	0.02857142857142857	1	1	no	Lacun3 murine LUAD, in vitro, parental vs CRISPR Stk11 KO. Not a KP-vs-KL GEMM. C columns = parental (higher Stk11), S columns = Stk11 KO, confirmed by Stk11 expression.		
GSE338923	isogenic_cellline_stk11ko	isogenic_stk11	STK11_KO_minus_parental	Mx1	log2_CPM_plus1	cell_line	4	4	0.12458432257696134	0.11492957892122041	0.009654743655740927	0.09087568956314726	0.7715034091403082	1	1	no	Lacun3 murine LUAD, in vitro, parental vs CRISPR Stk11 KO. Not a KP-vs-KL GEMM. C columns = parental (higher Stk11), S columns = Stk11 KO, confirmed by Stk11 expression.		
GSE338923	isogenic_cellline_stk11ko	isogenic_stk11	STK11_KO_minus_parental	Nhej1	log2_CPM_plus1	cell_line	4	4	2.3647759237357637	1.6605926562898568	0.704183267445907	4.147854965940057	0.02857142857142857	1	1	no	Lacun3 murine LUAD, in vitro, parental vs CRISPR Stk11 KO. Not a KP-vs-KL GEMM. C columns = parental (higher Stk11), S columns = Stk11 KO, confirmed by Stk11 expression.		
GSE338923	isogenic_cellline_stk11ko	isogenic_stk11	STK11_KO_minus_parental	Paxx	log2_CPM_plus1	cell_line	4	4	3.647840061497163	3.990539064944676	-0.34269900344751303	-1.7946320275533638	0.11428571428571428	1	1	no	Lacun3 murine LUAD, in vitro, parental vs CRISPR Stk11 KO. Not a KP-vs-KL GEMM. C columns = parental (higher Stk11), S columns = Stk11 KO, confirmed by Stk11 expression.		
GSE338923	isogenic_cellline_stk11ko	isogenic_stk11	STK11_KO_minus_parental	Pnkp	log2_CPM_plus1	cell_line	4	4	5.6436645283628515	4.985690210612084	0.6579743177507673	5.136636118667501	0.02857142857142857	1	1	no	Lacun3 murine LUAD, in vitro, parental vs CRISPR Stk11 KO. Not a KP-vs-KL GEMM. C columns = parental (higher Stk11), S columns = Stk11 KO, confirmed by Stk11 expression.		
GSE338923	isogenic_cellline_stk11ko	isogenic_stk11	STK11_KO_minus_parental	Poll	log2_CPM_plus1	cell_line	4	4	4.216100905671437	4.298519642878059	-0.08241873720662163	-0.830291493979337	0.34285714285714286	1	1	no	Lacun3 murine LUAD, in vitro, parental vs CRISPR Stk11 KO. Not a KP-vs-KL GEMM. C columns = parental (higher Stk11), S columns = Stk11 KO, confirmed by Stk11 expression.		
GSE338923	isogenic_cellline_stk11ko	isogenic_stk11	STK11_KO_minus_parental	Polm	log2_CPM_plus1	cell_line	4	4	5.513294796616648	5.031746916383235	0.4815478802334132	2.6922053775224923	0.02857142857142857	1	1	no	Lacun3 murine LUAD, in vitro, parental vs CRISPR Stk11 KO. Not a KP-vs-KL GEMM. C columns = parental (higher Stk11), S columns = Stk11 KO, confirmed by Stk11 expression.		
GSE338923	isogenic_cellline_stk11ko	isogenic_stk11	STK11_KO_minus_parental	Prkdc	log2_CPM_plus1	cell_line	4	4	5.564319326160991	5.981201889304152	-0.41688256314316074	-2.7214751777048307	0.02857142857142857	1	1	no	Lacun3 murine LUAD, in vitro, parental vs CRISPR Stk11 KO. Not a KP-vs-KL GEMM. C columns = parental (higher Stk11), S columns = Stk11 KO, confirmed by Stk11 expression.		
GSE338923	isogenic_cellline_stk11ko	isogenic_stk11	STK11_KO_minus_parental	Rsad2	log2_CPM_plus1	cell_line	4	4	0.1972922801717767	0.5062796990363825	-0.3089874188646058	-1.20248650980205	0.11428571428571428	1	1	no	Lacun3 murine LUAD, in vitro, parental vs CRISPR Stk11 KO. Not a KP-vs-KL GEMM. C columns = parental (higher Stk11), S columns = Stk11 KO, confirmed by Stk11 expression.		
GSE338923	isogenic_cellline_stk11ko	isogenic_stk11	STK11_KO_minus_parental	Stat1	log2_CPM_plus1	cell_line	4	4	3.107509486974554	2.7205655446871773	0.3869439422873766	1.795072164037216	0.02857142857142857	1	1	no	Lacun3 murine LUAD, in vitro, parental vs CRISPR Stk11 KO. Not a KP-vs-KL GEMM. C columns = parental (higher Stk11), S columns = Stk11 KO, confirmed by Stk11 expression.		
GSE338923	isogenic_cellline_stk11ko	isogenic_stk11	STK11_KO_minus_parental	Tbk1	log2_CPM_plus1	cell_line	4	4	5.623318573791882	5.458520642275505	0.164797931516377	2.292673979842493	0.02857142857142857	1	1	no	Lacun3 murine LUAD, in vitro, parental vs CRISPR Stk11 KO. Not a KP-vs-KL GEMM. C columns = parental (higher Stk11), S columns = Stk11 KO, confirmed by Stk11 expression.		
GSE338923	isogenic_cellline_stk11ko	isogenic_stk11	STK11_KO_minus_parental	Xrcc4	log2_CPM_plus1	cell_line	4	4	4.388594202316607	4.0643495487301	0.3242446535865078	3.525535230080848	0.02857142857142857	1	1	no	Lacun3 murine LUAD, in vitro, parental vs CRISPR Stk11 KO. Not a KP-vs-KL GEMM. C columns = parental (higher Stk11), S columns = Stk11 KO, confirmed by Stk11 expression.		
GSE338923	isogenic_cellline_stk11ko	isogenic_stk11	STK11_KO_minus_parental	Xrcc5	log2_CPM_plus1	cell_line	4	4	5.800677358001873	5.693426337397314	0.10725102060455871	0.7111557264334505	0.2	1	1	no	Lacun3 murine LUAD, in vitro, parental vs CRISPR Stk11 KO. Not a KP-vs-KL GEMM. C columns = parental (higher Stk11), S columns = Stk11 KO, confirmed by Stk11 expression.		
GSE338923	isogenic_cellline_stk11ko	isogenic_stk11	STK11_KO_minus_parental	Xrcc6	log2_CPM_plus1	cell_line	4	4	5.7058225354232475	6.208020341624574	-0.5021978062013268	-4.031001104934686	0.02857142857142857	1	1	no	Lacun3 murine LUAD, in vitro, parental vs CRISPR Stk11 KO. Not a KP-vs-KL GEMM. C columns = parental (higher Stk11), S columns = Stk11 KO, confirmed by Stk11 expression.		
GSE175479	autochthonous_bulk_lung	kl_vs_k	KL_minus_K	Cldn4	log2_CPM_plus1	bulk_lung	4	4	7.129538803157787	5.448532071103326	1.6810067320544606	1.5063267998281051	0.02857142857142857	1	1	no	Kras vs Kras;Lkb1 bulk lung. AMPK-double-knockout (KAA) arm excluded. No KP arm.		
GSE175479	autochthonous_bulk_lung	kl_vs_k	KL_minus_K	Sting1	log2_CPM_plus1	bulk_lung	4	4	5.499449127997328	6.042058949632998	-0.5426098216356703	-1.094946256620642	0.2	1	1	no	Kras vs Kras;Lkb1 bulk lung. AMPK-double-knockout (KAA) arm excluded. No KP arm.		
GSE175479	autochthonous_bulk_lung	kl_vs_k	KL_minus_K	Cgas	log2_CPM_plus1	bulk_lung	4	4	1.9994633045203236	1.9951111362360099	0.004352168284313729	0.014581378726965421	0.8857142857142857	1	1	no	Kras vs Kras;Lkb1 bulk lung. AMPK-double-knockout (KAA) arm excluded. No KP arm.		
GSE175479	autochthonous_bulk_lung	kl_vs_k	KL_minus_K	Stk11	log2_CPM_plus1	bulk_lung	4	4	5.6845575220526685	6.987566418048819	-1.3030088959961503	-2.3412011627139093	0.02857142857142857	1	1	no	Kras vs Kras;Lkb1 bulk lung. AMPK-double-knockout (KAA) arm excluded. No KP arm.		
GSE175479	autochthonous_bulk_lung	kl_vs_k	KL_minus_K	NHEJ	log2_CPM_plus1	bulk_lung	4	4	0.3519986666134792	-0.35199866661347856	0.7039973332269578	1.3803767400090936	0.2	12	13	no	Kras vs Kras;Lkb1 bulk lung. AMPK-double-knockout (KAA) arm excluded. No KP arm.		
GSE175479	autochthonous_bulk_lung	kl_vs_k	KL_minus_K	STING_core	log2_CPM_plus1	bulk_lung	4	4	0.33367165480139505	-0.3336716548013948	0.6673433096027899	1.0135594472186873	0.2	5	5	no	Kras vs Kras;Lkb1 bulk lung. AMPK-double-knockout (KAA) arm excluded. No KP arm.		
GSE175479	autochthonous_bulk_lung	kl_vs_k	KL_minus_K	STING_ISG	log2_CPM_plus1	bulk_lung	4	4	0.07618887175834746	-0.07618887175834732	0.15237774351669478	0.21505760291949913	0.6857142857142857	8	8	no	Kras vs Kras;Lkb1 bulk lung. AMPK-double-knockout (KAA) arm excluded. No KP arm.		
GSE175479	autochthonous_bulk_lung	kl_vs_k	KL_minus_K	Actb	log2_CPM_plus1	bulk_lung	4	4	12.67097311684364	12.519510786916396	0.15146232992724507	0.3793643161363426	0.6857142857142857	1	1	no	Kras vs Kras;Lkb1 bulk lung. AMPK-double-knockout (KAA) arm excluded. No KP arm.		
GSE175479	autochthonous_bulk_lung	kl_vs_k	KL_minus_K	Aplf	log2_CPM_plus1	bulk_lung	4	4	3.7523547875869916	3.3932509362205447	0.35910385136644685	0.8133147763086643	0.34285714285714286	1	1	no	Kras vs Kras;Lkb1 bulk lung. AMPK-double-knockout (KAA) arm excluded. No KP arm.		
GSE175479	autochthonous_bulk_lung	kl_vs_k	KL_minus_K	Aptx	log2_CPM_plus1	bulk_lung	4	4	3.783832712699118	3.4470786674261653	0.3367540452729525	1.1335010009123692	0.2	1	1	no	Kras vs Kras;Lkb1 bulk lung. AMPK-double-knockout (KAA) arm excluded. No KP arm.		
GSE175479	autochthonous_bulk_lung	kl_vs_k	KL_minus_K	Cxcl10	log2_CPM_plus1	bulk_lung	4	4	1.5223258227448093	1.5337469994328763	-0.01142117668806697	-0.016483373858044072	0.8857142857142857	1	1	no	Kras vs Kras;Lkb1 bulk lung. AMPK-double-knockout (KAA) arm excluded. No KP arm.		
GSE175479	autochthonous_bulk_lung	kl_vs_k	KL_minus_K	Dclre1c	log2_CPM_plus1	bulk_lung	4	4	3.394915804654483	2.5732496964331384	0.8216661082213448	1.0812833030896654	0.2	1	1	no	Kras vs Kras;Lkb1 bulk lung. AMPK-double-knockout (KAA) arm excluded. No KP arm.		
GSE175479	autochthonous_bulk_lung	kl_vs_k	KL_minus_K	Gapdh	log2_CPM_plus1	bulk_lung	4	4	9.707648631222119	9.257697592866263	0.4499510383558558	0.58932840739575	0.6857142857142857	1	1	no	Kras vs Kras;Lkb1 bulk lung. AMPK-double-knockout (KAA) arm excluded. No KP arm.		
GSE175479	autochthonous_bulk_lung	kl_vs_k	KL_minus_K	Ifit1	log2_CPM_plus1	bulk_lung	4	4	2.6445736138880496	3.2113802204574164	-0.5668066065693669	-1.0756693788690244	0.11428571428571428	1	1	no	Kras vs Kras;Lkb1 bulk lung. AMPK-double-knockout (KAA) arm excluded. No KP arm.		
GSE175479	autochthonous_bulk_lung	kl_vs_k	KL_minus_K	Ifnb1	log2_CPM_plus1	bulk_lung	4	4	0.0	0.0	0.0		1.0	1	1	no	Kras vs Kras;Lkb1 bulk lung. AMPK-double-knockout (KAA) arm excluded. No KP arm.		
GSE175479	autochthonous_bulk_lung	kl_vs_k	KL_minus_K	Ikbke	log2_CPM_plus1	bulk_lung	4	4	5.603009871018281	3.2903718270369327	2.312638043981348	3.4451221759066533	0.02857142857142857	1	1	no	Kras vs Kras;Lkb1 bulk lung. AMPK-double-knockout (KAA) arm excluded. No KP arm.		
GSE175479	autochthonous_bulk_lung	kl_vs_k	KL_minus_K	Irf3	log2_CPM_plus1	bulk_lung	4	4	6.455547322047515	5.678071267413929	0.7774760546335857	1.5982836055095155	0.11428571428571428	1	1	no	Kras vs Kras;Lkb1 bulk lung. AMPK-double-knockout (KAA) arm excluded. No KP arm.		
GSE175479	autochthonous_bulk_lung	kl_vs_k	KL_minus_K	Irf7	log2_CPM_plus1	bulk_lung	4	4	4.499329595777375	3.902354445969948	0.5969751498074274	0.7086165139106045	0.34285714285714286	1	1	no	Kras vs Kras;Lkb1 bulk lung. AMPK-double-knockout (KAA) arm excluded. No KP arm.		
GSE175479	autochthonous_bulk_lung	kl_vs_k	KL_minus_K	Isg15	log2_CPM_plus1	bulk_lung	4	4	2.195659874387171	1.898918626707629	0.29674124767954213	0.6260536624003153	0.4857142857142857	1	1	no	Kras vs Kras;Lkb1 bulk lung. AMPK-double-knockout (KAA) arm excluded. No KP arm.		
GSE175479	autochthonous_bulk_lung	kl_vs_k	KL_minus_K	Lig4	log2_CPM_plus1	bulk_lung	4	4	4.531186532062929	3.8595745432945714	0.6716119887683574	2.602093302512769	0.02857142857142857	1	1	no	Kras vs Kras;Lkb1 bulk lung. AMPK-double-knockout (KAA) arm excluded. No KP arm.		
GSE175479	autochthonous_bulk_lung	kl_vs_k	KL_minus_K	Mx1	log2_CPM_plus1	bulk_lung	4	4	3.7457940608162543	2.213750981278849	1.5320430795374054	1.8755421371683108	0.05714285714285714	1	1	no	Kras vs Kras;Lkb1 bulk lung. AMPK-double-knockout (KAA) arm excluded. No KP arm.		
GSE175479	autochthonous_bulk_lung	kl_vs_k	KL_minus_K	Nhej1	log2_CPM_plus1	bulk_lung	4	4	2.0211343702556634	1.64571194504355	0.37542242521211344	0.9526083461203483	0.2	1	1	no	Kras vs Kras;Lkb1 bulk lung. AMPK-double-knockout (KAA) arm excluded. No KP arm.		
GSE175479	autochthonous_bulk_lung	kl_vs_k	KL_minus_K	Pnkp	log2_CPM_plus1	bulk_lung	4	4	5.210018617128985	4.870178178325182	0.33984043880380277	1.3130845312626822	0.11428571428571428	1	1	no	Kras vs Kras;Lkb1 bulk lung. AMPK-double-knockout (KAA) arm excluded. No KP arm.		
GSE175479	autochthonous_bulk_lung	kl_vs_k	KL_minus_K	Poll	log2_CPM_plus1	bulk_lung	4	4	3.902664721565404	3.9200671641320435	-0.017402442566639476	-0.10036308038912622	1.0	1	1	no	Kras vs Kras;Lkb1 bulk lung. AMPK-double-knockout (KAA) arm excluded. No KP arm.		
GSE175479	autochthonous_bulk_lung	kl_vs_k	KL_minus_K	Polm	log2_CPM_plus1	bulk_lung	4	4	5.419487184205596	4.210932285514533	1.2085548986910633	1.338941404120738	0.34285714285714286	1	1	no	Kras vs Kras;Lkb1 bulk lung. AMPK-double-knockout (KAA) arm excluded. No KP arm.		
GSE175479	autochthonous_bulk_lung	kl_vs_k	KL_minus_K	Prkdc	log2_CPM_plus1	bulk_lung	4	4	4.328251239135794	4.3429797356679885	-0.014728496532194768	-0.04521090543313371	1.0	1	1	no	Kras vs Kras;Lkb1 bulk lung. AMPK-double-knockout (KAA) arm excluded. No KP arm.		
GSE175479	autochthonous_bulk_lung	kl_vs_k	KL_minus_K	Rsad2	log2_CPM_plus1	bulk_lung	4	4	1.827809481170174	1.9605975025066638	-0.13278802133648981	-0.26611050536656095	0.6857142857142857	1	1	no	Kras vs Kras;Lkb1 bulk lung. AMPK-double-knockout (KAA) arm excluded. No KP arm.		
GSE175479	autochthonous_bulk_lung	kl_vs_k	KL_minus_K	Stat1	log2_CPM_plus1	bulk_lung	4	4	6.2907893464398414	6.539014700904339	-0.24822535446449745	-0.4560844421044536	0.6857142857142857	1	1	no	Kras vs Kras;Lkb1 bulk lung. AMPK-double-knockout (KAA) arm excluded. No KP arm.		
GSE175479	autochthonous_bulk_lung	kl_vs_k	KL_minus_K	Tbk1	log2_CPM_plus1	bulk_lung	4	4	5.782466625986982	5.280612037602347	0.501854588384635	1.1374496666940905	0.34285714285714286	1	1	no	Kras vs Kras;Lkb1 bulk lung. AMPK-double-knockout (KAA) arm excluded. No KP arm.		
GSE175479	autochthonous_bulk_lung	kl_vs_k	KL_minus_K	Xrcc4	log2_CPM_plus1	bulk_lung	4	4	3.6217052367624785	3.0414452772652667	0.5802599594972118	1.7604743944077865	0.11428571428571428	1	1	no	Kras vs Kras;Lkb1 bulk lung. AMPK-double-knockout (KAA) arm excluded. No KP arm.		
