accession	design	family	contrast	endpoint	scale	unit	n_kl	n_ref	mean_kl	mean_ref	delta_kl_minus_ref	hedges_g	mannwhitney_p	n_genes_in_module	n_genes_requested	underpowered_mw_floor	note	fdr_family	fdr_bh
GSE274351	lcm_adenoma	kl_vs_k	KL_minus_K	Stat1	log2_TPM_plus1	adenoma	5	4	3.6615926019975205	2.7765505792855487	0.8850420227119717	0.2559277156177121	0.5555555555555556	1	1	no	Same LCM series, KL vs Kras-only. Not a p53 comparator.		
GSE274351	lcm_adenoma	kl_vs_k	KL_minus_K	Tbk1	log2_TPM_plus1	adenoma	5	4	2.155057686173999	1.5710486832061439	0.5840090029678553	0.22368258190105222	1.0	1	1	no	Same LCM series, KL vs Kras-only. Not a p53 comparator.		
GSE274351	lcm_adenoma	kl_vs_k	KL_minus_K	Xrcc4	log2_TPM_plus1	adenoma	5	4	1.0712756458246802	0.5980793556946901	0.4731962901299901	0.309504596275814	0.5023349543605022	1	1	no	Same LCM series, KL vs Kras-only. Not a p53 comparator.		
GSE274351	lcm_adenoma	kl_vs_k	KL_minus_K	Xrcc5	log2_TPM_plus1	adenoma	5	4	1.8141788365622502	4.238470808957714	-2.4242919723954635	-1.0817134719478052	0.10985524288571236	1	1	no	Same LCM series, KL vs Kras-only. Not a p53 comparator.		
GSE274351	lcm_adenoma	kl_vs_k	KL_minus_K	Xrcc6	log2_TPM_plus1	adenoma	5	4	3.7736918773585777	3.1912510304728006	0.5824408468857771	0.16220000180200805	0.9008653893206502	1	1	no	Same LCM series, KL vs Kras-only. Not a p53 comparator.		
GSE274352	cell_line_empty_vector	kl_vs_kp	KL_minus_KP	Cldn4	log2_normalized_counts_plus1	cell_line	3	3	9.567501230507366	9.763386790418851	-0.19588555991148482	-0.2059200992283119	1.0	1	1	yes	KP and KL GEMM-derived lines, empty-vector columns from the IFN-β matrix (KP1–3, KL1–3). Not GSE137244. Not pasted onto the STING matrix.	cell_or_isogenic_kl_vs_kp	1.0
GSE274352	cell_line_empty_vector	kl_vs_kp	KL_minus_KP	Sting1	log2_normalized_counts_plus1	cell_line	3	3	6.743078742158197	4.327044395581343	2.416034346576854	1.4767932111980264	0.2	1	1	yes	KP and KL GEMM-derived lines, empty-vector columns from the IFN-β matrix (KP1–3, KL1–3). Not GSE137244. Not pasted onto the STING matrix.	cell_or_isogenic_kl_vs_kp	0.7999999999999999
GSE274352	cell_line_empty_vector	kl_vs_kp	KL_minus_KP	Cgas	log2_normalized_counts_plus1	cell_line	3	3	7.37194038158276	6.579248638770977	0.7926917428117832	0.9493621204825979	0.2	1	1	yes	KP and KL GEMM-derived lines, empty-vector columns from the IFN-β matrix (KP1–3, KL1–3). Not GSE137244. Not pasted onto the STING matrix.		
GSE274352	cell_line_empty_vector	kl_vs_kp	KL_minus_KP	Stk11	log2_normalized_counts_plus1	cell_line	3	3	7.465339860490249	9.22839775182962	-1.763057891339371	-11.412152906622397	0.1	1	1	yes	KP and KL GEMM-derived lines, empty-vector columns from the IFN-β matrix (KP1–3, KL1–3). Not GSE137244. Not pasted onto the STING matrix.		
GSE274352	cell_line_empty_vector	kl_vs_kp	KL_minus_KP	NHEJ	log2_normalized_counts_plus1	cell_line	3	3	0.17410723106503992	-0.1741072310650369	0.3482144621300768	0.8493863372763628	0.4	13	13	yes	KP and KL GEMM-derived lines, empty-vector columns from the IFN-β matrix (KP1–3, KL1–3). Not GSE137244. Not pasted onto the STING matrix.	cell_or_isogenic_kl_vs_kp	0.7999999999999999
GSE274352	cell_line_empty_vector	kl_vs_kp	KL_minus_KP	STING_core	log2_normalized_counts_plus1	cell_line	3	3	0.6604579262618779	-0.6604579262618749	1.3209158525237528	3.159385810850043	0.1	5	5	yes	KP and KL GEMM-derived lines, empty-vector columns from the IFN-β matrix (KP1–3, KL1–3). Not GSE137244. Not pasted onto the STING matrix.	cell_or_isogenic_kl_vs_kp	0.7999999999999999
GSE274352	cell_line_empty_vector	kl_vs_kp	KL_minus_KP	STING_ISG	log2_normalized_counts_plus1	cell_line	3	3	0.5111073508274303	-0.51110735082743	1.0222147016548604	1.551986754423238	0.1	8	8	yes	KP and KL GEMM-derived lines, empty-vector columns from the IFN-β matrix (KP1–3, KL1–3). Not GSE137244. Not pasted onto the STING matrix.		
GSE274352	cell_line_empty_vector	kl_vs_kp	KL_minus_KP	Actb	log2_normalized_counts_plus1	cell_line	3	3	17.58917886602413	17.249009784996417	0.3401690810277138	1.131700211475484	0.2	1	1	yes	KP and KL GEMM-derived lines, empty-vector columns from the IFN-β matrix (KP1–3, KL1–3). Not GSE137244. Not pasted onto the STING matrix.		
GSE274352	cell_line_empty_vector	kl_vs_kp	KL_minus_KP	Aplf	log2_normalized_counts_plus1	cell_line	3	3	6.359171227562242	6.331686122629155	0.027485104933086646	0.05554778757871662	1.0	1	1	yes	KP and KL GEMM-derived lines, empty-vector columns from the IFN-β matrix (KP1–3, KL1–3). Not GSE137244. Not pasted onto the STING matrix.		
GSE274352	cell_line_empty_vector	kl_vs_kp	KL_minus_KP	Aptx	log2_normalized_counts_plus1	cell_line	3	3	7.482258496770552	6.796979484928376	0.6852790118421757	1.3270005940017735	0.2	1	1	yes	KP and KL GEMM-derived lines, empty-vector columns from the IFN-β matrix (KP1–3, KL1–3). Not GSE137244. Not pasted onto the STING matrix.		
GSE274352	cell_line_empty_vector	kl_vs_kp	KL_minus_KP	Cxcl10	log2_normalized_counts_plus1	cell_line	3	3	0.9806899278119551	1.8530851874105718	-0.8723952595986167	-0.5287391021691855	0.5065551690490403	1	1	yes	KP and KL GEMM-derived lines, empty-vector columns from the IFN-β matrix (KP1–3, KL1–3). Not GSE137244. Not pasted onto the STING matrix.		
GSE274352	cell_line_empty_vector	kl_vs_kp	KL_minus_KP	Dclre1c	log2_normalized_counts_plus1	cell_line	3	3	7.05668706783717	6.381583378250274	0.675103689586896	2.7938200356434106	0.1	1	1	yes	KP and KL GEMM-derived lines, empty-vector columns from the IFN-β matrix (KP1–3, KL1–3). Not GSE137244. Not pasted onto the STING matrix.		
GSE274352	cell_line_empty_vector	kl_vs_kp	KL_minus_KP	Gapdh	log2_normalized_counts_plus1	cell_line	3	3	7.080014545066945	6.654038716182153	0.42597582888479213	1.1226117116489203	0.2	1	1	yes	KP and KL GEMM-derived lines, empty-vector columns from the IFN-β matrix (KP1–3, KL1–3). Not GSE137244. Not pasted onto the STING matrix.		
GSE274352	cell_line_empty_vector	kl_vs_kp	KL_minus_KP	Ifit1	log2_normalized_counts_plus1	cell_line	3	3	1.0510277576790141	1.424214408753287	-0.37318665107427296	-0.32614150936450886	1.0	1	1	yes	KP and KL GEMM-derived lines, empty-vector columns from the IFN-β matrix (KP1–3, KL1–3). Not GSE137244. Not pasted onto the STING matrix.		
GSE274352	cell_line_empty_vector	kl_vs_kp	KL_minus_KP	Ifnb1	log2_normalized_counts_plus1	cell_line	3	3	0.0	0.0	0.0		1.0	1	1	yes	KP and KL GEMM-derived lines, empty-vector columns from the IFN-β matrix (KP1–3, KL1–3). Not GSE137244. Not pasted onto the STING matrix.		
GSE274352	cell_line_empty_vector	kl_vs_kp	KL_minus_KP	Ikbke	log2_normalized_counts_plus1	cell_line	3	3	8.004555124733914	5.738528154818957	2.2660269699149564	5.5126683313532725	0.1	1	1	yes	KP and KL GEMM-derived lines, empty-vector columns from the IFN-β matrix (KP1–3, KL1–3). Not GSE137244. Not pasted onto the STING matrix.		
GSE274352	cell_line_empty_vector	kl_vs_kp	KL_minus_KP	Irf3	log2_normalized_counts_plus1	cell_line	3	3	8.329951851544934	8.294094346621774	0.03585750492315931	0.10900182871559899	1.0	1	1	yes	KP and KL GEMM-derived lines, empty-vector columns from the IFN-β matrix (KP1–3, KL1–3). Not GSE137244. Not pasted onto the STING matrix.		
GSE274352	cell_line_empty_vector	kl_vs_kp	KL_minus_KP	Irf7	log2_normalized_counts_plus1	cell_line	3	3	2.2269069524993435	0.8468066409778076	1.3801003115215358	1.4574111521309694	0.1	1	1	yes	KP and KL GEMM-derived lines, empty-vector columns from the IFN-β matrix (KP1–3, KL1–3). Not GSE137244. Not pasted onto the STING matrix.		
GSE274352	cell_line_empty_vector	kl_vs_kp	KL_minus_KP	Isg15	log2_normalized_counts_plus1	cell_line	3	3	3.048370111154192	1.2733747508481212	1.7749953603060706	1.2554273550924477	0.1	1	1	yes	KP and KL GEMM-derived lines, empty-vector columns from the IFN-β matrix (KP1–3, KL1–3). Not GSE137244. Not pasted onto the STING matrix.		
GSE274352	cell_line_empty_vector	kl_vs_kp	KL_minus_KP	Lig4	log2_normalized_counts_plus1	cell_line	3	3	5.35587514757471	6.620855237328885	-1.2649800897541752	-1.6026007227802435	0.1	1	1	yes	KP and KL GEMM-derived lines, empty-vector columns from the IFN-β matrix (KP1–3, KL1–3). Not GSE137244. Not pasted onto the STING matrix.		
GSE274352	cell_line_empty_vector	kl_vs_kp	KL_minus_KP	Mx1	log2_normalized_counts_plus1	cell_line	3	3	4.034162667209936	0.0	4.034162667209936	9.061431474046058	0.06360256962075367	1	1	yes	KP and KL GEMM-derived lines, empty-vector columns from the IFN-β matrix (KP1–3, KL1–3). Not GSE137244. Not pasted onto the STING matrix.		
GSE274352	cell_line_empty_vector	kl_vs_kp	KL_minus_KP	Nhej1	log2_normalized_counts_plus1	cell_line	3	3	5.983024051232661	5.378798422995652	0.6042256282370095	1.0312642754209491	0.2	1	1	yes	KP and KL GEMM-derived lines, empty-vector columns from the IFN-β matrix (KP1–3, KL1–3). Not GSE137244. Not pasted onto the STING matrix.		
GSE274352	cell_line_empty_vector	kl_vs_kp	KL_minus_KP	Paxx	log2_normalized_counts_plus1	cell_line	3	3	5.8524539580180885	5.552889926817265	0.2995640312008234	0.3118450346765884	0.7	1	1	yes	KP and KL GEMM-derived lines, empty-vector columns from the IFN-β matrix (KP1–3, KL1–3). Not GSE137244. Not pasted onto the STING matrix.		
GSE274352	cell_line_empty_vector	kl_vs_kp	KL_minus_KP	Pnkp	log2_normalized_counts_plus1	cell_line	3	3	7.771011977884757	7.199701615571809	0.5713103623129481	1.3907484784258712	0.2	1	1	yes	KP and KL GEMM-derived lines, empty-vector columns from the IFN-β matrix (KP1–3, KL1–3). Not GSE137244. Not pasted onto the STING matrix.		
GSE274352	cell_line_empty_vector	kl_vs_kp	KL_minus_KP	Poll	log2_normalized_counts_plus1	cell_line	3	3	7.377353437529272	7.21201305878211	0.16534037874716212	0.24055270781359692	0.7	1	1	yes	KP and KL GEMM-derived lines, empty-vector columns from the IFN-β matrix (KP1–3, KL1–3). Not GSE137244. Not pasted onto the STING matrix.		
GSE274352	cell_line_empty_vector	kl_vs_kp	KL_minus_KP	Polm	log2_normalized_counts_plus1	cell_line	3	3	5.387389681663323	4.365833488918915	1.0215561927444075	1.2104435151216817	0.2	1	1	yes	KP and KL GEMM-derived lines, empty-vector columns from the IFN-β matrix (KP1–3, KL1–3). Not GSE137244. Not pasted onto the STING matrix.		
GSE274352	cell_line_empty_vector	kl_vs_kp	KL_minus_KP	Prkdc	log2_normalized_counts_plus1	cell_line	3	3	6.028818627683459	6.039547480055667	-0.010728852372207776	-0.019190797756417285	1.0	1	1	yes	KP and KL GEMM-derived lines, empty-vector columns from the IFN-β matrix (KP1–3, KL1–3). Not GSE137244. Not pasted onto the STING matrix.		
GSE274352	cell_line_empty_vector	kl_vs_kp	KL_minus_KP	Rsad2	log2_normalized_counts_plus1	cell_line	3	3	3.6611124273325504	1.0423485971414206	2.6187638301911296	1.9385458390965764	0.1	1	1	yes	KP and KL GEMM-derived lines, empty-vector columns from the IFN-β matrix (KP1–3, KL1–3). Not GSE137244. Not pasted onto the STING matrix.		
GSE274352	cell_line_empty_vector	kl_vs_kp	KL_minus_KP	Stat1	log2_normalized_counts_plus1	cell_line	3	3	5.9298540996993685	5.232925563280141	0.6969285364192279	3.552961706139265	0.1	1	1	yes	KP and KL GEMM-derived lines, empty-vector columns from the IFN-β matrix (KP1–3, KL1–3). Not GSE137244. Not pasted onto the STING matrix.		
GSE274352	cell_line_empty_vector	kl_vs_kp	KL_minus_KP	Tbk1	log2_normalized_counts_plus1	cell_line	3	3	7.373532647059949	6.974117079681036	0.39941556737891304	2.8531966362141152	0.1	1	1	yes	KP and KL GEMM-derived lines, empty-vector columns from the IFN-β matrix (KP1–3, KL1–3). Not GSE137244. Not pasted onto the STING matrix.		
GSE274352	cell_line_empty_vector	kl_vs_kp	KL_minus_KP	Xrcc4	log2_normalized_counts_plus1	cell_line	3	3	6.674425710525001	6.591617413294688	0.08280829723031324	0.3182958594866648	0.7	1	1	yes	KP and KL GEMM-derived lines, empty-vector columns from the IFN-β matrix (KP1–3, KL1–3). Not GSE137244. Not pasted onto the STING matrix.		
GSE274352	cell_line_empty_vector	kl_vs_kp	KL_minus_KP	Xrcc5	log2_normalized_counts_plus1	cell_line	3	3	8.456112863332814	8.5933297614652	-0.1372168981323849	-0.6243447272643308	0.4	1	1	yes	KP and KL GEMM-derived lines, empty-vector columns from the IFN-β matrix (KP1–3, KL1–3). Not GSE137244. Not pasted onto the STING matrix.		
GSE274352	cell_line_empty_vector	kl_vs_kp	KL_minus_KP	Xrcc6	log2_normalized_counts_plus1	cell_line	3	3	7.479688124188942	7.962507777819382	-0.48281965363043966	-2.150859045837037	0.1	1	1	yes	KP and KL GEMM-derived lines, empty-vector columns from the IFN-β matrix (KP1–3, KL1–3). Not GSE137244. Not pasted onto the STING matrix.		
GSE164758	autochthonous_primary_tumor	kl_vs_kp	KL_minus_KP	Cldn4	log2_FPKM_plus1	tumor	9	8	3.73988381197024	4.094728122637296	-0.354844310667056	-0.5051635701458387	0.4234471410941999	1	1	no	Untreated primary GEMM tumors. KPL is not pooled into KL.	in_vivo_kl_vs_kp	0.7259093847329142
GSE164758	autochthonous_primary_tumor	kl_vs_kp	KL_minus_KP	Sting1	log2_FPKM_plus1	tumor	9	8	5.233526302210476	4.612857379733249	0.6206689224772264	1.532122246963172	0.0037021801727684074	1	1	no	Untreated primary GEMM tumors. KPL is not pooled into KL.	in_vivo_kl_vs_kp	0.04442616207322089
GSE164758	autochthonous_primary_tumor	kl_vs_kp	KL_minus_KP	Cgas	log2_FPKM_plus1	tumor	9	8	0.7778996228188455	0.8364944848730465	-0.05859486205420095	-0.31298645400011144	0.4234471410941999	1	1	no	Untreated primary GEMM tumors. KPL is not pooled into KL.		
GSE164758	autochthonous_primary_tumor	kl_vs_kp	KL_minus_KP	Stk11	log2_FPKM_plus1	tumor	9	8	3.8729875249072796	3.930414358514341	-0.05742683360706158	-0.2410111592905682	0.8883587001234061	1	1	no	Untreated primary GEMM tumors. KPL is not pooled into KL.		
GSE164758	autochthonous_primary_tumor	kl_vs_kp	KL_minus_KP	NHEJ	log2_FPKM_plus1	tumor	9	8	-0.166419849828518	0.18722233105708297	-0.35364218088560095	-1.2141574440618315	0.02064993829699712	12	13	no	Untreated primary GEMM tumors. KPL is not pooled into KL.	in_vivo_kl_vs_kp	0.16519950637597697
GSE164758	autochthonous_primary_tumor	kl_vs_kp	KL_minus_KP	STING_core	log2_FPKM_plus1	tumor	9	8	0.23111424815063714	-0.26000352916946445	0.4911177773201016	0.885713070067035	0.13879062114356233	5	5	no	Untreated primary GEMM tumors. KPL is not pooled into KL.	in_vivo_kl_vs_kp	0.3330974907445496
GSE164758	autochthonous_primary_tumor	kl_vs_kp	KL_minus_KP	STING_ISG	log2_FPKM_plus1	tumor	9	8	0.19960728140273953	-0.22455819157808177	0.4241654729808213	0.5344173956809303	0.4234471410941999	8	8	no	Untreated primary GEMM tumors. KPL is not pooled into KL.		
GSE164758	autochthonous_primary_tumor	kl_vs_kp	KL_minus_KP	Actb	log2_FPKM_plus1	tumor	9	8	9.619936852206845	9.1507999513958	0.4691369008110442	1.9892840195019876	0.0009872480460715754	1	1	no	Untreated primary GEMM tumors. KPL is not pooled into KL.		
GSE164758	autochthonous_primary_tumor	kl_vs_kp	KL_minus_KP	Aplf	log2_FPKM_plus1	tumor	9	8	1.6759788459508684	2.19288320549649	-0.5169043595456217	-3.033511929824633	0.00016454134101192923	1	1	no	Untreated primary GEMM tumors. KPL is not pooled into KL.		
GSE164758	autochthonous_primary_tumor	kl_vs_kp	KL_minus_KP	Aptx	log2_FPKM_plus1	tumor	9	8	1.9670392781570607	1.7075295344221353	0.2595097437349254	2.19374844439997	0.0005758946935417523	1	1	no	Untreated primary GEMM tumors. KPL is not pooled into KL.		
GSE164758	autochthonous_primary_tumor	kl_vs_kp	KL_minus_KP	Cxcl10	log2_FPKM_plus1	tumor	9	8	2.3960881538707217	1.61572400688387	0.7803641469868516	0.6799712204574129	0.2765939942410531	1	1	no	Untreated primary GEMM tumors. KPL is not pooled into KL.		
GSE164758	autochthonous_primary_tumor	kl_vs_kp	KL_minus_KP	Dclre1c	log2_FPKM_plus1	tumor	9	8	1.009752796441531	1.2171638676485035	-0.20741107120697255	-1.2522718862924305	0.015220074043603454	1	1	no	Untreated primary GEMM tumors. KPL is not pooled into KL.		
GSE164758	autochthonous_primary_tumor	kl_vs_kp	KL_minus_KP	Gapdh	log2_FPKM_plus1	tumor	9	8	0.6110766169576078	0.8287606691774787	-0.21768405221987086	-1.0774778723333924	0.07445495680789799	1	1	no	Untreated primary GEMM tumors. KPL is not pooled into KL.		
GSE164758	autochthonous_primary_tumor	kl_vs_kp	KL_minus_KP	Ifit1	log2_FPKM_plus1	tumor	9	8	2.3150409680254755	2.6082311975397796	-0.29319022951430407	-0.41561424275268916	0.6729740847387906	1	1	no	Untreated primary GEMM tumors. KPL is not pooled into KL.		
GSE164758	autochthonous_primary_tumor	kl_vs_kp	KL_minus_KP	Ifnb1	log2_FPKM_plus1	tumor	9	8	0.0	0.019649871177336242	-0.019649871177336242	-0.7479644054888944	0.14421682435678668	1	1	no	Untreated primary GEMM tumors. KPL is not pooled into KL.		
GSE164758	autochthonous_primary_tumor	kl_vs_kp	KL_minus_KP	Ikbke	log2_FPKM_plus1	tumor	9	8	2.263210967820795	1.664578224557307	0.5986327432634879	1.0601988646386895	0.07445495680789799	1	1	no	Untreated primary GEMM tumors. KPL is not pooled into KL.		
GSE164758	autochthonous_primary_tumor	kl_vs_kp	KL_minus_KP	Irf3	log2_FPKM_plus1	tumor	9	8	4.721542865323731	3.951681928964785	0.7698609363589464	5.697637759933876	8.227067050596462e-05	1	1	no	Untreated primary GEMM tumors. KPL is not pooled into KL.		
GSE164758	autochthonous_primary_tumor	kl_vs_kp	KL_minus_KP	Irf7	log2_FPKM_plus1	tumor	9	8	2.8263380234719997	2.1674027766740798	0.6589352467979199	0.9304900222200879	0.09271904566022213	1	1	no	Untreated primary GEMM tumors. KPL is not pooled into KL.		
GSE164758	autochthonous_primary_tumor	kl_vs_kp	KL_minus_KP	Isg15	log2_FPKM_plus1	tumor	9	8	3.6170852269642517	2.692738343616325	0.9243468833479267	1.3335059390128556	0.026792108255803262	1	1	no	Untreated primary GEMM tumors. KPL is not pooled into KL.		
GSE164758	autochthonous_primary_tumor	kl_vs_kp	KL_minus_KP	Lig4	log2_FPKM_plus1	tumor	9	8	2.575007099966508	2.807301232818719	-0.232294132852211	-1.0294513412125241	0.07445495680789799	1	1	no	Untreated primary GEMM tumors. KPL is not pooled into KL.		
GSE164758	autochthonous_primary_tumor	kl_vs_kp	KL_minus_KP	Mx1	log2_FPKM_plus1	tumor	9	8	1.9963041161343362	1.2400103209778326	0.7562937951565036	1.5497240583093512	0.005512134923899629	1	1	no	Untreated primary GEMM tumors. KPL is not pooled into KL.		
GSE164758	autochthonous_primary_tumor	kl_vs_kp	KL_minus_KP	Nhej1	log2_FPKM_plus1	tumor	9	8	2.8167109231309246	2.5961258003186494	0.22058512281227527	1.0851489842534616	0.011106540518305223	1	1	no	Untreated primary GEMM tumors. KPL is not pooled into KL.		
GSE164758	autochthonous_primary_tumor	kl_vs_kp	KL_minus_KP	Pnkp	log2_FPKM_plus1	tumor	9	8	3.416717056564524	2.7608644230639117	0.6558526335006123	2.7290092471403886	0.00016454134101192923	1	1	no	Untreated primary GEMM tumors. KPL is not pooled into KL.		
GSE164758	autochthonous_primary_tumor	kl_vs_kp	KL_minus_KP	Poll	log2_FPKM_plus1	tumor	9	8	2.57315897455299	1.9078113565095112	0.665347618043479	3.034612209178288	8.227067050596462e-05	1	1	no	Untreated primary GEMM tumors. KPL is not pooled into KL.		
GSE164758	autochthonous_primary_tumor	kl_vs_kp	KL_minus_KP	Polm	log2_FPKM_plus1	tumor	9	8	1.961175660326168	1.9084960323077893	0.05267962801837878	0.24612596212162388	0.6729740847387906	1	1	no	Untreated primary GEMM tumors. KPL is not pooled into KL.		
GSE164758	autochthonous_primary_tumor	kl_vs_kp	KL_minus_KP	Prkdc	log2_FPKM_plus1	tumor	9	8	1.289481157512069	1.5361044478338808	-0.24662329032181174	-1.7218071186964508	0.0024681201151789383	1	1	no	Untreated primary GEMM tumors. KPL is not pooled into KL.		
GSE164758	autochthonous_primary_tumor	kl_vs_kp	KL_minus_KP	Rsad2	log2_FPKM_plus1	tumor	9	8	0.680235383962612	0.8598760706541334	-0.17964068669152145	-0.39707016676160417	0.8148087206910737	1	1	no	Untreated primary GEMM tumors. KPL is not pooled into KL.		
GSE164758	autochthonous_primary_tumor	kl_vs_kp	KL_minus_KP	Stat1	log2_FPKM_plus1	tumor	9	8	5.49470047420321	4.40330346788374	1.09139700631947	0.9057921605875162	0.13879062114356233	1	1	no	Untreated primary GEMM tumors. KPL is not pooled into KL.		
GSE164758	autochthonous_primary_tumor	kl_vs_kp	KL_minus_KP	Tbk1	log2_FPKM_plus1	tumor	9	8	3.884967069408697	4.044500677180462	-0.15953360777176506	-1.8394166264449683	0.00032908268202385847	1	1	no	Untreated primary GEMM tumors. KPL is not pooled into KL.		
GSE164758	autochthonous_primary_tumor	kl_vs_kp	KL_minus_KP	Xrcc4	log2_FPKM_plus1	tumor	9	8	3.5893734202709178	4.036085018806021	-0.4467115985351029	-3.6427214142445954	8.227067050596462e-05	1	1	no	Untreated primary GEMM tumors. KPL is not pooled into KL.		
GSE164758	autochthonous_primary_tumor	kl_vs_kp	KL_minus_KP	Xrcc5	log2_FPKM_plus1	tumor	9	8	4.563059086576	5.226533094990884	-0.6634740084148847	-3.358238172324843	8.227067050596462e-05	1	1	no	Untreated primary GEMM tumors. KPL is not pooled into KL.		
GSE164758	autochthonous_primary_tumor	kl_vs_kp	KL_minus_KP	Xrcc6	log2_FPKM_plus1	tumor	9	8	4.143211268770931	4.431408419641963	-0.28819715087103237	-2.7431398992519282	8.227067050596462e-05	1	1	no	Untreated primary GEMM tumors. KPL is not pooled into KL.		
GSE164758	autochthonous_primary_tumor	kl_vs_k	KL_minus_K	Cldn4	log2_FPKM_plus1	tumor	9	9	3.73988381197024	2.235723197860296	1.504160614109944	1.5553764935424643	0.006193318174044277	1	1	no	Same series, KL vs Kras-only. KPL excluded.		
GSE164758	autochthonous_primary_tumor	kl_vs_k	KL_minus_K	Sting1	log2_FPKM_plus1	tumor	9	9	5.233526302210476	4.5459587178552585	0.6875675843552171	1.826086675947408	0.003568628436933387	1	1	no	Same series, KL vs Kras-only. KPL excluded.		
GSE164758	autochthonous_primary_tumor	kl_vs_k	KL_minus_K	Cgas	log2_FPKM_plus1	tumor	9	9	0.7778996228188455	0.6494190378029198	0.12848058501592574	0.8927229614869839	0.07738861114200664	1	1	no	Same series, KL vs Kras-only. KPL excluded.		
GSE164758	autochthonous_primary_tumor	kl_vs_k	KL_minus_K	Stk11	log2_FPKM_plus1	tumor	9	9	3.8729875249072796	3.637418792774294	0.23556873213298557	0.6868969730875782	0.26944266386239313	1	1	no	Same series, KL vs Kras-only. KPL excluded.		
GSE164758	autochthonous_primary_tumor	kl_vs_k	KL_minus_K	NHEJ	log2_FPKM_plus1	tumor	9	9	-0.04846459540100365	0.04846459540100377	-0.09692919080200743	-0.3435072181490265	0.5962416305866567	12	13	no	Same series, KL vs Kras-only. KPL excluded.		
GSE164758	autochthonous_primary_tumor	kl_vs_k	KL_minus_K	STING_core	log2_FPKM_plus1	tumor	9	9	0.5820178106931116	-0.582017810693111	1.1640356213862226	2.359472596841743	0.0026797144168214833	5	5	no	Same series, KL vs Kras-only. KPL excluded.		
GSE164758	autochthonous_primary_tumor	kl_vs_k	KL_minus_K	STING_ISG	log2_FPKM_plus1	tumor	9	9	0.6421450000892589	-0.6421450000892589	1.2842900001785178	1.9451754241546582	0.0026797144168214833	8	8	no	Same series, KL vs Kras-only. KPL excluded.		
GSE164758	autochthonous_primary_tumor	kl_vs_k	KL_minus_K	Actb	log2_FPKM_plus1	tumor	9	9	9.619936852206845	8.707836567900062	0.9121002843067831	2.0914119635473774	0.0005736335109885613	1	1	no	Same series, KL vs Kras-only. KPL excluded.		
GSE164758	autochthonous_primary_tumor	kl_vs_k	KL_minus_K	Aplf	log2_FPKM_plus1	tumor	9	9	1.6759788459508684	2.023608502602089	-0.3476296566512207	-2.342845006719162	0.0010862466258220339	1	1	no	Same series, KL vs Kras-only. KPL excluded.		
GSE164758	autochthonous_primary_tumor	kl_vs_k	KL_minus_K	Aptx	log2_FPKM_plus1	tumor	9	9	1.9670392781570607	1.9558274474917612	0.011211830665299516	0.09651312757775178	0.859819205054158	1	1	no	Same series, KL vs Kras-only. KPL excluded.		
GSE164758	autochthonous_primary_tumor	kl_vs_k	KL_minus_K	Cxcl10	log2_FPKM_plus1	tumor	9	9	2.3960881538707217	1.2696985369312461	1.1263896169394756	1.2577617060466415	0.0272753837615853	1	1	no	Same series, KL vs Kras-only. KPL excluded.		
GSE164758	autochthonous_primary_tumor	kl_vs_k	KL_minus_K	Dclre1c	log2_FPKM_plus1	tumor	9	9	1.009752796441531	1.2826496520231703	-0.27289685558163934	-0.9997644604960693	0.052058768750600205	1	1	no	Same series, KL vs Kras-only. KPL excluded.		
GSE164758	autochthonous_primary_tumor	kl_vs_k	KL_minus_K	Gapdh	log2_FPKM_plus1	tumor	9	9	0.6110766169576078	0.5921696819180692	0.018906935039538664	0.0878213149427314	0.5962416305866567	1	1	no	Same series, KL vs Kras-only. KPL excluded.		
GSE164758	autochthonous_primary_tumor	kl_vs_k	KL_minus_K	Ifit1	log2_FPKM_plus1	tumor	9	9	2.3150409680254755	1.6548778592407585	0.6601631087847171	1.345921760869837	0.008071487425268009	1	1	no	Same series, KL vs Kras-only. KPL excluded.		
GSE164758	autochthonous_primary_tumor	kl_vs_k	KL_minus_K	Ifnb1	log2_FPKM_plus1	tumor	9	9	0.0	0.0	0.0		1.0	1	1	no	Same series, KL vs Kras-only. KPL excluded.		
GSE164758	autochthonous_primary_tumor	kl_vs_k	KL_minus_K	Ikbke	log2_FPKM_plus1	tumor	9	9	2.263210967820795	1.3866341886715663	0.8765767791492287	2.1631289137542105	0.0010862466258220339	1	1	no	Same series, KL vs Kras-only. KPL excluded.		
GSE164758	autochthonous_primary_tumor	kl_vs_k	KL_minus_K	Irf3	log2_FPKM_plus1	tumor	9	9	4.721542865323731	3.7020513204324335	1.0194915448912978	4.759269562735948	0.00041229480206169127	1	1	no	Same series, KL vs Kras-only. KPL excluded.		
GSE164758	autochthonous_primary_tumor	kl_vs_k	KL_minus_K	Irf7	log2_FPKM_plus1	tumor	9	9	2.8263380234719997	1.3349230900366593	1.4914149334353404	2.7519695483802535	0.00041229480206169127	1	1	no	Same series, KL vs Kras-only. KPL excluded.		
GSE164758	autochthonous_primary_tumor	kl_vs_k	KL_minus_K	Isg15	log2_FPKM_plus1	tumor	9	9	3.6170852269642517	1.8448600090444407	1.772225217919811	3.1814645513700452	0.0005736335109885613	1	1	no	Same series, KL vs Kras-only. KPL excluded.		
