set	dropped	kind	n_genes	effect	exact_p_two	exact_p_KO_gt_WT	nes	nom_p
Interferon Gamma Response	DDX58	loo_gene_author_norm_score	185	0.10299184423300112	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	IL15	loo_gene_author_norm_score	185	0.10280246295465911	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	NLRC5	loo_gene_author_norm_score	185	0.10276070301349982	0.6857142857142857	0.37142857142857144		
Interferon Gamma Response	NMI	loo_gene_author_norm_score	185	0.10913499193282838	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	IDO1	loo_gene_author_norm_score	185	0.1082595035656917	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	PSMB10	loo_gene_author_norm_score	185	0.1082595035656917	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	CXCL11	loo_gene_author_norm_score	185	0.10820062629325378	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	ITGB7	loo_gene_author_norm_score	185	0.10807783380749925	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	SAMHD1	loo_gene_author_norm_score	185	0.10584800013862239	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	HERC6	loo_gene_author_norm_score	185	0.10348261527103375	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	CMPK2	loo_gene_author_norm_score	185	0.10320241977414746	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	SAMD9L	loo_gene_author_norm_score	185	0.10974084144938523	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	RTP4	loo_gene_author_norm_score	185	0.10850217355452951	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	PTPN2	loo_gene_author_norm_score	185	0.10837461607051413	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	PARP14	loo_gene_author_norm_score	185	0.10671555443843683	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	TNFAIP2	loo_gene_author_norm_score	185	0.10505390895806332	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	IFITM2	loo_gene_author_norm_score	185	0.10616961851833118	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	PLSCR1	loo_gene_author_norm_score	185	0.10484286325721026	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	SOCS1	loo_gene_author_norm_score	185	0.1119901214528376	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	CASP1	loo_gene_author_norm_score	185	0.11889524152317232	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	ICAM1	loo_gene_author_norm_score	185	0.1097867480873358	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	PSME1	loo_gene_author_norm_score	185	0.11006809004374762	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	ISG20	loo_gene_author_norm_score	185	0.10312890689253784	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	IRF2	loo_gene_author_norm_score	185	0.1121902872673628	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	TRIM14	loo_gene_author_norm_score	185	0.10898295793601953	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	SOCS3	loo_gene_author_norm_score	185	0.11167854711832703	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	JAK2	loo_gene_author_norm_score	185	0.10670978888856286	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	HLA-DMA	loo_gene_author_norm_score	185	0.1171520372045487	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	PARP12	loo_gene_author_norm_score	185	0.10465908763433429	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	TRIM26	loo_gene_author_norm_score	185	0.10695898434561091	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	VCAM1	loo_gene_author_norm_score	185	0.11385479272957877	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	CD274	loo_gene_author_norm_score	185	0.10796370816084533	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	CIITA	loo_gene_author_norm_score	185	0.10793657832263559	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	NAMPT	loo_gene_author_norm_score	185	0.11018936882172348	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	FPR1	loo_gene_author_norm_score	185	0.11138831308270536	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	HELZ2	loo_gene_author_norm_score	185	0.10732075911520944	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	PSME2	loo_gene_author_norm_score	185	0.10753955679023974	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	SERPING1	loo_gene_author_norm_score	185	0.1052375789662019	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	CCL5	loo_gene_author_norm_score	185	0.10267536447954129	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	RNF31	loo_gene_author_norm_score	185	0.1082595035656917	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	SOD2	loo_gene_author_norm_score	185	0.104954485222164	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	TRIM25	loo_gene_author_norm_score	185	0.10771850305196207	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	LAP3	loo_gene_author_norm_score	185	0.10786647868313803	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	PSMA3	loo_gene_author_norm_score	185	0.10769830233039013	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	RNF213	loo_gene_author_norm_score	185	0.10652632314759991	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	PELI1	loo_gene_author_norm_score	185	0.11151964851537066	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	CFB	loo_gene_author_norm_score	185	0.10243420677558301	0.6857142857142857	0.37142857142857144		
Interferon Gamma Response	CD86	loo_gene_author_norm_score	185	0.11054670804236455	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	TXNIP	loo_gene_author_norm_score	185	0.10846848352370664	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	HLA-DQA1	loo_gene_author_norm_score	185	0.11202725868859176	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	GCH1	loo_gene_author_norm_score	185	0.10662879046823992	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	PNP	loo_gene_author_norm_score	185	0.11022739329401432	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	CCL7	loo_gene_author_norm_score	185	0.1082595035656917	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	PTPN6	loo_gene_author_norm_score	185	0.11039887478098276	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	SPPL2A	loo_gene_author_norm_score	185	0.10741950914913456	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	IL4R	loo_gene_author_norm_score	185	0.10402179185906135	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	PNPT1	loo_gene_author_norm_score	185	0.10824866717943138	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	DHX58	loo_gene_author_norm_score	185	0.10421140353756808	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	BTG1	loo_gene_author_norm_score	185	0.11100391166562673	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	CASP8	loo_gene_author_norm_score	185	0.10981797108068125	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	IFI30	loo_gene_author_norm_score	185	0.1082595035656917	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	CCL2	loo_gene_author_norm_score	185	0.10886295121096001	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	FGL2	loo_gene_author_norm_score	185	0.1082595035656917	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	CASP7	loo_gene_author_norm_score	185	0.10695283123208199	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	SECTM1	loo_gene_author_norm_score	185	0.10474067505490225	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	IL15RA	loo_gene_author_norm_score	185	0.10998482824876721	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	CD40	loo_gene_author_norm_score	185	0.11577817009279645	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	TRAFD1	loo_gene_author_norm_score	185	0.10670399246485918	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	HLA-DRB1	loo_gene_author_norm_score	185	0.11778458850571472	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	LCP2	loo_gene_author_norm_score	185	0.10927134683306683	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	HLA-G	loo_gene_author_norm_score	185	0.10809734053059739	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	MT2A	loo_gene_author_norm_score	185	0.10370158898979209	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	RIPK1	loo_gene_author_norm_score	185	0.11033558530485177	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	UPP1	loo_gene_author_norm_score	185	0.10946141305835955	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	PSMB2	loo_gene_author_norm_score	185	0.10782303390244419	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	TDRD7	loo_gene_author_norm_score	185	0.10044564489546914	0.6857142857142857	0.37142857142857144		
Interferon Gamma Response	HIF1A	loo_gene_author_norm_score	185	0.11111674368148527	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	EIF4E3	loo_gene_author_norm_score	185	0.10844291400602035	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	VAMP8	loo_gene_author_norm_score	185	0.10751511830773097	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	PFKP	loo_gene_author_norm_score	185	0.10717353332941126	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	CD38	loo_gene_author_norm_score	185	0.10807501224942051	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	ZBP1	loo_gene_author_norm_score	185	0.1056257236657494	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	BANK1	loo_gene_author_norm_score	185	0.11597157484434906	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	TOR1B	loo_gene_author_norm_score	185	0.10849835381231987	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	RBCK1	loo_gene_author_norm_score	185	0.10607397071974312	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	PDE4B	loo_gene_author_norm_score	185	0.11157305547791285	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	MVP	loo_gene_author_norm_score	185	0.11059156024569727	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	IL7	loo_gene_author_norm_score	185	0.10449720059591083	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	BPGM	loo_gene_author_norm_score	185	0.10877481773731645	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	CMTR1	loo_gene_author_norm_score	185	0.1095662324864346	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	AUTS2	loo_gene_author_norm_score	185	0.11008361241686604	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	B2M	loo_gene_author_norm_score	185	0.10518882609390623	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	RIPK2	loo_gene_author_norm_score	185	0.10782773236704735	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	CD69	loo_gene_author_norm_score	185	0.10694988514330372	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	MYD88	loo_gene_author_norm_score	185	0.1043080026928438	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	PSMA2	loo_gene_author_norm_score	185	0.10659071850649404	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	PIM1	loo_gene_author_norm_score	185	0.10985958049456546	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	NOD1	loo_gene_author_norm_score	185	0.10365550662269296	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	CFH	loo_gene_author_norm_score	185	0.11194640809510314	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	TAPBP	loo_gene_author_norm_score	185	0.10780990042383287	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	SLC25A28	loo_gene_author_norm_score	185	0.10768607101227445	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	PTPN1	loo_gene_author_norm_score	185	0.10777274630920441	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	TNFAIP3	loo_gene_author_norm_score	185	0.10792736307971396	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	SSPN	loo_gene_author_norm_score	185	0.11565675002955889	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	NUP93	loo_gene_author_norm_score	185	0.10697002796501831	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	MTHFD2	loo_gene_author_norm_score	185	0.1069611632918237	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	CDKN1A	loo_gene_author_norm_score	185	0.10651804232162032	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	NFKB1	loo_gene_author_norm_score	185	0.11005434589052054	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	BATF2	loo_gene_author_norm_score	185	0.10765104287994642	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	HLA-B	loo_gene_author_norm_score	185	0.10519509816604256	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	LATS2	loo_gene_author_norm_score	185	0.1107150337251035	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	IRF5	loo_gene_author_norm_score	185	0.10880029818438519	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	SLAMF7	loo_gene_author_norm_score	185	0.11018333693437832	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	ISOC1	loo_gene_author_norm_score	185	0.10770849076700184	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	STAT3	loo_gene_author_norm_score	185	0.10920002418276198	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	NCOA3	loo_gene_author_norm_score	185	0.10903471922059893	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	HLA-A	loo_gene_author_norm_score	185	0.1030615845284224	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	IFNAR2	loo_gene_author_norm_score	185	0.10566325831705559	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	CD74	loo_gene_author_norm_score	185	0.11305000763272055	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	RAPGEF6	loo_gene_author_norm_score	185	0.10691516643480714	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	CASP4	loo_gene_author_norm_score	185	0.11131791709585226	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	FAS	loo_gene_author_norm_score	185	0.10766918732287767	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	OGFR	loo_gene_author_norm_score	185	0.10697157161007098	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	ARL4A	loo_gene_author_norm_score	185	0.1060444747423146	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	SRI	loo_gene_author_norm_score	185	0.1102859721451317	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	LYSMD2	loo_gene_author_norm_score	185	0.11363193745344091	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	ST3GAL5	loo_gene_author_norm_score	185	0.11413832890771758	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	C1R	loo_gene_author_norm_score	185	0.1173488053040197	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	CASP3	loo_gene_author_norm_score	185	0.10819286527141969	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	CMKLR1	loo_gene_author_norm_score	185	0.1082595035656917	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	NFKBIA	loo_gene_author_norm_score	185	0.11131324363448769	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	METTL7B	loo_gene_author_norm_score	185	0.10906840604400259	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	ST8SIA4	loo_gene_author_norm_score	185	0.10927134683306683	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	XCL1	loo_gene_author_norm_score	185	0.1082595035656917	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	VAMP5	loo_gene_author_norm_score	185	0.11422272773262598	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	IL18BP	loo_gene_author_norm_score	185	0.11276946665169785	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	ZNFX1	loo_gene_author_norm_score	185	0.10918054287150536	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	ARID5B	loo_gene_author_norm_score	185	0.10993597933149513	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	APOL6	loo_gene_author_norm_score	185	0.10930113832141952	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	STAT4	loo_gene_author_norm_score	185	0.10759647076259249	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	sample_2808_WT	loo_sample_author_norm_score	186	0.1206589726340761				
Interferon Gamma Response	sample_2810_WT	loo_sample_author_norm_score	186	0.12311976370476607				
Interferon Gamma Response	sample_2812_WT	loo_sample_author_norm_score	186	0.07925365333298195				
Interferon Gamma Response	sample_2807_KO	loo_sample_author_norm_score	186	0.06340979510886235				
Interferon Gamma Response	sample_2815_KO	loo_sample_author_norm_score	186	0.04880332800845988				
Interferon Gamma Response	sample_2817_KO	loo_sample_author_norm_score	186	0.27426711952294713				
Interferon Gamma Response	sample_2818_KO	loo_sample_author_norm_score	186	0.044229610255495544				
Interferon Gamma Response	(none)	full_wald_gsea	186	0.4643582482393701			1.844271346420898	0.000999000999000999
Interferon Gamma Response	STAT1	loo_gene_wald_gsea	185	0.4535347695763665			1.8528798594452025	0.000999000999000999
Interferon Gamma Response	ISG15	loo_gene_wald_gsea	185	0.44298812392429393			1.8403995954316277	0.000999000999000999
Interferon Gamma Response	IFIT1	loo_gene_wald_gsea	185	0.4537074182240125			1.8530823414644397	0.000999000999000999
Interferon Gamma Response	MX1	loo_gene_wald_gsea	185	0.45247889426162335			1.8516402652225563	0.000999000999000999
Interferon Gamma Response	IFIT3	loo_gene_wald_gsea	185	0.45164686843146257			1.850661934416477	0.000999000999000999
Interferon Gamma Response	IFI35	loo_gene_wald_gsea	185	0.454413937403235			1.8539103408217614	0.000999000999000999
Interferon Gamma Response	IRF7	loo_gene_wald_gsea	185	0.46140425916381195			1.8620505228871793	0.000999000999000999
Interferon Gamma Response	IFIT2	loo_gene_wald_gsea	185	0.45711365025056405			1.857065316233737	0.000999000999000999
Interferon Gamma Response	OAS2	loo_gene_wald_gsea	185	0.4522952494879018			1.8514244445001737	0.000999000999000999
Interferon Gamma Response	TAP1	loo_gene_wald_gsea	185	0.46174972196652936			1.8707179835328172	0.000999000999000999
Interferon Gamma Response	EIF2AK2	loo_gene_wald_gsea	185	0.45976540244517206			1.8601505303231842	0.000999000999000999
Interferon Gamma Response	RSAD2	loo_gene_wald_gsea	185	0.4564102016996341			1.8562446033072633	0.000999000999000999
Interferon Gamma Response	MX2	loo_gene_wald_gsea	185	0.45297413131219605			1.8522219429791533	0.000999000999000999
Interferon Gamma Response	IRF1	loo_gene_wald_gsea	185	0.4712313531287099			1.8772326061546587	0.000999000999000999
Interferon Gamma Response	OAS3	loo_gene_wald_gsea	185	0.4520296102835934			1.8511121465810751	0.000999000999000999
Interferon Gamma Response	TNFSF10	loo_gene_wald_gsea	185	0.46769380605173844			1.8701432840494208	0.000999000999000999
Interferon Gamma Response	IRF9	loo_gene_wald_gsea	185	0.45937783495624207			1.8597004545974631	0.000999000999000999
Interferon Gamma Response	CXCL10	loo_gene_wald_gsea	185	0.46829238440999416			1.8713399466959295	0.000999000999000999
Interferon Gamma Response	IFI44	loo_gene_wald_gsea	185	0.4459728249946361			1.8439538498934693	0.000999000999000999
Interferon Gamma Response	BST2	loo_gene_wald_gsea	185	0.4535761317886316			1.8529283742655698	0.000999000999000999
Interferon Gamma Response	XAF1	loo_gene_wald_gsea	185	0.4558082833402796			1.855541585086659	0.000999000999000999
Interferon Gamma Response	SP110	loo_gene_wald_gsea	185	0.45677704633971516			1.8566727201099005	0.000999000999000999
Interferon Gamma Response	OASL	loo_gene_wald_gsea	185	0.4558138001867104			1.8555480317458204	0.000999000999000999
Interferon Gamma Response	PSMB8	loo_gene_wald_gsea	185	0.4629041541734174			1.8764310889718705	0.000999000999000999
Interferon Gamma Response	IFI44L	loo_gene_wald_gsea	185	0.4394333270155373			1.8361431752779567	0.000999000999000999
Interferon Gamma Response	IFITM3	loo_gene_wald_gsea	185	0.44879326210230963			1.8472962251352218	0.000999000999000999
Interferon Gamma Response	DDX60	loo_gene_wald_gsea	185	0.45524536052313136			1.8548834765601356	0.000999000999000999
Interferon Gamma Response	LGALS3BP	loo_gene_wald_gsea	185	0.4603749389329477			1.8608577916655553	0.000999000999000999
Interferon Gamma Response	GBP4	loo_gene_wald_gsea	185	0.47240307062263154			1.8795898856578992	0.000999000999000999
Interferon Gamma Response	IRF8	loo_gene_wald_gsea	185	0.47024546476950935			1.8752527083423771	0.000999000999000999
Interferon Gamma Response	PSMB9	loo_gene_wald_gsea	185	0.4636262604587477			1.874981566762963	0.000999000999000999
Interferon Gamma Response	PML	loo_gene_wald_gsea	185	0.45581572432506356			1.855550280165769	0.000999000999000999
Interferon Gamma Response	IFIH1	loo_gene_wald_gsea	185	0.45931656410594995			1.8596292753533834	0.000999000999000999
Interferon Gamma Response	UBE2L6	loo_gene_wald_gsea	185	0.45138515585431577			1.850353921557005	0.000999000999000999
Interferon Gamma Response	IFI27	loo_gene_wald_gsea	185	0.4562654578938187			1.8560756120277666	0.000999000999000999
Interferon Gamma Response	ADAR	loo_gene_wald_gsea	185	0.46533797876711286			1.8715524271546795	0.000999000999000999
Interferon Gamma Response	LY6E	loo_gene_wald_gsea	185	0.45717410214243787			1.857135800767253	0.000999000999000999
Interferon Gamma Response	STAT2	loo_gene_wald_gsea	185	0.4491622887566496			1.8477323787517397	0.000999000999000999
Interferon Gamma Response	CXCL9	loo_gene_wald_gsea	185	0.4663958130153477			1.8694380609363535	0.000999000999000999
Interferon Gamma Response	IL10RA	loo_gene_wald_gsea	185	0.46525262493375374			1.8717231902836138	0.000999000999000999
Interferon Gamma Response	PLA2G4A	loo_gene_wald_gsea	185	0.47116746611863436			1.8771042082872909	0.000999000999000999
Interferon Gamma Response	TRIM21	loo_gene_wald_gsea	185	0.46017297194382767			1.8606235229665764	0.000999000999000999
Interferon Gamma Response	USP18	loo_gene_wald_gsea	185	0.4599274268371481			1.8603386010784102	0.000999000999000999
Interferon Gamma Response	PTGS2	loo_gene_wald_gsea	185	0.46494362185047766			1.8723415979679836	0.000999000999000999
Interferon Gamma Response	EPSTI1	loo_gene_wald_gsea	185	0.460182767615582			1.86063488711978	0.000999000999000999
Interferon Gamma Response	C1S	loo_gene_wald_gsea	185	0.4658645957683943			1.870499381425774	0.000999000999000999
Interferon Gamma Response	DDX58	loo_gene_wald_gsea	185	0.45162675009034403			1.8506382616471497	0.000999000999000999
Interferon Gamma Response	IL15	loo_gene_wald_gsea	185	0.45797992883800925			1.8580746890547382	0.000999000999000999
Interferon Gamma Response	NLRC5	loo_gene_wald_gsea	185	0.45886236663997954			1.8591014024366894	0.000999000999000999
Interferon Gamma Response	NMI	loo_gene_wald_gsea	185	0.46972066352187736			1.874200094799557	0.000999000999000999
Interferon Gamma Response	IDO1	loo_gene_wald_gsea	185	0.4668682928244478			1.8684948710100762	0.000999000999000999
Interferon Gamma Response	PSMB10	loo_gene_wald_gsea	185	0.4668682928244478			1.8684948710100762	0.000999000999000999
Interferon Gamma Response	CXCL11	loo_gene_wald_gsea	185	0.4665731014008811			1.8690840623032656	0.000999000999000999
Interferon Gamma Response	ITGB7	loo_gene_wald_gsea	185	0.46643998459947894			1.869349852156778	0.000999000999000999
Interferon Gamma Response	SAMHD1	loo_gene_wald_gsea	185	0.4573159502589263			1.857301162382037	0.000999000999000999
Interferon Gamma Response	HERC6	loo_gene_wald_gsea	185	0.45616049844349826			1.8559530443989642	0.000999000999000999
Interferon Gamma Response	CMPK2	loo_gene_wald_gsea	185	0.45351567396623055			1.8528574605792174	0.000999000999000999
Interferon Gamma Response	SAMD9L	loo_gene_wald_gsea	185	0.4687333313111741			1.872222231004818	0.000999000999000999
Interferon Gamma Response	RTP4	loo_gene_wald_gsea	185	0.4616223163802904			1.8677584152548277	0.000999000999000999
Interferon Gamma Response	PTPN2	loo_gene_wald_gsea	185	0.4676370993550217			1.870029978569096	0.000999000999000999
Interferon Gamma Response	PARP14	loo_gene_wald_gsea	185	0.4597079039639772			1.8600837765112261	0.000999000999000999
Interferon Gamma Response	TNFAIP2	loo_gene_wald_gsea	185	0.45748358294675606			1.8574965326522914	0.000999000999000999
Interferon Gamma Response	IFITM2	loo_gene_wald_gsea	185	0.4606789644981327			1.8612102943028186	0.000999000999000999
Interferon Gamma Response	PLSCR1	loo_gene_wald_gsea	185	0.4562609601383078			1.8560703601586086	0.000999000999000999
Interferon Gamma Response	SOCS1	loo_gene_wald_gsea	185	0.46898375539098686			1.8727235862194214	0.000999000999000999
Interferon Gamma Response	CASP1	loo_gene_wald_gsea	185	0.48243149804578145			1.899953396940851	0.000999000999000999
Interferon Gamma Response	ICAM1	loo_gene_wald_gsea	185	0.47023165099117187			1.8752249898583324	0.000999000999000999
Interferon Gamma Response	PSME1	loo_gene_wald_gsea	185	0.47582526639939177			1.8865009055279296	0.000999000999000999
Interferon Gamma Response	ISG20	loo_gene_wald_gsea	185	0.45515726718155575			1.8547804316921033	0.000999000999000999
Interferon Gamma Response	IRF2	loo_gene_wald_gsea	185	0.48077756214157563			1.8965715619012498	0.000999000999000999
Interferon Gamma Response	TRIM14	loo_gene_wald_gsea	185	0.4679136529724051			1.8705826594729873	0.000999000999000999
Interferon Gamma Response	SOCS3	loo_gene_wald_gsea	185	0.47238973907567916			1.8795630393874951	0.000999000999000999
Interferon Gamma Response	JAK2	loo_gene_wald_gsea	185	0.4618204972243086			1.8719186315911431	0.000999000999000999
Interferon Gamma Response	HLA-DMA	loo_gene_wald_gsea	185	0.483305840164878			1.9017449479496256	0.000999000999000999
Interferon Gamma Response	PARP12	loo_gene_wald_gsea	185	0.4557650490418431			1.8554910620093157	0.000999000999000999
Interferon Gamma Response	TRIM26	loo_gene_wald_gsea	185	0.46122662548521054			1.8618448335399387	0.000999000999000999
Interferon Gamma Response	VCAM1	loo_gene_wald_gsea	185	0.478224988690779			1.8913704834713072	0.000999000999000999
Interferon Gamma Response	CD274	loo_gene_wald_gsea	185	0.4661864157104086			1.8698563056838098	0.000999000999000999
Interferon Gamma Response	CIITA	loo_gene_wald_gsea	185	0.46644066942343243			1.8693484846428416	0.000999000999000999
Interferon Gamma Response	NAMPT	loo_gene_wald_gsea	185	0.47309547700774557			1.8809850252358213	0.000999000999000999
Interferon Gamma Response	FPR1	loo_gene_wald_gsea	185	0.46952117049706793			1.873800202921335	0.000999000999000999
Interferon Gamma Response	HELZ2	loo_gene_wald_gsea	185	0.46133344073977073			1.8619685265528352	0.000999000999000999
Interferon Gamma Response	PSME2	loo_gene_wald_gsea	185	0.46305751922077387			1.8761230867985963	0.000999000999000999
Interferon Gamma Response	SERPING1	loo_gene_wald_gsea	185	0.4610831104087143			1.861678607444187	0.000999000999000999
Interferon Gamma Response	CCL5	loo_gene_wald_gsea	185	0.4569877786719664			1.8569185322495958	0.000999000999000999
Interferon Gamma Response	RNF31	loo_gene_wald_gsea	185	0.4668682928244478			1.8684948710100762	0.000999000999000999
Interferon Gamma Response	SOD2	loo_gene_wald_gsea	185	0.4572284028314162			1.8571991072194247	0.000999000999000999
Interferon Gamma Response	TRIM25	loo_gene_wald_gsea	185	0.46408128306722063			1.8740690616579674	0.000999000999000999
Interferon Gamma Response	LAP3	loo_gene_wald_gsea	185	0.46543876027706826			1.8713508295360066	0.000999000999000999
