CCLE_Code,TACSTD2,CLDN4,S1_Tissue,S1_CellLine,OncotreeLineage,OncotreePrimaryDisease,OncotreeSubtype,ModelID,CellLineName,has_TACSTD2,has_CLDN4,has_both
REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.367869593370814,,Haematopoietic and Lymphoid Tissue,Reh,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma with t(12;21)(p13.2;q22.1); ETV6-RUNX1,ACH-000960,Reh,True,False,False
RERFLCMS_LUNG,-0.745382022943137,,Lung,RERF-LC-MS,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,ACH-000062,RERF-LC-MS,True,False,False
RERFLCSQ1_LUNG,-2.3115335708691,-1.47787413312702,Lung,RERF-LC-Sq1,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,ACH-000442,RERF-LC-Sq1,True,True,True
RH30_SOFT_TISSUE,0.85910437470254,-0.0486090871684901,Soft Tissue,RH-30,Soft Tissue,Rhabdomyosarcoma,Alveolar Rhabdomyosarcoma,ACH-000833,RH-30,True,True,True
RH41_SOFT_TISSUE,-1.26675883702621,,Soft Tissue,RH-41,Soft Tissue,Rhabdomyosarcoma,Alveolar Rhabdomyosarcoma,ACH-000100,RH-41,True,False,False
RKO_LARGE_INTESTINE,-1.18303629732981,-2.02585937882949,Large Intestine,RKO,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,ACH-000943,RKO,True,True,True
RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.324079166145135,-1.31731250852585,Haematopoietic and Lymphoid Tissue,RL,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",ACH-000371,RL,True,True,True
RMUGS_OVARY,2.2428340790731,,Ovary,RMUG-S,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Mucinous Ovarian Cancer,ACH-000701,RMUG-S,True,False,False
RPMI7951_SKIN,-0.754966504621859,,Skin,RPMI-7951,Skin,Melanoma,Melanoma,ACH-000348,RPMI-7951,True,False,False
RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-2.26481171745985,-0.213838394440157,Haematopoietic and Lymphoid Tissue,RPMI 8226,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,ACH-000817,RPMI 8226,True,True,True
RT112_URINARY_TRACT,1.76925270756085,0.744896046702018,Urinary Tract,RT-112,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,ACH-000473,RT-112,True,True,True
RT4_URINARY_TRACT,1.7170802303195,,Urinary Tract,RT4,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,ACH-000242,RT4,True,False,False
RVH421_SKIN,-0.920667203841393,-1.3619799186951,Skin,RVH-421,Skin,Melanoma,Melanoma,ACH-000614,RVH-421,True,True,True
SAOS2_BONE,-1.28966860792997,-0.113784343763821,Bone,Saos-2,Bone,Osteosarcoma,Osteosarcoma,ACH-000410,Saos-2,True,True,True
SBC5_LUNG,-2.34135061053231,-2.4884112980203,Lung,SBC-5,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,ACH-000670,SBC-5,True,True,True
SCC25_UPPER_AERODIGESTIVE_TRACT,1.40546185707763,,Upper Aerodigestive Tract,SCC-25,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,ACH-000188,SCC-25,True,False,False
SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.445012956943494,-4.95405564024658,Haematopoietic and Lymphoid Tissue,SEM,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma with t(v;11q23.3);KMT2A Rearranged,ACH-000782,SEM,True,True,True
SF295_CENTRAL_NERVOUS_SYSTEM,-2.16565222329198,,Central Nervous System,SF-295,CNS/Brain,Diffuse Glioma,Glioblastoma,ACH-000376,SF-295,True,False,False
SH4_SKIN,-0.636010924226019,,Skin,SH-4,Skin,Melanoma,Melanoma,ACH-000441,SH-4,True,False,False
SHP77_LUNG,-1.71128617969788,0.832697129545896,Lung,SHP-77,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,ACH-000790,SHP-77,True,True,True
SJSA1_BONE,-0.856634635248498,-0.425464678178497,Bone,SJSA-1,Bone,Osteosarcoma,Osteosarcoma,ACH-000748,SJSA-1,True,True,True
SKCO1_LARGE_INTESTINE,2.09381226580651,,Large Intestine,SK-CO-1,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,ACH-000400,SK-CO-1,True,False,False
SKES1_BONE,-0.866166137033808,0.155069274499199,Bone,SK-ES-1,Bone,Ewing Sarcoma,Ewing Sarcoma,ACH-000087,SK-ES-1,True,True,True
SKHEP1_LIVER,-0.80148383935703,-1.1174275911269,Liver,SK-HEP-1,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,ACH-000361,SK-HEP-1,True,True,True
SKLU1_LUNG,-1.08301421911731,,Lung,SK-LU-1,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,ACH-000309,SK-LU-1,True,False,False
SKMEL28_SKIN,-0.594364963634412,-1.41676759184715,Skin,SK-MEL-28,Skin,Melanoma,Cutaneous Melanoma,ACH-000615,SK-MEL-28,True,True,True
SKMEL2_SKIN,-1.12149554760766,-2.12477232101628,Skin,SK-MEL-2,Skin,Melanoma,Melanoma,ACH-001190,SK-MEL-2,True,True,True
SKMEL30_SKIN,-2.31323261687641,,Skin,SK-MEL-30,Skin,Melanoma,Cutaneous Melanoma,ACH-000810,SK-MEL-30,True,False,False
SKMEL3_SKIN,-1.0679363538424,-2.09432536789765,Skin,SK-MEL-3,Skin,Melanoma,Cutaneous Melanoma,ACH-000423,SK-MEL-3,True,True,True
SKMEL5_SKIN,-1.74552349740007,,Skin,SK-MEL-5,Skin,Melanoma,Cutaneous Melanoma,ACH-000730,SK-MEL-5,True,False,False
SKNAS_AUTONOMIC_GANGLIA,-1.54551953722518,,Autonomic Ganglia,SK-N-AS,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,ACH-000260,SK-N-AS,True,False,False
SKNMC_BONE,-1.92717480252851,,Bone,SK-N-MC,Bone,Ewing Sarcoma,Ewing Sarcoma,ACH-000039,SK-N-MC,True,False,False
SNB19_CENTRAL_NERVOUS_SYSTEM,-0.432501700063788,-1.05078738134824,Central Nervous System,SNB-19,CNS/Brain,Diffuse Glioma,Astrocytoma,ACH-001198,SNB19,True,True,True
SNGM_ENDOMETRIUM,-0.171348404922068,,Endometrium,SNG-M,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,ACH-000974,SNG-M,True,False,False
SNU1079_BILIARY_TRACT,-0.135212952865718,,Biliary Tract,SNU-1079,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,ACH-000209,SNU-1079,True,False,False
SNU1105_CENTRAL_NERVOUS_SYSTEM,-1.3334466329115,,Central Nervous System,SNU-1105,CNS/Brain,Diffuse Glioma,Glioblastoma,ACH-000368,SNU-1105,True,False,False
SNU119_OVARY,2.13314170312326,0.14089618210751,Ovary,SNU119,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,ACH-000635,SNU-119,True,True,True
SNU1_STOMACH,-1.12635705768581,-2.82241945379418,Stomach,SNU-1,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,ACH-000932,SNU-1,True,True,True
SNU423_LIVER,-0.910975427794076,,Liver,SNU-423,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,ACH-000493,SNU-423,True,False,False
SNU449_LIVER,-0.743133675781582,,Liver,SNU-449,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,ACH-000420,SNU-449,True,False,False
SNU61_LARGE_INTESTINE,-0.0846602631251004,0.743266100006861,Large Intestine,SNU61,Bowel,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,ACH-000532,SNU-61,True,True,True
SNU685_ENDOMETRIUM,-0.818257311248896,-0.609348883480069,Endometrium,SNU-685,Uterus,Endometrial Carcinoma,Uterine Carcinosarcoma/Uterine Malignant Mixed Mullerian Tumor,ACH-000407,SNU-685,True,True,True
SNU719_STOMACH,1.95907507871251,,Stomach,SNU-719,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Tubular Stomach Adenocarcinoma,ACH-000898,SNU-719,True,False,False
SNUC1_LARGE_INTESTINE,-1.17677216559002,,Large Intestine,SNU-C1,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,ACH-000722,SNU-C1,True,False,False
SNUC2A_LARGE_INTESTINE,-1.38224268463538,,Large Intestine,SNU-C2A,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,ACH-000967,SNU-C2A,True,False,False
SNUC5_LARGE_INTESTINE,2.48114578857865,1.5765252882263,Large Intestine,SNU-C5,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,ACH-000970,SNU-C5,True,True,True
SQ1_LUNG,3.2558618180752,,Lung,Sq-1,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,ACH-000553,Sq-1,True,False,False
SU8686_PANCREAS,1.16671992249406,2.17938481286899,Pancreas,SU8686,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,ACH-000114,SU.86.86,True,True,True
SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-1.07425395892087,,Haematopoietic and Lymphoid Tissue,SU-DHL-4,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",ACH-000365,SU-DHL-4,True,False,False
SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-1.16304521621356,-1.53738091516842,Haematopoietic and Lymphoid Tissue,SU-DHL-6,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",ACH-000611,SU-DHL-6,True,True,True
SUIT2_PANCREAS,-1.12526156657369,,Pancreas,SUIT-2,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,ACH-000652,SUIT-2,True,False,False
SW1271_LUNG,-1.2723361866078,-4.59299576257199,Lung,SW 1271,Lung,SMARCA4-deficient undifferentiated tumor,SMARCA4-deficient undifferentiated tumor,ACH-000890,SW 1271,True,True,True
SW1417_LARGE_INTESTINE,0.224063003688177,1.72933658980072,Large Intestine,SW1417,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,ACH-000236,SW1417,True,True,True
SW1573_LUNG,-0.83930017148715,0.831708353025961,Lung,SW 1573,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,ACH-000677,SW 1573,True,True,True
SW1783_CENTRAL_NERVOUS_SYSTEM,-1.81492797839511,,Central Nervous System,SW 1783,CNS/Brain,Diffuse Glioma,Anaplastic Astrocytoma,ACH-000883,SW 1783,True,False,False
SW1990_PANCREAS,0.0358061931797187,,Pancreas,SW1990,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,ACH-000155,SW 1990,True,False,False
SW403_LARGE_INTESTINE,-0.931032969781996,1.92931290101044,Large Intestine,SW403,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,ACH-000820,SW403,True,True,True
SW480_LARGE_INTESTINE,1.5000289801207,0.504250382734881,Large Intestine,SW-480,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,ACH-000842,SW 480,True,True,True
SW48_LARGE_INTESTINE,-0.614172064855026,-0.6855256900271,Large Intestine,SW48,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,ACH-000958,SW48,True,True,True
SW620_LARGE_INTESTINE,-0.828935768923095,0.747977703379114,Large Intestine,SW620,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,ACH-000651,SW 620,True,True,True
SW837_LARGE_INTESTINE,3.65675607329036,3.09225164008981,Large Intestine,SW837,Bowel,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,ACH-000421,SW837,True,True,True
SW948_LARGE_INTESTINE,-0.991762616960022,2.421687285922955,Large Intestine,SW948,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,ACH-000680,SW948,True,True,True
T24_URINARY_TRACT,1.69198105673641,,Urinary Tract,T24,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,ACH-000018,T24,True,False,False
T47D_BREAST,1.1403019105149,0.233531734333472,Breast,T-47D,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,ACH-000147,T-47D,True,True,True
TC71_BONE,-0.79652765873763,-2.9781415202384,Bone,TC-71,Bone,Ewing Sarcoma,Ewing Sarcoma,ACH-000424,TC-71,True,True,True
TCCPAN2_PANCREAS,-1.20284465749377,0.502353906952506,Pancreas,TCC-PAN2,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,ACH-000502,TCC-PAN2,True,True,True
TCCSUP_URINARY_TRACT,-1.46102727077654,-2.44244611489195,Urinary Tract,TCCSUP,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,ACH-000720,TCCSUP,True,True,True
TE10_OESOPHAGUS,4.36706067067802,,Oesophagus,TE-10,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ACH-000318,TE-10,True,False,False
TE11_OESOPHAGUS,3.57708838529699,1.94876137396093,Oesophagus,TE11,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ACH-000488,TE-11,True,True,True
TE14_OESOPHAGUS,2.15850251647211,1.35830597347096,Oesophagus,TE14,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ACH-000726,TE-14,True,True,True
TE1_OESOPHAGUS,0.573137693935975,0.882256187831314,Oesophagus,TE-1,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ACH-000647,TE-1,True,True,True
TE4_OESOPHAGUS,-1.01803885306397,2.80239113710971,Oesophagus,TE-4,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ACH-000917,TE-4,True,True,True
TE6_OESOPHAGUS,-0.380583842563007,,Oesophagus,TE-6,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ACH-000605,TE-6,True,False,False
TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-2.57769505195172,,Haematopoietic and Lymphoid Tissue,TF-1,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,ACH-000387,TF-1,True,False,False
THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-1.32852058096865,,Haematopoietic and Lymphoid Tissue,THP-1,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,ACH-000146,THP-1,True,False,False
TUHR4TKB_KIDNEY,-1.03465072050055,,Kidney,TUHR4TKB,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,ACH-000495,TUHR4TKB,True,False,False
TYKNU_OVARY,-1.53546262434899,-2.37955003736107,Ovary,TYK-nu,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,ACH-000430,TYK-nu,True,True,True
U118MG_CENTRAL_NERVOUS_SYSTEM,-2.12835348547482,,Central Nervous System,U-118 MG,CNS/Brain,Diffuse Glioma,Astrocytoma,ACH-000040,U-118 MG,True,False,False
U2OS_BONE,-0.713610426565389,-0.328039395708345,Bone,U-2 OS,Bone,Osteosarcoma,Osteosarcoma,ACH-000364,U-2 OS,True,True,True
U87MG_CENTRAL_NERVOUS_SYSTEM,-2.0318261326679,,Central Nervous System,U-87 MG,CNS/Brain,Diffuse Glioma,Glioblastoma,ACH-000075,U-87 MG,True,False,False
U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-1.87000336544296,,Haematopoietic and Lymphoid Tissue,U-937,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,ACH-000406,U-937,True,False,False
UACC257_SKIN,-1.88431442823073,-1.60742015380735,Skin,UACC-257,Skin,Melanoma,Melanoma,ACH-000579,UACC-257,True,True,True
UACC62_SKIN,-1.44780252177647,-3.31995533469532,Skin,UACC-62,Skin,Melanoma,Melanoma,ACH-000425,UACC-62,True,True,True
UBLC1_URINARY_TRACT,3.28871313495301,1.37112868946666,Urinary Tract,U-BLC1,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,ACH-000741,U-BLC1,True,True,True
UMUC3_URINARY_TRACT,-1.70378995627672,,Urinary Tract,UM-UC-3,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,ACH-000522,UM-UC-3,True,False,False
VCAP_PROSTATE,-0.848138843821536,0.957315662377395,Prostate,VCaP,Prostate,Prostate Adenocarcinoma,Prostate Adenocarcinoma,ACH-000115,VCaP,True,True,True
VMRCRCW_KIDNEY,-0.777701274556089,,Kidney,VMRC-RCW,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,ACH-000484,VMRC-RCW,True,False,False
WM115_SKIN,-1.42916010801181,,Skin,WM-115,Skin,Melanoma,Melanoma,ACH-000304,WM-115,True,False,False
WM1799_SKIN,-0.984465849923177,-2.42248806851386,Skin,WM1799,Skin,Melanoma,Melanoma,ACH-000661,WM1799,True,True,True
WM2664_SKIN,-1.08464046861626,-0.504979529830404,Skin,WM-266-4,Skin,Melanoma,Melanoma,ACH-001239,WM-266-4,True,True,True
WM793_SKIN,-1.40125300914726,,Skin,WM-793,Skin,Melanoma,Melanoma,ACH-000827,WM793,True,False,False
WM88_SKIN,-0.69371489363078,-1.68423374367731,Skin,WM-88,Skin,Melanoma,Melanoma,ACH-000899,WM88,True,True,True
ZR751_BREAST,0.435626728161493,-0.277269499040043,Breast,ZR-75-1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,ACH-000097,ZR-75-1,True,True,True
