gene	log2fc	mean_treat	mean_ctrl	welch_t	welch_p	welch_q
WBP1LP2	0.11606	50.8843	46.8739	0.424548	0.743079	0.87235
WBP1LP3	0	0	0			
WBP1LP4	0	0	0			
WBP1LP5	0	0	0			
WBP1LP6	0	0	0			
WBP1LP7	0	0	0			
WBP1LP8	0	0	0			
WBP1LP9	0	0	0			
WBP1P1	1.29084	5.27549	1.56487	2.89715	0.102084	0.528638
WBP1P2	-0.386876	0.96157	1.56487	-1.18112	0.447117	0.706022
WBP2	-0.00384937	7035.55	7054.35	-0.0685712	0.95157	0.985182
WBP2NL	1.76739	9.52805	2.09251	0.395487	0.740039	0.87052
WBP4	0.166411	784.878	699.262	1.21409	0.387285	0.706022
WDCP	-0.299567	396.67	488.442	-3.34973	0.1616	0.592932
WDFY1	-0.106149	1717.79	1849.02	-10.2158	0.0102311	0.327973
WDFY2	-0.115294	806.74	873.941	-4.34106	0.0995765	0.526925
WDFY3	0.219308	2427.96	2085.42	4.16621	0.114166	0.543017
WDFY3-AS2	0.0384905	71.7203	69.8058	0.129747	0.916039	0.968022
WDFY4	3.04461	7.25122	0	3.27521	0.188652	0.62126
WDHD1	-0.380812	764.972	996.352	-4.803	0.111597	0.538704
WDPCP	0.301171	72.1791	58.3917	0.944816	0.477856	0.706022
WDR1	0.113471	10422.3	9633.89	5.76981	0.0954805	0.52191
WDR11	-0.101191	2973.65	3189.78	-7.66896	0.0722176	0.490215
WDR11-AS1	1.53884	1.90561	0	1	0.5	0.706022
WDR12	-0.185431	1875.24	2132.58	-3.13517	0.125481	0.554126
WDR13	-0.227105	2002.66	2344.25	-10.0689	0.0265849	0.413239
WDR17	-0.129494	171.417	187.608	-0.506671	0.663184	0.818719
WDR18	-0.206704	1501.36	1732.79	-9.40522	0.066652	0.483005
WDR19	-0.0862983	768.745	816.194	-12.2922	0.0397037	0.422086
WDR20	-0.0597578	695.429	724.881	-0.676952	0.577613	0.760937
WDR24	0.0989365	790.066	737.635	1.68214	0.235034	0.669404
WDR25	0.468665	576.334	416.201	13.8226	0.00588553	0.262452
WDR26	0.0434504	5745.7	5575.2	2.30444	0.223914	0.655858
WDR27	-0.0361295	633.871	649.971	-0.553759	0.647619	0.808814
WDR3	-0.0129725	2852.79	2878.57	-0.222367	0.847429	0.932131
WDR31	-0.2986	292.776	360.33	-3.01582	0.20376	0.638308
WDR33	-0.0276573	3177.76	3239.28	-0.574478	0.666705	0.821441
WDR35	-0.275521	646.552	782.818	-2.61972	0.223404	0.655489
WDR36	-0.0288662	1397.8	1426.07	-1.10393	0.418622	0.706022
WDR37	-0.237918	515.27	607.832	-8.45917	0.0568173	0.468883
WDR38	0	0	0			
WDR4	0.0482902	759.401	734.37	0.707173	0.591131	0.769962
WDR41	-0.0386507	1524.88	1566.31	-0.375483	0.771054	0.889003
WDR43	0.0620735	3120.37	2988.92	1.78254	0.308605	0.706022
WDR44	0.103089	527.505	491.058	1.20822	0.387629	0.706022
WDR45	-0.0094259	2209.92	2224.41	-0.154155	0.8944	0.957715
WDR45B	0.0897475	5655.97	5314.78	1.5236	0.36976	0.706022
WDR45BP1	-0.607036	0	0.523127	-1	0.5	0.706022
WDR45P1	0.978442	0.970336	0	1	0.5	0.706022
WDR46	0.0430817	1835.97	1781.92	4.29519	0.145604	0.575881
WDR47	-0.0189197	376.088	381.066	-0.0477822	0.968458	0.990635
WDR48	0.172695	2122.88	1883.28	6.00808	0.0888362	0.50893
WDR49	0	0	0			
WDR5	-0.122732	3444.76	3750.73	-10.3876	0.0607376	0.475713
WDR53	-0.00177246	496.764	497.376	-0.0476487	0.968752	0.990635
WDR54	0.0908576	305.613	286.899	0.700679	0.565949	0.753312
WDR55	0.0296592	1740.34	1704.9	0.408941	0.752643	0.87857
WDR59	-0.0739658	1546.87	1628.29	-0.7477	0.570532	0.756588
WDR5B	-0.138636	332.484	366.121	-1.4128	0.340777	0.706022
WDR6	-0.171971	4620.99	5206.12	-4.77511	0.117075	0.545165
WDR61	-0.0428447	1222.56	1259.44	-12.1889	0.0505832	0.45095
WDR62	-0.376851	676.793	879.118	-3.90529	0.111388	0.538337
WDR64	0	0	0			
WDR7	0.0423777	641.14	622.552	0.552335	0.643624	0.806129
WDR7-OT1	1.01597	11.5739	5.21774	1.48654	0.276256	0.706022
WDR70	-0.0267381	1156.58	1178.23	-0.362038	0.776539	0.89221
WDR72	0.00517146	2609.93	2600.59	0.560195	0.668137	0.822557
WDR73	0.0940919	1363	1276.88	1.43615	0.378677	0.706022
WDR74	-0.132537	1567.43	1718.35	-4.67323	0.123325	0.551966
WDR75	0.0636508	1895.24	1813.4	1.21997	0.365197	0.706022
WDR76	-0.132864	914.243	1002.54	-2.8138	0.13736	0.569014
WDR77	0.125059	1667.21	1528.7	17.6433	0.0324017	0.413239
WDR81	-0.128059	1783.56	1949.21	-2.6213	0.148798	0.576718
WDR82	0.0383993	6625.33	6451.29	1.75868	0.315363	0.706022
WDR82P1	0	0	0			
WDR82P2	0.358512	0.952805	0.523127	0.272934	0.813692	0.91212
WDR83	-0.0176614	96.3148	97.5135	0.0179941	0.987443	0.99305
WDR83OS	-0.131795	1648.64	1806.44	-3.81331	0.0941427	0.519199
WDR86	-0.413753	46.6844	62.5226	-2.09377	0.201643	0.636681
WDR86-AS1	1.53884	1.90561	0	1	0.5	0.706022
WDR87	0	0	0			
WDR88	-1.19582	1.94067	5.73635	-1.31142	0.388685	0.706022
WDR89	0.0755082	647.137	614.087	5.40269	0.0803311	0.496422
WDR90	-0.108931	831.253	896.525	-1.01633	0.453101	0.706022
WDR91	-0.118803	505.891	549.4	-1.4647	0.294633	0.706022
WDR92	-0.275814	359.47	435.412	-4.6057	0.0947179	0.520074
WDR93	-0.521552	7.70133	11.4907	-0.228797	0.855089	0.936836
WDR97	0.0417083	46.6581	45.3	0.313659	0.784781	0.897489
WDSUB1	-0.257183	531.617	635.553	-4.31386	0.0855339	0.506646
WDTC1	-0.0303324	1728.19	1764.93	-0.47868	0.684353	0.833601
WEE1	-0.257188	465.645	556.71	-2.34132	0.176859	0.608586
WEE2	1.29602	1.4555	0	1	0.5	0.706022
WEE2-AS1	-0.454722	30.8842	42.6979	-0.931451	0.516531	0.718837
WFDC1	0	0	0			
WFDC10A	0	0	0			
WFDC10B	0	0	0			
WFDC11	0	0	0			
WFDC12	0	0	0			
WFDC13	0	0	0			
WFDC2	0	0	0			
WFDC21P	0.212109	453.765	391.587	2.4336	0.227328	0.659729
WFDC3	0.191099	22.1512	19.279	0.618232	0.621408	0.790597
WFDC5	0	0	0			
WFDC6	0	0	0			
WFDC8	0	0	0			
WFDC9	0	0	0			
WFIKKN1	-0.0154224	37.6064	38.0213	-0.189814	0.880542	0.950583
WFIKKN2	1.53884	1.90561	0	1	0.5	0.706022
WFS1	0.145129	1291	1167.35	1.62793	0.314051	0.706022
WHAMM	0.691012	887.792	549.535	11.1202	0.0422846	0.434182
WHAMMP1	-0.0349094	98.5741	101.013	-0.2649	0.829747	0.922344
WHAMMP2	0.33978	95.1955	75.01	11.7134	0.0197292	0.39871
WHAMMP3	0.0209859	100.947	99.4751	0.619862	0.621053	0.790345
WHRN	0.245512	716.598	604.305	2.84476	0.105346	0.532756
WI2-87327B8.2	-0.0314207	9.65077	9.88527	-0.146171	0.899494	0.960989
WIF1	0	0	0			
WIPF1	0.0253979	470.243	462.02	0.925255	0.487472	0.706022
WIPF2	0.059471	3429.67	3291.13	2.06998	0.174421	0.606038
WIPF3	0.224461	121.316	103.692	0.841789	0.506007	0.710447
WIPI1	-0.00383903	1209.36	1212.59	-0.1128	0.92776	0.974113
WIPI2	0.0686687	2327.07	2218.85	1.34318	0.406581	0.706022
WIZ	-0.122316	1303.45	1418.87	-6.04391	0.0487978	0.447349
WIZP1	0	0	0			
WLS	0.145191	1232.24	1114.17	8.14746	0.0160694	0.373074
WNK1	0.0346606	16708.1	16311.5	1.44141	0.286286	0.706022
WNK2	0.132094	511.52	466.678	13.0841	0.0375948	0.414283
WNK3	-0.0674375	0.952805	1.04625	-0.0401368	0.971641	0.990635
WNK4	0.0875033	255.69	240.584	1.04287	0.432322	0.706022
WNT1	0	0	0			
WNT10A	0.058991	16.8932	16.1763	0.0566716	0.959966	0.990635
WNT10B	0.267973	17.8197	14.6295	0.559558	0.667665	0.822259
WNT11	3.80677	12.9943	0	23.5059	0.0270671	0.413239
WNT16	0	0	0			
WNT2	-0.332759	1.4555	2.09251	-0.131925	0.907485	0.964329
WNT2B	0.275641	39.8657	32.7585	0.64092	0.627828	0.795278
WNT3	-0.304449	1197.11	1478.61	-2.84338	0.128488	0.557089
WNT3A	0	0	0			
WNT4	0.667366	22.1249	13.5607	1.66766	0.333919	0.706022
WNT5A	-0.0509062	1494.54	1548.25	-0.911015	0.520793	0.722283
WNT5B	-0.42634	2.85841	4.18502	-0.113294	0.920378	0.970863
WNT6	0.227214	8.73302	7.31476	-0.248789	0.833543	0.924423
WNT7A	0.857068	17.8022	9.38019	4.40857	0.0512571	0.45162
WNT7B	0.372223	6835.11	5280.52	8.53425	0.013473	0.357892
WNT8A	0	0	0			
WNT8B	0	0	0			
WNT9A	-0.246701	622.343	738.591	-1.37096	0.401031	0.706022
WNT9B	-0.0674375	0.952805	1.04625	-0.0401368	0.971641	0.990635
WRAP53	0.0758774	557.205	528.605	0.465421	0.712748	0.85186
WRAP73	-0.147569	878.776	973.529	-1.80808	0.312209	0.706022
WRBP1	0	0	0			
WRN	-0.197805	1370.35	1571.87	-5.54769	0.0425671	0.435294
WRNIP1	-0.0941384	2000.45	2135.41	-1.23954	0.352281	0.706022
WSB1	0.15309	2192.33	1971.51	2.51964	0.231854	0.664636
WSB2	-0.0594973	4184.06	4360.26	-1.9498	0.29127	0.706022
WSCD1	-0.165391	238.601	267.705	-1.64693	0.331365	0.706022
WSCD2	1.03391	9.59817	4.17599	1.70215	0.290036	0.706022
WSPAR	0	0	0			
WT1	-0.0481679	0.970336	1.03723	-0.0285716	0.979805	0.990635
WT1-AS	0	0	0			
WTAP	0.244037	3539.62	2988.62	8.75076	0.0474384	0.444201
WTAPP1	1.77646	2.42584	0	1	0.5	0.706022
WTIP	-0.11766	681.137	739.101	-6.39779	0.0979728	0.524916
WWC1	0.359744	4209.7	3280.41	12.2916	0.0498326	0.450517
WWC2	0.0655045	1980.64	1892.68	2.82757	0.212635	0.646862
WWC2-AS1	0	0	0			
WWC2-AS2	-0.606544	18.7813	29.1192	-0.828327	0.524849	0.724358
WWC3	-0.340649	3494.57	4425.53	-12.9055	0.00662569	0.273539
WWOX	-0.158379	328.045	366.224	-1.59516	0.274028	0.706022
WWOX-AS1	0	0	0			
WWP1	-0.0432644	2467.28	2542.42	-1.5653	0.298815	0.706022
WWP1P1	-0.607036	0	0.523127	-1	0.5	0.706022
WWP2	-0.00700376	1702.71	1711	-0.202551	0.871607	0.945023
WWTR1	0.30793	3338.74	2696.84	5.88314	0.0576626	0.469808
WWTR1-AS1	-0.099886	12.553	13.5246	-0.240604	0.835983	0.925453
XAB2	0.0292095	1138.36	1115.53	0.241176	0.834654	0.92508
XACT	0	0	0			
XAF1	4.0222	3316.39	203.171	60.4572	0.00115762	0.224702
XAGE-4	0	0	0			
XAGE1A	0.214324	1155.05	995.455	4.2489	0.0598607	0.473964
XAGE1B	0.210372	1157.91	1000.66	4.5226	0.0520363	0.453403
XAGE2	3.26852	8.6366	0	11.5958	0.0547653	0.462183
XAGE3	2.64164	5.24043	0	1	0.5	0.706022
XAGE5	0	0	0			
XBP1	0.0398395	10961	10662.4	1.85642	0.277594	0.706022
XBP1P1	0.369253	0.96157	0.518615	0.893531	0.53572	0.730519
XCL1	0.978442	0.970336	0	1	0.5	0.706022
XCL2	0	0	0			
XCR1	0.845835	10.1184	5.18615	0.943646	0.509992	0.713745
XDH	1.37026	117.329	44.7724	8.46555	0.0611394	0.476651
XG	0.524698	8.67166	5.72282	1.17563	0.361826	0.706022
XGY2	0	0	0			
XIAP	0.114887	2374.13	2192.33	1.2752	0.347067	0.706022
XIAPP1	0	0	0			
XIAPP2	0	0	0			
XIAPP3	-1.62033	0	2.07446	-1	0.5	0.706022
XIRP1	0	0	0			
XIRP2	-1.03299	0	1.04625	-1	0.5	0.706022
XIRP2-AS1	0	0	0			
XIST	-0.244287	4977.34	5895.88	-8.45602	0.0231492	0.412502
XK	-0.976454	25.9712	52.0691	-7.78827	0.0277495	0.413239
XKR3	-0.553701	11.0274	16.6543	-1.23792	0.360923	0.706022
XKR4	1.29602	1.4555	0	1	0.5	0.706022
XKR5	-2.17373	0.952805	7.81081	-3.06075	0.19679	0.630273
XKR6	0	0	0			
XKR7	0	0	0			
XKR8	0.400069	702.934	532.457	4.60895	0.119052	0.548679
XKR9	0.597201	17.8548	11.4637	0.792772	0.564178	0.751957
XKRX	0.60594	28.2305	18.2057	0.51021	0.672912	0.826234
XKRY	0	0	0			
XKRY2	0	0	0			
XLOC_007697	0	0	0			
XLOC_008559	0	0	0			
XLOC_009911	0	0	0			
XPA	0.06241	351.45	336.528	1.21687	0.424073	0.706022
XPC	-0.153341	2389.51	2657.58	-3.13751	0.144496	0.575313
XPC-AS1	0.607702	5.29302	3.12974	1.64419	0.315275	0.706022
XPNPEP1	0.0580767	1648.43	1583.35	1.30091	0.384013	0.706022
XPNPEP2	0.965548	0.952805	0	1	0.5	0.706022
XPNPEP3	-0.0214606	1123.43	1140.28	-0.587291	0.650884	0.810505
XPO1	0.128335	10716	9803.84	4.84719	0.110082	0.537628
XPO4	-0.0798313	1912.97	2021.86	-0.716828	0.603225	0.778349
XPO5	0.0971724	3246.63	3035.09	1.76505	0.327003	0.706022
XPO6	0.073298	5069.38	4818.2	4.46635	0.131146	0.560895
XPO7	-0.0475497	4156.59	4295.9	-1.9523	0.213452	0.6477
XPOT	-0.16787	22029.4	24747.9	-6.34796	0.0965016	0.52335
XPOTP1	-0.0216876	7.6838	7.81532	-0.151921	0.895682	0.958393
XPR1	-0.128215	5158.75	5638.3	-4.34634	0.137348	0.569014
XRCC1	-0.205055	1130.95	1303.83	-4.53016	0.0468791	0.443341
XRCC2	-0.158882	484.631	541.169	-11.7087	0.0398165	0.422515
XRCC3	-0.0945544	714.391	762.849	-0.671779	0.57211	0.757636
XRCC4	-0.159965	363.05	405.738	-4.08304	0.127565	0.556338
XRCC5	-0.0966656	13345.2	14270.1	-8.56608	0.0616803	0.47713
XRCC6	0.0688366	16968.2	16177.5	4.89678	0.0424093	0.434923
XRCC6P1	0	0	0			
XRCC6P2	0.14306	13.9033	12.4964	0.20239	0.869913	0.944081
XRCC6P3	0	0	0			
XRCC6P4	0	0	0			
XRCC6P5	0	0	0			
XRN1	0.349778	1607.53	1261.22	3.58284	0.0832685	0.502736
XRN2	-0.00980483	5641.63	5680.11	-0.266432	0.832105	0.923529
XRRA1	-0.283019	858.603	1044.91	-13.6922	0.0454044	0.439686
XXYLT1	-0.0596418	372.408	388.169	-0.359605	0.7547	0.880095
XXYLT1-AS1	0	0	0			
XXYLT1-AS2	0	0	0			
XYLB	-0.165744	225.943	253.572	-1.39951	0.394273	0.706022
XYLT1	0.739556	38.9129	22.9048	3.49866	0.0971633	0.523769
XYLT2	0.064872	1146.67	1096.21	0.525737	0.653237	0.812081
YAE1	-0.326	183.581	230.378	-1.3125	0.397542	0.706022
YAF2	0.0155322	665.459	658.323	0.446563	0.699204	0.842631
YAP1	0.0849252	5599.26	5279.11	4.91979	0.040771	0.427289
YAP1P1	0.688983	1.4555	0.523127	0.42055	0.726101	0.861282
YAP1P2	0	0	0			
YARS1	-0.0717426	11300.5	11876.7	-4.42425	0.0705951	0.486679
YARS2	-0.0132725	1089.63	1099.71	-0.0860128	0.943225	0.981958
YBEY	-0.0631671	1788.78	1868.89	-1.29846	0.412675	0.706022
YBX1	-0.0804487	24040	25418.7	-6.93051	0.0202984	0.399737
YBX1P1	-0.0144135	254.287	256.85	-0.138585	0.911066	0.965492
YBX1P10	-0.415507	9.1393	12.5235	-0.500383	0.702259	0.844252
YBX1P2	0.657575	9.63323	5.74086	1.14522	0.409874	0.706022
YBX1P3	0	0	0			
YBX1P5	0	0	0			
YBX1P6	-0.0481679	0.970336	1.03723	-0.0285716	0.979805	0.990635
YBX1P7	0	0	0			
YBX2	-0.664769	1.94067	3.66189	-0.201657	0.860137	0.938946
YBX2P1	0	0	0			
YBX2P2	0	0	0			
YBX3	-0.00515447	15561.1	15616.8	-0.377911	0.760591	0.883993
YBX3P1	0.369253	0.96157	0.518615	0.893531	0.53572	0.730519
YDJC	-0.0888363	1094.26	1163.82	-1.3923	0.38479	0.706022
YEATS2	0.234542	1353.82	1150.54	4.45763	0.119618	0.548899
YEATS2-AS1	0	0	0			
YEATS4	-0.331648	973.059	1224.8	-1.91698	0.25001	0.685917
YES1	0.105906	4272.13	3969.69	3.78508	0.130425	0.559734
YES1P1	0.333245	2.88471	2.08349	31.319	0.00653138	0.271384
YIF1A	-0.0736198	1625.98	1711.16	-2.72594	0.175786	0.607451
YIF1B	0.0114718	3264.4	3238.53	0.0796497	0.947407	0.983732
YIPF1	0.22278	987.883	846.386	3.18159	0.191565	0.624321
YIPF2	0.105461	599.02	556.723	0.725895	0.579515	0.76224
YIPF3	-0.0533803	3183.63	3303.67	-3.11048	0.144824	0.575667
YIPF4	-0.248847	2089.33	2482.85	-3.43312	0.168481	0.601304
YIPF5	0.147936	2756.92	2488.14	2.05572	0.28266	0.706022
YIPF6	-0.0303666	3692.15	3770.71	-0.61636	0.605627	0.779935
YIPF7	1.94801	2.85841	0	1	0.5	0.706022
YJEFN3	-0.121839	185.522	201.958	-0.458952	0.722603	0.858584
YJU2	0.032357	360.598	352.578	0.716403	0.579803	0.762435
YKT6	0.0489607	2509.15	2425.39	0.613567	0.619923	0.789429
YLPM1	-0.0773406	3067.43	3236.41	-0.966715	0.502535	0.707954
YME1L1	0.147986	8557.8	7723.39	5.7102	0.107032	0.535876
YOD1	0.394854	1431.42	1088.45	7.41914	0.0317211	0.413239
YPEL1	-1.29146	4.29639	11.9642	-1.39798	0.354782	0.706022
YPEL2	0.197683	457.117	398.455	7.92065	0.0751604	0.492844
YPEL3	-0.343728	99.8981	127.043	-1.76734	0.224716	0.656789
YPEL4	2.53146	4.78156	0	3.00541	0.204489	0.638308
YPEL5	0.18327	2678.28	2358.65	4.41528	0.0492732	0.44936
YPEL5P1	0	0	0			
YPEL5P2	0	0	0			
YPEL5P3	0	0	0			
YRDC	0.195948	1634.39	1426.7	3.15815	0.177728	0.609282
YRDCP1	0	0	0			
YRDCP2	0	0	0			
YTHDC1	0.18677	3276.37	2878.4	3.71318	0.118274	0.547967
YTHDC2	-0.18161	1294.4	1468.18	-4.2589	0.0509575	0.451108
YTHDF1	0.0615801	3510.02	3363.31	1.51816	0.366307	0.706022
YTHDF1P1	0	0	0			
YTHDF2	0.189134	3938.88	3454.79	19.9903	0.00468424	0.236313
YTHDF2P1	-0.00969107	26.9152	27.1034	0.0302409	0.980555	0.99068
YTHDF3	0.0317012	5791.19	5665.31	1.35105	0.383998	0.706022
YTHDF3-AS1	-0.443907	25.0008	34.3685	-5.52266	0.105483	0.532756
YWHAB	0.111036	13636.5	12626.3	4.65053	0.0638049	0.478117
YWHABP1	0	0	0			
YWHABP2	-0.260495	7.22493	8.85256	-1.02418	0.475302	0.706022
YWHAE	-0.0070481	21391.9	21496.6	-2.81486	0.160867	0.591981
YWHAEP1	0.683823	1.44674	0.523127	1.25112	0.363914	0.706022
YWHAEP5	-0.551789	2.88471	4.69461	-1.19866	0.442463	0.706022
YWHAEP7	0.382897	9.13054	6.76907	3.5775	0.090721	0.513366
YWHAG	-0.0353963	13056	13380.3	-3.21646	0.189956	0.62313
YWHAH	0.220098	2506.82	2151.98	5.76443	0.0557777	0.464675
YWHAQ	-0.0372977	18655.1	19143.7	-2.63869	0.229279	0.661594
YWHAQP2	0.0587275	218.075	209.336	0.353764	0.763792	0.885745
YWHAQP3	0	0	0			
YWHAQP4	0	0	0			
YWHAQP6	-0.0364103	0.485168	0.523127	-0.0383352	0.972912	0.990635
YWHAQP8	0.570626	0.485168	0	1	0.5	0.706022
YWHAQP9	0	0	0			
YWHAZ	0.0647649	50289.1	48081.4	5.58814	0.0975303	0.523769
YWHAZP1	0	0	0			
YWHAZP2	0.42408	42.2916	31.2658	2.77773	0.179079	0.610478
YWHAZP3	0.116873	70.142	64.6061	0.814218	0.501331	0.707118
YWHAZP4	0.371405	0.970336	0.523127	0.280096	0.809157	0.910041
YWHAZP5	0.128468	11.5301	10.4625	0.635446	0.639289	0.802953
YWHAZP6	0.364819	29.835	22.9454	0.978043	0.476688	0.706022
YWHAZP7	-0.607036	0	0.523127	-1	0.5	0.706022
YWHAZP8	0	0	0			
YWHAZP9	0	0	0			
YY1	-0.0849619	5653.84	5996.86	-4.2546	0.116529	0.545165
YY1AP1	0.218757	2665.18	2290.06	5.34701	0.0396841	0.422086
YY1P1	0	0	0			
YY1P2	0.978442	0.970336	0	1	0.5	0.706022
YY2	0.287642	293.288	240.092	7.44878	0.036391	0.413239
ZACN	-0.459175	0.485168	1.04174	-1.10495	0.468273	0.706022
ZACNP1	0	0	0			
ZADH2	-0.261827	1323.77	1587.39	-3.58947	0.131856	0.561513
ZAN	0	0	0			
ZAP70	-1.02661	0	1.03723	-1	0.5	0.706022
ZAR1	0	0	0			
ZAR1L	1.77646	2.42584	0	1	0.5	0.706022
ZASP	-1.65786	5.25796	18.7469	-2.21671	0.267126	0.700451
ZBBX	0.978442	0.970336	0	1	0.5	0.706022
ZBED1	0.180505	2144.41	1892.1	4.91897	0.0804554	0.496557
ZBED2	0.964008	107.722	54.7343	3.65446	0.15624	0.58615
ZBED3	-0.219089	671.621	781.929	-1.86112	0.255296	0.689606
ZBED3-AS1	-0.390136	24.013	31.7799	-2.31096	0.193484	0.626141
ZBED4	-0.422098	1173.75	1573.02	-3.78934	0.136179	0.568826
ZBED5	0.0164267	910.794	900.471	0.312611	0.784207	0.897218
ZBED5-AS1	-0.153354	346.686	385.679	-0.544676	0.680159	0.830858
ZBED6	-0.0232789	1289.42	1310.41	-1.1306	0.422343	0.706022
ZBED6CL	0.115402	335.129	309.289	1.05968	0.469789	0.706022
ZBED8	-0.359019	143.821	184.74	-1.05414	0.463585	0.706022
ZBED9	-0.103163	317.593	341.209	-1.05922	0.434295	0.706022
ZBP1	2.65777	5.31055	0	4.29232	0.145717	0.575881
ZBTB1	0.205337	2344.33	2033.19	4.52732	0.0887588	0.50893
ZBTB10	0.292046	1016.07	829.682	2.56415	0.224211	0.656114
ZBTB11	-0.108405	1371.46	1478.56	-1.32087	0.404633	0.706022
ZBTB11-AS1	0.0191639	128.728	127.016	0.108166	0.924714	0.972785
ZBTB12	-0.213744	354.396	411.15	-1.29376	0.400698	0.706022
ZBTB12BP	0	0	0			
ZBTB14	-0.133615	597.708	655.806	-3.11472	0.119683	0.548995
ZBTB16	1.29602	1.4555	0	1	0.5	0.706022
ZBTB17	0.102479	610.951	568.99	0.866405	0.539655	0.733232
ZBTB18	0.0827631	712.822	673.024	0.933802	0.484434	0.706022
ZBTB2	0.0738556	1133.61	1076.99	1.59424	0.355903	0.706022
ZBTB20	0.441565	709.236	521.972	4.98505	0.0594912	0.473768
ZBTB20-AS1	0	0	0			
ZBTB20-AS3	0	0	0			
ZBTB20-AS4	0	0	0			
ZBTB20-AS5	0	0	0			
ZBTB21	0.209686	1540.23	1331.74	3.30863	0.128478	0.557089
ZBTB22	0.0215587	819.013	806.85	0.570234	0.64864	0.809366
ZBTB24	0.0649539	673.038	643.364	1.27288	0.42374	0.706022
ZBTB25	0.0270277	632.193	620.441	0.546434	0.681027	0.831375
ZBTB26	-0.403254	356.161	471.341	-9.68542	0.0112599	0.339591
ZBTB3	0.124474	59.1322	54.1616	2.58884	0.234334	0.668774
ZBTB32	2.24986	70.6798	14.0703	14.3224	0.040013	0.423571
ZBTB33	0.387211	1059.04	809.515	9.68049	0.0599055	0.474155
ZBTB34	0.190663	893.387	782.664	2.2398	0.226143	0.658028
ZBTB37	0.22939	489.264	417.193	5.02482	0.0957497	0.52191
ZBTB38	0.0966154	10151.7	9494.05	3.08302	0.103917	0.531668
ZBTB39	0.200401	843.502	733.978	3.70147	0.0658904	0.480821
ZBTB4	0.0616047	3533.87	3386.11	14.6449	0.0214494	0.406708
ZBTB40	0.0504482	1181.55	1140.91	0.630835	0.59783	0.77543
ZBTB41	0.0654891	2863.6	2736.47	0.677082	0.615154	0.786043
ZBTB42	0.415149	426.75	319.788	3.30791	0.174744	0.606059
ZBTB43	0.308338	1301.55	1050.91	4.3387	0.0688105	0.486427
ZBTB44	-0.0834513	1902.82	2016.19	-0.971151	0.464243	0.706022
ZBTB44-DT	0	0	0			
ZBTB45	-0.089423	809.864	861.715	-0.673781	0.607265	0.780997
ZBTB45P1	4.37332	19.7253	0	38.6141	0.016483	0.37556
ZBTB45P2	3.90095	13.9384	0	114.171	0.00557589	0.257377
ZBTB46	-0.205498	265.084	305.817	-1.50096	0.288727	0.706022
ZBTB46-AS1	0	0	0			
ZBTB47	0.0788656	480.996	455.354	0.655064	0.580027	0.762579
ZBTB48	0.114412	397.172	366.815	0.984081	0.488892	0.706022
ZBTB49	0.02682	112.451	110.362	0.192487	0.8745	0.94668
ZBTB5	0.0977318	1991.49	1860.99	4.51813	0.079665	0.496039
ZBTB6	0.114832	973.238	898.699	0.767435	0.534563	0.730519
ZBTB7A	-0.174994	2680.54	3026.35	-2.17775	0.25875	0.693207
ZBTB7B	-0.032653	5538.84	5665.66	-0.923281	0.487915	0.706022
ZBTB7C	0.116248	250.341	230.884	0.372634	0.745459	0.873726
ZBTB8A	-0.0423254	562.478	579.254	-0.350135	0.780789	0.894726
ZBTB8B	0.965548	0.952805	0	1	0.5	0.706022
ZBTB8OS	-0.0216325	1015.8	1031.16	-0.255606	0.826685	0.920655
ZBTB8OSP1	0	0	0			
ZBTB8OSP2	0	0	0			
ZBTB9	0.0175464	548.922	542.274	0.11453	0.925007	0.972888
ZC2HC1A	-0.170274	277.251	312.108	-1.16987	0.377655	0.706022
ZC2HC1B	0	0	0			
ZC2HC1C	0.0639163	90.4314	86.4691	0.667049	0.614239	0.785396
ZC3H10	-0.0221571	491.143	498.76	-0.0957744	0.936438	0.978775
ZC3H11A	0.0560827	7434.91	7151.4	2.082	0.283793	0.706022
ZC3H11B	0.289953	93.1759	76.0292	1.71147	0.274916	0.706022
ZC3H12A	0.417867	5028.85	3764	17.9186	0.020786	0.403004
ZC3H12B	0.0934994	39.5033	36.9616	0.181873	0.876944	0.948133
ZC3H12C	0.643923	3042.34	1946.65	11.1508	0.0503888	0.45095
ZC3H12D	0.0564108	16.8143	16.1312	0.262387	0.830079	0.922516
ZC3H13	0.0795379	2555.98	2418.82	3.56972	0.127667	0.556338
ZC3H14	-0.0563959	2928.98	3045.78	-2.18753	0.211317	0.645507
ZC3H15	0.0234211	2991.31	2943.13	0.430309	0.71479	0.853115
ZC3H18	-0.00341109	3413.1	3421.18	-0.0972219	0.934838	0.977587
ZC3H18-AS1	0.157109	4.78156	4.18502	0.400974	0.739896	0.870433
ZC3H3	0.109177	1338.01	1240.42	1.14852	0.369661	0.706022
ZC3H4	0.0553567	1894.45	1823.09	2.71981	0.112791	0.541505
ZC3H6	-0.609248	84.2733	129.081	-1.71169	0.230771	0.663162
ZC3H7A	-0.271203	1712.62	2067.02	-3.24593	0.101367	0.527781
ZC3H7B	0.134107	5326.91	4853.97	2.49191	0.131614	0.561513
ZC3H8	-0.173582	613.993	692.623	-2.76319	0.17876	0.610463
ZC3HAV1	1.29404	17127.7	6984.23	40.1057	0.000778399	0.224702
ZC3HAV1L	-0.222246	301.22	351.554	-2.02364	0.272104	0.705239
