dataset	compartment	sample	patient	timepoint	response_raw	gene	value	metric	probe
GSE225620	whole_blood	pre17		pre		TACSTD2	2.059987246165682	log2CPM	
GSE225620	whole_blood	post1		post		TACSTD2	0.21089403927646108	log2CPM	
GSE225620	whole_blood	post2		post		TACSTD2	0.0	log2CPM	
GSE225620	whole_blood	post3		post		TACSTD2	0.2931559830422116	log2CPM	
GSE225620	whole_blood	post4		post		TACSTD2	0.0	log2CPM	
GSE225620	whole_blood	post5		post		TACSTD2	0.12355556208581708	log2CPM	
GSE225620	whole_blood	post6		post		TACSTD2	0.23302104416021352	log2CPM	
GSE225620	whole_blood	post7		post		TACSTD2	0.5788003381700064	log2CPM	
GSE225620	whole_blood	post8		post		TACSTD2	0.20920256599642156	log2CPM	
GSE225620	whole_blood	post9		post		TACSTD2	0.37695160923375054	log2CPM	
GSE225620	whole_blood	post10		post		TACSTD2	0.0	log2CPM	
GSE225620	whole_blood	post11		post		TACSTD2	0.7031850734916986	log2CPM	
GSE225620	whole_blood	post12		post		TACSTD2	0.3413586448010021	log2CPM	
GSE225620	whole_blood	post13		post		TACSTD2	0.2591063662263238	log2CPM	
GSE225620	whole_blood	post14		post		TACSTD2	1.8654703542796014	log2CPM	
GSE225620	whole_blood	post15		post		TACSTD2	0.315587077346882	log2CPM	
GSE225620	whole_blood	post16		post		TACSTD2	2.094706441710226	log2CPM	
GSE225620	whole_blood	post17		post		TACSTD2	2.2190709204714807	log2CPM	
GSE225620	whole_blood	post18		post		TACSTD2	0.5556432218249844	log2CPM	
GSE225620	whole_blood	post19		post		TACSTD2	1.3118997296244856	log2CPM	
GSE225620	whole_blood	post20		post		TACSTD2	0.579995223736693	log2CPM	
GSE225620	whole_blood	post21		post		TACSTD2	2.19331287162044	log2CPM	
GSE225620	whole_blood	sampleF1		other		TACSTD2	0.2697973734457289	log2CPM	
GSE225620	whole_blood	sampleH1		other		TACSTD2	0.17987110549680888	log2CPM	
GSE225620	whole_blood	sampleL1		other		TACSTD2	0.0	log2CPM	
GSE225620	whole_blood	sampleLC1		other		TACSTD2	0.0	log2CPM	
GSE225620	whole_blood	sampleS1		other		TACSTD2	0.24603380962059593	log2CPM	
GSE225620	whole_blood	pre1		pre		CLDN4	0.11834700387554793	log2CPM	
GSE225620	whole_blood	pre2		pre		CLDN4	0.0	log2CPM	
GSE225620	whole_blood	pre3		pre		CLDN4	0.11336547992217469	log2CPM	
GSE225620	whole_blood	pre4		pre		CLDN4	0.0	log2CPM	
GSE225620	whole_blood	pre5		pre		CLDN4	0.0	log2CPM	
GSE225620	whole_blood	pre6		pre		CLDN4	0.2449305987538975	log2CPM	
GSE225620	whole_blood	pre7		pre		CLDN4	0.0	log2CPM	
GSE225620	whole_blood	pre8		pre		CLDN4	0.0	log2CPM	
GSE225620	whole_blood	pre9		pre		CLDN4	0.0	log2CPM	
GSE225620	whole_blood	pre10		pre		CLDN4	0.0	log2CPM	
GSE225620	whole_blood	pre11		pre		CLDN4	0.21219012311636887	log2CPM	
GSE225620	whole_blood	pre12		pre		CLDN4	0.0	log2CPM	
GSE225620	whole_blood	pre13		pre		CLDN4	0.0672941741667953	log2CPM	
GSE225620	whole_blood	pre14		pre		CLDN4	0.0	log2CPM	
GSE225620	whole_blood	pre15		pre		CLDN4	0.0	log2CPM	
GSE225620	whole_blood	pre16		pre		CLDN4	0.0944229226857748	log2CPM	
GSE225620	whole_blood	pre17		pre		CLDN4	0.3838187126724735	log2CPM	
GSE225620	whole_blood	post1		post		CLDN4	0.0	log2CPM	
GSE225620	whole_blood	post2		post		CLDN4	0.0	log2CPM	
GSE225620	whole_blood	post3		post		CLDN4	0.0	log2CPM	
GSE225620	whole_blood	post4		post		CLDN4	0.0	log2CPM	
GSE225620	whole_blood	post5		post		CLDN4	0.2373592398372075	log2CPM	
GSE225620	whole_blood	post6		post		CLDN4	0.0	log2CPM	
GSE225620	whole_blood	post7		post		CLDN4	0.049989827164528565	log2CPM	
GSE225620	whole_blood	post8		post		CLDN4	0.10838997544001189	log2CPM	
GSE225620	whole_blood	post9		post		CLDN4	0.37695160923375054	log2CPM	
GSE225620	whole_blood	post10		post		CLDN4	0.0	log2CPM	
GSE225620	whole_blood	post11		post		CLDN4	0.0	log2CPM	
GSE225620	whole_blood	post12		post		CLDN4	0.0932049245729044	log2CPM	
GSE225620	whole_blood	post13		post		CLDN4	0.0	log2CPM	
GSE225620	whole_blood	post14		post		CLDN4	0.0	log2CPM	
GSE225620	whole_blood	post15		post		CLDN4	0.0	log2CPM	
GSE225620	whole_blood	post16		post		CLDN4	0.0	log2CPM	
GSE225620	whole_blood	post17		post		CLDN4	0.0	log2CPM	
GSE225620	whole_blood	post18		post		CLDN4	0.2341136803090882	log2CPM	
GSE225620	whole_blood	post19		post		CLDN4	0.10840524543043455	log2CPM	
GSE225620	whole_blood	post20		post		CLDN4	0.0	log2CPM	
GSE225620	whole_blood	post21		post		CLDN4	0.0	log2CPM	
GSE225620	whole_blood	sampleF1		other		CLDN4	0.0	log2CPM	
GSE225620	whole_blood	sampleH1		other		CLDN4	0.3397820052004449	log2CPM	
GSE225620	whole_blood	sampleL1		other		CLDN4	0.09616407314036782	log2CPM	
GSE225620	whole_blood	sampleLC1		other		CLDN4	0.16845510240804853	log2CPM	
GSE225620	whole_blood	sampleS1		other		CLDN4	0.0	log2CPM	
GSE225620	whole_blood	pre1		pre		EPCAM	0.0	log2CPM	
GSE225620	whole_blood	pre2		pre		EPCAM	0.0	log2CPM	
GSE225620	whole_blood	pre3		pre		EPCAM	0.4944093105608615	log2CPM	
GSE225620	whole_blood	pre4		pre		EPCAM	0.0	log2CPM	
GSE225620	whole_blood	pre5		pre		EPCAM	2.137153386256305	log2CPM	
GSE225620	whole_blood	pre6		pre		EPCAM	1.198651516160602	log2CPM	
GSE225620	whole_blood	pre7		pre		EPCAM	1.014864086871263	log2CPM	
GSE225620	whole_blood	pre8		pre		EPCAM	2.16870951975282	log2CPM	
GSE225620	whole_blood	pre9		pre		EPCAM	0.9239197397055063	log2CPM	
GSE225620	whole_blood	pre10		pre		EPCAM	2.7226561204729	log2CPM	
GSE225620	whole_blood	pre11		pre		EPCAM	0.3971358497933183	log2CPM	
GSE225620	whole_blood	pre12		pre		EPCAM	2.631547278474776	log2CPM	
GSE225620	whole_blood	pre13		pre		EPCAM	1.6103405974638338	log2CPM	
GSE225620	whole_blood	pre14		pre		EPCAM	1.8141619227421786	log2CPM	
GSE225620	whole_blood	pre15		pre		EPCAM	1.7381791577038321	log2CPM	
GSE225620	whole_blood	pre16		pre		EPCAM	0.4202844122164798	log2CPM	
GSE225620	whole_blood	pre17		pre		EPCAM	2.1617642532213535	log2CPM	
GSE225620	whole_blood	post1		post		EPCAM	0.0	log2CPM	
GSE225620	whole_blood	post2		post		EPCAM	0.0	log2CPM	
GSE225620	whole_blood	post3		post		EPCAM	0.0	log2CPM	
GSE225620	whole_blood	post4		post		EPCAM	0.10463248323018584	log2CPM	
GSE225620	whole_blood	post5		post		EPCAM	0.4411284093166075	log2CPM	
GSE225620	whole_blood	post6		post		EPCAM	0.0	log2CPM	
GSE225620	whole_blood	post7		post		EPCAM	0.0	log2CPM	
GSE225620	whole_blood	post8		post		EPCAM	0.0	log2CPM	
GSE225620	whole_blood	post9		post		EPCAM	0.0	log2CPM	
GSE225620	whole_blood	post10		post		EPCAM	0.0	log2CPM	
GSE225620	whole_blood	post11		post		EPCAM	1.2896096303985551	log2CPM	
GSE225620	whole_blood	post12		post		EPCAM	0.0932049245729044	log2CPM	
GSE225620	whole_blood	post13		post		EPCAM	0.0	log2CPM	
GSE225620	whole_blood	post14		post		EPCAM	0.1218494745132723	log2CPM	
GSE225620	whole_blood	post15		post		EPCAM	0.0	log2CPM	
GSE225620	whole_blood	post16		post		EPCAM	0.0	log2CPM	
GSE225620	whole_blood	post17		post		EPCAM	0.2157298437525381	log2CPM	
GSE225620	whole_blood	post18		post		EPCAM	0.08233195783769671	log2CPM	
GSE225620	whole_blood	post19		post		EPCAM	0.0	log2CPM	
GSE225620	whole_blood	post20		post		EPCAM	0.0	log2CPM	
GSE225620	whole_blood	post21		post		EPCAM	0.0	log2CPM	
GSE225620	whole_blood	sampleF1		other		EPCAM	0.0	log2CPM	
GSE225620	whole_blood	sampleH1		other		EPCAM	0.0	log2CPM	
GSE225620	whole_blood	sampleL1		other		EPCAM	0.09616407314036782	log2CPM	
GSE225620	whole_blood	sampleLC1		other		EPCAM	0.0	log2CPM	
GSE225620	whole_blood	sampleS1		other		EPCAM	0.0	log2CPM	
GSE225620	whole_blood	pre1		pre		KRT8	0.3293776988857628	log2CPM	
GSE225620	whole_blood	pre2		pre		KRT8	1.0711024771741764	log2CPM	
GSE225620	whole_blood	pre3		pre		KRT8	0.7955499680240025	log2CPM	
GSE225620	whole_blood	pre4		pre		KRT8	1.4485273764977555	log2CPM	
GSE225620	whole_blood	pre5		pre		KRT8	0.0967556649445816	log2CPM	
GSE225620	whole_blood	pre6		pre		KRT8	0.0	log2CPM	
GSE225620	whole_blood	pre7		pre		KRT8	0.0	log2CPM	
GSE225620	whole_blood	pre8		pre		KRT8	0.23242808423618339	log2CPM	
GSE225620	whole_blood	pre9		pre		KRT8	0.2381174597071194	log2CPM	
GSE225620	whole_blood	pre10		pre		KRT8	0.0	log2CPM	
GSE225620	whole_blood	pre11		pre		KRT8	0.10999263890989168	log2CPM	
GSE225620	whole_blood	pre12		pre		KRT8	0.0	log2CPM	
GSE225620	whole_blood	pre13		pre		KRT8	0.0672941741667953	log2CPM	
GSE225620	whole_blood	pre14		pre		KRT8	0.29124235777831314	log2CPM	
GSE225620	whole_blood	pre15		pre		KRT8	0.09587036145025542	log2CPM	
GSE225620	whole_blood	pre16		pre		KRT8	0.559215606592879	log2CPM	
GSE225620	whole_blood	pre17		pre		KRT8	0.1659651661735388	log2CPM	
GSE225620	whole_blood	post1		post		KRT8	0.0	log2CPM	
GSE225620	whole_blood	post2		post		KRT8	0.0	log2CPM	
GSE225620	whole_blood	post3		post		KRT8	0.45998726421172237	log2CPM	
GSE225620	whole_blood	post4		post		KRT8	0.0	log2CPM	
GSE225620	whole_blood	post5		post		KRT8	2.1942945370360074	log2CPM	
GSE225620	whole_blood	post6		post		KRT8	0.4335865161825146	log2CPM	
GSE225620	whole_blood	post7		post		KRT8	0.14505508323747443	log2CPM	
GSE225620	whole_blood	post8		post		KRT8	0.3918755084437329	log2CPM	
GSE225620	whole_blood	post9		post		KRT8	0.9675405924690607	log2CPM	
GSE225620	whole_blood	post10		post		KRT8	0.0	log2CPM	
GSE225620	whole_blood	post11		post		KRT8	0.0	log2CPM	
GSE225620	whole_blood	post12		post		KRT8	0.3413586448010021	log2CPM	
GSE225620	whole_blood	post13		post		KRT8	0.0	log2CPM	
GSE225620	whole_blood	post14		post		KRT8	0.1218494745132723	log2CPM	
GSE225620	whole_blood	post15		post		KRT8	0.0	log2CPM	
GSE225620	whole_blood	post16		post		KRT8	0.17413779556789763	log2CPM	
GSE225620	whole_blood	post17		post		KRT8	0.14734252184413113	log2CPM	
GSE225620	whole_blood	post18		post		KRT8	0.16021796303442112	log2CPM	
GSE225620	whole_blood	post19		post		KRT8	0.7675050163544894	log2CPM	
GSE225620	whole_blood	post20		post		KRT8	0.2202656821950768	log2CPM	
GSE225620	whole_blood	post21		post		KRT8	0.08213399039180398	log2CPM	
GSE225620	whole_blood	sampleF1		other		KRT8	0.3495743571108368	log2CPM	
GSE225620	whole_blood	sampleH1		other		KRT8	0.09273696611716933	log2CPM	
GSE225620	whole_blood	sampleL1		other		KRT8	0.0	log2CPM	
GSE225620	whole_blood	sampleLC1		other		KRT8	0.3192811973891362	log2CPM	
GSE225620	whole_blood	sampleS1		other		KRT8	0.0	log2CPM	
GSE225620	whole_blood	pre1		pre		KRT18	1.3919426187251196	log2CPM	
GSE225620	whole_blood	pre2		pre		KRT18	1.0197985189789687	log2CPM	
GSE225620	whole_blood	pre3		pre		KRT18	2.2261060713962655	log2CPM	
GSE225620	whole_blood	pre4		pre		KRT18	1.546678112046882	log2CPM	
GSE225620	whole_blood	pre5		pre		KRT18	0.3532824753046303	log2CPM	
GSE225620	whole_blood	pre6		pre		KRT18	0.517779718223145	log2CPM	
GSE225620	whole_blood	pre7		pre		KRT18	0.0	log2CPM	
GSE225620	whole_blood	pre8		pre		KRT18	0.23242808423618339	log2CPM	
GSE225620	whole_blood	pre9		pre		KRT18	0.4424448475726359	log2CPM	
GSE225620	whole_blood	pre10		pre		KRT18	0.6980573994615914	log2CPM	
GSE225620	whole_blood	pre11		pre		KRT18	0.7765289999233413	log2CPM	
GSE225620	whole_blood	pre12		pre		KRT18	0.18267257187482985	log2CPM	
GSE225620	whole_blood	pre13		pre		KRT18	0.696658654199249	log2CPM	
GSE225620	whole_blood	pre14		pre		KRT18	0.5334509016786305	log2CPM	
GSE225620	whole_blood	pre15		pre		KRT18	0.5665421034053044	log2CPM	
GSE225620	whole_blood	pre16		pre		KRT18	1.1922744039970414	log2CPM	
GSE225620	whole_blood	pre17		pre		KRT18	0.3838187126724735	log2CPM	
GSE225620	whole_blood	post1		post		KRT18	1.2252405321789295	log2CPM	
GSE225620	whole_blood	post2		post		KRT18	0.6594964109020761	log2CPM	
GSE225620	whole_blood	post3		post		KRT18	0.9269643502903377	log2CPM	
GSE225620	whole_blood	post4		post		KRT18	0.8698121617068171	log2CPM	
GSE225620	whole_blood	post5		post		KRT18	2.2764691271282467	log2CPM	
GSE225620	whole_blood	post6		post		KRT18	1.316142562312679	log2CPM	
GSE225620	whole_blood	post7		post		KRT18	0.7089704990735815	log2CPM	
GSE225620	whole_blood	post8		post		KRT18	0.3034283464116691	log2CPM	
GSE225620	whole_blood	post9		post		KRT18	1.5116144148793564	log2CPM	
GSE225620	whole_blood	post10		post		KRT18	0.4635539054180378	log2CPM	
GSE225620	whole_blood	post11		post		KRT18	0.0	log2CPM	
GSE225620	whole_blood	post12		post		KRT18	1.0007639844282492	log2CPM	
GSE225620	whole_blood	post13		post		KRT18	1.1673593526255388	log2CPM	
GSE225620	whole_blood	post14		post		KRT18	0.3384377798343631	log2CPM	
GSE225620	whole_blood	post15		post		KRT18	0.8437293973101161	log2CPM	
GSE225620	whole_blood	post16		post		KRT18	0.5975641565755261	log2CPM	
GSE225620	whole_blood	post17		post		KRT18	0.4033577184791643	log2CPM	
GSE225620	whole_blood	post18		post		KRT18	1.3373841949479497	log2CPM	
GSE225620	whole_blood	post19		post		KRT18	0.47527126463467456	log2CPM	
GSE225620	whole_blood	post20		post		KRT18	0.9925426562909218	log2CPM	
GSE225620	whole_blood	post21		post		KRT18	0.5545020663132691	log2CPM	
GSE225620	whole_blood	sampleF1		other		KRT18	1.6751281327323102	log2CPM	
GSE225620	whole_blood	sampleH1		other		KRT18	1.7613227851252027	log2CPM	
GSE225620	whole_blood	sampleL1		other		KRT18	1.9358480169556271	log2CPM	
GSE225620	whole_blood	sampleLC1		other		KRT18	2.5435751779031492	log2CPM	
GSE225620	whole_blood	sampleS1		other		KRT18	1.6641763996161036	log2CPM	
GSE225620	whole_blood	pre1		pre		PTPRC	7.454508825819823	log2CPM	
GSE225620	whole_blood	pre2		pre		PTPRC	10.559500314306298	log2CPM	
GSE225620	whole_blood	pre3		pre		PTPRC	9.353888205131199	log2CPM	
GSE225620	whole_blood	pre4		pre		PTPRC	7.771533398171657	log2CPM	
GSE225620	whole_blood	pre5		pre		PTPRC	9.248636869135172	log2CPM	
GSE225620	whole_blood	pre6		pre		PTPRC	10.737376725855503	log2CPM	
GSE225620	whole_blood	pre7		pre		PTPRC	10.21478086664974	log2CPM	
GSE225620	whole_blood	pre8		pre		PTPRC	10.999570343827832	log2CPM	
GSE225620	whole_blood	pre9		pre		PTPRC	9.71506853992518	log2CPM	
GSE225620	whole_blood	pre10		pre		PTPRC	11.12203658591707	log2CPM	
GSE225620	whole_blood	pre11		pre		PTPRC	9.750470588062202	log2CPM	
GSE225620	whole_blood	pre12		pre		PTPRC	11.322746782190451	log2CPM	
GSE225620	whole_blood	pre13		pre		PTPRC	10.201460234396324	log2CPM	
GSE225620	whole_blood	pre14		pre		PTPRC	10.849725341175407	log2CPM	
GSE225620	whole_blood	pre15		pre		PTPRC	10.957417994150873	log2CPM	
GSE225620	whole_blood	pre16		pre		PTPRC	9.407998887547995	log2CPM	
GSE225620	whole_blood	pre17		pre		PTPRC	10.703818690404708	log2CPM	
GSE225620	whole_blood	post1		post		PTPRC	8.726134949528692	log2CPM	
GSE225620	whole_blood	post2		post		PTPRC	8.907211261197977	log2CPM	
GSE225620	whole_blood	post3		post		PTPRC	9.744764423111853	log2CPM	
GSE225620	whole_blood	post4		post		PTPRC	10.38087210307984	log2CPM	
GSE225620	whole_blood	post5		post		PTPRC	8.440822497938575	log2CPM	
GSE225620	whole_blood	post6		post		PTPRC	8.817755251352967	log2CPM	
GSE225620	whole_blood	post7		post		PTPRC	9.672950867802731	log2CPM	
GSE225620	whole_blood	post8		post		PTPRC	8.442839775887052	log2CPM	
GSE225620	whole_blood	post9		post		PTPRC	9.795105323818385	log2CPM	
GSE225620	whole_blood	post10		post		PTPRC	9.559760752599441	log2CPM	
GSE225620	whole_blood	post11		post		PTPRC	9.547366684008853	log2CPM	
GSE225620	whole_blood	post12		post		PTPRC	9.836839454398383	log2CPM	
GSE225620	whole_blood	post13		post		PTPRC	9.889682637439318	log2CPM	
GSE225620	whole_blood	post14		post		PTPRC	8.509551761908737	log2CPM	
GSE225620	whole_blood	post15		post		PTPRC	9.502966847921986	log2CPM	
GSE225620	whole_blood	post16		post		PTPRC	9.629187608186369	log2CPM	
GSE225620	whole_blood	post17		post		PTPRC	10.243207874559081	log2CPM	
GSE225620	whole_blood	post18		post		PTPRC	10.542393330239166	log2CPM	
GSE225620	whole_blood	post19		post		PTPRC	10.283432388346588	log2CPM	
GSE225620	whole_blood	post20		post		PTPRC	9.59547550115579	log2CPM	
GSE225620	whole_blood	post21		post		PTPRC	10.478197693736716	log2CPM	
GSE225620	whole_blood	sampleF1		other		PTPRC	9.437512348892128	log2CPM	
GSE225620	whole_blood	sampleH1		other		PTPRC	9.843805867196735	log2CPM	
GSE225620	whole_blood	sampleL1		other		PTPRC	10.587242151613328	log2CPM	
GSE225620	whole_blood	sampleLC1		other		PTPRC	10.145811288179118	log2CPM	
GSE225620	whole_blood	sampleS1		other		PTPRC	10.037398915243527	log2CPM	
GSE225620	whole_blood	pre1		pre		CD3D	4.505546004578498	log2CPM	
GSE225620	whole_blood	pre2		pre		CD3D	7.251303151760272	log2CPM	
GSE225620	whole_blood	pre3		pre		CD3D	6.013474382231426	log2CPM	
GSE225620	whole_blood	pre4		pre		CD3D	6.937001590882245	log2CPM	
GSE225620	whole_blood	pre5		pre		CD3D	4.004718392317451	log2CPM	
GSE225620	whole_blood	pre6		pre		CD3D	4.303801980134166	log2CPM	
GSE225620	whole_blood	pre7		pre		CD3D	2.9998505914497815	log2CPM	
GSE225620	whole_blood	pre8		pre		CD3D	4.118851252872436	log2CPM	
GSE225620	whole_blood	pre9		pre		CD3D	4.154512596789585	log2CPM	
GSE225620	whole_blood	pre10		pre		CD3D	4.097447166824599	log2CPM	
GSE225620	whole_blood	pre11		pre		CD3D	4.0877166865924925	log2CPM	
GSE225620	whole_blood	pre12		pre		CD3D	4.680024301083416	log2CPM	
GSE225620	whole_blood	pre13		pre		CD3D	4.524354199821711	log2CPM	
GSE225620	whole_blood	pre14		pre		CD3D	4.560290199169169	log2CPM	
GSE225620	whole_blood	pre15		pre		CD3D	3.672357692662697	log2CPM	
GSE225620	whole_blood	pre16		pre		CD3D	6.55670368557366	log2CPM	
GSE225620	whole_blood	pre17		pre		CD3D	4.481258153593403	log2CPM	
GSE225620	whole_blood	post1		post		CD3D	6.528180898533828	log2CPM	
GSE225620	whole_blood	post2		post		CD3D	5.927358216625593	log2CPM	
GSE225620	whole_blood	post3		post		CD3D	6.629549625659888	log2CPM	
GSE225620	whole_blood	post4		post		CD3D	6.635004836572393	log2CPM	
GSE225620	whole_blood	post5		post		CD3D	5.013272815269811	log2CPM	
GSE225620	whole_blood	post6		post		CD3D	6.652008749918205	log2CPM	
GSE225620	whole_blood	post7		post		CD3D	5.693088825751098	log2CPM	
GSE225620	whole_blood	post8		post		CD3D	4.778750422713457	log2CPM	
GSE225620	whole_blood	post9		post		CD3D	4.595203791697688	log2CPM	
GSE225620	whole_blood	post10		post		CD3D	4.490117848982981	log2CPM	
GSE225620	whole_blood	post11		post		CD3D	2.888805812027256	log2CPM	
GSE225620	whole_blood	post12		post		CD3D	5.5904602761208535	log2CPM	
GSE225620	whole_blood	post13		post		CD3D	5.976643522429061	log2CPM	
GSE225620	whole_blood	post14		post		CD3D	5.281528709967424	log2CPM	
GSE225620	whole_blood	post15		post		CD3D	4.2915569058138745	log2CPM	
GSE225620	whole_blood	post16		post		CD3D	5.933190606725461	log2CPM	
GSE225620	whole_blood	post17		post		CD3D	5.6935700358893415	log2CPM	
GSE225620	whole_blood	post18		post		CD3D	6.256736098422113	log2CPM	
GSE225620	whole_blood	post19		post		CD3D	5.492246009147674	log2CPM	
GSE225620	whole_blood	post20		post		CD3D	5.394791132991316	log2CPM	
GSE225620	whole_blood	post21		post		CD3D	5.442029898668951	log2CPM	
GSE225620	whole_blood	sampleF1		other		CD3D	7.429326418749704	log2CPM	
GSE225620	whole_blood	sampleH1		other		CD3D	7.278236422624922	log2CPM	
GSE225620	whole_blood	sampleL1		other		CD3D	7.4583589898980005	log2CPM	
GSE225620	whole_blood	sampleLC1		other		CD3D	7.560433917701819	log2CPM	
GSE225620	whole_blood	sampleS1		other		CD3D	6.996486836970063	log2CPM	
GSE225620	whole_blood	pre1		pre		CD8A	5.955130628786113	log2CPM	
GSE225620	whole_blood	pre2		pre		CD8A	8.553232388189176	log2CPM	
GSE225620	whole_blood	pre3		pre		CD8A	6.683376699870418	log2CPM	
GSE225620	whole_blood	pre4		pre		CD8A	6.865107534128252	log2CPM	
GSE225620	whole_blood	pre5		pre		CD8A	3.745937278945857	log2CPM	
GSE225620	whole_blood	pre6		pre		CD8A	6.026964008206569	log2CPM	
GSE225620	whole_blood	pre7		pre		CD8A	3.457909567612181	log2CPM	
GSE225620	whole_blood	pre8		pre		CD8A	6.417713287352107	log2CPM	
GSE225620	whole_blood	pre9		pre		CD8A	5.239848096174449	log2CPM	
GSE225620	whole_blood	pre10		pre		CD8A	5.981159758270148	log2CPM	
GSE225620	whole_blood	pre11		pre		CD8A	5.983428387451669	log2CPM	
GSE225620	whole_blood	pre12		pre		CD8A	7.403656710422341	log2CPM	
GSE225620	whole_blood	pre13		pre		CD8A	6.372309072530863	log2CPM	
GSE225620	whole_blood	pre14		pre		CD8A	5.936154986587377	log2CPM	
GSE225620	whole_blood	pre15		pre		CD8A	5.275072802358056	log2CPM	
GSE225620	whole_blood	pre16		pre		CD8A	6.448016001242314	log2CPM	
GSE225620	whole_blood	pre17		pre		CD8A	6.270486795814604	log2CPM	
GSE225620	whole_blood	post1		post		CD8A	7.44610595614584	log2CPM	
GSE225620	whole_blood	post2		post		CD8A	7.078981879970618	log2CPM	
GSE225620	whole_blood	post3		post		CD8A	7.3757592541326105	log2CPM	
GSE225620	whole_blood	post4		post		CD8A	8.395357918316076	log2CPM	
GSE225620	whole_blood	post5		post		CD8A	6.040605990620524	log2CPM	
GSE225620	whole_blood	post6		post		CD8A	7.389774079515555	log2CPM	
GSE225620	whole_blood	post7		post		CD8A	6.505758900002717	log2CPM	
GSE225620	whole_blood	post8		post		CD8A	5.214332592979345	log2CPM	
GSE225620	whole_blood	post9		post		CD8A	6.034661395753186	log2CPM	
GSE225620	whole_blood	post10		post		CD8A	5.4617976268750486	log2CPM	
GSE225620	whole_blood	post11		post		CD8A	3.671902539157196	log2CPM	
GSE225620	whole_blood	post12		post		CD8A	7.63959373722212	log2CPM	
GSE225620	whole_blood	post13		post		CD8A	6.529065618502773	log2CPM	
GSE225620	whole_blood	post14		post		CD8A	6.195066072002564	log2CPM	
GSE225620	whole_blood	post15		post		CD8A	5.810926454702081	log2CPM	
GSE225620	whole_blood	post16		post		CD8A	7.765650721843091	log2CPM	
GSE225620	whole_blood	post17		post		CD8A	7.149427586946659	log2CPM	
GSE225620	whole_blood	post18		post		CD8A	7.365019281290796	log2CPM	
GSE225620	whole_blood	post19		post		CD8A	6.999599113578174	log2CPM	
GSE225620	whole_blood	post20		post		CD8A	6.4555360145467935	log2CPM	
GSE225620	whole_blood	post21		post		CD8A	6.901728514861669	log2CPM	
GSE225620	whole_blood	sampleF1		other		CD8A	7.289042716801224	log2CPM	
GSE225620	whole_blood	sampleH1		other		CD8A	7.191123027176088	log2CPM	
GSE225620	whole_blood	sampleL1		other		CD8A	8.349918588522673	log2CPM	
GSE225620	whole_blood	sampleLC1		other		CD8A	7.782816332246383	log2CPM	
GSE225620	whole_blood	sampleS1		other		CD8A	7.948376880152691	log2CPM	
GSE225620	whole_blood	pre1		pre		GZMB	6.368826980192073	log2CPM	
GSE225620	whole_blood	pre2		pre		GZMB	6.929483396891253	log2CPM	
GSE225620	whole_blood	pre3		pre		GZMB	7.187620009546952	log2CPM	
GSE225620	whole_blood	pre4		pre		GZMB	6.3590403045021535	log2CPM	
GSE225620	whole_blood	pre5		pre		GZMB	4.509753654514138	log2CPM	
GSE225620	whole_blood	pre6		pre		GZMB	5.848521378815371	log2CPM	
GSE225620	whole_blood	pre7		pre		GZMB	4.497023348226334	log2CPM	
GSE225620	whole_blood	pre8		pre		GZMB	6.357473514487499	log2CPM	
GSE225620	whole_blood	pre9		pre		GZMB	4.836726288520633	log2CPM	
GSE225620	whole_blood	pre10		pre		GZMB	4.1839628683921575	log2CPM	
GSE225620	whole_blood	pre11		pre		GZMB	4.762534901953655	log2CPM	
GSE225620	whole_blood	pre12		pre		GZMB	5.234512308183446	log2CPM	
GSE225620	whole_blood	pre13		pre		GZMB	5.773955887047717	log2CPM	
GSE225620	whole_blood	pre14		pre		GZMB	5.913578834604921	log2CPM	
GSE225620	whole_blood	pre15		pre		GZMB	4.237608692583531	log2CPM	
GSE225620	whole_blood	pre16		pre		GZMB	5.974736136071469	log2CPM	
GSE225620	whole_blood	pre17		pre		GZMB	5.376332069874929	log2CPM	
GSE225620	whole_blood	post1		post		GZMB	8.462387483320319	log2CPM	
GSE225620	whole_blood	post2		post		GZMB	5.732209647110506	log2CPM	
GSE225620	whole_blood	post3		post		GZMB	6.506237024651802	log2CPM	
GSE225620	whole_blood	post4		post		GZMB	8.639669777282732	log2CPM	
GSE225620	whole_blood	post5		post		GZMB	6.53653006376601	log2CPM	
GSE225620	whole_blood	post6		post		GZMB	6.396851331259763	log2CPM	
GSE225620	whole_blood	post7		post		GZMB	6.167981700019923	log2CPM	
GSE225620	whole_blood	post8		post		GZMB	4.877789419430949	log2CPM	
GSE225620	whole_blood	post9		post		GZMB	5.768402221362185	log2CPM	
GSE225620	whole_blood	post10		post		GZMB	4.588075801052494	log2CPM	
GSE225620	whole_blood	post11		post		GZMB	3.7480624225997023	log2CPM	
GSE225620	whole_blood	post12		post		GZMB	7.633788084635758	log2CPM	
GSE225620	whole_blood	post13		post		GZMB	5.849506723142171	log2CPM	
GSE225620	whole_blood	post14		post		GZMB	4.759483743182584	log2CPM	
GSE225620	whole_blood	post15		post		GZMB	3.9756493055757143	log2CPM	
GSE225620	whole_blood	post16		post		GZMB	5.945255996612953	log2CPM	
GSE225620	whole_blood	post17		post		GZMB	5.740750048886807	log2CPM	
GSE225620	whole_blood	post18		post		GZMB	6.473414363314205	log2CPM	
GSE225620	whole_blood	post19		post		GZMB	6.071515856862824	log2CPM	
GSE225620	whole_blood	post20		post		GZMB	5.2739127190465735	log2CPM	
