cohort	study_id	sample_id	tacstd2_group	TACSTD2	LGALS1	LGALS2	LGALS3	LGALS4	LGALS7	LGALS7B	LGALS8	LGALS9	LGALS9B	LGALS9C	LGALS12	LGALS13	LGALS14	LGALS16
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-8094-01	low	4217.55	662.792	10.1326	1895.4	17027	313.515	66.16	711.858	318.88	0	0.596	46.4908	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-05-4430-01	low	4226.79	9258.69	25.5183	6686.76	12.7592	5.1037	10.2073	780.211	2171.29	0.9569	26.1563	9.8884	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-8205-01	low	4231.1	4928.9	7.9116	5602.01	6.9622	0.3165	0.3165	710.771	1672.19	0	13.9243	4.7469	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-91-6840-01	low	4239.86	1876.57	24.4504	3850.94	19.866	2.2922	0.7641	433.942	1266.84	0	12.2252	3.0563	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-44-6776-01	low	4240.66	1252.16	3.592	5515.8	197.558	2.8736	0	756.444	485.632	0	23.7069	0.7184	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-67-6215-01	low	4246.01	2925.39	6.7036	12727.2	64.8018	4.4691	2.9794	1519.48	3762.23	2.2345	39.8494	5.2139	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-62-A470-01	low	4267.24	1944.58	9.8522	4573.89	35.7143	1.2315	0	1141.63	1618.23	0	52.9557	0	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-7815-01	low	4271.54	1227.45	15.0301	4825.65	0	0	0	3448.88	637.274	0	9.018	6.012	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-78-7633-01	low	4285.51	1237.14	1.7274	5182.63	0.5758	0.2879	0	1475.47	303.455	0	4.3186	0	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-44-7672-01	low	4297.54	10626.7	93.7134	6451	5.0761	5.0761	3.9047	888.946	2870.36	1.1714	39.0472	14.4475	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-62-A46O-01	low	4300.45	424.749	0	9166.67	61.3155	8.3612	7.2464	1239.02	167.224	5.0167	19.5095	0.5574	326.644	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-A494-01	low	4312.6	2390.67	0.4435	5544.52	6045.18	70.0659	124.611	2094.65	607.533	0	7.9822	0.8869	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-8301-01	low	4318.28	6947.96	99.7849	6624.95	7.3118	0.4301	0	1330.25	3244.3	4.3011	64.5161	4.7312	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-6978-01	low	4356.57	6781.44	67.0075	5010.43	1.8013	9.7269	9.3666	767.675	2671.29	1.0808	32.423	2.1615	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-86-8278-01	low	4390.74	4386.34	6.2229	6092.18	10.1121	3.3707	3.1114	1464.15	3641.93	26.7064	70.785	7.5193	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-49-6761-01	low	4431.16	12186.3	74.0605	5595.6	14.6654	0.7333	0	549.954	1131.44	0	30.0642	0.7333	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-05-4390-01	low	4457.93	4578.64	0	1986.91	3.1934	281.654	671.244	875.382	357.017	0	1.916	4.4707	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-75-6206-01	low	4464.44	1977.34	27.6904	3384.52	0.6293	0.6293	0	1321.55	1788.55	0	25.8024	0	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-MP-A4TF-01	low	4524.47	2999.18	5.7096	6017.94	27.7325	0.8157	0	698.972	831.974	0	22.8385	1.6313	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-L9-A444-01	low	4535.31	3491.27	113.895	8572.51	9.8709	0	0	737.282	2411.54	0.7593	50.1139	2.2779	0	1.5186	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-75-7027-01	low	4554.72	4253.04	5.2113	3625.94	10.1332	4.6323	0.8686	909.641	738.564	0	15.3445	0	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-86-8585-01	low	4575.58	3429.76	123.515	9058.53	12.131	19.8507	22.0563	931.813	1714.88	0	31.9816	2.2056	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-05-4397-01	low	4587.3	10593.7	115.075	4414.58	2.6505	0.4417	0	1491.32	7742.02	9.2766	144.009	9.9393	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-69-7974-01	low	4605.92	6335.31	13.52	11880.9	6.76	1.7635	0	971.035	1890.45	1.4696	32.9183	41.4418	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-69-8254-01	low	4613.72	1374.59	272.162	8773.92	16193.9	2.7069	1.9686	1183.77	2950.48	0.2461	45.2784	5.6598	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-44-2665-01	low	4623.34	23743.4	13.2827	8253.32	5.2182	0	0.9488	1922.17	2370.02	1.8975	46.0152	0.9488	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-8085-01	low	4627.7	2653.79	43.8413	5823.59	4.5233	1.3918	0.6959	1577.88	1878.57	0.3479	25.0522	1.0438	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-78-7156-01	low	4641.79	908.582	4.9751	2129.35	3.7313	0.6219	1.2438	1064.05	730.721	0	13.6816	0	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-78-7539-01	low	4648.6	1911.93	14.1384	9564.65	4.4183	1.7673	0	1690.17	3857.14	0	55.081	10.3093	0	0.2946	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-86-6851-01	low	4671.89	2005.7	19.9373	5999.43	7.9749	0.5696	0.2848	991.427	2294.22	0	46.1407	5.1267	0	0.2848	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-73-7498-01	low	4712.18	2017.99	53.9657	4142.27	13.0826	0.2726	1.9079	1002.14	762.333	0	9.2668	2.9981	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-69-7763-01	low	4726.47	3551.94	31.9196	8200.98	15.3687	2.9555	0.5911	713.445	1472.44	0.5911	41.3773	1.1822	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-6986-01	low	4736.19	1784.88	34.8837	5198.4	45.7849	5.0872	2.1802	705.669	3192.59	8.7209	66.1337	3.6337	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-95-A4VN-01	low	4743.4	7113.02	64.8448	5892.08	3.7054	1.3895	0.4632	719.778	2714.22	1.3895	33.3488	1.3895	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-A492-01	low	4750.94	2852.17	41.7783	5059.99	10.7124	9.1055	6.4274	855.919	1218	0	39.1002	0.5356	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-78-7536-01	low	4771.34	1789.8	3.5827	2324.38	5.374	0.5118	0	3155.55	1269.54	0.7677	14.8425	0.5118	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-7913-01	low	4819.57	1322.33	1.4348	6154.82	10.3307	5.4523	2.2957	2533.88	1301.67	0	27.2616	1.7218	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-50-7109-01	low	4821.75	1792.14	37.2218	1612.13	4.2714	1.8306	1.2204	1173.52	739.555	0.6102	10.9835	0.6102	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-83-5908-01	low	4826.89	2435.97	40.9313	5449.49	4.5062	2.2531	1.1265	858.396	2195.64	6.3838	52.5723	1.1265	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-8203-01	low	4828.63	2326.16	24.2645	4958.45	713.376	105.146	282.277	1840.17	1355.98	0.4044	21.4336	1.6176	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-49-4512-01	low	4843.2	12588	19.216	8252.88	11.5296	4.6118	1.5373	556.41	2781.71	0	69.1776	6.1491	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-78-7146-01	low	4843.28	2942.29	3.9801	9486.57	0	2.4876	1.4925	312.91	697.015	4.4776	17.9104	45.2736	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-8513-01	low	4885.76	4923.59	87.5371	10053.4	3866.47	15.5786	1.4837	940.638	4718.84	25.2226	270.03	1.4837	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-97-8177-01	low	4886.33	9153.16	48.4203	10153.2	2412.09	9.9588	13.3929	1217.37	5051.51	35.0275	115.041	18.2005	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-6982-01	low	4903.43	8102.33	8.2968	8487.67	110.625	11.9843	0.9219	1148.56	2850.43	0	54.3904	2.7656	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-67-3774-01	low	4944.6	2345.2	44.707	5020.6	26.1855	7.6641	7.0254	1023.13	1908.99	8.3027	31.2949	1.2773	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-86-8669-01	low	4954	1295.53	39.6975	770.006	10.0819	3.1506	1.2602	1130.38	882.798	0	10.0819	3.7807	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-73-4659-01	low	4973	3939.66	13.5021	4520.89	14.9789	13.2911	1.4768	1394.65	1152.11	0.4219	18.3544	7.8059	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-78-7158-01	low	5011.2	918.257	8.2988	3368.88	543.983	1.2448	0.8299	1748.52	1938.59	0.4149	23.6515	2.0747	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-97-7546-01	low	5020.35	1720.25	44.8852	6156.58	4.6973	0.5219	0	1214.49	593.424	0	6.263	3.1315	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-67-3770-01	low	5029.14	8080.83	15.9774	29155.1	241.541	1.8797	0.9398	905.075	2782.89	0	33.8346	2.8195	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-50-8459-01	low	5042.2	20947.1	37.4864	8901.06	3846.55	14.547	26.8559	763.715	3820.26	9.5115	86.7223	5.0355	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-97-8179-01	low	5049.67	2097.79	27.9395	2705.86	9.3132	0	0	1674.41	1216.14	0	12.4175	0.7761	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-MP-A4SY-01	low	5051.84	7788.81	3.0305	10384.2	3.4634	9.0915	2.5976	1058.9	1156.35	4.3293	26.8415	5.1951	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-38-4631-01	low	5053.06	10153.2	198.544	5548.24	3.139	11.7714	23.5428	1103.84	469.286	0	8.6323	1.5695	0	0.7848	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-78-7537-01	low	5068.47	2853.07	28.174	7388.73	187.946	16.0485	0	747.504	2102	2.1398	55.2782	0.3566	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-05-4249-01	low	5092.07	2374.75	15.132	6638.1	3735.99	4.5074	1.6098	1911.09	5958.45	5.1513	61.1718	3.5415	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-44-2659-01	low	5094.15	2796.99	38.5747	5553.45	19.2873	0.9807	0.3269	1382.47	1750.9	0	20.595	1.3076	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-91-6829-01	low	5118.74	4240.06	0	2573.05	3.0976	8.2602	6.7114	898.875	1463.09	0	13.9391	2.065	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-71-8520-01	low	5129.17	4026.83	9.2998	9180.81	192.817	1.86	0	1657.38	5217.83	8.0599	125.858	2.48	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-73-4666-01	low	5142.93	9444	22.8888	9505.38	1.5091	0.503	0	702.25	2378.17	2.0122	33.2013	2.7668	0	0.2515	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-05-4405-01	low	5151.96	5805.97	0.6626	5495.2	3.9758	1.3253	0	1861.1	3335.02	9.9395	62.2873	13.9153	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-44-3398-01	low	5168.31	34596.6	35.1178	29674.1	52.2484	3.8544	1.2848	1411.13	1988.87	0.4283	14.9893	17.9872	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-A48Z-01	low	5189.33	6318.12	25.9491	18405.6	64.3921	33.6377	32.1961	1079.04	3115.81	0.4805	69.678	3.8443	0	0.4805	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-99-8033-01	low	5205.08	2598.44	7.4219	4950	5.8594	0.7812	0.3906	975.363	1081.64	0.3906	25.3906	1.1719	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-91-6830-01	low	5273.56	2744.83	9.1954	5118.01	59.0038	6.1303	0.7663	1195.9	1849.04	6.1303	38.3142	2.2989	3.8314	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-91-6836-01	low	5277.9	3668.28	3.5289	1184.83	2.2056	0	0	764.848	949.713	0	12.3511	1.7644	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-NJ-A55O-01	low	5330.81	3156.94	57.1762	9114.35	3156.36	3.5006	2.9172	774.16	2561.84	85.7643	110.852	2.3337	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-50-5942-01	low	5332.49	1203.82	3.8359	6439.14	1256.25	1.2786	0.6393	1010.72	974.949	2.5572	12.7862	5.1145	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-73-4677-01	low	5355.98	1796.02	8.3845	10930.5	4.0477	4.6259	1.1565	1139.14	841.923	10.4084	26.5992	0.8674	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-78-7161-01	low	5388.33	1703.76	4.4091	2830.66	8.4508	10.288	5.8788	1967.44	515.501	0	11.0228	3.3069	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-86-8671-01	low	5401.29	5119.71	217.11	5786.47	771.456	1.6531	1.1021	820.956	4499.24	3.8573	113.514	8.8166	0	1.1021	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-8092-01	low	5404.19	2408.48	17.7945	4876.13	37.8133	4.0038	3.114	1529.36	1823.49	0.4449	33.3647	1.7794	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-50-8457-01	low	5441.63	2348.42	33.7328	3709.72	130.493	2.2193	0.4439	1268.46	2393.25	0	47.4922	9.3209	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-86-8672-01	low	5499.65	6783.09	59.5981	6682.61	2.772	2.079	1.386	408.177	2913.37	9.702	103.95	9.702	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-L9-A743-01	low	5517.47	6586.87	83.0973	6099.62	8.0264	8.4986	0.4721	863.919	2521.25	8.9707	58.0737	8.9707	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-69-8253-01	low	5534.8	1420.27	28.2854	6651.36	56.8566	70.285	301.14	1209.11	1218.56	47.9995	137.142	2	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-6979-01	low	5607.23	6471.89	111.341	8371.03	9.161	9.161	2.8188	808.232	5783.41	13.3891	117.683	19.0267	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-62-8394-01	low	5668.36	2687.6	55.3072	8523.55	6591.95	188.793	564.3	944.393	4747.69	121.426	331.012	20.3763	2.0792	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-8507-01	low	5696.97	2132.58	7.5758	5836.58	21.1039	351.732	84.9567	757.863	898.268	0	30.303	7.5758	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-73-4658-01	low	5698.5	13384.9	41.4269	8456.85	0	2.3015	0	933.694	2173.19	0	35.0978	27.618	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-NJ-A55A-01	low	5702.42	1821.84	77.804	7121.25	16.6098	35.8423	6.1194	1487.86	1611.15	34.0939	479.063	3.4968	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-50-5045-01	low	5709.39	17588.4	148.9	21771.6	93.0626	4.2301	2.1151	962.343	2892.98	3.3841	82.4873	13.1134	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-86-8281-01	low	5710.65	1798.75	14.624	7793.87	5.9192	2.4373	3.4819	1628.1	724.234	2.0891	13.9276	2.0891	0	0.3482	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-93-A4JO-01	low	5717.57	3603.56	50.7322	5663.7	15.6904	19.8745	18.3054	1203.95	2449.27	4.7071	64.3305	28.7657	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-97-A4M0-01	low	5736.31	1556.11	5.4745	6489.05	38.7774	0	0.4562	1162.39	3355.38	0.9124	60.219	2.7372	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-05-4389-01	low	5737.58	2795.64	14.094	11879.5	5.0336	15.7718	7.7181	2088.55	2344.97	28.1879	112.752	9.7315	0	0.3356	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-44-8120-01	low	5739.46	3772.86	24.9505	3134.51	9.5317	0.841	0.5607	604.526	909.993	3.6445	24.1095	3.6445	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-MP-A4TA-01	low	5777.26	2958.91	14.5421	3797.51	1972.07	1.6158	0	782.753	2091.24	1.6158	33.9316	1.2118	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-7283-01	low	5783.96	1781.45	23.0576	3340.35	32.0802	4.01	1.0025	1846.93	4487.22	13.0326	60.1504	3.5088	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-86-8056-01	low	5798.72	1085.05	23.2115	5196.26	5896.07	0.6929	2.0786	1507.94	2657.89	13.5112	72.406	13.8576	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-49-6744-01	low	5816.19	5187.37	70.7739	3976.58	22.4033	0	2.5458	1294.7	4666.5	15.7841	79.9389	7.1283	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-05-4427-01	low	5824.92	2645.31	14.1271	3237.13	1.0091	1.5136	0	1056.97	1079.72	0	14.6317	10.5954	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-35-4123-01	low	5827.41	18096.1	25.0292	26513.8	4.3911	73.3312	165.983	801.799	2034.39	0	17.1252	27.2247	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-50-6594-01	low	5838.03	3823.24	0.7042	9966.2	0	1.4085	0.7042	753.577	882.394	0.7042	13.3803	1.4085	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-78-7150-01	low	5846.82	3491.68	2.8686	6703.39	646.586	43.603	12.0482	999.943	445.783	0.5737	14.3431	1.7212	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-75-7031-01	low	5872.04	2184.95	21.5054	3258.06	9.6774	1.0753	0	1459.41	1269.89	0	21.5054	1.0753	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-8514-01	low	5909.68	3290.97	37.4194	12925.2	9.6774	7.0968	8.3871	1030.85	2593.55	4.5161	49.6774	3.2258	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-05-5423-01	low	5910.62	6535.53	13.9194	19804.4	5.8608	16.8498	0	1955.61	1840.29	0	18.315	22.7106	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-05-4396-01	low	5914.33	1115.24	12.1304	2830.17	1063.68	1.5163	1.5163	839.12	672.479	0.7582	15.9212	2.2745	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-38-6178-01	low	5924.34	2623.24	13.2605	3524.96	3.1201	7.8003	3.9002	1747.94	3520.28	10.9204	54.6022	8.5803	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-73-A9RS-01	low	5936.62	951.585	2.6408	5167.25	0.8803	3.5211	3.5211	1647.48	844.19	0	19.3662	2.6408	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-78-8660-01	low	6013.39	3502.81	195.411	24921	8.7497	27.9991	62.998	786.682	1900.44	1.1666	45.4986	1.7499	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-62-A472-01	low	6026.06	3467.18	44.4015	10205.6	38.61	1.9305	0	1249.03	1015.44	0	12.5483	1.9305	0	0.9653	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-50-5933-01	low	6070.59	7395.24	11.736	7619.75	1.5308	1.0205	0	810.807	1258.82	0	16.8387	107.665	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-J2-A4AG-01	low	6078.51	2586.18	70.3532	3800.76	14.0706	2.8141	1.1257	1211.13	3652.74	0	41.0863	1.6885	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-86-A456-01	low	6092.56	4301.05	27.7983	6904.63	22.4752	0	0	1261.46	3581.84	0	62.1026	4.1402	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-86-A4P8-01	low	6126.71	3282.13	94.3482	7677.76	59.7083	1.8232	0.4558	901.536	2625.8	3.6463	85.2325	5.4695	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-05-4250-01	low	6150.05	8268.92	11.9373	9025.62	7.295	5.6371	16.248	845.196	3359.69	0.3316	29.1801	2.3211	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-73-7499-01	low	6168.67	5748.25	190.152	8571.17	7.162	32.2292	32.2292	1392	4753.09	16.4727	104.566	3.9391	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-A48Y-01	low	6180.15	4460.08	10.5042	2712.71	8.9286	0	0.5252	571.954	983.718	1.5756	15.7563	0.5252	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-J2-A4AE-01	low	6218.09	1575.06	35.461	7143.03	725.768	21.8676	11.2293	857.476	2356.38	1.773	52.0095	4.7281	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-91-A4BD-01	low	6230.55	3053.47	85.9144	17601.1	69.2575	8.7668	0	721.357	4849.78	5.2601	180.596	5.2601	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-50-5931-01	low	6235.48	2673.61	3.1566	3722.22	6.3131	787.879	724.116	3023.96	1412.88	47.9798	83.9646	0	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-69-7979-01	low	6266.45	3125.83	2.8994	5176.86	0.5799	4.639	1.7396	1799.12	1005.51	1.7396	13.9171	3.4793	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-67-3773-01	low	6334.02	4686.54	45.221	22513.9	33.9157	0	1.0277	714.183	1431.65	0	18.4995	1.0277	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-8511-01	high	6337.99	3273.52	83.6161	8268.22	0	1.0859	0	736.94	1315.05	2.7148	18.4607	1.6289	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-50-5051-01	high	6398.14	4415.96	13.9427	1863.67	7.7459	1.5492	0	1894.56	633.617	0.7746	13.1681	4.6476	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-97-A4M3-01	high	6400.61	1730.4	4.5524	4672.74	4.5524	3.0349	6.0698	746.576	895.296	180.071	382.903	2.0233	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-86-8055-01	high	6405.92	8156.88	3.0004	7218.17	59.5799	2.1432	1.7145	1377.29	1722.67	15.4308	45.4351	15.8594	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-MP-A4T9-01	high	6413.78	4280.37	19.9124	8597.77	37.4353	23.8949	52.5687	957.352	3066.11	12.3457	72.0828	9.9562	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-86-A4JF-01	high	6426.57	3246.28	6.644	6422.58	3.1006	0.4429	0.4429	1878.31	4536.11	1.3288	85.4867	5.3152	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-NJ-A4YI-01	high	6427.66	5129.24	6.7137	6344.41	18.1269	5.3709	2.0141	1790.53	3090.3	40.282	236.321	12.0846	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-38-4627-01	high	6444.36	24510.4	15.6877	10052.9	0.3648	7.2966	4.378	1103.54	2593.94	3.2835	41.5907	10.2152	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-99-8025-01	high	6463.51	7842.39	17.6608	8865.38	8.997	22.6591	82.3059	651.106	840.72	0.9997	26.6578	10.3299	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-NJ-A4YG-01	high	6493.07	4188.22	8.6605	7511.55	971.132	6.9284	2.8868	1125.29	4860.28	2.3095	75.0577	5.1963	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-7725-01	high	6505.25	709.034	84.0336	12256.3	8946.43	3.1513	2.1008	1430.67	1857.14	0	30.4622	4.2017	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-7284-01	high	6538.09	2706.49	113.757	11522.2	12224.7	25.8681	57.9696	1089.58	2214.38	51.7363	294.523	2.1817	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-8208-01	high	6561.63	5260.44	81.4853	8212.48	24.755	3.0944	3.0944	801.903	3462.61	9.2831	82.5168	24.2393	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-97-7553-01	high	6566.17	3400.28	39.289	7294.36	57.1476	31.2526	12.0546	1142.44	2987.75	1.3394	49.1113	9.8223	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-86-8280-01	high	6601.24	3082.88	77.0629	4170.85	21.8103	1.8175	1.0905	1243.12	1779.35	1.8175	44.711	7.6336	0.727	0.3635	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-97-8552-01	high	6632.32	3528.66	35.9756	7881.71	16.4634	11.5854	14.6341	920.616	2210.37	10.9756	78.6585	4.2683	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-49-AAR0-01	high	6632.62	5724.34	103.124	7158.16	141.795	18.3441	4.9579	764.279	3479.42	13.3862	90.7288	7.9326	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-49-4494-01	high	6635.91	12678.1	19.0246	10762.5	3.9753	4.5432	6.2469	674.02	5405.84	2.5555	88.5923	20.4444	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-MP-A4SV-01	high	6645.57	2907.65	57.717	5780.68	54.7242	402.309	722.958	889.269	1838.39	2.9927	41.4707	8.1231	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-8097-01	high	6695.84	2219	51.6419	5774.29	180.547	10.8088	4.8039	764.173	1585.29	1.6013	24.0195	3.6029	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-69-7761-01	high	6723.69	1846.73	123.044	4633.03	8136.54	113.869	106.854	1223.42	3324.88	1.0793	36.1576	1.619	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-97-8547-01	high	6754.84	16677.2	12.2565	14500.1	37.5354	0	0.766	978.823	4554.8	8.4263	101.116	8.4263	0	0.766	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-97-A4M6-01	high	6770.99	2830.38	154.426	8484.75	9.5945	0.4569	0	1752.12	6242.83	73.1011	225.243	5.4826	0	0	
