	welch_t
PAPSS2	-0.8443273751410258
EFCAB1	-0.8444907095606335
HSPBAP1	-0.84454873976578
APOBEC3A	-0.8446708260685424
MS4A15	-0.8449660670140235
TEC	-0.8455522714458289
ARSB	-0.8456149898609022
SLC28A2	-0.8460299700931666
PIP5K1B	-0.8466227673387051
CSDC2	-0.8466546217051184
ADAD2	-0.8469376856844625
SLC12A6	-0.8469493933805031
FSHB	-0.8476137685145396
CBFB	-0.8476184471678194
OR4C6	-0.8481547991632301
RTFDC1	-0.8485938623885689
CMIP	-0.8485945595091615
SLC25A2	-0.848597628918794
GRPEL1	-0.8494437264397354
LAMB3	-0.8495261482875581
TMEM255B	-0.8497402462045021
CFHR2	-0.8498304385796542
NGLY1	-0.8522774156321027
SEC22B	-0.8524197443974297
PCDHB4	-0.8525062658890866
ZNF775	-0.8527904355202344
PRSS35	-0.8529885788952367
PIP	-0.8531548278897314
MMP1	-0.8535530940124159
SPARCL1	-0.8537561603054926
TUBB1	-0.8539590672906192
IFIT1B	-0.8540121996785849
SLC34A1	-0.854142330950264
HMGB1	-0.8544795222761098
IQSEC2	-0.854972997067282
UST	-0.8555672857657164
SLAMF8	-0.8558190836043229
KIAA0922	-0.8560480626530691
DEFB121	-0.8565176580525885
AMPD2	-0.8566956640418942
SERPINH1	-0.856858534440534
L3MBTL4	-0.8576806851028238
ACOT4	-0.8579756051885732
TBC1D22A	-0.8589583325352459
TNFAIP8L2	-0.8591098447364509
ELF2	-0.8594693240053906
FIBCD1	-0.8598642085344782
DPRX	-0.860538150115204
ENAM	-0.8611274682163719
PRICKLE2	-0.8612591263763407
NSA2	-0.861313870638321
NEU2	-0.8620429381702891
RCN3	-0.8624441368430434
YPEL4	-0.8627235000877305
HRASLS2	-0.8627553229434094
DPYD	-0.8627616146896891
ZMYND11	-0.8631494127186773
PCDHB3	-0.8638061524284498
HS1BP3	-0.8642295393253295
XKR3	-0.8642727131674119
EPDR1	-0.864337115458315
LY86-AS1	-0.8646859589451434
PYGL	-0.8656990013776792
GAB4	-0.8660610648791855
TBC1D10B	-0.8661729467088295
CLUL1	-0.8663220662563828
RPL27A	-0.8664313048725673
SMKR1	-0.8681391921096084
ITPKB	-0.8682524039102434
MB21D2	-0.8684172759649215
STK11	-0.8685994527611134
CYFIP2	-0.8686882642672547
TTC9B	-0.8701431445149593
CNTD2	-0.8704518464645772
HBB	-0.8704981404465811
PDE9A	-0.8705785030371487
SVOP	-0.8708094656417872
CFB	-0.871082978075576
CANX	-0.8719335101512814
PSPN	-0.8719717279412045
FOXL2	-0.872257519699696
GNG10	-0.8725023878813534
MICAL1	-0.8730974866053317
SCN9A	-0.8730982368971735
CNTNAP3	-0.873171154196695
NGB	-0.8732468277116749
CDH17	-0.8734579246842308
APOE	-0.8735692159016809
STAG2	-0.8739048881797877
ASIP	-0.8742340039184228
RLN1	-0.8743748246429177
CCND2	-0.874463146816448
HEATR3	-0.8753071246814339
CD207	-0.8755903274102316
BCORP1	-0.8764211257214942
VCL	-0.8765371682386286
LRRC55	-0.8775864078357963
CHODL	-0.8778568718678079
NXT2	-0.8783193564319856
IFIT5	-0.8784322049607027
TUBA1B	-0.878687587999406
CMKLR1	-0.8789662748234669
TMEM106A	-0.8790661300020324
KRT81	-0.879863413820584
OR11H4	-0.8801921377701469
TNIK	-0.8807298917688545
PCDHA4	-0.8814656293812063
SLC37A2	-0.88173069278822
MPC1	-0.8821621247749863
TVP23A	-0.8825257543475008
CCM2L	-0.8838074274031562
TAF13	-0.884132029844997
SPTLC3	-0.8844737212521756
AP2S1	-0.8844893883887914
MAP3K1	-0.8845283737104962
ANKFN1	-0.8845405828981288
ARHGDIA	-0.8848769860127074
SGK1	-0.8851049138755216
STAC	-0.8851118432003873
TAL1	-0.8853459996360511
CD63	-0.8854478315328982
FASLG	-0.8861864882053428
ARL5C	-0.8868027742975022
LPAR2	-0.887027454082401
GABPA	-0.8870294583560231
UHRF1BP1L	-0.8873463146759378
SH2D7	-0.8877389712973464
FAM192A	-0.8881226428308617
ESRRB	-0.8883803728999823
PLEK2	-0.8886632141570524
SIRPG	-0.8887893785917786
CD79A	-0.8892519801708243
CYP2S1	-0.8898162221308443
VPS53	-0.8899502839076621
CDHR1	-0.8900083278525769
GJA5	-0.8903096922292153
CXCL1	-0.8904252450884554
CDH22	-0.8904514700359248
TRIM74	-0.8907922727213795
C16orf47	-0.8909085215452563
KRTAP5-7	-0.8909851556632074
ARHGEF25	-0.8923290683687105
GALNTL5	-0.8923546088170282
GNAZ	-0.8925523141603373
MIP	-0.8926275780310388
WDFY3-AS2	-0.8926395927941762
RIT2	-0.8928754336738332
MR1	-0.8929462574665055
TMCC3	-0.8930447914739392
SART1	-0.8930680736348612
SETDB2	-0.8931483126521411
CYP2A7	-0.8931567319920657
NRTN	-0.8939948264584445
USP51	-0.8939960869248677
MKLN1	-0.894405785460986
C17orf82	-0.8944375504389707
USP17L3	-0.8953227243841102
TMPRSS7	-0.8956563831431902
IZUMO3	-0.8961660540774341
RHOG	-0.8965005914834473
MDGA1	-0.8965599565796553
NTNG1	-0.8966909404386789
PRAP1	-0.8974302013865227
TIGD3	-0.8976029192644418
PRKCA	-0.8976650755263273
KIDINS220	-0.8978053323512164
XCR1	-0.8983000531866747
SLC22A14	-0.8988115961233158
LPCAT1	-0.8991405854862893
IL4R	-0.8991459536510024
KLHL8	-0.899861587569029
SNCAIP	-0.8998753237340894
NDUFA1	-0.900027831207995
CRBN	-0.9002622913555646
SQRDL	-0.9003662589923984
ANP32A	-0.901077926892825
ZCCHC17	-0.9012363850855913
PCDHA12	-0.9021812120936583
RNASEH2B	-0.9021935467854771
PRKACA	-0.9022378170655941
CA1	-0.9024529742130475
PFDN5	-0.9030383653766837
PPP2R2B	-0.9030916448060486
TUBGCP2	-0.9033714270338645
ACTRT1	-0.9035462999008187
OTC	-0.9039113817909413
SAFB	-0.9040574952728027
RNF4	-0.9043358435287119
RGL1	-0.9048537946959034
CR2	-0.9051464870531416
CD40	-0.905167596136597
LHFPL2	-0.9053297601855019
LY6G5C	-0.9057210648702079
DENND2D	-0.9063419786286173
SLC34A2	-0.9063439312613155
SPERT	-0.907258365210599
PCDHA11	-0.9073099521008583
AK7	-0.907922684864417
ACAA1	-0.9079753398853205
CCNJL	-0.9079954627798872
CAPN11	-0.908125571163149
AKAP10	-0.9089608135041997
RAB21	-0.9101925893215687
DNM2	-0.9102852767909219
RASSF10	-0.9102887193949415
TMEM207	-0.9103430337546504
APOBEC1	-0.9103430337546504
TBC1D26	-0.9103430337546504
WTIP	-0.9103890317934203
GPX5	-0.910559169829485
FBXO47	-0.9115192855944678
PRKAG2	-0.9115389985065625
A2M	-0.9127628939428777
CACNA2D2	-0.9132870048938075
CLDN17	-0.9133378325498455
TINF2	-0.9134405210207783
MAS1L	-0.9134488442214427
PF4V1	-0.9134678573672548
MAP3K7CL	-0.9135555407711436
ATF5	-0.9150794108173179
BMX	-0.9152299304037458
ST8SIA3	-0.9156898511197967
CCDC91	-0.9157138822371462
CDC37	-0.9158400763159416
C4orf17	-0.9159440489600882
NCL	-0.9162818592638865
PRPH2	-0.9165114959797632
IL1F10	-0.9165828922584638
TECTB	-0.9165883335298893
ADRA2C	-0.9171386495778241
TRPV6	-0.9173100699664933
RAB11FIP2	-0.9182019192489761
SLC25A31	-0.9186945173770683
CAMP	-0.9187012797249395
CSPG4	-0.9187406868383683
PTGFR	-0.918848232628139
TCP10L	-0.9189221212732808
MOSPD1	-0.9195424956038972
PLIN2	-0.9208241936137537
LYZL4	-0.9214858064269826
ACVRL1	-0.9215121958653189
SGK3	-0.9216155201436923
ABRACL	-0.9220349963518591
PIEZO2	-0.922065100663448
GATA1	-0.9220671026486958
KCNT1	-0.9221809251095003
RAB12	-0.9224466347424819
POLE3	-0.9224524233504462
SREK1	-0.9227842459129251
CHADL	-0.9228884546289552
LDHA	-0.9243295672187076
ACVR2A	-0.9244468372002077
PNMA3	-0.9245911403860896
FOXB1	-0.9249223097159678
GBP2	-0.9250160721448044
AKAP7	-0.9263232893552416
ATF6	-0.9264838223478449
NUDT3	-0.9270220104032275
WWC3	-0.927253669994281
FOXI3	-0.9273037708534712
LUZP2	-0.9274230909775544
EFEMP1	-0.9275180919799928
ANKUB1	-0.9275919425227699
RSPH9	-0.9279389114974047
NOX3	-0.9280351119372735
PLCG2	-0.9286612538119688
OR4X2	-0.928799222871
IFIT2	-0.9288310409137847
HIST1H1C	-0.9293640333946616
RIT1	-0.9293737063205647
NEK3	-0.9295959459732294
PIKFYVE	-0.9295978981010966
RPL38	-0.9301279324327046
DCAF12L2	-0.9309428374970529
OR13A1	-0.931858050076471
KRT77	-0.93230647283082
LGMN	-0.9328730567483495
GOLGA8M	-0.9332658370081403
CCDC63	-0.9335186071940792
NOP10	-0.9336723471200488
OR2D3	-0.9337729435303717
APOL6	-0.9340135081363531
EGFL6	-0.9347229069975863
BRINP2	-0.9350660360783847
PLD5	-0.9351051726748387
MRPS24	-0.9360342912181301
HSD17B2	-0.936594595525426
NEXN	-0.9367885968838121
COL4A1	-0.93697188520148
C15orf59	-0.9379071383963906
KRTAP9-8	-0.9384051914263678
ITIH3	-0.9388070205231874
ABTB1	-0.9393663401411174
DNAJB8	-0.9395010893812562
DCUN1D3	-0.9395280083536975
ETV2	-0.9398238872948108
SH3BP5	-0.9399467582505528
C4orf48	-0.9402531357088728
MT1G	-0.9403520045832193
SCGN	-0.940524383052474
FAM27E3	-0.9408524170551302
RHOXF2B	-0.9409546928963387
GRID2IP	-0.9413527230903698
IL18	-0.941374981987994
DCC	-0.9419007217855168
ZRSR1	-0.9421505466071517
LPAR6	-0.9422434908096177
LRRTM1	-0.9423721296306451
DTNBP1	-0.9424487677839284
IKBKE	-0.9424616468769393
RBM39	-0.9429406821058713
MAP2K3	-0.9434935557657947
CCDC73	-0.9442259615175163
CCDC92	-0.9448792338455755
GPR4	-0.9449061422698741
IFNL3	-0.9454800341342803
CCL13	-0.9458809865981608
COQ2	-0.9460581110332087
VWCE	-0.9463612490092538
DEFB135	-0.9466665146896441
RCOR1	-0.9468008126850463
PSMA8	-0.9477684293104001
HS3ST3A1	-0.9478568346334358
CLIC1	-0.9483294271480138
SPATA16	-0.9483593575502416
SMCHD1	-0.948469356026401
FBXL5	-0.9487549443973047
GAGE2B	-0.9491555264325736
DGKB	-0.949348582108281
FGF10	-0.9494935398415025
KCTD18	-0.9495935621652563
IGFLR1	-0.9497206182470515
CYLD	-0.9497673208448313
CAPZA1	-0.9504287975710857
PRDM16	-0.9506751119791673
SEMG1	-0.9506893581786894
SPATA22	-0.9509136916796427
GYPB	-0.9510928824042183
AHCYL2	-0.9511789241532812
GRAPL	-0.9513387762250032
FAM153B	-0.9519758146142945
FGF21	-0.9522456061340551
PNOC	-0.9522515566064559
IER2	-0.954470312527204
SOAT1	-0.9546170046625546
HERPUD2	-0.9550461693630885
MAK16	-0.9551108863865622
ACAP2	-0.955124013038838
SLC17A5	-0.9552387663977899
ESM1	-0.9553624870597925
PHF20	-0.9554012520283197
SYK	-0.9556184894836387
PLSCR5	-0.9560654508920964
ZMAT3	-0.9561358928612027
FCN3	-0.9563376722752184
SMURF2	-0.9565626945538228
CLEC3B	-0.9567728066887047
MAGEE2	-0.9568065734949942
SLC26A3	-0.9573355707717434
FGF17	-0.9575016805969696
FBN2	-0.9580056748334321
GLS	-0.958101854316217
TEX40	-0.9587811812529639
CYP1B1-AS1	-0.9595763870363055
PCDHB5	-0.9601465763416404
B9D2	-0.9602926317817887
SDC2	-0.9619518746477826
C3orf79	-0.9624057165978541
LCE3D	-0.963415712409135
CALCRL	-0.9636307500485027
FHAD1	-0.9639864947617244
SLC2A7	-0.9642797358759903
POTEJ	-0.9644085696910423
VWA3B	-0.9647880349310239
LGALS13	-0.9649794280280601
FADS1	-0.965085912262696
SH3TC1	-0.9652671165943635
FGF14	-0.9655291048212731
EVI5	-0.9662119432758237
PEX11G	-0.9676201727413049
IDUA	-0.9676264330317825
IL1RN	-0.9676742129636741
TRPC6	-0.9682359941289118
FAM162B	-0.9683776976351419
CCNL1	-0.968788739737524
HIST1H3C	-0.9688075301234473
PRELID1	-0.9688184817583749
WT1	-0.9691196374065209
RALBP1	-0.9694114869833232
TAF7	-0.9695250699997832
PCDHA6	-0.9695798753318748
RPS11	-0.9699852677893752
SLC5A7	-0.9710789418948528
SLCO1C1	-0.9710857509188943
AGPAT5	-0.9723287748465221
CABP4	-0.972639745708114
FAM126A	-0.9729354193515819
HERC3	-0.9730408404351566
ADORA2A	-0.9731276965707341
STPG2	-0.9733145957174113
PDCD1LG2	-0.9733711233646428
METTL7B	-0.9734032831410839
MAP3K14	-0.9738008170301494
PACRG	-0.9748778962543148
CIITA	-0.9758850358355843
CHST15	-0.9760748738601375
VSTM5	-0.9761335296436777
OR13C2	-0.9761634397939493
CDCP2	-0.9768541251137371
CHP2	-0.9770614478047617
MYL10	-0.9771682326918565
CCR5	-0.9771813598957035
CLVS2	-0.9771921360123722
SNCB	-0.9774160771721319
HIST1H4F	-0.9776051423622888
TPH2	-0.977631369905446
PAX7	-0.9776589486299186
UBXN1	-0.9779733289746056
RARA	-0.9782251358155895
HIST3H3	-0.9783355461182013
KIAA2026	-0.9787646803034183
NFKBID	-0.9788614120118969
LONRF3	-0.9792508680586665
OR6N2	-0.9794778759720979
OR1L1	-0.979852567898974
MGAT4A	-0.9799551563882067
IL12B	-0.9803330640688688
OR6B1	-0.9805413761493543
OR1L3	-0.9805749717147633
CLVS1	-0.9805943776929624
ERVMER61-1	-0.9812323645113278
NDUFAF2	-0.9813874383887493
HIST1H2BC	-0.9814764766188012
ID2	-0.9819270192003497
STAB1	-0.982145057637306
SPSB4	-0.982241632409281
VIL1	-0.9822883433714784
ADCYAP1R1	-0.9824637650718256
PGK2	-0.9825359507768339
MRGPRX4	-0.9826315056967897
CIDEA	-0.9828224796077407
MSLN	-0.982833498708818
MXD1	-0.9829338702241586
SYT13	-0.9834105671521609
OR1K1	-0.9834276582861096
ZP4	-0.9836488569290052
SBNO2	-0.9837171070027972
CACNA1F	-0.9849014063775314
TFR2	-0.984927467210355
DNAJB5	-0.9850928264054966
IL24	-0.9852604794956195
PIPOX	-0.9859836675796673
MITD1	-0.9860672511767692
PNLIPRP1	-0.9864421930850887
ADM5	-0.9864864864919171
ZFAND2A	-0.986613836352544
C3orf80	-0.9866271301649864
SETD2	-0.9870792649542883
CAV2	-0.9873215966906392
LRRC8C	-0.9874136140667293
LHCGR	-0.9875504260730135
SLC16A11	-0.9880610625822134
PSG8	-0.988155625711439
GADD45GIP1	-0.9891986923645846
GYPE	-0.9893144665998692
CAGE1	-0.9899083214053055
SLC38A11	-0.989915990562564
GIPC3	-0.9899738391882951
ZNF654	-0.9904677865869225
GPR55	-0.9906510120654345
CDKN1C	-0.9906561853955757
PELI2	-0.9909452864040253
WNT10B	-0.9923048507083895
SYCE1L	-0.9928435864882258
SUSD5	-0.9928835901336497
FOXD2	-0.9929520156708108
LIPA	-0.9931941165859189
PFDN1	-0.9932350458797424
C10orf90	-0.993251931301193
OPTN	-0.9933984214525481
HAS2	-0.9934661618041076
STK24	-0.9937409922127565
ZFP57	-0.9938277978518896
MED11	-0.9943301001163123
KYNU	-0.9945774682715854
OST4	-0.9946486522327628
C19orf45	-0.9946576647110469
CCDC47	-0.9947489917188505
SYN1	-0.9950684625556874
LOX	-0.9953706486582957
DYRK4	-0.9956219549176364
PPP2R5C	-0.9956289871051666
MRVI1	-0.9958798211513888
TRIM15	-0.9960652921099845
ZNF582	-0.9962618561816735
PCGF5	-0.9966226368026162
FCRL3	-0.9967551887798846
TNFRSF11B	-0.9969920714716064
CCNI	-0.9972875697828645
EFHD2	-0.997359505317022
GJC2	-0.9978899468484664
TSPEAR	-0.9981672842995736
NR3C1	-0.9983353945664039
RECK	-0.9986555584592344
TECTA	-0.9987330524776009
OR13J1	-0.9988751229722791
ZNF746	-0.9990201183368755
TRAM1	-0.9995810608828364
APOL3	-0.9996005388751539
OR5AU1	-0.9998429965419002
KCNT2	-0.9998545276694294
OR52A5	-0.9999999999999999
OR5H2	-0.9999999999999999
PYY3	-1.0
BPESC1	-1.0
DEFB131	-1.0
RNASE12	-1.0
FAM25G	-1.0
INS-IGF2	-1.0
DEFB127	-1.0
ERAS	-1.0
MTRNR2L7	-1.0
LINC00301	-1.0
USP17L17	-1.0
PGA4	-1.0
USP17L15	-1.0
DUSP21	-1.0
LYZL1	-1.0
F8A2	-1.0
C11orf40	-1.0
SAA4	-1.0
PRAMEF16	-1.0
PRAMEF8	-1.0
HIST1H4G	-1.0
PRAMEF9	-1.0
C2orf27B	-1.0
POTEB	-1.0
SAA2-SAA4	-1.0
LINC00518	-1.0
NXF2	-1.0
DEFB113	-1.0
DEFA1	-1.0
MBD3L4	-1.0
OR5D13	-1.0
GPR89C	-1.0
DEFB104B	-1.0
DEFA5	-1.0
DEFB105B	-1.0
OR52E2	-1.0
FAM90A8P	-1.0
DEFB110	-1.0
FAM74A4	-1.0
ELSPBP1	-1.0
IQCF3	-1.0
RIMBP3C	-1.0
DEFB4B	-1.0
GAGE2C	-1.0
MMP26	-1.0
XAGE1E	-1.0
GAGE2E	-1.0
FXYD6P3	-1.0
SSX2B	-1.0
LCE3C	-1.0
BPIFA4P	-1.0
URGCP-MRPS24	-1.0
TEX28	-1.0
MAGEB5	-1.0
LCE3B	-1.0
NOXO1	-1.0
OTOS	-1.0
CXorf49	-1.0
ZCCHC16	-1.0
SDR16C6P	-1.0
TAAR8	-1.0
FOXD4L2	-1.0
GAGE2A	-1.0
DEFB136	-1.0
CXorf66	-1.0
OR10G3	-1.0
KCNQ1DN	-1.0
GIMD1	-1.0
C14orf177	-1.0000000000000002
LYPD4	-1.0000000000000002
TCL1B	-1.0000000000000002
DEFB132	-1.0000000000000002
CNGB3	-1.0000760716435813
PRG4	-1.0002317602965551
RASGRP1	-1.0003101872705065
AKAP12	-1.0004569837693051
BRSK2	-1.0005081425571283
CPA4	-1.0012920670912042
DEK	-1.0017551341778759
MIXL1	-1.0018400646022323
RPS24	-1.002176334018231
LINC00315	-1.002271842543537
MYCT1	-1.0023941160920897
SARDH	-1.002407449931943
USP17L22	-1.0025573930656875
LRRC73	-1.0028136292547847
OSMR	-1.0028647478084278
CCDC66	-1.0029678193984672
SLC22A3	-1.0032030182186713
ZNF837	-1.0037898746992706
PHACTR3	-1.0038323600864438
PPP1R3G	-1.004413076394723
HEPACAM	-1.0046263539503852
TRPM6	-1.0049293616569122
IL25	-1.004944883291316
C8orf86	-1.0052349921797374
AQP2	-1.0053234721499134
ITGA8	-1.0054341006818228
SPIC	-1.005512454380922
GPCPD1	-1.0060767280750074
INPP5K	-1.0061226053521093
DTD1	-1.006510420824613
ARL6IP5	-1.0065301016542014
HAO2	-1.0069926877643824
RRAGC	-1.007243153563094
NSRP1	-1.0072868468217113
ARL17A	-1.0082051990449337
UBL4B	-1.0083753349029811
PCDHA8	-1.0084531714977922
MICALCL	-1.0084575822986317
TRIM58	-1.0085619672025146
RAB5A	-1.009299458894191
ALAS2	-1.0094262066103494
AQP4	-1.010012793776411
NME8	-1.0104068208416324
GRIN2B	-1.0104817966997635
CXCL10	-1.0106001591037561
NLRP1	-1.0111613943224507
CAAP1	-1.0112582738719058
OR2A12	-1.0113902559327386
DENND6A	-1.0114950976423094
ADAM32	-1.011845712456598
PPP1R2	-1.0122370580612203
TBC1D12	-1.0126522928209467
OR4F15	-1.01292214158498
TNXB	-1.0130484562555504
EFHB	-1.013190625526065
LGALS2	-1.0143250611712231
CEBPA	-1.0143916359270184
RGS19	-1.0144045206402563
CYP2A13	-1.014953391296133
APBB1	-1.0150596843221262
QRFPR	-1.0160903229999616
THPO	-1.016504841581463
OR52N5	-1.0165709905787432
WDR63	-1.0170384136111248
SAR1A	-1.017557727591996
SEC14L1	-1.0178513432865968
CETP	-1.017864807243451
TMEM64	-1.017927207054327
BAAT	-1.0186916359861238
GDI2	-1.0187114576081042
RPS6	-1.0194831137485278
NCOA1	-1.0195265401040614
CABLES1	-1.0197973417085204
PYURF	-1.0205984084836102
SCP2D1	-1.0205984084836102
KLRC3	-1.0206336223095036
ASPA	-1.0208095373524408
CFLAR	-1.0209857134491915
OR6Y1	-1.0210415585125168
PDHA2	-1.0210701215160758
NUDT11	-1.021208405400558
ACE	-1.0212720129724344
PEPD	-1.0216250168585392
A1CF	-1.022365844575721
CBLN3	-1.0224923445671956
DMRTA2	-1.0231317616488935
HAPLN1	-1.0235125576252408
MCTP2	-1.0238927265414794
FCGR2C	-1.0239639494611543
KRTAP15-1	-1.0241059488365123
FUCA1	-1.0241704756914265
LIPC	-1.0242223339216763
KLHL5	-1.024289313417376
LEP	-1.0244746221701517
ATP6V1E1	-1.0246093946417174
AZI2	-1.0255630286376838
SCGB1D1	-1.0259576128118955
OR13C4	-1.0262582838542214
TMEM98	-1.0263813284761034
CETN2	-1.0265393958849338
CCDC70	-1.0265749525261776
CFDP1	-1.0266824725636856
CELA3A	-1.0267356719560152
PNMA6A	-1.0274349480714915
CLLU1OS	-1.0274349480714915
LTA	-1.0276269069239008
TMEM37	-1.0277219240790592
TMEM170B	-1.0277548909551413
ANK1	-1.0279981448941717
HTR1E	-1.0280034734080437
NUGGC	-1.0281037042379764
SIAH3	-1.0286649954458205
HNRNPC	-1.0296175990280712
FGG	-1.0300316700649843
EVI5L	-1.0300776598726429
CALR	-1.030420086282492
KLHL34	-1.0306458689848292
CLN8	-1.0306595998422445
XKR5	-1.030789941064437
TEX37	-1.0308340796242328
MAP1B	-1.0308423411756806
ITLN2	-1.031151983918749
SAMD7	-1.0314707227592974
TRANK1	-1.0318307575551695
CYBRD1	-1.0328399958991172
AP3S1	-1.0330063230066446
FPR3	-1.0331142581369959
FEZF1	-1.0331692667745964
RHBDF2	-1.0335663491492137
CTSW	-1.033668164997363
OR3A1	-1.0340686467774054
TMEM119	-1.0341470124039693
DMP1	-1.034604188396485
MNT	-1.0354442247461704
CXCR3	-1.0355574504307727
TLR5	-1.035715050201429
CP	-1.035802532504965
IL21R	-1.036299456413611
ELL2	-1.0364832745635575
IFFO1	-1.03663542909032
HOGA1	-1.036945154208863
GAGE12H	-1.0371399196359699
GSPT2	-1.0372067629533281
HBA2	-1.0379051608465264
KLK12	-1.0383008451612852
ADAM11	-1.0383058800202591
CTSZ	-1.0383205045913566
LYAR	-1.0388803439396346
KLRC4	-1.038910362468648
PSG3	-1.038982922048294
NLRP14	-1.039168108010086
OR5B3	-1.0394078384334924
MAPKAPK3	-1.0399725739168781
DDRGK1	-1.040212554802789
PLK3	-1.0404312783173182
CA6	-1.0407522651798609
OR2W5	-1.041214708388841
GOLGA6L10	-1.041471599099685
SETD3	-1.0415948106229418
PCDHA13	-1.0418893168774517
ZNF649	-1.0430815318455469
CACNG2	-1.0432028034202052
GPNMB	-1.043876286739866
HIGD1B	-1.0440315206441784
ONECUT1	-1.044657485222206
SLC22A10	-1.044711574513717
TMEM215	-1.0448852528047177
ADIPOR1	-1.045372176414605
OR10T2	-1.045481794847118
FAM109A	-1.0457636234912842
RAB1A	-1.0461729207104375
CST9	-1.046275441842366
MAPRE2	-1.0463361800848305
CASP8	-1.0465517957894375
RAB6B	-1.046751315300425
FOXH1	-1.0467814070074508
ARMC12	-1.04695815113052
ARSE	-1.0469941848101203
IFNA4	-1.048719204649934
OR7C2	-1.048884495965845
OR10W1	-1.048884495965845
PAK2	-1.0489417666378356
MERTK	-1.0504140837252882
HSPA13	-1.0506229289402762
UPF3A	-1.0507406356536781
CCL26	-1.0512808465281764
BAZ2B	-1.051714261704281
PDIA2	-1.0527640568658005
SECTM1	-1.052884606970648
KCNN1	-1.0532980759621218
KBTBD8	-1.053627865661772
CRTAP	-1.0539389796258307
COLQ	-1.0540351875861786
TNP2	-1.054286086347005
TAAR5	-1.054286086347005
ANP32C	-1.0546307297506998
SERPINA5	-1.0548146978454422
KCNA7	-1.055023611520403
TUSC1	-1.0556660962045572
ABCG5	-1.0557496450413644
MAP3K19	-1.0561312362497697
MGARP	-1.0563648816717017
ALDH1A2	-1.0578784646527812
TMEM31	-1.0591325433467857
GBE1	-1.0592263822121122
OR52H1	-1.059412806416916
RPGR	-1.0594887205444885
TGIF2LX	-1.059777131047002
OR11H6	-1.0599630374926547
HEBP1	-1.060214412409739
ANKRD1	-1.0604313638238119
ZNF583	-1.0614956285254795
NAP1L2	-1.0619274599344182
HAAO	-1.062129647142117
C3	-1.0625846954888303
VAX1	-1.0631367504553928
WNT8A	-1.0632624000232942
OR5AK2	-1.0635578454424868
SH2B3	-1.0635611372090212
EIF3A	-1.0635902533521653
LASP1	-1.0636282775796224
C1orf222	-1.0637073777286439
OR52K1	-1.0639431297574942
OR13F1	-1.0645602649526904
FAM86B2	-1.064922595081097
FOXR2	-1.0651173267926188
SNPH	-1.065457238677613
GATAD2A	-1.0656911426069318
C5orf60	-1.0661020122768665
GSTT1	-1.0661206216286323
FZD7	-1.066343616568868
GUCA1C	-1.0664972324462751
GYPA	-1.066693907321805
CDX1	-1.06687757541153
MTIF3	-1.0669568508349845
OASL	-1.0670214505567968
SLIT2	-1.0671393242173977
C9orf139	-1.0672956817355008
DNMBP	-1.067545079500608
GLA	-1.068130339922217
GCM1	-1.0691940638221789
IL15RA	-1.0701780493956936
ZFAND5	-1.070306721141349
TAAR6	-1.070542915531613
PRKX	-1.070659889868263
DPP4	-1.07124439845757
CHI3L1	-1.071447272890676
TEX19	-1.0715142630727896
SSBP2	-1.071582375130671
FAM46A	-1.0722489812129015
TMEM220	-1.0730309666424358
OR6C70	-1.0731407460315585
CARD6	-1.0732196581186493
PSMB11	-1.0736490106606469
HLA-DQA1	-1.0740502308977689
C17orf49	-1.0742995964940232
ABCA3	-1.0746693316701437
GPX1	-1.0749272928934814
LPXN	-1.0750185655915387
RABGAP1L	-1.0750602935145672
TNFSF4	-1.0752124115473425
PDLIM1	-1.0753182387880502
MYH11	-1.0755869022745277
ST3GAL5	-1.0759217050926668
TMEM151B	-1.0765808945733049
GUCA1A	-1.0777672345214417
ST18	-1.078196299240446
IL16	-1.0785556183815437
ZBTB8B	-1.0786147481786443
POU3F4	-1.0786965872915297
TMC2	-1.0788983446041416
DNAJB1	-1.078945879578292
FGD2	-1.0789732077259429
SPATA31A5	-1.079245666342405
PDE4C	-1.0794845493082552
PTCHD1	-1.0795518123968797
SLC22A7	-1.079922228547386
RFX2	-1.0806738160022598
HAND2	-1.0818611605263488
ATP1A4	-1.081986068410143
TSPAN19	-1.0823472389221669
OAZ1	-1.0833710046617526
C3AR1	-1.083458391788091
DPEP1	-1.083493559982604
PACSIN1	-1.084204912452636
PRAF2	-1.0844011614570166
GLUL	-1.084568447213658
ATP5I	-1.0845983840852238
MYBPHL	-1.0846921325100691
UGT2B11	-1.0848602576045223
C19orf73	-1.0850390260982565
CPA5	-1.0855642868131021
SP7	-1.0856898164180857
PARP9	-1.0858711419950735
PTGIS	-1.0860650143653703
HLA-DMB	-1.086239139242052
CST9L	-1.0864006882357629
NLGN3	-1.0864049004852068
HMGN2P46	-1.0868070581680087
VWA5A	-1.086975865560137
LXN	-1.0872209441785277
NPR1	-1.0874381968827571
ANKH	-1.0874695242315735
SEL1L3	-1.0881267833850061
NAPSA	-1.0883056445580364
VSX1	-1.0883190154073388
FKBP8	-1.0885982034341777
KRCC1	-1.0890079383126692
HTN3	-1.0897909875133684
SNW1	-1.0909434574204862
KIRREL	-1.0912553043151683
TRIM68	-1.0914085199826238
DCAF8L2	-1.091494610572713
CALU	-1.0916430986416639
C1QC	-1.092281432225156
LHX6	-1.0924726713085282
LMBRD1	-1.0927033122454701
NANOS3	-1.092759604490165
SMIM9	-1.092779389266086
