gene	n	rho	p	in_ifn	in_cyto	in_exh
CALCRL	51	-0.021990860489239795	0.8782632350762932	False	False	False
CCN4	22	-0.03460202753487579	0.8785012193171418	False	False	False
CCL13	51	-0.021859926159830973	0.8789826320095018	False	False	False
RLN2	51	-0.021855698098310866	0.8790058640084262	False	False	False
LPA	51	-0.021739541590654946	0.8796441504908081	False	False	False
MICA	51	-0.021719948420681603	0.879751823533228	False	False	False
LPAR3	51	-0.021579816367945592	0.8805219731800393	False	False	False
CD96	51	-0.021357466063348415	0.8817442093604176	False	False	False
TGOLN2	51	0.021357466063348415	0.8817442093604176	False	False	False
CD53	51	-0.021357466063348415	0.8817442093604176	False	False	False
SEMA5A	51	0.021278334684971756	0.8821792522035267	False	False	False
IL7	51	0.021095520495655513	0.8831844465049206	False	False	False
NR4A1	51	0.021085972850678734	0.8832369487560908	False	False	False
IL18R1	51	-0.02099547511312217	0.883734618109591	False	False	False
LEAP2	51	0.02090686948557316	0.8842219253649949	False	False	False
CCK	51	-0.020874914409097414	0.8843976801638208	False	False	False
LAYN	51	0.02063348416289593	0.8857257382892024	False	False	True
IGSF10	51	0.02061723050649569	0.885815157527159	False	False	False
BTN2A2	51	0.020542986425339367	0.8862236280857534	False	False	False
LRRTM2	51	-0.020141161943415888	0.8884348617728052	False	False	False
NTN4	51	-0.020120500053456163	0.888548586713714	False	False	False
ROR1	51	0.020009800792940135	0.88915792342033	False	False	False
PCDHGC3	51	-0.019891675686929778	0.8898082051849372	False	False	False
CALM1	51	0.01945701357466063	0.8922016467263034	False	False	False
IL31	51	0.019215378456610453	0.89353260941653	False	False	False
FPR3	51	0.019043456489444555	0.8944797586914387	False	False	False
MIA	51	-0.019031332333765028	0.8945465583813982	False	False	False
CD40LG	51	-0.018823529411764704	0.8956915892082202	False	False	False
SV2C	51	0.01880893356369955	0.8957720228530575	False	False	False
GJB2	51	0.018805268549209733	0.8957922198880766	False	False	False
P2RY6	51	0.018459493201635046	0.8976979993118994	False	False	False
CXCR3	51	0.0183710407239819	0.8981856073130186	False	False	False
HLA-DMA	51	-0.018190045248868778	0.8991834888576898	False	False	False
IL13	51	-0.0181180092895219	0.8995806874500155	False	False	False
BTLA	51	-0.01805838471221227	0.8999094694467397	False	False	True
MRC2	51	0.017894981988852664	0.900810590310747	False	False	False
DLL1	51	0.017894981988852664	0.900810590310747	False	False	False
DHH	51	-0.01780027318093505	0.9013329399996609	False	False	False
LIPH	51	0.01779772707690395	0.901346983158845	False	False	False
ADCY1	51	-0.017623481618121353	0.9023081132237056	False	False	False
CCL23	51	0.01728079829060274	0.9041987425052626	False	False	False
CACNA1B	51	0.017275171442574015	0.9042297909919368	False	False	False
EDN2	51	0.017075854696396164	0.9053296956712548	False	False	False
BMPR2	51	-0.016923076923076923	0.9061729000859399	False	False	False
COL5A1	51	0.01688168430537966	0.906401370099364	False	False	False
LRFN1	51	-0.01680063926183236	0.9068487267101834	False	False	False
AANAT	51	0.01666584486527898	0.9075928351297267	False	False	False
GH1	51	0.016396171000145017	0.9090817568644145	False	False	False
GPR75	51	0.01603072073047387	0.9110999717221182	False	False	False
AHSG	51	0.015976388172851397	0.9114000733854142	False	False	False
CXCL3	51	-0.015663197621237784	0.9131301945675789	False	False	False
RSPO3	51	-0.015593251604596242	0.9135166437893417	False	False	False
HTR4	51	0.015310705332315924	0.9150779025492917	False	False	False
BMPR1A	51	-0.01524921378702021	0.9154177270937753	False	False	False
WNT11	51	0.01524418862169623	0.9154454986398372	False	False	False
FBN1	51	0.015156215470816144	0.9159316979033915	False	False	False
CLDN16	51	0.01509392169617835	0.9162759939684045	False	False	False
EPHA6	51	0.0150678705855174	0.9164199822931094	False	False	False
LAMB2	51	-0.015054045842385877	0.9164963947635808	False	False	False
ENHO	51	0.015010482629750603	0.9167371833424546	False	False	False
CD160	51	-0.014932126696832578	0.9171703016452679	False	False	True
PRND	51	-0.014717098748725402	0.9183590067999101	False	False	False
CSF1	51	-0.014660965183960085	0.9186693503631672	False	False	False
PDPN	51	0.014624076424893122	0.918873302421646	False	False	False
SFRP2	51	-0.014592066305944161	0.9190502854498835	False	False	False
PTH2	51	0.014099228724746515	0.921775655692491	False	False	False
TNFRSF11A	51	-0.013988970691793452	0.9223855007607399	False	False	False
CTSG	51	0.013885210566273697	0.9229594458315976	False	False	False
LRRN1	51	-0.013867902906004394	0.9230551862672638	False	False	False
LGR5	51	-0.0137813165440759	0.9235341704949761	False	False	False
SEMA6B	51	0.013708903026715274	0.9239347730722597	False	False	False
FGF17	51	0.013654853390233488	0.9242337960611903	False	False	False
SST	51	0.013424603950798744	0.9255077386001543	False	False	False
NR4A3	51	0.013031674208144795	0.9276821975581997	False	False	False
VEGFC	51	0.013009375438553463	0.927805613985127	False	False	False
FLT4	51	-0.012970222854833045	0.9280223148539715	False	False	False
CNTN5	51	0.01285773713603826	0.9286449270906822	False	False	False
FZD6	51	-0.012589158260887863	0.930131690712236	False	False	False
NR4A2	51	0.01248868778280543	0.9306879229803954	False	False	False
CD200	51	0.012399312205729535	0.9311827583998573	False	False	False
CD1B	51	-0.012389594058946397	0.9312365652962227	False	False	False
NELL2	51	-0.012307970771719579	0.9316885045855923	False	False	False
FZD4	51	-0.011973519611948006	0.9335405457650553	False	False	False
LGI4	51	0.011962934707679973	0.9335991659813381	False	False	False
ID2	51	0.011855203619909502	0.9341958108850965	False	False	False
MMP16	51	0.011839041174335098	0.9342853261284887	False	False	False
SEMA6A	51	-0.011559011490541166	0.9358363894185364	False	False	False
TFF1	51	0.011440002239319805	0.9364956444778108	False	False	False
VCAN	51	-0.01140654344958085	0.9366809979920632	False	False	False
ASIP	51	0.011320441272133764	0.9371579982680773	False	False	False
NEGR1	51	0.010953193633391303	0.9391927688941847	False	False	False
EFNB1	51	-0.010860711421076964	0.9397052365792149	False	False	False
HLA-DQB2	51	0.010688606706085301	0.9406589772501742	False	False	False
LAMP2	51	-0.010588235294117647	0.9412152366482491	False	False	False
NMUR1	51	0.010498687707041064	0.9417115337606178	False	False	False
NTF3	51	-0.010493695586342474	0.9417392021000904	False	False	False
FZD2	51	0.010492764556718867	0.9417443622480268	False	False	False
FGFR4	51	0.010216820516021224	0.9432738607887708	False	False	False
SCN3A	51	-0.010207136888210617	0.9433275387708636	False	False	False
DKK4	51	-0.010207136888210617	0.9433275387708636	False	False	False
WNT9A	51	0.010067666824796397	0.944100672399702	False	False	False
PTCH1	51	-0.009957004101971676	0.9447141527340943	False	False	False
LRP12	51	0.009837718440764183	0.945375471579998	False	False	False
SCN4A	51	0.009763348327853633	0.9457877974394109	False	False	False
C1QB	51	-0.009683257918552035	0.9462318537380919	False	False	False
FURIN	51	-0.009592760180995474	0.9467336322944602	False	False	False
HCRT	51	0.00957023220761296	0.9468585452812052	False	False	False
B2M	51	0.009502262443438913	0.9472354313265906	False	False	False
CLMP	51	0.009291083778903374	0.9484064700913941	False	False	False
FAP	51	0.009217416375909348	0.948814999888391	False	False	False
ADAMTS13	51	0.009119286293559323	0.9493592101043007	False	False	False
C1QA	51	-0.00905182191088334	0.9497333676499583	False	False	False
NECTIN3	22	-0.014120305561657798	0.9502706248705386	False	False	False
NFASC	51	-0.008899237549420815	0.950579640188878	False	False	False
PLAU	51	0.00888003614126587	0.9506861400360993	False	False	False
SLAMF1	51	-0.00886897893844499	0.9507474687595069	False	False	False
IGSF11	51	-0.008741896315703298	0.9514523521357903	False	False	False
FPR1	51	-0.008735063636939952	0.9514902516903457	False	False	False
IL6R	51	-0.00859747958318647	0.9522534264795071	False	False	False
LILRA1	51	-0.008516803981969436	0.9527009514983759	False	False	False
COL6A1	51	-0.00851353148578028	0.9527191050488893	False	False	False
SIRPG	51	-0.008506787330316741	0.9527565170442405	False	False	False
C5AR1	51	0.008471282269000137	0.9529534766788895	False	False	False
LAMB1	51	-0.008357047426266218	0.9535871982030746	False	False	False
TMEM132A	51	0.008355605699570527	0.9535951964115753	False	False	False
NPR2	51	0.008177506383518253	0.9545832653272491	False	False	False
LPAR2	51	0.008054298642533935	0.9552668434964733	False	False	False
F5	51	-0.007875085062468506	0.9562612086783917	False	False	False
PRRG4	51	0.007873303167420815	0.9562710958431508	False	False	False
ROBO4	51	-0.007480976470648829	0.9584481471241408	False	False	False
COL7A1	51	-0.007480952508031045	0.958448280103899	False	False	False
HLA-DQB1	51	-0.0074208144796380085	0.9587820176325161	False	False	False
CD300LF	51	0.0072663256253491515	0.959639389441091	False	False	False
RXFP4	51	0.007211564105800978	0.9599433121330011	False	False	False
CXCR6	51	-0.007149321266968326	0.9602887624836117	False	False	False
CSPG4	51	0.0069296071024156245	0.9615082426034608	False	False	False
CLDN6	51	-0.006815320482999034	0.9621426026141561	False	False	False
HLA-DRB1	51	-0.006787330316742082	0.9622979685580485	False	False	False
LINGO4	51	0.00670961957535481	0.9627293274018978	False	False	False
LYZ	51	0.006697438709664127	0.9627969422356693	False	False	False
ITGA2	51	0.006426793556727172	0.964299333909575	False	False	False
FGF9	51	0.00638514861433521	0.9645305222395262	False	False	False
L1CAM	51	-0.006270701768028335	0.9651658789271422	False	False	False
LRRC4B	51	0.006125016541298148	0.9659746878075794	False	False	False
PDGFB	51	-0.006079877338594664	0.966225296583405	False	False	False
CCBE1	51	0.006069558513594526	0.966282586222496	False	False	False
IBSP	51	-0.005874967010456395	0.9673629805051179	False	False	False
COL11A1	51	0.005823798585146742	0.9676470831732341	False	False	False
JAML	51	0.0057918552036199085	0.96782444456769	False	False	False
ORM1	51	0.005744130221193024	0.9680894340814868	False	False	False
COL6A5	51	-0.005547357004462291	0.9691820388873811	False	False	False
THPO	51	0.005381382351970499	0.9701036749611268	False	False	False
ARF1	51	0.005339366515837104	0.9703369897237629	False	False	False
VIPR1	51	0.004996060961354804	0.9722434626471533	False	False	False
LPAR4	51	0.0048432441167734494	0.9730921479053986	False	False	False
PTN	51	0.004809183755162814	0.9732813099493203	False	False	False
DKK3	51	-0.004436397014107811	0.9753517597324058	False	False	False
IL17RC	51	-0.004209097188560754	0.9766142580687348	False	False	False
KLRF2	51	0.004119097774649665	0.9771141604116976	False	False	False
PCDHGA6	51	0.004011786197808414	0.9777102346475991	False	False	False
XCL2	51	-0.003981900452488688	0.977876240545892	False	False	False
MUC15	51	-0.003937238430955875	0.9781243257310331	False	False	False
SLIT2	51	-0.0037727666959458932	0.9790379382587528	False	False	False
GDF10	51	0.0037573457465108974	0.979123600395545	False	False	False
EFNB2	51	-0.0036227793556511834	0.9798711156948524	False	False	False
LY6G5C	51	-0.0035294117647058825	0.9803897820704048	False	False	False
PTPRD	51	0.0035248071811866287	0.980415361205417	False	False	False
DLK2	51	-0.0034675892086725784	0.9807332170322695	False	False	False
VGF	51	0.0034471119921948195	0.9808469722676301	False	False	False
NOTCH3	51	0.003377729014451633	0.9812324120638194	False	False	False
CTSD	51	-0.00334841628959276	0.9813952528631984	False	False	False
KIT	51	-0.0032083301584248515	0.9821734827417066	False	False	False
EBI3	51	-0.003079362452303506	0.9828899602388697	False	False	False
EPHA1	51	0.0029871012305915027	0.9834025238386142	False	False	False
PCDHA9	51	0.0029597602935837746	0.9835544195900896	False	False	False
SEMA4C	51	-0.002806700151782493	0.9844047735063018	False	False	False
ADCYAP1	51	0.0026109682823604657	0.9854922229850296	False	False	False
WNT4	51	-0.002416930859748083	0.9865702842234269	False	False	False
IGSF21	51	0.0022193230400063954	0.9876682068024368	False	False	False
CXCL12	51	-0.002119508805220294	0.9882227902552585	False	False	False
FGA	51	0.0020125228928237803	0.9888172267832077	False	False	False
PSAP	51	-0.001990950226244344	0.9889370898549418	False	False	False
IL5	51	-0.0018584822055076374	0.9896731201516663	False	False	False
CXCL11	51	0.0014195277269085642	0.9921121345890401	True	False	False
SCARB1	51	-0.0012240479165927785	0.9931983263706363	False	False	False
MUSK	51	-0.0007766299806247209	0.9956844657574582	False	False	False
IL1R2	51	0.0006788866433162506	0.9962275962889461	False	False	False
FGF12	51	0.0006289134040074313	0.9965052833235598	False	False	False
PCDHGA10	51	-0.0004717868755186562	0.9973783931384146	False	False	False
OXTR	51	-0.00036498334712085646	0.9979718733888551	False	False	False
C1QTNF1	51	-0.00036498334712085646	0.9979718733888551	False	False	False
MPZL3	51	0.0003619991403446934	0.9979884558898018	False	False	False
CCL21	51	-0.00026967386513396404	0.998501485052193	False	False	False
HTR1F	51	-0.0001617263598761033	0.999101323904657	False	False	False
LTBP1	51	9.292620890361652e-05	0.9994836304106666	False	False	False
CLEC2A	51	0.0	1.0	False	False	False
ACP4	22			False	False	False
ADAM7	22			False	False	False
ADCY8	51			False	False	False
ADIPOQ	51			False	False	False
ADRA1A	51			False	False	False
AGTR2	51			False	False	False
AMELX	51			False	False	False
AMELY	51			False	False	False
APELA	51			False	False	False
APOA4	51			False	False	False
BMP10	22			False	False	False
BMP15	51			False	False	False
CCKAR	51			False	False	False
CCKBR	51			False	False	False
CDH9	51			False	False	False
CEACAM20	51			False	False	False
CFC1	51			False	False	False
CGB3	22			False	False	False
CLDN24	22			False	False	False
CLEC3A	51			False	False	False
CNGA2	22			False	False	False
CSH1	51			False	False	False
CSH2	51			False	False	False
CSHL1	51			False	False	False
DEFB4B	51			False	False	False
DMP1	51			False	False	False
DSG4	51			False	False	False
F9	22			False	False	False
FAM187B	51			False	False	False
FGF10	51			False	False	False
FGF21	51			False	False	False
FGF3	51			False	False	False
FGF4	22			False	False	False
FSHR	29			False	False	False
GDF1	22			False	False	False
GDF2	22			False	False	False
GFRAL	29			False	False	False
GH2	51			False	False	False
GLP2R	51			False	False	False
GPHB5	22			False	False	False
HCRTR2	51			False	False	False
HJV	22			False	False	False
HTR1A	22			False	False	False
HTR1B	51			False	False	False
HTR1E	51			False	False	False
HTR5A	51			False	False	False
IFNA1	51			False	False	False
IFNA2	22			False	False	False
IFNA5	51			False	False	False
IFNA8	22			False	False	False
IL1RAPL2	51			False	False	False
IL25	51			False	False	False
IL9	22			False	False	False
INS	22			False	False	False
IZUMO1R	22			False	False	False
KLK3	51			False	False	False
LACRT	51			False	False	False
LCN1	51			False	False	False
LGI1	51			False	False	False
LRRC52	51			False	False	False
LRRTM3	51			False	False	False
MBL2	51			False	False	False
MC2R	51			False	False	False
MC3R	51			False	False	False
MCHR2	51			False	False	False
MFRP	22			False	False	False
MLN	22			False	False	False
MLNR	51			False	False	False
MMP26	22			False	False	False
MRGPRX3	22			False	False	False
MRGPRX4	51			False	False	False
MTNR1B	22			False	False	False
MUC7	51			False	False	False
NMS	51			False	False	False
NMUR2	51			False	False	False
NPS	22			False	False	False
NPSR1	51			False	False	False
NPY1R	51			False	False	False
NPY2R	51			False	False	False
NPY4R	22			False	False	False
NPY4R2	22			False	False	False
NRG3	51			False	False	False
NTSR2	51			False	False	False
NXPH2	51			False	False	False
OBP2A	51			False	False	False
OR1G1	22			False	False	False
OSTN	51			False	False	False
PCDHA11	51			False	False	False
PCDHA2	51			False	False	False
PCDHA3	51			False	False	False
PCDHA5	51			False	False	False
PCDHA8	51			False	False	False
PCDHGC5	51			False	False	False
PDYN	51			False	False	False
PGLYRP1	51			False	False	False
PPY	51			False	False	False
PRLH	51			False	False	False
PRSS55	51			False	False	False
PSG4	51			False	False	False
PSG5	51			False	False	False
PSG7	22			False	False	False
PSG9	51			False	False	False
PTH	22			False	False	False
RBP3	51			False	False	False
RSPO1	51			False	False	False
RXFP2	51			False	False	False
RXFP3	51			False	False	False
SCN10A	51			False	False	False
SI	29			False	False	False
SLC6A19	51			False	False	False
SSTR5	51			False	False	False
TACR3	51			False	False	False
TAFA4	22			False	False	False
TECTB	29			False	False	False
TREML4	51			False	False	False
TRHR	51			False	False	False
TSHB	22			False	False	False
