gene	n	rho	p	in_ifn	in_cyto	in_exh
CADM1	51	0.19031455567632227	0.1809985392491635	False	False	False
LAMC1	51	0.19017973276658068	0.1813135625159431	False	False	False
SDK2	51	-0.18999725706290438	0.1817405576465841	False	False	False
CCL14	51	-0.18970693434332614	0.18242140526290504	False	False	False
PIGR	51	0.18959115957071504	0.1826934238655973	False	False	False
ANGPTL2	51	0.1893110533240428	0.18335275242527488	False	False	False
FLT1	51	-0.18920215299955037	0.18360954824636738	False	False	False
DAG1	51	-0.18909930093755922	0.1838523187139161	False	False	False
CLCF1	51	-0.18891152328013533	0.18429614028792135	False	False	False
ALCAM	51	0.1888210050610265	0.18451035878614683	False	False	False
DEFB1	51	-0.18819415824862853	0.1859987430178445	False	False	False
ROBO1	51	0.18810969538321431	0.1861999470563448	False	False	False
TIMP3	51	0.18791672388115352	0.18666022075396121	False	False	False
MC5R	22	-0.29236564320829667	0.18672183454123817	False	False	False
ADGRA2	51	-0.18734690872199555	0.18802409018996075	False	False	False
TLR4	51	-0.18729910394814456	0.18813883542865834	False	False	False
CCL3L3	29	-0.251231527093596	0.18863975211714096	False	False	False
ARMH4	22	-0.2906521711868398	0.18943697538028287	False	False	False
TFPI	51	0.18666130873864512	0.18967451974450855	False	False	False
FGF20	51	0.18622297998038592	0.19073510412599773	False	False	False
CMTM8	51	0.18606334841628955	0.1911223989643965	False	False	False
KIRREL1	22	0.28948271046918983	0.19130541935668857	False	False	False
TNFRSF1A	51	-0.18588235294117644	0.19156220447846564	False	False	False
UCN	51	-0.18554120269910312	0.1923931345146177	False	False	False
MICB	51	-0.18552455942665538	0.19243373763806823	False	False	False
PCDHGA3	51	0.18545604816589964	0.19260094278953163	False	False	False
ADM	51	-0.18544101826739495	0.19263763784147783	False	False	False
EFNA1	51	0.184800561145966	0.1942059240601132	False	False	False
SFTPA1	51	0.18465738307800203	0.19455776219090176	False	False	False
PTGS2	51	0.18464989497342174	0.19457617552038967	False	False	False
NOTCH1	51	-0.1846153846153846	0.19466105287327407	False	False	False
UTS2	51	-0.1838914027149321	0.19644773961713236	False	False	False
IAPP	51	-0.18381216707817677	0.19664398646103737	False	False	False
EPHB3	51	0.18328333644676062	0.19795733108436334	False	False	False
SEMA4D	51	-0.18316742081447962	0.19824603501296922	False	False	False
OGFR	51	-0.18280542986425335	0.19914954411759747	False	False	False
FCN2	51	-0.1825460953377993	0.1997986186835094	False	False	False
DSG1	51	-0.1825460953377993	0.1997986186835094	False	False	False
UNC5D	51	-0.1825460953377993	0.1997986186835094	False	False	False
GC	51	-0.1825460953377993	0.1997986186835094	False	False	False
PCDH15	51	-0.1825460953377993	0.1997986186835094	False	False	False
IL1F10	51	-0.1825460953377993	0.1997986186835094	False	False	False
WNT9B	51	-0.1825460953377993	0.1997986186835094	False	False	False
APOC3	51	-0.1825460953377993	0.1997986186835094	False	False	False
CRP	51	-0.1825460953377993	0.1997986186835094	False	False	False
AMBN	51	-0.1825460953377993	0.1997986186835094	False	False	False
LFNG	51	-0.1825380665188117	0.19981873745032952	False	False	False
COL5A3	51	-0.18247212420234973	0.19998403120146213	False	False	False
UCN3	51	0.18239709830672016	0.20017221186194836	False	False	False
RHAG	51	-0.18228615116663088	0.2004507200734216	False	False	False
IMPG2	51	-0.18211528209063627	0.20088018493319482	False	False	False
SELPLG	51	-0.18190045248868777	0.20142106343417743	False	False	False
SEMA6C	51	-0.18181339101957283	0.20164055169892234	False	False	False
TSPAN33	51	-0.18174844806001664	0.20180438760808495	False	False	False
NID1	51	-0.18170625032726498	0.20191089301786078	False	False	False
SEMA6D	51	0.18129224862206889	0.20295792315135577	False	False	False
GIPR	51	-0.18107742914725763	0.20350271928146513	False	False	False
VSIR	22	0.28176171654432525	0.20395518659238385	False	False	False
ADCY2	51	-0.18034907891548793	0.20535753859226957	False	False	False
ICAM2	51	-0.18018099547511313	0.2057872658798472	False	False	False
MELTF	22	0.28029557416537193	0.20641917648468833	False	False	False
SEMA4A	51	0.1799095022624434	0.20648271015941666	False	False	False
TNN	51	-0.17984413937979202	0.2066503873269877	False	False	False
FXYD6	51	0.17969814490583857	0.20702525674945507	False	False	False
EVC2	51	-0.1795942003264179	0.2072924461041352	False	False	False
AQP9	51	-0.1794533800900747	0.20765481085092993	False	False	False
AGT	51	0.17936324487082086	0.2078869842638158	False	False	False
SELE	51	-0.17919280674272248	0.20832650313285	False	False	False
IL33	51	-0.17890216267872464	0.20907750896364005	False	False	False
ANGPTL7	51	0.1788795925571798	0.20913590814289795	False	False	False
TNFRSF4	51	0.17873303167420815	0.2095154064526558	False	False	False
NMB	51	0.17864253393665158	0.20974997848125504	False	False	False
LIF	51	0.17804058713914522	0.21131492627558862	False	False	False
LAMC3	51	-0.17793276419824366	0.2115961070846935	False	False	False
CCL3	51	-0.17782805429864254	0.21186942041838916	False	False	False
COL5A2	51	-0.1775161897566845	0.2126849122182833	False	False	False
KISS1	51	0.17706355157459144	0.2138724150495666	False	False	False
WNT3A	51	0.17682787847398798	0.21449253820064756	False	False	False
IL22	51	-0.1766499842298332	0.2149614599056587	False	False	False
TRPV2	51	-0.176289592760181	0.21591362975617373	False	False	False
CCL1	51	0.1761613242389089	0.21625322975525202	False	False	False
MMP12	51	-0.17582956036339892	0.21713332573554237	False	False	False
NCR3LG1	51	-0.17567967089563982	0.21753176687468206	False	False	False
MFAP3L	51	-0.17513180241296974	0.2189924620751789	False	False	False
CLEC2B	51	-0.17484162895927602	0.21976886432089765	False	False	False
BACE2	51	0.17477129617539355	0.21995733798952943	False	False	False
NUCB2	51	-0.17475113122171945	0.22001139557242272	False	False	False
PZP	51	-0.17470365069191504	0.220138716382142	False	False	False
ADRB2	51	-0.17438914027149321	0.22098338117662306	False	False	False
MMP1	51	0.17412012766863386	0.22170763896636428	False	False	False
REN	51	0.1740760628000267	0.22182643089972665	False	False	False
UNC5B	51	0.17367156682638815	0.22291895266690961	False	False	False
GPC1	51	0.17365325455222005	0.22296850125701462	False	False	False
GGT1	51	0.17352482828280696	0.22331620630561796	False	False	False
COL18A1	51	-0.17349986495170452	0.2233838363681315	False	False	False
ACE2	51	-0.17320893142730667	0.22417307355817304	False	False	False
F2RL1	51	0.1731403874931137	0.22435929861707846	False	False	False
IRF1	51	-0.17312217194570131	0.22440880593251872	True	False	False
CACNA1C	51	-0.17309860462779492	0.22447286983870976	False	False	False
ITGAE	51	0.1730316742081448	0.2246548783125887	False	False	False
ADRA1D	51	0.1729384061094941	0.22490867900749767	False	False	False
IL5RA	51	-0.172883162251122	0.22505910188930378	False	False	False
NCR2	51	0.1728681024448391	0.22510012014251113	False	False	False
GZMB	51	-0.17285067873303167	0.22514758339881322	False	True	False
CCL25	51	-0.17256812659015242	0.22591823972267208	False	False	False
SERPINF1	51	-0.17218899203888072	0.22695518655978106	False	False	False
RAET1G	51	-0.17207051006469304	0.2272799124623495	False	False	False
ADAM12	51	0.17203673465148556	0.2273725401658055	False	False	False
WNT16	51	0.17193516614545745	0.2276512447750941	False	False	False
CALCA	51	0.17174617285815252	0.2281704712158475	False	False	False
IGF2	51	0.1715742377825828	0.22864354272500134	False	False	False
MET	51	0.17137190878650269	0.2292011079114589	False	False	False
LPL	51	-0.17081516651735656	0.23074017957867335	False	False	False
POSTN	51	-0.17075031211512415	0.23091992634228267	False	False	False
FLRT3	51	0.17059568708374565	0.23134886514570188	False	False	False
SCARF1	51	-0.17028733241442406	0.23220589536926434	False	False	False
TNFSF13B	51	0.17004524886877825	0.23288026214711574	False	False	False
IRF7	51	-0.16986425339366512	0.23338533587701457	True	False	False
ITGA5	51	-0.1697737556561086	0.23363815475303	False	False	False
IFIT2	51	-0.16968325791855202	0.23389116168139204	True	False	False
CDH3	51	-0.1696381141821664	0.23401744153590368	False	False	False
PCDHGA11	51	0.16926832770855074	0.23505360175891016	False	False	False
WNT5B	51	0.16904505289408106	0.23568075057370083	False	False	False
MFGE8	51	-0.1687782805429864	0.23643158116904744	False	False	False
IL6ST	51	0.16850678733031674	0.23719737962084	False	False	False
NECTIN2	22	0.26286054108850027	0.23725212705403737	False	False	False
IL34	51	-0.16848590093359084	0.23725636396203068	False	False	False
CD22	51	-0.16843999575241667	0.23738603802516628	False	False	False
SPINK1	51	0.16814484243484906	0.23822095309205402	False	False	False
GDF11	51	0.1678733031674208	0.23899084203976645	False	False	False
ENG	51	-0.16769610176467922	0.23949417321183722	False	False	False
ICAM1	51	0.16760180995475113	0.23976229913502783	False	False	False
COL4A5	51	0.16754717105266423	0.2399177628083559	False	False	False
CELSR1	51	0.1674418402789455	0.24021765396522332	False	False	False
TIE1	51	-0.16743390569473737	0.24024025517721181	False	False	False
TGFB1	51	-0.1671493212669683	0.24105183784278897	False	False	False
ALKAL2	22	-0.2606345939969889	0.24139345899441575	False	False	False
TMEM216	51	-0.16651583710407242	0.24286512982997502	False	False	False
SIGLEC5	51	-0.16650435479046502	0.2428980824341362	False	False	False
GDF7	51	-0.1664885432275478	0.2429434643515678	False	False	False
OGN	51	-0.16633791393747357	0.24337608603903949	False	False	False
UCN2	51	0.16628471467588843	0.2435290046640422	False	False	False
ULBP2	51	0.16592329448882417	0.24456962071023666	False	False	False
CNMD	22	-0.25796968518379115	0.24641284562242258	False	False	False
NCAM2	51	0.1650418501370834	0.24712018114947723	False	False	False
GZMA	51	-0.16488687782805428	0.24757047017420888	False	True	False
LAIR1	51	-0.16452488687782804	0.24862444192044506	False	False	False
NID2	51	-0.1644406764779581	0.24887006398335207	False	False	False
SDC3	51	-0.16401643652918668	0.25010997294000276	False	False	False
LIN7C	51	-0.1638914027149321	0.2504762004831331	False	False	False
CD93	51	-0.16377996206041295	0.2508029189222659	False	False	False
GRM4	51	0.16370771130400122	0.25101489551934775	False	False	False
INHA	51	-0.16344684339538387	0.25178126448777133	False	False	False
LRRC4C	51	-0.16333071688118886	0.25212292510373374	False	False	False
COL9A1	51	-0.16333071688118886	0.25212292510373374	False	False	False
EPO	51	0.16332495438230465	0.2521398873423717	False	False	False
PF4V1	51	-0.1633160660616471	0.2521660521242675	False	False	False
PNOC	51	-0.16326464170727173	0.25231746734349575	False	False	False
PTPRK	51	0.1627886088033846	0.2537220264910037	False	False	False
ALKAL1	22	0.2539528256818753	0.25410524991906935	False	False	False
IL1RL1	51	-0.16263309736651582	0.2541820115524793	False	False	False
CFD	51	-0.16262443438914026	0.2542076521734637	False	False	False
HAVCR2	51	-0.16244343891402713	0.25474376022018197	False	False	True
ITGA4	51	-0.1623529411764706	0.25501209977625	False	False	False
PF4	51	-0.1622049357755871	0.2554513686112918	False	False	False
IL10RB	51	-0.1620814479638009	0.2558182608536152	False	False	False
ADRA2A	51	0.16203644815909146	0.255952047056279	False	False	False
TNFRSF13C	51	-0.1620153532712589	0.25601477920633603	False	False	False
PILRA	51	-0.1618937945119625	0.25637647329636143	False	False	False
TNFRSF14	51	-0.16180995475113122	0.2566261360255339	False	False	False
NRXN3	51	0.16174948509223083	0.25680630745876104	False	False	False
STRA6	51	0.1617397632526995	0.2568352819525557	False	False	False
ENPP1	51	-0.16119273463410846	0.2584691628731128	False	False	False
COL28A1	51	-0.16118661457359423	0.2584874818457373	False	False	False
NGF	51	-0.1610794544365989	0.2588083820186177	False	False	False
CHRM3	51	-0.16089854009180096	0.259350752242721	False	False	False
CCL4L2	51	-0.16081447963800904	0.2596030197497951	False	False	False
FCRL6	51	-0.1607239819004525	0.2598747896816975	False	False	False
S100A9	51	-0.1606334841628959	0.2601467503951079	False	False	False
CEACAM7	51	-0.1605942753569706	0.26026463860093135	False	False	False
CEACAM21	51	-0.160307766041744	0.26112716673229924	False	False	False
PDGFA	51	-0.1602627017456192	0.26126300561909577	False	False	False
TLR2	51	-0.16014787003211514	0.26160936085946573	False	False	False
TCTN1	51	-0.16003627803589102	0.2619462389657545	False	False	False
FAM3D	51	0.1599309321732114	0.26226452740880596	False	False	False
PROS1	51	0.15981067888225156	0.2626281729324941	False	False	False
FGF7	51	-0.15943810212329793	0.2637569848675626	False	False	False
LILRB2	51	-0.15936960655020205	0.2639648612372486	False	False	False
STX3	51	0.15927601809954753	0.2642490686292317	False	False	False
WNT7B	51	0.15899674343408784	0.2650983788662279	False	False	False
DCC	51	0.15853642320753975	0.2665022453318572	False	False	False
ADORA1	51	0.1585010132473161	0.26661044215427304	False	False	False
FCER2	51	-0.15840277265045166	0.26691077429312665	False	False	False
MX1	51	-0.15837104072398187	0.2670078303863822	True	False	False
PTPRB	51	-0.1581938901479716	0.26755009986780964	False	False	False
CNTFR	51	0.15801030675884215	0.26811283409453446	False	False	False
GBP2	51	-0.15764705882352942	0.26922861074262894	False	False	False
BMP8A	51	-0.15740107561201203	0.26998594039526475	False	False	False
DLL3	51	-0.1573190472566191	0.2702388026180382	False	False	False
MX2	51	-0.1572433765872262	0.2704722060029994	False	False	False
ASGR2	51	-0.15711322645022258	0.2708739624479893	False	False	False
OPRK1	51	0.15702936738249865	0.27113303423725366	False	False	False
XCR1	51	-0.1566580969416279	0.27228200233061195	False	False	False
STAT1	51	-0.1564705882352941	0.27286350963986816	True	False	False
KCNH1	51	0.1562565852631835	0.27352818685866004	False	False	False
IGF2R	51	-0.1560180995475113	0.27427016821657785	False	False	False
IFNAR2	51	-0.1560180995475113	0.27427016821657785	False	False	False
ADAM11	51	-0.15597052419384297	0.2744183448260834	False	False	False
SLITRK6	51	0.15596954509298713	0.27442139485727773	False	False	False
CXCL2	51	0.15592760180995474	0.2745520749082862	False	False	False
PCSK4	51	-0.15570826188428194	0.27523612925581425	False	False	False
CCR1	51	-0.15538813099295967	0.27623654139984855	False	False	False
CRLF1	51	0.15534424882990736	0.2763738605882674	False	False	False
TGFBI	51	0.1550124502238772	0.2774136079250216	False	False	False
LAMA4	51	-0.1549360936616035	0.2776532491442343	False	False	False
PCDHA10	51	0.15489423383341647	0.27778468205757073	False	False	False
WNT2B	51	0.15473066320633164	0.2782986602359478	False	False	False
CLEC14A	51	-0.15450989630130094	0.27899335670946523	False	False	False
FZD10	51	-0.15443841900423017	0.27921852201711234	False	False	False
KCNJ15	51	0.15409483127899656	0.28030255101858415	False	False	False
ANGPT4	51	-0.15392371858383366	0.2808434483960027	False	False	False
PSG6	51	-0.15372302765288362	0.28147871878830416	False	False	False
ADAM2	51	0.15372302765288362	0.28147871878830416	False	False	False
NYX	51	-0.15372302765288362	0.28147871878830416	False	False	False
IL11	51	-0.15351876321859212	0.28212627030368126	False	False	False
CLEC4A	51	-0.1534498481486629	0.2823449629686046	False	False	False
RTN4	51	0.15321266968325792	0.2830984678412733	False	False	False
KCNA3	51	-0.15286451325165828	0.2842069337358576	False	False	False
VSTM1	51	0.15283125879596218	0.2843129585115927	False	False	False
TPSG1	51	0.1527591002843343	0.28454310980940345	False	False	False
NPR3	51	0.15226462820973324	0.28612352611628833	False	False	False
APLN	51	-0.1520238331966877	0.2868952242397394	False	False	False
CCL26	51	-0.15177885513818787	0.2876817241322333	False	False	False
PAM	51	-0.15172288969696965	0.2878615982721684	False	False	False
GPR35	51	0.1515974302525326	0.2882650946823847	False	False	False
TNFSF10	51	-0.1514027149321267	0.2888920598353739	False	False	False
TNFRSF25	51	0.1514027149321267	0.2888920598353739	False	False	False
TIGIT	51	-0.1514027149321267	0.2888920598353739	False	False	True
EPHB2	51	0.1510655530456444	0.2899797938036414	False	False	False
PLSCR4	51	0.15085319251497206	0.2906662695871425	False	False	False
PIP	51	0.15065292979101227	0.2913146077980928	False	False	False
ITGA8	51	-0.15058679198736574	0.2915289316375683	False	False	False
PODXL	51	-0.1505698518190697	0.29158384386835223	False	False	False
SORT1	51	0.1504218884168459	0.2920637595082848	False	False	False
FGF23	51	-0.1503103035577761	0.2924260221673833	False	False	False
BMP5	51	0.15030215708042508	0.2924524813308458	False	False	False
PCDHGB4	51	-0.15011148054074963	0.2930722297919255	False	False	False
PTGER3	51	-0.14969531279771126	0.29442784793958166	False	False	False
IL18	51	-0.14938887904648754	0.29542861972046425	False	False	False
CHAD	51	0.1492652453858362	0.29583301498765996	False	False	False
SIGIRR	51	-0.14914027149321266	0.2962421588009305	False	False	False
LRP4	51	0.14898705026574924	0.2967442801472913	False	False	False
IL16	51	-0.14850678733031675	0.29832172202971885	False	False	False
ADGRV1	51	-0.14831200116737683	0.2989630484504706	False	False	False
IL20RB	51	-0.1482306723818511	0.29923108421447575	False	False	False
NLGN3	51	-0.14806456652258845	0.29977900287325976	False	False	False
CD180	51	-0.1480271509730733	0.29990251163824655	False	False	False
BMPR1B	51	0.1480152445601581	0.29994182161409	False	False	False
ORAI2	51	0.14733031674208144	0.3022087698546015	False	False	False
OSCAR	51	-0.14717705914372387	0.3027175244225414	False	False	False
FST	51	-0.1469840079333849	0.3033591630438688	False	False	False
STX1A	51	-0.14673003317541897	0.3042046245581962	False	False	False
FFAR2	51	-0.14645170523209963	0.30513289545314626	False	False	False
CD244	51	-0.1462443438914027	0.3058256632132294	False	False	True
FZD3	51	-0.14588565355891148	0.3070263856960124	False	False	False
CATSPER1	51	-0.145857869178116	0.30711952049412256	False	False	False
IL7R	51	0.14570135746606336	0.3076444951544648	False	False	False
AVPR2	51	-0.14556148174159597	0.30811415578160445	False	False	False
DCBLD2	51	0.14538969142640892	0.30869160458295325	False	False	False
NPTX2	51	-0.14530027853417984	0.3089924275304471	False	False	False
LILRA6	51	-0.14495052928514013	0.31017093566633686	False	False	False
ITGA1	51	0.14452815678261885	0.3115979818609765	False	False	False
NCAN	51	0.14450665124227072	0.3116707534655006	False	False	False
SCGB3A1	51	0.14447699925517848	0.311771109259249	False	False	False
IL27RA	51	-0.14443438914027149	0.31191535738340315	False	False	False
CNTN6	51	0.1441153384245784	0.31299679480641396	False	False	False
HTR1D	51	-0.1441153384245784	0.31299679480641396	False	False	False
IL22RA2	51	0.1441153384245784	0.31299679480641396	False	False	False
CD2	51	0.14407239819004525	0.31314252517996016	False	False	False
MAP4K2	51	0.14398190045248868	0.313449797709353	False	False	False
LTF	51	0.14338414206955122	0.31548423124287345	False	False	False
CALM3	51	-0.14334841628959274	0.3156060872687639	False	False	False
LILRB5	51	0.14325075715916172	0.31593934279353003	False	False	False
LRRN3	51	-0.14271492005311356	0.3177718348504995	False	False	False
NECTIN1	22	0.22329013705367226	0.31785533850099684	False	False	False
EPOR	51	0.14244343891402714	0.31870283533242094	False	False	False
IL23A	51	0.14244343891402714	0.31870283533242094	False	False	False
SV2A	51	-0.14242051341903714	0.3187815337553787	False	False	False
LAG3	51	-0.14199095022624433	0.3202584136671161	False	False	True
TMEM67	51	0.14158691376731822	0.32165147937618105	False	False	False
A2M	51	0.14156132310757724	0.3217398415724077	False	False	False
FLT3	51	0.14151097577117236	0.3219137311167498	False	False	False
CLDN9	51	0.14110379544550394	0.32332223350685846	False	False	False
F7	51	-0.14109336623809	0.3233583608631941	False	False	False
ISG20	51	-0.1410859728506787	0.32338397351393616	False	False	False
IL21R	51	-0.14081766559408576	0.32431432772853386	False	False	False
PTPRM	51	0.14074497796704846	0.32456666219262736	False	False	False
CD81	51	-0.14072398190045246	0.3246395729021929	False	False	False
TNFRSF19	51	0.14053884188656263	0.3252829352171593	False	False	False
UXS1	51	0.14009049773755655	0.32684426016673707	False	False	False
CDH7	51	0.13975419593992464	0.3280184965526593	False	False	False
PCDHAC1	51	0.13975419593992464	0.3280184965526593	False	False	False
KLRC2	51	-0.13964116838796548	0.3284137399292198	False	False	False
CXCR1	51	-0.13924685359427788	0.32979495204067244	False	False	False
ERFE	22	0.217817125489332	0.33016769213664227	False	False	False
TREM1	51	-0.138956355928599	0.33081484034592823	False	False	False
CP	51	0.1386915294199086	0.3317463224470018	False	False	False
MKI67	51	0.13846467118184524	0.3325455625792681	False	False	False
F13A1	51	-0.13828073321451814	0.3331944749127662	False	False	False
MSN	51	-0.13800904977375564	0.3341543909501128	False	False	False
PLXNB1	51	0.13793670126940494	0.3344103048114653	False	False	False
GALR1	51	-0.13788032234704556	0.33460981531375916	False	False	False
GPC3	51	0.13766741027634388	0.33536392660863396	False	False	False
OPCML	51	0.1364970477354312	0.33952813943138277	False	False	False
ECE1	51	-0.13619909502262442	0.34059338017611435	False	False	False
GDF3	51	-0.13614897350485364	0.34077277828643304	False	False	False
LRFN5	51	0.13614897350485364	0.34077277828643304	False	False	False
VIP	51	-0.13614897350485364	0.34077277828643304	False	False	False
C19orf38	51	-0.13612486529316867	0.34085908880862426	False	False	False
NAALADL1	51	-0.13592760180995475	0.34156582721131823	False	False	False
PTPRT	51	0.1359138449027103	0.3416151481307244	False	False	False
TRPC6	51	0.13569340398299953	0.34240606967898507	False	False	False
PCDHGB2	51	0.13559372990400217	0.34276406320244884	False	False	False
EDAR	51	-0.13545713127164927	0.34325505287466024	False	False	False
APLP1	51	0.13542851683992688	0.3433579596221945	False	False	False
NLGN4Y	51	-0.13530384229418183	0.34380655243371466	False	False	False
FGF13	51	0.13490673545227172	0.3452378022588904	False	False	False
IL23R	51	0.13469927509675084	0.3459869911806874	False	False	False
STAT2	51	-0.13466063348416288	0.3461266460763921	False	False	False
ADAM23	51	0.13454343940519617	0.34655041068604725	False	False	False
CRISP3	51	-0.1345076491962732	0.3466798890563332	False	False	False
RSPO2	51	-0.1345076491962732	0.3466798890563332	False	False	False
IFNL2	51	0.1345076491962732	0.3466798890563332	False	False	False
TSPAN3	51	-0.13434693096042435	0.34726168784139005	False	False	False
IHH	51	0.13354289834259464	0.3501813101293359	False	False	False
HLA-DPB1	51	-0.1334841628959276	0.3503951813514739	False	False	False
NEO1	51	0.1334723799600472	0.35043809578767143	False	False	False
ADCY9	51	-0.1333817673463608	0.35076822240776334	False	False	False
CD209	51	0.1332980214362275	0.35107350156111966	False	False	False
SELL	51	-0.1332126696832579	0.35138480232977903	False	False	False
KLB	51	-0.1330398318099445	0.35201570732025117	False	False	False
ERBB4	51	0.13296058919284498	0.3523051965208811	False	False	False
PROKR1	51	0.13296058919284498	0.3523051965208811	False	False	False
IL1RN	51	-0.1328772016123494	0.3526099857293763	False	False	False
PLXNC1	51	-0.13279022743265861	0.35292805648361636	False	False	False
ZDHHC5	51	-0.13239819004524886	0.35436394690129647	False	False	False
THSD7A	51	0.13229216237865252	0.35475290107654794	False	False	False
IL13RA1	51	0.13200502277154	0.3558075609622984	False	False	False
PCSK9	51	-0.13198444667332151	0.3558832101905448	False	False	False
MFAP5	51	-0.13183344768470226	0.35643866747260894	False	False	False
CRHR2	51	-0.1317959708933456	0.3565766096778343	False	False	False
IGSF3	51	0.1316376057576567	0.357159869896775	False	False	False
ERAP1	51	-0.13158371040723982	0.35735849966682687	False	False	False
GNRH2	51	0.13157479850567871	0.3573913507172435	False	False	False
TGM2	51	0.13156248347971272	0.3574367493964735	False	False	False
ADAM9	51	0.13122171945701355	0.35869435286169415	False	False	False
TNFRSF10A	51	-0.13122171945701355	0.35869435286169415	False	False	False
PTDSS1	51	-0.13122171945701355	0.35869435286169415	False	False	False
PODXL2	51	-0.13119059741718814	0.35880934420401506	False	False	False
P2RX7	51	-0.13095318901969286	0.3596872720909199	False	False	False
TMEM190	51	0.13089969413602615	0.35988527462298325	False	False	False
DEFB4A	51	0.13082762357613345	0.3601521368216001	False	False	False
ITM2B	51	0.13076923076923078	0.3603684414195069	False	False	False
TPH1	51	-0.12993262928164595	0.36347613568427206	False	False	False
GPR37L1	51	-0.12986626698051096	0.3637233428515053	False	False	False
CKLF	51	0.12968325791855204	0.36440560035400277	False	False	False
CD1D	51	-0.1296311449471551	0.3646000191128343	False	False	False
NRG1	51	-0.12946265967528872	0.36522901968341714	False	False	False
HEBP1	51	-0.1293212669683258	0.36575738286466014	False	False	False
EDN3	51	-0.12926503002513381	0.3659676602501418	False	False	False
KNG1	51	-0.1292426721482279	0.36605127961807143	False	False	False
CCL18	51	-0.12894784624094055	0.3671550206786742	False	False	False
LILRB1	51	-0.1288511366620415	0.36751751003357264	False	False	False
OLFM2	51	-0.12869943033976203	0.36808657467130634	False	False	False
MEGF10	51	-0.12869868250352515	0.36808938119111134	False	False	False
PRDM1	51	-0.12850678733031673	0.36880996225717116	False	False	False
CD44	51	0.12805429864253393	0.37051245533643884	False	False	False
NPFFR2	51	0.1279339831082967	0.3709659382917083	False	False	False
CD48	51	-0.12751131221719456	0.37256167741656554	False	False	False
NPBWR1	51	0.12694339464543153	0.374712253790544	False	False	False
ITGA9	51	-0.1269408398146045	0.37472194513082363	False	False	False
GPR161	51	-0.12681635118093348	0.3751943546463066	False	False	False
COL4A6	51	-0.12676251010860062	0.3753987811753339	False	False	False
SIGLEC6	51	0.1266627103138282	0.3757778824084831	False	False	False
APCDD1	51	0.1266319616944826	0.3758947307918275	False	False	False
TNFRSF1B	51	-0.12642533936651584	0.37668048369366963	False	False	False
CSF1R	51	0.12642128597650162	0.37669590792421953	False	False	False
IL10	51	0.1263920455447858	0.37680718675344227	False	False	False
WNT7A	51	-0.12631398347882267	0.3771043598260704	False	False	False
FGFR1	51	0.1262276565472682	0.37743315926849913	False	False	False
ZNF683	51	0.12606334841628958	0.3780594440808893	False	False	False
PCDHGA2	51	-0.12598483434348448	0.3783589309942117	False	False	False
ALOX5AP	51	-0.12597285067873304	0.3784046543660648	False	False	False
CD40	51	0.1259561018899417	0.37846856447245686	False	False	False
IL36A	22	-0.19718387524712933	0.37909288282296444	False	False	False
HLA-B	51	-0.12552036199095024	0.38013352507137055	False	False	False
LRFN4	51	0.12548665839904952	0.3802624878486455	False	False	False
COL17A1	51	0.1253689458287804	0.38071310531104885	False	False	False
CCL17	51	0.1252485074895709	0.3811744861052998	False	False	False
KLRF1	51	-0.12515837104072397	0.3815200025158637	False	False	False
OCLN	51	0.12497737556561087	0.38221436736060627	False	False	False
AVPR1B	51	-0.12489995996796795	0.3825115910301078	False	False	False
GPRC6A	51	-0.12489995996796795	0.3825115910301078	False	False	False
GPHA2	51	-0.12489995996796795	0.3825115910301078	False	False	False
DCN	51	0.12485933516971866	0.38266761775897495	False	False	False
CLEC1B	51	-0.12449314897599398	0.3840757257918017	False	False	False
TLR5	51	-0.12443273312589243	0.38430833978749857	False	False	False
RHBDL2	51	0.1242380186445125	0.3850586004930022	False	False	False
BCAN	51	0.12410431979755192	0.3855742618813687	False	False	False
CD247	51	-0.12389140271493213	0.3863963024840748	False	False	False
ADGRB1	51	-0.1234143564430887	0.388241864913864	False	False	False
SAA1	51	-0.12305747414308163	0.3896259416323679	False	False	False
SCN1A	51	0.12286723059718374	0.3903649392916084	False	False	False
LTBR	51	0.12267995824726705	0.3910932009486266	False	False	False
VCAM1	51	-0.12259886631768084	0.391408797788711	False	False	False
PRSS1	51	0.12237390522419521	0.3922850943029072	False	False	False
PTK7	51	0.12232350227500904	0.39248158812529665	False	False	False
HLA-DOB	51	-0.12218689343191007	0.393014442744358	False	False	False
MOG	51	-0.12205901609784033	0.39351362406162244	False	False	False
PLA2G2A	51	-0.12182385363360772	0.39443257372711704	False	False	False
KLKB1	51	-0.12173333366373763	0.3947866357041538	False	False	False
QRFPR	51	0.12154343280949109	0.3955300233871683	False	False	False
TIMP1	51	0.12153846153846153	0.39554949497402847	False	False	False
CD151	51	0.12153846153846153	0.39554949497402847	False	False	False
GDF5	51	0.12150850924776779	0.3956668246614507	False	False	False
ZP3	51	-0.1212643062493715	0.3966241813304137	False	False	False
JAG1	51	0.1211438245824459	0.39709700798428293	False	False	False
TSLP	51	-0.1210147387189551	0.39760396696134026	False	False	False
COL24A1	51	0.12084654298740417	0.3982650890823869	False	False	False
COL22A1	51	0.12073209704810155	0.39871530507079633	False	False	False
TNFRSF18	51	0.12072398190045247	0.3987472403150241	False	False	False
GUCY2C	51	-0.12056835282653049	0.3993599704084991	False	False	False
GLRA2	51	-0.1205429646841392	0.39945997858347276	False	False	False
