accession	n_quant	median	mean	hits
Q5T8P6_RBM26	134	14.11308022495575	14.220319732005702	
O95081_AGFG2	134	14.35478609720645	14.583222368367087	
Q86Y46_K2C73	133	11.7003129679739	12.259587482985669	
P19013_K2C4	132	13.14140851933255	13.221471820943785	
P12035_K2C3	119	12.4906103253047	12.377397842669419	
P02776_PLF4	132	13.317738768526901	13.444481285531213	
P10720_PF4V	81	11.0749874389787	11.05746625187209	
Q14515_SPRL1	134	12.4937836638851	12.605620896810859	
Q16512_PKN1	134	13.876723283072899	14.158297533851883	
P15498_VAV	130	13.695604022600001	13.851374234408762	
O43149_ZZEF1	134	13.24428062448795	13.132606728234881	
P04424_ARLY	132	12.40677708473265	12.370155007079848	
Q9GZR7_DDX24	123	11.9003697877693	12.01821656574582	
P04264_K2C1	134	14.79548164170965	14.84655746944833	
O95678_K2C75	119	11.4974510875863	11.510129778987682	
O95340_PAPS2	93	13.0963380276882	12.958930708382235	
Q9UM07_PADI4	98	12.7152067495631	12.787712991082204	
P46783_RS10	110	12.579749759349099	12.433653636451279	
O95671_ASML	53	12.9429515029255	12.815120713932815	
Q969T9_WBP2	132	12.93122898821025	12.823954311441854	
Q8N5A5_ZGPAT	134	13.61289028034235	13.647246725219663	
P25686_DNJB2	134	14.1113206663743	14.146246342417363	
Q6L8Q7_PDE12	91	12.7203457420046	12.878441035778973	
P21333_FLNA	132	14.0811437934113	14.236187936892499	
Q99470_SDF2	121	13.589638605309	13.65474011808506	
Q8TC07_TBC15	134	14.3076102598805	14.346745371739948	
Q9NVT9_ARMC1	134	12.755795404003699	13.062348527946222	
O75936_BODG	134	14.1252804605381	14.049438326942314	
O43502_RA51C	79	11.795954832697	11.967335291856546	
Q15080_NCF4	48	13.633913934452451	13.025884412661899	
Q00536_CDK16	131	13.0177663139997	13.083971216174367	
Q9H583_HEAT1	38	12.546053261913801	12.300213384949295	
P23229_ITA6	107	12.7202723199741	12.698641877456744	
Q9Y6W3_CAN7	131	13.46212563499	13.549864989691784	
P49795_RGS19	134	12.833329451536152	12.90161508814839	
Q9BWG6_SCNM1	129	12.115611776515	11.90154269346298	
Q14624_ITIH4	128	15.52070297691265	15.645806219206648	
Q9UHG2_PCSK1	130	13.416384599738649	13.56837530721555	
Q8TEM1_PO210	119	13.587588794869	13.542517149661895	
P00505_AATM	117	12.801311943599	12.898253114906012	
Q66PJ3_AR6P4	128	11.639958841438101	11.676192770941372	
Q02790_FKBP4	134	13.6147713225365	13.621690509493574	
Q9NQT8_KI13B	97	13.003574990822	12.959867605646476	
P07360_CO8G	134	15.07447247872195	15.095028642499758	
Q9H5N1_RABE2	134	14.022465707516101	14.04759798913161	
P56937_DHB7	134	14.7747094860164	14.925390642898899	
Q14566_MCM6	111	13.6651420550334	13.873729202880966	
P28340_DPOD1	134	13.81272728593025	13.7299445544269	
Q9BUJ2_HNRL1	134	13.983819289311949	14.056035153988786	
Q15257_PTPA	134	14.1309167533433	14.112822351807436	
P14543_NID1	126	12.7832175487971	12.815628035268304	
P48163_MAOX	44	13.1701337462947	13.146624459864508	
Q13615_MTMR3	126	11.992629065866101	11.788763538021438	
Q9BW04_SARG	126	12.35157888568225	12.49091724586677	
Q9BWF3_RBM4	133	14.0064952080836	14.305998846765714	
Q96RE7_NACC1	134	13.7441030391585	13.823243643741076	
P34931_HS71L	132	12.12398170917455	12.245769966626883	
Q6PIF6_MYO7B	116	11.921881527917499	11.965498858558473	
P04818_TYSY	134	12.8416817326702	12.80405742058506	
Q6ISB3_GRHL2	125	12.2436638454262	12.365208280754938	
O75347_TBCA	128	14.02907563202755	13.99561588483825	
P30039_PBLD	134	14.6040754567829	14.665757774191928	
O75147_OBSL1	128	11.75244604869925	11.754846836765834	
P07355_ANXA2	53	12.3273862161324	12.276817194677365	
P19823_ITIH2	132	15.125694869449049	15.328407786152232	
P49792_RBP2	131	14.1470411138985	14.154913339346917	
P15880_RS2	132	13.826669995838401	13.945065110697755	
Q96SZ5_AEDO	134	11.7362426626851	11.757549352794161	
Q9BSJ8_ESYT1	120	12.66429284313265	12.869317869189203	
O94880_PHF14	134	13.5773070695674	13.577472070419212	
P12004_PCNA	117	12.846150092477	12.830773922190755	
Q9Y6G9_DC1L1	131	13.1367677398159	13.208766188580148	
Q13268_DHRS2	77	14.3309321066104	14.425523658926407	
Q7Z5K2_WAPL	100	12.982025165313601	12.878254585767934	
P01764_HV303	134	15.2525340073105	15.483333271042582	
P01767_HV306	127	13.8482508629989	13.789561037269609	
P01763_HV302	131	13.0583207146253	13.07511891204404	
P15086_CBPB1	74	12.25918630591385	11.976038740904336	
Q02241_KIF23	134	15.15511405231095	15.127189928428542	
Q13464_ROCK1	129	12.5381683660515	12.706407288488537	
Q9HBH5_RDH14	134	13.31938522825315	13.319146864072477	
Q09019_DMWD	134	14.994902677860999	15.261537824722545	
Q13033_STRN3	133	11.9898551360617	12.02481746502982	
Q92619_HMHA1	126	12.5012317572676	12.411116180596387	
Q15651_HMGN3	127	14.2817483933808	14.287863549739795	
O15031_PLXB2	130	12.24215820268955	12.224908307266164	
O75683_SURF6	124	13.37876640217345	13.222583068135041	
Q13428_TCOF	133	13.5735009043883	13.652530271055534	
P27824_CALX	126	13.1965806487869	13.256755358600222	
P11234_RALB	134	14.03777298033445	14.1486323076241	
P13674_P4HA1	122	13.4895713548828	13.391370599449743	
Q9UJU6_DBNL	134	14.4958007529474	14.506779433545722	
P36543_VATE1	132	13.50763141398615	13.636733983071023	
Q9NUV9_GIMA4	121	13.9672812022119	13.937057877746758	
Q9UQE7_SMC3	134	14.471120347564	14.60620175539319	
Q4L180_FIL1L	128	14.4721498096484	14.347261910887909	
Q8N0X7_SPG20	38	13.08241306997625	12.914044228638044	
Q96A54_ADR1	125	12.2548509038886	12.256248859263426	
Q9P2E5_CHPF2	130	12.3260431099555	12.35972672362334	
Q14738_2A5D	46	12.2563472075285	12.247859648329719	
Q9NRX1_PNO1	134	14.381342203776	14.442426781175397	
Q9UBB9_TFP11	51	12.7620640675068	12.645669544523988	
P00748_FA12	133	14.4241525107602	14.493589838915089	
P17480_UBF1	134	13.4956938213319	13.344477310678055	
Q96LZ7_RMD2	133	13.3645810310978	13.322225633292481	
Q86TU7_SETD3	131	12.9254779721458	12.991457158342987	
P09110_THIK	125	13.8210329394942	13.693850268430552	
Q14257_RCN2	54	13.39658095542255	13.219839438898552	
O00429_DNM1L	81	13.449651509062	13.441059390109404	
Q9BXD5_NPL	134	14.19775300198995	14.144130260450918	
P55212_CASP6	99	10.8899838956191	11.096386424959805	
Q96TC7_RMD3	131	11.8937938861136	11.831892197094774	
Q12774_ARHG5	132	13.07283863244105	13.132295315758846	
P62993_GRB2	129	12.4975233819401	12.529359331162047	
Q86VP1_TAXB1	134	15.6220928422695	15.49805113106149	
P67936_TPM4	128	13.54674030366795	13.39236570569735	
O43182_RHG06	134	14.2913530739558	14.30628992496167	
Q99487_PAFA2	126	14.097193972154251	14.125410306588217	
Q86XL3_ANKL2	132	12.77618362627095	12.852887651193534	
P11387_TOP1	134	14.40383247539555	14.372424746328136	
Q8NBN3_TM87A	134	12.7794282132766	12.67213825936304	
Q9BYN8_RT26	134	14.318847673093249	14.495469056407966	
Q9BWH2_FUND2	134	11.768542682002899	11.922613722513953	
Q5T0F9_C2D1B	134	12.953645548318299	13.022936063577808	
Q8IU81_I2BP1	131	12.9706400904787	13.105210555453736	
P52565_GDIR1	134	13.69954745755415	13.758085054295272	
Q9Y2W1_TR150	129	14.0628868527022	14.081515159669545	
Q96B26_EXOS8	114	12.93467391161065	12.981469454314976	
Q9Y4X5_ARI1	133	11.871718481538	11.934955805117614	
Q16831_UPP1	134	13.70687454018525	13.951958755725538	
Q9UHY7_ENOPH	120	12.05953733170335	12.050365649756028	
Q8IWS0_PHF6	134	15.1197409370087	15.428203864732199	
P49848_TAF6	125	11.928263285925	11.875482421249632	
Q7Z7G8_VP13B	132	12.1515595314869	12.178195456726744	
O15021_MAST4	127	13.3478568185177	13.240998865452758	
P15822_ZEP1	132	13.0343475673539	13.210826187058267	
Q7Z5R6_AB1IP	134	13.17722312866755	12.993182423171978	
Q96GM5_SMRD1	134	14.93306113925045	15.306057452538653	
Q9UBB4_ATX10	134	13.8693471989559	13.993675206432155	
Q9P227_RHG23	134	14.02290597342045	14.030273424265525	
Q00839_HNRPU	133	15.5261730875335	15.475285412446622	
Q96JH7_VCIP1	127	12.0009174210077	12.055587330097248	
Q96PY6_NEK1	132	11.1703895110229	11.240134473684511	
Q9UDR5_AASS	97	13.869630170011	13.924598089767857	
P18433_PTPRA	133	12.7246216438291	12.62993453290523	
Q8NHQ9_DDX55	134	13.6117048906326	13.431426254003561	
Q9BX68_HINT2	134	14.5427421321683	14.741472120798898	
P23469_PTPRE	85	13.1885002081243	13.207374425798644	
Q8WWM7_ATX2L	114	12.452341840033249	12.600918353797827	
P10645_CMGA	121	11.9088060093168	11.942096197924272	
Q9NVI7_ATD3A	117	12.2507230457029	12.201672152138501	
P14735_IDE	125	11.809674909235	11.806223522314212	
Q86YV9_HPS6	130	12.97850690581075	13.102653208796076	
Q15633_TRBP2	125	11.9070634012508	11.81504251770952	
Q9NUQ8_ABCF3	124	13.7094761005519	13.594992525750015	
P0DI83_NARR	123	11.9652048937763	12.193706259482967	
Q9NYV4_CDK12	125	14.6035939577097	14.731673207121004	
Q9NZB2_F120A	129	13.0771600714585	13.174057080300354	
O94761_RECQ4	134	13.34807174752355	13.344442086088783	
P14854_CX6B1	133	13.369130973361	13.171373492831282	
O14617_AP3D1	114	13.197054853596299	13.252653927509275	
Q96EH3_MASU1	126	13.1097068106512	13.079778062270712	
O95394_AGM1	134	14.1006264864612	14.078615843488933	
P23219_PGH1	131	13.554672780191	13.643324425314944	
P51692_STA5B	129	12.5848657957196	12.51333683151222	
P42229_STA5A	79	12.3474980963305	12.383135455788777	
Q14517_FAT1	127	12.5495346708719	12.527775698955619	
Q14149_MORC3	134	13.6079191719052	13.723839058253466	
Q14315_FLNC	72	13.10437558253345	12.730811875781717	
Q6UB35_C1TM	126	14.1180114306467	14.153712647151446	
O43896_KIF1C	134	13.54826231764225	13.545821683348194	
Q99805_TM9S2	133	13.8635185424967	13.931160478351554	
O75044_SRGP2	134	14.8314715376147	14.852118856102804	
Q6PKC3_TXD11	134	13.452951603267401	13.676837031064736	
P14151_LYAM1	134	13.9672840949698	14.189321011632286	
Q93084_AT2A3	134	13.494426158742801	13.452704327390595	
P16615_AT2A2	132	12.96857599690045	12.763627306906624	
Q13151_ROA0	119	14.01508964619	13.866246867919717	
Q9BXP5_SRRT	126	12.11938247180115	12.079165380391764	
Q9BRG1_VPS25	134	14.72926342288105	14.803491357137153	
O14578_CTRO	125	12.7513051066816	12.717241104185542	
Q8ND24_RN214	133	14.9472489103835	15.02238464292918	
P33991_MCM4	88	12.5060435458439	12.567483131803058	
Q9Y680_FKBP7	134	13.59286399388755	13.69568108908676	
Q96SB4_SRPK1	134	15.187315736073	15.375698617678271	
O94927_HAUS5	134	15.3983891626911	15.511225955674846	
Q8N9N8_EIF1A	134	14.9921678488385	15.06020778770598	
Q8WW33_GTSF1	134	13.5987589243863	13.45057007446603	
P20226_TBP	70	11.83097464778125	11.981014560477368	
Q14697_GANAB	120	12.73377328962455	13.185543375932792	
Q9BUL8_PDC10	134	14.53374874896375	14.711357210971938	
A6NL28_NA	134	13.977806820503101	14.321591418159642	
Q96EP0_RNF31	134	13.61521991979605	13.848753820758516	
Q9H2G2_SLK	133	13.5591537514018	13.625119626250516	
Q13200_PSMD2	131	12.9485285511212	12.839096888044779	
Q12797_ASPH	134	13.63604448311595	13.57995909030611	
O43824_GTPB6	134	15.11818326241675	15.201034978264678	
Q9UP95_S12A4	134	13.20584735770205	13.230463934082776	
P23246_SFPQ	132	13.3104982207433	13.424218935041393	
Q8WXF1_PSPC1	134	13.79189973081905	13.943971932301439	
Q13523_PRP4B	127	12.4846086815627	12.510597787148212	
Q9BW71_HIRP3	121	12.8787715901851	12.693219638521617	
Q9Y3X0_CCDC9	134	15.45031773255565	15.41195796346041	
Q16204_CCDC6	134	13.869112747153249	13.9102999462629	
Q96QU8_XPO6	99	10.6550239590739	10.954323915451315	
O75064_DEN4B	132	14.077380685860899	14.100020849541698	
Q3KQU3_MA7D1	134	13.462103026725298	13.530043555180534	
Q9BYT8_NEUL	102	10.75781963678055	10.878776407324713	
Q13907_IDI1	115	12.2574421451146	12.50559589707409	
P50135_HNMT	134	14.24619978921615	14.375268806585549	
Q9NR19_ACSA	133	12.5464683344773	12.639061344904116	
Q13393_PLD1	134	13.500907325074749	13.456194172960863	
O75791_GRAP2	134	14.375086179481649	14.50527619315689	
Q9UNQ0_ABCG2	126	11.9679465049342	11.95599324950046	
Q49MG5_MAP9	130	13.4824894730551	13.426384474889607	
Q8N1B4_VPS52	134	14.279165491931451	14.269349362960728	
Q7L7V1_DHX32	134	13.2915287717611	13.503597666657996	
Q8IWJ2_GCC2	134	15.1567690139726	15.296988768221507	
Q9NRD8_DUOX2	123	12.9815781970654	13.07417235030094	
P05455_LA	129	12.8043257385422	12.800810640077932	
Q9UI10_EI2BD	134	14.386590025817899	14.225648324946507	
P02647_APOA1	134	16.4522749208519	17.20043442380326	
Q8WTW3_COG1	131	14.1197278121235	14.045780745799759	
Q6WKZ4_RFIP1	128	13.4767644166172	13.418473482438268	
P33121_ACSL1	57	12.3862392950537	12.482656983527018	
Q14247_SRC8	133	13.4465362147783	13.264031925731846	
P42566_EPS15	77	12.8587041727081	12.923795653410473	
Q8WZ82_OVCA2	111	13.7290686360751	14.014668144873111	
Q3MIX3_ADCK5	134	13.0273250401741	13.208590349576893	
Q16890_TPD53	129	14.6963595787254	14.713264694147748	
Q02252_MMSA	132	13.6330560751415	13.707270279540655	
O60610_DIAP1	134	14.1058220943828	14.072721244281652	
Q5T013_HYI	88	12.81810114043695	13.011853553017971	
Q9NNW5_WDR6	133	14.5432654278665	14.44705205036474	
Q9HB40_RISC	134	14.7486670020879	14.657386680912717	
Q9HBR0_S38AA	134	15.13413269424735	15.978105975003455	
Q12912_LRMP	134	13.116796474592551	13.50380957703379	
O60732_MAGC1	134	13.085478449043901	13.121469714397584	
P14136_GFAP	134	14.32184224286615	14.450022220156375	
Q13546_RIPK1	126	14.41929164630135	14.384346425481043	
Q9Y5Z4_HEBP2	133	12.2217954658364	12.099151388880086	
O75795_UDB17	134	12.737198226887351	13.07571067551331	
Q8IX01_SUGP2	134	13.0980550848774	13.017051452242443	
P50440_GATM	129	13.5610958133442	13.48917065925066	
P17275_JUNB	123	12.4891723667392	12.267612786250508	
Q9H792_PEAK1	134	14.3564225671808	14.319284971702189	
P59998_ARPC4	134	12.5512873226955	12.663273862912668	
P27487_DPP4	123	12.2222927491421	12.181471573633505	
P08069_IGF1R	134	15.030567806158249	15.051989049829984	
Q9Y6M5_ZNT1	125	12.7140747605798	12.825881304812363	
P48634_PRC2A	134	14.2376563112568	14.305740270484383	
Q9NXH8_TOR4A	124	13.58225683372925	13.473586503173305	
Q92544_TM9S4	134	14.45107093607485	14.715924112215532	
P27448_MARK3	131	13.4355021318715	13.434496298455203	
Q7KZI7_MARK2	131	13.934703788401	13.853533755379942	
Q96BY6_DOC10	57	13.6698403841371	13.792608847790085	
O94992_HEXI1	133	12.0319399090162	12.013409023755818	
Q643R3_LPCT4	56	13.639629386508	13.504607241284411	
P49454_CENPF	131	14.071740504679	14.155007855613151	
P20592_MX2	134	13.6374067343244	13.665761985986082	
Q12864_CAD17	107	11.9158612438171	11.943943928860259	
Q8IXT5_RB12B	132	13.77279611523055	13.651264589364516	
P51572_BAP31	122	12.13577677112485	11.963092180347193	
Q8IWZ3_ANKH1	134	13.447127679788299	13.665937149190638	
Q13164_MK07	118	12.29591771397725	12.147096675911039	
P14649_MYL6B	134	14.563921310679799	14.625503722781701	
P61088_UBE2N	134	12.33971261989495	12.244225613264486	
P41252_SYIC	50	12.539873387634849	12.666139859860499	
P61158_ARP3	90	12.851253500268651	12.902516634308459	
O15427_MOT4	134	14.488533018538849	14.501707239445285	
Q96CM3_RUSD4	134	14.28398972669605	14.249885905599989	
Q12906_ILF3	134	14.6627221316608	14.653825468890787	
Q6IA69_NADE	133	13.0407889809202	13.129824054394666	
P23497_SP100	133	13.0618291971605	13.186957455232948	
Q86YM7_HOME1	134	13.678831945122251	13.744098779152326	
O75448_MED24	132	12.39687804334195	12.301496821695888	
P09874_PARP1	44	12.911192431019948	12.763133305142134	
Q8NC56_LEMD2	134	14.33913338732285	14.315822350648018	
Q96K76_UBP47	134	15.01206278750775	15.086572112748307	
Q9BXM0_PRAX	134	14.80746796932505	14.781321729130692	
P02748_CO9	134	15.715299295165298	15.778373670491156	
Q15050_RRS1	131	13.9504908491819	13.899171056808449	
Q9Y608_LRRF2	115	12.5130979728453	12.597684933175842	
Q96DV4_RM38	130	11.84170419742685	11.881482066159126	
P78356_PI42B	134	13.5040349053328	13.413157721664335	
P50851_LRBA	127	13.343474497016	13.47328144202761	
Q02218_ODO1	61	12.8637635429539	12.932193255441774	
Q9Y2G9_SBNO2	133	12.1218087053021	12.237965698234568	
Q9UJZ1_STML2	48	12.565404917695	12.678318819871318	
O95049_ZO3	132	13.9329104539156	14.140483318294095	
Q9H1E5_TMX4	133	14.216746328627	14.412990989690579	
Q7Z6P3_RAB44	123	11.6981994357944	11.932322500357076	
Q96DB5_RMD1	110	14.2176671792325	14.30297783356728	
P11233_RALA	134	13.83861218631895	13.873119771664834	
P15311_EZRI	94	12.282698635413851	12.31322694772713	
Q5T9A4_ATD3B	109	13.2219035881842	13.176327287668931	
Q9HBG6_IF122	131	14.477636551501	14.47055594308976	
Q86X02_CDR2L	134	14.71376076489005	14.792764039451452	
O94760_DDAH1	115	13.9146182691064	13.834246943850662	
Q99661_KIF2C	133	11.8581793029213	12.499684871800614	
O95674_CDS2	118	12.220235298536	12.382668530711745	
Q9H2U1_DHX36	132	14.3090139025115	14.15932920265072	
Q5MIZ7_P4R3B	134	12.9683735904321	13.132950188692542	
Q6IN85_P4R3A	134	14.3992448532493	14.432249977259067	
Q8WVK7_SKA2	130	12.7147217024087	12.601339539864885	
P34932_HSP74	124	13.04613948441865	13.129038055699485	
Q9NR28_DBLOH	129	12.4089708946498	12.511709065800739	
Q5SW79_CE170	134	14.035783890538301	14.035140951369403	
P13798_ACPH	63	13.8790500919329	13.712789983326246	
Q9H9A5_CNO10	119	13.0010008188102	12.807282540163653	
Q9H6Y2_WDR55	121	12.7718505464255	12.36547024690777	
Q03169_TNAP2	132	14.0874768982405	14.295495543567291	
Q92835_SHIP1	124	12.5304713215412	12.610511038935288	
Q8N1W1_ARG28	121	11.838766110377	11.6568471806119	
P43652_AFAM	122	14.73835635519515	14.77406262732788	
Q8NG08_HELB	122	12.5564364375224	12.453554159110771	
Q5JSH3_WDR44	134	13.73159996136665	13.848622049001229	
Q9NZI7_UBIP1	132	14.580067858544151	14.717393434949676	
Q96NA2_RILP	134	14.1495094795401	14.126796330145554	
Q9Y6G5_COMDA	128	13.84772106663075	13.701608146735802	
Q9BZI7_REN3B	130	15.0190011558838	15.194035681156157	
Q9H967_WDR76	127	13.4040560650825	13.455440892252371	
Q13098_CSN1	116	12.2425286992811	12.342169070091966	
Q9UBS8_RNF14	134	14.28357274295815	14.624447686478712	
Q9BTA9_WAC	134	13.259795814495849	13.097509979833795	
O75363_BCAS1	134	13.99271990252905	14.015232504980492	
O75334_LIPA2	132	12.5419497498167	12.48489226357223	
Q13136_LIPA1	134	13.47888534729565	13.482745214478722	
Q15334_L2GL1	134	13.867056503733	13.967628979719015	
Q12800_TFCP2	132	13.76019958029125	13.886427174091146	
Q9Y6A5_TACC3	125	12.8468470313493	12.65562711717492	
Q9UNP9_PPIE	134	13.555580429643449	13.637974247794352	
Q6ZRS2_SRCAP	134	14.250574926226701	14.21664327486056	
Q9HD89_RETN	132	13.1388304053069	13.183899132590597	
Q9H9A7_RMI1	132	12.4738372694931	12.371809421769527	
Q8TBC4_UBA3	130	13.01555988159835	13.043143784716003	
Q5TZA2_CROCC	134	13.964100728286649	14.083048845058073	
P07332_FES	121	12.7209956720473	13.029738266087648	
Q96GP6_SREC2	119	12.1212074737723	12.026773896136783	
Q86WJ1_CHD1L	133	14.3578472496163	14.482415875638518	
P27216_ANX13	134	12.6373242853126	12.631170436355639	
P98171_RHG04	129	12.7708008992352	12.95177735374549	
P57764_GSDMD	87	13.7687931875217	13.987515019234657	
Q7L5D6_GET4	134	13.5619170201749	13.674545718081257	
P42167_LAP2B	134	14.061730830575101	14.12338689969027	
Q15393_SF3B3	104	13.3466950042243	13.264950746795334	
Q86X27_RGPS2	134	12.90512915137855	13.047298651677018	
P09972_ALDOC	134	15.1371959850294	15.283208629907975	
Q9UHA2_S18L2	134	13.316538065133699	13.40986894913045	
P05165_PCCA	134	14.05749773056855	13.976688650852713	
O95757_HS74L	134	12.9809636226193	12.863135941805126	
Q9P2K5_MYEF2	119	13.4665500546477	13.514653639861644	
P60842_IF4A1	126	14.10356161207075	14.110237649503341	
Q9BX63_FANCJ	109	12.0685948682712	12.192513378034683	
P40429_RL13A	134	14.702682759383151	14.97085106137299	
P06727_APOA4	134	17.7338338344064	17.743010477289914	
Q9H3K2_GHITM	130	12.0913221747261	12.256394680986826	
Q70EL4_UBP43	126	13.0573923131513	13.277444749359388	
Q14145_KEAP1	134	13.703867345173	13.730084709249631	
Q13303_KCAB2	118	13.795263813025649	13.912918298861108	
Q8IZ07_AN13A	134	13.562552537075199	13.626388080708862	
Q9H6F5_CCD86	134	12.60391427321575	12.621721916785056	
P49354_FNTA	117	11.9621937088532	11.805096833765305	
Q9UHK6_AMACR	76	12.48292430089815	12.557973571292077	
Q9NRN7_ADPPT	133	13.6249521035982	13.42532583927325	
Q00059_TFAM	134	14.2324311334373	14.782995217064263	
P13747_HLAE	134	15.36118186710545	15.656697740935195	
Q5H9U9_DDX6L	91	12.9014035233688	12.9044450514002	
P22413_ENPP1	132	12.5531425371116	12.587583470256105	
Q9BZG1_RAB34	134	14.493184123758251	14.772504247272902	
O75962_TRIO	134	13.07631098447365	12.948657005167576	
P30084_ECHM	133	12.6854033238154	12.93218364798675	
Q9P107_GMIP	127	14.366052030019	14.381589945767557	
P35241_RADI	119	14.0105010997432	13.88592172863773	
Q14160_SCRIB	132	14.1102500142397	14.123760916717455	
P48643_TCPE	89	13.3038851356064	13.28044794519823	
P50991_TCPD	120	12.88903241782625	13.035922952405906	
Q86WU2_LDHD	64	12.277707495865101	12.265083277239787	
Q9H000_MKRN2	134	11.9722036676469	12.205493665859843	
Q13148_TADBP	134	13.394068197009549	13.459411315228785	
Q9BXJ9_NAA15	53	12.6076672302907	12.368396594318282	
Q6N069_NAA16	82	9.7137993060604	10.073162541463521	
Q9H2U2_IPYR2	129	13.4812478459723	13.45368258147983	
Q5VZE5_NAA35	123	9.3526212561873	9.506111549345135	
Q15366_PCBP2	134	14.4796564128054	14.563765422472947	
P52747_ZN143	127	13.8128771616427	13.605014523385028	
P16671_CD36	132	12.359382589947849	12.534310482041342	
Q6UX07_DHR13	69	10.7229372078301	10.760279851284867	
Q9BXB1_LGR4	125	11.938319116005	11.82725859356099	
Q9P2N5_RBM27	134	13.33911420425075	13.26662452408381	
P54577_SYYC	130	13.764780349017151	13.496241638345513	
P01034_CYTC	134	14.13205370029575	14.116011767738867	
Q96K21_ANCHR	120	12.78768485828645	12.94382971408716	
O60271_JIP4	134	13.7527619989301	13.774643357453412	
P48764_SL9A3	134	12.577489470667949	12.50642068676755	
P11047_LAMC1	129	13.2763416241658	13.403531678683587	
Q9Y3D9_RT23	131	12.3423035856404	12.316119240247987	
O96000_NDUBA	125	12.8208907232433	13.155903915690352	
O14908_GIPC1	134	14.7726614047149	14.76023970767011	
Q9NZT1_CALL5	126	12.18754246612305	12.437397509073667	
Q8NF50_DOCK8	134	14.53519342821565	14.629797815902577	
O14727_APAF	97	13.2113399965207	13.232506016555966	
P78560_CRADD	76	13.00281634771455	12.892742065472266	
Q96S66_CLCC1	124	12.01990269316115	12.009072158774705	
Q9Y2H6_FND3A	133	12.3915425754028	12.446327240678707	
O75937_DNJC8	120	11.7925252280249	11.881817371217238	
Q13415_ORC1	130	11.228310407619901	11.26797219426697	
Q9NTK5_OLA1	134	13.428002455088599	13.528222794672345	
O95163_ELP1	131	13.4716484106277	13.454862071354999	
O43818_U3IP2	134	14.02872222677515	14.108896914773833	
P32754_HPPD	134	13.319072111303	13.212945520212159	
P42892_ECE1	74	13.4276806754369	13.529265413820553	
P11169_GTR3	134	12.750821950334199	12.918450672234632	
Q96Q06_PLIN4	120	13.07338933252505	13.159478174054652	
O43929_ORC4	134	13.457351981048049	13.542208036064556	
P21589_5NTD	134	14.671612894353501	14.806522570246926	
P25788_PSA3	134	12.7954992905958	12.845198086165073	
P05937_CALB1	115	12.2545281906592	12.278595464618261	
Q5VZK9_CARL1	134	13.3587276815294	13.297829793549274	
O75828_CBR3	134	14.020293438497749	14.394603511805474	
P05166_PCCB	107	13.095704079028	13.053139115483308	
P51884_LUM	134	14.098213294926499	14.126383624303461	
O95470_SGPL1	133	14.0926083540976	13.940014625651095	
Q6UUV7_CRTC3	133	13.4533088886685	13.598654488682424	
Q9P0N9_TBCD7	134	13.64694293425815	13.779493696994745	
O14545_TRAD1	130	13.688863493283499	14.002541027386297	
Q9UGJ0_AAKG2	134	13.81322919370325	13.811572747773829	
Q8TD43_TRPM4	125	11.8451998979239	11.759832647374697	
P55786_PSA	132	14.320550686996551	14.358054932839773	
Q8TEQ8_PIGO	120	12.1472075609239	12.179028267715841	
Q9BZR8_B2L14	134	14.585115696458299	14.766996190842713	
O15085_ARHGB	134	12.06360977400555	11.958794708363458	
Q9Y2J8_PADI2	124	13.7743276384402	13.916236409700895	
Q6ZRP7_QSOX2	132	13.3746166082245	13.440157441468582	
Q92608_DOCK2	129	13.7285156094709	13.654080185949303	
Q9P2T1_GMPR2	132	13.26917753011015	13.215150492384423	
P13196_HEM1	134	14.32855312763795	14.427479709375998	
Q9NRD5_PICK1	132	11.5354309987619	11.620731934529939	
P61457_PHS	134	13.54394729495605	13.843830593019659	
Q13363_CTBP1	130	12.265195177832751	12.254969641403594	
Q96FW1_OTUB1	132	14.68491630096165	14.719382617349556	
Q9H479_FN3K	134	14.10399198472465	14.03794569705673	
P25325_THTM	132	12.8600461732489	12.854155819769215	
Q5TBA9_FRY	134	14.8596608145233	14.829629665321058	
Q9BQ24_ZFY21	134	11.85658113189	12.001344367301579	
Q13620_CUL4B	42	13.64857237834125	13.529539347037016	
Q9BPW9_DHRS9	132	13.468093507705351	13.530068561217552	
P98082_DAB2	134	14.46012120719925	14.458310847228393	
Q96CD2_COAC	134	14.5363438413333	14.593809192144002	
P84103_SRSF3	128	13.346339318013449	13.411575609321677	
Q9Y4E5_ZN451	134	15.355102021989001	15.466900745785404	
O75191_XYLB	132	12.5104754742743	12.498899936275986	
Q15738_NSDHL	133	13.4905697083537	13.541813328841537	
Q9UIG0_BAZ1B	126	12.4539949364237	12.458271743506224	
O95864_FADS2	134	12.5139631093943	12.562301073890579	
Q00341_VIGLN	128	14.399996681178099	14.429751534510057	
Q9H3P7_GCP60	65	12.668322345138	12.97288534234031	
Q9UIJ7_KAD3	77	12.9743833844504	12.849805438313766	
P50570_DYN2	104	12.2264024999125	12.663611491037498	
Q8N8Y2_VA0D2	132	12.36979837970975	12.517820285293052	
Q7Z2K6_ERMP1	130	12.48852368723335	12.503441013972806	
Q15029_U5S1	110	13.55996041565935	13.53801720139224	
Q16656_NRF1	134	14.174072412463602	14.331773388782192	
Q9NRG7_D39U1	62	12.53826615579555	12.996703463198257	
P02760_AMBP	134	15.54111838630565	15.781804105194933	
