gene	k_cohorts	meta_Z	meta_p	k_edge	mean_edge	in_IFN	in_MHC	in_TJ	in_family	obs_logFC_high_minus_low	obs_p
FIS1	2	-0.4625051832978226	0.6437190861489294	2	-0.006999999999999999	False	False	False	False	0.00856519803492273	0.9805135061260614
FKBP2	2	0.14795660926324095	0.8823770120528889	2	0.048999999999999995	False	False	False	False	-0.17362896251229795	0.6008343120099116
FLNA	2	0.19329246426940122	0.8467299276874916	2	0.013	False	False	False	False	-0.8254000013960611	0.26324939354669324
FOLR1	2	1.353778644222381	0.17580700890135637	2	0.05650000000000001	False	False	False	False	0.4980714447219372	0.5579950367515545
FOS	4	0.23663513820825507	0.8129398579290257	4	0.03475000000000001	False	False	False	False	0.49090804084349077	0.27707437546085856
FOSB	4	1.6153517000078705	0.1062345535810079	4	0.028500000000000004	False	False	False	False	0.23674947474259406	0.640304893673603
FUS	3	1.1565199023998631	0.24746856363032932	3	-0.01833333333333333	False	False	False	False	0.2793309926897921	0.4719244950888597
FXYD3	4	1.8398122829587467	0.06579580149754806	4	0.086	False	False	False	False	-0.08276528848538413	0.9278379735154675
FXYD5	4	1.8784489831643327	0.06031976996176413	4	-0.06075	False	False	False	False	-1.5277020883953216	0.037943543062281
FZD5	4	-0.5454487668222835	0.5854449079481193	4	0.03075	False	False	True	True	0.6973542937487852	0.10597164333874584
GADD45B	3	-0.26663296845664275	0.7897517691296745	3	0.010333333333333333	False	False	False	False	-0.26601220611972515	0.5929744939802839
GBP2	4	-0.7128209506493751	0.4759565596480819	4	-0.012750000000000001	True	False	False	True	-2.40833174256529	0.0002832617816665991
GBP4	4	-1.3878175858656303	0.16519259840703626	4	-0.0005000000000000002	True	False	False	True	-2.212886585826224	0.0002887886996187767
GCH1	4	-2.1954917246004055	0.02812834387211374	4	-0.005	True	False	False	True	0.25712111555533956	0.6005867637260127
GDF15	2	-0.9089060410163536	0.3633997247354389	2	0.009999999999999998	False	False	False	False	1.8140743843109337	0.03070670615486425
GLUL	4	0.01640960977400152	0.9869076132912056	4	-0.02175	False	False	False	False	0.8167471156447544	0.1461393122481861
GMPR	4	-2.2363300511270165	0.02533015936328539	4	-0.005	True	False	False	True	0.177560409551024	0.7533884508184401
GNAS	2	0.24569877467456303	0.8059154207959668	2	0.023	False	False	False	False	0.26432518853447534	0.5664619919270868
GPRC5A	4	1.630585708294124	0.10297776680971263	4	0.134	False	False	False	False	0.030605452797918913	0.970767643134319
GRHL2	4	-1.020385930352077	0.3075454639351648	4	0.006499999999999999	False	False	True	True	0.9534300118613415	0.035926185528056986
GRN	3	-0.1197532045919021	0.9046786524068277	3	0.0026666666666666666	False	False	False	False	0.03478980661172837	0.9174432757954626
GSN	2	-2.4042098355269257	0.016207467164020783	2	-0.009	False	False	False	False	0.30020833678681585	0.5848353787709875
GZMA	3	-0.5560561857319005	0.5781724459236006	3	-0.009666666666666665	True	False	False	True	-2.16544640405523	0.00024736333046867473
H1F0	2	0.46704468715575426	0.6404679067331155	2	0.004999999999999999	False	False	False	False	0.6810138071389529	0.11279488246155805
H2AFJ	2	-0.4688251747382611	0.6391946038193661	2	0.001	False	False	False	False	-1.2887474142517934	0.021469309589821906
H2AFV	2	1.5613602582207236	0.11843877324125612	2	-0.08850000000000001	False	False	False	False	0.31407078133978844	0.4910447983117653
H2AFZ	4	2.262463160213543	0.02366880246396769	4	-0.0675	False	False	False	False	-0.12029687346464539	0.7805498875261428
HCLS1	4	-1.7293323103581735	0.08374963707743223	4	-0.0205	False	False	True	True	-1.396977642689427	0.03727641590975226
HEBP2	2	-1.0929473961482832	0.27441689673664205	2	0.004	False	False	False	False	-0.05548289087363434	0.8838329526576195
HELZ2	4	-1.5772467562674022	0.11473875833322564	4	0.00925	True	False	False	True	0.09071160703184998	0.7991714765654089
HERC6	3	-2.2754808889047182	0.02287709784542844	3	0.0013333333333333333	True	False	False	True	-0.3619035753988878	0.42971942348380693
HERPUD1	3	-0.4373714567144706	0.6618419808925746	3	0.005333333333333332	False	False	False	False	0.26471579208243956	0.39049583744469796
HES1	3	-1.3220620184152376	0.18614750005569158	3	0.011000000000000001	False	False	False	False	-0.1378224271617702	0.7729977099105046
HIF1A	4	-0.585964821339433	0.5578991553252656	4	-0.01075	True	False	False	True	-0.3205202525829406	0.46974793383176805
HIGD2A	2	0.0607435517201707	0.9515634464411168	2	-0.010499999999999999	False	False	False	False	-0.13153652784571604	0.7041526412980202
HIST1H1C	2	0.0013625645532041148	0.9989128311163042	2	0.0295	False	False	False	False	0.1874113168580048	0.7234128708821488
HIST1H2AC	2	-0.016184283420576987	0.987087373836436	2	0.0325	False	False	False	False	-0.042366601508646164	0.9252998188740782
HIST1H4C	2	1.1947189873676527	0.2321968414411607	2	-0.013999999999999999	False	False	False	False	0.184101352994366	0.7271571652174125
HLA-A	4	2.1883711444725207	0.028642578408445623	4	-0.007000000000000001	True	True	False	True	-0.796654234194001	0.18396639335191106
HLA-B	4	2.78688707769431	0.005321701966489892	4	-0.04925	True	True	False	True	-1.440833221938302	0.016463487239968433
HLA-C	4	2.622404698372455	0.00873116831698466	4	-0.027499999999999997	True	True	False	True	-1.018816056323523	0.055209406557254995
HLA-DMA	4	0.7440570103751003	0.45684198568155165	4	-0.013500000000000002	True	False	False	True	-0.7227389188146907	0.23664343022672543
HLA-DPA1	3	1.7681145304889894	0.07704175875744546	3	-0.055999999999999994	False	False	False	False	-1.2618331975134327	0.1165476388122244
HLA-DPB1	3	1.3565246024688247	0.1749323129603262	3	-0.05266666666666667	False	False	False	False	-0.8008509193135307	0.2715123374901065
HLA-DQA1	4	0.48330938622154995	0.6288760764577547	4	-0.03250000000000001	True	False	False	True	-1.8996916424038137	0.02044403106293506
HLA-DQB1	3	1.126151600823156	0.2601013557164943	3	-0.03766666666666666	False	False	False	False	-1.1506446872748728	0.16148413974758133
HLA-DRA	4	0.8981678950545211	0.3690960466235269	4	-0.023	False	False	False	False	-1.0302524783986442	0.17601126496720554
HLA-DRB1	4	1.9132768825627895	0.05571261558327293	4	-0.046000000000000006	True	False	False	True	-1.752231291773491	0.05076601791250192
HLA-E	4	2.0630712517226146	0.03910585906881147	4	-0.021500000000000002	False	True	False	True	-0.9614260429106554	0.02178330009808702
HLA-F	4	-0.16133982245660156	0.8718257603000432	4	0.0004999999999999996	False	True	False	True	-1.5641451716322479	0.03753767760470586
HLA-G	3	-1.470669575387026	0.1413804980125086	3	0.0003333333333333333	True	True	False	True	-0.6522598487925441	0.41250616949186714
HMGA1	2	1.8674637695882021	0.061836851747698054	2	-0.0995	False	False	False	False	-1.3661192072765376	0.007330204841471164
HMGB2	3	1.001738860925852	0.3164697326181256	3	-0.079	False	False	False	False	0.041551686659389436	0.9440174719450228
HMGB3	3	0.4132152872294209	0.6794488887754275	3	0.09866666666666667	False	False	False	False	1.5452102013152862	0.024143443028412176
HMGN2	3	0.34841693533279566	0.7275270858185682	3	-0.04666666666666667	False	False	False	False	0.5094085826416008	0.32682488197348925
HMGN3	4	0.14326944500117078	0.8860773862140408	4	0.014750000000000003	False	False	False	False	0.5647832378445246	0.19911054904120307
HN1	2	0.7184236003795336	0.4724961394003512	2	-0.013500000000000002	False	False	False	False	0.28564456905102464	0.34724619050001526
HNRNPU	2	0.9446308561176207	0.3448473683042812	2	-0.0385	False	False	False	False	0.1695428575190297	0.6770343578292697
HOPX	4	1.7931100849297903	0.07295532339105966	4	0.07525000000000001	False	False	False	False	1.3642953091847307	0.14971502283360014
HPGD	2	-0.16726166741463164	0.8671641641689701	2	-0.0155	False	False	False	False	0.9127005555751687	0.36877584415570885
HSBP1	2	1.0486280939759252	0.29434932045974616	2	0.17	False	False	False	False	0.3026333252504688	0.43848353632745624
HSP90B1	4	0.6662660840119321	0.5052410399240401	4	0.052500000000000005	False	False	False	False	-0.1418366257784695	0.6654692615411819
HSPA1A	4	0.01039398583144846	0.9917069485033746	4	-0.020249999999999997	False	False	False	False	-0.2707004201723144	0.6787499603781079
HSPA1B	3	-0.6575677728028453	0.5108159085873735	3	0.006333333333333334	False	False	False	False	-0.6732580618655749	0.24903391913007164
HSPA4	4	-0.3929273127120135	0.6943731680671045	4	-0.0135	False	False	True	True	-0.4566008655517187	0.24621881123085865
HSPA5	4	-0.7713082066055479	0.44052426918704335	4	0.006	False	False	False	False	-0.17555414229217906	0.5938478660412445
HSPB1	2	1.0604481240222974	0.2889407785337865	2	0.0025000000000000005	False	False	False	False	0.27256826463354145	0.49469338200436114
HSPD1	3	1.9678046894421182	0.0490905144218467	3	-0.041666666666666664	False	False	False	False	-0.3108818984515946	0.3359042413130611
HSPH1	4	-0.4293024843803134	0.6677031090835288	4	-0.02525	False	False	False	False	0.10240043637645163	0.8099451737219521
ICAM1	4	-0.12083943752403847	0.9038182123431853	4	0.031	True	False	False	True	-0.0370701879458081	0.9571254218136779
ID1	4	-0.207594197552477	0.8355458353531857	4	0.047	False	False	False	False	-0.6297967920259222	0.39643662620042286
ID2	2	1.4694686257121896	0.14170572555087796	2	-0.028500000000000004	False	False	False	False	-0.16013756781099037	0.7998732923956283
IDO1	2	-1.2193102253739563	0.22272646905049198	2	0.0045000000000000005	True	False	False	True	-1.1774345244870181	0.058519040427586475
IER2	4	0.30735416948947597	0.7585738083538542	4	0.0405	False	False	False	False	0.46886584027987943	0.200198159255716
IER3	4	-1.261063059837185	0.20728612835562743	4	0.00925	False	False	False	False	-0.06875956373917218	0.8993297447690395
IFI27	4	0.975196644865513	0.32946272609407945	4	0.008	True	False	False	True	-1.5818843921089267	0.18194334747575924
IFI30	3	-1.7255040218314093	0.08443667962385869	3	-0.007333333333333333	True	False	False	True	-0.3636101436216406	0.3247540360069629
IFI35	4	-0.12201875990881444	0.9028841610265562	4	-0.014750000000000001	True	False	False	True	-0.9839841407574751	0.008268671201673052
IFI44	4	-1.5869137536339828	0.11253217948392055	4	-0.0035	True	False	False	True	-0.7472379025304647	0.14652772711020254
IFI44L	4	-1.9665024780187714	0.04924059636494148	4	-0.00775	True	False	False	True	-1.57749151288452	0.018218620449116263
IFI6	3	-0.30948492043737325	0.7569526812610889	3	0.010666666666666666	False	False	False	False	-1.2658442988087477	0.09463723883313391
IFIH1	4	-3.2126040349202687	0.001315374995607197	4	0.00025	True	False	False	True	-0.6585366431601817	0.10773318858900258
IFIT1	4	-1.908964246243039	0.056266704109266714	4	-0.00125	True	False	False	True	-0.8714309295875473	0.08511701837608086
IFIT2	3	-1.6815779591414246	0.092650707546698	3	0.0023333333333333335	True	False	False	True	-0.5577429950880229	0.18882756805681153
IFIT3	4	-2.2043359420069417	0.027500727034965047	4	0.0005	True	False	False	True	-0.5871910181649701	0.25240469450859043
IFITM1	4	-0.9408368758481309	0.34678846026416077	4	0.0007500000000000002	True	False	False	True	-2.2872101485657437	0.011809031979921995
IFITM2	4	0.34665745218856603	0.7288486784936283	4	-0.0245	True	False	False	True	-0.6455507555160451	0.3133172582545173
IFITM3	4	0.593107211783267	0.5531094043601252	4	-0.0365	True	False	False	True	-1.016804622584023	0.07032545483763851
IFNAR2	4	-2.501564056881929	0.012364607213789474	4	0.0005	True	False	False	True	-0.059584948327142624	0.8833459843366013
IGFBP2	2	-0.06480903200941736	0.948326050067566	2	0.14049999999999999	False	False	False	False	1.6897099838474237	0.0949621168639493
IGHA1	2	-1.692606905624901	0.09053031574884556	2	-0.021	False	False	False	False	-2.1222487906540763	0.03010878136375038
IGKC	3	-0.13671282244523794	0.8912577938562026	3	-0.014333333333333332	False	False	False	False	-3.545610884908448	0.00021122006871484263
IGLC2	2	-2.6138920868297966	0.008951730546607214	2	-0.0005	False	False	False	False	-2.311398576757506	0.004332144144100038
IKBKB	4	-1.495409520074674	0.13480759748877497	4	0.0034999999999999996	False	False	True	True	0.20187333454818296	0.6372805547360643
IL15	3	-1.9931303351466834	0.04624717702530872	3	0.0013333333333333333	True	False	False	True	-0.4998935708909294	0.2187874510894511
IL15RA	3	-1.2986040812432196	0.19407983664734307	3	0.0	True	False	False	True	-1.5194178038792683	0.0007000307952212709
IL32	3	-0.37347455911333255	0.7087952766903226	3	-0.005999999999999999	False	False	False	False	-1.7913106589785535	0.03982576798878192
IL4R	4	-1.0667784386955284	0.2860718971078774	4	-0.006	True	False	False	True	-0.9826496738490028	0.07763337058200336
IL6	3	-1.6188667993421935	0.10547592570130408	3	-0.004666666666666667	True	False	False	True	-1.4425351629677157	0.02045208071028963
IL7	2	-1.5206026260538221	0.1283595874244415	2	0.001	True	False	False	True	-0.6144281959975795	0.14260416744500715
ILDR1	3	-1.442525728076426	0.14915411891950062	3	0.005333333333333333	False	False	True	True	0.6622784635009045	0.07156049169141479
IRF1	4	-0.060781684569332015	0.9515330769448375	4	0.0027500000000000003	True	True	False	True	-0.5900566686800635	0.1968255849637425
IRF2	4	-1.38270352632268	0.1667557902194018	4	0.007	True	False	False	True	-0.03696795679371061	0.9211560211025666
IRF5	2	-1.2493337232252044	0.21154303838395905	2	0.002	True	False	False	True	-0.1720922055244669	0.6998135182952742
IRF7	4	-2.271747448378365	0.023101768563598864	4	0.003	True	False	False	True	0.20451334183428854	0.6081144645676778
IRF8	2	-0.5771205830918401	0.5638580007085705	2	-0.009000000000000001	True	False	False	True	-1.1079928532750853	0.03976592479759162
IRF9	4	-1.7321323987582744	0.0832499918383234	4	0.003	True	False	False	True	-0.7836575421964785	0.08990473702664928
ISG15	4	-0.992032270473687	0.3211817837148243	4	-0.00375	True	False	False	True	-1.1452572032553898	0.07228293812036432
ISG20	4	-0.2252012315784745	0.8218227313962138	4	0.0	True	False	False	True	-0.278262124665314	0.5226278690233453
ISOC1	4	-1.2590687422925844	0.2080055034388334	4	-0.0009999999999999996	True	False	False	True	0.35096366054802264	0.3146995527074568
ITGB1	4	-0.14393069018876903	0.8855552007367677	4	0.01325	False	False	True	True	-0.6348062088630197	0.2139493905638904
ITM2B	2	1.283974449912138	0.19915089544026598	2	0.0465	False	False	False	False	-0.0322623207167987	0.9444156829450591
JAK2	3	-1.3990322088187337	0.16180332468541436	3	0.0023333333333333335	True	False	False	True	-0.7747752159106034	0.023622000361485696
JUN	4	1.379587433486984	0.16771370881011782	4	0.050749999999999997	False	False	True	True	0.47132728391114287	0.20705487266628766
JUNB	4	1.6822341764362412	0.092523439349856	4	-0.012499999999999999	False	False	False	False	-0.12018232503854383	0.7583906353590265
JUND	3	0.815513404889761	0.41477849467927363	3	0.03233333333333333	False	False	False	False	0.6819564517357383	0.22548160983734614
KDELR2	2	0.184001228282956	0.8540124913444899	2	-0.019	False	False	False	False	0.00776992723682882	0.9814912171234106
KLF6	4	1.5473947108626005	0.12176809586317024	4	0.010500000000000002	False	False	False	False	-0.07928272949697426	0.8810489804810892
KRT10	3	-0.15729443094457793	0.8750128090897841	3	-0.0006666666666666666	False	False	False	False	0.45317538935727136	0.22736466970134137
KRT18	3	1.152893188465056	0.248954228228778	3	0.09133333333333334	False	False	False	False	0.4871675278956965	0.4775527304124721
KRT19	4	-0.5756486638760445	0.5648526810167186	4	0.013000000000000001	False	False	False	False	-0.04523055938896475	0.9599717510187665
KRT7	4	1.7139292039385674	0.08654172879696154	4	0.06225	False	False	False	False	0.1814906507670268	0.841501627602042
KRT8	3	1.0361824587514927	0.30011702862519984	3	0.08866666666666667	False	False	False	False	0.22551716301256494	0.7373808426722327
KRTCAP2	2	-0.22682528270581565	0.8205596032872923	2	-0.0085	False	False	False	False	-0.11528813770138595	0.7151011882079675
KTN1	3	-0.5529577369599232	0.5802923502855106	3	0.024000000000000004	False	False	False	False	0.24385199624254894	0.4853029728967385
LAGE3	2	1.1332509670847009	0.25710887638074953	2	-0.047	False	False	False	False	0.1254897745503296	0.7544822593428211
LAMP3	4	-0.38350607619903404	0.7013445658688827	4	0.018750000000000003	True	False	False	True	0.5308694936466886	0.3533161711045095
LAMTOR4	2	-0.8519122755530276	0.3942627830752162	2	-0.003	False	False	False	False	0.05574255599641168	0.8574197641093542
LAP3	4	-0.5681517555441975	0.5699319271909371	4	-0.00725	True	False	False	True	-0.8531500581747223	0.017303175266933014
LAPTM4A	3	0.31982528458889176	0.7491007792035815	3	-0.04966666666666667	False	False	False	False	0.04363560152158394	0.9107631072041408
LAPTM4B	3	0.4224864225124186	0.6726700090004079	3	0.075	False	False	False	False	1.2567438645982005	0.019140705812124077
LATS2	4	-2.592198450671935	0.009536474342893488	4	0.009000000000000001	True	False	False	True	-0.9263736099805432	0.0601647487179844
LCN2	3	0.5334306458169279	0.5937355082279243	3	0.03866666666666667	False	False	False	False	-1.6167985004274419	0.09286310288926959
LCP2	3	0.16573241584011836	0.8683675346681171	3	-0.025333333333333336	True	False	False	True	-1.674222701273903	0.004387682335731337
LDHA	3	1.3267472852075406	0.18459229352137252	3	-0.030333333333333337	False	False	False	False	-0.7219406368483066	0.08207061670910026
LDHB	4	1.7006526161711575	0.08900823769867082	4	-0.0165	False	False	False	False	-0.9852026928743607	0.042642504024563786
LGALS1	4	2.008876636280113	0.044550218246141006	4	-0.12075	False	False	False	False	-1.2301974916254967	0.08679576708553993
LGALS3	4	0.9715798856057142	0.33125959320412257	4	-0.005750000000000002	False	False	False	False	-0.48409659083536477	0.4745394289577305
LGALS3BP	4	1.2680287310715574	0.20478769051524914	4	0.05	True	False	False	True	0.9808489181379849	0.08430820983421415
LLGL1	2	-1.483810597292784	0.13785917491819308	2	-0.0015	False	False	True	True	-0.22521101529569668	0.5432741516605918
LLGL2	4	0.15614636554368905	0.8759176521339921	4	0.0485	False	False	True	True	0.7364613450741726	0.11117434340686434
LMAN2	2	0.7007654623647663	0.4834493952732919	2	0.051500000000000004	False	False	False	False	0.015047640146531965	0.9594888412760688
LMNA	4	0.591044966532674	0.5544902924027162	4	-0.0455	False	False	False	False	-0.057262190033792994	0.9066550600498039
LMO7	3	1.2023795916129865	0.2292164925271425	3	0.08966666666666667	False	False	False	False	0.04638629932819654	0.9460967484252151
LPAR6	2	-1.2805800451511204	0.2003412127333022	2	0.001	True	False	False	True	-0.6578542776103072	0.17032119925458927
LPCAT1	3	1.4336678193015653	0.15166707977314434	3	0.06666666666666667	False	False	False	False	1.4620261520816378	0.030064300027371125
LRRFIP1	2	0.15545998624909618	0.8764586967234506	2	0.006	False	False	False	False	-0.19185715905774273	0.6862847246326087
LSM5	2	0.8277396750352621	0.4078179448804289	2	-0.041	False	False	False	False	0.1414219496377232	0.6425777714404222
LSR	4	0.406855463570116	0.6841141479560449	4	0.0625	False	False	True	True	0.23915268193812322	0.6252848898605621
LY6E	4	1.0022578254230416	0.31621908606742954	4	0.015250000000000001	True	False	False	True	-0.6191409057470492	0.19133700808954174
LYSMD2	4	-2.117004089846741	0.03425950069000814	4	-0.00025	True	False	False	True	0.050013802397935604	0.9001778938035354
LYZ	2	-2.569913896854673	0.010172379464502158	2	0.0035	False	False	False	False	-0.4201693606068487	0.6206902476706513
MAGI1	4	-0.34448342681634014	0.730482757699713	4	0.030250000000000003	False	False	True	True	0.681646153753226	0.11816195193335155
MAL2	3	1.086417569597909	0.27729429183330845	3	0.027666666666666662	False	False	False	False	1.2516186028974745	0.09786968663769398
MALAT1	2	2.373207720720075	0.017634343532824052	2	0.041499999999999995	False	False	False	False	0.6575506114629381	0.05869413072670899
MALL	2	0.9926278160353769	0.3208913640242673	2	0.0945	False	False	False	False	1.2494452330847476	0.095355131581679
MANF	2	-0.9134289659111288	0.36101697712937686	2	0.007	False	False	False	False	-0.008598535470918729	0.9725250894133862
MAP1LC3B	2	0.2281059256631565	0.8195638935136136	2	-0.0024999999999999996	False	False	False	False	-0.28120215524428643	0.4855915494522949
MAP2K7	4	-1.6454219905389855	0.09988281770511044	4	-0.0045	False	False	True	True	0.4343570269848494	0.19478939186308178
MAP3K1	4	-2.811121578658415	0.004936912699613135	4	-0.00075	False	False	True	True	0.20719347686481893	0.5832707475006674
MAP3K5	4	-2.1682677423102024	0.030138321259761385	4	0.001	False	False	True	True	0.1203083704533166	0.7949281177458043
MAPK10	3	-0.40632490627640316	0.6845038875467685	3	0.012333333333333335	False	False	True	True	-0.061725311504547124	0.915825218563806
MAPK8	4	-1.7662831232777527	0.07734836153186951	4	0.0	False	False	True	True	0.3883584308090017	0.31373105430051945
MAPK9	4	-2.954220942235817	0.0031345950116875207	4	0.0015	False	False	True	True	0.34028128380198935	0.39895302699277624
MARCKSL1	3	1.6022294309723595	0.10910488417798779	3	-0.012666666666666665	False	False	False	False	0.561557556282998	0.32790820444020413
MARVELD2	4	-1.1248494971529976	0.2606528157496325	4	0.0225	False	False	True	True	0.7449924487228281	0.055687478631840044
MARVELD3	4	0.11104048531368668	0.9115842425867098	4	0.07825000000000001	False	False	True	True	0.5235397287065852	0.20758582931321337
MCL1	4	0.5246552007686236	0.59982290551324	4	0.0032499999999999994	False	False	False	False	-0.06394055393898677	0.8620284285755292
MDK	3	0.780971232618856	0.43481941445730965	3	0.011999999999999999	False	False	False	False	1.0281433709879944	0.08395236570667738
METTL7B	3	-2.046179072117089	0.040738755581655704	3	0.004	True	False	False	True	0.2676006693878675	0.5976075383709608
MGST1	4	2.382261577963021	0.01720667019662823	4	0.07775	False	False	False	False	-0.1827009026118325	0.8046881376150808
MGST3	3	-0.13982728081167625	0.8887964580694887	3	-0.006333333333333334	False	False	False	False	-0.17729402233088845	0.6579442840979315
MICALL2	4	-1.4194163125915495	0.15577767938373804	4	0.011	False	False	True	True	0.4939541035377857	0.2818374668971255
MORF4L1	2	0.25483513077807785	0.7988504403842218	2	-0.020999999999999998	False	False	False	False	-0.06525430440917024	0.8813647531397012
MOV10	4	-2.914530058823189	0.0035622450223360886	4	0.0015	True	False	False	True	-0.23384501569468605	0.5138878447031882
MPDZ	4	-1.76421082686982	0.07769649057744708	4	0.00475	False	False	True	True	-0.08891743857094374	0.87428982786833
MPP7	4	-1.6684148149517353	0.09523340932544767	4	0.004	False	False	True	True	0.568034175530845	0.3025018973896161
MRPL14	3	0.5183511900362309	0.6042132632178497	3	0.011666666666666667	False	False	False	False	0.2918050626989069	0.43316847820038795
MRPL33	2	0.5645052050183197	0.5724103588300727	2	0.013500000000000002	False	False	False	False	0.09880015232722777	0.798345441222486
MSN	4	0.43798180881888504	0.6613994703769173	4	0.005749999999999998	False	False	True	True	-0.6727951624652986	0.2891486494087864
MT-ATP6	2	4.2090120905723625	2.5648966526762734e-05	2	0.005999999999999998	False	False	False	False	0.8601549002237014	0.06418371779983001
MT-CO1	2	4.552201960200199	5.3087336525663205e-06	2	0.0225	False	False	False	False	0.6187621772429645	0.17435232285986912
MT-CO2	2	3.6952354394405287	0.00021968312359542941	2	0.028000000000000004	False	False	False	False	0.580174572569767	0.1367989343043026
MT-CO3	2	4.3336067177033915	1.4668612333150999e-05	2	0.0	False	False	False	False	0.806710203543042	0.04509616054747859
MT-CYB	2	4.590331236800606	4.425431497600597e-06	2	0.013499999999999998	False	False	False	False	0.808586296234752	0.05074853431733253
MT-ND1	3	5.12830792865943	2.923579667692505e-07	3	0.06366666666666666	False	False	False	False	0.9474813195106101	0.04120347731521715
MT-ND2	2	4.719342844327543	2.366077564127302e-06	2	0.014000000000000005	False	False	False	False	0.7663388252837908	0.07309869520154351
MT-ND3	2	3.9377177810885864	8.226026238823254e-05	2	0.019000000000000003	False	False	False	False	0.23439144815837548	0.6239171359878558
MT-ND4	2	5.600208525536103	2.1409410880806535e-08	2	0.004499999999999997	False	False	False	False	0.6779626180918927	0.1225675974719138
MT-ND4L	4	1.9327864860892636	0.0532625057859266	4	0.035	False	False	False	False	-0.1576841594169283	0.8035690324469651
MT-ND5	4	3.698076016259202	0.00021723983837379366	4	0.052500000000000005	False	False	False	False	0.4748261786613568	0.2774564152389934
MT1E	3	0.08514371369542255	0.932147137957225	3	-0.04566666666666666	False	False	False	False	-0.814855169262784	0.42628007224927345
MT1X	3	-0.7652744033526592	0.44410816274325593	3	-0.023000000000000003	False	False	False	False	-1.3906091349011747	0.06590372446986358
MT2A	4	-1.186672975032429	0.23535663887082714	4	-0.037750000000000006	True	False	False	True	-1.0940797565152254	0.15449903700604659
MTCH1	2	0.3289741489022641	0.742175227678471	2	-0.0365	False	False	False	False	-0.16321112637181526	0.7039765548556032
MTDH	2	-0.9716670666324876	0.3312162057951995	2	0.0024999999999999996	False	False	False	False	0.3525979367244802	0.2958002051940356
MTHFD2	4	0.12675789512810054	0.8991320216643902	4	-0.02325	True	False	False	True	-0.9414118632110975	0.06794609279837227
MTRNR2L12	3	-0.10797809701914232	0.9140130666576747	3	0.03266666666666667	False	False	False	False	-0.8487145397916963	0.3688932444056381
MUC1	4	2.72371103861446	0.006455295858539599	4	0.0955	False	False	False	False	0.24116432268607485	0.7523214312289022
MVB12A	4	-0.8964034702368164	0.37003731458157885	4	-0.0155	True	False	False	True	-0.017145432222466502	0.9533617022152328
MVP	4	0.8669000990865586	0.38599674923410243	4	0.012249999999999999	True	False	False	True	-0.2757754025331842	0.6064426752615482
MX1	4	-1.43076732051412	0.15249691190448286	4	-0.00275	True	False	False	True	-1.1270246248772118	0.061045129919872855
MX2	4	-1.2624107601851065	0.20680101933520756	4	0.006750000000000001	True	False	False	True	-0.6967580205849745	0.24067036672377873
MYD88	4	-2.4933374953225744	0.012654849672692117	4	0.00075	True	False	False	True	-0.4635060914049167	0.20376553797756117
MYDGF	2	-0.370848382693161	0.7107504625841875	2	0.0115	False	False	False	False	-0.0640302561741815	0.8077811802344123
MYH10	4	-1.0852221877315955	0.27782325945337505	4	-0.0034999999999999996	False	False	True	True	0.2148889682252816	0.7153763082415049
MYH14	4	0.244419044802478	0.8069062933729291	4	0.03525	False	False	True	True	0.3608307213542021	0.49586227331243077
MYH9	4	0.009045815933998988	0.9927825815562242	4	-0.009000000000000001	False	False	True	True	-0.4876310869474555	0.31471309501012906
MYL12A	4	1.193722859347027	0.23258639549849902	4	-0.03425	False	False	True	True	-0.43281031795032676	0.3451856503809778
MYL12B	4	1.377884505198867	0.1682389496448662	4	-0.0017499999999999979	False	False	True	True	-0.067133858877474	0.8712729329086009
MYL6	4	1.579682434346526	0.11417961030594452	4	-0.041749999999999995	False	False	True	True	-0.26125411877389226	0.49454977653492016
MYL6B	4	0.15164350520948	0.8794681179890235	4	-0.0245	False	False	True	True	0.09936853828421477	0.7783976349897442
MYL9	4	0.49459330815189506	0.6208872268135579	4	-0.025500000000000002	False	False	True	True	-1.8038012264628849	0.02446629490574591
MYO1C	4	-1.249267168354292	0.21156737201968423	4	0.02725	False	False	True	True	-0.2746095388424451	0.5113353177398242
MZT2B	2	-0.06008748177729019	0.95208596004292	2	-0.0235	False	False	False	False	0.5073160321564338	0.07637899489720514
NAMPT	4	-0.681858002826879	0.49532874343059763	4	0.005999999999999999	True	False	False	True	-0.1811627190787247	0.7088734281656157
NAP1L1	2	1.261953893812531	0.2069653774191056	2	-0.08	False	False	False	False	0.1682468874160772	0.7081387431904534
NAPSA	4	1.7769833793109497	0.07557097449117299	4	0.064	False	False	False	False	1.470299955599922	0.19198200306975025
NCL	2	0.8376986689383832	0.4021999612020076	2	-0.013999999999999999	False	False	False	False	-0.08527308673536643	0.8292160768077539
NCOA3	4	-1.481700762556393	0.1384199341103638	4	0.002	True	False	False	True	-0.4013908689451216	0.20040832349608273
NCOA7	4	-0.9232942440583845	0.3558538866622394	4	0.023000000000000003	True	False	False	True	0.34801398626698	0.47165821996380036
NDRG1	2	-1.0098448271337677	0.3125696395291423	2	0.0055	False	False	False	False	-0.5631207809513531	0.39039620730734637
NDUFB1	3	-0.05802449056678286	0.9537291207367979	3	-0.011666666666666667	False	False	False	False	0.033188474248971894	0.9290949064527149
NDUFB9	3	0.8665619139535534	0.3861820890167911	3	0.011666666666666665	False	False	False	False	0.540629608857119	0.1609603503298147
