cohort	strict_luad	n_cohort	platform	endpoint	endpoint_family	n_genes	genes_used	subset	covariate_class	covariate_name	n	rho	p	story_negative	primary_family	eligible_max	q_primary
GSE233774_tumor	True	30	RNA-seq log2 FPKM	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	15	-0.4958171460053757	0.07137968101657634	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	estimate_immune141	ImmuneScore	139	Yoshihara_Immune141_present_139_of_141	all	none	none	30	-0.3842046718576196	0.036066728618334105	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	estimate_immune141	ImmuneScore	139	Yoshihara_Immune141_present_139_of_141	all	composition	stromal9_zmean	30	-0.2312990186223323	0.22733663948360988	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	estimate_immune141	ImmuneScore	139	Yoshihara_Immune141_present_139_of_141	all	cosine_purity	ESTIMATE_cosine_TumorPurity	30	0.09151473138363236	0.6368290939694295	False	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	estimate_immune141	ImmuneScore	139	Yoshihara_Immune141_present_139_of_141	all	estimate_score	ESTIMATEScore_stromal_plus_immune	30	0.09151473138363254	0.6368290939694289	False	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	estimate_immune141	ImmuneScore	139	Yoshihara_Immune141_present_139_of_141	high_tumor	none	none	15	-0.4642857142857142	0.08125098075549499	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	estimate_immune141	ImmuneScore	139	Yoshihara_Immune141_present_139_of_141	high_tumor	composition	stromal9_zmean	15	-0.2530722513982523	0.3826827868783811	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	estimate_immune141	ImmuneScore	139	Yoshihara_Immune141_present_139_of_141	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	15	0.07992261130721277	0.7859327214931954	False	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	estimate_immune141	ImmuneScore	139	Yoshihara_Immune141_present_139_of_141	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	15	0.07992261130721265	0.7859327214931958	False	False	False	
GSE282774	True	58	RNA-seq log2 FPKM	CD8A	CD8	1	CD8A	all	none	none	58	-0.20579549659054097	0.1211859964175591	True	True	True	0.21029334672458785
GSE282774	True	58	RNA-seq log2 FPKM	CD8A	CD8	1	CD8A	all	composition	stromal9_zmean	58	-0.20507867583194858	0.12593651276201198	True	True	True	0.21536968849155672
GSE282774	True	58	RNA-seq log2 FPKM	CD8A	CD8	1	CD8A	all	cosine_purity	ESTIMATE_cosine_TumorPurity	58	-0.00584170924338862	0.965600154977889	True	True	True	0.9848359498196128
GSE282774	True	58	RNA-seq log2 FPKM	CD8A	CD8	1	CD8A	all	estimate_score	ESTIMATEScore_stromal_plus_immune	58	-0.014619838603028016	0.9140451016192979	True	True	True	0.9630118034917602
GSE282774	True	58	RNA-seq log2 FPKM	CD8A	CD8	1	CD8A	high_tumor	none	none	29	-0.22613622538814623	0.23817112953153696	True	False	False	
GSE282774	True	58	RNA-seq log2 FPKM	CD8A	CD8	1	CD8A	high_tumor	composition	stromal9_zmean	29	-0.40840618573422416	0.03095556879730631	True	False	False	
GSE282774	True	58	RNA-seq log2 FPKM	CD8A	CD8	1	CD8A	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	29	-0.062259780543157235	0.7529643767380028	True	False	False	
GSE282774	True	58	RNA-seq log2 FPKM	CD8A	CD8	1	CD8A	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	29	-0.09685710984521577	0.6239157857544986	True	False	False	
GSE282774	True	58	RNA-seq log2 FPKM	CD8B	CD8	1	CD8B	all	none	none	58	-0.20108603976717193	0.13012830793718522	True	True	True	0.21780340902961495
GSE282774	True	58	RNA-seq log2 FPKM	CD8B	CD8	1	CD8B	all	composition	stromal9_zmean	58	-0.20041729269860106	0.1349646887520901	True	True	True	0.22119212878814767
GSE282774	True	58	RNA-seq log2 FPKM	CD8B	CD8	1	CD8B	all	cosine_purity	ESTIMATE_cosine_TumorPurity	58	0.00023653030275968957	0.9986067340542922	False	True	False	0.9986067340542922
GSE282774	True	58	RNA-seq log2 FPKM	CD8B	CD8	1	CD8B	all	estimate_score	ESTIMATEScore_stromal_plus_immune	58	-0.008068286092855592	0.9525015912336359	True	True	True	0.9848359498196128
GSE282774	True	58	RNA-seq log2 FPKM	CD8B	CD8	1	CD8B	high_tumor	none	none	29	-0.17149194222911998	0.3737317481751832	True	False	False	
GSE282774	True	58	RNA-seq log2 FPKM	CD8B	CD8	1	CD8B	high_tumor	composition	stromal9_zmean	29	-0.3474616952096414	0.0700340705327295	True	False	False	
GSE282774	True	58	RNA-seq log2 FPKM	CD8B	CD8	1	CD8B	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	29	0.005890446800957961	0.9762677005248943	False	False	False	
GSE282774	True	58	RNA-seq log2 FPKM	CD8B	CD8	1	CD8B	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	29	-0.025743897291393758	0.8965392007360617	True	False	False	
GSE282774	True	58	RNA-seq log2 FPKM	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	all	none	none	58	-0.2040358054692547	0.12447089375349438	True	True	True	0.2144170140571144
GSE282774	True	58	RNA-seq log2 FPKM	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	all	composition	stromal9_zmean	58	-0.20329986020533802	0.12932614560635255	True	True	True	0.21780340902961495
GSE282774	True	58	RNA-seq log2 FPKM	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	all	cosine_purity	ESTIMATE_cosine_TumorPurity	58	-0.004689590032753618	0.9723816349931926	True	True	True	0.9848359498196128
GSE282774	True	58	RNA-seq log2 FPKM	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	all	estimate_score	ESTIMATEScore_stromal_plus_immune	58	-0.013166744943390124	0.922560743060086	True	True	True	0.9664930642252592
GSE282774	True	58	RNA-seq log2 FPKM	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	high_tumor	none	none	29	-0.19753694581280784	0.304353433983345	True	False	False	
GSE282774	True	58	RNA-seq log2 FPKM	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	high_tumor	composition	stromal9_zmean	29	-0.38896986425963426	0.04078050737622358	True	False	False	
GSE282774	True	58	RNA-seq log2 FPKM	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	29	-0.031158395128270847	0.8749330576743038	True	False	False	
GSE282774	True	58	RNA-seq log2 FPKM	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	29	-0.06292978957249967	0.7503888095928721	True	False	False	
GSE282774	True	58	RNA-seq log2 FPKM	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	all	none	none	58	-0.11673690362668801	0.3828388987914961	True	True	True	0.5192527592804199
GSE282774	True	58	RNA-seq log2 FPKM	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	all	composition	stromal9_zmean	58	-0.11543386425599055	0.3925167374703007	True	True	True	0.5263292616079032
GSE282774	True	58	RNA-seq log2 FPKM	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	all	cosine_purity	ESTIMATE_cosine_TumorPurity	58	0.16733724129177138	0.21343561880973666	False	True	False	0.3208331594846997
GSE282774	True	58	RNA-seq log2 FPKM	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	all	estimate_score	ESTIMATEScore_stromal_plus_immune	58	0.15507717690750922	0.2493816109066639	False	True	False	0.3701513218488848
GSE282774	True	58	RNA-seq log2 FPKM	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	high_tumor	none	none	29	-0.15517241379310343	0.4215367741534132	True	False	False	
GSE282774	True	58	RNA-seq log2 FPKM	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	high_tumor	composition	stromal9_zmean	29	-0.3132677896670546	0.10453834940299055	True	False	False	
GSE282774	True	58	RNA-seq log2 FPKM	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	29	0.12560589136001923	0.524208603063822	False	False	False	
GSE282774	True	58	RNA-seq log2 FPKM	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	29	0.06707245211530789	0.7345231370191058	False	False	False	
GSE282774	True	58	RNA-seq log2 FPKM	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	all	none	none	58	-0.17905810698575778	0.17866443803162285	True	True	True	0.2829852843990805
GSE282774	True	58	RNA-seq log2 FPKM	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	all	composition	stromal9_zmean	58	-0.17839644208116884	0.18427613108008267	True	True	True	0.28992777956599675
GSE282774	True	58	RNA-seq log2 FPKM	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	all	cosine_purity	ESTIMATE_cosine_TumorPurity	58	0.08683727691039274	0.5206801186995537	False	False	False	
GSE282774	True	58	RNA-seq log2 FPKM	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	all	estimate_score	ESTIMATEScore_stromal_plus_immune	58	0.07372024116040464	0.5857622002713887	False	False	False	
GSE282774	True	58	RNA-seq log2 FPKM	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_tumor	none	none	29	-0.19113300492610832	0.3206109922077885	True	False	False	
GSE282774	True	58	RNA-seq log2 FPKM	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_tumor	composition	stromal9_zmean	29	-0.35485214721978914	0.0638946820204589	True	False	False	
GSE282774	True	58	RNA-seq log2 FPKM	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	29	0.06340074297599663	0.7485799915885818	False	False	False	
GSE282774	True	58	RNA-seq log2 FPKM	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	29	0.0036933601320608034	0.9851183935467241	False	False	False	
GSE282774	True	58	RNA-seq log2 FPKM	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	all	none	none	58	-0.17407487157402568	0.19126062075288727	True	False	False	
GSE282774	True	58	RNA-seq log2 FPKM	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	all	composition	stromal9_zmean	58	-0.1733157074253151	0.19729449958339185	True	False	False	
GSE282774	True	58	RNA-seq log2 FPKM	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	all	cosine_purity	ESTIMATE_cosine_TumorPurity	58	0.07110468513454432	0.5991651603120963	False	False	False	
GSE282774	True	58	RNA-seq log2 FPKM	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	all	estimate_score	ESTIMATEScore_stromal_plus_immune	58	0.05945182647820054	0.660446888937774	False	False	False	
GSE282774	True	58	RNA-seq log2 FPKM	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_tumor	none	none	29	-0.16108374384236449	0.403843309836382	True	False	False	
GSE282774	True	58	RNA-seq log2 FPKM	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_tumor	composition	stromal9_zmean	29	-0.3121974231981348	0.1057926720531964	True	False	False	
GSE282774	True	58	RNA-seq log2 FPKM	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	29	0.09491613397111962	0.6309163480951334	False	False	False	
GSE282774	True	58	RNA-seq log2 FPKM	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	29	0.041462156055042484	0.8340703450032041	False	False	False	
GSE282774	True	58	RNA-seq log2 FPKM	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	all	none	none	58	-0.0694269279276508	0.6045592297529757	True	False	False	
GSE282774	True	58	RNA-seq log2 FPKM	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	all	composition	stromal9_zmean	58	-0.06720888732418204	0.6193747763616664	True	False	False	
GSE282774	True	58	RNA-seq log2 FPKM	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	all	cosine_purity	ESTIMATE_cosine_TumorPurity	58	0.2615623672502444	0.049371946971317464	False	False	False	
GSE282774	True	58	RNA-seq log2 FPKM	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	all	estimate_score	ESTIMATEScore_stromal_plus_immune	58	0.24793856132687392	0.06294553005439617	False	False	False	
GSE282774	True	58	RNA-seq log2 FPKM	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	high_tumor	none	none	29	0.016256157635467977	0.93329759520479	False	False	False	
GSE282774	True	58	RNA-seq log2 FPKM	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	high_tumor	composition	stromal9_zmean	29	-0.07969441782809927	0.6868606216734587	True	False	False	
GSE282774	True	58	RNA-seq log2 FPKM	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	29	0.3276551584946862	0.08873813214356317	False	False	False	
GSE282774	True	58	RNA-seq log2 FPKM	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	29	0.2838671205166983	0.14321853852499616	False	False	False	
GSE282774	True	58	RNA-seq log2 FPKM	estimate_immune141	ImmuneScore	140	Yoshihara_Immune141_present_140_of_141	all	none	none	58	-0.3124980774554739	0.016928585480516463	True	True	True	0.03998473809380643
GSE282774	True	58	RNA-seq log2 FPKM	estimate_immune141	ImmuneScore	140	Yoshihara_Immune141_present_140_of_141	all	composition	stromal9_zmean	58	-0.31334000560904035	0.017626965485266134	True	True	True	0.04078395935806674
GSE282774	True	58	RNA-seq log2 FPKM	estimate_immune141	ImmuneScore	140	Yoshihara_Immune141_present_140_of_141	all	cosine_purity	ESTIMATE_cosine_TumorPurity	58	-0.005131851627932759	0.9697781867421978	True	False	False	
GSE282774	True	58	RNA-seq log2 FPKM	estimate_immune141	ImmuneScore	140	Yoshihara_Immune141_present_140_of_141	all	estimate_score	ESTIMATEScore_stromal_plus_immune	58	-0.03581386096211283	0.7914076143095529	True	False	False	
GSE282774	True	58	RNA-seq log2 FPKM	estimate_immune141	ImmuneScore	140	Yoshihara_Immune141_present_140_of_141	high_tumor	none	none	29	-0.2788177339901477	0.14301365525842855	True	False	False	
GSE282774	True	58	RNA-seq log2 FPKM	estimate_immune141	ImmuneScore	140	Yoshihara_Immune141_present_140_of_141	high_tumor	composition	stromal9_zmean	29	-0.45278573006246353	0.015543208914224971	True	False	False	
GSE282774	True	58	RNA-seq log2 FPKM	estimate_immune141	ImmuneScore	140	Yoshihara_Immune141_present_140_of_141	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	29	0.002913003838288102	0.9882624306627436	False	False	False	
GSE282774	True	58	RNA-seq log2 FPKM	estimate_immune141	ImmuneScore	140	Yoshihara_Immune141_present_140_of_141	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	29	-0.1806728200417505	0.3575485643359503	True	False	False	
