cohort	strict_luad	n_cohort	platform	endpoint	endpoint_family	n_genes	genes_used	subset	covariate_class	covariate_name	n	rho	p	story_negative	primary_family	eligible_max	q_primary
GSE72094	True	442	GPL15048 HuRSTA	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	221	-0.01584835954519866	0.8151831702314142	True	True	True	0.8824918723606135
GSE72094	True	442	GPL15048 HuRSTA	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	221	-0.015848359545198667	0.8151831702314141	True	True	True	0.8824918723606135
GSE72094	True	442	GPL15048 HuRSTA	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	all	none	none	442	-0.31127181285932143	2.1929764137210844e-11	True	True	True	1.7251414454605866e-09
GSE72094	True	442	GPL15048 HuRSTA	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	all	composition	ESTIMATE_StromalScore	442	-0.253598663180972	6.70262204555043e-08	True	True	True	2.259741146785573e-06
GSE72094	True	442	GPL15048 HuRSTA	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	all	cosine_purity	ESTIMATE_cosine_TumorPurity	442	-0.2118980095046043	7.179493582985962e-06	True	True	True	6.27540920586921e-05
GSE72094	True	442	GPL15048 HuRSTA	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	all	estimate_score	ESTIMATEScore_stromal_plus_immune	442	-0.21189800950460433	7.179493582985917e-06	True	True	True	6.27540920586921e-05
GSE72094	True	442	GPL15048 HuRSTA	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	high_tumor	none	none	221	-0.15613083260142083	0.02022495203124172	True	True	True	0.04339171526702768
GSE72094	True	442	GPL15048 HuRSTA	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	high_tumor	composition	ESTIMATE_StromalScore	221	-0.13292252180789446	0.04894455439189147	True	True	True	0.09240731869189109
GSE72094	True	442	GPL15048 HuRSTA	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	221	-0.16061872530019508	0.017112112489298514	True	True	True	0.03998473809380643
GSE72094	True	442	GPL15048 HuRSTA	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	221	-0.1606187253001951	0.017112112489298503	True	True	True	0.03998473809380643
GSE72094	True	442	GPL15048 HuRSTA	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	all	none	none	442	-0.22754260429941117	1.3394088547929467e-06	True	True	True	1.9258121789900868e-05
GSE72094	True	442	GPL15048 HuRSTA	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	all	composition	ESTIMATE_StromalScore	442	-0.1557489263618937	0.0010325966868607827	True	True	True	0.004275312598230609
GSE72094	True	442	GPL15048 HuRSTA	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	all	cosine_purity	ESTIMATE_cosine_TumorPurity	442	-0.08609509755339895	0.07088388259391894	True	False	False	
GSE72094	True	442	GPL15048 HuRSTA	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	all	estimate_score	ESTIMATEScore_stromal_plus_immune	442	-0.08609509755339895	0.07088388259391894	True	False	False	
GSE72094	True	442	GPL15048 HuRSTA	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_tumor	none	none	221	-0.0641989171400936	0.34213580012655914	True	True	True	0.4834972983824429
GSE72094	True	442	GPL15048 HuRSTA	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_tumor	composition	ESTIMATE_StromalScore	221	-0.031900638469143684	0.6379355123171423	True	True	True	0.7490188104818188
GSE72094	True	442	GPL15048 HuRSTA	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	221	-0.03278162934895624	0.6286767131628169	True	False	False	
GSE72094	True	442	GPL15048 HuRSTA	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	221	-0.032781629348956266	0.6286767131628167	True	False	False	
GSE72094	True	442	GPL15048 HuRSTA	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	all	none	none	442	-0.2189572629855742	3.3715328639145793e-06	True	False	False	
GSE72094	True	442	GPL15048 HuRSTA	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	all	composition	ESTIMATE_StromalScore	442	-0.14779250417508752	0.001858623056137496	True	False	False	
GSE72094	True	442	GPL15048 HuRSTA	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	all	cosine_purity	ESTIMATE_cosine_TumorPurity	442	-0.07760098637979108	0.10364146504500939	True	False	False	
GSE72094	True	442	GPL15048 HuRSTA	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	all	estimate_score	ESTIMATEScore_stromal_plus_immune	442	-0.07760098637979104	0.10364146504500947	True	False	False	
GSE72094	True	442	GPL15048 HuRSTA	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_tumor	none	none	221	-0.059837459837459826	0.3759965493783968	True	False	False	
GSE72094	True	442	GPL15048 HuRSTA	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_tumor	composition	ESTIMATE_StromalScore	221	-0.0282563805389601	0.6768206484091838	True	False	False	
GSE72094	True	442	GPL15048 HuRSTA	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	221	-0.027610336774464353	0.6838080999661671	True	False	False	
GSE72094	True	442	GPL15048 HuRSTA	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	221	-0.027610336774464356	0.683808099966167	True	False	False	
GSE72094	True	442	GPL15048 HuRSTA	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	all	none	none	442	-0.20834944211054443	1.0033424366057828e-05	True	False	False	
GSE72094	True	442	GPL15048 HuRSTA	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	all	composition	ESTIMATE_StromalScore	442	-0.1195930113108014	0.011959008331802953	True	False	False	
GSE72094	True	442	GPL15048 HuRSTA	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	all	cosine_purity	ESTIMATE_cosine_TumorPurity	442	-0.02886319759498501	0.5454894571626816	True	False	False	
GSE72094	True	442	GPL15048 HuRSTA	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	all	estimate_score	ESTIMATEScore_stromal_plus_immune	442	-0.02886319759498498	0.5454894571626819	True	False	False	
GSE72094	True	442	GPL15048 HuRSTA	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	high_tumor	none	none	221	-0.010049251225721813	0.881909186649997	True	False	False	
GSE72094	True	442	GPL15048 HuRSTA	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	high_tumor	composition	ESTIMATE_StromalScore	221	0.03977118727076903	0.5573556700601591	False	False	False	
GSE72094	True	442	GPL15048 HuRSTA	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	221	0.06162491923033545	0.3629790784598454	False	False	False	
GSE72094	True	442	GPL15048 HuRSTA	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	221	0.06162491923033546	0.3629790784598454	False	False	False	
GSE72094	True	442	GPL15048 HuRSTA	estimate_immune141	ImmuneScore	141	Yoshihara_Immune141_present_141_of_141	all	none	none	442	-0.22735562204431206	1.3671437359807078e-06	True	True	True	1.9258121789900868e-05
GSE72094	True	442	GPL15048 HuRSTA	estimate_immune141	ImmuneScore	141	Yoshihara_Immune141_present_141_of_141	all	composition	ESTIMATE_StromalScore	442	-0.13501726135699368	0.0045066633152008205	True	True	True	0.014771840866491578
GSE72094	True	442	GPL15048 HuRSTA	estimate_immune141	ImmuneScore	141	Yoshihara_Immune141_present_141_of_141	all	cosine_purity	ESTIMATE_cosine_TumorPurity	442	-0.03135899497705866	0.5112893284724066	True	False	False	
GSE72094	True	442	GPL15048 HuRSTA	estimate_immune141	ImmuneScore	141	Yoshihara_Immune141_present_141_of_141	all	estimate_score	ESTIMATEScore_stromal_plus_immune	442	-0.031358994977058664	0.5112893284724066	True	False	False	
GSE72094	True	442	GPL15048 HuRSTA	estimate_immune141	ImmuneScore	141	Yoshihara_Immune141_present_141_of_141	high_tumor	none	none	221	-0.019972872914049384	0.7677923893537912	True	True	True	0.8547122824881828
GSE72094	True	442	GPL15048 HuRSTA	estimate_immune141	ImmuneScore	141	Yoshihara_Immune141_present_141_of_141	high_tumor	composition	ESTIMATE_StromalScore	221	0.04136805359384287	0.5416277942230252	False	True	False	0.6744638857575928
GSE72094	True	442	GPL15048 HuRSTA	estimate_immune141	ImmuneScore	141	Yoshihara_Immune141_present_141_of_141	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	221	0.09425097233850571	0.16358742147623917	False	False	False	
GSE72094	True	442	GPL15048 HuRSTA	estimate_immune141	ImmuneScore	141	Yoshihara_Immune141_present_141_of_141	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	221	0.0942509723385057	0.16358742147623917	False	False	False	
GSE68465	True	443	GPL96 U133A	CD8A	CD8	1	CD8A	all	none	none	443	-0.15154078319660583	0.0013788260786989641	True	True	True	0.0055153043147958564
GSE68465	True	443	GPL96 U133A	CD8A	CD8	1	CD8A	all	composition	ESTIMATE_StromalScore	443	-0.16563093657133518	0.0004713865374299878	True	True	True	0.00231765047569744
GSE68465	True	443	GPL96 U133A	CD8A	CD8	1	CD8A	all	cosine_purity	ESTIMATE_cosine_TumorPurity	443	-0.17026140394573963	0.00032353000526421754	True	True	True	0.0017756530521477985
GSE68465	True	443	GPL96 U133A	CD8A	CD8	1	CD8A	all	estimate_score	ESTIMATEScore_stromal_plus_immune	443	-0.1702614039457397	0.0003235300052642152	True	True	True	0.0017756530521477985
GSE68465	True	443	GPL96 U133A	CD8A	CD8	1	CD8A	high_tumor	none	none	222	-0.16209141796058177	0.015628295350744857	True	True	True	0.038023481471915324
GSE68465	True	443	GPL96 U133A	CD8A	CD8	1	CD8A	high_tumor	composition	ESTIMATE_StromalScore	222	-0.20465284868503963	0.002231488296353184	True	True	True	0.008228613092802366
GSE68465	True	443	GPL96 U133A	CD8A	CD8	1	CD8A	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	222	-0.2204240804984653	0.0009705529564305141	True	True	True	0.004090187459242881
GSE68465	True	443	GPL96 U133A	CD8A	CD8	1	CD8A	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	222	-0.2204240804984653	0.0009705529564305141	True	True	True	0.004090187459242881
GSE68465	True	443	GPL96 U133A	CD8A	CD8	1	CD8A	high_cosine_purity	none	none	221	-0.13968114556349848	0.03799424976825642	True	True	True	0.07410448715131003
GSE68465	True	443	GPL96 U133A	CD8A	CD8	1	CD8A	high_cosine_purity	composition	ESTIMATE_StromalScore	221	-0.15767210141943744	0.019284344216503123	True	True	True	0.04214804434413634
GSE68465	True	443	GPL96 U133A	CD8A	CD8	1	CD8A	high_cosine_purity	cosine_purity	ESTIMATE_cosine_TumorPurity	221	-0.17600494379334763	0.00889253769307517	True	True	True	0.023342333576759747
GSE68465	True	443	GPL96 U133A	CD8A	CD8	1	CD8A	high_cosine_purity	estimate_score	ESTIMATEScore_stromal_plus_immune	221	-0.1760049437933476	0.008892537693075185	True	True	True	0.023342333576759747
GSE68465	True	443	GPL96 U133A	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	all	none	none	443	-0.2693715594392796	8.390777908980942e-09	True	True	True	3.960447173039005e-07
GSE68465	True	443	GPL96 U133A	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	all	composition	ESTIMATE_StromalScore	443	-0.2959195673294454	2.2037723030340396e-10	True	True	True	1.3002256587900834e-08
GSE68465	True	443	GPL96 U133A	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	all	cosine_purity	ESTIMATE_cosine_TumorPurity	443	-0.3282244095017687	1.4623636250658306e-12	True	True	True	1.7255890775776803e-10
GSE68465	True	443	GPL96 U133A	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	all	estimate_score	ESTIMATEScore_stromal_plus_immune	443	-0.32822440950176873	1.462363625065818e-12	True	True	True	1.7255890775776803e-10
GSE68465	True	443	GPL96 U133A	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	high_tumor	none	none	222	-0.22145293234715555	0.0008928058822956989	True	True	True	0.004042150264600898
GSE68465	True	443	GPL96 U133A	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	high_tumor	composition	ESTIMATE_StromalScore	222	-0.2811219905130172	2.2220195135635465e-05	True	True	True	0.00016916019522612806
GSE68465	True	443	GPL96 U133A	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	222	-0.3350531205819118	3.3807517967713376e-07	True	True	True	6.137364800292581e-06
GSE68465	True	443	GPL96 U133A	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	222	-0.3350531205819119	3.380751796771304e-07	True	True	True	6.137364800292581e-06
GSE68465	True	443	GPL96 U133A	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	high_cosine_purity	none	none	221	-0.23613683613683611	0.00039903054458582086	True	True	True	0.00214025473914213
GSE68465	True	443	GPL96 U133A	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	high_cosine_purity	composition	ESTIMATE_StromalScore	221	-0.25714060216740803	0.00011462422078749443	True	True	True	0.000676282902646217
GSE68465	True	443	GPL96 U133A	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	high_cosine_purity	cosine_purity	ESTIMATE_cosine_TumorPurity	221	-0.3039995289153471	4.37941495039396e-06	True	True	True	4.30642470122074e-05
GSE68465	True	443	GPL96 U133A	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	high_cosine_purity	estimate_score	ESTIMATEScore_stromal_plus_immune	221	-0.30399952891534704	4.379414950393973e-06	True	True	True	4.30642470122074e-05
GSE68465	True	443	GPL96 U133A	immune8_zmean	ImmuneScore	7	CD8A,GZMA,GZMB,IFNG,CXCL9,CXCL10,TBX21	all	none	none	443	-0.22644904181220743	1.468839797534812e-06	True	True	True	1.9258121789900868e-05
GSE68465	True	443	GPL96 U133A	immune8_zmean	ImmuneScore	7	CD8A,GZMA,GZMB,IFNG,CXCL9,CXCL10,TBX21	all	composition	ESTIMATE_StromalScore	443	-0.249715175138222	1.0399526074742551e-07	True	True	True	2.726986837376936e-06
GSE68465	True	443	GPL96 U133A	immune8_zmean	ImmuneScore	7	CD8A,GZMA,GZMB,IFNG,CXCL9,CXCL10,TBX21	all	cosine_purity	ESTIMATE_cosine_TumorPurity	443	-0.27243392132436184	5.81969258229772e-09	True	False	False	
GSE68465	True	443	GPL96 U133A	immune8_zmean	ImmuneScore	7	CD8A,GZMA,GZMB,IFNG,CXCL9,CXCL10,TBX21	all	estimate_score	ESTIMATEScore_stromal_plus_immune	443	-0.27243392132436184	5.81969258229772e-09	True	False	False	
GSE68465	True	443	GPL96 U133A	immune8_zmean	ImmuneScore	7	CD8A,GZMA,GZMB,IFNG,CXCL9,CXCL10,TBX21	high_tumor	none	none	222	-0.17393805549964877	0.009409307302768543	True	True	True	0.02413691873318887
GSE68465	True	443	GPL96 U133A	immune8_zmean	ImmuneScore	7	CD8A,GZMA,GZMB,IFNG,CXCL9,CXCL10,TBX21	high_tumor	composition	ESTIMATE_StromalScore	222	-0.22129957656933436	0.0009251127331164786	True	True	True	0.0040430852780646105
GSE68465	True	443	GPL96 U133A	immune8_zmean	ImmuneScore	7	CD8A,GZMA,GZMB,IFNG,CXCL9,CXCL10,TBX21	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	222	-0.2552174369003389	0.00012490766616002008	True	False	False	
GSE68465	True	443	GPL96 U133A	immune8_zmean	ImmuneScore	7	CD8A,GZMA,GZMB,IFNG,CXCL9,CXCL10,TBX21	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	222	-0.2552174369003389	0.00012490766616002008	True	False	False	
GSE68465	True	443	GPL96 U133A	immune8_zmean	ImmuneScore	7	CD8A,GZMA,GZMB,IFNG,CXCL9,CXCL10,TBX21	high_cosine_purity	none	none	221	-0.17999822117469175	0.007304408606065973	True	True	True	0.0210224442808728
GSE68465	True	443	GPL96 U133A	immune8_zmean	ImmuneScore	7	CD8A,GZMA,GZMB,IFNG,CXCL9,CXCL10,TBX21	high_cosine_purity	composition	ESTIMATE_StromalScore	221	-0.1967591217806411	0.0033843349749684663	True	True	True	0.011920941105859076
GSE68465	True	443	GPL96 U133A	immune8_zmean	ImmuneScore	7	CD8A,GZMA,GZMB,IFNG,CXCL9,CXCL10,TBX21	high_cosine_purity	cosine_purity	ESTIMATE_cosine_TumorPurity	221	-0.2280501879228364	0.0006537285218118679	True	False	False	
GSE68465	True	443	GPL96 U133A	immune8_zmean	ImmuneScore	7	CD8A,GZMA,GZMB,IFNG,CXCL9,CXCL10,TBX21	high_cosine_purity	estimate_score	ESTIMATEScore_stromal_plus_immune	221	-0.22805018792283638	0.0006537285218118679	True	False	False	
GSE68465	True	443	GPL96 U133A	immune8_deposited_mean	ImmuneScoreAnchor	7	CD8A,GZMA,GZMB,IFNG,CXCL9,CXCL10,TBX21	all	none	none	443	-0.17912572593225898	0.00015052185910172764	True	False	False	
GSE68465	True	443	GPL96 U133A	immune8_deposited_mean	ImmuneScoreAnchor	7	CD8A,GZMA,GZMB,IFNG,CXCL9,CXCL10,TBX21	all	composition	ESTIMATE_StromalScore	443	-0.20075532522314446	2.1182015090376307e-05	True	False	False	
GSE68465	True	443	GPL96 U133A	immune8_deposited_mean	ImmuneScoreAnchor	7	CD8A,GZMA,GZMB,IFNG,CXCL9,CXCL10,TBX21	all	cosine_purity	ESTIMATE_cosine_TumorPurity	443	-0.21776734331606923	3.820722449022467e-06	True	False	False	
GSE68465	True	443	GPL96 U133A	immune8_deposited_mean	ImmuneScoreAnchor	7	CD8A,GZMA,GZMB,IFNG,CXCL9,CXCL10,TBX21	all	estimate_score	ESTIMATEScore_stromal_plus_immune	443	-0.21776734331606926	3.820722449022433e-06	True	False	False	
GSE68465	True	443	GPL96 U133A	immune8_deposited_mean	ImmuneScoreAnchor	7	CD8A,GZMA,GZMB,IFNG,CXCL9,CXCL10,TBX21	high_tumor	none	none	222	-0.1881658660872589	0.004908899637270058	True	False	False	
GSE68465	True	443	GPL96 U133A	immune8_deposited_mean	ImmuneScoreAnchor	7	CD8A,GZMA,GZMB,IFNG,CXCL9,CXCL10,TBX21	high_tumor	composition	ESTIMATE_StromalScore	222	-0.2428946625739305	0.00026723361638223336	True	False	False	
GSE68465	True	443	GPL96 U133A	immune8_deposited_mean	ImmuneScoreAnchor	7	CD8A,GZMA,GZMB,IFNG,CXCL9,CXCL10,TBX21	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	222	-0.2878533342568684	1.3779299597115384e-05	True	False	False	
GSE68465	True	443	GPL96 U133A	immune8_deposited_mean	ImmuneScoreAnchor	7	CD8A,GZMA,GZMB,IFNG,CXCL9,CXCL10,TBX21	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	222	-0.2878533342568683	1.3779299597115462e-05	True	False	False	
GSE68465	True	443	GPL96 U133A	immune8_deposited_mean	ImmuneScoreAnchor	7	CD8A,GZMA,GZMB,IFNG,CXCL9,CXCL10,TBX21	high_cosine_purity	none	none	221	-0.17740224799048326	0.008209793032013656	True	False	False	
GSE68465	True	443	GPL96 U133A	immune8_deposited_mean	ImmuneScoreAnchor	7	CD8A,GZMA,GZMB,IFNG,CXCL9,CXCL10,TBX21	high_cosine_purity	composition	ESTIMATE_StromalScore	221	-0.1999416489170012	0.002893257153665744	True	False	False	
GSE68465	True	443	GPL96 U133A	immune8_deposited_mean	ImmuneScoreAnchor	7	CD8A,GZMA,GZMB,IFNG,CXCL9,CXCL10,TBX21	high_cosine_purity	cosine_purity	ESTIMATE_cosine_TumorPurity	221	-0.24109921604551732	0.0003072684973654276	True	False	False	
GSE68465	True	443	GPL96 U133A	immune8_deposited_mean	ImmuneScoreAnchor	7	CD8A,GZMA,GZMB,IFNG,CXCL9,CXCL10,TBX21	high_cosine_purity	estimate_score	ESTIMATEScore_stromal_plus_immune	221	-0.24109921604551726	0.0003072684973654284	True	False	False	
GSE68465	True	443	GPL96 U133A	ayers_gep18_zmean	GEP18_companion	15	CCL5,CD27,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1	all	none	none	443	-0.12004987838210521	0.011446295795800374	True	False	False	
GSE68465	True	443	GPL96 U133A	ayers_gep18_zmean	GEP18_companion	15	CCL5,CD27,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1	all	composition	ESTIMATE_StromalScore	443	-0.1441155573004221	0.0023882993024878334	True	False	False	
GSE68465	True	443	GPL96 U133A	ayers_gep18_zmean	GEP18_companion	15	CCL5,CD27,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1	all	cosine_purity	ESTIMATE_cosine_TumorPurity	443	-0.16357187456701738	0.0005555325947435079	True	False	False	
GSE68465	True	443	GPL96 U133A	ayers_gep18_zmean	GEP18_companion	15	CCL5,CD27,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1	all	estimate_score	ESTIMATEScore_stromal_plus_immune	443	-0.16357187456701744	0.0005555325947435055	True	False	False	
GSE68465	True	443	GPL96 U133A	ayers_gep18_zmean	GEP18_companion	15	CCL5,CD27,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1	high_tumor	none	none	222	-0.024818053042795857	0.7130597999148318	True	False	False	
GSE68465	True	443	GPL96 U133A	ayers_gep18_zmean	GEP18_companion	15	CCL5,CD27,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1	high_tumor	composition	ESTIMATE_StromalScore	222	-0.07420707824218876	0.2720181789896642	True	False	False	
GSE68465	True	443	GPL96 U133A	ayers_gep18_zmean	GEP18_companion	15	CCL5,CD27,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	222	-0.10936446012974921	0.10491751450854195	True	False	False	
GSE68465	True	443	GPL96 U133A	ayers_gep18_zmean	GEP18_companion	15	CCL5,CD27,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	222	-0.10936446012974922	0.10491751450854186	True	False	False	
GSE68465	True	443	GPL96 U133A	ayers_gep18_zmean	GEP18_companion	15	CCL5,CD27,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1	high_cosine_purity	none	none	221	0.010995363936540407	0.8708839397262611	False	False	False	
GSE68465	True	443	GPL96 U133A	ayers_gep18_zmean	GEP18_companion	15	CCL5,CD27,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1	high_cosine_purity	composition	ESTIMATE_StromalScore	221	-0.00698750878595285	0.9179214275324981	True	False	False	
