gene	rho	p	n
Klhl12	0.07557054296526486	0.6058008694168044	49
Rsu1	0.07557054296526486	0.6058008694168044	49
Emsy	0.07557054296526486	0.6058008694168044	49
Nfkb2	0.07557054296526486	0.6058008694168044	49
Fhod1	0.07545741340992763	0.606342090049365	49
Cntn1	0.07544273923418379	0.6064123077807679	49
Camkmt	0.07540084863225903	0.6066127788063816	49
Csnk1g2	0.07540084863225903	0.6066127788063816	49
Klf15	0.07539092239265316	0.6066602858677531	49
Erf	0.0752877190769218	0.6071543130541255	49
Dpp3	0.0752311542992532	0.6074251584856876	49
Prrc2c	0.0752311542992532	0.6074251584856876	49
Baalc	0.07519377405412138	0.6076041725017469	49
Mier1	0.0751745895215846	0.6076960560828998	49
Rnf20	0.07511802474391598	0.6079670058161294	49
Sdc2	0.0751122751937233	0.6079945495315511	49
Ptprq	0.07507029632923526	0.6081956692092974	49
Syne1	0.07506145996624737	0.6082380076557242	49
Fam177a2	0.07504329803199766	0.6083250325256936	49
Cdkl4	0.07498791631648014	0.6085904331343335	49
Lcat	0.07497852554163027	0.6086354406123643	49
Wdr33	0.07494833041091015	0.6087801675352997	49
Nktr	0.07494833041091015	0.6087801675352997	49
Casd1	0.0748994088200383	0.6090146828727089	49
Tial1	0.07489176563324153	0.6090513255158756	49
H2-Q4	0.07489176563324153	0.6090513255158756	49
Spata21	0.0748737536559032	0.6091376815305429	49
Ndst3	0.07486817690981598	0.609164419561846	49
Ptar1	0.07483520085557292	0.6093225354840076	49
Gfi1b	0.07481838487204487	0.6094031727525464	49
Vil1	0.07480368394284104	0.6094736715149388	49
Hsd17b12	0.0747786360779043	0.6095937974099435	49
Fas	0.0747786360779043	0.6095937974099435	49
Zfp64	0.0746655065225671	0.6101364770161186	49
Rbms3	0.07461903087143965	0.6103594796735585	49
Amph	0.07461195731444899	0.6103934235691486	49
Tor1aip2	0.07460894174489846	0.6104078946367543	49
Prpsap1	0.07455237696722986	0.610679364095986	49
Rbsn	0.07455237696722986	0.610679364095986	49
Fcgr3	0.07454596940755132	0.610710118951751	49
Fbxw5	0.07443924741189263	0.6112224584108134	49
Slc9a1	0.07443924741189263	0.6112224584108134	49
Scrn1	0.07433595412306544	0.6117185131350573	49
2210010C04Rik	0.07433322628556566	0.6117316156134737	49
Cd68	0.07432611785655541	0.6117657597215493	49
Nppa	0.07432439011163323	0.6117740587684788	49
Msmp	0.07428072201509282	0.6119838300366938	49
Tspyl4	0.07427144778284464	0.6120283852324596	49
Snx29	0.0742695530788868	0.6120374879255929	49
Bdkrb1	0.07423034197517421	0.6122258821564757	49
Lss	0.07421298830121818	0.6123092677888257	49
Gipc3	0.07419428741344267	0.6123991323189252	49
Polr1a	0.07415642352354958	0.6125810992812776	49
Ska1	0.07415642352354958	0.6125810992812776	49
Marchf9	0.07415642352354958	0.6125810992812776	49
Zw10	0.07415642352354958	0.6125810992812776	49
Dlg2	0.07411672198293968	0.6127719224894432	49
Arhgef10l	0.07409985874588096	0.6128529823729579	49
1700001L19Rik	0.0740804859126134	0.6129461112900616	49
Kcnip3	0.07405883164878818	0.6130502146384924	49
Rrp15	0.07404329396821235	0.6131249170338562	49
Fbxw8	0.07398672919054375	0.613396903233943	49
Trim66	0.07397732097499149	0.613442146715048	49
Tmprss3	0.07397438425463727	0.6134562694991628	49
Scn8a	0.0739626901910196	0.6135125080100766	49
Brd3	0.07393016441287513	0.6136689409431684	49
Tmem208	0.07393016441287513	0.6136689409431684	49
Gucy2c	0.07384473604035972	0.614079890282692	49
Ush2a	0.07382656829008637	0.6141673005584621	49
Psmd6	0.0737604700798693	0.614485362824881	49
Septin6	0.0737039053022007	0.6147576062697673	49
Kif13b	0.0737039053022007	0.6147576062697673	49
Marchf11	0.07361561829435714	0.6151826298489086	49
Il2rb	0.07360726301137693	0.6152228595968148	49
Ccm2	0.07359077574686347	0.6153022472051524	49
Gm15097	0.07357364533632665	0.6153847362338839	49
Hars	0.07353421096919487	0.6155746446352947	49
Kcnc2	0.07351180215379365	0.6156825723257944	49
Ywhah	0.07342108141385763	0.6161195932694413	49
Gm12258	0.07342108141385763	0.6161195932694413	49
Meioc	0.07339320195220857	0.6162539209832335	49
Pcdhb21	0.073366388251599	0.6163831254216807	49
Ube2g1	0.07336451663618901	0.616392144412971	49
Iglon5	0.07331312969024405	0.61663979111082	49
Phactr4	0.0733079518585204	0.616664746733789	49
Olfr1318	0.07324545504454076	0.6169659967572875	49
BC034090	0.0731934326273996	0.6172168051984432	49
Cep97	0.07313825752551457	0.6174828604570132	49
Cyren	0.07313825752551457	0.6174828604570132	49
Zc3h12d	0.07308963755658317	0.6177173470203647	49
Tmem123	0.07308169274784596	0.6177556671839254	49
Ccdc51	0.07296856319250875	0.6183014336843464	49
Wwox	0.07296856319250875	0.6183014336843464	49
Tmsb4x	0.07296856319250875	0.6183014336843464	49
Atp23	0.07296856319250875	0.6183014336843464	49
Tbc1d23	0.07285543363717152	0.6188474040442338	49
H2-Q7	0.0728525348934602	0.6188613962405017	49
Reln	0.07282895519412466	0.618975220092957	49
4930503L19Rik	0.0727988688595029	0.6191204655954058	49
Sun2	0.07268573930416568	0.6196667412878918	49
Ddhd2	0.07262917452649707	0.619939955368221	49
Pcsk2	0.07258303566817888	0.6201628487204998	49
Cxcl10	0.07252344570036941	0.6204507733417501	49
Slamf8	0.07251936392969814	0.6204704975521337	49
Ralgapa1	0.07251789494105622	0.6204775961637845	49
Ubald2	0.07251604497115985	0.6204865358444445	49
Golga7	0.07245948019349124	0.6207599021792366	49
Def8	0.07245948019349124	0.6207599021792366	49
Pigp	0.07240291541582262	0.6210333192043818	49
Radil	0.07239568404290476	0.6210682771265259	49
Ip6k2	0.07228978586048541	0.6215803052033128	49
Snx2	0.07223322108281678	0.6218538741158409	49
Nrbf2	0.07223322108281678	0.6218538741158409	49
Mrm2	0.07223322108281678	0.6218538741158409	49
Pofut2	0.07223322108281678	0.6218538741158409	49
Tsc22d2	0.07217665630514818	0.6221274935962063	49
Scrt2	0.07217561503264	0.6221325309932493	49
Apoc4	0.0721658577590197	0.6221797348974296	49
Fscn2	0.07215742596587016	0.6222205275807318	49
Rgs19	0.07212745184709128	0.6223655502761907	49
Nrsn1	0.07207900898743698	0.6225999595957341	49
Akr1b3	0.07206352674981095	0.6226748841377177	49
Fam166b	0.07200806508095328	0.6229433156576422	49
Chd3	0.07200696197214235	0.6229486551374499	49
Nup188	0.07195039719447373	0.6232224765821922	49
Serbp1	0.07195039719447373	0.6232224765821922	49
Txnl1	0.07195039719447373	0.6232224765821922	49
Stip1	0.07195039719447373	0.6232224765821922	49
Dhps	0.07189383241680512	0.623496348441188	49
Greb1	0.07187318641220987	0.6235963235481613	49
Prickle4	0.07182586362540848	0.623825502193347	49
Cfap73	0.07181902243657258	0.6238586361754505	49
Trarg1	0.07173731458120555	0.6242544293592819	49
Csnk1e	0.07172413808379928	0.624318266195853	49
Lrrn3	0.07161812782056035	0.62483195869037	49
Pigv	0.07161100852846207	0.624866462872174	49
Vwa5a	0.07161100852846207	0.624866462872174	49
Ahcyl2	0.07161100852846207	0.624866462872174	49
Peak1	0.07161100852846207	0.624866462872174	49
Vwa5b2	0.0715843189950026	0.6249958227752542	49
Tmem178b	0.0715055496356305	0.6253776704439633	49
Etf1	0.07149787897312485	0.6254148604657286	49
Gale	0.07149787897312485	0.6254148604657286	49
Pwwp2a	0.07144131419545624	0.6256891345292275	49
Actl6a	0.07144131419545624	0.6256891345292275	49
Map3k11	0.07144131419545624	0.6256891345292275	49
Akr1c20	0.07144051382908369	0.6256930157446798	49
4933411K16Rik	0.07143030091952118	0.6257425420729398	49
Gm49776	0.07142612785680781	0.6257627793300855	49
Bap1	0.07138474941778762	0.6259634587293081	49
Tex10	0.07132818464011902	0.6262378330350201	49
Gm15107	0.07129091033569508	0.6264186639364554	49
Tm4sf4	0.07127681823603027	0.6264870353840699	49
Dcaf6	0.0712716198624504	0.626512257415395	49
Dis3l2	0.0712716198624504	0.626512257415395	49
Ints11	0.07121505508478179	0.6267867318394451	49
Abhd17c	0.07121505508478179	0.6267867318394451	49
Prpf8	0.07115849030711316	0.6270612562761625	49
Hnrnpa3	0.07115849030711316	0.6270612562761625	49
Pogk	0.07110373942348493	0.6273270249892604	49
Nr1h3	0.07110192552944455	0.6273358306945208	49
Cpne2	0.07104536075177594	0.6276104550634743	49
Tln2	0.07098879597410733	0.6278851293519575	49
4933407L21Rik	0.07098736132361623	0.6278920965552318	49
Zfp976	0.07097862268690387	0.627934535360346	49
Them6	0.07093223119643872	0.6281598535288859	49
Alkbh1	0.07093223119643872	0.6281598535288859	49
Gtf2f1	0.07093223119643872	0.6281598535288859	49
Fem1b	0.07093223119643872	0.6281598535288859	49
Lrrc10b	0.07083420109508043	0.628636084815248	49
Papss1	0.0708191016411015	0.6287094514236445	49
Mroh8	0.07080719758081004	0.6287672944622645	49
Samd8	0.0707625368634329	0.6289843250792091	49
Bex4	0.07071589913882229	0.6292109961575237	49
Irf3	0.07070597208576428	0.6292592484986889	49
Cenph	0.07070597208576428	0.6292592484986889	49
Mcm10	0.07064940730809567	0.6295342216509026	49
Sdf4	0.07064940730809567	0.6295342216509026	49
Hhat	0.07063914740900717	0.629584102480893	49
Tmem141	0.0705380772164564	0.6300755655354308	49
Mdh2	0.07053627775275845	0.6300843170287128	49
Ppp3cb	0.07053627775275845	0.6300843170287128	49
Cbfa2t3	0.07052396879048681	0.6301441816565603	49
Mcc	0.07050979410610497	0.6302131231339405	49
Chmp5	0.07047971297508984	0.6303594391918521	49
Ct55	0.07045179452822596	0.6304952484037643	49
Bambi	0.07043282579255743	0.6305875286617881	49
Btg2	0.07042314819742122	0.6306346109628104	49
Igf2bp3	0.07037376478257376	0.6308748879547242	49
Med18	0.07036658341975262	0.6309098323103114	49
Sprtn	0.07036658341975262	0.6309098323103114	49
Napg	0.07036658341975262	0.6309098323103114	49
Cacna2d1	0.07032382626278617	0.6311179042376633	49
Mtres1	0.070310018642084	0.6311851032030591	49
Plekhf1	0.070310018642084	0.6311851032030591	49
BC051142	0.07030189709305952	0.6312246305576759	49
Serpina6	0.07030189709305952	0.6312246305576759	49
Magel2	0.07030189709305952	0.6312246305576759	49
Epor	0.07028932491799832	0.6312858209990275	49
Acad10	0.0702534538644154	0.6314604236097384	49
Ipo9	0.0702534538644154	0.6314604236097384	49
Rab30	0.0702534538644154	0.6314604236097384	49
Elovl3	0.07024113208573672	0.6315204045481106	49
Cstdc4	0.07024084031543289	0.6315218248793542	49
Usp50	0.07019688908674677	0.6317357934990149	49
B3galt2	0.07006871053896106	0.6323599780581209	49
Adgrl1	0.07002719475374095	0.6325621997488015	49
Magi2	0.06997062997607234	0.6328377672547443	49
A430005L14Rik	0.06997062997607234	0.6328377672547443	49
Prrxl1	0.06995069179292604	0.6329349121703632	49
Lrp1b	0.06984952940156659	0.6334279006082092	49
Fam171a1	0.06980805927789069	0.6336300399439261	49
Rtn2	0.06974437086539789	0.6339405302203315	49
Gpr84	0.0696875570818135	0.6342175583188109	49
Malrd1	0.0696580355793112	0.6343615268755131	49
Cfdp1	0.06963124131006067	0.6344922070274647	49
Pop7	0.06963124131006067	0.6344922070274647	49
Pnrc2	0.06963124131006067	0.6344922070274647	49
Letm2	0.06957467653239206	0.6347681191517951	49
Haus2	0.06951811175472344	0.6350440803812238	49
Zfp516	0.06946154697705484	0.635320090684169	49
Oaz3	0.06943261787192401	0.635461270472673	49
Il6	0.06943050288421866	0.6354715925365289	49
Ythdf1	0.06940498219938622	0.6355961500290288	49
Tro	0.06936298739070063	0.6358011336434882	49
Serpina3n	0.06930899333593614	0.6360647272386387	49
Gtf2a2	0.069291852644049	0.6361484157179945	49
Twf1	0.069291852644049	0.6361484157179945	49
Zmynd19	0.069291852644049	0.6361484157179945	49
Nploc4	0.06917872308871177	0.6367008771949325	49
Nap1l4	0.06912215831104317	0.6369771812746867	49
Cpox	0.06906559353337455	0.6372535342063511	49
Clpp	0.06906559353337455	0.6372535342063511	49
Pcgf5	0.06906559353337455	0.6372535342063511	49
Exoc6b	0.06900902875570594	0.6375299359581915	49
Wdr13	0.06895246397803732	0.6378063864984553	49
Trim41	0.06895246397803732	0.6378063864984553	49
Ftsj1	0.06889589920036872	0.6380828857953706	49
Tmed4	0.06889589920036872	0.6380828857953706	49
Abca6	0.06888580822837771	0.6381322174912645	49
Acvr2b	0.06884635991992946	0.6383250831614999	49
Setd1a	0.0687827696450315	0.6386360305319759	49
Ttll4	0.0687827696450315	0.6386360305319759	49
Hoxa10	0.06876795029048272	0.6387085038988671	49
Gm7609	0.06875026674799373	0.6387949888141066	49
Tspan10	0.06872797402381192	0.6389040226320534	49
Rusc1	0.06872620486736288	0.6389126759080278	49
Mpeg1	0.06870490134478181	0.639016879167192	49
Myo18b	0.06869296533039246	0.6390752655590751	49
Faf2	0.06866964008969427	0.6391893699134555	49
Hexim1	0.06866964008969427	0.6391893699134555	49
Ammecr1	0.06855651053435705	0.6397429036849572	49
Anapc15	0.06855651053435705	0.6397429036849572	49
Kcnt1	0.06851371488646778	0.6399523499553822	49
BC048507	0.06845974329027511	0.6402165320474318	49
Trim9	0.06845120707798899	0.6402583194465188	49
Fbxo33	0.06844338097901982	0.6402966315913258	49
Uvssa	0.06844338097901982	0.6402966315913258	49
Hgf	0.06843018107892934	0.6403612529227819	49
Rab13	0.06838681620135122	0.6405735682652671	49
Gnb1	0.06838681620135122	0.6405735682652671	49
Gls	0.06838681620135122	0.6405735682652671	49
Coa7	0.06838681620135122	0.6405735682652671	49
Ascc2	0.0683302514236826	0.6408505533771058	49
Asf1b	0.0683302514236826	0.6408505533771058	49
Ramp2	0.06830708658352652	0.6409640004102443	49
H2-T24	0.06825195318124475	0.6412340422931594	49
Flad1	0.06821712186834539	0.6414046687865405	49
Spen	0.06821712186834539	0.6414046687865405	49
Bcl2l2	0.06816055709067675	0.641681799020122	49
Disc1	0.0681172614645336	0.64189395177409	49
Pigt	0.06810399231300815	0.6419589775635725	49
Arhgap28	0.06808648120884132	0.6420447952081962	49
Tkt	0.06793429798000232	0.642790802732501	49
Eif2s3y	0.06782106527805258	0.6433460997285599	49
Grk2	0.06776460364699649	0.643623061535177	49
Atmin	0.06776460364699649	0.643623061535177	49
Hexdc	0.06776460364699649	0.643623061535177	49
Rnf14	0.06776460364699649	0.643623061535177	49
Slu7	0.06776460364699649	0.643623061535177	49
Rab35	0.06770803886932789	0.6439005773491452	49
Odc1	0.06770803886932789	0.6439005773491452	49
Smu1	0.06770803886932789	0.6439005773491452	49
2700062C07Rik	0.06770803886932789	0.6439005773491452	49
Tcea3	0.0676916808872544	0.6439808411751636	49
Fam163a	0.06767962281385069	0.6440400091815256	49
Bnc2	0.06766349915870928	0.6441191300848028	49
Ap4b1	0.06765147409165927	0.644178141216025	49
H3c10	0.0675972158745683	0.6444444318934547	49
Mms22l	0.06759490931399066	0.6444557531036128	49
Prox2	0.06759490931399066	0.6444557531036128	49
Bag5	0.06759490931399066	0.6444557531036128	49
Cnot6l	0.06759490931399066	0.6444557531036128	49
Msto1	0.06753834453632204	0.644733412979687	49
Txlnb	0.0675190938654343	0.6448279198069784	49
Nsun5	0.06748177975865342	0.6450111208120055	49
Golt1a	0.06746765506599663	0.6450804742326992	49
Ntrk3	0.06743852145320149	0.6452235321410441	49
Slc30a7	0.06742521498098482	0.6452888765683089	49
Lrmda	0.06738837316578887	0.6454698104212983	49
Rln3	0.06737889710731397	0.6455163515795299	49
Gm43552	0.06737889710731397	0.6455163515795299	49
Abca9	0.06737768821005594	0.6455222891108688	49
Riox1	0.06736865020331621	0.6455666802163188	49
Ttyh1	0.06736322916905021	0.6455933067733789	49
Pianp	0.06732428232718772	0.6457846153506872	49
Olfr11	0.06730110574044292	0.6458984705138601	49
Tcf7l1	0.0672590354137104	0.6461051618336322	49
Ttf1	0.06725552064797899	0.646122431058253	49
Trappc13	0.06725552064797899	0.646122431058253	49
Vps16	0.06719895587031037	0.6464003781875273	49
Efhd2	0.06719895587031037	0.6464003781875273	49
Hccs	0.06714239109264176	0.6466783730792086	49
Actr6	0.06714239109264176	0.6466783730792086	49
Slc38a10	0.06714239109264176	0.6466783730792086	49
Stx11	0.06708753775358244	0.6469480024712179	49
Slc25a46	0.06708582631497315	0.6469564157009263	49
Twnk	0.06708582631497315	0.6469564157009263	49
Mlip	0.06705584748837741	0.6471037951459576	49
Lama4	0.06703240985696769	0.6472190266331146	49
Parp2	0.06702926153730454	0.6472345060202902	49
Hk2	0.06702926153730454	0.6472345060202902	49
Srf	0.06702926153730454	0.6472345060202902	49
Slc39a13	0.06702926153730454	0.6472345060202902	49
Atp4a	0.06697893673259016	0.647481958729962	49
Bbs2	0.06691613198196732	0.6477908296223039	49
Cd300a	0.06688228600445568	0.6479573069284748	49
Maff	0.06685956720429871	0.6480690628400818	49
Enpp6	0.06685312442247175	0.6481007568856675	49
Abca14	0.06685006912944905	0.6481157870370298	49
Slc5a11	0.06682890615320675	0.6482198995957812	49
Rabepk	0.06680300242663009	0.6483473436257609	49
Hes6	0.06668987287129287	0.6489040477708741	49
Gm21411	0.06667465145614374	0.6489789659927716	49
Erg	0.06658677731321887	0.6494115405557148	49
Angel2	0.06657674331595564	0.6494609417975621	49
Ap1g2	0.06657674331595564	0.6494609417975621	49
Coq3	0.06657674331595564	0.6494609417975621	49
Hmgcr	0.06657674331595564	0.6494609417975621	49
Ube2a	0.06657674331595564	0.6494609417975621	49
Acot4	0.06646750037161415	0.6499988834720097	49
Mink1	0.06646361376061842	0.6500180254454468	49
Fnip2	0.06646361376061842	0.6500180254454468	49
Nudt16l1	0.06646361376061842	0.6500180254454468	49
Rnf113a2	0.06646361376061842	0.6500180254454468	49
Foxo1	0.06646361376061842	0.6500180254454468	49
Polg2	0.06646361376061842	0.6500180254454468	49
Prima1	0.06643770484833383	0.6501456353105705	49
Eif2b4	0.06640704898294982	0.6502966382958889	49
Bzw1	0.06640704898294982	0.6502966382958889	49
Wwtr1	0.06629561066374251	0.6508456720990959	49
Gmfb	0.06629391942761259	0.6508540058867146	49
Lct	0.06629071506354722	0.6508697959262996	49
Gm15128	0.06621856937008588	0.6512253460111849	49
Adgrl4	0.06618725664933955	0.6513796859883174	49
Lysmd4	0.06618078987227537	0.6514115624465009	49
Keap1	0.06618078987227537	0.6514115624465009	49
Neurl1a	0.06615419511198538	0.6515426615506976	49
Mphosph8	0.06612422509460675	0.6516904115080754	49
Med7	0.06606766031693814	0.6519693077138384	49
Slc24a4	0.0659874963173999	0.6523646420589067	49
Il1rl1	0.0659829450483194	0.6523870897959022	49
Ticrr	0.06595453076160092	0.6525272414270227	49
Klhdc1	0.06589796598393231	0.6528062788689447	49
Zfp61	0.06589796598393231	0.6528062788689447	49
Itgb5	0.0658430808981197	0.6530770752303078	49
Kmo	0.06584177987573306	0.6530834948538806	49
Tagap1	0.06584140120626371	0.6530853633240565	49
Ifitm1	0.0657304209724897	0.653633064197348	49
Sirt4	0.06572827165092647	0.653643673142648	49
Ncl	0.06572827165092647	0.653643673142648	49
E130309D02Rik	0.06567170687325787	0.653922898440482	49
Cenpq	0.06567170687325787	0.653922898440482	49
Poglut1	0.06567170687325787	0.653922898440482	49
Fxr2	0.06567170687325787	0.653922898440482	49
Trem3	0.06562311349742048	0.6541628112996031	49
Dpysl2	0.06561514209558925	0.6542021706202134	49
Eed	0.06561514209558925	0.6542021706202134	49
Rab34	0.06555857731792064	0.6544814896489738	49
Snrpf	0.06555857731792064	0.6544814896489738	49
P2ry10	0.06553106335944273	0.6546173715513697	49
Zfp456	0.0654788638728857	0.6548751971473287	49
Egf	0.06544544776258342	0.655040268122014	49
Zbtb25	0.06538888298491481	0.6553197275004652	49
Gm29666	0.0653323182072462	0.6555992335962877	49
Mtmr9	0.0653323182072462	0.6555992335962877	49
Akap5	0.0653057018014426	0.6557307706007881	49
Bop1	0.06527575342957759	0.6558787863765208	49
Pde2a	0.0652398339764216	0.656056330661462	49
Asxl2	0.06521918865190898	0.6561583858081869	49
Noct	0.06516262387424036	0.6564380318582895	49
Pgam2	0.06511978645941414	0.6566498433052048	49
Zc3hav1	0.06510605909657174	0.6567177244938139	49
Frat1	0.06506609493020284	0.656915361097684	49
