gene	matched	display	category	contrast	label	e1	e2	mean_lfc	welch_t	welch_p	max_cpm	call	welch_fdr_in_panel
STAT1	STAT1	STAT1	ifn_signaling	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.15457909267695058	0.40841386389287315	0.28149647828491187	3.129726465735411	0.09069204292274473	101.77894709024707	FLAT	0.49888733740176944
STAT2	STAT2	STAT2	ifn_signaling	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-0.4172537273775543	-0.3210025334374804	-0.36912813040751735	-2.44136849935354	0.1582953759348802	18.08130812455354	DOWN	0.3536386058119663
STAT2	STAT2	STAT2	ifn_signaling	mirin_vs_WT	mirin vs scrambled	0.5887457067931177	0.17845526865932415	0.3836004877262209	2.583199548250317	0.14403071966902767	18.08130812455354	FLAT	0.36283771579932966
STAT2	STAT2	STAT2	ifn_signaling	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-0.108091894535713	0.11849750221414901	0.0052028038392180065	0.024853950892745696	0.98336350284714	18.08130812455354	FLAT	0.9928189211437471
STAT2	STAT2	STAT2	ifn_signaling	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.3091618328418413	0.43950003565162943	0.37433093424673536	1.6131415869575256	0.2661631874477609	18.08130812455354	UP	0.5081297214911799
IRF1	IRF1	IRF1	ifn_signaling	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-0.7473024554846583	-0.9349029258770569	-0.8411026906808576	-8.731627584294376	0.07240024939824849	42.40744650527806	DOWN	0.3226048938674022
IRF1	IRF1	IRF1	ifn_signaling	mirin_vs_WT	mirin vs scrambled	0.31428030446595834	0.16398249475656357	0.23913139961126095	2.425498919645027	0.2309970109714758	42.40744650527806	FLAT	0.394651178456967
IRF1	IRF1	IRF1	ifn_signaling	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-0.4732882174756776	-0.2767222738829167	-0.37500524567929716	-1.7273120982011305	0.26974522996051303	42.40744650527806	DOWN	0.5364379603575699
IRF1	IRF1	IRF1	ifn_signaling	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.2740142380089807	0.6581806519941402	0.4660974450015605	2.3952189295967563	0.2517171165671967	42.40744650527806	UP	0.5039113120373413
IRF7	IRF7	IRF7	ifn_signaling	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-0.3753473861572081	-0.5191664132946776	-0.44725689972594285	-4.442028818375877	0.11819188616184605	6.159176754338004	DOWN	0.3226048938674022
IRF7	IRF7	IRF7	ifn_signaling	mirin_vs_WT	mirin vs scrambled	0.7340280668042425	0.5943504062078753	0.6641892365060589	6.561079927603639	0.073990716882822	6.159176754338004	UP	0.36283771579932966
IRF7	IRF7	IRF7	ifn_signaling	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	0.19844174849814422	0.45426789318700367	0.32635482084257394	1.3294985748145651	0.36365091496437923	6.159176754338004	FLAT	0.6158604205041907
IRF7	IRF7	IRF7	ifn_signaling	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.5737891346553523	0.9734343064816813	0.7736117205685168	3.41163409731794	0.1765443128191131	6.159176754338004	UP	0.5026331055957827
IRF9	IRF9	IRF9	ifn_signaling	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-0.7451352773480178	-1.3347567079344795	-1.0399459926412487	-4.47510673291932	0.10469059221232362	132.86897915961518	DOWN	0.3226048938674022
IRF9	IRF9	IRF9	ifn_signaling	mirin_vs_WT	mirin vs scrambled	1.1713693584298737	0.5777027882580539	0.8745360733439638	3.7526742148031396	0.12699878260035516	132.86897915961518	UP	0.36283771579932966
IRF9	IRF9	IRF9	ifn_signaling	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-0.18152790022732557	-0.3523443856889683	-0.26693614295814694	-1.0349042836469817	0.4280572267330641	132.86897915961518	FLAT	0.6579904800838475
IRF9	IRF9	IRF9	ifn_signaling	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.5636073771206922	0.9824123222455112	0.7730098496831017	5.019751604904486	0.060302279056809384	132.86897915961518	UP	0.49888733740176944
JAK1	JAK1	JAK1	ifn_signaling	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	0.11925967156545703	0.07219680959062291	0.09572824057803997	1.5315411434428474	0.2956285651094584	89.34666004395376	FLAT	0.4352532796053312
JAK1	JAK1	JAK1	ifn_signaling	mirin_vs_WT	mirin vs scrambled	0.565034316171432	0.3758004575393814	0.4704173868554067	6.9541952210341105	0.024769852256336187	89.34666004395376	UP	0.36283771579932966
JAK1	JAK1	JAK1	ifn_signaling	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	0.5092265913800125	0.5001300594433395	0.504678325411676	6.84380478500839	0.02110134588644466	89.34666004395376	UP	0.2769551647595862
JAK1	JAK1	JAK1	ifn_signaling	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.38996691981455545	0.42793324985271664	0.40895008483363604	6.97970807776787	0.03144227090165976	89.34666004395376	UP	0.49888733740176944
JAK2	JAK2	JAK2	ifn_signaling	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-0.15105840141090132	-0.08027710005667288	-0.1156677507337871	-1.7808442748913704	0.275955821136027	9.654273116277457	FLAT	0.4352532796053312
JAK2	JAK2	JAK2	ifn_signaling	mirin_vs_WT	mirin vs scrambled	0.11480028974634715	0.21270027568987615	0.16375028271811165	2.680098466729737	0.21425393649548266	9.654273116277457	FLAT	0.39044998936039416
JAK2	JAK2	JAK2	ifn_signaling	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-0.02803100446920359	0.08385688340824737	0.02791293946952189	0.4635247361832059	0.723103428471342	9.654273116277457	FLAT	0.8803589483688928
JAK2	JAK2	JAK2	ifn_signaling	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.12302739694169773	0.16413398346492025	0.143580690203309	5.736387769567221	0.10069679103177154	9.654273116277457	FLAT	0.49888733740176944
IFNAR1	IFNAR1	IFNAR1	ifn_signaling	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	0.17684817332371683	0.2088066179290271	0.19282739562637197	3.6566362369483496	0.0853525443162004	59.94732755530261	FLAT	0.3226048938674022
IFNAR1	IFNAR1	IFNAR1	ifn_signaling	mirin_vs_WT	mirin vs scrambled	0.026710383729985132	-0.06029415140448169	-0.016791883837248278	-0.5218222704413727	0.6676379762617748	59.94732755530261	FLAT	0.7010198750748635
IFNAR1	IFNAR1	IFNAR1	ifn_signaling	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-0.03764177602614449	-0.11271857929236528	-0.07518017765925489	-2.51816517358311	0.20537496493660615	59.94732755530261	FLAT	0.4900993481441738
IFNAR1	IFNAR1	IFNAR1	ifn_signaling	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	-0.21448994934986132	-0.3215251972213924	-0.26800757328562685	-5.911620386041693	0.0934516453667224	59.94732755530261	FLAT	0.49888733740176944
IFNAR2	IFNAR2	IFNAR2	ifn_signaling	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-0.3431039111274474	0.06019731433545639	-0.14145329839599552	-0.9919671221963875	0.42580547176374817	9.428617898188213	FLAT	0.5659439814581463
IFNAR2	IFNAR2	IFNAR2	ifn_signaling	mirin_vs_WT	mirin vs scrambled	-0.34688788920020475	-0.37989183484513944	-0.3633898620226721	-2.32340929617689	0.14857946505984002	9.428617898188213	DOWN	0.36283771579932966
IFNAR2	IFNAR2	IFNAR2	ifn_signaling	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-0.8427904736488006	-0.31125279327916866	-0.5770216334639846	-2.990917105776794	0.11827483915084938	9.428617898188213	DOWN	0.3974853343154356
IFNAR2	IFNAR2	IFNAR2	ifn_signaling	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	-0.49968656252135313	-0.37145010761462505	-0.4355683350679891	-2.272655214078554	0.1771183324480377	9.428617898188213	DOWN	0.5026331055957827
IFNGR1	IFNGR1	IFNGR1	ifn_signaling	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	0.04034339738975756	-0.037422680004335795	0.0014603586927108836	0.014400278501112942	0.9901221796046217	59.97103554433369	FLAT	0.9985229393848633
IFNGR1	IFNGR1	IFNGR1	ifn_signaling	mirin_vs_WT	mirin vs scrambled	0.4476693746942795	0.24190710894412426	0.34478824181920187	3.8467211943492154	0.15204628090638578	59.97103554433369	FLAT	0.36283771579932966
IFNGR1	IFNGR1	IFNGR1	ifn_signaling	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	0.324996486672676	0.10006351749920661	0.2125300020859413	2.318603116597064	0.23294028082207677	59.97103554433369	FLAT	0.5038966455271275
IFNGR1	IFNGR1	IFNGR1	ifn_signaling	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.28465308928291844	0.1374861975035424	0.21106964339323042	3.8316623074537906	0.10068179856378115	59.97103554433369	FLAT	0.49888733740176944
IFNGR2	IFNGR2	IFNGR2	ifn_signaling	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-0.18583635491207762	-0.1932480743346776	-0.18954221462337761	-2.113045841550869	0.16938666304852146	32.45628955305249	FLAT	0.3634615036004936
IFNGR2	IFNGR2	IFNGR2	ifn_signaling	mirin_vs_WT	mirin vs scrambled	0.010269637200872594	-0.2852522090462273	-0.13749128592267734	-1.3070437100621577	0.3270809069343057	32.45628955305249	FLAT	0.44030122087310386
IFNGR2	IFNGR2	IFNGR2	ifn_signaling	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-0.14695321054740873	-0.11550377379773025	-0.1312284921725695	-1.2618334488227092	0.33908286476873023	32.45628955305249	FLAT	0.5836672262412569
IFNGR2	IFNGR2	IFNGR2	ifn_signaling	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.03888314436466889	0.07774430053694736	0.058313722450808125	0.5733109347886552	0.6279061615333529	32.45628955305249	FLAT	0.7953393316568615
SOCS1	SOCS1	SOCS1	ifn_signaling	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	0.4636475975724882	0.11222128915789886	0.2879344433651935	1.0745428248653273	0.45319248478462365	1.7514491450420415	FLAT	0.5874717395356233
SOCS1	SOCS1	SOCS1	ifn_signaling	mirin_vs_WT	mirin vs scrambled	0.08947574507377198	-0.5766841563105701	-0.24360420561839907	-0.9117813125477825	0.5097141648248817	1.7514491450420415	FLAT	0.5693615670916232
SOCS1	SOCS1	SOCS1	ifn_signaling	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	0.6037458284557587	-0.34840082620165136	0.1276725011270537	0.3782175489888253	0.7423402882791927	1.7514491450420415	DISCORDANT	0.8803589483688928
SOCS1	SOCS1	SOCS1	ifn_signaling	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.14009823088327056	-0.4606221153595502	-0.16026194223813983	-0.683651145498817	0.5980496744185643	1.7514491450420415	FLAT	0.7948761495436614
SOCS3	SOCS3	SOCS3	ifn_signaling	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-0.3273224680464386	-0.11055798824369312	-0.21894022814506586	-2.788198972224665	0.12955119986075836	43.607357779120484	FLAT	0.3323073969063725
SOCS3	SOCS3	SOCS3	ifn_signaling	mirin_vs_WT	mirin vs scrambled	-0.18914679798089384	-0.19560639151397563	-0.19237659474743474	-3.110026669243277	0.09031021350507928	43.607357779120484	FLAT	0.36283771579932966
SOCS3	SOCS3	SOCS3	ifn_signaling	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-0.9182353111157937	-0.5329045572650486	-0.7255699341904212	-4.640851461948159	0.1099357101597406	43.607357779120484	DOWN	0.3974853343154356
SOCS3	SOCS3	SOCS3	ifn_signaling	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	-0.5909128430693551	-0.4223465690213555	-0.5066297060453553	-3.079513578219359	0.14253923925764841	43.607357779120484	DOWN	0.49888733740176944
GBP1	GBP1	GBP1	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-1.1523602236385253	-1.6039347792786658	-1.3781475014585955	-5.696433974515995	0.10918625139253013	4.990768305872244	DOWN	0.3226048938674022
GBP1	GBP1	GBP1	ifn_isg	mirin_vs_WT	mirin vs scrambled	0.638546638318481	0.6346716996149215	0.6366091689667013	27.059887760501052	0.0014627638507306762	4.990768305872244	UP	0.153590204326721
GBP1	GBP1	GBP1	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-1.8310223073119325	-1.3282420858787796	-1.5796321965953561	-6.685712467832413	0.0931004063739832	4.990768305872244	DOWN	0.3974853343154356
GBP1	GBP1	GBP1	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	-0.678662083673407	0.27569269339988633	-0.20148469513676032	-0.5970992211900128	0.6110652505775357	4.990768305872244	DISCORDANT	0.7953393316568615
GBP2	GBP2	GBP2	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-0.5527952614829523	-0.5441923154448571	-0.5484937884639047	-15.522824506518646	0.00465170901874962	5.696456646822044	DOWN	0.13627144911461256
GBP2	GBP2	GBP2	ifn_isg	mirin_vs_WT	mirin vs scrambled	-0.3056222903557857	-0.2995393400761177	-0.3025808152159517	-8.368184351727798	0.014576304968305021	5.696456646822044	DOWN	0.36283771579932966
GBP2	GBP2	GBP2	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-1.0638381233479768	-0.924384144593259	-0.9941111339706179	-19.673858526085226	0.005368167435614924	5.696456646822044	DOWN	0.2632379026854747
GBP2	GBP2	GBP2	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	-0.5110428618650245	-0.3801918291484019	-0.44561734550671317	-9.213806566014343	0.02554275629997487	5.696456646822044	DOWN	0.49888733740176944
GBP4	GBP4	GBP4	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-1.1181151025155494	-0.07715578181965144	-0.5976354421676005	-1.5788378046855835	0.2794361630854733	3.109003206936808	FLAT	0.4352532796053312
GBP4	GBP4	GBP4	ifn_isg	mirin_vs_WT	mirin vs scrambled	0.47109923544763643	0.9756682983545997	0.723383766901118	2.1891194727109116	0.25521441471581624	3.109003206936808	UP	0.39942516214265666
GBP4	GBP4	GBP4	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-0.6434817333718443	0.3993774384447393	-0.12205214746355253	-0.3220155853308366	0.783328412191238	3.109003206936808	DISCORDANT	0.8940161226095652
GBP4	GBP4	GBP4	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.47463336914370496	0.4765332202643907	0.4755832947040478	1.6973310100594203	0.23173061493647978	3.109003206936808	UP	0.5039113120373413
GBP5	GBP5	GBP5	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	0.37209457547517005	0.15692004693384992	0.26450731120451	3.2581593434863025	0.12975812641105974	1.1106712179953777	FLAT	0.3323073969063725
GBP5	GBP5	GBP5	ifn_isg	mirin_vs_WT	mirin vs scrambled	0.31744345535068413	0.6712997992125942	0.4943716272816392	1.8912080367360862	0.28042798475190456	1.1106712179953777	UP	0.4099679148369169
GBP5	GBP5	GBP5	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	0.23493123978692815	0.4412122226421345	0.3380717312145313	1.7630134475147838	0.2777018680225676	1.1106712179953777	FLAT	0.5364379603575699
GBP5	GBP5	GBP5	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	-0.1371633356882419	0.2842921757082846	0.07356442001002134	0.4083192581424669	0.7495283479474498	1.1106712179953777	FLAT	0.8258519410087997
CXCL9		CXCL9	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled							ABSENT	
CXCL9		CXCL9	ifn_isg	mirin_vs_WT	mirin vs scrambled							ABSENT	
CXCL9		CXCL9	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled							ABSENT	
CXCL9		CXCL9	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO							ABSENT	
CXCL10	CXCL10	CXCL10	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-0.31875792996880736	-0.3150238886833167	-0.316890909326062	-1.2749859135933905	0.330411269165941	0.7067907750879677	LOW	
CXCL10	CXCL10	CXCL10	ifn_isg	mirin_vs_WT	mirin vs scrambled	-0.015127451252183177	0.45626232946963013	0.22056743910872348	1.1840977934416386	0.4176776256452884	0.7067907750879677	LOW	
CXCL10	CXCL10	CXCL10	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-0.01649004501229745	0.1701569817917662	0.07683346838973437	0.39330261624922863	0.7449046338569402	0.7067907750879677	LOW	
CXCL10	CXCL10	CXCL10	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.3022678849565099	0.4851808704750829	0.3937243777157964	2.0329895079075437	0.227119997490563	0.7067907750879677	LOW	
CXCL11	CXCL11	CXCL11	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	0.06499744845155808	-0.2513832839881146	-0.09319291776827826	-0.829904674264197	0.49618734912897305	1.636317477335162	FLAT	0.6202341864112163
CXCL11	CXCL11	CXCL11	ifn_isg	mirin_vs_WT	mirin vs scrambled	0.9204748143852876	0.03308978329652823	0.4767822988409079	1.2962297243825978	0.40120164819513277	1.636317477335162	FLAT	0.47870651205101067
CXCL11	CXCL11	CXCL11	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	0.2468892199283148	-0.16504013006528678	0.04092454493151401	0.2772923637402154	0.8099091954414993	1.636317477335162	FLAT	0.9144136077565316
CXCL11	CXCL11	CXCL11	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.18189177147675673	0.08634315392282782	0.13411746269979227	0.9587160085545796	0.4572657270859971	1.636317477335162	FLAT	0.694705901210904
CCL5	CCL5	CCL5	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-0.004584021668649463	-0.4179723861668574	-0.21127820391775343	-1.346177079223274	0.35865092838278173	88.19751202836524	FLAT	0.5021112997358944
CCL5	CCL5	CCL5	ifn_isg	mirin_vs_WT	mirin vs scrambled	0.9345120847481851	0.4873617947800293	0.7109369397641072	4.3233369855542705	0.07539443005668717	88.19751202836524	UP	0.36283771579932966
CCL5	CCL5	CCL5	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	0.18965104608146088	0.337078896774349	0.26336497142790494	1.0100875174959292	0.43239374405509984	88.19751202836524	FLAT	0.6579904800838475
CCL5	CCL5	CCL5	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.19423506775011035	0.7550512829412064	0.47464317534565836	2.0963259543407338	0.25435523369503893	88.19751202836524	FLAT	0.5039113120373413
CIITA	CIITA	CIITA	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-0.2358205504210254	0.26595857439923476	0.01506901198910468	0.08487760875214198	0.9401310230027574	0.3980566238731913	LOW	
CIITA	CIITA	CIITA	ifn_isg	mirin_vs_WT	mirin vs scrambled	-0.3645943303840652	-0.07868891633892325	-0.22164162336149423	-1.6931334716145454	0.336211604878836	0.3980566238731913	LOW	
CIITA	CIITA	CIITA	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-0.07051696515978673	0.04542671688197	-0.012545124138908362	-0.08418516932317077	0.9424079645126676	0.3980566238731913	LOW	
CIITA	CIITA	CIITA	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.16530358526123867	-0.22053185751726478	-0.027614136128013056	-0.19637446654296456	0.8659227281756564	0.3980566238731913	LOW	
IDO1	IDO1	IDO1	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-0.6489974958284066	-0.5484729039643049	-0.5987351998963557	-8.879348064576016	0.05757130172233791	3.4362667024038407	DOWN	0.3226048938674022
IDO1	IDO1	IDO1	ifn_isg	mirin_vs_WT	mirin vs scrambled	0.7867716763380057	0.15184228378308728	0.4693069800605465	1.551592154828114	0.36354933819470114	3.4362667024038407	FLAT	0.47388817355565915
IDO1	IDO1	IDO1	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-0.26331096707361756	-0.8086756739210221	-0.5359933204973198	-2.0794784741659584	0.2839694844930664	3.4362667024038407	DOWN	0.5364379603575699
IDO1	IDO1	IDO1	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.38568652875478904	-0.2602027699567172	0.06274187939903592	0.2362825079010585	0.8487594038663258	3.4362667024038407	DISCORDANT	0.9001993677370121
HLA-A	HLA-A	HLA-A	apm	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-0.7574069049040046	-0.5227355985119235	-0.6400712517079641	-7.45796049518145	0.03095215479034931	380.55634732950716	DOWN	0.3226048938674022
HLA-A	HLA-A	HLA-A	apm	mirin_vs_WT	mirin vs scrambled	0.0434178099363276	0.1620470866892756	0.1027324483128016	2.229655311897628	0.22311427963451097	380.55634732950716	FLAT	0.39044998936039416
HLA-A	HLA-A	HLA-A	apm	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-0.7487544004502311	-0.4134362343472837	-0.5810953173987574	-4.409678816307051	0.10542457137080032	380.55634732950716	DOWN	0.3974853343154356
HLA-A	HLA-A	HLA-A	apm	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.008652504453773524	0.10929936416463981	0.05897593430920667	0.40689516296019995	0.731145838447713	380.55634732950716	FLAT	0.8258519410087997
HLA-B	HLA-B	HLA-B	apm	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-0.941382887434111	-0.7668280727900472	-0.8541054801120791	-13.838775304532728	0.005191293299604288	307.4122293888449	DOWN	0.13627144911461256
HLA-B	HLA-B	HLA-B	apm	mirin_vs_WT	mirin vs scrambled	-0.22322040799678078	-0.10729965084882664	-0.1652600294228037	-3.622362754252906	0.13341636767701298	307.4122293888449	FLAT	0.36283771579932966
HLA-B	HLA-B	HLA-B	apm	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-1.2921763256009902	-0.8950937617377015	-1.0936350436693458	-6.781402646030821	0.07194589627609291	307.4122293888449	DOWN	0.3974853343154356
HLA-B	HLA-B	HLA-B	apm	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	-0.35079343816687913	-0.12826568894765433	-0.23952956355726673	-1.4828527776709504	0.3528053292832523	307.4122293888449	FLAT	0.5974928963667983
HLA-C	HLA-C	HLA-C	apm	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-0.5583257868824125	-0.5785891899606774	-0.568457488421545	-71.590458848063	0.003326831917870304	43.85330839258235	DOWN	0.13627144911461256
HLA-C	HLA-C	HLA-C	apm	mirin_vs_WT	mirin vs scrambled	0.2721226875673102	0.249452426195103	0.2607875568812066	28.70852998920439	0.012529762047919262	43.85330839258235	FLAT	0.36283771579932966
HLA-C	HLA-C	HLA-C	apm	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-0.23310252248241614	-0.5206973032688165	-0.3768999128756163	-2.669688047995728	0.2280224106461269	43.85330839258235	FLAT	0.5038966455271275
HLA-C	HLA-C	HLA-C	apm	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.3252232643999964	0.05789188669186096	0.19155757554592867	1.3551892445245146	0.40378603483363096	43.85330839258235	FLAT	0.6522697485774038
HLA-E	HLA-E	HLA-E	apm	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-0.43725896466681835	-0.6189749354063654	-0.5281169500365919	-7.2106918309309105	0.06524225348769792	214.76666890024	DOWN	0.3226048938674022
HLA-E	HLA-E	HLA-E	apm	mirin_vs_WT	mirin vs scrambled	0.2697932367775113	0.11152054934530309	0.1906568930614072	2.6910401768536008	0.220288706070149	214.76666890024	FLAT	0.39044998936039416
HLA-E	HLA-E	HLA-E	apm	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-0.42345593864325437	-0.19118683543727233	-0.30732138704026335	-1.5424536578799535	0.32508417642928766	214.76666890024	FLAT	0.5688973087512534
HLA-E	HLA-E	HLA-E	apm	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.01380302602356398	0.42778809996909306	0.22079556299632852	1.1771989738134512	0.44470758822365597	214.76666890024	FLAT	0.694705901210904
HLA-F	HLA-F	HLA-F	apm	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	0.09088777961174749	-0.10695220390639312	-0.008032212147322818	-0.06620496527495065	0.957448760382628	0.2742277973749087	LOW	
HLA-F	HLA-F	HLA-F	apm	mirin_vs_WT	mirin vs scrambled	-0.14528046385503604	-0.07868891633892325	-0.11198469009697964	-4.62561820942077	0.06146458290968069	0.2742277973749087	LOW	
HLA-F	HLA-F	HLA-F	apm	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-0.040626896539780494	-0.0800389499591383	-0.060332923249459394	-1.3314679593359922	0.35072780554162514	0.2742277973749087	LOW	
HLA-F	HLA-F	HLA-F	apm	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	-0.13151467615152798	0.026913253947254828	-0.05230071110213658	-0.4144981271457726	0.7393875068789383	0.2742277973749087	LOW	
HLA-G		HLA-G	apm	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled							ABSENT	
HLA-G		HLA-G	apm	mirin_vs_WT	mirin vs scrambled							ABSENT	
HLA-G		HLA-G	apm	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled							ABSENT	
HLA-G		HLA-G	apm	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO							ABSENT	
B2M	B2M	B2M	apm	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-0.4467522027224078	-0.4431366391948508	-0.4449444209586293	-7.297021184792681	0.018355182942803652	1937.5809780776776	DOWN	0.3226048938674022
B2M	B2M	B2M	apm	mirin_vs_WT	mirin vs scrambled	-0.03339761813001019	0.035558588410550485	0.0010804851402701487	0.023993885465687623	0.9844695092669195	1937.5809780776776	FLAT	0.9844695092669195
B2M	B2M	B2M	apm	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-0.7063567281300998	-0.6910057391019464	-0.6986812336160231	-12.242032656915379	0.007521082933870705	1937.5809780776776	DOWN	0.2632379026854747
B2M	B2M	B2M	apm	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	-0.25960452540769197	-0.2478690999070956	-0.2537368126573938	-4.556223979741856	0.04681707683347347	1937.5809780776776	FLAT	0.49888733740176944
NLRC5	NLRC5	NLRC5	apm	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-0.27752123416642105	0.2935209785599979	0.007999872196788438	0.03802052002798108	0.9739844816737853	9.163377873076907	DISCORDANT	0.9985229393848633
NLRC5	NLRC5	NLRC5	apm	mirin_vs_WT	mirin vs scrambled	0.19846037097774039	0.21649529940150591	0.20747783518962315	0.8141157734233317	0.50127951942255	9.163377873076907	FLAT	0.565960747735137
