gene	rho	p	present	q	cohort	split
OCLN	0.24690807492647512	3.509457870171584e-07	True	9.943463965486155e-07	TCGA-STAD	quartile
TJP1	0.22027956647317887	5.907900916707319e-06	True	1.2685835094943654e-05	TCGA-STAD	quartile
CRB3	0.19813277333406887	4.8143571661764045e-05	True	8.184407182499887e-05	TCGA-STAD	quartile
PARD6B	0.255007604205401	1.3901070287703163e-07	True	4.7263638978190755e-07	TCGA-STAD	quartile
CDH1	0.14961093319996938	0.0022443847420718387	True	0.003179545051268438	TCGA-STAD	quartile
VIM	-0.14707486250602167	0.0026693337803988084	True	0.0034906672512907497	TCGA-STAD	quartile
ZEB1	-0.1346939710928976	0.005992667459279816	True	0.0072768104862683475	TCGA-STAD	quartile
SNAI2	-0.011886847034769056	0.8092206053602494	True	0.8092206053602494	TCGA-STAD	quartile
KRT5	0.06183803548842172	0.20870283881443882	True	0.23652988398969735	TCGA-STAD	quartile
KRT17	0.2960275295183686	7.71201476496447e-10	True	4.3701417001465335e-09	TCGA-STAD	quartile
SPRR1B	0.2816601355880707	5.245859422706628e-09	True	2.229490254650317e-08	TCGA-STAD	quartile
EPCAM	-0.01466451273293586	0.7658147593991572	True	0.8092206053602494	TCGA-STAD	quartile
CLDN1	0.21709029476060132	8.102575667128708e-06	True	1.5304865149020892e-05	TCGA-STAD	median
CLDN4	0.3096723142432741	1.1283436284486872e-10	True	9.590920841813841e-10	TCGA-STAD	median
CLDN7	0.15801593984768	0.0012394912328470373	True	0.0019155773598545122	TCGA-STAD	median
F11R	0.32028011383665056	2.361236000528138e-11	True	4.0141012008978345e-10	TCGA-STAD	median
PARD3	0.22017507913030335	5.96980475056172e-06	True	1.2685835094943654e-05	TCGA-STAD	median
OCLN	0.24690807492647512	3.509457870171584e-07	True	9.943463965486155e-07	TCGA-STAD	median
TJP1	0.22027956647317887	5.907900916707319e-06	True	1.2685835094943654e-05	TCGA-STAD	median
CRB3	0.19813277333406887	4.8143571661764045e-05	True	8.184407182499887e-05	TCGA-STAD	median
PARD6B	0.255007604205401	1.3901070287703163e-07	True	4.7263638978190755e-07	TCGA-STAD	median
CDH1	0.14961093319996938	0.0022443847420718387	True	0.003179545051268438	TCGA-STAD	median
VIM	-0.14707486250602167	0.0026693337803988084	True	0.0034906672512907497	TCGA-STAD	median
ZEB1	-0.1346939710928976	0.005992667459279816	True	0.0072768104862683475	TCGA-STAD	median
SNAI2	-0.011886847034769056	0.8092206053602494	True	0.8092206053602494	TCGA-STAD	median
KRT5	0.06183803548842172	0.20870283881443882	True	0.23652988398969735	TCGA-STAD	median
KRT17	0.2960275295183686	7.71201476496447e-10	True	4.3701417001465335e-09	TCGA-STAD	median
SPRR1B	0.2816601355880707	5.245859422706628e-09	True	2.229490254650317e-08	TCGA-STAD	median
EPCAM	-0.01466451273293586	0.7658147593991572	True	0.8092206053602494	TCGA-STAD	median
CLDN1	0.4789734118215312	1.3508064228614162e-11	True	5.740927297161019e-11	TCGA-PAAD	quartile
CLDN4	0.688511945323598	2.4054468472307112e-26	True	4.089259640292209e-25	TCGA-PAAD	quartile
CLDN7	0.47484994869297315	2.131796623994892e-11	True	7.248108521582633e-11	TCGA-PAAD	quartile
F11R	0.5428207875275686	4.984530783578774e-15	True	4.236851166041957e-14	TCGA-PAAD	quartile
PARD3	0.19061034462224918	0.010817097813321696	True	0.013135047344747772	TCGA-PAAD	quartile
OCLN	0.19445521654043457	0.009296488270646823	True	0.012156946200076615	TCGA-PAAD	quartile
TJP1	0.10349840812203481	0.16919110204739515	True	0.17976554592535735	TCGA-PAAD	quartile
CRB3	0.2417185146097665	0.0011518378392567398	True	0.0016317702722803815	TCGA-PAAD	quartile
PARD6B	0.4370489685923086	1.0645404870849175e-09	True	3.0161980467406e-09	TCGA-PAAD	quartile
CDH1	0.3813170994830461	1.5099686966621535e-07	True	2.566946784325661e-07	TCGA-PAAD	quartile
VIM	-0.08785450815965888	0.243564441415794	True	0.24356444141579403	TCGA-PAAD	quartile
ZEB1	-0.280417074277498	0.0001499071313149952	True	0.00023167465748681076	TCGA-PAAD	quartile
SNAI2	0.1067964212171609	0.15593845794690775	True	0.17673025233982878	TCGA-PAAD	quartile
KRT5	0.3906432363009798	7.011949208470449e-08	True	1.4900392067999705e-07	TCGA-PAAD	quartile
KRT17	0.5078990008819815	4.608539009618696e-13	True	2.611505438783928e-12	TCGA-PAAD	quartile
SPRR1B	0.38328888339149303	1.2864584705486712e-07	True	2.429977111036379e-07	TCGA-PAAD	quartile
EPCAM	0.3913753060071559	6.59552767905678e-08	True	1.4900392067999705e-07	TCGA-PAAD	quartile
CLDN1	0.4789734118215312	1.3508064228614162e-11	True	5.740927297161019e-11	TCGA-PAAD	median
CLDN4	0.688511945323598	2.4054468472307112e-26	True	4.089259640292209e-25	TCGA-PAAD	median
CLDN7	0.47484994869297315	2.131796623994892e-11	True	7.248108521582633e-11	TCGA-PAAD	median
F11R	0.5428207875275686	4.984530783578774e-15	True	4.236851166041957e-14	TCGA-PAAD	median
PARD3	0.19061034462224918	0.010817097813321696	True	0.013135047344747772	TCGA-PAAD	median
OCLN	0.19445521654043457	0.009296488270646823	True	0.012156946200076615	TCGA-PAAD	median
TJP1	0.10349840812203481	0.16919110204739515	True	0.17976554592535735	TCGA-PAAD	median
CRB3	0.2417185146097665	0.0011518378392567398	True	0.0016317702722803815	TCGA-PAAD	median
PARD6B	0.4370489685923086	1.0645404870849175e-09	True	3.0161980467406e-09	TCGA-PAAD	median
CDH1	0.3813170994830461	1.5099686966621535e-07	True	2.566946784325661e-07	TCGA-PAAD	median
VIM	-0.08785450815965888	0.243564441415794	True	0.24356444141579403	TCGA-PAAD	median
ZEB1	-0.280417074277498	0.0001499071313149952	True	0.00023167465748681076	TCGA-PAAD	median
SNAI2	0.1067964212171609	0.15593845794690775	True	0.17673025233982878	TCGA-PAAD	median
KRT5	0.3906432363009798	7.011949208470449e-08	True	1.4900392067999705e-07	TCGA-PAAD	median
KRT17	0.5078990008819815	4.608539009618696e-13	True	2.611505438783928e-12	TCGA-PAAD	median
SPRR1B	0.38328888339149303	1.2864584705486712e-07	True	2.429977111036379e-07	TCGA-PAAD	median
EPCAM	0.3913753060071559	6.59552767905678e-08	True	1.4900392067999705e-07	TCGA-PAAD	median
CLDN1	0.28069569206462597	6.548535554140749e-07	True	2.783127610509818e-06	TCGA-OV	quartile
CLDN4	0.2862346279374623	3.83995359148228e-07	True	2.1759737018399587e-06	TCGA-OV	quartile
CLDN7	0.28866478292937364	3.0271417767725186e-07	True	2.1759737018399587e-06	TCGA-OV	quartile
F11R	0.1986929229644403	0.0004923824952077491	True	0.001674100483706347	TCGA-OV	quartile
PARD3	-0.012124445405024054	0.8332510833338379	True	0.8853292760422028	TCGA-OV	quartile
OCLN	0.08274656516509092	0.1500764817986706	True	0.25513001905774	TCGA-OV	quartile
TJP1	0.07952340247407466	0.16665963892936603	True	0.25756489652720205	TCGA-OV	quartile
CRB3	0.15452641596392244	0.00694660477736655	True	0.016870325887890194	TCGA-OV	quartile
PARD6B	0.03123555081340516	0.5874746353552538	True	0.7682360616184087	TCGA-OV	quartile
CDH1	0.16421873720263075	0.004092120895937029	True	0.011594342538488248	TCGA-OV	quartile
VIM	-0.016650796815322968	0.7724737783947226	True	0.8853292760422028	TCGA-OV	quartile
ZEB1	-0.0743018715888589	0.19637552876395414	True	0.27819866574893504	TCGA-OV	quartile
SNAI2	-0.004185497543599045	0.9420636896385398	True	0.9420636896385398	TCGA-OV	quartile
KRT5	0.2983301792963828	1.1495431926116194e-07	True	1.954223427439753e-06	TCGA-OV	quartile
KRT17	0.10137073044935219	0.07760977856027956	True	0.14659624839163918	TCGA-OV	quartile
SPRR1B	-0.01538256386775618	0.7893805677514035	True	0.8853292760422028	TCGA-OV	quartile
EPCAM	0.11542281523296498	0.04433596842336367	True	0.09421393289964779	TCGA-OV	quartile
CLDN1	0.28069569206462597	6.548535554140749e-07	True	2.783127610509818e-06	TCGA-OV	median
CLDN4	0.2862346279374623	3.83995359148228e-07	True	2.1759737018399587e-06	TCGA-OV	median
CLDN7	0.28866478292937364	3.0271417767725186e-07	True	2.1759737018399587e-06	TCGA-OV	median
F11R	0.1986929229644403	0.0004923824952077491	True	0.001674100483706347	TCGA-OV	median
PARD3	-0.012124445405024054	0.8332510833338379	True	0.8853292760422028	TCGA-OV	median
OCLN	0.08274656516509092	0.1500764817986706	True	0.25513001905774	TCGA-OV	median
TJP1	0.07952340247407466	0.16665963892936603	True	0.25756489652720205	TCGA-OV	median
CRB3	0.15452641596392244	0.00694660477736655	True	0.016870325887890194	TCGA-OV	median
PARD6B	0.03123555081340516	0.5874746353552538	True	0.7682360616184087	TCGA-OV	median
CDH1	0.16421873720263075	0.004092120895937029	True	0.011594342538488248	TCGA-OV	median
VIM	-0.016650796815322968	0.7724737783947226	True	0.8853292760422028	TCGA-OV	median
ZEB1	-0.0743018715888589	0.19637552876395414	True	0.27819866574893504	TCGA-OV	median
SNAI2	-0.004185497543599045	0.9420636896385398	True	0.9420636896385398	TCGA-OV	median
KRT5	0.2983301792963828	1.1495431926116194e-07	True	1.954223427439753e-06	TCGA-OV	median
KRT17	0.10137073044935219	0.07760977856027956	True	0.14659624839163918	TCGA-OV	median
SPRR1B	-0.01538256386775618	0.7893805677514035	True	0.8853292760422028	TCGA-OV	median
EPCAM	0.11542281523296498	0.04433596842336367	True	0.09421393289964779	TCGA-OV	median
CLDN1	0.18043363416244773	0.016558452719025594	True	0.04021338517477645	TCGA-UCEC	quartile
CLDN4	0.3373695795729694	4.676888653294912e-06	True	7.95071071060135e-05	TCGA-UCEC	quartile
CLDN7	0.15884336277977462	0.035233269950715684	True	0.07487069864527082	TCGA-UCEC	quartile
F11R	0.2638102575390711	0.000403502755993339	True	0.0034297734259433814	TCGA-UCEC	quartile
PARD3	-0.017940797898306646	0.813173016955158	True	0.813173016955158	TCGA-UCEC	quartile
OCLN	0.07227170622027955	0.34048482353022963	True	0.44504465110677127	TCGA-UCEC	quartile
TJP1	0.14951802196679678	0.04763679461651379	True	0.08998061205341494	TCGA-UCEC	quartile
CRB3	0.06925163397075336	0.3610967253504209	True	0.44504465110677127	TCGA-UCEC	quartile
PARD6B	0.03326216156724632	0.6612054902624991	True	0.7025308334039053	TCGA-UCEC	quartile
CDH1	0.18989434294519042	0.011593106503087171	True	0.03284713509208032	TCGA-UCEC	quartile
VIM	0.07356372441118203	0.33189977162564993	True	0.44504465110677127	TCGA-UCEC	quartile
ZEB1	0.06847681514243562	0.3665073597349881	True	0.44504465110677127	TCGA-UCEC	quartile
SNAI2	0.06102795509575171	0.42104559343311426	True	0.4771850058908628	TCGA-UCEC	quartile
KRT5	0.19886198547215497	0.008147796582745778	True	0.027702508381335644	TCGA-UCEC	quartile
KRT17	0.09751265683469075	0.19791862293113255	True	0.33646165898292535	TCGA-UCEC	quartile
SPRR1B	0.22903907075197194	0.002230827529844017	True	0.009481017001837073	TCGA-UCEC	quartile
EPCAM	0.2377152970038314	0.0014888780733174226	True	0.008436975748798729	TCGA-UCEC	quartile
CLDN1	0.18043363416244773	0.016558452719025594	True	0.04021338517477645	TCGA-UCEC	median
CLDN4	0.3373695795729694	4.676888653294912e-06	True	7.95071071060135e-05	TCGA-UCEC	median
CLDN7	0.15884336277977462	0.035233269950715684	True	0.07487069864527082	TCGA-UCEC	median
F11R	0.2638102575390711	0.000403502755993339	True	0.0034297734259433814	TCGA-UCEC	median
PARD3	-0.017940797898306646	0.813173016955158	True	0.813173016955158	TCGA-UCEC	median
OCLN	0.07227170622027955	0.34048482353022963	True	0.44504465110677127	TCGA-UCEC	median
TJP1	0.14951802196679678	0.04763679461651379	True	0.08998061205341494	TCGA-UCEC	median
CRB3	0.06925163397075336	0.3610967253504209	True	0.44504465110677127	TCGA-UCEC	median
PARD6B	0.03326216156724632	0.6612054902624991	True	0.7025308334039053	TCGA-UCEC	median
CDH1	0.18989434294519042	0.011593106503087171	True	0.03284713509208032	TCGA-UCEC	median
VIM	0.07356372441118203	0.33189977162564993	True	0.44504465110677127	TCGA-UCEC	median
ZEB1	0.06847681514243562	0.3665073597349881	True	0.44504465110677127	TCGA-UCEC	median
SNAI2	0.06102795509575171	0.42104559343311426	True	0.4771850058908628	TCGA-UCEC	median
KRT5	0.19886198547215497	0.008147796582745778	True	0.027702508381335644	TCGA-UCEC	median
KRT17	0.09751265683469075	0.19791862293113255	True	0.33646165898292535	TCGA-UCEC	median
SPRR1B	0.22903907075197194	0.002230827529844017	True	0.009481017001837073	TCGA-UCEC	median
EPCAM	0.2377152970038314	0.0014888780733174226	True	0.008436975748798729	TCGA-UCEC	median
CLDN1	0.29954589523896497	3.0589519767313075e-11	True	6.500272950554029e-11	TCGA-SKCM	quartile
CLDN4	0.5905178754284126	1.0702819918624528e-45	True	4.548698465415425e-45	TCGA-SKCM	quartile
CLDN7	0.3431596736702487	1.7241493108131872e-14	True	4.885089713970697e-14	TCGA-SKCM	quartile
F11R	0.15432274505001942	0.0007681269041163795	True	0.0014509063744420501	TCGA-SKCM	quartile
PARD3	-0.09794464469458176	0.03338873355756632	True	0.04730070587321896	TCGA-SKCM	quartile
OCLN	0.15094703225338393	0.001003366106147363	True	0.001705722380450517	TCGA-SKCM	quartile
TJP1	-0.05770934981165747	0.21075694050671387	True	0.25591914204386684	TCGA-SKCM	quartile
CRB3	0.45804656936897076	7.390811309745798e-26	True	2.5128758453135714e-25	TCGA-SKCM	quartile
PARD6B	-0.023945683282791216	0.6038106742766938	True	0.6415488414189872	TCGA-SKCM	quartile
CDH1	0.10359946370973369	0.02439516029558616	True	0.03770161136590588	TCGA-SKCM	quartile
VIM	-0.0054635559188985945	0.9057626370426789	True	0.9057626370426789	TCGA-SKCM	quartile
ZEB1	0.048542122678612146	0.2926027567106459	True	0.33161645760539865	TCGA-SKCM	quartile
SNAI2	-0.06484446565028332	0.15956752202554678	True	0.2086652211103304	TCGA-SKCM	quartile
KRT5	0.7111998472785199	6.009517832394909e-74	True	1.0216180315071345e-72	TCGA-SKCM	quartile
KRT17	0.6712906218923073	4.0335887138278166e-63	True	3.428550406753644e-62	TCGA-SKCM	quartile
SPRR1B	0.6161346012000359	1.1188453875041582e-50	True	6.340123862523563e-50	TCGA-SKCM	quartile
EPCAM	0.33849193357188584	4.0712915296078244e-14	True	9.887422286190431e-14	TCGA-SKCM	quartile
CLDN1	0.29954589523896497	3.0589519767313075e-11	True	6.500272950554029e-11	TCGA-SKCM	median
CLDN4	0.5905178754284126	1.0702819918624528e-45	True	4.548698465415425e-45	TCGA-SKCM	median
CLDN7	0.3431596736702487	1.7241493108131872e-14	True	4.885089713970697e-14	TCGA-SKCM	median
F11R	0.15432274505001942	0.0007681269041163795	True	0.0014509063744420501	TCGA-SKCM	median
PARD3	-0.09794464469458176	0.03338873355756632	True	0.04730070587321896	TCGA-SKCM	median
OCLN	0.15094703225338393	0.001003366106147363	True	0.001705722380450517	TCGA-SKCM	median
TJP1	-0.05770934981165747	0.21075694050671387	True	0.25591914204386684	TCGA-SKCM	median
CRB3	0.45804656936897076	7.390811309745798e-26	True	2.5128758453135714e-25	TCGA-SKCM	median
PARD6B	-0.023945683282791216	0.6038106742766938	True	0.6415488414189872	TCGA-SKCM	median
CDH1	0.10359946370973369	0.02439516029558616	True	0.03770161136590588	TCGA-SKCM	median
VIM	-0.0054635559188985945	0.9057626370426789	True	0.9057626370426789	TCGA-SKCM	median
ZEB1	0.048542122678612146	0.2926027567106459	True	0.33161645760539865	TCGA-SKCM	median
SNAI2	-0.06484446565028332	0.15956752202554678	True	0.2086652211103304	TCGA-SKCM	median
KRT5	0.7111998472785199	6.009517832394909e-74	True	1.0216180315071345e-72	TCGA-SKCM	median
KRT17	0.6712906218923073	4.0335887138278166e-63	True	3.428550406753644e-62	TCGA-SKCM	median
SPRR1B	0.6161346012000359	1.1188453875041582e-50	True	6.340123862523563e-50	TCGA-SKCM	median
EPCAM	0.33849193357188584	4.0712915296078244e-14	True	9.887422286190431e-14	TCGA-SKCM	median
CLDN1	0.1175401570936107	0.006594090676467623	True	0.012455504611105511	TCGA-KIRC	quartile
CLDN4	0.12782162710842368	0.003114570357870104	True	0.006618462010473971	TCGA-KIRC	quartile
CLDN7	0.2763195306635939	8.517987149527976e-11	True	7.24028907709878e-10	TCGA-KIRC	quartile
F11R	-0.04557846509454718	0.29356364071252417	True	0.332705459474194	TCGA-KIRC	quartile
PARD3	-0.11581596290893033	0.007438361446972113	True	0.012645214459852592	TCGA-KIRC	quartile
OCLN	0.1992289575068347	3.5640844639870246e-06	True	8.655633698254203e-06	TCGA-KIRC	quartile
TJP1	0.20473132185878173	1.8785620163148637e-06	True	5.322592379558781e-06	TCGA-KIRC	quartile
CRB3	-0.03117685315768517	0.47259802938744877	True	0.47259802938744877	TCGA-KIRC	quartile
PARD6B	-0.07279521405530391	0.09317341761178737	True	0.11313914995717037	TCGA-KIRC	quartile
CDH1	0.08865609539681293	0.04075540561624186	True	0.057736824623009296	TCGA-KIRC	quartile
VIM	0.03518614719643955	0.4175499349392093	True	0.44364680587290983	TCGA-KIRC	quartile
ZEB1	0.08491350784486443	0.050075568177249404	True	0.06548343530871076	TCGA-KIRC	quartile
SNAI2	0.2300185988688361	7.869523481485363e-08	True	3.344547479631279e-07	TCGA-KIRC	quartile
KRT5	0.23679145944523078	3.151636389840567e-08	True	1.7859272875763215e-07	TCGA-KIRC	quartile
KRT17	0.40079121966331227	5.511324899924226e-22	True	9.369252329871184e-21	TCGA-KIRC	quartile
SPRR1B	0.09015936762178527	0.037448261154539954	True	0.057736824623009296	TCGA-KIRC	quartile
EPCAM	0.21303851331256302	6.908280043405986e-07	True	2.348815214758035e-06	TCGA-KIRC	quartile
CLDN1	0.1175401570936107	0.006594090676467623	True	0.012455504611105511	TCGA-KIRC	median
CLDN4	0.12782162710842368	0.003114570357870104	True	0.006618462010473971	TCGA-KIRC	median
CLDN7	0.2763195306635939	8.517987149527976e-11	True	7.24028907709878e-10	TCGA-KIRC	median
F11R	-0.04557846509454718	0.29356364071252417	True	0.332705459474194	TCGA-KIRC	median
PARD3	-0.11581596290893033	0.007438361446972113	True	0.012645214459852592	TCGA-KIRC	median
OCLN	0.1992289575068347	3.5640844639870246e-06	True	8.655633698254203e-06	TCGA-KIRC	median
TJP1	0.20473132185878173	1.8785620163148637e-06	True	5.322592379558781e-06	TCGA-KIRC	median
CRB3	-0.03117685315768517	0.47259802938744877	True	0.47259802938744877	TCGA-KIRC	median
PARD6B	-0.07279521405530391	0.09317341761178737	True	0.11313914995717037	TCGA-KIRC	median
CDH1	0.08865609539681293	0.04075540561624186	True	0.057736824623009296	TCGA-KIRC	median
VIM	0.03518614719643955	0.4175499349392093	True	0.44364680587290983	TCGA-KIRC	median
ZEB1	0.08491350784486443	0.050075568177249404	True	0.06548343530871076	TCGA-KIRC	median
SNAI2	0.2300185988688361	7.869523481485363e-08	True	3.344547479631279e-07	TCGA-KIRC	median
KRT5	0.23679145944523078	3.151636389840567e-08	True	1.7859272875763215e-07	TCGA-KIRC	median
KRT17	0.40079121966331227	5.511324899924226e-22	True	9.369252329871184e-21	TCGA-KIRC	median
SPRR1B	0.09015936762178527	0.037448261154539954	True	0.057736824623009296	TCGA-KIRC	median
EPCAM	0.21303851331256302	6.908280043405986e-07	True	2.348815214758035e-06	TCGA-KIRC	median
CLDN1	0.4400506337849746	1.1265987962438732e-08	True	9.576089768072921e-08	TCGA-GBM	quartile
CLDN4	0.13831139120517835	0.08714632031110438	True	0.13468067684443405	TCGA-GBM	quartile
CLDN7	0.46941105729738253	8.199674124337565e-10	True	1.393944601137386e-08	TCGA-GBM	quartile
F11R	0.2982746384002208	0.0001718067980954219	True	0.0004867859279370287	TCGA-GBM	quartile
PARD3	-0.11474910236752137	0.1564588214693387	True	0.2045999973060583	TCGA-GBM	quartile
OCLN	-0.11891546441551315	0.14186091835125442	True	0.20096963433094375	TCGA-GBM	quartile
TJP1	-0.2030822207564702	0.011535932694366284	True	0.019611085580422682	TCGA-GBM	quartile
CRB3	-0.07504060597059174	0.35499331306769405	True	0.43106330872505705	TCGA-GBM	quartile
PARD6B	-0.07023342963393092	0.38674116310592016	True	0.4383066515200429	TCGA-GBM	quartile
CDH1	-0.21976081204638054	0.006171994369718062	True	0.011658211587245228	TCGA-GBM	quartile
VIM	0.3967704122580442	3.4992038215553845e-07	True	1.4871616241610384e-06	TCGA-GBM	quartile
ZEB1	-0.31473119489664125	7.026170499963423e-05	True	0.00023888979699875638	TCGA-GBM	quartile
SNAI2	0.24870458234486198	0.0018695034308457274	True	0.004540222617768195	TCGA-GBM	quartile
KRT5	-0.23890507998390725	0.0028458912436189416	True	0.006047518892690251	TCGA-GBM	quartile
KRT17	0.4075425542600543	1.5559034619236387e-07	True	8.816786284233953e-07	TCGA-GBM	quartile
SPRR1B	-0.051177934171373944	0.5284719446189727	True	0.5314090542270928	TCGA-GBM	quartile
EPCAM	-0.05081436223742164	0.5314090542270928	True	0.5314090542270928	TCGA-GBM	quartile
CLDN1	0.4400506337849746	1.1265987962438732e-08	True	9.576089768072921e-08	TCGA-GBM	median
CLDN4	0.13831139120517835	0.08714632031110438	True	0.13468067684443405	TCGA-GBM	median
CLDN7	0.46941105729738253	8.199674124337565e-10	True	1.393944601137386e-08	TCGA-GBM	median
F11R	0.2982746384002208	0.0001718067980954219	True	0.0004867859279370287	TCGA-GBM	median
PARD3	-0.11474910236752137	0.1564588214693387	True	0.2045999973060583	TCGA-GBM	median
OCLN	-0.11891546441551315	0.14186091835125442	True	0.20096963433094375	TCGA-GBM	median
TJP1	-0.2030822207564702	0.011535932694366284	True	0.019611085580422682	TCGA-GBM	median
CRB3	-0.07504060597059174	0.35499331306769405	True	0.43106330872505705	TCGA-GBM	median
PARD6B	-0.07023342963393092	0.38674116310592016	True	0.4383066515200429	TCGA-GBM	median
CDH1	-0.21976081204638054	0.006171994369718062	True	0.011658211587245228	TCGA-GBM	median
VIM	0.3967704122580442	3.4992038215553845e-07	True	1.4871616241610384e-06	TCGA-GBM	median
ZEB1	-0.31473119489664125	7.026170499963423e-05	True	0.00023888979699875638	TCGA-GBM	median
SNAI2	0.24870458234486198	0.0018695034308457274	True	0.004540222617768195	TCGA-GBM	median
KRT5	-0.23890507998390725	0.0028458912436189416	True	0.006047518892690251	TCGA-GBM	median
KRT17	0.4075425542600543	1.5559034619236387e-07	True	8.816786284233953e-07	TCGA-GBM	median
SPRR1B	-0.051177934171373944	0.5284719446189727	True	0.5314090542270928	TCGA-GBM	median
EPCAM	-0.05081436223742164	0.5314090542270928	True	0.5314090542270928	TCGA-GBM	median
CLDN1	0.8782608695652172	1.6904320964722858e-08	True	2.745344811236373e-07	GSE207422_bulk	quartile
CLDN4	0.8582608695652173	8.1747163102769e-08	True	4.6323392424902434e-07	GSE207422_bulk	quartile
CLDN7	0.8347826086956521	3.932746200056481e-07	True	1.6714171350240045e-06	GSE207422_bulk	quartile
F11R	0.8704347826086956	3.229817424983968e-08	True	2.745344811236373e-07	GSE207422_bulk	quartile
PARD3	0.6626086956521738	0.00041869143970875737	True	0.0007908616083387639	GSE207422_bulk	quartile
OCLN	0.37478260869565216	0.0711591600657471	True	0.0756066075698563	GSE207422_bulk	quartile
TJP1	0.5226086956521738	0.008792755659654787	True	0.011498218939548567	GSE207422_bulk	quartile
CRB3	0.7365217391304346	4.065277793032388e-05	True	9.872817497364371e-05	GSE207422_bulk	quartile
PARD6B	0.5130434782608695	0.01035382816182477	True	0.012572505625072934	GSE207422_bulk	quartile
CDH1	0.7617391304347826	1.529801797584812e-05	True	4.3344384264903e-05	GSE207422_bulk	quartile
VIM	-0.6304347826086956	0.0009590059599017165	True	0.0013585917765274317	GSE207422_bulk	quartile
ZEB1	0.1843478260869565	0.38850589974170086	True	0.38850589974170086	GSE207422_bulk	quartile
SNAI2	0.477391304347826	0.018321571461433483	True	0.02076444765629128	GSE207422_bulk	quartile
KRT5	0.6521739130434783	0.0005535306808586617	True	0.0009410021574597248	GSE207422_bulk	quartile
KRT17	0.8095652173913043	1.655728282993504e-06	True	5.629476162177913e-06	GSE207422_bulk	quartile
SPRR1B	0.6440385380857385	0.0006832666021144415	True	0.001055957475995046	GSE207422_bulk	quartile
EPCAM	0.7008695652173912	0.0001364054723998624	True	0.0002898616288497076	GSE207422_bulk	quartile
CLDN1	0.8782608695652172	1.6904320964722858e-08	True	2.745344811236373e-07	GSE207422_bulk	median
CLDN4	0.8582608695652173	8.1747163102769e-08	True	4.6323392424902434e-07	GSE207422_bulk	median
CLDN7	0.8347826086956521	3.932746200056481e-07	True	1.6714171350240045e-06	GSE207422_bulk	median
F11R	0.8704347826086956	3.229817424983968e-08	True	2.745344811236373e-07	GSE207422_bulk	median
PARD3	0.6626086956521738	0.00041869143970875737	True	0.0007908616083387639	GSE207422_bulk	median
OCLN	0.37478260869565216	0.0711591600657471	True	0.0756066075698563	GSE207422_bulk	median
TJP1	0.5226086956521738	0.008792755659654787	True	0.011498218939548567	GSE207422_bulk	median
CRB3	0.7365217391304346	4.065277793032388e-05	True	9.872817497364371e-05	GSE207422_bulk	median
PARD6B	0.5130434782608695	0.01035382816182477	True	0.012572505625072934	GSE207422_bulk	median
CDH1	0.7617391304347826	1.529801797584812e-05	True	4.3344384264903e-05	GSE207422_bulk	median
VIM	-0.6304347826086956	0.0009590059599017165	True	0.0013585917765274317	GSE207422_bulk	median
ZEB1	0.1843478260869565	0.38850589974170086	True	0.38850589974170086	GSE207422_bulk	median
SNAI2	0.477391304347826	0.018321571461433483	True	0.02076444765629128	GSE207422_bulk	median
KRT5	0.6521739130434783	0.0005535306808586617	True	0.0009410021574597248	GSE207422_bulk	median
KRT17	0.8095652173913043	1.655728282993504e-06	True	5.629476162177913e-06	GSE207422_bulk	median
SPRR1B	0.6440385380857385	0.0006832666021144415	True	0.001055957475995046	GSE207422_bulk	median
EPCAM	0.7008695652173912	0.0001364054723998624	True	0.0002898616288497076	GSE207422_bulk	median
CLDN1	0.37691941834626336	4.851411488647894e-09	True	1.5524516763673258e-08	GSE31210	quartile
CLDN4	0.4693405065429548	8.818330765244632e-14	True	7.054664612195706e-13	GSE31210	quartile
CLDN7	0.3147204137590477	1.3769992538466715e-06	True	3.1474268659352494e-06	GSE31210	quartile
F11R	0.4113445869556742	1.220398315004736e-10	True	6.508791013358592e-10	GSE31210	quartile
PARD3	0.2002037607370733	0.0024969949942660065	True	0.003631992718932373	GSE31210	quartile
OCLN	0.31832261250373606	1.0258685083509256e-06	True	2.7356493556024684e-06	GSE31210	quartile
TJP1	0.10104817226099047	0.12988823041566605	True	0.1598624374346659	GSE31210	quartile
CRB3	0.2734141618910244	3.083594562037002e-05	True	5.481945888065781e-05	GSE31210	quartile
PARD6B	0.2441817732901901	0.00020992007995104302	True	0.00033587212792166883	GSE31210	quartile
CDH1	0.5192390160227672	5.297855487423561e-17	True	8.476568779877698e-16	GSE31210	quartile
VIM	0.009790391537691838	0.8836299190538233	True	0.8836299190538233	GSE31210	quartile
ZEB1	-0.1930378282847972	0.0035756813093398327	True	0.004767575079119777	GSE31210	quartile
SNAI2	-0.27523449378191883	2.7159103772208717e-05	True	5.4318207544417434e-05	GSE31210	quartile
KRT5	-0.06164541993164658	0.3562820573305825	True	0.40717949409209425	GSE31210	quartile
KRT17			False		GSE31210	quartile
SPRR1B	0.02352968695177576	0.7249762479091476	True	0.7733079977697574	GSE31210	quartile
EPCAM	0.38350421685964164	2.4776297213785087e-09	True	9.910518885514035e-09	GSE31210	quartile
CLDN1	0.37691941834626336	4.851411488647894e-09	True	1.5524516763673258e-08	GSE31210	median
CLDN4	0.4693405065429548	8.818330765244632e-14	True	7.054664612195706e-13	GSE31210	median
