term	rho	p	n_genes_present	q	cohort	split	bucket	expected	primary
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.40284111303858383	1.3874587154526572e-12	229	4.8561055040843e-12	TCGA-COAD	quartile	KERATIN_BARRIER	UP	True
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.23643727728462707	5.381451207362047e-05	160	9.417539612883581e-05	TCGA-COAD	quartile	EMT	DOWN	True
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.4142797400647833	2.745302637663546e-13	30	1.2811412309096546e-12	TCGA-COAD	quartile	KERATIN_BARRIER	UP	True
GOBP_KERATINIZATION	0.4318837044705913	2.0050802077119384e-14	79	1.4035561453983568e-13	TCGA-COAD	quartile	KERATIN_BARRIER	UP	True
GOBP_KERATINOCYTE_DIFFERENTIATION	0.4327665188170682	1.7513816616045036e-14	167	1.4035561453983568e-13	TCGA-COAD	quartile	KERATIN_BARRIER	UP	True
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.20029113380728983	0.0006568495373709466	76	0.0008359903202902957	TCGA-COAD	quartile	TJ	UP	True
CUSTOM_TJ_CORE	0.005227635679806203	0.9298601701698864	25	0.9298601701698864	TCGA-COAD	quartile	TJ	UP	True
CUSTOM_CLAUDIN_PAR_FOCAL	-0.01731772942304557	0.7705858650724466	5	0.8298617008472503	TCGA-COAD	quartile	TJ	UP	True
CUSTOM_BARRIER_KERATIN	0.3899028301483952	8.059297845134709e-12	30	2.2566033966377187e-11	TCGA-COAD	quartile	KERATIN_BARRIER	UP	True
CUSTOM_EMT_CORE	0.22253461846685185	0.00014787556170209174	15	0.00020702578638292845	TCGA-COAD	quartile	EMT	DOWN	True
HALLMARK_APICAL_JUNCTION	0.23932168464676526	4.329565332733038e-05	192	8.659130665466076e-05	TCGA-COAD	median	TJ	UP	True
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.22536798572005662	0.00012094762647586396	194	0.00018814075229578838	TCGA-COAD	median	EMT	DOWN	True
KEGG_TIGHT_JUNCTION	0.17446150440849464	0.003074139359084842	127	0.003586495918932316	TCGA-COAD	median	TJ	UP	True
GOBP_CORNIFICATION	0.34459691073970095	2.14412102528127e-09	8	5.00294905898963e-09	TCGA-COAD	median	KERATIN_BARRIER	UP	True
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.40284111303858383	1.3874587154526572e-12	229	4.8561055040843e-12	TCGA-COAD	median	KERATIN_BARRIER	UP	True
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.23643727728462707	5.381451207362047e-05	160	9.417539612883581e-05	TCGA-COAD	median	EMT	DOWN	True
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.4142797400647833	2.745302637663546e-13	30	1.2811412309096546e-12	TCGA-COAD	median	KERATIN_BARRIER	UP	True
GOBP_KERATINIZATION	0.4318837044705913	2.0050802077119384e-14	79	1.4035561453983568e-13	TCGA-COAD	median	KERATIN_BARRIER	UP	True
GOBP_KERATINOCYTE_DIFFERENTIATION	0.4327665188170682	1.7513816616045036e-14	167	1.4035561453983568e-13	TCGA-COAD	median	KERATIN_BARRIER	UP	True
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.20029113380728983	0.0006568495373709466	76	0.0008359903202902957	TCGA-COAD	median	TJ	UP	True
CUSTOM_TJ_CORE	0.005227635679806203	0.9298601701698864	25	0.9298601701698864	TCGA-COAD	median	TJ	UP	True
CUSTOM_CLAUDIN_PAR_FOCAL	-0.01731772942304557	0.7705858650724466	5	0.8298617008472503	TCGA-COAD	median	TJ	UP	True
CUSTOM_BARRIER_KERATIN	0.3899028301483952	8.059297845134709e-12	30	2.2566033966377187e-11	TCGA-COAD	median	KERATIN_BARRIER	UP	True
CUSTOM_EMT_CORE	0.22253461846685185	0.00014787556170209174	15	0.00020702578638292845	TCGA-COAD	median	EMT	DOWN	True
HALLMARK_APICAL_JUNCTION	0.21384484983914775	0.003559638365213824	192	0.006229367139124192	TCGA-ESCA	quartile	TJ	UP	True
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.04254782223420855	0.566324215512894	194	0.660711584765043	TCGA-ESCA	quartile	EMT	DOWN	True
KEGG_TIGHT_JUNCTION	0.05694939415538132	0.44257144503387924	127	0.5632727482249372	TCGA-ESCA	quartile	TJ	UP	True
GOBP_CORNIFICATION	0.6953786288069966	6.487305985359152e-28	8	1.5137047299171354e-27	TCGA-ESCA	quartile	KERATIN_BARRIER	UP	True
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.7309799464468032	5.015887476339122e-32	229	1.404448493374954e-31	TCGA-ESCA	quartile	KERATIN_BARRIER	UP	True
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	-0.005942863747567952	0.9361861398897735	160	0.9845120352282926	TCGA-ESCA	quartile	EMT	DOWN	True
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.7869141415114331	5.174251210512521e-40	30	7.243951694717529e-39	TCGA-ESCA	quartile	KERATIN_BARRIER	UP	True
GOBP_KERATINIZATION	0.7460904239949144	5.6302143438744285e-34	79	2.6274333604747335e-33	TCGA-ESCA	quartile	KERATIN_BARRIER	UP	True
GOBP_KERATINOCYTE_DIFFERENTIATION	0.7441582708867099	1.0173551401973234e-33	167	3.560742990690632e-33	TCGA-ESCA	quartile	KERATIN_BARRIER	UP	True
GOBP_TIGHT_JUNCTION_ORGANIZATION	-0.157644815164416	0.032581110707388956	76	0.05068172776704949	TCGA-ESCA	quartile	TJ	UP	True
CUSTOM_TJ_CORE	-0.1151066248001387	0.11972761516593314	25	0.1676186612323064	TCGA-ESCA	quartile	TJ	UP	True
CUSTOM_CLAUDIN_PAR_FOCAL	0.3806226040723546	9.831137208365059e-08	5	1.9662274416730118e-07	TCGA-ESCA	quartile	TJ	UP	True
CUSTOM_BARRIER_KERATIN	0.7712758374910904	1.4926063146048682e-37	30	1.0448244202234077e-36	TCGA-ESCA	quartile	KERATIN_BARRIER	UP	True
CUSTOM_EMT_CORE	0.0014409277417117758	0.9845120352282926	15	0.9845120352282926	TCGA-ESCA	quartile	EMT	DOWN	True
HALLMARK_APICAL_JUNCTION	0.21384484983914775	0.003559638365213824	192	0.006229367139124192	TCGA-ESCA	median	TJ	UP	True
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.04254782223420855	0.566324215512894	194	0.660711584765043	TCGA-ESCA	median	EMT	DOWN	True
KEGG_TIGHT_JUNCTION	0.05694939415538132	0.44257144503387924	127	0.5632727482249372	TCGA-ESCA	median	TJ	UP	True
GOBP_CORNIFICATION	0.6953786288069966	6.487305985359152e-28	8	1.5137047299171354e-27	TCGA-ESCA	median	KERATIN_BARRIER	UP	True
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.7309799464468032	5.015887476339122e-32	229	1.404448493374954e-31	TCGA-ESCA	median	KERATIN_BARRIER	UP	True
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	-0.005942863747567952	0.9361861398897735	160	0.9845120352282926	TCGA-ESCA	median	EMT	DOWN	True
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.7869141415114331	5.174251210512521e-40	30	7.243951694717529e-39	TCGA-ESCA	median	KERATIN_BARRIER	UP	True
GOBP_KERATINIZATION	0.7460904239949144	5.6302143438744285e-34	79	2.6274333604747335e-33	TCGA-ESCA	median	KERATIN_BARRIER	UP	True
GOBP_KERATINOCYTE_DIFFERENTIATION	0.7441582708867099	1.0173551401973234e-33	167	3.560742990690632e-33	TCGA-ESCA	median	KERATIN_BARRIER	UP	True
GOBP_TIGHT_JUNCTION_ORGANIZATION	-0.157644815164416	0.032581110707388956	76	0.05068172776704949	TCGA-ESCA	median	TJ	UP	True
CUSTOM_TJ_CORE	-0.1151066248001387	0.11972761516593314	25	0.1676186612323064	TCGA-ESCA	median	TJ	UP	True
CUSTOM_CLAUDIN_PAR_FOCAL	0.3806226040723546	9.831137208365059e-08	5	1.9662274416730118e-07	TCGA-ESCA	median	TJ	UP	True
CUSTOM_BARRIER_KERATIN	0.7712758374910904	1.4926063146048682e-37	30	1.0448244202234077e-36	TCGA-ESCA	median	KERATIN_BARRIER	UP	True
CUSTOM_EMT_CORE	0.0014409277417117758	0.9845120352282926	15	0.9845120352282926	TCGA-ESCA	median	EMT	DOWN	True
HALLMARK_APICAL_JUNCTION	0.015124293794084958	0.758696059408057	192	0.758696059408057	TCGA-STAD	quartile	TJ	UP	True
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.06818847581750402	0.16558535757872395	194	0.1931829171751779	TCGA-STAD	quartile	EMT	DOWN	True
KEGG_TIGHT_JUNCTION	0.17502233746954127	0.00034043705425285	127	0.00047661187595399006	TCGA-STAD	quartile	TJ	UP	True
GOBP_CORNIFICATION	0.33715003564215235	1.7239099970386087e-12	8	3.016842494817565e-12	TCGA-STAD	quartile	KERATIN_BARRIER	UP	True
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.3483513631596356	2.7703364554044447e-13	229	5.540672910808889e-13	TCGA-STAD	quartile	KERATIN_BARRIER	UP	True
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	-0.05080825185391452	0.3017967975874978	160	0.32501193586345917	TCGA-STAD	quartile	EMT	DOWN	True
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.4747320584483447	1.0271699967661243e-24	30	1.438037995472574e-23	TCGA-STAD	quartile	KERATIN_BARRIER	UP	True
GOBP_KERATINIZATION	0.37852196320910614	1.3832956629847018e-15	79	4.841534820446456e-15	TCGA-STAD	quartile	KERATIN_BARRIER	UP	True
GOBP_KERATINOCYTE_DIFFERENTIATION	0.36343200407952936	2.100970433855067e-14	167	5.882717214794188e-14	TCGA-STAD	quartile	KERATIN_BARRIER	UP	True
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.25353631304214846	1.6486927477094107e-07	76	2.564633163103528e-07	TCGA-STAD	quartile	TJ	UP	True
CUSTOM_TJ_CORE	0.3821647955603687	7.02004990630584e-16	25	3.276023289609392e-15	TCGA-STAD	quartile	TJ	UP	True
CUSTOM_CLAUDIN_PAR_FOCAL	0.40156858208622914	1.6367943291836485e-17	5	1.145756030428554e-16	TCGA-STAD	quartile	TJ	UP	True
CUSTOM_BARRIER_KERATIN	0.36059968807502985	3.446268082097698e-14	30	8.041292191561296e-14	TCGA-STAD	quartile	KERATIN_BARRIER	UP	True
CUSTOM_EMT_CORE	-0.13258091448490103	0.006836990021974669	15	0.008701623664331398	TCGA-STAD	quartile	EMT	DOWN	True
HALLMARK_APICAL_JUNCTION	0.015124293794084958	0.758696059408057	192	0.758696059408057	TCGA-STAD	median	TJ	UP	True
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.06818847581750402	0.16558535757872395	194	0.1931829171751779	TCGA-STAD	median	EMT	DOWN	True
KEGG_TIGHT_JUNCTION	0.17502233746954127	0.00034043705425285	127	0.00047661187595399006	TCGA-STAD	median	TJ	UP	True
GOBP_CORNIFICATION	0.33715003564215235	1.7239099970386087e-12	8	3.016842494817565e-12	TCGA-STAD	median	KERATIN_BARRIER	UP	True
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.3483513631596356	2.7703364554044447e-13	229	5.540672910808889e-13	TCGA-STAD	median	KERATIN_BARRIER	UP	True
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	-0.05080825185391452	0.3017967975874978	160	0.32501193586345917	TCGA-STAD	median	EMT	DOWN	True
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.4747320584483447	1.0271699967661243e-24	30	1.438037995472574e-23	TCGA-STAD	median	KERATIN_BARRIER	UP	True
GOBP_KERATINIZATION	0.37852196320910614	1.3832956629847018e-15	79	4.841534820446456e-15	TCGA-STAD	median	KERATIN_BARRIER	UP	True
GOBP_KERATINOCYTE_DIFFERENTIATION	0.36343200407952936	2.100970433855067e-14	167	5.882717214794188e-14	TCGA-STAD	median	KERATIN_BARRIER	UP	True
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.25353631304214846	1.6486927477094107e-07	76	2.564633163103528e-07	TCGA-STAD	median	TJ	UP	True
CUSTOM_TJ_CORE	0.3821647955603687	7.02004990630584e-16	25	3.276023289609392e-15	TCGA-STAD	median	TJ	UP	True
CUSTOM_CLAUDIN_PAR_FOCAL	0.40156858208622914	1.6367943291836485e-17	5	1.145756030428554e-16	TCGA-STAD	median	TJ	UP	True
CUSTOM_BARRIER_KERATIN	0.36059968807502985	3.446268082097698e-14	30	8.041292191561296e-14	TCGA-STAD	median	KERATIN_BARRIER	UP	True
CUSTOM_EMT_CORE	-0.13258091448490103	0.006836990021974669	15	0.008701623664331398	TCGA-STAD	median	EMT	DOWN	True
HALLMARK_APICAL_JUNCTION	0.13645817928801005	0.06933078050783198	192	0.08823917519178616	TCGA-PAAD	quartile	TJ	UP	True
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.007944217063203711	0.9161821873489576	194	0.9866577402219543	TCGA-PAAD	quartile	EMT	DOWN	True
KEGG_TIGHT_JUNCTION	0.24294920148223964	0.0010846043084871842	127	0.001687162257646731	TCGA-PAAD	quartile	TJ	UP	True
GOBP_CORNIFICATION	0.40206334733793725	2.6523391612920205e-08	8	5.304678322584041e-08	TCGA-PAAD	quartile	KERATIN_BARRIER	UP	True
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.525304570877162	5.1507935737473117e-14	229	2.316072425954262e-13	TCGA-PAAD	quartile	KERATIN_BARRIER	UP	True
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	-0.11347133666479065	0.13152745555410714	160	0.1534486981464583	TCGA-PAAD	quartile	EMT	DOWN	True
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.6765585485712218	3.599849327336521e-25	30	5.039789058271129e-24	TCGA-PAAD	quartile	KERATIN_BARRIER	UP	True
GOBP_KERATINIZATION	0.5233639987701199	6.617349788440748e-14	79	2.316072425954262e-13	TCGA-PAAD	quartile	KERATIN_BARRIER	UP	True
GOBP_KERATINOCYTE_DIFFERENTIATION	0.48994445325125624	3.8932589108441146e-12	167	1.090112495036352e-11	TCGA-PAAD	quartile	KERATIN_BARRIER	UP	True
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.22017088524771555	0.003146251657959451	76	0.004404752321143231	TCGA-PAAD	quartile	TJ	UP	True
CUSTOM_TJ_CORE	0.2476070001031993	0.000861440028497186	25	0.0015075200498700756	TCGA-PAAD	quartile	TJ	UP	True
CUSTOM_CLAUDIN_PAR_FOCAL	0.6313381117084376	3.482196641194136e-21	5	2.437537648835895e-20	TCGA-PAAD	quartile	TJ	UP	True
CUSTOM_BARRIER_KERATIN	0.4637339628844306	7.078456152475222e-11	30	1.651639768910885e-10	TCGA-PAAD	quartile	KERATIN_BARRIER	UP	True
CUSTOM_EMT_CORE	0.00037343246138804104	0.9960527938026864	15	0.9960527938026864	TCGA-PAAD	quartile	EMT	DOWN	True
HALLMARK_APICAL_JUNCTION	0.13645817928801005	0.06933078050783198	192	0.08823917519178616	TCGA-PAAD	median	TJ	UP	True
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.007944217063203711	0.9161821873489576	194	0.9866577402219543	TCGA-PAAD	median	EMT	DOWN	True
KEGG_TIGHT_JUNCTION	0.24294920148223964	0.0010846043084871842	127	0.001687162257646731	TCGA-PAAD	median	TJ	UP	True
GOBP_CORNIFICATION	0.40206334733793725	2.6523391612920205e-08	8	5.304678322584041e-08	TCGA-PAAD	median	KERATIN_BARRIER	UP	True
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.525304570877162	5.1507935737473117e-14	229	2.316072425954262e-13	TCGA-PAAD	median	KERATIN_BARRIER	UP	True
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	-0.11347133666479065	0.13152745555410714	160	0.1534486981464583	TCGA-PAAD	median	EMT	DOWN	True
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.6765585485712218	3.599849327336521e-25	30	5.039789058271129e-24	TCGA-PAAD	median	KERATIN_BARRIER	UP	True
GOBP_KERATINIZATION	0.5233639987701199	6.617349788440748e-14	79	2.316072425954262e-13	TCGA-PAAD	median	KERATIN_BARRIER	UP	True
GOBP_KERATINOCYTE_DIFFERENTIATION	0.48994445325125624	3.8932589108441146e-12	167	1.090112495036352e-11	TCGA-PAAD	median	KERATIN_BARRIER	UP	True
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.22017088524771555	0.003146251657959451	76	0.004404752321143231	TCGA-PAAD	median	TJ	UP	True
CUSTOM_TJ_CORE	0.2476070001031993	0.000861440028497186	25	0.0015075200498700756	TCGA-PAAD	median	TJ	UP	True
CUSTOM_CLAUDIN_PAR_FOCAL	0.6313381117084376	3.482196641194136e-21	5	2.437537648835895e-20	TCGA-PAAD	median	TJ	UP	True
CUSTOM_BARRIER_KERATIN	0.4637339628844306	7.078456152475222e-11	30	1.651639768910885e-10	TCGA-PAAD	median	KERATIN_BARRIER	UP	True
CUSTOM_EMT_CORE	0.00037343246138804104	0.9960527938026864	15	0.9960527938026864	TCGA-PAAD	median	EMT	DOWN	True
HALLMARK_APICAL_JUNCTION	0.05494452689338982	0.33969634871661664	192	0.43234080745751213	TCGA-OV	quartile	TJ	UP	True
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.01560046976321159	0.7864683950774582	194	0.8469659639295705	TCGA-OV	quartile	EMT	DOWN	True
KEGG_TIGHT_JUNCTION	0.010365928797856189	0.8571553848709884	127	0.8571553848709884	TCGA-OV	quartile	TJ	UP	True
GOBP_CORNIFICATION	0.23844839748511923	2.656009517898049e-05	8	6.197355541762114e-05	TCGA-OV	quartile	KERATIN_BARRIER	UP	True
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.22982646140546345	5.2339061832021153e-05	229	9.159335820603702e-05	TCGA-OV	quartile	KERATIN_BARRIER	UP	True
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	-0.1239781059077301	0.03068985173096629	160	0.042965792423352814	TCGA-OV	quartile	EMT	DOWN	True
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.23464433205570634	3.593956258931236e-05	30	7.187912517862472e-05	TCGA-OV	quartile	KERATIN_BARRIER	UP	True
GOBP_KERATINIZATION	0.2885652296203753	3.0569148652486203e-07	79	1.4265602704493562e-06	TCGA-OV	quartile	KERATIN_BARRIER	UP	True
GOBP_KERATINOCYTE_DIFFERENTIATION	0.2937130621552152	1.8337487032136175e-07	167	1.2836240922495323e-06	TCGA-OV	quartile	KERATIN_BARRIER	UP	True
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.1349550515028887	0.01856724825676642	76	0.028882386177192205	TCGA-OV	quartile	TJ	UP	True
CUSTOM_TJ_CORE	0.2667601950213617	2.3849449239943127e-06	25	8.347307233980095e-06	TCGA-OV	quartile	TJ	UP	True
CUSTOM_CLAUDIN_PAR_FOCAL	0.4142730192195951	4.899468174887765e-14	5	6.859255444842871e-13	TCGA-OV	quartile	TJ	UP	True
CUSTOM_BARRIER_KERATIN	0.24814308343295044	1.2012914855894897e-05	30	3.3636161596505716e-05	TCGA-OV	quartile	KERATIN_BARRIER	UP	True
CUSTOM_EMT_CORE	-0.04242348781885467	0.4611445923909616	15	0.5380020244561219	TCGA-OV	quartile	EMT	DOWN	True
HALLMARK_APICAL_JUNCTION	0.05494452689338982	0.33969634871661664	192	0.43234080745751213	TCGA-OV	median	TJ	UP	True
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.01560046976321159	0.7864683950774582	194	0.8469659639295705	TCGA-OV	median	EMT	DOWN	True
KEGG_TIGHT_JUNCTION	0.010365928797856189	0.8571553848709884	127	0.8571553848709884	TCGA-OV	median	TJ	UP	True
GOBP_CORNIFICATION	0.23844839748511923	2.656009517898049e-05	8	6.197355541762114e-05	TCGA-OV	median	KERATIN_BARRIER	UP	True
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.22982646140546345	5.2339061832021153e-05	229	9.159335820603702e-05	TCGA-OV	median	KERATIN_BARRIER	UP	True
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	-0.1239781059077301	0.03068985173096629	160	0.042965792423352814	TCGA-OV	median	EMT	DOWN	True
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.23464433205570634	3.593956258931236e-05	30	7.187912517862472e-05	TCGA-OV	median	KERATIN_BARRIER	UP	True
GOBP_KERATINIZATION	0.2885652296203753	3.0569148652486203e-07	79	1.4265602704493562e-06	TCGA-OV	median	KERATIN_BARRIER	UP	True
GOBP_KERATINOCYTE_DIFFERENTIATION	0.2937130621552152	1.8337487032136175e-07	167	1.2836240922495323e-06	TCGA-OV	median	KERATIN_BARRIER	UP	True
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.1349550515028887	0.01856724825676642	76	0.028882386177192205	TCGA-OV	median	TJ	UP	True
CUSTOM_TJ_CORE	0.2667601950213617	2.3849449239943127e-06	25	8.347307233980095e-06	TCGA-OV	median	TJ	UP	True
CUSTOM_CLAUDIN_PAR_FOCAL	0.4142730192195951	4.899468174887765e-14	5	6.859255444842871e-13	TCGA-OV	median	TJ	UP	True
CUSTOM_BARRIER_KERATIN	0.24814308343295044	1.2012914855894897e-05	30	3.3636161596505716e-05	TCGA-OV	median	KERATIN_BARRIER	UP	True
CUSTOM_EMT_CORE	-0.04242348781885467	0.4611445923909616	15	0.5380020244561219	TCGA-OV	median	EMT	DOWN	True
HALLMARK_APICAL_JUNCTION	0.10620515078142197	0.16064612890128965	192	0.17300352343215808	TCGA-UCEC	quartile	TJ	UP	True
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.14362315650451243	0.05721422693563983	194	0.06674993142491313	TCGA-UCEC	quartile	EMT	DOWN	True
KEGG_TIGHT_JUNCTION	0.16210213515298263	0.03159946804327673	127	0.0402175047823522	TCGA-UCEC	quartile	TJ	UP	True
GOBP_CORNIFICATION	0.252623816861105	0.0007180638559691791	8	0.001116988220396501	TCGA-UCEC	quartile	KERATIN_BARRIER	UP	True
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.38571428571428573	1.2458936702643885e-07	229	8.721255691850719e-07	TCGA-UCEC	quartile	KERATIN_BARRIER	UP	True
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.19505172793308387	0.009481670378582165	160	0.013274338530015032	TCGA-UCEC	quartile	EMT	DOWN	True
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.31523442659035883	2.031318699141137e-05	30	9.479487262658639e-05	TCGA-UCEC	quartile	KERATIN_BARRIER	UP	True
GOBP_KERATINIZATION	0.2668963240149681	0.0003426411328349902	79	0.0006852822656699804	TCGA-UCEC	quartile	KERATIN_BARRIER	UP	True
GOBP_KERATINOCYTE_DIFFERENTIATION	0.40348668280871675	2.8145160824357352e-08	167	3.940322515410029e-07	TCGA-UCEC	quartile	KERATIN_BARRIER	UP	True
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.3089896544133832	3.0118436805253435e-05	76	0.00010541452881838702	TCGA-UCEC	quartile	TJ	UP	True
CUSTOM_TJ_CORE	0.27906229363856483	0.0001764213506381112	25	0.0004116498181555928	TCGA-UCEC	quartile	TJ	UP	True
CUSTOM_CLAUDIN_PAR_FOCAL	0.28825665859564165	0.00010463596055204763	5	0.0002929806895457333	TCGA-UCEC	quartile	TJ	UP	True
CUSTOM_BARRIER_KERATIN	0.2616552938586837	0.00045177967521808866	30	0.0007906144316316551	TCGA-UCEC	quartile	KERATIN_BARRIER	UP	True
CUSTOM_EMT_CORE	0.07356812678846578	0.33187075836733654	15	0.33187075836733654	TCGA-UCEC	quartile	EMT	DOWN	True
HALLMARK_APICAL_JUNCTION	0.10620515078142197	0.16064612890128965	192	0.17300352343215808	TCGA-UCEC	median	TJ	UP	True
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.14362315650451243	0.05721422693563983	194	0.06674993142491313	TCGA-UCEC	median	EMT	DOWN	True
KEGG_TIGHT_JUNCTION	0.16210213515298263	0.03159946804327673	127	0.0402175047823522	TCGA-UCEC	median	TJ	UP	True
GOBP_CORNIFICATION	0.252623816861105	0.0007180638559691791	8	0.001116988220396501	TCGA-UCEC	median	KERATIN_BARRIER	UP	True
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.38571428571428573	1.2458936702643885e-07	229	8.721255691850719e-07	TCGA-UCEC	median	KERATIN_BARRIER	UP	True
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.19505172793308387	0.009481670378582165	160	0.013274338530015032	TCGA-UCEC	median	EMT	DOWN	True
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.31523442659035883	2.031318699141137e-05	30	9.479487262658639e-05	TCGA-UCEC	median	KERATIN_BARRIER	UP	True
GOBP_KERATINIZATION	0.2668963240149681	0.0003426411328349902	79	0.0006852822656699804	TCGA-UCEC	median	KERATIN_BARRIER	UP	True
GOBP_KERATINOCYTE_DIFFERENTIATION	0.40348668280871675	2.8145160824357352e-08	167	3.940322515410029e-07	TCGA-UCEC	median	KERATIN_BARRIER	UP	True
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.3089896544133832	3.0118436805253435e-05	76	0.00010541452881838702	TCGA-UCEC	median	TJ	UP	True
CUSTOM_TJ_CORE	0.27906229363856483	0.0001764213506381112	25	0.0004116498181555928	TCGA-UCEC	median	TJ	UP	True
CUSTOM_CLAUDIN_PAR_FOCAL	0.28825665859564165	0.00010463596055204763	5	0.0002929806895457333	TCGA-UCEC	median	TJ	UP	True
CUSTOM_BARRIER_KERATIN	0.2616552938586837	0.00045177967521808866	30	0.0007906144316316551	TCGA-UCEC	median	KERATIN_BARRIER	UP	True
CUSTOM_EMT_CORE	0.07356812678846578	0.33187075836733654	15	0.33187075836733654	TCGA-UCEC	median	EMT	DOWN	True
HALLMARK_APICAL_JUNCTION	0.5931915476596055	3.3916223522507347e-46	192	7.913785488585048e-46	TCGA-SKCM	quartile	TJ	UP	True
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.4690369367731517	3.420193350960998e-27	194	5.320300768161552e-27	TCGA-SKCM	quartile	EMT	DOWN	True
KEGG_TIGHT_JUNCTION	0.4109124811736986	1.1810524460457443e-20	127	1.3778945203867015e-20	TCGA-SKCM	quartile	TJ	UP	True
GOBP_CORNIFICATION	0.5447185253490949	7.993321061111566e-38	8	1.398831185694524e-37	TCGA-SKCM	quartile	KERATIN_BARRIER	UP	True
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.7182920899611248	4.561079673140889e-76	229	1.5963778855993112e-75	TCGA-SKCM	quartile	KERATIN_BARRIER	UP	True
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.3890716677137589	1.6543319111028408e-18	160	1.7815882119569053e-18	TCGA-SKCM	quartile	EMT	DOWN	True
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.6767069980867124	1.72482482671972e-64	30	4.829509514815216e-64	TCGA-SKCM	quartile	KERATIN_BARRIER	UP	True
GOBP_KERATINIZATION	0.7430659869329493	5.137068080252006e-84	79	7.191895312352808e-83	TCGA-SKCM	quartile	KERATIN_BARRIER	UP	True
GOBP_KERATINOCYTE_DIFFERENTIATION	0.7249233670310169	4.140615575361784e-78	167	1.9322872685021656e-77	TCGA-SKCM	quartile	KERATIN_BARRIER	UP	True
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.5747165565130864	7.697765254984185e-43	76	1.539553050996837e-42	TCGA-SKCM	quartile	TJ	UP	True
