tf	target	resource	confidence	effect	reference	program	note
STAT1	MUC1	CollecTRI		Activation	CollecTRI2:17151127;CollecTRI:17151127;CollecTRI2:30824191;CollecTRI2:19915608;CollecTRI:19122651;CollecTRI2:11084045;CollecTRI2:19122651;CollecTRI:11084045;TRRUST:17151127	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	MUC4	CollecTRI		Activation	CollecTRI2:22537161;CollecTRI:22757586;CollecTRI2:19757157;SIGNOR:19757157;CollecTRI2:25686822;TRRUST:22537161;CollecTRI2:22757586;CollecTRI:17525742;CollecTRI:19757157;CollecTRI2:16007204;CollecTRI:22537161;TRRUST:19757157;CollecTRI2:17525742	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	MVP	CollecTRI		Activation	TRRUST:16418217;CollecTRI:16418217;PAZAR:16418217;CollecTRI2:16418217	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	MX1	CollecTRI		Activation	CollecTRI2:24725474;CollecTRI2:28677808;CollecTRI2:9781817;CollecTRI:9781817;CollecTRI2:21166595;CollecTRI2:23558133;CollecTRI2:27063510;PAZAR:9781817;CollecTRI2:25056900;CollecTRI2:38065246;CollecTRI2:30236203;CollecTRI2:17494065	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	MYD88	CollecTRI		Activation	CollecTRI2:24489087;CollecTRI2:21206089;CollecTRI2:19619129;CollecTRI:18024894;CollecTRI:7567467;DoRothEA:7567467;CollecTRI2:7567467;CollecTRI2:18024894	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	NCL	CollecTRI		Activation	CollecTRI2:20011528;CollecTRI:20011528	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	NMI	CollecTRI		Activation	CollecTRI:22951020;DoRothEA:22951020;CollecTRI2:22951020;CollecTRI2:21067885;ORegAnno:22951020	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	NOS2	CollecTRI		Activation	CollecTRI2:31991739;CollecTRI2:37059259;CollecTRI2:22831798;CollecTRI:24248598;TRRUST:12586443;CollecTRI2:29453519;CollecTRI2:12948935;CollecTRI2:28965604;CollecTRI2:23811074;CollecTRI2:18039960;CollecTRI2:34382871;CollecTRI2:28038357;CollecTRI:20889505;CollecTRI2:23826757;CollecTRI2:24457953;Collec	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	NOX1	CollecTRI		Activation	DoRothEA:19834108;CollecTRI2:29859868;CollecTRI2:19834108;TRRUST:19834108;CollecTRI2:16162660;CollecTRI:19834108	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	NOX4	CollecTRI		Activation	TRRUST:19834108;CollecTRI:19834108;CollecTRI2:19834108;DoRothEA:19834108	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	NOX5	CollecTRI		Activation	CollecTRI2:22348975;TRRUST:22348975;CollecTRI:22348975	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	NPAT	CollecTRI		Activation	CollecTRI:20053773	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	NR1H4	CollecTRI		Repression	HTRIdb:19393742;CollecTRI2:22558273;DoRothEA:19393742;TRRUST:19393742;CollecTRI2:31949131;CollecTRI2:19393742;CollecTRI:19393742	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	OAS1	CollecTRI		Activation	CollecTRI2:22305622;CollecTRI2:29417241;CollecTRI:22305621;CollecTRI2:22305621;CollecTRI2:36584854;CollecTRI2:23110939;CollecTRI2:26061044;CollecTRI:2456211;CollecTRI2:23558133;CollecTRI2:2456211;CollecTRI2:38065246;CollecTRI:23110939;PAZAR:2456211	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	OPRM1	CollecTRI		Activation	TRRUST:15448191;CollecTRI:18284609;ORegAnno:15448191;CollecTRI2:15448191;CollecTRI:15448191;DoRothEA:15448191	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	OSM	CollecTRI		Activation	CollecTRI:19404962	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	PARK7	CollecTRI		Activation	CollecTRI:24963279	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	PDGFB	CollecTRI		Activation	CollecTRI:7510676	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	PIAS1	CollecTRI		Activation	CollecTRI2:31784083;CollecTRI:15297606;CollecTRI2:23472246;CollecTRI2:7823961;CollecTRI:17606919;CollecTRI2:14670297	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	PIK3CB	CollecTRI		Activation	CollecTRI:23365759	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	PIK3R1	CollecTRI		Activation	CollecTRI:24218138	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	PIM1	CollecTRI		Activation	CollecTRI2:10068671;DoRothEA:10068671;TRRUST:10068671;CollecTRI:10068671	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	PLCG1	CollecTRI		Activation	CollecTRI:9325014	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	PLSCR1	CollecTRI		Activation	DoRothEA:16260419;CollecTRI2:38099895;CollecTRI:19122651;TRRUST:16260419;CollecTRI2:20926691;CollecTRI2:19122651;CollecTRI:16260419;CollecTRI2:25588716;CollecTRI2:16260419	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	PML	CollecTRI		Activation	TRRUST:21115099;CollecTRI:15519999;TRRUST:15519999;CollecTRI2:15519999;CollecTRI2:21115099;CollecTRI2:22589541;CollecTRI:22589541;CollecTRI:21115099;TRRUST:22589541	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	POMC	CollecTRI		Activation	CollecTRI2:15319449;CollecTRI2:18715881;CollecTRI2:12239103;CollecTRI:15319449;CollecTRI:12639901;CollecTRI2:12639901;CollecTRI:18715881;CollecTRI:12239103	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	POU3F1	CollecTRI		Activation	CollecTRI:20687925;CollecTRI2:20687925	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	PPARA	CollecTRI		Activation	CollecTRI:24242046;TRRUST:24242046;CollecTRI2:24242046;DoRothEA:24242046	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	PPARG	CollecTRI		Repression	CollecTRI2:11554754;CollecTRI2:22558273;CollecTRI2:12859963;CollecTRI2:27424923;CollecTRI2:15339920;CollecTRI:11554754;CollecTRI:15339920;CollecTRI2:29739101;CollecTRI2:18790715	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	PPIP5K2	CollecTRI		Activation	CollecTRI2:22951020;ORegAnno:22951020;CollecTRI:22951020	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	PRF1	CollecTRI		Activation	DoRothEA:10072525;CollecTRI2:10072525;CollecTRI:10072525	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	PRKCE	CollecTRI		Repression	CollecTRI2:24825907;TRRUST:24825907;CollecTRI:24825907	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	PRL	CollecTRI		Repression	CollecTRI:16140971;CollecTRI:9212064;CollecTRI2:11416037;CollecTRI:9806359;CollecTRI:11416037	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	PSMB9	CollecTRI		Activation	CollecTRI2:9632673;CollecTRI:19122651;CollecTRI2:10921891;TRRUST:10921891;TRRUST:16703666;CollecTRI:16703666;CollecTRI2:14735146;CollecTRI:10764778;CollecTRI:10921891;CollecTRI:14735146;CollecTRI2:10764778;CollecTRI2:16703666;CollecTRI2:19122651;CollecTRI2:32331228;CollecTRI:9632673;CollecTRI2:15240	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	PTGS2	CollecTRI		Activation	CollecTRI2:18625301;CollecTRI2:17606840;CollecTRI:17505916;TRRUST:12586443;CollecTRI2:38069015;CollecTRI2:25818476;CollecTRI2:21882257;CollecTRI2:18634870;CollecTRI2:10433370;CollecTRI2:16717119;CollecTRI2:17513789;CollecTRI:17270146;CollecTRI:17016440;CollecTRI2:21396905;CollecTRI2:24464587;CollecT	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	PTN	CollecTRI		Activation	CollecTRI:19917672;CollecTRI2:19917672	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	PTPN6	CollecTRI		Activation	CollecTRI2:18331586;CollecTRI:18331586	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	PWP2	CollecTRI		Activation	DoRothEA:22951020;CollecTRI2:22951020;ORegAnno:22951020;CollecTRI:22951020	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	RB1	CollecTRI		Activation	CollecTRI:15055356	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	RC3H1	CollecTRI		Activation	CollecTRI2:25062971;CollecTRI:25062971	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	RELA	CollecTRI		Activation	CollecTRI2:30335498;CollecTRI:24523406;CollecTRI2:26617467	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	REST	CollecTRI		Activation	CollecTRI:23598529	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	RHOA	CollecTRI		Activation	CollecTRI:19502801;CollecTRI2:19502801	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	RUNX3	CollecTRI		Activation	CollecTRI:20016942;CollecTRI2:34798872;CollecTRI2:27793801	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	S100A10	CollecTRI		Activation	CollecTRI:12645529;DoRothEA:12645529;CollecTRI2:21928315;TRRUST:12645529;CollecTRI2:12645529	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	SBNO2	CollecTRI		Activation	DoRothEA:22951020;CollecTRI2:22951020;ORegAnno:22951020;CollecTRI:22951020	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	SCARB1	CollecTRI		Repression	DoRothEA:17998316;CollecTRI2:17998316;TRRUST:17998316;CollecTRI:17998316	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	SCGB3A1	CollecTRI		Repression	CollecTRI2:16237061;CollecTRI:19135978;CollecTRI2:19135978;CollecTRI:16237061	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	SEMA4B	CollecTRI		Activation	CollecTRI:19122651;CollecTRI:22951020;DoRothEA:22951020;CollecTRI2:22951020;CollecTRI2:19122651	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	SERPINB3	CollecTRI		Activation	CollecTRI2:33403505;CollecTRI2:15677460;CollecTRI:15677460	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	SERPINB4	CollecTRI		Activation	CollecTRI2:15677460;CollecTRI:15677460	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	SKP2	CollecTRI		Repression	CollecTRI2:20407011;CollecTRI:20407011	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	SLC26A3	CollecTRI		Activation	CollecTRI2:19940027;CollecTRI:19940027	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	SLPI	CollecTRI		Activation	CollecTRI:24285265;CollecTRI2:24285265;CollecTRI2:30692524	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	SLURP1	CollecTRI		Activation	CollecTRI:15871904	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	SMAD3	CollecTRI		Activation	CollecTRI:20016942	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	SMARCA4	CollecTRI		Activation	CollecTRI2:16195385;DoRothEA:16195385;CollecTRI:16195385;TRRUST:16195385	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	SNAP91	CollecTRI		Activation	CollecTRI:8483949	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	SNRNP27	CollecTRI		Activation	DoRothEA:22951020;CollecTRI2:22951020;ORegAnno:22951020;CollecTRI:22951020	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	SOCS1	CollecTRI		Activation	CollecTRI2:21386060;CollecTRI2:12759242;CollecTRI2:37242486;CollecTRI2:24963279;CollecTRI2:25399770;CollecTRI2:15240659;CollecTRI2:14733929;CollecTRI2:18083102;CollecTRI2:18322213;CollecTRI2:19482358;CollecTRI2:20554341;CollecTRI2:24725474;CollecTRI2:21606371;CollecTRI2:16622004;CollecTRI:24963279;C	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	SOCS2	CollecTRI		Activation	CollecTRI2:11115404;CollecTRI:11115404	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	SOCS3	CollecTRI		Activation	CollecTRI2:37242486;CollecTRI:19122651;CollecTRI:17091494;CollecTRI2:25588866;CollecTRI:19115200;CollecTRI2:15240659;CollecTRI2:23038263;CollecTRI2:18083102;CollecTRI2:12551851;CollecTRI2:26255980;CollecTRI:14742442;CollecTRI2:29249666;CollecTRI:19643666;CollecTRI2:28622443;CollecTRI2:16314732;DoRot	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	SP7	CollecTRI		Repression	CollecTRI2:20063384;CollecTRI:20063384	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	ST14	CollecTRI		Activation	CollecTRI2:21295011;CollecTRI:21295011	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	STAT2	CollecTRI		Activation	CollecTRI2:25049377;DoRothEA:16918696;CollecTRI2:19582813;CollecTRI:19122651;CollecTRI2:16918696;CollecTRI2:21056555;CollecTRI2:26592235;CollecTRI2:14690454;CollecTRI2:15356135;CollecTRI2:19122651;CollecTRI:16918696;CollecTRI2:25588716;CollecTRI2:12610111;TRRUST:16918696	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	STAT3	CollecTRI		Activation	CollecTRI:19122651;CollecTRI2:36923955;CollecTRI2:25079358;CollecTRI2:14690454;CollecTRI2:26673664;CollecTRI2:17558387;CollecTRI2:22693070;CollecTRI:17558387;CollecTRI2:12461178;CollecTRI2:22302831;PAZAR:17558387;CollecTRI:22693070;CollecTRI2:25355139;CollecTRI2:26392462;CollecTRI2:28579901;TRRUST:2	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	STAT6	CollecTRI		Activation	CollecTRI:9548487;CollecTRI2:15585884	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	TAP1	CollecTRI		Activation	CollecTRI:10975834;CollecTRI2:21207025;CollecTRI2:23956301;CollecTRI2:9632673;CollecTRI:14735146;CollecTRI:15240699;TRRUST:9632673;CollecTRI2:11777927;CollecTRI2:15778351;CollecTRI:15778351;CollecTRI2:14735146;CollecTRI:9632673;CollecTRI2:32887413;CollecTRI2:10975834;CollecTRI2:15240699;TRRUST:15778	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	TBX21	CollecTRI		Activation	CollecTRI2:28377718;CollecTRI2:15905519;CollecTRI2:36961447;CollecTRI2:18178806;CollecTRI:18414429;CollecTRI2:16301649;CollecTRI2:26170288;CollecTRI2:15294962;CollecTRI2:16865709;CollecTRI2:15860546;CollecTRI2:23479229;CollecTRI2:27069112;CollecTRI2:15719366;CollecTRI2:21239533;TRRUST:18414429;Colle	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	TGFA	CollecTRI		Activation	CollecTRI2:32242147;CollecTRI:22906315	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	TIMP1	CollecTRI		Activation	CollecTRI2:11918744;CollecTRI2:11798881;DoRothEA:11918744;TRRUST:11918744;CollecTRI2:12846741;CollecTRI:11918744;CollecTRI:12846741	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	TIMP3	CollecTRI		Activation	CollecTRI:23078099;CollecTRI2:23078099	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	TLR3	CollecTRI		Activation	CollecTRI2:18508883;CollecTRI2:35044570;CollecTRI2:16628196;CollecTRI:16628196;TRRUST:16628196;CollecTRI2:17508007;CollecTRI2:12672806;CollecTRI2:17523873;DoRothEA:16628196;CollecTRI2:25822580;CollecTRI2:37649892;CollecTRI2:17390082	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	TLR8	CollecTRI		Activation	CollecTRI2:20829351;CollecTRI2:37199563;CollecTRI:20829351;CollecTRI2:28039018	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	TNF	CollecTRI		Activation	CollecTRI2:25093391;CollecTRI2:34434263;CollecTRI2:37651886;CollecTRI2:14577848;CollecTRI2:34127216;CollecTRI:21659501;CollecTRI:17878383;CollecTRI2:25149293;CollecTRI2:24012417;CollecTRI2:30286793;CollecTRI2:18292557;CollecTRI2:26673664;CollecTRI2:14738323;CollecTRI2:28630633;CollecTRI:22589541;Col	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	TNFRSF10B	CollecTRI		Activation	CollecTRI2:11139340;CollecTRI:11139340;CollecTRI2:21887462	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	TNFRSF1A	CollecTRI		Activation	CollecTRI:23376950	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	TNFSF10	CollecTRI		Activation	CollecTRI2:19752753;CollecTRI2:17617740;CollecTRI:17617740;CollecTRI2:17133483;CollecTRI2:14500361;CollecTRI2:15970687;CollecTRI2:17201122;CollecTRI2:19404407;CollecTRI2:38065246;CollecTRI2:17892398	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	TNFSF11	CollecTRI		Activation	CollecTRI2:31831038;CollecTRI2:19556344;CollecTRI:19556344	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	TNFSF13B	CollecTRI		Activation	CollecTRI2:22784990;CollecTRI2:25378636;CollecTRI:18334541;TRRUST:23271704;CollecTRI:23271704;CollecTRI2:23686487;CollecTRI2:33613556;CollecTRI2:17082634;CollecTRI2:29768212;CollecTRI2:28421993;CollecTRI2:23271704;CollecTRI2:23184090	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	TP53	CollecTRI		Activation	CollecTRI2:33370709;CollecTRI2:17346710;TRRUST:24655378;CollecTRI2:24655378;CollecTRI2:32210710;CollecTRI2:14602726;CollecTRI:14602726;DoRothEA:14602726;CollecTRI2:24958857;CollecTRI2:32953802;CollecTRI:24655378;CollecTRI2:23588992;CollecTRI2:22217266;CollecTRI2:22193460;CollecTRI2:22872685;TRRUST:1	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	TP53BP1	CollecTRI		Activation	CollecTRI:15784679;CollecTRI2:15784679	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	TP73	CollecTRI		Activation	CollecTRI:17346710	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	TRAF6	CollecTRI		Activation	CollecTRI:21527253;CollecTRI2:21527253	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	TRIM25	CollecTRI		Activation	CollecTRI2:28194021;CollecTRI:19122651;CollecTRI:17069755;DoRothEA:17069755;CollecTRI2:19122651;CollecTRI2:17069755;HTRIdb:17069755	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	TRIM63	CollecTRI		Activation	CollecTRI:15664995	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	TRIP6	CollecTRI		Activation	CollecTRI2:16380218;CollecTRI2:19259951;CollecTRI:16380218	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	TSHB	CollecTRI		Activation	CollecTRI:10830295	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	TYK2	CollecTRI		Activation	CollecTRI:20687925	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	UBR1	CollecTRI		Activation	CollecTRI:19122651;CollecTRI:22951020;DoRothEA:22951020;CollecTRI2:22951020;CollecTRI2:19122651;ORegAnno:22951020	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	UPP1	CollecTRI		Activation	DoRothEA:20544543;CollecTRI:20544543;TRRUST:20544543;CollecTRI2:20544543	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	VANGL1	CollecTRI		Activation	CollecTRI:20098684	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	VIM	CollecTRI		Activation	CollecTRI2:26703015;CollecTRI2:30226605;CollecTRI:10670648;CollecTRI2:24274066	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	VIP	CollecTRI		Activation	CollecTRI2:7708062;CollecTRI2:7713908;CollecTRI2:17558387;CollecTRI2:12425940;CollecTRI:17558387;CollecTRI:9642274;CollecTRI2:9642274;PAZAR:7595475;PAZAR:17558387;CollecTRI:7708062;PAZAR:7708062;CollecTRI2:10081611;CollecTRI:12425940;CollecTRI:7595475;CollecTRI2:7595475;CollecTRI:7713908;CollecTRI:1	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	VPS33B	CollecTRI		Activation	DoRothEA:22951020;CollecTRI2:22951020;ORegAnno:22951020;CollecTRI:22951020	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	XAF1	CollecTRI		Activation	CollecTRI2:36584854;DoRothEA:18035482;CollecTRI2:36394357;TRRUST:18035482;CollecTRI2:37215993;CollecTRI:18035482;CollecTRI2:18035482;CollecTRI2:33734579	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	ZC3HAV1	CollecTRI		Activation	CollecTRI:19122651;CollecTRI:22951020;DoRothEA:22951020;CollecTRI2:22951020;CollecTRI2:19122651;CollecTRI2:17928353;ORegAnno:22951020	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	ZFP36	CollecTRI		Activation	CollecTRI2:19586683;CollecTRI2:16514065;CollecTRI:16514065	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	ZNF181	CollecTRI		Activation	CollecTRI2:19122651;CollecTRI:19122651	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	ZNF230	CollecTRI		Activation	CollecTRI2:19122651;CollecTRI:19122651	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	ZNF302	CollecTRI		Activation	CollecTRI2:19122651;CollecTRI:19122651	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	ZNF655	CollecTRI		Activation	DoRothEA:22951020;CollecTRI2:22951020;ORegAnno:22951020;CollecTRI:22951020	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	ZNF79	CollecTRI		Activation	CollecTRI2:19122651;CollecTRI:19122651	IFN	CollecTRI via OmniPath; not a lung ChIP peak
STAT1	A2M	DoRothEA	A	Activation	CollecTRI2:9854025;CollecTRI2:10490649;CollecTRI:9722518	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	AAK1	DoRothEA	B	Unknown	PAZAR:17558387	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	ACSL5	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	ACTB	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	ADAR	DoRothEA	A	Activation	PAZAR:10095120;CollecTRI2:10095120;CollecTRI:10095120;CollecTRI2:26335850	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	ADCY7	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	AFF1	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	AGFG2	DoRothEA	A	Repression	DoRothEA:22951020	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	AHNAK	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	AIM2	DoRothEA	A	Activation	CollecTRI2:17558387;CollecTRI:19122651;CollecTRI:22951020;CollecTRI2:31914678;CollecTRI:17558387;CollecTRI2:21943709;CollecTRI2:22951020;DoRothEA:22951020;CollecTRI2:19122651;ORegAnno:22951020;PAZAR:17558387	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	AK2	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	AKAP13	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	ALCAM	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	ALDH1A2	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	AMPD3	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	ANKRD44	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	ANXA1	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	AOX1	DoRothEA	A	Activation	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	AP3D1	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	AP3S2	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	APOE	DoRothEA	A	Activation	CollecTRI2:21372127	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	APOL4	DoRothEA	A	Activation	DoRothEA:22951020	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	APOL6	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	APP	DoRothEA	A	Activation	CollecTRI:19508864;CollecTRI2:9841227;TRRUST:9841227;DoRothEA:9841227;CollecTRI:9841227;CollecTRI2:30382187;CollecTRI2:19508864	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	ARHGAP15	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	ARHGAP25	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	ARHGAP26	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	ARHGEF10L	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	ARHGEF2	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	ARHGEF3	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	ARID1A	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	ARID5B	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	ARSG	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	ASAP1	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	ATG4C	DoRothEA	A	Activation	DoRothEA:22951020;CollecTRI2:22951020;ORegAnno:22951020;CollecTRI:22951020	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	ATP11C	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	ATP6V0A1	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	ATP8B4	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	ATR	DoRothEA	B	Unknown	nan	IFN	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	ATXN1	DoRothEA	B	Activation	CollecTRI2:24295829	IFN	DoRothEA via OmniPath; not a lung ChIP peak
