gene	n_patients_measured	n_detected	frac
EXOC8	59	8	0.13559322033898305
EXOG	59	15	0.2542372881355932
EXOSC1	59	47	0.7966101694915254
EXOSC10	59	13	0.22033898305084745
EXOSC2	59	1	0.01694915254237288
EXOSC3	59	21	0.3559322033898305
EXOSC4	59	4	0.06779661016949153
EXOSC5	59	9	0.15254237288135594
EXOSC6	59	26	0.4406779661016949
EXOSC7	59	16	0.2711864406779661
EXOSC8	59	34	0.576271186440678
EXOSC9	59	20	0.3389830508474576
EXPH5	59	0	0.0
EXT1	59	0	0.0
EXT2	59	2	0.03389830508474576
EXTL1	59	0	0.0
EXTL2	59	1	0.01694915254237288
EXTL3	59	1	0.01694915254237288
EYA1	59	1	0.01694915254237288
EYA2	59	1	0.01694915254237288
EYA3	59	1	0.01694915254237288
EYA4	59	0	0.0
EYS	59	0	0.0
EZH1	59	8	0.13559322033898305
EZH2	59	13	0.22033898305084745
EZR	59	58	0.9830508474576272
F10	59	0	0.0
F11	59	0	0.0
F11R	59	7	0.11864406779661017
F12	59	1	0.01694915254237288
F13A1	59	2	0.03389830508474576
F13B	59	0	0.0
F2	59	0	0.0
F2R	59	16	0.2711864406779661
F2RL1	59	0	0.0
F2RL2	59	0	0.0
F2RL3	59	0	0.0
F3	59	1	0.01694915254237288
F5	59	0	0.0
F7	59	0	0.0
F8	59	1	0.01694915254237288
F8A1	59	12	0.2033898305084746
F8A3	59	0	0.0
FA2H	59	0	0.0
FAAH	59	0	0.0
FAAH2	59	4	0.06779661016949153
FAAP100	59	0	0.0
FAAP20	59	56	0.9491525423728814
FAAP24	59	0	0.0
FABP1	59	0	0.0
FABP2	59	0	0.0
FABP3	59	1	0.01694915254237288
FABP4	59	5	0.0847457627118644
FABP5	59	51	0.864406779661017
FABP6	59	0	0.0
FABP7	59	0	0.0
FADD	59	6	0.1016949152542373
FADS1	59	1	0.01694915254237288
FADS2	59	0	0.0
FADS3	59	3	0.05084745762711865
FADS6	59	0	0.0
FAF1	59	17	0.288135593220339
FAF2	59	11	0.1864406779661017
FAH	59	1	0.01694915254237288
FAHD1	59	3	0.05084745762711865
FAHD2A	59	0	0.0
FAHD2B	59	1	0.01694915254237288
FAIM	59	1	0.01694915254237288
FAIM2	59	1	0.01694915254237288
FALEC	59	0	0.0
FAM101A	10	0	0.0
FAM101B	10	0	0.0
FAM102A	59	36	0.6101694915254238
FAM102B	59	17	0.288135593220339
FAM103A1	10	4	0.4
FAM104A	59	33	0.559322033898305
FAM104B	59	4	0.06779661016949153
FAM105A	10	5	0.5
FAM106A	50	0	0.0
FAM107A	59	0	0.0
FAM107B	59	55	0.9322033898305084
FAM109A	10	0	0.0
FAM109B	10	0	0.0
FAM110A	59	17	0.288135593220339
FAM110B	59	0	0.0
FAM110C	59	0	0.0
FAM110D	59	0	0.0
FAM111A	59	27	0.4576271186440678
FAM111B	59	1	0.01694915254237288
FAM114A1	59	0	0.0
FAM114A2	59	1	0.01694915254237288
FAM117A	59	15	0.2542372881355932
FAM117B	59	3	0.05084745762711865
FAM118A	59	38	0.6440677966101694
FAM118B	59	1	0.01694915254237288
FAM120A	59	36	0.6101694915254238
FAM120AOS	59	22	0.3728813559322034
FAM120B	59	10	0.1694915254237288
FAM120C	59	0	0.0
FAM122A	19	3	0.15789473684210525
FAM122B	19	1	0.05263157894736842
FAM122C	19	0	0.0
FAM124A	59	0	0.0
FAM124B	59	0	0.0
FAM126A	59	8	0.13559322033898305
FAM126B	59	20	0.3389830508474576
FAM127A	10	4	0.4
FAM127B	10	1	0.1
FAM127C	10	0	0.0
FAM129A	19	18	0.9473684210526315
FAM129B	19	1	0.05263157894736842
FAM129C	19	0	0.0
FAM131A	59	1	0.01694915254237288
FAM131B	59	0	0.0
FAM131C	59	0	0.0
FAM132A	10	0	0.0
FAM133A	59	0	0.0
FAM133B	59	58	0.9830508474576272
FAM134A	10	3	0.3
FAM134B	10	2	0.2
FAM134C	10	2	0.2
FAM135A	59	0	0.0
FAM135B	59	0	0.0
FAM136A	59	34	0.576271186440678
FAM138B	59	0	0.0
FAM13A	59	4	0.06779661016949153
FAM13B	59	20	0.3389830508474576
FAM13C	59	0	0.0
FAM149A	59	0	0.0
FAM149B1	59	0	0.0
FAM150A	10	0	0.0
FAM150B	10	0	0.0
FAM151A	59	0	0.0
FAM151B	59	0	0.0
FAM153A	59	0	0.0
FAM153B	59	0	0.0
FAM153C	19	0	0.0
FAM155A	59	1	0.01694915254237288
FAM155B	59	0	0.0
FAM156A	59	0	0.0
FAM156B	59	0	0.0
FAM157B	29	0	0.0
FAM157C	59	0	0.0
FAM159A	10	0	0.0
FAM159B	10	0	0.0
FAM160A1	19	0	0.0
FAM160A2	19	0	0.0
FAM160B1	19	3	0.15789473684210525
FAM160B2	19	0	0.0
FAM161A	59	1	0.01694915254237288
FAM161B	59	0	0.0
FAM162A	59	54	0.9152542372881356
FAM162B	59	0	0.0
FAM163A	59	0	0.0
FAM163B	59	0	0.0
FAM166A	59	0	0.0
FAM166B	59	0	0.0
FAM167A	59	0	0.0
FAM167B	59	0	0.0
FAM168A	59	0	0.0
FAM168B	59	13	0.22033898305084745
FAM169A	59	0	0.0
FAM170B	59	0	0.0
FAM171A1	59	0	0.0
FAM171A2	59	0	0.0
FAM171B	59	0	0.0
FAM172A	59	20	0.3389830508474576
FAM173A	19	15	0.7894736842105263
FAM173B	19	0	0.0
FAM174A	59	2	0.03389830508474576
FAM174B	59	0	0.0
FAM175A	10	0	0.0
FAM175B	10	0	0.0
FAM177A1	59	58	0.9830508474576272
FAM177B	59	0	0.0
FAM178B	59	0	0.0
FAM179A	10	0	0.0
FAM179B	10	0	0.0
FAM180A	59	0	0.0
FAM180B	59	0	0.0
FAM181A	59	0	0.0
FAM181B	59	0	0.0
FAM182B	59	0	0.0
FAM183A	59	0	0.0
FAM184A	59	2	0.03389830508474576
FAM184B	59	0	0.0
FAM185A	59	0	0.0
FAM186B	59	0	0.0
FAM187B	59	0	0.0
FAM188A	10	0	0.0
FAM188B	10	0	0.0
FAM189A1	59	0	0.0
FAM189A2	59	0	0.0
FAM189B	59	1	0.01694915254237288
FAM192A	19	9	0.47368421052631576
FAM193A	59	11	0.1864406779661017
FAM193B	59	6	0.1016949152542373
FAM196A	19	0	0.0
FAM196B	19	0	0.0
FAM198A	19	0	0.0
FAM198B	19	0	0.0
FAM199X	59	10	0.1694915254237288
FAM19A1	19	0	0.0
FAM19A2	19	0	0.0
FAM19A3	19	0	0.0
FAM19A4	19	0	0.0
FAM19A5	19	0	0.0
FAM200A	59	0	0.0
FAM200B	59	36	0.6101694915254238
FAM204A	59	47	0.7966101694915254
FAM205C	59	0	0.0
FAM206A	19	0	0.0
FAM207A	59	22	0.3728813559322034
FAM208A	19	5	0.2631578947368421
FAM208B	19	3	0.15789473684210525
FAM209A	59	0	0.0
FAM209B	59	0	0.0
FAM20A	59	0	0.0
FAM20B	59	1	0.01694915254237288
FAM20C	59	0	0.0
FAM210A	59	6	0.1016949152542373
FAM210B	59	5	0.0847457627118644
FAM212A	10	0	0.0
FAM212B	10	0	0.0
FAM213A	19	2	0.10526315789473684
FAM213B	19	0	0.0
FAM214A	59	20	0.3389830508474576
FAM214B	59	1	0.01694915254237288
FAM215A	59	0	0.0
FAM215B	19	3	0.15789473684210525
FAM216A	59	0	0.0
FAM216B	59	0	0.0
FAM217A	40	0	0.0
FAM217B	59	9	0.15254237288135594
FAM218A	59	0	0.0
FAM219A	59	0	0.0
FAM219B	59	6	0.1016949152542373
FAM21A	10	0	0.0
FAM21C	10	0	0.0
FAM220A	59	0	0.0
FAM221A	59	0	0.0
FAM221B	59	0	0.0
FAM222A	59	0	0.0
FAM222B	59	4	0.06779661016949153
FAM224A	59	0	0.0
FAM224B	59	0	0.0
FAM225A	59	0	0.0
FAM225B	59	0	0.0
FAM227A	59	1	0.01694915254237288
FAM227B	59	0	0.0
FAM228A	59	0	0.0
FAM228B	59	0	0.0
FAM229A	59	0	0.0
FAM229B	59	0	0.0
FAM231D	10	0	0.0
FAM234A	59	2	0.03389830508474576
FAM234B	59	0	0.0
FAM24B	59	0	0.0
FAM25A	59	0	0.0
FAM25G	59	0	0.0
FAM26D	10	0	0.0
FAM26E	10	0	0.0
FAM26F	10	4	0.4
FAM27C	59	1	0.01694915254237288
FAM30A	40	0	0.0
FAM32A	59	50	0.847457627118644
FAM35A	10	1	0.1
FAM3A	59	11	0.1864406779661017
FAM3B	59	2	0.03389830508474576
FAM3C	59	34	0.576271186440678
FAM3D	59	0	0.0
FAM41C	59	0	0.0
FAM43A	59	11	0.1864406779661017
FAM43B	59	0	0.0
FAM45A	19	5	0.2631578947368421
FAM46A	10	4	0.4
FAM46B	10	0	0.0
FAM46C	10	8	0.8
FAM46D	10	0	0.0
FAM47E	59	0	0.0
FAM49A	19	2	0.10526315789473684
FAM49B	19	18	0.9473684210526315
FAM50A	59	54	0.9152542372881356
FAM50B	59	0	0.0
FAM53A	59	0	0.0
FAM53B	59	14	0.23728813559322035
FAM53C	59	32	0.5423728813559322
FAM57A	19	0	0.0
FAM57B	19	0	0.0
FAM58A	10	4	0.4
FAM60A	10	6	0.6
FAM63A	10	0	0.0
FAM63B	10	5	0.5
FAM64A	10	0	0.0
FAM65A	10	0	0.0
FAM65B	10	4	0.4
FAM65C	10	0	0.0
FAM66A	59	0	0.0
FAM66B	59	0	0.0
FAM66E	59	0	0.0
FAM69A	19	0	0.0
FAM69B	19	0	0.0
FAM69C	19	0	0.0
FAM71A	59	0	0.0
FAM71B	59	0	0.0
FAM71D	59	0	0.0
FAM71E1	59	0	0.0
FAM71F1	59	0	0.0
FAM71F2	59	0	0.0
FAM72A	59	0	0.0
FAM72B	59	0	0.0
FAM72C	59	0	0.0
FAM72D	59	0	0.0
FAM74A6	29	0	0.0
FAM76A	59	3	0.05084745762711865
FAM76B	59	13	0.22033898305084745
FAM78A	59	5	0.0847457627118644
FAM78B	59	0	0.0
FAM81A	59	0	0.0
FAM81B	59	0	0.0
FAM83A	59	0	0.0
FAM83B	59	0	0.0
FAM83C	59	0	0.0
FAM83D	59	0	0.0
FAM83E	59	0	0.0
FAM83F	59	0	0.0
FAM83G	59	0	0.0
FAM83H	59	1	0.01694915254237288
FAM83H-AS1	10	0	0.0
FAM84A	19	0	0.0
FAM84B	19	0	0.0
FAM86B1	59	0	0.0
FAM86B2	59	0	0.0
FAM86C1	19	0	0.0
FAM87A	59	0	0.0
FAM87B	59	0	0.0
FAM89A	59	3	0.05084745762711865
FAM89B	59	35	0.5932203389830508
FAM8A1	59	2	0.03389830508474576
FAM90A1	59	0	0.0
FAM90A26	59	0	0.0
FAM91A1	59	7	0.11864406779661017
FAM92A1	10	0	0.0
FAM92B	19	0	0.0
FAM95B1	38	0	0.0
FAM95C	19	0	0.0
FAM96A	19	15	0.7894736842105263
FAM96B	19	18	0.9473684210526315
FAM98A	59	1	0.01694915254237288
FAM98B	59	4	0.06779661016949153
FAM98C	59	11	0.1864406779661017
FAM9B	59	0	0.0
FAM9C	59	0	0.0
FAN1	59	1	0.01694915254237288
FANCA	59	3	0.05084745762711865
FANCB	59	0	0.0
FANCC	59	0	0.0
FANCD2	59	0	0.0
FANCD2OS	59	0	0.0
FANCE	59	0	0.0
FANCF	59	3	0.05084745762711865
FANCG	59	0	0.0
FANCI	59	1	0.01694915254237288
FANCL	59	1	0.01694915254237288
FANCM	59	0	0.0
FANK1	59	1	0.01694915254237288
FAP	59	0	0.0
FAR1	59	17	0.288135593220339
FAR2	59	0	0.0
FARP1	59	2	0.03389830508474576
FARP2	59	0	0.0
FARS2	59	7	0.11864406779661017
FARSA	59	18	0.3050847457627119
FARSB	59	4	0.06779661016949153
FAS	59	28	0.4745762711864407
FASLG	59	14	0.23728813559322035
FASN	59	5	0.0847457627118644
FASTK	59	30	0.5084745762711864
FASTKD1	59	1	0.01694915254237288
FASTKD2	59	7	0.11864406779661017
FASTKD3	59	0	0.0
FASTKD5	59	0	0.0
FAT1	59	0	0.0
FAT2	59	0	0.0
FAT3	59	0	0.0
FAT4	59	0	0.0
FATE1	59	0	0.0
FAU	59	59	1.0
FAXC	59	0	0.0
FAXDC2	59	0	0.0
FBF1	59	1	0.01694915254237288
FBL	59	55	0.9322033898305084
FBLIM1	59	1	0.01694915254237288
FBLL1	59	0	0.0
FBLN1	59	2	0.03389830508474576
FBLN2	59	0	0.0
FBLN5	59	2	0.03389830508474576
FBLN7	59	7	0.11864406779661017
FBN1	59	0	0.0
FBN2	59	0	0.0
FBN3	59	0	0.0
FBP1	59	14	0.23728813559322035
FBP2	59	0	0.0
FBRS	59	19	0.3220338983050847
FBRSL1	59	10	0.1694915254237288
FBXL12	59	8	0.13559322033898305
FBXL13	59	0	0.0
FBXL14	59	8	0.13559322033898305
FBXL15	59	37	0.6271186440677966
FBXL16	59	2	0.03389830508474576
FBXL17	59	8	0.13559322033898305
FBXL18	59	0	0.0
FBXL19	59	0	0.0
FBXL2	59	0	0.0
FBXL20	59	8	0.13559322033898305
FBXL22	59	0	0.0
FBXL3	59	28	0.4745762711864407
FBXL4	59	3	0.05084745762711865
FBXL5	59	25	0.423728813559322
FBXL6	59	9	0.15254237288135594
FBXL7	59	0	0.0
FBXL8	59	0	0.0
FBXO10	59	0	0.0
FBXO11	59	20	0.3389830508474576
FBXO15	59	0	0.0
FBXO16	59	0	0.0
FBXO17	59	0	0.0
FBXO18	10	1	0.1
FBXO2	59	3	0.05084745762711865
FBXO21	59	25	0.423728813559322
FBXO22	59	6	0.1016949152542373
FBXO24	59	0	0.0
FBXO25	59	11	0.1864406779661017
FBXO27	59	0	0.0
FBXO28	59	9	0.15254237288135594
FBXO3	59	12	0.2033898305084746
FBXO30	59	0	0.0
FBXO31	59	7	0.11864406779661017
FBXO32	59	20	0.3389830508474576
FBXO33	59	21	0.3559322033898305
FBXO34	59	24	0.4067796610169492
FBXO36	59	0	0.0
FBXO38	59	3	0.05084745762711865
FBXO39	59	0	0.0
FBXO4	59	0	0.0
FBXO40	59	0	0.0
FBXO41	59	0	0.0
FBXO42	59	8	0.13559322033898305
FBXO43	59	0	0.0
FBXO44	59	12	0.2033898305084746
FBXO45	59	3	0.05084745762711865
FBXO46	59	2	0.03389830508474576
FBXO47	59	0	0.0
FBXO48	59	0	0.0
FBXO5	59	1	0.01694915254237288
FBXO6	59	14	0.23728813559322035
FBXO7	59	53	0.8983050847457628
FBXO8	59	1	0.01694915254237288
FBXO9	59	22	0.3728813559322034
FBXW10	59	0	0.0
FBXW11	59	15	0.2542372881355932
FBXW12	59	0	0.0
FBXW2	59	24	0.4067796610169492
FBXW4	59	9	0.15254237288135594
FBXW5	59	55	0.9322033898305084
FBXW7	59	24	0.4067796610169492
FBXW8	59	0	0.0
FBXW9	59	0	0.0
FCAMR	59	0	0.0
FCAR	59	0	0.0
FCER1A	59	0	0.0
FCER1G	59	43	0.7288135593220338
FCER2	59	0	0.0
FCF1	59	3	0.05084745762711865
FCGBP	59	0	0.0
FCGR1A	59	0	0.0
FCGR1B	59	0	0.0
FCGR2A	59	10	0.1694915254237288
FCGR2B	59	1	0.01694915254237288
FCGR3A	59	38	0.6440677966101694
FCGR3B	59	0	0.0
FCGRT	59	25	0.423728813559322
FCHO1	59	8	0.13559322033898305
FCHO2	59	4	0.06779661016949153
FCHSD1	59	7	0.11864406779661017
FCHSD2	59	9	0.15254237288135594
FCMR	59	42	0.711864406779661
FCN1	59	2	0.03389830508474576
FCN3	59	1	0.01694915254237288
FCRL1	59	0	0.0
FCRL2	59	0	0.0
FCRL3	59	2	0.03389830508474576
FCRL4	59	0	0.0
FCRL5	59	0	0.0
FCRL6	59	20	0.3389830508474576
FCRLA	59	0	0.0
FCRLB	59	0	0.0
FDCSP	59	0	0.0
FDFT1	59	48	0.8135593220338984
FDPS	59	55	0.9322033898305084
FDX1	59	57	0.9661016949152542
FDX2	40	5	0.125
FDXACB1	59	0	0.0
FDXR	59	2	0.03389830508474576
FECH	59	0	0.0
FEM1A	59	8	0.13559322033898305
FEM1B	59	13	0.22033898305084745
FEM1C	59	5	0.0847457627118644
FEN1	59	2	0.03389830508474576
FENDRR	59	0	0.0
FER	59	1	0.01694915254237288
FER1L5	59	0	0.0
FER1L6	59	0	0.0
FERMT1	59	1	0.01694915254237288
FERMT2	59	1	0.01694915254237288
FERMT3	59	51	0.864406779661017
FES	59	2	0.03389830508474576
FEV	59	0	0.0
FEZ1	59	1	0.01694915254237288
FEZ2	59	19	0.3220338983050847
FEZF1	59	0	0.0
FFAR1	59	0	0.0
FFAR2	59	0	0.0
FFAR3	59	0	0.0
FFAR4	59	0	0.0
FGA	59	0	0.0
FGB	59	1	0.01694915254237288
FGD1	59	0	0.0
FGD2	59	0	0.0
FGD3	59	30	0.5084745762711864
FGD4	59	3	0.05084745762711865
FGD5	59	0	0.0
FGD6	59	0	0.0
FGF1	59	0	0.0
FGF10	59	0	0.0
FGF11	59	0	0.0
FGF12	59	1	0.01694915254237288
FGF13	59	0	0.0
FGF14	59	1	0.01694915254237288
FGF14-AS2	59	0	0.0
FGF16	59	0	0.0
FGF17	59	0	0.0
FGF18	59	0	0.0
FGF19	59	0	0.0
FGF2	59	0	0.0
FGF20	59	0	0.0
FGF21	59	0	0.0
FGF22	59	0	0.0
FGF23	59	0	0.0
FGF5	59	0	0.0
FGF7	59	0	0.0
FGF8	59	0	0.0
FGF9	59	1	0.01694915254237288
FGFBP1	59	0	0.0
FGFBP2	59	30	0.5084745762711864
FGFBP3	59	0	0.0
FGFR1	59	2	0.03389830508474576
FGFR1OP	19	1	0.05263157894736842
FGFR1OP2	59	56	0.9491525423728814
FGFR2	59	0	0.0
FGFR3	59	1	0.01694915254237288
FGFR4	59	0	0.0
FGFRL1	59	0	0.0
FGG	59	1	0.01694915254237288
FGGY	59	1	0.01694915254237288
FGL1	59	1	0.01694915254237288
FGL2	59	16	0.2711864406779661
FGR	59	19	0.3220338983050847
FH	59	9	0.15254237288135594
FHAD1	59	0	0.0
FHDC1	59	0	0.0
FHIT	59	2	0.03389830508474576
FHL1	59	3	0.05084745762711865
FHL2	59	0	0.0
FHL3	59	4	0.06779661016949153
FHL5	59	0	0.0
FHOD1	59	6	0.1016949152542373
FHOD3	59	0	0.0
FIBCD1	59	0	0.0
FIBIN	59	1	0.01694915254237288
FIBP	59	51	0.864406779661017
FICD	59	0	0.0
FIG4	59	1	0.01694915254237288
FIGLA	59	0	0.0
FIGN	59	0	0.0
FIGNL1	59	0	0.0
FILIP1	59	1	0.01694915254237288
FILIP1L	59	1	0.01694915254237288
FIP1L1	59	41	0.6949152542372882
FIRRE	59	1	0.01694915254237288
FIS1	59	58	0.9830508474576272
FITM1	59	0	0.0
FITM2	59	0	0.0
FIZ1	59	0	0.0
FJX1	59	0	0.0
FKBP10	59	1	0.01694915254237288
FKBP11	59	52	0.8813559322033898
FKBP14	59	0	0.0
FKBP15	59	7	0.11864406779661017
FKBP1A	59	58	0.9830508474576272
FKBP1B	59	0	0.0
FKBP1C	59	0	0.0
FKBP2	59	38	0.6440677966101694
FKBP3	59	48	0.8135593220338984
FKBP4	59	35	0.5932203389830508
FKBP5	59	50	0.847457627118644
FKBP6	59	0	0.0
FKBP7	59	0	0.0
FKBP8	59	57	0.9661016949152542
FKBP9	59	0	0.0
FKBPL	59	0	0.0
FKRP	59	0	0.0
FKTN	59	0	0.0
FLAD1	59	11	0.1864406779661017
FLCN	59	3	0.05084745762711865
FLG	59	0	0.0
FLG2	59	0	0.0
FLI1	59	31	0.5254237288135594
FLII	59	25	0.423728813559322
FLJ12825	29	0	0.0
FLJ20021	29	0	0.0
FLJ22447	29	0	0.0
FLJ26245	10	0	0.0
FLJ33360	10	0	0.0
FLJ35934	10	0	0.0
FLJ37035	10	0	0.0
FLJ40288	29	0	0.0
FLJ41941	10	0	0.0
FLJ42969	29	0	0.0
FLJ43879	10	0	0.0
FLJ45079	10	0	0.0
FLNA	59	55	0.9322033898305084
FLNB	59	7	0.11864406779661017
FLNC	59	0	0.0
FLOT1	59	46	0.7796610169491526
FLOT2	59	23	0.3898305084745763
FLRT1	59	0	0.0
FLRT2	59	0	0.0
FLRT3	59	0	0.0
FLT1	59	0	0.0
FLT3	59	0	0.0
FLT3LG	59	38	0.6440677966101694
FLT4	59	0	0.0
FLVCR1	59	0	0.0
FLVCR1-AS1	10	0	0.0
FLVCR2	59	0	0.0
FLYWCH1	59	8	0.13559322033898305
FLYWCH2	59	11	0.1864406779661017
FMC1	40	18	0.45
FMN1	59	0	0.0
FMN2	59	0	0.0
FMNL1	59	53	0.8983050847457628
FMNL2	59	3	0.05084745762711865
FMNL3	59	11	0.1864406779661017
FMO1	59	0	0.0
FMO2	59	0	0.0
FMO3	59	0	0.0
FMO4	59	0	0.0
FMO5	59	0	0.0
FMOD	59	0	0.0
FMR1	59	16	0.2711864406779661
FN1	59	9	0.15254237288135594
FN3K	59	0	0.0
FN3KRP	59	9	0.15254237288135594
FNBP1	59	58	0.9830508474576272
FNBP1L	59	1	0.01694915254237288
FNBP4	59	54	0.9152542372881356
FNDC1	59	0	0.0
FNDC10	40	0	0.0
FNDC11	40	0	0.0
FNDC3A	59	19	0.3220338983050847
FNDC3B	59	16	0.2711864406779661
FNDC4	59	0	0.0
FNDC5	59	0	0.0
FNDC7	59	0	0.0
FNDC9	59	0	0.0
FNIP1	59	51	0.864406779661017
FNIP2	59	8	0.13559322033898305
FNTA	59	47	0.7966101694915254
FNTB	59	0	0.0
FO538757.1	10	2	0.2
FO538757.2	10	0	0.0
FOCAD	59	1	0.01694915254237288
FOCAD-AS1	59	0	0.0
FOLH1	59	0	0.0
FOLR1	59	3	0.05084745762711865
FOLR2	59	3	0.05084745762711865
FOLR3	59	1	0.01694915254237288
FOPNL	19	0	0.0
FOS	59	59	1.0
FOSB	59	57	0.9661016949152542
FOSL1	59	0	0.0
FOSL2	59	44	0.7457627118644068
FOXA1	59	1	0.01694915254237288
FOXA2	59	0	0.0
FOXA3	59	0	0.0
FOXB1	59	0	0.0
FOXC1	59	0	0.0
FOXC2	59	0	0.0
FOXD1	59	0	0.0
FOXD2	59	0	0.0
FOXD3	59	0	0.0
FOXD4	59	0	0.0
FOXD4L1	59	0	0.0
FOXD4L5	59	0	0.0
FOXE1	59	0	0.0
FOXE3	59	0	0.0
FOXF1	59	0	0.0
FOXF2	59	0	0.0
FOXG1	59	1	0.01694915254237288
FOXH1	59	0	0.0
FOXI1	59	0	0.0
FOXI2	59	0	0.0
FOXI3	59	0	0.0
FOXJ1	59	0	0.0
FOXJ2	59	4	0.06779661016949153
FOXJ3	59	16	0.2711864406779661
FOXK1	59	9	0.15254237288135594
FOXK2	59	11	0.1864406779661017
FOXL1	59	0	0.0
FOXL2	59	0	0.0
FOXM1	59	1	0.01694915254237288
FOXN1	59	0	0.0
FOXN2	59	19	0.3220338983050847
FOXN3	59	52	0.8813559322033898
FOXN4	59	0	0.0
FOXO1	59	29	0.4915254237288136
FOXO3	59	25	0.423728813559322
FOXO4	59	0	0.0
FOXO6	59	0	0.0
FOXP1	59	57	0.9661016949152542
FOXP2	59	1	0.01694915254237288
FOXP3	59	6	0.1016949152542373
FOXP4	59	2	0.03389830508474576
FOXQ1	59	0	0.0
FOXR1	59	0	0.0
FOXRED1	59	0	0.0
FOXRED2	59	0	0.0
FOXS1	59	0	0.0
FP325317.1	10	0	0.0
FPGS	59	14	0.23728813559322035
FPGT	59	0	0.0
FPGT-TNNI3K	38	0	0.0
FPR1	59	4	0.06779661016949153
FPR2	59	0	0.0
FPR3	59	2	0.03389830508474576
FRA10AC1	59	14	0.23728813559322035
FRAS1	59	1	0.01694915254237288
FRAT1	59	6	0.1016949152542373
FRAT2	59	19	0.3220338983050847
FREM1	59	0	0.0
FREM2	59	0	0.0
FREM3	59	0	0.0
FRG1	59	46	0.7796610169491526
FRG2C	59	0	0.0
FRK	59	0	0.0
FRMD1	59	0	0.0
FRMD3	59	1	0.01694915254237288
FRMD4A	59	1	0.01694915254237288
FRMD4B	59	18	0.3050847457627119
FRMD5	59	0	0.0
FRMD6	59	0	0.0
FRMD7	59	0	0.0
FRMD8	59	12	0.2033898305084746
FRMPD1	59	0	0.0
FRMPD2	59	0	0.0
FRMPD3	59	0	0.0
FRMPD4	59	0	0.0
FRRS1	59	0	0.0
FRRS1L	59	0	0.0
FRS2	59	1	0.01694915254237288
FRS3	59	0	0.0
FRY	59	1	0.01694915254237288
FRYL	59	28	0.4745762711864407
FRZB	59	0	0.0
FSBP	59	0	0.0
FSCN1	59	1	0.01694915254237288
FSCN2	59	0	0.0
FSCN3	59	0	0.0
FSD1	59	2	0.03389830508474576
FSD1L	59	1	0.01694915254237288
FSD2	59	0	0.0
FSIP1	59	0	0.0
FSIP2	59	0	0.0
FST	59	0	0.0
FSTL1	59	0	0.0
FSTL3	59	0	0.0
FSTL4	59	0	0.0
FSTL5	59	0	0.0
FTCD	59	0	0.0
FTCDNL1	59	0	0.0
FTH1	59	59	1.0
FTL	59	59	1.0
FTO	59	5	0.0847457627118644
FTSJ1	59	10	0.1694915254237288
FTSJ3	59	10	0.1694915254237288
FTX	59	15	0.2542372881355932
FUBP1	59	44	0.7457627118644068
FUBP3	59	10	0.1694915254237288
FUCA1	59	6	0.1016949152542373
FUCA2	59	7	0.11864406779661017
FUK	19	0	0.0
FUNDC1	59	3	0.05084745762711865
FUNDC2	59	53	0.8983050847457628
FUOM	59	17	0.288135593220339
FURIN	59	16	0.2711864406779661
FUS	59	59	1.0
FUT1	59	0	0.0
FUT10	59	0	0.0
FUT11	59	4	0.06779661016949153
FUT2	59	0	0.0
FUT3	59	0	0.0
FUT4	59	0	0.0
FUT5	59	0	0.0
FUT6	59	0	0.0
FUT7	59	0	0.0
FUT8	59	15	0.2542372881355932
FUT9	59	0	0.0
FUZ	59	1	0.01694915254237288
FXN	59	7	0.11864406779661017
FXR1	59	49	0.8305084745762712
FXR2	59	3	0.05084745762711865
FXYD1	59	0	0.0
FXYD2	59	1	0.01694915254237288
FXYD3	59	8	0.13559322033898305
FXYD4	59	0	0.0
FXYD5	59	58	0.9830508474576272
FXYD6	59	1	0.01694915254237288
FXYD7	59	3	0.05084745762711865
FYB	10	10	1.0
FYCO1	59	5	0.0847457627118644
FYN	59	57	0.9661016949152542
FYTTD1	59	36	0.6101694915254238
FZD1	59	0	0.0
FZD10	59	0	0.0
FZD2	59	0	0.0
FZD3	59	1	0.01694915254237288
FZD4	59	0	0.0
FZD5	59	0	0.0
FZD6	59	0	0.0
FZD7	59	0	0.0
FZD8	59	0	0.0
FZD9	59	0	0.0
FZR1	59	8	0.13559322033898305
G0S2	59	9	0.15254237288135594
G2E3	59	9	0.15254237288135594
G3BP1	59	51	0.864406779661017
G3BP2	59	56	0.9491525423728814
G6PC2	59	0	0.0
G6PC3	59	3	0.05084745762711865
G6PD	59	31	0.5254237288135594
GAA	59	10	0.1694915254237288
GAB1	59	0	0.0
GAB2	59	1	0.01694915254237288
GAB3	59	6	0.1016949152542373
GABARAP	59	28	0.4745762711864407
GABARAPL1	59	48	0.8135593220338984
GABARAPL2	59	58	0.9830508474576272
GABBR1	59	0	0.0
GABBR2	59	0	0.0
GABPA	59	8	0.13559322033898305
GABPB1	59	42	0.711864406779661
GABPB2	59	1	0.01694915254237288
GABRA1	59	0	0.0
GABRA2	59	0	0.0
GABRA3	59	0	0.0
GABRA4	59	0	0.0
GABRA5	59	0	0.0
GABRB1	59	0	0.0
GABRB2	59	0	0.0
GABRB3	59	1	0.01694915254237288
GABRD	59	0	0.0
GABRE	59	0	0.0
GABRG2	59	0	0.0
GABRG3	59	0	0.0
GABRP	59	0	0.0
GABRQ	59	0	0.0
GABRR1	59	0	0.0
GABRR2	59	0	0.0
