block	outcome	cohort	conditioner	n	rho_unadj	p_unadj	rho_partial	p_partial	attenuation	percent_attenuated
funnel7_plus_lusc	tnk	CESC	EPCAM	304	0.14561076038578838	0.011024757723739969	-0.025007727242710765	0.6645967537709422	-0.17061848762849915	117.17436759237715
funnel7_plus_lusc	tnk	KIRC	EPCAM	533	0.0215224910094449	0.620052348921943	0.10452651113576591	0.015871540067808273	0.08300402012632102	-385.66177163180436
funnel7_plus_lusc	tnk	STAD	EPCAM	412	-0.17364743696767398	0.0003987860346951388	-0.1691393691193267	0.0005744855722145135	0.004508067848347286	2.5961038798323886
funnel7_plus_lusc	tnk	BLCA	EPCAM	406	-0.16450207484690246	0.000877552205575161	-0.15022860549836947	0.0024360983639787935	0.014273469348532991	8.676771622374318
funnel7_plus_lusc	tnk	PAAD	EPCAM	178	-0.13313877963122747	0.07644864721430847	0.02221024553954415	0.7691929559433552	0.15534902517077162	116.68202577871217
funnel7_plus_lusc	tnk	LUSC	EPCAM	501	-0.24766753345897846	1.9379217103416318e-08	-0.2753584738988934	3.7697747082516196e-10	-0.027690940439914935	-11.180690522159791
funnel7_plus_lusc	tnk	LUAD	MUC1	516	-0.09706912371554982	0.02746475794934468	-0.05907390286479445	0.18072965177031858	0.03799522085075537	39.14243726161174
funnel7_plus_lusc	tnk	BRCA	MUC1	1095	-0.06831797640235514	0.023774427051713683	-0.03774738923590836	0.21220046881792948	0.030570587166446776	44.74750098920217
funnel7_plus_lusc	tnk	CESC	MUC1	304	0.14561076038578838	0.011024757723739969	0.14554815062498902	0.011193756395906864	-6.26097607993592e-05	0.04299803162450206
funnel7_plus_lusc	tnk	KIRC	MUC1	533	0.0215224910094449	0.620052348921943	0.0005836379638241679	0.9892847167435984	-0.020938853045620733	97.28824157218583
funnel7_plus_lusc	tnk	STAD	MUC1	412	-0.17364743696767398	0.0003987860346951388	-0.18366071780557983	0.00018116181282916104	-0.010013280837905841	-5.7664432097376155
funnel7_plus_lusc	tnk	BLCA	MUC1	406	-0.16450207484690246	0.000877552205575161	-0.23575610707605768	1.6055557304707958e-06	-0.07125403222915522	-43.31497477795911
funnel7_plus_lusc	tnk	PAAD	MUC1	178	-0.13313877963122747	0.07644864721430847	0.04011206467764958	0.5960504581074851	0.17325084430887705	130.12800987717733
funnel7_plus_lusc	tnk	LUSC	MUC1	501	-0.24766753345897846	1.9379217103416318e-08	-0.2633154851179507	2.2449730992346794e-09	-0.01564795165897226	-6.318127951786645
funnel7_plus_lusc	tnk	LUAD	KRT19	516	-0.09706912371554982	0.02746475794934468	-0.09576931434318087	0.029775237212606536	0.001299809372368954	1.3390554304146185
funnel7_plus_lusc	tnk	BRCA	KRT19	1095	-0.06831797640235514	0.023774427051713683	-0.04336982947585329	0.1517090542633758	0.024948146926501845	36.51769013117579
funnel7_plus_lusc	tnk	CESC	KRT19	304	0.14561076038578838	0.011024757723739969	0.1675025634948579	0.0034519140987850747	0.02189180310906952	-15.0344679548876
funnel7_plus_lusc	tnk	KIRC	KRT19	533	0.0215224910094449	0.620052348921943	-0.005162313985266656	0.9054416216576325	-0.026684804994711556	123.98567146805281
funnel7_plus_lusc	tnk	STAD	KRT19	412	-0.17364743696767398	0.0003987860346951388	-0.13936325701140034	0.004646797144507925	0.03428417995627364	19.743556573573812
funnel7_plus_lusc	tnk	BLCA	KRT19	406	-0.16450207484690246	0.000877552205575161	-0.11257814867957903	0.023463857133147165	0.05192392616732343	31.564298636140357
funnel7_plus_lusc	tnk	PAAD	KRT19	178	-0.13313877963122747	0.07644864721430847	0.01189529715491984	0.8751337937065355	0.14503407678614733	108.9345096807015
funnel7_plus_lusc	tnk	LUSC	KRT19	501	-0.24766753345897846	1.9379217103416318e-08	-0.1458212367745264	0.0010754897616489215	0.10184629668445205	41.12218313884125
funnel7_plus_lusc	cd3	LUAD	none	516	-0.06239978897655813	0.15695337970380213	-0.06239978897655813	0.15695337970380213	0.0	0.0
funnel7_plus_lusc	cd3	BRCA	none	1095	-0.06867883611245557	0.023042773024675858	-0.06867883611245557	0.023042773024675858	0.0	0.0
funnel7_plus_lusc	cd3	CESC	none	304	0.14153076653653285	0.013513093366191034	0.14153076653653285	0.013513093366191034	0.0	0.0
funnel7_plus_lusc	cd3	KIRC	none	533	0.005757695881882754	0.8944972741225106	0.005757695881882754	0.8944972741225106	0.0	0.0
funnel7_plus_lusc	cd3	STAD	none	412	-0.20523613968324128	2.6933838559970063e-05	-0.20523613968324128	2.6933838559970063e-05	0.0	0.0
funnel7_plus_lusc	cd3	BLCA	none	406	-0.13260255329220846	0.007462816042087074	-0.13260255329220846	0.007462816042087074	0.0	0.0
funnel7_plus_lusc	cd3	PAAD	none	178	-0.12341251307279594	0.10075421314255731	-0.12341251307279594	0.10075421314255731	0.0	0.0
funnel7_plus_lusc	cd3	LUSC	none	501	-0.23959529546484723	5.6752469304517495e-08	-0.23959529546484723	5.6752469304517495e-08	0.0	0.0
funnel7_plus_lusc	cd3	LUAD	CLDN4	516	-0.06239978897655813	0.15695337970380213	-0.0043670600935336095	0.9212462346929013	0.05803272888302452	93.00148259287512
funnel7_plus_lusc	cd3	BRCA	CLDN4	1095	-0.06867883611245557	0.023042773024675858	-0.06494048236874697	0.031732677301011696	0.0037383537437085945	5.4432398032887
funnel7_plus_lusc	cd3	CESC	CLDN4	304	0.14153076653653285	0.013513093366191034	0.19362307102793755	0.0007025849898832563	0.0520923044914047	-36.80634661012614
funnel7_plus_lusc	cd3	KIRC	CLDN4	533	0.005757695881882754	0.8944972741225106	0.028872185396237784	0.5063622190310877	0.02311448951435503	-401.45381049192616
funnel7_plus_lusc	cd3	STAD	CLDN4	412	-0.20523613968324128	2.6933838559970063e-05	-0.14101314318462596	0.004178033166745023	0.06422299649861532	31.292245409476244
funnel7_plus_lusc	cd3	BLCA	CLDN4	406	-0.13260255329220846	0.007462816042087074	-0.0456521388427399	0.3594729749357006	0.08695041444946856	65.57220226209448
funnel7_plus_lusc	cd3	PAAD	CLDN4	178	-0.12341251307279594	0.10075421314255731	0.048273681152278855	0.5234337757680665	0.1716861942250748	139.11571035248608
funnel7_plus_lusc	cd3	LUSC	CLDN4	501	-0.23959529546484723	5.6752469304517495e-08	-0.21811985636517825	8.456872710612234e-07	0.02147543909966898	8.963214013866061
funnel7_plus_lusc	cd3	LUAD	CLDN3	516	-0.06239978897655813	0.15695337970380213	-0.017669711848077984	0.6891223093941522	0.04473007712848015	71.68305832778377
funnel7_plus_lusc	cd3	BRCA	CLDN3	1095	-0.06867883611245557	0.023042773024675858	-0.05391658138572253	0.07465386789073693	0.014762254726733037	21.494619831007533
funnel7_plus_lusc	cd3	CESC	CLDN3	304	0.14153076653653285	0.013513093366191034	0.11262328613365188	0.05016501450617661	-0.028907480402880964	20.42487376440456
funnel7_plus_lusc	cd3	KIRC	CLDN3	533	0.005757695881882754	0.8944972741225106	0.03292260458639811	0.4485807325735126	0.027164908704515357	-471.80172870875026
funnel7_plus_lusc	cd3	STAD	CLDN3	412	-0.20523613968324128	2.6933838559970063e-05	-0.19876397029747683	4.952552731402973e-05	0.006472169385764448	3.1535232516814573
funnel7_plus_lusc	cd3	BLCA	CLDN3	406	-0.13260255329220846	0.007462816042087074	-0.10617522295800993	0.03266536223307955	0.02642733033419853	19.92972961535829
funnel7_plus_lusc	cd3	PAAD	CLDN3	178	-0.12341251307279594	0.10075421314255731	-0.10409700427423517	0.16793880314006085	0.019315508798560768	15.651175328685955
funnel7_plus_lusc	cd3	LUSC	CLDN3	501	-0.23959529546484723	5.6752469304517495e-08	-0.23026630325764247	1.9280387205276088e-07	0.009328992207204762	3.89364582017575
funnel7_plus_lusc	cd3	LUAD	CLDN7	516	-0.06239978897655813	0.15695337970380213	-0.013752525427661049	0.755533925730118	0.048647263548897084	77.96062189757166
funnel7_plus_lusc	cd3	BRCA	CLDN7	1095	-0.06867883611245557	0.023042773024675858	-0.022350056830985968	0.46021658014000855	0.0463287792814696	67.45714095330662
funnel7_plus_lusc	cd3	CESC	CLDN7	304	0.14153076653653285	0.013513093366191034	0.15088992134335671	0.008519722816840002	0.009359154806823866	-6.6128058484075405
funnel7_plus_lusc	cd3	KIRC	CLDN7	533	0.005757695881882754	0.8944972741225106	0.004377020797933505	0.9197730929349609	-0.0013806750839492482	23.979645890879713
funnel7_plus_lusc	cd3	STAD	CLDN7	412	-0.20523613968324128	2.6933838559970063e-05	-0.18517344296680793	0.00015980733056990805	0.020062696716433348	9.775421008891438
funnel7_plus_lusc	cd3	BLCA	CLDN7	406	-0.13260255329220846	0.007462816042087074	-0.06095995042642591	0.22089855994147756	0.07164260286578256	54.028071924005836
funnel7_plus_lusc	cd3	PAAD	CLDN7	178	-0.12341251307279594	0.10075421314255731	0.021108548960916337	0.7803428180815519	0.1445210620337123	117.10405892834002
funnel7_plus_lusc	cd3	LUSC	CLDN7	501	-0.23959529546484723	5.6752469304517495e-08	-0.20533174762010123	3.6693580669073566e-06	0.034263547844746	14.300592913675574
funnel7_plus_lusc	cd3	LUAD	EPCAM	516	-0.06239978897655813	0.15695337970380213	-0.00499797905321819	0.9099137783446668	0.057401809923339944	91.99039109716254
funnel7_plus_lusc	cd3	BRCA	EPCAM	1095	-0.06867883611245557	0.023042773024675858	-0.04936577922283997	0.10269324826688388	0.0193130568896156	28.120827292402222
funnel7_plus_lusc	cd3	CESC	EPCAM	304	0.14153076653653285	0.013513093366191034	-0.01536654120635839	0.7899358461757987	-0.15689730774289123	110.85738569951988
funnel7_plus_lusc	cd3	KIRC	EPCAM	533	0.005757695881882754	0.8944972741225106	0.08896076888056373	0.04025398663335189	0.08320307299868097	-1445.0758550914252
funnel7_plus_lusc	cd3	STAD	EPCAM	412	-0.20523613968324128	2.6933838559970063e-05	-0.20200906431927027	3.699416239450949e-05	0.003227075363971016	1.5723718877930764
funnel7_plus_lusc	cd3	BLCA	EPCAM	406	-0.13260255329220846	0.007462816042087074	-0.11668870554901577	0.018819519530437777	0.015913847743192697	12.00116238193716
funnel7_plus_lusc	cd3	PAAD	EPCAM	178	-0.12341251307279594	0.10075421314255731	0.018424970718284278	0.8076861141043076	0.14183748379108022	114.92958068799405
funnel7_plus_lusc	cd3	LUSC	EPCAM	501	-0.23959529546484723	5.6752469304517495e-08	-0.2719518307525796	6.301010760566883e-10	-0.032356535287732385	-13.504662195038653
funnel7_plus_lusc	cd3	LUAD	MUC1	516	-0.06239978897655813	0.15695337970380213	-0.030641553235216647	0.48778207581143784	0.031758235741341484	50.89478067509519
funnel7_plus_lusc	cd3	BRCA	MUC1	1095	-0.06867883611245557	0.023042773024675858	-0.04319241517603836	0.15339228495744608	0.025486420936417203	37.10957025346997
funnel7_plus_lusc	cd3	CESC	MUC1	304	0.14153076653653285	0.013513093366191034	0.14131015481914316	0.013817605257629926	-0.00022061171738968488	0.15587544870163558
funnel7_plus_lusc	cd3	KIRC	MUC1	533	0.005757695881882754	0.8944972741225106	-0.021115388968046482	0.6270113405766251	-0.026873084849929237	466.7333148749392
funnel7_plus_lusc	cd3	STAD	MUC1	412	-0.20523613968324128	2.6933838559970063e-05	-0.2114899407930613	1.5356792880077505e-05	-0.0062538011098200175	-3.047124702049089
funnel7_plus_lusc	cd3	BLCA	MUC1	406	-0.13260255329220846	0.007462816042087074	-0.19827014521150865	5.876069286425831e-05	-0.06566759191930019	-49.52211725108518
funnel7_plus_lusc	cd3	PAAD	MUC1	178	-0.12341251307279594	0.10075421314255731	0.029599018703387783	0.6957344324146256	0.1530115317761837	123.98380680079704
funnel7_plus_lusc	cd3	LUSC	MUC1	501	-0.23959529546484723	5.6752469304517495e-08	-0.2557262065145011	6.606808145437861e-09	-0.01613091104965389	-6.732565853748399
funnel7_plus_lusc	cd3	LUAD	KRT19	516	-0.06239978897655813	0.15695337970380213	-0.04013275095714025	0.36339751839100914	0.02226703801941788	35.68447647760955
funnel7_plus_lusc	cd3	BRCA	KRT19	1095	-0.06867883611245557	0.023042773024675858	-0.043598740742729215	0.1495580438604912	0.02508009536972635	36.51793884313924
funnel7_plus_lusc	cd3	CESC	KRT19	304	0.14153076653653285	0.013513093366191034	0.15940160795454494	0.005418808558088873	0.017870841418012096	-12.626824439192983
funnel7_plus_lusc	cd3	KIRC	KRT19	533	0.005757695881882754	0.8944972741225106	-0.025323565587573336	0.5600206748307512	-0.03108126146945609	539.8211733839021
funnel7_plus_lusc	cd3	STAD	KRT19	412	-0.20523613968324128	2.6933838559970063e-05	-0.14895469629873975	0.00246595453487714	0.05628144338450153	27.422774308348206
funnel7_plus_lusc	cd3	BLCA	KRT19	406	-0.13260255329220846	0.007462816042087074	-0.08870972172733549	0.0745459523705573	0.043892831564872975	33.10104554936353
funnel7_plus_lusc	cd3	PAAD	KRT19	178	-0.12341251307279594	0.10075421314255731	0.018787036408294426	0.8039825615231191	0.14219954948109037	115.22295911534736
funnel7_plus_lusc	cd3	LUSC	KRT19	501	-0.23959529546484723	5.6752469304517495e-08	-0.1412096795524539	0.001548075440566088	0.09838561591239334	41.06325031195289
funnel7_plus_lusc	cd8a	LUAD	none	516	-0.09545657620579674	0.030154828304697946	-0.09545657620579674	0.030154828304697946	0.0	0.0
funnel7_plus_lusc	cd8a	BRCA	none	1095	-0.08032467795342194	0.00783105033606861	-0.08032467795342194	0.00783105033606861	0.0	0.0
funnel7_plus_lusc	cd8a	CESC	none	304	0.14724754183787664	0.010146390366171685	0.14724754183787664	0.010146390366171685	0.0	0.0
funnel7_plus_lusc	cd8a	KIRC	none	533	-0.030156499418787893	0.4872180504034338	-0.030156499418787893	0.4872180504034338	0.0	0.0
funnel7_plus_lusc	cd8a	STAD	none	412	-0.12498998342954676	0.011108196341247272	-0.12498998342954676	0.011108196341247272	0.0	0.0
funnel7_plus_lusc	cd8a	BLCA	none	406	-0.17926669075105983	0.0002829400294588825	-0.17926669075105983	0.0002829400294588825	0.0	0.0
funnel7_plus_lusc	cd8a	PAAD	none	178	-0.16760521273415332	0.02533729132692271	-0.16760521273415332	0.02533729132692271	0.0	0.0
funnel7_plus_lusc	cd8a	LUSC	none	501	-0.27934413245222706	1.9647234213055613e-10	-0.27934413245222706	1.9647234213055613e-10	0.0	0.0
funnel7_plus_lusc	cd8a	LUAD	CLDN4	516	-0.09545657620579674	0.030154828304697946	-0.05299269507213175	0.22993857428731365	0.04246388113366499	44.4850243131665
funnel7_plus_lusc	cd8a	BRCA	CLDN4	1095	-0.08032467795342194	0.00783105033606861	-0.08156293246221806	0.006951416479768619	-0.0012382545087961244	-1.541561747081207
funnel7_plus_lusc	cd8a	CESC	CLDN4	304	0.14724754183787664	0.010146390366171685	0.19023743068958957	0.0008740888611216089	0.042989888851712926	-29.195658083749816
funnel7_plus_lusc	cd8a	KIRC	CLDN4	533	-0.030156499418787893	0.4872180504034338	-0.014151452417166747	0.7446864768256675	0.016005047001621146	53.07329202689154
funnel7_plus_lusc	cd8a	STAD	CLDN4	412	-0.12498998342954676	0.011108196341247272	-0.0737355183130226	0.13561280879776644	0.051254465116524164	41.00685807788336
funnel7_plus_lusc	cd8a	BLCA	CLDN4	406	-0.17926669075105983	0.0002829400294588825	-0.09503017714668828	0.05602246587647561	0.08423651360437155	46.98949551166049
funnel7_plus_lusc	cd8a	PAAD	CLDN4	178	-0.16760521273415332	0.02533729132692271	0.05345755762498436	0.4797697002450234	0.22106277035913768	131.8949254339577
funnel7_plus_lusc	cd8a	LUSC	CLDN4	501	-0.27934413245222706	1.9647234213055613e-10	-0.27282126218223407	5.530528797708732e-10	0.006522870269992986	2.3350661468103384
funnel7_plus_lusc	cd8a	LUAD	CLDN3	516	-0.09545657620579674	0.030154828304697946	-0.05245914272515356	0.2346707202270825	0.04299743348064318	45.043972023409005
funnel7_plus_lusc	cd8a	BRCA	CLDN3	1095	-0.08032467795342194	0.00783105033606861	-0.06794242345175827	0.024622819235157082	0.012382254501663664	15.41525570615271
funnel7_plus_lusc	cd8a	CESC	CLDN3	304	0.14724754183787664	0.010146390366171685	0.12639306816582352	0.02781777119615741	-0.02085447367205312	14.162867109193872
funnel7_plus_lusc	cd8a	KIRC	CLDN3	533	-0.030156499418787893	0.4872180504034338	-0.01088738381210433	0.8021731601397261	0.01926911560668356	63.89705694646591
funnel7_plus_lusc	cd8a	STAD	CLDN3	412	-0.12498998342954676	0.011108196341247272	-0.11389684024690483	0.020913984562772298	0.011093143182641929	8.875225740704904
funnel7_plus_lusc	cd8a	BLCA	CLDN3	406	-0.17926669075105983	0.0002829400294588825	-0.16168642847603082	0.0010933663581210258	0.017580262275029013	9.806764548045342
funnel7_plus_lusc	cd8a	PAAD	CLDN3	178	-0.16760521273415332	0.02533729132692271	-0.15215058010102797	0.043209872185654294	0.015454632633125354	9.220854400058958
funnel7_plus_lusc	cd8a	LUSC	CLDN3	501	-0.27934413245222706	1.9647234213055613e-10	-0.26851446050608246	1.050488058328034e-09	0.010829671946144592	3.8768209845956454
funnel7_plus_lusc	cd8a	LUAD	CLDN7	516	-0.09545657620579674	0.030154828304697946	-0.05705090704147351	0.19615009464624217	0.03840566916432323	40.23365460073037
funnel7_plus_lusc	cd8a	BRCA	CLDN7	1095	-0.08032467795342194	0.00783105033606861	-0.03429144223383438	0.2571096542119217	0.046033235719587555	57.30895771070624
funnel7_plus_lusc	cd8a	CESC	CLDN7	304	0.14724754183787664	0.010146390366171685	0.15316852990914503	0.0075637608911509726	0.005920988071268396	-4.021111658208568
funnel7_plus_lusc	cd8a	KIRC	CLDN7	533	-0.030156499418787893	0.4872180504034338	-0.024795382593551175	0.5682361599043287	0.005361116825236718	17.777649689329234
funnel7_plus_lusc	cd8a	STAD	CLDN7	412	-0.12498998342954676	0.011108196341247272	-0.1092546906885859	0.02677220997853038	0.01573529274096086	12.589243001084474
funnel7_plus_lusc	cd8a	BLCA	CLDN7	406	-0.17926669075105983	0.0002829400294588825	-0.14263220136521662	0.004024114490215003	0.03663448938584321	20.435748120500534
funnel7_plus_lusc	cd8a	PAAD	CLDN7	178	-0.16760521273415332	0.02533729132692271	-0.013863820220082658	0.8546818197877805	0.15374139251407068	91.72828816364279
funnel7_plus_lusc	cd8a	LUSC	CLDN7	501	-0.27934413245222706	1.9647234213055613e-10	-0.26774060196564126	1.1774293202193205e-09	0.0116035304865858	4.153847938284588
funnel7_plus_lusc	cd8a	LUAD	EPCAM	516	-0.09545657620579674	0.030154828304697946	-0.04921319893850598	0.2649417023684993	0.04624337726729076	48.44441221901123
funnel7_plus_lusc	cd8a	BRCA	EPCAM	1095	-0.08032467795342194	0.00783105033606861	-0.06535150762622105	0.030665638045217863	0.014973170327200885	18.640809659869927
funnel7_plus_lusc	cd8a	CESC	EPCAM	304	0.14724754183787664	0.010146390366171685	0.020570946050833858	0.7213658055920606	-0.12667659578704277	86.02968457464436
funnel7_plus_lusc	cd8a	KIRC	EPCAM	533	-0.030156499418787893	0.4872180504034338	0.05095350861505386	0.24069681655630568	0.08111000803384175	268.9636051832632
funnel7_plus_lusc	cd8a	STAD	EPCAM	412	-0.12498998342954676	0.011108196341247272	-0.11873361251135192	0.016027173874093803	0.006256370918194837	5.0054978379298465
funnel7_plus_lusc	cd8a	BLCA	EPCAM	406	-0.17926669075105983	0.0002829400294588825	-0.1698065506374495	0.0005998489471649176	0.009460140113610321	5.27713211750376
funnel7_plus_lusc	cd8a	PAAD	EPCAM	178	-0.16760521273415332	0.02533729132692271	-0.025749790985998052	0.7336999898199085	0.14185542174815527	84.63664073095326
funnel7_plus_lusc	cd8a	LUSC	EPCAM	501	-0.27934413245222706	1.9647234213055613e-10	-0.29520236892320245	1.638456879957756e-11	-0.015858236470975395	-5.676953488073512
funnel7_plus_lusc	cd8a	LUAD	MUC1	516	-0.09545657620579674	0.030154828304697946	-0.0465730627983903	0.2914640645395299	0.048883513407406445	51.210210286630755
funnel7_plus_lusc	cd8a	BRCA	MUC1	1095	-0.08032467795342194	0.00783105033606861	-0.054364019743009466	0.07227212702991764	0.02596065821041247	32.31965427295748
funnel7_plus_lusc	cd8a	CESC	MUC1	304	0.14724754183787664	0.010146390366171685	0.146944064558845	0.01043157085731813	-0.0003034772790316276	0.20610006472350073
funnel7_plus_lusc	cd8a	KIRC	MUC1	533	-0.030156499418787893	0.4872180504034338	-0.04978300333570899	0.2516871092986147	-0.019626503916921095	-65.08216900232632
funnel7_plus_lusc	cd8a	STAD	MUC1	412	-0.12498998342954676	0.011108196341247272	-0.12650447821930388	0.010253746172288662	-0.001514494789757126	-1.211692927866338
funnel7_plus_lusc	cd8a	BLCA	MUC1	406	-0.17926669075105983	0.0002829400294588825	-0.24014768886167934	1.0100092316358666e-06	-0.060880998110619505	-33.96113235289338
funnel7_plus_lusc	cd8a	PAAD	MUC1	178	-0.16760521273415332	0.02533729132692271	0.007933651501811785	0.9165312009070293	0.1755388642359651	104.73353505680979
funnel7_plus_lusc	cd8a	LUSC	MUC1	501	-0.27934413245222706	1.9647234213055613e-10	-0.28594407900540775	7.297726063112339e-11	-0.006599946553180691	-2.362658021574662
funnel7_plus_lusc	cd8a	LUAD	KRT19	516	-0.09545657620579674	0.030154828304697946	-0.07999462644912123	0.06969874202433105	0.015461949756675517	16.197888475845595
funnel7_plus_lusc	cd8a	BRCA	KRT19	1095	-0.08032467795342194	0.00783105033606861	-0.059000501610375226	0.0510630008844537	0.02132417634304671	26.547478167807917
funnel7_plus_lusc	cd8a	CESC	KRT19	304	0.14724754183787664	0.010146390366171685	0.16423064006663932	0.004151466146928041	0.016983098228762677	-11.533705769744875
funnel7_plus_lusc	cd8a	KIRC	KRT19	533	-0.030156499418787893	0.4872180504034338	-0.057227661947167906	0.18752417672593938	-0.027071162528380013	-89.76891565708162
funnel7_plus_lusc	cd8a	STAD	KRT19	412	-0.12498998342954676	0.011108196341247272	-0.08481402857419662	0.08592347522455214	0.04017595485535014	32.14333961248676
funnel7_plus_lusc	cd8a	BLCA	KRT19	406	-0.17926669075105983	0.0002829400294588825	-0.1202055416038466	0.01550364931229171	0.059061149147213235	32.94596943791916
funnel7_plus_lusc	cd8a	PAAD	KRT19	178	-0.16760521273415332	0.02533729132692271	-0.00330696158826435	0.9651557682551423	0.16429825114588897	98.02693392746103
funnel7_plus_lusc	cd8a	LUSC	KRT19	501	-0.27934413245222706	1.9647234213055613e-10	-0.18242905568485132	4.0692417967114616e-05	0.09691507676737574	34.69379360740644
LUAD	tnk	LUAD	none	516	-0.09706912371554982	0.02746475794934468	-0.09706912371554982	0.02746475794934468	0.0	0.0
LUAD	tnk	LUAD	CLDN4	516	-0.09706912371554982	0.02746475794934468	-0.02992058862462583	0.4980837006439991	0.06714853509092399	69.17599801116495
LUAD	tnk	LUAD	CLDN3	516	-0.09706912371554982	0.02746475794934468	-0.04468614715572435	0.31147515005429144	0.05238297655982547	53.96461259228826
LUAD	tnk	LUAD	CLDN7	516	-0.09706912371554982	0.02746475794934468	-0.054806414429860555	0.21435957814284753	0.042262709285689266	43.5387769745768
LUAD	tnk	LUAD	EPCAM	516	-0.09706912371554982	0.02746475794934468	-0.03777474933540906	0.3922922158831874	0.05929437438014076	61.0846911051719
LUAD	tnk	LUAD	MUC1	516	-0.09706912371554982	0.02746475794934468	-0.05907390286479445	0.18072965177031858	0.03799522085075537	39.14243726161174
LUAD	tnk	LUAD	KRT19	516	-0.09706912371554982	0.02746475794934468	-0.09576931434318087	0.029775237212606536	0.001299809372368954	1.3390554304146185
LUAD	cd3	LUAD	none	516	-0.06239978897655813	0.15695337970380213	-0.06239978897655813	0.15695337970380213	0.0	0.0
LUAD	cd3	LUAD	CLDN4	516	-0.06239978897655813	0.15695337970380213	-0.0043670600935336095	0.9212462346929013	0.05803272888302452	93.00148259287512
LUAD	cd3	LUAD	CLDN3	516	-0.06239978897655813	0.15695337970380213	-0.017669711848077984	0.6891223093941522	0.04473007712848015	71.68305832778377
LUAD	cd3	LUAD	CLDN7	516	-0.06239978897655813	0.15695337970380213	-0.013752525427661049	0.755533925730118	0.048647263548897084	77.96062189757166
LUAD	cd3	LUAD	EPCAM	516	-0.06239978897655813	0.15695337970380213	-0.00499797905321819	0.9099137783446668	0.057401809923339944	91.99039109716254
LUAD	cd3	LUAD	MUC1	516	-0.06239978897655813	0.15695337970380213	-0.030641553235216647	0.48778207581143784	0.031758235741341484	50.89478067509519
LUAD	cd3	LUAD	KRT19	516	-0.06239978897655813	0.15695337970380213	-0.04013275095714025	0.36339751839100914	0.02226703801941788	35.68447647760955
LUAD	cd8a	LUAD	none	516	-0.09545657620579674	0.030154828304697946	-0.09545657620579674	0.030154828304697946	0.0	0.0
LUAD	cd8a	LUAD	CLDN4	516	-0.09545657620579674	0.030154828304697946	-0.05299269507213175	0.22993857428731365	0.04246388113366499	44.4850243131665
LUAD	cd8a	LUAD	CLDN3	516	-0.09545657620579674	0.030154828304697946	-0.05245914272515356	0.2346707202270825	0.04299743348064318	45.043972023409005
LUAD	cd8a	LUAD	CLDN7	516	-0.09545657620579674	0.030154828304697946	-0.05705090704147351	0.19615009464624217	0.03840566916432323	40.23365460073037
LUAD	cd8a	LUAD	EPCAM	516	-0.09545657620579674	0.030154828304697946	-0.04921319893850598	0.2649417023684993	0.04624337726729076	48.44441221901123
LUAD	cd8a	LUAD	MUC1	516	-0.09545657620579674	0.030154828304697946	-0.0465730627983903	0.2914640645395299	0.048883513407406445	51.210210286630755
LUAD	cd8a	LUAD	KRT19	516	-0.09545657620579674	0.030154828304697946	-0.07999462644912123	0.06969874202433105	0.015461949756675517	16.197888475845595
LUSC	tnk	LUSC	none	501	-0.24766753345897846	1.9379217103416318e-08	-0.24766753345897846	1.9379217103416318e-08	0.0	0.0
LUSC	tnk	LUSC	CLDN4	501	-0.24766753345897846	1.9379217103416318e-08	-0.22483927068185874	3.77109931910774e-07	0.022828262777119718	9.217301298355602
LUSC	tnk	LUSC	CLDN3	501	-0.24766753345897846	1.9379217103416318e-08	-0.23891613403720185	6.392470823691821e-08	0.008751399421776607	3.533527103675102
LUSC	tnk	LUSC	CLDN7	501	-0.24766753345897846	1.9379217103416318e-08	-0.22220988189184745	5.188340130208779e-07	0.025457651567131007	10.278961966303749
LUSC	tnk	LUSC	EPCAM	501	-0.24766753345897846	1.9379217103416318e-08	-0.2753584738988934	3.7697747082516196e-10	-0.027690940439914935	-11.180690522159791
LUSC	tnk	LUSC	MUC1	501	-0.24766753345897846	1.9379217103416318e-08	-0.2633154851179507	2.2449730992346794e-09	-0.01564795165897226	-6.318127951786645
LUSC	tnk	LUSC	KRT19	501	-0.24766753345897846	1.9379217103416318e-08	-0.1458212367745264	0.0010754897616489215	0.10184629668445205	41.12218313884125
LUSC	cd3	LUSC	none	501	-0.23959529546484723	5.6752469304517495e-08	-0.23959529546484723	5.6752469304517495e-08	0.0	0.0
LUSC	cd3	LUSC	CLDN4	501	-0.23959529546484723	5.6752469304517495e-08	-0.21811985636517825	8.456872710612234e-07	0.02147543909966898	8.963214013866061
LUSC	cd3	LUSC	CLDN3	501	-0.23959529546484723	5.6752469304517495e-08	-0.23026630325764247	1.9280387205276088e-07	0.009328992207204762	3.89364582017575
LUSC	cd3	LUSC	CLDN7	501	-0.23959529546484723	5.6752469304517495e-08	-0.20533174762010123	3.6693580669073566e-06	0.034263547844746	14.300592913675574
LUSC	cd3	LUSC	EPCAM	501	-0.23959529546484723	5.6752469304517495e-08	-0.2719518307525796	6.301010760566883e-10	-0.032356535287732385	-13.504662195038653
LUSC	cd3	LUSC	MUC1	501	-0.23959529546484723	5.6752469304517495e-08	-0.2557262065145011	6.606808145437861e-09	-0.01613091104965389	-6.732565853748399
LUSC	cd3	LUSC	KRT19	501	-0.23959529546484723	5.6752469304517495e-08	-0.1412096795524539	0.001548075440566088	0.09838561591239334	41.06325031195289
