cohort	sample_id	TFAP2A	TACSTD2	CLDN4
LUAD	TCGA-97-8175-01	193.391	11875.8	18505.7
LUAD	TCGA-97-8176-01	171.845	8931.17	9645.31
LUAD	TCGA-97-8177-01	118.475	4886.33	16782.3
LUAD	TCGA-97-8179-01	3.1044	5049.67	12806
LUAD	TCGA-97-8547-01	192.074	6754.84	7175.39
LUAD	TCGA-97-8552-01	116.463	6632.32	10900
LUAD	TCGA-97-A4LX-01	153.089	7321.87	4554.83
LUAD	TCGA-97-A4M0-01	140.055	5736.31	8119.98
LUAD	TCGA-97-A4M1-01	63.1424	8191.87	3508.57
LUAD	TCGA-97-A4M2-01	120.89	3315.58	6405.27
LUAD	TCGA-97-A4M3-01	76.3784	6400.61	9472.43
LUAD	TCGA-97-A4M5-01	316.583	2755.86	4130.65
LUAD	TCGA-97-A4M6-01	228.898	6770.99	5330.44
LUAD	TCGA-97-A4M7-01	145.681	3694.03	8679.85
LUAD	TCGA-99-7458-01	314.16	10465.3	8241.33
LUAD	TCGA-99-8025-01	338.221	6463.51	16469.2
LUAD	TCGA-99-8028-01	64.1685	7535.28	7856.12
LUAD	TCGA-99-8032-01	203.774	2193.41	5589.52
LUAD	TCGA-99-8033-01	381.055	5205.08	4397.27
LUAD	TCGA-99-AA5R-01	168.295	3880.02	6349.62
LUAD	TCGA-J2-8192-01	519.568	8376.16	10638.4
LUAD	TCGA-J2-8194-01	68.9054	3728.74	4889.23
LUAD	TCGA-J2-A4AD-01	1690.22	35468.9	23399.9
LUAD	TCGA-J2-A4AE-01	350.508	6218.09	7293.74
LUAD	TCGA-J2-A4AG-01	28.7041	6078.51	21074.4
LUAD	TCGA-L4-A4E5-01	579.75	10543.8	18563.8
LUAD	TCGA-L4-A4E6-01	11.1238	2564.6	3295.44
LUAD	TCGA-L9-A443-01	243.156	3251.44	8595.25
LUAD	TCGA-L9-A444-01	161.731	4535.31	12151.1
LUAD	TCGA-L9-A50W-01	92.6607	12630.7	12388.8
LUAD	TCGA-L9-A5IP-01	1042.94	14723.9	8989.04
LUAD	TCGA-L9-A743-01	153.919	5517.47	10249.3
LUAD	TCGA-L9-A7SV-01	16.2203	3009.05	12557.9
LUAD	TCGA-L9-A8F4-01	29.6966	14216.7	10799.1
LUAD	TCGA-MN-A4N1-01	196.946	17447.2	14830.8
LUAD	TCGA-MN-A4N4-01	1384.7	24671	5344.22
LUAD	TCGA-MN-A4N5-01	641.339	22335.8	14277.6
LUAD	TCGA-MP-A4SV-01	349.295	6645.57	11192.4
LUAD	TCGA-MP-A4SW-01	170.765	8976.32	12113.4
LUAD	TCGA-MP-A4SY-01	221.659	5051.84	7926.91
LUAD	TCGA-MP-A4T4-01	257.129	9668.92	12327.2
LUAD	TCGA-MP-A4T6-01	109.424	10956.3	17276.5
LUAD	TCGA-MP-A4T7-01	232.467	6788.3	11018.6
LUAD	TCGA-MP-A4T8-01	463.202	6916.96	9503.41
LUAD	TCGA-MP-A4T9-01	309.837	6413.78	11280.8
LUAD	TCGA-MP-A4TA-01	1056.73	5777.26	10724.4
LUAD	TCGA-MP-A4TC-01	378.981	12667	11891.7
LUAD	TCGA-MP-A4TD-01	130.113	2751.6	7781.67
LUAD	TCGA-MP-A4TE-01	47.5771	2967.84	10973.6
LUAD	TCGA-MP-A4TF-01	362.153	4524.47	4521.21
LUAD	TCGA-MP-A4TH-01	35.9779	2397.14	4821.49
LUAD	TCGA-MP-A4TI-01	1001.53	8333.58	5553.5
LUAD	TCGA-MP-A4TJ-01	134.498	2732.75	4806.99
LUAD	TCGA-MP-A4TK-01	691.431	8339.77	11400.7
LUAD	TCGA-MP-A5C7-01	27.3887	7911.61	5597.68
LUAD	TCGA-NJ-A4YF-01	227.218	3577.16	6131.23
LUAD	TCGA-NJ-A4YG-01	248.268	6493.07	11609.1
LUAD	TCGA-NJ-A4YI-01	111.447	6427.66	12903.7
LUAD	TCGA-NJ-A4YP-01	505.081	2829.52	5467.48
LUAD	TCGA-NJ-A4YQ-01	1286.88	40035.8	7078.47
LUAD	TCGA-NJ-A55A-01	340.065	5702.42	8203.51
LUAD	TCGA-NJ-A55O-01	119.603	5330.81	7854.73
LUAD	TCGA-NJ-A55R-01	6.7279	1954.23	5920.59
LUAD	TCGA-NJ-A7XG-01	528.449	9985.12	10984.3
LUAD	TCGA-O1-A52J-01	6.2201	2547.37	9750.24
LUAD	TCGA-S2-AA1A-01	189.548	1014.24	5534.43
LUSC	TCGA-18-3406-01	886.614	11621.3	3652.76
LUSC	TCGA-18-3407-01	2385.35	19713.6	2570.88
LUSC	TCGA-18-3408-01	643.625	8235.5	2923.92
LUSC	TCGA-18-3410-01	1832.36	8826.6	5003.54
LUSC	TCGA-18-3411-01	314.995	5666.7	6615.71
LUSC	TCGA-18-3412-01	385.759	51083.3	11512.9
LUSC	TCGA-18-3414-01	1320.66	18759.5	8954.03
LUSC	TCGA-18-3415-01	734.104	9326.01	3163.01
LUSC	TCGA-18-3416-01	822.904	22292.1	7536.13
LUSC	TCGA-18-3417-01	362.486	9874.57	9628.31
LUSC	TCGA-18-3419-01	1041.04	25507.2	6866.89
LUSC	TCGA-18-3421-01	623.583	12650.2	2260.2
LUSC	TCGA-18-4083-01	816.653	7100.08	2148.44
LUSC	TCGA-18-4086-01	601.138	14720	5264.91
LUSC	TCGA-18-4721-01	158.835	1825.19	1790.41
LUSC	TCGA-18-5592-01	805.771	5717.1	1461.42
LUSC	TCGA-21-1071-01	512.911	5286.05	3081.9
LUSC	TCGA-21-1072-01	795.492	5022.26	2090.92
LUSC	TCGA-21-1075-01	1397.51	2258.36	2574.02
LUSC	TCGA-21-1076-01	414.254	10639.9	5444
LUSC	TCGA-21-1079-01	3152.47	6404.53	294.048
LUSC	TCGA-21-1080-01	1131.43	50718.6	2039.79
LUSC	TCGA-21-1081-01	1948.46	16971.7	5925.88
LUSC	TCGA-21-1082-01	843.836	23218.3	4586.1
LUSC	TCGA-21-5782-01	1366.29	18521.3	2393.26
LUSC	TCGA-21-5783-01	2960.19	3228.24	3828.31
LUSC	TCGA-21-5784-01	896.605	35094.5	7639.06
LUSC	TCGA-21-5786-01	1567.75	3347.92	1617.24
LUSC	TCGA-21-5787-01	2366.96	4379.02	1617.69
LUSC	TCGA-22-0940-01	398.28	12201.2	4636.13
LUSC	TCGA-22-0944-01	1739.78	9088.77	10554.9
LUSC	TCGA-22-1000-01	689.319	25642.1	4104.93
LUSC	TCGA-22-1002-01	1109.4	10516	3674.12
LUSC	TCGA-22-1005-01	323.583	5391.22	4305.3
LUSC	TCGA-22-1011-01	1031.96	44079.3	4641.32
LUSC	TCGA-22-1012-01	779.076	8834.17	7385.64
LUSC	TCGA-22-1016-01	1194.92	9147.3	4291.36
LUSC	TCGA-22-1017-01	801.157	4902.94	15113.3
LUSC	TCGA-22-4591-01	853.464	6849.17	6121.4
LUSC	TCGA-22-4593-01	2594.67	2213.32	630.892
LUSC	TCGA-22-4594-01	12.6804	2294.27	11241.8
LUSC	TCGA-22-4595-01	792.687	3559.88	3097.28
LUSC	TCGA-22-4596-01	186.548	3746.9	9180.91
LUSC	TCGA-22-4599-01	391.057	560.63	1501.93
LUSC	TCGA-22-4601-01	791.318	21342.7	8969.54
LUSC	TCGA-22-4604-01	687.73	5692.33	1920.55
LUSC	TCGA-22-4605-01	1417.83	19602.7	8463.35
LUSC	TCGA-22-4607-01	1502.42	49731.6	11634.4
LUSC	TCGA-22-4609-01	392.645	6457.44	7906.41
LUSC	TCGA-22-4613-01	689.38	9494.69	2253.1
LUSC	TCGA-22-5471-01	947.103	8860.38	6240.01
LUSC	TCGA-22-5472-01	884.95	36237.1	12558.2
LUSC	TCGA-22-5473-01	340.82	3742.95	3631.79
LUSC	TCGA-22-5474-01	394.751	10410.9	9141.88
LUSC	TCGA-22-5477-01	617.85	2588.25	3310.63
LUSC	TCGA-22-5478-01	1086.6	5337.19	10048.2
LUSC	TCGA-22-5479-01	696.038	4142.94	2084.12
LUSC	TCGA-22-5480-01	5988.9	811.33	994.893
LUSC	TCGA-22-5481-01	252.142	154.839	285.986
LUSC	TCGA-22-5482-01	901.967	11758	4990.32
LUSC	TCGA-22-5483-01	195.647	2748.78	12049.3
LUSC	TCGA-22-5485-01	576.566	2363.64	1912.66
LUSC	TCGA-22-5489-01	1649.13	865.14	1806.54
LUSC	TCGA-22-5491-01	355.842	26923.7	12111.2
LUSC	TCGA-22-5492-01	1403.19	10092.2	3961.7
LUSC	TCGA-22-A5C4-01	773.468	2580.68	3282.76
LUSC	TCGA-33-4532-01	643.89	7562.55	3418.29
LUSC	TCGA-33-4533-01	1058.65	1265.79	1246.1
LUSC	TCGA-33-4538-01	663.731	10892.3	4716.57
LUSC	TCGA-33-4547-01	483.224	13612.3	3287.7
LUSC	TCGA-33-4566-01	945.344	8392.71	1271.26
LUSC	TCGA-33-4582-01	1619.49	5821.26	2559.06
LUSC	TCGA-33-4583-01	630.523	20900.9	8069.74
LUSC	TCGA-33-4586-01	1063.56	2368.41	3040.8
LUSC	TCGA-33-4587-01	1312.65	2346.08	5695.11
LUSC	TCGA-33-4589-01	799.518	16615.9	5278.15
LUSC	TCGA-33-6738-01	135.247	29650.3	32345.7
LUSC	TCGA-33-A4WN-01	862.8	22500.8	9985.2
LUSC	TCGA-33-A5GW-01	1516.2	20336.4	6970.26
LUSC	TCGA-33-AAS8-01	734.569	920.53	1993.82
LUSC	TCGA-33-AASB-01	498.444	7944.17	5980.92
LUSC	TCGA-33-AASD-01	812.964	11108.1	3929.15
LUSC	TCGA-33-AASI-01	1973.11	13464	3765.48
LUSC	TCGA-33-AASJ-01	1210.22	31111.4	12996.6
LUSC	TCGA-33-AASL-01	871.263	12008.1	11441.1
LUSC	TCGA-34-2596-01	396.769	1197.2	1286.51
LUSC	TCGA-34-2600-01	2310.99	39474.9	33801.4
LUSC	TCGA-34-2608-01	639.856	12901.8	5956.64
LUSC	TCGA-34-5231-01	1868.75	705.755	356.011
LUSC	TCGA-34-5232-01	429.167	47778.2	6702.65
LUSC	TCGA-34-5234-01	256.442	11629.9	5017.18
LUSC	TCGA-34-5236-01	874.426	5450	4236.65
LUSC	TCGA-34-5239-01	1215.57	6069.83	5273.74
LUSC	TCGA-34-5240-01	286.233	23783.1	8260.44
LUSC	TCGA-34-5241-01	479.983	21861.2	9120.94
LUSC	TCGA-34-5927-01	1218.95	3675.12	3317.81
LUSC	TCGA-34-5928-01	1130.71	4444.04	5033.35
LUSC	TCGA-34-5929-01	2544.83	717.733	1684.27
LUSC	TCGA-34-7107-01	609.477	6139.8	1214.07
LUSC	TCGA-34-8454-01	1692.4	20133.8	1331.54
LUSC	TCGA-34-8455-01	1175.93	15460.7	1214.29
LUSC	TCGA-34-8456-01	1065.06	5424.28	6582.29
LUSC	TCGA-34-A5IX-01	1510.7	24203.3	3363.18
LUSC	TCGA-37-3783-01	648.177	14248.1	9702.11
LUSC	TCGA-37-3789-01	1319.6	11976.1	5613.97
LUSC	TCGA-37-3792-01	316.334	25579.4	6857.36
LUSC	TCGA-37-4129-01	751.169	26.2496	4058.97
LUSC	TCGA-37-4130-01	1.234	54.2959	1474.01
LUSC	TCGA-37-4132-01	157.379	1916.63	2994.2
LUSC	TCGA-37-4133-01	509.68	52174.1	18724.7
LUSC	TCGA-37-4135-01	617.355	8216.94	9683.74
LUSC	TCGA-37-4141-01	637.965	4458.58	2790.11
LUSC	TCGA-37-5819-01	6.4272	378.072	6023.44
LUSC	TCGA-37-A5EL-01	375.125	6669.56	3307.1
LUSC	TCGA-37-A5EN-01	755	8243.57	5327.86
LUSC	TCGA-39-5011-01	887.65	7471.18	7251.17
LUSC	TCGA-39-5016-01	390.714	24856.1	9136.79
LUSC	TCGA-39-5019-01	774.025	6365.95	10866.3
LUSC	TCGA-39-5021-01	512.149	1971.07	3529.23
LUSC	TCGA-39-5022-01	548.417	7496.38	4563.92
LUSC	TCGA-39-5024-01	1460.89	19975.6	3173.27
LUSC	TCGA-39-5027-01	716.936	4210.35	5040.99
LUSC	TCGA-39-5028-01	550.042	26220.6	4133.03
LUSC	TCGA-39-5029-01	600.992	15362.4	7695.81
LUSC	TCGA-39-5030-01	1470.86	2580.29	3384.85
LUSC	TCGA-39-5031-01	673.721	6517.89	4490.19
LUSC	TCGA-39-5034-01	499.401	2699.04	7627.7
LUSC	TCGA-39-5035-01	976.022	23028.9	3137.33
LUSC	TCGA-39-5036-01	565.09	33018.4	11265.3
LUSC	TCGA-39-5037-01	468.085	5992.49	3063
LUSC	TCGA-39-5039-01	314.094	15305.4	5823.49
LUSC	TCGA-39-5040-01	4260.03	1943.82	15411.9
LUSC	TCGA-43-2576-01	2039.12	14599.2	13202.9
LUSC	TCGA-43-2578-01	651.022	2521.2	4901.97
LUSC	TCGA-43-2581-01	204.824	4578.47	3332.97
LUSC	TCGA-43-3394-01	784.261	9997.13	3944.61
LUSC	TCGA-43-3920-01	508.742	5597.99	4595.13
LUSC	TCGA-43-5668-01	1657.81	8238.94	6059.21
LUSC	TCGA-43-5670-01	2235.15	26036.2	5690.57
LUSC	TCGA-43-6143-01	1131.87	5783.14	3276.08
LUSC	TCGA-43-6647-01	1482.36	2938.87	450.061
LUSC	TCGA-43-6770-01	1479.99	5840.88	1828.77
LUSC	TCGA-43-6771-01	2625.82	17501.4	5330.16
LUSC	TCGA-43-6773-01	556.56	8781.16	4996.99
LUSC	TCGA-43-7656-01	1162.66	2741.57	2393.65
LUSC	TCGA-43-7657-01	573.252	5917.3	3190.21
LUSC	TCGA-43-7658-01	394.972	805.001	5280.1
LUSC	TCGA-43-8115-01	624.393	5935.78	2145.17
LUSC	TCGA-43-8116-01	1624.12	5916.86	2374.12
LUSC	TCGA-43-8118-01	817.343	11826.1	3242.62
LUSC	TCGA-43-A474-01	578.073	8431.06	2541.53
LUSC	TCGA-43-A475-01	296.363	8635.15	4593.01
LUSC	TCGA-43-A56U-01	2088.95	11126.2	4505.42
LUSC	TCGA-43-A56V-01	814.538	10697.8	5678.05
LUSC	TCGA-46-3765-01	429.574	10273.2	4569.92
LUSC	TCGA-46-3766-01	347.91	5614.15	4828.94
LUSC	TCGA-46-3767-01	608.486	7958.45	3855.6
LUSC	TCGA-46-3768-01	169.436	5989.9	7921.8
LUSC	TCGA-46-3769-01	108.918	10654.6	9230.53
LUSC	TCGA-46-6025-01	804.698	8030.06	2452.48
LUSC	TCGA-46-6026-01	2219.87	3917.99	2891.92
LUSC	TCGA-51-4079-01	688.548	28939.1	6697.58
LUSC	TCGA-51-4080-01	1039.63	8260.96	3110.43
LUSC	TCGA-51-4081-01	716.081	4111.61	3782.32
LUSC	TCGA-52-7622-01	655.133	7447.23	7149.65
LUSC	TCGA-52-7809-01	528.361	3063.8	6156.61
LUSC	TCGA-52-7810-01	1898.28	15461.2	7260.39
LUSC	TCGA-52-7811-01	977.941	13534.3	7511.16
LUSC	TCGA-52-7812-01	282.974	5613.91	9433.25
LUSC	TCGA-56-1622-01	582.629	15385.5	17110.7
LUSC	TCGA-56-5897-01	1117.71	10835.2	4101.41
LUSC	TCGA-56-5898-01	1332.52	15276	12846.7
LUSC	TCGA-56-6545-01	996.674	3995.84	449.002
LUSC	TCGA-56-6546-01	1395.46	1146.86	3508.99
LUSC	TCGA-56-7221-01	1050.96	6808.23	3937.31
LUSC	TCGA-56-7222-01	1458.88	11847.6	6386.58
LUSC	TCGA-56-7223-01	402.197	1539.21	4047.82
LUSC	TCGA-56-7579-01	746.046	24205.2	11101.1
LUSC	TCGA-56-7580-01	1318.46	11118.6	2485.89
LUSC	TCGA-56-7582-01	575.462	6472.94	6090.66
LUSC	TCGA-56-7730-01	1396.47	6211.53	8677
LUSC	TCGA-56-7731-01	622.868	18708.9	6057.75
LUSC	TCGA-56-7822-01	932.201	34792.5	5435.73
LUSC	TCGA-56-7823-01	1261.44	8923.4	5575.1
LUSC	TCGA-56-8082-01	2078.96	8164.12	6740.39
LUSC	TCGA-56-8083-01	720.475	1842.19	3563.69
LUSC	TCGA-56-8201-01	1773.78	4887.95	419.103
LUSC	TCGA-56-8304-01	1690.23	25994	2423.75
LUSC	TCGA-56-8305-01	1240.93	7668.91	2514.51
LUSC	TCGA-56-8307-01	1502.27	2678.8	6881.26
LUSC	TCGA-56-8308-01	1580.94	42872.6	12233.6
LUSC	TCGA-56-8309-01	622.86	5000	6786.39
LUSC	TCGA-56-8503-01	1148.39	9869.68	2543.87
LUSC	TCGA-56-8504-01	609.268	7214.56	3862.36
LUSC	TCGA-56-8622-01	750.455	28959.4	4819.67
LUSC	TCGA-56-8623-01	73.6456	5911.53	5525.7
LUSC	TCGA-56-8624-01	1248.24	14343.7	2612.41
LUSC	TCGA-56-8625-01	481.89	4448.82	4067.72
LUSC	TCGA-56-8626-01	694.816	11130.3	1860.26
LUSC	TCGA-56-8628-01	839.045	9480.08	4278
LUSC	TCGA-56-8629-01	978.293	13225.9	5888.51
LUSC	TCGA-56-A49D-01	1329.67	11784.6	4745.51
LUSC	TCGA-56-A4BW-01	994.786	13386.4	1359.79
LUSC	TCGA-56-A4BX-01	1121.72	14272.8	9247.07
LUSC	TCGA-56-A4BY-01	1007.6	26770.9	9761.3
LUSC	TCGA-56-A4ZJ-01	1058.96	16156.5	6883.77
LUSC	TCGA-56-A4ZK-01	817.332	25981.3	9417.59
LUSC	TCGA-56-A5DR-01	784.636	13607.9	11798
LUSC	TCGA-56-A5DS-01	1238.55	16588.3	4931.97
LUSC	TCGA-56-A62T-01	1286.34	13462.7	2921.52
LUSC	TCGA-58-8386-01	1273.79	3226.88	1622.86
LUSC	TCGA-58-8387-01	1258.12	12929.4	893.887
LUSC	TCGA-58-8388-01	3973.16	4426.27	2444.07
LUSC	TCGA-58-8390-01	2330.88	2684.25	4223.79
LUSC	TCGA-58-8391-01	829.428	15791.7	8218.22
LUSC	TCGA-58-8392-01	2244.23	6506.3	5638.88
LUSC	TCGA-58-8393-01	1214.6	14591.2	7901.39
LUSC	TCGA-58-A46J-01	1645.58	11367.9	1215.64
LUSC	TCGA-58-A46K-01	930.454	4680.09	3841.87
LUSC	TCGA-58-A46L-01	1777.08	5416.69	2287.27
LUSC	TCGA-58-A46M-01	952.596	1869.64	1761.85
LUSC	TCGA-58-A46N-01	909.175	12819.5	2007.9
LUSC	TCGA-60-2695-01	1003.46	4646.7	6001.32
LUSC	TCGA-60-2697-01	174.853	7182.69	3852.19
LUSC	TCGA-60-2698-01	684.675	12253.5	2518.01
LUSC	TCGA-60-2703-01	1062.1	6775.87	2507.49
LUSC	TCGA-60-2704-01	482.888	3193.68	1536.29
LUSC	TCGA-60-2706-01	13.6709	2458.36	12768.2
LUSC	TCGA-60-2707-01	870.472	33897.5	14696.7
LUSC	TCGA-60-2708-01	823.448	3431.42	1987.95
LUSC	TCGA-60-2709-01	444.832	3443.91	5362.84
LUSC	TCGA-60-2710-01	910.362	14838.8	5652.89
LUSC	TCGA-60-2711-01	920.481	9534.03	6471.21
LUSC	TCGA-60-2713-01	996.021	6944.66	1547.57
LUSC	TCGA-60-2714-01	162.466	5229.22	14314.7
LUSC	TCGA-60-2716-01	1261.39	23835.1	3801.92
LUSC	TCGA-60-2719-01	766.093	11742.2	1999.24
LUSC	TCGA-60-2720-01	799.006	14024.3	6952.51
LUSC	TCGA-60-2721-01	1044.71	9920.43	5054.51
LUSC	TCGA-60-2722-01	835.388	13955.6	12641
LUSC	TCGA-60-2723-01	1064.35	2280.52	4399.66
LUSC	TCGA-60-2724-01	406.747	9083.77	2040.22
LUSC	TCGA-60-2725-01	822.687	5912.29	3705.19
LUSC	TCGA-60-2726-01	776.297	9015.16	2316.96
LUSC	TCGA-63-5128-01	1543.23	6167.97	3745.72
LUSC	TCGA-63-5131-01	1352.08	9467.16	3086.85
LUSC	TCGA-63-6202-01	7.3177	476.697	8042.16
LUSC	TCGA-63-7020-01	575.072	16813.8	7382
LUSC	TCGA-63-7021-01	948.188	24415	6554.36
LUSC	TCGA-63-7022-01	569.454	5286.81	1010.64
LUSC	TCGA-63-7023-01	2466.86	2227.64	6884.28
LUSC	TCGA-63-A5M9-01	441.076	1798.41	1282.68
LUSC	TCGA-63-A5MB-01	240.657	4146.47	4559.08
LUSC	TCGA-63-A5MG-01	1299.55	26802.4	7678.13
LUSC	TCGA-63-A5MH-01	1748.81	6798.94	1000
LUSC	TCGA-63-A5MI-01	2067.64	6050.82	1030.05
LUSC	TCGA-63-A5MJ-01	683.699	7200	4191.54
LUSC	TCGA-63-A5ML-01	224.299	2862.41	3644.34
LUSC	TCGA-63-A5MM-01	959.258	13816.7	4312.36
LUSC	TCGA-63-A5MN-01	352.607	13648.4	6243.16
LUSC	TCGA-63-A5MP-01	475.516	16630	6705.76
LUSC	TCGA-63-A5MR-01	1199.45	10361.7	5104.25
LUSC	TCGA-63-A5MS-01	770.642	5116.87	5333.87
LUSC	TCGA-63-A5MT-01	1467.08	11615.5	4249.34
LUSC	TCGA-63-A5MU-01	1171.91	15696.5	4563.85
LUSC	TCGA-63-A5MV-01	1095.45	5681.2	1815.41
LUSC	TCGA-63-A5MW-01	1107.07	1709.83	554.818
LUSC	TCGA-63-A5MY-01	1761.42	16299.4	3280.54
LUSC	TCGA-66-2727-01	620.781	9073.39	1829.16
LUSC	TCGA-66-2734-01	1309.02	11388.5	3157.85
LUSC	TCGA-66-2737-01	582.896	5649.94	2937.47
LUSC	TCGA-66-2742-01	864.102	30301.4	8289.92
LUSC	TCGA-66-2744-01	800.736	5340.54	1160.61
LUSC	TCGA-66-2753-01	1818.24	4479.32	2554.84
LUSC	TCGA-66-2754-01	9.9955	173.558	4171.29
LUSC	TCGA-66-2755-01	1970.47	456.065	2672.71
LUSC	TCGA-66-2756-01	25.6211	2230.59	11763.2
LUSC	TCGA-66-2757-01	823.913	2016.95	10678.8
LUSC	TCGA-66-2758-01	117.962	1550.67	4733.74
LUSC	TCGA-66-2759-01	851.934	28191.9	3811.79
LUSC	TCGA-66-2763-01	476.057	14104.2	2666.76
LUSC	TCGA-66-2765-01	1491.7	11135	737.829
LUSC	TCGA-66-2766-01	1603.41	10748	4487.32
LUSC	TCGA-66-2767-01	542.014	7965.18	9146.48
LUSC	TCGA-66-2768-01	966.953	22488.7	6186.21
LUSC	TCGA-66-2769-01	546.349	2088.16	931.896
LUSC	TCGA-66-2770-01	622.042	5720.08	3129.48
LUSC	TCGA-66-2771-01	361.305	33520.4	3418.41
LUSC	TCGA-66-2773-01	602.096	9842.35	3988.68
LUSC	TCGA-66-2777-01	1464.35	15570.7	7394.63
LUSC	TCGA-66-2778-01	432.353	34590.8	8061.34
LUSC	TCGA-66-2780-01	1067.44	33993.4	8700.33
LUSC	TCGA-66-2781-01	668.559	7008.08	7476.11
LUSC	TCGA-66-2782-01	1124.56	17216.3	4106.45
LUSC	TCGA-66-2783-01	1493.79	20407.9	4649.59
LUSC	TCGA-66-2785-01	1551.12	22066.4	12161.7
LUSC	TCGA-66-2786-01	566.322	16179.4	7450.87
LUSC	TCGA-66-2787-01	287.801	69.5876	3608.25
LUSC	TCGA-66-2788-01	582.176	11981.9	3224.03
LUSC	TCGA-66-2789-01	461.337	12850.6	7285.77
LUSC	TCGA-66-2790-01	411.119	2079.62	2722.72
LUSC	TCGA-66-2791-01	322.33	5551.46	2313.01
LUSC	TCGA-66-2792-01	659.419	6942.48	2172.63
LUSC	TCGA-66-2793-01	1792.39	14441.4	5477.9
LUSC	TCGA-66-2794-01	244.794	5403.05	5841.28
LUSC	TCGA-66-2795-01	362.95	5579.49	3500.55
LUSC	TCGA-66-2800-01	432.527	4016.7	4849.67
LUSC	TCGA-68-7755-01	526.275	11264.4	31094.4
LUSC	TCGA-68-7756-01	543.926	25768.9	10111.1
LUSC	TCGA-68-7757-01	563.959	21076.1	6954.31
LUSC	TCGA-68-8250-01	634.007	8442	5688.49
LUSC	TCGA-68-8251-01	1041.27	8556.99	5265.55
LUSC	TCGA-68-A59I-01	682.312	11797.4	5352.09
LUSC	TCGA-68-A59J-01	954.872	5826.37	5168.81
LUSC	TCGA-6A-AB49-01	3784.03	4747.75	2913.69
LUSC	TCGA-70-6722-01	774.885	35611.7	8289.48
LUSC	TCGA-70-6723-01	848.879	8018.35	2669.98
LUSC	TCGA-77-6842-01	1271.87	1450.26	1381.22
LUSC	TCGA-77-6843-01	654.683	3125.61	3454.95
LUSC	TCGA-77-6844-01	767.287	21567.9	3856.81
LUSC	TCGA-77-6845-01	1864.06	4340.54	4114.33
LUSC	TCGA-77-7138-01	1865.97	11375.7	2073.04
LUSC	TCGA-77-7139-01	1087.93	20387.3	8856.89
LUSC	TCGA-77-7140-01	388.837	13116.7	2161.83
LUSC	TCGA-77-7141-01	871.473	9467.15	8518.38
LUSC	TCGA-77-7142-01	459.083	13664	1792.05
LUSC	TCGA-77-7335-01	491.937	13243.9	2591.95
LUSC	TCGA-77-7337-01	796.571	5219.6	2018.58
LUSC	TCGA-77-7338-01	872.142	21018.7	5238.3
LUSC	TCGA-77-7463-01	1146.83	4992.67	1302.58
LUSC	TCGA-77-7465-01	2296.29	1323.56	789.151
LUSC	TCGA-77-8007-01	922.607	2399.95	5179.83
LUSC	TCGA-77-8008-01	1115.97	15549.7	1624.9
LUSC	TCGA-77-8009-01	97.9664	68.1358	75.5935
LUSC	TCGA-77-8128-01	1043.2	3450.73	2788.52
LUSC	TCGA-77-8130-01	2126.47	11994.8	1213.17
LUSC	TCGA-77-8131-01	1017.31	11567.2	7186.29
LUSC	TCGA-77-8133-01	739.13	6670.65	5754.35
LUSC	TCGA-77-8136-01	471.555	5993.05	1757.27
LUSC	TCGA-77-8138-01	399.398	22131.9	10038.3
LUSC	TCGA-77-8139-01	1854.13	9880.2	2785.85
LUSC	TCGA-77-8140-01	1486.4	16229.6	14264.5
LUSC	TCGA-77-8143-01	1144.16	29263.3	4724.83
LUSC	TCGA-77-8144-01	2055.04	7633.21	407.493
LUSC	TCGA-77-8145-01	1513.92	7300.42	4468.35
LUSC	TCGA-77-8148-01	1648.16	6687.25	2154.67
LUSC	TCGA-77-8150-01	756.005	6589.13	7774.97
LUSC	TCGA-77-8153-01	1865.98	14473.7	5988.14
LUSC	TCGA-77-8154-01	963.481	16806.2	1396.74
LUSC	TCGA-77-8156-01	996.749	2891.42	4824.45
LUSC	TCGA-77-A5FZ-01	29.2537	3638.21	3414.33
LUSC	TCGA-77-A5G1-01	1747.96	25199.9	3919.57
LUSC	TCGA-77-A5G3-01	583.191	9731.66	5817.41
LUSC	TCGA-77-A5G6-01	1997.92	7847.35	3207.68
LUSC	TCGA-77-A5G7-01	1783.56	13718.9	1069.64
LUSC	TCGA-77-A5G8-01	939.526	12886.6	3815.07
LUSC	TCGA-77-A5GB-01	3827.18	7328.5	250.66
LUSC	TCGA-77-A5GF-01	478.632	7575.5	4383.67
LUSC	TCGA-77-A5GH-01	1406.63	3484.35	5108.53
LUSC	TCGA-79-5596-01	1158.04	13355.5	10517.6
LUSC	TCGA-85-6175-01	805.042	5931.74	2191.01
LUSC	TCGA-85-6560-01	1004.77	61.7179	236.323
LUSC	TCGA-85-6561-01	842.738	5121.51	2470.95
LUSC	TCGA-85-6798-01	939.078	2292.84	4181.89
LUSC	TCGA-85-7696-01	1155.92	9057.83	5545.2
LUSC	TCGA-85-7697-01	794.542	20298.8	4288.23
LUSC	TCGA-85-7698-01	647.778	6096.83	5704.43
LUSC	TCGA-85-7699-01	1609.55	2572.57	1139.9
LUSC	TCGA-85-7710-01	1606.15	8153.44	2528.55
LUSC	TCGA-85-7843-01	987.072	18737.5	973.542
LUSC	TCGA-85-7844-01	635.319	6105.31	1118.6
LUSC	TCGA-85-7950-01	1325.65	227.969	1937
LUSC	TCGA-85-8048-01	565.662	7401.93	4193.86
