panel	order	symbol	on_table	logFC	logCPM	author_FDR	author_PValue
fable_extended	17	Bst2	True	0.442283218	5.201331674	0.10006632	0.004688664
fable_extended	18	Isg20	True	0.24024622	4.576160315	0.849964675	0.221918904
fable_extended	19	Stat1	True	0.390851313	6.948292617	0.29079192	0.026232231
fable_extended	20	Stat2	True	0.445880011	5.910982493	0.071324478	0.002832605
fable_extended	21	Irf1	True	0.381826817	7.037226346	0.20707363	0.014730324
fable_extended	22	Irf7	True	0.227316665	3.975825801	0.983132036	0.329109646
fable_extended	23	Irf9	True	0.388118792	5.738470017	0.160767716	0.009614213
fable_extended	24	Gbp2	True	0.582953916	6.245549072	0.055191191	0.001937604
fable_extended	25	H2-K1	True	-0.070918061	9.655239381	1.0	0.724031147
fable_extended	26	H2-D1	True	0.354590336	9.93629862	0.48248859	0.066866018
fable_extended	27	H2-T23	True	1.045262026	7.359938301	0.000365257	2.91128e-06
fable_extended	28	B2m	True	0.655249264	9.732933766	0.033588316	0.000930043
fable_extended	29	Tap1	True	0.183633493	6.194316935	1.0	0.441394482
fable_extended	30	Tap2	True	-0.008632457	6.638647269	1.0	0.962929036
fable_extended	31	Tapbp	True	0.104827622	8.105498367	1.0	0.471505925
fable_extended	32	Psmb8	True	0.431991771	6.019475943	0.290707433	0.026174502
fable_extended	33	Psmb9	True	0.901806032	5.006852697	0.037343278	0.001094233
fable_extended	34	Psmb10	True	0.367612833	5.545250733	0.203986117	0.014323027
fable_extended	35	Nlrc5	True	0.747974933	4.594037806	0.092615153	0.004173122
fable_extended	36	Erap1	True	0.317319893	6.337562325	0.32953187	0.032687497
fable_core8	0	Ifi27l2a	True	0.6236121	3.475596349	0.219629205	0.016289737
fable_core8	1	Oas2	True	1.488747185	2.670168875	0.001526145	1.7297e-05
fable_core8	2	Ifit1	True	0.57577684	4.616952198	0.02824166	0.000719541
fable_core8	3	Mx1	True	0.626672753	1.371645385	0.648233013	0.11907033
fable_core8	4	Isg15	True	1.075372735	2.786682884	0.003095569	3.92718e-05
fable_core8	5	H2-K1	True	-0.070918061	9.655239381	1.0	0.724031147
fable_core8	6	Tap1	True	0.183633493	6.194316935	1.0	0.441394482
fable_core8	7	Tap2	True	-0.008632457	6.638647269	1.0	0.962929036
ifn_alpha_type1	0	Isg15	True	1.075372735	2.786682884	0.003095569	3.92718e-05
ifn_alpha_type1	1	Ifit1	True	0.57577684	4.616952198	0.02824166	0.000719541
ifn_alpha_type1	2	Ifit2	True	-0.369023039	5.378882136	0.19255841	0.012872714
ifn_alpha_type1	3	Ifit3	True	-0.206965942	6.490944313	0.967196558	0.315638468
ifn_alpha_type1	4	Mx1	True	0.626672753	1.371645385	0.648233013	0.11907033
ifn_alpha_type1	5	Mx2	True	0.236067358	1.951069702	1.0	0.543320868
ifn_alpha_type1	6	Oas2	True	1.488747185	2.670168875	0.001526145	1.7297e-05
ifn_alpha_type1	7	Oas3	True	1.81579999	1.420554985	0.001643963	1.89353e-05
ifn_alpha_type1	8	Stat1	True	0.390851313	6.948292617	0.29079192	0.026232231
ifn_alpha_type1	9	Stat2	True	0.445880011	5.910982493	0.071324478	0.002832605
ifn_alpha_type1	10	Irf7	True	0.227316665	3.975825801	0.983132036	0.329109646
ifn_alpha_type1	11	Irf9	True	0.388118792	5.738470017	0.160767716	0.009614213
ifn_alpha_type1	12	Ddx58	True	0.159132744	6.274661485	0.907447441	0.273179783
ifn_alpha_type1	13	Ifih1	True	0.055694069	5.759217096	1.0	0.700934367
ifn_alpha_type1	14	Bst2	True	0.442283218	5.201331674	0.10006632	0.004688664
ifn_alpha_type1	15	Rsad2	True	1.198246334	2.615202416	0.218459763	0.016139179
ifn_alpha_type1	16	Usp18	True	0.119993902	4.179000307	1.0	0.529799228
ifn_alpha_type1	17	Ifi44	True	0.749481166	3.363330116	0.031234037	0.000843269
ifn_alpha_type1	18	Xaf1	True	0.437335138	6.559878944	0.063178639	0.002331541
ifn_alpha_type1	19	Epsti1	True	0.04759838	2.894486173	1.0	0.883667305
ifn_alpha_type1	20	Samd9l	True	-0.623572811	6.400885005	0.005427986	7.87752e-05
ifn_alpha_type1	21	Cmpk2	True	0.209050053	4.348662067	0.903648486	0.270340167
ifn_alpha_type1	22	Ly6e	True	0.547656164	9.878437425	0.049627144	0.001671783
ifn_alpha_type1	23	Ifitm1	True	0.528215404	5.62480006	0.014365759	0.000281624
ifn_alpha_type1	24	Ifitm2	True	0.293262885	7.368532773	0.369611412	0.039618678
ifn_alpha_type1	25	Ifitm3	True	0.471150083	8.090463632	0.031556571	0.000856338
ifn_alpha_type1	26	Plscr1	True	0.151681745	5.99209697	0.98224334	0.328319531
ifn_alpha_type1	27	Sp100	True	-0.094862781	5.815922504	1.0	0.553558608
ifn_alpha_type1	28	Sp110	True	-0.214639571	3.66002092	0.966297626	0.315065114
ifn_alpha_type1	29	Eif2ak2	True	-0.140057489	4.977188763	1.0	0.410928389
ifn_alpha_type1	30	Zbp1	True	0.997190466	2.572558079	0.046295608	0.001493068
ifn_alpha_type1	31	Helz2	True	0.126550666	7.319139578	1.0	0.430965683
ifn_gamma_type2	0	Gbp2	True	0.582953916	6.245549072	0.055191191	0.001937604
ifn_gamma_type2	1	Gbp3	True	0.718229032	5.271887604	0.022326997	0.000512122
ifn_gamma_type2	2	Gbp4	True	2.385050193	6.968306407	4.75148e-07	1.59806e-09
ifn_gamma_type2	3	Gbp5	True	1.066884887	4.539726686	0.018691864	0.000397864
ifn_gamma_type2	4	Cxcl9	True	2.883303775	1.338092825	0.06232753	0.002282902
ifn_gamma_type2	5	Cxcl10	True	2.542898441	0.761591903	0.093900892	0.004257013
ifn_gamma_type2	6	Cxcl11	True	5.044394119	-1.071298111	0.167807069	0.010305774
ifn_gamma_type2	7	Ido1	True	1.328325866	0.48329074	0.463966381	0.0622042
ifn_gamma_type2	8	Stat1	True	0.390851313	6.948292617	0.29079192	0.026232231
ifn_gamma_type2	9	Irf1	True	0.381826817	7.037226346	0.20707363	0.014730324
ifn_gamma_type2	10	Ciita	True	0.279209397	5.169493221	0.74150462	0.160922533
ifn_gamma_type2	11	Socs1	True	0.079892801	2.176629402	1.0	0.846985594
ifn_gamma_type2	12	Socs3	True	0.211625136	5.449320569	0.739420112	0.15996482
ifn_gamma_type2	13	H2-Aa	True	-0.19803064	8.476319444	0.887883916	0.251045547
ifn_gamma_type2	14	H2-Ab1	True	0.363992743	8.167405168	0.503129002	0.07374467
ifn_gamma_type2	15	Tap1	True	0.183633493	6.194316935	1.0	0.441394482
ifn_gamma_type2	16	Tap2	True	-0.008632457	6.638647269	1.0	0.962929036
ifn_gamma_type2	17	Psmb8	True	0.431991771	6.019475943	0.290707433	0.026174502
ifn_gamma_type2	18	Psmb9	True	0.901806032	5.006852697	0.037343278	0.001094233
ifn_gamma_type2	19	Psmb10	True	0.367612833	5.545250733	0.203986117	0.014323027
ifn_gamma_type2	20	Ifng	True	2.444784843	-0.611866493	0.590157829	0.100971434
ifn_gamma_type2	21	Ifngr1	True	0.115172204	7.140894261	1.0	0.421068811
ifn_gamma_type2	22	Ifngr2	True	-0.193704801	6.19841301	0.864466962	0.233806654
ifn_gamma_type2	23	Jak1	True	-0.013691784	8.349451647	1.0	0.925002807
ifn_gamma_type2	24	Jak2	True	-0.116144688	6.323164583	1.0	0.430101073
ifn_gamma_type2	25	Nlrc5	True	0.747974933	4.594037806	0.092615153	0.004173122
ifn_gamma_type2	26	B2m	True	0.655249264	9.732933766	0.033588316	0.000930043
ifn_gamma_type2	27	Ubd	True	5.614709844	-0.749370016	0.031059609	0.000834227
ifn_gamma_type2	28	Vcam1	True	0.357009527	6.164716081	0.265146966	0.022391817
ifn_gamma_type2	29	Icam1	True	-0.122942399	9.117677009	1.0	0.47483821
ayers_ifng6	0	Ifng	True	2.444784843	-0.611866493	0.590157829	0.100971434
ayers_ifng6	1	Stat1	True	0.390851313	6.948292617	0.29079192	0.026232231
ayers_ifng6	2	Ido1	True	1.328325866	0.48329074	0.463966381	0.0622042
ayers_ifng6	3	Cxcl9	True	2.883303775	1.338092825	0.06232753	0.002282902
ayers_ifng6	4	Cxcl10	True	2.542898441	0.761591903	0.093900892	0.004257013
ayers_ifng6	5	H2-Aa	True	-0.19803064	8.476319444	0.887883916	0.251045547
