cohort	annotation	contrast	celltype	compartment	method	effect	se	p_value	n	n_celltypes	reference	precision	converged	fdr_family	note	n_input	n_high	n_low	binary	p_perm	n_mpr	n_nmpr	q_bh	n_tests_in_family	bonferroni_primary	n_primary_grid	recovery
GSE207422	hu_markers	tacstd2_z	T	T	fraction_spearman	-0.5393939393939393		0.10759318778241479	10				True	companion_fraction_naive	spearman_on_fraction								0.8693208430913348	464		52	not_primary
GSE207422	hu_markers	tacstd2_z	endothelial	endothelial	fraction_spearman	-0.13939393939393938		0.7009318849100584	10				True	companion_fraction_naive	spearman_on_fraction								0.9781548294479937	464		52	not_primary
GSE207422	hu_markers	tacstd2_z	epithelial	epithelial	fraction_spearman	0.6363636363636362		0.04791172612997544	10				True	companion_fraction_naive	spearman_on_fraction								0.8693208430913348	464		52	not_primary
GSE207422	hu_markers	tacstd2_z	fibroblast	fibroblast	fraction_spearman	0.41818181818181815		0.22911284098281892	10				True	companion_fraction_naive	spearman_on_fraction								0.9686704842145685	464		52	not_primary
GSE207422	hu_markers	tacstd2_z	mast	mast	fraction_spearman	-0.09090909090909088		0.8027717312071619	10				True	companion_fraction_naive	spearman_on_fraction								0.9781548294479937	464		52	not_primary
GSE207422	hu_markers	tacstd2_z	myeloid	myeloid	fraction_spearman	0.7454545454545454		0.013330146315440054	10				True	companion_fraction_naive	spearman_on_fraction								0.7365079365079364	464		52	not_primary
GSE207422	hu_markers	tacstd2_z	neutrophil	neutrophil	fraction_spearman	-0.34545454545454546		0.3282265114713672	10				True	companion_fraction_naive	spearman_on_fraction								0.9781548294479937	464		52	not_primary
GSE207422	hu_markers	tacstd2_z	other	other	fraction_spearman	-0.3696969696969697		0.29305007529282234	10				True	companion_fraction_naive	spearman_on_fraction								0.9781548294479937	464		52	not_primary
GSE207422	hu_markers	tacstd2_z	plasma	plasma	fraction_spearman	-0.24848484848484845		0.4887763045192432	10				True	companion_fraction_naive	spearman_on_fraction								0.9781548294479937	464		52	not_primary
GSE207422	hu_markers	mpr	B	TLS	dm_glm	0.4324053432917437		0.2579377022531735	12	11.0	myeloid	15.368460770306127	True	diagnostic_dm_lrt_mpr	p_from_LRT	15.0			True		4.0	8.0	0.9774936358403231	128		52	not_recovered
GSE207422	hu_markers	mpr	NK	TNK	dm_glm	0.3666865274096523		0.3098817078422573	12	11.0	myeloid	15.368460770306127	True	diagnostic_dm_lrt_mpr	p_from_LRT	15.0			True		4.0	8.0	0.9774936358403231	128		52	not_recovered
GSE207422	hu_markers	mpr	T	TNK	dm_glm	0.45559348972967095		0.13096058558431506	12	11.0	myeloid	15.368460770306127	True	diagnostic_dm_lrt_mpr	p_from_LRT	15.0			True		4.0	8.0	0.9774936358403231	128		52	not_recovered
GSE207422	hu_markers	mpr	endothelial	endothelial	dm_glm	0.21008188074866568		0.6117594795592507	12	11.0	myeloid	15.368460770306127	True	diagnostic_dm_lrt_mpr	p_from_LRT	15.0			True		4.0	8.0	0.9774936358403231	128		52	not_primary
GSE207422	hu_markers	mpr	epithelial	epithelial	dm_glm	0.10141821886766081		0.7852581597121804	12	11.0	myeloid	15.368460770306127	True	diagnostic_dm_lrt_mpr	p_from_LRT	15.0			True		4.0	8.0	0.9774936358403231	128		52	not_primary
GSE207422	hu_markers	mpr	fibroblast	fibroblast	dm_glm	-0.04824112677149973		0.9311042333544242	12	11.0	myeloid	15.368460770306127	True	diagnostic_dm_lrt_mpr	p_from_LRT	15.0			True		4.0	8.0	0.9849697675154239	128		52	not_primary
GSE207422	hu_markers	mpr	mast	mast	dm_glm	0.2955051528638935		0.4902740117478661	12	11.0	myeloid	15.368460770306127	True	diagnostic_dm_lrt_mpr	p_from_LRT	15.0			True		4.0	8.0	0.9774936358403231	128		52	not_primary
GSE207422	hu_markers	mpr	myeloid	myeloid	dm_glm	0.0			12	11.0	myeloid	15.368460770306127	True	diagnostic_dm_lrt_mpr	p_from_LRT	15.0			True		4.0	8.0		128		52	not_primary
GSE207422	hu_markers	mpr	neutrophil	neutrophil	dm_glm	-0.17066388477088995		0.6957576018520477	12	11.0	myeloid	15.368460770306127	True	diagnostic_dm_lrt_mpr	p_from_LRT	15.0			True		4.0	8.0	0.9774936358403231	128		52	not_primary
GSE207422	hu_markers	mpr	other	other	dm_glm	0.03680286173491665		0.9180237533569217	12	11.0	myeloid	15.368460770306127	True	diagnostic_dm_lrt_mpr	p_from_LRT	15.0			True		4.0	8.0	0.9849697675154239	128		52	not_primary
GSE207422	hu_markers	mpr	plasma	TLS	dm_glm	-0.028875660887179334		0.9699011933086861	12	11.0	myeloid	15.368460770306127	True	diagnostic_dm_lrt_mpr	p_from_LRT	15.0			True		4.0	8.0	1.0	128		52	not_recovered
GSE207422	hu_markers	mpr	B	TLS	alr_lm	1.008780652263155	1.2573553081152593	0.4223773779237374	12		myeloid		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE207422	hu_markers	mpr	NK	TNK	alr_lm	0.8658401182079384	0.6456359164507652	0.17989915461546935	12		myeloid		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE207422	hu_markers	mpr	T	TNK	alr_lm	0.8633453548358534	0.6923359261156858	0.21239619739382587	12		myeloid		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE207422	hu_markers	mpr	endothelial	endothelial	alr_lm	0.7842035069245425	0.572245854688292	0.17056327826800832	12		myeloid		True	companion_alr	HC3								1.0	306		52	not_primary
GSE207422	hu_markers	mpr	epithelial	epithelial	alr_lm	0.4229194458940674	1.0601147164515314	0.6899393048217262	12		myeloid		True	companion_alr	HC3								1.0	306		52	not_primary
GSE207422	hu_markers	mpr	fibroblast	fibroblast	alr_lm	-0.3092511443708015	0.9276022918458985	0.7388416874630472	12		myeloid		True	companion_alr	HC3								1.0	306		52	not_primary
GSE207422	hu_markers	mpr	mast	mast	alr_lm	1.0544460891495837	0.6036996669168196	0.0806997745314858	12		myeloid		True	companion_alr	HC3								0.921599137129095	306		52	not_primary
GSE207422	hu_markers	mpr	myeloid	myeloid	alr_lm	0.0	0.0	1.0	12		myeloid		True	companion_alr	reference								1.0	306		52	not_primary
GSE207422	hu_markers	mpr	neutrophil	neutrophil	alr_lm	-0.0320306992540815	0.5449833017636653	0.9531323358861005	12		myeloid		True	companion_alr	HC3								1.0	306		52	not_primary
GSE207422	hu_markers	mpr	other	other	alr_lm	0.2668871164222642	0.7527193070964321	0.7229163016265154	12		myeloid		True	companion_alr	HC3								1.0	306		52	not_primary
GSE207422	hu_markers	mpr	plasma	TLS	alr_lm	0.0015944155993374842	1.5944661683134305	0.999202140877315	12		myeloid		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE207422	hu_markers	mpr	B	B	fraction_mwu	0.0528310409575662		0.3676767676767677	12				True	companion_fraction_naive	U=22.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE207422	hu_markers	mpr	NK	NK	fraction_mwu	0.05697412523267263		0.46060606060606063	12				True	companion_fraction_naive	U=21.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE207422	hu_markers	mpr	T	T	fraction_mwu	0.14628251129044068		0.46060606060606063	12				True	companion_fraction_naive	U=21.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE207422	hu_markers	mpr	endothelial	endothelial	fraction_mwu	0.005752937395583257		0.2828282828282829	12				True	companion_fraction_naive	U=23.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE207422	hu_markers	mpr	epithelial	epithelial	fraction_mwu	0.025216929686896296		0.8080808080808081	12				True	companion_fraction_naive	U=18.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE207422	hu_markers	mpr	fibroblast	fibroblast	fraction_mwu	-0.0009212580585179556		0.3676767676767677	12				True	companion_fraction_naive	U=10.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE207422	hu_markers	mpr	mast	mast	fraction_mwu	0.0043175603172410084		0.1090909090909091	12				True	companion_fraction_naive	U=26.0; median_high-low								0.8693208430913348	464		52	not_primary
GSE207422	hu_markers	mpr	myeloid	myeloid	fraction_mwu	-0.06295204437191501		0.46060606060606063	12				True	companion_fraction_naive	U=11.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE207422	hu_markers	mpr	neutrophil	neutrophil	fraction_mwu	-0.0030391558125012624		0.8080808080808081	12				True	companion_fraction_naive	U=14.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE207422	hu_markers	mpr	other	other	fraction_mwu	-0.004349690948146946		0.6828282828282828	12				True	companion_fraction_naive	U=13.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE207422	hu_markers	mpr	plasma	plasma	fraction_mwu	-0.0034313398125169984		0.6828282828282828	12				True	companion_fraction_naive	U=13.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE207422	marker_coarse	tacstd2_high	TLS	TLS	dm_glm	-0.7772840939896926		0.09597965873133668	10	4.0	other	7.972053413936235	True	diagnostic_dm_lrt	p_from_LRT	15.0	5.0	5.0	True				0.6170120918443073	135		52	not_recovered
GSE207422	marker_coarse	tacstd2_high	TNK	TNK	dm_glm	-0.4673950676036754		0.2394865136995234	10	4.0	other	7.972053413936235	True	diagnostic_dm_lrt	p_from_LRT	15.0	5.0	5.0	True				0.9794957186143313	135		52	not_recovered
GSE207422	marker_coarse	tacstd2_high	epithelial	epithelial	dm_glm	0.5803920279053562		0.2417381662052772	10	4.0	other	7.972053413936235	True	diagnostic_dm_lrt	p_from_LRT	15.0	5.0	5.0	True				0.9794957186143313	135		52	not_primary
GSE207422	marker_coarse	tacstd2_high	other	other	dm_glm	0.0			10	4.0	other	7.972053413936235	True	diagnostic_dm_lrt	p_from_LRT	15.0	5.0	5.0	True					135		52	not_primary
GSE207422	marker_coarse	tacstd2_high	TLS	TLS	alr_perm	-1.4460680654691724	0.7797074736317064	0.07142857142857142	10		other		True	primary_tacstd2	HC3;p_patient_perm					0.07142857142857142			0.5158730158730158	52	1.0	52	not_recovered
GSE207422	marker_coarse	tacstd2_high	TNK	TNK	alr_perm	-0.707721582640697	0.7417250722278041	0.2619047619047619	10		other		True	primary_tacstd2	HC3;p_patient_perm					0.2619047619047619			0.9469226425748165	52	1.0	52	not_recovered
GSE207422	marker_coarse	tacstd2_high	epithelial	epithelial	alr_perm	1.2037991524482563	0.9080349292884673	0.18493279373560834	10		other		True	secondary_tacstd2_other_types	HC3								0.746731897193611	106		52	not_primary
GSE207422	marker_coarse	tacstd2_high	other	other	alr_perm	0.0	0.0	1.0	10		other		True	secondary_tacstd2_other_types	reference								1.0	106		52	not_primary
GSE207422	marker_coarse	tacstd2_high	TLS	TLS	fraction_mwu	-0.15216512430671425		0.015873015873015872	10				True	companion_fraction_naive	U=1.0; median_high-low								0.7365079365079364	464		52	not_recovered
GSE207422	marker_coarse	tacstd2_high	TNK	TNK	fraction_mwu	-0.26242132880389446		0.6904761904761905	10				True	companion_fraction_naive	U=10.0; median_high-low								0.9781548294479937	464		52	not_recovered
GSE207422	marker_coarse	tacstd2_high	epithelial	epithelial	fraction_mwu	0.10480261222302388		0.09523809523809523	10				True	companion_fraction_naive	U=21.0; median_high-low								0.8693208430913348	464		52	not_primary
GSE207422	marker_coarse	tacstd2_high	other	other	fraction_mwu	0.022673076747025456		0.6904761904761905	10				True	companion_fraction_naive	U=15.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE207422	marker_coarse	tacstd2_z	TLS	TLS	dm_glm	-0.649942868074526		0.020791411116108157	10	4.0	other	10.440911942064059	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	15.0			False				0.23390337505621675	135		52	not_recovered
GSE207422	marker_coarse	tacstd2_z	TNK	TNK	dm_glm	-0.3552954926077392		0.1070619083651707	10	4.0	other	10.440911942064059	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	15.0			False				0.48741620968114663	135		52	not_recovered
GSE207422	marker_coarse	tacstd2_z	epithelial	epithelial	dm_glm	0.5890165476566722		0.06082572647803402	10	4.0	other	10.440911942064059	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	15.0			False				0.41057365372672966	135		52	not_primary
GSE207422	marker_coarse	tacstd2_z	other	other	dm_glm	0.0			10	4.0	other	10.440911942064059	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	15.0			False					135		52	not_primary
GSE207422	marker_coarse	tacstd2_z	TLS	TLS	alr_lm	-0.9860416149217566	0.24686321442215528	6.489023825572901e-05	10		other		True	companion_alr	HC3								0.004964103226563269	306		52	recovered_down
GSE207422	marker_coarse	tacstd2_z	TNK	TNK	alr_lm	-0.5078911539258669	0.31029383126929444	0.10167077649221619	10		other		True	companion_alr	HC3								0.921599137129095	306		52	not_recovered
GSE207422	marker_coarse	tacstd2_z	epithelial	epithelial	alr_lm	0.7370477039371683	0.409281791434858	0.07172938010214719	10		other		True	companion_alr	HC3								0.921599137129095	306		52	not_primary
GSE207422	marker_coarse	tacstd2_z	other	other	alr_lm	0.0	0.0	1.0	10		other		True	companion_alr	reference								1.0	306		52	not_primary
GSE207422	marker_coarse	tacstd2_z	TLS	TLS	fraction_spearman	-0.8666666666666665		0.0011735381801554685	10				True	companion_fraction_naive	spearman_on_fraction								0.18150723853071246	464		52	not_recovered
GSE207422	marker_coarse	tacstd2_z	TNK	TNK	fraction_spearman	-0.13939393939393938		0.7009318849100584	10				True	companion_fraction_naive	spearman_on_fraction								0.9781548294479937	464		52	not_recovered
GSE207422	marker_coarse	tacstd2_z	epithelial	epithelial	fraction_spearman	0.6363636363636362		0.04791172612997544	10				True	companion_fraction_naive	spearman_on_fraction								0.8693208430913348	464		52	not_primary
GSE207422	marker_coarse	tacstd2_z	other	other	fraction_spearman	0.17575757575757575		0.6271883447764846	10				True	companion_fraction_naive	spearman_on_fraction								0.9781548294479937	464		52	not_primary
GSE207422	marker_coarse	mpr	TLS	TLS	dm_glm	0.3619093911473279		0.37906122393806796	12	4.0	other	7.041918657806873	True	diagnostic_dm_lrt_mpr	p_from_LRT	15.0			True		4.0	8.0	0.9774936358403231	128		52	not_recovered
GSE207422	marker_coarse	mpr	TNK	TNK	dm_glm	0.5119700643106047		0.1671594551429565	12	4.0	other	7.041918657806873	True	diagnostic_dm_lrt_mpr	p_from_LRT	15.0			True		4.0	8.0	0.9774936358403231	128		52	not_recovered
GSE207422	marker_coarse	mpr	epithelial	epithelial	dm_glm	0.18452150488636973		0.6193109800622649	12	4.0	other	7.041918657806873	True	diagnostic_dm_lrt_mpr	p_from_LRT	15.0			True		4.0	8.0	0.9774936358403231	128		52	not_primary
GSE207422	marker_coarse	mpr	other	other	dm_glm	0.0			12	4.0	other	7.041918657806873	True	diagnostic_dm_lrt_mpr	p_from_LRT	15.0			True		4.0	8.0		128		52	not_primary
GSE207422	marker_coarse	mpr	TLS	TLS	alr_lm	0.8228467334185737	1.1004297339921465	0.4546107468809617	12		other		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE207422	marker_coarse	mpr	TNK	TNK	alr_lm	0.870400782590515	0.538330279223569	0.10591007366377611	12		other		True	companion_alr	HC3								0.921599137129095	306		52	not_recovered
GSE207422	marker_coarse	mpr	epithelial	epithelial	alr_lm	0.46691098691803357	1.0287280703246517	0.6499208735634059	12		other		True	companion_alr	HC3								1.0	306		52	not_primary
GSE207422	marker_coarse	mpr	other	other	alr_lm	0.0	0.0	1.0	12		other		True	companion_alr	reference								1.0	306		52	not_primary
GSE207422	marker_coarse	mpr	TLS	TLS	fraction_mwu	0.0825338160600331		0.6828282828282828	12				True	companion_fraction_naive	U=19.0; median_high-low								0.9781548294479937	464		52	not_recovered
GSE207422	marker_coarse	mpr	TNK	TNK	fraction_mwu	0.1636493303280685		0.5696969696969697	12				True	companion_fraction_naive	U=20.0; median_high-low								0.9781548294479937	464		52	not_recovered
GSE207422	marker_coarse	mpr	epithelial	epithelial	fraction_mwu	0.025216929686896296		0.8080808080808081	12				True	companion_fraction_naive	U=18.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE207422	marker_coarse	mpr	other	other	fraction_mwu	-0.05012881051031415		0.5696969696969697	12				True	companion_fraction_naive	U=12.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934	author_collapsed	tacstd2_high	TLS	TLS	dm_glm	-0.07383749778233172		0.7180573632313936	40	6.0	stromal	9.41663969307034	True	diagnostic_dm_lrt	p_from_LRT	45.0	20.0	20.0	True				0.9794957186143313	135		52	not_recovered
GSE241934	author_collapsed	tacstd2_high	TNK	TNK	dm_glm	-0.2524392686272198		0.2637969105912152	40	6.0	stromal	9.41663969307034	True	diagnostic_dm_lrt	p_from_LRT	45.0	20.0	20.0	True				0.9794957186143313	135		52	not_recovered
GSE241934	author_collapsed	tacstd2_high	epithelial	epithelial	dm_glm	-0.30414009771514067		0.31633475690701085	40	6.0	stromal	9.41663969307034	True	diagnostic_dm_lrt	p_from_LRT	45.0	20.0	20.0	True				0.9794957186143313	135		52	not_primary
GSE241934	author_collapsed	tacstd2_high	mast	mast	dm_glm	-0.10646672353600171		0.6903611740546793	40	6.0	stromal	9.41663969307034	True	diagnostic_dm_lrt	p_from_LRT	45.0	20.0	20.0	True				0.9794957186143313	135		52	not_primary
GSE241934	author_collapsed	tacstd2_high	myeloid	myeloid	dm_glm	-0.2212843433835542		0.4084493061986677	40	6.0	stromal	9.41663969307034	True	diagnostic_dm_lrt	p_from_LRT	45.0	20.0	20.0	True				0.9794957186143313	135		52	not_primary
GSE241934	author_collapsed	tacstd2_high	stromal	stromal	dm_glm	0.0			40	6.0	stromal	9.41663969307034	True	diagnostic_dm_lrt	p_from_LRT	45.0	20.0	20.0	True					135		52	not_primary
GSE241934	author_collapsed	tacstd2_high	TLS	TLS	alr_perm	-0.21994265883121675	0.5105384658991307	0.676	40		stromal		True	primary_tacstd2	HC3;p_patient_perm					0.676			0.9469226425748165	52	1.0	52	not_recovered
GSE241934	author_collapsed	tacstd2_high	TNK	TNK	alr_perm	-0.4390038112726814	0.47179252276381933	0.346	40		stromal		True	primary_tacstd2	HC3;p_patient_perm					0.346			0.9469226425748165	52	1.0	52	not_recovered
GSE241934	author_collapsed	tacstd2_high	epithelial	epithelial	alr_perm	-0.6972006129210265	0.4950803017117726	0.15905479659651	40		stromal		True	secondary_tacstd2_other_types	HC3								0.706452843643585	106		52	not_primary
GSE241934	author_collapsed	tacstd2_high	mast	mast	alr_perm	-0.18430787000229187	0.3713704899564541	0.6196890426646691	40		stromal		True	secondary_tacstd2_other_types	HC3								1.0	106		52	not_primary
GSE241934	author_collapsed	tacstd2_high	myeloid	myeloid	alr_perm	-0.43999409459062644	0.4247564007090626	0.30026094769201517	40		stromal		True	secondary_tacstd2_other_types	HC3								0.8168841891808823	106		52	not_primary
GSE241934	author_collapsed	tacstd2_high	stromal	stromal	alr_perm	0.0	0.0	1.0	40		stromal		True	secondary_tacstd2_other_types	reference								1.0	106		52	not_primary
GSE241934	author_collapsed	tacstd2_high	TLS	TLS	fraction_mwu	0.043965015670138025		0.42488347368209856	40				True	companion_fraction_naive	U=230.0; median_high-low								0.9781548294479937	464		52	not_recovered
GSE241934	author_collapsed	tacstd2_high	TNK	TNK	fraction_mwu	-0.019234235331703542		0.44074988359834266	40				True	companion_fraction_naive	U=171.0; median_high-low								0.9781548294479937	464		52	not_recovered
GSE241934	author_collapsed	tacstd2_high	epithelial	epithelial	fraction_mwu	-0.0004304923774597815		0.7971974192691748	40				True	companion_fraction_naive	U=190.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934	author_collapsed	tacstd2_high	mast	mast	fraction_mwu	0.0016424574087564592		0.379331935127312	40				True	companion_fraction_naive	U=233.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934	author_collapsed	tacstd2_high	myeloid	myeloid	fraction_mwu	0.013855123129947786		0.9460839766250224	40				True	companion_fraction_naive	U=203.0; median_high-low								0.9931741293077159	464		52	not_primary
GSE241934	author_collapsed	tacstd2_high	stromal	stromal	fraction_mwu	0.0248327697210384		0.2616164678785774	40				True	companion_fraction_naive	U=242.0; median_high-low								0.9711203287652793	464		52	not_primary
GSE241934	author_collapsed	tacstd2_z	TLS	TLS	dm_glm	-0.09847034998926235		0.49319378993903795	40	6.0	stromal	9.517593781963734	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	45.0			False				0.8266396857994043	135		52	not_recovered
GSE241934	author_collapsed	tacstd2_z	TNK	TNK	dm_glm	-0.191298761918794		0.17584617614715448	40	6.0	stromal	9.517593781963734	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	45.0			False				0.5460448904707094	135		52	not_recovered
GSE241934	author_collapsed	tacstd2_z	epithelial	epithelial	dm_glm	-0.2887377564223086		0.10885956394783318	40	6.0	stromal	9.517593781963734	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	45.0			False				0.48741620968114663	135		52	not_primary
GSE241934	author_collapsed	tacstd2_z	mast	mast	dm_glm	-0.08861389617420593		0.5996733443210539	40	6.0	stromal	9.517593781963734	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	45.0			False				0.8446801294124348	135		52	not_primary
GSE241934	author_collapsed	tacstd2_z	myeloid	myeloid	dm_glm	-0.207510377830076		0.21904769789069797	40	6.0	stromal	9.517593781963734	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	45.0			False				0.5686815233700813	135		52	not_primary
GSE241934	author_collapsed	tacstd2_z	stromal	stromal	dm_glm	0.0			40	6.0	stromal	9.517593781963734	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	45.0			False					135		52	not_primary
GSE241934	author_collapsed	tacstd2_z	TLS	TLS	alr_lm	-0.11675631190988436	0.30511408033571863	0.7019685761026089	40		stromal		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE241934	author_collapsed	tacstd2_z	TNK	TNK	alr_lm	-0.23678672836100761	0.2660727064056193	0.37350217284869935	40		stromal		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE241934	author_collapsed	tacstd2_z	epithelial	epithelial	alr_lm	-0.5413444473876008	0.35123961231962636	0.12325844983218234	40		stromal		True	companion_alr	HC3								0.921599137129095	306		52	not_primary
GSE241934	author_collapsed	tacstd2_z	mast	mast	alr_lm	-0.032297910959984466	0.15743840733922324	0.8374578025143414	40		stromal		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934	author_collapsed	tacstd2_z	myeloid	myeloid	alr_lm	-0.2778963313613609	0.23955816897145288	0.246033756245171	40		stromal		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934	author_collapsed	tacstd2_z	stromal	stromal	alr_lm	0.0	0.0	1.0	40		stromal		True	companion_alr	reference								1.0	306		52	not_primary
GSE241934	author_collapsed	tacstd2_z	TLS	TLS	fraction_spearman	0.15403377110694186		0.34262911302895543	40				True	companion_fraction_naive	spearman_on_fraction								0.9781548294479937	464		52	not_recovered
GSE241934	author_collapsed	tacstd2_z	TNK	TNK	fraction_spearman	-0.08405253283302065		0.6060974374894198	40				True	companion_fraction_naive	spearman_on_fraction								0.9781548294479937	464		52	not_recovered
GSE241934	author_collapsed	tacstd2_z	epithelial	epithelial	fraction_spearman	-0.13733583489681053		0.3980773993247909	40				True	companion_fraction_naive	spearman_on_fraction								0.9781548294479937	464		52	not_primary
GSE241934	author_collapsed	tacstd2_z	mast	mast	fraction_spearman	0.2326454033771107		0.14856220236052273	40				True	companion_fraction_naive	spearman_on_fraction								0.9322040265448674	464		52	not_primary
GSE241934	author_collapsed	tacstd2_z	myeloid	myeloid	fraction_spearman	-0.058161350844277676		0.7214793723284487	40				True	companion_fraction_naive	spearman_on_fraction								0.9781548294479937	464		52	not_primary
GSE241934	author_collapsed	tacstd2_z	stromal	stromal	fraction_spearman	0.1932457786116323		0.23218881918687848	40				True	companion_fraction_naive	spearman_on_fraction								0.9686704842145685	464		52	not_primary
GSE241934	author_collapsed	mpr	TLS	TLS	dm_glm	0.15719929204291674		0.5423581059400181	45	6.0	stromal	9.044578283716232	True	diagnostic_dm_lrt_mpr	p_from_LRT	45.0			True		17.0	28.0	0.9774936358403231	128		52	not_recovered
GSE241934	author_collapsed	mpr	TNK	TNK	dm_glm	0.08005926540050054		0.7130357694582751	45	6.0	stromal	9.044578283716232	True	diagnostic_dm_lrt_mpr	p_from_LRT	45.0			True		17.0	28.0	0.9774936358403231	128		52	not_recovered
GSE241934	author_collapsed	mpr	epithelial	epithelial	dm_glm	-0.16686000274290905		0.6644800765587962	45	6.0	stromal	9.044578283716232	True	diagnostic_dm_lrt_mpr	p_from_LRT	45.0			True		17.0	28.0	0.9774936358403231	128		52	not_primary
GSE241934	author_collapsed	mpr	mast	mast	dm_glm	-0.08049196203683474		0.8508706923446325	45	6.0	stromal	9.044578283716232	True	diagnostic_dm_lrt_mpr	p_from_LRT	45.0			True		17.0	28.0	0.9774936358403231	128		52	not_primary
GSE241934	author_collapsed	mpr	myeloid	myeloid	dm_glm	-0.06692822041664853		0.8071507943903921	45	6.0	stromal	9.044578283716232	True	diagnostic_dm_lrt_mpr	p_from_LRT	45.0			True		17.0	28.0	0.9774936358403231	128		52	not_primary
GSE241934	author_collapsed	mpr	stromal	stromal	dm_glm	0.0			45	6.0	stromal	9.044578283716232	True	diagnostic_dm_lrt_mpr	p_from_LRT	45.0			True		17.0	28.0		128		52	not_primary
GSE241934	author_collapsed	mpr	TLS	TLS	alr_lm	0.2604463197560213	0.4976282169065608	0.600713105905518	45		stromal		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE241934	author_collapsed	mpr	TNK	TNK	alr_lm	0.14526250396285437	0.4630907366418451	0.7537637615088401	45		stromal		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE241934	author_collapsed	mpr	epithelial	epithelial	alr_lm	-0.49206656198155746	0.5090481640309802	0.33372379063890534	45		stromal		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934	author_collapsed	mpr	mast	mast	alr_lm	-0.2503402989485992	0.34566401245709455	0.4689244527018215	45		stromal		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934	author_collapsed	mpr	myeloid	myeloid	alr_lm	-0.09753937641971003	0.3641630820481901	0.7888183862215997	45		stromal		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934	author_collapsed	mpr	stromal	stromal	alr_lm	0.0	0.0	1.0	45		stromal		True	companion_alr	reference								1.0	306		52	not_primary
GSE241934	author_collapsed	mpr	TLS	TLS	fraction_mwu	-0.007945321866924038		0.5662696454200878	45				True	companion_fraction_naive	U=263.0; median_high-low								0.9781548294479937	464		52	not_recovered
GSE241934	author_collapsed	mpr	TNK	TNK	fraction_mwu	-0.004356317067450155		0.7342705102229907	45				True	companion_fraction_naive	U=253.0; median_high-low								0.9781548294479937	464		52	not_recovered
GSE241934	author_collapsed	mpr	epithelial	epithelial	fraction_mwu	1.1815234402752506e-05		0.40593519038640935	45				True	companion_fraction_naive	U=202.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934	author_collapsed	mpr	mast	mast	fraction_mwu	-0.0056892844753671035		0.14994165145409163	45				True	companion_fraction_naive	U=176.0; median_high-low								0.9322040265448674	464		52	not_primary
GSE241934	author_collapsed	mpr	myeloid	myeloid	fraction_mwu	-0.02117458257276828		0.6480289138690238	45				True	companion_fraction_naive	U=218.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934	author_collapsed	mpr	stromal	stromal	fraction_mwu	0.016649529646041078		0.8606256789744748	45				True	companion_fraction_naive	U=230.0; median_high-low								0.9931741293077159	464		52	not_primary
GSE241934	author_fine_immune	tacstd2_high	TLS	TLS	dm_glm	-0.06357846815142919		0.7547062073090667	40	5.0	stromal	8.147953505155341	True	diagnostic_dm_lrt	p_from_LRT	45.0	20.0	20.0	True				0.9794957186143313	135		52	not_recovered
