cohort	annotation	contrast	celltype	compartment	method	effect	se	p_value	n	n_celltypes	reference	precision	converged	fdr_family	note	n_input	n_high	n_low	binary	p_perm	n_mpr	n_nmpr	q_bh	n_tests_in_family	bonferroni_primary	n_primary_grid	recovery
GSE207422	drmref_collapsed	mpr	TLS	TLS	alr_lm	0.3074755396037374	1.9063539143525992	0.8718651160047532	12		myeloid		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE207422	drmref_collapsed	mpr	TNK	TNK	alr_lm	0.5789266987510271	0.90278355435217	0.5213482203475448	12		myeloid		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE207422	drmref_collapsed	mpr	epithelial	epithelial	alr_lm	0.6779508888854187	1.0313022908743321	0.510940729124499	12		myeloid		True	companion_alr	HC3								1.0	306		52	not_primary
GSE207422	drmref_collapsed	mpr	myeloid	myeloid	alr_lm	0.0	0.0	1.0	12		myeloid		True	companion_alr	reference								1.0	306		52	not_primary
GSE207422	drmref_collapsed	mpr	stromal	stromal	alr_lm	-0.017647389146590697	1.1787122077337508	0.9880547149432611	12		myeloid		True	companion_alr	HC3								1.0	306		52	not_primary
GSE207422	drmref_collapsed	mpr	TLS	TLS	fraction_mwu	0.055097040331588035		0.9333333333333333	12				True	companion_fraction_naive	U=17.0; median_high-low								0.9931741293077159	464		52	not_recovered
GSE207422	drmref_collapsed	mpr	TNK	TNK	fraction_mwu	0.06348353539678453		0.9333333333333333	12				True	companion_fraction_naive	U=17.0; median_high-low								0.9931741293077159	464		52	not_recovered
GSE207422	drmref_collapsed	mpr	epithelial	epithelial	fraction_mwu	0.024442035813479035		0.6828282828282828	12				True	companion_fraction_naive	U=19.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE207422	drmref_collapsed	mpr	myeloid	myeloid	fraction_mwu	-0.04833316115323594		0.5696969696969697	12				True	companion_fraction_naive	U=12.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE207422	drmref_collapsed	mpr	stromal	stromal	fraction_mwu	-0.0013751612737402047		0.5696969696969697	12				True	companion_fraction_naive	U=12.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE207422	hu_collapsed	tacstd2_high	TLS	TLS	dm_glm	-0.7207134227725284		0.12817687097208272	10	7.0	stromal	13.008013471596032	True	diagnostic_dm_lrt	p_from_LRT	15.0	5.0	5.0	True				0.6431744590671725	135		52	not_recovered
GSE207422	hu_collapsed	tacstd2_high	TNK	TNK	dm_glm	-0.342746320788754		0.41999762075820424	10	7.0	stromal	13.008013471596032	True	diagnostic_dm_lrt	p_from_LRT	15.0	5.0	5.0	True				0.9794957186143313	135		52	not_recovered
GSE207422	hu_collapsed	tacstd2_high	epithelial	epithelial	dm_glm	0.8689146120651063		0.10145007722219579	10	7.0	stromal	13.008013471596032	True	diagnostic_dm_lrt	p_from_LRT	15.0	5.0	5.0	True				0.6225345647725651	135		52	not_primary
GSE207422	hu_collapsed	tacstd2_high	mast	mast	dm_glm	-0.12364018241682688		0.8004924037435495	10	7.0	stromal	13.008013471596032	True	diagnostic_dm_lrt	p_from_LRT	15.0	5.0	5.0	True				0.9794957186143313	135		52	not_primary
GSE207422	hu_collapsed	tacstd2_high	myeloid	myeloid	dm_glm	0.3998792997534919		0.48267984881796855	10	7.0	stromal	13.008013471596032	True	diagnostic_dm_lrt	p_from_LRT	15.0	5.0	5.0	True				0.9794957186143313	135		52	not_primary
GSE207422	hu_collapsed	tacstd2_high	other	other	dm_glm	-0.087818988676393		0.8544337872947242	10	7.0	stromal	13.008013471596032	True	diagnostic_dm_lrt	p_from_LRT	15.0	5.0	5.0	True				0.9794957186143313	135		52	not_primary
GSE207422	hu_collapsed	tacstd2_high	stromal	stromal	dm_glm	0.0			10	7.0	stromal	13.008013471596032	True	diagnostic_dm_lrt	p_from_LRT	15.0	5.0	5.0	True					135		52	not_primary
GSE207422	hu_collapsed	tacstd2_high	TLS	TLS	alr_perm	-1.4857499950949933	1.1048569500543386	0.1746031746031746	10		stromal		True	primary_tacstd2	HC3;p_patient_perm					0.1746031746031746			0.8253968253968254	52	1.0	52	not_recovered
GSE207422	hu_collapsed	tacstd2_high	TNK	TNK	alr_perm	-0.7474035122665175	0.9218044167123347	0.3968253968253968	10		stromal		True	primary_tacstd2	HC3;p_patient_perm					0.3968253968253968			0.9469226425748165	52	1.0	52	not_recovered
GSE207422	hu_collapsed	tacstd2_high	epithelial	epithelial	alr_perm	1.1641172228224357	1.0562192951560263	0.27039435529195655	10		stromal		True	secondary_tacstd2_other_types	HC3								0.8168841891808823	106		52	not_primary
GSE207422	hu_collapsed	tacstd2_high	mast	mast	alr_perm	-0.7170297025114508	0.5879201970190633	0.22261510769163428	10		stromal		True	secondary_tacstd2_other_types	HC3								0.746731897193611	106		52	not_primary
GSE207422	hu_collapsed	tacstd2_high	myeloid	myeloid	alr_perm	0.19196020524822405	1.0134761225070714	0.8497732715084783	10		stromal		True	secondary_tacstd2_other_types	HC3								1.0	106		52	not_primary
GSE207422	hu_collapsed	tacstd2_high	other	other	alr_perm	-0.5107790415341964	0.7740210163556875	0.509315870984024	10		stromal		True	secondary_tacstd2_other_types	HC3								0.9216388828054569	106		52	not_primary
GSE207422	hu_collapsed	tacstd2_high	stromal	stromal	alr_perm	0.0	0.0	1.0	10		stromal		True	secondary_tacstd2_other_types	reference								1.0	106		52	not_primary
GSE207422	hu_collapsed	tacstd2_high	TLS	TLS	fraction_mwu	-0.15216512430671425		0.015873015873015872	10				True	companion_fraction_naive	U=1.0; median_high-low								0.7365079365079364	464		52	not_recovered
GSE207422	hu_collapsed	tacstd2_high	TNK	TNK	fraction_mwu	-0.26242132880389446		0.6904761904761905	10				True	companion_fraction_naive	U=10.0; median_high-low								0.9781548294479937	464		52	not_recovered
GSE207422	hu_collapsed	tacstd2_high	epithelial	epithelial	fraction_mwu	0.10480261222302388		0.09523809523809523	10				True	companion_fraction_naive	U=21.0; median_high-low								0.8693208430913348	464		52	not_primary
GSE207422	hu_collapsed	tacstd2_high	mast	mast	fraction_mwu	-0.003927795060302934		0.5476190476190477	10				True	companion_fraction_naive	U=9.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE207422	hu_collapsed	tacstd2_high	myeloid	myeloid	fraction_mwu	0.07648846099431122		0.42063492063492064	10				True	companion_fraction_naive	U=17.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE207422	hu_collapsed	tacstd2_high	other	other	fraction_mwu	-0.01114377611898908		0.42063492063492064	10				True	companion_fraction_naive	U=8.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE207422	hu_collapsed	tacstd2_high	stromal	stromal	fraction_mwu	0.0007782970675027246		0.30952380952380953	10				True	companion_fraction_naive	U=18.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE207422	hu_collapsed	tacstd2_z	TLS	TLS	dm_glm	-0.6418271166831988		0.05969777718257342	10	7.0	stromal	16.62692259575097	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	15.0			False				0.41057365372672966	135		52	not_recovered
GSE207422	hu_collapsed	tacstd2_z	TNK	TNK	dm_glm	-0.29534299739165837		0.3377337338434009	10	7.0	stromal	16.62692259575097	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	15.0			False				0.7183061964941722	135		52	not_recovered
GSE207422	hu_collapsed	tacstd2_z	epithelial	epithelial	dm_glm	0.7654082081478919		0.044978961322705756	10	7.0	stromal	16.62692259575097	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	15.0			False				0.40481065190435184	135		52	not_primary
GSE207422	hu_collapsed	tacstd2_z	mast	mast	dm_glm	-0.06091874219033703		0.8430004189456668	10	7.0	stromal	16.62692259575097	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	15.0			False				0.9345953421250818	135		52	not_primary
GSE207422	hu_collapsed	tacstd2_z	myeloid	myeloid	dm_glm	0.1635797026562361		0.678028757048278	10	7.0	stromal	16.62692259575097	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	15.0			False				0.8539337313437275	135		52	not_primary
GSE207422	hu_collapsed	tacstd2_z	other	other	dm_glm	-0.1385383928547155		0.6844931030086521	10	7.0	stromal	16.62692259575097	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	15.0			False				0.8539337313437275	135		52	not_primary
GSE207422	hu_collapsed	tacstd2_z	stromal	stromal	dm_glm	0.0			10	7.0	stromal	16.62692259575097	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	15.0			False					135		52	not_primary
GSE207422	hu_collapsed	tacstd2_z	TLS	TLS	alr_lm	-1.014864408816525	0.6111697517562931	0.09680830510284964	10		stromal		True	companion_alr	HC3								0.921599137129095	306		52	not_recovered
GSE207422	hu_collapsed	tacstd2_z	TNK	TNK	alr_lm	-0.5367139478206352	0.6158470132048038	0.38347830278339834	10		stromal		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE207422	hu_collapsed	tacstd2_z	epithelial	epithelial	alr_lm	0.7082249100424001	0.3776346195317583	0.06073445914367044	10		stromal		True	companion_alr	HC3								0.921599137129095	306		52	not_primary
GSE207422	hu_collapsed	tacstd2_z	mast	mast	alr_lm	-0.14980762312954524	0.40229652300295693	0.7096091212269433	10		stromal		True	companion_alr	HC3								1.0	306		52	not_primary
GSE207422	hu_collapsed	tacstd2_z	myeloid	myeloid	alr_lm	0.08415884422955777	0.6066247113541162	0.8896611684856516	10		stromal		True	companion_alr	HC3								1.0	306		52	not_primary
GSE207422	hu_collapsed	tacstd2_z	other	other	alr_lm	-0.35871197435379765	0.4142867670548943	0.3865700729265801	10		stromal		True	companion_alr	HC3								1.0	306		52	not_primary
GSE207422	hu_collapsed	tacstd2_z	stromal	stromal	alr_lm	0.0	0.0	1.0	10		stromal		True	companion_alr	reference								1.0	306		52	not_primary
GSE207422	hu_collapsed	tacstd2_z	TLS	TLS	fraction_spearman	-0.8666666666666665		0.0011735381801554685	10				True	companion_fraction_naive	spearman_on_fraction								0.18150723853071246	464		52	not_recovered
GSE207422	hu_collapsed	tacstd2_z	TNK	TNK	fraction_spearman	-0.13939393939393938		0.7009318849100584	10				True	companion_fraction_naive	spearman_on_fraction								0.9781548294479937	464		52	not_recovered
GSE207422	hu_collapsed	tacstd2_z	epithelial	epithelial	fraction_spearman	0.6363636363636362		0.04791172612997544	10				True	companion_fraction_naive	spearman_on_fraction								0.8693208430913348	464		52	not_primary
GSE207422	hu_collapsed	tacstd2_z	mast	mast	fraction_spearman	-0.09090909090909088		0.8027717312071619	10				True	companion_fraction_naive	spearman_on_fraction								0.9781548294479937	464		52	not_primary
GSE207422	hu_collapsed	tacstd2_z	myeloid	myeloid	fraction_spearman	0.3696969696969697		0.29305007529282234	10				True	companion_fraction_naive	spearman_on_fraction								0.9781548294479937	464		52	not_primary
GSE207422	hu_collapsed	tacstd2_z	other	other	fraction_spearman	-0.3696969696969697		0.29305007529282234	10				True	companion_fraction_naive	spearman_on_fraction								0.9781548294479937	464		52	not_primary
GSE207422	hu_collapsed	tacstd2_z	stromal	stromal	fraction_spearman	0.18787878787878787		0.6032176100292089	10				True	companion_fraction_naive	spearman_on_fraction								0.9781548294479937	464		52	not_primary
GSE207422	hu_collapsed	mpr	TLS	TLS	dm_glm	0.4160584231919348		0.2707951885963271	12	7.0	myeloid	11.484157730792013	True	diagnostic_dm_lrt_mpr	p_from_LRT	15.0			True		4.0	8.0	0.9774936358403231	128		52	not_recovered
GSE207422	hu_collapsed	mpr	TNK	TNK	dm_glm	0.5559000244876645		0.07430526315873445	12	7.0	myeloid	11.484157730792013	True	diagnostic_dm_lrt_mpr	p_from_LRT	15.0			True		4.0	8.0	0.9774936358403231	128		52	not_recovered
GSE207422	hu_collapsed	mpr	epithelial	epithelial	dm_glm	0.20256105527730583		0.5618202175881111	12	7.0	myeloid	11.484157730792013	True	diagnostic_dm_lrt_mpr	p_from_LRT	15.0			True		4.0	8.0	0.9774936358403231	128		52	not_primary
GSE207422	hu_collapsed	mpr	mast	mast	dm_glm	0.36671962697780774		0.3695005932691784	12	7.0	myeloid	11.484157730792013	True	diagnostic_dm_lrt_mpr	p_from_LRT	15.0			True		4.0	8.0	0.9774936358403231	128		52	not_primary
GSE207422	hu_collapsed	mpr	myeloid	myeloid	dm_glm	0.0			12	7.0	myeloid	11.484157730792013	True	diagnostic_dm_lrt_mpr	p_from_LRT	15.0			True		4.0	8.0		128		52	not_primary
GSE207422	hu_collapsed	mpr	other	other	dm_glm	0.13585903219517254		0.7176884795052751	12	7.0	myeloid	11.484157730792013	True	diagnostic_dm_lrt_mpr	p_from_LRT	15.0			True		4.0	8.0	0.9774936358403231	128		52	not_primary
GSE207422	hu_collapsed	mpr	stromal	stromal	dm_glm	0.18497476656537631		0.6337231140092916	12	7.0	myeloid	11.484157730792013	True	diagnostic_dm_lrt_mpr	p_from_LRT	15.0			True		4.0	8.0	0.9774936358403231	128		52	not_primary
GSE207422	hu_collapsed	mpr	TLS	TLS	alr_lm	0.9203306643287642	1.2204817535077472	0.4508062119851549	12		myeloid		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE207422	hu_collapsed	mpr	TNK	TNK	alr_lm	0.9678847135007055	0.6518733707397429	0.1376036684327809	12		myeloid		True	companion_alr	HC3								0.9348933687532925	306		52	not_recovered
GSE207422	hu_collapsed	mpr	epithelial	epithelial	alr_lm	0.5643949178282239	1.1185123936092203	0.6138438521108371	12		myeloid		True	companion_alr	HC3								1.0	306		52	not_primary
GSE207422	hu_collapsed	mpr	mast	mast	alr_lm	1.1959215610837408	0.5476215851979809	0.028973518792980563	12		myeloid		True	companion_alr	HC3								0.7388247292210043	306		52	not_primary
GSE207422	hu_collapsed	mpr	myeloid	myeloid	alr_lm	0.0	0.0	1.0	12		myeloid		True	companion_alr	reference								1.0	306		52	not_primary
GSE207422	hu_collapsed	mpr	other	other	alr_lm	0.4083625883564211	0.7527808039754553	0.587493318050778	12		myeloid		True	companion_alr	HC3								1.0	306		52	not_primary
GSE207422	hu_collapsed	mpr	stromal	stromal	alr_lm	0.5265465497070395	0.6153419921952794	0.39216517255949646	12		myeloid		True	companion_alr	HC3								1.0	306		52	not_primary
GSE207422	hu_collapsed	mpr	TLS	TLS	fraction_mwu	0.0825338160600331		0.6828282828282828	12				True	companion_fraction_naive	U=19.0; median_high-low								0.9781548294479937	464		52	not_recovered
GSE207422	hu_collapsed	mpr	TNK	TNK	fraction_mwu	0.1636493303280685		0.5696969696969697	12				True	companion_fraction_naive	U=20.0; median_high-low								0.9781548294479937	464		52	not_recovered
GSE207422	hu_collapsed	mpr	epithelial	epithelial	fraction_mwu	0.025216929686896296		0.8080808080808081	12				True	companion_fraction_naive	U=18.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE207422	hu_collapsed	mpr	mast	mast	fraction_mwu	0.0043175603172410084		0.1090909090909091	12				True	companion_fraction_naive	U=26.0; median_high-low								0.8693208430913348	464		52	not_primary
GSE207422	hu_collapsed	mpr	myeloid	myeloid	fraction_mwu	-0.0350046177865907		0.5696969696969697	12				True	companion_fraction_naive	U=12.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE207422	hu_collapsed	mpr	other	other	fraction_mwu	-0.004349690948146946		0.6828282828282828	12				True	companion_fraction_naive	U=13.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE207422	hu_collapsed	mpr	stromal	stromal	fraction_mwu	0.0024058659973960304		0.5696969696969697	12				True	companion_fraction_naive	U=20.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE207422	hu_markers	tacstd2_high	B	TLS	dm_glm	-1.18558064467649		0.005291355885356228	10	11.0	myeloid	16.475356779062768	True	diagnostic_dm_lrt	p_from_LRT	15.0	5.0	5.0	True				0.10204757778901297	135		52	not_recovered
GSE207422	hu_markers	tacstd2_high	NK	TNK	dm_glm	0.07792669182999434		0.9134015775114238	10	11.0	myeloid	16.475356779062768	True	diagnostic_dm_lrt	p_from_LRT	15.0	5.0	5.0	True				0.9852833781600414	135		52	not_recovered
GSE207422	hu_markers	tacstd2_high	T	TNK	dm_glm	-0.8815588904734565		0.008712774275542267	10	11.0	myeloid	16.475356779062768	True	diagnostic_dm_lrt	p_from_LRT	15.0	5.0	5.0	True				0.14702806589977577	135		52	not_recovered
GSE207422	hu_markers	tacstd2_high	endothelial	endothelial	dm_glm	-0.27963608534828577		0.5170500785969339	10	11.0	myeloid	16.475356779062768	True	diagnostic_dm_lrt	p_from_LRT	15.0	5.0	5.0	True				0.9794957186143313	135		52	not_primary
GSE207422	hu_markers	tacstd2_high	epithelial	epithelial	dm_glm	0.6876127859340176		0.19919826278799296	10	11.0	myeloid	16.475356779062768	True	diagnostic_dm_lrt	p_from_LRT	15.0	5.0	5.0	True				0.8674763056896467	135		52	not_primary
GSE207422	hu_markers	tacstd2_high	fibroblast	fibroblast	dm_glm	-0.03417499223022989		0.9168631467876909	10	11.0	myeloid	16.475356779062768	True	diagnostic_dm_lrt	p_from_LRT	15.0	5.0	5.0	True				0.9852833781600414	135		52	not_primary
GSE207422	hu_markers	tacstd2_high	mast	mast	dm_glm	-0.36916516898759394		0.37339778354461683	10	11.0	myeloid	16.475356779062768	True	diagnostic_dm_lrt	p_from_LRT	15.0	5.0	5.0	True				0.9794957186143313	135		52	not_primary
GSE207422	hu_markers	tacstd2_high	myeloid	myeloid	dm_glm	0.0			10	11.0	myeloid	16.475356779062768	True	diagnostic_dm_lrt	p_from_LRT	15.0	5.0	5.0	True					135		52	not_primary
GSE207422	hu_markers	tacstd2_high	neutrophil	neutrophil	dm_glm	-0.3212022094240738		0.3392054552000197	10	11.0	myeloid	16.475356779062768	True	diagnostic_dm_lrt	p_from_LRT	15.0	5.0	5.0	True				0.9794957186143313	135		52	not_primary
GSE207422	hu_markers	tacstd2_high	other	other	dm_glm	-0.32948041198086264		0.367450032322451	10	11.0	myeloid	16.475356779062768	True	diagnostic_dm_lrt	p_from_LRT	15.0	5.0	5.0	True				0.9794957186143313	135		52	not_primary
GSE207422	hu_markers	tacstd2_high	plasma	TLS	dm_glm	-0.27819648420454374		0.4748091657503951	10	11.0	myeloid	16.475356779062768	True	diagnostic_dm_lrt	p_from_LRT	15.0	5.0	5.0	True				0.9794957186143313	135		52	not_recovered
GSE207422	hu_markers	tacstd2_high	B	TLS	alr_perm	-2.5589676167684225	1.0398707257440603	0.031746031746031744	10		myeloid		True	primary_tacstd2	HC3;p_patient_perm					0.031746031746031744			0.5158730158730158	52	1.0	52	not_recovered
GSE207422	hu_markers	tacstd2_high	NK	TNK	alr_perm	-0.28567798377696735	0.6626453081002306	0.6428571428571429	10		myeloid		True	primary_tacstd2	HC3;p_patient_perm					0.6428571428571429			0.9469226425748165	52	1.0	52	not_recovered
GSE207422	hu_markers	tacstd2_high	T	TNK	alr_perm	-1.5853630442589197	0.749504919532244	0.03968253968253968	10		myeloid		True	primary_tacstd2	HC3;p_patient_perm					0.03968253968253968			0.5158730158730158	52	1.0	52	not_recovered
GSE207422	hu_markers	tacstd2_high	endothelial	endothelial	alr_perm	-0.8820453553795244	0.6979636853163943	0.20632298867815646	10		myeloid		True	secondary_tacstd2_other_types	HC3								0.746731897193611	106		52	not_primary
GSE207422	hu_markers	tacstd2_high	epithelial	epithelial	alr_perm	0.6739924880360944	0.9276215898357367	0.467482495457773	10		myeloid		True	secondary_tacstd2_other_types	HC3								0.9216388828054569	106		52	not_primary
GSE207422	hu_markers	tacstd2_high	fibroblast	fibroblast	alr_perm	-0.035344759609973464	0.9993071568172239	0.9717852923763763	10		myeloid		True	secondary_tacstd2_other_types	HC3								1.0	106		52	not_primary
GSE207422	hu_markers	tacstd2_high	mast	mast	alr_perm	-1.2071544372977925	0.5015858402225671	0.016098459589739086	10		myeloid		True	secondary_tacstd2_other_types	HC3								0.3137100685845345	106		52	not_primary
GSE207422	hu_markers	tacstd2_high	myeloid	myeloid	alr_perm	0.0	0.0	1.0	10		myeloid		True	secondary_tacstd2_other_types	reference								1.0	106		52	not_primary
