sample	patient	fov	n_qc	n_epi	n_cd8	in_module_universe	in_spatial_universe	cldn4_ac_z	cldn4_ac_fdr	n_sig_genes	median_nn_um	rho_samecell_cldn4_cd8tx	delta_cd8_domain	domain_epi_purity	domain_max_frac	hs_fine_sign_agrees	hs_program_sign_agrees	rho_cldn4_50	rho_hs_fine_50	rho_keratin_50	rho_resid_50	rho_adhesion_50	rho_adhesion_wo_50	rho_hs_program_50	rho_hmrf_fine_50	rho_hmrf_program_50	rho_cldn4_100
Lung5_Rep3	Lung5	15	2551	787	118	True	True	26.8513316736374	1.0279476625643132e-157	516	9.505977067087844	0.0261996899917619	-0.0505353319057815	1.0	0.3704429635437083	1.0	1.0	-0.2978634847212245	-0.4747587523568595	-0.3728009881556929	-0.1424007924597183	-0.3239718085611974	-0.2940997246960097	-0.4859290057398108	-0.423340702748566	-0.423340702748566	-0.2865894485643133
Lung5_Rep3	Lung5	16	4301	1164	162	True	True	15.462125802280918	2.11272173359832e-53	514	7.862518680422959	-0.0040375218687174	-0.0417769384742185	0.9865771812080536	0.2690072076261334	1.0	1.0	-0.2105887334875305	-0.6206015197379694	-0.495204808341349	0.068629529383878	-0.4083956412296157	-0.4068154096142817	-0.6653903887927086			-0.1310014398284614
Lung5_Rep3	Lung5	17	3213	1234	154	True	True	28.479851209351057	1.4070395751960227e-177	605	8.643749186550938	0.0342619665939224	-0.0619718309859154	1.0	0.420479302832244	1.0	1.0	-0.087345794246899	-0.3101661662411845	-0.3418673158711877	0.0664395060108871	-0.2965740353042249	-0.335756750821375	-0.3151705021261785			-0.0675198480315798
Lung5_Rep3	Lung5	18	2651	736	25	True	True	5.772222697744881	4.037362265433974e-08	245	9.39110217173682	0.0631648431826133	-0.0101296596434359	0.9398907103825136	0.3270463975858166	1.0		-0.0936244732238311	-0.1635048316112292	-0.0664004589436415	-0.0242984600588514	-0.0362989108888274	0.0045684036559289				-0.0740899797689387
Lung5_Rep3	Lung5	19	2712	647	140	True	True	10.299043729486298	3.1053905837852273e-24	430	9.224012142229649	0.0279652612987509	-0.053557765876052	1.0	0.3141592920353982	1.0	1.0	-0.0712733555569813	-0.1672539463067676	-0.083487066289478	-0.0263775931977731	-0.0421560289394565	-0.0166767615225356	-0.1722691153202387			0.021400167673575
Lung5_Rep3	Lung5	20	3713	584	227	True	True	5.861951066361492	7.246888715487748e-09	536	7.9077177491359665	0.0399736369983204	-0.0642695356738391	0.9392265193370166	0.3493132238082413	1.0	1.0	-0.1437135380428214	-0.474984997472574	-0.2440525880449896	0.0033713456942645	-0.2118328455041483	-0.186633283544672	-0.4951878257489824			-0.1447051975762126
Lung5_Rep3	Lung5	21	3121	260	150	True	True	4.461801205324102	1.4721256962611955e-05	414	8.47339365307667	-0.0161436569499138	-0.0043694268281205	0.2154696132596685	0.2765139378404357	1.0	1.0	-0.0554855407788493	-0.1883631848793717	-0.1117559908250423	0.0027181508105384	-0.053305150767969	-0.0749658824466632	-0.3569365767228379			-0.0284940498871319
Lung5_Rep3	Lung5	22	2664	239	150	True	True	17.237301334377246	1.9679121812269602e-65	396	9.052046661082583	-0.0099883083331657	-0.0576258163657318	0.9508196721311476	0.4804804804804805	1.0	1.0	-0.2388939345442077	-0.406957027043325	-0.256196131707753	-0.1340455178464047	-0.2389965840211605	-0.2300289154676877	-0.3860878744301751			0.0390374098960173
Lung5_Rep3	Lung5	23	2874	194	152	True	True	-1.7665811120246249	0.9771056145638172	435	8.776730550054786	-0.0087931512406846	-0.0092059468053108	0.2426470588235294	0.2985386221294363			-0.136202430006873		-0.053273291888807	-0.0488097490308014	-0.085454089141087	-0.0390295907310743				-0.0991539068814452
Lung5_Rep3	Lung5	24	2582	292	124	True	True	3.528774100461247	0.0008455480400792	364	9.087772004182323	0.0095832224373999	-0.0161709119474855	0.2938388625592417	0.3117738187451588	1.0		-0.1218941937220897	-0.3951709344891031	-0.1576326439862137	0.0558314475760036	-0.0704417837925353	-0.0098827914050001				-0.0741854912341121
Lung5_Rep3	Lung5	25	4051	281	176	True	True	-0.1841682881831809	0.7450765401188344	326	7.562142553536002	0.0127172631657898	-0.0341151329535416	0.1101766190075693	0.2935077758578129			0.0572294045590782		0.0152746492592162	0.001850623810511	-0.0038099719886833	-0.0347253321250572				0.0090011481528332
Lung5_Rep3	Lung5	26	3546	1167	160	True	True	26.533499209806948	1.691469448620747e-154	643	8.31124539404294	0.0617576376456746	-0.0592153960029607	0.9964454976303316	0.2949802594472645	1.0	1.0	-0.1301505553238429	-0.3675625081370453	-0.2395293029711932	-0.0393114369821831	-0.2530075450025045	-0.2914896973186639	-0.5879539211787361	-0.318963743284255	-0.318963743284255	-0.132014778431559
Lung5_Rep3	Lung5	27	3745	2323	72	True	True	41.15257241323658	0.0	551	8.027677123551992	0.0676631438034863	-0.0346987951807228	1.0	0.4459279038718291	1.0	1.0	-0.188483723315285	-0.5276242473979245	-0.170212594113537	-0.1359561396833426	-0.2607271731838932	-0.2167464609154196	-0.5229180120133702	-0.1881508808475192	-0.1881508808475192	-0.1759422642027308
Lung5_Rep3	Lung5	28	3672	1319	163	True	True	33.29620202312013	2.363333171398369e-242	685	8.338489071768338	0.0588194165797743	-0.0595577386364701	0.9869608826479438	0.3404139433551198	1.0	1.0	-0.1952937852214276	-0.5630867415199292	-0.3400791604096684	-0.0567845638686783	-0.3718544933159993	-0.3940227625417617	-0.6487667621764284	-0.5136487425690712	-0.5136487425690712	-0.1391712155506856
Lung5_Rep3	Lung5	29	2857	723	86	True	True	33.74039040950049	4.175941468942879e-248	496	8.905908151334145	0.0317019570740296	-0.033946931523607	0.9838056680161944	0.392369618480924	1.0	1.0	-0.1534129244739102	-0.3224292962001225	-0.0871380594166597	-0.1169916596224373	-0.1803016210930554	-0.1301473437280614	-0.3688722954499663	-0.1735884319651441		-0.0729764498650812
Lung5_Rep3	Lung5	30	4568	342	304	True	True	-1.1726978767245415	0.9309369879428014	389	7.517020686415596	-0.0148294623532503	-0.0469061186338223	0.1304974765681326	0.3036339754816112			-0.0559152615377606		0.0871490127814425	0.0445813572578251	-0.076769744070653	-0.0429981613501074				-0.0420316959859452
Lung6	Lung6	1	2607	2327	3	True	False	1.8148133952376675	0.0956597242287243	318	10.416698133285806	0.0435180824682128															
Lung6	Lung6	2	3456	3282	3	True	False	9.244349971381103	6.566701630034752e-20	423	9.67656964011524	0.0293371374441175				1.0											
Lung6	Lung6	3	3278	3027	8	True	True	13.685281993602942	5.2346903967165945e-42	413	9.784783545665777	0.0054943437092347	-0.0028278543655001	0.9977728285077953	0.7114093959731543	1.0	1.0	0.0038142291169225	-0.0352321041760464	-0.0278277129389837	0.0132039081135384	-0.0114060847278893	-0.0180633873892211	-0.0265458321604848			-0.0159992535451596
Lung6	Lung6	4	3263	2851	11	True	True	17.253109211913046	4.206401632399597e-66	453	9.821140463306692	0.0088002742057032	-0.00402635431918	0.992467043314501	0.6346920012258658	1.0	1.0	0.02893059713418	0.0062407602745661	-0.0923805349677427	0.0794083604003727	-0.0470402996209228	-0.0639808267003514	0.0199294264181516			-0.0099325398321446
Lung6	Lung6	5	3004	2705	23	True	True	33.33518224542197	7.963011953105541e-243	517	10.132896920427047	0.0210725821667503	-0.0101500441306266	1.0	0.5785619174434088	1.0	1.0	0.0267944330650484	0.0183905868683968	-0.0430401107348796	0.0439631044967372	-0.0145981586225019	-0.0223589489667376	-0.0675550958720537			0.0417313585679973
Lung6	Lung6	6	3311	3110	6	True	True	4.320926787942881	2.3903880550331057e-05	432	9.79305876628952	0.0486751346263574	-0.0019436345966958	0.7678571428571429	0.7034128662035639	1.0		-0.0258990609172582	0.0585310402520645	-0.0241301946267163	-0.0043849927103449	-0.0235629622526206	-0.0182852445671506				-0.0067045817617033
Lung6	Lung6	7	3430	3208	6	True	True	12.717859257071956	2.1929769978278977e-36	392	9.54	0.0231506451418272	-0.0020498804236419	1.0	0.7183673469387755	1.0	1.0	0.0096880865897885	0.067437222895182	0.0035995949644167	0.0001598519971869	0.0083970577714481	0.0014813535925831	0.0226654478904194			-0.0107284525909224
Lung6	Lung6	8	3154	2857	7	True	True	21.869385478723228	2.440202273513313e-105	496	9.922882108470152	0.017860296088957	-0.0027173913043478	1.0	0.5326569435637286	1.0	1.0	-0.0460526665864448	0.0052337871807553	-0.0467057246062829	-0.0029137088724245	-0.0965579602085673	-0.0962995063558329	-0.0183677207240909			0.0275251406266555
Lung6	Lung6	9	3212	2626	10	True	True	12.44940830280967	4.7961104139765336e-35	453	9.505977067087844	0.0193975468517132	-0.0038639876352395	0.9519230769230768	0.5330012453300125	1.0	1.0	0.0378832715108944	0.180962704412777	-0.0360294291894667	0.0528640111040457	-0.0057074271993285	-0.0232462717172637	0.110534297275486			-0.0028541244587248
Lung6	Lung6	10	2578	1135	8	True	True	2.1220594166814744	0.0531895182395026	304	9.84749714394475	-0.009922778493242	-0.0035810205908683	0.997093023255814	0.2979053529868115			-0.0212910706006839		-0.0852643459595994	0.0558648561148493	-0.045128775451877	-0.0482415068456871				-0.0078047905243296
Lung6	Lung6	11	2631	2540	0	True	False	5.70031900681657	7.6533399428646e-08	171	10.120098813746829	0.0152304908614465				1.0											
Lung6	Lung6	12	3207	3016	5	True	True	10.75191390956519	1.7413357896862054e-26	449	9.9	0.037033436146209	-0.00169664065151	1.0	0.5625194886186468	1.0	1.0	0.0113271822427048	0.1007239550752448	-0.0332809480675121	0.0321106773229025	-0.0030969128733682	-0.0042054767786244	0.1250161352242328			0.091542639257889
Lung6	Lung6	13	2681	1871	22	True	True	1.3652193732536586	0.1639848677031844	400	10.062305898749052	0.0075062697950681	-0.0046384204031262	0.728	0.4912346139500186			0.0093060863848259		-0.1219173451791559	0.1069014063109292	-0.1001391910902693	-0.1159895740723283				-0.001507875176312
Lung6	Lung6	14	2805	1206	72	True	True	11.21382591598524	1.101423522418084e-28	489	9.636306346313404	0.0062773638899188	-0.0308615516502357	1.0	0.3454545454545454	1.0		0.014044600400783	-0.1144666536669736	-0.0173818520969152	0.0358962227329727	-0.1295645168228004	-0.1505151551215133				-0.0131605396445822
Lung6	Lung6	15	2369	364	64	True	True	4.750372785897244	5.156622081244993e-06	349	10.711134393704524	0.0169850967115334	-0.0304229468163894	0.4316939890710382	0.5259603208104685	1.0	1.0	0.0009139558874876	-0.0632341136750173	0.1096901227869197	-0.0829791392738272	-0.0168841881928576	-0.0156456575712633	0.0281360709231227			0.0115657736942312
Lung6	Lung6	16	2668	2071	15	True	True	6.868012494655309	1.6446952557437655e-11	430	9.997699735439149	0.043277866722129	-0.0076804915514592	1.0	0.3497001499250375	1.0		0.0184232601852152	0.1606611648298731	-0.0496699635379645	0.0549527144889738	-0.0150229493190793	-0.0180450420585401				0.0148548351753979
Lung6	Lung6	17	3167	2893	4	True	False	6.367431158161633	5.991281334306162e-10	332	9.93104224137628	0.0220110685295962				1.0											
Lung6	Lung6	18	3432	3022	13	True	True	15.469935389795284	1.9684475423652462e-53	474	9.67656964011524	0.0042537542393918	-0.0042400521852576	1.0	0.664918414918415	1.0	1.0	0.0649950104976494	0.2630548697422351	-0.0710829257822167	0.0995749362663348	-0.0560702979006894	-0.1022628792543104	0.2441859300557602			0.0966798756430123
Lung6	Lung6	19	2758	2073	27	True	True	12.043935999300173	4.726472539121134e-33	567	9.914716334822696	0.0499591845380094	-0.0105633802816901	0.8118811881188119	0.4749818709209572	1.0		0.0748594907774942	0.0683995063483958	-0.1070024135457652	0.1074802457224742	-0.0694926568823925	-0.1254866361417675				0.104483164223829
Lung6	Lung6	20	2439	1145	30	True	True	3.1251864435280114	0.0024579928053888	434	10.66110688437181	0.0217682419169414	-0.013089005235602	0.8503401360544217	0.3874538745387454	1.0	1.0	0.0227956787364688	-0.0151235233119273	0.0336525460497878	-0.0169048686585646	-0.0487482798477365	-0.0669516193714509	0.3303218329593115			0.0012662840799349
Lung6	Lung6	21	2842	2326	8	True	True	12.70060939253669	1.7067944618624474e-36	473	10.195057626124534	0.0553376136372048	-0.0034888791975577	1.0	0.4936664320900774	1.0		0.0319238232792924	0.1299413191761498	-0.0550215402317613	0.0642360967054799	0.0180671763490334	0.004728704317353				0.0925261690616418
Lung6	Lung6	22	3127	2978	4	True	False	38.32201140180934	0.0	478	9.55357524699523	0.0548352561940037				1.0	1.0										
Lung6	Lung6	23	3845	3704	4	True	False	10.14032893898254	1.0708258953565858e-23	458	8.885876433982189	0.0328565686312571				1.0											
Lung6	Lung6	24	3590	3329	9	True	True	6.055224777902126	2.511433870578243e-09	479	9.335737785520756	-0.0031146471954881	-0.0031013094417643	1.0	0.6476323119777159			0.0514351280407669		-0.0302657152572604	0.0686649834265157	-0.0804513232780559	-0.1138838815504983				0.0315624689210519
Lung6	Lung6	25	2515	1226	47	True	True	4.893013980720737	1.5326561944152571e-06	510	10.348043293299462	-0.0022491496179188	-0.016624006375406	0.8517110266159695	0.2926441351888668	1.0		0.0843623998213802	-0.1848624521263969	0.0817148648353293	0.0223357691628554	-0.0017772256190557	-0.0421438213501613				0.0667102012244624
Lung6	Lung6	26	2830	2252	19	True	True	6.4935635453834415	1.3457559737358462e-10	510	10.215693809037152	0.0377921848529537	0.0212311376769468	0.6164383561643836	0.5484098939929328	1.0	1.0	0.013688251077865	-0.1809942104947315	-0.0249026231912545	0.0134683596238902	0.0158271028164121	0.014105580071886	-0.1289827407670324			0.0108488975323858
Lung6	Lung6	27	3128	2935	6	True	True	24.63052797091413	3.808523842801456e-133	489	9.743305393961537	0.0489193813926384	-0.0023677979479084	1.0	0.6000639386189258	1.0	1.0	-0.0407514045488762	-0.2471449391821992	0.0562676021556381	-0.0586364815612675	-0.0346259719836408	-0.0237247151956614	-0.2618795111123841			-0.0652397977853184
Lung6	Lung6	28	3072	2849	8	True	True	6.628959444993598	5.922244153940326e-11	548	9.741642571969065	0.0885335796976299	-0.0044198895027624	1.0	0.4108072916666667	1.0		-0.0059638190359288	-0.0546853096057504	0.0120340604799153	-0.0190250325617517	-0.0259262473040694	-0.0297300214229564				0.0358989472736254
Lung6	Lung6	29	3270	3136	3	True	False	22.308499051688973	2.716254122446972e-109	419	9.591651691505142	0.0668449224808705				1.0	1.0										
Lung6	Lung6	30	2457	1506	27	True	True	7.452967121439988	1.9644276296572737e-13	488	10.120098813746829	0.0221392823707213	-0.0096480702540909	0.8812154696132597	0.2857142857142857	1.0	1.0	0.1487341085033034	0.4171387113434247	-0.0465952860423991	0.1462913013973841	-0.0328380249481934	-0.075494391869483	0.412110714046926			0.2056512462758631
Lung9_Rep1	Lung9	1	5109	2084	113	True	True	20.71123472389768	1.965378550442635e-94	488	7.664280788175756	0.0292711320409634	-0.021469105530307	0.8298217179902755	0.2397729496966138	1.0	1.0	-0.1629349426652173	-0.3601691448539905	0.0429974447176386	-0.1477795305847137	-0.1758406500361228	-0.1532091734516689	-0.3565882821025126	-0.3280808486149034	-0.3280808486149034	-0.2273712686075533
Lung9_Rep1	Lung9	2	4675	2053	93	True	True	35.14822586118012	1.4485168019782045e-269	551	8.089993819527923	0.0919981525131864	-0.0178171158535814	0.9027027027027028	0.3989304812834224	1.0	1.0	-0.1274300659705803	-0.2780024177989522	0.0115058256553407	-0.1174358738046529	-0.1161486111042415	-0.0735032095096303	-0.2783168113204332	-0.2247246144871476	-0.2247246144871476	-0.1113396905997199
Lung9_Rep1	Lung9	3	4722	1221	125	True	True	3.0329126706608047	0.0071324372387255	217	8.149846624323676	0.0347538004790441	-0.0233718877656431	0.752851711026616	0.4457856840321897	1.0		0.0441830338045919	0.0004891352260524	0.0421972486399545	0.000654328028506	0.0455152482019355	0.018630019810561				0.0759063626622304
Lung9_Rep1	Lung9	4	5069	1490	94	True	True	21.15437795159493	2.7820443755293788e-98	414	7.814985604593268	0.0325283127798946	-0.0074949913043903	0.8728323699421965	0.470112448214638	1.0	1.0	-0.1559312796296786	-0.2395560758132745	-0.0154496883745884	-0.1238868237581921	-0.1672674568054709	-0.1472532935325033	-0.2106402469899053			-0.1996479676934584
Lung9_Rep1	Lung9	5	3825	2288	42	True	True	18.04265148508098	5.545513530681648e-72	392	8.538149682454623	0.08508928639393	-0.0079385642930143	0.8661887694145759	0.377516339869281	1.0	1.0	-0.0294482745309642	-0.3035921911181767	0.0159660765913369	-0.033881897864029	-0.0706902947643539	-0.0738127242605858	-0.2331878187543733	-0.1105509346325221	-0.1105509346325221	-0.053411792765967
Lung9_Rep1	Lung9	6	4013	1763	63	True	True	20.340360926572515	2.4660231724678127e-91	534	8.461914676951075	0.1323237581308293	-0.0033672804654446	0.8398914518317503	0.367306254672315	1.0	1.0	-0.0444754939608128	-0.0790002607027954	0.0571188154503436	-0.0526189772882502	-0.0838413627862735	-0.0916120568140775	-0.0755019321693676	-0.0613211319012612	-0.0613211319012612	-0.00620252385029
Lung9_Rep1	Lung9	7	5326	1867	134	True	True	26.71785772534651	2.375108056762657e-156	542	7.639934481128532	0.0909107887916171	-0.0219746465451862	0.8696883852691218	0.420390536988359	1.0	1.0	-0.2654338991330908	-0.515832977489781	-0.0334479975057245	-0.2409455803402089	-0.2903528347792139	-0.2365920867463562	-0.5177869468709965	-0.4350353445344975	-0.4350353445344975	-0.2995024429955787
Lung9_Rep1	Lung9	8	4386	1921	54	True	True	28.317259083154664	1.0819830840693428e-175	595	8.244707393231126	0.1621396372153078	0.0073318520781881	0.8238267148014441	0.347469220246238	1.0	1.0	0.0080845546145477	0.1824910078618976	-0.0612877723754866	0.0199291184048566	0.0148920973731427	0.0286989547346198	0.172329866335325	0.1406147073134318	0.1406147073134318	0.1199132971335806
Lung9_Rep1	Lung9	9	4046	2224	37	True	True	32.64333780985354	7.356655552347548e-233	591	8.32195884708832	0.0741063939936577	-0.0060024009603841	0.8543417366946778	0.4045971329708354	1.0	1.0	-0.0609663220143715	-0.2548113317082567	-0.0491010018671665	-0.0584757910016234	-0.0824542576421121	-0.0565523483904487	-0.2230783521628694	0.0907987807605827	0.0907987807605827	-0.034371453620359
Lung9_Rep1	Lung9	10	4313	1656	96	True	True	23.25743073924786	6.75621152536771e-119	549	8.05990074380572	0.093686271324686	-0.0051596516163712	0.7839721254355401	0.332715047530721	1.0	1.0	-0.0402684558271528	0.0048244698744708	-0.0956848723009864	-0.016583249366561	-0.0653709493547494	-0.0542108972255434	0.0112428044844024	-0.0697317607474617	-0.0697317607474617	-0.0566437330861831
Lung9_Rep1	Lung9	11	4218	1438	56	True	True	24.89951467325075	8.81650074591185e-136	458	8.158786130866977	0.1161155502417838	-0.0068965498188978	0.7873227689741451	0.296823138928402	1.0	1.0	-0.0627438869660649	-0.2077052900916856	0.0318775176711647	-0.0686784437544716	-0.0878371479429345	-0.0741582220464713	-0.19317298203324	-0.1486093303811738	-0.1486093303811738	-0.0285353060412864
Lung9_Rep1	Lung9	12	3708	1657	49	True	True	25.184031379733383	4.7159477009743366e-139	498	8.613710002083886	0.1479837771364498	0.0111492652617993	0.7968465736810187	0.4447141316073354	1.0	1.0	0.0616116653771075	-0.0522109410910794	0.0349367968968426	0.0553212188452424	0.0847060833046917	0.0710015637056673	-0.0074815576464507	0.0397303920561068	0.0397303920561068	0.104512404813637
Lung9_Rep1	Lung9	13	4946	2179	109	True	True	48.123602775122414	0.0	604	7.9077177491359665	0.0689327821078577	-0.0089500078518308	0.800810654313839	0.3491710473109583	1.0	1.0	-0.0601064719831218	-0.2254333009328562	-0.0790557908149335	-0.046127907415014	-0.0664063952707843	-0.0295585381063446	-0.0122291889408128	0.1209067353171982	0.1209067353171982	-0.0670566919832332
Lung9_Rep1	Lung9	14	4207	2108	77	True	True	31.195248028568383	6.591423664172029e-213	561	8.528657573147136	0.0652374836904299	-0.01693069511783	0.8094236432477914	0.5650106964582838	1.0	1.0	-0.0301742078769765	-0.0383919081579159	-0.0412910865245132	-0.0281169355566051	-0.0393271853532925	-0.0333721911307919	-0.0196976992022381	0.0478493314722077	0.0478493314722077	0.0279844405583523
Lung9_Rep1	Lung9	15	4162	2316	70	True	True	34.42528413226112	9.5593027817713e-259	684	8.400428560496184	0.066857930834609	-0.0113596339161397	0.8581081081081081	0.3056222969726093	1.0	1.0	0.0070217341026345	-0.3531195134112233	-0.0954573045109302	0.0208665417235153	-0.0181265819160016	-0.0136027108589451	-0.3589434035372536	0.187626187984517	0.187626187984517	0.0843891812860731
Lung9_Rep1	Lung9	16	4045	1822	57	True	True	32.18988332032973	2.794482906714594e-226	503	8.131937038615092	0.1141944183123376	-0.0090674729561247	0.8747993579454254	0.3320148331273176	1.0	1.0	-0.1081780221737108	-0.2789389091265603	-0.1348319231555581	-0.080835852898087	-0.1278062419555116	-0.1084408325328503	-0.281396116126241	-0.1198439686043406	-0.1198439686043406	-0.1122906896404887
Lung9_Rep1	Lung9	17	4332	2571	49	True	True	32.87913529337578	2.139515112521453e-236	676	8.2975900115636	0.0978781324805327	-0.0126247351804681	0.9003516998827668	0.3335641735918744	1.0	1.0	-0.0502908201218815	-0.1610741739617351	-0.0795994368442027	-0.0398552734087786	-0.066654424524952	-0.045214564920025	-0.0135156398601354	0.0622921689712252	0.0622921689712252	0.0360986128943204
Lung9_Rep1	Lung9	18	4227	2907	37	True	True	26.451648038951816	1.6437111465985233e-153	632	8.2975900115636	0.1064802618494139	-0.0101959924384701	0.9226957383548068	0.4144783534421575	1.0	1.0	-0.0632594022313231	-0.1132065631228236	-0.113652649266962	-0.0464164223276218	-0.0735597319533339	-0.0462769460705559	0.0274811157490949	-0.0080549053158992	-0.0080549053158992	-0.0290727620894255
Lung9_Rep1	Lung9	19	4323	2731	54	True	True	34.816934177735	8.746025873208709e-265	795	8.375320889374926	0.0476528697707471	-0.0125700494948255	0.9145907473309608	0.3326393708073097	1.0	1.0	-0.1165326495089309	-0.0887345345018234	-0.0938901007882591	-0.0931168526858695	-0.1335683980787142	-0.1089728386531427	-0.1080422043766029	-0.098298888181707	-0.098298888181707	-0.170322650752329
Lung9_Rep1	Lung9	20	3965	3097	31	True	True	29.139239437117972	7.03723796001933e-186	675	8.557102313283393	0.0623190103752514	-0.0095486740177662	0.9380127620783956	0.4615384615384615	1.0	1.0	-0.0828865549057727	-0.3652617188330469	-0.1464130657130172	-0.0597540836535549	-0.1158699036892453	-0.0890609011433192	-0.3652617188330469	-0.2210497617934514		-0.0390753994783912
Lung9_Rep2	Lung9	1	3246	1981	28	True	True	11.701537199722422	2.1456916589835626e-30	201	8.656858552615954	0.0060174319003533	-0.0063519594522976	0.8324786324786325	0.4313000616142945	1.0	1.0	-0.0325506108522361	-0.1383219055533475	-0.0375618277247594	0.0107091929492928	-0.047853827609325	-0.0376893071131047	-0.1886514371786913			-0.013537391961854
Lung9_Rep2	Lung9	2	3458	2311	29	True	True	24.85628987768441	2.041005245109449e-135	417	8.909545442950499	0.0721606191890101	-0.0093394502256536	0.9530864197530864	0.4389820705610179	1.0	1.0	-0.0868335288042252	-0.3978295244904025	-0.1860866234384926	-0.0480767627523622	-0.1381403846535268	-0.1103889261184253	-0.3936214284846493	-0.0633016145465912		-0.0907024670564255
Lung9_Rep2	Lung9	3	3996	2411	53	True	True	29.311526307636964	7.244505459306438e-188	497	8.2975900115636	0.0560314155886872	-0.0145044390606914	0.9488243430152145	0.4224224224224224	1.0	1.0	-0.0963890053920677	-0.4116741640741153	-0.1186099114478321	-0.072836005075235	-0.0951425771815855	-0.0554978385638332	-0.3776949036862098	-0.0404430697418792	-0.0404430697418792	-0.0929292644762277
Lung9_Rep2	Lung9	4	3096	2419	11	True	True	25.36102344463245	1.1242257784530633e-140	497	9.0448880590088	0.0385026787340931	-0.0040234089246525	0.9806629834254144	0.334625322997416	1.0	1.0	-0.1780337666339565	-0.3379668483092377	-0.1456508426645833	-0.1393554470553409	-0.185044459159001	-0.136876159737801	-0.3222969457748704	-0.1883434862871878	-0.1883434862871878	-0.1858541954197114
Lung9_Rep2	Lung9	5	3514	2903	19	True	True	16.599447490422197	6.752195097803771e-61	355	8.294660416042966	0.0524427754839474	-0.0072713356295445	0.9689234184239732	0.4849174729652817	1.0	1.0	-0.0523428208506152	-0.2308817326273431	-0.0890475007216527	-0.0355501920433147	-0.0753939588621524	-0.0641898340325508	-0.2124656242847224			-0.0479749259036969
Lung9_Rep2	Lung9	6	2174	1526	15	True	True	14.936753707858054	2.224492267448599e-49	362	9.25382066690838	0.0535914700187441	-0.0053703200688125	0.9271356783919598	0.4084636614535418	1.0		-0.0909946647818331	-0.2957724188418825	-0.0847428190222333	-0.0659502804762244	-0.1127113496585381	-0.0947566637706166		-0.0311351260708492	-0.0311351260708492	-0.0626584488845218
Lung9_Rep2	Lung9	7	2750	1982	16	True	True	24.864258401142752	3.626301146374005e-135	374	9.290511288406035	0.0265597543274899	-0.0078895463510848	0.945983379501385	0.4138181818181818	1.0	1.0	-0.0688161867806395	-0.4392016006815824	-0.1100316911220969	-0.0458135938068281	-0.0981883037687983	-0.0748077425739471	-0.4349067088704564			-0.0884290230332764
Lung9_Rep2	Lung9	8	3732	2333	42	True	True	30.094150876232373	5.902081667381173e-198	471	8.490583018850943	0.0301028872640387	-0.0130750439822085	0.9297423887587822	0.4686495176848874	1.0	1.0	-0.0534832367905743	-0.3493996419060078	-0.1341967373566842	-0.0269126597809479	-0.0742114626886359	-0.0537109646067918	-0.4051978330745637	-0.208727563506427		-0.0466533307557542
Lung9_Rep2	Lung9	9	4131	3364	14	True	True	22.271026293132284	7.527091306486667e-109	482	8.209263060713793	0.0317484248291233	-0.0040706945428773	0.968107725017718	0.3415637860082304	1.0	1.0	-0.084949848067143	-0.2768836940753869	-0.0766355523999434	-0.0689846330395215	-0.0997753378174961	-0.0776298366739333	-0.1973373306362706			-0.0811880377729233
Lung9_Rep2	Lung9	10	3488	2686	15	True	True	19.016463010621628	1.2461164360103202e-79	459	8.595820384053726	0.0805147929112181	-0.0046097111247695	0.9829059829059827	0.3328555045871559	1.0	1.0	-0.0239267610391871	-0.2167589475095342	-0.0403997237422654	-0.0117746459190119	-0.0333546726719701	-0.0208945144158411	-0.2158634996881271			-0.0013615834307602
Lung9_Rep2	Lung9	11	3210	2303	14	True	True	19.88060751637834	9.915164289761853e-87	434	8.790563121893841	0.0431204822178549	-0.0042310999078137	0.945321992709599	0.3314641744548287	1.0	1.0	-0.0655840166187256	-0.0649021607271741	-0.038510808678403	-0.0516017906588423	-0.0264612622096762	0.0189199838977949	-0.0613017472645316	-0.0498748145250021		0.05092791535175
Lung9_Rep2	Lung9	12	2344	1743	27	True	True	15.579915404222044	1.495298747358566e-53	380	9.007197122301699	-0.0018811953605473	-0.0144153764014949	0.929936305732484	0.3813993174061433	1.0	1.0	-0.1859645307518137	-0.3780620480736009	-0.1029186163939803	-0.1502911829286445	-0.2215562798022944	-0.1717265388971965	-0.3502165942028661	-0.2850515079387681	-0.2850515079387681	-0.2251234250929334
Lung9_Rep2	Lung9	13	3082	2411	17	True	True	13.423744991624709	2.7363600152113237e-40	386	8.641874796593617	0.0494796786460307	-0.0005549223922717	0.9476351351351352	0.3066190785204413	1.0	1.0	-0.0093235891176216	-0.1403785008876001	-0.0245606929450106	0.0027539404690336	-0.034148996917159	-0.0228828300568104	-0.1456330968199341			0.0263159910816291
Lung9_Rep2	Lung9	14	3722	3021	22	True	True	13.456506618090406	1.503645687242677e-40	441	8.613710002083886	0.0414924748112456	-0.0040631750196989	0.9596059113300492	0.3009134873723804	1.0	1.0	-0.0509359753381429	-0.3421291422984541	-0.1555053774794163	-0.0240243087552263	-0.097999993938905	-0.0906302190498398	-0.2804248557586218			-0.0282349818396358
