spec	predictor	subset	outcome	patient_mean_rho	n_patients_neg	n_fov	rho_Lung5	rho_Lung6	rho_Lung9	rho_Lung12	rho_Lung13
adhesion|keratin_high_tertile|frac_30	adhesion	keratin_high_tertile	frac_30	-0.06337080752760361	5	225	-0.10319022673187166	-0.029182310603721562	-0.0543111956197324	-0.10279462224327907	-0.027375682439413344
keratin|edge_tertile|frac_75	keratin	edge_tertile	frac_75	-0.06313812646178865	4	225	-0.20493541457266384	-0.005384779631814239	-0.04815429788993398	-0.06121769699213553	0.004001556777604383
cldn4|tertile_extremes|count_20	cldn4	tertile_extremes	count_20	-0.06303133018212694	5	225	-0.125623068553225	-0.0019777639755226705	-0.03421078009141688	-0.09092852870160992	-0.06241650958886019
cldn4|quartile_extremes|count_20	cldn4	quartile_extremes	count_20	-0.06294652114337687	5	225	-0.12160607300566881	-0.0010344453470638516	-0.03546523797883542	-0.08804233574404777	-0.06858451364126852
adhesion|edge_tertile|frac_50	adhesion	edge_tertile	frac_50	-0.06277930224467114	5	225	-0.18386463980441875	-0.009620903512770795	-0.039799238971204104	-0.05155139806400071	-0.02906033087096136
adhesion|keratin_high_tertile|frac_50	adhesion	keratin_high_tertile	frac_50	-0.06267572822515666	5	225	-0.10735174068052226	-0.012035127232298626	-0.05455069384596091	-0.1014661438523243	-0.03797493551467715
cldn4|near_cd8_80|frac_20	cldn4	near_cd8_80	frac_20	-0.06249935769385782	5	225	-0.12247351244073712	-0.017464932824929967	-0.031243740460660415	-0.08099987198277572	-0.06031473076018582
cldn4|quartile_extremes|frac_50	cldn4	quartile_extremes	frac_50	-0.0622153450457138	4	225	-0.14782444892113789	0.023455025429408815	-0.05297888478709289	-0.08922034653579206	-0.04450807041395498
cldn4|all|frac_30	cldn4	all	frac_30	-0.062093601113688446	4	225	-0.13752761875663203	0.006342915609670082	-0.036587111686519624	-0.09611778923304107	-0.046578401501919595
adhesion|keratin_high|frac_30	adhesion	keratin_high	frac_30	-0.06176490752597349	5	225	-0.10259356180254942	-0.028710422246110753	-0.04927295244909935	-0.10236806997984096	-0.02587953115226697
adhesion|keratin_high_tertile|count_20	adhesion	keratin_high_tertile	count_20	-0.06153028408912624	5	225	-0.10036638847884825	-0.0300242486947559	-0.046967547927926505	-0.10274357249439371	-0.027549662849706835
cldn4|tertile_extremes|frac_50	cldn4	tertile_extremes	frac_50	-0.06152207460328598	4	225	-0.15047092486694533	0.022447658062147796	-0.04819583448529371	-0.09117713137564454	-0.040214140350694136
keratin|edge30|frac_75	keratin	edge30	frac_75	-0.06133044789782519	4	225	-0.20535825386014778	-0.005269194910317611	-0.05000305660532166	-0.05643938669989578	0.01041765258655684
adhesion|keratin_high|frac_50	adhesion	keratin_high	frac_50	-0.061274737294183354	5	225	-0.11065090721852729	-0.011525286886212424	-0.05164406426650913	-0.10294837023680863	-0.029605057862859347
keratin|edge_tertile|frac_100	keratin	edge_tertile	frac_100	-0.06101522821950546	4	225	-0.20556282553989774	-0.0028535221174323926	-0.04899682115204375	-0.05257964310971836	0.004916670821564958
adhesion|edge30|frac_50	adhesion	edge30	frac_50	-0.0608626388584436	5	225	-0.18411408342230412	-0.009209750137193752	-0.037543281721497145	-0.0512721485378425	-0.022173930473380444
adhesion|keratin_high|count_20	adhesion	keratin_high	count_20	-0.06072234019016465	5	225	-0.0993506952010627	-0.029144330689802177	-0.045064770459017855	-0.10173219841464169	-0.02831970618629881
cldn4|quartile_extremes|frac_20	cldn4	quartile_extremes	frac_20	-0.06054547324057813	5	225	-0.11818720002691835	-0.0010774845158111144	-0.0347967312993626	-0.08266256711613659	-0.06600338324466201
cldn4|all|count_20	cldn4	all	count_20	-0.06051368900951393	5	225	-0.12474122003391545	-0.0020470640351796837	-0.02939129987952922	-0.09300072199338594	-0.05338813910555932
cldn4|tertile_extremes|frac_20	cldn4	tertile_extremes	frac_20	-0.06049775881095252	5	225	-0.12195513223526933	-0.002021385271063289	-0.03344120640538494	-0.08526990887409325	-0.05980116126895182
keratin|edge30|frac_100	keratin	edge30	frac_100	-0.06000536105202873	4	225	-0.20693757193159923	-0.003006692757504342	-0.05221578074181423	-0.046888874575561214	0.00902211474633539
cldn4|near_cd8_80|count_15	cldn4	near_cd8_80	count_15	-0.05992110388121348	5	224	-0.10972053207048527	-0.021493107693120708	-0.026778486343592367	-0.08207061323674056	-0.059542780062128486
adhesion|keratin_high_tertile|frac_20	adhesion	keratin_high_tertile	frac_20	-0.05883017666900362	5	225	-0.09617955334277167	-0.029695588275078098	-0.046043000245527196	-0.09665960787392254	-0.025573133607718623
cldn4|near_cd8_80|frac_15	cldn4	near_cd8_80	frac_15	-0.05872140461514015	5	224	-0.10802150724396038	-0.021338071005787843	-0.026355785059673884	-0.07960882066274223	-0.05828283910353641
adhesion|edge_tertile|count_75	adhesion	edge_tertile	count_75	-0.058491712752186974	3	225	-0.18038746439935757	0.0013175307761890585	-0.04594204946822797	-0.08248126855205053	0.015034687882512124
cldn4|quartile_extremes|count_75	cldn4	quartile_extremes	count_75	-0.05834118736566533	4	225	-0.14083903603066855	0.02981369732504191	-0.057495188956990614	-0.1116823041932242	-0.011503104972485138
adhesion|keratin_high|frac_20	adhesion	keratin_high	frac_20	-0.058182262304890695	5	225	-0.0951284917971461	-0.028817882300781437	-0.04417502739833816	-0.09580622382709639	-0.026983686201091383
cldn4|all|frac_20	cldn4	all	frac_20	-0.05802710078771565	5	225	-0.1210264053295762	-0.0020908939598775753	-0.02865297970929176	-0.08721304229309813	-0.051152182646734566
cldn4|all|frac_50	cldn4	all	frac_50	-0.05793290220848672	4	225	-0.14710425558769283	0.022273753886190805	-0.040031169019806606	-0.0907014293040823	-0.034101411017042685
adhesion|edge30|count_75	adhesion	edge30	count_75	-0.05761501202440393	3	225	-0.18210121645523833	0.0017613037478657848	-0.043349130297186386	-0.08210035454897553	0.017714337431514765
cldn4|tertile_extremes|count_75	cldn4	tertile_extremes	count_75	-0.056879596003738986	4	225	-0.1427429539500923	0.028891882160200534	-0.05133325729378585	-0.11181790090104231	-0.007395750033975026
cldn4|near_cd8_80|frac_50	cldn4	near_cd8_80	frac_50	-0.056407067769033606	4	225	-0.13899678620441455	0.010319116197087577	-0.0410557461241788	-0.06239083616957169	-0.04991108654409052
cldn4|tertile_extremes|count_15	cldn4	tertile_extremes	count_15	-0.05589187527271285	5	224	-0.1061085883169646	-0.003779473796779179	-0.028263094128591747	-0.0825223797351676	-0.05878584038606116
cldn4|quartile_extremes|count_15	cldn4	quartile_extremes	count_15	-0.05561582875577824	5	224	-0.10235366928771546	-0.0028922236506283465	-0.028305878035181205	-0.08033915614071808	-0.06418821666464813
adhesion|keratin_high_tertile|count_15	adhesion	keratin_high_tertile	count_15	-0.05547618029826636	5	217	-0.09298755918508671	-0.029904223821637037	-0.03391766325414267	-0.09335270029562283	-0.027218754934842587
cldn4|tertile_extremes|frac_15	cldn4	tertile_extremes	frac_15	-0.05488668663072351	5	224	-0.10483396366435313	-0.003680642305294775	-0.027961131880890187	-0.08045348127542519	-0.057504214027654266
cldn4|quartile_extremes|frac_15	cldn4	quartile_extremes	frac_15	-0.05467466242841754	5	224	-0.10117611713492937	-0.0027920060734696484	-0.028038939647470465	-0.07852345775151347	-0.06284279153470475
adhesion|keratin_high_tertile|frac_15	adhesion	keratin_high_tertile	frac_15	-0.05466772601714407	5	217	-0.09111827150420215	-0.029859961097959548	-0.03362425510919274	-0.09188655908206037	-0.026849583292305544
adhesion|edge_tertile|frac_75	adhesion	edge_tertile	frac_75	-0.054615603631935426	5	225	-0.1811486334000815	-0.0033704786088703314	-0.04530281757649993	-0.041203259464697266	-0.002052829109528153
cldn4|all|count_15	cldn4	all	count_15	-0.054306816252169064	5	224	-0.10661816651207369	-0.003979354678053305	-0.024404037267288747	-0.08491702881535015	-0.05161549398807943
adhesion|keratin_high|count_15	adhesion	keratin_high	count_15	-0.05430557737085866	5	218	-0.09069242588040201	-0.02979404049750237	-0.03271500522881435	-0.09171379018884711	-0.02661262505872746
adhesion|keratin_high|frac_15	adhesion	keratin_high	frac_15	-0.05355662564026138	5	218	-0.08888291577007637	-0.02974977777382488	-0.03240479175599943	-0.09029947183895567	-0.02644617106245053
cldn4|all|count_75	cldn4	all	count_75	-0.053456773885851516	4	225	-0.13815173407677936	0.028897339019943614	-0.041269439056494266	-0.11095796038445936	-0.005802074931468233
cldn4|all|frac_15	cldn4	all	frac_15	-0.05333485250220593	5	224	-0.1052837395692515	-0.0038809549052958667	-0.024103246124430124	-0.08284544419435287	-0.05056087771769928
adhesion|edge30|frac_75	adhesion	edge30	frac_75	-0.053304192707703445	4	225	-0.18292234023063705	-0.0029504121691100245	-0.041880899448278185	-0.03980350872830952	0.0010361970378175416
cldn4|edge_tertile|count_30	cldn4	edge_tertile	count_30	-0.053120640189192034	4	225	-0.12092564453596544	0.007387635114103424	-0.02906100676803439	-0.07107612865870114	-0.05192805609736263
cldn4|edge_tertile|count_20	cldn4	edge_tertile	count_20	-0.052901591024826444	5	225	-0.11035631474785271	-0.003944929903844483	-0.024630286091809932	-0.06834244985765096	-0.05723397452297413
cldn4|quartile_extremes|frac_75	cldn4	quartile_extremes	frac_75	-0.052440001604999696	4	225	-0.13833557598081844	0.028467645069626672	-0.055375305769696445	-0.07113891314600708	-0.02581785819810322
adhesion|edge_keratin_high|count_20	adhesion	edge_keratin_high	count_20	-0.051639985562016585	5	225	-0.08918407303301737	-0.026518241902109052	-0.035875639213283315	-0.08277854057458522	-0.023843433087087945
adhesion|keratin_high_tertile|count_75	adhesion	keratin_high_tertile	count_75	-0.05156135128159084	4	225	-0.09919524869841581	-0.011017655635890548	-0.05182195252601894	-0.1024639658263408	0.006692066278711916
adhesion|keratin_high|count_75	adhesion	keratin_high	count_75	-0.0514398769392995	4	225	-0.10310773121928357	-0.010418207734096737	-0.04782275933927939	-0.10130554017929828	0.005454853775460464
cldn4|tertile_extremes|frac_75	cldn4	tertile_extremes	frac_75	-0.05138158876381725	4	225	-0.1413994208569003	0.027511196715687195	-0.04964195232873942	-0.07080934959556358	-0.02256841775357018
cldn4|edge30|count_20	cldn4	edge30	count_20	-0.05133267906500327	5	225	-0.1122052168390567	-0.003828569287430415	-0.020747766584575698	-0.07073016855380858	-0.04915167406014499
keratin|keratin_high_tertile|count_50	keratin	keratin_high_tertile	count_50	-0.05088070545838088	4	225	-0.09373883828785493	0.004101539281306167	-0.03823155409482638	-0.10015949239235081	-0.02637518179817846
cldn4|edge30|count_30	cldn4	edge30	count_30	-0.05060412028716003	4	225	-0.12096043695348481	0.007495030235864885	-0.02421678960324925	-0.0729829885448171	-0.04235541657011387
keratin|keratin_high|count_50	keratin	keratin_high	count_50	-0.05052549990654902	4	225	-0.09492787190234094	0.004490307444094553	-0.04125418870824594	-0.09641402176030511	-0.024521724605947648
keratin|keratin_high|count_75	keratin	keratin_high	count_75	-0.05036014468307737	4	225	-0.08892097406096541	0.0021565189299876894	-0.05530209875429513	-0.0821530747150171	-0.027581094815096897
keratin|keratin_high_tertile|count_75	keratin	keratin_high_tertile	count_75	-0.05019466995078807	4	225	-0.08778890395874603	0.0014910093092395551	-0.05017055731436064	-0.08580854206982814	-0.028696355720245113
cldn4|edge_tertile|count_15	cldn4	edge_tertile	count_15	-0.05008443312398168	5	224	-0.09672982212427622	-0.008855459413841056	-0.02145920114217774	-0.06733649964577344	-0.05604118329383997
adhesion|edge_keratin_high|count_15	adhesion	edge_keratin_high	count_15	-0.050028293250725775	5	218	-0.08705974402012596	-0.031457439966915524	-0.026311254348490406	-0.08090403289652634	-0.024408995021570668
cldn4|edge_tertile|frac_20	cldn4	edge_tertile	frac_20	-0.049721334060064994	5	225	-0.10571816463928621	-0.003864457123172224	-0.023731058670190045	-0.061155151868149786	-0.05413783799952669
cldn4|edge30|count_15	cldn4	edge30	count_15	-0.04940158679211099	5	224	-0.0996084952959305	-0.009164080698424395	-0.018358264339657034	-0.0703166382962774	-0.04956045533026562
cldn4|near_cd8_80|count_75	cldn4	near_cd8_80	count_75	-0.049192123717718896	4	225	-0.12683792419126766	0.028882604311829544	-0.040073070421220644	-0.08735380710343665	-0.020578421184499027
adhesion|edge_keratin_high|frac_15	adhesion	edge_keratin_high	frac_15	-0.049067837649471986	5	218	-0.08498256679210063	-0.031329687564070154	-0.025948191259313153	-0.07887524272098326	-0.02420349991089272
keratin|keratin_high_tertile|count_100	keratin	keratin_high_tertile	count_100	-0.048845878557894226	4	225	-0.07809067792026335	0.003904264034753618	-0.052084906785389275	-0.07533562049728339	-0.04262245162128876
cldn4|edge_tertile|frac_15	cldn4	edge_tertile	frac_15	-0.04883154807191602	5	224	-0.09512673150303531	-0.008679956411593496	-0.021120964547010523	-0.06466867964015316	-0.05456140825778758
adhesion|edge_keratin_high|frac_20	adhesion	edge_keratin_high	frac_20	-0.0484616123800957	5	225	-0.08448716341999768	-0.026188384029905372	-0.03482961021846708	-0.07449821263969289	-0.022304691592415465
keratin|keratin_high|count_100	keratin	keratin_high	count_100	-0.04828504331210126	4	225	-0.0799517829474099	0.004877912305497917	-0.057538504281081676	-0.07105167714732827	-0.03776116449018437
cldn4|edge_tertile|count_50	cldn4	edge_tertile	count_50	-0.04822967966680285	4	225	-0.12099312145864319	0.023970674588829222	-0.035568963035029696	-0.07932621712228219	-0.029230771306888382
cldn4|edge30|frac_20	cldn4	edge30	frac_20	-0.04816776278614029	5	225	-0.10746189931586722	-0.003748534483403722	-0.01989979839790486	-0.06324526847278054	-0.04648331326074511
cldn4|edge30|frac_15	cldn4	edge30	frac_15	-0.048165218787862424	5	224	-0.0978677615399254	-0.008991059757569052	-0.018024911213307508	-0.06761991133609423	-0.04832245009241595
cldn4|all|frac_75	cldn4	all	frac_75	-0.04806044769785411	4	225	-0.13760797164563654	0.027506505192817426	-0.040168741860122134	-0.06970109823343489	-0.02033093194289439
adhesion|edge_keratin_high|count_30	adhesion	edge_keratin_high	count_30	-0.048052308544034826	5	225	-0.08686476408604205	-0.0154148772165538	-0.03463665404925235	-0.08287069093096923	-0.02047455643735675
adhesion|keratin_high_tertile|frac_75	adhesion	keratin_high_tertile	frac_75	-0.047819184652546656	5	225	-0.09439877714055252	-0.011804437534074797	-0.05052995407344295	-0.06937392422305622	-0.012988830291606798
adhesion|edge_tertile|frac_100	adhesion	edge_tertile	frac_100	-0.04772673640981647	3	225	-0.18308240773626247	0.0022400254759454945	-0.03959470420554754	-0.032498861709445395	0.014302266126227533
adhesion|edge30|frac_100	adhesion	edge30	frac_100	-0.04691925814569768	3	225	-0.1854435000805892	0.0025544550602388813	-0.03819438659592795	-0.03090707658171069	0.017394217469500546
adhesion|keratin_high|frac_75	adhesion	keratin_high	frac_75	-0.04652790626240537	5	225	-0.09759223215005038	-0.011224646012420854	-0.04514911026703809	-0.0689111705699765	-0.009762372312541017
keratin|keratin_high_tertile|count_30	keratin	keratin_high_tertile	count_30	-0.04611372188968811	4	225	-0.0817128321205594	0.005366484757705923	-0.032253745528129804	-0.1007546711682309	-0.021213845389226348
keratin|keratin_high|count_30	keratin	keratin_high	count_30	-0.045820781388461504	4	225	-0.0813746394647377	0.005235779779753876	-0.03336464947200149	-0.10025986763850832	-0.019340530146813882
cldn4|edge30|count_50	cldn4	edge30	count_50	-0.045700216394478875	4	225	-0.12125533602815794	0.02424544652068843	-0.028403481166017645	-0.07973898578382246	-0.02334872551508476
cldn4|edge_tertile|frac_30	cldn4	edge_tertile	frac_30	-0.0456808717729133	4	225	-0.1098350119899304	0.0074540779068669955	-0.027278759072485316	-0.054343887692768614	-0.044400778016249184
cldn4|quartile_extremes|count_100	cldn4	quartile_extremes	count_100	-0.045084471289133635	3	225	-0.12721878483145668	0.03107211833775531	-0.04632837903484902	-0.1015453129385534	0.018598002021435616
adhesion|edge30|count_100	adhesion	edge30	count_100	-0.04493805926254085	3	225	-0.17502895965205392	0.007801631161511085	-0.03607781582273104	-0.0667769330336819	0.0453917810342515
adhesion|edge_tertile|count_100	adhesion	edge_tertile	count_100	-0.04473834158067328	3	225	-0.17277766048688242	0.007451315424159694	-0.03660959776276532	-0.06749757782856516	0.04574181275068685
cldn4|quartile_extremes|frac_100	cldn4	quartile_extremes	frac_100	-0.04436596921864507	4	225	-0.13063060664130238	0.02971776288376028	-0.04669939954266738	-0.0678422515553998	-0.0063753512376161
cldn4|edge30|frac_30	cldn4	edge30	frac_30	-0.043441743463129866	4	225	-0.11040802247718899	0.007495780082508387	-0.02270249546661285	-0.055224285262155434	-0.036369694192200444
cldn4|tertile_extremes|count_100	cldn4	tertile_extremes	count_100	-0.04326659851977539	3	225	-0.12855680257515412	0.03050911272103521	-0.040405923882654814	-0.09992392994996668	0.02204455108786344
keratin|keratin_high_tertile|count_20	keratin	keratin_high_tertile	count_20	-0.043200135660007286	4	225	-0.07267199270608922	0.005881825859046808	-0.026820419523107843	-0.0936287889341105	-0.028761302995775652
keratin|edge_keratin_high|count_100	keratin	edge_keratin_high	count_100	-0.0431697066185889	5	225	-0.05671928524719973	-0.005647790921625018	-0.051181669427865034	-0.06276393704214109	-0.03953585045411363
keratin|edge_keratin_high|count_75	keratin	edge_keratin_high	count_75	-0.04315664825242519	5	225	-0.06518721412186229	-0.004522749476230931	-0.04723405003401758	-0.07188940458554928	-0.02694982304446587
cldn4|tertile_extremes|frac_100	cldn4	tertile_extremes	frac_100	-0.04308973567481813	4	225	-0.13345395501335605	0.029059961289033952	-0.04165264927142108	-0.0660090025375045	-0.0033930328408429905
cldn4|near_cd8_80|frac_75	cldn4	near_cd8_80	frac_75	-0.042886644012804044	4	225	-0.12680458413334633	0.022388981148726096	-0.04095679445821918	-0.03033999837303464	-0.038720824248146164
cldn4|keratin_high_tertile|count_30	cldn4	keratin_high_tertile	count_30	-0.042520983563492355	4	225	-0.0615056488715637	0.008804672622106904	-0.040966234897282974	-0.08469178828515801	-0.03424591838556399
cldn4|keratin_high_tertile|count_50	cldn4	keratin_high_tertile	count_50	-0.04222426216667498	4	225	-0.05435485524364371	0.035486457902906866	-0.046408223225079946	-0.10502790059974229	-0.0408167896678158
keratin|edge_keratin_high|count_50	keratin	edge_keratin_high	count_50	-0.042052555295601514	5	225	-0.06919713435916552	-0.004444890707340527	-0.03518891081724008	-0.08417920252172476	-0.017252638072536682
keratin|keratin_high_tertile|frac_20	keratin	keratin_high_tertile	frac_20	-0.04158112942233166	4	225	-0.06836916075199403	0.005793134390880114	-0.026699960145640314	-0.09009720459682988	-0.02853245600807417
adhesion|edge_keratin_high|count_50	adhesion	edge_keratin_high	count_50	-0.041240145229379035	4	225	-0.08368109469258445	0.019920443238717295	-0.03784057661734097	-0.09075670938205925	-0.01384278869362782
keratin|keratin_high|count_20	keratin	keratin_high	count_20	-0.041190506257326884	4	225	-0.071309954289152	0.00612732434769929	-0.027565651681219935	-0.09354063113023946	-0.01966361853372233
cldn4|all|count_100	cldn4	all	count_100	-0.040627592513155945	3	225	-0.12386471406367004	0.030444511094573173	-0.03199113457327105	-0.09808572570633377	0.020359100682921943
adhesion|edge_keratin_high|frac_30	adhesion	edge_keratin_high	frac_30	-0.04052358796269857	5	225	-0.07566384511189758	-0.01470114420349594	-0.0327320334758443	-0.06254444130917233	-0.01697647571308273
cldn4|edge_tertile|frac_50	cldn4	edge_tertile	frac_50	-0.04033733082603883	4	225	-0.11578158560224386	0.02365047518730561	-0.033455589709812536	-0.04773810333746541	-0.028361850667977962
keratin|keratin_high_tertile|frac_30	keratin	keratin_high_tertile	frac_30	-0.04018435057347093	4	225	-0.07113267638133708	0.0067005853878172005	-0.03146909453308785	-0.08620718991026466	-0.01881337743048226
cldn4|all|frac_100	cldn4	all	frac_100	-0.04015170915561546	4	225	-0.12944030773079235	0.028981499317759597	-0.033940705948967774	-0.06390572271807168	-0.0024533086980050856
keratin|keratin_high|frac_30	keratin	keratin_high	frac_30	-0.04013117137867359	4	225	-0.07073866603652076	0.006567377300608817	-0.03264220916551812	-0.08538983469633689	-0.018452524295601007
keratin|keratin_high|frac_20	keratin	keratin_high	frac_20	-0.03961418485397432	4	225	-0.06697785583616038	0.006041229073525301	-0.02748046115239956	-0.09005261661023703	-0.019601219744599902
cldn4|keratin_high|count_50	cldn4	keratin_high	count_50	-0.03952015283428235	4	225	-0.056658234356615884	0.0353201770299628	-0.03883612273711716	-0.10243352880021557	-0.03499305530742592
keratin|keratin_high_tertile|frac_50	keratin	keratin_high_tertile	frac_50	-0.03926277690187941	4	225	-0.07561832143931095	0.004078437189284249	-0.03426975064530563	-0.06704711393221684	-0.023457135681847867
cldn4|keratin_high|count_30	cldn4	keratin_high	count_30	-0.038897541544946755	4	225	-0.061240155887462046	0.008866874520378851	-0.03439211940760506	-0.08287689329983448	-0.024845413650211028
keratin|keratin_high|frac_50	keratin	keratin_high	frac_50	-0.038872221324611406	4	225	-0.07674789899504851	0.004467697945900284	-0.037674630313173835	-0.06342212834038037	-0.02098414692035458
cldn4|edge_tertile|count_75	cldn4	edge_tertile	count_75	-0.03851646236764854	3	225	-0.10819390546465049	0.028535235372941323	-0.03838270409418662	-0.07490218979179887	0.00036125213945199016
cldn4|keratin_high_tertile|count_20	cldn4	keratin_high_tertile	count_20	-0.03842549876354418	4	225	-0.059994428556878206	0.007346964118199606	-0.03331571765000651	-0.07505151533113137	-0.03111279639790441
cldn4|edge30|frac_50	cldn4	edge30	frac_50	-0.03804014716863936	4	225	-0.11718187201930301	0.023888375510591392	-0.02692741885373097	-0.0463235843179164	-0.023656236162837827
cldn4|keratin_high_tertile|frac_30	cldn4	keratin_high_tertile	frac_30	-0.037835432438957296	4	225	-0.0529213028760923	0.008838825618090991	-0.04026021811384217	-0.07351976369412669	-0.03131470312881628
keratin|keratin_high|frac_75	keratin	keratin_high	frac_75	-0.037418610553299696	4	225	-0.07141693684207501	0.0024538639860257655	-0.047713719348938546	-0.04906282682438263	-0.021353433737128055
keratin|keratin_high_tertile|frac_75	keratin	keratin_high_tertile	frac_75	-0.03708823157531453	4	225	-0.07023282819973353	0.001816505284762075	-0.042400060253993004	-0.05165485518865196	-0.02296991951895624
cldn4|keratin_high_tertile|count_15	cldn4	keratin_high_tertile	count_15	-0.036773713444442926	4	217	-0.0596801065560323	0.007283726739013974	-0.027045784455902465	-0.08137953109043673	-0.0230468718588571
cldn4|keratin_high_tertile|frac_50	cldn4	keratin_high_tertile	frac_50	-0.036726495343722174	4	225	-0.049197183480418884	0.03498754243751135	-0.045370849414183546	-0.07990433627056623	-0.04414764999095356
adhesion|keratin_high|count_100	adhesion	keratin_high	count_100	-0.036612505786079774	4	225	-0.08854209982895536	-0.006936262163843179	-0.03592054507762731	-0.07993807017133316	0.028274448311360112
keratin|edge_keratin_high|count_20	keratin	edge_keratin_high	count_20	-0.03614824516658871	4	225	-0.061301814617731674	0.006512245400277175	-0.02398685935456649	-0.0848629995872848	-0.017101797673637772
cldn4|edge30|count_75	cldn4	edge30	count_75	-0.03614165554827987	3	225	-0.10842880302842152	0.028889183905553048	-0.029285050720550657	-0.07408241439834581	0.002198806500365613
cldn4|keratin_high_tertile|frac_20	cldn4	keratin_high_tertile	frac_20	-0.036119261451148896	4	225	-0.05668019221032761	0.007564229232858149	-0.03276422107165954	-0.0694290150203332	-0.029287108186282256
keratin|keratin_high_tertile|frac_100	keratin	keratin_high_tertile	frac_100	-0.03602952943641787	4	225	-0.06423833093900434	0.00424769574613819	-0.04226500155281987	-0.04467005821661603	-0.0332219522197873
cldn4|keratin_high_tertile|frac_15	cldn4	keratin_high_tertile	frac_15	-0.036014122650141686	4	217	-0.05817585538962544	0.007190402757491128	-0.026805628124680687	-0.0802066433422189	-0.02207288915167454
keratin|keratin_high|frac_100	keratin	keratin_high	frac_100	-0.035852473785019746	4	225	-0.0665304314020651	0.005190371994875595	-0.047523365915649936	-0.04081870844092583	-0.029580235161333446
keratin|keratin_high|count_15	keratin	keratin_high	count_15	-0.03562953484359247	4	218	-0.06080437900447666	0.008275813002939713	-0.027567036667540682	-0.08476502094542455	-0.013287050603460155
keratin|edge_keratin_high|count_30	keratin	edge_keratin_high	count_30	-0.035549284904032676	4	225	-0.05958495624056911	0.006512782507230937	-0.027358752852021447	-0.08348993177184669	-0.013825566162957065
cldn4|near_cd8_80|frac_100	cldn4	near_cd8_80	frac_100	-0.0354552364720943	4	225	-0.12318273446380511	0.02061469757275086	-0.03602989249938735	-0.02669968145935505	-0.011978571510674853
cldn4|near_cd8_80|count_100	cldn4	near_cd8_80	count_100	-0.0353301249302598	3	225	-0.1141822575000255	0.025183881691112395	-0.03074520573741979	-0.07019919484074218	0.013292151735776086
keratin|keratin_high_tertile|count_15	keratin	keratin_high_tertile	count_15	-0.03531445641330959	4	217	-0.06193231785755342	0.008263792968241318	-0.024614655599068825	-0.08426209051338582	-0.01402701106478122
adhesion|keratin_high_tertile|frac_100	adhesion	keratin_high_tertile	frac_100	-0.03525709103972015	4	225	-0.08243648171689882	-0.00669777010582795	-0.03928315583751568	-0.05250542651029505	0.004637378971936742
adhesion|keratin_high|frac_100	adhesion	keratin_high	frac_100	-0.03510660193975186	4	225	-0.08664162270595545	-0.006502118748209043	-0.036243679303075614	-0.05105303665497972	0.004907447713460519
cldn4|keratin_high|count_20	cldn4	keratin_high	count_20	-0.0350007683219908	4	225	-0.05773853203561674	0.007732267987495578	-0.02774900406244966	-0.07381256709796581	-0.02343600640141736
keratin|keratin_high|frac_15	keratin	keratin_high	frac_15	-0.034901287247422044	4	218	-0.058521021684385825	0.0078023817147085985	-0.0274583677330432	-0.08324832194360729	-0.013081106590782505
cldn4|keratin_high|count_15	cldn4	keratin_high	count_15	-0.03484816858702231	4	218	-0.058987026265392185	0.007143602001962855	-0.02350264825947004	-0.07986413561391512	-0.019030634798297058
adhesion|keratin_high_tertile|count_100	adhesion	keratin_high_tertile	count_100	-0.03478819787806087	4	225	-0.08353378002890775	-0.007113958660828321	-0.03712693717774638	-0.08120433159896505	0.035038018076143165
keratin|keratin_high_tertile|frac_15	keratin	keratin_high_tertile	frac_15	-0.03457389875124011	4	217	-0.05963148535418758	0.007790361680010205	-0.024456062204242568	-0.08275042072478085	-0.013821887152999793
cldn4|keratin_high|frac_30	cldn4	keratin_high	frac_30	-0.03453608579046962	4	225	-0.052857766213507906	0.008896233641295338	-0.03382126092994274	-0.0719464130577936	-0.02295122239239919
cldn4|keratin_high|frac_50	cldn4	keratin_high	frac_50	-0.034319425552689534	4	225	-0.0521489104279555	0.034818093887968984	-0.03835257922640647	-0.0777989041536767	-0.038114827843377996
cldn4|edge_tertile|frac_75	cldn4	edge_tertile	frac_75	-0.03429697616203676	4	225	-0.10863101010553869	0.025959341920286913	-0.03851870522369653	-0.03549571057644581	-0.014798796824789667
cldn4|keratin_high|frac_15	cldn4	keratin_high	frac_15	-0.034160373623072296	4	218	-0.057520936952750616	0.007050278020440007	-0.023260053406388613	-0.07870992231922329	-0.01836123345743896
keratin|edge_keratin_high|frac_20	keratin	edge_keratin_high	frac_20	-0.03408285509150201	4	225	-0.0563804431408375	0.006558449141995073	-0.023860062503682434	-0.0798456180710179	-0.016886600883967307
keratin|edge_keratin_high|count_15	keratin	edge_keratin_high	count_15	-0.03403075646828467	4	218	-0.05512290396321184	0.0025760789387458175	-0.02632513026917827	-0.08029393130463125	-0.010987895743147817
adhesion|edge_keratin_high|frac_50	adhesion	edge_keratin_high	frac_50	-0.034027214843410855	4	225	-0.07715496955074065	0.018978858620060234	-0.036118921238459785	-0.056490627414504786	-0.01935041463340931
keratin|edge_keratin_high|frac_15	keratin	edge_keratin_high	frac_15	-0.033101015332949166	4	218	-0.052580453029786534	0.0022037080982906503	-0.026202720327450173	-0.07818618837057632	-0.010739423035223471
