gene	n_fov	median_lc_z	q25_lc_z	q75_lc_z	n_fov_hmrf	median_hmrf_corr	n_eligible_hotspot_program	n_comember_hotspot_program	frac_comember_hotspot_program	n_eligible_hotspot_fine	n_comember_hotspot_fine	frac_comember_hotspot_fine	n_eligible_hmrf_program	n_comember_hmrf_program	frac_comember_hmrf_program	n_eligible_hmrf_fine	n_comember_hmrf_fine	frac_comember_hmrf_fine
AKT1	231	1.1453475952148438	0.2051394283771515	3.672165870666504	33	0.44755658507347107	82	31	0.3780487804878049	85	15	0.17647058823529413	25	20	0.8	28	20	0.7142857142857143
SERPINA3	232	1.142789363861084	-1.0281015634536743	3.390780448913574	59	0.20631608366966248	127	54	0.4251968503937008	139	9	0.06474820143884892	26	4	0.15384615384615385	27	4	0.14814814814814814
TOP2A	231	1.1126328706741333	-0.3017353117465973	3.88311767578125	7	0.07120509445667267	134	56	0.417910447761194	147	7	0.047619047619047616	1	0	0.0	1	0	0.0
PHLDA2	232	1.0987634658813477	-0.22379593551158905	3.5581657886505127	2	0.06909197568893433	64	41	0.640625	64	4	0.0625	1	0	0.0	1	0	0.0
EGFR	232	1.0416553020477295	-0.49191275238990784	2.934174060821533	35	0.007318771444261074	93	39	0.41935483870967744	107	9	0.08411214953271028	2	0	0.0	2	0	0.0
CRIP1	232	1.0411944389343262	-1.4230303764343262	4.539890289306641	45	0.12448891997337341	151	65	0.4304635761589404	161	19	0.11801242236024845	10	1	0.1	13	1	0.07692307692307693
STAT3	232	1.039311170578003	-0.4469066858291626	3.1471669673919678	1	-0.2299090027809143	93	40	0.43010752688172044	105	5	0.047619047619047616	0	0		0	0	
TNFRSF10B	232	1.0306587219238281	-0.6171218752861023	3.6929521560668945	1	0.050406359136104584	72	49	0.6805555555555556	75	8	0.10666666666666667	0	0		0	0	
EFNB2	232	1.0203752517700195	-0.1780291497707367	2.4391801357269287	5	0.0683525875210762	106	28	0.2641509433962264	118	13	0.11016949152542373	1	0	0.0	1	0	0.0
EZH2	232	1.0186941623687744	-0.19649314880371094	3.5054068565368652	54	0.34040236473083496	113	40	0.35398230088495575	127	15	0.11811023622047244	30	22	0.7333333333333333	36	22	0.6111111111111112
H4C3	232	1.0142886638641357	-0.5961241722106934	4.4405388832092285	103	0.20184606313705444	174	59	0.3390804597701149	192	17	0.08854166666666667	40	23	0.575	49	23	0.46938775510204084
IL18	232	1.009807825088501	-1.1940221786499023	2.652920961380005	0		72	20	0.2777777777777778	75	7	0.09333333333333334	0	0		0	0	
CD164	232	0.9986299872398376	-0.07678641378879547	2.744962692260742	0		58	36	0.6206896551724138	60	6	0.1	0	0		0	0	
ETV5	232	0.9900040626525879	-0.32691702246665955	3.086580753326416	56	0.1652679741382599	130	54	0.4153846153846154	143	17	0.11888111888111888	25	12	0.48	29	12	0.41379310344827586
SLC40A1	232	0.9725521802902222	-1.2633699178695679	7.882218360900879	87	0.31723102927207947	128	72	0.5625	144	26	0.18055555555555555	51	31	0.6078431372549019	53	31	0.5849056603773585
IFNGR2	232	0.9590839147567749	-0.4453229308128357	2.847416877746582	0		78	47	0.6025641025641025	81	4	0.04938271604938271	0	0		0	0	
ITGA2	232	0.9378947019577026	-0.5538477897644043	3.5524182319641113	3	0.039830531924963	86	55	0.6395348837209303	94	7	0.07446808510638298	1	0	0.0	1	0	0.0
ADGRF1	232	0.934846043586731	-0.48807933926582336	3.1054534912109375	0		70	30	0.42857142857142855	73	4	0.0547945205479452	0	0		0	0	
PTGS2	232	0.9339916706085205	-0.10045821219682693	2.288130044937134	16	0.13310298323631287	119	16	0.13445378151260504	127	5	0.03937007874015748	3	0	0.0	3	0	0.0
RARG	232	0.9301475286483765	-0.30831724405288696	2.083662986755371	3	0.005160371772944927	31	3	0.0967741935483871	32	0	0.0	0	0		0	0	
OLFM4	232	0.9269546270370483	-0.4705532193183899	5.566532135009766	84	0.3558940291404724	108	69	0.6388888888888888	111	19	0.17117117117117117	44	39	0.8863636363636364	48	39	0.8125
LY6D	231	0.9191569089889526	-0.4461762309074402	3.290496349334717	10	0.06483007967472076	75	42	0.56	85	7	0.08235294117647059	2	0	0.0	2	0	0.0
WNT7B	231	0.9045724868774414	-0.37494727969169617	2.4522106647491455	1	0.17270374298095703	65	13	0.2	72	1	0.013888888888888888	0	0		0	0	
AZGP1	232	0.9020281434059143	-0.6325681805610657	3.108529567718506	4	0.3178194761276245	85	46	0.5411764705882353	88	8	0.09090909090909091	3	1	0.3333333333333333	3	1	0.3333333333333333
CXCL5	232	0.8989396095275879	-1.0220563411712646	11.26412296295166	91	0.33947113156318665	118	87	0.7372881355932204	124	56	0.45161290322580644	46	33	0.717391304347826	50	36	0.72
RNF43	232	0.873526930809021	-0.5868645906448364	3.1938140392303467	0		72	41	0.5694444444444444	77	5	0.06493506493506493	0	0		0	0	
HSPA1A	232	0.8733644485473633	-0.9758961796760559	3.974160671234131	171	0.1420840322971344	182	49	0.2692307692307692	198	10	0.050505050505050504	82	10	0.12195121951219512	94	10	0.10638297872340426
BID	232	0.8412003517150879	-0.25734853744506836	2.2496910095214844	0		46	13	0.2826086956521739	49	0	0.0	0	0		0	0	
RYK	232	0.8372892737388611	-0.4286634624004364	2.152010679244995	1	0.04095271974802017	26	11	0.4230769230769231	27	0	0.0	0	0		0	0	
FZD6	232	0.8093711733818054	-0.2657240331172943	2.6473023891448975	2	0.03160405158996582	63	23	0.36507936507936506	70	2	0.02857142857142857	0	0		0	0	
CENPF	232	0.8057223558425903	-0.441697895526886	2.2927048206329346	3	0.09128226339817047	94	32	0.3404255319148936	104	6	0.057692307692307696	0	0		0	0	
CCL28	232	0.7790087461471558	-0.3844606280326843	2.188504219055176	1	0.05298016965389252	49	16	0.32653061224489793	49	3	0.061224489795918366	0	0		1	0	0.0
EFNA4	232	0.7772740721702576	-0.2991769015789032	2.257261037826538	1	0.06154785677790642	44	18	0.4090909090909091	44	1	0.022727272727272728	0	0		0	0	
ACVR1	232	0.7721304893493652	-0.47925832867622375	1.9069305658340454	0		23	11	0.4782608695652174	25	3	0.12	0	0		0	0	
C9orf16	232	0.766312837600708	-0.5003160238265991	2.4887351989746094	3	0.06661538779735565	69	23	0.3333333333333333	79	3	0.0379746835443038	0	0		0	0	
HSPA1B	232	0.7643779516220093	-0.9777126312255859	3.888498306274414	142	0.1262337565422058	179	47	0.26256983240223464	197	9	0.04568527918781726	66	8	0.12121212121212122	75	8	0.10666666666666667
ITGA6	232	0.7610732316970825	-1.2127834558486938	5.095318794250488	42	0.42124247550964355	127	64	0.5039370078740157	141	31	0.2198581560283688	32	26	0.8125	33	26	0.7878787878787878
MAPK14	232	0.7416859865188599	-0.26470595598220825	2.5163276195526123	0		46	25	0.5434782608695652	48	2	0.041666666666666664	0	0		0	0	
EPHA4	232	0.7304036617279053	-0.4863859713077545	2.274672269821167	11	0.1765568107366562	68	19	0.27941176470588236	72	8	0.1111111111111111	2	1	0.5	5	1	0.2
COL27A1	232	0.7237679958343506	-0.39707037806510925	2.3221590518951416	4	0.05889485031366348	100	48	0.48	107	9	0.08411214953271028	0	0		0	0	
RPL32	232	0.7233290672302246	-1.2569715976715088	3.505222797393799	44	0.07321726530790329	160	54	0.3375	177	16	0.0903954802259887	15	4	0.26666666666666666	16	4	0.25
KRT6B	231	0.7215498685836792	-0.6934695243835449	3.1739540100097656	46	0.1065271720290184	96	45	0.46875	109	12	0.11009174311926606	9	1	0.1111111111111111	11	1	0.09090909090909091
KITLG	231	0.7079342007637024	-1.244323492050171	4.989624977111816	0		81	56	0.691358024691358	84	13	0.15476190476190477	0	0		0	0	
SMAD2	232	0.6812803149223328	-0.4935585856437683	2.7327539920806885	1	0.04991095885634422	50	25	0.5	55	2	0.03636363636363636	0	0		0	0	
SMAD4	232	0.666166365146637	-0.6317728161811829	1.8013489246368408	0		24	8	0.3333333333333333	26	0	0.0	0	0		0	0	
SPINK1	232	0.6598240733146667	-0.820635974407196	6.040990829467773	60	0.36487722396850586	99	61	0.6161616161616161	104	17	0.16346153846153846	39	30	0.7692307692307693	42	30	0.7142857142857143
S100A2	232	0.6524386405944824	-0.34815454483032227	2.0379319190979004	72	0.07719290256500244	96	32	0.3333333333333333	110	14	0.12727272727272726	10	3	0.3	14	3	0.21428571428571427
IL1RN	232	0.6517409086227417	-1.0553245544433594	2.8872275352478027	94	0.07574869692325592	171	26	0.15204678362573099	188	11	0.05851063829787234	40	0	0.0	47	0	0.0
FGF9	232	0.6505882740020752	-0.4132734537124634	1.7137523889541626	15	0.4072338342666626	75	22	0.29333333333333333	79	11	0.13924050632911392	12	8	0.6666666666666666	14	8	0.5714285714285714
ALCAM	232	0.6449116468429565	-0.4173179268836975	2.966311454772949	63	0.25182679295539856	117	41	0.3504273504273504	128	23	0.1796875	32	20	0.625	41	21	0.5121951219512195
PTK2	231	0.6400254368782043	-0.640496551990509	2.595834255218506	2	0.050768427550792694	42	12	0.2857142857142857	50	1	0.02	0	0		0	0	
DUSP4	231	0.624997615814209	-0.7748086452484131	4.401986122131348	5	0.047949835658073425	104	51	0.49038461538461536	110	17	0.15454545454545454	1	0	0.0	1	0	0.0
CLOCK	232	0.620182991027832	-0.2637113630771637	2.045827627182007	0		42	26	0.6190476190476191	44	4	0.09090909090909091	0	0		0	0	
GLUD1	232	0.6187434196472168	-0.582579493522644	2.114753007888794	0		42	12	0.2857142857142857	47	1	0.02127659574468085	0	0		0	0	
IL17RB	232	0.6171077489852905	-0.6914053559303284	2.790367364883423	0		82	41	0.5	83	3	0.03614457831325301	0	0		0	0	
KRT13	232	0.6114835739135742	-0.8922961950302124	2.5304393768310547	39	0.09549207240343094	82	24	0.2926829268292683	96	8	0.08333333333333333	3	0	0.0	5	0	0.0
MKI67	232	0.6102594137191772	-0.6957085728645325	2.2340011596679688	3	0.014889099635183811	108	36	0.3333333333333333	121	5	0.04132231404958678	0	0		0	0	
SPRY2	231	0.6088986992835999	-0.2745104730129242	1.7189714908599854	2	0.04030598700046539	50	11	0.22	55	3	0.05454545454545454	0	0		0	0	
MX1	232	0.6039197444915771	-1.1747262477874756	2.389326572418213	111	0.10595990717411041	164	23	0.1402439024390244	179	5	0.027932960893854747	58	11	0.1896551724137931	67	11	0.16417910447761194
ITGB5	232	0.592471718788147	-1.396443247795105	3.00864577293396	13	0.06101948022842407	127	51	0.4015748031496063	136	17	0.125	5	0	0.0	5	0	0.0
ACVR1B	232	0.5715065002441406	-0.3496549725532532	1.9385446310043335	1	0.04759569093585014	29	13	0.4482758620689655	31	3	0.0967741935483871	0	0		0	0	
BAG3	232	0.567384660243988	-0.44951072335243225	1.7703256607055664	1	0.084208644926548	55	22	0.4	64	2	0.03125	0	0		0	0	
LGALS9	232	0.5656020641326904	-0.8514388203620911	1.9640828371047974	1	0.04388868436217308	98	9	0.09183673469387756	108	0	0.0	0	0		0	0	
PTGES	232	0.5616158246994019	-0.5946187973022461	2.657942533493042	3	0.08895854651927948	63	25	0.3968253968253968	65	4	0.06153846153846154	0	0		1	0	0.0
CLCF1	232	0.5410481095314026	-0.386985719203949	1.33601713180542	2	0.03911078721284866	34	0	0.0	37	0	0.0	0	0		0	0	
BMPR2	232	0.5395391583442688	-0.41096335649490356	1.6669256687164307	0		53	23	0.4339622641509434	59	4	0.06779661016949153	0	0		0	0	
BAX	232	0.5332913994789124	-0.5043933987617493	2.308253049850464	0		63	26	0.4126984126984127	66	2	0.030303030303030304	0	0		0	0	
TUBB	232	0.5285413265228271	-1.0752390623092651	3.1117169857025146	70	0.35492730140686035	181	53	0.292817679558011	197	17	0.08629441624365482	33	29	0.8787878787878788	42	32	0.7619047619047619
RXRB	232	0.5280611515045166	-0.6405369639396667	1.9760937690734863	0		27	10	0.37037037037037035	29	1	0.034482758620689655	0	0		0	0	
HTT	232	0.5269196033477783	-0.4179287552833557	1.8600184917449951	1	0.011188159696757793	29	14	0.4827586206896552	32	0	0.0	0	0		0	0	
DDIT3	232	0.5167210102081299	-0.36199384927749634	2.26995849609375	1	0.27170929312705994	59	27	0.4576271186440678	60	8	0.13333333333333333	0	0		0	0	
TNFRSF11A	232	0.5165421366691589	-0.4743364453315735	2.7721948623657227	1	0.26193997263908386	63	43	0.6825396825396826	63	14	0.2222222222222222	1	0	0.0	1	0	0.0
NOTCH2	232	0.5080377459526062	-0.3860737085342407	1.751145362854004	0		19	2	0.10526315789473684	22	1	0.045454545454545456	0	0		0	0	
SPRY4	231	0.5073534250259399	-0.4820602834224701	1.9599125385284424	9	0.37597253918647766	89	21	0.23595505617977527	97	7	0.07216494845360824	8	4	0.5	8	4	0.5
KRT6C	232	0.5028215050697327	-0.7846522927284241	2.790956497192383	67	0.07868725806474686	111	32	0.2882882882882883	125	9	0.072	16	1	0.0625	20	1	0.05
AREG	232	0.5009302496910095	-1.266369342803955	2.5825746059417725	33	0.5206562280654907	63	33	0.5238095238095238	70	20	0.2857142857142857	23	20	0.8695652173913043	23	20	0.8695652173913043
CASP3	232	0.4884380102157593	-0.473937451839447	1.5248805284500122	1	0.09784737229347229	29	2	0.06896551724137931	30	0	0.0	0	0		1	0	0.0
S100A9	232	0.48576241731643677	-2.183688163757324	3.2855939865112305	95	0.1350637674331665	172	31	0.18023255813953487	192	12	0.0625	26	1	0.038461538461538464	35	1	0.02857142857142857
IL22RA1	232	0.4776117503643036	-0.7335860133171082	2.1255950927734375	0		38	15	0.39473684210526316	38	4	0.10526315789473684	0	0		0	0	
SIGIRR	232	0.4753330945968628	-0.5235886573791504	1.318162441253662	0		32	1	0.03125	36	0	0.0	0	0		0	0	
EFNB1	232	0.46680304408073425	-1.3272807598114014	2.984952688217163	1	0.04247966408729553	74	46	0.6216216216216216	80	16	0.2	0	0		0	0	
LYN	231	0.46542665362358093	-0.6819703578948975	2.0100460052490234	4	0.020991090685129166	68	19	0.27941176470588236	72	0	0.0	0	0		0	0	
ADIRF	232	0.446292906999588	-0.8459368944168091	2.349360227584839	16	0.06372899562120438	76	24	0.3157894736842105	85	3	0.03529411764705882	2	0	0.0	3	0	0.0
OSMR	231	0.44597259163856506	-0.8838373422622681	6.174361228942871	3	0.03243352100253105	106	65	0.6132075471698113	118	14	0.11864406779661017	1	0	0.0	1	0	0.0
NR1H2	231	0.44101256132125854	-0.4699169397354126	1.2746055126190186	0		28	8	0.2857142857142857	30	0	0.0	0	0		0	0	
TSC22D1	232	0.43822181224823	-0.735853910446167	1.8768022060394287	1	0.19862493872642517	65	32	0.49230769230769234	75	3	0.04	0	0		0	0	
DUSP6	232	0.4346126317977905	-1.0685689449310303	2.401644229888916	3	0.060016121715307236	114	53	0.4649122807017544	124	6	0.04838709677419355	0	0		0	0	
FGFR3	232	0.39660918712615967	-0.856174886226654	2.3721868991851807	6	0.045144714415073395	73	26	0.3561643835616438	81	2	0.024691358024691357	0	0		1	0	0.0
DMBT1	232	0.39633607864379883	-1.1391785144805908	1.9367893934249878	87	0.16402548551559448	113	39	0.34513274336283184	123	4	0.032520325203252036	40	5	0.125	42	5	0.11904761904761904
CXCL14	232	0.38859254121780396	-1.718453288078308	2.319270610809326	93	0.07231410592794418	164	14	0.08536585365853659	182	6	0.03296703296703297	26	0	0.0	31	0	0.0
BIRC5	232	0.37571486830711365	-0.6644864678382874	1.977122187614441	2	0.04642447829246521	98	28	0.2857142857142857	108	6	0.05555555555555555	0	0		0	0	
ATF3	232	0.36184564232826233	-0.6084147095680237	1.4862916469573975	3	0.05824834853410721	56	3	0.05357142857142857	63	0	0.0	0	0		0	0	
TYMS	232	0.3557582497596741	-0.8058739304542542	1.8438084125518799	1	-0.01951042376458645	97	31	0.31958762886597936	108	3	0.027777777777777776	0	0		0	0	
MYC	232	0.35284623503685	-0.6141058206558228	1.6539623737335205	8	0.08708314597606659	76	11	0.14473684210526316	88	2	0.022727272727272728	2	0	0.0	2	0	0.0
SMARCB1	232	0.3507438600063324	-0.7697499990463257	2.181894540786743	11	0.36789849400520325	75	22	0.29333333333333333	82	12	0.14634146341463414	9	4	0.4444444444444444	10	4	0.4
AATK	231	0.3486842215061188	-0.6426798105239868	1.9149032831192017	0		46	23	0.5	48	5	0.10416666666666667	0	0		0	0	
SREBF1	232	0.32977500557899475	-0.5045773386955261	1.6109654903411865	1	0.04030511528253555	32	8	0.25	37	1	0.02702702702702703	0	0		0	0	
ADGRG6	232	0.3270300626754761	-0.9357705116271973	1.4514657258987427	3	0.05957983806729317	39	17	0.4358974358974359	42	1	0.023809523809523808	0	0		1	0	0.0
SERPINB5	231	0.32193976640701294	-1.0056533813476562	3.815567970275879	6	0.22731932997703552	78	49	0.6282051282051282	86	21	0.2441860465116279	2	0	0.0	2	0	0.0
BMPR1A	232	0.2983299791812897	-0.8031439185142517	1.4205338954925537	0		33	9	0.2727272727272727	36	1	0.027777777777777776	0	0		0	0	
CCL20	232	0.28363877534866333	-0.76585853099823	1.5979522466659546	21	0.09305761009454727	92	1	0.010869565217391304	97	0	0.0	7	0	0.0	9	0	0.0
LYZ	232	0.27694469690322876	-3.1881027221679688	5.221818923950195	179	0.052750952541828156	169	69	0.40828402366863903	188	19	0.10106382978723404	83	22	0.26506024096385544	88	22	0.25
PPARA	231	0.26424920558929443	-0.8071127533912659	1.5634928941726685	1	0.047078270465135574	24	6	0.25	27	0	0.0	0	0		0	0	
BMP2	232	0.26187169551849365	-1.4487836360931396	1.3294719457626343	3	-0.0003857107658404857	42	4	0.09523809523809523	45	0	0.0	1	0	0.0	1	0	0.0
PDGFB	232	0.25573891401290894	-0.9120074510574341	1.7679506540298462	8	0.20791661739349365	79	21	0.26582278481012656	84	5	0.05952380952380952	2	0	0.0	2	0	0.0
BMP4	232	0.25199222564697266	-1.4522050619125366	2.3151416778564453	1	0.07358623296022415	71	40	0.5633802816901409	72	7	0.09722222222222222	1	0	0.0	1	0	0.0
ROR1	231	0.23842036724090576	-0.990792989730835	1.2932589054107666	1	0.017141086980700493	40	12	0.3	45	2	0.044444444444444446	1	0	0.0	1	0	0.0
PCNA	232	0.23711973428726196	-0.7727048993110657	1.6559394598007202	3	0.018742751330137253	92	25	0.2717391304347826	102	1	0.00980392156862745	0	0		0	0	
RXRA	232	0.23646226525306702	-0.5067158937454224	1.3713669776916504	0		31	8	0.25806451612903225	38	0	0.0	0	0		0	0	
AQP3	232	0.23076693713665009	-1.2102726697921753	1.7684526443481445	11	0.0843137726187706	116	25	0.21551724137931033	127	4	0.031496062992125984	3	0	0.0	4	0	0.0
TNFRSF10D	232	0.2262694537639618	-1.0363669395446777	1.49752676486969	0		28	9	0.32142857142857145	33	0	0.0	0	0		0	0	
IRF3	232	0.22589227557182312	-1.032694935798645	2.0688068866729736	4	0.0303482785820961	104	36	0.34615384615384615	114	2	0.017543859649122806	0	0		0	0	
LAMP2	232	0.21573325991630554	-0.7665944695472717	1.6000123023986816	9	0.3001730740070343	43	22	0.5116279069767442	55	10	0.18181818181818182	4	3	0.75	4	3	0.75
MAP1LC3B	232	0.2005482316017151	-0.8833783268928528	1.1821802854537964	0		20	0	0.0	22	1	0.045454545454545456	0	0		0	0	
TNFRSF10A	232	0.18627294898033142	-0.5834787487983704	1.0404012203216553	0		10	1	0.1	11	0	0.0	0	0		0	0	
RB1	232	0.1805810034275055	-0.8378596901893616	1.0998517274856567	1	-0.012045522220432758	28	8	0.2857142857142857	28	1	0.03571428571428571	0	0		0	0	
IL20RA	232	0.17982308566570282	-0.7338175177574158	1.413932204246521	0		27	6	0.2222222222222222	28	0	0.0	0	0		0	0	
TNFRSF14	231	0.1794688105583191	-1.506047010421753	1.8481807708740234	1	0.08206075429916382	84	12	0.14285714285714285	86	1	0.011627906976744186	1	0	0.0	1	0	0.0
CHEK1	231	0.174077570438385	-0.935741662979126	1.28703773021698	1	0.10446975380182266	56	15	0.26785714285714285	69	4	0.057971014492753624	0	0		1	0	0.0
IGF2R	232	0.1665951907634735	-1.095876932144165	1.8536381721496582	0		46	12	0.2608695652173913	54	3	0.05555555555555555	0	0		0	0	
RARA	232	0.16428805887699127	-0.7987170219421387	1.6551885604858398	0		45	3	0.06666666666666667	48	0	0.0	0	0		0	0	
KRT5	232	0.16149160265922546	-1.1169593334197998	1.7236714363098145	232	0.06792359799146652	87	29	0.3333333333333333	101	16	0.15841584158415842	97	0	0.0	109	0	0.0
TGFBR1	231	0.15905776619911194	-1.162017822265625	1.100377082824707	2	0.06349515914916992	37	2	0.05405405405405406	39	1	0.02564102564102564	1	0	0.0	1	0	0.0
CASR	231	0.15581700205802917	-0.9865348935127258	1.9233028888702393	5	0.06417261809110641	67	33	0.4925373134328358	68	6	0.08823529411764706	3	0	0.0	4	0	0.0
IL11	232	0.15104103088378906	-0.785874605178833	1.1540398597717285	1	0.12213559448719025	30	0	0.0	30	0	0.0	0	0		1	0	0.0
CHI3L1	232	0.14188602566719055	-0.9997068047523499	1.4339265823364258	39	0.12728610634803772	148	25	0.16891891891891891	160	3	0.01875	19	1	0.05263157894736842	22	1	0.045454545454545456
TP53	232	0.1418015956878662	-0.9534663558006287	1.3601055145263672	0		43	14	0.32558139534883723	44	7	0.1590909090909091	0	0		0	0	
TLR5	232	0.12776198983192444	-0.6204471588134766	0.9963710308074951	1	0.09070665389299393	18	1	0.05555555555555555	20	0	0.0	0	0		0	0	
OAS3	232	0.127620130777359	-1.4608551263809204	1.2931690216064453	39	0.08343396335840225	126	15	0.11904761904761904	137	0	0.0	20	0	0.0	24	0	0.0
MAPK13	232	0.1275506615638733	-0.9298374056816101	1.4024659395217896	1	0.0306044053286314	41	10	0.24390243902439024	44	0	0.0	0	0		0	0	
UBE2C	232	0.12587445974349976	-1.6558983325958252	3.112342119216919	73	0.11898017674684525	164	43	0.2621951219512195	180	14	0.07777777777777778	29	7	0.2413793103448276	36	7	0.19444444444444445
KRT20	231	0.12154529988765717	-0.9811011552810669	1.1070231199264526	0		25	0	0.0	28	0	0.0	0	0		0	0	
CELSR2	232	0.12031902372837067	-0.7798689007759094	1.089310646057129	0		20	4	0.2	22	0	0.0	0	0		0	0	
CD40	232	0.11748872697353363	-0.9585329294204712	1.6779375076293945	15	0.2547012269496918	109	15	0.13761467889908258	116	6	0.05172413793103448	9	6	0.6666666666666666	11	6	0.5454545454545454
WNT9A	232	0.1165279746055603	-0.8962617516517639	1.0402848720550537	0		32	0	0.0	36	0	0.0	0	0		0	0	
HMGB2	232	0.11091888695955276	-1.655059576034546	2.6647090911865234	72	0.2511383891105652	161	46	0.2857142857142857	177	14	0.07909604519774012	33	19	0.5757575757575758	41	19	0.4634146341463415
HDAC4	232	0.10762641578912735	-0.7877799272537231	1.2308425903320312	0		39	12	0.3076923076923077	43	4	0.09302325581395349	0	0		0	0	
IGF1R	232	0.09609204530715942	-1.1035807132720947	1.3848344087600708	9	0.09227054566144943	48	10	0.20833333333333334	58	0	0.0	0	0		0	0	
CALM3	232	0.09176657348871231	-1.2647546529769897	1.6382910013198853	0		106	27	0.25471698113207547	117	2	0.017094017094017096	0	0		0	0	
IL1RAP	232	0.08714896440505981	-2.103825569152832	2.9540481567382812	20	0.04478515684604645	119	35	0.29411764705882354	135	4	0.02962962962962963	2	0	0.0	2	0	0.0
PLAC8	232	0.07735494524240494	-1.6968728303909302	3.1069087982177734	24	0.16179558634757996	115	48	0.41739130434782606	128	16	0.125	6	0	0.0	8	0	0.0
FAS	232	0.07547169178724289	-0.9652976989746094	1.3034751415252686	0		62	9	0.14516129032258066	67	0	0.0	0	0		0	0	
ATR	232	0.07519790530204773	-0.8944627046585083	1.0589375495910645	1	0.0868111178278923	18	2	0.1111111111111111	21	0	0.0	0	0		0	0	
PTGDR2	232	0.0723978579044342	-1.11348295211792	1.463697910308838	13	0.16802357137203217	81	20	0.24691358024691357	89	4	0.0449438202247191	1	0	0.0	2	0	0.0
MAML2	232	0.07084660232067108	-0.8916307687759399	1.4556899070739746	0		48	14	0.2916666666666667	51	4	0.0784313725490196	0	0		0	0	
EPOR	231	0.06507480889558792	-1.2376735210418701	2.0601518154144287	12	0.23546597361564636	81	19	0.2345679012345679	83	9	0.10843373493975904	4	0	0.0	6	0	0.0
COL18A1	232	0.0641096979379654	-2.194392204284668	2.48405122756958	106	0.1085759624838829	176	43	0.24431818181818182	190	28	0.14736842105263157	54	27	0.5	58	27	0.46551724137931033
IFNAR2	232	0.06097831949591637	-0.9057366251945496	1.3060804605484009	1	0.024579834192991257	51	20	0.39215686274509803	55	2	0.03636363636363636	0	0		0	0	
FZD7	232	0.04459117725491524	-1.0624946355819702	0.8330188393592834	2	0.03857553005218506	49	0	0.0	55	0	0.0	0	0		0	0	
IL10RB	232	0.037906572222709656	-1.1943507194519043	1.5735909938812256	1	0.030317192897200584	45	16	0.35555555555555557	46	1	0.021739130434782608	0	0		0	0	
FGF18	232	0.031945906579494476	-1.2412421703338623	2.063803195953369	6	0.27411288022994995	79	21	0.26582278481012656	86	10	0.11627906976744186	3	2	0.6666666666666666	4	2	0.5
CD58	232	0.028579389676451683	-1.1765027046203613	2.0737595558166504	0		54	26	0.48148148148148145	56	5	0.08928571428571429	0	0		0	0	
STMN1	232	0.02506401389837265	-1.4785182476043701	1.5140068531036377	64	0.3605037331581116	122	33	0.27049180327868855	133	16	0.12030075187969924	33	23	0.696969696969697	41	23	0.5609756097560976
CSF3	232	0.024990547448396683	-1.0329747200012207	0.9613493084907532	3	0.10203295201063156	24	0	0.0	25	1	0.04	2	0	0.0	2	0	0.0
HSD17B2	232	0.021621420979499817	-1.140512466430664	1.7397093772888184	1	0.1692269742488861	53	31	0.5849056603773585	54	5	0.09259259259259259	0	0		1	0	0.0
OAS1	232	0.009592707268893719	-1.3005523681640625	1.437187671661377	3	0.04675871506333351	67	8	0.11940298507462686	77	2	0.025974025974025976	1	0	0.0	1	0	0.0
IDO1	232	-0.004444312769919634	-1.3699946403503418	2.5851240158081055	39	0.1335010677576065	136	19	0.13970588235294118	147	4	0.027210884353741496	18	1	0.05555555555555555	23	1	0.043478260869565216
INHA	232	-0.004623402375727892	-0.8575893044471741	0.9927700757980347	0		28	2	0.07142857142857142	31	0	0.0	0	0		0	0	
MTOR	231	-0.00825557578355074	-0.8861291408538818	1.1017862558364868	0		27	9	0.3333333333333333	30	1	0.03333333333333333	0	0		0	0	
ADM2	232	-0.010800653137266636	-0.8782117366790771	0.9548660516738892	1	0.026125678792595863	21	7	0.3333333333333333	22	1	0.045454545454545456	0	0		0	0	
ESR1	232	-0.013619044795632362	-0.9628053903579712	5.2059125900268555	43	0.2769626975059509	88	46	0.5227272727272727	91	20	0.21978021978021978	19	7	0.3684210526315789	26	7	0.2692307692307692
PTTG1	232	-0.019869577139616013	-1.3487430810928345	1.6477928161621094	2	0.06744775921106339	75	16	0.21333333333333335	81	4	0.04938271604938271	0	0		0	0	
ADGRL1	232	-0.024119608104228973	-1.1210451126098633	1.6356908082962036	1	0.025448648259043694	64	20	0.3125	68	9	0.1323529411764706	0	0		0	0	
ADGRE5	232	-0.02723519504070282	-1.0207730531692505	1.2283093929290771	0		50	2	0.04	57	0	0.0	0	0		0	0	
DDC	232	-0.03746289759874344	-0.9371969699859619	1.0364508628845215	2	0.08354170620441437	20	5	0.25	21	0	0.0	0	0		1	0	0.0
COL9A3	232	-0.05339067429304123	-0.8572433590888977	1.3732144832611084	6	0.18007034063339233	53	15	0.2830188679245283	54	4	0.07407407407407407	2	0	0.0	3	0	0.0
ADGRB2	232	-0.06005937606096268	-1.1191563606262207	0.7020063400268555	4	0.05093597620725632	16	1	0.0625	18	0	0.0	1	0	0.0	2	0	0.0
STAT1	232	-0.060627758502960205	-1.1599715948104858	1.7035629749298096	43	0.2036348283290863	133	22	0.16541353383458646	148	4	0.02702702702702703	22	1	0.045454545454545456	26	1	0.038461538461538464
