gene	n_fov	median_lc_z	q25_lc_z	q75_lc_z	n_fov_hmrf	median_hmrf_corr	n_eligible_hotspot_program	n_comember_hotspot_program	frac_comember_hotspot_program	n_eligible_hotspot_fine	n_comember_hotspot_fine	frac_comember_hotspot_fine	n_eligible_hmrf_program	n_comember_hmrf_program	frac_comember_hmrf_program	n_eligible_hmrf_fine	n_comember_hmrf_fine	frac_comember_hmrf_fine
QRFPR	232	-0.6336798071861267	-1.5897014141082764	0.24361205101013184	1	0.04894397780299187	21	0	0.0	24	0	0.0	0	0		0	0	
WNT10B	232	-0.6345553398132324	-1.562949299812317	0.08821430802345276	0		24	0	0.0	27	0	0.0	0	0		0	0	
FABP5	232	-0.634870171546936	-2.455052137374878	1.1088271141052246	50	0.06225009262561798	156	20	0.1282051282051282	173	3	0.017341040462427744	6	0	0.0	10	0	0.0
FGF13	231	-0.6351747512817383	-1.5849251747131348	0.2798742651939392	1	0.08609429746866226	32	1	0.03125	36	0	0.0	0	0		0	0	
REG1A	232	-0.6370786428451538	-1.6092113256454468	0.40859127044677734	1	0.03169739991426468	31	1	0.03225806451612903	36	0	0.0	1	0	0.0	1	0	0.0
UCP1	232	-0.6378397941589355	-1.492003321647644	0.0875009223818779	0		21	0	0.0	22	0	0.0	0	0		0	0	
CNTFR	232	-0.639771580696106	-1.4322991371154785	0.31393134593963623	1	0.06566421687602997	32	0	0.0	37	0	0.0	0	0		0	0	
PLA2R1	232	-0.6417970657348633	-1.649261474609375	0.13498279452323914	4	0.06569237262010574	42	0	0.0	51	0	0.0	0	0		0	0	
GC	231	-0.6435551047325134	-1.6798732280731201	0.04964172840118408	4	0.027802716940641403	32	0	0.0	33	0	0.0	0	0		1	0	0.0
NRG1	232	-0.6458169221878052	-1.5782630443572998	0.23162758350372314	0		21	0	0.0	24	0	0.0	0	0		0	0	
NR1H3	232	-0.6497042179107666	-1.6381611824035645	0.596280574798584	2	0.03778601437807083	79	2	0.02531645569620253	86	0	0.0	1	0	0.0	1	0	0.0
NRXN1	231	-0.651124119758606	-1.5992274284362793	0.33675187826156616	1	0.025890594348311424	30	0	0.0	32	0	0.0	0	0		0	0	
CLU	232	-0.6533346176147461	-2.5796732902526855	0.9136488437652588	111	0.05538047477602959	169	7	0.04142011834319527	184	2	0.010869565217391304	38	0	0.0	43	0	0.0
HILPDA	231	-0.6557371616363525	-2.6319565773010254	0.6536892652511597	45	0.16791532933712006	132	18	0.13636363636363635	142	1	0.007042253521126761	18	0	0.0	25	0	0.0
CCL7	232	-0.655951738357544	-1.3986326456069946	0.24721841514110565	3	0.037110161036252975	31	0	0.0	35	0	0.0	0	0		1	0	0.0
LIFR	231	-0.6600238084793091	-1.8486871719360352	0.4517291188240051	3	0.034130483865737915	58	13	0.22413793103448276	63	0	0.0	0	0		0	0	
DPP4	232	-0.6642659902572632	-1.4447530508041382	0.3868025839328766	1	0.47783228754997253	46	19	0.41304347826086957	49	3	0.061224489795918366	1	1	1.0	1	1	1.0
MMP3	232	-0.6659079790115356	-1.8415638208389282	0.37892669439315796	18	0.018916748464107513	47	0	0.0	48	0	0.0	10	0	0.0	12	0	0.0
CXCL8	232	-0.671617865562439	-3.4339611530303955	0.9277796149253845	160	0.011950554326176643	169	1	0.005917159763313609	183	0	0.0	77	0	0.0	88	0	0.0
ITGA9	232	-0.6754941940307617	-2.722726583480835	1.1398534774780273	2	0.029426006600260735	91	13	0.14285714285714285	99	3	0.030303030303030304	1	0	0.0	1	0	0.0
APOA1	232	-0.6779443621635437	-1.4860690832138062	0.0029920563101768494	0		22	0	0.0	23	0	0.0	0	0		0	0	
HBA1	232	-0.6818432807922363	-1.4390068054199219	0.21214723587036133	18	0.05040009319782257	79	1	0.012658227848101266	87	0	0.0	7	0	0.0	8	0	0.0
G6PC2	232	-0.6832315921783447	-1.7890219688415527	0.2526146173477173	3	0.024180196225643158	26	0	0.0	29	0	0.0	2	0	0.0	3	0	0.0
MMP16	231	-0.6854064464569092	-1.5280287265777588	0.3220955729484558	2	0.04001461714506149	24	0	0.0	27	0	0.0	1	0	0.0	1	0	0.0
CD8B	232	-0.6890282034873962	-1.562207818031311	0.13235394656658173	232	0.03945384919643402	30	0	0.0	32	0	0.0	97	0	0.0	109	0	0.0
COL21A1	232	-0.6901398301124573	-1.4622761011123657	0.13410544395446777	0		22	2	0.09090909090909091	25	0	0.0	0	0		0	0	
EPHB6	232	-0.6917943954467773	-1.6605207920074463	0.5993679761886597	5	0.17754153907299042	47	12	0.2553191489361702	52	5	0.09615384615384616	1	0	0.0	1	0	0.0
IFNG	232	-0.694923460483551	-1.6703037023544312	0.11941374838352203	0		27	0	0.0	27	0	0.0	0	0		0	0	
KLK3	232	-0.695299506187439	-1.7917616367340088	0.06050851196050644	0		37	0	0.0	38	0	0.0	0	0		0	0	
HSD3B2	231	-0.6960796117782593	-1.5997722148895264	0.19151169061660767	4	0.01759178750216961	41	0	0.0	44	0	0.0	1	0	0.0	2	0	0.0
SCG5	232	-0.697959303855896	-1.881364107131958	0.24258218705654144	0		35	3	0.08571428571428572	37	0	0.0	0	0		0	0	
GCG	232	-0.698232114315033	-1.6806974411010742	0.22346103191375732	1	0.10408515483140945	23	0	0.0	25	0	0.0	0	0		0	0	
FGF12	232	-0.7019028067588806	-1.5885134935379028	0.1930946260690689	1	0.026463313028216362	31	0	0.0	39	0	0.0	0	0		0	0	
ANGPT2	232	-0.7061687707901001	-1.676830530166626	0.053885579109191895	3	0.02493956871330738	36	0	0.0	38	0	0.0	2	0	0.0	2	0	0.0
AR	232	-0.7068173885345459	-1.7791556119918823	0.3372596502304077	0		30	0	0.0	31	0	0.0	0	0		0	0	
SERPINH1	232	-0.7071539163589478	-2.2907216548919678	1.3069159984588623	25	0.07538760453462601	173	19	0.10982658959537572	186	4	0.021505376344086023	8	0	0.0	11	0	0.0
NCR1	232	-0.707371711730957	-1.5878496170043945	0.21524196863174438	2	0.05432284623384476	20	0	0.0	24	0	0.0	1	0	0.0	2	0	0.0
ADGRG3	231	-0.7144143581390381	-2.084885597229004	0.29289257526397705	2	0.008891773410141468	68	0	0.0	73	0	0.0	1	0	0.0	1	0	0.0
ADGRB3	232	-0.7155883312225342	-1.842311978340149	0.20799678564071655	1	0.034758176654577255	24	0	0.0	25	0	0.0	0	0		0	0	
TOX	232	-0.7157673835754395	-1.5909851789474487	0.31173771619796753	0		26	0	0.0	31	0	0.0	0	0		0	0	
NGFR	232	-0.7168592214584351	-1.6711145639419556	0.20199714601039886	0		28	0	0.0	35	0	0.0	0	0		0	0	
VEGFB	232	-0.7180323004722595	-1.5423505306243896	0.2275020331144333	0		27	1	0.037037037037037035	31	0	0.0	0	0		0	0	
STAT5B	232	-0.7194744348526001	-1.6892497539520264	0.21268323063850403	0		29	0	0.0	31	0	0.0	0	0		0	0	
ATG12	232	-0.7195357084274292	-1.9930084943771362	0.2608291208744049	2	-0.021975580602884293	53	0	0.0	56	0	0.0	1	0	0.0	1	0	0.0
JAK2	232	-0.7200755476951599	-2.241938591003418	0.3396293520927429	0		44	0	0.0	47	0	0.0	0	0		0	0	
S100A8	232	-0.7215077877044678	-2.577085018157959	1.2397966384887695	85	0.05384528636932373	156	23	0.14743589743589744	174	9	0.05172413793103448	18	0	0.0	25	0	0.0
S100B	232	-0.7225104570388794	-1.6042659282684326	0.13087868690490723	4	0.05824989080429077	80	0	0.0	83	0	0.0	1	0	0.0	1	0	0.0
TNFSF4	231	-0.7242929339408875	-1.5344696044921875	0.26782506704330444	0		38	1	0.02631578947368421	40	0	0.0	0	0		0	0	
WNT2B	232	-0.7294701337814331	-1.5659077167510986	0.25203123688697815	2	0.04797923564910889	27	0	0.0	34	0	0.0	1	0	0.0	2	0	0.0
IFITM3	232	-0.7330691814422607	-3.818335771560669	1.9058873653411865	158	0.06213996559381485	185	16	0.08648648648648649	205	4	0.01951219512195122	52	8	0.15384615384615385	61	8	0.13114754098360656
TLR8	232	-0.7400393486022949	-1.6946699619293213	0.12794017791748047	2	0.0828484520316124	29	0	0.0	31	0	0.0	0	0		0	0	
HMGN2	232	-0.7415792942047119	-1.8258823156356812	0.17789877951145172	1	0.06893438845872879	28	0	0.0	29	0	0.0	1	0	0.0	1	0	0.0
OXER1	232	-0.7416900396347046	-1.6393593549728394	0.11907985806465149	3	0.040754254907369614	32	0	0.0	34	0	0.0	1	0	0.0	2	0	0.0
RELT	232	-0.7446122765541077	-2.2917230129241943	0.12483537942171097	0		61	0	0.0	63	0	0.0	0	0		0	0	
CXCR1	232	-0.752293586730957	-2.12050199508667	0.17629319429397583	2	0.036405082792043686	58	0	0.0	59	0	0.0	0	0		1	0	0.0
ATG10	232	-0.7547279596328735	-1.5938286781311035	0.17564725875854492	0		26	0	0.0	27	0	0.0	0	0		0	0	
SMO	231	-0.7607971429824829	-1.649762511253357	0.36846816539764404	2	0.05558940768241882	29	3	0.10344827586206896	31	1	0.03225806451612903	1	0	0.0	1	0	0.0
PSAP	232	-0.7731313109397888	-3.5389389991760254	1.3270937204360962	161	0.005855383817106485	189	19	0.10052910052910052	209	4	0.019138755980861243	61	4	0.06557377049180328	67	4	0.05970149253731343
TNFSF9	231	-0.7748245000839233	-1.7114921808242798	0.20501023530960083	0		37	0	0.0	38	0	0.0	0	0		0	0	
UPK3A	231	-0.776950478553772	-2.094667911529541	0.16241824626922607	2	0.047219082713127136	20	1	0.05	22	0	0.0	0	0		0	0	
CAMP	232	-0.7802445888519287	-1.7472848892211914	0.19135405123233795	0		33	0	0.0	35	0	0.0	0	0		0	0	
GDNF	232	-0.7826216220855713	-1.6507799625396729	-0.04636451601982117	0		31	0	0.0	36	0	0.0	0	0		0	0	
IL33	231	-0.783137857913971	-2.0885062217712402	0.3438643217086792	8	0.013427255675196648	86	0	0.0	92	0	0.0	0	0		0	0	
IFNA1	232	-0.7867094278335571	-1.673046350479126	0.013092229142785072	3	0.03751243278384209	32	0	0.0	34	0	0.0	1	0	0.0	1	0	0.0
NPR1	232	-0.788323163986206	-1.9241740703582764	0.2341873049736023	2	0.04870379716157913	40	0	0.0	45	0	0.0	0	0		1	0	0.0
P2RY12	232	-0.7979505062103271	-1.6951982975006104	0.1371513456106186	0		33	0	0.0	37	0	0.0	0	0		0	0	
IL17B	232	-0.8091594576835632	-1.7498199939727783	0.07848484814167023	1	0.03013494610786438	35	0	0.0	38	0	0.0	0	0		0	0	
IFNGR1	232	-0.8101335167884827	-1.9664244651794434	0.37694644927978516	0		79	2	0.02531645569620253	94	0	0.0	0	0		0	0	
PGR	232	-0.814175009727478	-1.6201910972595215	-0.11269687116146088	0		22	0	0.0	23	0	0.0	0	0		0	0	
IL15	232	-0.8151816129684448	-1.799570083618164	0.06292624026536942	1	0.04007920250296593	34	0	0.0	39	0	0.0	0	0		0	0	
BMP6	232	-0.8191951513290405	-1.6938222646713257	0.5266826152801514	1	0.040887922048568726	37	3	0.08108108108108109	43	4	0.09302325581395349	0	0		0	0	
ADORA2A	232	-0.8229243159294128	-1.8606719970703125	0.06121135503053665	2	0.02722727693617344	32	0	0.0	35	0	0.0	1	0	0.0	2	0	0.0
WIF1	232	-0.8231196999549866	-2.4934892654418945	0.4249419867992401	40	-0.0030829559545964003	122	1	0.00819672131147541	137	0	0.0	7	0	0.0	7	0	0.0
PROK2	232	-0.8259358406066895	-1.6992478370666504	-0.04029381275177002	0		22	0	0.0	24	0	0.0	0	0		0	0	
ADGRG5	232	-0.8273568153381348	-1.7870521545410156	-0.04621496424078941	1	0.02687271684408188	29	0	0.0	32	0	0.0	0	0		0	0	
ADGRD1	232	-0.8320633172988892	-1.7993122339248657	0.2155831754207611	2	0.009606974199414253	27	1	0.037037037037037035	30	0	0.0	1	0	0.0	1	0	0.0
GDF10	232	-0.8349367380142212	-1.7972406148910522	0.16065342724323273	2	0.05093613266944885	30	0	0.0	35	0	0.0	0	0		0	0	
XCL2	232	-0.8357889652252197	-1.6685433387756348	0.10755739361047745	2	0.061925582587718964	34	0	0.0	35	0	0.0	0	0		1	0	0.0
GDF9	232	-0.8448914289474487	-1.7659467458724976	0.21126942336559296	1	0.05963898077607155	24	0	0.0	24	0	0.0	0	0		0	0	
CXCR2	232	-0.8454097509384155	-1.9392423629760742	0.16242606937885284	3	0.017817731946706772	59	0	0.0	63	0	0.0	0	0		0	0	
VEGFD	232	-0.8462217450141907	-1.9255284070968628	-0.010155284777283669	0		18	0	0.0	22	1	0.045454545454545456	0	0		0	0	
RARRES1	232	-0.8502407670021057	-2.4296603202819824	0.5073697566986084	11	0.07850449532270432	133	16	0.12030075187969924	147	6	0.04081632653061224	6	0	0.0	8	0	0.0
HCAR2	232	-0.8545061945915222	-2.566011667251587	0.5325430035591125	47	0.01362480316311121	124	0	0.0	132	0	0.0	20	0	0.0	23	0	0.0
MMP12	232	-0.8625708222389221	-2.8717098236083984	0.4418551027774811	91	0.010324917733669281	138	1	0.007246376811594203	154	0	0.0	42	0	0.0	48	0	0.0
CPB1	232	-0.8725740313529968	-1.6502798795700073	0.12486113607883453	4	0.0533413365483284	29	0	0.0	32	0	0.0	1	0	0.0	1	0	0.0
TXK	232	-0.8799037933349609	-1.9551256895065308	0.2567889988422394	4	0.009126638993620872	34	0	0.0	38	0	0.0	0	0		0	0	
BMP5	232	-0.8849718570709229	-1.6415929794311523	0.20488038659095764	1	-0.029292738065123558	38	0	0.0	40	0	0.0	1	0	0.0	1	0	0.0
CCL18	232	-0.8906483054161072	-2.7378993034362793	0.8645207285881042	64	0.026340361684560776	135	8	0.05925925925925926	149	1	0.006711409395973154	22	0	0.0	25	0	0.0
CLEC1A	232	-0.8952348232269287	-2.130481004714966	-0.06330039352178574	1	0.019252382218837738	35	0	0.0	38	0	0.0	0	0		0	0	
MERTK	232	-0.8994299173355103	-2.9265007972717285	0.16944459080696106	1	0.008290257304906845	90	4	0.044444444444444446	95	0	0.0	0	0		0	0	
IGF2	231	-0.9011435508728027	-2.7746083736419678	0.09002561867237091	109	0.03686359524726868	151	9	0.059602649006622516	161	1	0.006211180124223602	43	0	0.0	52	0	0.0
IL17A	232	-0.9015076160430908	-1.959227204322815	-0.09472215175628662	5	0.07299085706472397	40	0	0.0	43	0	0.0	1	0	0.0	1	0	0.0
IL15RA	231	-0.9020164608955383	-1.9002101421356201	0.19812804460525513	2	0.0850754976272583	62	0	0.0	65	0	0.0	2	0	0.0	2	0	0.0
CCL26	232	-0.9025559425354004	-1.8499579429626465	0.05650334805250168	4	0.04161921888589859	51	0	0.0	53	0	0.0	1	0	0.0	1	0	0.0
EPHA3	231	-0.906813383102417	-2.042243480682373	0.09453868865966797	1	0.013372492976486683	39	0	0.0	41	0	0.0	1	0	0.0	1	0	0.0
TCL1A	232	-0.9071462154388428	-2.0200023651123047	0.2860454320907593	9	0.0003342429699841887	49	0	0.0	51	0	0.0	5	0	0.0	5	0	0.0
CD36	232	-0.907463788986206	-2.073223829269409	0.3377001881599426	3	-0.000778305868152529	68	0	0.0	74	0	0.0	0	0		0	0	
HBB	232	-0.9076399803161621	-1.8758814334869385	-0.011478425934910774	12	0.038511957973241806	69	1	0.014492753623188406	77	0	0.0	6	0	0.0	6	0	0.0
TBX21	232	-0.9081581830978394	-2.1556620597839355	-0.11040082573890686	1	0.05427493155002594	33	0	0.0	34	0	0.0	1	0	0.0	1	0	0.0
IFNB1	231	-0.9136033058166504	-1.7778136730194092	0.09837488830089569	0		28	0	0.0	29	0	0.0	0	0		0	0	
IL34	231	-0.9137842059135437	-1.9655927419662476	0.002595251426100731	0		34	0	0.0	38	0	0.0	0	0		0	0	
LAG3	232	-0.9163486957550049	-1.893348217010498	0.09771929681301117	0		31	0	0.0	34	0	0.0	0	0		0	0	
CSF1	232	-0.9173718690872192	-2.0407724380493164	0.21688194572925568	2	0.09288206696510315	56	0	0.0	65	0	0.0	0	0		0	0	
NLRP1	231	-0.9245522022247314	-2.0440516471862793	0.17622071504592896	0		40	0	0.0	43	0	0.0	0	0		0	0	
MARCO	232	-0.9268552660942078	-2.29276704788208	-0.04071740806102753	27	-0.03290915489196777	73	0	0.0	84	0	0.0	18	0	0.0	18	0	0.0
HIF1A	232	-0.9300432205200195	-2.223194122314453	0.35433727502822876	0		67	13	0.19402985074626866	75	1	0.013333333333333334	0	0		0	0	
ST6GAL1	232	-0.9303880929946899	-2.446126937866211	0.2481728345155716	4	0.050690487027168274	91	0	0.0	102	1	0.00980392156862745	2	0	0.0	2	0	0.0
CLEC5A	232	-0.9336037039756775	-2.0470685958862305	-0.2024395912885666	0		58	0	0.0	60	0	0.0	0	0		0	0	
IL1B	232	-0.9343851804733276	-2.095064640045166	0.24645274877548218	41	0.03370368108153343	117	0	0.0	121	0	0.0	22	0	0.0	26	0	0.0
IL12B	231	-0.9361518621444702	-2.101047992706299	0.04280507192015648	0		49	0	0.0	50	0	0.0	0	0		0	0	
SLC2A4	231	-0.9362483024597168	-1.6824918985366821	0.02421693131327629	1	0.05739980936050415	29	0	0.0	30	0	0.0	0	0		0	0	
LINC02446	232	-0.9398844242095947	-1.8207424879074097	-0.1240314394235611	1	0.03293114900588989	43	0	0.0	45	0	0.0	0	0		0	0	
NLRC4	232	-0.9425624012947083	-1.899190068244934	0.07952837646007538	2	0.033537521958351135	23	0	0.0	25	0	0.0	0	0		1	0	0.0
ANGPT1	232	-0.9459872841835022	-1.9349340200424194	-0.05954982340335846	0		32	0	0.0	35	0	0.0	0	0		0	0	
CCRL2	232	-0.9511744976043701	-1.9047276973724365	0.25351959466934204	1	0.011973811313509941	57	0	0.0	62	0	0.0	0	0		0	0	
CD86	232	-0.9639952182769775	-1.9822157621383667	0.24256564676761627	1	0.07989116758108139	27	0	0.0	28	0	0.0	0	0		0	0	
TWIST2	232	-0.9671198129653931	-2.7059695720672607	0.04784712567925453	16	-0.00787174142897129	55	0	0.0	59	0	0.0	6	0	0.0	9	0	0.0
TNFRSF17	232	-0.9690707921981812	-2.0425751209259033	-0.22568756341934204	2	0.01580098457634449	30	0	0.0	31	0	0.0	0	0		0	0	
TNFRSF18	232	-0.9696251153945923	-2.261261463165283	0.30086028575897217	1	0.09130613505840302	73	4	0.0547945205479452	77	0	0.0	0	0		0	0	
BST1	232	-0.9742202758789062	-1.9963200092315674	-0.11954033374786377	4	0.006239393725991249	53	0	0.0	57	0	0.0	1	0	0.0	1	0	0.0
EGF	232	-0.9790662527084351	-1.8847613334655762	0.35901936888694763	2	0.0018271268345415592	31	0	0.0	35	0	0.0	1	0	0.0	1	0	0.0
TNFRSF9	232	-0.9795107245445251	-1.974151372909546	0.10581813752651215	1	0.011353368870913982	40	0	0.0	42	0	0.0	0	0		0	0	
CD44	232	-0.9800584316253662	-3.8641765117645264	1.002363920211792	34	0.042375411838293076	169	34	0.20118343195266272	183	11	0.060109289617486336	18	0	0.0	18	0	0.0
GPBAR1	232	-0.9892090559005737	-1.8334674835205078	-0.08497247844934464	1	0.01231936365365982	40	0	0.0	42	0	0.0	0	0		1	0	0.0
FFAR3	232	-0.9972444772720337	-1.9655206203460693	-0.03147544711828232	2	0.007621776778250933	42	0	0.0	46	0	0.0	1	0	0.0	1	0	0.0
BATF3	232	-0.9983065724372864	-2.07767915725708	0.169469952583313	3	0.03750444948673248	39	5	0.1282051282051282	43	0	0.0	0	0		0	0	
BEST1	232	-0.998970627784729	-2.126105308532715	-0.011539557948708534	0		34	0	0.0	36	0	0.0	0	0		0	0	
RARB	232	-1.0014655590057373	-1.833181619644165	-0.1278407722711563	0		25	0	0.0	28	0	0.0	0	0		0	0	
TNFAIP6	232	-1.0137758255004883	-2.1156551837921143	-0.1066613718867302	1	-0.013163698837161064	51	0	0.0	54	0	0.0	1	0	0.0	1	0	0.0
IL12RB2	232	-1.017263412475586	-2.136929512023926	0.030030176043510437	2	0.04986439645290375	32	0	0.0	32	0	0.0	0	0		0	0	
SNAI1	231	-1.0201853513717651	-2.112401008605957	-0.05837705731391907	0		32	0	0.0	34	0	0.0	0	0		0	0	
CLEC10A	232	-1.0203832387924194	-2.367950439453125	-0.20642343163490295	0		62	0	0.0	65	0	0.0	0	0		0	0	
IL24	232	-1.024522066116333	-2.4162487983703613	0.04057928919792175	2	-0.03940168023109436	44	0	0.0	47	0	0.0	1	0	0.0	2	0	0.0
IL27RA	232	-1.0261590480804443	-2.3090217113494873	0.07044892013072968	2	0.08347894251346588	76	19	0.25	79	4	0.05063291139240506	0	0		0	0	
ST6GALNAC3	232	-1.0391342639923096	-2.2581942081451416	0.04268568381667137	0		28	0	0.0	30	0	0.0	0	0		0	0	
CDH5	232	-1.0469372272491455	-2.5693514347076416	0.2588050961494446	232	0.04237198829650879	127	13	0.10236220472440945	140	1	0.007142857142857143	97	2	0.020618556701030927	109	2	0.01834862385321101
COL4A5	232	-1.048403263092041	-2.2816531658172607	-0.1858474463224411	2	0.05861708149313927	47	0	0.0	60	0	0.0	1	0	0.0	1	0	0.0
FGF1	231	-1.0521063804626465	-2.243946075439453	0.16748419404029846	1	0.008499035611748695	23	0	0.0	25	0	0.0	0	0		0	0	
WNT2	231	-1.0537384748458862	-2.409883975982666	-0.21968531608581543	1	0.04765969514846802	36	0	0.0	37	0	0.0	0	0		0	0	
NLRP3	231	-1.064831018447876	-2.0403542518615723	-0.1523507535457611	1	0.0920519009232521	43	0	0.0	47	0	0.0	0	0		1	0	0.0
LPAR5	232	-1.081722378730774	-2.5866475105285645	0.029288597404956818	3	-0.0019416422583162785	65	0	0.0	66	0	0.0	2	0	0.0	2	0	0.0
FASLG	232	-1.0818829536437988	-2.202280282974243	-0.09507795423269272	0		29	0	0.0	29	0	0.0	0	0		0	0	
BCL2	232	-1.082979679107666	-3.6504294872283936	1.6263619661331177	78	0.2546999454498291	155	26	0.16774193548387098	167	18	0.10778443113772455	34	21	0.6176470588235294	42	21	0.5
ELANE	232	-1.0883512496948242	-2.336338758468628	0.008100859820842743	2	0.03453604131937027	52	0	0.0	55	0	0.0	1	0	0.0	1	0	0.0
GDF6	231	-1.0961371660232544	-2.087102174758911	-0.09596894681453705	4	0.0049121081829071045	46	0	0.0	50	0	0.0	1	0	0.0	1	0	0.0
PNOC	232	-1.102650761604309	-2.33019757270813	-0.07651648670434952	0		39	0	0.0	42	1	0.023809523809523808	0	0		0	0	
IFIT1	232	-1.1040143966674805	-2.0592989921569824	-0.118680939078331	1	0.03547222539782524	36	0	0.0	41	0	0.0	0	0		0	0	
CD70	232	-1.1047701835632324	-2.097566604614258	-0.09816806763410568	1	0.07938636094331741	25	0	0.0	27	0	0.0	1	0	0.0	1	0	0.0
PGF	232	-1.1056729555130005	-2.387655258178711	-0.24058797955513	3	0.02436494082212448	64	0	0.0	68	0	0.0	0	0		0	0	
EOMES	232	-1.106034517288208	-1.9868571758270264	-0.07876010239124298	1	0.011399048380553722	27	0	0.0	31	0	0.0	0	0		1	0	0.0
IL6	232	-1.108856201171875	-2.3278586864471436	-0.08008555322885513	4	0.04260924458503723	59	0	0.0	64	0	0.0	1	0	0.0	1	0	0.0
RPL21	232	-1.1099436283111572	-2.9766063690185547	2.149810552597046	135	0.06988045573234558	184	39	0.21195652173913043	204	17	0.08333333333333333	45	26	0.5777777777777777	54	27	0.5
FFAR2	232	-1.114884853363037	-2.639194965362549	0.22678278386592865	4	0.042768798768520355	65	0	0.0	71	0	0.0	1	0	0.0	1	0	0.0
FZD4	231	-1.1153082847595215	-2.3512139320373535	-0.07803642749786377	7	0.05225970223546028	108	1	0.009259259259259259	123	0	0.0	0	0		0	0	
ACTG2	232	-1.1206835508346558	-2.3094053268432617	-0.14608021080493927	11	0.025842394679784775	84	0	0.0	87	0	0.0	1	0	0.0	2	0	0.0
LTB	232	-1.1256043910980225	-3.4303765296936035	0.4784684181213379	61	0.035110630095005035	153	3	0.0196078431372549	161	1	0.006211180124223602	23	0	0.0	27	0	0.0
ACKR1	232	-1.128965973854065	-2.66544508934021	-0.21508169174194336	45	0.025047285482287407	107	0	0.0	121	0	0.0	5	0	0.0	7	0	0.0
ACKR3	232	-1.132603406906128	-2.2462313175201416	-0.2331758737564087	2	0.008456363342702389	55	1	0.01818181818181818	64	0	0.0	0	0		0	0	
TIE1	232	-1.1357016563415527	-2.2070672512054443	-0.011689051985740662	2	0.0717492550611496	76	0	0.0	81	0	0.0	0	0		0	0	
BMP1	232	-1.138258934020996	-2.7699882984161377	-0.011449148878455162	1	0.07484100013971329	92	0	0.0	98	0	0.0	0	0		0	0	
MPO	232	-1.1419432163238525	-2.193641185760498	-0.12481077760457993	0		42	0	0.0	45	0	0.0	0	0		0	0	
SPP1	232	-1.14609694480896	-2.9110159873962402	0.06955836713314056	144	0.02489384263753891	176	3	0.017045454545454544	193	1	0.0051813471502590676	66	0	0.0	72	0	0.0
CD274	232	-1.1485148668289185	-2.6706795692443848	0.10449681431055069	1	0.06424488127231598	71	1	0.014084507042253521	75	0	0.0	1	0	0.0	1	0	0.0
CCL8	231	-1.149811863899231	-2.13834810256958	-0.0418129488825798	1	0.030006488785147667	45	0	0.0	45	0	0.0	1	0	0.0	1	0	0.0
TNFSF14	232	-1.1540347337722778	-2.3164427280426025	-0.2183193415403366	0		39	0	0.0	43	0	0.0	0	0		0	0	
IGFBP5	232	-1.1565029621124268	-4.50967264175415	1.1352726221084595	217	0.02418689616024494	193	25	0.12953367875647667	212	4	0.018867924528301886	96	1	0.010416666666666666	106	1	0.009433962264150943
CX3CR1	232	-1.1596343517303467	-2.2269856929779053	-0.21137107908725739	1	0.03786283731460571	39	0	0.0	43	0	0.0	0	0		0	0	
XCL1	232	-1.1617445945739746	-2.0638766288757324	-0.20158933103084564	2	0.07344288378953934	42	0	0.0	46	0	0.0	0	0		0	0	
IL3RA	232	-1.1711714267730713	-2.4962058067321777	-0.24046820402145386	6	0.02043665573000908	81	0	0.0	87	1	0.011494252873563218	1	0	0.0	1	0	0.0
OSM	231	-1.1716039180755615	-2.5680365562438965	-0.1066780537366867	1	0.027444561943411827	46	0	0.0	48	0	0.0	0	0		1	0	0.0
ADGRL4	232	-1.1742862462997437	-2.247480869293213	-0.2880220413208008	4	0.03401438146829605	67	0	0.0	74	0	0.0	1	0	0.0	3	0	0.0
ITGAE	232	-1.1787400245666504	-2.4368107318878174	-0.20033462345600128	0		48	0	0.0	52	0	0.0	0	0		0	0	
CSF3R	232	-1.1793341636657715	-2.8231091499328613	-0.07124804705381393	22	0.0034643050748854876	100	2	0.02	110	0	0.0	9	0	0.0	9	0	0.0
IL17RA	232	-1.1812593936920166	-2.599529266357422	-0.11109663546085358	1	0.054587896913290024	41	0	0.0	44	0	0.0	1	0	0.0	1	0	0.0
TSLP	232	-1.184474229812622	-2.099517345428467	-0.2041955590248108	1	0.06439398974180222	43	0	0.0	51	0	0.0	0	0		0	0	
OAS2	232	-1.1921818256378174	-2.6797165870666504	-0.1823754906654358	21	0.03684120252728462	103	5	0.04854368932038835	117	0	0.0	13	0	0.0	14	0	0.0
COL12A1	232	-1.2067346572875977	-3.09504771232605	-0.24890819191932678	37	-0.05105498060584068	106	0	0.0	114	0	0.0	28	0	0.0	28	0	0.0
TNFSF13B	232	-1.2124805450439453	-2.252030611038208	-0.14936600625514984	0		28	0	0.0	29	0	0.0	0	0		0	0	
HLA-E	232	-1.2201392650604248	-5.435888290405273	0.3707689642906189	62	0.018012089654803276	171	3	0.017543859649122806	185	0	0.0	18	0	0.0	23	0	0.0
FPR1	231	-1.2205877304077148	-3.7325525283813477	-0.2447240650653839	9	0.015188083052635193	91	0	0.0	98	0	0.0	2	0	0.0	2	0	0.0
CXCL9	232	-1.2217313051223755	-2.7845115661621094	0.02636229805648327	48	0.007829028181731701	122	0	0.0	131	1	0.007633587786259542	30	0	0.0	30	0	0.0
