dataset	unit_id	gene	umi
GSE205335	P1015	UBA7	48
GSE205335	P1015	UBE2L6	528
GSE205335	P1015	UPP1	1100
GSE205335	P1015	USP18	109
GSE205335	P1015	VAMP5	1469
GSE205335	P1015	VAMP8	2089
GSE205335	P1015	VCAM1	1
GSE205335	P1015	XAF1	141
GSE205335	P1015	XCL1	3
GSE205335	P1015	XRCC4	54
GSE205335	P1015	XRCC5	490
GSE205335	P1015	XRCC6	378
GSE205335	P1015	ZBP1	8
GSE205335	P1015	ZNFX1	94
GSE205335	P1016	ADAR	13134
GSE205335	P1016	APOL6	432
GSE205335	P1016	ARID5B	1635
GSE205335	P1016	ARL4A	4928
GSE205335	P1016	AUTS2	18255
GSE205335	P1016	B2M	143468
GSE205335	P1016	BANK1	128
GSE205335	P1016	BATF2	18
GSE205335	P1016	BPGM	2492
GSE205335	P1016	BST2	137
GSE205335	P1016	BTG1	22218
GSE205335	P1016	C1R	110
GSE205335	P1016	C1S	23
GSE205335	P1016	CALR	58786
GSE205335	P1016	CANX	23642
GSE205335	P1016	CASP1	25
GSE205335	P1016	CASP3	2399
GSE205335	P1016	CASP4	46
GSE205335	P1016	CASP7	962
GSE205335	P1016	CASP8	907
GSE205335	P1016	CCL2	22
GSE205335	P1016	CCL5	513
GSE205335	P1016	CCL7	0
GSE205335	P1016	CCNB1	10717
GSE205335	P1016	CCRL2	2
GSE205335	P1016	CD274	42
GSE205335	P1016	CD38	29
GSE205335	P1016	CD3D	88
GSE205335	P1016	CD3E	172
GSE205335	P1016	CD40	3951
GSE205335	P1016	CD47	10156
GSE205335	P1016	CD69	124
GSE205335	P1016	CD74	2417
GSE205335	P1016	CD86	4
GSE205335	P1016	CD8A	136
GSE205335	P1016	CDK1	10535
GSE205335	P1016	CDKN1A	42223
GSE205335	P1016	CFB	95
GSE205335	P1016	CFH	7
GSE205335	P1016	CGAS	6
GSE205335	P1016	CIITA	257
GSE205335	P1016	CLDN4	47884
GSE205335	P1016	CMKLR1	6
GSE205335	P1016	CMPK2	1117
GSE205335	P1016	CMTR1	1978
GSE205335	P1016	CNP	4441
GSE205335	P1016	CSF1	341
GSE205335	P1016	CSF2RB	1
GSE205335	P1016	CXCL10	7
GSE205335	P1016	CXCL11	0
GSE205335	P1016	CXCL9	9
GSE205335	P1016	DCLRE1C	1801
GSE205335	P1016	DDX41	3361
GSE205335	P1016	DDX58	318
GSE205335	P1016	DDX60	293
GSE205335	P1016	DHX58	69
GSE205335	P1016	DNTT	18
GSE205335	P1016	EIF2AK2	5226
GSE205335	P1016	EIF4E3	835
GSE205335	P1016	ELF1	602
GSE205335	P1016	EPCAM	23443
GSE205335	P1016	EPSTI1	139
GSE205335	P1016	ERAP1	519
GSE205335	P1016	ERAP2	179
GSE205335	P1016	FAS	74
GSE205335	P1016	FCGR1A	4
GSE205335	P1016	FEN1	14130
GSE205335	P1016	FGL2	12
GSE205335	P1016	FPR1	1
GSE205335	P1016	GBP2	41
GSE205335	P1016	GBP4	34
GSE205335	P1016	GBP6	10
GSE205335	P1016	GCH1	1544
GSE205335	P1016	GMPR	3182
GSE205335	P1016	GNLY	844
GSE205335	P1016	GPR18	4
GSE205335	P1016	GZMA	177
GSE205335	P1016	HELZ2	1226
GSE205335	P1016	HERC6	167
GSE205335	P1016	HIF1A	14344
GSE205335	P1016	HLA-A	110787
GSE205335	P1016	HLA-B	39872
GSE205335	P1016	HLA-C	87687
GSE205335	P1016	HLA-DMA	335
GSE205335	P1016	HLA-DQA1	54
GSE205335	P1016	HLA-DRB1	319
GSE205335	P1016	HLA-E	7380
GSE205335	P1016	HLA-F	5632
GSE205335	P1016	HLA-G	355
GSE205335	P1016	ICAM1	219
GSE205335	P1016	IDO1	17
GSE205335	P1016	IFI16	550
GSE205335	P1016	IFI27	467
GSE205335	P1016	IFI30	7995
GSE205335	P1016	IFI35	1201
GSE205335	P1016	IFI44	425
GSE205335	P1016	IFI44L	5
GSE205335	P1016	IFIH1	554
GSE205335	P1016	IFIT1	5
GSE205335	P1016	IFIT2	37
GSE205335	P1016	IFIT3	42
GSE205335	P1016	IFITM1	331
GSE205335	P1016	IFITM2	222
GSE205335	P1016	IFITM3	665
GSE205335	P1016	IFNAR2	3025
GSE205335	P1016	IL10RA	301
GSE205335	P1016	IL15	63
GSE205335	P1016	IL15RA	116
GSE205335	P1016	IL18BP	91
GSE205335	P1016	IL2RB	31
GSE205335	P1016	IL4R	250
GSE205335	P1016	IL6	2
GSE205335	P1016	IL7	5
GSE205335	P1016	IRF1	7584
GSE205335	P1016	IRF2	2440
GSE205335	P1016	IRF3	2432
GSE205335	P1016	IRF4	8
GSE205335	P1016	IRF5	186
GSE205335	P1016	IRF7	2212
GSE205335	P1016	IRF8	3
GSE205335	P1016	IRF9	2360
GSE205335	P1016	ISG15	2522
GSE205335	P1016	ISG20	1065
GSE205335	P1016	ISOC1	6401
GSE205335	P1016	ITGB7	37
GSE205335	P1016	JAK2	547
GSE205335	P1016	KLRD1	67
GSE205335	P1016	KLRK1	43
GSE205335	P1016	KRT18	6181
GSE205335	P1016	KRT19	19751
GSE205335	P1016	KRT8	9620
GSE205335	P1016	LAMP3	835
GSE205335	P1016	LAP3	1933
GSE205335	P1016	LATS2	91
GSE205335	P1016	LCP2	44
GSE205335	P1016	LGALS3BP	10330
GSE205335	P1016	LIG4	406
GSE205335	P1016	LPAR6	19
GSE205335	P1016	LY6E	9265
GSE205335	P1016	LYSMD2	3035
GSE205335	P1016	MCM6	7629
GSE205335	P1016	METTL7B	4
GSE205335	P1016	MKI67	24548
GSE205335	P1016	MOV10	1831
GSE205335	P1016	MRE11	2854
GSE205335	P1016	MT2A	45292
GSE205335	P1016	MTHFD2	10489
GSE205335	P1016	MVB12A	3884
GSE205335	P1016	MVP	5075
GSE205335	P1016	MX1	376
GSE205335	P1016	MX2	34
GSE205335	P1016	MYD88	545
GSE205335	P1016	NAMPT	5442
GSE205335	P1016	NCOA3	2191
GSE205335	P1016	NCOA7	2998
GSE205335	P1016	NFKB1	590
GSE205335	P1016	NFKBIA	11719
GSE205335	P1016	NHEJ1	1059
GSE205335	P1016	NKG7	836
GSE205335	P1016	NLRC5	1433
GSE205335	P1016	NMI	595
GSE205335	P1016	NOD1	204
GSE205335	P1016	NUB1	4296
GSE205335	P1016	NUP93	2724
GSE205335	P1016	OAS1	59
GSE205335	P1016	OAS2	31
GSE205335	P1016	OAS3	1743
GSE205335	P1016	OASL	22
GSE205335	P1016	OGFR	7338
GSE205335	P1016	P2RY14	13
GSE205335	P1016	PARP12	1499
GSE205335	P1016	PARP14	730
GSE205335	P1016	PARP9	1372
GSE205335	P1016	PCNA	34044
GSE205335	P1016	PDE4B	100
GSE205335	P1016	PDIA3	32322
GSE205335	P1016	PELI1	1150
GSE205335	P1016	PFKP	8041
GSE205335	P1016	PIM1	16407
GSE205335	P1016	PLA2G4A	4
GSE205335	P1016	PLSCR1	5791
GSE205335	P1016	PML	4491
GSE205335	P1016	PNP	7514
GSE205335	P1016	PNPT1	2590
GSE205335	P1016	POLL	886
GSE205335	P1016	POLM	1520
GSE205335	P1016	PRKDC	20921
GSE205335	P1016	PROCR	1813
GSE205335	P1016	PSMA2	19114
GSE205335	P1016	PSMA3	11680
GSE205335	P1016	PSMB10	1125
GSE205335	P1016	PSMB2	31338
GSE205335	P1016	PSMB8	18574
GSE205335	P1016	PSMB9	19424
GSE205335	P1016	PSME1	19458
GSE205335	P1016	PSME2	13586
GSE205335	P1016	PTGS2	16
GSE205335	P1016	PTPN1	5649
GSE205335	P1016	PTPN2	5666
GSE205335	P1016	PTPN6	1078
GSE205335	P1016	PTPRC	248
GSE205335	P1016	RAD50	6059
GSE205335	P1016	RAPGEF6	4270
GSE205335	P1016	RBCK1	9425
GSE205335	P1016	RIPK1	2224
GSE205335	P1016	RIPK2	308
GSE205335	P1016	RNF213	2938
GSE205335	P1016	RNF31	1182
GSE205335	P1016	RSAD2	162
GSE205335	P1016	RTP4	36
GSE205335	P1016	SAMD9	20
GSE205335	P1016	SAMD9L	13
GSE205335	P1016	SAMHD1	2166
GSE205335	P1016	SECTM1	1580
GSE205335	P1016	SELL	29
GSE205335	P1016	SELP	0
GSE205335	P1016	SERPING1	722
GSE205335	P1016	SLAMF7	20
GSE205335	P1016	SLC25A28	2404
GSE205335	P1016	SOCS1	4265
GSE205335	P1016	SOCS3	5175
GSE205335	P1016	SOD2	4935
GSE205335	P1016	SP110	817
GSE205335	P1016	SPPL2A	4751
GSE205335	P1016	SRI	11002
GSE205335	P1016	SSPN	22
GSE205335	P1016	ST3GAL5	734
GSE205335	P1016	ST8SIA4	38
GSE205335	P1016	STAT1	5900
GSE205335	P1016	STAT2	1090
GSE205335	P1016	STAT3	18131
GSE205335	P1016	STAT4	60
GSE205335	P1016	TAP1	12008
GSE205335	P1016	TAP2	5530
GSE205335	P1016	TAPBP	4021
GSE205335	P1016	TAPBPL	289
GSE205335	P1016	TBK1	1646
GSE205335	P1016	TDRD7	458
GSE205335	P1016	TENT5A	359
GSE205335	P1016	TMEM140	59
GSE205335	P1016	TMEM173	463
GSE205335	P1016	TNFAIP2	1061
GSE205335	P1016	TNFAIP3	326
GSE205335	P1016	TNFAIP6	0
GSE205335	P1016	TNFSF10	215
GSE205335	P1016	TOP2A	35817
GSE205335	P1016	TOR1B	2014
GSE205335	P1016	TRAFD1	1176
GSE205335	P1016	TRIM14	264
GSE205335	P1016	TRIM21	42
GSE205335	P1016	TRIM25	2094
GSE205335	P1016	TRIM26	3898
GSE205335	P1016	TRIM5	4
GSE205335	P1016	TXNIP	7138
GSE205335	P1016	UBA7	78
GSE205335	P1016	UBE2L6	3303
GSE205335	P1016	UPP1	1897
GSE205335	P1016	USP18	945
GSE205335	P1016	VAMP5	50
GSE205335	P1016	VAMP8	270
GSE205335	P1016	VCAM1	2
GSE205335	P1016	XAF1	29
GSE205335	P1016	XCL1	33
GSE205335	P1016	XRCC4	732
GSE205335	P1016	XRCC5	26142
GSE205335	P1016	XRCC6	22728
GSE205335	P1016	ZBP1	10
GSE205335	P1016	ZNFX1	2889
GSE205335	P1017	ADAR	5414
GSE205335	P1017	APOL6	1397
GSE205335	P1017	ARID5B	2845
GSE205335	P1017	ARL4A	2153
GSE205335	P1017	AUTS2	1451
GSE205335	P1017	B2M	189197
GSE205335	P1017	BANK1	84
GSE205335	P1017	BATF2	119
GSE205335	P1017	BPGM	1333
GSE205335	P1017	BST2	22224
GSE205335	P1017	BTG1	21388
GSE205335	P1017	C1R	1746
GSE205335	P1017	C1S	1649
GSE205335	P1017	CALR	14889
GSE205335	P1017	CANX	7530
GSE205335	P1017	CASP1	448
GSE205335	P1017	CASP3	1440
GSE205335	P1017	CASP4	963
GSE205335	P1017	CASP7	1126
GSE205335	P1017	CASP8	306
GSE205335	P1017	CCL2	17535
GSE205335	P1017	CCL5	5113
GSE205335	P1017	CCL7	15
GSE205335	P1017	CCNB1	1814
GSE205335	P1017	CCRL2	18
GSE205335	P1017	CD274	619
GSE205335	P1017	CD38	378
GSE205335	P1017	CD3D	313
GSE205335	P1017	CD3E	496
GSE205335	P1017	CD40	648
GSE205335	P1017	CD47	5590
GSE205335	P1017	CD69	804
GSE205335	P1017	CD74	24073
GSE205335	P1017	CD86	63
GSE205335	P1017	CD8A	303
GSE205335	P1017	CDK1	1339
GSE205335	P1017	CDKN1A	4247
GSE205335	P1017	CFB	3424
GSE205335	P1017	CFH	479
GSE205335	P1017	CGAS	1117
GSE205335	P1017	CIITA	127
GSE205335	P1017	CLDN4	39746
GSE205335	P1017	CMKLR1	3
GSE205335	P1017	CMPK2	1193
GSE205335	P1017	CMTR1	290
GSE205335	P1017	CNP	1831
GSE205335	P1017	CSF1	711
GSE205335	P1017	CSF2RB	38
GSE205335	P1017	CXCL10	2192
GSE205335	P1017	CXCL11	71
GSE205335	P1017	CXCL9	96
GSE205335	P1017	DCLRE1C	636
GSE205335	P1017	DDX41	666
GSE205335	P1017	DDX58	1369
GSE205335	P1017	DDX60	1614
GSE205335	P1017	DHX58	630
GSE205335	P1017	DNTT	1
GSE205335	P1017	EIF2AK2	3648
GSE205335	P1017	EIF4E3	328
GSE205335	P1017	ELF1	2401
GSE205335	P1017	EPCAM	7352
GSE205335	P1017	EPSTI1	2000
GSE205335	P1017	ERAP1	1009
GSE205335	P1017	ERAP2	72
GSE205335	P1017	FAS	752
GSE205335	P1017	FCGR1A	11
GSE205335	P1017	FEN1	609
GSE205335	P1017	FGL2	57
GSE205335	P1017	FPR1	15
GSE205335	P1017	GBP2	841
GSE205335	P1017	GBP4	479
GSE205335	P1017	GBP6	822
GSE205335	P1017	GCH1	431
GSE205335	P1017	GMPR	348
GSE205335	P1017	GNLY	2823
GSE205335	P1017	GPR18	16
GSE205335	P1017	GZMA	890
GSE205335	P1017	HELZ2	592
GSE205335	P1017	HERC6	472
GSE205335	P1017	HIF1A	2171
GSE205335	P1017	HLA-A	36144
GSE205335	P1017	HLA-B	33349
GSE205335	P1017	HLA-C	32754
GSE205335	P1017	HLA-DMA	730
GSE205335	P1017	HLA-DQA1	422
GSE205335	P1017	HLA-DRB1	4248
GSE205335	P1017	HLA-E	9390
GSE205335	P1017	HLA-F	1474
GSE205335	P1017	HLA-G	54
GSE205335	P1017	ICAM1	2395
GSE205335	P1017	IDO1	2987
GSE205335	P1017	IFI16	7230
GSE205335	P1017	IFI27	100358
GSE205335	P1017	IFI30	3179
GSE205335	P1017	IFI35	2459
GSE205335	P1017	IFI44	1340
GSE205335	P1017	IFI44L	2767
GSE205335	P1017	IFIH1	898
GSE205335	P1017	IFIT1	1462
GSE205335	P1017	IFIT2	1263
GSE205335	P1017	IFIT3	1409
GSE205335	P1017	IFITM1	44531
GSE205335	P1017	IFITM2	939
GSE205335	P1017	IFITM3	79476
GSE205335	P1017	IFNAR2	693
GSE205335	P1017	IL10RA	84
GSE205335	P1017	IL15	92
GSE205335	P1017	IL15RA	532
GSE205335	P1017	IL18BP	63
GSE205335	P1017	IL2RB	148
GSE205335	P1017	IL4R	517
GSE205335	P1017	IL6	1
GSE205335	P1017	IL7	252
GSE205335	P1017	IRF1	2671
GSE205335	P1017	IRF2	1558
GSE205335	P1017	IRF3	1105
GSE205335	P1017	IRF4	86
GSE205335	P1017	IRF5	537
GSE205335	P1017	IRF7	1361
GSE205335	P1017	IRF8	61
GSE205335	P1017	IRF9	3850
GSE205335	P1017	ISG15	12392
GSE205335	P1017	ISG20	2577
GSE205335	P1017	ISOC1	801
GSE205335	P1017	ITGB7	138
GSE205335	P1017	JAK2	422
GSE205335	P1017	KLRD1	144
GSE205335	P1017	KLRK1	103
GSE205335	P1017	KRT18	26572
GSE205335	P1017	KRT19	149093
GSE205335	P1017	KRT8	34536
GSE205335	P1017	LAMP3	1154
GSE205335	P1017	LAP3	2946
GSE205335	P1017	LATS2	250
GSE205335	P1017	LCP2	222
GSE205335	P1017	LGALS3BP	13872
GSE205335	P1017	LIG4	153
GSE205335	P1017	LPAR6	292
GSE205335	P1017	LY6E	44603
GSE205335	P1017	LYSMD2	1076
GSE205335	P1017	MCM6	746
GSE205335	P1017	METTL7B	3
GSE205335	P1017	MKI67	1747
GSE205335	P1017	MOV10	759
GSE205335	P1017	MRE11	487
GSE205335	P1017	MT2A	7877
GSE205335	P1017	MTHFD2	2810
GSE205335	P1017	MVB12A	1350
GSE205335	P1017	MVP	1993
GSE205335	P1017	MX1	7327
GSE205335	P1017	MX2	1328
GSE205335	P1017	MYD88	1015
GSE205335	P1017	NAMPT	3574
GSE205335	P1017	NCOA3	956
GSE205335	P1017	NCOA7	4777
GSE205335	P1017	NFKB1	1372
GSE205335	P1017	NFKBIA	17071
GSE205335	P1017	NHEJ1	245
GSE205335	P1017	NKG7	951
GSE205335	P1017	NLRC5	298
GSE205335	P1017	NMI	2273
GSE205335	P1017	NOD1	231
GSE205335	P1017	NUB1	1602
GSE205335	P1017	NUP93	654
GSE205335	P1017	OAS1	6584
GSE205335	P1017	OAS2	2468
GSE205335	P1017	OAS3	2201
GSE205335	P1017	OASL	2565
GSE205335	P1017	OGFR	958
GSE205335	P1017	P2RY14	8
GSE205335	P1017	PARP12	1422
GSE205335	P1017	PARP14	2867
GSE205335	P1017	PARP9	1603
GSE205335	P1017	PCNA	3864
GSE205335	P1017	PDE4B	135
GSE205335	P1017	PDIA3	14912
GSE205335	P1017	PELI1	2374
GSE205335	P1017	PFKP	2806
GSE205335	P1017	PIM1	1154
GSE205335	P1017	PLA2G4A	699
GSE205335	P1017	PLSCR1	10773
GSE205335	P1017	PML	3050
GSE205335	P1017	PNP	1912
GSE205335	P1017	PNPT1	1607
GSE205335	P1017	POLL	263
GSE205335	P1017	POLM	287
GSE205335	P1017	PRKDC	9189
GSE205335	P1017	PROCR	439
GSE205335	P1017	PSMA2	9261
GSE205335	P1017	PSMA3	4490
GSE205335	P1017	PSMB10	1946
GSE205335	P1017	PSMB2	6946
GSE205335	P1017	PSMB8	3075
GSE205335	P1017	PSMB9	4062
GSE205335	P1017	PSME1	6843
GSE205335	P1017	PSME2	6359
GSE205335	P1017	PTGS2	2673
GSE205335	P1017	PTPN1	1106
GSE205335	P1017	PTPN2	3432
GSE205335	P1017	PTPN6	1301
GSE205335	P1017	PTPRC	508
GSE205335	P1017	RAD50	1451
GSE205335	P1017	RAPGEF6	438
GSE205335	P1017	RBCK1	4876
GSE205335	P1017	RIPK1	507
GSE205335	P1017	RIPK2	944
GSE205335	P1017	RNF213	5897
GSE205335	P1017	RNF31	488
GSE205335	P1017	RSAD2	1255
GSE205335	P1017	RTP4	1612
GSE205335	P1017	SAMD9	732
GSE205335	P1017	SAMD9L	349
GSE205335	P1017	SAMHD1	2146
GSE205335	P1017	SECTM1	764
GSE205335	P1017	SELL	111
GSE205335	P1017	SELP	0
GSE205335	P1017	SERPING1	1267
GSE205335	P1017	SLAMF7	50
GSE205335	P1017	SLC25A28	639
GSE205335	P1017	SOCS1	1048
GSE205335	P1017	SOCS3	2902
GSE205335	P1017	SOD2	4090
GSE205335	P1017	SP110	755
GSE205335	P1017	SPPL2A	2765
GSE205335	P1017	SRI	12847
GSE205335	P1017	SSPN	1355
GSE205335	P1017	ST3GAL5	96
GSE205335	P1017	ST8SIA4	110
GSE205335	P1017	STAT1	3695
GSE205335	P1017	STAT2	1790
GSE205335	P1017	STAT3	5713
GSE205335	P1017	STAT4	78
GSE205335	P1017	TAP1	2720
GSE205335	P1017	TAP2	1552
GSE205335	P1017	TAPBP	3234
GSE205335	P1017	TAPBPL	1621
GSE205335	P1017	TBK1	984
GSE205335	P1017	TDRD7	420
GSE205335	P1017	TENT5A	986
GSE205335	P1017	TMEM140	271
GSE205335	P1017	TMEM173	2439
GSE205335	P1017	TNFAIP2	1824
GSE205335	P1017	TNFAIP3	3795
GSE205335	P1017	TNFAIP6	66
GSE205335	P1017	TNFSF10	14966
GSE205335	P1017	TOP2A	2315
GSE205335	P1017	TOR1B	787
GSE205335	P1017	TRAFD1	1191
GSE205335	P1017	TRIM14	929
GSE205335	P1017	TRIM21	312
GSE205335	P1017	TRIM25	1431
GSE205335	P1017	TRIM26	751
GSE205335	P1017	TRIM5	211
GSE205335	P1017	TXNIP	4273
GSE205335	P1017	UBA7	363
GSE205335	P1017	UBE2L6	2586
GSE205335	P1017	UPP1	3086
GSE205335	P1017	USP18	1058
GSE205335	P1017	VAMP5	247
GSE205335	P1017	VAMP8	9538
GSE205335	P1017	VCAM1	577
GSE205335	P1017	XAF1	1652
GSE205335	P1017	XCL1	205
GSE205335	P1017	XRCC4	250
GSE205335	P1017	XRCC5	4223
GSE205335	P1017	XRCC6	9449
GSE205335	P1017	ZBP1	67
GSE205335	P1017	ZNFX1	973
GSE205335	P1018	ADAR	6379
GSE205335	P1018	APOL6	1600
GSE205335	P1018	ARID5B	1240
GSE205335	P1018	ARL4A	4634
GSE205335	P1018	AUTS2	1789
GSE205335	P1018	B2M	215493
GSE205335	P1018	BANK1	227
GSE205335	P1018	BATF2	333
GSE205335	P1018	BPGM	1019
GSE205335	P1018	BST2	12490
GSE205335	P1018	BTG1	7122
GSE205335	P1018	C1R	1244
GSE205335	P1018	C1S	3869
GSE205335	P1018	CALR	19111
GSE205335	P1018	CANX	7778
GSE205335	P1018	CASP1	870
GSE205335	P1018	CASP3	616
GSE205335	P1018	CASP4	2592
GSE205335	P1018	CASP7	729
GSE205335	P1018	CASP8	1143
GSE205335	P1018	CCL2	3766
GSE205335	P1018	CCL5	1597
GSE205335	P1018	CCL7	17
GSE205335	P1018	CCNB1	2138
GSE205335	P1018	CCRL2	194
GSE205335	P1018	CD274	166
GSE205335	P1018	CD38	458
GSE205335	P1018	CD3D	507
GSE205335	P1018	CD3E	668
GSE205335	P1018	CD40	589
GSE205335	P1018	CD47	5949
GSE205335	P1018	CD69	903
GSE205335	P1018	CD74	102035
GSE205335	P1018	CD86	34
GSE205335	P1018	CD8A	371
GSE205335	P1018	CDK1	1140
GSE205335	P1018	CDKN1A	4412
GSE205335	P1018	CFB	11659
GSE205335	P1018	CFH	5118
GSE205335	P1018	CGAS	555
GSE205335	P1018	CIITA	447
GSE205335	P1018	CLDN4	29407
GSE205335	P1018	CMKLR1	6
GSE205335	P1018	CMPK2	988
GSE205335	P1018	CMTR1	451
GSE205335	P1018	CNP	1026
GSE205335	P1018	CSF1	918
GSE205335	P1018	CSF2RB	5
GSE205335	P1018	CXCL10	258
GSE205335	P1018	CXCL11	77
GSE205335	P1018	CXCL9	68
GSE205335	P1018	DCLRE1C	635
GSE205335	P1018	DDX41	1084
GSE205335	P1018	DDX58	1058
GSE205335	P1018	DDX60	757
GSE205335	P1018	DHX58	439
GSE205335	P1018	DNTT	1
GSE205335	P1018	EIF2AK2	2938
GSE205335	P1018	EIF4E3	390
GSE205335	P1018	ELF1	1565
GSE205335	P1018	EPCAM	12890
GSE205335	P1018	EPSTI1	2802
GSE205335	P1018	ERAP1	639
GSE205335	P1018	ERAP2	1653
GSE205335	P1018	FAS	538
GSE205335	P1018	FCGR1A	11
GSE205335	P1018	FEN1	807
GSE205335	P1018	FGL2	29
GSE205335	P1018	FPR1	20
GSE205335	P1018	GBP2	1873
GSE205335	P1018	GBP4	1265
GSE205335	P1018	GBP6	37
GSE205335	P1018	GCH1	548
GSE205335	P1018	GMPR	132
GSE205335	P1018	GNLY	1056
GSE205335	P1018	GPR18	12
GSE205335	P1018	GZMA	455
GSE205335	P1018	HELZ2	1252
GSE205335	P1018	HERC6	391
GSE205335	P1018	HIF1A	2953
GSE205335	P1018	HLA-A	77513
GSE205335	P1018	HLA-B	89734
GSE205335	P1018	HLA-C	70910
GSE205335	P1018	HLA-DMA	6328
GSE205335	P1018	HLA-DQA1	1350
GSE205335	P1018	HLA-DRB1	29160
GSE205335	P1018	HLA-E	12002
GSE205335	P1018	HLA-F	3564
GSE205335	P1018	HLA-G	279
GSE205335	P1018	ICAM1	10062
GSE205335	P1018	IDO1	2445
GSE205335	P1018	IFI16	4196
GSE205335	P1018	IFI27	68884
GSE205335	P1018	IFI30	7502
GSE205335	P1018	IFI35	2657
GSE205335	P1018	IFI44	1602
GSE205335	P1018	IFI44L	2455
GSE205335	P1018	IFIH1	805
GSE205335	P1018	IFIT1	784
GSE205335	P1018	IFIT2	972
GSE205335	P1018	IFIT3	2025
GSE205335	P1018	IFITM1	51928
GSE205335	P1018	IFITM2	11540
GSE205335	P1018	IFITM3	88907
GSE205335	P1018	IFNAR2	1475
GSE205335	P1018	IL10RA	123
GSE205335	P1018	IL15	339
GSE205335	P1018	IL15RA	985
GSE205335	P1018	IL18BP	333
GSE205335	P1018	IL2RB	190
GSE205335	P1018	IL4R	1921
GSE205335	P1018	IL6	2989
GSE205335	P1018	IL7	159
GSE205335	P1018	IRF1	6488
GSE205335	P1018	IRF2	1172
GSE205335	P1018	IRF3	1651
GSE205335	P1018	IRF4	31
GSE205335	P1018	IRF5	158
GSE205335	P1018	IRF7	2657
GSE205335	P1018	IRF8	33
GSE205335	P1018	IRF9	2682
GSE205335	P1018	ISG15	29218
GSE205335	P1018	ISG20	4294
GSE205335	P1018	ISOC1	704
GSE205335	P1018	ITGB7	166
GSE205335	P1018	JAK2	274
GSE205335	P1018	KLRD1	92
GSE205335	P1018	KLRK1	103
GSE205335	P1018	KRT18	142749
GSE205335	P1018	KRT19	61831
GSE205335	P1018	KRT8	97040
GSE205335	P1018	LAMP3	889
GSE205335	P1018	LAP3	2656
GSE205335	P1018	LATS2	644
GSE205335	P1018	LCP2	309
GSE205335	P1018	LGALS3BP	23171
GSE205335	P1018	LIG4	194
GSE205335	P1018	LPAR6	72
GSE205335	P1018	LY6E	87476
GSE205335	P1018	LYSMD2	893
GSE205335	P1018	MCM6	812
GSE205335	P1018	METTL7B	122
GSE205335	P1018	MKI67	2642
GSE205335	P1018	MOV10	1123
GSE205335	P1018	MRE11	384
GSE205335	P1018	MT2A	30728
GSE205335	P1018	MTHFD2	3035
GSE205335	P1018	MVB12A	1418
GSE205335	P1018	MVP	4940
GSE205335	P1018	MX1	5017
GSE205335	P1018	MX2	2114
GSE205335	P1018	MYD88	1652
GSE205335	P1018	NAMPT	9527
GSE205335	P1018	NCOA3	1216
GSE205335	P1018	NCOA7	12981
GSE205335	P1018	NFKB1	1595
GSE205335	P1018	NFKBIA	21944
GSE205335	P1018	NHEJ1	238
GSE205335	P1018	NKG7	913
GSE205335	P1018	NLRC5	580
GSE205335	P1018	NMI	901
GSE205335	P1018	NOD1	395
GSE205335	P1018	NUB1	1920
GSE205335	P1018	NUP93	507
GSE205335	P1018	OAS1	4683
GSE205335	P1018	OAS2	1381
GSE205335	P1018	OAS3	2078
GSE205335	P1018	OASL	991
GSE205335	P1018	OGFR	1535
GSE205335	P1018	P2RY14	1
GSE205335	P1018	PARP12	1278
GSE205335	P1018	PARP14	3744
GSE205335	P1018	PARP9	1678
GSE205335	P1018	PCNA	1970
GSE205335	P1018	PDE4B	424
GSE205335	P1018	PDIA3	12604
GSE205335	P1018	PELI1	2023
GSE205335	P1018	PFKP	4091
GSE205335	P1018	PIM1	1666
GSE205335	P1018	PLA2G4A	638
GSE205335	P1018	PLSCR1	4424
GSE205335	P1018	PML	2229
GSE205335	P1018	PNP	1814
GSE205335	P1018	PNPT1	948
GSE205335	P1018	POLL	465
GSE205335	P1018	POLM	1389
GSE205335	P1018	PRKDC	2795
GSE205335	P1018	PROCR	391
GSE205335	P1018	PSMA2	10480
GSE205335	P1018	PSMA3	4663
GSE205335	P1018	PSMB10	5981
GSE205335	P1018	PSMB2	6057
GSE205335	P1018	PSMB8	9923
GSE205335	P1018	PSMB9	7607
GSE205335	P1018	PSME1	13463
GSE205335	P1018	PSME2	14848
GSE205335	P1018	PTGS2	6756
GSE205335	P1018	PTPN1	1398
GSE205335	P1018	PTPN2	1805
GSE205335	P1018	PTPN6	826
GSE205335	P1018	PTPRC	686
GSE205335	P1018	RAD50	1479
GSE205335	P1018	RAPGEF6	627
GSE205335	P1018	RBCK1	4162
GSE205335	P1018	RIPK1	563
GSE205335	P1018	RIPK2	1287
GSE205335	P1018	RNF213	7145
GSE205335	P1018	RNF31	595
GSE205335	P1018	RSAD2	738
GSE205335	P1018	RTP4	451
GSE205335	P1018	SAMD9	704
GSE205335	P1018	SAMD9L	902
GSE205335	P1018	SAMHD1	1104
GSE205335	P1018	SECTM1	2030
GSE205335	P1018	SELL	126
GSE205335	P1018	SELP	0
GSE205335	P1018	SERPING1	3156
GSE205335	P1018	SLAMF7	146
GSE205335	P1018	SLC25A28	564
GSE205335	P1018	SOCS1	1353
GSE205335	P1018	SOCS3	1672
GSE205335	P1018	SOD2	11215
GSE205335	P1018	SP110	1937
GSE205335	P1018	SPPL2A	1917
GSE205335	P1018	SRI	8685
