cohort	sample_id	CLAUDIN7	ECADHERIN	EMA	KU80	HLADQA1	EPITHELIAL_ZMEAN
LUSC	TCGA-85-6561	0.83367	0.0024796	-1.150014	-0.78128		0.2072362449156309
LUSC	TCGA-85-6798	-0.060001	0.29397	-2.253227	-0.89008		-0.3705814557601655
LUSC	TCGA-85-7696	-0.4387	0.79878	-0.2236485	0.10391		0.05686525494469604
LUSC	TCGA-85-7697	1.1875	1.3078	0.3975227	0.10761		1.1176904470221563
LUSC	TCGA-85-7698	0.44128	0.2562	-2.289507	-0.066665		-0.1538010699747985
LUSC	TCGA-85-7699	-0.72821	-0.44846	-2.203542	0.10958		-0.9017085614657606
LUSC	TCGA-85-7710	-0.043023	-1.7994		-0.41501		
LUSC	TCGA-85-7843	0.74257	0.8683	-2.758225	-0.8218		0.07117728753758452
LUSC	TCGA-85-7844	-0.56654	-1.0134	-1.452552	-0.4255		-0.8311151299926443
LUSC	TCGA-85-7950	-0.64409	0.40014	-3.018031	0.325		-0.7837669450319537
LUSC	TCGA-85-8048	-0.19014	-0.32382	0.1668794	0.018285		-0.08232766234837881
LUSC	TCGA-85-8049	-0.86308	-0.31533	-2.477869	0.17545		-0.9856468254754897
LUSC	TCGA-85-8072	0.16313	-0.47649	-0.6313303	0.11583		-0.14004704127686737
LUSC	TCGA-85-8276	0.089417	0.74319	-2.836401	0.35077		-0.29251010354758983
LUSC	TCGA-85-8287	-0.68775	0.75387	-2.281498	0.49155		-0.5322706599610327
LUSC	TCGA-85-8288	-0.8602	1.0728	-2.241184	0.17809		-0.5070896349131105
LUSC	TCGA-85-8350	-0.10303	1.4055	-1.060606	0.60582		0.21446483294608634
LUSC	TCGA-85-8351	1.5232	1.0953	0.4680656	0.37614		1.2267174441654822
LUSC	TCGA-85-8352	2.2089	1.7585	-2.384457	0.82197		1.1181261169085221
LUSC	TCGA-85-8353	0.77092	0.066409	-0.452512	0.28551		0.352414926872967
LUSC	TCGA-85-8355	-0.32611	1.7461	-2.504658	0.183		-0.10793121939869439
LUSC	TCGA-85-8479	0.32973	1.0545	-0.9840083	0.34392		0.328255898438547
LUSC	TCGA-85-8580	-0.076595	-0.04639	-0.8964598	0.28611		-0.18056689204892887
LUSC	TCGA-85-8664	0.31109	0.94419	-1.035724	0.36415		0.27422077248486276
LUSC	TCGA-85-8666	-0.45892	-2.5713	0.4797923	-0.75438		-0.826790136269624
LUSC	TCGA-85-A4CL	-0.81353	0.38776	-3.333155	0.48482		-0.9375882463816335
LUSC	TCGA-85-A4CN	-0.34655	-0.2075	-4.113587	0.13839		-1.0730815411685346
LUSC	TCGA-85-A4JB	0.91803	-1.9025	2.443122	-0.86643		0.464033928276994
LUSC	TCGA-85-A4JC	-0.48985	-2.2744	-1.221792	-0.60354		-1.1292431022188498
LUSC	TCGA-85-A4PA	-0.83986	-1.6181	-1.773186	0.20644		-1.216300100807637
LUSC	TCGA-85-A4QQ	-0.3148	0.88405	-2.501684	0.44137		-0.3655737694620847
LUSC	TCGA-85-A4QR	0.52899	1.4302	-0.708799	0.49493		0.5983709319014935
LUSC	TCGA-85-A50Z	0.16005	-2.6345	1.315955	-1.2112		-0.36813332046445907
LUSC	TCGA-85-A510	0.58008	-0.34695	-0.406122	-0.019642		0.14632155503742098
LUSC	TCGA-85-A511	0.97394	0.12154	-1.846195	0.090094		0.1548733519387012
LUSC	TCGA-85-A512	-0.077595	-0.48324	0.7172232	0.102		0.0444659897882137
LUSC	TCGA-85-A513	-0.022106	-0.12973	1.839754	0.21879		0.42855285785080993
LUSC	TCGA-85-A53L	0.27792	-0.25078	-1.152388	-0.27307		-0.13283851678186023
LUSC	TCGA-85-A5B5	-0.31328	-0.068027	-2.416858	-0.067259		-0.6371508521714158
LUSC	TCGA-90-6837	0.22014	-0.32954	-0.04006473	-0.54142		0.06335905065922086
LUSC	TCGA-90-7766	0.76363	1.4724	-2.487658	-0.16457		0.3260706491019074
LUSC	TCGA-90-7767	-0.83341	0.071443	-2.594513	0.53093		-0.879326420880496
LUSC	TCGA-90-7769	-0.97667	-3.0647	-3.908593	0.056829		-2.1984375555038675
LUSC	TCGA-90-A4ED	-0.81308	0.62847	-2.457657	0.49298		-0.6689292400826279
LUSC	TCGA-90-A4EE	-0.50188	-0.194	-1.456747	0.34317		-0.5509602155032597
LUSC	TCGA-90-A59Q	-0.040772	-2.5764	1.998183	0.17615		-0.2932514995206679
LUSC	TCGA-92-7340	-0.36676	-2.3152	-0.8229839	-0.61073		-0.9949215837624105
LUSC	TCGA-94-7033	0.30692	1.0926	1.510724	-0.46077		0.8843222227756175
LUSC	TCGA-94-7557	-0.068903	0.84414	-1.538275	0.8354		-0.047419147130574026
LUSC	TCGA-94-7943	0.12635	1.3417	0.1275597	0.22965		0.5675405969602173
LUSC	TCGA-94-8035	1.3318	0.74583	0.7383037	0.014472		1.0897135612279898
LUSC	TCGA-94-8490	0.59138	1.6763	-1.497458	0.80604		0.5275519920500794
LUSC	TCGA-94-8491	1.6205	1.3443	-1.221715	0.0069053		0.9727156570291728
LUSC	TCGA-94-A4VJ	0.39348	0.16544	0.06439956	0.32962		0.319732036124482
LUSC	TCGA-94-A5I4	0.94041	0.57978	-0.06076562	0.18187		0.6765277553954565
LUSC	TCGA-94-A5I6	0.22673	-0.47051	-2.13395	-0.77919		-0.44261357886182323
LUSC	TCGA-96-7544	0.10171	1.0927	-4.162893	-0.037146		-0.47501734205861434
LUSC	TCGA-96-A4JK	0.17426	-0.15614	-2.615906	0.48674		-0.4784689884171449
LUSC	TCGA-96-A4JL	0.25892	0.90409	-3.156833	0.61747		-0.23467272051156918
LUSC	TCGA-98-7454	-0.21117	-1.0878	0.3823443	-0.19957		-0.27794216516435294
LUSC	TCGA-98-A538	0.59727	0.8085	-0.9601433	0.33207		0.38450571149693347
LUSC	TCGA-98-A539	0.13558	-1.3128	1.840386	-0.48333		0.14124374802671494
LUSC	TCGA-98-A53A	-0.37388	0.31104	-1.624365	0.7844		-0.3734415657973851
LUSC	TCGA-98-A53B	-0.049806	0.8435	0.3324816	0.1036		0.377704854740683
LUSC	TCGA-98-A53C	0.56231	0.18597	-0.4678282	0.0076629		0.287190585436524
LUSC	TCGA-98-A53H	-0.61934	0.19846	-2.246815	0.097137		-0.6621494899630136
LUSC	TCGA-98-A53J	0.12419	1.2498	-1.734448	0.17465		0.12404984332188163
LUSC	TCGA-L3-A4E7	1.0431	-1.9094	1.533107	-0.79334		0.3183944993233738
LUSC	TCGA-L3-A524	1.86	0.60079	-1.411937	0.19786		0.815947349581931
LUSC	TCGA-LA-A446	0.84456	0.97628	-0.8120323	0.098735		0.585400091699615
LUSC	TCGA-LA-A7SW	0.51048	0.59016	-2.386173	0.4397		-0.040544025844904054
LUSC	TCGA-MF-A522	0.25106	1.0356	-0.5373836	0.60844		0.3847655924377949
LUSC	TCGA-NC-A5HD	1.4837	-1.3095	-0.2553565	-0.58397		0.31164774523193345
LUSC	TCGA-NC-A5HE	0.21759	-2.0557	-1.400948	-0.59305		-0.7685975267150594
LUSC	TCGA-NC-A5HF	0.92263	1.4821	-1.436966	0.54232		0.6378402924966112
LUSC	TCGA-NC-A5HI	0.12508	1.2901	-0.5393283	0.41434		0.40275338109920894
LUSC	TCGA-NC-A5HJ	0.8917	0.40017	-1.409621	0.61868		0.2984554865269
LUSC	TCGA-NC-A5HK	0.40668	0.94265	-0.7723543	0.59171		0.3774398780753343
LUSC	TCGA-NC-A5HL	-0.28526	1.0195	-1.802463	0.051576		-0.15461546162399917
LUSC	TCGA-NC-A5HM	0.51198	-2.6671	-2.572922	-0.88766		-1.0775534516156697
LUSC	TCGA-NC-A5HN	0.81332	1.4501	-3.274659	-0.018227		0.16754735455350764
LUSC	TCGA-NC-A5HO	1.3229	0.80457	-1.878887	-0.57132		0.5210574372804792
LUSC	TCGA-NC-A5HP	0.12853	0.94529	0.08194468	0.33464		0.4371847406662937
LUSC	TCGA-NC-A5HQ	0.7759	0.6443	-0.9906503	-0.091118		0.41174222961970397
LUSC	TCGA-NC-A5HR	0.8494	-1.2527	-1.443676	-0.70443		-0.2345641260064335
LUSC	TCGA-NC-A5HT	1.1115	1.3702	2.266192	0.64123		1.5167813448915262
LUSC	TCGA-NK-A5CR	0.39228	0.98379	0.05643155	0.18895		0.5676664865875553
LUSC	TCGA-NK-A5CT	1.413	-1.2757	2.198521	-1.5798		0.8347222662147088
LUSC	TCGA-NK-A7XE	0.40465	-0.2224	0.7884889	-0.38482		0.36752492448729385
LUSC	TCGA-O2-A52N	-0.14594	1.0828	-0.315161	0.72058		0.2614274926572326
LUSC	TCGA-O2-A52Q	-0.7572	-1.1328	-0.1740913	0.28114		-0.6730410374457908
LUSC	TCGA-O2-A52V	-0.020583	0.81721	-1.622582	0.44391		-0.05162873065266693
LUSC	TCGA-O2-A5IB	0.79494	0.54179	-1.064675	0.105		0.3728979291285794
