hmdb	metabolite	sensor	annotation	n	mean_delta	median_delta	p_w	n_high_gt_low	n_low_gt_high
HMDB0006219	13-cis-Retinoic acid	RXRG	Nuclear Receptor	21	0.0001629519681029301	1.2966825320142324e-05	0.05469322204589844	14	7
HMDB0000305	Vitamin A	NR2C2	Nuclear Receptor	29	0.0008241262107377407	0.00036652154885457363	0.05622555688023567	21	8
HMDB0001852	all-trans-Retinoic acid	RXRA	Nuclear Receptor	61	0.003047099702442127	0.00011127876839585354	0.05936524921613991	35	26
HMDB0000121	Folic acid	FOLR1	Transporter	46	0.000644902788509295	0.00011007617059659444	0.061301405352196525	27	19
HMDB0001043	Arachidonic acid	LRRC8B	Channel	56	0.00029309749158513667	0.00014619398830498763	0.061765927070308826	34	22
HMDB0000538	Adenosine triphosphate	GPR17	Receptor	5	1.3670849283618747e-05	1.0274986569218415e-05	0.0625	5	0
HMDB0000538	Adenosine triphosphate	P2RX2	Receptor	5	1.2149526842591107e-05	1.2528742503073199e-05	0.0625	5	0
HMDB0001198	Leukotriene C4	GPR17	Receptor	6	-0.00011022681727713742	-5.178222229880648e-05	0.0625	1	5
HMDB0000870	Histamine	HRH4	Receptor	5	-0.0010377185301715531	-0.0003916595746838844	0.0625	0	5
HMDB0000294	Urea	SLC5A5	Transporter	41	4.468830205696484e-06	5.927542296112021e-06	0.06344208668360807	27	14
HMDB0000961	Farnesyl pyrophosphate	MVK	Enzyme	61	0.00032040101353762615	0.0004396416828140511	0.0643763095019019	36	25
HMDB0000097	Choline	SLC22A1	Transporter	28	2.420115583057503e-05	1.7607703000723948e-05	0.06623983383178711	19	9
HMDB0000294	Urea	SLC5A1	Transporter	19	2.008828447747433e-05	1.1848654895158557e-06	0.06628799438476562	14	5
HMDB0000538	Adenosine triphosphate	P2RX4	Receptor	59	0.0005318029476483665	0.0004216592463814244	0.06663051988058209	35	24
HMDB0000574	L-Cysteine	SLC7A11	Transporter	38	6.217685025691317e-05	2.410143133300558e-05	0.06727869343012571	25	13
HMDB0000248	Thyroxine	THRA	Nuclear Receptor	47	9.661474417688097e-05	2.172562203482288e-05	0.06763898137528201	32	15
HMDB0000034	Adenine	SLC28A3	Transporter	37	0.00011448869250103521	2.2242204629254278e-05	0.06991694912721869	24	13
HMDB0001043	Arachidonic acid	LRRC8D	Channel	58	-2.0554472720651882e-05	0.0001460243664404507	0.07184549566592029	36	22
HMDB0001852	all-trans-Retinoic acid	RXRB	Nuclear Receptor	61	0.006649511963530128	0.0003033145442730019	0.07197356136681639	35	26
HMDB0000187	L-Serine	SLC7A10	Transporter	19	-0.00018495151791351601	-4.6294631340975675e-05	0.07283401489257812	9	10
HMDB0000305	Vitamin A	STRA6	Transporter	9	3.2125492643331614e-05	2.9314433409635178e-05	0.07421875	6	3
HMDB0000045	Adenosine monophosphate	ADORA1	Receptor	9	-3.894314141856648e-05	-2.5317029071449612e-05	0.07421875	2	7
HMDB0006281	7-a,27-Dihydroxycholesterol	PPARA	Nuclear Receptor	7	0.0010603946243642052	0.0006417080322272586	0.078125	6	1
HMDB0000012	Deoxyuridine	SLC29A2	Transporter	8	0.00022404251520671947	0.000271707425593904	0.078125	7	1
HMDB0000064	Creatine	SLC16A12	Transporter	7	-8.735823009756282e-05	-5.4023282483512114e-05	0.078125	1	6
HMDB0000870	Histamine	SLC22A3	Transporter	7	-0.002031569661285181	-0.0009837460142533762	0.078125	2	5
HMDB0000870	Histamine	HRH1	Receptor	7	-0.005593024101380537	-0.0025036431982139768	0.078125	2	5
HMDB0001043	Arachidonic acid	S100A10	Receptor	58	0.013319946210416279	0.0076063505486858776	0.0781734028634858	36	22
HMDB0001043	Arachidonic acid	PRKCZ	Enzyme	58	8.900456422313047e-05	0.0001906044649620331	0.0781734028634858	36	22
HMDB0000538	Adenosine triphosphate	ITPR1	Receptor	60	0.0009540318500586472	0.0006025349330147336	0.07976323100353154	35	25
HMDB0002369	9-cis-Retinoic acid	VDR	Nuclear Receptor	59	0.0023551021732581283	7.327552634075168e-05	0.08390103960847828	35	24
HMDB0001043	Arachidonic acid	LRRC8A	Channel	57	0.00031742056989479087	0.0001920843154722702	0.08397338801407649	35	22
HMDB0001852	all-trans-Retinoic acid	RARA	Nuclear Receptor	60	0.015820608667545963	0.00019731683649103655	0.08495815208453063	35	25
HMDB0001198	Leukotriene C4	CYSLTR1	Receptor	39	-0.011667877549833033	-0.0002890803927132696	0.09013874526135623	18	21
HMDB0000286	Uridine diphosphate glucose	GPR17	Receptor	6	2.078785042486188e-05	1.4368159000181342e-05	0.09375	5	1
HMDB0000123	Glycine	GLRB	Receptor	13	-4.4860842737070165e-05	-1.0502464731611553e-05	0.09423828125	4	9
HMDB0001043	Arachidonic acid	LRRC8E	Channel	17	1.4045998168708799e-05	1.0816072077154267e-05	0.0983734130859375	13	4
HMDB0000034	Adenine	SLC29A2	Transporter	54	-0.00024427504032193786	8.453740046290083e-05	0.10275612427775664	34	20
HMDB0000538	Adenosine triphosphate	RYR2	Receptor	41	9.123112312233096e-05	2.3105074942376872e-05	0.10864966500867013	24	17
HMDB0001043	Arachidonic acid	KCNK4	Channel	5	1.9491548281316528e-05	1.7373505485177788e-05	0.125	4	1
HMDB0000574	L-Cysteine	SLC43A2	Transporter	52	0.0008084839268439214	0.00011730362275236564	0.12602613330358636	31	21
HMDB0000538	Adenosine triphosphate	P2RY11	Receptor	58	0.00018869960358358412	0.00015129594713712908	0.12623625266633298	34	24
HMDB0001043	Arachidonic acid	KCNK10	Channel	13	1.960810501029681e-05	1.6538465830636377e-05	0.127197265625	10	3
HMDB0001043	Arachidonic acid	CLCN2	Channel	46	3.300037928004179e-05	1.698612291984411e-05	0.13257092664233028	29	17
HMDB0001852	all-trans-Retinoic acid	RXRG	Nuclear Receptor	20	0.00015256783895454097	1.41203634888936e-05	0.13272666931152344	13	7
HMDB0000187	L-Serine	SLC43A1	Transporter	52	-0.0004898309285898167	2.891231044138855e-05	0.13293157824084245	27	25
HMDB0000045	Adenosine monophosphate	TRPM4	Receptor; Channel	15	-0.0001341958378128496	-2.187564440487823e-05	0.1353759765625	6	9
HMDB0001043	Arachidonic acid	SLC27A5	Transporter	58	0.00015735052119597424	0.00018403171770407326	0.14023478073000176	36	22
HMDB0000538	Adenosine triphosphate	RYR3	Receptor	16	2.0676057422641657e-05	8.732931901505437e-06	0.14385986328125	11	5
HMDB0000122	D-Glucose	SLC2A10	Transporter	13	9.11961802152948e-05	1.312504275096767e-05	0.146484375	9	4
HMDB0000870	Histamine	SLC22A5	Transporter	8	-0.003864581031705471	-0.0021576179610024006	0.1484375	2	6
HMDB0000641	L-Glutamine	SLC6A14	Transporter	29	2.9633628265365356e-05	0.000119311274211283	0.14936558529734612	19	10
HMDB0001314	Cyclic GMP	CNGA1	Channel	6	1.2924941722854274e-05	9.533692865228775e-06	0.15625	5	1
HMDB0001403	Prostaglandin D2	PTGER2	Receptor	60	-0.006298546715946544	-0.00019542521366326134	0.15970447587177605	27	33
HMDB0001198	Leukotriene C4	CYSLTR2	Receptor	35	-0.0019236138822939833	-2.178903268389707e-05	0.16330995067255571	17	18
HMDB0000870	Histamine	HRH2	Receptor	9	-0.0047519820877820924	-0.0005397475463925017	0.1640625	2	7
HMDB0000182	L-Lysine	SLC7A1	Transporter	12	0.0016110921121306684	0.0012411934080678096	0.17626953125	8	4
HMDB0000292	Xanthine	ADORA1	Receptor	25	-3.719882712265277e-05	-1.0154547490052654e-05	0.18172985315322876	11	14
HMDB0001256	Spermine	SLC22A4	Transporter	29	7.384975102354896e-05	8.188368916530538e-05	0.18283364921808243	18	11
HMDB0000302	Uridine diphosphategalactose	P2RY14	Receptor	42	0.00041230441343448305	5.5287657466133424e-05	0.1828587281356704	23	19
HMDB0000277	Sphingosine 1-phosphate	GPR12	Receptor	5	-0.00010155167071985523	-2.577595731117345e-05	0.1875	1	4
HMDB0003550	Calcidiol	LRP2	Transporter	17	0.0005364385965903689	6.500420211628972e-06	0.190093994140625	11	6
HMDB0000030	Biotin	SLC5A6	Transporter	40	0.00018471541748723538	0.00018460637368760405	0.19219595044887683	26	14
HMDB0000696	L-Methionine	SLC43A1	Transporter	14	-0.0004072195176481491	-0.00033595677193357153	0.1937255859375	5	9
HMDB0000517	L-Arginine	SLC38A4	Transporter	8	1.22156853603247e-05	1.7773558167281276e-05	0.1953125	7	1
HMDB0000123	Glycine	GRIN2C	Receptor	21	-1.655324844926734e-05	-1.2348143043216436e-05	0.20291709899902344	9	12
HMDB0000123	Glycine	GRIN2D	Receptor	20	-1.1008365997526664e-05	-1.0033812190848342e-05	0.21616744995117188	7	13
HMDB0000122	D-Glucose	SLC2A8	Transporter	24	0.0003492105615831801	0.00023235728650659648	0.21821892261505127	16	8
HMDB0001403	Prostaglandin D2	PTGDR	Receptor	56	-0.0030548441867814524	-8.715817457687224e-05	0.22111725090854328	26	30
HMDB0000285	Uridine triphosphate	P2RY11	Receptor	57	0.00026293025386724215	0.0003233233797274331	0.2226205509474053	34	23
HMDB0004486	Geranylgeranyl-PP	GGPS1	Enzyme	35	0.001073286262594743	0.001356452180240622	0.23828783858334646	20	15
HMDB0000094	Citric acid	SLC13A5	Transporter	11	1.4034590682632894e-05	7.04382061744976e-06	0.240234375	8	3
HMDB0000077	Dehydroepiandrosterone	ESR1	Nuclear Receptor	28	-6.409595696692522e-05	-5.788325762406543e-06	0.2450956031680107	12	16
HMDB0000125	Glutathione	CASR	Receptor	8	6.565383223135299e-06	-1.744649929358834e-05	0.25	2	6
HMDB0000123	Glycine	GRIN1	Receptor	15	-1.5181233144614812e-05	-2.268314166652846e-06	0.25238037109375	6	9
HMDB0000011	3-Hydroxybutyric acid	SLC16A3	Transporter	57	0.0006767199795676543	0.0002947951744673152	0.27115294840194326	36	21
HMDB0000011	3-Hydroxybutyric acid	SLC16A1	Transporter	57	0.00030725146068973156	0.00024069729690513113	0.27115294840194326	36	21
HMDB0000673	Linoleic acid	HNF4A	Nuclear Receptor	10	2.0965361120518803e-05	1.159966670753598e-05	0.275390625	7	3
HMDB0000122	D-Glucose	SLC2A6	Transporter	24	0.00019147831903319062	8.449649740709629e-05	0.27681541442871094	16	8
HMDB0000122	D-Glucose	SLC2A1	Transporter	25	0.0006959288924286494	0.00047643637421844855	0.2872292995452881	17	8
HMDB0003073	gamma-Linolenic acid	SLC27A5	Transporter	64	-2.3615528601442644e-05	9.39884910113977e-05	0.2937465095246108	37	27
HMDB0002925	Dihomo-gamma-linolenic acid	SLC27A5	Transporter	64	-2.3615528601442644e-05	9.39884910113977e-05	0.2937465095246108	37	27
HMDB0000208	Oxoglutaric acid	OXGR1	Receptor	7	-2.1030384210307396e-06	5.239992010749912e-06	0.296875	6	1
HMDB0000148	L-Glutamic acid	GRIN2D	Receptor	7	-5.196035763216498e-05	-2.2802703320344228e-05	0.296875	2	5
HMDB0000037	Aldosterone	NR3C2	Nuclear Receptor	8	3.9043362311223644e-05	6.276973059029569e-06	0.3125	6	2
HMDB0001043	Arachidonic acid	KCNK2	Channel	5	3.980248151923656e-06	6.22565937463439e-06	0.3125	4	1
HMDB0000277	Sphingosine 1-phosphate	GPR3	Receptor	5	-9.887045553781328e-05	-4.53353500300067e-05	0.3125	2	3
HMDB0000123	Glycine	SLC36A1	Transporter	30	-6.545210652571912e-05	-5.373399592070816e-05	0.3284698575735092	13	17
HMDB0000244	Riboflavin	SLC52A2	Transporter	57	0.0004686500699587225	0.00048809075431497425	0.34239058745528317	30	27
HMDB0003378	Nitric oxide	GUCY1B1	Enzyme	24	4.90322466738335e-05	2.7568762800905006e-06	0.35962629318237305	13	11
HMDB0000538	Adenosine triphosphate	P2RX6	Receptor	30	1.0123508885392522e-05	5.700866669084524e-06	0.3598779272288084	18	12
HMDB0000122	D-Glucose	SLC2A9	Transporter	19	6.085297941563428e-05	1.7891415175905444e-05	0.37359619140625	12	7
HMDB0000244	Riboflavin	SLC52A1	Transporter	42	-1.006431633494838e-05	4.096663612604608e-05	0.37846833251614953	25	17
HMDB0003378	Nitric oxide	GUCY1A2	Enzyme	12	6.120349682794702e-06	-3.2648505525359093e-06	0.38037109375	4	8
HMDB0000827	Stearic acid	SLC27A5	Transporter	64	-1.6131985450028273e-05	6.388105114462825e-05	0.3809957227426334	36	28
HMDB0000673	Linoleic acid	TRPV4	Receptor	31	-1.3939538981778909e-06	1.0039457978742844e-05	0.3883800162002444	20	11
HMDB0001256	Spermine	CASR	Receptor	14	4.721398131274156e-06	3.5365389567125226e-06	0.3909912109375	8	6
HMDB0000252	Sphingosine	TRPM3	Receptor; Channel	23	7.93058280872905e-06	1.2222535890975556e-05	0.39307284355163574	13	10
HMDB0000122	D-Glucose	SLC2A3	Transporter	26	0.00230050952277366	0.0036799190919368087	0.3940727114677429	18	8
HMDB0000169	D-Mannose	SLC2A3	Transporter	48	-0.004841679272294797	-3.284696039131769e-05	0.39513614945320796	24	24
HMDB0000133	Guanosine	SLC29A1	Transporter	28	1.3439715311465072e-05	0.00017596468855819798	0.3989470452070236	19	9
HMDB0001903	Calcitriol	VDR	Nuclear Receptor	38	-0.0002515022380156659	9.957547463974168e-05	0.4045627222803887	22	16
HMDB0000123	Glycine	SLC16A10	Transporter	33	-0.0002254825864988361	-2.3937405425497724e-05	0.4059716397896409	15	18
HMDB0000285	Uridine triphosphate	P2RY2	Receptor	20	-2.403357460030141e-06	3.56858400944397e-05	0.40909767150878906	14	6
HMDB0006280	7-a,25-Dihydroxycholesterol	TRPM2	Receptor	13	0.00017139540144200263	0.0002103767918698001	0.414306640625	8	5
HMDB0001341	ADP	TRPM4	Receptor; Channel	15	-5.4551261915539685e-05	-7.087777613759539e-06	0.42120361328125	7	8
HMDB0000133	Guanosine	SLC29A2	Transporter	23	4.3875079683178195e-06	6.825394822007066e-05	0.4274179935455322	16	7
HMDB0000305	Vitamin A	RBP4	Transporter	16	-0.00013381869869585368	1.063631411244222e-05	0.433197021484375	10	6
HMDB0000112	gamma-Aminobutyric acid	GABRB1	Receptor	5	4.866080942803187e-05	3.573439149426978e-05	0.4375	4	1
HMDB0000077	Dehydroepiandrosterone	PPARA	Nuclear Receptor	43	-0.00018223516888559688	-6.972685047504041e-06	0.4399221167882388	21	22
HMDB0000169	D-Mannose	SLC2A1	Transporter	47	-0.0005112634473588517	-5.7672841433408124e-05	0.4527978869787006	23	24
HMDB0000248	Thyroxine	THRB	Nuclear Receptor	24	7.716781389677985e-07	1.1205401704044272e-06	0.45587432384490967	16	8
HMDB0000123	Glycine	GRIN2A	Receptor	8	-1.0356663043202283e-05	-7.78040080329311e-07	0.4609375	3	5
HMDB0001358	Retinal	RARB	Nuclear Receptor	11	2.7464640192282165e-05	8.098952059745709e-05	0.46484375	7	4
HMDB0000187	L-Serine	SLC3A2	Transporter	54	-0.00352877469086009	0.0004424492597188416	0.4668808793095286	28	26
HMDB0000123	Glycine	GLRA3	Receptor	12	-2.4836314814863574e-06	-1.6078154412886397e-06	0.4697265625	5	7
HMDB0000125	Glutathione	SLC13A3	Transporter	10	-2.646570830015481e-06	-1.9732011743507974e-05	0.4921875	4	6
HMDB0000248	Thyroxine	SLC16A2	Transporter	22	-5.482536193812141e-06	7.475403679470833e-07	0.5028400421142578	15	7
HMDB0000011	3-Hydroxybutyric acid	SLC16A6	Transporter	50	-3.5006781538198886e-06	2.6084685655224847e-05	0.5148085516941183	30	20
HMDB0000265	Liothyronine	THRA	Nuclear Receptor	8	-0.0009220147096743595	-2.913091623379539e-05	0.546875	3	5
HMDB0000181	L-Dopa	GPR143	Receptor	9	-5.207322948277183e-06	6.224488527773934e-08	0.5703125	5	4
HMDB0000122	D-Glucose	SLC2A12	Transporter	7	1.2872693860706451e-05	1.0288882264727144e-05	0.578125	5	2
HMDB0003178	Heme	LRP1	Transporter	13	0.00016077012945140044	4.864024570963571e-05	0.587890625	7	6
HMDB0000112	gamma-Aminobutyric acid	GABRG3	Receptor	5	-6.332062851510544e-06	1.28786890578246e-05	0.625	4	1
HMDB0001251	Lanosterol	HRH2	Receptor	5	-0.000675848412141891	-0.0005043041929478354	0.625	2	3
HMDB0000251	Taurine	GLRA3	Receptor	8	0.00012489357926501697	8.6155461531486e-06	0.640625	4	4
HMDB0000132	Guanine	SLC29A2	Transporter	54	-0.0002635761507109305	3.9654027517796036e-05	0.6450521275406047	31	23
HMDB0000195	Inosine	SLC29A2	Transporter	19	-0.00019832312196155837	5.705863280434165e-06	0.6507492065429688	10	9
HMDB0001347	Isopentenyl pyrophosphate	FDPS	Enzyme	21	0.0019690651392585135	0.002264317617655696	0.6578273773193359	13	8
HMDB0000011	3-Hydroxybutyric acid	FFAR3	Receptor	27	2.4986108215286996e-05	1.0545750117319323e-05	0.6616804599761963	17	10
HMDB0000077	Dehydroepiandrosterone	AR	Nuclear Receptor	23	-7.010995007518687e-05	-2.703203801785931e-06	0.6649994850158691	11	12
HMDB0003337	Oxidized glutathione	CASR	Receptor	12	-1.4541806194567649e-05	-3.052773469028706e-06	0.67724609375	5	7
HMDB0004486	Geranylgeranyl-PP	MVK	Enzyme	33	-9.787319276752094e-05	0.00014280207608102	0.6849592779763043	18	15
HMDB0000191	L-Aspartic acid	GRIN2D	Receptor	6	-1.8204867086605767e-05	-6.638853996458893e-06	0.6875	3	3
HMDB0000168	L-Asparagine	SLC43A1	Transporter	14	-0.0008575145956391309	0.00017558389159341497	0.71484375	8	6
HMDB0000296	Uridine	SLC29A1	Transporter	12	-0.0005034697400458961	0.00025594348636416944	0.7333984375	8	4
HMDB0000641	L-Glutamine	SLC38A8	Transporter	9	0.0002567350268874596	-5.539678516508809e-07	0.734375	4	5
HMDB0001341	ADP	P2RY12	Receptor	9	-5.130557166769718e-06	-6.921666839839905e-06	0.734375	4	5
HMDB0000148	L-Glutamic acid	GRIN3B	Receptor	8	-1.3301790859653467e-05	-1.408261430037765e-05	0.7421875	3	5
HMDB0000011	3-Hydroxybutyric acid	SLC16A7	Transporter	55	-0.0002454133825032536	0.00024017960955128627	0.7501930423014701	34	21
HMDB0000696	L-Methionine	SLC7A5	Transporter	14	-0.00040689873039247246	-0.0014525632684508432	0.7608642578125	5	9
HMDB0003178	Heme	NR1D1	Nuclear Receptor	18	-0.00019152672892880292	3.48040973408605e-05	0.7660293579101562	10	8
HMDB0000251	Taurine	GLRB	Receptor	10	1.3856375482640458e-05	4.026889827539589e-05	0.76953125	6	4
HMDB0000187	L-Serine	SLC1A5	Transporter	53	-0.0007294915391513017	0.0001905096173573563	0.773565021656321	28	25
HMDB0000121	Folic acid	SLC19A1	Transporter	55	-0.000932751245092299	6.279172348550022e-05	0.7821701333632476	29	26
HMDB0003378	Nitric oxide	GUCY1A1	Enzyme	21	1.415543470884673e-05	-2.8457784401329957e-07	0.785365104675293	10	11
HMDB0000123	Glycine	SLC6A9	Transporter	24	-1.485969312146543e-06	-4.583885898115027e-06	0.7898378372192383	11	13
HMDB0000077	Dehydroepiandrosterone	NR1I2	Nuclear Receptor	19	-2.8398380028204576e-06	-8.731060802997558e-08	0.7982521057128906	9	10
HMDB0003178	Heme	TLR4	Receptor	7	0.00011754745946220924	-1.3515304509354427e-06	0.8125	3	4
HMDB0001452	Thromboxane A2	TBXA2R	Receptor	39	-5.725122348911244e-05	2.267438835597115e-06	0.8306541132660641	21	18
HMDB0003178	Heme	SLC46A1	Transporter	13	-3.9002303298697074e-05	8.061511239007101e-06	0.83935546875	7	6
HMDB0000220	Palmitic acid	SLC27A5	Transporter	45	1.1793061183747497e-05	-5.562306900536965e-05	0.8405545455697165	21	24
HMDB0001514	Glucosamine	SLC2A1	Transporter	20	-0.00034601443300004403	0.00046372458368517766	0.8408222198486328	11	9
HMDB0000243	Pyruvic acid	SLC16A11	Transporter	17	-0.0003859213384936826	-6.840610150726773e-06	0.8536376953125	8	9
HMDB0000168	L-Asparagine	SLC1A5	Transporter	14	-0.0026503058870399293	0.00036212426290430175	0.855224609375	8	6
HMDB0003178	Heme	SLC48A1	Transporter	16	-0.00015416769860172538	9.82272891815188e-06	0.860260009765625	8	8
HMDB0000187	L-Serine	SLC1A4	Transporter	53	-0.00043459597528436804	4.47494337327087e-05	0.8768817209080458	28	25
HMDB0003178	Heme	FLVCR2	Transporter	13	7.978821818486772e-05	-3.6400230032656867e-06	0.892578125	6	7
HMDB0001341	ADP	P2RY13	Receptor	16	-9.736686332130914e-05	3.170235536912388e-05	0.899932861328125	9	7
HMDB0000195	Inosine	SLC29A1	Transporter	23	-0.00042701364818956974	3.439642030835199e-05	0.9168474674224854	13	10
HMDB0000191	L-Aspartic acid	GRIN2C	Receptor	7	3.3836634512941584e-05	-5.7904632708336766e-05	0.9375	3	4
HMDB0000148	L-Glutamic acid	GRIN2C	Receptor	7	4.111980311250921e-06	-1.6586302359299287e-05	0.9375	3	4
HMDB0001341	ADP	P2RY1	Receptor	16	7.576265084144126e-06	-2.584646734924155e-05	0.93988037109375	7	9
HMDB0000148	L-Glutamic acid	TRPV1	Receptor; Channel	8	-8.644789335907908e-05	7.970256352736786e-06	0.9453125	4	4
HMDB0000696	L-Methionine	SLC43A2	Transporter	14	0.00027962968703527756	-0.000254830743194108	0.9515380859375	5	9
HMDB0000243	Pyruvic acid	SLC16A1	Transporter	17	-0.0009524352753137814	-4.4506021519382885e-05	0.963226318359375	8	9
HMDB0002183	Docosahexaenoic acid	FFAR4	Receptor	27	-0.00012183740815979986	2.0906201265322394e-06	0.9717257022857666	15	12
HMDB0001999	Eicosapentaenoic acid	FFAR4	Receptor	27	-0.00012183740815979986	2.0906201265322394e-06	0.9717257022857666	15	12
HMDB0000673	Linoleic acid	FFAR4	Receptor	27	6.428736434069671e-07	1.2535072076441926e-05	0.9905734956264496	15	12
HMDB0000073	Dopamine	COMT	Enzyme	5	0.009291070485517685	-0.006460949778298114	1.0	2	3
HMDB0000148	L-Glutamic acid	SLC1A5	Transporter	14	0.0006925197947737893	-0.000104450348361729	1.0	6	8
HMDB0000191	L-Aspartic acid	SLC1A2	Transporter	7	0.00013459178837965598	-7.835189089307602e-05	1.0	3	4
HMDB0000148	L-Glutamic acid	GRIK4	Receptor	8	1.226382071808817e-05	-6.168022718891468e-06	1.0	4	4
HMDB0000148	L-Glutamic acid	GRIN3A	Receptor	5	-1.834689415385658e-05	1.9944611354668696e-05	1.0	3	2
HMDB0001514	Glucosamine	SLC2A4	Transporter	6	-1.9224900261135653e-05	1.8892117397773954e-06	1.0	4	2
HMDB0000296	Uridine	SLC29A2	Transporter	12	-7.571708340297786e-05	9.252149682453077e-05	1.0	8	4
HMDB0000305	Vitamin A	RARB	Nuclear Receptor	6	-0.00011408974810679538	2.668955256383049e-06	1.0	3	3
HMDB0001347	Isopentenyl pyrophosphate	MVK	Enzyme	21	-0.0001968357809694121	0.00023910335210567134	1.0	13	8
HMDB0003178	Heme	NR1D2	Nuclear Receptor	17	-0.0022189315125104173	8.670332277584212e-05	1.0	9	8
HMDB0000068	Epinephrine	ADRB2	Receptor	1	0.011216954807635111	0.011216954807635111		1	0
HMDB0000068	Epinephrine	ADRB1	Receptor	1	0.0037715858182609118	0.0037715858182609118		1	0
HMDB0000073	Dopamine	SLC22A5	Transporter	3	0.0018848743811114065	0.0017483883506598636		2	1
HMDB0000068	Epinephrine	ADRA2B	Receptor	1	0.0011813059583590595	0.0011813059583590595		1	0
HMDB0000073	Dopamine	SLC6A3	Transporter	3	0.0006306032766830056	0.000962228377878657		2	1
HMDB0000073	Dopamine	DRD4	Receptor	3	0.0005200755343249487	9.045705576007015e-05		2	1
HMDB0000273	Thymidine	SLC29A2	Transporter	4	0.000388407404918028	0.000403974564405401		4	0
HMDB0000216	Norepinephrine	COMT	Enzyme	1	0.00038581630224351557	0.00038581630224351557		1	0
HMDB0001314	Cyclic GMP	PDE3A	Enzyme	1	0.0002697674828957749	0.0002697674828957749		1	0
HMDB0000062	L-Carnitine	SLC22A5	Transporter	4	0.00026746982505927995	-0.00014386877684316517		1	3
HMDB0000259	Serotonin	SLC22A1	Transporter	1	0.00021189158086598093	0.00021189158086598093		1	0
HMDB0000259	Serotonin	SLC6A4	Transporter	2	0.0001831940738390686	0.0001831940738390686		2	0
HMDB0000259	Serotonin	HTR3B	Receptor	1	0.00017471430185103936	0.00017471430185103936		1	0
HMDB0000148	L-Glutamic acid	GRM7	Receptor	4	0.00016947279659302832	6.800760376531002e-05		3	1
HMDB0001256	Spermine	KCNJ4	Channel	3	0.00014664758454888314	0.00013044140420206843		3	0
HMDB0000112	gamma-Aminobutyric acid	KCTD8	Channel	2	0.00013731150273892163	0.00013731150273892163		2	0
HMDB0000148	L-Glutamic acid	GRM3	Receptor	2	0.00010482358602707737	0.00010482358602707737		2	0
HMDB0000259	Serotonin	HTR6	Receptor	1	9.188279123950682e-05	9.188279123950682e-05		1	0
HMDB0000216	Norepinephrine	ADRA2C	Receptor	1	8.648456678774397e-05	8.648456678774397e-05		1	0
HMDB0000216	Norepinephrine	ADRA1B	Receptor	1	8.183906815399775e-05	8.183906815399775e-05		1	0
HMDB0000022	3-Methoxytyramine	TAAR1	Receptor	2	7.62084474723666e-05	7.62084474723666e-05		2	0
HMDB0000148	L-Glutamic acid	GRID2	Receptor	1	7.582280344376977e-05	7.582280344376977e-05		1	0
HMDB0000216	Norepinephrine	ADRB2	Receptor	1	7.055168904139498e-05	7.055168904139498e-05		1	0
HMDB0003550	Calcidiol	GC	Transporter	2	6.415837798991079e-05	6.415837798991079e-05		2	0
HMDB0000073	Dopamine	TRPV1	Receptor; Channel	2	6.17029180838721e-05	6.17029180838721e-05		1	1
HMDB0000259	Serotonin	HTR4	Receptor	1	6.016424128998447e-05	6.016424128998447e-05		1	0
HMDB0000259	Serotonin	HTR2B	Receptor	1	5.97562332491818e-05	5.97562332491818e-05		1	0
HMDB0000148	L-Glutamic acid	GRIN2A	Receptor	2	5.663767345260272e-05	5.663767345260272e-05		2	0
HMDB0000895	Acetylcholine	CHRNA3	Receptor	1	5.368694460762219e-05	5.368694460762219e-05		1	0
HMDB0000191	L-Aspartic acid	GRIN2B	Receptor	1	3.907557276955467e-05	3.907557276955467e-05		1	0
HMDB0000216	Norepinephrine	ADRA2A	Receptor	1	3.709412594221005e-05	3.709412594221005e-05		1	0
HMDB0000259	Serotonin	HTR1F	Receptor	1	3.297949821268913e-05	3.297949821268913e-05		1	0
HMDB0000251	Taurine	GLRA1	Receptor	1	3.1029322479672676e-05	3.1029322479672676e-05		1	0
HMDB0000285	Uridine triphosphate	P2RY4	Receptor	3	2.585402346785684e-05	3.5679186310804077e-06		3	0
HMDB0000216	Norepinephrine	ADRB1	Receptor	1	2.3881893806945812e-05	2.3881893806945812e-05		1	0
HMDB0000895	Acetylcholine	CHRNA5	Transporter	1	2.3481585629059757e-05	2.3481585629059757e-05		1	0
HMDB0000148	L-Glutamic acid	GRM8	Receptor	1	2.2896063389577647e-05	2.2896063389577647e-05		1	0
HMDB0000895	Acetylcholine	CHRNB1	Receptor	1	2.142500735244021e-05	2.142500735244021e-05		1	0
HMDB0000895	Acetylcholine	CHRNE	Receptor	1	2.0625928444758317e-05	2.0625928444758317e-05		1	0
HMDB0000895	Acetylcholine	CHRNA10	Receptor	1	2.0486349525303984e-05	2.0486349525303984e-05		1	0
HMDB0000122	D-Glucose	SLC2A4	Transporter	3	2.0265101050411182e-05	-1.8971999198163363e-06		1	2
HMDB0000123	Glycine	GLRA1	Receptor	1	1.9403564108480932e-05	1.9403564108480932e-05		1	0
HMDB0000182	L-Lysine	SLC38A4	Transporter	4	1.8583626299199197e-05	1.5382197703269194e-05		4	0
HMDB0000056	beta-Alanine	MRGPRD	Receptor	2	1.857021640358933e-05	1.857021640358933e-05		2	0
HMDB0001220	Prostaglandin E2	SLC22A2	Transporter	1	1.5877208661180918e-05	1.5877208661180918e-05		1	0
