rec_key	pmid	pmcid	doi	year	open_access	cited_by	pub_type	arms	queries	n_queries	title	journal_authors	abstract	has_cldn4	has_pdl1	has_loss	has_rise	has_trop2	has_trop2_adc	has_top1	has_icd	has_lookalike	has_combo_trial	is_reviewish	sent_a_causal	sent_b_causal	bucket
PMID:39794188	39794188		10.1016/j.clcc.2024.12.004	2025	N	1		B	B07	1	SATB2 Expression Affects Chemotherapy Metabolism and Immune Checkpoint Gene Expression in Colorectal Cancer.	Maguire B, Kisakol B, Prehn JHM, Burke JP.	<h4>Background</h4>Special AT-rich binding protein-2 (SATB2) is a nuclear matrix associated protein regulating gene expression which is normally expressed in colonic tissue. Loss of SATB2 expression in colorectal cancer (CRC) has negative implications for prognosis and has been associated with chemotherapy resistance. Furthermore, recent evidence suggests SATB2 may influence immune checkpoint (IC) expression. We hypothesized that SATB2 expression may be associated with altered expression of chemotherapy resistance associated and IC genes.<h4>Methods</h4>Clinicopathologic and gene expression data were extracted from The Cancer Genome Atlas PanCancer Atlas. SATB2 expression was compared by clinicopathologic characteristic and by using multivariate regression analysis to explore associations with chemotherapy and IC gene expression.<h4>Results</h4>About 553 patients were included for analysis. Lower quartile SATB2 expression was associated with worse disease specific survival (P = .04). MSI (P < .001) and mucinous (P < .001) tumors were associated with reduced SATB2 expression independently. SATB2 varied by consensus molecular subtype (P < .001) and was lowest in CMS1. On multivariate analysis, SATB2 was negatively associated with 5-FU related metabolism genes, while more complex but significant relationships were seen with oxaliplatin and irinotecan related genes. Low SATB2 expression was associated with increased expression of PD-1, PD-L1, TIM-3 and CTLA-4 IC genes.<h4>Conclusion</h4>The positive prognostic influence of SATB2 expression is reaffirmed in this study. This effect may be explained by the negative association between SATB2 and 5-FU-resistance related gene expression. Enhanced IC gene expression in SATB2 low cases suggests a potential role for IC inhibition in this setting, but further study is required.	N	Y	N	Y	N	N	Y	N	N	N	N	N	N	MECH_top1_payload_pdl1
DOI:10.20944/preprints202305.1300.v1			10.20944/preprints202305.1300.v1	2023	N	0		B	B07	1	3EE, 20Ac-Ingenol Decreases HIF-1?/PD-L1 through ATR Activation under Hypoxia and Induces Apoptosis in Panc-1 Cells Accumulating Cyclin D1	Miyata S, Ishii T, Kitanaka S.	Apoptosis under severe hypoxia is induced through p53 phosphorylation and HIF-1?-dependent p53 accumulation via ATR activation by DNA damage response (DDR) activation through replication stress. We previously demonstrated that the topoisomerase I catalytic inhibitor, 3EZ, 20Ac-ingenol, specifically induced apoptosis in Jeko-1 and Panc-1 cells, both of which are cell lines that show cyclin D1 overexpression. After progression to the S phase facilitated by nuclear cyclin D1, in the presence of 3EZ, 20Ac-ingenol, an intra S phase checkpoint was induced in ATR activation as part of replication stress-induced DDR. In this study, we examined whether 3EE, 20Ac-ingenol induces a higher degree of p53 phosphorylation and additional HIF-1? and p53 accumulation in response to replication stress-induced DDR activation under the hypoxic condition than under the normoxic condition by controlling ATR activation. 3EE, 20Ac-ingenol induced p53 activation and HIF-1?-dependent p53 accumulation through cooperative ATR activation via induced DDR with the hypoxia in Panc-1 cells. The Jeko-1 cells showed slight HIF-1? accumulation under hypoxia, but this was not decreased by 3EE, 20Ac-ingenol, so that the cells remained resistant to hypoxia. 3EE, 20Ac-ingenol induces an intricate interplay between p53 and HIF-1? accumulation via ATR activations that results in high p53 accumulation, which advanced transient expression and early disappearance of HIF-1?. The strong p53 accumulation and consequent PTEN activation also decreased HIF-1? accumulation and PD-L1 expression, which resulted in intense apoptosis.	N	Y	N	Y	N	N	Y	N	N	N	N	N	N	MECH_top1_payload_pdl1
PMID:34359638	34359638	PMC8345069	10.3390/cancers13153738	2021	Y	11		B	B07	1	Gemcitabine Plus Nab-Paclitaxel Induces PD-L1 mRNA Expression in Plasma-Derived Microvesicles in Pancreatic Cancer.	Del Re M, Vivaldi C, Rofi E, Salani F, Crucitta S, Catanese S, Fontanelli L, Massa V, Cucchiara F, Fornaro L, Capuano A, Fogli S, Vasile E, Danesi R.	Pancreatic ductal adenocarcinoma (PDAC) is a non-immunogenic tumor poorly responsive to immune checkpoint inhibitors. This study investigates the effect of 5-fluorouracil (5-FU), irinotecan, and oxaliplatin (FOLFIRINOX), and gemcitabine plus nab-paclitaxel (GEMnPAC) regimens on PD-L1 mRNA expression in plasma-derived microvesicles (MVs) in 50 PDAC patients. Plasma was collected before starting chemotherapy and after 3 months of treatment. mRNA was extracted from MVs, and PD-L1 expression was measured by digital droplet PCR. Twenty-eight patients were PD-L1 positive in MVs at baseline, of which 18 were in the GEMnPAC cohort and 10 in the FOLFIRINOX one. The amount of PD-L1 expression in MVs increased from baseline to 3 months of treatment in patients receiving GEMnPAC (median value 0.002 vs. 0.005; <i>p</i> = 0.01) compared to those treated with FOLFIRINOX (median 0.003 vs. 0.004; <i>p</i> = 0.97). The increase in PD-L1 mRNA expression in MVs was not related to tumor response (PR + SD: <i>p</i> = 0.08; PD: <i>p</i> = 0.28). Our findings demonstrate that GEMnPAC can increase PD-L1 mRNA expression in patient-derived circulating MVs, providing a rationale for testing the efficacy of this regimen in sequential or simultaneous combinations with immunotherapy in PDAC patients.	N	Y	N	Y	N	N	Y	N	N	Y	N	N	N	MECH_top1_payload_pdl1
PMID:40240471	40240471	PMC12003684	10.1038/s41598-025-97667-z	2025	Y	6		B	B07	1	PDT-regulated immune gene prognostic model reveals tumor microenvironment in colorectal cancer liver metastases.	Xu J, Zhou H, Liu Z, Huang Y, Zhang Z, Zou H, Wang Y.	Liver metastasis is the most common site of metastasis in colorectal cancer, and the prognosis of colorectal cancer patients with liver metastasis is extremely poor. Revealing the key genes of CLM and implementing targeted interventions is of great significance for colorectal cancer patients. By using the weighted gene co-expression network analysis (WGCNA) algorithm, key gene modules related to metastasis in colorectal cancer were identified. Subsequently, immune-regulating and prognostic-influencing key gene sets were identified from these modules to construct a prognostic model related to colorectal cancer metastasis. Genetic background differences underlying this model were analyzed using colorectal cancer methylation and mutation data, followed by Gene Ontology (GO) analysis and Gene Set Enrichment Analysis (GSEA) analysis of the relevant biological processes associated with the model. The value of predicting tumor drug response through the model was assessed using drug half maximal inhibitory concentration (IC50) data from colorectal cancer cell lines. Subsequently, utilizing single-cell sequencing data about liver metastasis, the colorectal cancer immune microenvironment reflected in the predictive model was analyzed, and a key gene set of the model was identified. Lastly, experimental validation was conducted to investigate the regulatory effects of photodynamic therapy (PDT) on the key genes of the model, and the cytotoxic effect of PDT on colorectal cancer was confirmed. An immune-related gene prognostic model regulating CLM was constructed, consisting of HSPA1A, ULBP2, RBP7, OXT, SLC11A1, INHBB, and ICOS. This model can predict the clinical response of colorectal cancer patients to Oxaliplatin, Cisplatin, Irinotecan, and 5-Fluorouracil. Single-cell sequencing results demonstrate that the model is associated with an immunosuppressive microenvironment in CLM. The higher the model's riskscore, the weaker the MHC-I, MHC-II, and various tumor immune signaling pathway networks in the colorectal cancer microenvironment. Causal analysis reveals that SLC11A1, ICOS, and HSPA1A play key roles in this model. PDT can kill colorectal cancer cells, inhibit colorectal cancer cell metastasis, significantly influence the expression of genes such as SLC11A1, ICOS, and HSPA1A in these processes, and suppress the infiltration of macrophages in the colorectal microenvironment, inhibiting the immune escape process of PD-1/PD-L1. A prognostic model based on immunity regulated by PDT has been established for assessing the prognosis of CLM patients, as well as clinical responses to chemotherapy drugs and immunotherapy.	N	Y	N	Y	N	N	Y	N	N	N	N	N	N	MECH_top1_payload_pdl1
PMID:37779919	37779919	PMC10540048	10.1016/j.mtbio.2023.100809	2023	Y	10		B	B07	1	Combination of irinotecan silicasome nanoparticles with radiation therapy sensitizes immunotherapy by modulating the activation of the cGAS/STING pathway for colorectal cancer.	Wang L, Zhang T, Zheng Y, Li Y, Tang X, Chen Q, Mao W, Li W, Liu X, Zhu J.	Our previous clinical trial (Identifier: NCT02605265) revealed that addition of irinotecan (IRIN) to neoadjuvant chemoradiotherapy for rectal cancer could improve the curative effect. However, the adverse effects caused by IRIN limited the wide application of IRIN chemoradiotherapy. This study aimed to explore the mechanism under the synergistic effects of IRIN plus radiation therapy in colorectal cancer (CRC) cells and optimization of IRIN delivery via a silicasome nanocarrier <i>in vivo</i>. Our results revealed that compared with single IRIN or radiation treatment, IRIN combined with radiation therapy remarkably activated the intracellular cGAS/STING pathway, and promoted the expression levels of major histocompatibility complex class I (MHC-I) and programmed death ligand 1 (PD-L1). Further, a silicasome (mesoporous silica nanoparticle coated with lipid bilayer) nanocarrier was utilized to improve the delivery of IRIN with enhanced efficacy and reduced side effects. In the MC38 CRC syngeneic tumor model, IRIN silicasome combined with radiation therapy demonstrated a greater antitumor efficacy than free IRIN plus radiation therapy. Flow cytometry showed the increased number of CD4<sup>+</sup> T cells, CD8<sup>+</sup> T cells, and dendritic cells (DCs) in tumor in the IRIN silicasome plus radiation group. The immunofluorescence staining further confirmed the activated immune microenvironment with the elevated interferon-γ (IFN-γ) deposition. Besides, the antitumor effect of IRIN silicasome plus radiation therapy was synergistically enhanced by <i>anti</i>-PD-1 immunotherapy. These findings indicated that the combination of IRIN silicasome with radiation therapy could sensitize immunotherapy by manipulating the cGAS/STING pathway serving as a new strategy for CRC treatment.	N	Y	N	Y	N	N	Y	Y	N	Y	N	N	N	MECH_top1_payload_pdl1
PMID:36569020	36569020	PMC9782922	10.12998/wjcc.v10.i35.13108	2022	Y	0		B	B07	1	Multidisciplinary treatment of a patient with severe immune checkpoint inhibitor-induced colitis: A case report.	Lu L, Sha L, Feng Y, Yan L.	<h4>Background</h4>Immune checkpoint inhibitors (ICIs) are a new class of antitumor drugs that have been approved to treat a variety of malignant tumors. However, the occurrence of immune related adverse events (irAEs) has become an important reason for terminating treatment. ICIs sometimes lead to diarrhea and colitis, with severe enterocolitis potentially causing the hemorrhage of the lower gastrointestinal tract and colonic perforation. ICI-associated colitis is primarily treated with glucorticosteroids and/or agents targeting tumor necrosis factor-α. Here, we describe a case of severe ICI-associated colitis due to anti-programmed cell death ligand 1 (PD-L1) (durvalumab) treatment for small cell lung cancer with liver metastasis. The patient exhibited a poor response to rescuable therapy, and eventually received a laparoscopic subtotal colectomy and ileostomy. The data presented here will contribute to optimizing current treatment strategies for patients with severe ICI-associated colitis.<h4>Case summary</h4>A 71-year-old man was admitted for a second course of anti-PD-L1 + IP (durvalumab + irinotecan + cisplatin) treatment to manage lung cancer with liver metastasis, diagnosed 1 mo previously. Four days after the second dose, the patient developed abdominal pain and bloody diarrhea. Due to the anti-PD-L1 medication history and colonoscopy findings of the patient, he was diagnosed with a colitis associated with ICI treatment. After treatment with sufficient glucocorticoids and two courses of infliximab, the patient developed severe lower gastrointestinal bleeding. After adequate assessment, the patient was treated by laparoscopic surgery, and was discharged in stable condition.<h4>Conclusion</h4>The early screening and hierarchical management of irAEs need the joint participation of a multidisciplinary team. For ICI-related colitis with ineffective medical treatment, timely surgical intervention could prevent the death of patients.	N	Y	N	Y	N	N	Y	N	N	Y	N	N	N	MECH_top1_payload_pdl1
PMID:33747719	33747719	PMC7967046	10.1002/advs.202002147	2021	Y	91		B	B07	1	Combination Chemo-Immunotherapy for Pancreatic Cancer Using the Immunogenic Effects of an Irinotecan Silicasome Nanocarrier Plus Anti-PD-1.	Liu X, Jiang J, Liao YP, Tang I, Zheng E, Qiu W, Lin M, Wang X, Ji Y, Mei KC, Liu Q, Chang CH, Wainberg ZA, Nel AE, Meng H.	There is an urgent need to develop new life-prolonging therapy for pancreatic ductal adenocarcinoma (PDAC). It is demonstrated that improved irinotecan delivery by a lipid bilayer coated mesoporous silica nanoparticle, also known as a silicasome, can improve PDAC survival through a chemo-immunotherapy response in an orthotopic Kras-dependent pancreatic cancer model. This discovery is premised on the weak-basic properties of irinotecan, which neutralizes the acidic lysosomal pH in PDAC cells. This effect triggers a linked downstream cascade of events that include autophagy inhibition, endoplasmic reticulum stress, immunogenic cell death (ICD), and programmed death-ligand 1 (PD-L1) expression. ICD is characterized by calreticulin expression and high-mobility group box 1 (HMGB1) release in dying Kras-induced pancreatic cancer (KPC) cells, which is demonstrated in a vaccination experiment to prevent KPC tumor growth on the contralateral site. The improved delivery of irinotecan by the silicasome is accompanied by robust antitumor immunity, which can be synergistically enhanced by anti-PD-1 in the orthotopic model. Immunophenotyping confirms the expression of calreticulin, HMGB1, PD-L1, and an autophagy marker, in addition to perforin and granzyme B deposition. The chemo-immunotherapy response elicited by the silicasome is more robust than free or a liposomal drug, Onivyde. The silicasome plus anti-PD-1 leads to significantly enhanced survival improvement, and is far superior to anti-PD-1 plus either free irinotecan or Onivyde.	N	Y	N	Y	N	N	Y	Y	N	Y	N	N	N	MECH_top1_payload_pdl1
PMID:38762348	38762348		10.1016/j.clcc.2024.03.001	2024	N	10		B	B07	1	Pembrolizumab Plus mFOLFOX7 or FOLFIRI for Microsatellite Stable/Mismatch Repair-Proficient Metastatic Colorectal Cancer: KEYNOTE-651 Cohorts B and D.	Kim R, Tehfe M, Kavan P, Chaves J, Kortmansky JS, Chen EX, Lieu CH, Wong L, Fakih M, Spencer K, Zhao Q, Predoiu R, Li C, Leconte P, Adelberg D, Chiorean EG.	<h4>Background</h4>The phase 1b KEYNOTE-651 study evaluated pembrolizumab plus chemotherapy in microsatellite stable or mismatch repair-proficient metastatic colorectal cancer.<h4>Patients and methods</h4>Patients with microsatellite stable or mismatch repair-proficient metastatic colorectal cancer received pembrolizumab 200 mg every 3 weeks plus 5-fluorouracil, leucovorin, oxaliplatin (previously untreated; cohort B) or 5-fluorouracil, leucovorin, irinotecan (previously treated with fluoropyrimidine plus oxaliplatin; cohort D) every 2 weeks. Primary end point was safety; investigator-assessed objective response rate per RECIST v1.1 was secondary and biomarker analysis was exploratory.<h4>Results</h4>Thirty-one patients were enrolled in cohort B and 32 in cohort D; median follow-up was 30.2 and 33.5 months, respectively. One dose-limiting toxicity (grade 3 small intestine obstruction) occurred in cohort D. In cohort B, grade 3 or 4 treatment-related adverse events (AEs) occurred in 18 patients (58%), most commonly neutropenia and decreased neutrophil count (n = 5 each). In cohort D, grade 3 or 4 treatment-related AEs occurred in 17 patients (53%), most commonly neutropenia (n = 7). No grade 5 treatment-related AEs occurred. Objective response rate was 61% in cohort B (KRAS wildtype: 71%; KRAS mutant: 53%) and 25% in cohort D (KRAS wildtype: 47%; KRAS mutant: 6%). In both cohorts, PD-L1 combined positive score and T-cell-inflamed gene expression profiles were higher and HER2 expression was lower in responders than nonresponders. No association between tumor mutational burden and response was observed.<h4>Conclusion</h4>Pembrolizumab plus 5-fluorouracil, leucovorin, oxaliplatin/5-fluorouracil, leucovorin, irinotecan demonstrated an acceptable AE profile. Efficacy data appeared comparable with current standard of care (including by KRAS mutation status). Biomarker analyses were hypothesis-generating, warranting further exploration.<h4>Clinicaltrials</h4><h4>Gov identifier</h4>ClinicalTrials.gov; NCT03374254.	N	Y	N	Y	N	N	Y	N	N	Y	N	N	N	MECH_top1_payload_pdl1
PMID:33311600	33311600	PMC8379160	10.1038/s41401-020-00570-8	2021	N	29		B	B07	1	Anti-PD-L1 mediating tumor-targeted codelivery of liposomal irinotecan/JQ1 for chemo-immunotherapy.	He ZD, Zhang M, Wang YH, He Y, Wang HR, Chen BF, Tu B, Zhu SQ, Huang YZ.	Immune checkpoint blockade therapy has become a first-line treatment in various cancers. But there are only a small percent of colorectal patients responding to PD-1/PD-L1 blockage immunotherapy. How to increase their treatment efficacy is an urgent and clinically unmet need. It is acknowledged that immunogenic cell death (ICD) induced by some specific chemotherapy can enhance antitumor immunity. Chemo-based combination therapy can yield improved outcomes by activating the immune system to eliminate the tumor, compared with monotherapy. Here, we develop a PD-L1-targeting immune liposome (P-Lipo) for co-delivering irinotecan (IRI) and JQ1, and this system can successfully elicit antitumor immunity in colorectal cancer through inducing ICD by IRI and interfering in the immunosuppressive PD-1/PD-L1 pathway by JQ1. P-Lipo increases intratumoral drug accumulation and promotes DC maturation, and thereby facilitates adaptive immune responses against tumor growth. The remodeling tumor immune microenvironment was reflected by the increased amount of CD8<sup>+</sup> T cells and the release of IFN-γ, and the reduced CD4<sup>+</sup>Foxp3<sup>+</sup> regulatory T cells (Tregs). Collectively, the P-Lipo codelivery system provides a chemo-immunotherapy strategy that can effectively remodel the tumor immune microenvironment and activate the host immune system and arrest tumor growth.	N	Y	N	Y	N	N	Y	Y	N	Y	N	N	N	MECH_top1_payload_pdl1
PMID:35384193	35384193		10.1002/anie.202203786	2022	N	45		B	B07	1	A Hybrid Supramolecular Polymeric Nanomedicine for Cascade-Amplified Synergetic Cancer Therapy.	Yang K, Qi S, Yu X, Bai B, Zhang X, Mao Z, Huang F, Yu G.	Supramolecular nanomedicines have shown great merits in cancer therapy, but their clinical translation is hampered by monotonous therapeutic modality and unsatisfactory antitumor performance. Herein, a hybrid supramolecular polymeric nanomedicine (SNPs) is developed based on β-cyclodextrin/camptothecin (CPT) host-guest molecular recognition and iron-carboxylate coordination. Iron ions stabilizing SNPs catalyze the conversion of intracellular hydrogen peroxide into highly toxic hydroxyl radical through a Fenton reaction, which further cleaves the thioketal linker of the supramolecular monomer to release potent CPT, thus amplifying the therapeutic efficacy by combining chemodynamic therapy and chemotherapy. The combination therapy stimulates antitumor immunity and promotes intratumoral infiltration of cytotoxic T lymphocytes by triggering immunogenic cell death. In synergy with PD-L1 checkpoint blockade, SNPs enables enhanced immune therapy and a long-term tumor remission.	N	Y	N	Y	N	N	Y	Y	N	Y	N	N	N	MECH_top1_payload_pdl1
PMID:34385682	34385682	PMC8855709	10.1038/s41565-021-00950-z	2021	N	131		B	B07	1	Immunogenic camptothesome nanovesicles comprising sphingomyelin-derived camptothecin bilayers for safe and synergistic cancer immunochemotherapy.	Wang Z, Little N, Chen J, Lambesis KT, Le KT, Han W, Scott AJ, Lu J.	Despite the enormous therapeutic potential of immune checkpoint blockade (ICB), it benefits only a small subset of patients. Some chemotherapeutics can switch 'immune-cold' tumours to 'immune-hot' to synergize with ICB. However, safe and universal therapeutic platforms implementing such immune effects remain scarce. We demonstrate that sphingomyelin-derived camptothecin nanovesicles (camptothesomes) elicit potent granzyme-B- and perforin-mediated cytotoxic T lymphocyte (CTL) responses, potentiating PD-L1/PD-1 co-blockade to eradicate subcutaneous MC38 adenocarcinoma with developed memory immunity. In addition, camptothesomes improve the pharmacokinetics and lactone stability of camptothecin, avoid systemic toxicities, penetrate deeply into the tumour and outperform the antitumour efficacy of Onivyde. Camptothesome co-load the indoleamine 2,3-dioxygenase inhibitor indoximod into its interior using the lipid-bilayer-crossing capability of the immunogenic cell death inducer doxorubicin, eliminating clinically relevant advanced orthotopic CT26-Luc tumours and late-stage B16-F10-Luc2 melanoma, and achieving complete metastasis remission when combined with ICB and folate targeting. The sphingomyelin-derived nanotherapeutic platform and doxorubicin-enabled transmembrane transporting technology are generalizable to various therapeutics, paving the way for transformation of the cancer immunochemotherapy paradigm.	N	Y	N	Y	N	N	Y	Y	N	N	N	N	N	MECH_top1_payload_pdl1
PMID:38899167	38899167	PMC11184261	10.1016/j.ekir.2024.03.014	2024	Y	21		B	B07	1	Interferon and B-cell Signatures Inform Precision Medicine in Lupus Nephritis.	Parodis I, Lindblom J, Toro-Domínguez D, Beretta L, Borghi MO, Castillo J, Carnero-Montoro E, Enman Y, Mohan C, Alarcón-Riquelme ME, Barturen G, Nikolopoulos D, PRECISESADS Clinical Consortium.	"<h4>Introduction</h4>Current therapeutic management of lupus nephritis (LN) fails to induce long-term remission in over 50% of patients, highlighting the urgent need for additional options.<h4>Methods</h4>We analyzed differentially expressed genes (DEGs) in peripheral blood from patients with active LN (<i>n</i> = 41) and active nonrenal lupus (<i>n</i> = 62) versus healthy controls (HCs) (<i>n</i> = 497) from the European PRECISESADS project (NTC02890121), and dysregulated gene modules in a discovery (<i>n</i> = 26) and a replication (<i>n</i> = 15) set of active LN cases.<h4>Results</h4>Replicated gene modules qualified for correlation analyses with serologic markers, and regulatory network and druggability analysis. Unsupervised coexpression network analysis revealed 20 dysregulated gene modules and stratified the active LN population into 3 distinct subgroups. These subgroups were characterized by low, intermediate, and high interferon (IFN) signatures, with differential dysregulation of the ""B cell"" and ""plasma cells/Ig"" modules. Drugs annotated to the IFN network included CC-motif chemokine receptor 1 (CCR1) inhibitors, programmed death-ligand 1 (PD-L1) inhibitors, and irinotecan; whereas the anti-CD38 daratumumab and proteasome inhibitor bortezomib showed potential for counteracting the ""plasma cells/Ig"" signature. <i>In silico</i> analysis demonstrated the low-IFN subgroup to benefit from calcineurin inhibition and the intermediate-IFN subgroup from B-cell targeted therapies. High-IFN patients exhibited greater anticipated response to anifrolumab whereas daratumumab appeared beneficial to the intermediate-IFN and high-IFN subgroups.<h4>Conclusion</h4>IFN upregulation and B and plasma cell gene dysregulation patterns revealed 3 subgroups of LN, which may not necessarily represent distinct disease phenotypes but rather phases of the inflammatory processes during a renal flare, providing a conceptual framework for precision medicine in LN."	N	Y	N	Y	N	N	Y	N	N	N	N	N	N	MECH_top1_payload_pdl1
PMID:31022845	31022845	PMC6631458	10.3390/medicines6020051	2019	Y	16		B	B07	1	Camptothecin Induces PD-L1 and Immunomodulatory Cytokines in Colon Cancer Cells.	Bedi D, Henderson HJ, Manne U, Samuel T.	<b>:</b> <b>Background:</b> Immunotherapy has changed the options for the treatment of various cancer types, but not colon cancer. Current checkpoint blockade approaches are ineffective in a large proportion of colon cancer cases, necessitating studies to elucidate its mechanisms and to identify new targets and strategies against it. <b>Methods:</b> Here, we examined Programmed Death-Ligand 1(PD-L1), cytokine and receptor responses of colon cancer cells exposed to camptothecin (CPT), a clinically used topoisomerase inhibitor. Colon cancer cells were treated with CPT at concentrations of up to 10 µM, and the expressions of PD-L1 and immunoregulatory cytokine genes and receptors were analyzed. <b>Results:</b> PD-L1, a current immunotherapy target for various cancers, was shown to be upregulated in colon cancer cells independent of the cellular p53 status. In metastasis-derived SW620 cells, CPT most extensively upregulated cytokines with T-cell attraction or growth factor functions. Of those modulated genes, SPP1, IL1RN, IL1A, TNFSF13B, OSM, and CSF3 had the most clinical relevance, as their high expression was associated with poor cancer patient overall survival. <b>Conclusions:</b> These findings highlight the need to examine, in preclinical and clinical situations, the potential benefits of combining topoisomerase inhibitors with immune-checkpoint inhibitors.	N	Y	N	Y	N	N	Y	N	N	N	N	N	N	MECH_top1_payload_pdl1
PMID:33891423	33891423		10.1021/acs.nanolett.0c04772	2021	N	41		B	B07	1	Prodrug-Based Versatile Nanomedicine with Simultaneous Physical and Physiological Tumor Penetration for Enhanced Cancer Chemo-Immunotherapy.	Guo Z, Hu Y, Zhao M, Hao K, He P, Tian H, Chen X, Chen M.	Chemo-immunotherapy combination effect remains to be a great challenge due to the poor tumor penetration of therapeutic agents that resulted from condensed extracellular matrix (ECM), T cell-related immune escape, and thus the potential recurrence. Herein, a helix self-assembly camptothecin (CPT) prodrug with simultaneous physical and physiological tumor penetration was constructed to realize effective chemo-immunotherapy. Specifically, CPT was modified with arginine to self-assemble into nanofibers to physically improve tumor penetration. Two plasmids, <i>p</i>shPD-L1 and <i>p</i>Spam1 for expressing small hairpin RNA PD-L1 and hyaluronidase, respectively, were loaded to down-regulate tumor surface PD-L1 expression for converting anergic state of T cells into the tumor-reactive T cells and produce hyaluronidase to physiologically degrade ECM for further enhanced tumor penetration. Moreover, the degraded ECM could also increase immune cells' infiltration into tumor sites, which may exert a synergistic antitumor immunity combined with immune checkpoint inhibition. Such a nanomedicine could cause significant inhibition of primary, distant tumors, and effective prevention of tumor recurrence.	N	Y	N	Y	N	N	Y	N	N	Y	N	N	N	MECH_top1_payload_pdl1
PMID:38159998	38159998		10.21873/anticanres.16787	2024	N	4		B	B07	1	Reduction of HIF-1α/PD-L1 by Catalytic Topoisomerase Inhibitor Induces Cell Death Through Caspase Activation in Cancer Cells Under Hypoxia.	Miyata S, Ishii T, Kitanaka S.	<h4>Background/aim</h4>Under severe hypoxia, cellular apoptosis is induced through hypoxia-inducible factor 1, alpha subunit (HIF-1α)-dependent P53 accumulation and P53 phosphorylation via ataxia telangiectasia mutated and ataxia telangiectasia and RAD3-related (ATR) activation via replication stress-induced DNA damage response (DDR) activation. We previously demonstrated that the topoisomerase I catalytic inhibitor, 3-O-(2'E,4'Z-decadienoyl)-20-O-acetylingenol (3EZ,20Ac-ingenol), induced apoptosis in Jeko-1 and Panc-1 cells, both of which show cyclin D1 overexpression. After progression to the S phase facilitated by nuclear cyclin D1, an intra S phase checkpoint was induced in the presence of 3EZ,20Ac-ingenol, by ATR activation in response to replication stress-induced DDR.<h4>Materials and methods</h4>In this study, we examined whether 3-O-(2'E,4'E-decadienoyl)-20-O-acetylingenol (3EE,20Ac-ingenol) might induce a higher degree of P53 phosphorylation and additional HIF-1α and P53 accumulation in response to replication stress-induced DDR activation under hypoxic conditions than under normoxic conditions, by controlling ATR activation.<h4>Results</h4>In the Panc-1 cells, 3EE,20Ac-ingenol induced P53 activation and HIF-1α-dependent P53 accumulation through cooperative ATR activation via hypoxia-induced DDR activation. Jeko-1 cells showed slight HIF-1α accumulation under hypoxia, but HIF-1α-dependent 53 accumulation was not observed in the presence of 3EE,20Ac-ingenol, so that the cells remained resistant to hypoxia.<h4>Conclusion</h4>3EE,20Ac-ingenol induces an intricate interplay between P53 and HIF-1α accumulation via ATR activation that results in a high P53 accumulation, which promoted transient expression and early disappearance of HIF-1α, accelerating cell death. Strong P53 accumulation and consequent phosphatase and tensin homolog deleted on chromosome 10 activation in Panc-1 cells also reduced HIF-1α accumulation and programmed death-ligand 1 expression, which resulted in intense apoptosis.	N	Y	N	Y	N	N	Y	N	N	N	N	N	N	MECH_top1_payload_pdl1
PMID:35657950	35657950		10.1021/acsami.2c02490	2022	N	8		B	B07	1	&lt;i&gt;In Situ&lt;/i&gt; Micro-Nano Conversion Augmented Tumor-Localized Immunochemotherapy.	Sun S, Tang Q, Wang Y, Zhang L, Chen J, Xu M, Sun L, Cui L, Liang X.	The immune checkpoint blockade (ICB) therapy based on monoclonal antibodies still suffers from a lower immune response rate and severe immune-related side effects, which greatly compromise its therapeutic benefits. Herein, ultrasound (US) microbubbles (MBs) that locally delivered the camptothecin-floxuridine (CF) drug combination and anti-PD-L1 blocking antibody (αPD-L1) to tumors were developed to improve ICB therapy. The resulting αPCF MBs exhibited good stability, allowing their use as US imaging contrast agents to trace the drug delivery <i>in vivo</i>. Furthermore, the combination of αPCF MBs treatment and disrupted US irradiation triggered tumor <i>in situ</i> conversion of αPCF MBs to αPCF NPs while promoting higher tumor cell uptake and deeper tumor penetration as confirmed by the US/fluorescence bimodal imaging. Camptothecin (CPT) and floxuridine (FUDR) were further released at a fixed 1:1 molar ratio within the tumor microenvironment (TME) to synergistically elicit an immunogenic tumor phenotype and sensitize tumors to αPD-L1-mediated ICB therapy, while the local simultaneous delivery of immunotherapeutic αPD-L1 further reversed the immunosuppressive tumor microenvironment and promoted the infiltration of cytotoxic T lymphocytes (CTLs), thus achieving a synergistic therapeutic effect of chemotherapy and immunotherapy in the CT26 tumor-bearing mice. Thus, αPCF MBs + US mediated local co-delivering of the drug combination and αPD-L1 well augmented the ICB therapy while effectively minimizing the off-target side effects, providing a safe and universal therapeutic strategy for tumor immunotherapy.	N	Y	N	Y	N	N	Y	N	N	Y	N	N	N	MECH_top1_payload_pdl1
