,TACSTD2,CD8A,NKG7,NCAM1,LGALS1,LGALS3,LGALS9,PVR,TGFB1,TGFB2,TGFB3,CD47,SIRPA,CD274,EPCAM,CLDN4
TCGA-95-7567-01,13.0494,8.4446,7.5892,3.0555,13.6226,12.4838,10.7951,11.0839,10.2062,7.4978,8.8395,12.8498,9.946,6.4765,13.5909,14.1207
TCGA-05-4422-01,11.9682,10.1199,8.4792,3.6113,10.8852,12.4792,10.961,10.5885,9.9072,6.1314,6.7529,12.3993,9.9035,5.7942,13.5067,13.3203
TCGA-86-8673-01,11.131,8.5033,8.0558,4.8655,12.664,12.5221,11.0131,11.4429,10.8258,5.5102,8.2765,12.5221,9.2932,4.0735,12.3989,13.1412
TCGA-55-6543-01,13.0007,6.647,6.3045,6.8694,12.1487,13.2732,10.9446,10.5629,10.6778,10.3999,8.2881,11.8183,10.9137,6.8278,12.9087,13.5398
TCGA-NJ-A7XG-01,13.2857,5.3025,4.9645,4.9645,10.2429,12.8937,10.2115,10.3368,10.9296,8.3019,4.8317,11.9706,7.2094,3.9256,13.2129,13.4233
TCGA-86-8280-01,12.6887,8.2895,7.3074,6.6153,11.5905,12.0265,10.7979,9.589,10.9027,7.8904,9.5629,11.7154,10.5602,6.5273,12.4595,13.4181
TCGA-99-8028-01,12.8796,10.6883,10.8424,5.0003,13.5996,12.6807,11.8672,10.0481,11.4364,8.7566,10.1269,12.4791,11.6075,8.2074,12.9606,12.9398
TCGA-55-7725-01,12.6676,8.6707,6.6552,5.4268,9.4717,13.5814,10.8596,10.2657,10.145,10.1833,7.1148,12.8985,9.8588,6.9284,13.6168,11.6398
TCGA-64-5778-01,13.7185,10.7756,9.8259,3.296,12.0091,13.2941,12.8274,9.6479,11.0049,6.7396,7.2332,13.4585,9.4177,6.8797,13.9339,13.6608
TCGA-86-8671-01,12.3994,10.2771,9.408,5.7814,12.3221,12.4987,12.1358,9.527,11.7242,7.9405,10.2289,11.5168,11.4494,6.8463,11.8961,12.2985
TCGA-05-4403-01,13.4356,7.1322,7.0945,4.0504,12.5101,14.6549,11.9165,9.597,10.5322,8.1484,7.8668,11.7872,10.9429,5.5928,13.7237,13.6806
TCGA-69-7763-01,12.2069,7.1645,6.3468,6.0956,11.7948,13.0018,10.525,10.8556,10.4538,8.3067,9.5506,12.0154,10.0438,5.4052,13.0793,12.0187
TCGA-49-4506-01,11.9341,10.3526,9.8848,3.2862,12.2154,13.7707,10.1227,10.361,9.2859,3.938,8.1312,10.9342,11.3902,5.2783,12.7723,11.0784
TCGA-97-A4M1-01,13.0002,7.5355,7.1741,7.1593,11.626,12.8917,10.675,10.1561,10.6909,9.5941,8.0382,12.3298,10.5683,5.292,12.5069,11.7771
TCGA-86-8359-01,12.8814,10.5685,9.5878,4.9146,11.4205,12.7386,10.7622,10.9546,10.3025,8.3886,8.8988,11.2431,9.0781,4.9716,13.9791,13.6241
TCGA-05-4405-01,12.3312,7.9969,6.1679,4.8495,12.5036,12.4242,11.7039,10.2977,11.4135,10.9999,9.4514,12.6574,10.6739,6.3312,12.7768,14.0004
TCGA-62-A470-01,12.0594,6.0503,5.6863,11.0986,10.926,12.1595,10.6611,9.4724,9.0746,8.236,7.9211,12.8459,9.4032,4.8122,14.0973,12.2752
TCGA-49-4487-01,11.6901,10.0429,9.4395,6.6376,12.3337,11.961,11.0084,10.8561,10.2195,7.6426,9.2429,13.0744,10.384,5.8858,13.6857,12.8205
TCGA-44-6145-01,12.7504,10.4305,9.2117,5.081,11.7079,12.2896,10.7655,10.4245,10.2817,6.881,8.955,12.2636,11.3259,7.8474,12.8274,12.0583
TCGA-91-8499-01,8.4022,7.8468,7.7825,10.9899,11.5543,13.252,9.9572,10.1443,9.3734,6.2258,8.5953,11.2535,9.5012,5.1157,12.1891,12.0507
TCGA-95-8494-01,12.915,5.7351,6.0165,3.1124,13.9855,11.7763,10.8353,9.6523,10.1882,7.9335,7.7449,13.0579,10.0537,6.9469,13.4703,13.6873
TCGA-64-1681-01,13.8065,5.9811,5.7193,5.9221,11.8451,13.2368,12.0275,10.0538,11.0075,9.8355,8.1806,12.7348,9.8598,5.1431,13.7797,13.886
TCGA-55-A491-01,12.857,7.7473,7.4394,3.467,12.3249,13.4014,14.379,9.968,11.3611,6.5409,8.3157,12.0142,10.5616,6.5733,13.8858,14.1298
TCGA-75-6214-01,14.686,6.657,5.5688,3.1532,12.2048,12.955,10.2638,9.639,10.4381,8.5664,8.2251,12.0932,8.3818,6.5395,11.9864,12.9645
TCGA-86-6851-01,12.1901,9.8722,9.4744,4.6721,10.9706,12.5509,11.1644,9.3067,10.5992,7.0845,9.1405,12.3433,10.6916,7.329,12.8731,13.2668
TCGA-80-5607-01,11.9371,9.412,7.6811,4.1769,10.984,12.4745,12.1553,9.7431,9.9672,6.8847,8.358,12.8475,9.7903,6.1158,13.0283,13.845
TCGA-91-6849-01,12.7918,8.4011,7.3523,4.9031,11.0162,12.9415,11.0385,10.2994,9.8831,6.9597,8.0778,12.1543,10.275,4.6708,13.4925,12.3254
TCGA-62-8402-01,12.0219,9.1259,8.5043,4.1092,10.6578,12.4216,12.4356,9.4746,10.3483,6.9504,8.1158,11.354,10.3516,7.4787,13.5579,12.3061
TCGA-78-7156-01,12.1808,6.5778,6.4706,3.5326,9.8291,11.0569,9.5152,9.5598,8.557,6.8967,6.1926,12.1356,7.6706,3.0811,13.2426,12.3403
TCGA-50-5941-01,12.8214,10.0181,8.7796,4.1944,11.9089,12.4798,11.5823,9.9241,11.2857,8.276,9.7832,12.2917,11.0026,7.6556,12.9193,13.1522
TCGA-62-A46Y-01,13.2821,8.7866,7.8142,4.4297,11.7339,13.1197,11.4551,9.9254,11.0528,7.8801,7.6438,12.5588,10.5335,7.4834,13.1935,13.5356
TCGA-44-7660-01,14.2045,6.7412,6.9172,11.4334,11.7152,13.4043,11.1906,10.8939,9.4214,8.2727,7.4931,10.784,10.8724,6.2292,13.1032,12.3919
TCGA-MP-A4TF-01,12.1439,7.449,6.9561,1.3958,11.5508,12.5553,9.7021,10.4179,10.9922,6.4096,7.7352,11.0521,9.4207,7.8105,13.4938,12.1428
TCGA-05-4402-01,13.5477,6.9463,6.1194,5.9608,12.4555,13.1358,11.7367,9.8646,10.3855,9.1896,9.7095,12.2782,10.5946,5.5497,13.2906,13.6874
TCGA-62-A471-01,11.9038,7.8271,7.5325,3.7853,10.6411,11.9229,11.0219,10.7302,9.9139,6.4671,7.0715,10.5186,8.6676,4.555,13.4294,12.5541
TCGA-55-8513-01,12.2547,6.867,6.9472,7.1028,12.2658,13.2955,12.2045,9.6989,10.791,8.1629,8.573,11.9141,11.7668,6.5158,11.848,12.5247
TCGA-05-4397-01,12.1637,6.9364,6.5236,4.041,13.3711,12.1084,12.9187,9.3843,9.5439,5.2436,7.5535,12.5634,11.4207,5.1835,11.4758,11.8123
TCGA-05-5429-01,13.9396,6.5155,5.6359,3.9722,12.8559,15.0648,11.7356,9.5124,9.6339,7.5794,8.4819,11.7382,8.9223,2.9929,14.0471,14.186
TCGA-78-7167-01,12.8547,6.6561,5.8594,4.9128,12.6585,12.1894,8.6896,9.7479,10.3938,6.573,7.3352,12.5434,8.0589,2.191,14.4022,12.835
TCGA-50-8459-01,12.3001,7.9849,6.5783,7.28,14.3545,13.1199,11.8998,9.8874,12.0892,9.4099,10.2092,11.0467,11.7674,5.2871,12.1968,11.3731
TCGA-93-8067-01,13.0987,6.2837,7.3569,3.93,12.0736,12.7625,10.7719,10.4133,9.9337,7.1293,8.554,12.1229,8.9394,4.9763,13.3555,12.7653
TCGA-44-6776-01,12.0504,6.5931,5.3656,6.398,10.2913,12.4296,8.9267,10.6211,8.9139,6.5824,7.6438,11.9669,8.113,4.2449,13.2913,12.9028
TCGA-75-7031-01,12.5199,9.3213,8.0527,8.1377,11.094,11.6702,10.3116,9.9264,9.3405,8.7155,7.9371,11.8608,9.6952,5.3114,13.3866,12.7458
TCGA-44-7667-01,9.6439,6.402,6.6228,3.6614,12.6149,9.6595,9.4147,10.7551,9.9305,5.296,8.0554,9.8094,9.2142,4.7353,13.5813,12.1373
TCGA-35-3615-01,10.0115,7.4308,6.4606,4.0806,11.3242,13.6563,10.7744,9.8012,9.0074,5.8381,8.6727,12.5982,9.4245,4.5089,12.9419,12.6068
TCGA-86-A4P8-01,12.5811,9.6005,9.1739,6.0676,11.6809,12.9067,11.3591,10.1198,11.1957,10.3493,8.8653,12.8378,11.766,6.4826,10.989,11.8368
TCGA-44-2666-01,11.9991,7.9365,5.8921,5.7761,10.2547,13.3108,11.5478,11.031,10.3314,8.6563,7.1409,12.7644,10.04,7.0976,12.9602,12.9675
TCGA-44-5643-01,13.6734,8.2214,7.5419,3.2404,10.1607,10.9851,10.9211,10.0315,10.0751,8.4663,8.7717,10.5941,9.8409,4.894,12.894,12.1336
TCGA-44-2661-01,11.9466,9.7907,8.6904,6.2374,13.0872,13.6407,12.5327,9.4168,11.0024,8.0638,8.8535,13.046,11.0162,6.6908,12.4096,12.9428
TCGA-69-8255-01,8.0213,10.5609,10.2264,3.0857,10.8579,12.4093,9.8688,10.3871,9.4621,6.5746,7.8428,9.8769,9.9361,6.2031,13.7746,11.5661
TCGA-49-4514-01,12.8013,8.7819,8.4539,2.8321,11.4456,12.9808,11.1355,10.2891,9.691,7.364,7.4166,12.0516,8.4973,3.3478,14.2825,12.6243
TCGA-78-7154-01,11.9826,7.2889,6.8115,4.7333,10.4296,12.904,11.0239,11.3754,9.2834,8.8134,7.8872,10.9169,8.9534,4.8271,14.5972,12.6142
TCGA-55-8507-01,12.4762,6.9648,6.2724,6.4788,11.0591,12.5112,9.8126,11.1228,10.1658,7.3469,8.8003,11.9431,9.878,4.9431,13.4525,13.0026
TCGA-95-A4VP-01,11.3673,8.634,8.7562,5.4589,11.8867,11.1779,10.7922,10.4382,10.0953,7.7008,9.009,10.9907,9.7119,5.216,13.168,11.6863
TCGA-50-6595-01,12.8895,8.169,8.2925,5.6402,13.6591,12.6671,11.2314,11.7161,11.7598,10.9595,10.0173,11.4141,10.7854,8.9916,12.179,12.3902
TCGA-78-7155-01,10.2935,7.6855,6.7711,1.7289,8.9039,11.9788,7.5495,9.4029,8.4534,6.8236,8.0238,13.2286,8.1903,4.694,13.1777,10.4799
TCGA-05-4382-01,13.064,7.411,6.7986,5.4619,13.4699,12.801,10.9224,10.9178,10.9253,7.5611,9.1921,12.8518,11.5411,6.8858,13.16,13.8596
TCGA-05-5428-01,13.4794,7.5246,5.9952,2.4223,13.1783,14.3425,8.914,9.1225,10.6171,7.49,8.6421,14.2594,9.2395,5.9952,14.6079,14.305
TCGA-44-5644-01,10.5455,6.8251,6.2632,10.791,10.2675,10.5836,8.0962,10.5653,9.9453,7.464,7.7535,11.6326,7.7668,3.1667,13.7464,12.2472
TCGA-55-6978-01,12.0893,10.6161,9.6091,5.3947,12.7276,12.291,11.3839,10.4877,11.0151,10.2511,9.6204,12.8681,11.1946,9.4316,12.8118,13.3122
TCGA-NJ-A55R-01,10.9331,6.0417,5.2481,10.6179,11.029,10.784,9.2444,10.6489,9.8872,10.2835,9.5456,10.9848,8.8847,4.8396,13.5795,12.5318
TCGA-91-6840-01,12.0501,8.9322,7.7529,5.8251,10.8747,11.9114,10.3082,10.9651,10.1029,9.5635,8.8533,12.537,9.4164,4.8332,13.305,13.0328
TCGA-55-8094-01,12.0425,5.3761,5.1766,3.129,9.3746,10.889,8.3214,11.1955,8.2497,7.4117,6.6601,10.9838,6.2271,3.2241,15.1575,13.6028
TCGA-44-7661-01,11.5523,8.0978,7.2494,5.1303,13.9671,12.222,11.1567,10.9126,11.717,9.4152,10.3493,12.2546,11.0646,9.9704,12.7351,13.1095
TCGA-NJ-A4YF-01,11.805,6.3963,6.5445,1.7783,12.4401,11.3591,8.7295,10.1989,9.3043,3.6488,7.4592,11.3382,9.0569,3.1535,12.4889,12.5822
TCGA-67-6217-01,13.0594,9.129,7.223,5.7052,10.9064,11.916,11.0472,9.5903,10.8073,6.7686,8.0916,12.8893,9.682,5.8963,12.3108,13.1887
TCGA-86-A4D0-01,11.0578,7.2501,7.072,8.5258,11.4778,9.6949,9.5759,9.8766,8.6581,9.0925,7.6042,10.2374,9.0475,4.758,13.5108,11.9008
TCGA-50-5939-01,14.0456,6.0884,6.291,4.6406,12.3787,12.3502,10.3849,10.2042,11.1477,11.0219,8.4136,11.5971,10.915,7.0028,12.5044,11.7306
TCGA-05-4410-01,13.0412,9.3879,7.7941,4.7546,11.2656,12.5994,11.7349,11.5662,11.7867,8.3314,7.9041,12.6579,10.0836,6.7553,12.7881,13.7489
TCGA-55-7816-01,9.5296,9.1754,8.4611,5.2311,12.6261,12.1358,10.9208,9.7538,10.8358,9.4964,10.762,12.1202,12.2433,6.7095,9.9579,10.4825
TCGA-50-5051-01,12.6437,7.1495,5.1005,3.7435,12.1088,10.8647,9.3097,10.1563,9.3376,7.7311,9.1199,11.552,8.7038,4.4019,13.9985,13.4833
TCGA-86-8279-01,13.589,5.2605,4.8054,6.5136,12.3164,11.6908,9.344,9.8194,10.4155,8.7019,9.0153,13.0952,9.6888,4.231,13.0905,14.4039
TCGA-55-6970-01,11.9137,8.5305,7.1565,4.4086,10.4781,12.4478,10.5291,9.9561,9.6977,7.499,7.7173,12.3955,10.5251,6.7842,13.2372,11.7718
TCGA-49-4488-01,14.9461,9.0679,8.362,3.0597,12.3617,14.169,9.597,9.2016,11.2606,8.0347,8.4823,13.3113,9.2159,6.6762,14.1362,14.2491
TCGA-97-7552-01,12.8728,10.9796,9.4521,6.6971,10.5097,13.0118,11.3778,9.0767,10.6323,8.9386,8.4153,12.0849,10.6479,6.8563,12.6192,12.5684
TCGA-95-7947-01,13.6667,8.0649,7.435,4.0409,9.8715,12.6193,11.1207,9.4075,9.2162,6.6528,7.9661,12.3835,9.3546,6.2338,12.4403,14.0832
TCGA-05-4425-01,12.7918,7.6333,6.7756,5.2022,12.9103,13.4919,11.9056,10.3773,11.8368,10.6736,10.2722,11.9314,11.3026,7.1154,13.019,12.2492
TCGA-78-7633-01,12.0656,4.9649,5.7231,4.7502,10.274,12.3397,8.2501,10.5113,9.4,6.8528,7.0569,12.7739,8.3167,4.3221,14.709,12.593
TCGA-64-1678-01,11.4207,7.3736,6.4143,8.6333,16.897,12.6024,6.6343,9.0755,8.535,5.8843,6.3823,10.3863,6.7889,3.0862,13.8975,12.9673
TCGA-80-5608-01,12.804,7.9449,7.3336,7.4405,10.8047,12.7709,10.4447,10.9325,9.3654,5.8337,7.518,10.9995,8.9337,5.8337,13.5876,13.6778
TCGA-64-5775-01,9.3315,5.9055,5.5812,2.7157,14.7665,12.0777,9.6299,11.9359,11.8166,6.5661,8.0093,11.1878,10.7556,9.218,7.2061,10.5857
TCGA-55-8508-01,12.781,7.3073,7.5168,5.2192,11.8168,11.9086,10.0344,10.6789,10.2912,6.5247,8.0991,11.8791,10.0882,5.1846,13.2391,13.7315
TCGA-44-2656-01,13.4953,10.496,9.2107,4.2182,11.7269,13.6818,10.5941,9.5734,11.0718,7.2778,8.5189,12.9928,10.9456,8.8111,13.3348,13.5818
TCGA-55-7281-01,14.8254,8.4095,7.5755,5.2919,12.9757,13.0476,12.6038,9.8983,10.9358,9.7177,9.0996,12.5641,10.9014,4.9098,13.9505,14.6259
TCGA-J2-8194-01,11.8649,6.1273,5.601,2.7376,11.1293,11.7745,9.5909,10.6114,9.6264,6.2146,8.7191,11.9248,9.7433,5.3771,13.5431,12.2557
TCGA-78-7150-01,12.5137,7.0977,6.4248,3.8845,11.7701,12.7109,8.8034,11.8345,9.6276,6.4815,8.9053,10.1044,9.812,4.358,14.1831,12.0061
TCGA-44-A47G-01,13.1484,9.829,8.1087,4.977,12.2732,12.5744,11.7842,10.125,11.5713,9.4514,8.5035,12.9808,10.8544,7.6691,13.874,12.7558
TCGA-99-8025-01,12.6583,6.3394,5.5945,5.5541,12.9373,13.1141,9.7172,11.5353,11.389,9.2331,9.0412,12.3817,9.3438,5.1695,14.2174,14.0076
TCGA-50-6592-01,13.2669,9.8472,9.2288,4.4297,11.8148,11.8191,10.5354,10.9043,11.8695,7.0257,8.5597,11.996,11.1116,6.4007,13.724,13.6928
TCGA-05-4249-01,12.3143,6.9276,6.0452,4.4757,11.2142,12.6968,12.541,9.7723,11.2495,8.5806,8.0428,11.644,10.2124,6.1004,13.3397,13.9391
TCGA-97-7553-01,12.6811,9.4124,8.7999,5.4549,11.7319,12.8328,11.5453,9.9002,10.8115,9.5451,8.712,12.6946,11.9019,7.3921,11.5648,13.1758
TCGA-75-5125-01,11.9758,8.9893,8.434,4.3637,12.5614,11.963,10.2485,10.9097,10.5307,6.5513,8.1884,12.2564,10.7199,10.1127,13.4267,13.3007
TCGA-67-3772-01,14.1049,7.3361,6.8248,5.1744,13.3033,13.5682,12.0296,9.0626,10.5372,7.3065,9.4967,11.8342,9.8128,3.9554,13.5496,13.9398
TCGA-78-7147-01,14.1194,8.2209,7.1719,5.2543,11.3487,12.8559,12.3067,9.5736,9.5847,8.7632,7.2739,13.1345,9.1732,4.091,13.3986,13.6936
TCGA-38-4628-01,13.3303,5.1348,4.7334,3.8353,12.913,14.0114,11.035,9.5151,10.465,9.1181,8.9595,13.6645,10.1429,4.7334,13.0336,14.2623
TCGA-99-8032-01,11.0996,7.2177,6.3291,9.3151,12.4528,10.6779,9.2673,10.292,10.112,10.2588,9.4085,11.7082,9.8046,5.1304,13.9108,12.4488
TCGA-78-8648-01,10.7487,10.1817,9.3918,6.5221,13.3445,12.5077,11.4457,9.6077,11.8088,8.1046,10.6999,11.7451,12.0308,6.7846,10.9726,11.7257
TCGA-62-A46S-01,11.7863,7.4544,6.8987,5.0922,10.9034,11.9815,10.5023,11.2554,9.8773,7.8765,7.1792,12.8054,9.2227,5.4391,13.5438,12.7215
TCGA-NJ-A55O-01,12.3804,6.8426,5.9602,4.381,11.6248,13.1541,11.3235,11.0645,10.1954,8.3486,7.3961,11.8569,10.6608,6.8859,13.0171,12.9395
TCGA-44-6779-01,13.8397,9.9315,9.6953,7.1259,11.7562,14.2362,11.0087,9.4379,10.1964,10.976,8.8778,11.1636,11.2259,7.1094,12.2048,12.3705
TCGA-97-7938-01,13.0081,8.1363,5.4362,6.5273,10.3604,12.847,9.9346,10.1925,10.4328,10.5221,9.6896,13.339,9.2196,6.8404,13.3862,13.319
TCGA-MP-A4SW-01,13.1321,7.4089,6.5876,3.5764,11.8806,12.9174,12.3717,10.0892,10.8321,7.241,8.1533,12.341,10.1702,5.7005,13.1746,13.5644
TCGA-49-AARN-01,12.8839,7.667,6.7511,5.8131,12.3783,13.3905,12.2458,10.1965,11.1083,8.067,8.6741,12.0814,9.4471,6.0428,13.4486,13.4552
TCGA-55-8097-01,12.7093,6.9669,6.1013,8.3233,11.1163,12.4957,10.6314,9.6676,10.8609,9.2004,8.2576,12.6204,9.3801,4.8188,12.5844,13.5792
TCGA-93-A4JQ-01,13.455,8.2785,7.9347,6.8964,12.8688,12.8142,11.0442,11.2282,10.9877,9.0774,9.7775,12.2974,10.4087,7.2587,13.0401,13.6969
TCGA-55-8299-01,11.6779,10.4172,9.9952,5.8373,12.668,13.0475,11.3031,10.2121,10.872,9.8189,10.6135,11.9868,10.9921,7.3726,11.7823,11.3939
TCGA-4B-A93V-01,10.5247,7.1542,8.8164,2.4141,12.3354,9.7726,9.4423,10.4763,10.1906,8.5848,9.8499,10.5977,8.9875,9.3718,13.8058,12.8136
TCGA-75-6207-01,13.5965,7.0102,5.1046,2.9247,11.1039,12.3753,9.6233,9.7844,10.3912,8.5828,7.9797,11.9321,9.725,9.2922,12.973,14.5601
TCGA-05-4417-01,11.3582,8.8367,8.0619,4.8871,12.3454,12.3961,10.4041,10.1838,10.692,7.2798,10.402,11.3776,10.7183,6.3295,13.5605,12.169
TCGA-78-7143-01,13.7315,6.7614,5.0921,6.1509,10.7351,13.1211,11.8093,9.7457,10.0955,8.0336,6.9467,13.4474,9.8431,5.9528,13.3365,14.0954
TCGA-44-3396-01,12.9135,9.4379,8.2762,4.0586,13.2065,12.152,11.4202,9.9941,11.2181,6.6197,9.4944,12.0069,11.1719,8.2521,12.7243,14.0732
TCGA-53-7624-01,12.8674,7.4323,7.1495,4.8414,10.6252,12.1133,9.1306,11.7011,12.7504,5.8711,6.9892,11.336,9.1652,7.1934,12.8005,12.3371
TCGA-75-5147-01,12.9557,7.9549,7.0881,6.2235,12.3591,12.9626,11.1505,9.5349,9.9398,7.9549,8.5963,13.2634,9.8412,5.9958,13.9111,13.4697
TCGA-55-1596-01,14.2265,7.5734,6.8037,3.3886,11.0353,12.2967,10.8422,9.4184,8.9746,3.81,8.0789,11.8692,8.8853,4.4411,13.7989,13.5284
TCGA-44-5645-01,13.5647,7.8521,6.3251,6.6141,10.6114,11.6902,10.8038,9.6001,10.4662,9.6338,9.3668,12.0873,10.2556,5.8813,12.6007,12.9091
TCGA-05-4244-01,12.9704,7.15,6.3262,5.9796,11.6359,13.7166,11.1898,10.3124,10.5328,9.4516,7.3577,13.3101,10.0702,8.034,13.5717,13.9765
TCGA-55-6971-01,11.0112,10.3594,9.0774,4.4148,11.6467,12.5161,10.5943,12.1868,10.7239,7.9191,9.2294,11.9581,11.0682,7.2296,12.408,12.1784
TCGA-73-7498-01,12.2025,7.0778,6.1781,6.4314,10.9794,12.0166,9.5762,9.4864,10.9513,8.1983,8.2023,12.3963,9.7706,4.643,12.9741,13.2693
TCGA-49-AARO-01,14.1131,8.2409,8.2816,6.4021,13.3579,13.3068,10.9678,10.7012,11.0509,10.0246,9.7694,12.3872,11.165,6.6872,13.7713,13.9747
TCGA-05-4396-01,12.5302,6.1447,5.9282,5.8355,10.1244,11.4672,9.3955,9.1615,9.4913,9.1917,7.6136,11.2576,9.083,4.6149,14.031,12.9442
TCGA-69-8254-01,12.172,7.9095,7.3994,5.4855,10.4258,13.0992,11.5272,11.0592,9.5905,9.1007,8.0792,11.8592,9.7627,6.501,13.4483,13.6928
TCGA-J2-A4AG-01,12.5697,8.3625,7.5007,4.6229,11.3372,11.8925,11.8352,9.6031,11.1633,6.6926,9.0803,12.9354,9.9104,5.6908,13.5003,14.3633
TCGA-78-7146-01,12.2421,7.8162,6.5398,3.5784,11.5232,13.2118,9.4471,11.6499,9.3192,9.8375,6.9236,13.282,10.3493,6.8508,13.678,13.3372
TCGA-73-4677-01,12.3872,8.1632,6.6833,4.5399,10.8114,13.4162,9.7193,9.4937,9.3592,6.3362,7.225,12.6083,9.1577,5.1101,13.4506,12.4689
TCGA-97-7554-01,11.5565,7.9549,6.4601,5.4601,11.9796,13.3393,9.7397,10.0762,11.2454,8.4946,9.5744,12.3642,10.5045,8.9894,13.8782,14.0828
TCGA-L9-A443-01,11.6673,8.6529,7.2162,5.6876,13.0702,13.1483,10.1532,10.9488,10.5441,8.7101,10.2654,12.5097,9.0468,4.4815,13.9386,13.0695
TCGA-55-6987-01,12.0301,10.7359,10.4118,6.9278,12.0258,12.3614,11.0775,9.6338,11.0815,7.8421,9.1192,12.4811,11.0939,7.9345,12.2056,12.335
TCGA-78-7220-01,11.1167,8.0585,6.6925,1.8374,9.5176,13.0725,8.3156,11.4692,9.5033,6.5413,7.408,9.203,10.1846,5.2887,13.665,12.2959
TCGA-64-1677-01,11.7776,8.4603,8.7624,5.6817,12.6877,13.8833,10.0061,10.5305,9.0424,6.0346,7.729,12.6044,8.3388,6.8009,13.9865,13.1946
TCGA-73-4666-01,12.3287,10.1458,9.8177,5.1269,13.2053,13.2147,11.2162,10.1464,10.4447,5.7297,7.6526,11.9079,10.8617,9.4287,12.9173,14.6697
TCGA-49-4486-01,12.8275,6.9813,5.9889,1.8718,10.0656,14.3338,10.0642,9.8313,8.6306,5.9813,6.7513,13.5747,6.8667,3.2697,13.2223,13.6094
TCGA-MN-A4N5-01,14.4471,9.329,8.3197,3.2122,11.4452,13.5605,10.5494,9.7822,10.715,7.6873,8.5897,12.5183,9.0966,7.8239,13.4053,13.8016
TCGA-78-7152-01,11.3077,8.7102,7.594,3.7083,10.995,12.684,11.8219,10.6471,10.215,6.2519,8.2421,12.708,9.4837,4.5977,13.0654,13.2431
TCGA-83-5908-01,12.2372,10.6927,9.9294,4.5333,11.2509,12.4122,11.1011,11.6308,10.4098,8.3479,8.922,11.9477,10.4506,10.2316,13.2398,13.1045
TCGA-50-6593-01,13.0819,6.3544,4.9004,6.161,12.412,12.7151,11.2296,10.1832,11.2094,9.492,9.5009,12.6106,10.9166,6.941,13.4903,13.1307
TCGA-MP-A4TC-01,13.6289,8.0955,8.0907,5.4517,13.4332,12.2372,10.6704,11.2695,11.5073,10.0568,9.2445,11.6936,10.668,8.37,12.711,13.5378
TCGA-78-7542-01,13.7613,7.7211,7.2361,3.311,14.3165,12.2507,9.9516,11.2015,10.3203,9.4962,8.0259,12.1498,8.8861,9.1497,12.421,12.8545
TCGA-55-8615-01,11.5145,4.5846,5.0713,6.9414,11.4676,11.2265,8.7621,10.933,11.1123,3.9485,8.4186,11.0699,9.0466,3.7902,14.072,12.1794
TCGA-55-A493-01,11.9355,8.8862,9.0012,4.6575,13.1225,12.4613,10.3931,12.1698,11.4552,7.3522,8.6986,11.933,10.6234,8.8056,13.4589,14.1584
TCGA-71-6725-01,13.325,2.8561,3.9405,1.5222,10.795,12.4877,11.3832,9.9785,10.4023,11.3647,7.4521,12.3388,9.0873,4.4736,13.4701,14.4992
TCGA-73-4668-01,13.6097,7.3968,5.5771,4.4208,12.1535,12.9038,9.3316,10.7482,11.4844,9.2406,8.539,12.6436,9.2517,5.7119,13.9589,14.1461
TCGA-78-7158-01,12.2912,5.7015,4.3577,2.58,9.8443,11.7185,10.9215,10.2385,10.1559,9.6672,9.4187,12.1008,9.2402,5.1303,13.3614,13.264
TCGA-44-7659-01,12.0081,7.1749,6.692,4.8778,10.4923,13.1453,11.1299,9.8043,10.7823,6.5264,7.383,12.4411,9.4523,6.1088,12.6711,13.439
TCGA-05-5425-01,11.8696,9.807,8.7359,3.2455,11.7367,12.4859,11.0158,10.9335,10.2572,6.033,8.9341,12.88,11.0416,6.7611,14.1581,13.4637
TCGA-64-1679-01,13.9183,5.1273,5.1032,7.0174,13.1991,12.4427,10.5385,9.7166,11.1646,10.7297,9.4339,12.7811,11.065,6.664,13.2294,13.4903
TCGA-55-8506-01,7.32,7.5058,7.6663,3.151,13.1291,12.3054,10.537,10.3922,10.873,6.4547,9.0506,12.4065,10.174,6.235,12.131,13.2701
TCGA-78-7166-01,14.2586,6.8966,7.6714,4.6223,11.6576,13.5725,11.0177,10.5067,8.959,5.5521,7.3747,11.7681,8.8433,4.6223,14.1559,12.6705
TCGA-91-8496-01,14.1392,7.7095,7.9544,6.0623,12.4152,14.7941,10.6995,9.2952,11.0015,8.104,8.4298,12.9623,10.7208,6.7737,12.9427,13.2592
TCGA-55-7283-01,12.4981,8.4172,8.0204,5.091,10.7996,11.7062,12.1319,10.0528,10.9523,7.6293,7.1885,12.3248,9.96,5.5271,13.4463,14.1729
TCGA-55-A4DG-01,12.7888,8.7333,6.6612,3.9298,10.7109,12.6686,9.7181,9.8006,10.8373,9.7361,8.132,12.7265,9.3213,4.9814,12.7129,13.1414
TCGA-44-8119-01,11.4041,7.9341,7.4674,5.8402,12.3247,11.0167,9.2261,10.7234,10.433,10.3221,9.9343,10.5422,10.5739,5.873,13.3626,12.0346
TCGA-71-8520-01,12.3248,6.0734,5.0815,3.8718,11.9758,13.1646,12.3495,10.1988,11.4411,9.9583,9.7414,11.7464,9.7288,5.9193,13.5757,13.7887
TCGA-44-A47B-01,11.8509,9.0348,7.4306,3.3157,11.5632,12.843,10.7317,10.9535,11.5997,6.9919,9.4215,12.0499,9.7608,4.3081,13.2895,12.1678
