	protein	R2A	R9A	R13A	R25A	R31A	R40A	R41A	R70A	R77A	R96A	R101A	R102A	R111A	R113A	R116A	R138A	R141A	R37A	R43A	R87A	R97A	R99A	R108A	R124A	R133	R136A	R137A	R139A	R145A	R146A	NR10A	NR17A	NR20A	NR66A	NR68A	NR85A	NR88A	NR89A	NR100A	NR103A	NR104A	NR118A	NR125A	NR142A	NR51A	NR60A	NR128A	NR148A	p_val	foldchange	log_pval
350	Q15021_CND1	14.11788258	13.37400843	13.40882637	13.34353436	13.44413349	13.65984264	14.41944167	15.67363952	13.49270971	13.87571459	13.66934098	13.22298879	12.59344023	13.4277132	13.51707698	14.40123152	13.27010081	13.44053548	15.79199741	11.91266844	13.23109261	13.7169523	13.08756735	14.81283196	12.51253635	14.93833621	14.2082436	13.36834661	13.0680964	14.66181409	12.71964346	12.47943275	13.41958917	13.19011807	13.2349512	11.78333491	12.88502665	11.60436966	13.34294828	13.98281471	13.168402	13.90865858	12.61660051	12.94288386	16.31290592	13.14429375	15.35162851	14.39237994	0.255532452054119	0.362089159888889	0.592553937591675
351	Q15833_STXB2	13.39788815	13.84934693	11.72134288	12.97358555	14.70639792	12.60351998	12.93348466	12.64858208	11.80448242	11.26489874	14.38739888	10.62742541	11.07719839	14.03229579	12.30330369	12.96169034	12.52115319	13.44963353	12.61255943	16.27018613	14.27548271	12.95157368	11.32456897	13.3558995	13.00912389	12.19053403	12.03130754	15.98808744	13.0268135	13.06203449	11.18032193	13.96151868	11.15453209	12.75555285	11.21319362	13.76129503	12.90908086	12.01215515	12.44478843	10.81786599	12.59734667	12.66972322	11.74201458	11.87807334	12.48767587	11.74296916	12.12103254	13.42881412	0.0318119819297921	0.707729209666667	1.49740927291216
352	O43795_MYO1B	13.87555498	11.92122281	14.78600464	12.92291204	13.30572095	14.54835137	13.32791155	13.83165804	13.21952664	18.05803459	13.00203274	18.06554045	13.01324953	13.32298673	13.61488926	12.61647419	11.65578212	12.99538607	12.63658209	12.19956004	12.12451352	17.378409	12.59963679	14.07056736	13.36242574	14.02872647	14.18097803	13.99650857	13.50485661	15.63797292	13.15187767	12.72082079	15.73903516	12.12724583	13.05994344	12.24361937	13.72031404	14.79919336	12.29806845	13.51751171	12.70862676	11.47648805	13.8646837	12.39718777	13.91357736	14.9032608	18.8149694	13.4500928	0.708222999448368	0.187548280222222	0.149829973692955
353	Q05823_RN5A	15.08023359	13.60372933	14.20340059	14.24613261	16.02188695	13.57843821	15.18796232	13.86239348	14.25475689	16.18007189	15.67525073	13.42311966	13.20172836	14.36783507	13.323577	14.39181171	13.42320475	16.45871614	13.41621464	13.87796245	13.8886198	13.10881579	13.64941002	13.17281008	14.8603995	14.03829174	13.77968309	15.09385951	12.72143751	13.808185	13.14183899	14.62642555	13.28946826	14.17269164	12.74695045	14.92945705	14.7948408	14.37239014	13.53333644	13.18823618	15.54984388	14.55950574	14.24770307	17.24626046	13.33544863	13.82621638	13.82167141	13.12495488	0.854741336757632	0.0573735053333326	0.0681652923066503
354	Q9UQ80_PA2G4	10.97752887	13.25367489	11.39884347	13.14349086	11.15169516	11.03486384	12.99128621	11.7329377	14.14215314	10.93959336	12.12681655	11.87335578	11.96565369	13.08732662	11.63218124	12.98739703	12.65722861	12.64525788	11.87913674	11.95733936	12.29993011	12.35669734	8.625971654	11.22131159	12.85683483	11.33405696	12.49439542	12.76551439	11.27075869	11.31856966	11.40506413	12.56120661	12.80922498	12.78549525	10.2104638	11.63365436	12.40508491	11.99960003	12.57658436	12.86342142	13.91599902	12.35435041	12.31931308	11.12560071	10.55985142	14.55473411	12.41129291	11.83226609	0.454904386827356	-0.236118145199999	0.34207987507216
355	Q3B7T1_EDRF1	11.3423988	11.48580905	11.62130977	13.3815619	11.03670128	11.09115348	14.25730662	12.34247927	14.73934824	13.80442722	10.70823543	12.77086625	12.41991036	12.15980182	9.767365029	14.06589674	11.8230881	9.625490369	14.65325569	10.88378073	9.323780251	10.88380869	10.07212312	11.96238014	11.09378584	13.10630139	12.50121131	8.543659651	14.15836706	12.06229585	13.19585523	10.96280006	13.65816121	11.51144376	14.59164808	9.732812437	11.55341619	9.575623673	10.85030118	11.93943361	14.57513269	12.16486698	13.10895775	14.13157677	12.13438362	12.21158151	14.12015901	11.12060954	0.447115134003508	-0.362556868333334	0.349580629834549
356	Q9Y2U9_KLDC2	14.19327706	15.05173781	11.5969824	14.4463082	10.96738227	13.73538477	11.86965398	12.11056835	14.61633675	14.75175666	12.88273744	10.50699104	13.82477632	12.78518753	11.56364447	13.51621404	9.998320946	12.11986944	12.48948026	15.66541943	13.53064129	12.58302306	10.84109189	13.75362458	11.73084164	11.45261024	13.97642089	11.39186342	12.8592961	14.05755712	13.76484549	14.15017739	14.65016701	12.35444051	10.24709356	17.98832566	14.02478322	13.73725426	10.38675831	10.36838611	13.07219459	13.18578315	11.72349311	10.82736162	14.44173583	12.05629038	14.50733997	12.11969799	0.781808977037636	-0.149151584577778	0.106899347135384
357	P04049_RAF1	13.09649731	14.51683782	12.15937762	12.14452844	11.73826549	9.295574062	12.54036914	9.735309574	11.94827014	13.20435852	12.40098026	13.06667974	13.08246985	11.96273032	14.618151	11.91575042	11.99381162	11.22623919	11.89795554	10.74309586	12.4551884	10.96694436	13.05671547	12.61213424	13.06704237	9.85653867	11.69217558	12.27848251	13.1878208	10.82488467	10.5499096	16.06102983	9.814406105	11.64818154	14.72574412	13.45021586	12.28244141	12.31380074	13.02497251	16.25286229	12.93399744	16.68914186	16.04193721	10.25416542	10.2919554	9.174449545	13.92484311	11.86528962	0.233271570697031	-0.740457567688889	0.632138186374408
358	Q5K4L6_S27A3	12.851386	12.12188699	14.96361068	13.62422091	12.45518065	15.81555929	12.40748655	12.35885578	11.39556674	11.7213448	12.80147497	11.22707928	12.59008478	12.41796479	11.34515238	13.00527384	12.26727637	12.96019435	11.88646994	11.32911724	12.19707848	15.18801016	13.00948661	12.81518852	12.6683122	12.84778324	12.99045929	11.38544714	11.81009732	11.84619664	12.45957264	10.63376316	12.76781751	13.05656883	11.82496307	13.68200319	12.77271172	15.20554024	14.02837564	11.69209745	13.40530564	12.55867617	13.03115143	14.19250116	10.57926055	10.94530789	12.30841369	16.11279163	0.559997046342961	-0.237493002888888	0.251814263637258
359	P61764_STXB1	14.83440427	16.57757724	12.89860445	16.07011704	14.10878964	13.74108718	14.90616764	18.90207853	16.07555968	15.14249226	12.18425585	12.07701361	14.83519096	13.54352077	15.22543047	13.08639922	12.99772648	12.31036851	16.07881671	12.81803086	12.71625191	13.54587305	12.29753204	14.34316232	12.17975539	12.61397511	12.94094395	14.09917196	13.40254802	13.38130353	14.56264333	13.94037048	14.65753189	14.63345259	13.35449899	13.49848241	17.1848446	15.23931134	10.09131355	15.20769546	13.6322227	15.68175583	15.03669538	15.81562436	13.28183388	14.07732266	14.41067091	13.49795965	0.478894827794722	-0.324652267777779	0.319759853440461
360	P36269_GGT5	14.64080753	12.84930053	14.87036557	11.49016573	14.29004763	13.9908119	13.73156404	14.66430386	13.29106355	13.62861943	13.03104834	14.67861023	14.79198654	14.36095456	13.68763544	17.88276197	16.15758466	13.48228204	14.20994273	13.47310359	14.70767371	14.64679841	13.39326206	14.1203804	12.85454924	16.99934995	15.14637263	15.31833746	17.47986174	14.10091368	14.38674487	13.76774234	16.82541361	13.53684216	14.38370562	13.21751665	16.10893371	14.88076588	11.43823532	14.337028	12.17010112	13.37052902	15.53352801	15.18799986	13.77930414	16.53117825	12.65996664	14.42781837	0.731746614579674	0.146606773333334	0.135639278149746
361	P0CAP2_GRL1A	13.234521	16.196584	14.47406506	12.1252024	12.82172283	13.0412385	14.68392811	13.2852603	13.13611013	8.089301548	12.60363996	12.68419878	14.37802795	11.26445247	14.17673715	15.21062737	14.47621948	13.35998809	9.487590784	10.36788709	12.44994438	11.18210757	11.83129148	13.01884276	13.74338903	14.55496956	11.48603689	12.73338294	13.66710911	11.90068405	16.92248041	9.108295128	20.11116408	8.745387326	14.62492663	15.54803719	12.60844572	13.50372889	17.59913336	10.42260799	8.586997133	9.088977277	13.28578662	12.65265172	9.95452444	13.26462373	8.943685773	12.28276115	0.790787723388943	0.230267883122222	0.101940081525568
362	Q96PK6_RBM14	15.14213183	18.21078466	12.68820063	12.6239034	15.05397703	13.63487827	13.82459824	12.85244305	13.3778907	13.45827277	12.95247585	13.01968196	11.92762515	15.13061219	13.66336955	14.45092273	13.6828462	13.11406317	14.87263359	17.42911184	14.89050686	13.58325679	13.30500124	14.4754655	13.82439107	12.65667382	13.58022526	14.05969957	12.84307931	12.8324893	13.43013103	18.44801717	13.16927266	16.04535308	12.19620757	14.59643923	14.03856215	14.35752831	13.66545189	12.67996248	14.93529166	15.21956966	14.18464212	14.70083181	12.96715333	15.89637462	15.51004655	15.71245764	0.149150995462602	-0.636475891222222	0.826373843726845
363	Q8TEW0_PARD3	14.16329363	14.80320824	14.77597281	15.9937587	15.15257063	17.59267097	14.77578615	13.56570025	15.67768713	14.19865654	14.00689834	13.80950152	13.76224178	14.13269737	16.14237841	15.40226061	13.88643523	14.76809895	13.53722227	15.51697561	14.17834958	14.17496208	15.8943587	15.44926275	14.93169432	15.77681387	14.49461734	14.30407418	19.53040605	14.2639022	13.62374957	14.80240851	13.06042472	15.09515544	14.43967312	13.87841323	12.43455126	13.9367512	15.98436568	14.83200546	15.47916541	14.41882053	14.73040329	16.47579063	14.70293646	12.71701577	14.40261169	14.68224434	0.125962865555001	0.527832634222221	0.899757468069084
364	Q92804_RBP56	12.81163373	13.48195145	11.34599441	13.22295341	14.11088048	11.12875354	13.67979901	16.46358915	13.18265585	15.03440431	12.96087697	16.31560785	14.17615858	12.97985444	14.39219682	13.39861325	13.91412245	17.51169097	14.25046119	14.54312245	14.74985571	14.58476675	14.03274034	11.89721585	13.43807572	13.143146	13.90024065	13.40748465	13.61939535	16.87154528	15.50181913	12.8790281	13.74598691	14.33293536	14.55055795	15.61899978	11.92733475	11.53527155	17.55391649	17.68500767	14.493823	14.82166638	12.62556493	14.22738683	13.56177739	14.9899867	14.53852112	15.43759571	0.30055776064226	-0.494294876888889	0.522072053719001
365	P35637_FUS	9.901708485	10.63994896	9.925159919	10.71452846	13.22167141	10.14746071	11.94404586	10.89118652	14.72403531	11.33713982	12.32390008	11.05112702	10.51896622	11.72100183	11.05842918	11.81197325	12.95853852	11.57282798	11.72667715	13.96046173	9.52430974	10.02466385	12.42911915	10.42647552	11.79998821	10.27091441	11.17155653	12.3510876	10.96054195	10.26859712	8.548691911	13.11064231	10.11235152	12.97403172	11.537612	14.13832933	12.26570851	10.60145287	10.4187276	12.69811071	10.24253062	12.04644092	11.58821807	11.53049683	10.90003175	9.307285738	12.14455638	11.1282958	0.948978333684039	-0.0259271718111123	0.0227437029245304
366	Q9UHB9_SRP68	11.40773813	11.15853514	16.03948089	9.164099935	13.48606223	13.96186088	15.46418434	13.49808836	10.55242698	13.8744644	13.14171352	14.52729489	8.681496362	16.51674177	12.80102067	14.60735375	12.52636619	12.0969667	14.12875476	13.66511127	12.44421328	12.65136828	12.32983289	14.14223434	13.88247469	10.94012156	12.11719616	12.04171131	13.70235466	12.10448106	12.8786964	13.13119691	14.08185319	13.87812114	14.22206615	13.23268761	12.57969915	9.1189255	12.7212119	13.91359278	12.44586558	12.61596347	16.25560976	11.13978953	13.57733299	11.6841844	13.89840633	9.491374593	0.853520846711666	0.0959373475111107	0.0687858670492158
367	Q8NB49_AT11C	12.16077076	13.24365668	11.16199471	11.96827415	11.10332954	11.41837596	12.30304763	10.47730125	14.69433642	11.75009694	11.85914023	10.99158644	11.76423685	13.40871156	11.86021371	11.72375836	13.19373382	13.22329549	11.76123718	11.77382209	11.47196024	11.11650057	9.754752232	14.59176343	10.2097948	11.61597728	12.32050065	12.69201925	9.119184604	11.61588738	8.846355844	12.59293914	10.78297867	12.06183501	10.91906283	11.58409205	12.28849686	13.4460041	12.12098135	9.32688763	13.46422811	10.98631489	7.849828892	10.96836929	12.66184136	11.3275304	10.62259404	12.05528877	0.20042701295363	0.550218160422222	0.698043745948043
368	Q5THJ4_VP13D	12.5560529	12.98110754	12.05559159	13.64908661	12.86945109	10.54795377	10.64295766	10.17383935	18.74749258	13.52919769	11.74238733	11.8893086	12.8219384	13.33783948	12.40503299	10.3654825	10.81181264	12.52126863	10.95958967	15.6988756	12.1581733	11.75878493	11.2053346	11.78754664	10.3041991	12.21590899	13.03248389	13.9159977	11.54922221	10.88776302	9.663708028	13.14564897	11.39506763	12.50371462	10.10521421	11.88025274	13.05412955	12.88157179	11.66266503	10.4017462	13.35938361	13.90545491	12.1047763	12.18868006	12.42103746	12.78956088	12.79020081	12.07019016	0.677373312301766	0.175000313444444	0.169171918037413
369	Q9Y2W6_TDRKH	13.78643621	10.64330984	13.17422944	12.11260147	12.4634704	13.19620882	9.150334617	12.82406905	12.15706021	13.02936499	12.39175489	9.846835346	12.43261954	12.66307339	11.51666807	11.17762927	8.99609076	12.19438753	12.88454635	17.19969994	16.30904661	13.66624515	11.39401225	11.34855205	10.6805167	12.51364745	11.99475914	11.35458259	12.66258352	11.47557325	10.97162694	14.31800604	12.51587431	15.20395801	9.91642141	11.94034054	12.45489284	12.64554726	10.39681167	10.14840371	17.40606583	13.03427075	9.766817526	13.06249053	12.96659433	11.16230243	16.94834897	12.68852318	0.515943409855364	-0.400186165011112	0.287397930417987
370	O43432_IF4G3	13.11647125	15.14277984	12.18893684	14.46145036	12.76687584	11.13153445	11.37929534	11.96122713	14.60732963	13.12578796	12.58245247	13.57400289	13.57236569	13.25764482	13.24089422	12.05844678	14.14074504	11.95950934	13.97073452	12.09497073	14.21988764	12.95428105	14.50129208	12.39027276	15.7600843	13.29159155	12.41015898	10.76676357	15.17033601	12.47724523	17.56643935	14.37475845	12.53968611	14.73849746	14.25711727	13.64520852	12.4312113	12.93279954	13.98361892	14.21913807	12.32846188	15.38268558	13.56682794	15.35623323	12.15896347	11.84491932	13.69064502	12.31233586	0.155252551973985	-0.598018128	0.808961252348737
371	Q7Z6B0_CCD91	13.81999693	13.67364615	13.0497219	15.11654381	11.13754115	13.49396878	12.71637405	13.05406979	14.85838343	13.38570747	12.63384596	13.86662378	12.3599023	13.53320127	12.86858673	13.13810352	15.15467713	13.21297985	13.76868532	11.97712231	12.90794401	13.17897538	14.45965312	13.17474259	15.32658024	13.25439433	13.14517361	13.19093632	13.58618118	10.74111095	14.00644575	12.53488059	13.83235416	13.75902232	14.33346346	14.18145303	12.84718928	13.30648983	14.68237861	13.43701739	13.20963667	13.70169379	13.52072508	13.9957118	12.58753152	12.28930037	15.30287566	13.20582651	0.309386308896008	-0.270153989111112	0.50949890880884
372	Q15075_EEA1	12.66249711	11.83301359	16.15303229	12.42103636	17.35237917	13.48513918	13.3369275	14.35306322	13.47388726	14.6370832	14.95060125	14.26671425	15.60427563	15.87560582	13.84248949	14.7328988	13.31923764	13.66828344	15.62147189	14.53915909	11.63678259	14.00250958	12.91974487	16.095262	14.6937254	14.71067415	13.87252345	15.05667846	13.88524022	13.60842034	15.05122666	13.63509468	14.48864002	13.55003116	13.02120027	13.3983248	14.05804025	15.94718019	13.94900504	14.82717018	12.84656886	13.10193029	14.54897684	14.16939671	11.99305067	11.62999976	14.18477244	13.15215443	0.184069964889608	0.467413949666668	0.735017070522953
373	Q9ULL1_PKHG1	13.9146999	13.34938371	11.43262052	12.91958333	13.37601432	12.11753882	11.60654913	10.95569739	12.35962754	10.22258925	12.10184589	12.58271811	10.16339396	12.29688646	10.96759843	12.59016468	13.7021755	13.33186379	11.47630233	11.09554265	13.36793548	11.49376553	16.19431087	11.00127818	11.45796255	10.33457985	12.98765861	12.55348605	11.47688021	12.26192953	15.75803956	11.20859391	11.45298841	16.64738822	15.72119455	10.8203841	12.40520736	10.20264764	10.0389277	12.57575076	12.29513401	12.85841281	10.91233223	15.98059445	11.21833879	12.470341	14.29050156	12.18978852	0.33592137915828	-0.535056446555554	0.473762355327722
374	Q7Z406_MYH14	12.62850575	12.64691079	11.48737285	13.3151236	14.8592845	13.80646546	13.87334925	11.00301437	13.84517484	11.53737403	14.01064105	11.22090137	15.37427925	13.72219655	15.28972609	13.83258881	9.71248618	15.57628281	14.26875124	14.15220734	15.13089033	14.2128712	10.79116603	14.0067922	13.17853543	14.66451257	13.28544918	14.96062287	14.41524997	12.03471879	12.66491904	15.11773364	13.9288859	13.5995583	11.80694772	12.51747678	15.56823202	13.6828107	13.30853228	12.56432525	13.33235657	13.93204697	11.49830495	13.67666029	12.1269291	13.18861898	13.83947316	13.48077632	0.780157534719018	0.103971047222222	0.107817692756758
375	Q9P2E9_RRBP1	13.04164528	14.05436002	12.94124837	13.37440292	13.64397655	11.84668066	15.1968355	10.210202	14.18473287	11.66380196	12.86049857	12.83435367	12.36563872	12.91558198	13.47825415	11.61982116	14.07516437	13.68272863	13.45384332	13.00202205	14.80817647	12.63056707	13.48072974	14.26816741	12.33046871	13.96877768	13.46323475	13.08030516	13.23629064	12.67805602	15.36139238	14.19365321	10.77283587	13.33224206	12.91640882	13.54106808	14.64504651	13.01367373	13.44095793	12.30111717	13.91263106	14.89793637	13.21942263	15.52501826	12.40837609	12.2497357	13.44142174	12.57880046	0.40678136454114	-0.284299901666667	0.390638951182755
376	Q6YHU6_THADA	12.2887375	11.95356374	12.43381549	14.07398738	13.37720116	11.15215051	11.77668429	12.37111858	12.79960755	10.34044937	10.85546486	13.08115258	14.40665449	14.16827319	12.66587779	10.7764558	11.58793472	11.91105294	13.81042108	10.73001302	9.898781212	9.885056845	12.88558461	11.869174	14.27412439	10.03054654	13.82817169	10.61289609	12.3074762	13.94783264	13.06346258	11.05638918	11.84085172	12.98754693	11.7264625	14.08219161	10.94263043	12.09732929	12.70624325	12.43730701	11.05923547	10.25126983	13.4396397	11.09043289	13.90385997	13.96083518	10.47125667	13.10742333	0.936198066013962	-0.0313450769888899	0.0286322603676578
377	O14744_ANM5	12.89736323	12.8390311	17.38172919	13.67037467	13.01653777	14.39194402	12.50947914	11.95449883	14.13789135	14.12803483	12.57978904	11.30375949	9.918030956	13.76685827	13.02141827	12.39360129	10.97451518	15.46758236	15.02021455	13.68695123	13.90285146	14.31725996	11.48402765	13.36477629	13.28768906	14.23210251	12.3467378	12.77249508	12.45609588	11.66864269	11.91020338	12.29591521	10.65950059	13.05479458	12.5152896	13.77552641	13.36288874	13.92894433	12.4693784	11.01494791	13.66434334	11.54034113	12.22746689	13.6754063	12.36379067	12.32715638	12.74675364	14.76191649	0.195964151712259	0.480044772088888	0.707823368120461
378	O15083_ERC2	9.714573653	10.49493908	11.24625069	9.578822267	11.63825643	13.02373378	11.92346085	11.39893051	10.22413537	16.42368804	11.56693326	13.93673034	15.37565526	11.80532642	12.86612548	11.43562898	13.74893509	11.62056337	11.84645442	12.01247044	10.77369976	13.71197227	10.6311863	11.6775108	14.80215652	13.14640376	12.65601685	13.34415083	12.79563436	12.55717343	11.69327405	11.5801862	11.73803493	12.66600942	9.869048306	11.5958375	16.072027	10.7827232	9.907029844	10.38678512	11.07814707	14.51366706	13.37520999	12.54800098	13.61032426	11.36695744	12.56486802	10.91302131	0.603884775530664	0.251408859222224	0.219045919201697
379	Q12980_NPRL3	9.39533096	14.50155655	11.7180293	9.879813771	14.73410003	12.93800247	15.31986453	13.81739379	10.42245515	12.23084141	10.44292305	15.74179672	12.45174649	13.25950732	12.16528567	14.13855019	12.02343369	12.66753091	14.50619558	13.42771136	11.55837565	11.77973327	16.43844546	12.79433059	14.27811013	12.2734436	11.09155093	12.33113677	16.07847303	13.94250804	13.49943164	13.40473312	12.90281229	14.08516665	13.37175318	11.39820234	15.24529614	12.31294469	12.76666897	13.91359278	9.859554757	16.63848779	15.30979794	11.81932906	12.99543153	12.08410329	14.1097331	11.91405519	0.610174570617631	-0.256788256133333	0.214545895793197
380	P28332_ADH6	11.64276438	14.31071114	10.78063167	12.43241971	12.88012255	13.01122839	13.06234869	14.48934187	9.814695162	12.93338851	11.63508431	13.76880479	14.37388408	12.81695836	11.71258331	14.38177377	11.27686681	14.20926426	15.24753247	12.80228721	11.05191055	14.91643735	13.32080324	13.46482024	12.61244966	12.7822376	12.35795019	16.05539744	12.57645185	14.29667284	15.05609612	14.09846936	13.9615103	13.57393814	13.93044789	11.26680726	13.1460862	15.77598302	13.06488205	12.57847174	12.50392281	15.72307059	13.71947207	12.3940078	15.86771594	14.74948203	14.81518945	16.25807254	0.0232067584890508	-0.992940659377776	1.63438551739122
381	Q96GE4_CEP95	13.24854057	10.36100815	13.53668757	11.64539438	16.04332031	12.54468898	14.55607897	10.19344665	11.66780925	10.45391099	9.861686818	11.87283241	13.19803498	14.10338105	13.75655391	13.63213871	11.72196255	11.42139135	12.00371697	13.76765506	11.2984171	9.803412626	11.04441079	12.63869394	11.91943948	12.88641024	12.40376832	17.11418344	11.06705799	11.38123599	12.86983893	15.16751404	11.71261053	13.79196019	11.22966118	11.43351459	9.494146209	15.47992275	11.55032414	11.32542315	14.36452864	12.79284491	11.80178373	13.29418498	11.92548199	13.50026249	15.84859139	12.56492554	0.418812933337306	-0.414397647366666	0.377979915364025
382	Q96I25_SPF45	9.586266905	9.551366373	11.49706675	11.79829482	12.0094522	10.94200028	12.02462202	12.87300587	12.21288738	12.13992569	11.51606102	10.28341491	11.86533119	9.323660127	10.22736172	12.30157021	10.34440461	12.13947743	13.70792511	11.54470142	10.29225999	11.8211089	10.04854294	8.978503804	13.08710263	10.08667531	9.576849073	11.43637942	10.11177736	15.66236245	11.49413681	12.86835982	12.62480489	12.50655212	11.27926285	9.757421179	12.95301447	11.92037333	12.04945548	10.73550153	11.83935839	11.66624535	10.05620208	10.02029922	11.93448578	9.666739341	9.363962654	12.51290453	0.791393422831371	-0.103048059822223	0.101607563420398
383	Q96DI7_SNR40	11.34676086	12.40477374	11.4637367	14.72370882	12.72224124	10.18464532	10.69126736	8.940631939	12.0963377	10.92469366	11.71104824	14.13968841	9.239289078	13.05609633	10.74903171	10.67276302	13.28770425	12.42475708	11.92436898	13.21662978	11.677737	10.25937556	14.06104777	9.582184009	14.37091934	11.27911229	10.3963176	11.07858915	11.07977388	9.094879353	9.848785089	13.28775665	8.923767703	13.5056515	9.571849525	12.06147883	12.3715904	13.30854188	13.2161444	11.92897954	12.3264583	12.75080145	13.55924952	11.17425539	10.47296459	13.31642952	12.40656027	13.4576178	0.320087558827672	-0.456045347533333	0.494731205698084
384	Q9NTJ3_SMC4	11.45437599	9.609928691	12.57670396	13.50253108	13.62440622	13.3748447	12.98289889	11.87266798	12.83740264	11.91052537	14.27712754	11.53761964	9.645442001	13.61933198	13.23186444	13.86343509	11.78758984	13.01548948	12.91111177	11.75574439	11.64068757	15.84419679	11.98310401	15.06414941	13.71709543	13.5728594	14.29342645	13.36767445	13.84900454	12.95090484	11.91415102	12.32201569	11.09501096	12.03303594	13.13501035	12.95977412	14.51897363	15.66443927	12.70190508	12.57249702	14.01785464	11.39332943	11.9622012	15.55196106	12.80626898	12.97338268	11.64032217	13.56435339	0.843658080067068	-0.0789999933777779	0.0738335297097302
385	P19827_ITIH1	14.27763701	14.74996997	14.75610164	16.7052245	14.20964981	16.33741451	14.46392699	16.15399142	13.71556808	16.41137915	16.62941417	16.2108915	17.03051427	14.56886066	16.97940683	14.79937073	14.24025778	14.06216046	16.09905565	15.73524866	14.52390375	14.60908497	14.39047648	12.91627649	15.06071647	13.87651734	14.31698897	16.37711926	15.80054376	16.92754607	15.44865334	15.14917407	15.92986202	15.30763384	12.81425531	16.81887091	17.20879057	15.63857823	13.78919082	15.32081525	14.21825873	14.11247598	14.84470515	14.19811765	15.87876153	14.88442956	15.96833289	14.04975128	0.670290437833267	0.143359626666665	0.173736976079746
386	Q7Z3J2_CP062	14.23879666	12.81972481	14.7571239	11.65220372	14.44203047	15.68847834	14.94814867	15.70636925	13.63857424	14.19799038	18.07756831	13.62929491	14.01216271	14.5798324	13.7410592	14.34079765	12.24842744	13.29490807	13.73888548	13.36938655	12.70748828	14.73001464	11.99436664	14.45922723	12.4870813	12.8967347	14.96058964	15.30400625	12.57564572	14.78098558	13.80104279	12.75436581	13.74152568	13.96259615	12.97005614	12.52629111	15.1420217	13.67738065	12.40050267	15.17771173	15.68510174	15.17372359	13.1076621	13.04850239	15.15454991	14.20360391	14.86948079	14.59509999	0.99751296019267	0.00108461299999973	0.00108145303109226
387	P22234_PUR6	15.26197025	14.12091744	14.30389502	13.76502944	14.66381345	14.1883039	14.6551451	14.24486218	14.46466697	15.20377079	12.81561594	14.32950849	15.30806389	14.45588462	15.28857821	15.69131843	16.09418589	14.53939061	15.63522842	13.89594963	14.83045643	13.74954468	14.32256304	16.05032933	14.00653106	15.90482806	14.88299347	14.78907156	15.15769483	13.74748348	14.54000052	14.67924582	14.14366581	13.86979786	13.96739238	15.17820299	14.87085584	13.75874514	14.22254464	14.38478104	14.13370487	13.66863435	14.65690955	16.15457543	14.03012608	15.61272645	13.67707159	13.9354816	0.227587541999798	0.263116378111112	0.642851514635591
388	O95747_OXSR1	12.68487276	12.58056629	13.6737714	13.1049625	14.74885112	14.53894709	13.68293359	13.18900106	13.3046909	13.01413538	13.52711548	12.70378093	11.78793332	14.19795918	15.11793895	13.33197377	13.18767234	13.09946736	14.35101413	11.28739083	13.67943806	11.97488719	14.14465345	14.00215008	14.56285838	14.15735724	13.19811291	13.65510043	12.55239993	15.93529206	12.96724172	9.653149647	12.63033227	12.7056068	13.42827067	12.74975224	12.3999267	12.28525483	13.17843793	13.56073107	13.20710068	11.23224825	14.61772269	13.79633626	13.27606792	13.91416422	12.66469274	12.43382382	0.0369619018406034	0.682526467166667	1.43224569065459
389	Q8NDI1_EHBP1	13.34711148	14.06913636	13.87951554	13.1924789	12.31198895	12.59481431	13.6994404	15.7652023	14.97114855	12.27127245	13.15877905	16.16415008	14.50158375	13.61466459	12.94041206	14.82568079	16.14294903	14.38337037	16.23129068	12.53398836	13.2227012	12.98109813	13.98865117	13.6337146	15.49690163	11.61821046	13.51449802	13.01583261	14.74696065	13.9272827	14.36979406	13.19418883	13.31496089	14.04231636	13.7484982	13.61055327	13.04509605	12.93666896	15.2384163	16.24185665	14.18045925	13.68166504	17.58479222	13.81807656	13.50331596	12.18292743	14.58880502	13.41729407	0.695396605241663	-0.147377089888888	0.157767433768394
390	O00534_VMA5A	16.87170597	13.76723664	14.27420172	16.16281236	16.85765297	13.67794613	13.10520392	15.32921309	14.73383945	14.15518399	13.86197541	14.65708021	14.56128892	15.60753531	15.10642747	12.98604928	14.59925726	15.28247552	15.17122516	14.84840358	15.54338869	15.75166262	12.25850318	14.3523771	16.33344712	15.18062969	15.44011385	15.91637512	13.20909844	15.84990001	14.93669659	14.02136237	14.51556137	14.01037039	13.73362854	15.65738262	15.26089799	15.3391867	17.33550193	13.63716305	15.57018404	14.37933605	14.00279304	14.0294828	14.59917275	13.50471417	15.17308549	14.94626317	0.636039627496953	0.145474613777779	0.196515825441011
391	P30273_FCERG	13.77362036	17.32707703	11.58159916	14.41129688	10.3280456	11.43510448	11.86687495	13.22113438	14.24179649	11.28390496	11.92356414	19.05155036	9.772871251	13.67617074	12.75682328	11.73880129	13.40421015	19.99074543	14.71162946	10.32947502	12.92480957	12.25070356	12.89145496	11.24194205	19.82740201	11.9927795	12.02340937	12.72360345	20.0454048	8.420639962	18.02464233	10.79588681	12.37985477	21.23204074	13.47218758	14.72140484	12.4743331	12.2378295	20.44251258	19.74465276	10.17239367	19.67417701	12.45418498	12.07659891	10.45343521	11.19877858	12.21162627	12.67303451	0.408679921047351	-0.874361520233332	0.388616699192128
