	protein	R2A	R9A	R13A	R25A	R31A	R40A	R41A	R70A	R77A	R96A	R101A	R102A	R111A	R113A	R116A	R138A	R141A	R37A	R43A	R87A	R97A	R99A	R108A	R124A	R133	R136A	R137A	R139A	R145A	R146A	NR10A	NR17A	NR20A	NR66A	NR68A	NR85A	NR88A	NR89A	NR100A	NR103A	NR104A	NR118A	NR125A	NR142A	NR51A	NR60A	NR128A	NR148A	p_val	foldchange	log_pval
4329	Q9NX58_LYAR	14.15583404	15.41279055	12.50770167	14.32187694	14.46380448	13.13448542	13.78893717	13.25733621	15.44616554	12.37997545	14.04116584	14.14671924	13.62994521	14.17192938	15.16446182	12.67064996	13.71756581	16.33050483	13.4713044	15.16721457	14.74319247	14.9226798	12.62723661	12.82168381	15.25431413	15.67488216	15.37477449	14.67677131	12.72068235	10.85047527	14.07608588	14.4624897	14.29250488	14.19259808	13.96119889	13.80345859	15.9463477	14.23183857	13.56508172	13.26585627	13.31239053	15.73284182	14.64007289	14.82025822	14.23656525	12.11636433	14.04470421	12.56153554	0.91180513327887	-0.0352198062222229	0.0400979671368949
4330	P18085_ARF4	12.78784145	13.80656939	13.56140971	12.73043916	13.87951688	14.04517353	13.18641373	13.56688931	13.59195	14.1803618	11.36637542	12.91014279	13.63340182	14.68305534	13.8953246	12.29917372	13.01462792	12.79822713	12.37904356	13.1314192	12.23180898	15.48694941	13.45099549	13.59606922	12.83659814	14.94545454	13.64138569	13.22502523	13.26148819	14.78472657	14.16740876	16.25833002	14.89128241	13.99977973	12.69052739	13.0098561	13.30085529	12.68910979	12.20856573	13.72117957	12.40583461	13.76528574	13.41035107	13.07229081	15.29345345	12.52711338	12.060745	14.89419772	0.649802362467725	-0.145636212111111	0.187218714036232
4331	P84085_ARF5	13.07485153	19.5993978	14.37260826	14.22814843	12.76621023	15.3943983	12.66304003	14.8055122	14.98444698	15.19062946	13.47640039	14.47553101	14.68722854	13.81865866	13.72993756	13.52625163	14.98533554	13.82063185	15.42941062	13.05658179	14.61571315	14.37219354	14.50889082	14.26595345	13.10212392	11.12322971	12.81833102	14.10242735	14.87202247	15.81231374	20.86468	13.53877669	15.88609013	14.88470824	19.57064672	14.49044291	13.110488	13.3641415	21.21939159	15.5450187	12.68576247	15.34493741	15.20134888	14.30990044	13.44447142	14.52053829	13.62947219	14.58029025	0.112401928630614	-1.08800332455556	0.949226236930237
4332	P84077_ARF1	13.57190299	7.352336488	10.99641847	13.6831194	15.43270547	14.26966521	15.57363049	15.18753983	13.51280639	13.30376597	15.0553528	20.71419349	13.75245071	10.7598497	14.10327238	11.75303096	13.53474532	13.75271839	13.97871208	13.45144035	13.49754974	15.22102348	8.481725524	11.62369868	9.095960581	10.59203202	15.79678911	15.3006841	8.819467648	13.21366086	10.62081956	14.86406433	14.71130543	13.3819078	12.13917675	11.86792007	15.0504791	11.0136714	13.47863045	15.55842494	13.57864248	13.25439845	10.27941116	13.60863698	16.25486827	15.16810297	16.09040083	19.40328791	0.32278399377611	-0.7274888723	0.491088009225873
4333	Q8NBT0_POC1A	12.06979455	9.624375188	13.21018727	11.05917297	11.35278532	13.44817598	11.50351811	12.89651589	12.02236596	10.17953436	13.9704726	12.30109602	11.21820391	12.1892612	11.69231829	13.49624107	11.15626674	11.29271591	12.87974892	9.443518767	11.24301716	13.28384048	13.01084847	10.15128356	11.92137569	11.50671992	12.23013727	13.67834749	12.5311002	13.46858267	11.84648858	12.13588375	12.6340583	9.609443719	12.91208596	12.31053917	12.26252407	11.99080331	11.29185186	12.83120143	11.2962432	11.51872113	12.15230328	12.09178413	12.53506472	12.7143454	11.86352902	13.722053	0.755050644316277	-0.094445048222223	0.122023917497368
4334	Q6P3S6_FBX42	13.78072878	12.71322067	12.95009565	14.43315072	14.16760115	12.83985905	13.92542247	12.08625475	11.89617782	13.17725173	12.83540099	9.901979711	12.24102941	14.72817444	12.26771226	12.3842899	7.701598834	11.69932067	13.0615268	13.24032361	11.8099292	11.88942466	10.18626264	10.78367156	11.04319368	11.22392061	11.14836379	13.72362375	10.90199167	11.67765464	11.99268691	13.98285973	13.75750665	12.78747123	13.02333991	13.30442894	12.26558642	11.79700716	11.76594269	12.77605456	15.05989863	12.10620802	9.697135645	9.281447179	11.36459291	12.33267184	12.56237889	12.44527751	0.749644471390099	-0.136166747499999	0.125144657570604
4335	P57078_RIPK4	11.69343067	18.02705133	12.34521952	11.79869536	10.30041044	11.43928434	14.87885899	13.89370466	12.12168431	13.15436806	12.32995636	9.538478487	13.30762132	13.10479651	10.79869396	12.05246246	10.21016058	14.07495971	10.94694178	10.96366774	11.18477689	13.20043841	12.35177247	12.65382871	11.71470473	11.62520102	12.51217844	8.264779801	10.15946342	12.93564372	13.14874077	11.41357565	11.86860785	11.62328811	6.58289767	13.01894589	12.53893802	13.06215866	12.80505357	11.92074675	13.12624841	11.57664841	10.72123283	12.51226449	11.75947643	10.88220854	10.34153064	11.04097418	0.358376761348575	0.455911313822222	0.445660159571551
4336	Q9Y6V7_DDX49	12.04709848	12.48827457	15.44225957	14.1773931	12.4432986	13.8679998	14.15787604	14.4364867	15.73223688	15.88127982	15.22320367	13.28990581	14.01471067	15.7631814	14.57523358	14.69495658	10.99261586	12.65149904	13.1826855	14.32491959	14.59761968	15.23198826	12.32479927	15.01286659	13.39450855	12.85166017	13.94275883	13.56240328	10.53775683	13.20083671	12.05399276	13.371274	13.65577415	12.87275028	14.44053469	14.38614382	13.84684867	13.51840652	9.299112707	13.9841516	14.40483961	14.40257963	13.35450952	12.10137905	13.10868391	13.74696056	14.53375767	14.45491362	0.334306131956556	0.382776405055557	0.47585565735756
4337	O15523_DDX3Y	12.80669728	11.74195745	14.68934559	13.03755804	12.28807569	12.76410983	11.38061956	11.09945082	12.72808858	13.41580235	11.86868956	11.92292468	11.92905705	11.65210153	12.72938245	13.19473825	12.98283483	13.42656758	12.75416735	12.69301856	13.91121967	14.08283134	12.99873308	13.31149755	12.28132495	13.14421934	12.78877061	12.80615939	13.37782063	13.74436535	13.42299984	13.35314416	12.8250129	10.86344189	11.65964208	14.13282143	11.98639235	14.81669081	12.63709887	14.48214348	12.49872274	10.83599812	13.91242584	13.96585584	12.56453723	13.05045087	11.64575166	14.84515987	0.577152496833421	-0.187056256444444	0.238709421189245
4338	O00571_DDX3X	12.27076416	12.93807717	9.864785483	13.06498132	9.979034355	11.76033611	11.24289741	10.7283465	10.74201507	9.857367595	11.76855326	13.81344953	9.540018498	11.57634252	11.19870769	12.24216921	13.55533647	12.40630593	11.99213648	17.71036125	11.58353611	11.81745242	11.15162152	11.02213534	12.82257023	11.25670274	12.06469611	12.06890682	12.96067397	12.57158223	13.88552673	13.34746189	10.97868537	14.93745777	13.000388	12.6737829	12.51915209	9.265936267	13.26696233	15.16554701	10.47387533	12.33392306	11.98107955	11.61161549	11.87690174	10.17209369	12.52298156	12.41377643	0.34517298492966	-0.438001617022223	0.461963201818614
4339	Q6UXV4_MIC27	12.28957592	10.69491988	12.84144767	15.25036487	11.84298261	13.51425291	11.90962879	10.97594204	12.758272	13.14621127	13.10506756	12.27759289	12.35325099	13.63600658	12.86366354	14.10297416	11.29542655	13.33349682	13.69728624	12.19193039	12.4704521	13.4146612	12.95662947	12.96733651	14.66860604	14.13290857	14.33691626	12.03973299	15.38722377	10.77609752	12.44939113	13.32082855	11.94867118	10.84207402	13.3673475	11.51030254	13.94690925	14.9892821	12.42844247	11.70599969	11.96148482	11.94128557	13.33445817	12.63496708	11.3107362	12.96576305	9.902128145	12.05102106	0.13786915709184	0.540412352277778	0.860532879603734
4340	Q9NUQ7_UFSP2	14.4639679	9.775219576	11.94074366	11.55533799	12.84668905	13.30707664	11.10026068	11.54602959	12.9327162	13.71975899	13.66213677	12.0754142	11.95961219	14.17470094	10.61907858	12.87488638	12.67925586	13.37526245	12.29225087	13.65418948	13.10345807	10.88798119	12.75199421	13.07230961	12.70586772	11.6785405	13.20211196	13.03795385	11.79467095	13.63462406	12.58352937	11.78301496	12.67511328	12.44478395	12.82855318	13.10117998	13.61547362	11.62932702	12.47554008	12.12111381	15.09159831	13.24089565	12.39051368	12.96572285	14.08733623	11.87674736	11.97988334	13.05182861	0.431780769859455	-0.227094178355557	0.364736703664358
4341	P51648_AL3A2	13.01680764	11.72421413	11.15909806	11.01777447	13.47789935	15.5651123	12.34278913	12.83998265	12.66018311	11.45908564	12.63052852	12.33175859	11.09097167	12.74164289	14.60521016	13.87632031	13.6060709	11.91226387	15.70983657	15.08254603	11.39602298	13.23277167	12.53042862	12.69765438	14.40981852	13.9035436	14.50958228	11.92174712	14.09700417	15.30807876	15.32146891	13.663369	11.61838674	12.17089962	12.49587058	11.11994014	13.74656436	12.41383833	12.77352115	11.84668663	14.28957396	14.29298415	14.23315011	10.58938121	12.20665315	13.782491	12.36045479	13.79074273	0.672225796915842	0.166559571888888	0.172484825333919
4342	P55199_ELL	13.20630783	13.23005341	12.96432596	11.46252946	14.05682238	12.64601596	13.34791513	13.21383314	13.49820395	12.3636278	13.56070915	16.76258821	14.10995189	12.54449391	12.61870942	14.53361216	14.41105494	10.45102877	13.53444781	13.40204798	12.45600276	11.96123198	15.40720878	14.88644749	11.39395366	15.79687136	14.18803817	15.60833579	12.01980913	12.57468212	13.56631223	13.05563541	14.60691263	13.98596898	11.4974573	14.80322996	13.24568944	13.40943797	12.96038113	12.9176128	13.13475379	13.81936211	11.77254302	11.83076134	12.69548651	16.25099998	12.45004281	15.85599282	0.941537447546068	-0.029559107222223	0.0261624022121637
4343	P60174_TPIS	10.56571514	12.43952642	13.37322776	12.72601797	13.0194612	12.20902788	12.71191957	13.18841513	12.570391	11.8805446	11.70092336	13.27856024	13.3620416	11.80743364	12.25995056	15.43302313	11.33690563	12.80107841	9.807214193	12.43142821	14.45887411	11.7376669	15.3228226	15.82970313	13.43664752	15.75080491	10.67692274	12.87372774	13.41070815	13.12055207	11.65330594	12.43502821	11.40995766	11.82204513	13.81936941	13.16371192	16.95605472	12.47377916	12.76950932	12.23863918	12.68397914	10.4189898	14.92164739	12.5798429	12.91330439	12.70453721	10.63598061	11.60342231	0.611320632619166	0.228313161544444	0.213730946134914
4344	Q9Y399_RT02	17.07122118	13.96042498	13.34346931	17.1519821	12.98379603	11.16571121	11.88248436	10.0406203	13.0604735	11.25521652	12.29266167	14.61715271	11.65746997	16.7421753	11.65936355	9.813038848	11.49386018	15.80853672	14.65822594	13.38136356	10.92106202	12.63125017	12.03028423	11.48452542	13.99405522	11.50070614	10.48037906	13.53239916	16.21307478	9.972070003	13.29085523	16.55885	12.33829111	11.65631392	15.08435162	15.50208631	13.18400572	13.6302054	16.18015868	16.69381953	12.12837081	13.85243066	12.36570951	16.7134343	12.35688501	11.2919365	15.3369286	8.888331867	0.206948511117162	-0.831862905133333	0.68413769376637
4345	Q9Y508_RN114	13.99044553	12.41530834	15.2191864	13.08733559	14.13342062	12.40935715	12.93286528	12.66199685	14.07922464	13.42057589	10.94743067	13.4070898	13.59759783	12.84044005	13.80603553	13.61887934	13.81365326	14.55521319	13.76244099	13.84145273	14.15405816	15.17115661	13.31539318	13.15606992	12.09015106	12.44654037	13.72141929	15.38368478	13.73425207	14.51511984	14.00399016	14.4580531	14.52415575	14.22046003	14.13371994	13.12561035	12.04682173	12.72982797	13.52066764	13.49836675	14.08080798	14.87010577	13.86670364	14.17086644	14.43930494	12.63865376	13.95705471	13.58859849	0.359336371872573	-0.229838454111112	0.4444988214703
4346	Q96PE7_MCEE	10.21777096	12.55419032	10.92662983	11.0227492	11.18764473	10.23674443	13.76696386	12.53231213	12.12200984	13.07471954	10.99190197	10.49095092	11.15856613	10.47105634	10.03996883	10.93959707	10.65537531	10.8732174	11.15838664	12.59511015	9.793281552	10.3730372	10.39374282	10.23223399	11.89951594	10.73496463	11.16305307	14.42508322	10.34154089	13.25462488	11.01672876	10.64500366	11.16117086	12.21639066	13.56906425	9.728374946	13.500914	10.29444653	7.715261952	12.47648907	9.063451019	9.583656677	10.82815654	11.62728002	12.26343736	9.987160737	10.58009603	9.18835203	0.288200567253009	0.462818398566666	0.540305168717695
4347	O75127_PTCD1	10.05546993	13.90967686	13.45681064	12.55647314	12.67866335	12.15866437	14.62154304	12.38785382	13.05195717	12.19214573	12.88736543	12.507789	14.44323488	13.77266134	13.58389979	11.04361909	13.72686125	14.29751833	13.88461821	12.08257011	12.18019419	13.07917627	14.07493797	13.91003037	13.61660373	14.67808402	11.79212859	10.85311537	12.10857849	12.10363584	14.53472523	11.50911334	13.49450916	13.18845426	12.94881756	14.69393956	10.3031506	10.23589128	13.0631479	15.46274375	11.26262923	12.64830043	13.06061571	13.15809253	14.47679523	12.71234941	13.6565831	12.16856661	0.9956935614352	0.00217240566666632	0.00187430118970567
4348	Q9H9A6_LRC40	13.23594341	12.93415181	12.60643035	13.46945225	13.96204832	15.3296689	13.77485776	14.96074393	13.24755043	15.01635043	14.60127282	12.94346793	12.89602458	13.68078464	14.18166502	14.58924213	13.54552455	13.38982	13.73821956	14.99172627	13.64625926	15.35553759	13.2954635	13.91389444	14.23987903	14.78766674	15.29481739	14.03022033	14.82623462	12.55516543	12.40956132	13.6008483	13.71699125	11.08371567	12.88984047	13.57977135	12.90266474	13.65197099	13.23215699	13.75391854	15.36920324	12.07860172	13.17616067	13.05570605	15.94057526	15.20555376	14.15839568	14.49126047	0.225847453356053	0.395952976777778	0.6461848021566
4349	Q96CB8_INT12	10.88069041	11.30193784	12.24455355	13.25711044	9.191186852	11.68587461	12.2607121	13.39470468	12.78771653	12.05575602	12.14645727	10.10985425	11.22978307	13.8581517	12.09789567	12.22151	10.10151465	13.6624024	13.25700071	9.285026863	12.14103021	14.67629351	10.56859436	11.66604487	13.86685627	10.98823321	11.72936815	12.36421948	10.9677195	12.81962594	10.71016841	16.01091589	13.36887894	10.05699956	12.03928034	13.11192412	12.60253656	13.18496395	11.46591466	12.8721248	13.27386292	9.868167108	12.38774758	10.74767143	11.07804647	13.3477749	9.846327536	12.5418717	0.691310712221618	-0.179137878055554	0.160326713444931
4350	Q86YB8_ERO1B	10.89761014	13.03531875	10.30721605	11.01986089	10.90514338	13.64027334	11.48460692	8.870074652	10.57856651	11.39922163	11.76592151	13.38518404	10.2828269	11.52473319	12.35350043	11.43805755	12.23136118	13.07900006	10.78424117	16.84457233	11.3807657	12.1104406	14.53543698	11.3326213	11.52993179	10.09735935	11.61222629	12.31203277	12.70497435	12.06076813	12.99899426	10.78911897	12.43508414	12.68253072	11.11635913	12.5731411	12.47455579	10.23309346	12.29511509	13.14567613	11.30922642	13.66672725	12.52999768	12.11169287	11.23126647	10.16912925	11.30553007	9.166686097	0.880576928258251	0.0593546573444446	0.0552326975517063
4351	Q99471_PFD5	14.19495983	13.0373855	13.6058358	13.1690343	13.83270982	14.36484556	11.56077652	15.90887247	13.2132267	16.07486368	12.63971165	15.41692006	12.93453767	14.52463506	12.28407873	13.78120886	14.15718136	13.19102195	13.31421309	13.00507644	11.69687455	15.42309489	13.54653336	12.04644092	12.87980411	12.03571245	12.94432814	14.10885084	13.65791972	14.67790064	13.69494553	12.58293814	14.44329687	13.24206275	13.67757675	13.38375785	13.11418924	15.12330836	13.43263896	13.80116433	13.2378858	12.84734435	12.55792382	13.52946597	14.69429481	13.3477749	11.15751939	13.56041595	0.588394158454404	0.161590501777779	0.23033164757539
4352	P23677_IP3KA	10.42325812	10.99313216	12.46799163	12.37703281	15.87171849	10.41494409	12.56832381	10.79114472	11.67292916	11.5527262	11.71673909	11.66870165	11.33020654	10.51163193	9.066460406	11.22743857	11.01962349	12.70234741	10.64786463	13.08156045	12.0218269	11.07733299	11.08993177	11.6089488	10.78963376	12.28056991	12.08070661	13.46418865	10.04647205	11.6506133	9.558362035	13.58891532	10.55798436	12.27064332	11.99319397	13.48217168	12.20895691	12.02669584	12.95957096	12.14206579	10.13490904	12.94124146	10.13768355	12.23958496	10.81490571	11.71680587	10.69081766	10.25199808	0.906194224984223	-0.0437170254111106	0.0427787098300583
4353	Q9NUY8_TBC23	14.25928592	15.28815259	13.77070455	11.40121831	14.00398952	13.3736671	13.0666904	14.69397125	12.59748077	15.32814522	12.24174402	14.16690151	16.19024942	13.30219006	13.93202981	13.97844728	14.94597255	10.66512565	13.5264659	14.26159219	11.79633776	14.31009438	13.45985032	15.90498866	16.17049356	13.78514052	13.91873407	15.0913023	15.52438968	14.38450669	15.90949456	14.20151542	14.47164621	16.52216259	15.39868102	16.9564604	14.95275076	13.63922623	13.75953775	14.61850275	12.41189126	13.20785165	13.70397775	15.64059735	15.60939684	14.02489227	12.2588449	14.38306231	0.163088574638109	-0.559254158	0.787576462904711
4354	Q13795_ARFRP	14.69823621	15.0491814	16.55388157	16.07798123	12.6432929	13.87395884	13.69309149	14.16914495	17.18925028	13.60650399	15.36982821	14.27476385	16.89908077	14.26627735	15.07516623	12.97208537	14.27532564	13.7282351	13.51234327	14.09253801	13.57402713	13.72663374	13.5691597	15.62139261	11.77935848	15.76438633	16.50779941	13.18419342	7.833046054	14.1019605	12.0367096	13.47558341	14.75194005	19.82600309	13.52926822	14.71966916	13.70289623	16.31256123	13.99351983	13.02664524	14.86441382	13.4406771	13.87276875	14.27596374	13.03627973	13.33053557	13.49100327	14.56997977	0.969657000430998	0.0196031450222218	0.0133818628095602
4355	Q9BPY3_F118B	10.76241312	9.147213798	10.62758252	10.39028511	11.22344159	11.88112317	13.06549196	10.99386134	12.99749493	12.00450792	10.39824419	10.04713291	9.670383686	11.54789846	10.49548255	11.75740749	9.395846325	11.17739393	11.40557074	12.19506847	11.3253721	9.956638604	9.974076234	13.0572833	12.4246152	11.57078052	12.12984735	11.74068589	10.38519811	11.72837038	10.48313346	12.0740126	11.05094994	11.97664209	10.60164957	11.50807498	11.04140358	12.40418064	12.66895955	8.914608989	12.24285076	12.54592697	11.20949405	13.09819749	12.2191546	11.90418187	11.98980476	10.95345808	0.175315334697582	-0.422258713377779	0.756180094840203
4356	Q9NYJ1_COA4	14.89781519	13.76580532	14.61375154	14.15358007	15.16307871	15.86665949	15.99231336	14.99044294	17.07364315	15.40873202	13.74391032	13.81528321	15.84442583	15.22794742	14.18711799	15.0368931	13.94779303	14.77052099	15.40718027	14.25301724	14.86962539	15.10891747	14.68027335	14.14953714	12.59642143	16.74352263	13.80623275	15.15152293	14.35342246	13.34575494	15.30528939	15.85352319	15.01709353	16.05302411	14.39405236	14.85260177	12.79770292	14.17882517	15.84662624	14.14145306	15.76570095	14.57541204	14.85988316	16.87088499	14.26590419	14.12553763	15.85899499	13.27751389	0.680932836310101	-0.125607698444446	0.166895722534191
4357	Q9BRA0_LSMD1	12.83617957	12.39737045	12.26050444	12.94157157	11.699088	11.81076428	11.6901103	11.51156394	12.86395939	12.24195825	10.50187428	15.43844937	13.1385395	12.02427483	11.8684426	10.75477693	12.52846942	12.82933286	11.53887192	12.13942804	12.71402785	14.00638899	12.58457109	13.15392264	12.7835346	14.20162266	14.41735579	11.61664982	12.73497976	11.77805173	13.99410052	10.25840437	9.947628044	12.44550658	12.63785268	13.30973604	11.56669769	14.23477467	12.40034404	13.44835747	12.80285583	10.63151673	11.78303146	12.74056168	13.2345365	13.51259945	12.80479508	13.93481087	0.91516654562047	-0.0380071545555545	0.0384998641170264
4358	P37235_HPCL1	13.88073171	12.6547411	12.40348295	13.90233608	13.59023784	14.03517044	12.01461962	12.04907936	12.34809253	14.54811159	9.895834409	12.76887394	13.95482181	13.73502598	12.64535775	13.70093695	13.06418589	13.60261414	12.1693416	15.21270978	11.87097499	16.19201685	12.50766735	15.11502082	13.2035926	13.04984021	13.00091037	13.0576022	11.85378112	12.54908185	12.13980369	13.1467952	12.78962665	15.18601285	12.24210251	11.6821835	11.2343197	11.25460053	10.45907185	11.75776554	12.16603437	14.64668625	11.30079812	14.32065006	13.46957393	14.34844095	14.17099246	10.84251976	0.200060834651552	0.532672132077778	0.698837923655318
4359	Q5TGY1_TMCO4	12.088275	12.84336272	13.53000842	13.35846787	13.47866507	12.75495517	11.87053019	13.52941925	12.64206783	12.77246704	12.78200554	13.22544002	12.13081608	13.09410286	14.79294922	14.77509227	15.13930365	13.60173167	12.84633327	14.79840474	14.79144564	14.20323868	14.15707923	13.77925532	10.99671368	13.66822649	15.44509773	14.11554347	12.41381884	11.99330768	13.64136504	13.05680859	12.40675822	12.99191756	12.56392393	12.2969309	16.77413662	13.15282396	15.74829316	12.32368912	13.29139125	12.59888332	12.53759177	12.50847837	14.33123445	15.42973744	12.39970863	14.88434708	0.77390692062348	-0.109285812555555	0.111311269666506
4360	P28907_CD38	13.92321605	12.87540685	11.00290316	10.02432033	14.0797353	12.78825317	13.55087169	11.56544408	9.149158392	17.81223274	12.16369348	10.93233454	13.70448722	11.70602183	17.64567931	12.00422087	11.71516914	10.4414005	12.04893015	13.7614214	11.02037969	19.34129064	19.36395591	11.53515826	12.90093837	11.92112989	12.14738945	11.71666359	12.65733592	12.16957594	12.84431367	12.15503345	13.45261865	12.85241428	18.93789609	11.92256968	12.06164878	11.84637074	12.51902535	14.92945594	10.53796674	14.52451179	13.62307758	13.61346477	12.80928898	12.44836547	11.78320496	11.13833364	0.903143056685271	-0.0776849912666666	0.0442434525567071
4361	O00750_P3C2B	12.02442123	14.77898279	12.67289238	11.22526269	15.96976961	15.22353514	13.92857397	14.41570744	12.26746364	14.87064932	11.90910632	13.47996964	13.05258475	12.59041399	13.70364261	14.53530073	14.96082936	12.5856999	13.40175652	14.38173943	14.27381324	13.00825055	14.93406522	12.74656253	13.81380973	16.17158357	15.04397839	13.93324966	12.70972087	13.43795883	14.60407125	13.50102919	12.23911426	14.27775422	13.3410739	14.44417218	13.55531025	12.16092603	14.15056897	13.46391653	11.29767239	13.33874277	15.86509615	16.68845802	12.75643909	14.63606985	12.88232804	13.61757618	0.952413718565651	0.0228031755555556	0.0211743576450946
4362	Q96H79_ZCCHL	14.08800256	13.72615578	12.85390262	16.87103149	12.20423854	13.35221959	12.45103358	12.30716094	15.35940564	13.80679415	12.78233946	14.58026129	13.66913019	14.30181644	12.9777942	12.92857576	14.96589262	12.1601427	12.42109764	14.78162717	17.22558819	13.22647913	12.75873011	12.43886794	12.12472846	12.39980759	12.98151893	13.10896596	11.89302265	13.01222294	11.60792067	13.47150636	12.81711557	15.68596609	12.28710111	16.63129408	12.98130688	13.73397208	12.85038431	10.60817586	13.55571626	17.18406214	14.2007671	12.66635858	12.59537348	12.70240871	13.74633428	13.62865183	0.932673134285752	-0.0388490463333344	0.0302705329396141
4363	Q9Y2D8_ADIP	13.89057749	11.4896752	13.78330554	12.67385839	16.20280981	11.77743233	13.0704335	12.68897839	11.9434187	14.67786395	13.62181863	13.09155378	13.8946719	13.87610146	12.97951514	15.72690876	12.56718507	13.32372888	13.72793957	13.96977654	13.57697783	12.88425687	12.28059839	14.67203479	13.46832024	15.72364864	15.52764354	13.45790914	12.82282872	13.06390269	12.43154058	12.99529698	13.1523898	12.62996709	12.79217021	13.86022413	14.08848781	13.75285043	11.77991166	13.2495256	14.40886649	12.81302841	12.66227329	13.27076617	12.57081119	16.10513207	13.50203149	13.13477375	0.406348209658328	0.259630954333334	0.39110164937792
4364	Q9HBK9_AS3MT	14.64846646	10.26569717	10.25187055	10.81894691	12.13180346	12.22136047	11.22291549	12.07093444	12.31372941	13.35114497	12.30213569	12.66155883	10.88984543	10.79663411	11.25304755	10.62174963	13.68534842	11.76689073	12.03585906	12.29144361	12.08400477	12.56805736	11.69015515	12.92343654	12.88050782	12.8822568	15.21891218	12.9888687	11.43763041	14.3096681	13.47165961	13.48200231	13.23128962	10.83175631	12.21513534	10.69327949	13.04637428	13.08473123	12.85739618	11.87036978	13.54706299	11.63952065	13.31343023	17.35660248	14.04839663	11.12110398	12.37187239	11.1237543	0.236031249733256	-0.519711648222222	0.627030494113545
4365	Q6QNY1_BL1S2	13.67682888	12.15920426	15.59719719	12.01391682	13.45581826	14.55152931	14.33093211	12.06544932	13.54454872	14.57648071	13.80403842	12.4304999	13.84971112	13.1866736	11.64807837	14.72934458	14.22986115	13.43680038	12.96089029	13.9638608	12.21696318	12.47748005	12.567455	13.99867764	15.53421186	14.99499143	14.49639483	14.13192938	14.38894407	13.04428308	14.7659062	14.35517273	14.1037583	13.10843666	13.4202169	13.08215992	14.53288715	13.7054632	13.74676645	12.73082266	12.06419738	13.49440732	12.77288308	13.69267195	14.05983044	14.74061907	10.48469411	12.83837783	0.583324293650699	0.174362526444444	0.234089936172863
4366	P07195_LDHB	14.37890031	15.3057311	12.87313408	13.59106739	13.50505084	13.25987098	11.42783218	13.07557403	13.33111507	12.7393727	13.1813022	13.52824887	14.22846062	11.97009386	13.99676349	11.94478274	14.58894468	13.85193148	12.39413147	15.481334	13.44071204	12.9675427	14.92373747	12.74557873	14.35229972	11.70227003	12.84012099	19.71225903	14.55648285	12.71855884	12.94163669	14.13506864	13.54631102	14.02980301	13.10420941	11.96524819	12.25857214	11.96338448	14.14422678	12.62137585	12.39764899	15.34797933	15.05021555	13.9330573	13.67164274	12.14199475	14.64200881	13.30811894	0.559971842845449	0.220301115222222	0.25183381014431
4367	P05423_RPC4	12.31832317	12.69680083	15.05282413	12.29869936	12.63914405	14.2654473	13.9118286	13.85802424	12.05269195	15.79806479	12.5939566	14.5427483	13.90534182	17.22659946	12.40154242	11.45277996	14.17471201	14.35693883	13.22400349	13.06429703	10.23521246	15.43558253	12.21485877	12.85920927	11.91645972	13.02961504	14.54409941	13.31115347	10.56693661	13.89161125	11.50279868	13.30478384	13.23784447	15.10906851	12.16435153	12.94472163	14.53985172	12.1421852	11.36980183	13.97932709	10.65813491	13.19308438	14.04338993	12.0399494	12.25686093	14.06952275	13.87006683	13.22333274	0.382643136920113	0.347479319555555	0.417206071762083
4368	Q9Y3B9_RRP15	17.02889929	14.67943301	14.43526798	14.34807697	13.46416614	13.24117936	15.38503997	14.26205736	12.83903716	16.26687325	10.43691594	17.05515395	12.51998087	13.7477402	14.6683143	15.12557371	15.25635865	17.20039883	16.44794351	15.3433641	17.02477037	14.59389022	14.99383695	13.3552309	14.59215604	14.35854114	13.92699531	10.89525735	17.27454566	16.39901477	15.37890736	17.76777944	13.96682117	16.08486064	15.61641988	13.81086994	9.71664262	14.42711246	14.94992805	15.12878551	15.84336556	15.5385278	15.12728843	15.83699085	13.48210987	14.78885282	13.37953384	14.58506949	0.93579256042513	-0.0405698763333344	0.0288204117823902
4369	P37802_TAGL2	11.03525209	12.23071664	12.98419793	12.42013589	13.53872678	12.89637856	12.2581447	14.30606558	12.31050833	12.37634621	12.9476544	13.97771984	12.93274171	12.50328934	14.69741261	12.10042344	11.44060669	12.85033241	11.96779033	13.16485301	12.83218812	12.67874372	13.06833137	13.0460335	13.46431787	12.51529755	13.22103786	13.51592773	12.96657443	14.30371526	10.72935409	12.70086136	11.55919444	10.32038424	12.63391516	11.47440911	11.67336864	12.16595812	12.56214305	11.5172016	13.96900456	12.38364616	12.44667834	11.88494446	12.86623708	13.99162275	10.18888274	13.12119512	0.0145494229271226	0.763437628888889	1.83715423173212
4370	P84101_SERF2	15.32723501	11.41111553	12.70195596	14.08433377	10.06066214	13.51010975	11.17071536	14.82226946	13.56859041	15.26685716	12.63839302	13.46235059	12.58605185	13.21753275	14.18642955	13.14303849	15.06170163	10.34650918	12.5009002	10.08635681	13.396783	14.68073546	12.9218742	12.73915152	14.24469253	11.60004937	13.3625695	12.94667202	13.38330142	9.965212916	12.00818054	9.944814286	16.55478856	10.31798939	13.36536427	13.31957867	13.03338032	14.1963731	13.0107092	12.66935032	11.47314419	10.32910549	10.9938245	14.76907993	14.77206557	12.49925937	10.4404948	12.467603	0.459051198753433	0.381743601533334	0.338138874166273
