sample,patient,fov,bandwidth,outcome,n_points,usable,rho_marginal,rho_partial,beta_tacstd2,beta_cldn4,rho_tac_cld_field
LUAD-5 R3,Lung5,4,10,cd8_density,24,False,,,,,
LUAD-5 R3,Lung5,5,10,imm_frac,9,False,,,,,
LUAD-5 R3,Lung5,5,10,cd8_density,9,False,,,,,
LUAD-5 R3,Lung5,6,10,imm_frac,15,False,,,,,
LUAD-5 R3,Lung5,6,10,cd8_density,15,False,,,,,
LUAD-5 R3,Lung5,7,10,imm_frac,42,True,0.13566165553022178,0.1201792670492178,0.12558921495719597,0.25003729122256474,0.18061745401507173
LUAD-5 R3,Lung5,7,10,cd8_density,42,True,0.07086556075303801,0.05687065205964437,0.05155906106465415,0.04702488796829653,0.18061745401507173
LUAD-5 R3,Lung5,8,10,imm_frac,62,True,-0.289292492620016,-0.23048957748436918,-0.08723711590489565,-0.06927598017488831,0.4693661705824582
LUAD-5 R3,Lung5,8,10,cd8_density,62,True,-0.2507359189785648,-0.0935226229972608,-0.15250737946965237,-0.17033356486078707,0.4693661705824582
LUAD-5 R3,Lung5,9,10,imm_frac,32,False,,,,,
LUAD-5 R3,Lung5,9,10,cd8_density,32,False,,,,,
LUAD-5 R3,Lung5,10,10,imm_frac,6,False,,,,,
LUAD-5 R3,Lung5,10,10,cd8_density,6,False,,,,,
LUAD-5 R3,Lung5,11,10,imm_frac,44,True,-0.37618522275087046,-0.2654271525433612,-0.3628079183041665,-0.030003411174718636,0.6569415081042986
LUAD-5 R3,Lung5,11,10,cd8_density,44,True,,,,,0.6569415081042986
LUAD-5 R3,Lung5,12,10,imm_frac,24,False,,,,,
LUAD-5 R3,Lung5,12,10,cd8_density,24,False,,,,,
LUAD-5 R3,Lung5,13,10,imm_frac,62,True,0.22110023622481526,0.2679047418692583,0.3641016619542106,-0.4106040382584137,0.5712522978519805
LUAD-5 R3,Lung5,13,10,cd8_density,62,True,-0.16600582053727508,-0.0011184924015963653,0.1029720563846742,-0.2987630720891817,0.5712522978519805
LUAD-5 R3,Lung5,15,10,imm_frac,49,True,-0.3124029086203964,0.16368451627039407,-0.10414515726822451,0.009731818963856853,0.6042857142857143
LUAD-5 R3,Lung5,15,10,cd8_density,49,True,-0.2599966746622498,0.14503654952843867,0.2134235345647105,-0.33864436485003074,0.6042857142857143
LUAD-5 R3,Lung5,16,10,imm_frac,65,True,-0.3455464090992955,-0.351545730905642,-0.3258241047702646,0.05338016823032904,0.07163461538461538
LUAD-5 R3,Lung5,16,10,cd8_density,65,True,-0.14657549249448218,-0.14743479230306464,-0.11951505635743415,0.022959797329463672,0.07163461538461538
LUAD-5 R3,Lung5,17,10,imm_frac,28,False,,,,,
LUAD-5 R3,Lung5,17,10,cd8_density,28,False,,,,,
LUAD-5 R3,Lung5,18,10,imm_frac,0,False,,,,,
LUAD-5 R3,Lung5,18,10,cd8_density,0,False,,,,,
LUAD-5 R3,Lung5,19,10,imm_frac,0,False,,,,,
LUAD-5 R3,Lung5,19,10,cd8_density,0,False,,,,,
LUAD-5 R3,Lung5,22,10,imm_frac,1,False,,,,,
LUAD-5 R3,Lung5,22,10,cd8_density,1,False,,,,,
LUAD-5 R3,Lung5,26,10,imm_frac,16,False,,,,,
LUAD-5 R3,Lung5,26,10,cd8_density,16,False,,,,,
LUAD-5 R3,Lung5,27,10,imm_frac,36,False,,,,,
LUAD-5 R3,Lung5,27,10,cd8_density,36,False,,,,,
LUAD-5 R3,Lung5,28,10,imm_frac,61,True,-0.32359260305974463,-0.3327030877953968,-0.3245144392688583,-0.18418147496044257,-0.058328926493918555
LUAD-5 R3,Lung5,28,10,cd8_density,61,True,-0.2401353619683887,-0.26350749872251056,-0.28761311933104794,-0.29144244961966664,-0.058328926493918555
LUAD-5 R3,Lung5,29,10,imm_frac,51,True,-0.03923964798367928,-0.05024538775561429,-0.042364504957446994,-0.256731875191886,-0.016380090497737556
LUAD-5 R3,Lung5,29,10,cd8_density,51,True,-0.3088913470031067,-0.32241843180887814,-0.2381569828426489,-0.28220519037503494,-0.016380090497737556
LUAD-5 R3,Lung5,1,20,imm_frac,115,True,-0.3543280991083406,-0.32414168359574497,-0.3747677392302452,0.28035240582547194,-0.2747179042057919
LUAD-5 R3,Lung5,1,20,cd8_density,115,True,0.29603637607065414,0.3126291819932977,0.48393224117776384,0.2641486493249141,-0.2747179042057919
LUAD-5 R3,Lung5,2,20,imm_frac,236,True,-0.0544107510487659,-0.1603665019625017,-0.2603047993041224,0.14666700249530035,0.6204293663582374
LUAD-5 R3,Lung5,2,20,cd8_density,236,True,0.07549757391641984,-0.2007438988277045,-0.22323580916199598,0.27144165150860844,0.6204293663582374
LUAD-5 R3,Lung5,3,20,imm_frac,214,True,-0.07895457346966794,-0.08194221053694016,0.014812064162310614,-0.03367136953295606,0.7041047414677152
LUAD-5 R3,Lung5,3,20,cd8_density,214,True,-0.10765511645028422,-0.15090383874470903,-0.08930199400010524,0.10717237604446651,0.7041047414677152
LUAD-5 R3,Lung5,4,20,imm_frac,194,True,-0.23196601074863596,-0.2532561131716979,0.03586497322340363,0.09500360440168712,0.27650643251305607
LUAD-5 R3,Lung5,4,20,cd8_density,194,True,0.08833587373364896,0.04258095478915493,0.0720109031146387,0.10447032882044222,0.27650643251305607
LUAD-5 R3,Lung5,5,20,imm_frac,222,True,-0.5899123896184677,-0.5506798916089122,-0.5192193349077906,0.09619690552331632,0.458787115342114
LUAD-5 R3,Lung5,5,20,cd8_density,222,True,-0.33832848100085144,-0.23331735877941231,-0.24817085958391805,-0.02401252751958713,0.458787115342114
LUAD-5 R3,Lung5,6,20,imm_frac,42,True,-0.1652216189935986,0.0705595382104751,0.37609941507906597,-0.7508523509233763,0.851227615266186
LUAD-5 R3,Lung5,6,20,cd8_density,42,True,-0.6555418193649183,-0.03534346797200719,-0.055685823790627476,-0.4048520154286001,0.851227615266186
LUAD-5 R3,Lung5,7,20,imm_frac,234,True,-0.16846825120125153,-0.03836313351575877,0.05043342803139698,-0.08827773692034217,0.5346412574428282
LUAD-5 R3,Lung5,7,20,cd8_density,234,True,-0.18748436975500446,0.030204384698755315,0.035944373710021654,-0.08928751648873133,0.5346412574428282
LUAD-5 R3,Lung5,8,20,imm_frac,246,True,0.016752562257347208,0.11634424007335253,0.07045731955903967,-0.27547028001849133,0.3149193003951852
LUAD-5 R3,Lung5,8,20,cd8_density,246,True,-0.13086662224433585,-0.06539844733287012,-0.15275740450334477,-0.11751426621307122,0.3149193003951852
LUAD-5 R3,Lung5,9,20,imm_frac,135,True,0.5537801190127792,0.7328211713651683,0.6852407879760395,-0.4959740473798118,0.31648619646863724
LUAD-5 R3,Lung5,9,20,cd8_density,135,True,0.4981105478866105,0.55985257141988,0.37818068475632344,-0.3934641618506041,0.31648619646863724
LUAD-5 R3,Lung5,10,20,imm_frac,217,True,-0.47242558543581287,-0.4437009061934416,-0.4271502202808131,0.05152218970385328,0.3901337392015108
LUAD-5 R3,Lung5,10,20,cd8_density,217,True,-0.1635671741151316,-0.17818617406491682,-0.01875419237506427,0.10014829561954554,0.3901337392015108
LUAD-5 R3,Lung5,11,20,imm_frac,218,True,0.00466621531540558,-0.1506336271782899,-0.25656461876407693,0.3377347285004474,0.597373903162679
LUAD-5 R3,Lung5,11,20,cd8_density,218,True,0.21003100117015558,0.07290660616797397,0.10397522994502643,0.0807566134509883,0.597373903162679
LUAD-5 R3,Lung5,12,20,imm_frac,237,True,0.1431693122598269,-0.022908711063486333,-0.032551227246778475,0.39614795416161086,0.3730418148808547
LUAD-5 R3,Lung5,12,20,cd8_density,237,True,0.09182303751625824,0.048935443533535135,0.032001892340542216,0.12100400859164567,0.3730418148808547
LUAD-5 R3,Lung5,13,20,imm_frac,199,True,0.48358002131871475,0.3922597758464461,0.5069917700341405,-0.056725080843061625,0.6981498401096391
LUAD-5 R3,Lung5,13,20,cd8_density,199,True,-0.13449674758927763,0.13315020143041664,0.3674838167594964,-0.591985249867136,0.6981498401096391
LUAD-5 R3,Lung5,15,20,imm_frac,162,True,-0.6076611611420895,-0.44533515673049895,-0.2763203071686842,-0.27089960404309255,0.5322124700625634
LUAD-5 R3,Lung5,15,20,cd8_density,162,True,-0.4472146729463877,-0.14884481488871457,0.023089401520380727,-0.17743508601413088,0.5322124700625634
LUAD-5 R3,Lung5,16,20,imm_frac,223,True,-0.34750874352892286,-0.3772461546877818,-0.30657991414527896,0.1753179444000472,0.3516218813304015
LUAD-5 R3,Lung5,16,20,cd8_density,223,True,-0.1992961940299064,-0.24683072018525928,-0.17271821074947888,0.05197493037829743,0.3516218813304015
LUAD-5 R3,Lung5,17,20,imm_frac,220,True,0.24624587058935274,0.2178569753641875,0.3163771277696155,0.3700667461194167,0.7973256397108129
LUAD-5 R3,Lung5,17,20,cd8_density,220,True,-0.10747604125248311,0.08371407493999646,0.07367545085472402,-0.2714379964293919,0.7973256397108129
LUAD-5 R3,Lung5,18,20,imm_frac,1,False,,,,,
LUAD-5 R3,Lung5,18,20,cd8_density,1,False,,,,,
LUAD-5 R3,Lung5,19,20,imm_frac,18,False,,,,,
LUAD-5 R3,Lung5,19,20,cd8_density,18,False,,,,,
LUAD-5 R3,Lung5,22,20,imm_frac,47,True,0.5031221091581869,0.3488097702181196,0.4956030559383801,-0.02559577303362432,0.5198889916743756
LUAD-5 R3,Lung5,22,20,cd8_density,47,True,0.12777520814061055,0.15458055823250805,0.6435493209925306,-0.30399400451659325,0.5198889916743756
LUAD-5 R3,Lung5,26,20,imm_frac,216,True,-0.058839709927481866,-0.10286013382032086,-0.05101258447476549,0.157468047715912,0.24644970766501148
LUAD-5 R3,Lung5,26,20,cd8_density,216,True,-0.12426263478692827,-0.09311248218567947,-0.1484893741293739,-0.12084235908916832,0.24644970766501148
LUAD-5 R3,Lung5,27,20,imm_frac,231,True,-0.49709593255320395,-0.5065253119348809,-0.5140583097975112,0.09262163397683609,0.3622597792013085
LUAD-5 R3,Lung5,27,20,cd8_density,231,True,-0.06862124451266748,-0.027126828837908,-0.08194704684045324,-0.059216563966341125,0.3622597792013085
LUAD-5 R3,Lung5,28,20,imm_frac,212,True,0.1654888645114,0.03137140457156003,-0.25649385011004944,0.6179557174721783,0.32284289659984405
LUAD-5 R3,Lung5,28,20,cd8_density,212,True,-0.09252403548517009,-0.09448241694436786,0.012955244837396475,0.14733487833305142,0.32284289659984405
LUAD-5 R3,Lung5,29,20,imm_frac,210,True,0.41818311396759883,0.4125031929128279,0.46636311491123467,0.02752645653244678,0.11858189204160768
LUAD-5 R3,Lung5,29,20,cd8_density,210,True,0.20829755252015092,0.23267185838976623,0.35585277973835394,-0.11437767777566601,0.11858189204160768
LUAD-5 R3,Lung5,1,50,imm_frac,134,True,-0.5180987294105912,-0.22543632936506067,-0.13717400926770582,0.7373452925325669,-0.6011421588797866
LUAD-5 R3,Lung5,1,50,cd8_density,134,True,0.2554071746530506,0.45054983886392785,0.3525286129653263,0.5485944255779258,-0.6011421588797866
LUAD-5 R3,Lung5,2,50,imm_frac,250,True,0.3280015360245764,-0.2426397306847033,-0.14543795932876477,0.47430667672317645,0.8514287908606536
LUAD-5 R3,Lung5,2,50,cd8_density,250,True,0.3293755100081601,-0.33376219199297474,0.16817920258965596,-0.09417541328755857,0.8514287908606536
LUAD-5 R3,Lung5,3,50,imm_frac,242,True,0.35024413208746163,0.13181846005094006,0.17570676858703857,0.286620384085291,0.7781681181656035
LUAD-5 R3,Lung5,3,50,cd8_density,242,True,0.5304726270604071,0.2862169409961353,-0.08978001732098052,0.09996642483935028,0.7781681181656035
LUAD-5 R3,Lung5,4,50,imm_frac,201,True,0.1283877641495493,-0.1138120917373813,-0.03417290797285638,0.5572731017564037,0.5800443327914881
LUAD-5 R3,Lung5,4,50,cd8_density,201,True,0.2501433216243814,0.08661332718662226,-0.4264670586525431,0.8280389618727945,0.5800443327914881
LUAD-5 R3,Lung5,5,50,imm_frac,219,True,-0.6080775075119678,-0.5722262672585802,-0.5051358618810036,0.5345696053612417,0.6830486592708537
LUAD-5 R3,Lung5,5,50,cd8_density,219,True,-0.6668252869529414,-0.5510400973358395,-0.5620039981589345,0.13422370297053338,0.6830486592708537
LUAD-5 R3,Lung5,6,50,imm_frac,36,False,,,,,
LUAD-5 R3,Lung5,6,50,cd8_density,36,False,,,,,
LUAD-5 R3,Lung5,7,50,imm_frac,249,True,0.01573882627283327,0.2166134049467677,0.2069502264377372,-0.24559129306095118,0.6315841430237078
LUAD-5 R3,Lung5,7,50,cd8_density,249,True,-0.506950849108709,-0.18609176303022593,0.132332867177818,-0.5573565497254349,0.6315841430237078
LUAD-5 R3,Lung5,8,50,imm_frac,248,True,0.2228514861689493,0.3623047823882384,0.3600205394614323,-0.323341738636938,0.5317428519896953
LUAD-5 R3,Lung5,8,50,cd8_density,248,True,0.13493893426559106,0.15619538652789478,0.18923821543548563,-0.4789201124970305,0.5317428519896953
LUAD-5 R3,Lung5,9,50,imm_frac,147,True,0.6147534171017537,0.6989726357830784,1.5185941688818256,-1.068881277238313,0.005062372968439505
LUAD-5 R3,Lung5,9,50,cd8_density,147,True,0.35977226877422575,0.374298281606869,1.0126155823963379,-1.1618899296968173,0.005062372968439505
LUAD-5 R3,Lung5,10,50,imm_frac,208,True,-0.6065086705818972,-0.6396820947272053,-0.4163949106634433,0.2311261750482218,0.23083990761336298
LUAD-5 R3,Lung5,10,50,cd8_density,208,True,-0.5488118610282717,-0.5994151951670385,-0.40772113551276157,0.26154291150304965,0.23083990761336298
LUAD-5 R3,Lung5,11,50,imm_frac,211,True,0.3785196918792555,-0.21895681581278686,-0.3833894962080935,0.8746329466993507,0.7993944890841967
LUAD-5 R3,Lung5,11,50,cd8_density,211,True,0.6877058290006516,0.3667349032902079,0.1711346496474683,0.37859820623297696,0.7993944890841967
LUAD-5 R3,Lung5,12,50,imm_frac,249,True,0.21330897784687136,0.14372367328220537,0.0025526696777946286,0.5420168836608354,0.19815390594636612
LUAD-5 R3,Lung5,12,50,cd8_density,249,True,-0.10818237822622338,-0.18900559807234046,0.05922475433390435,0.2203900515352939,0.19815390594636612
LUAD-5 R3,Lung5,13,50,imm_frac,219,True,0.6061158271162043,0.2093872799607451,0.7183539581538797,0.06570576718563252,0.8846104630571139
LUAD-5 R3,Lung5,13,50,cd8_density,219,True,-0.05923429341803101,0.21868500780344963,1.1029987625725541,-0.8901453318050693,0.8846104630571139
LUAD-5 R3,Lung5,15,50,imm_frac,156,True,-0.29006021716110064,-0.17724650966544275,-1.0129598595690894,0.9024616107291443,0.9361065891166569
LUAD-5 R3,Lung5,15,50,cd8_density,156,True,-0.688441782175088,0.42212812143178835,0.5754137218554095,-1.2699159499937578,0.9361065891166569
LUAD-5 R3,Lung5,16,50,imm_frac,211,True,-0.18870607171599751,-0.37517175324046953,-0.3595822571888422,0.8325480012381316,0.5567174665627675
LUAD-5 R3,Lung5,16,50,cd8_density,211,True,0.0974182751881044,-0.3214333231936339,-0.34191572698308603,0.673344783918416,0.5567174665627675
LUAD-5 R3,Lung5,17,50,imm_frac,240,True,0.3879485754961023,0.09754089665084421,-0.07170389529380704,0.8062594842262074,0.7920276393687389
LUAD-5 R3,Lung5,17,50,cd8_density,240,True,0.02761853504401118,-0.07396744350373133,-0.1608805830870709,0.1917026115435529,0.7920276393687389
LUAD-5 R3,Lung5,18,50,imm_frac,12,False,,,,,
LUAD-5 R3,Lung5,18,50,cd8_density,12,False,,,,,
LUAD-5 R3,Lung5,19,50,imm_frac,83,True,0.39790520968892984,0.3626119263826482,0.43107969362473997,0.32124841579164504,0.18131060828680573
LUAD-5 R3,Lung5,19,50,cd8_density,83,True,-0.058323450158499414,-0.0030589321277439906,0.17056427111050398,-0.26649443238428017,0.18131060828680573
LUAD-5 R3,Lung5,22,50,imm_frac,51,True,0.19972850678733028,0.14837078648465848,-0.05117535152904712,0.2259348856481768,0.8083257918552037
LUAD-5 R3,Lung5,22,50,cd8_density,51,True,0.047058823529411764,-0.007681390932831031,-0.1358658465172254,0.3809837067167513,0.8083257918552037
LUAD-5 R3,Lung5,26,50,imm_frac,218,True,-0.02519822849660241,-0.17347102634750663,-0.27244647957542195,0.45835423062829533,0.32865187247816463
LUAD-5 R3,Lung5,26,50,cd8_density,218,True,-0.21797171316563857,-0.2167651712951437,-0.24500557382825353,0.061977069089499584,0.32865187247816463
LUAD-5 R3,Lung5,27,50,imm_frac,239,True,-0.4281626876692099,-0.44796342004516754,-0.43141667361285735,0.16907289779745333,0.4725545866882317
LUAD-5 R3,Lung5,27,50,cd8_density,239,True,-0.014388007178117404,-0.11705101963627862,0.09394942294083083,0.10694388575446132,0.4725545866882317
LUAD-5 R3,Lung5,28,50,imm_frac,240,True,-0.024110661643431307,-0.18259518652728157,-0.1695743934491284,0.5525034401151451,0.22530599489574468
LUAD-5 R3,Lung5,28,50,cd8_density,240,True,-0.004520911821385787,0.014983360877643206,0.04690757503200496,0.0077615327385983784,0.22530599489574468
LUAD-5 R3,Lung5,29,50,imm_frac,179,True,0.5925449333584416,0.5949899524234947,0.5008399561939003,0.27249690343926836,0.09582365618396001
LUAD-5 R3,Lung5,29,50,cd8_density,179,True,0.2672734500868328,0.3230114435796045,0.14524853169165575,-0.21339023924905226,0.09582365618396001
LUAD-5 R3,Lung5,1,100,imm_frac,135,True,-0.7677348551360843,-0.6658898056378861,-1.0081968947598539,0.8611721458385793,-0.5127841186225736
LUAD-5 R3,Lung5,1,100,cd8_density,135,True,-0.3025948687932885,-0.44813220941087273,-0.6796544259143922,0.3798937038371233,-0.5127841186225736
LUAD-5 R3,Lung5,2,100,imm_frac,250,True,0.8334503912062593,0.5129697932758666,0.6018331039693339,0.13210755493663945,0.8963966783468535
LUAD-5 R3,Lung5,2,100,cd8_density,250,True,0.6462773484375749,0.3983664453211593,1.1881972417497124,-0.9356973909955315,0.8963966783468535
LUAD-5 R3,Lung5,3,100,imm_frac,236,True,0.6317227149684799,0.5075578598887881,0.31636933445692045,0.4010291930494063,0.7513527824820716
LUAD-5 R3,Lung5,3,100,cd8_density,236,True,0.4143198199637554,0.38026825932332736,0.5114518295050793,-0.33799094557118475,0.7513527824820716
LUAD-5 R3,Lung5,4,100,imm_frac,189,True,0.2686841216516469,-0.34581600711833005,-0.19210914835051604,0.8056436759642951,0.8609591354272206
LUAD-5 R3,Lung5,4,100,cd8_density,189,True,0.2614195062123394,-0.1391402228443493,-0.011003681948962667,0.3860562223073353,0.8609591354272206
LUAD-5 R3,Lung5,5,100,imm_frac,199,True,-0.3843840414192173,-0.5121029235246545,-0.6418975002479842,1.034922006740961,0.6506075833714025
LUAD-5 R3,Lung5,5,100,cd8_density,199,True,-0.6640718745241359,-0.6287908174454834,-0.8838758945248919,0.7340387338242376,0.6506075833714025
LUAD-5 R3,Lung5,6,100,imm_frac,17,False,,,,,
LUAD-5 R3,Lung5,6,100,cd8_density,17,False,,,,,
LUAD-5 R3,Lung5,7,100,imm_frac,249,True,0.646263505635445,0.7035992972852044,0.5762069844258598,-0.3067159459614122,0.40053400699572483
LUAD-5 R3,Lung5,7,100,cd8_density,249,True,-0.21205207928488146,-0.014565293472926809,0.1247304516278613,-0.2788751048613736,0.40053400699572483
LUAD-5 R3,Lung5,8,100,imm_frac,250,True,0.3815488887822205,0.3879952558585546,0.5142580687898471,-0.19973812510215203,0.7964659914558632
LUAD-5 R3,Lung5,8,100,cd8_density,250,True,0.10598684778956463,0.20646466099674476,0.6666212682142254,-0.7564757246527753,0.7964659914558632
LUAD-5 R3,Lung5,9,100,imm_frac,182,True,0.7009070089407015,0.7164144994874116,1.5709106391859087,-1.007419359347865,0.43872339959650886
LUAD-5 R3,Lung5,9,100,cd8_density,182,True,-0.05981999161964745,0.267145770700661,0.3448523745371748,-0.7976770077957773,0.43872339959650886
LUAD-5 R3,Lung5,10,100,imm_frac,194,True,-0.38394316542919715,-0.4441017349378105,-0.3159492362646218,0.63343324825416,0.1616720014134682
LUAD-5 R3,Lung5,10,100,cd8_density,194,True,-0.44888381209090567,-0.6169381942077586,-0.5705996996463641,0.857560864422067,0.1616720014134682
LUAD-5 R3,Lung5,11,100,imm_frac,176,True,0.7682412502751487,-0.4391852203368149,-0.05417906184348113,0.7704119475953807,0.9739841514417786
LUAD-5 R3,Lung5,11,100,cd8_density,176,True,0.8338564825005504,-0.19275508812928213,0.09851730095861491,0.5254997981331424,0.9739841514417786
LUAD-5 R3,Lung5,12,100,imm_frac,250,True,0.18522958767340278,0.22438133038374758,0.1990313798468255,0.6884865466465434,-0.006131426102817645
LUAD-5 R3,Lung5,12,100,cd8_density,250,True,-0.17829520472327556,-0.19248477157883298,-0.02268269288854927,0.4479155845996229,-0.006131426102817645
LUAD-5 R3,Lung5,13,100,imm_frac,247,True,0.734558207538455,0.3552182501023827,-0.1300392391633512,0.9120837520073432,0.7544435667028734
LUAD-5 R3,Lung5,13,100,cd8_density,247,True,0.27858535311224863,0.2837479238570521,0.7745885768122613,-0.2534491215155675,0.7544435667028734
LUAD-5 R3,Lung5,15,100,imm_frac,137,True,0.1918391920398753,-0.33715271441264555,-0.24694848209142176,0.7434214103684958,0.6464847760748221
LUAD-5 R3,Lung5,15,100,cd8_density,137,True,-0.08813261896316761,0.3275831861161769,0.19870511169706795,-0.625051410383734,0.6464847760748221
LUAD-5 R3,Lung5,16,100,imm_frac,184,True,0.4329660380266224,-0.21385563429318585,-0.46902367743097506,1.170949339701723,0.8666005278264722
LUAD-5 R3,Lung5,16,100,cd8_density,184,True,0.7569012348057251,-0.07874363446167168,-0.5828290029368859,1.0275158964804725,0.8666005278264722
LUAD-5 R3,Lung5,17,100,imm_frac,249,True,0.4514760979401477,0.0931500324185176,-0.07196646789840164,0.8917762810310795,0.583033812670035
LUAD-5 R3,Lung5,17,100,cd8_density,249,True,0.22522969296541,-0.060374964988971144,-0.023237015570059104,0.5169984200115902,0.583033812670035
LUAD-5 R3,Lung5,18,100,imm_frac,64,True,0.06625457875457876,-0.2615837827556054,-0.6674981199665604,0.9386520624326345,0.8049908424908424
LUAD-5 R3,Lung5,18,100,cd8_density,64,True,0.7051282051282051,0.18415525396369065,0.288714728949846,0.4779645745716723,0.8049908424908424
LUAD-5 R3,Lung5,19,100,imm_frac,102,True,0.18177448812842448,0.1443506992437475,0.18325417323672144,-0.22539361412569536,-0.1856082238720731
LUAD-5 R3,Lung5,19,100,cd8_density,102,True,0.029623807612057608,-0.015783353468521635,0.13139408728722202,-0.2449592651383,-0.1856082238720731
LUAD-5 R3,Lung5,22,100,imm_frac,51,True,-0.022171945701357467,-0.028178282107669202,-0.03992936130559096,-0.12437150498792458,0.8257013574660633
LUAD-5 R3,Lung5,22,100,cd8_density,51,True,0.13963800904977372,-0.8665340728481917,-1.1562024045604318,1.5679075710244552,0.8257013574660633
LUAD-5 R3,Lung5,26,100,imm_frac,208,True,-0.014678113648365364,-0.3930006467003607,-0.4450923941409139,0.844108680310707,0.49631280237687553
LUAD-5 R3,Lung5,26,100,cd8_density,208,True,-0.33006486267355833,-0.44044092484807,-0.412384858724675,0.2666258570113141,0.49631280237687553
LUAD-5 R3,Lung5,27,100,imm_frac,226,True,-0.11973698231387991,-0.173601252699813,-0.21846640850143373,0.23444047167448492,0.4288420204540434
LUAD-5 R3,Lung5,27,100,cd8_density,226,True,0.08697308746897457,-0.05527281701565024,0.13413792835914282,0.38546940590946366,0.4288420204540434
LUAD-5 R3,Lung5,28,100,imm_frac,236,True,0.013615925721354652,-0.2774999274286256,0.030296212165427692,0.5295904466604145,0.31062734231992944
LUAD-5 R3,Lung5,28,100,cd8_density,236,True,0.018173435524291653,0.07022184084034507,0.194788780622389,-0.1363895798462263,0.31062734231992944
LUAD-5 R3,Lung5,29,100,imm_frac,130,True,0.12232039219434923,0.41506101204546486,0.2388460822461996,0.795071172640069,-0.14525119829575714
LUAD-5 R3,Lung5,29,100,cd8_density,130,True,-0.029586639173005233,0.09352361284178484,-0.14236570195441045,0.5047914150431598,-0.14525119829575714
LUSC-6,Lung6,1,10,imm_frac,0,False,,,,,
LUSC-6,Lung6,1,10,cd8_density,0,False,,,,,
LUSC-6,Lung6,2,10,imm_frac,5,False,,,,,
LUSC-6,Lung6,2,10,cd8_density,5,False,,,,,
LUSC-6,Lung6,3,10,imm_frac,2,False,,,,,
LUSC-6,Lung6,3,10,cd8_density,2,False,,,,,
LUSC-6,Lung6,4,10,imm_frac,0,False,,,,,
LUSC-6,Lung6,4,10,cd8_density,0,False,,,,,
LUSC-6,Lung6,5,10,imm_frac,1,False,,,,,
LUSC-6,Lung6,5,10,cd8_density,1,False,,,,,
LUSC-6,Lung6,6,10,imm_frac,2,False,,,,,
LUSC-6,Lung6,6,10,cd8_density,2,False,,,,,
LUSC-6,Lung6,7,10,imm_frac,1,False,,,,,
LUSC-6,Lung6,7,10,cd8_density,1,False,,,,,
LUSC-6,Lung6,8,10,imm_frac,1,False,,,,,
LUSC-6,Lung6,8,10,cd8_density,1,False,,,,,
LUSC-6,Lung6,9,10,imm_frac,12,False,,,,,
LUSC-6,Lung6,9,10,cd8_density,12,False,,,,,
LUSC-6,Lung6,10,10,imm_frac,5,False,,,,,
LUSC-6,Lung6,10,10,cd8_density,5,False,,,,,
LUSC-6,Lung6,11,10,imm_frac,2,False,,,,,
LUSC-6,Lung6,11,10,cd8_density,2,False,,,,,
LUSC-6,Lung6,12,10,imm_frac,3,False,,,,,
LUSC-6,Lung6,12,10,cd8_density,3,False,,,,,
LUSC-6,Lung6,13,10,imm_frac,0,False,,,,,
LUSC-6,Lung6,13,10,cd8_density,0,False,,,,,
LUSC-6,Lung6,14,10,imm_frac,1,False,,,,,
LUSC-6,Lung6,14,10,cd8_density,1,False,,,,,
LUSC-6,Lung6,16,10,imm_frac,0,False,,,,,
LUSC-6,Lung6,16,10,cd8_density,0,False,,,,,
LUSC-6,Lung6,17,10,imm_frac,3,False,,,,,
LUSC-6,Lung6,17,10,cd8_density,3,False,,,,,
LUSC-6,Lung6,18,10,imm_frac,1,False,,,,,
LUSC-6,Lung6,18,10,cd8_density,1,False,,,,,
LUSC-6,Lung6,19,10,imm_frac,1,False,,,,,
LUSC-6,Lung6,19,10,cd8_density,1,False,,,,,
LUSC-6,Lung6,20,10,imm_frac,0,False,,,,,
LUSC-6,Lung6,20,10,cd8_density,0,False,,,,,
LUSC-6,Lung6,21,10,imm_frac,0,False,,,,,
LUSC-6,Lung6,21,10,cd8_density,0,False,,,,,
LUSC-6,Lung6,22,10,imm_frac,3,False,,,,,
LUSC-6,Lung6,22,10,cd8_density,3,False,,,,,
LUSC-6,Lung6,23,10,imm_frac,33,False,,,,,
LUSC-6,Lung6,23,10,cd8_density,33,False,,,,,
LUSC-6,Lung6,24,10,imm_frac,4,False,,,,,
LUSC-6,Lung6,24,10,cd8_density,4,False,,,,,
LUSC-6,Lung6,25,10,imm_frac,0,False,,,,,
LUSC-6,Lung6,25,10,cd8_density,0,False,,,,,
LUSC-6,Lung6,26,10,imm_frac,0,False,,,,,
LUSC-6,Lung6,26,10,cd8_density,0,False,,,,,
LUSC-6,Lung6,27,10,imm_frac,2,False,,,,,
LUSC-6,Lung6,27,10,cd8_density,2,False,,,,,
LUSC-6,Lung6,28,10,imm_frac,3,False,,,,,
LUSC-6,Lung6,28,10,cd8_density,3,False,,,,,
LUSC-6,Lung6,29,10,imm_frac,4,False,,,,,
LUSC-6,Lung6,29,10,cd8_density,4,False,,,,,
LUSC-6,Lung6,30,10,imm_frac,0,False,,,,,
LUSC-6,Lung6,30,10,cd8_density,0,False,,,,,
LUSC-6,Lung6,1,20,imm_frac,233,True,-0.19583731262085605,-0.1980362712006162,-0.10468217457712095,0.07739299350074465,0.15007987917563173
